geo,time,sl_srv_empl_zs
dza,2005,54.7
dza,2006,55.42
dza,2007,55.99
dza,2008,56.79
dza,2009,57.4
dza,2010,57.93
dza,2011,58.37
dza,2012,58.49
dza,2013,58.45
dza,2014,58.56
dza,2015,58.7
dza,2016,58.78
dza,2017,58.85
dza,2018,59.22
dza,2019,59.99
ecu,1991,47.26
ecu,1992,47.37
ecu,1993,47.71
ecu,1994,47.96
ecu,1995,48.23
ecu,1996,48.49
ecu,1997,48.87
ecu,1998,49.17
ecu,1999,49.5
ecu,2000,49.71
ecu,2001,50.2
ecu,2002,50.92
ecu,2003,51.61
ecu,2004,51.59
ecu,2005,52.06
ecu,2006,51.78
ecu,2007,52.88
ecu,2008,53.29
ecu,2009,52.65
ecu,2010,53.63
ecu,2011,54.15
ecu,2012,54.5
ecu,2013,54.27
ecu,2014,54.77
ecu,2015,54.15
ecu,2016,54.43
ecu,2017,53.75
ecu,2018,52.65
ecu,2019,53.04
egy,1991,39.64
egy,1992,40.07
egy,1993,43.02
egy,1994,43.33
egy,1995,44.11
egy,1996,45.19
egy,1997,46.31
egy,1998,47.95
egy,1999,48.72
egy,2000,49.07
egy,2001,50.19
egy,2002,51.92
egy,2003,50.38
egy,2004,48.21
egy,2005,47.55
egy,2006,46.66
egy,2007,46.08
egy,2008,45.4
egy,2009,46.29
egy,2010,46.34
egy,2011,47.19
egy,2012,48.07
egy,2013,47.93
egy,2014,48.05
egy,2015,49.1
egy,2016,48.92
egy,2017,48.39
egy,2018,51.47
egy,2019,52.44
eri,1991,19.69
eri,1992,20.02
eri,1993,20.4
eri,1994,20.89
eri,1995,21.17
eri,1996,21.63
eri,1997,22.1
eri,1998,22.42
eri,1999,22.64
eri,2000,22.67
eri,2001,23.19
eri,2002,23.38
eri,2003,23.27
eri,2004,23.39
eri,2005,23.64
eri,2006,23.77
eri,2007,24.07
eri,2008,23.85
eri,2009,24.38
eri,2010,24.84
eri,2011,25.68
eri,2012,26.2
eri,2013,26.04
eri,2014,27.48
eri,2015,27.03
eri,2016,27.91
eri,2017,27.75
eri,2018,28.92
eri,2019,29.59
esp,1991,57.45
esp,1992,58.26
esp,1993,59.18
esp,1994,60.25
esp,1995,60.8
esp,1996,62.17
esp,1997,62.05
esp,1998,61.79
esp,1999,62.12
esp,2000,62.49
esp,2001,61.99
esp,2002,62.96
esp,2003,63.58
esp,2004,64.31
esp,2005,65.13
esp,2006,65.79
esp,2007,66.38
esp,2008,68.13
esp,2009,71.29
esp,2010,72.83
esp,2011,74.14
esp,2012,75.11
esp,2013,75.95
esp,2014,76.31
esp,2015,75.97
esp,2016,76.17
esp,2017,75.59
esp,2018,75.46
esp,2019,75.54
est,1991,43.7
est,1992,45.91
est,1993,50.75
est,1994,53.35
est,1995,55.59
est,1996,56.63
est,1997,56.87
est,1998,57.75
est,1999,59.79
est,2000,58.65
est,2001,59.9
est,2002,63.6
est,2003,63.07
est,2004,60.98
est,2005,60.73
est,2006,61.4
est,2007,60.1
est,2008,60.83
est,2009,64.5
est,2010,65.47
est,2011,63.15
est,2012,64.4
est,2013,65.47
est,2014,65.99
est,2015,65.44
est,2016,66.38
est,2017,66.51
est,2018,67.06
est,2019,68.13
eth,1991,16.36
eth,1992,16.22
eth,1993,16.51
eth,1994,16.6
eth,1995,16.79
eth,1996,17.15
eth,1997,17.22
eth,1998,17.04
eth,1999,17.13
eth,2000,16.7
eth,2001,16.37
eth,2002,15.75
eth,2003,15
eth,2004,14.89
eth,2005,14.52
eth,2006,15.15
eth,2007,15.84
eth,2008,16.53
eth,2009,17.2
eth,2010,18.04
eth,2011,18.87
eth,2012,19.65
eth,2013,20.56
eth,2014,21.21
eth,2015,21.83
eth,2016,22.4
eth,2017,22.99
eth,2018,23.48
eth,2019,24.05
fin,1991,62.79
fin,1992,63.47
fin,1993,63.94
fin,1994,64.25
fin,1995,64.65
fin,1996,65.02
fin,1997,64.8
fin,1998,64.63
fin,1999,65.89
fin,2000,65.84
fin,2001,67.08
fin,2002,67.33
fin,2003,68.03
fin,2004,68.92
fin,2005,69.37
fin,2006,69.64
fin,2007,69.75
fin,2008,70.33
fin,2009,71.43
fin,2010,72.26
fin,2011,72.78
fin,2012,73.06
fin,2013,73.02
fin,2014,73.85
fin,2015,74.07
fin,2016,73.98
fin,2017,74.08
fin,2018,73.95
fin,2019,74.58
fji,1991,43.24
fji,1992,43.45
fji,1993,43.71
fji,1994,43.94
fji,1995,44.35
fji,1996,44.69
fji,1997,45.22
fji,1998,45.67
fji,1999,45.88
fji,2000,46.8
fji,2001,47.72
fji,2002,48.4
fji,2003,49.25
fji,2004,50.03
fji,2005,50.9
fji,2006,52.39
fji,2007,53.95
fji,2008,55.69
fji,2009,57.31
fji,2010,58.81
fji,2011,60.15
fji,2012,61.57
fji,2013,62.8
fji,2014,64.32
fji,2015,65.57
fji,2016,66.74
fji,2017,67.3
fji,2018,67.79
fji,2019,68.26
fra,1991,65.59
fra,1992,66.18
fra,1993,67.04
fra,1994,67.98
fra,1995,68.17
fra,1996,68.67
fra,1997,68.81
fra,1998,69.26
fra,1999,69.46
fra,2000,69.58
fra,2001,69.9
fra,2002,70.47
fra,2003,71.61
fra,2004,71.88
fra,2005,72.59
fra,2006,72.46
fra,2007,73.22
fra,2008,74.01
fra,2009,74.4
fra,2010,74.84
fra,2011,74.92
fra,2012,75.32
fra,2013,75.62
fra,2014,76.62
fra,2015,76.97
fra,2016,76.91
fra,2017,76.98
fra,2018,77.27
fra,2019,77.04
gab,1991,46.32
gab,1992,46.45
gab,1993,46.91
gab,1994,47.44
gab,1995,48.02
gab,1996,48.57
gab,1997,49.21
gab,1998,49.76
gab,1999,49.76
gab,2000,50.08
gab,2001,50.59
gab,2002,50.99
gab,2003,51.51
gab,2004,51.95
gab,2005,52.48
gab,2006,52.72
gab,2007,53.38
gab,2008,53.56
gab,2009,53.9
gab,2010,54.56
gab,2011,55.2
gab,2012,55.73
gab,2013,56.3
gab,2014,56.81
gab,2015,57.34
gab,2016,57.81
gab,2017,58.24
gab,2018,58.7
gab,2019,59.3
gbr,1991,67.42
gbr,1992,68.03
gbr,1993,68.56
gbr,1994,70.14
gbr,1995,70.52
gbr,1996,70.63
gbr,1997,71.28
gbr,1998,71.62
gbr,1999,72.63
gbr,2000,73.3
gbr,2001,73.97
gbr,2002,74.7
gbr,2003,75.41
gbr,2004,76.42
gbr,2005,76.41
gbr,2006,76.59
gbr,2007,76.45
gbr,2008,76.92
gbr,2009,79.28
gbr,2010,79.57
gbr,2011,79.6
gbr,2012,79.74
gbr,2013,80.07
gbr,2014,79.78
gbr,2015,80.2
gbr,2016,80.4
gbr,2017,80.58
gbr,2018,80.8
gbr,2019,80.83
geo,1991,39.9
geo,1992,39.76
geo,1993,39.6
geo,1994,39.91
geo,1995,40.35
geo,1996,40.45
geo,1997,41.13
geo,1998,41.25
geo,1999,38.3
geo,2000,38.02
geo,2001,37.93
geo,2002,38.01
geo,2003,36.75
geo,2004,37.16
geo,2005,36.37
geo,2006,35.65
geo,2007,36.2
geo,2008,38.43
geo,2009,40.44
geo,2010,41.31
geo,2011,40.44
geo,2012,42.05
geo,2013,41.86
geo,2014,42.84
geo,2015,44.93
geo,2016,44.27
geo,2017,43.7
geo,2018,46.71
geo,2019,47.59
gha,1991,28.87
gha,1992,29.06
gha,1993,29.26
gha,1994,29.48
gha,1995,29.75
gha,1996,30.06
gha,1997,30.36
gha,1998,30.73
gha,1999,31.07
gha,2000,30.97
gha,2001,30.9
gha,2002,30.85
gha,2003,30.84
gha,2004,30.85
gha,2005,30.86
gha,2006,30.84
gha,2007,31.99
gha,2008,33.42
gha,2009,34.62
gha,2010,35.98
gha,2011,37.65
gha,2012,39.15
gha,2013,40.55
gha,2014,43.39
gha,2015,46.14
gha,2016,46.98
gha,2017,47.81
gha,2018,48.48
gha,2019,49.21
gin,1991,20.88
gin,1992,21
gin,1993,21.18
gin,1994,21.36
gin,1995,21.58
gin,1996,21.81
gin,1997,22.11
gin,1998,22.39
gin,1999,22.71
gin,2000,23.04
gin,2001,23.49
gin,2002,24.05
gin,2003,24.38
gin,2004,24.8
gin,2005,25.26
gin,2006,25.6
gin,2007,26.27
gin,2008,26.78
gin,2009,26.98
gin,2010,27.56
gin,2011,28.19
gin,2012,28.85
gin,2013,29.4
gin,2014,29.92
gin,2015,30.43
gin,2016,31.37
gin,2017,32.28
gin,2018,32.94
gin,2019,33.56
gmb,1991,44.28
gmb,1992,44.46
gmb,1993,44.67
gmb,1994,44.82
gmb,1995,45.01
gmb,1996,45.27
gmb,1997,45.67
gmb,1998,46.05
gmb,1999,46.61
gmb,2000,47.19
gmb,2001,47.84
gmb,2002,47.88
gmb,2003,48.65
gmb,2004,49.43
gmb,2005,49.59
gmb,2006,49.9
gmb,2007,50.48
gmb,2008,51.3
gmb,2009,52.14
gmb,2010,52.94
gmb,2011,52.8
gmb,2012,53.55
gmb,2013,54.16
gmb,2014,54.45
gmb,2015,55.12
gmb,2016,55.67
gmb,2017,56.4
gmb,2018,57.2
gmb,2019,57.96
gnb,1991,20.45
gnb,1992,20.55
gnb,1993,20.68
gnb,1994,20.85
gnb,1995,21.08
gnb,1996,21.53
gnb,1997,21.88
gnb,1998,21.47
gnb,1999,21.75
gnb,2000,22.26
gnb,2001,22.66
gnb,2002,22.89
gnb,2003,23.18
gnb,2004,23.58
gnb,2005,24.06
gnb,2006,24.44
gnb,2007,24.87
gnb,2008,25.28
gnb,2009,25.72
gnb,2010,26.22
gnb,2011,26.92
gnb,2012,27.06
gnb,2013,27.5
gnb,2014,27.83
gnb,2015,28.46
gnb,2016,29.11
gnb,2017,29.76
gnb,2018,30.3
gnb,2019,30.91
gnq,1991,34.82
gnq,1992,35.29
gnq,1993,35.54
gnq,1994,35.9
gnq,1995,36.24
gnq,1996,36.76
gnq,1997,37.58
gnq,1998,37.65
gnq,1999,37.67
gnq,2000,37.5
gnq,2001,37.55
gnq,2002,37.27
gnq,2003,36.93
gnq,2004,36.81
gnq,2005,36.63
gnq,2006,36.41
gnq,2007,36.27
gnq,2008,36.3
gnq,2009,36.41
gnq,2010,36.4
gnq,2011,36.74
gnq,2012,37.34
gnq,2013,37.75
gnq,2014,38.33
gnq,2015,38.85
gnq,2016,39.32
gnq,2017,39.7
gnq,2018,40.49
gnq,2019,41.14
grc,1991,52.88
grc,1992,53.62
grc,1993,54.52
grc,1994,55.57
grc,1995,56.37
grc,1996,56.85
grc,1997,57.69
grc,1998,58.87
grc,1999,59.61
grc,2000,60
grc,2001,61.07
grc,2002,61.97
grc,2003,62.42
grc,2004,65.17
grc,2005,65.45
grc,2006,66.26
grc,2007,66.23
grc,2008,66.64
grc,2009,67.17
grc,2010,68.02
grc,2011,69.96
grc,2012,70.45
grc,2013,70.75
grc,2014,71.45
grc,2015,72.16
grc,2016,72.38
grc,2017,72.51
grc,2018,72.49
grc,2019,73.06
gtm,1991,37.16
gtm,1992,37.39
gtm,1993,37.67
gtm,1994,37.97
gtm,1995,38.24
gtm,1996,38.46
gtm,1997,38.83
gtm,1998,39.22
gtm,1999,38.47
gtm,2000,37.73
gtm,2001,39.89
gtm,2002,41.2
gtm,2003,42.84
gtm,2004,43.67
gtm,2005,43.84
gtm,2006,43.96
gtm,2007,44.06
gtm,2008,44.25
gtm,2009,44.36
gtm,2010,44.49
gtm,2011,46.36
gtm,2012,48.25
gtm,2013,50.96
gtm,2014,49.01
gtm,2015,49.23
gtm,2016,49.61
gtm,2017,49.22
gtm,2018,49.54
gtm,2019,49.98
gum,1991,87.17
gum,1992,87.16
gum,1993,87.14
gum,1994,87.09
gum,1995,87.07
gum,1996,87.04
gum,1997,86.99
gum,1998,86.93
gum,1999,86.9
gum,2000,86.85
gum,2001,86.65
gum,2002,86.49
gum,2003,86.33
gum,2004,86.13
gum,2005,85.95
gum,2006,85.78
gum,2007,85.53
gum,2008,85.27
gum,2009,85.06
gum,2010,84.85
gum,2011,84.77
gum,2012,84.7
gum,2013,84.62
gum,2014,84.56
gum,2015,84.53
gum,2016,84.49
gum,2017,84.44
gum,2018,84.35
gum,2019,84.23
guy,1991,46.56
guy,1992,47.02
guy,1993,47.03
guy,1994,47.42
guy,1995,47.84
guy,1996,48.22
guy,1997,48.73
guy,1998,49.29
guy,1999,50.28
guy,2000,50.96
guy,2001,51.7
guy,2002,52.44
guy,2003,53.03
guy,2004,53.44
guy,2005,53.58
guy,2006,53.38
guy,2007,53.8
guy,2008,54.32
guy,2009,54.73
guy,2010,55.02
guy,2011,55.58
guy,2012,56.01
guy,2013,56.83
guy,2014,57.35
guy,2015,57.99
guy,2016,58.25
guy,2017,58.82
guy,2018,59.22
guy,2019,59.6
hkg,1991,64.3
hkg,1992,66.35
hkg,1993,69.56
hkg,1994,71.45
hkg,1995,72.43
hkg,1996,74.04
hkg,1997,75.49
hkg,1998,77.15
hkg,1999,78.56
hkg,2000,79.38
hkg,2001,80.42
hkg,2002,81.46
hkg,2003,82.67
hkg,2004,84.16
hkg,2005,84.67
hkg,2006,85.03
hkg,2007,85.68
hkg,2008,86.3
hkg,2009,86.62
hkg,2010,86.94
hkg,2011,87.21
hkg,2012,87.43
hkg,2013,87.61
hkg,2014,87.75
hkg,2015,87.91
hkg,2016,88
hkg,2017,88.26
hkg,2018,88.51
hkg,2019,88.75
hnd,1991,40.7
hnd,1992,41.66
hnd,1993,40.27
hnd,1994,38.73
hnd,1995,38.5
hnd,1996,39.4
hnd,1997,40.99
hnd,1998,42.44
hnd,1999,42.9
hnd,2000,41.79
hnd,2001,40.88
hnd,2002,39.35
hnd,2003,41.23
hnd,2004,42.69
hnd,2005,43.38
hnd,2006,42.28
hnd,2007,43.68
hnd,2008,43.73
hnd,2009,43.69
hnd,2010,44.47
hnd,2011,44.93
hnd,2012,43.07
hnd,2013,46.45
hnd,2014,49.14
hnd,2015,49.46
hnd,2016,51.07
hnd,2017,47.33
hnd,2018,49.12
hnd,2019,49.12
hrv,1991,47.65
hrv,1992,48.3
hrv,1993,48.73
hrv,1994,49.71
hrv,1995,50.44
hrv,1996,50.96
hrv,1997,52.69
hrv,1998,53.31
hrv,1999,54.06
hrv,2000,54.31
hrv,2001,54.3
hrv,2002,54.63
hrv,2003,52.88
hrv,2004,53.4
hrv,2005,54.07
hrv,2006,56.41
hrv,2007,57
hrv,2008,56.33
hrv,2009,57.67
hrv,2010,58.29
hrv,2011,57.46
hrv,2012,59.84
hrv,2013,61.59
hrv,2014,63.5
hrv,2015,64.06
hrv,2016,65.42
hrv,2017,66.61
hrv,2018,66.34
hrv,2019,66.14
hti,1991,52.36
hti,1992,52.46
hti,1993,52.71
hti,1994,52.74
hti,1995,53.31
hti,1996,53.3
hti,1997,53.56
hti,1998,53.66
hti,1999,54.08
hti,2000,54.69
hti,2001,55.22
hti,2002,55.83
hti,2003,56.41
hti,2004,56.87
hti,2005,57.46
hti,2006,57.6
hti,2007,57.91
hti,2008,58.44
hti,2009,59.03
hti,2010,59.62
hti,2011,60.22
hti,2012,61.05
hti,2013,61.54
hti,2014,62.03
hti,2015,62.41
hti,2016,63.02
hti,2017,63.58
hti,2018,64.08
hti,2019,64.31
hun,1991,52.78
hun,1992,53.67
hun,1993,56.81
hun,1994,57.86
hun,1995,58.83
hun,1996,58.54
hun,1997,58.96
hun,1998,57.88
hun,1999,58.69
hun,2000,59.76
hun,2001,59.39
hun,2002,59.74
hun,2003,61.22
hun,2004,61.79
hun,2005,62.66
hun,2006,62.92
hun,2007,62.9
hun,2008,63.46
hun,2009,64.23
hun,2010,64.76
hun,2011,64.28
hun,2012,65.15
hun,2013,65.33
hun,2014,64.82
hun,2015,64.77
hun,2016,64.52
hun,2017,63.44
hun,2018,62.73
hun,2019,63.19
idn,1991,29.31
idn,1992,29.47
idn,1993,31.44
idn,1994,32.52
idn,1995,37.6
idn,1996,37.79
idn,1997,38.11
idn,1998,37.31
idn,1999,37.21
idn,2000,37.29
idn,2001,37.49
idn,2002,36.9
idn,2003,35.91
idn,2004,38.67
idn,2005,37.24
idn,2006,39.35
idn,2007,39.92
idn,2008,40.46
idn,2009,41.25
idn,2010,42.22
idn,2011,42.82
idn,2012,43
idn,2013,44.07
idn,2014,44.32
idn,2015,44.92
idn,2016,46.46
idn,2017,47.19
idn,2018,48.08
idn,2019,49.14
ind,1991,21.5
ind,1992,21.77
ind,1993,22.07
ind,1994,22.4
ind,1995,22.64
ind,1996,22.88
ind,1997,23.11
ind,1998,23.4
ind,1999,23.73
ind,2000,24.04
ind,2001,24.27
ind,2002,24.48
ind,2003,24.74
ind,2004,24.96
ind,2005,25.2
ind,2006,25.51
ind,2007,25.8
ind,2008,26.07
ind,2009,26.41
ind,2010,26.68
ind,2011,27.64
ind,2012,28.64
ind,2013,29.13
ind,2014,29.66
ind,2015,30.2
ind,2016,30.7
ind,2017,31.21
ind,2018,31.72
ind,2019,32.28
irl,1991,58.68
irl,1992,59.2
irl,1993,59.73
irl,1994,59.58
irl,1995,60.21
irl,1996,61.43
irl,1997,60.54
irl,1998,62.22
irl,1999,63.06
irl,2000,63.59
irl,2001,63.96
irl,2002,65.35
irl,2003,65.76
irl,2004,66.03
irl,2005,66.49
irl,2006,66.52
irl,2007,68.79
irl,2008,71.43
irl,2009,74.56
irl,2010,76.16
irl,2011,76.82
irl,2012,77.23
irl,2013,76.99
irl,2014,77.26
irl,2015,76.55
irl,2016,76.17
irl,2017,76.11
irl,2018,76.42
irl,2019,76.8
irn,1991,43.4
irn,1992,43.68
irn,1993,44.33
irn,1994,44.86
irn,1995,45.28
irn,1996,45.17
irn,1997,45.49
irn,1998,45.76
irn,1999,45.74
irn,2000,45.61
irn,2001,45.56
irn,2002,45.16
irn,2003,44.84
irn,2004,44.84
irn,2005,44.88
irn,2006,45.11
irn,2007,45.12
irn,2008,46.52
irn,2009,47.35
irn,2010,48.58
irn,2011,48.16
irn,2012,48.34
irn,2013,48.47
irn,2014,48.35
irn,2015,49.44
irn,2016,50.14
irn,2017,50.38
irn,2018,50.27
irn,2019,51.24
irq,1991,50.23
irq,1992,50.28
irq,1993,50.48
irq,1994,50.7
irq,1995,50.95
irq,1996,50.88
irq,1997,50.77
irq,1998,50.66
irq,1999,50.07
irq,2000,50.56
irq,2001,51.28
irq,2002,52.62
irq,2003,52.89
irq,2004,54.22
irq,2005,54.12
irq,2006,53.91
irq,2007,54.62
irq,2008,54.62
irq,2009,55.42
irq,2010,55.28
irq,2011,55.42
irq,2012,54.98
irq,2013,55.32
irq,2014,55.79
irq,2015,56.9
irq,2016,56.63
irq,2017,57.5
irq,2018,58.37
irq,2019,58.8
isl,1991,63.87
isl,1992,64.87
isl,1993,65
isl,1994,65.07
isl,1995,65.49
isl,1996,66.51
isl,1997,66.24
isl,1998,64.72
isl,1999,67.94
isl,2000,69.19
isl,2001,69.38
isl,2002,70.08
isl,2003,71.36
isl,2004,70.32
isl,2005,71.78
isl,2006,72.14
isl,2007,73.18
isl,2008,73.39
isl,2009,75.67
isl,2010,75.97
isl,2011,75.96
isl,2012,76.23
isl,2013,76.92
isl,2014,77.03
isl,2015,77.92
isl,2016,78.65
isl,2017,78.76
isl,2018,79.18
isl,2019,78.49
isr,1991,70.74
isr,1992,70.98
isr,1993,70.28
isr,1994,71.07
isr,1995,71.79
isr,1996,72.49
isr,1997,73.21
isr,1998,73.94
isr,1999,74.66
isr,2000,75.23
isr,2001,76.09
isr,2002,76.83
isr,2003,77.45
isr,2004,77.99
isr,2005,78.49
isr,2006,78.9
isr,2007,79.28
isr,2008,79.76
isr,2009,80.32
isr,2010,80.66
isr,2011,80.98
isr,2012,81.4
isr,2013,81.02
isr,2014,81.21
isr,2015,81.41
isr,2016,81.48
isr,2017,81.62
isr,2018,81.75
isr,2019,81.86
ita,1991,56.73
ita,1992,57.36
ita,1993,58.8
ita,1994,59.34
ita,1995,59.76
ita,1996,60.52
ita,1997,61.5
ita,1998,61.5
ita,1999,62.21
ita,2000,62.98
ita,2001,63.06
ita,2002,63.48
ita,2003,63.52
ita,2004,65.03
ita,2005,65.12
ita,2006,65.68
ita,2007,65.9
ita,2008,66.5
ita,2009,67.07
ita,2010,67.62
ita,2011,68.03
ita,2012,68.72
ita,2013,69.35
ita,2014,69.46
ita,2015,69.65
ita,2016,69.99
ita,2017,70.21
ita,2018,70.14
ita,2019,70.24
jam,1991,52.91
jam,1992,53.45
jam,1993,56.16
jam,1994,57.04
jam,1995,56.59
jam,1996,57.02
jam,1997,60.1
jam,1998,60.73
jam,1999,61.42
jam,2000,62.15
jam,2001,62.09
jam,2002,62.56
jam,2003,62.16
jam,2004,63.26
jam,2005,64.12
jam,2006,63.97
jam,2007,64.56
jam,2008,65.07
jam,2009,65.61
jam,2010,65.96
jam,2011,66.35
jam,2012,66.3
jam,2013,66.54
jam,2014,66.64
jam,2015,67.32
jam,2016,67.7
jam,2017,67.52
jam,2018,67.68
jam,2019,68.6
jor,1991,73.8
jor,1992,73.58
jor,1993,73.69
jor,1994,73.82
jor,1995,73.94
jor,1996,74.23
jor,1997,74.43
jor,1998,74.59
jor,1999,74.76
jor,2000,74.91
jor,2001,74.95
jor,2002,74.95
jor,2003,72.79
jor,2004,70.07
jor,2005,69.9
jor,2006,69.97
jor,2007,69.88
jor,2008,70
jor,2009,69.96
jor,2010,70.33
jor,2011,70.87
jor,2012,71.22
jor,2013,71.52
jor,2014,71.91
jor,2015,72.23
jor,2016,72.6
jor,2017,72.89
jor,2018,73.18
jor,2019,73.09
jpn,1991,58.68
jpn,1992,58.82
jpn,1993,59.6
jpn,1994,60
jpn,1995,60.6
jpn,1996,61.06
jpn,1997,61.37
jpn,1998,62.48
jpn,1999,62.92
jpn,2000,63.49
jpn,2001,64.38
jpn,2002,65.34
jpn,2003,66.21
jpn,2004,67.02
jpn,2005,67.56
jpn,2006,67.88
jpn,2007,68.18
jpn,2008,68.56
jpn,2009,69.64
jpn,2010,70.37
jpn,2011,70.69
jpn,2012,70.86
jpn,2013,70.99
jpn,2014,71.23
jpn,2015,71.39
jpn,2016,71.79
jpn,2017,71.93
jpn,2018,72.08
jpn,2019,72.4
kaz,1991,44.98
kaz,1992,45.27
kaz,1993,45.24
kaz,1994,45.2
kaz,1995,45.54
kaz,1996,45.82
kaz,1997,46.13
kaz,1998,46.31
kaz,1999,46.69
kaz,2000,47.32
kaz,2001,48.15
kaz,2002,48.24
kaz,2003,47.79
kaz,2004,49.09
kaz,2005,49.59
kaz,2006,50.03
kaz,2007,49.86
kaz,2008,50.92
kaz,2009,52.34
kaz,2010,53.01
kaz,2011,54.58
kaz,2012,55.07
kaz,2013,55.99
kaz,2014,58.79
kaz,2015,61.43
kaz,2016,62.16
kaz,2017,62.79
kaz,2018,63.42
kaz,2019,64.16
ken,1991,38.88
ken,1992,39.02
ken,1993,39.23
ken,1994,39.53
ken,1995,39.96
ken,1996,40.32
ken,1997,40.56
ken,1998,40.97
ken,1999,41.22
ken,2000,39.7
ken,2001,38.32
ken,2002,36.67
ken,2003,35.15
ken,2004,33.73
ken,2005,32.24
ken,2006,32.4
ken,2007,32.74
ken,2008,32.77
ken,2009,33.03
ken,2010,33.68
ken,2011,34.25
ken,2012,34.77
ken,2013,35.38
ken,2014,36
ken,2015,36.65
ken,2016,37.33
ken,2017,37.98
ken,2018,38.73
ken,2019,39.44
kgz,1991,37.95
kgz,1992,39.3
kgz,1993,39.68
kgz,1994,38.68
kgz,1995,36.09
kgz,1996,38.28
kgz,1997,38.18
kgz,1998,37.95
kgz,1999,36.06
kgz,2000,36.45
kgz,2001,36.73
kgz,2002,38.91
kgz,2003,41.75
kgz,2004,43.52
kgz,2005,43.92
kgz,2006,44.33
kgz,2007,45.24
kgz,2008,45.34
kgz,2009,46.07
kgz,2010,46.68
kgz,2011,47.49
kgz,2012,48.2
kgz,2013,48.13
kgz,2014,47.98
kgz,2015,49.79
kgz,2016,51.12
kgz,2017,53.83
kgz,2018,54.94
kgz,2019,55.33
khm,1991,15.85
khm,1992,16.06
khm,1993,16.03
khm,1994,15.4
khm,1995,15.54
khm,1996,15.91
khm,1997,16.1
khm,1998,16.37
khm,1999,17.02
khm,2000,17.99
khm,2001,20.07
khm,2002,21.25
khm,2003,22.11
khm,2004,23.59
khm,2005,24.69
khm,2006,25.92
khm,2007,27.15
khm,2008,26.77
khm,2009,26.34
khm,2010,26.65
khm,2011,26.98
khm,2012,29.04
khm,2013,31.2
khm,2014,30.24
khm,2015,32.61
khm,2016,36.7
khm,2017,36.3
khm,2018,36.6
khm,2019,37.56
kor,1991,48.57
kor,1992,50.22
kor,1993,52.5
kor,1994,53.82
kor,1995,54.79
kor,1996,56.22
kor,1997,57.8
kor,1998,60
kor,1999,61.14
kor,2000,61.25
kor,2001,62.56
kor,2002,63.35
kor,2003,63.58
kor,2004,64.45
kor,2005,65.38
kor,2006,66.2
kor,2007,66.91
kor,2008,67.55
kor,2009,68.5
kor,2010,68.38
kor,2011,68.78
kor,2012,69.29
kor,2013,65.66
kor,2014,69.41
kor,2015,69.38
kor,2016,69.86
kor,2017,69.8
kor,2018,69.8
kor,2019,70.28
kwt,1991,78.07
kwt,1992,76.94
kwt,1993,75.09
kwt,1994,74.9
kwt,1995,74.82
kwt,1996,74.74
kwt,1997,75.05
kwt,1998,75.86
kwt,1999,76
kwt,2000,75.68
kwt,2001,76.49
kwt,2002,77.02
kwt,2003,76.76
kwt,2004,76.5
kwt,2005,76.6
kwt,2006,75.35
kwt,2007,74.12
kwt,2008,72.35
kwt,2009,73.58
kwt,2010,73.89
kwt,2011,73.72
kwt,2012,73.68
kwt,2013,74
kwt,2014,74.37
kwt,2015,75.32
kwt,2016,75.61
kwt,2017,76.03
kwt,2018,76.03
kwt,2019,76.07
lao,1991,10.39
lao,1992,10.44
lao,1993,10.58
lao,1994,10.73
lao,1995,11.07
lao,1996,11.5
lao,1997,12.04
lao,1998,12.59
lao,1999,12.98
lao,2000,13.57
lao,2001,14.1
lao,2002,14.57
lao,2003,15.23
lao,2004,16.03
lao,2005,16.74
lao,2006,17.23
lao,2007,18.02
lao,2008,18.91
lao,2009,19.45
lao,2010,20.22
lao,2011,20.82
lao,2012,21.39
lao,2013,22.07
lao,2014,22.86
lao,2015,23.43
lao,2016,23.94
lao,2017,24.49
lao,2018,24.98
lao,2019,25.62
lbn,1991,54.61
lbn,1992,54.32
lbn,1993,54.18
lbn,1994,54.27
lbn,1995,54.4
lbn,1996,54.66
lbn,1997,55.28
lbn,1998,55.56
lbn,1999,56.22
lbn,2000,56.8
lbn,2001,57.22
lbn,2002,57.68
lbn,2003,58.1
lbn,2004,58.18
lbn,2005,58.66
lbn,2006,59.2
lbn,2007,59.1
lbn,2008,59.12
lbn,2009,58.97
lbn,2010,59.27
lbn,2011,59.78
lbn,2012,60.23
lbn,2013,60.47
lbn,2014,61.06
lbn,2015,61.87
lbn,2016,62.5
lbn,2017,63.22
lbn,2018,64.07
lbn,2019,65.1
lbr,1991,33.01
lbr,1992,32.94
lbr,1993,32.79
lbr,1994,32.69
lbr,1995,32.83
lbr,1996,33.43
lbr,1997,34.89
lbr,1998,35.63
lbr,1999,36.34
lbr,2000,37.4
lbr,2001,37.63
lbr,2002,38.19
lbr,2003,37.22
lbr,2004,37.8
lbr,2005,38.5
lbr,2006,39.28
lbr,2007,40.11
lbr,2008,40.74
lbr,2009,41.27
lbr,2010,41.91
lbr,2011,42.75
lbr,2012,43.62
lbr,2013,44.59
lbr,2014,45.03
lbr,2015,45.45
lbr,2016,45.78
lbr,2017,46.4
lbr,2018,46.94
lbr,2019,47.23
lby,1991,43.08
lby,1992,43.46
lby,1993,43.64
lby,1994,43.92
lby,1995,44.61
lby,1996,44.93
lby,1997,45.4
lby,1998,46.06
lby,1999,46.12
lby,2000,46.46
lby,2001,47.31
