geo,time,en_atm_ghgt_kt_ce
lva,2005,11410
lva,2006,11940
lva,2007,12360
lva,2008,12010
lva,2009,11220
lva,2010,12390
lva,2011,11750
lva,2012,11540
lva,2013,11490
lva,2014,11440
lva,2015,11500
lva,2016,11340
lva,2017,11260
lva,2018,11660
mar,1990,39680
mar,1991,41080
mar,1992,42200
mar,1993,41890
mar,1994,45000
mar,1995,45620
mar,1996,46300
mar,1997,48260
mar,1998,49180
mar,1999,51360
mar,2000,52470
mar,2001,56360
mar,2002,58160
mar,2003,58430
mar,2004,62980
mar,2005,65870
mar,2006,68420
mar,2007,69660
mar,2008,72630
mar,2009,73210
mar,2010,77020
mar,2011,82170
mar,2012,84440
mar,2013,85260
mar,2014,87050
mar,2015,89790
mar,2016,88660
mar,2017,93090
mar,2018,94290
mda,1990,38420
mda,1991,32330
mda,1992,27110
mda,1993,23720
mda,1994,20660
mda,1995,18590
mda,1996,16830
mda,1997,15130
mda,1998,13670
mda,1999,12300
mda,2000,11460
mda,2001,11680
mda,2002,11820
mda,2003,12430
mda,2004,12410
mda,2005,12700
mda,2006,12360
mda,2007,12580
mda,2008,12450
mda,2009,11770
mda,2010,12530
mda,2011,12690
mda,2012,12450
mda,2013,11590
mda,2014,12220
mda,2015,12470
mda,2016,12670
mda,2017,12700
mda,2018,13180
mdg,1990,26260
mdg,1991,26360
mdg,1992,26690
mdg,1993,27150
mdg,1994,27110
mdg,1995,27500
mdg,1996,27550
mdg,1997,27460
mdg,1998,28430
mdg,1999,28100
mdg,2000,27550
mdg,2001,26490
mdg,2002,24370
mdg,2003,26890
mdg,2004,25760
mdg,2005,29510
mdg,2006,28270
mdg,2007,29720
mdg,2008,28530
mdg,2009,29120
mdg,2010,29190
mdg,2011,29120
mdg,2012,30480
mdg,2013,29200
mdg,2014,29680
mdg,2015,30000
mdg,2016,31000
mdg,2017,29620
mdg,2018,30570
mdv,1990,210
mdv,1991,210
mdv,1992,280
mdv,1993,260
mdv,1994,270
mdv,1995,330
mdv,1996,350
mdv,1997,420
mdv,1998,400
mdv,1999,520
mdv,2000,560
mdv,2001,590
mdv,2002,720
mdv,2003,640
mdv,2004,860
mdv,2005,840
mdv,2006,1000
mdv,2007,1010
mdv,2008,1020
mdv,2009,1080
mdv,2010,1140
mdv,2011,1220
mdv,2012,1380
mdv,2013,1390
mdv,2014,1650
mdv,2015,1660
mdv,2016,2120
mdv,2017,2230
mdv,2018,2380
mex,1990,392910
mex,1991,410910
mex,1992,413780
mex,1993,433460
mex,1994,459060
mex,1995,440060
mex,1996,466560
mex,1997,494350
mex,1998,521770
mex,1999,505250
mex,2000,531670
mex,2001,529010
mex,2002,534200
mex,2003,556090
mex,2004,563270
mex,2005,586270
mex,2006,609010
mex,2007,630890
mex,2008,660920
mex,2009,645320
mex,2010,650160
mex,2011,664660
mex,2012,659240
mex,2013,652690
mex,2014,645940
mex,2015,670100
mex,2016,682910
mex,2017,678120
mex,2018,679880
mhl,1991,30
mhl,1992,110
mhl,1993,110
mhl,1994,120
mhl,1995,120
mhl,1996,120
mhl,1997,120
mhl,1998,130
mhl,1999,130
mhl,2000,130
mhl,2001,140
mhl,2002,150
mhl,2003,150
mhl,2004,160
mhl,2005,170
mhl,2006,170
mhl,2007,180
mhl,2008,170
mhl,2009,170
mhl,2010,180
mhl,2011,180
mhl,2012,180
mhl,2013,180
mhl,2014,190
mhl,2015,190
mhl,2016,220
mhl,2017,220
mhl,2018,240
mkd,1990,13980
mkd,1991,13310
mkd,1992,12720
mkd,1993,12720
mkd,1994,12260
mkd,1995,11900
mkd,1996,13430
mkd,1997,12260
mkd,1998,13030
mkd,1999,12130
mkd,2000,11820
mkd,2001,11880
mkd,2002,11260
mkd,2003,12170
mkd,2004,11950
mkd,2005,12330
mkd,2006,12370
mkd,2007,12810
mkd,2008,12600
mkd,2009,11910
mkd,2010,11750
mkd,2011,12690
mkd,2012,12120
mkd,2013,11240
mkd,2014,10820
mkd,2015,10560
mkd,2016,10530
mkd,2017,11010
mkd,2018,10510
mli,1990,15820
mli,1991,15780
mli,1992,15830
mli,1993,16060
mli,1994,16310
mli,1995,16660
mli,1996,17780
mli,1997,18280
mli,1998,19720
mli,1999,21300
mli,2000,22640
mli,2001,22340
mli,2002,22620
mli,2003,23410
mli,2004,25720
mli,2005,26680
mli,2006,27000
mli,2007,27940
mli,2008,29380
mli,2009,29620
mli,2010,31800
mli,2011,32760
mli,2012,33430
mli,2013,34620
mli,2014,35190
mli,2015,36670
mli,2016,41040
mli,2017,42140
mli,2018,43740
mlt,1990,2520
mlt,1991,2430
mlt,1992,2410
mlt,1993,3050
mlt,1994,2760
mlt,1995,2620
mlt,1996,2570
mlt,1997,2730
mlt,1998,2630
mlt,1999,2670
mlt,2000,2410
mlt,2001,2780
mlt,2002,2620
mlt,2003,2920
mlt,2004,2920
mlt,2005,2970
mlt,2006,3050
mlt,2007,3140
mlt,2008,3080
mlt,2009,2890
mlt,2010,2990
mlt,2011,2980
mlt,2012,3160
mlt,2013,2830
mlt,2014,2840
mlt,2015,2160
mlt,2016,1870
mlt,2017,2010
mlt,2018,2040
mmr,1990,55400
mmr,1991,54900
mmr,1992,57430
mmr,1993,60110
mmr,1994,62630
mmr,1995,65710
mmr,1996,65880
mmr,1997,64710
mmr,1998,66350
mmr,1999,71440
mmr,2000,73310
mmr,2001,72870
mmr,2002,73330
mmr,2003,77680
mmr,2004,80120
mmr,2005,83320
mmr,2006,86320
mmr,2007,88700
mmr,2008,87060
mmr,2009,88090
mmr,2010,90150
mmr,2011,88990
mmr,2012,92790
mmr,2013,96110
mmr,2014,101600
mmr,2015,104970
mmr,2016,109430
mmr,2017,119660
mmr,2018,119650
mne,1990,2580
mne,1991,2560
mne,1992,2450
mne,1993,2460
mne,1994,2460
mne,1995,2530
mne,1996,2560
mne,1997,2580
mne,1998,2590
mne,1999,2560
mne,2000,2500
mne,2001,2520
mne,2002,2520
mne,2003,2530
mne,2004,2380
mne,2005,4160
mne,2006,4220
mne,2007,4020
mne,2008,4490
mne,2009,3430
mne,2010,4180
mne,2011,4030
mne,2012,3790
mne,2013,3660
mne,2014,3560
mne,2015,3650
mne,2016,3400
mne,2017,3520
mne,2018,3800
mng,1990,30130
mng,1991,32370
mng,1992,30230
mng,1993,29030
mng,1994,27260
mng,1995,28180
mng,1996,27420
mng,1997,28250
mng,1998,28650
mng,1999,29310
mng,2000,30050
mng,2001,27510
mng,2002,25630
mng,2003,25410
mng,2004,25180
mng,2005,27880
mng,2006,30790
mng,2007,33490
mng,2008,33740
mng,2009,34720
mng,2010,32050
mng,2011,35710
mng,2012,39140
mng,2013,41590
mng,2014,44130
mng,2015,45710
mng,2016,48090
mng,2017,50880
mng,2018,52620
moz,1990,19910
moz,1991,19890
moz,1992,20230
moz,1993,20630
moz,1994,20600
moz,1995,20850
moz,1996,20620
moz,1997,19330
moz,1998,21410
moz,1999,20610
moz,2000,19650
moz,2001,21970
moz,2002,23920
moz,2003,24630
moz,2004,24260
moz,2005,26040
moz,2006,25090
moz,2007,26740
moz,2008,27980
moz,2009,25960
moz,2010,28230
moz,2011,27960
moz,2012,29190
moz,2013,30630
moz,2014,32470
moz,2015,32910
moz,2016,31910
moz,2017,32410
moz,2018,35040
mrt,1990,6720
mrt,1991,6960
mrt,1992,6830
mrt,1993,7050
mrt,1994,6980
mrt,1995,7070
mrt,1996,7590
mrt,1997,7880
mrt,1998,8160
mrt,1999,8730
mrt,2000,9150
mrt,2001,9260
mrt,2002,9350
mrt,2003,9530
mrt,2004,9560
mrt,2005,9710
mrt,2006,10090
mrt,2007,10340
mrt,2008,9740
mrt,2009,10530
mrt,2010,11100
mrt,2011,11220
mrt,2012,11670
mrt,2013,11670
mrt,2014,12150
mrt,2015,12830
mrt,2016,13250
mrt,2017,13920
mrt,2018,14080
mus,1990,2280
mus,1991,2380
mus,1992,2470
mus,1993,2630
mus,1994,2710
mus,1995,2770
mus,1996,2940
mus,1997,3050
mus,1998,3330
mus,1999,3860
mus,2000,4300
mus,2001,4400
mus,2002,4420
mus,2003,4610
mus,2004,4640
mus,2005,4830
mus,2006,5260
mus,2007,5400
mus,2008,5510
mus,2009,5500
mus,2010,5780
mus,2011,5830
mus,2012,5990
mus,2013,6120
mus,2014,6330
mus,2015,6370
mus,2016,6530
mus,2017,6720
mus,2018,6740
mwi,1990,10920
mwi,1991,10220
mwi,1992,9340
mwi,1993,8600
mwi,1994,7330
mwi,1995,7770
mwi,1996,8020
mwi,1997,8170
mwi,1998,8440
mwi,1999,8560
mwi,2000,8760
mwi,2001,8890
mwi,2002,9510
mwi,2003,10010
mwi,2004,10330
mwi,2005,10740
mwi,2006,10830
mwi,2007,11050
mwi,2008,11410
mwi,2009,11290
mwi,2010,11670
mwi,2011,12440
mwi,2012,13120
mwi,2013,13960
mwi,2014,14900
mwi,2015,15820
mwi,2016,16190
mwi,2017,16950
mwi,2018,18320
mys,1990,90370
mys,1991,97930
mys,1992,104660
mys,1993,108050
mys,1994,114970
mys,1995,122590
mys,1996,135220
mys,1997,143800
mys,1998,145710
mys,1999,155090
mys,2000,166030
mys,2001,172150
mys,2002,183540
mys,2003,193010
mys,2004,208590
mys,2005,219100
mys,2006,226630
mys,2007,244160
mys,2008,258710
mys,2009,238640
mys,2010,259160
mys,2011,263030
mys,2012,265900
mys,2013,282940
mys,2014,296240
mys,2015,297970
mys,2016,294860
mys,2017,289730
mys,2018,306670
nam,1991,9360
nam,1992,9310
nam,1993,9270
nam,1994,9460
nam,1995,9580
nam,1996,9470
nam,1997,9330
nam,1998,10010
nam,1999,10020
nam,2000,10810
nam,2001,10920
nam,2002,9550
nam,2003,10220
nam,2004,10720
nam,2005,11320
nam,2006,12670
nam,2007,12050
nam,2008,10600
nam,2009,13510
nam,2010,12920
nam,2011,17900
nam,2012,19490
nam,2013,12700
nam,2014,11970
nam,2015,12100
nam,2016,12840
nam,2017,12890
nam,2018,11930
ner,1990,13350
ner,1991,13870
ner,1992,14420
ner,1993,15140
ner,1994,15690
ner,1995,16340
ner,1996,17130
ner,1997,17770
ner,1998,18630
ner,1999,19390
ner,2000,20210
ner,2001,21080
ner,2002,21900
ner,2003,22830
ner,2004,23720
ner,2005,24650
ner,2006,25620
ner,2007,26860
ner,2008,28130
ner,2009,29510
ner,2010,29670
ner,2011,31290
ner,2012,33750
ner,2013,35580
ner,2014,37810
ner,2015,39610
ner,2016,41330
ner,2017,43050
ner,2018,45050
nga,1990,201330
nga,1991,211530
nga,1992,223690
nga,1993,223580
nga,1994,222250
nga,1995,216830
nga,1996,218060
nga,1997,210550
nga,1998,200610
nga,1999,193530
nga,2000,189750
nga,2001,202020
nga,2002,206590
nga,2003,214100
nga,2004,217970
nga,2005,234450
nga,2006,229740
nga,2007,227900
nga,2008,230830
nga,2009,212730
nga,2010,234930
nga,2011,253110
nga,2012,257540
nga,2013,271940
nga,2014,281650
nga,2015,277140
nga,2016,284340
nga,2017,291170
nga,2018,311450
nic,1990,9960
nic,1991,8600
nic,1992,9510
nic,1993,10190
nic,1994,10500
nic,1995,9890
nic,1996,9910
nic,1997,10660
nic,1998,11090
nic,1999,12240
nic,2000,12780
nic,2001,13000
nic,2002,13480
nic,2003,14490
nic,2004,14120
nic,2005,14440
nic,2006,14730
nic,2007,14930
nic,2008,14790
nic,2009,14900
nic,2010,15250
nic,2011,16390
nic,2012,16760
nic,2013,16980
nic,2014,17870
nic,2015,18840
nic,2016,19040
nic,2017,18960
nic,2018,19070
nld,1990,203960
nld,1991,209320
nld,1992,208700
nld,1993,214220
nld,1994,213960
nld,1995,219360
nld,1996,230290
nld,1997,221490
nld,1998,221620
nld,1999,209170
nld,2000,207110
nld,2001,208170
nld,2002,207690
nld,2003,207650
nld,2004,209230
nld,2005,203580
nld,2006,198920
nld,2007,198800
nld,2008,196570
nld,2009,191320
nld,2010,202130
nld,2011,188890
nld,2012,187110
nld,2013,186690
nld,2014,179380
nld,2015,188330
nld,2016,188160
nld,2017,184550
nld,2018,178640
nor,1990,45950
nor,1991,43380
nor,1992,43940
nor,1993,45780
nor,1994,47320
nor,1995,46640
nor,1996,47500
nor,1997,49110
nor,1998,50690
nor,1999,52650
nor,2000,47280
nor,2001,47910
nor,2002,47390
nor,2003,49320
nor,2004,49830
nor,2005,48570
nor,2006,48990
nor,2007,49610
nor,2008,48130
nor,2009,47530
nor,2010,51870
nor,2011,50120
nor,2012,48980
nor,2013,48060
nor,2014,48310
nor,2015,48580
nor,2016,47980
nor,2017,46920
nor,2018,47340
npl,1990,21760
npl,1991,22150
npl,1992,22010
npl,1993,22960
npl,1994,23840
npl,1995,25080
npl,1996,26030
npl,1997,27050
npl,1998,28020
npl,1999,29530
npl,2000,30330
npl,2001,30840
npl,2002,30440
npl,2003,31090
npl,2004,31420
npl,2005,32220
npl,2006,32270
npl,2007,32720
npl,2008,34020
npl,2009,35880
npl,2010,37220
npl,2011,39020
npl,2012,40940
npl,2013,41840
npl,2014,43860
npl,2015,43670
npl,2016,47070
npl,2017,49580
npl,2018,51240
nru,1990,130
nru,1991,130
nru,1992,130
nru,1993,120
nru,1994,120
nru,1995,110
nru,1996,110
nru,1997,110
nru,1998,110
nru,1999,100
nru,2000,90
nru,2001,90
nru,2002,80
nru,2003,80
nru,2004,70
nru,2005,80
nru,2006,50
nru,2007,50
nru,2008,50
nru,2009,50
nru,2010,50
nru,2011,50
nru,2012,50
nru,2013,50
nru,2014,60
nru,2015,60
nru,2016,70
nru,2017,70
nru,2018,80
nzl,1990,71050
nzl,1991,70510
nzl,1992,71370
nzl,1993,70440
nzl,1994,72170
nzl,1995,73430
nzl,1996,73980
nzl,1997,76280
nzl,1998,74780
nzl,1999,77030
nzl,2000,77190
nzl,2001,79870
nzl,2002,81420
nzl,2003,83850
nzl,2004,82490
nzl,2005,83990
nzl,2006,84250
nzl,2007,82960
nzl,2008,82990
nzl,2009,80190
nzl,2010,79980
nzl,2011,79400
nzl,2012,81670
nzl,2013,81240
nzl,2014,81740
nzl,2015,81690
nzl,2016,80410
nzl,2017,82060
nzl,2018,81330
omn,1990,14790
omn,1991,19160
omn,1992,18130
omn,1993,17470
omn,1994,17380
omn,1995,19320
omn,1996,19700
omn,1997,21280
omn,1998,21510
omn,1999,24850
omn,2000,27100
omn,2001,29870
omn,2002,31510
omn,2003,32240
omn,2004,32120
omn,2005,32530
omn,2006,42440
omn,2007,46220
omn,2008,45550
omn,2009,48440
omn,2010,52480
omn,2011,58730
omn,2012,65340
omn,2013,68280
omn,2014,72070
omn,2015,76260
omn,2016,77840
omn,2017,78490
omn,2018,82300
pak,1990,158450
pak,1991,159400
pak,1992,168600
pak,1993,178420
pak,1994,185090
pak,1995,195560
pak,1996,202600
pak,1997,209520
pak,1998,213320
pak,1999,225890
pak,2000,228010
pak,2001,231230
pak,2002,237640
pak,2003,245480
pak,2004,262420
pak,2005,270700
pak,2006,290100
pak,2007,306860
pak,2008,309840
pak,2009,320200
pak,2010,314470
pak,2011,323170
pak,2012,326970
pak,2013,337420
pak,2014,351040
pak,2015,365780
pak,2016,389400
pak,2017,414600
pak,2018,431220
pan,1990,8110
pan,1991,8610
pan,1992,9290
pan,1993,9550
pan,1994,9850
pan,1995,10070
pan,1996,10030
pan,1997,9940
pan,1998,10980
pan,1999,10100
pan,2000,10230
pan,2001,11630
pan,2002,10930
pan,2003,11140
pan,2004,11250
pan,2005,12930
pan,2006,13470
pan,2007,13500
pan,2008,13630
pan,2009,15220
pan,2010,15880
pan,2011,16970
pan,2012,17680
pan,2013,18030
pan,2014,18630
pan,2015,18090
pan,2016,18300
pan,2017,17900
pan,2018,18010
per,1990,43970
per,1991,42740
per,1992,43610
per,1993,44780
per,1994,47300
per,1995,52080
per,1996,55670
per,1997,56970
per,1998,57160
per,1999,61510
per,2000,62310
per,2001,60500
per,2002,62460
per,2003,62290
per,2004,66670
per,2005,67840
per,2006,67810
per,2007,71710
per,2008,76510
per,2009,80650
per,2010,84650
per,2011,88120
per,2012,88380
per,2013,89840
per,2014,93240
per,2015,94880
per,2016,98040
per,2017,96040
per,2018,96280
phl,1990,95750
phl,1991,95810
phl,1992,97950
phl,1993,103460
phl,1994,111230
phl,1995,123410
phl,1996,132370
phl,1997,140970
phl,1998,134680
phl,1999,140440
phl,2000,142340
phl,2001,141890
phl,2002,143550
phl,2003,146690
phl,2004,150440
phl,2005,151720
phl,2006,144810
phl,2007,150350
phl,2008,153560
phl,2009,155570
phl,2010,161170
phl,2011,163300
phl,2012,168460
phl,2013,179820
phl,2014,187640
phl,2015,196720
phl,2016,209480
phl,2017,225870
phl,2018,232340
plw,1991,10
plw,1992,210
plw,1993,210
plw,1994,210
plw,1995,210
plw,1996,210
plw,1997,220
plw,1998,220
plw,1999,220
plw,2000,230
plw,2001,230
plw,2002,230
plw,2003,230
plw,2004,250
plw,2005,280
plw,2006,270
plw,2007,260
plw,2008,230
plw,2009,220
plw,2010,230
plw,2011,240
plw,2012,240
plw,2013,240
plw,2014,250
plw,2015,250
plw,2016,290
plw,2017,300
plw,2018,320
png,1990,8480
png,1991,9480
png,1992,10500
png,1993,11590
png,1994,12470
png,1995,13800
png,1996,13610
png,1997,13790
png,1998,13730
png,1999,13640
png,2000,13790
png,2001,14310
png,2002,14570
png,2003,14880
png,2004,15790
png,2005,15270
png,2006,15230
png,2007,15370
png,2008,15040
png,2009,15370
png,2010,15390
png,2011,16390
png,2012,17120
png,2013,18350
png,2014,20040
png,2015,21670
png,2016,22680
png,2017,22900
png,2018,22970
pol,1990,442310
pol,1991,438090
pol,1992,427300
pol,1993,426790
pol,1994,422110
pol,1995,421650
pol,1996,436360
pol,1997,426140
pol,1998,396320
pol,1999,385650
pol,2000,372230
pol,2001,372090
pol,2002,364320
pol,2003,376240
pol,2004,380590
pol,2005,382220
pol,2006,396050
pol,2007,396050
pol,2008,389770
pol,2009,373950
pol,2010,391920
pol,2011,387760
pol,2012,380780
pol,2013,375430
pol,2014,362360
pol,2015,366250
pol,2016,377190
pol,2017,390070
pol,2018,389650
prk,1990,159020
prk,1991,151510
prk,1992,137370
prk,1993,127910
prk,1994,118480
prk,1995,110820
prk,1996,99010
prk,1997,90670
prk,1998,82400
prk,1999,86350
prk,2000,89640
prk,2001,92750
prk,2002,89950
prk,2003,91250
prk,2004,92570
prk,2005,95620
prk,2006,97820
prk,2007,85340
prk,2008,93390
prk,2009,76800
prk,2010,73940
prk,2011,59670
prk,2012,61410
prk,2013,50830
prk,2014,54550
prk,2015,48430
prk,2016,53460
prk,2017,46000
prk,2018,41910
prt,1990,56310
prt,1991,58020
prt,1992,62050
prt,1993,60960
prt,1994,62870
prt,1995,66650
prt,1996,64990
prt,1997,67360
prt,1998,72460
prt,1999,79260
prt,2000,78790
prt,2001,78130
prt,2002,82990
prt,2003,78000
prt,2004,80000
prt,2005,82990
prt,2006,77800
prt,2007,76400
prt,2008,74150
prt,2009,73270
prt,2010,67990
prt,2011,67110
prt,2012,65410
prt,2013,63700
prt,2014,63320
prt,2015,67430
prt,2016,66380
prt,2017,70950
prt,2018,66820
pry,1990,32320
pry,1991,29330
pry,1992,28700
pry,1993,28910
pry,1994,28900
pry,1995,30900
pry,1996,30160
pry,1997,30870
pry,1998,31430
pry,1999,31990
pry,2000,30890
pry,2001,33040
pry,2002,32480
pry,2003,34760
pry,2004,32920
pry,2005,33920
pry,2006,34380
pry,2007,36810
pry,2008,36010
pry,2009,38070
pry,2010,40660
pry,2011,41900
pry,2012,43280
pry,2013,44800
pry,2014,46870
pry,2015,47310
pry,2016,48060
pry,2017,50540
pry,2018,49170
qat,1990,14080
qat,1991,16240
qat,1992,16420
qat,1993,17340
qat,1994,18230
qat,1995,19100
qat,1996,20050
qat,1997,21690
qat,1998,23130
qat,1999,25370
qat,2000,24230
qat,2001,26170
qat,2002,30500
qat,2003,32040
qat,2004,35260
qat,2005,44810
qat,2006,49050
qat,2007,55950
qat,2008,60670
qat,2009,63190
qat,2010,68840
qat,2011,72840
qat,2012,80860
qat,2013,82700
qat,2014,88940
qat,2015,92460
qat,2016,94700
qat,2017,97340
qat,2018,99830
rou,1990,245210
rou,1991,202750
rou,1992,181310
rou,1993,169850
rou,1994,166400
rou,1995,171950
rou,1996,175210
rou,1997,162580
rou,1998,145070
rou,1999,129460
rou,2000,134090
rou,2001,140760
rou,2002,137660
rou,2003,143500
rou,2004,140590
rou,2005,138990
rou,2006,140420
rou,2007,136640
rou,2008,134600
rou,2009,117960
rou,2010,114860
rou,2011,119570
rou,2012,116870
rou,2013,107300
rou,2014,106410
rou,2015,108090
rou,2016,105850
rou,2017,108560
rou,2018,109010
rus,1990,3251770
rus,1991,3155350
rus,1992,2919150
rus,1993,2661840
rus,1994,2378690
rus,1995,2298150
rus,1996,2243300
rus,1997,2122510
rus,1998,2100210
rus,1999,2137210
rus,2000,2194340
rus,2001,2220860
rus,2002,2241450
rus,2003,2317610
rus,2004,2362470
rus,2005,2373120
rus,2006,2445030
rus,2007,2456090
rus,2008,2484910
rus,2009,2339900
rus,2010,2454000
rus,2011,2546200
rus,2012,2566170
rus,2013,2529020
rus,2014,2521740
rus,2015,2475690
rus,2016,2470100
rus,2017,2494150
rus,2018,2543400
rwa,1990,3770
rwa,1991,3750
rwa,1992,3680
rwa,1993,3590
rwa,1994,3470
rwa,1995,3230
rwa,1996,3370
rwa,1997,3490
rwa,1998,3630
rwa,1999,3850
rwa,2000,3890
rwa,2001,4050
rwa,2002,4160
rwa,2003,4190
rwa,2004,4140
rwa,2005,4070
rwa,2006,4340
rwa,2007,4550
rwa,2008,4740
rwa,2009,4860
rwa,2010,5110
rwa,2011,5040
rwa,2012,5200
rwa,2013,5360
rwa,2014,5400
rwa,2015,6070
rwa,2016,6030
rwa,2017,6090
rwa,2018,6170
sau,1990,190640
sau,1991,212830
sau,1992,227520
sau,1993,235980
sau,1994,250090
sau,1995,255070
sau,1996,269710
sau,1997,253570
sau,1998,271900
sau,1999,278670
sau,2000,291540
sau,2001,297910
sau,2002,318250
sau,2003,331540
sau,2004,349930
sau,2005,366490
sau,2006,389510
sau,2007,412590
sau,2008,450110
sau,2009,470780
sau,2010,514560
sau,2011,534210
sau,2012,568100
sau,2013,585810
sau,2014,629390
sau,2015,660370
sau,2016,664170
sau,2017,656080
sau,2018,638120
sdn,1990,51990
sdn,1991,52880
sdn,1992,56520
sdn,1993,58450
sdn,1994,62930
sdn,1995,63930
sdn,1996,65920
sdn,1997,68750
sdn,1998,71490
sdn,1999,73600
sdn,2000,77600
sdn,2001,73560
sdn,2002,78860
sdn,2003,81290
sdn,2004,83720
sdn,2005,88340
sdn,2006,88220
sdn,2007,93130
sdn,2008,94260
sdn,2009,96450
sdn,2010,94810
sdn,2011,94530
sdn,2012,99320
sdn,2013,99640
sdn,2014,100830
sdn,2015,104470
sdn,2016,109010
sdn,2017,108910
sdn,2018,109630
sen,1990,13770
sen,1991,14160
sen,1992,14700
sen,1993,15050
sen,1994,15470
sen,1995,15840
sen,1996,16660
sen,1997,16930
sen,1998,17250
sen,1999,18530
sen,2000,19670
sen,2001,19510
sen,2002,19030
sen,2003,18410
sen,2004,20570
sen,2005,21340
sen,2006,21740
sen,2007,21910
sen,2008,22850
sen,2009,23270
sen,2010,24410
sen,2011,25490
sen,2012,25120
sen,2013,26500
sen,2014,27140
sen,2015,28070
sen,2016,29770
sen,2017,29750
sen,2018,29990
sgp,1990,31610
sgp,1991,34790
sgp,1992,37390
sgp,1993,44280
sgp,1994,47850
sgp,1995,49200
sgp,1996,50640
sgp,1997,50740
sgp,1998,49710
sgp,1999,50660
sgp,2000,55300
sgp,2001,55000
sgp,2002,54120
sgp,2003,51020
sgp,2004,52450
sgp,2005,49740
sgp,2006,50190
sgp,2007,51450
sgp,2008,51750
sgp,2009,52300
sgp,2010,56040
sgp,2011,59100
sgp,2012,58710
sgp,2013,59620
sgp,2014,60830
sgp,2015,62560
sgp,2016,63960
sgp,2017,65970
sgp,2018,66640
slb,1990,400
slb,1991,410
slb,1992,430
slb,1993,440
slb,1994,460
slb,1995,470
slb,1996,490
slb,1997,500
slb,1998,520
slb,1999,540
slb,2000,550
slb,2001,570
slb,2002,590
slb,2003,610
slb,2004,660
slb,2005,690
slb,2006,700
slb,2007,710
slb,2008,710
slb,2009,730
slb,2010,750
slb,2011,780
slb,2012,800
slb,2013,850
slb,2014,820
slb,2015,800
slb,2016,880
slb,2017,900
slb,2018,940
sle,1990,4030
sle,1991,4020
sle,1992,4130
sle,1993,4220
sle,1994,4210
sle,1995,3870
sle,1996,3130
sle,1997,3080
sle,1998,3060
sle,1999,2810
sle,2000,3010
sle,2001,3600
sle,2002,4030
sle,2003,4880
sle,2004,5280
sle,2005,5290
sle,2006,6690
sle,2007,6010
sle,2008,5280
sle,2009,5610
sle,2010,5360
sle,2011,6000
sle,2012,7110
sle,2013,7070
sle,2014,7530
sle,2015,7460
sle,2016,7640
sle,2017,7470
sle,2018,7190
slv,1990,7170
slv,1991,8010
slv,1992,8420
slv,1993,8960
slv,1994,9640
slv,1995,9890
slv,1996,9810
slv,1997,10640
slv,1998,10720
slv,1999,10890
slv,2000,10760
slv,2001,11360
slv,2002,11560
slv,2003,12090
slv,2004,12390
slv,2005,12740
slv,2006,13210
slv,2007,13820
slv,2008,13260
slv,2009,12870
slv,2010,12620
slv,2011,12550
slv,2012,12700
slv,2013,11940
slv,2014,12260
slv,2015,12700
slv,2016,12720
slv,2017,11940
slv,2018,12350
som,1990,25140
som,1991,22270
som,1992,20350
som,1993,22350
som,1994,24320
som,1995,25000
som,1996,25470
som,1997,25890
som,1998,25770
som,1999,25860
som,2000,26060
som,2001,26650
som,2002,27080
som,2003,27340
som,2004,27680
som,2005,28160
som,2006,26940
som,2007,25880
som,2008,25950
som,2009,26020
som,2010,26260
som,2011,26440
som,2012,26750
som,2013,26900
som,2014,27050
som,2015,27110
som,2016,27070
som,2017,26920
som,2018,26970
srb,1990,82030
srb,1991,71720
srb,1992,66450
srb,1993,60690
srb,1994,57010
srb,1995,63580
srb,1996,71060
srb,1997,75900
srb,1998,75600
srb,1999,58280
srb,2000,60230
srb,2001,62560
srb,2002,65840
srb,2003,68840
srb,2004,74260
srb,2005,67420
srb,2006,69720
srb,2007,69410
srb,2008,68090
srb,2009,64750
srb,2010,64130
srb,2011,68460
srb,2012,63720
srb,2013,64510
srb,2014,56600
srb,2015,62910
srb,2016,64180
srb,2017,64500
srb,2018,62600
ssd,1990,28600
ssd,1991,29500
ssd,1992,31970
ssd,1993,34000
ssd,1994,35900
ssd,1995,36610
ssd,1996,39840
ssd,1997,42820
ssd,1998,46690
ssd,1999,49460
ssd,2000,53610
ssd,2001,51640
ssd,2002,55390
ssd,2003,58000
ssd,2004,60260
ssd,2005,63490
ssd,2006,62710
ssd,2007,66310
ssd,2008,67260
ssd,2009,69380
ssd,2010,68610
ssd,2011,65180
ssd,2012,66940
ssd,2013,62550
ssd,2014,59950
ssd,2015,57410
ssd,2016,58440
ssd,2017,56020
ssd,2018,58660
stp,1990,90
stp,1991,90
stp,1992,90
stp,1993,90
stp,1994,100
stp,1995,100
stp,1996,100
stp,1997,100
stp,1998,110
stp,1999,100
stp,2000,100
stp,2001,100
stp,2002,110
stp,2003,110
stp,2004,120
stp,2005,120
stp,2006,120
stp,2007,120
stp,2008,130
stp,2009,140
stp,2010,150
stp,2011,150
stp,2012,170
stp,2013,170
stp,2014,170
stp,2015,170
stp,2016,180
stp,2017,190
stp,2018,190
sur,1990,2860
sur,1991,3220
sur,1992,3330
sur,1993,3270
sur,1994,3300
sur,1995,3360
sur,1996,3390
sur,1997,3370
sur,1998,3370
sur,1999,3410
sur,2000,2710
sur,2001,2800
sur,2002,2260
sur,2003,2460
sur,2004,2660
sur,2005,2860
