geo,time,sp_pop_7579_ma_5y
abw,1960,0.29353
abw,1961,0.29799
abw,1962,0.31189
abw,1963,0.31666
abw,1964,0.32931
abw,1965,0.34531
abw,1966,0.36813
abw,1967,0.39762
abw,1968,0.4269
abw,1969,0.46274
abw,1970,0.49848
abw,1971,0.55441
abw,1972,0.60938
abw,1973,0.66778
abw,1974,0.72973
abw,1975,0.79986
abw,1976,0.85835
abw,1977,0.91568
abw,1978,0.96689
abw,1979,1.03343
abw,1980,1.10614
abw,1981,1.19253
abw,1982,1.28823
abw,1983,1.37646
abw,1984,1.43119
abw,1985,1.45173
abw,1986,1.43189
abw,1987,1.38118
abw,1988,1.3179
abw,1989,1.26169
abw,1990,1.23292
abw,1991,1.2152
abw,1992,1.20278
abw,1993,1.15148
abw,1994,1.08131
abw,1995,1.02231
abw,1996,1.04617
abw,1997,1.08519
abw,1998,1.11945
abw,1999,1.14945
abw,2000,1.17454
abw,2001,1.19616
abw,2002,1.21136
abw,2003,1.22868
abw,2004,1.24181
abw,2005,1.2696
abw,2006,1.33931
abw,2007,1.41878
abw,2008,1.50871
abw,2009,1.59495
abw,2010,1.68369
abw,2011,1.72669
abw,2012,1.77409
abw,2013,1.82225
abw,2014,1.86963
abw,2015,1.91745
abw,2016,1.95701
abw,2017,1.99069
abw,2018,2.03208
abw,2019,2.09147
abw,2020,2.18593
afg,1960,0.42333
afg,1961,0.43338
afg,1962,0.43708
afg,1963,0.4347
afg,1964,0.42728
afg,1965,0.41591
afg,1966,0.425
afg,1967,0.42928
afg,1968,0.42775
afg,1969,0.41974
afg,1970,0.40621
afg,1971,0.40841
afg,1972,0.40516
afg,1973,0.39824
afg,1974,0.38955
afg,1975,0.38037
afg,1976,0.3856
afg,1977,0.38742
afg,1978,0.38508
afg,1979,0.37741
afg,1980,0.36441
afg,1981,0.36805
afg,1982,0.36461
afg,1983,0.35544
afg,1984,0.3401
afg,1985,0.3164
afg,1986,0.32135
afg,1987,0.32208
afg,1988,0.31908
afg,1989,0.31216
afg,1990,0.30073
afg,1991,0.30749
afg,1992,0.31404
afg,1993,0.32117
afg,1994,0.33088
afg,1995,0.34489
afg,1996,0.35256
afg,1997,0.35848
afg,1998,0.36259
afg,1999,0.36427
afg,2000,0.36313
afg,2001,0.36214
afg,2002,0.35936
afg,2003,0.35432
afg,2004,0.34691
afg,2005,0.33838
afg,2006,0.33864
afg,2007,0.33698
afg,2008,0.33546
afg,2009,0.33565
afg,2010,0.33774
afg,2011,0.33962
afg,2012,0.34141
afg,2013,0.3432
afg,2014,0.34526
afg,2015,0.3482
