geo,time,fm_lbl_bmny_zg
che,1999,13.27992
che,2000,-16.93053
che,2001,3.91326
che,2002,5.73211
che,2003,8.35913
che,2004,2.85023
che,2005,6.8877
che,2006,4.60607
che,2007,3.32902
che,2008,4.01897
che,2009,7.60576
che,2010,5.50118
che,2011,11.22888
che,2012,13.00498
che,2013,4.07569
che,2014,4.56995
che,2015,0.07941
che,2016,3.30739
chl,1962,109.05172
chl,1963,-17.25086
chl,1964,44.51827
chl,1965,22.47126
chl,1966,76.34913
chl,1967,28.33954
chl,1968,42.50467
chl,1969,38.20748
chl,1970,57.94294
chl,1971,101.95961
chl,1972,144.55446
chl,1973,334.0081
chl,1974,297.29478
chl,1975,306.72302
chl,1976,411.84405
chl,1977,100.75943
chl,1978,91.58052
chl,1979,83.49038
chl,1980,62.52997
chl,1981,23.74188
chl,1982,23.67204
chl,1983,14.89535
chl,1984,32.4531
chl,1985,52.72649
chl,1986,24.90509
chl,1987,31.52959
chl,1988,29.49663
chl,1989,31.36666
chl,1990,24.24443
chl,1991,26.97411
chl,1992,26.08018
chl,1993,24.5375
chl,1994,11.6695
chl,1995,24.34753
chl,1996,20.09408
chl,1997,24.46735
chl,1998,13.29401
chl,1999,12.98482
chl,2000,9.0926
chl,2001,82.58831
chl,2002,6.07916
chl,2003,-0.51235
chl,2004,9.55333
chl,2005,11.19165
chl,2006,19.18639
chl,2007,18.75458
chl,2008,0.23651
chl,2009,-4.69795
chl,2010,7.71446
chl,2011,22.8767
chl,2012,10.30077
chl,2013,11.74287
chl,2014,8.74252
chl,2015,9.1515
chl,2016,4.90182
chl,2017,0.55602
chl,2018,4.17789
chl,2019,12.16097
chl,2020,14.06563
chn,1978,3.64632
chn,1979,49.24132
chn,1980,25.8548
chn,1981,18.3472
chn,1982,14.56237
chn,1983,19.73342
chn,1984,32.64892
chn,1985,35.47033
chn,1986,30.23036
chn,1987,25.34102
chn,1988,20.66881
chn,1989,18.65217
chn,1990,28.86659
chn,1991,26.67911
chn,1992,30.79967
chn,1993,46.66979
chn,1994,31.50013
chn,1995,29.46102
chn,1996,25.27316
chn,1997,20.72731
chn,1998,14.90435
chn,1999,14.66648
chn,2000,12.32478
chn,2001,15.04241
chn,2002,13.14044
chn,2003,19.23977
chn,2004,14.88692
chn,2005,16.74165
chn,2006,22.11612
chn,2007,16.73553
chn,2008,17.77811
chn,2009,28.42328
chn,2010,18.94831
chn,2011,17.32297
chn,2012,14.39165
chn,2013,13.5889
chn,2014,11.01194
chn,2015,13.3431
chn,2016,11.33312
chn,2017,8.10978
chn,2018,6.99106
chn,2019,8.88228
chn,2020,10.01356
civ,1963,14.28571
civ,1964,36.26101
civ,1965,-1.27298
civ,1966,10.41752
civ,1967,7.93327
civ,1968,24.57496
civ,1969,26.71629
civ,1970,16.16623
civ,1971,10.13298
civ,1972,4.44728
civ,1973,20.41846
civ,1974,50.90934
civ,1975,9.56498
civ,1976,43.01194
civ,1977,49.9614
civ,1978,10.89058
civ,1979,-2.65642
civ,1980,2.766
civ,1981,9.9395
civ,1982,3.23458
civ,1983,4.78693
civ,1984,19.38001
civ,1985,13.72732
civ,1986,2.70907
civ,1987,-3.58339
civ,1988,1.47101
civ,1989,-8.08023
civ,1990,-2.57195
civ,1991,0.11552
civ,1992,-1.18546
civ,1993,-1.36229
civ,1994,46.78375
civ,1995,18.08176
civ,1996,3.92662
civ,1997,8.18789
civ,1998,6.01708
civ,1999,-1.68266
civ,2000,-1.75846
civ,2001,4.55723
civ,2002,29.77881
civ,2003,-27.67934
civ,2004,7.56792
civ,2005,-0.17679
civ,2006,13.16571
civ,2007,32.15273
civ,2008,8.01691
civ,2009,21.16978
civ,2010,19.12041
civ,2011,11.0158
civ,2012,4.85589
civ,2013,11.34016
civ,2014,14.17779
civ,2015,18.15469
civ,2016,11.03847
civ,2017,9.1934
civ,2018,13.39671
civ,2019,10.76098
civ,2020,21.10074
cmr,1961,0.20161
cmr,1962,30.5835
cmr,1963,6.06061
cmr,1964,11.57385
cmr,1965,0.34722
cmr,1966,17.34429
cmr,1967,8.18282
cmr,1968,19.71721
cmr,1969,18.77223
cmr,1970,11.53044
cmr,1971,12.86497
cmr,1972,9.83192
cmr,1973,22.40979
cmr,1974,34.87852
cmr,1975,12.57794
cmr,1976,25.08765
cmr,1977,38.12552
cmr,1978,15.43331
cmr,1979,22.547
cmr,1980,21.38663
cmr,1981,28.56415
cmr,1982,19.01315
cmr,1983,26.53697
cmr,1984,20.59592
cmr,1985,17.39895
cmr,1986,-4.26735
cmr,1987,-18.3279
cmr,1988,2.04146
cmr,1989,2.45195
cmr,1990,-0.70961
cmr,1991,1.47867
cmr,1992,-16.72047
cmr,1993,-9.22841
cmr,1994,26.54093
cmr,1995,-6.15459
cmr,1996,-10.10123
cmr,1997,18.57765
cmr,1998,7.77365
cmr,1999,13.2969
cmr,2000,19.1337
cmr,2001,1.37478
cmr,2002,21.17358
cmr,2003,1.94742
cmr,2004,7.45072
cmr,2005,5.65414
cmr,2006,8.12791
cmr,2007,14.87185
cmr,2008,13.9513
cmr,2009,8.23152
cmr,2010,13.80783
cmr,2011,10.13037
cmr,2012,-0.0589
cmr,2013,11.44528
cmr,2014,13.24324
cmr,2015,8.80292
cmr,2016,5.00099
cmr,2017,5.43228
cmr,2018,13.93786
cod,1964,26.07416
cod,1965,16.47862
cod,1966,25.27698
cod,1967,40.74952
cod,1968,31.77148
cod,1969,11.95047
cod,1970,22.48617
cod,1971,7.75353
cod,1972,21.487
cod,1973,37.83269
cod,1974,32.92073
cod,1975,10.02475
cod,1976,38.05832
cod,1977,59.23663
cod,1978,54.2786
cod,1979,4.99189
cod,1980,62.73705
cod,1981,51.99567
cod,1982,74.87829
cod,1983,1113.00466
cod,1984,-81.70201
cod,1985,31.73821
cod,1986,57.31268
cod,1987,94.30075
cod,1988,131.49659
cod,1989,67.40596
cod,1990,195.38651
cod,1991,2388.56716
cod,1992,3794.44895
cod,1993,2853.12492
cod,1994,6968.92252
cod,1995,357.63231
cod,2001,41.4272
cod,2002,38.4425
cod,2003,29.73571
cod,2004,81.85424
cod,2005,23.34078
cod,2006,56.53032
cod,2007,50.58676
cod,2008,55.05028
cod,2009,56.21405
cod,2010,34.76428
cod,2011,21.49686
cod,2012,20.67061
cod,2013,18.74038
cod,2014,14.66031
cod,2015,9.38546
cod,2016,21.7749
cod,2017,34.26826
cod,2018,35.80148
cog,1961,12.45136
cog,1962,-16.49366
cog,1963,17.26519
cog,1964,-3.53357
cog,1965,-7.08181
cog,1966,9.85545
cog,1967,17.22488
cog,1968,16.19388
cog,1969,4.84763
cog,1970,17.246
cog,1971,8.80126
cog,1972,6.29022
cog,1973,14.78873
cog,1974,39.12926
cog,1975,13.37176
cog,1976,15.82736
cog,1977,2.39771
cog,1978,6.72842
cog,1979,21.61609
cog,1980,36.56974
cog,1981,50.40326
cog,1982,26.20545
cog,1983,-1.48327
cog,1984,7.26683
cog,1985,20.97808
cog,1986,-11.58144
cog,1987,5.96119
cog,1988,-4.50094
cog,1989,3.09048
cog,1990,18.39879
cog,1991,-4.80127
cog,1992,8.81328
cog,1993,-26.55995
cog,1994,28.19382
cog,1995,-0.05149
cog,1996,15.69673
cog,1997,9.51605
cog,1998,-12.78291
cog,1999,19.87142
cog,2000,58.52195
cog,2001,-29.24524
cog,2002,12.67805
cog,2003,-1.93617
cog,2004,20.10102
cog,2005,34.37195
cog,2006,47.07538
cog,2007,16.56443
cog,2008,32.96816
cog,2009,4.90926
cog,2010,31.95524
cog,2011,38.0525
cog,2012,19.83495
cog,2013,1.05492
cog,2014,13.65567
cog,2015,-11.39635
cog,2016,-15.0319
cog,2017,-11.55692
cog,2018,-6.00981
cog,2019,7.71968
col,1961,23.23454
col,1962,19.34382
col,1963,15.46212
col,1964,17.97027
col,1965,14.91324
col,1966,14.6388
col,1967,19.91681
col,1968,16.24465
col,1969,21.6481
col,1970,15.36732
col,1971,10.64848
col,1972,26.95596
col,1973,31.51203
col,1974,45.2085
col,1975,34.79651
col,1976,40.63207
col,1977,35.19804
col,1978,26.66684
col,1979,24.90122
col,1980,48.13947
col,1981,38.30376
col,1982,25.53383
col,1983,29.11102
col,1984,23.42327
col,1985,23.42858
col,1988,14.68989
col,1991,32.84109
col,1992,39.03228
col,1993,39.01003
col,1994,45.73487
col,1995,28.23286
col,1996,21.02796
col,1997,23.88115
col,1998,11.3582
col,1999,11.89746
col,2000,3.64845
col,2001,19.58573
col,2002,4.60751
col,2003,10.5254
col,2004,19.28878
col,2005,17.63348
col,2006,17.94959
col,2007,17.39225
col,2008,18.48198
col,2009,8.05589
col,2010,11.45766
col,2011,18.92382
col,2012,16.07161
col,2013,13.73479
col,2014,9.1909
col,2015,11.421
col,2016,7.18657
col,2017,6.78977
col,2018,5.10718
col,2019,8.85166
col,2020,12.70834
com,1983,34.9117
com,1984,-16.28634
com,1985,15.23454
com,1986,4.32277
com,1987,26.22007
com,1988,15.52982
com,1989,17.68885
com,1990,3.89001
com,1991,2.97611
com,1992,5.25359
com,1993,3.37721
com,1994,7.30583
com,1995,-6.13187
com,1996,9.75861
com,1997,-4.24223
com,1998,-14.15587
com,1999,18.54435
com,2000,14.53097
com,2001,52.31036
com,2002,11.26091
com,2003,-2.06749
com,2004,-2.89289
com,2005,7.05846
com,2006,12.50419
com,2007,9.55829
com,2008,11.53191
com,2009,13.34473
com,2010,19.41207
com,2011,9.57179
com,2012,15.99116
com,2013,2.84963
com,2014,8.09694
com,2015,17.11032
com,2016,10.25965
com,2017,1.81679
com,2018,8.4715
com,2019,5.9067
com,2020,12.89702
cpv,1977,40.08188
cpv,1978,14.85631
cpv,1979,13.34666
cpv,1980,28.13619
cpv,1981,12.06774
cpv,1982,25.56019
cpv,1983,17.96757
cpv,1984,5.87777
cpv,1985,14.58714
cpv,1986,14.99617
cpv,1987,1.48598
cpv,1988,6.29881
cpv,1989,9.51864
cpv,1990,11.15193
cpv,1991,9.36647
cpv,1992,29.87785
cpv,1993,89.6265
cpv,1994,12.23234
cpv,1995,14.01387
cpv,1996,11.78917
cpv,1997,9.91012
cpv,1998,1.96791
cpv,1999,16.7754
cpv,2000,12.9979
cpv,2001,9.71933
cpv,2002,14.22093
cpv,2003,8.5998
cpv,2004,10.58262
cpv,2005,15.77987
cpv,2006,18.02939
cpv,2007,10.73943
cpv,2008,7.57449
cpv,2009,3.46164
cpv,2010,5.40545
cpv,2011,4.5846
cpv,2012,6.30448
cpv,2013,11.41277
cpv,2014,7.43705
cpv,2015,6.23707
cpv,2016,8.35623
cpv,2017,6.50545
cpv,2018,1.39444
cpv,2019,8.44815
cpv,2020,3.76046
cri,1961,-2.86477
cri,1962,13.07932
cri,1963,10.51353
cri,1964,7.4465
cri,1965,6.603
cri,1966,3.17379
cri,1967,33.49045
cri,1968,-0.66902
cri,1969,11.84284
cri,1970,6.86685
cri,1971,41.81733
cri,1972,19.54194
cri,1973,21.9242
cri,1974,30.49224
cri,1975,42.32655
cri,1976,34.36901
cri,1977,31.46052
cri,1978,27.91339
cri,1979,34.90724
cri,1980,16.15758
cri,1981,87.09932
cri,1982,27.35235
cri,1983,37.55014
cri,1984,17.74565
cri,1985,14.33708
cri,1986,20.94975
cri,1987,16.27016
cri,1988,39.8274
cri,1989,16.62607
cri,1990,27.40272
cri,1991,33.67293
cri,1992,24.16309
cri,1993,15.13116
cri,1994,21.98246
cri,1995,4.68748
cri,1996,47.58677
cri,1997,-45.47297
cri,1998,20.31059
cri,1999,30.14751
cri,2000,24.03618
cri,2001,154.39078
cri,2002,19.28434
cri,2003,24.67672
cri,2004,22.79421
cri,2005,27.67644
cri,2006,22.75514
cri,2007,20.46143
cri,2008,22.5029
cri,2009,9.2412
cri,2010,0.94129
cri,2011,5.43347
cri,2012,9.93292
cri,2013,9.61917
cri,2014,14.26859
cri,2015,4.02882
cri,2016,3.08608
cri,2017,1.54755
cri,2018,2.15916
cri,2019,4.03912
cri,2020,17.77696
cze,1994,20.40627
cze,1995,29.30351
cze,1996,6.44123
cze,1997,1.66441
cze,1998,3.36262
cze,1999,2.6241
cze,2000,16.00084
cze,2001,11.18365
cze,2002,-11.0922
cze,2003,6.56493
cze,2004,7.35915
cze,2005,10.99718
cze,2006,12.9506
cze,2007,16.11737
cze,2008,13.58623
cze,2009,0.21333
cze,2010,1.87647
cze,2011,2.75445
cze,2012,4.79032
cze,2013,5.81023
cze,2014,5.91996
cze,2015,7.95092
cze,2016,6.52779
cze,2017,10.3571
cze,2018,6.31137
cze,2019,6.35842
cze,2020,9.95629
dji,1985,18.40149
dji,1986,11.30519
dji,1987,2.65594
dji,1988,7.31467
dji,1989,2.42711
dji,1990,3.55791
dji,1991,4.04427
dji,1992,-5.28732
dji,1993,0.91604
dji,1994,3.65824
dji,1995,5.27887
dji,1996,-7.4077
dji,1997,-4.54915
dji,1998,-4.1084
dji,1999,-3.84822
dji,2000,1.12839
dji,2001,7.52927
dji,2002,15.68545
dji,2003,17.7554
dji,2004,13.88052
dji,2005,11.35111
dji,2006,11.60953
dji,2007,8.22643
dji,2008,21.05657
dji,2009,17.00957
dji,2010,12.20017
dji,2011,-4.4669
dji,2012,15.04418
dji,2013,6.93626
dji,2014,6.48767
dji,2015,19.02503
dji,2016,8.76587
dji,2017,21.91881
dji,2018,-5.58226
dji,2019,8.78066
dji,2020,19.37924
dma,1976,12.55526
dma,1977,9.46493
dma,1978,19.47244
dma,1979,43.86297
dma,1980,2.40838
dma,1981,2.28254
dma,1982,18.38055
dma,1983,9.85264
dma,1984,15.96837
dma,1985,4.57627
dma,1986,14.87375
dma,1987,29.59115
dma,1988,10.03223
dma,1989,9.06658
dma,1990,18.82243
dma,1991,14.35663
dma,1992,14.02659
dma,1993,-1.11198
dma,1994,5.05934
dma,1995,20.68544
dma,1996,6.34838
dma,1997,4.85393
dma,1998,3.1602
dma,1999,8.66734
dma,2000,-3.2032
dma,2001,5.25422
dma,2002,9.44759
dma,2003,8.40857
dma,2004,6.55173
dma,2005,5.46575
dma,2006,11.18973
dma,2007,10.1668
dma,2008,5.60031
dma,2009,10.08864
dma,2010,2.63746
dma,2011,2.64586
dma,2012,11.30185
dma,2013,3.04277
dma,2014,4.96958
dma,2015,3.52084
dma,2016,6.11641
dma,2017,17.20655
dma,2018,1.56608
dma,2019,-11.78416
dma,2020,-11.76005
dnk,1961,9.57272
dnk,1962,8.99168
dnk,1963,12.42529
dnk,1964,10.1936
dnk,1965,9.74282
dnk,1966,12.91137
dnk,1967,9.45416
dnk,1968,12.76647
dnk,1969,10.57522
dnk,1970,4.82239
dnk,1971,8.87193
dnk,1972,13.36599
dnk,1973,13.62851
dnk,1974,8.42904
dnk,1975,26.94526
dnk,1976,11.72929
dnk,1977,9.28311
dnk,1978,6.4382
dnk,1979,10.21467
dnk,1980,11.71182
dnk,1981,10.84529
dnk,1982,11.07143
dnk,1983,27.79209
dnk,1984,17.20846
dnk,1985,18.36056
dnk,1986,9.41615
dnk,1987,6.50857
dnk,1988,5.5321
dnk,1989,1.32056
dnk,1990,6.52659
dnk,1991,3.9308
dnk,1992,-0.73994
dnk,1993,19.70662
dnk,1994,-9.95117
dnk,1995,6.21269
dnk,1996,8.14356
dnk,1997,6.81873
dnk,1998,3.32547
dnk,1999,-0.89205
dnk,2000,-5.16517
dnk,2001,3.56512
dnk,2002,4.24161
dnk,2003,-2.17469
dnk,2004,2.72737
dnk,2005,14.41704
dnk,2006,11.47894
dnk,2007,17.16567
dnk,2008,7.00027
dnk,2009,4.52867
dnk,2010,7.87827
dnk,2011,-5.9362
dnk,2012,2.0483
dnk,2013,-9.37354
dnk,2014,14.10323
dnk,2015,9.91132
dnk,2016,-7.20491
dnk,2017,5.16118
dnk,2018,1.50091
dnk,2019,5.80776
dnk,2020,9.83954
dom,1961,-2.0914
dom,1962,10.75949
dom,1963,12.5
dom,1964,-6.4127
dom,1965,32.80868
dom,1966,-15.48835
dom,1967,-2.22437
dom,1968,25.9273
dom,1969,16.0432
dom,1970,22.27346
dom,1971,26.00422
dom,1972,26.45872
dom,1973,30.09879
dom,1974,41.76611
dom,1975,21.0579
dom,1976,3.44844
dom,1977,17.96663
dom,1978,3.01465
dom,1979,14.10304
dom,1980,11.92263
dom,1981,10.9518
dom,1982,12.13264
dom,1983,16.84697
dom,1984,24.04622
dom,1985,21.12657
dom,1986,60.43317
dom,1987,16.29986
dom,1988,44.17645
dom,1989,30.89713
dom,1990,38.04164
dom,1991,35.48133
dom,1992,26.89706
dom,1993,19.5922
dom,1994,11.44814
dom,1995,16.6468
dom,1996,17.13002
dom,1997,24.11891
dom,1998,17.72362
dom,1999,21.89945
dom,2000,16.79825
dom,2001,37.56644
dom,2002,5.48438
dom,2003,87.19904
dom,2004,15.6564
dom,2005,7.43751
dom,2006,5.96232
dom,2007,17.13647
dom,2008,5.4119
dom,2009,13.53137
dom,2010,12.33795
dom,2011,12.56869
dom,2012,9.95364
dom,2013,11.95057
dom,2014,9.26752
dom,2015,12.11132
dom,2016,9.75223
dom,2017,9.7104
dom,2018,6.63694
dom,2019,11.66886
dom,2020,21.75084
dza,1965,10.88507
dza,1966,9.30584
dza,1967,29.88406
dza,1968,35.35838
dza,1969,14.37992
dza,1970,12.51183
dza,1971,6.50096
dza,1972,30.26212
dza,1973,12.25536
dza,1974,26.55928
dza,1975,30.95848
dza,1976,29.20469
dza,1977,19.14274
dza,1978,29.85121
dza,1979,18.12953
dza,1980,17.38007
dza,1981,16.69357
dza,1982,26.32611
dza,1983,20.33215
dza,1984,17.35171
dza,1985,14.96685
dza,1986,1.40981
dza,1987,13.60257
dza,1988,13.59812
dza,1989,5.18219
dza,1990,11.41566
dza,1991,20.8028
dza,1992,31.27488
dza,1993,7.29664
dza,1994,15.70484
dza,1995,9.46358
dza,1996,14.64465
dza,1997,18.25948
dza,1998,19.57262
dza,1999,13.94717
dza,2000,14.1315
dza,2001,54.05141
dza,2002,18.05212
dza,2003,16.30616
dza,2004,10.45122
dza,2005,11.6936
dza,2006,19.64478
dza,2007,23.09074
dza,2008,16.03708
dza,2009,4.84084
dza,2010,13.54843
dza,2011,19.907
dza,2012,10.93692
dza,2013,8.41
dza,2014,14.42367
dza,2015,0.29713
dza,2016,0.81577
dza,2017,8.38085
dza,2018,11.10226
dza,2019,-0.75753
dza,2020,7.44562
ecu,1961,-10.19669
ecu,1962,12.72128
ecu,1963,4.09058
ecu,1964,14.81404
ecu,1965,2.3501
ecu,1966,20.68197
ecu,1967,15.60409
ecu,1968,24.87865
ecu,1969,13.09881
ecu,1970,-11.47864
ecu,1971,16.07578
ecu,1972,24.21651
ecu,1973,32.29074
ecu,1974,48.52093
ecu,1975,8.75703
ecu,1976,38.03782
ecu,1977,21.04917
ecu,1978,5.69445
ecu,1979,25.84477
ecu,1980,30.13768
ecu,1981,11.62282
ecu,1982,-6.15997
ecu,1983,-18.94182
ecu,1984,19.80695
ecu,1985,-13.83853
ecu,1986,-19.92682
ecu,1987,-5.21183
ecu,1988,-20.6205
ecu,1989,-7.6376
ecu,1990,50.32698
ecu,1991,5.99121
ecu,1992,4.44177
ecu,1993,46.7638
ecu,1994,39.10154
ecu,1995,6.77215
ecu,1996,12.42906
ecu,1997,9.08117
ecu,1998,-16.37096
ecu,1999,-50.81203
ecu,2000,47.00315
ecu,2001,31.75895
ecu,2002,36.12216
ecu,2003,17.89178
ecu,2004,24.36939
ecu,2005,19.56
ecu,2006,12.971
ecu,2007,16.10678
ecu,2008,23.90218
ecu,2009,7.08888
ecu,2010,16.43795
ecu,2011,16.61884
ecu,2012,16.95915
ecu,2013,13.95672
ecu,2014,14.94066
ecu,2015,-4.8266
ecu,2016,17.83347
ecu,2017,-20.01024
ecu,2018,4.67652
ecu,2019,8.85497
ecu,2020,9.95835
egy,1961,11.62887
egy,1962,6.64943
egy,1963,19.29338
egy,1964,16.20209
egy,1965,6.43428
egy,1966,1.53774
egy,1967,5.95376
egy,1968,3.0551
egy,1969,5.73849
egy,1970,5.40703
egy,1971,3.0208
egy,1972,15.74919
egy,1973,22.37712
egy,1974,30.21742
egy,1975,21.46571
egy,1976,25.97745
egy,1977,34.03463
egy,1978,27.02788
egy,1979,31.32567
egy,1980,51.41943
egy,1981,30.89756
egy,1982,31.1521
egy,1983,22.62572
egy,1984,18.84797
egy,1985,18.30439
egy,1986,20.9506
egy,1987,20.95886
egy,1988,21.54756
egy,1989,17.49797
egy,1990,28.73037
egy,1991,19.3389
egy,1992,19.42824
egy,1993,13.24901
egy,1994,11.21468
egy,1995,9.89652
egy,1996,10.8359
egy,1997,10.77196
egy,1998,10.77641
egy,1999,5.66364
egy,2000,11.58132
egy,2001,13.21525
egy,2002,12.63037
egy,2003,21.27976
egy,2004,16.23925
egy,2005,11.48935
egy,2006,15.00211
egy,2007,19.11425
egy,2008,10.4829
egy,2009,9.47259
egy,2010,12.41851
egy,2011,6.66489
egy,2012,12.3473
egy,2013,18.89072
egy,2014,15.76639
egy,2015,18.60496
egy,2016,39.50914
egy,2017,20.45049
egy,2018,13.30214
egy,2019,13.27851
egy,2020,19.70579
eri,1996,21.04285
eri,1997,28.07153
eri,1998,20.52428
eri,1999,36.08917
eri,2000,17.26427
eri,2001,32.37068
eri,2002,20.75795
eri,2003,15.06196
eri,2004,11.69338
eri,2005,10.66598
eri,2006,5.76241
eri,2007,12.11369
eri,2008,15.87576
eri,2009,15.7214
eri,2010,15.59063
eri,2011,14.62415
eri,2012,14.39938
eri,2013,16.46712
eri,2014,12.90646
eth,1961,2.78541
eth,1962,11.22137
eth,1963,5.28483
eth,1964,25.43677
eth,1965,13.33281
eth,1966,6.23409
eth,1967,1.83451
eth,1968,11.21355
eth,1969,15.26251
eth,1970,5.76847
eth,1971,1.80545
eth,1972,16.06375
eth,1973,29.88623
eth,1974,15.56411
eth,1975,9.63318
eth,1976,12.77896
eth,1977,17.74778
eth,1978,12.68812
eth,1979,13.23914
eth,1980,4.20326
eth,1981,11.00938
eth,1982,10.2973
eth,1983,14.45607
eth,1984,9.7376
eth,1985,17.12745
eth,1986,11.39099
eth,1987,5.63177
eth,1988,11.07545
eth,1989,15.57299
eth,1990,19.87413
eth,1991,15.92659
eth,1992,15.21812
eth,1993,8.7821
eth,1994,23.17489
eth,1995,9.03001
eth,1996,9.0452
eth,1997,19.82505
eth,1998,-1.09342
eth,1999,13.70536
eth,2000,13.07387
eth,2001,9.67575
eth,2002,15.93413
eth,2003,12.43792
eth,2004,19.26447
eth,2005,18.5919
eth,2006,19.99366
eth,2007,22.2126
eth,2008,23.38969
fji,1962,0.88473
fji,1963,26.32361
fji,1964,19.25471
fji,1965,-8.2774
fji,1966,6.56176
fji,1967,5.4809
fji,1968,9.97223
fji,1969,17.17056
fji,1970,18.17079
fji,1971,18.98837
fji,1972,22.29663
fji,1973,13.39834
fji,1974,38.72468
fji,1975,27.20457
fji,1976,1.57654
fji,1977,18.64199
fji,1978,7.33701
fji,1979,20.74933
fji,1980,12.26746
fji,1981,5.2965
fji,1982,7.92302
fji,1983,13.36661
fji,1984,11.20245
fji,1985,1.88437
fji,1986,17.36956
fji,1987,4.24308
fji,1988,20.42261
fji,1989,8.71915
fji,1990,25.69392
fji,1991,14.54569
fji,1992,14.57306
fji,1993,6.33549
fji,1994,2.54093
fji,1995,4.49119
fji,1996,0.86156
fji,1997,-8.73087
fji,1998,-0.53606
fji,1999,13.64173
fji,2000,-1.54581
fji,2001,11.51117
fji,2002,21.06768
fji,2003,16.28349
fji,2004,9.46227
fji,2005,15.16771
fji,2006,22.2677
fji,2007,8.28846
fji,2008,-6.46703
fji,2009,7.08182
fji,2010,3.50639
fji,2011,11.04757
fji,2012,6.2893
fji,2013,18.98596
fji,2014,10.39539
fji,2015,13.93564
fji,2016,4.76207
fji,2017,8.30149
fji,2018,2.81629
fji,2019,2.69398
fji,2020,1.17249
fsm,1996,-5.78574
fsm,1997,3.80531
fsm,1998,0.71685
fsm,1999,3.38929
fsm,2000,-0.95614
fsm,2001,5.96964
fsm,2002,-11.97033
fsm,2003,-3.74521
fsm,2004,-0.05632
fsm,2005,1.61257
fsm,2006,-8.45617
fsm,2007,4.56633
fsm,2008,3.22621
fsm,2009,16.28301
fsm,2010,-0.06406
fsm,2011,3.94595
fsm,2012,13.87361
fsm,2013,8.13608
fsm,2014,33.3466
fsm,2015,-8.28918
fsm,2016,22.03923
fsm,2017,10.73988
fsm,2018,2.33056
fsm,2019,1.01199
fsm,2020,15.62807
gab,1961,15.55556
gab,1962,18.10897
gab,1963,9.22659
gab,1964,7.20497
gab,1965,6.60487
gab,1966,-1.95652
gab,1967,5.21064
gab,1968,12.62381
gab,1969,18.58159
gab,1970,8.56872
gab,1971,14.19331
gab,1972,27.83046
gab,1973,32.07209
gab,1974,67.12153
gab,1975,61.1878
gab,1976,86.67945
gab,1977,-0.04348
gab,1978,-14.77821
gab,1979,8.08789
gab,1980,24.55019
gab,1981,15.85776
gab,1982,13.46216
gab,1983,17.92885
gab,1984,15.72006
gab,1985,12.07277
gab,1986,-10.06382
gab,1987,-12.97904
gab,1988,0.20563
gab,1989,5.88313
gab,1990,3.67102
gab,1991,8.29173
gab,1992,-15.79113
gab,1993,-1.7179
gab,1994,37.36589
gab,1995,10.11617
gab,1996,17.22114
gab,1997,11.27557
gab,1998,-1.84464
gab,1999,-2.99509
gab,2000,18.278
gab,2001,4.17328
gab,2002,4.70915
gab,2003,-1.77388
gab,2004,9.71365
gab,2005,32.67232
gab,2006,14.32331
gab,2007,7.50214
gab,2008,10.83006
gab,2009,3.39316
gab,2010,20.72193
gab,2011,27.06502
gab,2012,9.97419
gab,2013,10.8968
gab,2014,-2.63555
gab,2015,0.35628
gab,2016,-4.00336
gab,2017,-17.41006
gab,2018,33.23299
gab,2019,1.3638
gbr,1961,2.72527
gbr,1962,-2.0738
gbr,1963,8.77611
gbr,1964,5.4547
gbr,1965,7.55925
gbr,1966,3.58744
gbr,1967,10.7628
gbr,1968,7.17655
gbr,1969,3.11223
gbr,1970,9.43293
gbr,1971,13.21112
gbr,1972,27.90137
gbr,1973,27.53685
gbr,1974,12.93184
gbr,1975,7.13885
gbr,1976,11.57078
gbr,1977,9.48571
gbr,1978,14.56772
gbr,1979,12.4873
gbr,1980,18.46695
gbr,1981,25.1755
gbr,1982,13.65486
gbr,1983,10.26053
gbr,1984,11.50663
gbr,1985,11.24497
gbr,1986,22.56329
gbr,1987,89.33107
gbr,1988,16.67185
gbr,1989,20.12599
gbr,1990,10.52121
gbr,1991,1.66151
gbr,1992,-28.62978
gbr,1993,4.69509
gbr,1994,7.65485
gbr,1995,20.29133
gbr,1996,14.50646
gbr,1997,25.50522
gbr,1998,20.84524
gbr,1999,4.3967
gbr,2000,11.06361
gbr,2001,8.82468
gbr,2002,4.99404
gbr,2003,9.79775
gbr,2004,9.82162
gbr,2005,13.84954
gbr,2006,14.09747
gbr,2007,15.81155
gbr,2008,17.80344
gbr,2009,-0.06514
gbr,2010,3.99004
gbr,2011,-4.41805
gbr,2012,0.76994
gbr,2013,2.10231
gbr,2014,-2.5344
gbr,2015,1.97421
gbr,2016,8.71684
gbr,2017,8.29633
gbr,2018,5.29983
gbr,2019,-1.36416
gbr,2020,9.70644
geo,1996,40.23186
geo,1997,42.77715
geo,1998,-0.78658
geo,1999,20.57496
geo,2000,39.17289
geo,2001,19.43059
geo,2002,18.81378
geo,2003,23.06161
geo,2004,40.03004
geo,2005,27.8513
geo,2006,42.73633
geo,2007,46.39928
geo,2008,7.87637
geo,2009,7.73251
geo,2010,30.13267
geo,2011,14.49858
geo,2012,11.35513
geo,2013,24.45526
geo,2014,13.75694
geo,2015,19.25037
geo,2016,20.24352
geo,2017,14.77749
geo,2018,14.70681
geo,2019,16.65795
geo,2020,23.27543
