geo,time,se_pre_enrl_tc_zs
lux,2005,13.59045
lux,2006,12.07948
lux,2007,11.93888
lux,2008,11.7383
lux,2010,10.94397
lux,2011,10.23401
lux,2012,10.17317
lux,2013,9.75621
lux,2014,10.27401
lux,2015,9.09392
lux,2016,10.09107
lva,1990,12.26314
lva,1991,9.03192
lva,1992,7.9135
lva,1993,6.53961
lva,1994,7.12663
lva,1995,7.86133
lva,1996,8.08088
lva,1997,7.84589
lva,1998,8.84191
lva,1999,8.72839
lva,2000,8.65611
lva,2001,8.38231
lva,2002,8.28946
lva,2003,10.20143
lva,2004,10.23344
lva,2005,10.91037
lva,2006,10.34357
lva,2007,10.36744
lva,2008,10.13191
lva,2009,9.94566
lva,2010,11.22189
lva,2011,11.36477
lva,2012,11.4244
lva,2013,13.74758
lva,2014,10.85659
lva,2015,10.09944
lva,2016,9.72915
lva,2017,9.71654
mac,1971,40.13068
mac,1972,35.5625
mac,1974,40.98291
mac,1975,34.60504
mac,1976,39.01538
mac,1977,38.95238
mac,1978,36.89474
mac,1979,37.17842
mac,1999,31.36147
mac,2000,30.43691
mac,2001,30.05466
mac,2002,28.85593
mac,2003,27.41649
mac,2004,25.86928
mac,2005,24.14537
mac,2006,22.61486
mac,2007,19.49895
mac,2008,18.09381
mac,2009,17.58574
mac,2010,17.15088
mac,2011,16.67284
mac,2012,16.69547
mac,2013,16.56078
mac,2014,16.04192
mac,2015,15.88646
mac,2016,16.17437
mac,2017,14.65099
mac,2018,14.49653
mar,1979,18.75201
mar,1980,19.51886
mar,1981,19.57202
mar,1982,20.09736
mar,1983,20.27909
mar,1984,21.47174
mar,1985,21.76367
mar,1986,21.33819
mar,1987,21.00523
mar,1988,20.59424
mar,1989,20.76528
mar,1990,20.54936
mar,1991,20.41168
mar,1992,20.58884
mar,1993,21.36472
mar,1994,21.64064
mar,1995,21.7949
mar,1996,21.27554
mar,1997,21.01355
mar,1998,20.66331
mar,1999,20.08408
mar,2000,18.2523
mar,2001,17.88083
mar,2002,19.45608
mar,2003,16.93675
mar,2004,17.36133
mar,2005,17.32658
mar,2006,17.44748
mar,2007,17.47822
mar,2008,18.17297
mar,2009,22.04076
mar,2010,18.63684
mar,2012,18.14681
mco,1991,19.21277
mco,1992,18.5
mco,1994,23.97727
mco,1995,22.47826
mco,1996,22.06522
mco,1999,24.55263
mco,2001,24.45
mco,2015,21.5
mco,2016,18.64815
mco,2017,19.11538
mco,2018,14.24638
mco,2019,19.98
mda,1981,9.73132
mda,1986,9.25504
mda,1989,9.26483
mda,1990,9.12652
mda,1991,8.84968
mda,1992,8.64891
mda,1993,8.0569
mda,1994,8.06525
mda,1995,7.47518
mda,1999,7.81012
mda,2000,8.65662
mda,2001,9.36639
mda,2002,9.3365
mda,2003,9.99382
mda,2004,9.92732
mda,2005,9.92012
mda,2006,9.9486
mda,2007,9.87078
mda,2008,9.78732
mda,2009,9.78279
mda,2010,9.60995
mda,2011,9.67628
mda,2012,9.71192
mda,2016,13.38868
mda,2017,13.32609
mda,2018,11.8808
mdg,1998,17.82239
mdg,2005,36.74542
mdg,2006,36.74987
mdg,2007,30.83047
mdg,2008,26.3347
mdg,2009,28.38514
mdg,2010,23.14219
mdg,2013,26.76458
mdg,2014,20.40422
mdg,2015,24.67421
mdg,2016,23.39489
mdg,2017,22.58862
mdg,2018,22.12943
mdv,1970,28.56667
mdv,1971,25.15625
mdv,1977,46.59259
mdv,1978,39.28125
mdv,1998,32.23529
mdv,1999,30.92802
mdv,2000,31.37226
mdv,2001,22.23785
mdv,2002,22.9697
mdv,2003,22.45691
mdv,2004,24.30297
mdv,2005,26.17248
mdv,2006,23.45336
mdv,2007,24.30606
mdv,2008,20.88172
mdv,2009,18.94947
mdv,2010,19.16793
mdv,2011,25.01399
mdv,2012,25.37284
mdv,2013,19.31357
mdv,2014,16.62272
mdv,2015,16.83106
mdv,2016,15.95914
mdv,2017,15.53254
mex,1971,35.31768
mex,1972,37.66647
mex,1974,38.50216
mex,1975,37.28275
mex,1976,38.16457
mex,1977,39.02542
mex,1978,38.44493
mex,1980,33.4754
mex,1981,33.10736
mex,1982,32.42094
mex,1983,31.74625
mex,1984,31.07542
mex,1985,29.69229
mex,1986,29.5721
mex,1987,28.62586
mex,1988,28.10466
mex,1989,27.63916
mex,1990,27.02559
mex,1991,26.04556
mex,1992,25.20177
mex,1993,25.0045
mex,1994,24.50899
mex,1995,23.86888
mex,1996,23.62039
mex,1997,22.14293
mex,1998,22.83806
mex,1999,22.3939
mex,2000,22.35769
mex,2001,21.90282
mex,2002,21.58641
mex,2003,22.26763
mex,2004,28.30953
mex,2005,28.87584
mex,2006,28.09159
mex,2007,28.39226
mex,2008,27.08045
mex,2009,25.85208
mex,2010,25.37274
mex,2011,25.20885
mex,2012,25.25566
mex,2013,25.28014
mex,2014,25.17977
mex,2015,24.93416
mex,2016,24.9683
mex,2017,25.02113
mhl,1999,11.28767
mhl,2002,11.85484
mkd,1993,10.43006
mkd,1994,10.35807
mkd,1995,10.56492
mkd,1996,10.73096
mkd,1997,10.56492
mkd,1998,10.31872
mkd,1999,10.43009
mkd,2000,11.43199
mkd,2001,11.6634
mkd,2002,11.53539
mkd,2003,11.27496
mkd,2004,11.27846
mkd,2005,11.48669
mkd,2006,10.77994
mkd,2007,11.32316
mkd,2008,7.52889
mkd,2009,7.63616
mkd,2010,7.44121
mkd,2011,7.43556
mkd,2012,7.99394
mli,1995,31.62624
mli,1996,32.3258
mli,1997,42.3375
mli,1998,34.88593
mli,2001,21.1797
mli,2002,21.174
mli,2003,21.17143
mli,2006,35.11149
mli,2007,36.15298
mli,2008,37.55406
mli,2009,37.49518
mli,2010,37.49069
mli,2011,44.01483
mli,2013,20.54173
mli,2014,19.6666
mli,2015,21.22737
mli,2016,18.82403
mli,2017,20.33355
mli,2018,19.63666
mlt,1973,18.39456
mlt,1974,17.7482
mlt,1976,15.36207
mlt,1977,17.3423
mlt,1980,17.97448
mlt,1981,17.96963
mlt,1982,18.866
mlt,1983,21.06061
mlt,1984,18.70531
mlt,1985,19.14216
mlt,1986,24.37963
mlt,1987,23.34375
mlt,1988,21.88594
mlt,1989,21.28195
mlt,1990,17.93651
mlt,1991,16.44331
mlt,1992,17.00867
mlt,1993,17.25251
mlt,1994,16.54398
mlt,1995,14.55366
mlt,1996,13.65973
mlt,1997,13.47527
mlt,1998,12.81566
mlt,1999,12.55168
mlt,2000,10.99562
mlt,2001,10.58817
mlt,2002,11.09007
mlt,2003,10.69406
mlt,2004,11.16117
mlt,2005,9.78375
mlt,2006,12.02475
mlt,2007,11.8019
mlt,2008,14.31208
mlt,2009,11.28911
mlt,2010,14.16805
mlt,2011,12.42898
mlt,2012,12.67639
mlt,2013,13.04176
mlt,2014,13.19023
mlt,2015,12.60014
mlt,2016,12.06254
mlt,2017,11.78786
mmr,1999,21.58725
mmr,2006,16.36891
mmr,2007,18.66736
mmr,2008,17.56933
mmr,2009,18.2784
mmr,2010,17.32325
mmr,2016,14.73955
mmr,2017,18.99277
mmr,2018,14.95275
mne,2001,19.50626
mne,2002,17.46456
mne,2003,16.74286
mne,2004,15.7632
mne,2005,15.14264
mne,2006,14.41339
mne,2008,13.03429
mne,2009,12.60705
mne,2010,13.34274
mne,2011,17.56241
mng,1971,20.56458
mng,1972,27.12219
mng,1973,25.76538
mng,1975,18.69075
mng,1976,21.76221
mng,1977,25.40777
mng,1978,25.55945
mng,1979,27.66688
mng,1980,27.60482
mng,1981,27.47215
mng,1983,28.34158
mng,1986,28.33107
mng,1987,29.69178
mng,1988,28.37379
mng,1989,29.28406
mng,1990,26.4769
mng,1991,25.94396
mng,1992,23.41365
mng,1993,22.95579
mng,1994,18.99461
mng,1995,11.4822
mng,1996,12.15131
mng,1997,12.2671
mng,1998,13.08821
mng,1999,24.62678
mng,2000,26.33289
mng,2001,25.70308
mng,2002,26.30721
mng,2003,26.96311
mng,2004,27.61402
mng,2005,24.14544
mng,2006,29.01924
mng,2007,29.03188
mng,2008,25.27655
mng,2009,24.16832
mng,2010,24.51937
mng,2011,26.25349
mng,2012,27.17567
mng,2016,32.98522
mng,2017,33.33772
mng,2018,33.14655
moz,1971,34.16129
moz,1972,25.09091
moz,1973,26.72
mrt,1993,7.40741
mrt,2004,19.3786
mrt,2015,19.21508
mus,1970,26.26
mus,1971,25.02538
mus,1972,23.95313
mus,1973,25.98837
mus,1974,26.02703
mus,1975,25.7905
mus,1976,28.4539
mus,1977,26.03289
mus,1978,25.78366
mus,1979,26.51304
mus,1980,25.83664
mus,1981,21.19275
mus,1982,19.55249
mus,1990,17.97573
mus,1993,19.18838
mus,1996,13.95059
mus,1997,16.57805
mus,1998,16.5735
mus,1999,16.37009
mus,2000,16.02614
mus,2001,15.70668
mus,2002,15.27551
mus,2003,15.39872
mus,2004,15.15077
mus,2005,14.93643
mus,2006,14.69292
mus,2007,14.51134
mus,2008,14.26289
mus,2009,14.28674
mus,2010,14.4669
mus,2011,13.95725
mus,2012,13.19087
mus,2013,13.73208
mus,2014,13.39049
mus,2015,14.0188
mus,2016,12.79521
mus,2017,12.29202
mus,2018,12.37967
mwi,2015,42.04502
mys,1974,33.8964
mys,1983,32.391
mys,1984,30.81498
mys,1985,32.44269
mys,1987,30.95916
mys,1988,31.79701
mys,1989,21.29086
mys,1990,30.52195
mys,1991,34.14243
mys,1992,33.83432
mys,1993,24.04492
mys,1996,24.55948
mys,1998,25.47402
mys,1999,26.93516
mys,2000,27.38091
mys,2002,22.53468
mys,2003,21.37896
mys,2004,22.78988
mys,2005,22.63092
mys,2006,22.37218
mys,2007,23.88368
mys,2008,22.5478
mys,2009,18.1105
mys,2010,17.82338
mys,2012,19.50235
mys,2013,18.976
mys,2014,17.90055
mys,2015,16.58534
mys,2016,16.46366
mys,2017,15.3206
mys,2018,18.11021
nam,1992,25.26267
nam,1999,26.63525
nam,2017,37.60631
nam,2018,22.62917
ncl,1970,20.42953
ncl,1971,31.15306
ncl,1982,35.05217
ncl,1983,25.21802
ncl,1984,24.8022
ncl,1985,24.35775
ncl,1986,24.9027
ncl,1987,25.09091
ncl,1988,24.87563
ncl,1989,24.53682
ncl,1990,25.10514
ncl,1991,24.7961
ner,1973,49
ner,1974,43.38889
ner,1975,40.52632
ner,1976,46
ner,1977,49.56
ner,1978,34.62791
ner,1979,39.78571
ner,1980,27.41463
ner,1981,30.12941
ner,1982,33.08537
ner,1983,33.28235
ner,1984,32.12245
ner,1985,34.96296
ner,1986,34.6087
ner,1987,25.88525
ner,1989,36.64394
ner,1990,39.84838
ner,1991,36.8959
ner,1992,41.5836
ner,1993,34.33243
ner,1995,24.8475
ner,1996,22.06954
ner,1997,23.85202
ner,1998,23.81377
ner,1999,20.79856
ner,2000,18.17544
ner,2001,21.28028
ner,2002,25.62993
ner,2003,25.23977
ner,2004,24.21514
ner,2005,23.35757
ner,2006,25.53838
ner,2007,23.40049
ner,2008,30.042
ner,2009,30.68814
ner,2010,33.92381
ner,2011,32.42891
ner,2012,31.60499
ner,2013,30.67751
ner,2014,28.19319
ner,2015,26.74417
ner,2016,21.53794
ner,2017,28.38695
ner,2018,32.58977
nga,2008,28.90915
nic,1980,33.03463
nic,1982,31.79373
nic,1983,35.32606
nic,1984,35.91756
nic,1985,31.66112
nic,1986,32.19565
nic,1987,31.22861
nic,1988,32.75684
nic,1989,30.40562
nic,1990,33.38669
nic,1991,33.08771
nic,1992,31.74453
nic,1993,31.71571
nic,1994,28.50191
nic,1996,31.46296
nic,1997,29.42428
nic,1998,31
nic,1999,25.82251
nic,2000,25.97043
nic,2001,25.32721
nic,2002,24.82299
nic,2003,21.96163
nic,2004,21.96278
nic,2005,25.33159
nic,2006,24.59583
nic,2007,22.17097
nic,2008,19.98994
nic,2010,21.1937
nld,1971,30.82186
nld,1972,29.87328
nld,1973,29.54177
nld,1974,28.9716
nld,1975,27.68915
nld,1976,25.2317
nld,1977,23.76631
nld,1978,22.3016
nld,1979,21.01156
nld,1980,19.50226
nld,1981,18.31653
nld,1982,17.74149
nld,1983,17.61113
nld,1984,17.81145
nld,1985,17.77242
nld,1986,16.76141
nld,1987,17.05921
nld,1988,17.04171
nld,1989,17.30622
nld,1990,17.36377
nld,1991,17.16923
nld,1992,16.55865
nld,1993,16.23229
nld,1994,15.00398
nld,2011,15.30897
nld,2012,14.84008
nld,2013,15.44236
nld,2014,15.49556
nld,2015,15.5013
nld,2016,15.73516
nld,2017,15.88644
nor,1972,5.1881
nor,1976,5.52556
nor,1977,5.16907
nor,1978,5.04263
nor,1979,5.68786
nor,1981,4.63589
nor,1982,4.57814
nor,1984,4.35089
nor,1985,4.33404
nor,1989,3.8805
nor,1990,3.87716
nor,1991,3.88259
nor,1992,4.49276
nor,1993,4.6365
nor,1997,7.2214
nor,1998,6.21183
nor,2016,10.27701
nor,2017,13.26439
npl,1983,21.17847
npl,1984,23.00682
npl,2001,21.88952
npl,2002,20.33956
npl,2003,20.3388
npl,2004,21.1101
npl,2010,24.89103
npl,2011,24.85464
npl,2012,23.43248
npl,2013,23.11052
npl,2014,22.68402
npl,2015,22.04845
npl,2016,20.75702
npl,2017,20.36342
npl,2019,18.60802
nru,1985,19.15
nru,2000,12.64706
nru,2001,12.66
nru,2002,12.93878
nru,2003,13.36364
nru,2004,13
nru,2005,15.92308
nru,2006,16.075
nru,2007,17.15385
nru,2008,15.78571
nru,2016,22.5
nzl,1970,39.31502
nzl,1971,38.21856
nzl,1972,39.68981
nzl,1973,38.77883
nzl,1974,40.66173
nzl,2014,8.93774
nzl,2015,8.14523
nzl,2017,7.81943
omn,1974,18
omn,1975,21
omn,1976,40
omn,1981,36
omn,1982,24.07143
omn,1983,27.03125
omn,1984,23.56757
omn,1985,20.28395
omn,1986,23.4507
omn,1987,21.54237
omn,1988,21.48819
omn,1989,22.02985
omn,1990,21.94245
omn,1991,20.34254
omn,1992,20.70098
omn,1993,19.88789
omn,1994,19.86555
omn,1995,18.69643
omn,1996,19.64552
omn,1997,19.03245
omn,1998,20.14121
omn,2009,19.4328
omn,2013,25.68042
omn,2014,27.98621
omn,2015,25.2495
omn,2016,24.91701
omn,2017,22.56189
omn,2018,20.77221
pan,1970,30.22271
pan,1971,24.80511
pan,1972,23.98705
pan,1973,27.25798
pan,1974,26.57477
pan,1975,27.1291
pan,1976,29.33178
pan,1977,28.64565
pan,1978,24.11982
pan,1979,27.22595
pan,1980,28.11783
pan,1981,26.57579
pan,1982,25.52381
pan,1983,25.43602
pan,1984,24.77175
pan,1985,24.53256
pan,1986,24.22432
pan,1987,23.30558
pan,1988,23.23992
pan,1989,23.40833
pan,1990,21.74027
pan,1991,22.11741
pan,1992,22.89807
pan,1993,23.04534
pan,1994,22.31135
pan,1995,21.99153
pan,1996,22.76957
pan,1999,19.15361
pan,2000,19.24139
pan,2001,18.73312
pan,2002,20.46126
pan,2004,17.55134
pan,2005,19.83345
pan,2006,19.11957
pan,2007,18.37894
pan,2008,17.8604
pan,2009,17.94992
pan,2010,17.32741
pan,2011,18.74088
pan,2012,17.49001
pan,2013,18.62823
pan,2014,20.37883
pan,2015,18.41093
pan,2016,15.0403
pan,2017,15.39271
per,1970,36.86409
per,1971,40.20145
per,1972,36.33756
per,1973,34.96495
per,1974,33.15202
per,1975,38.58511
per,1976,38.15592
per,1977,36.45236
per,1979,34.22583
per,1980,33.66303
per,1981,32.32296
per,1982,34.60921
per,1983,31.08843
per,1985,30.58888
per,1986,30.68912
per,1987,28.84975
per,1988,28.0241
per,1989,27.37077
per,1990,24.63115
per,1991,24.84802
per,1992,24.69884
per,1993,28.67781
per,1994,21.94724
per,1995,23.05377
per,1996,22.74264
per,1997,22.398
per,1998,29.47285
per,1999,38.78396
per,2000,27.82807
per,2001,28.2376
per,2002,26.75173
per,2003,25.06755
per,2004,24.60625
per,2005,24.73565
per,2006,22.793
per,2007,20.40715
per,2008,19.59269
per,2009,19.9382
per,2010,20.00387
per,2011,17.73656
per,2012,17.85078
per,2015,18.15347
per,2016,18.9531
per,2017,19.10868
per,2018,19.54931
phl,1971,34.57133
phl,1972,33.68245
phl,1982,43.23169
phl,1983,42.29809
phl,1984,40.00132
phl,1986,40.90897
phl,1987,40.73307
phl,1988,38.75038
phl,1989,41.20386
phl,1991,40.81242
phl,1992,38.97392
phl,1993,43.23444
phl,1994,42.87582
phl,1998,34.69129
phl,1999,32.87074
phl,2001,30.09904
phl,2002,30.00056
phl,2003,31.86697
phl,2004,31.37395
phl,2005,33.58471
phl,2006,32.87067
phl,2007,34.65493
phl,2015,29.64186
phl,2016,33.62756
phl,2017,27.08486
plw,2000,9.875
plw,2014,17.86207
png,2002,35.26919
png,2016,41.61706
pol,1971,19.7045
pol,1972,19.48533
pol,1975,26.51605
pol,1976,24.8675
pol,1977,24.22518
pol,1978,23.89035
pol,1979,24.17733
pol,1980,24.11576
pol,1981,23.37655
pol,1982,20.49073
pol,1983,18.65688
pol,1984,17.24961
pol,1985,17.35831
pol,1986,17.41592
pol,1987,17.8308
pol,1988,17.07252
pol,1989,16.33143
pol,1990,14.62755
pol,1991,13.64396
pol,1992,13.64034
pol,1993,14.33091
pol,1994,14.16307
pol,1995,13.22695
pol,1996,13.26022
pol,1997,13.31432
pol,1998,13.16764
pol,2000,12.43361
pol,2001,12.0058
pol,2003,15.59586
pol,2005,17.11212
pol,2006,17.18416
pol,2007,17.56221
pol,2008,17.09274
pol,2009,16.92128
pol,2010,16.97089
pol,2011,14.68572
pol,2012,15.07155
pol,2013,14.99331
pol,2014,14.91572
pol,2017,12.9705
pri,2010,12.83482
pri,2011,15.79331
pri,2012,16.86329
pri,2013,24.92609
pri,2015,17.83483
pri,2016,17.5
prt,1971,24.76156
prt,1972,24.62055
prt,1973,25.28533
prt,1974,24.64307
prt,1975,23.21858
prt,1976,23.55859
prt,1977,21.26048
prt,1978,19.96269
prt,1979,18.61193
prt,1980,19.28798
prt,1981,19.84902
prt,1982,20.33502
prt,1983,19.0717
prt,1984,19.51631
prt,1985,18.39712
prt,1986,19.98892
prt,1987,26.96505
prt,1988,25.56028
prt,1990,18.04747
prt,1991,18.70619
prt,1994,18.95925
prt,2000,16.49342
prt,2001,16.98883
prt,2002,16.87323
prt,2003,17.43373
prt,2004,17.52833
prt,2005,15.40671
prt,2006,14.99725
prt,2007,15.89776
prt,2008,15.66096
prt,2009,15.73709
prt,2010,15.65153
prt,2011,15.77947
prt,2012,16.13468
prt,2013,16.32882
prt,2014,17.05417
prt,2015,17.20247
prt,2016,16.9637
prt,2017,16.56074
pry,1970,29.43191
pry,1992,18.45987
pry,1993,18.45779
pry,1994,21.11606
pry,1996,23.32594
pry,2002,25.61553
pry,2003,25.98723
pry,2004,25.98536
pry,2012,24.08645
pse,1995,30.41206
pse,1996,30.77192
pse,1997,29.08456
pse,1999,28.60378
pse,2000,22.02048
pse,2001,20.01358
pse,2002,20.00782
pse,2003,25.42071
pse,2004,26.94743
pse,2005,25.52514
pse,2006,25.9388
pse,2007,19.15935
pse,2008,19.69369
pse,2009,19.41001
pse,2010,19.48939
pse,2011,18.81388
pse,2012,18.32456
pse,2013,17.87314
pse,2014,19.33839
pse,2015,22.90693
pse,2016,23.12339
pse,2017,16.85217
pse,2018,16.69999
pyf,1975,32.53689
pyf,1976,30.63019
pyf,1977,28.59862
pyf,1980,29.97377
pyf,1981,26.7341
pyf,1982,26.72571
pyf,1983,25.82512
pyf,1984,25.75744
pyf,1985,25.83766
pyf,1988,25.44545
pyf,1989,24.455
pyf,1990,25.64848
pyf,1991,25.33546
pyf,1992,26.93333
pyf,1993,24.62182
pyf,1995,24.58395
pyf,1996,25.07656
qat,1971,14.59574
qat,1972,23.87805
qat,1973,19.14815
qat,1974,14.23288
qat,1975,30.9
qat,1976,37.73684
qat,1977,23.84091
qat,1978,26.51515
qat,1979,27
qat,1982,21.71711
qat,1983,24.25954
qat,1984,23.11039
qat,1985,22.32903
qat,1986,19.67206
qat,1987,29.07595
qat,1988,18.81818
qat,1989,17.74074
qat,1990,17.05307
qat,1991,18.223
qat,1992,15.92157
qat,1993,16.96839
qat,1994,22.97959
qat,1995,22.4702
qat,1996,21.86293
qat,1999,20.62435
qat,2000,20.63084
qat,2001,17.23748
qat,2002,16.52351
qat,2003,16.05241
qat,2004,15.16387
qat,2005,16.546
qat,2006,17.88662
qat,2007,17.00684
qat,2008,16.57175
qat,2009,15.28236
qat,2011,14.65541
qat,2013,15.4222
qat,2014,13.92013
qat,2015,14.16722
qat,2016,14.54416
qat,2017,14.3971
qat,2018,14.8318
rou,1971,23.73294
rou,1972,25.10335
rou,1973,25.47666
rou,1974,25.50434
rou,1975,24.25782
rou,1976,24.04392
rou,1977,23.57156
rou,1978,23.89312
rou,1979,23.79699
rou,1980,24.13942
rou,1981,24.29661
rou,1982,23.89145
rou,1983,25.822
rou,1984,25.98868
rou,1985,26.09922
rou,1986,25.78402
rou,1987,25.50322
rou,1988,26.4562
rou,1989,26.64064
rou,1990,26.71172
rou,1991,20.32429
rou,1992,20.43253
rou,1993,20.63443
rou,1994,19.09058
rou,1995,19.02811
rou,1996,17.93365
rou,1997,16.83159
rou,1998,17.01465
rou,1999,17.09145
rou,2000,17.30293
rou,2001,17.9595
rou,2002,17.78794
rou,2003,18.35494
rou,2004,18.40998
rou,2005,18.27565
rou,2006,18.13279
rou,2007,17.75029
rou,2008,17.41255
rou,2009,17.06677
rou,2010,17.38226
rou,2011,18.037
rou,2012,18.01613
rou,2013,16.5705
rou,2014,16.04885
rou,2015,15.94475
rou,2016,15.45586
rou,2017,15.18548
rus,1981,10.71992
rus,1986,9.58346
rus,1989,9.48193
rus,1990,9.41029
rus,1991,9.14545
rus,1992,8.96094
rus,1993,9.84425
rus,1994,8.81734
rwa,2001,34.91271
rwa,2011,38.03978
rwa,2012,40.16107
rwa,2013,41.23618
rwa,2014,34.10212
rwa,2015,34.09915
rwa,2016,31.68903
rwa,2017,32.35981
rwa,2018,36.09968
sau,1979,28.68096
sau,2005,9.56997
sau,2007,10.93579
sau,2008,10.35374
sau,2009,10.50588
sau,2010,10.28357
sau,2011,10.2927
sau,2012,10.68961
sau,2013,9.63006
sau,2014,10.81629
sau,2015,13.08992
sau,2016,10.8231
sau,2017,11.33396
sau,2018,15.03757
sdn,2001,27.33886
sdn,2002,24.28769
sdn,2003,29.00539
sdn,2004,30.54693
sdn,2005,28.04705
sdn,2006,27.68118
sdn,2007,16.70846
sdn,2008,24.56404
sdn,2009,31.56211
sdn,2010,22.50121
sdn,2011,23.27832
sdn,2012,30.77434
sdn,2013,32.39752
sdn,2014,26.29595
sdn,2016,25.35538
sdn,2017,25.83913
sen,1985,23.7096
sen,1986,23.33455
sen,1990,25.37997
sen,1991,25.58859
sen,1992,24.41457
sen,1994,23.04261
sen,1996,20.59208
sen,1997,19.99244
sen,1998,19.9799
sen,1999,19.10299
sen,2000,18.71186
sen,2001,22.1794
sen,2002,26.4663
sen,2003,21.08209
sen,2004,27.65356
sen,2005,36.30216
sen,2006,26.98748
sen,2008,24.93864
sen,2009,25.36685
sen,2010,24.43635
sen,2011,20.09592
sen,2012,17.5769
sen,2013,17.59318
sen,2014,17.2181
sen,2015,16.98876
sen,2016,21.65401
sen,2017,22.01485
sen,2018,29.80271
sgp,1970,24.11
sgp,1971,24.77941
sgp,1972,22.86364
sgp,1973,20.28626
sgp,1974,19.47727
sgp,1975,17.56475
sgp,1976,19.74409
sgp,1977,21.01481
sgp,1978,22.89781
sgp,1979,20.66129
sgp,1984,22.62117
sgp,1985,22.89181
sgp,1986,22.50069
sgp,1987,22.53402
sgp,1988,23.03684
sgp,1989,23.01289
slb,1970,7.14286
slb,2010,38.76333
slb,2011,42.28893
slb,2012,36.54441
slb,2013,33.84135
slb,2014,33.22261
slb,2015,24.23027
slb,2017,26.03256
slb,2018,23.34981
sle,2000,23.53276
sle,2001,18.85934
sle,2011,17.23627
sle,2012,21.1415
sle,2013,18.83061
sle,2015,19.29537
sle,2016,22.67386
sle,2017,13.84226
slv,1970,32.85075
slv,1971,37.91011
slv,1972,35.95856
slv,1973,46.38497
slv,1980,46.99228
slv,1981,42.49668
slv,1982,58.02601
slv,1983,55.27727
slv,1984,53.51661
slv,1987,34.4173
slv,1988,40.8355
slv,1995,26.14038
slv,1996,25.0872
slv,2003,32.59807
slv,2004,33.83106
slv,2005,33.27141
slv,2006,32.79568
slv,2007,31.3362
slv,2008,24.32591
slv,2009,22.90766
slv,2011,24.05312
slv,2015,31.92044
slv,2016,32.36686
slv,2017,27.29959
slv,2018,28.2117
smr,1971,22.8
smr,1972,23.93333
smr,1973,21.2
smr,1974,20.85714
smr,1975,20.70588
smr,1976,10.80882
smr,1977,10.5942
smr,1978,10.41096
smr,1979,9.89189
smr,1980,9.90909
smr,1981,9.63736
smr,1982,9.3913
smr,1983,8.83673
smr,1984,8.56566
smr,1985,8.06731
smr,1986,7.46789
smr,1987,8.07921
smr,1988,8.23
smr,1989,7.93
smr,1990,7.15741
smr,1991,7.02778
smr,1992,7.28155
smr,1993,7.62136
smr,1994,7.95098
smr,1996,9.2234
smr,1997,8.89583
smr,2000,7.63492
smr,2004,8.20611
smr,2008,7.50365
smr,2009,7.38028
smr,2010,7.43165
smr,2011,7.54286
smr,2012,7.76056
smr,2018,7.04651
som,1971,39.66667
som,1972,37.9
som,1973,17.50769
som,1974,13.93258
som,1976,15.88235
som,1977,13.70455
som,1978,15.81731
som,1979,36.27397
som,1980,14.19863
som,1981,14.60839
som,1982,11.83784
som,1983,12.83444
som,1984,8.8963
som,1985,10.22388
som,1986,11.71429
srb,1999,21.17891
srb,2000,19.4417
srb,2001,19.23681
srb,2002,19.11933
srb,2003,18.10172
srb,2004,17.78757
srb,2005,17.2411
srb,2006,17.29762
srb,2007,14.69622
srb,2008,14.8561
srb,2009,14.51151
srb,2010,14.04712
srb,2011,13.22435
srb,2012,12.93248
srb,2013,12.70262
srb,2014,12.74439
srb,2015,12.13654
srb,2016,11.91951
srb,2017,11.91148
srb,2018,11.64035
ssd,2011,36.01354
ssd,2015,34.665
stp,1971,44.8
stp,1972,40
stp,1990,29.7069
stp,1999,28.10791
stp,2001,25.46552
stp,2002,25.41848
stp,2003,25.44186
stp,2009,22.59486
stp,2010,19.11818
stp,2013,17.75
stp,2014,15.00857
stp,2015,13.00604
sur,1971,27.09511
sur,1972,26.37306
sur,1973,22.48931
sur,1974,27.80966
sur,1975,31.09801
sur,1976,29.8489
sur,1977,32.87742
sur,1978,29.92725
sur,1979,28.79476
sur,1980,27.85758
sur,1981,24.98413
sur,1986,25.48225
sur,1988,25.62669
sur,1989,26.77649
sur,1990,25.63037
sur,1991,25.13778
sur,1992,26.41037
sur,1993,27.85714
sur,2001,22.48563
sur,2002,24.78152
sur,2005,23.69596
sur,2006,22.14774
sur,2007,20.03936
sur,2008,21.48462
sur,2010,25.29402
sur,2011,24.07599
sur,2012,28.07395
sur,2013,27.6497
sur,2014,26.4971
sur,2015,26.05739
sur,2016,22.27381
sur,2017,27.73499
sur,2018,19.57929
svk,1981,14.28646
svk,1984,13.97354
svk,1986,13.66913
svk,1989,13.19464
svk,1991,11.61847
svk,1992,10.93644
svk,1993,10.94796
svk,1994,11.61248
svk,1995,11.91584
svk,1996,10.7619
svk,1998,10.65618
svk,1999,10.3782
svk,2000,10.09735
svk,2001,9.99994
svk,2002,9.84955
svk,2003,9.86682
svk,2004,12.53241
svk,2005,13.58707
svk,2006,13.50326
svk,2007,13.37599
svk,2008,13.25773
svk,2009,12.77748
svk,2010,12.45689
svk,2011,12.3471
svk,2012,12.39973
svk,2013,12.62694
svk,2014,12.56513
svk,2015,12.439
svk,2016,12.21029
svk,2017,11.97279
svn,1981,12.28149
svn,1982,12.53388
svn,1983,12.52492
svn,1984,12.48901
