geo,time,se_prm_enrl_fe_zs
nld,2017,48.6242
nld_curacao,2013,47.98674
nor,1971,51.16926
nor,1972,48.70012
nor,1973,48.76188
nor,1974,48.70091
nor,1975,48.72426
nor,1976,48.71722
nor,1977,48.64561
nor,1978,48.6838
nor,1979,48.71937
nor,1980,48.79699
nor,1981,48.75931
nor,1982,48.8398
nor,1983,48.87834
nor,1984,48.93454
nor,1985,48.88574
nor,1986,48.85068
nor,1987,48.93681
nor,1988,48.76367
nor,1989,48.75858
nor,1990,48.78236
nor,1991,48.7141
nor,1992,48.75533
nor,1993,48.83351
nor,1994,48.78489
nor,1995,48.71427
nor,1996,48.74981
nor,1997,48.79847
nor,1998,48.78228
nor,1999,48.66125
nor,2000,48.74239
nor,2001,48.69125
nor,2002,48.69075
nor,2003,48.64153
nor,2004,48.67571
nor,2005,48.71594
nor,2006,48.80539
nor,2007,48.70307
nor,2008,48.7659
nor,2009,48.8222
nor,2010,48.86806
nor,2011,48.89579
nor,2012,49
nor,2013,48.90386
nor,2014,48.9161
nor,2015,48.84511
nor,2016,48.8087
nor,2017,48.75719
npl,1970,14.90233
npl,1972,17.06033
npl,1973,14.00031
npl,1974,14.73983
npl,1975,15.48466
npl,1976,20.07906
npl,1977,22.05841
npl,1978,23.77138
npl,1979,26.73896
npl,1980,28.04651
npl,1981,26.92621
npl,1982,27.59155
npl,1983,28.0017
npl,1984,29.21126
npl,1985,29.89071
npl,1986,30.11755
npl,1987,30.54012
npl,1988,31.8378
npl,1989,34.64723
npl,1990,35.99635
npl,1991,37.21278
npl,1992,38.28392
npl,1993,38.68216
npl,1994,39.42685
npl,1995,39.89029
npl,1996,40.64692
npl,1999,41.91345
npl,2000,42.62432
npl,2001,44.0934
npl,2002,44.79564
npl,2003,45.39347
npl,2004,45.39808
npl,2005,46.2777
npl,2006,47.40816
npl,2007,48.31049
npl,2008,48.87765
npl,2009,49.46098
npl,2010,50.07351
npl,2011,50.37347
npl,2012,50.42666
npl,2013,50.47247
npl,2014,50.65942
npl,2015,50.77584
npl,2016,50.77176
npl,2017,50.4483
npl,2019,50.61224
nru,1971,49.0161
nru,1972,46.84411
nru,1973,47.14286
nru,1974,46.55172
nru,1985,46.79531
nru,1998,48.70716
nru,2000,53.49276
nru,2001,48.57849
nru,2002,46.23244
nru,2003,46.76364
nru,2004,47.35121
nru,2005,48.234
nru,2006,47.09261
nru,2007,48.583
nru,2008,49.68102
nru,2012,51.22699
nru,2014,47.59189
nru,2016,48.50664
nzl,1970,48.4024
nzl,1971,48.37154
nzl,1972,48.51839
nzl,1973,48.53768
nzl,1974,48.46142
nzl,1975,48.56604
nzl,1976,48.62927
nzl,1977,48.66888
nzl,1978,48.69237
nzl,1979,48.68908
nzl,1980,48.73919
nzl,1981,48.67903
nzl,1982,48.59461
nzl,1983,48.56386
nzl,1984,48.67438
nzl,1985,48.64227
nzl,1986,48.71696
nzl,1987,48.71547
nzl,1988,48.81149
nzl,1989,48.64486
nzl,1990,48.3881
nzl,1991,48.53072
nzl,1992,48.47488
nzl,1993,48.55349
nzl,1994,48.60944
nzl,1995,48.67859
nzl,1996,48.68399
nzl,1997,48.58587
nzl,1998,48.58214
nzl,1999,48.5568
nzl,2000,48.55863
nzl,2001,48.3647
nzl,2002,48.41812
nzl,2003,48.46791
nzl,2004,48.4827
nzl,2005,48.51989
nzl,2006,48.60352
nzl,2007,48.74814
nzl,2008,48.75977
nzl,2009,48.84662
nzl,2010,48.86052
nzl,2011,48.94299
nzl,2012,48.90965
nzl,2013,48.8464
nzl,2014,48.68298
nzl,2015,48.64379
nzl,2016,48.67068
nzl,2017,48.60443
omn,1971,13.51351
omn,1972,12.7185
omn,1973,16.67691
omn,1974,22.19042
omn,1975,25.21326
omn,1976,27.28571
omn,1977,28.67955
omn,1978,30.26671
omn,1979,32.03005
omn,1980,32.60815
omn,1981,34.22928
omn,1982,35.65302
omn,1983,37.90102
omn,1984,40.18187
omn,1985,42.40604
omn,1986,44.13628
omn,1987,45.15538
omn,1988,45.96919
omn,1989,46.44265
omn,1990,46.74865
omn,1991,46.99968
omn,1992,47.1511
omn,1993,47.4518
omn,1994,47.81988
omn,1995,48.03725
omn,1996,48.04038
omn,1997,47.94922
omn,1998,47.91813
omn,1999,47.91401
omn,2000,47.96693
omn,2001,48.2131
omn,2002,48.3484
omn,2003,48.47834
omn,2005,48.77499
omn,2006,48.84834
omn,2007,49.04129
omn,2008,49.07582
omn,2009,48.30104
omn,2011,48.94936
omn,2012,49.20543
omn,2013,50.50137
omn,2014,50.45752
omn,2015,50.0465
omn,2016,49.81026
omn,2017,49.83997
omn,2018,50.21005
pak,1971,26.58923
pak,1972,27.03047
pak,1973,28.37377
pak,1974,28.41423
pak,1975,28.66611
pak,1976,29.53297
pak,1977,28.736
pak,1978,31.87077
pak,1979,31.76421
pak,1980,32.15616
pak,1981,32.56331
pak,1982,33.02021
pak,1983,32.52743
pak,1984,32.62633
pak,1985,32.98184
pak,1986,33.34351
pak,1987,33.14335
pak,1988,33.59192
pak,1989,33.30092
pak,1990,33.50624
pak,2000,39.13313
pak,2001,39.13313
pak,2002,39.13298
pak,2003,40.62616
pak,2004,40.75837
pak,2005,41.82714
pak,2006,42.44712
pak,2007,43.63643
pak,2008,43.84477
pak,2009,44.09896
pak,2010,43.99662
pak,2011,44.13689
pak,2012,44.47322
pak,2013,44.45621
pak,2014,44.06973
pak,2015,44.22964
pak,2016,44.23964
pak,2017,44.54258
pak,2018,44.0147
pan,1970,47.97424
pan,1971,48.08478
pan,1972,48.10912
pan,1973,48.05812
pan,1974,48.12275
pan,1975,47.99302
pan,1976,48.26655
pan,1977,48.19406
pan,1978,48.17079
pan,1979,48.14445
pan,1980,48.14797
pan,1981,48.10657
pan,1982,48.10566
pan,1983,47.90839
pan,1984,47.71322
pan,1985,47.7875
pan,1986,47.79812
pan,1987,47.75306
pan,1988,47.90326
pan,1989,48.06168
pan,1990,47.92733
pan,1999,48.15841
pan,2000,48.19159
pan,2001,48.19363
pan,2002,48.17172
pan,2003,48.17184
pan,2004,48.25597
pan,2005,48.20064
pan,2006,48.25916
pan,2007,48.26234
pan,2008,48.18212
pan,2009,48.16954
pan,2010,48.11164
pan,2011,48.2629
pan,2012,48.2351
pan,2013,48.27937
pan,2014,48.35305
pan,2015,48.31232
pan,2016,48.52663
pan,2017,48.38463
per,1970,45.88931
per,1973,46.44667
per,1977,47.77452
per,1978,48.12321
per,1979,47.62912
per,1980,47.9102
per,1981,48.12607
per,1982,47.59176
per,1985,48.15303
per,1991,48.57999
per,1992,48.55028
per,1993,48.5817
per,1995,48.58169
per,1998,48.88353
per,1999,49.01018
per,2000,49.03409
per,2001,49.09707
per,2002,49.08294
per,2003,49.02048
per,2004,49.0366
per,2005,49.06016
per,2006,49.00423
per,2007,49.01415
per,2008,49.05273
per,2009,49.01335
per,2010,49.0601
per,2011,48.91162
per,2012,48.76558
per,2013,48.86182
per,2014,48.95214
per,2015,48.97068
per,2016,49.07341
per,2017,49.06396
per,2018,49.10449
phl,1976,50.50453
phl,1981,48.60854
phl,1982,48.77937
phl,1983,48.72842
phl,1984,48.80094
phl,1985,48.89246
phl,1986,48.93327
phl,1987,48.51589
phl,1988,49.27999
phl,1989,49.27999
phl,1990,48.50681
phl,1991,48.79878
phl,1992,48.89551
phl,1993,48.91155
phl,1994,49.53767
phl,1995,48.77998
phl,1996,48.46846
phl,1997,48.93437
phl,1998,48.74499
phl,1999,48.90525
phl,2001,48.90813
phl,2002,48.66532
phl,2003,48.57857
phl,2004,48.54331
phl,2005,48.61233
phl,2006,48.52605
phl,2007,48.49818
phl,2008,48.46764
phl,2009,48.30065
phl,2014,47.88758
phl,2015,47.77429
phl,2016,47.83106
phl,2017,47.89458
plw,1999,46.55445
plw,2000,47.73429
plw,2004,47.97844
plw,2013,46.13059
plw,2014,45.6986
png,1970,36.49671
png,1971,36.32052
png,1972,35.57424
png,1973,35.28352
png,1974,35.8607
png,1975,37.35054
png,1976,37.39066
png,1977,38.36023
png,1978,39.52525
png,1979,40.64185
png,1981,41.9221
png,1982,42.75917
png,1984,43.48122
png,1986,43.93178
png,1987,44.20359
png,1988,44.26727
png,1989,44.23481
png,1990,44.34735
png,1991,44.57083
png,1992,44.57651
png,1993,45.01653
png,1994,44.93015
png,1995,45.27484
png,1996,44.78061
png,1997,45.13671
png,1998,45.15908
png,2000,44.88235
png,2001,44.73376
png,2002,44.39702
png,2003,44.64073
png,2004,44.86646
png,2005,44.35806
png,2006,44.33631
png,2008,45.43166
png,2012,45.46916
png,2016,46.15865
pol,1972,47.72076
pol,1973,47.92412
pol,1974,47.83573
pol,1989,48.31132
pol,1990,48.33263
pol,1991,48.41218
pol,1992,48.28176
pol,1993,48.40986
pol,1994,48.44336
pol,1995,48.54096
pol,1996,48.55648
pol,1997,48.26981
pol,1998,48.18885
pol,1999,48.31698
pol,2000,48.41222
pol,2001,48.49526
pol,2002,48.53619
pol,2003,48.58967
pol,2004,48.59428
pol,2005,48.58575
pol,2006,48.57903
pol,2007,48.54963
pol,2008,48.49295
pol,2009,48.47433
pol,2010,48.50548
pol,2011,48.59465
pol,2012,48.75597
pol,2013,48.75302
pol,2014,48.74074
pol,2017,48.71095
pri,2009,48.93116
pri,2010,48.78097
pri,2011,48.79449
pri,2012,48.98048
pri,2013,48.32255
pri,2014,48.1804
pri,2015,48.26821
pri,2016,48.33222
prk,2009,48.77748
prk,2015,49.03028
prk,2018,48.89785
prt,1971,48.68674
prt,1972,48.78247
prt,1973,48.70149
prt,1974,48.60928
prt,1975,48.50119
prt,1976,48.2453
prt,1977,47.89635
prt,1978,47.88984
prt,1979,47.23102
prt,1980,47.87643
prt,1981,47.89863
prt,1982,49.07724
prt,1983,49.07801
prt,1984,49.08002
prt,1985,47.61755
prt,1986,47.65161
prt,1987,47.59559
prt,1988,45.94105
prt,1990,47.73828
prt,1991,47.5904
prt,1992,47.80673
prt,1993,47.68459
prt,1994,47.50089
prt,1995,47.61928
prt,1996,47.56259
prt,1998,47.69424
prt,1999,47.72905
prt,2000,47.72625
prt,2001,48.40028
prt,2002,47.84235
prt,2003,47.5113
prt,2004,47.52108
prt,2005,47.62594
prt,2006,47.63442
prt,2007,47.47454
prt,2008,47.42343
prt,2009,47.95579
prt,2010,48.04973
prt,2011,48.07739
prt,2012,48.08358
prt,2013,47.91204
prt,2014,47.74508
prt,2015,47.87332
prt,2016,47.96418
prt,2017,48.11418
pry,1970,47.02732
pry,1971,47.00623
pry,1972,47.32989
pry,1973,47.22721
pry,1974,47.41421
pry,1975,47.42056
pry,1976,47.38361
pry,1977,47.44078
pry,1978,47.50371
pry,1979,47.49503
pry,1980,47.57056
pry,1981,47.63141
pry,1982,47.59349
pry,1983,47.55284
pry,1984,47.64542
pry,1985,47.76944
pry,1986,47.93242
pry,1987,48.04937
pry,1988,48.13039
pry,1989,48.29915
pry,1990,48.27383
pry,1991,48.37285
pry,1992,48.29996
pry,1993,48.38012
pry,1994,48.3661
pry,1995,48.45656
pry,1996,48.46295
pry,1997,48.47921
pry,1998,48.37797
pry,1999,48.22251
pry,2000,48.21454
pry,2001,48.23216
pry,2002,48.23422
pry,2003,48.29394
pry,2004,48.35732
pry,2005,48.40551
pry,2006,48.36294
pry,2007,48.29901
pry,2008,48.25697
pry,2009,48.25316
pry,2010,48.08165
pry,2011,48.13325
pry,2012,48.25936
pry,2016,48.15821
pse,1995,48.65747
pse,1996,48.75601
pse,1997,48.95241
pse,1999,49.04309
pse,2000,48.91064
pse,2001,49.04832
pse,2002,49.0218
pse,2003,48.96206
pse,2004,48.94896
pse,2005,48.76685
pse,2006,49.03955
pse,2007,48.96248
pse,2008,48.83387
pse,2009,48.84705
pse,2010,48.45805
pse,2011,48.68123
pse,2012,48.52592
pse,2013,49.07681
pse,2014,48.77892
pse,2015,48.93243
pse,2016,48.96891
pse,2017,48.85856
pse,2018,48.9633
pyf,1971,48.54646
pyf,1972,48.98477
pyf,1973,48.74559
pyf,1974,48.83189
pyf,1975,48.56371
pyf,1976,48.5508
pyf,1977,48.0144
pyf,1978,48.05608
pyf,1979,48.38579
pyf,1980,48.01913
pyf,1981,47.88853
pyf,1982,47.88708
pyf,1983,47.49183
pyf,1984,47.89937
pyf,1985,48.07489
pyf,1988,46.57177
pyf,1989,46.49944
pyf,1990,47.61614
pyf,1991,47.71489
pyf,1992,47.88083
pyf,1993,48.04339
pyf,1994,47.85473
pyf,1995,47.85764
pyf,1996,47.79194
qat,1971,44.77205
qat,1972,46.27948
qat,1973,46.66875
qat,1974,46.12838
qat,1975,47.84852
qat,1976,47.62227
qat,1977,47.40363
qat,1978,47.95703
qat,1979,48.51837
qat,1980,48.19823
qat,1981,48.1149
qat,1982,47.3113
qat,1983,47.48456
qat,1984,47.39699
qat,1985,47.74409
qat,1986,47.64002
qat,1987,47.43071
qat,1988,47.39348
qat,1989,47.35846
qat,1990,47.23604
qat,1991,47.57246
qat,1992,47.45311
qat,1993,47.99935
qat,1994,47.81413
qat,1995,48.12584
qat,1996,48.99965
qat,1997,48.90718
qat,1998,46.33629
qat,1999,47.81026
qat,2000,48.19788
qat,2001,48.76651
qat,2002,47.93868
qat,2003,48.31586
qat,2004,48.49046
qat,2005,48.68197
qat,2006,48.7896
qat,2007,48.74289
qat,2008,49.02398
qat,2009,48.89125
qat,2010,48.75624
qat,2011,48.73717
qat,2012,48.95291
qat,2013,49.16527
qat,2014,48.95959
qat,2015,48.98133
qat,2016,48.9353
qat,2017,48.88607
qat,2018,48.8844
rou,1971,48.40405
rou,1972,48.44651
rou,1973,48.33532
rou,1974,48.37377
rou,1989,48.77816
rou,1990,48.69309
rou,1991,48.93193
rou,1992,48.78401
rou,1993,48.69321
rou,1994,48.69572
rou,1995,48.70585
rou,1996,48.68081
rou,1997,48.65318
rou,1998,48.57026
rou,1999,48.51363
rou,2000,48.4629
rou,2001,48.34632
rou,2002,48.28652
rou,2003,48.26339
rou,2004,48.34908
rou,2005,48.37158
rou,2006,48.43923
rou,2007,48.48507
rou,2008,48.30965
rou,2009,48.36317
rou,2010,48.32648
rou,2011,48.26069
rou,2012,48.23052
rou,2015,48.27793
rou,2016,48.32939
rou,2017,48.27831
rus,1981,49.19288
rus,1986,49.30841
rus,1989,49.20613
rus,1990,49.20352
rus,1991,49.19695
rus,1992,49.19876
rus,1993,49.19841
rus,1994,49.09537
rus,1995,48.82151
rus,1999,48.53613
rus,2000,48.59
rus,2001,48.59095
rus,2002,48.62162
rus,2003,48.73211
rus,2005,48.76057
rus,2006,48.86224
rus,2007,48.80622
rus,2008,48.85664
rus,2009,48.90488
rus,2011,48.93806
rus,2012,48.94487
rus,2013,48.9402
rus,2014,48.97821
rus,2015,49.009
rus,2016,48.954
rus,2017,48.68647
rwa,1971,44.11718
rwa,1972,44.05983
rwa,1973,44.86794
rwa,1974,44.84302
rwa,1975,45.43092
rwa,1976,46.02848
rwa,1977,46.61546
rwa,1978,47.15067
rwa,1979,47.50811
rwa,1980,48.11449
rwa,1981,48.44543
rwa,1982,48.58638
rwa,1983,48.88188
rwa,1984,49.00353
rwa,1985,49.14287
rwa,1986,49.39142
rwa,1987,49.67835
rwa,1988,49.77106
rwa,1989,49.88392
rwa,1990,50.06276
rwa,1991,50.18331
rwa,1992,49.81735
rwa,1997,50.23745
rwa,1998,49.96864
rwa,1999,49.96116
rwa,2000,49.57843
rwa,2001,50.00319
rwa,2002,50.25924
rwa,2003,50.47175
rwa,2004,50.80669
rwa,2005,50.89962
rwa,2006,51.27345
rwa,2007,50.85402
rwa,2008,50.86807
rwa,2009,50.79848
rwa,2010,50.744
rwa,2011,50.87
rwa,2012,50.70377
rwa,2013,50.74
rwa,2014,50.75036
rwa,2015,50.46462
rwa,2016,50.07703
rwa,2017,49.89549
rwa,2018,49.70078
sau,1979,37.46323
sau,2005,49.02806
sau,2007,48.76021
sau,2008,48.66418
sau,2009,48.64082
sau,2010,49.07939
sau,2011,49.17609
sau,2012,49.43161
sau,2013,48.67667
sau,2014,48.55841
sau,2015,50.03958
sau,2016,48.9866
sau,2017,49.59813
sau,2018,49.49163
sdn,2001,45.21506
sdn,2002,45.14538
sdn,2003,45.53658
sdn,2004,45.44161
sdn,2005,46.05854
sdn,2006,45.74452
sdn,2007,45.02149
sdn,2008,45.839
sdn,2009,46.46658
sdn,2010,46.65303
sdn,2011,46.30835
sdn,2012,46.454
sdn,2013,46.66795
sdn,2014,47.36169
sdn,2015,47.08355
sdn,2016,47.59356
sdn,2017,47.78577
sen,1971,38.69272
sen,1972,39.03192
sen,1973,39.18334
sen,1974,41.81073
sen,1975,42.13907
sen,1976,42.09988
sen,1977,39.61204
sen,1978,39.60818
sen,1979,39.77652
sen,1980,39.79406
sen,1981,39.76505
sen,1982,39.67359
sen,1983,39.85921
sen,1984,39.97139
sen,1985,40.18965
sen,1986,40.30194
sen,1987,40.62519
sen,1988,40.93742
sen,1989,41.39115
sen,1990,41.7693
sen,1991,41.97556
sen,1992,42.36453
sen,1993,42.5181
sen,1994,42.55068
sen,1995,42.88579
sen,1996,43.89975
sen,1997,44.53485
sen,1998,45.16127
sen,1999,44.77455
sen,2000,45.99761
sen,2001,46.54964
sen,2002,47.07559
sen,2003,47.51964
sen,2004,48.26422
sen,2005,48.63897
sen,2006,49.2046
sen,2007,49.62294
sen,2008,50.18288
sen,2009,50.60678
sen,2010,50.90681
sen,2011,52.33228
sen,2012,52.15323
sen,2013,52.2666
sen,2014,52.281
sen,2015,52.25282
sen,2016,52.28322
sen,2017,53.06947
sen,2018,52.52478
sgp,1970,46.68077
sgp,1971,46.89581
sgp,1972,47.0083
sgp,1973,47.12874
sgp,1974,47.17183
sgp,1975,47.19687
sgp,1976,47.29799
sgp,1977,47.23175
sgp,1978,47.49884
sgp,1979,47.74994
sgp,1980,47.74271
sgp,1981,47.68935
sgp,1982,47.4266
sgp,1983,47.22043
sgp,1984,46.96646
sgp,1985,47.10386
sgp,1986,47.24946
sgp,1987,47.40351
sgp,1988,47.43163
sgp,1989,47.44466
sgp,1990,47.40358
sgp,1991,47.3679
sgp,1992,47.45943
sgp,1993,47.3254
sgp,1994,47.59436
sgp,1996,47.57702
sgp,2007,48.1194
sgp,2008,48.18488
sgp,2009,48.26206
sgp,2016,48.9451
sgp,2017,48.8777
slb,1970,36.40339
slb,1971,34.3581
slb,1972,37.76691
slb,1973,37.7604
slb,1974,39.02561
slb,1975,38.07009
slb,1976,38.88827
slb,1977,40.63282
slb,1978,39.87065
slb,1979,40.53683
slb,1980,41.49636
slb,1981,41.57864
slb,1982,42.19036
slb,1983,42.70878
slb,1986,43.52299
slb,1990,44.3443
slb,1991,44.40408
slb,1992,44.22543
slb,1993,44.3612
slb,1994,44.78039
slb,1999,46.26827
slb,2000,46.06025
slb,2002,46.4997
slb,2005,46.75688
slb,2006,47.07312
slb,2007,47.07204
slb,2010,47.62055
slb,2011,47.66586
slb,2012,47.89691
slb,2013,48.16499
slb,2014,47.7285
slb,2015,48.14172
slb,2016,48.09007
slb,2017,48.20104
slb,2018,48.28793
sle,1971,40.17952
sle,1972,40.44085
sle,1973,39.29095
sle,1974,39.7557
sle,1975,39.28855
sle,1976,39.56583
sle,1977,39.82718
sle,1978,39.87095
sle,1980,40.39225
sle,1981,41.77791
sle,1982,40.80957
sle,1983,40.95185
sle,1984,40.99991
sle,1985,40.9998
sle,1988,40.97084
sle,1989,41.9559
sle,1990,40.92987
sle,1991,41.24912
sle,2000,48.37926
sle,2001,41.56245
sle,2011,48.79845
sle,2012,49.82772
sle,2013,50.08755
sle,2015,50.3796
sle,2016,50.28913
sle,2017,50.48385
sle,2018,50.85221
slv,1970,47.85709
slv,1971,48.13395
slv,1972,48.42886
slv,1973,48.4549
slv,1974,48.68054
slv,1975,48.75034
slv,1976,48.98487
slv,1977,48.78257
slv,1978,48.89638
slv,1979,49.05678
slv,1980,50.03212
slv,1981,49.42489
slv,1982,49.21529
slv,1983,49.28752
slv,1984,49.55279
slv,1987,49.43846
slv,1988,49.4719
slv,1989,49.26549
slv,1991,49.05947
slv,1992,49.18992
slv,1993,49.03193
slv,1995,48.96847
slv,1996,48.652
slv,1997,48.65435
slv,1998,48.44848
slv,1999,48.16726
slv,2000,47.9744
slv,2001,48.13505
slv,2002,47.81507
slv,2003,48.19535
slv,2004,48.23436
slv,2005,48.16898
slv,2006,48.17351
slv,2007,49.09469
slv,2008,48.15681
slv,2009,48.09418
slv,2010,47.79776
slv,2011,47.80705
slv,2012,47.79267
slv,2013,47.80924
slv,2014,47.87779
slv,2015,47.84878
slv,2016,47.94905
slv,2017,48.09294
slv,2018,48.1231
smr,1971,45.82062
smr,1972,46.25151
smr,1973,46.52406
smr,1974,46.92671
smr,1975,47.29093
smr,1976,46.63121
smr,1977,46.30186
smr,1978,45.59458
smr,1979,47.29219
smr,1980,47.6873
smr,1981,48.57522
smr,1982,48.58871
smr,1983,49.29672
smr,1984,48.83242
smr,1985,48.75
smr,1986,48.97236
smr,1987,48.27586
smr,1988,48.99068
smr,1989,48.34123
smr,1990,47.67726
smr,1991,46.53465
smr,1992,48.25
smr,1993,48.23529
smr,1994,48.54202
smr,1996,47.70723
smr,1997,47.94872
smr,2000,48.03843
smr,2008,47.55245
smr,2009,47.57653
smr,2010,50.34876
smr,2011,47.21689
smr,2012,45.61626
smr,2018,50.53004
som,1971,24.3907
som,1972,24.75999
som,1973,26.12579
som,1974,29.08871
som,1976,35.46782
som,1977,35.4185
som,1978,36.36455
som,1979,36.09465
som,1980,36.49162
som,1981,35.7838
som,1982,35.18315
som,1983,34.64657
som,1984,35.14056
som,1985,34.3642
som,1986,33.43938
som,2007,35.45912
srb,1999,48.57104
srb,2000,48.73425
srb,2001,48.79656
srb,2002,48.67267
srb,2003,48.68512
srb,2004,48.59796
srb,2005,48.72904
srb,2006,48.6919
srb,2007,48.72807
srb,2008,48.82206
srb,2009,48.6294
srb,2010,48.6377
srb,2011,48.62413
srb,2012,48.54649
srb,2013,48.62732
srb,2014,48.75015
srb,2015,48.57747
srb,2016,48.54306
srb,2017,48.47259
srb,2018,48.44485
ssd,2011,39.32516
ssd,2015,40.87908
stp,1971,44.13395
stp,1972,48.99786
stp,1973,44.55983
stp,1977,47.46111
stp,1978,47.04844
stp,1983,48.89455
stp,1984,48.85977
stp,1987,48.05996
stp,1988,48.40564
stp,1990,47.39179
stp,1991,47.46755
stp,1992,48.86893
stp,1996,48.90084
stp,1998,44.51362
stp,1999,48.65161
stp,2002,48.29395
stp,2003,48.46833
stp,2004,48.69729
stp,2005,48.6215
stp,2007,49.31363
stp,2008,48.97189
stp,2009,49.65521
stp,2010,49.37273
stp,2011,48.80851
stp,2012,48.77998
stp,2013,48.98799
stp,2014,48.59827
stp,2015,48.52354
stp,2016,48.43106
stp,2017,48.67373
sur,1971,47.99965
sur,1972,48.00004
sur,1973,48
sur,1974,47.99962
sur,1975,46.00028
sur,1976,47.70802
sur,1977,47.52179
sur,1978,47.75718
sur,1979,47.68987
sur,1982,47.8408
sur,1985,48.26602
sur,1986,48.10829
sur,1987,48.48882
sur,1988,48.52018
sur,1989,48.9407
sur,1990,51.03117
sur,1991,49.07881
sur,1992,48.71742
sur,1993,47.84872
sur,1994,49.33775
sur,2001,48.94529
sur,2002,48.66532
sur,2005,48.32054
sur,2006,48.33563
sur,2007,47.87142
sur,2008,48.25441
sur,2009,48.20187
sur,2010,48.0692
sur,2011,48.18558
sur,2012,48.09739
sur,2013,48.54386
sur,2014,48.59984
sur,2015,48.43231
sur,2016,48.2492
sur,2017,48.28018
sur,2018,48.1371
svk,1991,48.70442
svk,1992,48.76353
svk,1993,48.81947
svk,1994,48.87758
svk,1995,48.89932
svk,1996,48.9178
svk,1997,48.9562
svk,1998,48.67365
svk,1999,48.50743
svk,2000,48.52892
svk,2001,48.65835
svk,2002,48.69474
svk,2003,48.48076
svk,2004,48.48729
svk,2005,48.48036
svk,2006,48.48839
svk,2007,48.61323
svk,2008,48.59211
svk,2009,48.59806
svk,2010,48.54228
svk,2011,48.54096
svk,2012,48.52836
svk,2013,48.42035
svk,2014,48.54841
svk,2015,48.58924
svk,2016,48.50955
svk,2017,48.66276
svn,1993,48.81512
svn,1994,49.01195
svn,1995,48.9196
svn,1996,48.83292
svn,1997,48.61125
svn,1998,48.60873
svn,1999,48.47492
svn,2000,49.21244
svn,2001,48.54957
svn,2002,48.47188
svn,2003,48.51237
svn,2004,48.57718
svn,2005,48.35974
svn,2006,48.37146
svn,2007,48.34675
svn,2008,48.38622
svn,2009,48.37728
svn,2010,48.39404
svn,2011,48.53103
svn,2012,48.55833
svn,2013,48.58448
svn,2014,48.55618
svn,2015,48.64486
svn,2016,48.64799
svn,2017,48.54514
swe,1971,49.10414
swe,1972,49.11579
swe,1973,49.09449
swe,1974,48.97603
swe,1975,48.95108
swe,1976,48.91588
swe,1977,48.87374
swe,1978,48.79979
swe,1979,48.67205
swe,1980,48.71196
swe,1981,48.76725
swe,1982,48.77275
swe,1983,48.85455
swe,1984,48.79802
swe,1985,49.15647
swe,1986,48.77608
swe,1987,48.77342
swe,1988,48.75977
swe,1989,48.76077
swe,1990,48.74857
swe,1991,48.76054
swe,1992,48.75702
swe,1993,49.01758
swe,1994,49.01446
swe,1995,49.00585
swe,1996,49.01214
swe,1997,49.02828
swe,1998,49.52517
swe,1999,49.42558
swe,2000,49.32616
swe,2001,49.32642
swe,2002,49.38952
swe,2003,49.36339
swe,2004,48.62528
swe,2005,48.66879
swe,2006,48.66738
swe,2007,48.64087
swe,2008,48.56617
swe,2009,48.56806
swe,2010,48.55878
swe,2011,48.59029
swe,2012,48.61604
swe,2013,50.09054
swe,2014,50.02324
swe,2015,49.69649
swe,2016,49.30512
swe,2017,48.96816
swz,1970,48.48889
swz,1971,48.54104
swz,1972,48.4419
swz,1973,48.6376
swz,1974,48.96295
swz,1975,49.12876
swz,1976,49.30814
swz,1977,49.5038
swz,1978,49.74677
swz,1979,49.87643
swz,1980,49.93528
swz,1981,49.75607
swz,1982,49.73943
swz,1983,49.53108
swz,1984,49.60454
swz,1985,49.54753
swz,1986,49.73841
swz,1987,49.7675
swz,1988,49.75964
swz,1989,49.89672
swz,1990,49.66237
swz,1991,49.54253
swz,1992,49.42785
swz,1993,49.19177
swz,1994,49.21729
swz,1995,49.08622
swz,1996,48.91152
swz,1997,48.92216
swz,1998,48.63803
swz,1999,48.65308
swz,2000,48.38728
swz,2001,48.63413
swz,2002,48.05656
swz,2003,48.47921
swz,2004,48.12779
swz,2005,48.04554
swz,2006,47.93414
swz,2007,47.90817
swz,2009,47.61637
swz,2010,47.54246
swz,2011,46.99588
swz,2012,47.52445
swz,2013,47.4912
swz,2014,47.55757
swz,2015,47.53857
swz,2016,47.65592
swz,2017,47.63762
sxm,2012,49.84658
sxm,2014,49.17052
syc,1970,50.1843
syc,1971,50.24625
syc,1972,50.24816
syc,1973,50.69586
syc,1974,50.88363
syc,1975,51.48554
syc,1976,50.21106
syc,1977,50.53495
syc,1978,50.24202
syc,1979,49.53899
syc,1980,49.24707
syc,1981,48.78447
syc,1982,48.81277
syc,1983,49.0835
syc,1984,49.52639
syc,1985,49.55569
syc,1986,49.2441
syc,1987,49.71217
syc,1988,49.6937
syc,1989,48.92555
syc,1991,49.02309
syc,1992,48.696
syc,1993,48.58706
syc,1994,49.19786
syc,1995,49.30703
syc,1996,49.44366
syc,1997,49.11255
syc,1998,49.19901
syc,1999,49.32031
syc,2000,49.31671
syc,2001,49.00838
syc,2002,48.83093
syc,2003,48.64409
syc,2004,48.78733
syc,2005,48.34854
syc,2006,48.69157
syc,2007,49.2667
syc,2008,49.4968
syc,2009,49.4782
syc,2010,49.74625
syc,2011,50.13226
syc,2012,49.81037
syc,2013,49.40106
