geo,time,ny_gnp_mktp_kd_zg
cri,1968,8.57742
cri,1969,6.25144
cri,1970,7.7899
cri,1971,6.90049
cri,1972,6.49715
cri,1973,8.18254
cri,1974,5.93993
cri,1975,1.05411
cri,1976,5.62841
cri,1977,9.38452
cri,1978,5.58798
cri,1979,4.48288
cri,1980,-0.05613
cri,1981,-8.42821
cri,1982,-12.81774
cri,1983,9.08063
cri,1984,10.94602
cri,1985,1.81472
cri,1986,6.36422
cri,1987,4.80698
cri,1988,2.59109
cri,1989,5.47182
cri,1990,7.33259
cri,1991,4.31256
cri,1992,9.44786
cri,1993,7.2465
cri,1994,5.83982
cri,1995,3.71252
cri,1996,1.80613
cri,1997,5.39812
cri,1998,6.04633
cri,1999,2.45097
cri,2000,2.96051
cri,2001,3.48155
cri,2002,3.44563
cri,2003,4.29009
cri,2004,4.87694
cri,2005,4.50864
cri,2006,8.29321
cri,2007,8.58293
cri,2008,5.40831
cri,2009,-2.32931
cri,2010,5.49836
cri,2011,4.27598
cri,2012,5.07278
cri,2013,1.94638
cri,2014,2.99129
cri,2015,3.39808
cri,2016,4.23217
cri,2017,3.07056
cri,2018,2.46028
cri,2019,1.59468
cri,2020,-3.85058
cub,1971,8.58357
cub,1972,4.82601
cub,1973,3.43474
cub,1974,0.98694
cub,1975,9.47461
cub,1976,5.42618
cub,1977,8.70676
cub,1978,6.60095
cub,1979,1.10167
cub,1980,-4.87046
cub,1981,19.68619
cub,1982,8.91094
cub,1983,5.45408
cub,1984,7.99105
cub,1985,1.39239
cub,1986,0.19836
cub,1987,-2.43331
cub,1988,3.99219
cub,1989,0.81996
cub,1990,-3.58565
cub,1991,-10.43753
cub,1992,-11.10941
cub,1993,-14.97411
cub,1994,0.65888
cub,1995,1.8273
cub,1996,8.12958
cub,1997,2.86134
cub,1998,0.35493
cub,1999,6.12032
cub,2000,5.73259
cub,2001,3.63303
cub,2002,1.1868
cub,2003,4.02514
cub,2004,5.61498
cub,2005,11.47731
cub,2006,12.39157
cub,2007,6.77575
cub,2008,4.1474
cub,2009,0.55365
cub,2010,2.67711
cub,2011,3.545
cub,2012,3.17177
cub,2013,2.91711
cub,2014,0.91666
cub,2015,4.46031
cub,2016,0.35087
cub,2017,1.8175
cub,2018,2.18084
cyp,1977,17.26339
cyp,1978,7.69853
cyp,1979,9.61207
cyp,1980,5.90722
cyp,1981,2.33715
cyp,1982,5.95104
cyp,1983,4.83606
cyp,1984,8.8972
cyp,1985,4.97834
cyp,1986,2.29094
cyp,1987,7.19038
cyp,1988,8.63683
cyp,1989,8.28959
cyp,1990,7.5147
cyp,1991,0.80676
cyp,1992,9.26181
cyp,1993,0.822
cyp,1994,5.77479
cyp,1995,3.67101
cyp,1996,1.47348
cyp,1997,1.95457
cyp,1998,15.55672
cyp,1999,-3.9217
cyp,2000,2.77855
cyp,2001,5.4942
cyp,2002,6.0502
cyp,2003,3.70681
cyp,2004,3.25913
cyp,2005,5.4311
cyp,2006,4.36904
cyp,2007,4.10316
cyp,2008,8.96739
cyp,2009,-0.66132
cyp,2010,0.83957
cyp,2011,4.52526
cyp,2012,-6.56223
cyp,2013,-7.00993
cyp,2014,-3.30266
cyp,2015,5.50876
cyp,2016,2.80982
cyp,2017,7.03847
cyp,2018,4.98705
cyp,2019,4.05981
cyp,2020,-6.43378
cze,1993,-0.13955
cze,1994,2.92442
cze,2005,6.81176
cze,2006,5.05471
cze,2007,5.29161
cze,2008,3.13198
cze,2009,-5.55746
cze,2010,1.89597
cze,2011,1.21591
cze,2012,0.97251
cze,2013,-0.01807
cze,2014,1.61709
cze,2015,5.38167
cze,2016,2.62211
cze,2017,6.46079
cze,2018,3.39565
cze,2019,2.41557
cze,2020,-3.27805
deu,1971,3.06355
deu,1972,4.21451
deu,1973,4.81314
deu,1974,0.89876
deu,1975,-0.78255
deu,1976,5.0444
deu,1977,3.26017
deu,1978,3.31868
deu,1979,3.94948
deu,1980,1.44635
deu,1981,0.44927
deu,1982,-0.47816
deu,1983,1.81349
deu,1984,3.17966
deu,1985,2.34101
deu,1986,2.15342
deu,1987,1.32202
deu,1988,4.206
deu,1989,4.06495
deu,1990,5.34932
deu,1991,4.55072
deu,1992,1.77017
deu,1993,-1.14544
deu,1994,1.71286
deu,1995,1.3117
deu,1996,0.95938
deu,1997,1.58289
deu,1998,1.62096
deu,1999,1.76287
deu,2000,3.0546
deu,2001,1.53905
deu,2002,-0.56186
deu,2003,-0.65987
deu,2004,2.83942
deu,2005,0.94985
deu,2006,4.69718
deu,2007,2.73799
deu,2008,0.45572
deu,2009,-4.46131
deu,2010,3.91168
deu,2011,4.46221
deu,2012,0.26099
deu,2013,0.36357
deu,2014,1.91025
deu,2015,1.78395
deu,2016,2.44628
deu,2017,2.57302
deu,2018,1.89783
deu,2019,1.08757
deu,2020,-4.97467
dji,2014,7.38872
dji,2015,7.70219
dji,2016,4.12008
dji,2017,3.8099
dji,2018,8.5738
dnk,1967,5.41862
dnk,1968,5.35444
dnk,1969,6.57186
dnk,1970,1.43209
dnk,1971,2.88409
dnk,1972,3.86647
dnk,1973,4.3634
dnk,1974,-1.52219
dnk,1975,-1.51203
dnk,1976,6.03418
dnk,1977,1.71765
dnk,1978,2.10887
dnk,1979,3.11405
dnk,1980,-0.2316
dnk,1981,-1.48176
dnk,1982,3.02057
dnk,1983,2.80321
dnk,1984,3.66013
dnk,1985,3.88894
dnk,1986,5.13583
dnk,1987,0.57463
dnk,1988,-0.22032
dnk,1989,0.29586
dnk,1990,1.18026
dnk,1991,1.23573
dnk,1992,2.18498
dnk,1993,0.50126
dnk,1994,5.46521
dnk,1995,3.48046
dnk,1996,2.73671
dnk,1997,3.41393
dnk,1998,2.6075
dnk,1999,3.31792
dnk,2000,2.512
dnk,2001,1.6168
dnk,2002,0.68868
dnk,2003,0.72975
dnk,2004,3.68304
dnk,2005,3.01806
dnk,2006,4.31566
dnk,2007,0.22094
dnk,2008,0.08678
dnk,2009,-5.01495
dnk,2010,2.5241
dnk,2011,1.78599
dnk,2012,0.37756
dnk,2013,1.83337
dnk,2014,2.10331
dnk,2015,1.78953
dnk,2016,2.62346
dnk,2017,2.55444
dnk,2018,2.56656
dnk,2019,2.226
dnk,2020,-1.56877
dom,1961,-3.64914
dom,1962,17.25491
dom,1963,6.9833
dom,1964,7.09945
dom,1965,-11.93561
dom,1966,12.78908
dom,1967,3.31404
dom,1968,0.37434
dom,1969,10.74621
dom,1970,19.79237
dom,1971,11.42483
dom,1972,12.6473
dom,1973,11.04829
dom,1974,5.55844
dom,1975,5.31767
dom,1976,6.62986
dom,1977,3.43529
dom,1978,3.75685
dom,1979,5.45534
dom,1980,4.06631
dom,1981,3.51151
dom,1982,2.50179
dom,1983,4.481
dom,1984,1.44038
dom,1985,-5.22728
dom,1986,5.67656
dom,1987,8.98023
dom,1988,0.8543
dom,1989,6.02181
dom,1990,-5.11034
dom,1991,1.51999
dom,1992,11.1212
dom,1993,5.59999
dom,1994,3.26056
dom,1995,5.7139
dom,1996,6.74592
dom,1997,8.83338
dom,1998,6.48511
dom,1999,5.64466
dom,2000,4.8801
dom,2001,2.42995
dom,2002,4.56411
dom,2003,-3.69802
dom,2004,0.663
dom,2005,12.99977
dom,2006,9.69566
dom,2007,7.351
dom,2008,4.73815
dom,2009,0.90602
dom,2010,8.34893
dom,2011,2.87838
dom,2012,2.63447
dom,2013,4.04674
dom,2014,6.94687
dom,2015,7.58963
dom,2016,6.41514
dom,2017,4.24487
dom,2018,7.5319
dom,2019,4.71238
dom,2020,-7.07803
dza,1961,-10.40133
dza,1962,-24.84556
dza,1963,23.28765
dza,1964,3.68199
dza,1965,3.6384
dza,1966,-6.1768
dza,1967,11.36257
dza,1968,11.77989
dza,1969,9.82018
dza,1970,6.99468
dza,1971,-10.35273
dza,1972,27.93872
dza,1973,3.44435
dza,1974,7.66387
dza,1975,4.60937
dza,1976,7.88412
dza,1977,1.99278
dza,1978,10.05844
dza,1979,7.00005
dza,1980,0.74846
dza,1981,2.62045
dza,1982,6.8486
dza,1983,6.12912
dza,1984,6.30744
dza,1985,4.12546
dza,1986,0.75342
dza,1987,-0.6577
dza,1988,-1.86596
dza,1989,4.81267
dza,1990,0.76059
dza,1991,-2.5374
dza,1992,2.73799
dza,1993,-1.35578
dza,1994,-1.30454
dza,1995,3.08919
dza,1996,3.94638
dza,1997,1.67521
dza,1998,5.56208
dza,1999,2.79491
dza,2000,3.08223
dza,2001,4.49836
dza,2002,4.8455
dza,2003,7.26336
dza,2004,3.79024
dza,2005,4.84462
dza,2006,2.37115
dza,2007,5.82754
dza,2008,2.91083
dza,2009,1.47151
dza,2010,4.22638
dza,2011,2.15277
dza,2012,3.10136
dza,2013,2.1223
dza,2014,3.57183
dza,2015,3.69497
dza,2016,4.62316
dza,2017,0.80345
dza,2018,0.1032
dza,2019,1.03332
dza,2020,-4.59342
ecu,1961,4.75261
ecu,1962,4.94643
ecu,1963,2.76813
ecu,1964,7.56942
ecu,1965,3.05338
ecu,1966,-0.33868
ecu,1967,4.68222
ecu,1968,1.81719
ecu,1969,4.84416
ecu,1970,6.73259
ecu,1971,5.97647
ecu,1972,4.94399
ecu,1973,12.283
ecu,1974,11.50653
ecu,1975,13.15361
ecu,1976,6.46376
ecu,1977,1.27267
ecu,1978,5.22051
ecu,1979,2.95621
ecu,1980,2.98098
ecu,1981,5.59665
ecu,1982,-1.06755
ecu,1983,-0.41082
ecu,1984,1.08068
ecu,1985,4.17271
ecu,1986,3.3064
ecu,1987,-1.12837
ecu,1988,4.53863
ecu,1989,0.54927
ecu,1990,5.25951
ecu,1991,5.8111
ecu,1992,3.52409
ecu,1993,3.07996
ecu,1994,4.66082
ecu,1995,2.61485
ecu,1996,1.41842
ecu,1997,4.72773
ecu,1998,2.82863
ecu,1999,-6.96976
ecu,2000,0.86201
ecu,2001,5.88621
ecu,2002,4.63535
ecu,2003,2.45559
ecu,2004,7.82573
ecu,2005,5.87607
ecu,2006,4.78974
ecu,2007,2.00056
ecu,2008,8.0729
ecu,2009,1.00147
ecu,2010,4.15829
ecu,2011,7.72561
ecu,2012,5.65519
ecu,2013,4.91828
ecu,2014,3.7692
ecu,2015,-0.09407
ecu,2016,-1.33378
ecu,2017,1.88848
ecu,2018,0.84787
ecu,2019,-0.18911
ecu,2020,-7.67595
egy,1966,5.15023
egy,1967,1.3081
egy,1968,-1.51364
egy,1969,4.31125
egy,1970,5.83929
egy,1971,3.98653
egy,1972,3.25482
egy,1973,2.65805
egy,1974,1.6274
egy,1975,7.88439
egy,1976,12.37802
egy,1977,8.57897
egy,1978,6.97121
egy,1979,3.24869
egy,1980,8.66032
egy,1981,6.7862
egy,1982,11.55865
egy,1983,5.49624
egy,1984,9.90239
egy,1985,2.89052
egy,1986,3.69821
egy,1987,13.742
egy,1988,6.28576
egy,1989,4.19541
egy,1990,4.27569
egy,1991,4.49805
egy,1992,4.34076
egy,1993,2.85491
egy,1994,3.90275
egy,1995,4.78193
egy,1996,5.09685
egy,1997,5.49063
egy,1998,5.92371
egy,1999,5.5926
egy,2000,6.2708
egy,2001,4.21982
egy,2002,1.35633
egy,2003,2.93193
egy,2004,3.95454
egy,2005,4.44965
egy,2006,7.70262
egy,2007,7.52164
egy,2008,7.07217
egy,2009,3.8857
egy,2010,2.98978
egy,2011,1.08269
egy,2012,2.48556
egy,2013,1.89307
egy,2014,3.13843
egy,2015,5.09128
egy,2016,4.76826
egy,2017,3.59524
egy,2018,4.68085
egy,2019,4.3605
egy,2020,4.14381
eri,1993,13.45476
eri,1994,21.23305
eri,1995,3.18581
eri,1996,8.59208
eri,1997,8.08851
eri,1998,2.04362
eri,1999,0.08351
eri,2000,-3.33614
eri,2001,8.64994
eri,2002,2.87332
eri,2003,-2.73418
eri,2004,1.37035
eri,2005,2.73483
eri,2006,-0.92774
eri,2007,1.46905
eri,2008,-9.85142
eri,2009,3.86408
eri,2010,2.17718
eri,2011,7.69236
esp,1971,4.87165
esp,1972,8.31121
esp,1973,8.13619
esp,1974,6.11955
esp,1975,0.04831
esp,1976,2.86451
esp,1977,2.63368
esp,1978,1.33505
esp,1979,0.36713
esp,1980,1.84475
esp,1981,-0.85098
esp,1982,1.15367
esp,1983,1.49388
esp,1984,1.83148
esp,1985,3.1347
esp,1986,3.46559
esp,1987,5.61085
esp,1988,4.83536
esp,1989,5.21715
esp,1990,3.70658
esp,1991,2.49528
esp,1992,0.72039
esp,1993,-0.48775
esp,1994,0.65562
esp,1995,4.64264
esp,1996,2.33581
esp,1997,3.7339
esp,1998,4.31069
esp,1999,4.53439
esp,2000,5.45771
esp,2001,3.24039
esp,2002,2.97812
esp,2003,3.30083
esp,2004,3.00742
esp,2005,3.18239
esp,2006,3.60892
esp,2007,2.96007
esp,2008,0.5625
esp,2009,-2.94486
esp,2010,0.64665
esp,2011,-1.11047
esp,2012,-2.00578
esp,2013,-1.30718
esp,2014,1.69299
esp,2015,4.19324
esp,2016,3.30925
esp,2017,2.75793
esp,2018,2.39726
esp,2019,2.15819
esp,2020,-10.49027
est,2001,5.19641
est,2002,6.80084
est,2003,6.74743
est,2004,7.15598
est,2005,10.51434
est,2006,8.37339
est,2007,5.69146
est,2008,-3.71571
est,2009,-12.80393
est,2010,0.08148
est,2011,7.52471
est,2012,4.23768
est,2013,3.20715
est,2014,2.53462
est,2015,2.51391
est,2016,3.09684
est,2017,5.61277
est,2018,4.61972
est,2019,3.75059
eth,2012,8.64306
eth,2013,10.57872
eth,2014,10.20103
eth,2015,10.2497
eth,2016,9.50953
eth,2017,9.27622
eth,2018,6.94367
eth,2019,8.06786
eth,2020,6.05535
fin,1971,2.31504
fin,1972,7.62413
fin,1973,6.95062
fin,1974,3.25244
fin,1975,1.55036
fin,1976,0.22443
fin,1977,-0.06189
fin,1978,2.94856
fin,1979,7.34929
fin,1980,5.41344
fin,1981,0.80998
fin,1982,2.82504
fin,1983,3.11962
fin,1984,3.3768
fin,1985,3.82128
fin,1986,3.03345
fin,1987,3.52051
fin,1988,5.4147
fin,1989,4.0956
fin,1990,0.23249
fin,1991,-6.65408
fin,1992,-4.323
fin,1993,-1.26523
fin,1994,5.15661
fin,1995,5.10366
fin,1996,4.47051
fin,1997,7.21371
fin,1998,4.94132
fin,1999,5.45301
fin,2000,6.21757
fin,2001,3.24812
fin,2002,2.06984
fin,2003,1.05965
fin,2004,5.38796
fin,2005,2.47447
fin,2006,4.5352
fin,2007,4.65087
fin,2008,0.6569
fin,2009,-7.09182
fin,2010,3.2311
fin,2011,1.63135
fin,2012,-1.31736
fin,2013,-0.95514
fin,2014,0.21628
fin,2015,0.53771
fin,2016,2.27322
fin,2017,2.77633
fin,2018,1.49771
fin,2019,1.3251
fin,2020,-1.64032
fra,1972,4.41521
fra,1973,6.24466
fra,1974,4.17866
fra,1975,-0.89562
fra,1976,4.38715
fra,1977,3.40236
fra,1978,4.07537
fra,1979,3.67451
fra,1980,1.86946
fra,1981,0.96041
fra,1982,2.11629
fra,1983,0.59101
fra,1984,1.29185
fra,1985,2.12845
fra,1986,2.90913
fra,1987,2.93443
fra,1988,4.60681
fra,1989,4.05327
fra,1990,2.88936
fra,1991,0.96085
fra,1992,1.72951
fra,1993,-0.53568
fra,1994,2.19703
fra,1995,2.11561
fra,1996,1.93269
fra,1997,2.70441
fra,1998,3.68157
fra,1999,4.12729
fra,2000,3.49031
fra,2001,2.20687
fra,2002,0.38807
fra,2003,1.10648
fra,2004,2.88452
fra,2005,1.98403
fra,2006,2.72889
fra,2007,2.41723
fra,2008,0.43754
fra,2009,-2.7439
fra,2010,1.95529
fra,2011,2.51348
fra,2012,-0.1427
fra,2013,0.6359
fra,2014,0.89395
fra,2015,1.12631
fra,2016,1.05838
fra,2017,2.4275
fra,2018,1.91443
fra,2019,1.6776
fra,2020,-8.36301
gab,1971,8.8664
gab,1972,11.70016
gab,1973,8.81638
gab,1974,35.77639
gab,1975,22.00282
gab,1976,37.65736
gab,1977,-12.16858
gab,1978,-27.60168
gab,1979,-3.74747
gab,1980,2.41219
gab,1981,6.90423
gab,1982,-2.75617
gab,1983,5.74203
gab,1984,12.01337
gab,1985,-2.60387
gab,1986,1.05983
gab,1987,-17.09578
gab,1988,12.83259
gab,1989,10.36593
gab,1990,0.08665
gab,1991,6.40231
gab,1992,-5.26903
gab,1993,2.84483
gab,1994,6.0333
gab,1995,3.6469
gab,1996,3.34487
gab,1997,4.9677
gab,1998,7.46704
gab,1999,-10.82425
gab,2000,-9.06348
gab,2001,8.12167
gab,2002,3.43384
gab,2003,0.52609
gab,2004,-5.45018
gab,2005,7.88968
gab,2006,-7.91546
gab,2007,3.59284
gab,2008,-5.08574
gab,2009,8.32794
gab,2010,1.76914
gab,2011,2.63816
gab,2012,12.81389
gab,2013,7.41432
gab,2014,12.93248
gab,2015,-0.09363
gab,2016,3.11023
gab,2017,2.02064
gab,2018,-2.46041
gab,2019,0.22833
gab,2020,5.21252
gbr,1971,3.42655
gbr,1972,4.20537
gbr,1973,6.74983
gbr,1974,-2.49467
gbr,1975,-1.7633
gbr,1976,2.97356
gbr,1977,1.96262
gbr,1978,4.32526
gbr,1979,3.54558
gbr,1980,-2.27803
gbr,1981,-0.73548
gbr,1982,1.89687
gbr,1983,4.5423
gbr,1984,2.38388
gbr,1985,3.85628
gbr,1986,3.43452
gbr,1987,5.27461
gbr,1988,5.80235
gbr,1989,2.43731
gbr,1990,0.54303
gbr,1991,-1.04015
gbr,1992,0.66159
gbr,1993,2.39305
gbr,1994,4.18436
gbr,1995,2.30662
gbr,1996,2.48492
gbr,1997,5.04787
gbr,1998,3.68117
gbr,1999,2.33009
gbr,2000,4.37521
gbr,2001,2.4077
gbr,2002,2.70521
gbr,2003,3.01192
gbr,2004,2.12794
gbr,2005,2.88604
gbr,2006,1.34496
gbr,2007,1.70408
gbr,2008,-0.69884
gbr,2009,-4.08552
gbr,2010,2.96026
gbr,2011,1.76101
gbr,2012,0.10206
gbr,2013,0.87145
gbr,2014,2.93183
gbr,2015,2.28115
gbr,2016,2.13683
gbr,2017,3.40586
gbr,2018,1.53985
gbr,2019,2.5184
gbr,2020,-10.22745
geo,2011,6.30537
geo,2012,8.24093
geo,2013,2.79784
geo,2014,4.96464
geo,2015,1.99908
geo,2016,0.44713
geo,2017,4.38967
geo,2018,5.94107
geo,2019,4.3248
geo,2020,-7.03399
gha,2007,4.38771
gha,2008,9.33194
gha,2009,4.91871
gha,2010,6.56666
gha,2011,12.36107
gha,2012,6.93686
gha,2013,9.96771
gha,2014,0.40317
gha,2015,4.55745
gha,2016,2.374
gha,2017,7.13105
gha,2018,6.58863
gha,2019,6.92978
gha,2020,7.81197
gin,2007,6.83855
gin,2008,3.8149
gin,2009,-2.16837
gin,2010,6.04809
gin,2011,4.72154
gin,2012,6.23289
gin,2013,0.41698
gin,2014,5.53727
gin,2015,5.59528
gin,2016,10.70816
gin,2017,11.71832
gin,2018,3.03149
gin,2019,4.04459
gmb,2005,-2.40056
gmb,2006,-0.83272
gmb,2007,3.34075
gmb,2008,6.71194
gmb,2009,6.37243
gmb,2010,5.94488
gmb,2011,-8.60168
gmb,2012,5.40564
gmb,2013,2.77436
gmb,2014,-1.57217
gmb,2015,3.92572
gmb,2016,2.44927
gmb,2017,4.87319
gmb,2018,7.36225
gmb,2019,6.23669
gmb,2020,-0.29023
gnb,2001,1.1864
gnb,2002,0.96917
gnb,2003,0.42869
gnb,2004,3.13157
gnb,2005,4.31663
gnb,2006,3.36901
gnb,2007,3.70516
gnb,2008,2.05335
gnb,2009,3.80144
gnb,2010,5.43006
gnb,2011,9.2307
gnb,2012,-1.79213
gnb,2013,0.75719
gnb,2014,6.63685
gnb,2015,5.17634
gnb,2016,6.41884
gnb,2017,3.25013
gnb,2018,-2.70644
gnb,2019,10.86242
gnb,2020,-2.75446
gnq,2006,32.67474
gnq,2007,17.65017
gnq,2008,2.44399
gnq,2009,5.17791
gnq,2010,-23.20987
gnq,2011,7.88575
gnq,2012,11.89189
gnq,2013,1.15851
gnq,2014,2.13765
gnq,2015,7.24481
gnq,2016,-5.28238
gnq,2017,-11.21863
gnq,2018,-5.12655
gnq,2019,-8.28145
gnq,2020,-0.54442
grc,1961,13.3175
grc,1962,0.3092
grc,1963,11.96973
grc,1964,9.54331
grc,1965,10.47923
grc,1966,6.36322
grc,1967,5.73524
grc,1968,7.3934
grc,1969,11.3636
grc,2007,2.52654
grc,2008,-0.72794
grc,2009,-3.57475
grc,2010,-5.48527
grc,2011,-10.64179
grc,2012,-3.71473
grc,2013,-3.30789
grc,2014,1.12186
grc,2015,-0.91071
grc,2016,-0.8936
grc,2017,1.08009
grc,2018,1.06245
grc,2019,2.00359
grc,2020,-8.58177
grl,2004,5.35871
grl,2005,8.05303
grl,2006,-3.75337
grl,2007,13.67812
gtm,1961,4.12176
gtm,1962,3.66943
gtm,1963,9.447
gtm,1964,4.38212
gtm,1965,4.89151
gtm,1966,5.18123
gtm,1967,3.91957
gtm,1968,8.00728
gtm,1969,4.57779
gtm,1970,5.76886
gtm,1971,5.50203
gtm,1972,7.29879
gtm,1973,7.23339
gtm,1974,6.7704
gtm,1975,1.60644
gtm,1976,8.31058
gtm,1977,8.40028
gtm,1978,5.23392
gtm,1979,5.08791
gtm,1980,3.10521
gtm,1981,0.19148
gtm,1982,-3.85187
gtm,1983,-2.50607
gtm,1984,-0.49527
gtm,1985,-0.13897
gtm,1986,-1.25948
gtm,1987,4.17563
gtm,1988,4.17557
gtm,1989,4.07321
gtm,1990,2.66849
gtm,1991,5.23548
gtm,1992,4.5819
gtm,1993,4.25082
gtm,1994,4.06679
gtm,1995,4.84563
gtm,1996,2.55429
gtm,1997,4.47998
gtm,1998,5.42609
gtm,1999,3.6635
gtm,2000,3.65793
gtm,2001,3.03443
gtm,2002,2.684
gtm,2003,2.66242
gtm,2004,2.87589
gtm,2005,3.21755
gtm,2006,4.85743
gtm,2007,6.10435
gtm,2008,4.20513
gtm,2009,0.11266
gtm,2010,2.27816
gtm,2011,3.87994
gtm,2012,3.73834
gtm,2013,3.41908
gtm,2014,4.12831
gtm,2015,4.30597
gtm,2016,2.9065
gtm,2017,3.14761
gtm,2018,3.37815
gtm,2019,4.08582
gtm,2020,-1.493
hkg,2020,-5.66978
hnd,1961,-1.01548
hnd,1962,4.82571
hnd,1963,3.17247
hnd,1964,5.31269
hnd,1965,7.83773
hnd,1966,5.1558
hnd,1967,5.13352
hnd,1968,6.57158
hnd,1969,1.53895
hnd,1970,3.29834
hnd,1971,3.90061
hnd,1972,5.6545
hnd,1973,7.61293
hnd,1974,1.18718
hnd,1975,0.87858
hnd,1976,8.25573
hnd,1977,10.30652
hnd,1978,7.50352
hnd,1979,5.06136
hnd,1980,0.08693
hnd,1981,-0.729
hnd,1982,-2.91819
hnd,1983,2.10804
hnd,1984,6.10269
hnd,1985,5.78956
hnd,1986,5.19865
hnd,1987,6.50695
hnd,1988,1.29881
hnd,1989,2.28767
hnd,1990,1.94082
hnd,1991,-3.98685
hnd,1992,5.36117
hnd,1993,8.74993
hnd,1994,-0.02092
hnd,1995,5.95258
hnd,1996,1.97642
hnd,1997,5.98682
hnd,1998,3.99838
hnd,1999,0.00812
hnd,2000,6.6839
hnd,2001,2.45425
hnd,2002,3.35261
hnd,2003,3.9159
hnd,2004,5.58941
hnd,2005,6.57928
hnd,2006,6.41673
hnd,2007,7.92499
hnd,2008,4.63023
hnd,2009,-1.63143
hnd,2010,1.16364
hnd,2011,3.05393
hnd,2012,2.57953
hnd,2013,2.87051
hnd,2014,1.90888
hnd,2015,4.8101
hnd,2016,3.6679
hnd,2017,5.77794
hnd,2018,2.209
hnd,2019,2.96306
hnd,2020,-8.39943
hrv,1996,5.78149
hrv,1997,6.37331
hrv,1998,1.67155
hrv,1999,-2.17484
hrv,2000,3.16143
hrv,2001,2.8065
hrv,2002,6.09335
hrv,2003,3.82571
hrv,2004,5.78399
hrv,2005,3.62779
hrv,2006,4.74516
hrv,2007,5.17997
hrv,2008,0.91938
hrv,2009,-7.75495
hrv,2010,-0.92176
hrv,2011,0.05643
hrv,2012,-2.39256
hrv,2013,1.03972
hrv,2014,-0.42792
hrv,2015,4.03967
hrv,2016,1.08109
hrv,2017,5.02426
hrv,2018,2.90101
hrv,2019,3.43324
hrv,2020,-6.34466
hti,1989,-2.83713
hti,1990,1.26187
hti,1991,1.92632
hti,1992,-5.32168
hti,1993,-5.45578
hti,1994,-11.68382
hti,1995,10.19042
hti,1996,4.31305
hti,1997,2.61133
hti,1998,2.08349
hti,1999,2.59565
hti,2000,0.64626
hti,2001,-0.3563
hti,2002,0.974
hti,2003,3.42212
hti,2004,-1.23332
hti,2005,2.76873
hti,2006,2.37337
hti,2007,4.63876
hti,2008,2.68861
hti,2009,5.95498
hti,2010,-5.58234
hti,2011,5.20523
hti,2012,0.61037
hti,2013,4.13264
hti,2014,1.83906
hti,2015,2.51115
hti,2016,1.89054
hti,2017,2.56474
hti,2018,1.57777
hti,2019,-1.64979
hti,2020,-3.48237
hun,1994,2.75215
hun,1995,0.91704
hun,1996,-0.45166
hun,1997,1.44083
hun,1998,3.66346
hun,2005,4.19227
hun,2006,4.11712
hun,2007,-1.26116
hun,2008,2.17001
hun,2009,-4.33031
hun,2010,0.70263
hun,2011,1.7758
hun,2012,-0.59171
hun,2013,3.18561
hun,2014,2.49165
hun,2015,3.38991
hun,2016,4.42454
hun,2017,2.84202
hun,2018,5.53678
hun,2019,5.93456
hun,2020,-4.77041
idn,2011,6.03725
idn,2012,6.03576
idn,2013,5.38983
idn,2014,4.65383
idn,2015,4.93858
idn,2016,5.16767
idn,2017,5.07001
idn,2018,5.3545
idn,2019,4.98378
idn,2020,-1.68217
ind,1961,3.61217
ind,1962,2.91555
ind,1963,6.03654
ind,1964,7.40401
ind,1965,-2.68585
ind,1966,-0.1872
ind,1967,7.87617
ind,1968,3.40641
ind,1969,6.57275
ind,1970,5.18258
ind,1971,1.66866
ind,1972,-0.53189
ind,1973,3.35607
ind,1974,1.31714
ind,1975,9.22554
ind,1976,1.69162
ind,1977,7.28335
ind,1978,5.80051
ind,1979,-5.00013
ind,1980,6.85346
ind,1981,5.78602
ind,1982,3.12741
ind,1983,7.19234
ind,1984,3.67707
ind,1985,5.31915
ind,1986,4.71725
ind,1987,3.80204
ind,1988,9.30294
ind,1989,5.82337
ind,1990,5.37565
ind,1991,0.83232
ind,1992,5.48371
ind,1993,4.89796
ind,1994,6.77912
ind,1995,7.74078
ind,1996,7.74212
ind,1997,4.13024
ind,1998,6.18615
ind,1999,8.93744
ind,2000,3.55899
ind,2001,5.01714
ind,2002,3.99264
ind,2003,7.78782
ind,2004,7.96006
ind,2005,7.89668
ind,2006,7.99137
ind,2007,8.03836
ind,2008,2.90162
ind,2009,7.8637
ind,2010,7.96498
ind,2011,5.44738
ind,2012,5.13735
ind,2013,6.31279
ind,2014,7.49487
ind,2015,8.01896
ind,2016,7.29947
ind,2017,7.82374
ind,2018,6.5468
ind,2019,4.16476
ind,2020,-7.24553
irl,1996,7.96904
irl,1997,9.4414
irl,1998,8.01218
irl,1999,7.7894
irl,2000,9.23357
irl,2001,3.10776
irl,2002,4.03411
irl,2003,5.88196
irl,2004,7.42725
irl,2005,6.00353
irl,2006,6.24757
irl,2007,3.99283
irl,2008,-4.41291
irl,2009,-8.25567
irl,2010,2.12606
irl,2011,-2.03442
irl,2012,-0.82494
irl,2013,5.50669
irl,2014,8.93263
irl,2015,12.75868
irl,2016,8.14338
irl,2017,6.43697
irl,2018,6.715
irl,2019,4.9275
irl,2020,4.33437
irn,1961,11.51644
irn,1962,8.56348
irn,1963,7.13231
irn,1964,9.20694
irn,1965,17.10307
irn,1966,11.39293
irn,1967,11.51126
irn,1968,14.55489
irn,1969,16.31707
