geo,income_groups,iso3166_1_alpha2,unicode_region_subtag,iso3166_1_alpha3,iso3166_1_numeric,iso3166_2,landlocked,latitude,longitude,main_religion_2008,name,un_state,world_4region,world_6region
bes,,BQ,BQ,BES,535,,coastline,12.1833333,-68.233333,christian,"Bonaire, Sint Eustatius and Saba",FALSE,americas,america
