income_3groups,time,income_mountain_50bracket_shape_for_log
high_income,2071,"0,0,5,871,6252,10797,15294,25776,37288,50601,68307,96122,144431,227469,362261,572521,906178,1470290,2509863,4389815,7723870,14517451,30261896,69170492,159147058,320915360,526032999,660599141,679757565,639428870,591107826,538502694,473729857,407228231,346259466,280427331,209508048,143686844,90618659,52455873,27640426,13924968,6965169,3498561,1783159,995166,540182,219243,75146,31849"
high_income,2072,"0,0,0,547,5885,10480,14771,25067,36742,50114,67695,95059,142388,224244,358484,571959,918335,1511930,2596931,4524236,7866852,14496617,29643523,66751198,153040069,311350414,520566052,671426182,704157035,665257857,611254897,552083087,483285733,413427504,351113726,285605250,214973705,148596915,94461076,55222511,29358068,14861503,7448056,3749078,1904462,1053998,578283,241590,83135,34525"
high_income,2073,"0,0,0,284,5457,10102,14217,24140,35882,49232,66532,93053,138707,218161,349816,563684,917317,1526980,2625294,4543416,7814585,14148788,28398645,63016675,144154732,296182370,503760518,663314289,705137419,669987519,616750442,558243881,489795294,419014219,356007179,290623759,220042123,153035138,97910433,57684375,30899323,15704660,7875646,3968014,2009653,1103775,611235,261958,90156,36733"
high_income,2074,"0,0,0,213,5044,9733,13812,23283,35438,49186,66725,93234,138243,216595,347096,562276,922839,1547756,2661584,4582122,7814457,13935534,27479804,60034946,136695004,282959280,488010837,654639460,704263406,671844829,618768055,560786637,493054162,422109317,359105578,294677801,224955387,157743327,101708645,60429568,32624739,16638489,8351569,4214131,2130710,1161058,647604,284914,98368,39217"
high_income,2075,"0,0,0,151,4452,9376,13434,22319,34562,48288,65555,91226,134531,209987,336341,546022,899430,1515466,2616371,4516827,7698115,13608037,26468805,57056160,129269872,269613259,471543773,644780347,702749225,674232892,621724573,564454868,497547887,426373557,363000388,299020490,229836169,162348785,105477544,63191222,34397767,17609650,8847278,4468473,2255217,1218602,683469,308643,107370,42010"
high_income,2076,"0,0,0,95,3884,8999,13056,21328,33616,47224,64224,89136,130915,203905,327090,535399,893195,1523734,2640975,4540571,7670672,13371398,25619359,54508656,122888147,257674350,455329465,633432837,699286683,675127351,623565108,567291728,501230542,429943351,366195428,302748194,234224366,166566891,109012521,65838320,36157076,18573128,9343487,4723655,2380953,1276261,719704,334331,118077,45481"
high_income,2077,"0,0,0,81,3368,8626,12691,20358,32800,46466,63358,87727,128088,198483,317271,518125,862642,1469602,2545821,4382685,7410197,12877898,24552248,51922264,116826519,246941614,442261275,627848272,704232607,684803640,632723486,574813364,507524024,435202436,370569985,307554859,239404842,171426564,112996996,68783277,38140545,19705233,9938508,5030800,2536135,1349807,763327,363857,130905,49996"
high_income,2078,"0,0,0,35,2859,8241,12331,20063,33351,48129,66310,92049,133657,204859,323860,523203,862565,1459484,2519473,4340117,7359274,12776344,24163563,50527065,113277772,242095198,442985491,644775684,734876131,716112145,656790659,591862421,520006301,443879112,376266520,312572316,244499909,176200094,116943491,71617088,40008366,20765347,10495656,5319367,2684431,1419449,803349,391584,143048,53819"
high_income,2079,"0,0,0,32,2560,7861,11945,19088,32426,47247,65258,90540,130981,200091,315578,508701,836249,1411132,2432174,4194542,7125907,12348223,23195809,47990891,106889657,229518641,425078199,631052576,730927276,718108138,659545237,594563152,523293034,447930072,380200429,317012454,249428850,180801610,120618767,74151919,41613927,21656286,10956489,5561690,2814726,1481489,839402,418540,155899,57956"
high_income,2080,"0,0,0,24,2080,7486,11593,18179,31423,45907,63495,87912,126843,193200,304759,493808,820331,1402465,2438212,4209253,7118168,12229434,22637624,45792567,100355143,215983841,405672955,614739739,724863624,719890361,663648573,598991666,528213308,452884014,384289593,321185463,253984670,185298630,124554209,77155271,43720336,22899146,11629152,5917472,3003794,1573328,889367,452523,172848,64067"
high_income,2081,"0,0,0,18,1662,7113,11292,17410,30667,45172,62744,86776,124708,189093,297371,480459,795774,1356730,2354694,4066745,6883431,11803763,21727592,43516382,94633104,204246323,387869348,598792158,718368802,720967547,667079470,602268144,531756390,456684203,387648503,325061971,258671187,190210499,128884674,80420657,46031621,24256225,12349532,6286914,3196010,1665118,937640,485663,189722,69770"
high_income,2082,"0,0,0,11,1282,6717,10923,16561,29718,44265,61823,85419,122224,184423,288968,465011,767042,1302030,2252767,3889605,6588253,11268043,20622098,41046121,88880177,192822718,370612850,583060485,711962235,722142475,670775194,606366088,536270664,461265738,391378804,328741828,262775548,194234424,132396330,83124717,47874184,25374490,12955196,6590463,3348362,1734412,972839,511284,203102,73837"
high_income,2083,"0,0,0,5,1129,6306,10577,15820,29011,43895,61769,85442,121910,182977,285434,457547,752861,1275568,2204562,3804425,6432666,10937102,19827771,39089176,83984631,182591392,353929598,566228988,703964303,722026023,673200905,608921006,539312101,464929753,394959031,332901479,267816405,199439828,136901590,86446554,50164419,26724666,13673110,6957259,3540926,1827214,1019948,543850,221207,80325"
high_income,2084,"0,0,0,5,804,5939,10455,15643,29218,45147,64685,90511,129589,193644,300119,479174,787834,1334539,2310387,4007306,6814671,11547897,20626361,39763728,83183127,177721930,343927931,557598004,705410951,731793500,684626559,618082804,546812504,471163534,399468385,337044327,272479734,204270922,141195415,89716360,52475221,28121502,14428723,7343172,3740311,1922995,1067328,576265,240278,87257"
high_income,2085,"0,0,0,0,494,5568,10131,15025,28323,44273,63798,89374,127645,190209,294123,468410,768583,1299330,2247602,3900963,6642102,11261931,20073430,38335264,79013368,168008207,327199381,539073327,695710004,731124731,687702480,621563840,550735090,475328892,402872215,340441756,276690186,209133143,145777775,93355156,55133437,29783508,15336835,7829195,4003513,2054377,1131561,617387,265065,97356"
high_income,2086,"0,0,0,0,245,5159,9749,14373,27185,43111,62453,87615,125022,185934,287329,457135,749445,1266269,2193944,3822463,6538974,11141858,19970759,38299400,78351583,165327613,321751287,533260331,698020524,741008901,699108458,631383183,559447344,482915176,408696141,345281459,281528256,213980277,150015220,96664125,57509408,31272760,16145908,8244671,4223523,2165554,1186967,654014,287853,106058"
high_income,2087,"0,0,0,0,183,4761,9453,13985,26363,42740,62332,87575,124713,184764,284496,450883,736286,1238428,2138906,3721989,6369600,10850322,19364362,36866412,74618496,156748010,306744989,515021198,686851147,739340963,701975271,635200251,563659884,487430756,412717352,348938719,285648838,218528457,154166262,99965943,59843612,32697080,16885560,8607026,4404904,2250469,1224383,679126,304755,111564"
high_income,2088,"0,0,0,0,131,4197,9153,13656,25338,41890,61537,86710,123592,182838,281306,446410,733832,1246524,2172307,3789361,6462578,10940741,19343849,36365062,72370528,150328269,294049856,497711022,675011030,736719465,703971043,637997300,566640475,490578420,415526678,351297401,288762176,222455334,158050970,103306153,62381138,34407117,17850753,9110003,4668088,2382441,1287349,717809,329449,120990"
high_income,2089,"0,0,0,0,83,3638,8770,13262,24422,41612,61829,87722,125421,185616,284992,449745,731788,1226050,2109053,3655426,6239123,10571988,18614771,34841484,68909894,142737487,280925197,481376506,665442910,737928920,711994361,647328895,575102608,497753163,421031405,355490388,293006770,226919182,162044110,106391590,64486201,35750833,18597896,9512967,4893889,2502775,1344949,753894,354904,132136"
high_income,2090,"0,0,0,0,70,3146,8453,13043,23686,41563,62364,88723,126651,186545,284853,446165,717276,1183103,2007225,3462974,5939251,10128957,17884050,33505695,65967559,136222707,269416372,466791624,656461849,738307455,717525971,653794075,580931321,503203101,425785293,359304796,297043269,231152628,165978162,109683154,66936711,37396004,19570982,10042086,5175775,2649391,1416251,796227,383093,144459"
high_income,2091,"0,0,0,0,31,2852,8144,12805,22921,41100,62137,88644,126609,186021,283271,442227,708496,1165417,1974490,3405589,5843306,9954518,17502865,32602749,63642046,130374918,258239953,451267281,645275978,736182016,720882126,658608497,585571090,507944115,430226711,362947809,301025211,235566062,170241488,113287561,69576025,39146412,20568182,10575895,5459784,2797034,1486088,836529,411594,158344"
high_income,2092,"0,0,0,0,28,2379,7763,12505,21869,40034,61075,87394,124745,182795,277610,432045,689943,1131034,1910206,3288261,5640507,9593079,16778182,31081460,60307744,123055221,245064783,433030203,630677466,731716924,723516170,663615458,590620006,512846134,434566146,366210519,304509291,239593542,174275763,116813996,72222833,40982893,21653292,11154644,5760412,2955057,1563412,880356,441174,171767"
high_income,2093,"0,0,0,0,21,1932,7406,12281,20991,39277,60609,87055,124252,181670,275126,426567,675949,1094380,1822180,3108533,5336180,9138406,16093009,29914933,57788212,117213835,233760256,416365971,616049354,725758683,724269641,666894115,594197844,516746397,438496391,369602140,308378999,244118721,178824092,120758831,75167645,43021852,22857478,11793309,6088258,3125464,1645249,924994,471816,186810"
high_income,2094,"0,0,0,0,18,1620,7288,12785,22096,42569,68192,101997,151385,227691,350377,549740,885366,1472158,2532412,4446444,7710878,12947194,21765368,37798899,66777967,124939267,238562253,417399374,619197796,737458365,741176747,683790950,608049072,527566945,446634569,375076352,312922479,248664627,183253766,124648845,78137387,45109681,24109622,12470304,6436641,3305693,1732155,972489,505548,205116"
high_income,2095,"0,0,0,0,11,1251,6871,12428,21385,42023,68296,103173,154247,233163,359858,566718,917471,1534436,2648520,4646419,8064693,13612176,22944321,39778317,69954619,128615182,240525907,415145087,617652459,743205259,753718406,697994063,620452349,537719606,454811896,381149163,318433310,254299399,188698042,129342900,81649910,47515755,25533875,13234858,6832544,3512568,1832220,1024220,540286,223954"
high_income,2096,"0,0,0,0,9,1104,6418,11984,20267,40473,66552,100884,150850,227794,351012,551804,891092,1487571,2565475,4503733,7841294,13318235,22779829,40709028,74445294,141022273,272686915,474061756,686779414,804663246,799864830,729023204,640356013,550527812,463396902,386773130,322964993,258825731,193156821,133408126,84992503,50010384,27043685,14059405,7263403,3744881,1949234,1084405,578851,245151"
high_income,2097,"0,0,0,0,4,792,5999,11749,19550,39434,65503,99642,149109,225356,347143,545318,878513,1462509,2515000,4404781,7664510,13022814,22239314,39598104,72115876,135255872,260594055,456780980,670678334,797743735,800944371,733321532,645094161,555578319,468407670,390919635,326938036,263195683,197329234,136912414,87690980,51886009,28195075,14687845,7581551,3908468,2026402,1121408,604408,259843"
high_income,2098,"0,0,0,0,0,491,5571,11311,18646,37983,64035,97899,146450,220957,339323,531302,852495,1413859,2423888,4239351,7385199,12569332,21431093,38026095,69096574,128700625,247324706,437209564,651292819,788719415,802349941,739586975,652460306,562696091,474699470,395478259,330683984,267454878,201867555,141054655,90996446,54263817,29682303,15513208,8010520,4129048,2130495,1169412,634762,277643"
high_income,2099,"0,0,0,0,0,248,5135,10872,17787,36487,62479,96007,143674,216534,331849,518379,828703,1368713,2337407,4080602,7118023,12140603,20684994,36609622,66456776,123164751,236152230,420846384,634740882,781065464,803975611,746014504,660134538,570345063,481532327,400694909,334770277,271564558,206046623,144697683,93865948,56363214,31021187,16260447,8403084,4338542,2236300,1221929,669349,299203"
high_income,2100,"0,0,0,0,0,192,4697,10503,17604,36215,62877,97001,145338,219152,335423,522284,829956,1358895,2296845,3972557,6894802,11756004,20020313,35340618,64111093,118288668,225965940,405248880,618596495,773200325,805262507,751726151,666045712,575662994,485995973,404318769,338371422,276118835,211188260,149357737,97577922,59055133,32716858,17184457,8893162,4603708,2370812,1286187,708649,323945"
low_income,1800,"58033,92672,149689,249197,428453,740066,1262169,2076135,3450774,5933184,10571327,18877470,32579857,52345226,76721832,99903532,117615775,124252980,115419857,94566348,68437282,45203966,28089956,16785903,9733069,5599142,3233067,1887323,1119515,675956,415296,258359,161405,100483,61933,37637,22423,13202,7582,4253,2290,1233,625,281,126,51,27,6,0,0"
low_income,1801,"58278,93027,150299,250271,430545,743991,1269551,2089316,3474444,5975672,10647329,19010485,32799970,52665669,77132209,100355628,118067142,124615378,115656154,94695566,68507285,45257243,28130391,16813291,9749965,5608944,3238777,1890644,1121389,677021,415902,258703,161591,100594,61989,37676,22429,13217,7593,4255,2294,1235,624,280,126,51,27,5,0,0"
low_income,1802,"58486,93372,150882,251371,432703,748230,1277702,2104461,3502814,6027543,10740726,19172610,33055679,53038243,77605590,100859803,118567777,124992726,115851315,94746894,68501060,45266908,28148721,16827712,9759532,5614540,3241847,1892174,1122121,677336,415988,258683,161513,100501,61925,37634,22409,13195,7582,4245,2293,1236,620,279,125,51,27,5,0,0"
low_income,1803,"58736,93750,151551,252613,435067,752801,1286430,2120574,3532756,6081893,10837928,19340690,33319343,53421003,78086480,101374971,119081208,125378323,116044057,94788537,68491365,45272663,28161343,16838267,9766219,5618247,3243717,1892986,1122384,677323,415902,258573,161404,100391,61842,37577,22374,13164,7582,4245,2286,1237,618,277,125,50,27,5,0,0"
low_income,1804,"58991,94128,152173,253723,437172,756919,1294645,2136578,3563333,6137790,10937538,19512163,33586866,53807756,78570720,101894095,119599279,125776185,116237537,94833569,68488351,45278044,28170804,16846172,9771058,5620672,3244803,1893335,1122324,677125,415668,258362,161203,100234,61743,37514,22350,13162,7569,4242,2281,1231,618,276,123,50,27,5,0,0"
low_income,1805,"59256,94556,152881,254996,439604,761538,1303465,2153042,3594192,6194158,11038662,19686099,33857566,54202946,79059880,102411836,120103939,126142130,116423597,94882397,68492242,45299877,28196152,16864205,9781899,5626636,3247930,1894958,1123124,677513,415829,258375,161185,100194,61707,37485,22329,13153,7565,4237,2277,1232,620,276,124,50,26,5,0,0"
low_income,1806,"59485,94938,153550,256280,442145,766496,1313086,2171068,3627931,6255786,11148872,19874432,34151835,54629959,79579754,102945820,120598944,126486925,116583249,94913059,68486542,45312333,28215785,16880308,9793056,5633708,3252067,1897236,1124293,678058,416076,258470,161185,100163,61675,37466,22312,13152,7563,4242,2274,1232,619,277,125,50,26,6,0,0"
low_income,1807,"59669,95243,154091,257406,444484,771272,1322498,2188849,3661291,6316673,11257487,20059080,34438986,55045392,80089546,103487838,121120047,126862413,116756194,94944236,68480164,45322051,28232400,16895769,9805084,5641901,3257036,1899892,1125647,678712,416335,258553,161205,100143,61652,37459,22307,13157,7567,4242,2283,1230,618,274,125,50,26,6,0,0"
low_income,1808,"60090,95880,155152,259228,447737,777187,1333380,2208612,3697461,6381790,11373047,20255616,34746694,55496369,80650375,104097825,121719567,127282186,116910627,94912722,68405894,45279695,28217090,16890217,9801670,5639649,3255731,1899287,1125294,678501,416254,258526,161196,100167,61681,37485,22336,13173,7582,4251,2283,1244,626,274,126,50,26,6,0,0"
low_income,1809,"60405,96379,155993,260752,450634,782712,1343899,2228089,3733495,6447058,11488920,20452126,35052784,55940397,81193891,104670416,122261892,127662468,117077534,94932416,68383758,45274207,28222901,16896658,9806019,5642185,3256959,1899763,1125293,678376,416092,258358,161064,100058,61597,37426,22305,13165,7576,4251,2276,1242,625,272,125,51,26,6,0,0"
low_income,1810,"60560,96658,156532,261837,453009,787734,1354186,2248267,3772746,6521161,11624680,20687051,35427418,56499210,81893155,105416208,122957985,128181736,117365117,95029841,68406099,45301465,28251095,16921066,9824594,5654575,3264513,1904122,1127810,679745,416830,258691,161195,100099,61620,37438,22308,13165,7577,4256,2288,1244,621,272,124,50,26,6,0,0"
low_income,1811,"61148,97534,157886,264084,456803,794450,1366553,2271102,3815230,6599362,11765330,20927344,35811402,57074415,82611639,106192393,123685472,128698410,117624042,95117052,68432974,45332722,28277442,16932445,9827038,5654185,3263682,1903505,1127335,679419,416561,258510,161069,99997,61542,37389,22288,13156,7583,4257,2291,1241,623,270,125,50,25,6,0,0"
low_income,1812,"61479,98056,158724,265564,459633,800046,1377749,2293228,3857694,6677844,11905765,21165203,36189291,57634100,83310091,106961694,124443522,129287854,117976705,95295708,68543259,45415617,28335580,16970393,9849999,5667638,3271470,1907870,1129730,680724,417263,258889,161256,100121,61619,37447,22330,13173,7586,4266,2290,1240,629,273,126,51,25,6,0,0"
low_income,1813,"61119,97444,157779,264304,458298,799399,1379693,2301507,3880814,6731464,12016186,21370783,36532532,58176825,84099505,107782909,125077609,129681919,118272865,95636259,68847905,45669172,28521127,17094561,9931026,5719561,3304519,1929113,1143798,690178,423681,263221,164147,102045,62866,38250,22819,13474,7771,4395,2365,1285,651,283,132,53,27,6,0,0"
low_income,1814,"61450,97953,158634,265793,461082,804659,1389573,2319624,3914283,6792734,12126496,21565430,36852474,58651650,84719255,108497039,125852865,130394754,118844343,96042724,69122560,45859063,28642110,17165021,9969398,5739759,3315087,1934625,1146718,691774,424553,263723,164454,102231,63005,38335,22875,13511,7803,4398,2374,1296,645,282,131,52,27,7,0,0"
low_income,1815,"62082,98934,160204,268454,465883,813592,1406788,2352078,3974929,6902611,12312777,21869651,37337634,59314466,85521081,109350230,126648194,130967506,119195773,96255489,69262411,45970504,28721216,17209471,9991976,5751215,3320920,1937760,1148328,692625,424989,263937,164546,102282,63018,38358,22882,13518,7808,4406,2372,1300,643,282,132,53,27,7,0,0"
low_income,1816,"62367,99320,160782,269419,467577,816452,1411367,2359405,3988010,6928196,12373023,21999730,37553144,59707932,86068922,110014956,127457528,131808655,119924616,96781107,69623042,46223803,28889659,17312097,10052420,5786530,3341317,1949525,1155223,696710,427453,265433,165466,102856,63369,38566,23009,13603,7861,4439,2392,1305,652,284,132,55,27,7,0,0"
low_income,1817,"62704,99825,161653,271015,470684,822531,1423162,2381718,4029967,7005588,12511843,22238607,37940070,60280399,86795876,110833913,128295718,132515026,120425318,97100889,69842065,46394664,29011638,17390272,10101632,5816764,3358794,1959276,1160556,699566,429004,266314,165980,103181,63589,38719,23098,13657,7897,4468,2396,1306,656,285,133,55,28,7,0,0"
low_income,1818,"63025,100331,162513,272605,473823,828700,1435185,2404496,4072621,7084008,12651133,22475512,38321703,60835255,87489946,111609215,129090390,133204347,120937201,97467968,70119239,46623014,29178476,17498738,10167627,5854994,3379667,1970141,1166043,702367,430496,267179,166507,103517,63808,38857,23204,13729,7937,4487,2411,1315,655,286,134,55,27,8,0,0"
low_income,1819,"64025,101827,164707,275883,478852,836841,1448906,2428017,4114073,7157561,12781280,22699513,38680715,61368265,88170829,112388588,129872448,133814477,121341344,97722228,70384136,46927661,29472580,17714224,10292739,5915439,3406437,1982179,1171394,704553,431354,267506,166694,103624,63858,38899,23243,13735,7944,4483,2405,1311,653,283,132,55,27,9,0,0"
low_income,1820,"63279,100695,163133,273988,477175,836496,1452082,2438569,4139668,7212418,12889958,22899841,39021139,61893260,88867672,113206686,130717041,134527999,121845627,98070040,70683641,47191697,29686520,17856622,10366425,5948818,3421238,1989276,1175139,706464,432267,268009,166962,103815,64022,39014,23317,13789,7972,4497,2414,1305,656,288,130,55,28,9,0,0"
low_income,1821,"61546,97853,158648,267037,466793,822578,1437670,2432892,4154780,7261941,12996574,23106509,39364307,62406945,89480575,113785981,131210709,134908718,122176079,98444472,71039750,47592845,30064564,18160043,10609405,6111729,3517346,2043533,1204605,722019,440492,272454,169479,105291,64914,39583,23677,14008,8114,4585,2466,1328,670,292,130,55,28,10,0,0"
low_income,1822,"61417,97455,157809,265370,463761,818615,1435716,2442654,4188624,7335398,13130594,23345533,39758153,62955487,90136963,114456676,131835814,135372414,122521462,98681340,71365247,47972764,30417434,18405975,10732374,6167838,3545437,2059055,1214162,728168,444542,275026,171126,106337,65586,39986,23935,14158,8201,4634,2496,1329,682,295,129,55,29,10,0,0"
low_income,1823,"61442,97302,157293,264093,460996,814672,1433261,2451240,4219383,7401516,13249786,23556890,40101878,63427103,90692870,115030141,132394144,135862998,122985084,99111307,71769585,48409721,30838820,18736372,10962789,6311062,3627710,2105725,1240600,743121,452996,279956,174013,108085,66647,40665,24348,14415,8348,4727,2548,1359,700,296,133,57,29,11,0,0"
low_income,1824,"61526,97257,157049,263442,459651,813622,1436033,2469483,4267730,7499276,13415759,23830514,40532938,63975192,91300051,115601293,132891725,136218785,123232106,99350191,72115994,48885490,31342826,19154041,11257207,6493800,3733424,2165192,1273254,760472,461969,284587,176463,109443,67464,41173,24701,14639,8495,4818,2613,1395,727,313,146,61,30,11,0,0"
low_income,1825,"61724,97459,157159,263256,458752,812468,1436780,2481820,4301725,7566927,13534214,24036668,40859427,64439121,91845034,116167260,133504486,136831220,123814187,99807769,72595764,49323195,31729810,19434843,11431385,6605209,3805276,2208043,1298231,774820,470114,289098,178984,110862,68269,41626,24941,14765,8572,4855,2634,1411,733,328,143,63,30,12,0,0"
low_income,1826,"61682,97169,156388,261544,455212,806689,1429020,2479574,4312292,7599674,13604585,24183144,41097210,64801678,92291091,116626846,133990995,137343847,124376478,100360845,73173469,49930168,32289795,19871197,11739787,6796229,3915379,2269853,1332024,792923,479718,294248,181770,112352,69068,42049,25185,14896,8652,4910,2675,1429,749,340,152,71,30,13,0,0"
low_income,1827,"61828,97177,156032,260459,452633,802607,1424697,2484389,4336308,7656360,13709496,24377383,41421557,65265260,92864113,117266376,134700951,138060845,125080659,100992500,73732189,50363490,32596021,20060436,11840545,6852250,3950367,2291864,1345833,801502,485100,297655,183919,113711,69920,42588,25518,15100,8776,5005,2724,1451,768,353,154,77,36,13,0,0"
low_income,1828,"61948,97215,155881,259910,451277,800889,1424574,2496650,4373839,7737555,13854587,24627832,41827319,65813874,93494818,117908347,135317063,138613558,125634858,101533403,74250520,50820983,32963432,20306128,11991383,6942886,4003845,2322167,1362506,810534,490088,300483,185597,114681,70500,42905,25715,15215,8843,5039,2755,1470,781,362,159,80,41,14,0,0"
low_income,1829,"61949,97104,156024,260178,451004,800402,1425919,2511403,4415777,7825648,14007864,24885402,42235876,66346692,94090105,118476725,135800107,138970383,125982140,101899140,74646242,51253396,33392570,20654947,12250214,7115434,4111786,2387785,1401918,833637,503293,307924,189761,117035,71830,43680,26168,15470,8985,5128,2812,1491,794,370,159,79,41,16,0,0"
low_income,1830,"62003,97034,155838,259558,449427,798043,1424146,2519970,4446175,7892481,14125883,25089447,42565370,66804539,94658400,119129261,136487222,139606998,126562405,102391205,75047515,51554839,33605258,20780520,12315788,7157078,4142588,2408969,1416109,843056,509619,312163,192548,118874,73008,44415,26618,15733,9158,5217,2863,1525,817,381,160,82,42,17,0,0"
low_income,1831,"61892,96719,155053,257919,445944,792181,1415719,2515654,4452089,7916169,14169932,25167785,42704224,67017619,94969866,119519004,136892466,139952902,126774691,102469206,75041616,51528753,33612934,20774549,12288141,7121421,4109371,2383632,1398388,830930,501507,306898,189266,116830,71778,43640,26146,15424,8944,5077,2771,1460,785,354,146,71,32,14,0,0"
low_income,1832,"61852,96512,154272,256493,442962,786914,1407658,2509981,4453447,7929903,14195483,25215311,42792875,67172004,95202205,119797708,137215578,140256104,127002528,102696831,75379325,52025376,34230694,21358283,12745478,7420367,4280838,2478473,1449886,858478,516000,314673,193525,119298,73220,44521,26676,15735,9132,5198,2843,1497,807,370,155,73,32,14,0,0"
low_income,1833,"61677,96156,153573,254910,439511,780481,1397012,2499760,4447009,7929981,14201246,25233658,42826438,67272162,95419903,120154305,137735195,140913848,127685395,103270433,75837056,52379223,34480368,21510326,12827962,7467603,4313696,2501597,1466472,870511,524596,320644,197612,122008,75013,45701,27436,16203,9419,5359,2935,1548,832,379,162,73,33,14,0,0"
low_income,1834,"61522,95821,152846,253394,436265,774475,1387153,2489327,4438776,7925247,14197628,25236655,42835767,67334322,95574582,120405229,138120652,141444968,128289074,103804848,76291431,52807963,34894137,21834116,13048487,7599047,4386555,2539783,1487948,883600,532825,325798,200827,124002,76247,46442,27903,16482,9581,5457,2988,1580,844,385,170,75,32,14,0,0"
low_income,1835,"61267,95429,152023,251860,433313,769436,1380364,2486903,4448377,7955139,14247269,25305095,42938296,67459447,95742832,120606404,138340793,141714644,128650940,104267200,76784217,53295166,35378906,22236956,13343862,7790014,4499364,2604784,1525759,905734,545720,333373,205324,126736,77968,47523,28605,16912,9872,5626,3089,1634,870,403,172,79,34,15,0,0"
low_income,1836,"61207,95311,151777,251207,431743,766523,1376591,2487389,4460659,7987428,14301593,25388412,43072690,67653620,96030212,120974717,138752196,142182371,129172451,104797302,77260168,53689301,35666794,22420915,13444781,7845584,4538233,2632947,1546557,920856,556170,340370,209913,129736,79930,48809,29459,17455,10210,5840,3215,1704,899,425,172,83,35,15,0,0"
low_income,1837,"61096,95050,151142,249817,428662,760446,1366016,2474442,4448057,7975711,14287360,25371383,43035717,67637568,96063011,121034542,138860030,142398555,129499981,105234111,77837271,54400447,36394836,23012731,13849164,8092939,4686598,2722740,1601716,954816,576944,353065,217672,134509,82880,50650,30610,18190,10667,6116,3368,1789,946,447,185,88,35,15,0,0"
low_income,1838,"61004,94825,150591,248679,426260,755794,1358825,2468307,4449750,7991206,14316283,25414676,43100312,67732516,96210894,121227192,139102901,142758565,129999237,105792999,78304509,54776209,36787903,23397963,14181228,8332030,4838151,2816266,1659579,990395,598641,366171,225624,139404,85914,52561,31834,18954,11165,6418,3560,1897,1013,474,198,94,43,16,0,0"
low_income,1839,"60995,94744,150400,248100,424683,752573,1354158,2465959,4457116,8015285,14358054,25475684,43196825,67870959,96416884,121484832,139431899,143255096,130667342,106518931,78949394,55302143,37119966,23578645,14234573,8332137,4832409,2812014,1657093,989319,598306,366218,225752,139496,85969,52576,31819,18972,11164,6418,3564,1894,1011,470,206,97,46,16,0,0"
low_income,1840,"60829,94370,149232,245188,419041,742254,1336712,2439863,4422255,7965701,14279545,25353799,42993534,67572778,95959578,120714583,138252395,141504722,128146765,103113739,74852227,50974843,33199848,20484953,12092689,7041977,4097788,2391702,1415879,851093,518693,319666,198157,122858,75807,46277,27889,16531,9665,5529,3062,1619,863,404,175,82,38,17,0,0"
low_income,1841,"60514,93807,148302,243600,416185,737059,1328748,2430675,4416896,7967218,14285661,25363783,43023558,67645757,96117812,120957953,138574054,141951538,128675347,103670810,75376666,51447998,33595846,20786699,12287571,7158098,4165767,2430639,1438021,863846,526008,323975,200718,124400,76758,46859,28269,16767,9807,5625,3113,1650,881,417,187,85,38,17,0,0"
low_income,1842,"60949,94401,148923,244082,415882,734949,1324300,2424989,4415406,7972880,14296601,25378664,43052351,67709331,96241481,121066122,138591150,141899406,128531075,103358801,74883105,50901787,33187323,20574646,12191828,7113647,4145283,2419694,1431409,859615,523210,322119,199552,123670,76318,46581,28107,16669,9760,5597,3102,1645,876,414,185,86,38,17,0,0"
low_income,1843,"62618,96842,152269,248394,420943,740264,1330569,2434909,4437886,8014802,14358520,25456118,43165543,67869780,96491920,121398117,138962834,142296855,128943319,103773888,75261703,51244472,33476514,20818852,12361398,7219344,4209823,2458291,1454014,872786,530850,326560,202212,125288,77297,47209,28496,16915,9902,5684,3164,1679,898,427,192,87,42,18,0,0"
low_income,1844,"65803,101539,158789,256777,430817,750746,1341465,2448266,4467404,8077563,14465346,25604300,43374372,68137671,96884831,121925310,139511366,142747972,129213016,103907619,75293510,51288950,33586383,20973106,12493317,7312083,4273226,2500906,1481134,889284,540677,332509,205882,127645,78819,48200,29125,17304,10137,5827,3245,1732,921,437,202,89,45,18,0,0"
low_income,1845,"68550,105976,165574,266691,444637,769263,1367345,2486643,4532829,8185411,14622426,25819113,43690820,68526386,97382430,122539325,140131729,143294379,129630171,104235721,75395437,51207390,33485340,20941800,12507461,7347053,4311777,2535125,1508676,909045,553729,340831,211140,130960,80937,49550,29955,17846,10484,6056,3377,1817,973,471,216,102,51,21,0,0"
low_income,1846,"70041,108281,168794,270940,449968,775587,1376120,2500747,4562933,8241635,14708750,25943623,43877704,68773391,97745400,123027161,140684879,143917566,130233899,104679490,75586378,51287262,33544376,21033434,12594487,7410947,4356510,2566147,1528877,921280,560976,345126,213706,132443,81810,50050,30276,18062,10611,6132,3442,1850,1002,478,227,105,56,23,0,0"
low_income,1847,"69633,107303,166944,267593,443949,764815,1359037,2476295,4538540,8223959,14702056,25955476,43939509,68904991,97964292,123322363,141085521,144386580,130730356,105257897,76133687,51752310,33905181,21303627,12764628,7509067,4413375,2600985,1550717,935381,570023,350930,217517,135017,83496,51183,31017,18547,10923,6329,3562,1923,1040,513,240,113,57,31,0,0"
