west_and_rest,time,income_mountain_50bracket_shape_for_log
rest,1880,"54032,84324,131347,209426,345058,586079,1024357,1862337,3492506,6627802,12397114,22292818,38129163,62002551,91263531,120082755,143911960,151928559,141322735,117264961,88657942,62108711,41390220,26550437,16368201,9846018,5873026,3482144,2063494,1229759,740101,449436,275294,169820,105114,65040,40127,24659,15046,9013,5314,3010,1669,902,469,257,137,77,35,18"
rest,1881,"56169,88581,139997,228730,382807,650472,1131473,2005068,3690076,6871068,12516290,22221877,37987076,61685523,91118947,120352671,144573055,152555008,142069560,118171679,89652140,63000152,42063569,26966577,16628057,9990440,5954141,3520308,2082491,1243295,750041,456977,281209,174423,108618,67547,41801,25741,15736,9448,5564,3169,1760,957,501,278,150,81,41,18"
rest,1882,"53026,82201,126917,201053,329306,558454,981086,1796920,3420766,6567209,12347697,22217104,38033207,61987026,91589644,121042330,145601785,153709420,143133853,118997410,90359157,63728716,42712248,27426950,16935442,10191800,6079050,3596355,2127983,1269460,764382,464856,285720,177170,110350,68689,42538,26206,16020,9616,5669,3243,1803,988,521,281,156,87,43,18"
rest,1883,"54029,83719,129526,205911,338520,575030,1010255,1849774,3512892,6712254,12508837,22329797,38134581,62137905,91919157,121761410,146915548,155348892,144832659,120272971,90956323,63798913,42578250,27300771,16886444,10177543,6076996,3599083,2131891,1272281,765813,465502,286188,177599,110763,69038,42834,26441,16188,9739,5755,3293,1842,993,536,289,161,95,45,18"
rest,1884,"55013,85789,133593,213740,352786,599495,1050400,1901426,3554841,6748566,12458837,22145211,37815841,61754385,91764898,122016960,147687227,156447951,146359959,121812840,92214015,64715365,43221071,27707891,17160739,10358366,6193083,3672879,2177373,1299240,781319,474509,291555,180833,112749,70301,43600,26915,16468,9909,5846,3337,1872,1008,545,293,163,96,49,18"
rest,1885,"53399,82464,126910,199988,324895,545455,951299,1731803,3271304,6257562,11820604,21510255,37229530,61131282,91378791,121993055,148390998,157918192,148556881,124258573,94238397,66108889,44088174,28210884,17452504,10545203,6328708,3768235,2243624,1342817,808474,491721,302798,188103,117332,73128,45278,27876,16975,10176,5993,3421,1899,1035,552,296,168,93,53,17"
rest,1886,"51255,79043,121979,192787,314334,530680,931596,1710583,3263127,6263785,11891986,21772396,37827858,62346889,93045146,124276388,150892592,159828858,149055711,123386798,93145095,65525718,43958708,28242591,17557951,10620130,6372053,3797946,2257108,1344529,805963,487839,298541,184383,114366,70969,43791,26825,16234,9681,5688,3236,1808,972,520,281,149,83,40,16"
rest,1887,"48650,75461,116708,184891,302566,512602,902355,1656922,3149623,6037344,11468378,21055526,36718007,60672712,91108558,122191095,149429080,159537136,150771879,126741822,96816585,68811299,46320484,29849529,18604357,11294599,6796440,4057942,2414141,1440410,865694,525170,321372,197887,122310,75692,46585,28483,17231,10264,6014,3442,1919,1028,545,299,153,86,46,17"
rest,1888,"49029,75978,117238,184816,300581,506254,886534,1620337,3072849,5878521,11170304,20588307,36085722,59974192,90730715,122385361,150800034,161899230,153340298,129038833,98448460,69535080,46639456,29957279,18580661,11254151,6778815,4048019,2410597,1441057,867271,526487,322075,198193,122435,75690,46583,28482,17225,10244,6001,3443,1924,1033,547,299,160,85,49,20"
rest,1889,"49345,76267,117583,185408,301446,507284,887740,1621501,3071649,5866801,11128815,20472956,35860772,59998285,91346190,123871826,153338910,164690745,155215820,129720702,98534871,69354344,46490928,29743941,18374864,11081573,6655235,3968708,2360597,1408806,846205,512705,313149,192577,118967,73625,45349,27747,16805,9995,5840,3336,1861,999,529,289,152,80,47,18"
rest,1890,"48460,74804,115033,180693,292022,488057,848110,1539374,2908223,5553789,10553222,19516940,34345111,57792744,89089065,121811239,152450847,165755652,158106203,133681954,102300145,72321993,48510105,30954087,19071466,11454040,6837824,4056859,2400736,1425701,853342,515989,314902,193677,119747,74164,45714,27983,16951,10088,5924,3382,1889,1007,532,284,153,80,44,16"
rest,1891,"48788,75514,116925,185054,301171,507027,889048,1631400,3103770,5939586,11260363,20661900,36142739,60812700,92932378,126663404,157181219,168547777,157339757,130307250,98616456,69416989,46739125,29864957,18316986,10946842,6507970,3846171,2269848,1345736,803607,484564,294936,181170,112070,69453,42830,26236,15916,9468,5550,3163,1761,933,499,262,131,75,40,15"
rest,1892,"47113,72721,112045,176161,284661,475983,829177,1511632,2874096,5511873,10474328,19415359,34283417,58082352,89964949,123522672,155143909,168466902,160279025,135019109,103265362,73276021,49460119,31620133,19387355,11563011,6891267,4095362,2427399,1443860,864696,522410,318075,195071,120370,74509,45977,28173,17101,10199,5994,3430,1934,1026,549,296,153,84,49,21"
rest,1893,"45760,70938,109545,172349,279056,468343,819918,1498814,2846009,5439239,10276119,18977193,33532811,56945156,88737479,122264634,154298647,168341235,161415973,137373611,105876049,75564928,51087544,32778248,20177262,12108221,7254298,4324282,2568298,1530107,916523,553299,336496,205693,126394,77959,47986,29362,17808,10624,6230,3574,2012,1062,580,301,164,90,53,27"
rest,1894,"44372,68748,105955,166148,268085,449418,789709,1453111,2778539,5348253,10075290,18547306,32772515,55824190,87484965,120973728,153177816,167730149,161774709,138870653,107949863,78181432,53481469,34596532,21500164,13000494,7823544,4695226,2799268,1670703,1000903,603332,365910,222802,136108,83497,51290,31388,19062,11426,6721,3887,2198,1184,639,338,184,104,61,36"
rest,1895,"44770,69226,106451,166492,267529,446525,782953,1442050,2765612,5341521,10082884,18609220,33018216,56485770,88549550,122519080,155287910,169541532,162997370,139339449,107809979,77796377,53188934,34399193,21316588,12862173,7715865,4626925,2757199,1645151,984781,591913,358011,217552,132654,81241,49833,30465,18487,11036,6472,3718,2090,1134,598,318,178,101,55,33"
rest,1896,"44943,69945,108302,170459,275494,462592,817474,1519995,2924949,5647875,10637992,19429502,34151944,58298944,90833948,125505973,158151961,171182487,162403474,137118824,105678608,76293523,52519068,34149891,21256857,12885480,7782962,4689641,2806618,1681000,1008390,606173,366097,221930,134872,82372,50520,30953,18816,11263,6612,3793,2134,1165,616,331,183,104,59,32"
rest,1897,"48307,74928,115060,178689,284222,469929,813057,1469882,2765919,5190999,9630565,17766030,31848357,54458898,85909784,119582088,153126460,169935214,166087846,145184071,113813188,82307581,56334059,36419871,22470415,13490933,8076204,4802982,2840423,1685592,1005535,603701,364457,221033,134787,82660,50722,30989,18829,11248,6607,3786,2137,1166,609,323,183,100,57,33"
rest,1898,"50239,77875,119221,184090,290120,471929,802172,1433701,2685226,5109401,9561015,17620944,31524145,54042345,85503090,119297551,152995784,169880565,166250223,145680105,114512510,83970268,58296722,38113224,23665436,14284371,8532343,5081149,3006802,1778458,1056470,631732,380000,229855,139755,85563,52547,32142,19562,11747,6943,4018,2277,1257,658,356,201,108,60,39"
rest,1899,"51883,81011,124719,195157,315271,529211,922261,1667509,3075172,5580029,10165479,18548927,32826208,56025432,88174716,122551620,156516253,171374872,165486958,142599522,111285507,81736965,57413189,38094551,24008656,14629766,8815028,5284815,3133058,1854024,1097767,651595,389592,234526,141677,86194,52754,32292,19701,11852,7020,4068,2302,1267,666,367,203,109,63,40"
rest,1900,"52751,81470,124265,191926,302617,492611,838399,1499289,2806572,5316911,9905326,18113452,32115732,55184653,87605974,122336587,156909961,172863083,167708127,145242531,113559639,83460508,58625507,38908004,24383879,14703664,8749226,5168582,3028615,1777476,1046839,619754,370190,222843,135051,82545,50700,31104,19011,11494,6823,3968,2240,1226,640,345,190,102,62,37"
rest,1901,"51544,79603,121396,187569,296044,482066,820011,1468049,2759608,5259713,9847528,18077211,32081747,55098024,87464885,122309835,157052026,173333364,168608710,146527904,114888905,84873974,60005020,40019478,25178734,15202349,9034157,5328658,3116134,1824559,1073131,634482,378026,226957,137218,83734,51415,31564,19345,11724,7001,4083,2322,1276,672,358,204,111,67,39"
rest,1902,"50106,77585,118483,183135,288656,469106,796358,1424462,2672698,5074999,9469268,17465472,31357443,53877515,85614412,120119397,154687061,172778344,170059901,150663440,119737376,88496454,62393824,41469239,26054770,15742144,9397841,5553658,3248566,1903518,1120608,662907,394896,236730,142643,86663,52933,32387,19765,11960,7142,4143,2368,1289,672,358,194,107,68,36"
rest,1903,"52815,81987,125334,193522,304500,493040,830163,1468145,2725877,5148633,9557006,17529640,31529742,54208931,86057200,120730521,155334906,173470163,171185616,152181902,120916942,89648207,63248701,42067814,26371100,15939769,9501499,5624094,3295091,1927978,1130420,665170,394729,235800,141530,85746,52332,31987,19501,11754,6985,4042,2299,1255,660,344,189,102,63,33"
rest,1904,"52992,82728,127450,198907,318260,526364,901199,1607935,2960788,5368766,9700780,17643232,31774040,54533500,86466852,121326288,155801733,173235510,170842024,152301474,121568453,90771714,64720400,43485414,27490861,16750920,10059732,5991685,3523210,2065396,1212009,713052,422867,251873,150080,90110,54577,33198,20192,12172,7259,4210,2405,1318,701,357,199,110,68,34"
rest,1905,"53625,83150,127603,197615,310873,501817,842141,1486889,2759163,5222896,9753266,17946838,32290632,55705595,88341676,123997975,159300843,176586099,173768180,153515959,121387740,89713384,63373702,42372106,26622188,16117460,9639302,5731972,3367544,1975837,1160776,682118,403873,240398,143154,85816,51945,31588,19176,11523,6828,3957,2247,1209,659,330,184,101,60,33"
rest,1906,"52593,81076,124207,192452,303292,490337,822183,1449330,2688946,5112238,9639484,17853057,32313819,55836970,88518474,124318692,159453932,176758120,174486003,155167404,123074987,91562615,65029540,43610197,27358868,16557022,9851938,5838834,3427253,2003606,1171414,685493,404330,240141,142868,85578,51774,31485,19108,11482,6797,3947,2238,1208,657,328,183,96,59,29"
rest,1907,"54000,83212,127740,198860,316332,519051,884531,1576792,2938983,5518237,10173916,18559755,33323921,57568147,91105189,128007851,164205365,179782813,175586310,153512128,120534721,89550269,63888396,43028588,26982392,16308529,9688961,5733074,3362123,1965326,1148962,671341,394798,233629,138683,83043,50324,30650,18598,11186,6615,3827,2158,1166,631,313,171,91,53,25"
rest,1908,"53097,82168,126015,196114,311537,509624,865892,1541538,2873165,5426931,10079178,18510617,33326570,57540745,90964325,127966606,164078600,179926828,176362006,154795687,122123592,91334583,65695839,44531321,28103501,17051514,10155960,6018422,3532469,2063868,1206916,705828,414826,244943,144715,86152,52003,31618,19193,11524,6824,3931,2219,1205,625,322,172,93,56,26"
rest,1909,"47403,73091,111694,174043,277934,458336,784746,1407364,2638876,5011562,9336242,17268310,31635492,55087066,87481200,123831289,158577074,176961817,176537028,160634083,130112411,98400631,70700923,47759240,30103496,18265574,10894920,6458253,3782228,2204173,1287790,753410,442905,261536,154343,91660,55127,33396,20178,12065,7095,4065,2286,1235,638,320,170,89,50,22"
rest,1910,"42659,64932,98707,154078,247359,409837,705231,1276877,2422710,4682526,8990808,16969566,31304292,54703653,87230671,124022258,158907120,177449691,178082436,162695444,132105840,100172526,72138087,48899836,30899030,18832593,11298175,6726769,3952300,2307868,1350042,790372,464971,274571,161587,95434,57082,34467,20770,12371,7247,4132,2298,1237,618,312,159,74,43,19"
rest,1911,"42601,64524,97685,152260,244240,405066,698731,1268773,2417239,4690024,9010500,17014780,31443345,55163399,88169662,125639535,161002357,179124832,179442260,163369113,132276672,100312700,72533383,49421854,31312937,19030118,11342899,6711389,3921096,2276546,1325594,773496,453510,267133,157136,92929,55745,33730,20336,12141,7089,4045,2257,1191,615,304,160,78,45,20"
rest,1912,"41679,63507,96220,149698,239722,395699,677801,1219689,2302468,4434977,8490223,16007216,29587137,52359804,85562702,123139465,161320965,182199470,183047909,167171459,135412284,102497700,74185965,50868242,32371814,19779078,11860986,7052871,4143393,2414013,1406077,817895,477100,279586,163131,95399,56598,34011,20410,12153,7061,4007,2226,1166,588,281,143,64,39,11"
rest,1913,"40378,61835,93804,145757,232640,383153,655087,1175477,2211708,4245148,8098970,15210290,27961018,49784375,83117720,121086698,162095756,185531542,186449408,169655793,137024045,103662926,75501863,52643407,34135596,21183846,12784060,7566165,4403141,2534319,1438803,808363,459348,265697,153968,89634,52997,31779,19040,11348,6625,3779,2100,1122,563,266,136,63,29,10"
rest,1914,"40752,62468,94912,147903,237138,393174,675996,1213605,2271203,4314081,8061590,14985893,27612596,49361966,82565726,120467596,161180823,185478552,186595016,171763477,140313524,106865292,77954999,54298388,35082396,21571179,12844554,7489923,4283860,2423011,1345191,742858,419061,241637,140361,82630,49390,29738,17857,10619,6182,3534,1957,1052,532,250,123,58,27,10"
rest,1915,"41734,64240,97728,152349,244436,405966,698332,1251244,2335430,4404397,8170012,15139486,27879091,49874412,83640703,122166396,163838290,187868775,188211405,171924334,139442634,106167941,78038035,54687863,35431899,21869000,13039744,7595329,4345623,2460411,1364156,748134,418253,239460,138341,81133,48354,29095,17456,10382,6059,3477,1934,1040,542,256,123,55,27,10"
rest,1916,"43655,70881,112501,177108,283791,467725,791847,1384240,2511718,4607335,8383320,15356381,28212581,50460361,84607641,123555336,165602597,189939887,189925876,173806235,140995697,106463230,77578208,53470028,34330479,21270705,12908052,7681255,4487435,2581656,1468271,831141,473721,273643,159370,94184,56246,33450,19564,11299,6455,3665,2063,1133,618,303,167,72,38,15"
rest,1917,"46664,77438,121190,190279,304336,499798,841546,1459805,2626410,4761270,8609826,15724399,28913752,51767299,86742499,126643492,169953464,193769773,192692384,175023955,140781111,105185293,75969609,51854718,32927043,20147992,12088746,7091366,4108074,2366255,1356992,770306,438007,251969,147679,88159,52999,31673,18679,10910,6282,3606,2033,1119,611,300,159,70,35,10"
rest,1918,"53572,82875,126889,198368,318131,526444,897746,1582879,2890199,5272057,9651549,17885636,32813925,58121220,96138835,138554400,183373561,202101980,195308250,168901823,130165431,94563054,68143831,46778986,29688177,18023029,10706824,6245320,3614620,2092154,1198957,675773,383849,223082,132401,79995,48910,29934,18112,10847,6323,3672,2041,1104,602,297,144,71,29,19"
rest,1919,"51540,79233,120943,189218,304718,507760,870781,1537770,2800164,5108521,9424132,17641314,32498754,57271223,94292730,135145928,177992967,198790608,194375546,173992327,137132410,100350157,72119569,49396305,31327887,19016432,11368327,6644445,3839441,2223103,1272938,716571,406947,236402,139909,83968,50951,30919,18603,11053,6422,3721,2063,1137,626,310,155,78,32,20"
rest,1920,"52496,80636,123408,194202,314725,526256,903835,1598138,2906731,5277508,9709068,18176103,33313871,58708314,96714536,138717007,183463501,202626926,197089132,173164558,134581324,98213856,70835642,48489503,30747059,18722857,11159887,6536215,3791556,2192014,1255172,707753,401224,231206,135409,80514,48666,29527,17808,10597,6187,3571,1986,1087,606,300,150,81,35,20"
rest,1921,"52927,81733,125026,195916,314918,522284,889659,1559039,2837428,5210701,9687682,18134001,33144430,58199870,95418446,136555727,180382999,201339224,197209282,176322493,138654188,101596140,73657303,51304255,32919639,20019932,11949906,6980855,4031229,2329892,1334330,751854,425980,245119,143016,84504,50578,30360,18110,10665,6166,3546,1974,1095,618,302,156,76,39,20"
rest,1922,"49894,77059,117410,182920,292020,480166,811957,1415746,2572639,4758962,8819906,16631057,31135980,55720457,93022390,134714471,179604550,202873587,199761582,180420763,143459152,105788783,76727998,53362770,34251572,20939701,12586959,7397642,4299670,2495239,1435256,814206,464875,269275,157538,93216,55940,33708,20134,11894,6891,3987,2236,1257,717,358,191,101,46,26"
rest,1923,"48183,74485,113143,175771,279569,457637,771602,1344290,2445532,4556935,8442923,15890692,29986663,54496822,92083300,134995630,181493063,204730121,201959260,182034489,144996444,107572680,78597538,55256677,35765251,21875974,13149548,7732765,4508356,2621175,1510896,857211,486861,280532,162623,94940,56340,33751,20078,11834,6813,3940,2200,1229,698,353,190,101,49,28"
