world_4region,time,income_mountain_50bracket_shape_for_log
africa,2081,"17,188,415,815,2930,15270,31531,52491,80675,121354,184370,287263,464463,790322,1423007,2656090,5105825,10221884,20611973,39795371,73127595,128686258,210541982,305727675,392111296,442425226,452558376,431643374,379666354,289780578,201298314,130501534,80211574,47753161,27939357,15989749,8982299,5062133,2903865,1687789,972453,552446,313276,177451,99695,56114,31403,17552,9938,5700"
africa,2082,"9,178,404,791,2577,13462,28721,48596,75536,114512,175041,274146,444644,757941,1365679,2551823,4897948,9788293,19764390,38336339,70704866,124757894,205535827,301007210,389669361,443598467,456774567,437680233,388757758,299836900,209929174,136880975,84521929,50415112,29536675,16924474,9507908,5348106,3061874,1776850,1024489,581811,329649,186591,104731,58897,32960,18425,10418,5987"
africa,2083,"4,166,394,769,2319,12745,28265,48151,75183,113920,173687,271093,437359,740912,1326963,2471338,4727495,9423339,19040115,37064387,68555395,121212085,200824635,296544729,387442236,445045328,461059275,443534942,397254019,309490344,218196991,142962868,88601384,52860165,30947436,17735570,9958174,5588310,3191614,1849780,1068525,607606,344494,195118,109594,61619,34485,19250,10871,6231"
africa,2084,"0,207,511,983,2548,12507,28478,48642,75940,115145,175234,271958,435447,733902,1311886,2439871,4635197,9175737,18461120,35932959,66617489,117963259,196284841,291889659,384647806,445849707,464919303,449490121,405732397,319454670,226597054,149020618,92553675,55196391,32295324,18493363,10370160,5808845,3312886,1918235,1108727,629813,356629,202072,113791,64241,36138,20228,11445,6566"
africa,2085,"0,187,496,956,2369,11739,27976,48222,75578,114516,173885,269119,429041,719050,1277505,2369101,4491701,8863582,17820182,34777314,64685935,114800523,191852570,287298540,381567096,446157665,468112393,454616538,413343450,329099528,235178850,155594250,97120894,58089582,34051895,19535652,10963283,6132482,3490507,2018527,1167902,663927,375948,212891,119795,67536,37984,21271,12019,6886"
africa,2086,"0,167,481,933,2189,9755,23456,41433,66435,102586,158591,249321,402272,679900,1214191,2263197,4305441,8503979,17126460,33553024,62673732,111589429,187225722,282323631,377956617,446205105,471325633,459923218,421033402,339098619,244101193,162446810,101839387,61006042,35772184,20553548,11553500,6458667,3670007,2118358,1225787,696891,394330,223111,125539,70748,39810,22264,12553,7169"
africa,2087,"0,146,465,910,2407,9802,23054,40545,64858,99941,154272,242413,390953,660324,1177206,2193517,4166495,8197564,16491294,32394266,60646366,108280449,182469782,277322079,374187260,446089017,474520581,465242329,428265920,348761104,252889688,169330172,106712187,64117646,37636716,21639181,12167599,6790799,3849212,2217296,1283237,730066,413135,233690,131507,74041,41681,23317,13134,7499"
africa,2088,"0,127,449,889,2381,9737,22985,40464,64647,99256,152676,239100,384371,646601,1147406,2132123,4038793,7907791,15878932,31268796,58696477,105151636,177877080,272444214,370462559,445793281,477275536,470223165,435443848,358705928,261882430,176256753,111491343,67044215,39307314,22592133,12708714,7083547,4006551,2304731,1334574,760043,430210,243377,137033,77082,43373,24255,13644,7782"
africa,2089,"0,111,444,896,2224,8639,19606,35234,57765,90449,141483,224553,364402,616560,1098594,2051473,3900602,7624551,15293170,30165884,56729536,101915713,172934407,266862770,365886623,444724980,479978999,475613463,442562236,368509772,270952888,183392148,116627264,70434572,41373429,23819466,13417701,7472879,4219796,2424667,1403674,799426,451912,255321,143708,80719,45382,25366,14236,8107"
africa,2090,"0,96,426,875,2072,7604,16914,31060,52017,82807,131304,210712,344895,586728,1048990,1965098,3746040,7318096,14684244,29059896,54838913,98895016,168269201,261390596,360928997,442653531,481520809,480194186,449702100,379109706,281035906,191101128,121927795,73751457,43303435,24931134,14056660,7833167,4428487,2553895,1486182,850066,480933,271505,152724,85634,48020,26708,14905,8475"
africa,2091,"0,79,409,851,2135,8508,18635,33404,54678,85543,133602,211859,343703,580171,1030087,1920540,3649328,7086675,14151176,27987276,52871775,95722213,163515618,255769561,355882319,440482759,482778533,484292671,455961846,388791594,290806307,199011103,127658543,77552155,45659327,26400494,14970295,8369609,4734699,2734734,1596455,916266,517835,290908,162781,90933,50854,28145,15597,8830"
africa,2092,"0,75,467,996,2354,9340,20266,35928,58123,90136,139516,218865,350750,585296,1031586,1917423,3628201,6970400,13790894,27118795,51081430,92612628,158802495,250138827,350887205,438231129,484152420,488441340,462117459,398242286,300559886,207061763,133370590,81213170,47747133,27577116,15628072,8736961,4932151,2842312,1660044,955633,540506,303593,169864,94801,53038,29377,16270,9200"
africa,2093,"0,86,580,1260,2712,9817,21325,37672,60902,94532,145918,226921,359002,591921,1037567,1928424,3634905,6894264,13488461,26314932,49342675,89441708,153931408,244307426,345767041,435848111,485730731,492849851,468118711,407155505,309882619,214834761,138958733,84934888,50032596,28961754,16454893,9210094,5194900,2990966,1746843,1007869,570679,320603,179376,99992,55917,30974,17124,9672"
africa,2094,"0,64,550,1222,2554,9785,21662,38235,61578,95044,145812,225533,354995,581511,1012804,1874323,3531754,6678035,13023918,25409963,47709341,86615851,149534635,238788625,340504205,432669287,486075489,495938196,473096100,415726574,319672702,223528052,145506667,89390191,52731445,30528294,17353083,9700610,5451164,3126108,1820375,1050301,594353,333624,186599,103987,58154,32238,17815,10036"
africa,2095,"0,44,521,1185,2403,9578,21617,38246,61567,94800,144866,223126,349747,569454,985758,1816050,3419350,6445101,12524709,24432855,45966491,83549891,144738563,232729597,334754303,429352534,486848752,499682004,478427163,423970963,329159987,231949883,151910104,93882835,55608135,32315851,18464899,10357584,5817582,3329240,1934773,1116821,631333,353249,196929,109592,61312,34039,18807,10586"
africa,2096,"0,25,488,1147,2279,8932,20986,37493,60344,92877,141750,217959,340903,552656,952647,1750416,3300206,6215781,12052069,23514772,44333290,80713222,140425770,227271598,329685795,426427752,487860906,503851311,484511062,432515660,338548100,239735286,157386821,97428111,57692869,33514639,19174710,10770849,6056949,3475857,2028607,1176601,665568,371585,206822,115140,64575,35904,19747,11045"
africa,2097,"0,10,456,1110,2185,8510,20768,37289,60071,92250,140242,214740,334426,538825,922701,1686377,3177028,5975743,11560246,22579937,42747331,78083329,136362630,222060530,324469676,422572166,487375375,506362039,488999822,439965183,348202812,248553744,164116646,102101277,60633803,35259583,20191100,11341545,6363492,3641370,2120420,1230303,696162,388511,216109,120263,67438,37533,20637,11518"
africa,2098,"0,4,460,1172,2291,8155,20614,37325,60344,92636,140613,214611,332451,531789,905260,1648812,3103408,5811765,11173245,21755120,41207471,75356141,132032091,216215110,318512870,418250965,486840475,509202232,493881713,447450025,357837051,257322211,170928634,106868379,63665074,37075577,21269436,11962245,6701282,3825506,2224092,1291720,731793,408514,227118,126276,70733,39371,21640,12041"
africa,2099,"0,0,452,1222,2391,8008,20699,37741,61050,93689,141874,215658,332125,527144,891720,1618560,3046460,5690835,10880526,21101862,39948243,73056482,128256457,210834182,312737554,413552709,485635817,511480252,498341770,454406299,367241652,266069553,177767642,111674285,66703727,38872797,22315999,12558935,7024734,4000494,2321928,1349502,765300,427289,237469,131965,73897,41176,22655,12574"
africa,2100,"0,0,424,1248,2462,8129,21558,39344,63342,96419,144851,218437,333223,522895,875681,1579702,2971529,5534394,10503533,20281187,38370503,70187647,123665645,204403735,305982154,408187403,484028010,513468155,502907043,461841265,377516050,275662081,185440832,117082034,70172168,40928335,23523312,13258564,7408608,4206998,2434435,1413550,801262,446616,247602,137309,76683,42711,23476,13003"
americas,1800,"365,636,1255,2304,3876,6497,11027,19195,34500,63974,119705,221881,400040,677760,1090747,1652640,2197327,2563071,2754122,2740658,2516665,2080486,1540360,1080988,716612,432791,255869,150837,87848,51747,31412,19368,11900,7222,4324,2557,1494,886,519,291,169,101,49,20,7,0,0,0,0,0"
americas,1801,"366,639,1240,2296,3881,6508,11050,19290,34773,64769,121541,225704,407066,688894,1109513,1680375,2226417,2586365,2776767,2766758,2542917,2109971,1561844,1089566,720802,433510,255287,150253,87314,51294,31091,19185,11819,7207,4334,2578,1511,902,526,298,173,103,50,21,9,0,0,0,0,0"
americas,1802,"366,643,1231,2296,3889,6535,11120,19462,35237,65868,123954,230492,415386,701590,1130916,1707103,2250778,2605684,2792844,2783351,2561181,2136545,1587062,1105526,732675,440581,258942,152554,88844,52268,31721,19627,12134,7444,4501,2695,1586,949,559,319,185,113,54,25,11,1,0,0,0,0"
americas,1803,"367,648,1260,2348,3967,6668,11367,19895,36023,67308,126502,234901,422744,713160,1150924,1735927,2283076,2637269,2825996,2815594,2587645,2150833,1595866,1115163,738506,444239,261529,153827,89321,52402,31735,19570,12031,7325,4385,2609,1525,902,531,300,172,106,50,22,10,0,0,0,0,0"
americas,1804,"367,644,1267,2351,3980,6702,11442,20094,36514,68433,128751,238803,428229,720543,1164730,1754166,2302386,2662838,2861416,2854598,2622268,2177918,1615964,1129275,747711,449623,264580,155524,90240,52906,32010,19709,12107,7349,4402,2613,1527,907,527,301,173,105,48,22,9,0,0,0,0,0"
americas,1805,"370,647,1308,2471,4163,6945,11759,20539,37220,69665,131019,242831,434567,730211,1180213,1772505,2322314,2686024,2887509,2884276,2655280,2218465,1649685,1147571,759000,454364,265398,155390,89875,52463,31672,19517,12059,7391,4477,2685,1589,950,558,319,186,114,54,25,10,1,0,0,0,0"
americas,1806,"372,651,1294,2469,4170,6978,11825,20695,37616,70561,132876,246378,440200,738772,1193001,1782789,2333318,2708807,2923354,2925005,2692286,2255886,1680629,1165728,772678,463178,269988,157844,91154,53072,31916,19629,12100,7402,4480,2695,1594,956,563,321,188,115,55,25,10,2,0,0,0,0"
americas,1807,"373,661,1323,2563,4352,7311,12446,21861,39828,74631,140078,258377,458050,764889,1232050,1826319,2373568,2744371,2952578,2943268,2701544,2266840,1689436,1169058,776030,466018,271900,159062,91864,53462,32071,19662,12078,7368,4446,2674,1581,959,563,325,187,115,56,25,10,3,0,0,0,0"
americas,1808,"378,667,1353,2529,4284,7261,12474,22092,40560,76293,143402,264649,468335,782699,1263141,1864701,2410473,2779380,2987890,2970708,2724833,2261886,1685962,1189749,790126,476896,281520,165465,95981,56246,33967,20800,12678,7613,4505,2642,1524,903,521,294,168,102,47,19,8,0,0,0,0,0"
americas,1809,"384,678,1369,2624,4450,7481,12786,22600,41580,78385,147607,272360,479369,799040,1285288,1883059,2425093,2799644,3017204,3004056,2759480,2317055,1731496,1208049,801510,480227,280086,163696,94440,54911,33006,20258,12459,7593,4568,2723,1603,966,563,323,189,112,55,22,10,3,0,0,0,0"
americas,1810,"389,692,1388,2713,4649,7867,13520,24014,44369,83611,157027,288128,501922,833900,1333804,1932075,2469099,2839209,3050280,3025426,2773438,2342869,1755673,1218627,811418,487769,284252,166056,95711,55508,33186,20253,12387,7521,4521,2700,1596,962,565,324,192,115,57,23,10,4,0,0,0,0"
americas,1811,"395,709,1482,2963,5048,8470,14439,25539,47136,88684,166211,304018,525734,870356,1383327,1982777,2508112,2861665,3063871,3035574,2787732,2376975,1792668,1241307,828790,499247,289977,169130,97005,55722,32993,20023,12221,7414,4458,2653,1567,941,550,321,185,114,56,22,10,5,0,0,0,0"
americas,1812,"399,720,1440,2841,4888,8319,14362,25700,47782,90219,169253,309479,534456,884377,1403941,2011203,2545549,2906938,3115712,3089940,2841846,2417162,1820054,1266523,845388,508714,296342,172995,99614,57658,34390,20939,12772,7733,4634,2761,1629,979,575,334,193,120,57,24,10,5,0,0,0,0"
americas,1813,"406,730,1548,3100,5293,8877,15143,26800,49441,92879,173653,316703,545695,901674,1429987,2044931,2582649,2944414,3155974,3135691,2890955,2471966,1867663,1297092,865856,520991,302767,176600,101462,58509,34759,21146,12904,7836,4710,2820,1665,999,592,345,202,123,58,25,10,6,0,0,0,0"
americas,1814,"410,739,1595,3234,5517,9201,15596,27474,50516,94738,176972,322504,554969,916563,1452961,2074931,2616884,2982034,3198959,3183195,2939655,2529695,1919434,1329229,891107,539409,313939,183319,105090,60140,35370,21326,12917,7788,4660,2774,1635,980,580,337,196,120,57,26,10,7,0,0,0,0"
americas,1815,"411,749,1633,3317,5655,9440,16007,28195,51826,97104,181167,329683,566340,934514,1480863,2111669,2658882,3027439,3250417,3239318,2996914,2581870,1958598,1357190,909738,550157,320196,186923,107099,61246,36005,21688,13124,7907,4723,2812,1657,989,589,344,198,124,58,26,11,7,0,0,0,0"
americas,1816,"425,763,1541,3037,5211,8867,15322,27403,50980,96205,180304,329164,566184,934822,1479285,2114088,2681696,3078117,3326137,3328771,3091606,2646919,2001977,1402606,936868,562418,327108,190574,109470,63197,37628,22904,13959,8432,5040,2992,1760,1049,623,362,206,127,60,26,10,6,0,0,0,0"
americas,1817,"433,773,1573,3105,5342,9084,15700,28113,52298,98639,184686,336725,578069,953240,1506802,2149816,2722951,3123227,3377757,3385918,3151403,2704169,2047652,1436022,959686,576112,335030,195153,112074,64659,38470,23394,14246,8604,5134,3055,1790,1062,635,369,210,128,60,27,11,6,0,0,0,0"
americas,1818,"436,784,1634,3253,5613,9561,16516,29516,54668,102571,191003,346274,591932,974736,1539078,2194151,2779077,3188740,3447754,3453005,3209979,2751637,2077429,1452090,969800,582143,338935,197572,113501,65482,38898,23588,14310,8616,5131,3052,1794,1070,641,373,212,132,60,27,11,7,0,0,0,0"
americas,1819,"444,795,1625,3228,5569,9469,16375,29324,54524,102687,191975,349215,597878,985364,1555664,2215373,2803418,3216671,3486230,3506323,3278152,2827273,2147719,1509477,1010595,607175,352981,205580,118003,67999,40401,24541,14918,8999,5357,3179,1868,1105,665,388,217,133,62,28,12,7,0,0,0,0"
americas,1820,"445,803,1668,3306,5689,9681,16717,29936,55564,104536,195234,354713,606799,1001223,1583126,2252940,2848188,3268684,3547327,3573598,3346830,2886247,2189839,1539563,1029471,617531,358952,208952,119875,69048,41004,24883,15106,9112,5421,3217,1887,1119,673,390,221,135,64,28,12,7,0,0,0,0"
americas,1821,"454,807,1705,3448,5990,10241,17799,32003,59641,112156,208866,377633,640710,1052732,1652279,2315572,2882795,3284450,3560938,3590574,3376137,2935817,2235861,1568859,1052453,633390,368209,214441,123009,70711,41809,25231,15244,9154,5425,3215,1889,1119,676,396,230,132,69,29,13,8,0,0,0,0"
americas,1822,"453,807,1778,3700,6387,10777,18470,32849,60813,113924,211743,382216,647759,1065367,1668882,2332188,2897091,3301790,3588614,3634408,3433757,3022938,2322892,1626185,1095917,662689,383743,223259,127541,72559,42439,25464,15352,9227,5488,3251,1918,1131,682,398,234,131,74,30,14,10,0,0,0,0"
americas,1823,"454,810,1830,3776,6505,10967,18770,33334,61566,115092,213451,384780,651868,1069589,1676363,2350881,2929667,3344720,3647516,3711506,3517618,3096708,2376819,1667137,1120470,675736,391420,227693,130295,74462,43754,26339,15911,9590,5719,3405,2014,1202,727,430,248,139,79,31,14,10,0,0,0,0"
americas,1824,"463,825,1960,4154,7086,11739,19724,34500,62876,116325,213780,382880,647000,1067370,1682792,2360348,2976154,3426393,3670292,3700298,3545852,3192405,2478163,1738350,1172025,711334,412973,240885,137204,77104,44223,26012,15432,9185,5472,3286,1972,1192,736,439,262,153,91,43,25,11,1,0,0,0"
americas,1825,"455,816,1882,4091,7023,11627,19484,33949,61715,114114,210062,377798,643249,1068897,1694724,2384962,3008326,3466013,3712929,3755446,3609947,3275673,2562924,1794954,1212984,741709,431093,251930,144097,81282,46684,27488,16319,9737,5813,3498,2108,1285,804,482,293,173,101,54,26,10,4,0,0,0"
americas,1826,"457,818,1863,4111,7097,11749,19707,34364,62478,115559,212718,382207,650353,1082514,1712911,2404569,3029997,3495298,3748256,3804180,3675859,3357931,2645362,1858711,1258645,772195,448611,262026,149832,84411,48351,28417,16842,10034,5982,3591,2169,1317,821,497,298,174,103,57,27,10,5,0,0,0"
americas,1827,"458,823,1864,4131,7143,11797,19741,34297,62145,114685,210954,379557,647810,1079788,1719230,2431139,3079367,3559579,3818827,3885870,3762921,3442456,2714525,1904104,1284774,787016,456007,266271,152270,85660,48995,28798,17116,10255,6155,3725,2262,1379,853,523,310,183,104,60,27,10,5,0,0,0"
americas,1828,"464,826,1883,4190,7253,11963,20006,34723,62841,115834,212892,383080,654751,1092602,1736727,2451778,3103891,3593404,3862124,3946584,3841547,3532012,2796803,1967628,1329043,814912,472062,275393,157352,88374,50419,29559,17535,10474,6288,3794,2299,1399,869,531,317,186,105,63,26,10,6,0,0,0"
americas,1829,"457,827,1921,4120,7131,11859,20027,35057,63752,117712,216195,388289,662550,1105988,1757851,2483461,3148180,3651850,3934932,4024520,3920972,3591129,2835532,2020368,1373946,840954,489934,285845,163184,91693,52377,30632,18048,10647,6276,3721,2221,1334,817,493,296,168,96,57,20,10,3,0,0,0"
americas,1830,"468,840,1828,4254,7484,12429,20827,36191,65486,120515,220814,395782,673675,1119941,1777051,2509724,3169854,3668770,3939725,4036988,3952629,3691871,2988410,2117264,1441213,897130,519213,302090,172000,95411,53409,30790,18025,10640,6299,3743,2241,1340,825,495,299,172,101,60,24,10,6,0,0,0"
americas,1831,"471,840,1898,4528,7820,12557,20338,34388,61353,112596,207429,375531,647035,1091083,1756042,2499534,3143568,3628971,3904850,4041742,4011787,3809502,3180303,2293894,1573781,1009777,594454,348941,199685,110567,61192,34787,20091,11702,6852,4048,2413,1439,888,533,322,189,113,62,28,13,10,0,0,0"
americas,1832,"471,842,1798,4504,7966,12884,20929,35438,63237,116038,213502,385244,660249,1108020,1776321,2518759,3154906,3644112,3935275,4095896,4081962,3861574,3254816,2388425,1645904,1073660,646950,385705,222982,124157,68566,38685,22143,12767,7385,4300,2527,1486,908,538,330,190,114,63,27,14,10,1,0,0"
americas,1833,"466,840,1671,4205,7429,11987,19396,32786,58718,108596,201787,368226,637525,1077192,1741076,2482926,3115270,3608204,3927453,4143271,4201020,4003015,3418145,2556253,1773265,1174070,721484,435581,253687,141575,78008,43666,24710,14038,8003,4606,2680,1574,959,567,345,203,118,65,30,16,10,2,0,0"
americas,1834,"466,836,1860,4667,8186,13214,21414,36116,64215,117444,215320,387285,662010,1105330,1778919,2540552,3201829,3726956,4069788,4295223,4332199,4132484,3487398,2550142,1755700,1138756,676978,397246,226628,124850,68340,38264,21727,12437,7130,4122,2412,1409,856,507,306,179,99,56,27,12,9,0,0,0"
americas,1835,"454,827,1715,4429,7881,12703,20511,34468,61306,112674,208036,377051,649195,1089143,1764373,2534853,3206295,3743879,4104495,4356105,4428966,4235243,3615046,2682715,1853823,1218405,738615,440200,254519,141479,77704,43474,24678,14084,8073,4663,2721,1597,971,580,352,212,116,68,33,16,10,3,0,0"
americas,1836,"450,824,1659,4324,7679,12342,19874,33324,59286,109313,202757,369487,640275,1077798,1753621,2534165,3221077,3773436,4156781,4443852,4551507,4353978,3734099,2794468,1935755,1280991,785243,471264,273579,152364,83694,46715,26388,14977,8539,4916,2866,1683,1022,615,374,225,123,71,38,17,10,4,0,0"
americas,1837,"448,823,1807,4751,8468,13625,21930,36680,64709,117960,216033,388845,667674,1114276,1804170,2615584,3347221,3935612,4333052,4612071,4671062,4445260,3769799,2764007,1898684,1237977,741706,437408,251302,139306,76432,42903,24493,14100,8149,4749,2798,1652,1009,609,369,218,124,69,36,16,10,3,0,0"
americas,1838,"450,825,1855,4838,8587,13821,22260,37248,65682,119674,218969,393799,676534,1130371,1833966,2665733,3416003,4017984,4431527,4728011,4792425,4556481,3854261,2818911,1934613,1257986,748412,438300,250656,138637,76058,42705,24367,14026,8105,4725,2783,1649,1006,610,371,217,124,69,34,16,10,2,0,0"
americas,1839,"452,826,1681,4527,8094,13016,20900,34903,61786,113304,208881,378868,656072,1103899,1801450,2620112,3360203,3983657,4462576,4838375,4963670,4700234,3994705,2971985,2048459,1355934,833006,500235,290976,162724,89738,50273,28540,16296,9343,5408,3177,1883,1147,702,427,252,146,81,41,22,10,6,0,0"
americas,1840,"447,818,1886,4996,8841,14178,22730,37788,66202,119751,217666,389677,668537,1116728,1816999,2656417,3443053,4123525,4651711,5045281,5133094,4857736,4087628,2981231,2044947,1327934,789108,460882,263029,145351,79564,44584,25413,14629,8451,4925,2906,1715,1043,636,385,228,129,71,34,17,10,3,0,0"
americas,1841,"444,814,2004,5240,9153,14591,23301,38566,67184,120837,218522,389644,667616,1115712,1816619,2670074,3489348,4211361,4769065,5179671,5284420,5035853,4229423,3060142,2097891,1348700,790165,456590,258868,142573,77982,43797,25108,14567,8495,4996,2973,1773,1085,667,412,240,142,76,39,18,10,4,0,0"
americas,1842,"446,822,2075,5343,9271,14707,23387,38551,66936,120181,217254,387524,663818,1107515,1803843,2651023,3466036,4193061,4774994,5239382,5420762,5243376,4447601,3241268,2234599,1434791,839341,483887,273615,150265,81824,45690,26070,15067,8765,5137,3045,1824,1109,686,418,251,143,77,41,18,10,4,0,0"
americas,1843,"723,1269,2705,6432,10974,17185,26937,43702,74621,131916,235395,415573,705929,1168513,1888441,2745459,3559926,4271620,4842876,5304794,5483665,5290264,4508766,3308260,2285072,1480212,874018,506551,286994,157381,85188,47121,26581,15172,8692,5030,2936,1730,1037,639,388,233,132,69,36,16,10,3,0,0"
americas,1844,"2653,4343,7157,12818,19837,28895,41805,62211,97542,160313,271024,461596,766415,1247342,1982738,2830320,3603024,4244315,4759754,5203958,5429170,5258115,4575111,3466868,2428311,1615182,992409,595432,345913,192556,104957,57941,32499,18362,10420,5978,3472,2048,1229,758,463,277,161,86,45,22,11,7,0,0"
americas,1845,"3661,5971,9871,17397,26585,38134,54041,78266,118615,188171,308066,510705,831617,1330152,2077592,2939405,3714586,4334399,4815020,5217775,5432562,5261879,4606841,3525845,2484205,1665602,1035407,627299,367674,206289,113255,62876,35464,20149,11481,6602,3834,2264,1360,839,516,311,183,98,51,25,13,8,0,0"
americas,1846,"3801,6271,10351,18254,27969,40233,57137,82859,125524,199074,326119,541620,884155,1414912,2205166,3102132,3886667,4467899,4900346,5256107,5445486,5263884,4615636,3558892,2527635,1705317,1070078,653784,385303,216981,119495,66499,37563,21347,12165,6981,4053,2393,1433,886,546,334,197,103,55,25,13,9,0,0"
americas,1847,"3849,6235,10270,18639,28853,41541,58962,85454,129493,205580,337449,561251,917388,1467852,2271422,3186743,4009676,4616067,5055769,5393847,5564609,5319509,4627003,3587181,2554821,1725679,1098425,681664,406292,229706,126239,69771,39141,22096,12506,7116,4085,2390,1412,860,530,318,185,105,48,24,12,8,0,0"
americas,1848,"3926,6365,10313,18698,29109,42010,59745,86735,131634,209197,343787,572020,934303,1493102,2301319,3220757,4058094,4678407,5121740,5443477,5633118,5430383,4775959,3736456,2680868,1824695,1168193,728068,436555,248003,136761,75598,42401,23876,13477,7646,4371,2543,1498,914,560,340,195,117,53,25,13,10,0,0"
americas,1849,"3976,6451,10641,19403,30032,43208,61239,88540,133707,211303,345422,572578,933700,1491831,2302180,3238162,4114901,4789365,5292090,5677631,5877080,5619375,4888257,3792831,2705701,1832949,1169329,727050,434605,247127,136732,76059,42943,24437,13956,8015,4654,2754,1643,1016,626,381,221,134,58,30,15,10,1,0"
americas,1850,"4032,6539,10771,19676,30540,43958,62317,90109,136066,215072,351534,582546,949069,1512137,2332542,3276778,4152028,4821535,5326402,5738623,5981656,5771157,5057359,3949005,2830345,1922404,1229102,763449,455086,257484,141356,77820,43463,24422,13769,7816,4474,2617,1539,946,578,349,201,117,55,25,14,10,0,0"
americas,1851,"3693,6221,10348,19629,31078,45039,63806,91693,137224,214649,348114,573478,928830,1482456,2294572,3222660,4125218,4848752,5377249,5762267,6027592,5878496,5242305,4165174,3035814,2105716,1369895,858701,515523,292084,160174,87442,48189,26600,14796,8304,4726,2747,1603,973,596,355,213,119,61,28,15,10,1,0"
americas,1852,"3916,6548,10516,19398,30910,44828,63492,91222,136583,214051,348340,576140,936242,1500624,2322722,3252207,4124733,4790728,5279026,5648521,5987819,5970389,5463947,4431847,3279907,2311244,1530474,969251,587467,332673,181062,97452,52693,28295,15245,8276,4567,2576,1461,865,525,309,176,102,49,23,12,9,0,0"
americas,1853,"4391,7243,11287,19163,29678,42732,60620,87584,132103,208557,341891,568812,927957,1495568,2301110,3194514,4048473,4712145,5189021,5525432,5915175,6069502,5710456,4762579,3598838,2562150,1730314,1103355,674982,384742,209620,112552,60493,32141,16972,8995,4852,2669,1479,847,498,289,158,82,44,15,10,1,0,0"
americas,1854,"4691,7685,11916,20057,30921,44375,62855,90752,136731,215581,352705,585218,951391,1530878,2340652,3226156,4066592,4730998,5227906,5590077,6021425,6216478,5867934,4907098,3716790,2651270,1794477,1145785,701619,400402,218341,117233,63033,33542,17735,9410,5088,2801,1552,885,520,300,167,84,46,17,10,1,0,0"
americas,1855,"4697,7711,12017,20841,32422,46609,65920,94876,142316,223003,362316,597020,963627,1544236,2354417,3233382,4080529,4785835,5352778,5783025,6257313,6426950,6016723,4994307,3767679,2687755,1812933,1158015,707532,402276,218959,117383,63084,33537,17775,9447,5116,2812,1561,885,518,301,168,84,46,15,10,1,0,0"
americas,1856,"4485,7263,11253,19291,30030,43293,61512,89266,135481,215003,353396,587033,951626,1534905,2351858,3237313,4099220,4804814,5370470,5810666,6331195,6593486,6259086,5246875,3977963,2833333,1909707,1215304,741923,421598,228461,121965,65317,34666,18265,9654,5197,2845,1582,901,531,308,167,90,44,16,10,2,0,0"
americas,1857,"4068,6669,10493,18947,30128,43784,62319,90317,136762,216303,354079,585128,941249,1514060,2329050,3199604,4066828,4852136,5528558,6057263,6621698,6857174,6454751,5369035,4050885,2881445,1933155,1228883,748274,423397,228864,121880,65191,34584,18301,9712,5261,2900,1628,930,546,313,175,93,50,17,10,2,0,0"
americas,1858,"3696,6153,9763,18054,29188,42813,61311,89301,135878,215916,354799,587264,943780,1519205,2341651,3226643,4120489,4937478,5629825,6166289,6738444,6993751,6607493,5529223,4195136,2994308,2013963,1278311,777404,439849,237709,126452,67524,35773,18898,10009,5398,2966,1659,944,554,327,174,95,51,16,10,2,0,0"
americas,1859,"3795,6317,9974,17810,28657,42062,60485,88621,135765,217147,358749,595593,959205,1548717,2380958,3274915,4180686,4993877,5667572,6187139,6766564,7077876,6750847,5708376,4363004,3126706,2120438,1353826,830562,474784,258751,138553,74242,39434,20788,10984,5897,3219,1792,1014,591,345,187,101,52,18,10,4,0,0"
americas,1860,"3651,6130,9734,16882,27171,39982,57671,84832,130530,209647,347455,577266,929730,1507599,2325045,3209685,4113643,4943338,5643020,6210004,6856732,7274660,7012559,5999291,4618823,3316274,2270417,1456271,898312,516054,282107,151450,81103,42932,22442,11749,6245,3387,1881,1055,613,359,191,105,52,18,10,2,0,0"
americas,1861,"3756,6296,9973,17915,29049,42772,61497,89992,137507,219172,360734,596748,958652,1547802,2389262,3322127,4269727,5121470,5828162,6393890,7029931,7387400,7069309,6006442,4607753,3310363,2253753,1442393,886614,508333,277889,148960,79737,42284,22240,11715,6264,3418,1893,1076,624,365,197,115,53,20,10,5,0,0"
americas,1862,"4075,6753,10631,18115,28948,42278,60449,88051,134029,213062,350313,580194,934571,1513269,2349494,3279118,4215494,5055818,5786840,6402061,7101575,7571917,7319290,6283157,4845706,3480838,2389181,1535285,949586,548381,301078,162132,86972,46141,24137,12639,6715,3643,2019,1140,663,386,207,118,56,19,10,3,0,0"
americas,1863,"3958,6594,10412,16406,25228,36669,52610,77141,118548,190333,315792,527739,855743,1395554,2194860,3095270,4018827,4878239,5646037,6322304,7073666,7764203,7715363,6812312,5307177,3800847,2602394,1676517,1039579,608875,340169,187218,102580,55651,29605,15683,8362,4537,2495,1396,797,449,241,126,69,24,10,5,0,0"
americas,1864,"3889,6514,10295,16055,24556,35565,50673,73657,112185,178798,295430,493869,803463,1318275,2099597,2998927,3941687,4822848,5590111,6291411,7080731,7875169,7955437,7144598,5631762,4055661,2786389,1805781,1124641,666700,379681,214004,120285,67032,36686,19996,10965,6110,3451,1979,1152,665,372,205,105,50,23,10,6,0"
