un_sdg_region,time,income_mountain_50bracket_shape_for_log
un_eastern_and_south_eastern_asia,1914,"152072,219509,293012,378276,486284,637243,852932,1199267,1810517,2972185,5251535,9697770,18218628,33786108,56261952,79219562,94560935,89587404,72628371,54136069,36554470,23237541,14090101,8197966,4740870,2748186,1591206,931685,556408,338690,209739,134294,88771,60041,41001,27982,18878,12570,8216,5255,3282,1993,1174,668,364,189,95,45,21,9"
un_eastern_and_south_eastern_asia,1915,"172107,245594,325701,417795,532388,690639,914971,1268800,1882773,3042713,5351723,9959614,18945830,35040462,56912350,78574700,93839686,89164093,72641712,54827839,37501754,24185744,14930586,8798100,5111390,2972401,1725407,1008166,600176,363809,223072,140717,91400,60779,40810,27413,18216,11971,7740,4916,3058,1860,1101,635,356,191,100,52,25,12"
un_eastern_and_south_eastern_asia,1916,"175501,252847,337358,436246,559781,728869,976105,1367917,2039104,3278976,5711868,10522782,19764501,35611176,56569032,77420458,92287571,88084462,72563774,55515982,38674712,25634612,16403451,9965855,5851394,3426246,2001217,1176732,705139,433404,268978,170071,109809,72137,47813,31639,20830,13603,8792,5610,3523,2179,1323,787,457,256,136,71,36,18"
un_eastern_and_south_eastern_asia,1917,"198343,284019,376557,485021,619234,799903,1061370,1472373,2167571,3438652,5907676,10752225,19983459,35692200,56443802,77325815,92435999,88240926,72793763,56060116,39510640,26600489,17298571,10634757,6260790,3655553,2124676,1242868,740301,453369,280847,176646,113567,74375,49166,32517,21458,14069,9157,5893,3735,2329,1428,859,503,285,152,80,42,21"
un_eastern_and_south_eastern_asia,1918,"194219,279330,371421,479834,614154,795609,1058692,1473377,2173963,3454998,5936355,10791528,20028186,35764539,56657551,77894815,93466187,89220211,73579481,56770338,40147241,27154228,17741432,10941864,6446003,3761980,2183057,1274409,756720,462196,285566,178941,114678,74896,49374,32582,21454,14045,9135,5877,3726,2322,1425,856,501,285,152,81,42,21"
un_eastern_and_south_eastern_asia,1919,"189448,275497,367141,476131,610764,792974,1056971,1472336,2169908,3437794,5877543,10638668,19722584,35325444,56427626,78248631,94643576,90499879,74417545,57292300,40476173,27559399,18398240,11677836,6983883,4083869,2371158,1381026,811812,490818,301548,186730,118215,76314,49946,32797,21563,14127,9229,5980,3826,2408,1492,908,538,310,172,93,48,25"
un_eastern_and_south_eastern_asia,1920,"213365,308349,410213,529018,674940,869893,1149371,1584586,2310463,3616208,6108284,10938904,20039587,35585377,56711446,78745778,95486128,91405786,75260758,58151702,41219189,27938058,18279926,11260167,6614794,3848514,2226434,1295628,768061,468683,289333,181013,115927,75657,49819,32836,21587,14098,9141,5861,3696,2291,1395,832,482,272,146,76,40,19"
un_eastern_and_south_eastern_asia,1921,"191311,278903,372720,484139,622229,809401,1082365,1514496,2247534,3581418,6128090,11052740,20304814,35939545,57158172,79399307,96253566,91719590,75023127,57814393,41097760,28257057,19027117,12123134,7259084,4240772,2459472,1431127,841323,509107,313186,194174,122987,79470,52112,34284,22573,14793,9654,6244,3981,2495,1536,928,548,314,171,90,48,24"
un_eastern_and_south_eastern_asia,1922,"133586,197316,268222,356023,469780,631656,881214,1296565,2026314,3383811,5978024,10966462,20273361,36043705,57788425,80628696,97761244,92712758,75347554,57988308,41370462,28621802,19366760,12359858,7399964,4322088,2502804,1452877,851380,513342,314507,194107,122440,78804,51547,33853,22260,14606,9547,6193,3967,2501,1550,941,560,323,179,95,51,25"
un_eastern_and_south_eastern_asia,1923,"116555,173698,238041,318736,424663,577052,815382,1217614,1933467,3279718,5867047,10861888,20225293,36176420,58228435,81391738,98810833,93694286,76028318,58429851,41632935,28772446,19438903,12372719,7383190,4297194,2480093,1435223,838236,504932,309126,190534,120128,77232,50453,33072,21709,14217,9290,6025,3863,2440,1516,925,552,321,177,97,52,26"
un_eastern_and_south_eastern_asia,1924,"96450,146007,201890,273797,369672,509998,733296,1115488,1802667,3106653,5631871,10542169,19826578,35799794,58168728,81868283,99902236,94895880,76948688,59073240,42015052,29064014,19774540,12717971,7627195,4444663,2568416,1481404,858345,512449,311429,190338,118924,75954,49402,32307,21165,13862,9067,5892,3786,2399,1494,915,545,319,177,99,53,27"
un_eastern_and_south_eastern_asia,1925,"70808,111494,158090,220340,305625,434431,644978,1012671,1684538,2972521,5489169,10422746,19807179,36028857,58711156,82597164,100797720,95673107,77367155,59204485,42015753,29160974,20052442,13071661,7925313,4635657,2681707,1544410,890379,528724,320087,194708,120986,76947,49935,32608,21317,13948,9116,5922,3813,2416,1506,920,549,319,179,96,50,27"
un_eastern_and_south_eastern_asia,1926,"89928,138026,191455,261213,354768,492643,712528,1087055,1758188,3022156,5475017,10273104,19450743,35465831,58156930,82368762,101183886,96524569,78236224,60052895,42814346,29849991,20552598,13342694,8050255,4713794,2734998,1575288,908254,538649,325353,197628,122808,78092,50706,33090,21644,14163,9250,6012,3861,2441,1516,923,549,319,174,91,48,24"
un_eastern_and_south_eastern_asia,1927,"83457,130122,181138,248293,338294,471382,684404,1048116,1700221,2929662,5320441,10017501,19063262,35011213,57912977,82652438,102120669,97746289,79219372,60837955,43462670,30377619,20930519,13530394,8120910,4737155,2739215,1571747,903809,535072,322864,196000,121874,77675,50582,33126,21747,14294,9382,6127,3953,2515,1569,960,574,333,183,99,51,25"
un_eastern_and_south_eastern_asia,1928,"79299,123212,170852,233860,319331,446055,650471,1002110,1636509,2840263,5192076,9843676,18831395,34741953,57764902,82833966,102778608,98572145,79808700,61189578,43575695,30485400,21341862,14239037,8769007,5148482,2992071,1717579,982400,575782,345468,208366,127926,80668,52151,34020,22279,14644,9622,6315,4115,2647,1678,1044,634,378,214,115,62,30"
un_eastern_and_south_eastern_asia,1929,"75358,117034,162223,221690,302947,423655,619428,958576,1573543,2748398,5055117,9644339,18554526,34406915,57546912,82970896,103417914,99427014,80478847,61698688,43986974,30914762,21902395,14863449,9280769,5470821,3186679,1828645,1042227,606942,362190,217066,132350,83003,53496,34993,23023,15222,10108,6713,4442,2909,1882,1197,745,454,267,147,81,42"
un_eastern_and_south_eastern_asia,1930,"73592,114931,160180,220165,300630,420383,613751,948903,1554259,2707871,4968054,9455072,18191999,33859801,57070430,82913958,104275760,101191786,82214936,63361313,45547415,32024512,22209214,14409853,8660869,5042546,2898315,1651885,943529,554975,331780,199517,123221,78179,50874,33450,22058,14605,9682,6406,4205,2733,1753,1108,690,418,250,144,79,44"
un_eastern_and_south_eastern_asia,1931,"87853,133957,184860,250529,337685,465491,668350,1015358,1635556,2808519,5104345,9660177,18501096,34319944,57608130,83353389,104710195,101495894,82554904,63882957,46099919,32435128,22446118,14512008,8696713,5030089,2862873,1623531,925114,544065,324673,194924,120090,76056,49399,32391,21299,14038,9261,6092,3979,2572,1643,1038,648,403,247,150,91,57"
un_eastern_and_south_eastern_asia,1932,"123472,186281,253535,334798,439271,584737,802524,1157109,1766100,2883097,5065436,9403543,17871536,33152478,55848754,81263680,103845493,103043677,84562369,65658133,47500249,33408677,23436558,15551231,9503802,5517688,3145003,1773379,999498,577958,341652,202334,122009,75724,48266,31125,20103,13006,8407,5410,3453,2177,1353,831,507,310,187,112,70,46"
un_eastern_and_south_eastern_asia,1933,"172261,245851,324490,419335,542585,712305,965848,1374842,2075343,3395142,6019688,11374181,21935247,40326601,64955159,91174660,107005427,96320607,76700918,57904317,41283450,30069108,22178872,15586690,9924591,5831112,3337725,1872731,1046387,593669,347595,203255,120102,73115,45884,29345,18845,12163,7855,5065,3249,2056,1281,784,475,285,170,96,58,36"
un_eastern_and_south_eastern_asia,1934,"149350,215181,285815,371191,482668,636878,867526,1241885,1888502,3122878,5624229,10804549,21174768,39552115,64605503,91422547,108683465,98731914,78536828,59238836,42144476,30619342,22602355,15870331,10095990,5933983,3389807,1893312,1050856,592520,343836,199105,116341,70164,43719,27773,17727,11369,7292,4669,2968,1860,1143,685,401,226,122,60,26,12"
un_eastern_and_south_eastern_asia,1935,"116782,174523,236370,309299,401939,529238,716508,1015882,1534675,2521574,4569497,8898348,17789630,34636990,59669432,87206550,109897700,105566464,84607998,64348877,45822987,32713310,23994219,16799438,10657361,6217306,3518412,1943032,1066683,593514,340799,195148,112307,66895,41308,26087,16533,10499,6661,4208,2639,1628,983,578,332,182,96,44,18,8"
un_eastern_and_south_eastern_asia,1936,"71534,109986,152214,203888,271605,367011,510460,748042,1172208,1994311,3704258,7284336,14657684,29370147,54275368,84131479,111314009,112454287,91192944,69180590,49092473,34326744,24890754,17541406,11274356,6586619,3719327,2048730,1123716,622928,358306,207148,120487,72993,46183,30137,19782,13021,8540,5554,3562,2228,1354,794,448,242,121,55,20,8"
un_eastern_and_south_eastern_asia,1937,"21456,35482,53645,79992,118783,179915,282611,472442,846840,1633519,3330896,6970615,14630487,30200942,56766833,88653692,115460710,113285532,90269674,67252307,47146587,33500968,25046111,18099165,11790855,6919413,3885530,2122613,1156681,640500,370224,216615,127520,78044,49880,32853,21803,14480,9584,6283,4057,2558,1565,924,523,283,144,67,29,10"
un_eastern_and_south_eastern_asia,1938,"20152,32889,50225,75747,114728,177451,284618,485743,881774,1718500,3521969,7409919,15581357,32139774,59926576,92684016,118231301,112438382,88195460,64974612,45243035,32520217,24808493,18373299,12258167,7263069,4063868,2206290,1190688,646371,366853,212302,122812,73905,46886,30808,20485,13616,9008,5911,3812,2414,1481,881,501,274,140,67,30,13"
un_eastern_and_south_eastern_asia,1939,"20444,34105,52465,78843,118678,183308,294558,504628,916955,1787040,3661717,7727259,16282685,33482394,61940929,95279539,120051323,112248999,87178995,63455283,43488826,30906966,23789985,18679183,13608247,8595213,4898183,2689942,1446050,772106,424347,241581,136597,78221,47492,30307,19833,13047,8545,5551,3559,2231,1365,808,456,249,125,56,29,11"
un_eastern_and_south_eastern_asia,1940,"24296,39353,59748,88729,132056,201522,319311,537015,957005,1833207,3713667,7824888,16568950,34085237,62998668,97390164,121780964,112682038,86926964,62548961,42709368,30851754,24240669,19271418,14140116,8975178,5101918,2786114,1487344,788190,428221,241433,135194,76591,45908,29136,18999,12460,8119,5245,3336,2075,1258,736,410,220,104,48,23,10"
un_eastern_and_south_eastern_asia,1941,"24867,40023,60736,89032,131718,200342,317247,533857,952034,1836211,3759432,8013298,17098268,35172777,64743214,100050152,123834953,113041169,86587009,61678971,41723078,30276769,24125769,19537424,14553655,9314221,5272927,2863223,1512673,792566,423065,235652,130208,72481,42917,27163,17842,11835,7814,5137,3338,2137,1342,822,490,280,151,82,43,23"
un_eastern_and_south_eastern_asia,1942,"28248,45136,67296,98240,145478,220899,349087,582396,1028047,1972087,4042973,8639109,18375292,37348203,67509943,102977859,125520912,112421263,85713947,61251073,41386837,29747542,23362226,18932900,14240767,9126823,5169825,2809168,1486253,775152,410988,226077,122018,65606,37409,22847,14532,9391,6066,3933,2543,1633,1035,649,398,238,138,71,40,21"
un_eastern_and_south_eastern_asia,1943,"29535,46950,69922,103161,155435,240487,386574,650813,1153244,2199679,4500943,9627986,20498546,41518786,72850183,107573131,126275796,109705173,82949112,58900353,39791786,28901784,23065518,18821159,14013636,8843279,4969122,2673494,1396326,713158,370894,198965,103955,54075,30059,18054,11337,7208,4582,2920,1849,1159,718,436,259,146,80,38,19,9"
un_eastern_and_south_eastern_asia,1944,"28949,45643,68760,103934,160991,257645,428342,741938,1342525,2597302,5322614,11221826,23482255,45817936,77243311,110804275,125796152,107372986,81187100,57501611,38420036,27420534,21866058,18226875,13765457,8723130,4870198,2603024,1348208,682826,352001,186539,95262,48271,26168,15508,9669,6106,3855,2437,1531,954,585,353,210,117,61,29,13,8"
un_eastern_and_south_eastern_asia,1945,"30320,47493,72361,111297,175167,283583,473453,822997,1493795,2901868,5947722,12509313,25834774,48988318,80649809,114163095,127664305,108304225,82364358,58378550,39391338,28369577,21480013,15393452,9624615,5396396,2902476,1520947,787011,417712,229276,121744,63924,35629,21304,13368,8484,5417,3461,2212,1404,876,540,324,190,106,52,25,13,6"
un_eastern_and_south_eastern_asia,1946,"29539,45899,70067,107425,167041,266979,442266,770451,1415253,2813327,5919842,12728947,26827278,51401661,84197868,118638405,130492348,110060139,84501567,60537355,41103551,28294564,18677988,11179958,6198378,3354944,1782237,941652,511046,287583,159458,88321,51232,31134,19569,12464,7979,5124,3290,2106,1337,834,512,307,178,93,48,23,13,6"
un_eastern_and_south_eastern_asia,1947,"26779,41579,63077,95287,144904,226227,369714,641384,1195134,2445905,5338985,11882811,25871995,51523900,86129341,122194845,132409269,110838988,85221548,61234262,41895240,28785917,18822311,11160740,6168256,3325674,1766329,932810,508104,286508,159270,89325,52538,32136,20110,12753,8104,5168,3292,2090,1317,818,499,298,171,88,46,24,12,6"
un_eastern_and_south_eastern_asia,1948,"23494,36528,55184,82965,125466,194629,316997,552874,1049585,2215242,5002879,11496333,25628381,52165284,88099460,125002557,133189866,109859156,84055096,60570189,42423670,30111944,20410918,12470588,6961636,3767647,1990899,1046343,560125,313916,174976,98011,57615,35289,22094,13961,8867,5634,3579,2270,1430,888,545,327,189,104,52,27,12,6"
un_eastern_and_south_eastern_asia,1949,"24226,37650,56687,84865,127824,197061,319333,555968,1059176,2258977,5159547,11935115,26669646,54145285,90818917,127867679,133737716,108944424,83148981,59947212,42626991,30794655,21080559,12987928,7299998,3977034,2112121,1116060,600329,336511,187441,105771,62633,38528,24179,15158,9536,6023,3803,2401,1512,945,580,353,211,121,63,32,15,7"
un_eastern_and_south_eastern_asia,1950,"24822,38631,57775,85452,127285,194148,312124,541799,1036892,2239905,5207496,12225366,27591059,56158866,94085245,131390613,135175533,109171475,82597755,58529092,41366859,30549943,21936268,14123470,8109137,4451036,2365959,1245067,658964,365166,202490,112689,65867,40365,25416,15839,9833,6132,3820,2385,1487,923,568,348,204,118,63,29,15,8"
un_eastern_and_south_eastern_asia,1951,"23902,38207,56791,82880,120599,178692,273365,447187,795322,1588634,3512841,8189555,18787089,40540672,74873926,115010216,143188737,130402252,101005616,74091258,50966865,35752236,25524644,16867258,9847863,5383631,2849039,1481919,763928,411180,226745,123382,69406,41365,25751,16082,10037,6311,3957,2493,1562,975,599,367,216,123,63,33,14,8"
un_eastern_and_south_eastern_asia,1952,"20760,34955,52629,76786,111181,162869,245921,394852,690991,1338706,2904418,6720365,15489245,33964062,65482335,104124065,140682654,141144399,112481444,83880169,58322989,40012384,28599450,19552323,11880515,6543758,3491536,1808611,926712,486604,267759,145523,79673,45992,27986,17337,10760,6724,4189,2624,1636,1019,628,382,228,130,68,35,16,9"
un_eastern_and_south_eastern_asia,1953,"18727,33892,52043,75863,108966,156450,229176,351755,587686,1090920,2292398,5218307,12163458,27287708,55050471,92216863,132273219,148389698,125396970,95368155,68814542,47030496,32827024,22416708,13807524,7630047,4071138,2102403,1073912,553713,302126,163862,88364,50017,29915,18410,11405,7118,4432,2777,1734,1079,668,406,242,139,73,35,20,10"
un_eastern_and_south_eastern_asia,1954,"19670,35352,53514,77463,110484,158437,232072,360088,611611,1170743,2571263,6103863,14555491,33018995,65638088,105984018,145048354,146367288,116513789,87158925,61190024,42713805,31322521,22594088,14592275,8281380,4454149,2308905,1180559,602888,325943,176928,94573,52551,30934,18873,11598,7196,4446,2768,1717,1070,661,405,244,143,76,37,21,10"
un_eastern_and_south_eastern_asia,1955,"23825,38867,56992,80526,113201,160073,231348,351450,580153,1069505,2270998,5270700,12533237,28687084,58853659,98615665,140740706,152664499,125813129,94893271,67495796,46402242,33550247,24582830,16483857,9605218,5201926,2714214,1388951,701270,372491,202607,107423,58280,33513,20199,12393,7670,4733,2940,1819,1130,695,425,255,149,80,38,23,12"
un_eastern_and_south_eastern_asia,1956,"20364,32487,47857,67688,95816,136924,200904,309524,518396,963342,2037413,4698797,11196549,25763177,53559978,92267834,135157938,156676681,134980291,102634667,73921788,50181637,35473506,26172595,18109822,10880832,5943280,3130050,1603780,807458,421913,229889,121879,64861,36522,21699,13267,8214,5066,3153,1955,1217,754,462,277,162,88,39,23,12"
un_eastern_and_south_eastern_asia,1957,"15762,26999,41388,59630,85865,123802,183728,285288,480359,894803,1902973,4419531,10658628,24879479,52773722,92491509,137032461,160258627,138374635,104987876,75438300,51084992,36115142,27097612,19520525,12197747,6749254,3582822,1833873,920719,470938,254922,134849,70163,38343,22250,13450,8268,5062,3124,1918,1184,727,441,264,151,79,37,22,12"
un_eastern_and_south_eastern_asia,1958,"21754,34829,51231,71617,100098,141208,205741,315598,528450,985386,2105481,4908176,11776719,27203558,56493797,96727700,141341158,161615955,137505037,104033707,74257619,50197904,35787408,27386313,20450769,13247689,7447970,3980513,2041132,1026624,518653,279272,148249,76423,40952,23358,14012,8583,5241,3221,1972,1211,741,447,265,151,78,39,21,13"
un_eastern_and_south_eastern_asia,1959,"19565,31274,46792,66030,92975,132496,195165,303877,517704,984086,2167824,5185003,12634349,29392706,61040663,103778629,150119585,163535362,134613630,101001475,70624495,47622850,34590347,27407659,21695860,14962676,8727249,4714191,2440015,1233586,616117,326795,175070,89834,46684,25774,15219,9297,5687,3497,2148,1327,816,497,298,172,90,44,24,15"
un_eastern_and_south_eastern_asia,1960,"16636,27020,40710,58340,82993,120195,180817,290738,514392,1016306,2323588,5701120,14034270,32778878,67506480,113043600,159428963,163602524,130453964,96778597,65869929,44053041,32308637,26559787,22688206,17211326,10765827,5921220,3119009,1581407,783650,402118,216407,111253,55434,29004,16481,9979,6108,3756,2309,1431,882,542,327,191,105,50,28,17"
un_eastern_and_south_eastern_asia,1961,"17511,27305,40917,59443,86523,129972,206983,360027,692052,1554061,3837660,9681973,23472230,51629987,94574976,146399032,169093650,143814152,109010417,75912054,49954157,35601951,28091755,24768408,22774059,18884519,12814919,7306557,3907644,1989573,989942,492040,261483,135699,65854,32475,17377,10251,6222,3792,2323,1433,880,542,327,194,105,49,27,15"
un_eastern_and_south_eastern_asia,1962,"17159,26994,40175,58164,83957,125294,197438,340327,647653,1434909,3520661,8907567,21745106,48545217,90827911,142885785,172023997,150409104,114979682,81565016,53523648,37250091,28615571,24817027,23162057,20148545,14515387,8593220,4643047,2388457,1195854,588026,306952,161290,78350,37493,19256,11066,6677,4047,2466,1514,931,571,349,205,113,50,29,16"
un_eastern_and_south_eastern_asia,1963,"15303,24810,37244,53968,77693,115338,179560,304174,568277,1210359,2910587,7360985,18086851,41514910,81324448,131413127,173104240,162875261,126339087,92134231,60973618,41066570,30358711,25317095,23558968,21235102,16160624,9984639,5453851,2836533,1423915,698139,357406,189254,92702,43247,21314,11792,7042,4235,2569,1568,965,593,361,214,125,53,29,16"
un_eastern_and_south_eastern_asia,1964,"13415,22548,34345,50144,72237,106129,163457,271639,498893,1018393,2394288,5970391,14796201,34660704,71409214,119514005,169447871,175030607,139771530,103750441,69928025,45686845,32264627,25646461,23555592,22147857,18194847,12047578,6748899,3569369,1795765,882352,437203,231229,114981,52425,24401,12669,7407,4417,2661,1612,986,600,364,216,126,56,29,15"
un_eastern_and_south_eastern_asia,1965,"12465,21407,32887,47918,69158,100983,154816,254110,461052,928362,2145764,5289177,13153387,31115800,65431000,112287969,164694819,182656683,151118593,113009547,77854979,50400404,34667322,26749621,24067424,22770279,19267528,13209524,7547391,4018031,2032512,1003083,492582,258393,130177,59444,27051,13546,7748,4578,2741,1646,999,608,368,217,126,56,26,14"
un_eastern_and_south_eastern_asia,1966,"11920,20822,31908,46521,67503,99622,154761,258897,479474,983747,2304374,5721892,14212250,33473859,69595192,117755599,170641700,185443831,151581265,112625167,76965223,49879767,34544811,26588173,23667392,22974271,20707092,15322668,9182217,4947933,2530343,1253119,604783,308230,157735,72297,31461,14747,8063,4752,2833,1700,1030,626,378,225,128,61,28,14"
un_eastern_and_south_eastern_asia,1967,"13074,22618,34166,49698,72016,106848,166729,282441,532909,1114527,2659209,6682712,16549259,38533429,78084056,128880065,182016918,187227066,147937433,108246365,72421905,46854754,32955361,25747707,22938359,22669367,21626317,17340900,11095307,6093027,3171119,1574947,758053,373210,192357,89851,37879,16567,8382,4852,2880,1725,1041,631,380,224,128,60,27,14"
un_eastern_and_south_eastern_asia,1968,"14012,23823,35430,51321,74316,110744,173124,296531,561852,1210440,2963532,7619765,18948283,44162480,88314067,144644218,195455440,186300819,142410699,101820327,65941760,43187961,31505396,25327218,22420421,22128563,22147307,19373562,13532901,7758564,4113190,2063599,1004335,480577,245118,118947,50407,20797,9558,5273,3117,1854,1114,673,406,238,135,68,27,13"
un_eastern_and_south_eastern_asia,1969,"12583,21470,32709,47425,68367,101126,156705,265276,496116,1042434,2524258,6481878,16366679,38880288,81126947,137547294,195073522,197944017,154761144,111766466,73061275,46946807,33437906,26456486,22780278,21830703,22285560,20909078,15988542,9762017,5270230,2696573,1326211,629519,312003,155998,68373,27377,11606,5921,3454,2051,1234,742,452,265,154,79,32,15"
un_eastern_and_south_eastern_asia,1970,"11036,19215,30129,43807,63254,92994,143014,237062,433900,879928,2061768,5204368,13277343,32222199,70412408,125589300,188655879,210446738,171874285,125783261,84403608,53113777,36237533,27696939,23255456,21652659,22145292,21813410,17993261,11737909,6479142,3380735,1672798,799671,385808,195455,89244,35841,14644,7051,4161,2598,1664,1088,724,482,322,213,123,81"
un_eastern_and_south_eastern_asia,1971,"11553,19895,31682,45888,65856,95992,146417,240422,436070,875661,2033026,5108478,13039275,31760590,69898623,125928214,191096115,216451217,178157602,130517947,87641082,54767041,37112391,28536516,24333109,22514385,22767204,22565372,19019497,12687565,7070999,3711379,1841490,884689,423978,215686,100087,40521,16452,7735,4495,2786,1767,1146,754,501,332,218,125,81"
un_eastern_and_south_eastern_asia,1972,"12433,20958,32898,48168,69037,100711,153488,253890,464406,938307,2202261,5575682,14173460,34329424,74531572,132846275,199720669,219501720,178719242,130422529,86026720,53556696,36523835,28375620,24503553,22686896,22827226,23111367,20461130,14431290,8300032,4398871,2203549,1068474,506157,254864,121940,50302,19898,8792,4894,3006,1894,1222,804,532,352,233,139,88"
un_eastern_and_south_eastern_asia,1973,"10707,19186,30446,46209,66656,96899,146758,239816,433216,862288,1990843,4990017,12756809,31253431,69102165,126028861,195658538,225783284,189868337,140011162,93470400,57711755,38587855,29684818,25781626,23836530,23533451,23934645,21967461,16309129,9721886,5201841,2633860,1286553,606598,300402,146707,61666,23605,9567,4809,2786,1646,992,601,367,220,128,64,24"
un_eastern_and_south_eastern_asia,1974,"11384,19836,30483,46425,67274,98790,151066,250120,457504,920329,2150366,5427489,13859269,33768920,73807312,132975604,204103566,229138823,190213011,139526962,92139427,56768093,38312571,30215664,27024865,25342018,24768744,24735271,22144380,16014418,9383888,4999862,2520094,1228910,582128,291541,141749,59315,23053,9668,4988,2879,1696,1016,616,374,228,133,72,24"
un_eastern_and_south_eastern_asia,1975,"12131,20894,31594,47776,69813,102459,156210,256522,464108,921753,2120675,5299615,13527107,33099811,73049877,133107418,205657003,235178767,196098946,143790987,95846126,58828986,39313482,30852856,27729881,26132012,25331019,25191184,22722827,16650722,9848364,5264437,2663355,1301448,615168,306101,149118,62568,24161,10010,5130,2984,1770,1066,647,396,239,138,73,25"
un_eastern_and_south_eastern_asia,1976,"12854,21760,32239,48472,71021,105225,162248,273261,509014,1055045,2537041,6525238,16582516,39856916,84421392,147668701,218843973,231316487,188079520,137041360,88265728,54505578,37390168,30298184,28205599,27485944,26767538,26406353,23962658,17866724,10699295,5737343,2912600,1428206,677502,338177,168111,72471,28513,11932,6033,3452,2017,1201,729,445,271,165,92,33"
un_eastern_and_south_eastern_asia,1977,"12761,21898,32585,48571,71079,104593,160333,267865,496475,1019400,2442134,6270982,16000713,38618683,82583539,145417282,218940674,235765033,193911592,142575836,92260407,56670818,38285191,30588714,28620089,28418740,27968120,27405875,25083921,19127989,11705337,6313635,3228814,1587322,755153,373999,188069,82937,32910,13641,6736,3811,2219,1312,794,484,297,179,103,44"
un_eastern_and_south_eastern_asia,1978,"10900,19849,30324,45034,65921,96037,146304,239762,435999,873257,2033503,5134994,13232667,32548016,72329191,132669000,209173517,244525243,208979827,155765713,103865630,63329773,41208409,31472411,28861663,28909426,28982806,28468765,26391098,20670038,12974037,7044149,3630888,1787706,852223,417263,211412,94882,37541,15208,7221,4020,2316,1354,817,497,312,188,113,55"
un_eastern_and_south_eastern_asia,1979,"9517,18526,28719,42635,62878,91437,139546,227419,411566,817854,1876613,4699405,12147010,30096329,67909261,127212900,204213521,248691717,218294545,164092749,111165180,67849867,43279497,32120646,28904129,29003618,29439529,29039835,27306125,22051035,14310446,7875619,4094623,2019525,969224,471679,243136,113602,46193,18664,8605,4651,2628,1505,891,538,334,206,124,66"
un_eastern_and_south_eastern_asia,1980,"9258,18426,28696,41951,61701,89545,136628,222267,402104,798633,1833873,4606524,11941814,29678603,67233409,126739784,204466160,251458263,222697844,169070237,115365975,70598554,45024980,33315697,29569664,29167379,29371098,29174039,27797590,22781980,15003052,8318552,4351231,2152423,1037670,501600,256403,118983,47827,19010,8606,4678,2676,1567,942,576,361,226,138,82"
un_eastern_and_south_eastern_asia,1981,"10832,20010,30738,44465,64555,93983,143957,237779,435153,875611,2036966,5140987,13283226,32810125,73295960,134830714,214255112,254414422,220194893,166982915,112700893,68739464,44350397,33195992,29627045,29216871,29427412,29333464,28120609,23225976,15411428,8577925,4501057,2228243,1070860,509699,255556,116638,45852,17639,7764,4247,2481,1483,902,559,350,219,134,78"
un_eastern_and_south_eastern_asia,1982,"8757,16326,25250,36871,54418,79928,123648,202859,370656,748208,1699879,4239970,10996154,27024111,61991674,119754795,195497135,256200247,242090588,187861471,127409147,77314960,48367374,34752705,30119678,29539665,29738032,29551669,28591716,24310934,16690910,9458319,4912764,2389912,1177874,593874,306388,139105,50958,18318,8281,4649,2733,1636,999,618,388,242,149,86"
un_eastern_and_south_eastern_asia,1983,"7597,14338,22254,32662,47964,69725,106908,173387,313006,620269,1357623,3333726,8654909,21595653,50144637,100898003,173399452,248865992,263740441,215854128,148113037,88720924,53269830,36455973,30489944,29693356,30281859,30384434,29485810,25359422,17683330,10166905,5304389,2629294,1292440,614150,305800,145941,59604,22396,9392,5042,2967,1778,1087,671,422,264,161,95"
un_eastern_and_south_eastern_asia,1984,"5896,11795,18570,27443,40535,58891,89533,143398,251174,483241,1001633,2357673,6005041,15391459,37240619,78410026,142330602,225512279,279325737,254548455,181261611,107865048,62551853,40174793,31436066,29939194,30762295,31148405,30287515,26516810,18879312,10897873,5776215,2854355,1395442,681178,339752,160968,64209,23354,9951,5375,3146,1868,1122,689,425,264,161,93"
un_eastern_and_south_eastern_asia,1985,"5022,10448,16932,25178,36444,52976,80868,130284,228686,443914,930455,2203943,5554118,14087243,33505317,70525994,128700845,208391483,273822927,269243523,205210276,126568843,72282736,44480660,32913058,30274337,30892876,31443616,30865869,27391411,19934743,11797086,6226886,3123396,1557223,768279,385227,182523,71007,24635,10277,5454,3127,1808,1057,629,378,231,139,82"
un_eastern_and_south_eastern_asia,1986,"4339,9266,15473,23505,34725,51223,79007,128478,228447,446335,952317,2296010,5761064,14348372,33293864,67724374,121345758,197649816,267004688,275826836,220934263,141802224,80595505,48453415,34170272,30293622,31063006,32085693,31642182,28526411,21307721,12887864,6820103,3414076,1675512,808940,387810,189665,82130,30628,12087,6018,3417,1949,1128,658,390,233,141,84"
un_eastern_and_south_eastern_asia,1987,"3697,8242,13832,21904,33892,51532,81126,133765,236593,453531,934064,2188609,5475962,13833107,32082967,63957816,111758428,183273940,255779364,280327723,239260766,162815850,93343119,54784719,36563647,30484737,30419754,32019978,32527959,30251343,23216278,14317922,7685874,3917228,1921103,928160,467011,234808,99868,36292,14383,7009,3904,2200,1249,709,410,240,144,88"
