un_sdg_region,time,income_mountain_50bracket_shape_for_log
un_europe_and_northern_america,1894,"14061,21097,34762,48555,66169,90256,123966,173163,251617,387119,634989,1105902,2029111,3779716,6784615,11184644,16784602,23199666,30354535,39013115,48076474,53649001,52940959,47288570,39069700,29597507,20749059,13596396,8482707,5066400,2940025,1702516,985832,579773,347454,209646,129387,81848,52918,34823,23110,15418,10250,6761,4408,2818,1761,1072,638,366"
un_europe_and_northern_america,1895,"15650,24919,38676,53460,71914,97559,134188,188269,275405,428580,711663,1259647,2329462,4296762,7462541,11899550,17447984,23509006,30146164,38342462,47099521,52588449,52139117,46929548,39257454,30274995,21667467,14593438,9344554,5696199,3327066,1924962,1111233,648496,385480,230743,140371,87718,56019,36478,23994,15895,10535,6958,4552,2936,1858,1148,690,404"
un_europe_and_northern_america,1896,"15309,22658,36775,51353,69915,94389,128621,178412,257310,391746,637917,1107661,2038542,3787872,6727889,11042312,16663314,23204071,30384305,38743625,47513749,53300642,53336123,48437895,40735324,31458691,22425228,14981791,9475452,5707569,3320165,1927471,1120764,660107,395334,237451,144798,90307,57449,37198,24324,16034,10574,6955,4537,2917,1843,1135,682,396"
un_europe_and_northern_america,1897,"17358,25735,40606,56130,75934,101579,137234,190424,275888,422718,694188,1217449,2253646,4170499,7289984,11607783,16916069,22900662,29760801,38117120,47004424,53022495,53245154,48502455,41069872,32139303,23304032,15886587,10177287,6214301,3660362,2139425,1247612,732739,437215,262578,158937,98424,62133,39842,25876,16918,11092,7276,4742,3059,1939,1206,731,429"
un_europe_and_northern_america,1898,"16934,24837,39441,54621,74329,99670,134833,186809,269288,408483,660631,1136113,2072412,3809242,6706994,10974826,16516367,22870916,29689488,37753219,46725543,53245576,53938266,49538555,42363937,33515881,24478039,16763840,10712201,6507219,3817384,2225130,1294175,758169,451374,270672,163373,100776,63304,40361,26076,16955,11062,7218,4684,3010,1907,1178,715,420"
un_europe_and_northern_america,1899,"16156,23412,36976,52186,71540,96255,130894,182432,265663,409341,678734,1203923,2245525,4172119,7197330,11125122,15781938,21377895,28378877,36896712,46174865,53108240,54269812,50185559,43270053,34758198,25857045,18092327,11797453,7250934,4268261,2486995,1451258,851095,507246,304819,183727,112498,70389,44686,28848,18677,12172,7925,5140,3303,2095,1303,790,467"
un_europe_and_northern_america,1900,"16710,23847,37744,52404,71435,95725,129747,179856,259318,392798,634818,1090916,1995887,3691464,6554623,10772847,16200818,22447120,29146635,37140766,46247251,53376699,54837538,50862539,43895089,35357170,26398527,18502294,12078106,7408657,4354125,2538400,1484477,872888,523593,316949,193208,119590,75562,48486,31516,20615,13552,8908,5837,3793,2434,1532,946,571"
un_europe_and_northern_america,1901,"16549,23691,36929,51675,70150,93484,126326,174640,251046,378824,609555,1042684,1901118,3520120,6286057,10446745,15902547,22289357,29104834,37225662,46628470,54151883,55631145,51309240,44000825,35429052,26748926,19201967,12980838,8195630,4892300,2851748,1667176,972443,578481,347774,209995,128305,80065,50940,32794,21321,13916,9098,5948,3864,2487,1573,972,594"
un_europe_and_northern_america,1902,"15987,22615,33264,47135,64006,85493,115733,159867,229511,345370,552415,938668,1701157,3168229,5771192,9789601,15140912,21609140,28904071,37592423,47285289,55084610,56849529,52684442,45347492,36613672,27609531,19741603,13263286,8337943,4949422,2865417,1664575,965546,571955,342648,206403,126103,78845,50316,32516,21228,13929,9152,6013,3918,2528,1607,998,608"
un_europe_and_northern_america,1903,"16309,22777,35142,49676,67925,90882,123384,171551,248215,377149,609402,1040914,1888825,3478972,6212483,10369364,15841337,22269786,29186002,37315660,46568290,54336620,56574313,52877999,45853345,37316231,28328471,20352654,13781588,8716252,5168434,2972115,1715912,988724,582635,348676,210187,128599,80675,51795,33705,22166,14656,9707,6420,4212,2735,1748,1096,678"
un_europe_and_northern_america,1904,"13619,18464,26671,38776,53723,73527,102820,146595,218127,341554,570146,1010993,1877933,3531650,6311737,10188466,14956067,20746485,28114917,37102822,46976780,55375016,58251339,54779730,47535902,38684869,29268889,20821844,13946606,8748866,5133844,2925918,1676862,961994,566099,338026,203720,125061,78849,50904,33284,22003,14593,9690,6410,4201,2719,1734,1081,663"
un_europe_and_northern_america,1905,"13893,18155,28783,40814,56743,77436,108727,155274,230445,358866,592427,1026489,1879227,3469597,6203276,10410708,16020790,22598308,29482005,37367711,46398731,54377723,57284910,54141287,47363486,38997282,29912503,21605740,14737981,9432937,5592774,3174184,1810953,1036945,609934,366094,221783,136765,86612,56230,37040,24636,16468,11029,7364,4872,3190,2054,1298,805"
un_europe_and_northern_america,1906,"14646,19246,30468,41915,57516,77551,108506,155290,231339,363200,605417,1059639,1949143,3582996,6323615,10486834,16098944,22664046,29397937,36973918,45778055,53781130,56930854,54035239,47501733,39453130,30743144,22782278,16032156,10632587,6504525,3731768,2119579,1207972,701142,417855,251189,153137,95555,61288,39995,26338,17474,11630,7731,5116,3369,2189,1402,883"
un_europe_and_northern_america,1907,"15410,20486,33615,46652,64229,86636,119647,170495,253341,399105,669720,1188189,2208113,4063147,7121024,11487683,16829737,22548005,28462637,35880871,44804719,53142110,57012579,54805407,48624945,40680462,31796072,23497370,16443182,10859006,6628524,3805015,2166554,1238808,722234,432866,261403,159636,99421,63517,41182,26949,17760,11750,7756,5102,3335,2154,1372,859"
un_europe_and_northern_america,1908,"13570,16794,25202,36211,50903,69723,97061,139896,210063,332976,561270,994770,1863986,3501788,6327687,10597373,16078761,22350955,28875382,36734882,46199125,55243526,59754973,57683603,50868030,42004337,32199786,22995614,15467993,9806449,5783213,3280940,1878484,1086902,652543,402074,249127,155702,98700,63397,40908,26570,17273,11247,7306,4697,2993,1895,1183,735"
un_europe_and_northern_america,1909,"14661,18223,25328,36729,50706,68655,93888,133645,198067,310769,520968,923547,1739349,3307291,6074577,10315744,15736379,21969028,28556413,36458703,45884556,54985895,59711614,57864674,51214397,42582220,33135585,24249771,16819137,11045272,6715254,3862480,2210353,1274740,755871,464041,286563,178328,112097,71579,45915,29601,19121,12409,8001,5135,3261,2051,1277,784"
un_europe_and_northern_america,1910,"13869,16807,21270,32481,45024,61815,84783,120758,178005,276573,456937,796957,1471950,2795404,5193928,9130794,14753304,21792888,29417529,37585881,46837937,55751420,60443560,58744652,52209293,43591804,33935234,24772483,17067679,11104868,6695508,3839251,2198861,1270525,757342,468010,291053,182481,115490,73974,47476,30604,19755,12816,8262,5288,3342,2094,1289,788"
un_europe_and_northern_america,1911,"14345,17190,22337,32898,45641,62805,86889,125330,187813,297311,501254,888138,1659168,3134132,5715823,9784883,15339082,21965638,28829272,36479859,45671784,54790194,60037304,58955532,52940451,44615907,35013979,25658376,17671478,11502911,6950412,3991916,2287182,1322362,787392,487019,303071,189897,120153,76999,49508,31999,20710,13481,8726,5609,3566,2236,1383,846"
un_europe_and_northern_america,1912,"14156,16787,20151,29408,41204,57317,79821,114272,170139,266663,444352,781648,1452700,2771352,5153698,9057152,14547867,21293555,28540322,36415378,45412831,54312584,59913114,59521293,53913397,45823803,36350195,26914007,18674835,12226734,7420936,4261571,2435419,1405824,833951,514102,319821,199948,126298,81027,52235,33882,22096,14451,9427,6116,3916,2480,1541,949"
un_europe_and_northern_america,1913,"14348,17170,21588,31085,43600,60790,84507,119650,175667,269485,437060,750330,1367530,2597613,4866037,8680026,14155755,20929002,28267575,36026239,44868627,53834335,59781303,60056202,54856060,46932905,37374480,27800613,19343878,12671304,7698405,4420326,2524981,1457004,860998,528658,328299,205269,130065,83943,54500,35619,23396,15383,10092,6572,4218,2671,1657,1016"
un_europe_and_northern_america,1914,"14062,16188,20018,33796,54278,79480,111263,156378,225233,338319,537048,904199,1632893,3052197,5631390,9792480,15328705,21902865,29024128,37309754,47039298,56881690,62612396,61199585,54384577,45257451,34905301,25388867,17276963,10989021,6493144,3693166,2118566,1228079,737619,457347,284926,179617,115267,74983,49192,32367,21366,14104,9277,6012,3837,2412,1484,902"
un_europe_and_northern_america,1915,"14471,16921,20679,27461,37675,53781,76216,111038,168134,266761,447554,796156,1507495,2927919,5542467,9757462,15300494,21900573,29376516,38202606,48170025,57900868,62955746,60764106,53987680,45039850,34894689,25633802,17579457,11192872,6611980,3750188,2141717,1238598,742568,460297,286334,180206,115391,74961,49147,32323,21342,14102,9294,6039,3871,2443,1515,929"
un_europe_and_northern_america,1916,"16564,20571,24902,32209,42419,58499,82367,120274,183825,296377,510428,932494,1808380,3506297,6497052,10995330,16478772,22563713,29005776,36880778,46298216,55721755,60777334,59095076,53008331,44942431,35665938,27037151,19272868,12805494,7818027,4468479,2523201,1442861,847192,520077,323082,202080,128288,83073,54142,35500,23386,15423,10139,6627,4263,2698,1683,1033"
un_europe_and_northern_america,1917,"18703,22848,28004,36250,48679,68855,98133,145164,224222,368495,646120,1208263,2344157,4442782,7918110,12682192,18178028,23803854,29900101,37630211,46705427,55824170,60533407,58423580,52052383,43900623,34670526,26172976,18536020,12147111,7295045,4133845,2333238,1334224,787391,485357,301502,189592,121223,78954,51629,33865,22292,14676,9613,6238,3978,2495,1539,933"
un_europe_and_northern_america,1918,"26400,32631,41419,55589,78267,112059,167635,265214,452169,821630,1572531,2947839,5203558,8507095,12826395,17638746,21812524,25340460,29402352,35495518,43568552,52030209,56789373,55041872,48937098,41216832,32953817,25575934,18718395,12676402,7834738,4481917,2512088,1424785,825969,502884,311664,194572,123179,79494,51458,33481,21889,14315,9360,6098,3908,2469,1536,937"
un_europe_and_northern_america,1919,"31876,38842,49237,64648,89705,130038,198375,325964,575010,1089521,2083792,3791268,6409286,9945989,14412990,18906544,22773144,25741617,29012789,34451464,42792135,52296731,57156143,55477212,48906900,40165730,31842826,24642469,18110962,12369222,7680905,4398393,2464945,1400012,816563,500599,311544,194816,123648,80119,52111,34063,22330,14624,9551,6205,3960,2490,1535,931"
un_europe_and_northern_america,1920,"31572,37717,46185,60088,81846,118689,181908,301818,540003,1040056,2018620,3706255,6292080,9801451,14229331,18579234,22220234,25066916,28309792,33568332,41846260,51923668,58191423,57479489,51135082,42258096,33324287,25270713,18245859,12294191,7521726,4275649,2393644,1357267,794607,489018,303803,189683,120307,77943,50709,33172,21772,14279,9332,6050,3851,2409,1479,892"
un_europe_and_northern_america,1921,"36628,43385,52407,69498,95416,138580,213065,356967,645647,1254897,2394321,4257428,6955440,10475303,14757969,18870017,22460461,25218736,27842136,32431424,40374808,50776803,58790225,59311169,53001456,43838186,34234761,25376176,17865543,11731265,7007540,3929328,2189144,1232050,721073,444188,275110,171864,109403,71090,46469,30515,20089,13224,8651,5599,3558,2223,1359,819"
un_europe_and_northern_america,1922,"34096,40299,47367,60518,81877,115257,170831,271798,470247,884220,1718320,3185962,5471234,8629290,12747802,17305208,21453432,24976828,28407638,33021991,40101231,49680692,57680151,59575299,54969177,47058658,37582675,28169179,19852194,13087852,7864226,4403613,2438690,1365242,790469,483206,299050,185914,117820,76378,49874,32811,21662,14321,9430,6154,3945,2484,1528,925"
un_europe_and_northern_america,1923,"32224,38360,45019,55758,74605,101678,145358,220240,364079,652791,1264272,2422084,4346784,7213841,11075392,15856857,20447993,24783220,29136514,34792123,42498627,52323091,59504006,60169156,54564351,45917513,36737695,28551996,21123700,14634518,9204483,5250397,2870524,1585986,894375,536042,330638,203980,127858,82145,53359,34836,22844,14977,9827,6409,4127,2618,1629,997"
un_europe_and_northern_america,1924,"28605,34375,40180,48066,63597,84494,115890,165586,252578,421913,764587,1491831,2869423,5172516,8671244,13381803,18621047,23246807,28087745,34808744,43153010,52131358,59884941,62344960,57905968,49913838,40308492,31140864,22737302,15587775,9729414,5509999,2989975,1639757,915461,544846,334969,205681,128153,81859,52917,34406,22524,14749,9690,6319,4077,2591,1612,985"
un_europe_and_northern_america,1925,"24379,29450,34317,40310,53511,70377,94302,131071,191520,300513,515207,959918,1898150,3653509,6601374,10920323,16146090,21281249,26033218,33037603,42789030,52913326,61612848,65533665,61908572,53663592,43542326,33464372,24187953,16428968,10195514,5740632,3098462,1689594,935387,551442,336462,205219,127088,80791,51984,33606,21866,14235,9299,6037,3882,2455,1522,929"
un_europe_and_northern_america,1926,"23388,28369,33282,38988,51707,67773,89631,122310,174323,263522,432787,770348,1494657,2925895,5462981,9459564,14646908,20373947,25642881,32612001,42948709,54241401,63733716,67540188,63210102,54364958,44102783,34167047,25107302,17412844,11039776,6304979,3401274,1844059,1010386,587532,356961,216883,133455,84368,54122,34910,22629,14694,9572,6208,3988,2527,1571,962"
un_europe_and_northern_america,1927,"23197,27917,32599,38150,50702,65886,86711,117549,166123,248424,402845,710203,1372528,2710513,5138740,9031036,14150992,19852967,25094381,31782976,41884149,53104162,62515706,67900847,65388004,57274493,46871851,36252053,26351301,18016683,11321568,6408187,3440266,1859201,1015315,587987,355189,214775,131882,83486,53656,34636,22483,14632,9577,6251,4048,2584,1620,999"
un_europe_and_northern_america,1928,"23159,27740,32331,37244,48009,63044,82904,112016,157776,234919,377761,661508,1270433,2528784,4875675,8688201,13688789,19243056,24423832,30809284,40655818,52028845,61961213,68408797,67332697,59842901,49518067,38356431,27655959,18676558,11626592,6523318,3478677,1871001,1018138,588395,354804,213958,130996,82774,53194,34350,22321,14554,9540,6240,4042,2584,1619,997"
un_europe_and_northern_america,1929,"23137,27893,32446,37038,46026,60622,79161,106307,148947,220709,353807,618912,1189733,2382257,4618174,8297624,13275540,18917961,24170095,30251627,39863586,51364517,61809164,68778034,68389804,61033763,50594600,39513982,28890356,19804557,12554229,7155110,3834349,2064307,1121132,643549,388360,234044,142459,89361,57295,36994,24010,15678,10291,6761,4394,2817,1775,1096"
un_europe_and_northern_america,1930,"23259,27677,31631,36077,45657,60026,78681,106147,148587,218990,345541,593752,1121907,2253407,4444071,8138319,13225230,19074480,24765012,31331934,41473347,53653227,64512767,71026063,69719732,62064658,51091218,39076065,27579379,18082042,10911680,5989265,3181484,1712548,940317,549901,330399,198246,121061,76648,49194,31820,20703,13538,8893,5829,3764,2396,1496,917"
un_europe_and_northern_america,1931,"23749,27933,31320,35695,46436,60163,79023,107211,150001,220625,346414,591778,1116640,2247757,4453900,8224503,13504012,19730131,26000024,33312796,44359468,57325798,68424102,73536227,70174097,60981228,49031382,36676152,25334581,16282260,9593237,5190078,2757985,1477606,816920,480481,286134,170571,104346,66370,42702,27618,17960,11752,7712,5045,3253,2065,1289,795"
un_europe_and_northern_america,1932,"23729,26754,28835,32748,44331,57750,77969,108377,154934,231971,369649,642422,1236948,2505473,4957419,9018974,14392509,20527845,26823585,34924979,47033442,60805358,71851583,75719507,71474885,61349822,47933989,34309225,22380815,13410510,7397330,3853723,2018795,1068117,598853,348103,203022,119761,73484,46496,29651,18945,12130,7782,5020,3198,2015,1255,771,465"
un_europe_and_northern_america,1933,"22884,25423,26839,29421,38421,51299,70153,98518,142725,215550,344370,599276,1156920,2365036,4732345,8728168,14127754,20381311,27043552,35450692,47432758,60605981,71457456,76039478,72606664,63007697,49618335,35371840,22674430,13238954,7168844,3703769,1917599,1000883,548705,308758,174977,101289,61637,39215,25439,16618,10918,7209,4773,3137,2032,1288,798,483"
un_europe_and_northern_america,1934,"22313,25509,26989,29548,38350,50266,68121,94614,135174,201547,316490,540959,1020489,2080078,4213986,7938309,13179878,19379172,26396880,35108075,46825508,59471282,69988180,74977251,72729029,64370689,52101293,38211246,25203991,15099480,8347491,4331477,2243590,1160642,624642,348139,193900,109296,64834,40426,25766,16529,10673,6932,4536,2952,1892,1186,723,431"
un_europe_and_northern_america,1935,"21916,24894,26566,28724,36947,47140,62170,84782,118840,174102,267810,443142,811717,1628787,3360871,6576631,11520752,17738978,24989519,33966957,45494200,57921505,68891955,74819818,73713865,66157196,54726728,41232206,28236100,17719673,10171555,5309041,2705406,1373610,708603,385046,208459,112661,64596,39516,25029,15995,10344,6747,4447,2922,1901,1207,748,450"
un_europe_and_northern_america,1936,"22226,24319,26069,27845,34774,44984,60873,82941,115503,167349,255608,419329,762035,1515437,3140438,6233097,11171058,17652831,25320738,34652346,45423572,56066712,65635557,72351026,72856381,66637630,56419689,43920852,31068459,20043485,11793733,6223432,3131449,1581213,796411,424376,229783,122618,68226,41038,25679,16345,10499,6831,4487,2942,1915,1223,758,456"
un_europe_and_northern_america,1937,"22281,23987,25538,26543,31490,40744,55374,75704,105017,150613,228604,372241,672393,1325196,2761595,5551187,10165017,16411285,23761739,32533137,42780547,53572295,64335111,72797669,74835217,69064236,59020454,46747717,33792116,22266157,13389689,7191720,3588736,1779307,864188,438635,230764,119374,63504,37162,23128,14526,9179,5826,3734,2392,1521,949,578,342"
un_europe_and_northern_america,1938,"22964,24174,24953,25418,30093,38923,53008,72309,100887,146110,223695,367411,671932,1341613,2819988,5669247,10296605,16387968,23339477,31529607,40862467,51182870,63170032,74140689,78577049,72878519,62044544,48533832,34183781,21687250,12526390,6526427,3223303,1597067,788443,409358,215776,111855,60072,35241,21650,13463,8481,5381,3463,2219,1410,880,537,316"
un_europe_and_northern_america,1939,"23281,24687,25682,25792,28879,36473,47226,63507,88237,128092,197600,327075,604278,1219931,2593095,5280918,9693257,15552254,22242405,30257468,39529293,49655635,61189124,71973126,77855895,74111139,64599778,51940197,37542990,24336068,14381007,7656804,3795218,1883030,926801,477019,252573,131362,69222,39556,23929,14711,9186,5815,3727,2402,1540,974,603,363"
un_europe_and_northern_america,1940,"23598,25587,26988,28017,33434,40753,52034,68911,94627,136287,210744,354773,669862,1376011,2909609,5821765,10447330,16427078,23265205,31656211,41624066,52416930,63084990,70689247,73614691,69948216,62153479,51047274,38238230,25895496,15927867,8692665,4326854,2122108,1018590,498529,253375,126159,63545,35457,21681,13556,8611,5579,3712,2516,1735,1201,833,580"
un_europe_and_northern_america,1941,"23211,26017,28250,32286,38405,46551,58608,75885,101926,144237,219964,369579,698965,1442417,3022847,6000296,10809288,17194705,24597185,33425679,43764617,54206952,62751847,67196927,68056041,65109261,59485310,50956459,40467024,29042696,18935119,10896404,5567204,2703130,1291857,604877,297491,147043,72306,38177,22675,14054,8882,5816,3934,2751,1960,1424,1042,765"
un_europe_and_northern_america,1942,"22934,26683,30110,36097,43425,52963,66209,84758,112742,158962,241596,410502,791680,1650057,3448271,6722473,11747796,18153548,25562268,35007787,45939286,55836756,62271803,64585344,64195014,61381523,56505887,49647487,41049384,31116484,21316736,12928851,6850973,3349622,1606906,744466,357868,178121,86984,43482,23972,13971,8201,4893,2978,1841,1149,724,457,286"
un_europe_and_northern_america,1943,"22524,27029,31418,39288,47685,58145,72009,91597,121113,168633,250784,416025,786337,1637218,3381034,6618932,11922604,19112949,27756939,37774557,48248792,57167087,61529007,61559576,59924057,58031467,54521530,49209037,41934512,32882357,23328569,14665072,8021193,3958662,1884051,858376,395478,193850,93210,44814,23704,13800,8284,5053,3174,2015,1299,839,543,349"
un_europe_and_northern_america,1944,"22783,28338,35832,44777,54961,67123,83195,106548,142915,202526,309189,540088,1071000,2268727,4663652,8752881,14513158,21695925,31243567,43027241,53039988,58020133,57976425,54712344,53819197,53641313,51463252,47491191,41927019,33882519,24848648,16196124,9085981,4542387,2134588,951871,419191,202869,97364,45833,23304,13256,7961,4811,2957,1833,1131,705,436,272"
un_europe_and_northern_america,1945,"24322,30002,37260,45492,55159,67485,85217,113156,159209,243388,427476,844190,1799385,3742136,6770987,10546108,14746795,21220112,32061391,44903601,55320634,60350657,60211507,58375433,56232669,52803956,48551950,43802919,38400634,31364314,23187745,15015402,8355526,4134558,1939387,868302,388517,186621,86068,38635,19178,10746,6277,3701,2238,1377,853,529,324,197"
un_europe_and_northern_america,1946,"25635,29838,32728,36576,41120,48190,60103,80882,118955,195716,374651,788554,1752873,3679717,6518084,9845749,13308525,18830912,28367217,41728593,56302166,67847976,70701667,66649706,59716808,52426898,46742390,42144291,36785761,29402947,20806219,12752497,6759903,3266721,1537264,698074,330725,159900,72711,34124,18780,11216,6604,3847,2286,1385,849,519,314,189"
un_europe_and_northern_america,1947,"26425,30126,32272,34429,37394,42330,51292,66492,93606,142800,244880,489416,1058769,2364307,4805276,8320416,12560551,17448127,25335836,37648327,52489529,66043603,72221680,71085482,65895250,58060480,50852984,44768933,38056941,29549089,20529987,12377012,6464294,3092005,1428467,641774,307469,150170,69283,33621,19187,11814,7162,4240,2548,1528,925,552,321,182"
un_europe_and_northern_america,1948,"26359,30206,32316,34058,35915,39150,45760,56817,75646,106753,160536,264677,492626,1029237,2155715,4235500,7906166,14007082,23522581,36734069,51642799,64949935,73687602,74379748,69885451,62664631,54468327,47325249,40066426,31299813,21842310,13278798,7010796,3376709,1580411,717073,341668,165734,74955,34845,19146,11521,6849,3998,2375,1441,890,542,326,191"
un_europe_and_northern_america,1949,"27510,31044,32823,33915,34869,37012,42522,52456,69748,98452,147729,240061,435320,900804,1939528,3939496,7541825,13498264,22218066,33641952,46861389,59999062,71271431,75523215,73692691,68481160,60502196,51770146,42634020,32175287,21769980,12941546,6714781,3204271,1479902,667607,322648,157673,72017,34254,19240,11735,7100,4238,2568,1578,979,598,362,211"
un_europe_and_northern_america,1950,"27202,31517,33845,35337,36080,37636,41869,50199,65383,91813,138261,226661,419936,889276,1969434,4150697,7983346,13689655,21033452,30144312,42493259,55783383,67264094,74655760,75950996,71636010,63873956,54401443,45075744,34679885,24309307,15061386,8075285,3898957,1804364,803436,376806,186028,85791,39369,21168,12829,7833,4668,2812,1710,1047,637,378,222"
un_europe_and_northern_america,1951,"26780,31649,34369,36049,36780,37924,41379,48820,62328,85882,126911,206393,378906,799774,1769457,3657343,7041243,12570476,20504621,30659502,42323323,54426948,65015775,73329870,76039562,72578607,65589248,56465837,47146653,36804129,26411277,16911576,9337519,4560000,2120127,950264,436840,214053,98366,43356,22101,13271,8165,4891,2966,1831,1153,729,454,280"
un_europe_and_northern_america,1952,"27165,32325,35259,36937,37579,38426,41309,47993,60663,83139,122374,197515,360962,758594,1696161,3545164,6876211,12306312,20021096,29801072,41167399,53674195,64246912,73001794,76945206,74483530,67610597,58473128,48833246,38207737,27607710,17827946,9921833,4869013,2260031,1009528,457672,222671,101702,43944,21745,12857,7863,4679,2817,1729,1085,679,423,257"
un_europe_and_northern_america,1953,"27218,32679,35767,37417,37932,38386,40738,46482,57834,78186,113688,182518,334823,704111,1583214,3299148,6366906,11436979,18996914,29019426,40527163,52929197,63744838,72455718,77020636,75900467,69590232,60666782,51031260,40396467,29460247,19073052,10698850,5300261,2467454,1101507,492432,237478,107888,45318,21421,12245,7264,4188,2420,1442,892,551,338,200"
un_europe_and_northern_america,1954,"28313,33665,36544,37946,37992,37875,39636,44872,55949,76151,111012,177604,323834,676951,1530566,3202118,6188598,11099772,18410163,28171317,39463040,51941333,63137852,71769368,77219570,78011029,73268889,64609502,54026476,41950666,29883436,19030645,10536569,5165620,2391985,1059031,474469,230021,104751,44230,21148,12254,7398,4298,2473,1466,892,553,334,198"
un_europe_and_northern_america,1955,"27897,33829,37213,38833,39075,38627,39663,44019,53639,71593,102426,159611,283539,574388,1289272,2718131,5249086,9454256,16072678,25775201,38093742,51085479,62553646,71105526,77037493,79060977,75427149,67550733,57334876,45173065,32742333,21294762,12093145,6027102,2803856,1253002,553639,264133,120749,49846,22205,12345,7358,4218,2361,1363,824,511,314,187"
un_europe_and_northern_america,1956,"28597,34704,38182,39680,39739,38953,39542,43536,53018,71004,101701,156935,270691,533235,1203160,2601288,5157332,9471348,15982541,24898646,35634837,48655172,61932409,71246497,77344529,80363200,77922428,70723069,60446941,47376936,34094766,22197081,12646050,6285449,2906729,1291298,566591,269008,122636,50349,22007,12304,7555,4436,2518,1464,889,555,350,215"
un_europe_and_northern_america,1957,"29256,35499,39017,40385,40222,39157,39306,42699,51556,68705,98135,151435,263949,524906,1179378,2513613,4872870,8792304,14904482,23883961,35418766,48318365,61077590,70774513,77819299,81822247,80186842,73249009,63026631,49544972,35497187,22904945,12996475,6455264,2984462,1325624,581936,276731,126658,51925,22280,12118,7239,4137,2251,1257,737,453,285,174"
un_europe_and_northern_america,1958,"30763,36871,40120,41212,40553,39064,38800,41981,50855,68258,97982,150864,257874,501111,1120952,2422491,4765818,8711391,14726068,23234080,33859930,46318823,60036677,71159307,79657389,84842649,83609081,76451746,65552225,50862974,35794504,22729914,12672955,6187161,2841126,1252319,550384,262358,118324,47993,20825,11487,6859,3891,2131,1191,703,436,271,168"
un_europe_and_northern_america,1959,"30031,36892,40849,42342,42169,40795,40364,42924,50853,66790,94533,145967,260764,535086,1222499,2582741,4927589,8718956,14553403,23223962,34540825,46967743,59204669,69172569,77230772,83313944,83524261,77244573,67359283,53710838,38771964,25159235,14410571,7190277,3318611,1477251,640539,299176,136238,54554,21993,11407,6641,3697,1912,1004,560,339,207,123"
un_europe_and_northern_america,1960,"30422,37528,41597,43044,42681,40998,40081,42029,49304,64316,90518,137390,237314,472639,1070835,2302063,4443787,7942809,13319114,21542889,32766456,45577599,58186565,68625241,76592274,83329610,85645779,80956549,71306499,57463320,41359547,26689186,15277959,7631328,3510998,1562202,675548,314282,143662,57831,22941,11700,6827,3846,1985,1023,559,337,209,127"
un_europe_and_northern_america,1961,"30892,38204,42378,43777,43202,41097,39558,40565,46936,61010,85930,128980,213674,404490,886769,1943205,3840749,6991894,11841190,19384482,30195507,43335121,56413745,68092154,77404608,85635132,89061361,84972979,74981078,60612964,43438047,28005373,16040086,8031274,3682611,1631095,701748,326057,150174,61397,24392,12340,7326,4230,2203,1127,589,340,207,123"
un_europe_and_northern_america,1962,"30163,38032,42810,44539,44235,41938,39856,39967,45115,57859,81303,121358,195671,355555,744599,1655244,3370340,6284716,10875774,17989023,28453091,41664170,55103974,67258843,77135415,85973599,90145364,87204618,77706170,63896255,46606623,30522427,17790490,9076121,4194880,1879753,809489,369784,170684,69695,26520,12474,7119,4025,2047,1013,527,309,196,122"
un_europe_and_northern_america,1963,"29804,38084,43270,45192,44999,42541,39977,39367,43443,55050,77197,115314,184795,331460,674992,1499871,3093746,5825758,10173505,16841698,27008814,40324267,53729800,65486122,76171374,86345372,91820883,89962393,80797504,67061747,49310667,32586187,19199900,9894902,4581981,2057974,883714,400349,186103,77011,29262,13487,7719,4432,2315,1177,627,379,241,156"
un_europe_and_northern_america,1964,"28722,37629,43368,45692,45694,43242,40181,38739,41477,51445,71422,105644,165599,284216,553065,1221825,2570024,4927281,8727498,14533135,23686765,36592684,51677468,65121125,76401468,86466099,93095124,92627792,84279969,71183045,53326874,35722114,21368236,11224780,5245478,2363900,1017214,453550,211824,89099,33555,14535,8028,4558,2358,1161,594,349,221,143"
un_europe_and_northern_america,1965,"27351,37017,43403,46285,46617,44354,40976,38873,40425,48910,67169,98896,153549,256108,480837,1041760,2229119,4356627,7838253,13165241,21585477,34008159,49522784,64132318,76168453,86573141,94010136,94331236,86539658,74104320,56670326,38756257,23747303,12770945,6039788,2721338,1171337,512160,239332,102253,38343,15742,8481,4827,2526,1245,637,366,230,150"
un_europe_and_northern_america,1966,"25758,36261,43313,46842,47582,45740,42303,39685,40161,47085,63348,92498,142069,230165,413545,858729,1866744,3742760,6894978,11760412,19349924,31048806,46507893,62304131,75535754,87003365,95792815,96560014,89009705,76940367,59873751,41775304,26222946,14452885,6951372,3140206,1361750,585697,273216,118671,44579,17276,8859,4973,2584,1257,635,359,224,144"
un_europe_and_northern_america,1967,"25571,36314,43598,47280,48046,46131,42474,39442,39310,45538,61114,89433,136942,216550,372986,729686,1590376,3266163,6145480,10675863,17641994,28578409,43740212,60436802,75076493,87628012,97984520,99686068,92376830,79851280,62309696,43515876,27375213,15179892,7340979,3319676,1444461,619884,288734,126867,48405,18778,9551,5383,2858,1444,770,463,307,203"
