global,time,income_mountain_50bracket_shape_for_log
world,1956,"75474,103477,133165,171208,223962,306687,448384,701843,1180256,2126936,4059626,8135832,17066334,36531006,75359125,133197238,206729186,274908811,293900364,286270518,251477938,203171324,169915466,149854271,135402956,121981052,108708347,93123610,76796195,58947704,41598860,26883521,15355444,7673323,3462222,1475514,671484,338178,142374,55394,28533,17485,9756,4640,2190,1140,559,285,136,49"
world,1957,"76472,104839,134607,172557,224978,306530,445913,694197,1159179,2069769,3917634,7819037,16440770,35581487,74795979,134717929,211757261,282154768,301165851,290564743,253103636,203676469,170270031,150722618,137972222,125342524,112375024,96901796,80410107,62131425,43609223,28046855,15964987,7961141,3588552,1530141,691311,347321,147344,56923,28427,17308,9743,4593,2114,1076,523,265,127,52"
world,1958,"79388,107499,136739,173552,224237,303044,438426,680701,1135080,2030833,3877621,7872773,16937876,37114888,77567961,136820047,212893477,282143104,300630671,294797047,258062867,207111985,173176654,153805118,142144983,130674608,117445648,101384728,84051568,64515637,44695617,28281329,15843628,7784683,3486496,1493330,682104,337898,140883,55266,27974,16845,9239,4286,1992,1019,500,254,116,42"
world,1959,"76628,106109,136157,172903,222428,298404,428457,662919,1106000,1982065,3808911,7845667,17310713,38857792,82274908,142756826,222804547,285434335,299886467,295871030,258992976,208841690,174108345,154309153,142843885,132319982,119517263,104132998,86873604,67902265,47926215,31009615,17814062,8923261,4010866,1704874,753378,375903,160913,59578,28340,17109,9684,4546,2036,1026,499,264,120,43"
world,1960,"75443,105272,135080,170902,218378,290713,414700,642121,1080469,1955484,3795761,7965982,18078553,41506224,87708118,148281793,228170066,281237269,293230599,294046033,260165599,212108440,176912486,157306848,145393949,136488075,124655164,110381145,92546074,73104788,51773703,33274604,19109397,9604896,4320874,1844697,812465,401906,174806,65405,29863,17745,10387,4977,2180,1076,522,267,138,46"
world,1961,"78652,108966,139664,177132,227769,306847,445291,710315,1246257,2370791,4886547,11184322,26990546,61581632,112449659,182560123,240175276,262795016,274142743,273890578,243230280,204045141,174160156,156933802,146806816,141430753,130987818,117113618,98136686,77827876,55150653,35197056,20177080,10179769,4596257,1971380,869038,428015,187695,70983,31408,18257,11035,5473,2348,1136,567,282,145,58"
world,1962,"76678,107699,138659,176163,226378,302697,433030,679831,1177914,2221645,4537730,10288381,24868662,57578017,108796596,178040735,243719805,271202435,282768452,283066289,249858896,207102029,175922056,157557934,147868760,144171435,134713407,121741198,102419873,82092430,59055756,38202091,22291416,11445748,5218439,2238913,971267,476298,215598,80388,33783,19014,11547,5790,2495,1184,599,307,155,61"
world,1963,"75587,107405,138589,175666,224553,296981,417666,640752,1083600,2002774,4011857,8852214,21051511,49324253,99951601,163700987,241593267,281269941,292599402,295771728,263788476,217603089,182198627,160385136,150098916,147043498,139393454,126845439,107193842,86319766,62599770,40749151,24009736,12476632,5738718,2466469,1063569,518869,241732,90713,36724,19929,12185,6269,2711,1300,668,342,193,83"
world,1964,"71349,104394,136067,172832,221004,290374,401998,601355,989742,1795985,3537407,7576289,17652080,41555111,88544626,149982475,232465976,288635573,302871646,308209219,278838853,227355843,188151536,164536754,153145494,149273869,144296900,132661381,113611560,92532131,68378247,45047486,26907841,14247028,6658458,2880792,1237614,594713,285702,110774,43373,22349,13543,7136,3119,1475,778,398,226,108"
world,1965,"64879,99619,132390,169924,218106,287304,396988,590382,963187,1733400,3387405,7152386,16347625,38130487,82498075,145956194,232467819,304653955,321465962,320345147,283802533,227291301,186800908,164072614,153245377,149772957,146856694,135921936,117882397,96997403,73056352,49105622,29907720,16199324,7716008,3370648,1442511,678837,333376,133749,50497,24887,14902,7989,3555,1700,928,508,290,155"
world,1966,"63828,99900,133923,172490,221542,291427,402020,596492,972850,1758842,3470078,7404018,17102300,40177374,86679915,151466014,240708656,311543864,326584657,323230305,283035747,225299278,185142181,163948469,153395376,150917866,151083055,141143741,123223870,101603764,77561603,53042032,32931912,18264522,8881572,3924061,1673037,767321,383389,160213,58711,27412,16043,8626,3892,1837,1007,554,309,180"
world,1967,"63558,100826,135797,174651,224103,294374,405570,600479,978497,1782333,3597020,7927119,18901834,44976629,95659307,161121011,249567347,311989693,323887583,323515236,284914539,226980218,185553464,164464629,153982857,152156727,154477754,146684382,129677334,106760858,81702387,55838067,34638398,19261580,9421069,4187931,1790779,815008,407272,174450,64244,28570,16285,8760,3936,1826,987,543,297,177"
world,1968,"61954,100805,137134,177448,228037,299615,413477,613809,1003017,1828128,3715200,8414410,20717972,50548069,106502990,175966005,264624391,312537687,320171427,318870502,278943874,224888088,185664980,165419522,155396835,152868023,155835162,150910239,136271351,113000065,87446737,60558457,37797877,21275517,10557528,4742714,2038019,913166,453641,199032,72739,30573,16870,9091,4067,1826,971,513,274,158"
world,1969,"60234,100086,136862,176983,226227,294295,401078,585855,938941,1675837,3323118,7314663,17795284,43965996,97050068,165912218,259611461,319867828,329852034,331211740,294459321,237354128,193818761,170315416,158405837,153475923,155957206,153772877,142510579,120141405,93938370,65868757,41099755,23195472,11603279,5254594,2278975,1019105,502035,225696,85074,34578,18317,10046,4590,2026,1047,572,308,184"
world,1970,"59694,99722,136428,174831,221204,284266,382238,549355,862515,1503308,2901904,6160295,14554324,36039971,83235320,151488598,247339549,328946138,345187005,346123954,311631183,250410672,200924043,174944995,162965472,157874484,159673069,158567612,149724815,127727202,100097526,70138804,43255620,24088589,11996357,5449899,2394115,1090541,536066,243191,96001,38529,19592,10902,5088,2167,1102,587,317,187"
world,1971,"59376,99916,137058,175105,220628,281998,376766,538602,841529,1460085,2806539,5955911,14124569,35317643,82652068,152833513,251542111,339271895,356246458,354636087,316389782,251204581,201134130,175937329,164099119,159783026,162316423,162612595,154417608,132775460,104857676,74211762,46134674,25839850,12967463,5931065,2618286,1192988,588132,272564,112066,44280,21383,11872,5674,2408,1187,632,335,203"
world,1972,"54979,97947,136429,175704,221792,283907,379267,541969,846533,1467946,2828530,6076879,14770019,37564233,88381903,161435304,266848451,350801397,364782089,360316482,313525377,244432653,197140864,173956938,162469343,159385632,162898868,165139142,158915705,138629369,110831375,79619533,50344618,28570717,14528188,6707924,2964165,1328865,648759,301807,118965,46199,22067,12307,5931,2492,1220,634,338,186"
world,1973,"51768,96072,135695,175623,221313,281345,372461,526816,814739,1402093,2667280,5609600,13423152,34187834,81933955,154510940,260543841,355974962,376728550,371620803,324656616,251472571,200290620,176027498,164449840,161091639,164553616,168882494,164289478,146075566,118355266,86496618,55790933,32112240,16575961,7719712,3405454,1504899,724184,339204,131608,49788,22985,12674,6184,2571,1209,633,330,164"
world,1974,"51298,96343,136061,175691,220528,279381,369602,524349,815250,1411565,2707277,5770655,14079644,36269205,86714354,161068246,271281911,362765649,380652535,372430664,323574654,252425355,202512989,179057913,167942649,164205063,168298739,173758735,169333171,150646190,122029077,89309128,57392339,32763326,16809343,7788622,3431148,1534206,745851,348999,138390,52542,23667,12881,6266,2547,1161,601,304,153"
world,1975,"55005,100033,139473,178311,221544,277378,362928,510583,789325,1358203,2586763,5493526,13407594,34849764,84570102,159677127,269000326,365192217,386168886,381175047,337445509,264185899,209775659,183845845,171943659,167815286,172109139,178514743,174770261,154888232,124597047,90549504,57735385,32696128,16571646,7599538,3343246,1501516,729790,331081,125001,48908,22741,11638,5221,2082,976,483,248,123"
world,1976,"51430,98638,139465,179422,223223,279053,364039,511681,796208,1391738,2736093,6144978,15804572,41673173,97734147,173964797,285632382,363611396,380849452,376924591,328991595,259958433,210452246,186643943,175312853,170796196,173990719,180694000,177529781,159559825,130044328,96232288,62805977,36016438,18502159,8558632,3766221,1683239,819544,377559,142501,55569,25243,12288,5389,2184,1038,516,264,133"
world,1977,"52390,100612,142753,183932,228554,283947,366151,507014,777943,1345350,2624391,5854337,15070322,40008586,94953223,170280249,281770048,363365706,384615049,384970322,342151664,272605094,219462369,192388508,179092325,173241200,175241137,182766842,180629618,163581472,134438096,100648410,66854494,38796746,20175181,9404184,4145610,1845810,895130,419727,158280,59764,26481,12778,5620,2219,1032,506,255,128"
world,1978,"46763,97682,141004,182841,227465,281483,359555,490582,737843,1246378,2357445,5032902,12521313,33351264,82567169,157666405,269069658,371183551,400830221,401447308,362023721,288848058,228394731,196856630,181892675,175254008,176043361,183999869,183011126,167237115,138766326,105101243,71014561,41943857,22190206,10471735,4621119,2026322,957123,433437,160817,61030,27158,12983,5705,2273,1063,542,279,127"
world,1979,"47366,99232,143648,186554,232105,286817,364434,492489,730794,1215111,2253003,4721515,11587072,30950011,78328863,156784340,273886876,392704960,425122625,417256332,364241432,284852968,225280188,195305448,181744395,175952198,176424411,183278690,183238869,170143039,143636283,110243816,75517660,45014432,23994878,11400492,5048241,2221458,1054553,495926,183638,66739,28857,13739,6098,2425,1099,558,277,126"
world,1980,"48773,101631,146512,189654,235375,290114,368107,496567,732640,1205175,2216145,4625430,11296735,30195188,76661327,154312442,270203446,392040120,429698680,427289097,378347209,297256685,234587477,202770984,187569196,179659490,178726214,185040418,185676923,173329726,147398830,113153166,77357047,45773396,24198568,11436831,5055962,2247886,1092916,535244,207207,72037,29471,14198,6504,2542,1122,560,278,130"
world,1981,"52551,104368,150258,194578,241701,298243,378976,511835,756391,1246757,2304542,4845358,11944401,32032699,80742650,159094189,277670467,396549930,434245915,435732964,388406075,306685093,241922323,208298247,192864388,185411719,184939904,190207575,189164089,175561427,148467307,113258755,76998510,45318631,23856884,11235105,4949803,2196069,1070211,518733,192789,66478,27371,13297,6056,2321,1003,523,263,132"
world,1982,"51731,103454,148896,192427,238691,294615,374810,506837,747467,1221874,2210717,4476241,10507118,27536954,69163206,145760862,259078738,397358131,461569773,465993884,412923474,322085992,250358984,213132296,196711502,188683958,187316211,191344334,190108855,178151500,151098744,114420688,77398933,45564097,23879831,11186509,4986104,2248546,1087859,505754,184468,67148,29248,14146,6506,2626,1222,671,345,162"
world,1983,"51579,103809,149447,193447,241123,300935,389208,534298,792937,1278213,2239055,4290733,9278529,23174790,58548944,128043061,236942251,386256586,485910552,502207785,446394288,346293899,263681748,218226090,197561007,188270924,186585401,191210006,189949797,178044694,151962859,116210008,79926080,48553568,26348871,12642327,5700186,2573761,1196183,535469,201642,72795,30866,14581,6764,2756,1222,633,296,130"
world,1984,"53600,107637,153819,197321,243880,303048,392212,540689,803989,1287638,2210467,4035745,7938222,18253805,45574677,104891587,203724453,356581410,503056265,548021456,490429389,376887852,280572087,227260262,202301184,190670453,188592307,192172509,191588505,180126272,154787637,118573227,82128078,50530156,27791346,13539405,6146083,2773453,1289982,581957,222876,78758,31758,13858,6022,2315,989,496,249,108"
world,1985,"56727,113382,161368,206156,253919,314427,404444,552343,810168,1278016,2166835,3930604,7699944,17405261,42208329,95392683,187507409,335622468,497996933,567592573,521663993,407308748,298789979,237960970,208960321,195146002,191862837,194244758,193084594,182090019,158000423,121331013,84474562,52590394,29229819,14228534,6473298,2929962,1314673,575414,223113,73277,27326,12155,5511,2257,1049,606,331,163"
world,1986,"59322,117889,167017,212191,259745,319853,410196,560875,824957,1301296,2193150,3937314,7656705,17317951,41442869,91146170,176875146,320188205,490045313,576726183,542816880,429000808,313477758,247788106,216076900,199457901,195320832,197069562,197172508,187252781,164412322,126869347,89010129,56218212,31572663,15635135,7155746,3255397,1439145,637684,252580,88586,36766,18372,9603,4964,2857,1825,1114,524"
world,1987,"61447,123254,178093,232415,292641,368895,477404,646586,926783,1416068,2312804,4041649,7722034,17078779,40555830,88271999,168275650,306973511,484677803,590773651,571717606,461444465,334273605,259135041,221388063,200699400,193306498,194147359,195300143,187770827,166601880,131337868,92655785,58402653,32734633,16162320,7345354,3329113,1454744,643810,249061,82339,33738,17669,9634,5064,2797,1635,940,427"
world,1988,"59738,121111,178799,240988,314173,409559,543266,742418,1058143,1593566,2533793,4250057,7704896,15865873,36272901,79776269,154945154,284819553,467943014,599914326,603433335,501797746,364765467,274941487,228579842,203000719,191943841,193022789,196340829,190196040,171208561,136609186,97027695,61354508,34076417,16906568,7757017,3482301,1557116,712109,284724,90753,34818,18584,10291,5535,3031,1740,974,431"
world,1989,"55493,113798,171765,236142,313140,412625,549079,748090,1063799,1607187,2566759,4317807,8056510,18042486,42917819,96835793,196472370,345726619,525812619,596231567,556361149,453000855,342684521,272796753,232073996,206384906,193231604,191124624,195884073,191486293,175034063,141522587,101479055,64776443,36421405,18300277,8475055,3864539,1784148,836869,345837,117626,48579,27993,16864,10195,6214,3772,2144,948"
world,1990,"49101,102248,158675,225251,308704,419226,570488,787831,1125322,1696651,2707901,4537988,8283752,17957284,42039887,93909379,191729189,338784048,526503813,614447493,578740790,471773290,355987820,282057383,239262590,211783829,196341472,192686437,193116446,189040063,175711378,144189873,104570371,66971014,37300570,18549479,8516976,3878519,1822993,859882,341327,104582,37671,20039,11290,6526,3882,2344,1363,613"
world,1991,"45406,96473,153887,225266,318310,443231,614152,855811,1222322,1831432,2896293,4786716,8364824,17024466,40362850,93368556,189393917,337972792,528695678,619462930,599162272,494655998,376221572,295743491,246793310,215441226,199320640,192474003,187521855,185402536,175719673,145872902,106245866,67518841,37229388,18227810,8311836,3794975,1806165,857708,343571,105528,38162,19942,10777,6034,3446,1969,1080,477"
world,1992,"41600,88379,141865,209111,298384,420595,592359,840788,1223185,1863258,3010649,5103845,9214172,18836554,42116148,91887297,182978912,328177335,523758731,620663348,617590473,521091835,404639293,317727476,261025578,221965033,198495704,186601541,181324224,181205682,175253026,146888218,106512665,67621273,37774604,18799957,8596723,3853992,1751386,823829,343864,104405,31178,14072,6853,3684,2086,1194,639,288"
world,1993,"33186,69108,106481,152066,214028,304799,444842,667461,1033891,1674243,2854292,5042883,9399011,19624959,42967964,90342662,178335459,319774127,521524630,623041237,634235032,545116581,434373729,341873759,274624738,227284962,196847322,179423905,174782330,178073256,174415739,146386188,106656315,67874187,38581657,19315918,8899949,4081196,1847798,754650,338543,304707,246952,109948,26616,6608,3301,1884,1045,463"
world,1994,"32198,64458,99981,144956,206779,296491,433246,650764,1015854,1667458,2883521,5146414,9420623,18861017,40486274,84286952,166083657,297330336,496646351,648705721,657657839,578318279,461740934,359813676,281336223,228127093,194420974,177824867,175150535,179016455,177126526,151726993,110572564,70021092,39962998,20413739,9511927,4388826,2025468,835374,373551,322994,250548,107503,25985,7082,3600,2061,1149,529"
world,1995,"22836,49012,78067,115988,170639,253625,384538,595019,947310,1576502,2765986,5025158,9475600,19102204,39587049,79483735,153870100,277702328,468374493,646635881,678420817,603449413,482706547,375190856,294721747,240051524,203375096,184082481,179943795,182640881,181028828,156289340,114195436,72784821,41288936,21294473,9996841,4606362,2159860,930713,393664,313098,261680,125729,33256,8088,3738,2077,1125,512"
world,1996,"22382,47474,74798,109829,159669,235290,355913,553014,890221,1508851,2701435,4975118,9104575,16399697,31448104,68464475,145590684,266613184,451421978,639019557,703264996,633818624,515025179,401597236,310904271,245950839,203278275,181531115,178274853,183794328,183585180,159606753,116404955,75396685,43386516,22240601,10348288,4711112,2145822,914060,349242,248355,293699,215627,86946,20060,5375,2618,1413,634"
world,1997,"23698,49817,78460,114997,166170,242751,365525,569072,918218,1546054,2726123,4974683,9120381,16570565,32223367,70794334,149629420,271038823,453697814,638886277,701552253,632569136,518923976,410783804,322601819,256595916,210824120,185947159,181444305,186900747,186743481,162305608,119682364,77539385,44819097,23232374,11013149,5171126,2361941,1049355,460028,300908,296147,200717,77102,17085,4403,2047,1058,478"
world,1998,"25797,54002,85265,125371,181272,264158,392351,595301,929814,1519529,2628074,4776323,8835826,16371032,32927773,74043450,157794274,284213818,464724399,640495304,696872392,631140032,522511714,418059471,329993759,263418187,216671077,189310430,180973583,186071621,187001394,163622395,123815785,81410089,47962416,24538886,11831742,5592980,2499242,1092226,495368,351151,320732,189563,62376,13045,3969,1880,953,434"
world,1999,"20675,43583,71153,109008,163768,245731,373488,579036,924487,1535758,2675091,4882536,9058556,16587180,32668504,72830343,152295252,267273091,448156848,646549419,721939196,660415902,549747564,440031446,342652359,266133632,213173138,183870219,175976153,183453464,186195439,165661707,126332772,84399626,49499750,25800228,12476565,5861708,2712898,1248225,554977,372825,335326,194118,62749,13702,4162,1720,828,372"
world,2000,"16911,36226,61443,98657,155822,245446,386871,610883,972821,1584771,2699696,4882639,9170935,17102382,33271336,70445185,144702863,257287801,434501307,635521503,721608690,665787098,558930647,457530743,362249364,283089206,225664182,191490120,180960191,187185267,191017199,172206572,131784167,88234610,51797564,26953878,13074408,6136469,2862238,1327186,548015,294203,337009,299223,151675,45521,10175,2311,854,379"
world,2001,"48141,94558,134529,172939,217253,279189,379511,554591,869444,1445576,2538953,4704507,8868518,16132245,30961095,65962623,138896068,251595203,428266573,631828870,726703124,675527034,570353948,471240246,379238011,296929330,234075402,196327487,183759984,189874242,194969091,176519987,135535293,90857811,53620307,27886168,13813149,6604355,3191613,1553577,681870,358964,344498,286774,137911,36191,6813,1690,654,287"
world,2002,"37248,76222,115342,157737,204031,258816,334758,462636,704949,1184870,2148923,4084656,7792717,14192967,27491218,59570705,128305313,239617886,415177267,616950594,723114811,686706801,588712265,494301041,405825085,319659359,247793081,204195732,188548759,193912186,198447331,180078945,138675724,92504510,55081959,29223718,14209983,6798586,3408470,1667864,693970,383513,334063,210667,74091,16303,5297,2507,1277,583"
world,2003,"9034,19582,34839,59525,97156,156822,253165,413479,690705,1192163,2141279,4015862,7636806,13845825,25521058,52611577,113876227,224748624,401556519,608118948,729524765,705814438,613251446,516841323,424504565,330783829,254987565,208321487,191127569,198645792,203881940,185158155,141870739,94289107,56980940,30315841,15008571,7369726,3559855,1719878,788357,454705,340531,180962,54737,12197,4978,2633,1379,615"
world,2004,"10047,20447,34203,54915,86575,139953,231967,391097,666285,1148598,2024987,3718352,7018682,12947879,24092642,47819081,99354180,202636771,379751214,587215049,721967701,721882619,633494178,534221446,444831733,353341449,275618824,224272988,202336430,204933131,209776492,190549630,147643866,99424965,58868081,30562956,15073138,7343110,3571065,1747100,766520,411473,354689,238890,89156,19589,5799,2840,1539,724"
world,2005,"10556,21294,34097,53802,82962,130479,210715,350623,601460,1061828,1910950,3533152,6671440,12315609,22648024,43784183,88100375,178778170,347843051,563838909,712275411,733729180,655845303,554594199,467516732,379804178,298850247,240966694,213508136,212776403,215978447,196796898,152450368,101556527,60598902,32210469,16173021,7876414,3889712,1886039,907278,497453,371402,239233,89424,19644,5610,2666,1413,678"
world,2006,"9455,18856,29573,46464,71396,113391,187664,319657,553131,968865,1715554,3126425,5861606,11033531,20340866,38728596,80332094,171903146,338330584,555804230,705301736,730976238,660756898,566003770,481367698,398834110,319045488,256549191,224487836,219612756,222777759,202594035,157710029,106723021,64227938,34263200,17147751,8507316,4231880,2050495,965524,487066,381113,287378,124579,30047,7052,3045,1621,777"
world,2007,"9151,19028,30108,48154,75002,117314,187738,306572,510524,869757,1513849,2716285,5083890,9776794,18652278,36228792,75187131,160868063,319430954,534582498,693274579,728397359,670064565,581741201,499102002,421276629,341243910,273188796,233975867,224918508,227603147,211364360,167220319,114250966,68945740,37327569,18824141,9385988,4696053,2112467,894839,523841,410648,241945,87299,24257,9984,4702,1935,673"
world,2008,"6497,13687,22350,38674,65968,112125,189312,311699,504101,820011,1371816,2396657,4437742,8628181,17074480,34378892,72345858,155232471,309933607,524111525,688917717,729335834,675750864,590063829,508591379,435013900,359812793,293126452,251470982,237350682,235646686,214828445,169827852,115376139,69691323,37154451,18592009,9062955,4463640,2044804,999472,610774,405634,199264,61547,16294,6512,2974,1406,650"
world,2009,"8176,16260,24548,35896,55526,85518,134235,215410,358481,632260,1178189,2254845,4370712,8543995,16757947,33050575,68584078,146763820,296671910,508039665,685017060,732762791,687666807,608928320,529169437,455043390,376474265,304555801,258332920,242350023,239298496,218566208,173561532,119409537,71495496,37972691,18834368,8832861,3965191,1867005,905939,512134,398538,241640,84648,19186,6386,3218,1658,770"
world,2010,"6511,13482,21416,33893,57064,97093,162251,262139,415421,666961,1125772,2001000,3748720,7340826,14615756,29263647,60775270,131032411,270774799,476805143,665320455,727902602,695633317,629894395,554599409,483916530,405092600,327294587,277150502,257643928,250383501,224488891,179051785,122007572,73613886,39444183,19024975,8583805,4004856,1898131,949172,546936,260411,87376,35776,18270,8970,4062,1802,798"
world,2011,"6451,13154,19955,29210,46296,77770,135813,235185,397335,660684,1122766,1974612,3627864,6944599,13562577,26714718,53602730,111953389,233348438,429488616,638204584,735025126,725768514,663414998,585320475,514714471,433490733,352022104,294193976,267417852,256795153,227674891,179958249,122969697,74374984,40084603,19580668,9062300,4217749,2018384,1015343,590029,340366,135076,40379,16099,8398,4292,2171,1002"
world,2012,"3059,6409,10503,16497,26923,45881,82055,149779,273315,493221,902465,1681970,3201566,6213197,12219972,24355236,49538365,103457808,217366373,409330364,623259989,733286235,733455494,675290572,599905949,534647018,459069050,376222589,313240698,279692143,264964021,234100244,182415149,124947650,75276308,40229717,20056617,9121608,4178094,2089278,1056456,601090,352763,136461,37696,13584,6966,3745,1938,895"
world,2013,"2589,5678,9582,15543,25742,44541,81027,150067,275787,494522,888632,1634802,3108768,6023379,11724013,22873496,45267911,91518671,189646122,368631223,594375776,730667764,741421369,696767577,628275929,563302842,488086341,404192772,335065969,294627814,274020906,240466485,185561786,126743080,76165918,41250253,20216198,9360452,4387955,2122436,1153259,663328,307344,98027,28796,11814,5602,2941,1619,792"
world,2014,"24391,51644,79791,110785,143984,176347,207405,242875,302604,434965,750964,1467290,2970685,5952093,11670915,22531269,44282266,89019680,182028011,354406964,582416995,729093036,740271045,698433125,642845751,583497692,511442500,426105744,350943434,304753566,282415678,245875301,186769694,124964190,76126777,42459997,21631852,10347886,4742280,2239374,1173379,626961,289504,99355,32000,16442,9407,5046,2546,1121"
world,2015,"3447,8726,17874,35007,64569,110113,173950,258782,373157,547330,867591,1534168,2940177,5848123,11632523,22699464,44733536,89541777,178835459,342664026,567521604,726468111,744725670,697414446,653571872,601161955,532306956,444749993,363696598,311057129,284894498,251293344,193239409,130216700,79688481,43847622,21820259,10533198,4964771,2404421,1286794,731549,350238,115098,33763,14970,7996,4161,2162,1055"
world,2016,"5088,10732,18315,31351,55576,96913,160921,252578,380238,568483,897187,1565001,2971390,5888243,11782788,23148849,45851412,90528765,176702756,332879741,552831211,717825320,745704631,702855685,661230862,617201090,549031145,460744826,376216426,319475567,290105927,255368020,200049225,137219471,84022306,46258376,23572706,11231360,5330805,2615153,1302934,704088,374946,144638,42273,15654,7550,3797,1916,866"
world,2017,"43620,84704,115276,136499,150681,159841,170009,194386,258254,410926,758498,1503587,3014354,5995457,11827848,22955846,44912157,86706134,163945515,305721346,527515444,714230329,760749193,717723371,676083306,630002786,565913820,480017846,395539098,332476228,299227280,261703667,204540198,141990114,87010373,48458777,24528398,11626828,5479066,2622532,1291991,736599,417072,160656,45387,15887,7616,3881,1988,926"
world,2018,"8139,15866,24065,35129,54301,86562,138871,219182,340679,531957,873091,1546671,2924164,5788043,11627340,22918094,44868738,85111568,155489032,278801956,479081072,686180301,777101875,745240767,698253326,658674925,593844436,502908312,408369692,340936672,303953220,266334357,210560481,146902533,91190757,51060302,25598352,12578751,6141987,3020106,1464552,806081,518644,248531,74592,19969,8468,4158,2017,888"
world,2019,"8354,16163,23900,32714,45075,62915,90836,138752,230072,413239,789812,1547425,3042925,6047249,12015705,23311812,44909253,83922360,151318597,266220083,451173529,665131598,793210215,776907373,710464224,659948511,601447039,515791080,424428122,352586550,312076381,271953113,215177488,151762881,96346739,55556418,28812304,14119075,6888157,3415814,1710544,940759,543032,231646,63886,19162,8512,4100,1930,842"
world,2020,"8781,17154,25426,35245,48579,67953,99103,153778,259691,473150,906645,1764725,3447390,6827810,13460843,25910389,49432645,91859527,166677196,294225699,488073051,686554314,781692503,755300625,696345152,652515210,600001468,519482349,429634766,357330640,314443656,269889749,210261382,146613992,92355080,52811511,27145419,13241724,6445282,3194038,1611382,902155,515287,210826,58061,18539,8434,4161,2029,897"
world,2021,"7567,16301,24724,35006,48845,68904,101083,157056,263298,474120,901068,1752532,3430338,6792458,13369606,25628890,48461650,88294915,156169437,269614008,449352523,660513786,782713657,773528524,707778561,659968751,613668736,540922504,452275780,375060455,326450456,281895776,223192192,158395521,101331262,58938711,30848127,15165967,7397288,3669126,1835594,997666,580124,260006,75737,22850,10063,4928,2418,1087"
world,2022,"6667,15717,24357,35023,49294,69854,102624,159186,265060,472761,891382,1730785,3394805,6740504,13310945,25509192,47900961,86193519,149433558,252667394,418860147,634258716,783784492,798764218,733298493,678915128,630717504,557450042,465138979,383583947,331046187,286945437,229646873,164928254,106681348,62703387,33177881,16396566,8019759,3982574,1987214,1060636,618519,291776,88543,25808,10916,5310,2605,1184"
world,2023,"6165,15689,24616,35787,50916,72912,108219,169236,280829,494623,919362,1768391,3441963,6794002,13368913,25542746,47559614,84619567,144339867,239320433,392782632,606415521,776659262,816190101,755144011,694932261,645377918,574865488,482099497,397208729,340126171,294489916,236675071,170874951,111235069,65763531,35012494,17324701,8471930,4202542,2095376,1111145,648667,314249,98251,28649,12023,5884,2898,1357"
world,2024,"5973,15676,24878,36439,52484,76150,114318,179878,296885,516710,950175,1804409,3478939,6812688,13320838,25296000,46614878,82455880,138938433,226923222,367997718,576186359,764397065,831224415,778714386,711991285,659203014,592244878,500870108,413793178,351967831,303320591,243826339,176415245,115203040,68332234,36488196,18049178,8811000,4364457,2174388,1148710,670395,329269,105100,31017,13054,6418,3187,1518"
world,2025,"5880,15723,25169,37082,54081,79427,120483,190034,312037,538849,980990,1841631,3517896,6830085,13270473,24970130,45544586,80218166,133790215,215762208,345416229,545151622,747500283,842486007,803650021,730887968,673129173,608780462,519292516,430689223,364478509,312596274,251235715,182159192,119383221,71120951,38146154,18890203,9207351,4554022,2267270,1191193,693946,346252,113017,33447,13977,6886,3430,1646"
world,2026,"5485,15599,25437,37865,56197,83887,128566,202952,330969,568316,1021721,1894998,3583561,6884568,13252098,24593225,44506881,78210335,129628501,206819867,326628420,515535204,726607595,847422564,826858705,750686858,687203262,624484573,537644484,448126795,377803482,322331094,258821865,187956034,123571334,73942070,39836133,19753517,9610744,4746266,2361685,1234365,718107,363837,121357,36111,14949,7377,3692,1791"
world,2027,"5648,15721,26014,39281,59263,90311,139664,220536,359131,614101,1091585,1999289,3734479,7087562,13369657,24334340,43578527,76217924,125845526,199076079,310539301,488091042,703173698,847367341,848460066,772023283,702150371,639416164,555236082,465129253,391286892,332196394,266438895,193726817,127758023,76805464,41596309,20670075,10038366,4947029,2459151,1277981,741490,381059,129930,38665,15816,7787,3922,1909"
world,2028,"5725,15834,26745,41132,63092,97763,152153,240390,393985,670109,1181537,2141318,3943873,7352655,13463156,24081272,42580569,74168520,122401857,192446286,296991386,463589659,678546395,842885506,867328199,793799898,717583899,653315740,571974722,481764446,405024458,342447453,274382292,199725289,132112692,79780332,43449535,21642510,10494155,5160515,2563681,1325572,767099,399922,139494,41698,16912,8350,4208,2059"
world,2029,"6130,16113,27616,43398,67747,106165,165949,263638,434299,736374,1289314,2311286,4202780,7609707,13511983,23759333,41456700,72070748,119203023,186707650,285599328,442290787,654695225,835342607,882545270,814631629,732673569,665983586,587602120,497898845,418825578,353036618,282764159,206258684,136933329,83093570,45554524,22775885,11040245,5419085,2691905,1384779,797860,421873,151141,45571,18345,9086,4630,2295"
world,2030,"6296,16366,28524,45730,72239,113955,178451,285805,471129,797707,1389130,2465176,4423958,7763596,13463286,23310268,40277461,70103886,116584721,182571934,277693936,426331829,634710014,827249235,894291160,833599065,746495487,676559326,600704332,511950043,431256767,363021183,290976480,212855959,141884039,86511675,47760191,23965140,11609675,5682247,2821329,1444157,828519,444603,163751,49794,19940,9904,5113,2583"
