main_religion_2008,time,income_mountain_50bracket_shape_for_log
muslim,1911,"7313,11219,17364,27343,43160,69187,112787,185522,308766,533515,994959,1946715,3786876,6880799,11073046,15700419,19829238,22703806,23746799,22928369,20182280,15785490,10693632,6805859,4286193,2690124,1663200,999275,583368,338051,196403,113352,65556,38352,22641,13388,7908,4691,2751,1580,889,488,250,132,53,10,4,0,0,0"
muslim,1912,"7233,11101,17128,26881,42257,67507,109868,180973,302595,523449,974973,1919020,3753858,6851147,11072514,15745187,19904021,22793428,23881255,23141135,20463345,16050344,10876720,6938122,4371437,2746972,1701624,1024215,599317,348320,203052,117512,67944,39751,23469,13884,8203,4847,2845,1638,920,504,260,131,55,10,5,0,0,0"
muslim,1913,"7181,11029,17007,26621,41727,66433,107751,177075,295205,508098,937991,1840853,3617060,6683465,10976005,15784081,20043813,22927428,24142645,23495900,20847943,16247165,10975159,7034772,4461304,2823835,1760315,1065892,628697,368243,215794,125510,72567,42391,25061,14838,8781,5188,3042,1748,987,542,274,147,62,10,6,0,0,0"
muslim,1914,"7505,11520,17820,27958,43901,69806,112733,184186,305362,523639,967913,1899870,3727576,6851797,11146892,15857803,20062496,22938214,23988199,23349758,20728218,16505052,11339480,7273851,4618204,2927089,1828968,1109831,653097,381149,222999,129696,74885,43697,25804,15280,9037,5346,3132,1805,1010,549,286,153,70,10,3,0,0,0"
muslim,1915,"8865,13826,21481,33566,52099,81170,127731,203581,331285,559581,1020318,1990642,3890210,7134038,11574669,16378005,20503239,23132602,24026627,23266579,20567245,16252711,11132732,7192872,4609048,2944246,1848670,1122969,661676,386874,226043,130454,74607,43308,25587,15184,8998,5331,3128,1806,1012,556,288,155,83,10,4,0,0,0"
muslim,1916,"10543,16710,26093,40677,62573,95904,147589,230081,367617,611868,1101711,2128293,4119519,7491716,12013674,16804285,20850266,23335484,23990879,23001361,20148105,16014865,11036902,7136354,4635653,3019110,1928392,1183804,700744,409353,236768,133876,74990,43072,25365,15010,8872,5231,3058,1771,985,544,288,152,80,10,4,0,0,0"
muslim,1917,"11961,18984,29741,46426,71370,108915,166309,256464,403985,669088,1207379,2312074,4436944,7977159,12581216,17380340,21230399,23443940,23906766,22730578,19834959,15660117,10762025,7010319,4621154,3049882,1962424,1206403,714467,416741,239058,132714,72916,41461,24357,14402,8494,4999,2924,1700,930,526,279,154,79,13,3,0,0,0"
muslim,1918,"13924,21876,34168,53140,81331,123421,187158,285744,446678,746917,1355327,2599992,4969742,8829988,13859176,18906845,22413257,23759119,23845434,22172753,19051755,14227831,9642801,6507418,4479891,3058771,2007054,1242348,736055,426770,240677,128594,67687,37588,21930,12931,7629,4508,2628,1530,850,493,258,135,75,16,2,0,0,0"
muslim,1919,"13189,20814,32747,51498,79969,122967,187038,282340,438730,733798,1306519,2454655,4594245,8171683,13009076,18179934,22139839,23915442,23862014,22464257,19570005,15455022,10707075,7166858,4901358,3333790,2180518,1344261,792343,457606,257795,138309,72942,40357,23522,13871,8167,4785,2794,1615,900,523,270,147,85,20,2,0,0,0"
muslim,1920,"13872,21762,34147,53582,83124,127637,193421,290926,455182,764755,1363776,2585421,4879283,8683653,13754009,18998943,22751700,24150489,24099840,22516295,19484436,14873577,10193633,6918841,4780263,3259145,2132257,1316324,776566,448295,252177,134767,70791,38619,22239,13038,7677,4510,2635,1532,843,488,250,132,76,15,0,0,0,0"
muslim,1921,"13516,21264,33546,53041,83065,128507,195058,293391,463677,782675,1398778,2641247,4948453,8747662,13737503,18857711,22570685,24063080,23929432,22525693,19662969,15500696,10781351,7286574,5006309,3398653,2218324,1365980,802830,462287,260098,139422,73680,40007,22864,13361,7858,4606,2705,1569,867,494,260,138,85,19,2,0,0,0"
muslim,1922,"12898,20213,31734,49949,77950,120621,184061,277448,433441,727629,1290305,2451206,4673064,8393428,13378611,18670948,22753904,24576728,24487492,23050820,20138549,16024418,11197565,7517802,5113489,3436531,2225854,1362926,796967,457570,257426,138253,73422,40054,22670,13203,7794,4598,2698,1582,880,506,259,142,88,16,5,0,0,0"
muslim,1923,"12899,20104,31334,48946,75820,116715,178220,269665,418067,698029,1236190,2352419,4558353,8323794,13448020,18969877,23268868,25124058,25162006,23635623,20564176,15975171,10978528,7350865,4989333,3348235,2167754,1328897,779190,448278,252773,136192,72622,39803,22396,12991,7636,4504,2632,1531,851,488,249,133,81,14,0,0,0,0"
muslim,1924,"12173,18958,29426,45772,70664,108613,166196,252550,389003,641441,1126589,2113906,4106227,7674883,12698020,18353057,23142979,25594769,25920128,24587293,21424972,16835413,11581322,7663311,5134266,3412179,2195716,1342126,785312,451593,255084,138053,73980,40831,22946,13269,7828,4622,2728,1575,873,490,260,135,82,13,0,0,0,0"
muslim,1925,"11764,18264,28193,43624,66943,102575,157169,240391,371348,608142,1070352,2007472,3911383,7394877,12421805,18135362,23125208,25876918,26508059,25365532,22201700,17342954,11863262,7774771,5161525,3405166,2180414,1329363,777381,447873,254425,138854,75040,41823,23500,13554,8012,4766,2816,1650,913,511,269,142,79,9,0,0,0,0"
muslim,1926,"10010,15314,23376,35964,55203,85196,132521,206669,324372,533247,944992,1784044,3505513,6744222,11669804,17546007,22970496,26247758,27170877,26258337,23209206,18257577,12510351,8156683,5356550,3499477,2225081,1352014,789830,455300,259475,142585,77655,43663,24769,14381,8600,5180,3091,1837,1024,569,302,159,92,15,2,0,0,0"
muslim,1927,"8196,12214,18430,28377,43923,68934,109839,176134,284587,476854,862454,1666858,3328037,6516109,11553724,17740532,23514493,26895613,27693595,26740285,23590886,18402806,12493859,8104845,5318785,3506760,2268826,1412229,848986,502272,292715,165147,92513,53012,30875,18339,11110,6684,3933,2264,1220,661,335,178,103,27,10,9,0,0"
muslim,1928,"7937,11816,18097,28649,44648,70129,111760,179599,291158,484546,862676,1652024,3273355,6405461,11451086,17793465,23792980,27440374,28388730,27536014,24425635,18986084,12647640,7907321,4903681,3096581,1989172,1281278,811632,499723,301941,182093,109060,64982,38428,22706,13633,8157,4765,2703,1450,774,403,220,131,45,25,10,10,0"
muslim,1929,"7771,11532,17522,27602,42869,67334,107549,173506,282221,470237,835539,1594694,3153705,6183263,11118240,17440672,23579092,27512207,28622477,27928950,24968584,19751844,13298162,8355235,5202785,3290306,2107857,1350712,849604,520758,313705,188471,112449,66633,39160,23095,13856,8310,4873,2784,1508,823,430,242,138,55,32,20,11,0"
muslim,1930,"7685,11419,17293,27128,42053,65896,105097,169811,277621,464785,826677,1586595,3156148,6213000,11204075,17635408,23859372,27804452,28929603,28305305,25412066,20111552,13530356,8503379,5273648,3315473,2110242,1343367,841054,514220,309051,185256,110304,65009,37949,22358,13401,8036,4723,2711,1478,803,421,231,136,53,29,19,8,0"
muslim,1931,"7654,11369,17191,27018,41974,66023,105923,172695,285928,487327,887620,1747777,3548920,6972742,12197970,18506156,24325970,27706084,28892587,28260136,25426955,19995161,13407169,8444164,5231314,3273474,2069335,1309708,816775,498070,298636,178252,105893,62045,35865,21012,12572,7545,4472,2592,1419,784,404,222,130,52,24,17,5,0"
muslim,1932,"7885,11688,17695,27850,43410,68469,110054,179814,298669,513654,952888,1909453,3925822,7664911,13072478,19304591,24832679,27867581,28936688,28216683,25411593,19927173,13360523,8415874,5196215,3237364,2035171,1278669,790962,478777,285587,169495,100321,58495,33502,19485,11600,6945,4114,2402,1323,734,379,208,121,47,20,12,7,0"
muslim,1933,"7739,11503,17365,27250,42351,66705,107317,176126,294701,510846,952520,1923229,3978180,7778750,13234240,19515603,25039911,28011952,29259875,28716372,26019928,20399684,13673370,8636868,5328617,3303435,2061291,1284954,790420,476571,283449,167697,98885,57277,32539,18857,11180,6693,3979,2347,1308,731,381,203,120,45,20,11,4,0"
muslim,1934,"7607,11375,17194,26925,41712,65398,104740,171744,289101,505937,945049,1920759,4011213,7872654,13389276,19744378,25276041,28194491,29507983,29097510,26541793,20886360,14075420,8933861,5527489,3412713,2113533,1303904,794473,475658,281490,165759,97342,56130,31707,18287,10797,6468,3862,2294,1304,731,394,202,126,47,20,12,2,0"
muslim,1935,"7366,11136,16912,26502,40900,63763,101450,165718,279876,495877,931032,1893623,3996524,7905611,13527194,20031353,25647275,28471679,29914452,29619792,27120164,21276378,14402487,9185030,5701539,3493681,2136319,1293338,772234,454224,265070,154460,89846,51700,28721,16126,9363,5560,3346,2032,1190,680,369,191,115,47,11,0,0,0"
muslim,1936,"7065,10795,16403,25610,39291,60916,96342,156566,263702,466751,870414,1748951,3687512,7382276,12904453,19513669,25495853,28671050,30291217,30344772,28142016,22482353,15402863,9840518,6107227,3730048,2268420,1366011,811694,475857,277278,161556,93963,54074,29923,16665,9642,5750,3474,2112,1266,719,398,206,122,58,12,3,0,0"
muslim,1937,"6899,10608,16178,25315,38771,59833,93995,151241,252121,442665,814824,1598709,3326548,6744302,12287101,19351838,25906994,29480701,31126790,31201976,28910142,22909378,15797236,10233347,6423320,3962410,2417552,1457071,864754,506154,294684,171496,99636,57371,31757,17547,10121,6006,3634,2205,1316,758,423,221,132,69,16,9,0,0"
muslim,1938,"6981,10979,16867,26425,40534,62495,97901,156958,260735,457550,845458,1669756,3496217,7088848,12803932,19897842,26345099,29685468,31406942,31569210,29290228,23115020,15985243,10336989,6453906,3951898,2396638,1440358,855173,500873,291757,169945,98593,56693,31201,16958,9636,5670,3399,2051,1214,699,383,190,115,52,7,0,0,0"
muslim,1939,"6889,10848,16716,26228,40258,62031,97116,155657,259005,456778,850616,1689507,3555416,7232475,13018259,20119423,26546640,29839931,31576669,31819101,29703902,23618030,16503018,10764734,6733789,4122390,2482882,1475768,868337,505851,294170,171413,99744,57787,32287,17828,10325,6219,3792,2330,1394,824,469,238,142,68,18,4,0,0"
muslim,1940,"7129,11097,16795,25729,39197,60205,94027,150167,248621,434823,799139,1563577,3255718,6660762,12364371,19893277,27013632,31027324,32658419,32790506,30608800,24405810,16913811,10942305,6814699,4131973,2461853,1441228,837597,485092,282246,164948,96526,56352,31881,17688,10293,6172,3753,2293,1366,797,458,232,137,60,10,5,0,0"
muslim,1941,"7376,11333,17055,25799,39215,60199,93858,149468,246590,429635,787145,1537478,3199908,6571965,12331643,20136028,27603362,31893761,33406844,33339137,31058394,24777613,17101907,11067712,6901731,4176971,2481235,1443793,834115,480978,279323,163301,95798,56232,32150,17852,10391,6231,3781,2297,1377,799,454,235,134,62,11,6,0,0"
muslim,1942,"7409,11122,16540,24886,37809,58189,91244,146617,244596,432274,806414,1615202,3435971,7102431,13134733,20877328,28009198,31738431,33302182,33350581,31166327,24897747,17343846,11372648,7161859,4355704,2592862,1509202,872267,502305,290824,169629,99394,58310,33488,18515,10719,6446,3940,2411,1459,852,488,264,144,76,20,6,0,0"
muslim,1943,"7807,11686,17402,26316,40247,62530,99284,162725,279589,515297,1029602,2224488,4892017,9660935,15871565,22604808,28030866,30575769,32073993,32066306,30244882,24520428,17107353,11205106,7051982,4280023,2547267,1481720,855967,493102,285663,166750,97830,57534,33275,18340,10538,6334,3866,2379,1435,833,479,272,133,76,18,6,0,0"
muslim,1944,"8200,12323,18419,28044,43279,68248,111174,189369,345419,696850,1537710,3501757,7330978,12569918,17925972,22984791,26721833,29292454,30939889,31151070,29575619,23956892,16782022,11071183,7002790,4258846,2536833,1479728,858509,496587,288139,168352,98872,58299,33899,18585,10541,6252,3781,2306,1393,800,455,265,124,70,15,6,0,0"
muslim,1945,"8650,13035,19645,30159,47067,75345,125319,220557,421570,904034,2085462,4698628,9132705,14276957,19034956,22963491,26429395,28880618,30597933,30839492,29179216,23373418,16391689,10861792,6889310,4195953,2501233,1462647,851240,494139,287261,168063,99074,58693,34502,18929,10547,6180,3722,2265,1366,794,457,264,129,69,12,6,0,0"
muslim,1946,"8475,12755,19113,29138,45222,72104,119636,209832,397826,846372,1950596,4450904,8880724,14250914,19392693,23640603,27026623,29436553,31474334,31848226,29564344,23242710,16337637,10908852,6960061,4248440,2536516,1488392,869525,506556,295164,172661,101725,60221,35565,19586,10670,6159,3697,2246,1342,787,445,256,128,69,11,5,0,0"
muslim,1947,"7994,12154,18294,27866,42798,67014,108180,182204,329576,664609,1476774,3400576,7325468,13028422,19156625,24766755,28472999,30705394,32615329,32820941,30323049,23855830,16886348,11330352,7262303,4450454,2656093,1559947,909428,528890,308350,180356,106139,62888,37235,20694,11032,6242,3706,2233,1325,786,436,246,124,63,11,3,0,0"
muslim,1948,"7445,11506,17479,26632,40628,62824,99601,163603,286865,556835,1201275,2740759,6113959,11739461,18456419,24961545,29437342,31552343,33476321,33761157,31311243,24890791,17885647,12089671,7757173,4772459,2825326,1656751,962648,557032,324183,190126,112099,66430,39336,22112,11545,6366,3710,2207,1292,757,419,239,119,58,6,0,0,0"
muslim,1949,"7310,11368,17365,26596,40649,62819,99160,161787,281538,544235,1175794,2693749,6042588,11717034,18580826,25310441,29965771,32030288,33835697,34043308,31725404,25438308,18436924,12620795,8152636,5050921,2996974,1758883,1020971,588209,341196,200434,118769,70878,42226,24189,12613,6841,3955,2342,1387,809,447,256,134,71,10,0,0,0"
muslim,1950,"7019,11092,17005,26153,39965,61560,96635,156321,268755,513370,1099409,2512540,5703135,11410337,18775147,25943707,30929146,32833574,34670382,34983393,32033908,25484920,18785912,13066502,8533222,5315385,3167648,1857226,1077967,618286,356695,209298,124599,74901,44909,26013,13542,7175,4088,2412,1425,837,467,266,137,69,10,0,0,0"
muslim,1951,"6762,10764,16519,25414,38839,59687,93587,151187,258917,493384,1058250,2428563,5569919,11389692,19178555,26593489,31498502,33190251,35120511,35740891,32986346,26377595,19487443,13474594,8743073,5429558,3226289,1890544,1097196,628594,361760,211844,125835,75495,45331,26770,14189,7248,4053,2374,1394,827,459,254,135,64,10,0,0,0"
muslim,1952,"6562,10548,16282,25070,37999,58142,90879,146707,251143,479960,1039276,2412089,5582241,11510785,19482338,26924555,31585132,33066691,35126612,36115207,34001585,27588233,20589458,14302643,9296065,5780919,3458775,2032836,1184380,680209,391347,229099,135926,81292,48667,28810,15459,7832,4338,2534,1505,886,506,274,155,67,17,0,0,0"
muslim,1953,"6391,10314,16013,24802,37555,57055,88527,141724,239577,449955,956860,2200521,5118212,10779759,18741760,26701202,32317865,33980967,35844780,36757126,35001452,28876841,21956566,15419502,10035903,6234415,3733610,2190779,1278772,734788,422617,247055,146407,87570,52662,31540,17541,8728,4728,2765,1650,982,567,308,170,85,17,5,0,0"
muslim,1954,"6069,9976,15453,23941,36401,55326,85750,136674,228899,424479,892995,2043789,4782540,10308017,18541789,27087936,33347585,35211412,36898656,37567097,35676840,29617356,22792683,16177705,10586278,6577221,3938198,2298383,1336970,766287,439185,255848,151284,90943,55374,33713,19621,9732,5051,2898,1726,1044,593,332,176,95,23,7,0,0"
muslim,1955,"5832,9747,15252,23740,36186,54913,84857,134736,224818,415672,876005,2018280,4760712,10362109,18855390,27770938,34409730,36710960,38503135,39149485,35963432,29404611,22871339,16435959,10870005,6788310,4101295,2398130,1401498,806043,461809,269056,159031,95161,57621,34902,20161,9958,5205,3019,1805,1102,629,350,186,105,25,9,0,0"
muslim,1956,"5493,9397,14838,23185,35416,53757,82985,131657,219293,404555,855807,1993306,4753771,10416603,18996664,27931018,34419482,36219432,38117911,39120720,37456141,31334596,24390349,17723975,11889360,7500900,4574629,2683415,1569049,906212,518978,301259,177263,105339,63294,38162,22279,11026,5620,3203,1906,1158,661,371,194,111,30,10,1,0"
muslim,1957,"5376,9262,14659,22898,34949,52915,81312,128096,211029,382763,793072,1823579,4348756,9704792,18349684,27892788,35329062,37917774,39846835,40902867,38475115,31934060,25118317,18545704,12566682,7941954,4830618,2826405,1650512,955162,550655,322021,190683,113563,68252,40913,23636,11669,5918,3353,1995,1205,683,378,205,113,29,10,1,0"
muslim,1958,"5192,9162,14643,22931,35094,53245,82000,129846,215845,397589,848037,2009044,4865731,10770237,19713009,28987880,35865778,38073857,40247513,41548165,38524435,31980576,25557964,19225676,13272680,8486376,5190799,3050062,1773700,1024461,589410,344085,203868,121173,72479,43171,24695,12018,5955,3300,1924,1166,653,360,199,105,28,9,0,0"
muslim,1959,"5083,9037,14418,22349,33998,51471,79275,125555,208392,382300,813191,1932635,4714305,10577981,19778628,29367305,36407212,38541517,40709704,42396917,39962512,33375051,26715273,20306120,14188778,9117236,5566392,3249823,1886867,1089810,631966,373832,224601,134915,80920,48119,27765,13640,6469,3450,1988,1193,670,368,205,105,30,7,0,0"
muslim,1960,"3890,7880,12946,20227,30943,47249,73456,117303,195633,358800,760574,1811489,4455041,10151583,19379835,29343261,36936280,39333630,41435240,43248583,41410191,34823812,27907860,21477821,15290510,9978885,6120875,3595148,2076872,1199497,695815,413938,251497,152412,91369,54180,31395,15652,7092,3628,2033,1202,674,368,208,108,35,0,0,0"
muslim,1961,"3418,7355,12320,19302,29578,45151,69967,111395,186176,342765,720102,1688474,4123701,9494853,18484582,28811772,37132639,40366832,42395271,44348214,43275746,36835862,29515373,22833652,16372032,10749424,6594194,3874525,2223436,1279896,744015,446754,275621,170271,103809,62868,37717,20908,9230,4272,2281,1333,753,420,236,124,50,4,0,0"
muslim,1962,"3501,7579,12705,20101,31466,48039,73928,116816,193802,354007,739079,1734303,4254317,9780814,18812240,29139537,37596325,41301236,43577610,45989661,45022909,38237979,30397543,23281471,16592339,10946105,6781290,4018264,2301365,1321004,767870,464512,292155,185248,115436,71464,44170,26611,12733,5191,2491,1389,795,442,251,127,57,10,0,0"
muslim,1963,"3833,8044,13338,20932,32845,50104,76889,121563,202655,373751,800804,1931819,4790339,10869462,19956481,29639537,36938681,39540145,41921349,44910301,46194619,41113533,32986910,25445351,18160890,11927321,7380765,4343111,2488141,1426453,830447,506847,326201,213128,135957,84919,53013,32893,17879,6998,2909,1496,844,482,272,140,60,15,0,0"
muslim,1964,"4060,8520,14090,22032,34696,52654,79321,122228,199548,363025,769276,1846727,4589231,10531915,19571977,29375280,37089449,40366674,42766391,45913118,47367904,42123123,34061501,26799231,19724732,13341134,8361922,4992882,2840917,1623586,936332,564549,364888,242308,157565,99112,62415,39593,23691,10010,3653,1675,917,515,296,156,70,15,5,0"
muslim,1965,"3713,8316,13916,21885,34064,52204,79006,122086,199983,367078,787699,1908086,4760859,10900850,20026551,29695981,37089054,40106663,42537576,46256615,48776878,44369707,35946013,28215261,20901106,14266426,8984419,5385001,3068150,1753762,1010509,610684,401799,275163,186268,120015,76035,48513,30323,14700,5162,2131,1100,634,353,200,101,45,25,10"
muslim,1966,"3558,8298,14041,22204,34052,51945,78757,122161,201522,374093,816022,2000375,5008172,11386940,20512167,29882851,37207029,40658752,43328263,47215186,49908369,45532298,37034562,29229539,21946280,15183766,9680324,5872704,3374249,1937783,1122446,678458,448945,316533,221735,147705,94562,60286,38107,20745,7676,2943,1431,800,461,250,139,66,30,20"
muslim,1967,"3805,8831,14977,23717,36186,54706,82545,128037,212262,398919,891633,2239120,5641429,12585900,21945306,31036872,37843790,41115121,44113521,48150821,50615233,45530806,37227366,29801480,22739395,15997130,10352072,6363397,3701484,2132993,1236202,743501,490298,355291,259611,180764,117765,74983,47232,27406,10951,3997,1822,981,557,306,165,83,39,27"
muslim,1968,"3604,8714,14891,23691,36106,54101,80802,123094,198695,359103,765631,1870645,4731684,10994622,20452443,30349358,38478319,42447941,44618504,48468993,51455877,48058035,39683200,31882416,24747118,17714936,11667307,7277456,4305509,2499008,1453724,866513,560018,406184,307783,224752,151231,96804,60412,35897,15512,5658,2494,1292,724,404,230,114,57,32"
muslim,1969,"4008,9152,15461,24460,37149,55262,81622,122159,192440,335786,674671,1554610,3838509,9168096,18358007,29121525,38857378,44765806,46873930,50473034,53477093,50040868,41402550,33395491,26141805,18914483,12584403,7930204,4737814,2776741,1625779,967759,617555,445858,346673,264462,186602,121946,76017,45316,20470,7544,3236,1643,879,491,262,149,80,46"
muslim,1970,"4519,10044,16959,26721,40337,59135,85569,124742,190144,316968,604993,1327257,3183517,7687812,16191663,27156660,38029221,46042491,48909753,52360987,55619912,52884487,43758783,35151205,27656487,20355394,13741360,8733648,5267646,3081632,1798221,1058217,660647,468081,372106,298627,223917,152259,96617,57611,26833,10045,4240,2090,1091,602,326,186,101,57"
muslim,1971,"4164,9675,16529,26216,39728,58447,84561,123073,186907,310169,589775,1283540,3054880,7406840,15881645,27344365,38860073,47559460,50784901,53911035,57202548,53062297,43987495,36034618,28665418,21428189,14683886,9454645,5766671,3391267,1978227,1162158,724221,512314,406939,326013,244866,168256,109200,67395,33764,12037,4604,2166,1111,614,338,188,103,62"
muslim,1972,"4122,9724,16612,26337,39785,58247,83692,120572,179889,289526,526984,1101340,2571540,6278118,14183573,26458948,40017290,51189963,55614943,58062098,58533437,51035509,42732639,36052086,29366091,22371715,15673310,10367728,6500674,3913631,2321997,1378909,866461,610841,476192,373937,276000,187665,120632,72484,32518,11618,4682,2218,1106,605,333,174,91,53"
muslim,1973,"3732,9371,16332,26040,39579,58234,84204,121539,180697,288968,516244,1020567,2223470,5206306,11824518,23487744,38643127,52664978,60220033,61762946,60842124,52106627,43340583,36910029,30635926,23749672,16986655,11380275,7259695,4389195,2619485,1562814,987476,697549,530569,398291,279825,188024,122392,74110,31546,10840,4331,2059,1044,570,314,165,82,38"
muslim,1974,"3662,9325,16185,25733,39082,57527,83472,120973,180207,288957,513662,1000874,2152730,4976140,11302358,22761938,37879631,51629906,59337081,60558928,61998639,55684554,46521214,39518955,32906670,25613920,18430510,12435296,8009912,4911770,2971561,1807998,1162343,806589,578652,406817,275787,188206,127943,81010,35287,11269,4185,1964,989,532,277,143,68,30"
muslim,1975,"3765,9610,16521,26015,39189,57242,82185,117734,173324,273813,484755,964968,2135032,5092490,11815388,23678420,38760726,52091460,59592788,60732526,62178358,55920221,47504584,41285899,35002792,27561456,19938905,13441145,8659728,5329597,3251006,1999353,1289444,869884,596895,402409,272015,188071,127626,74596,27544,9172,3802,1845,922,473,252,110,57,35"
muslim,1976,"3013,8995,15686,24687,37154,54199,77686,110742,161113,250132,433871,857307,1885936,4476695,10557918,21814746,37176940,51195391,59970411,61345523,63070174,58206830,50014938,43733871,37554336,30059059,22073285,15152077,9971471,6293629,3903015,2428818,1558901,1042382,707456,474341,322555,223482,151352,88371,33045,11362,4804,2308,1135,574,304,144,82,49"
muslim,1977,"3706,9855,16872,26316,39298,56812,80506,113381,162960,249280,422618,814282,1750274,4081478,9688291,20528205,36396945,51619095,61687717,63657738,65062570,60270705,52489646,46070540,39512604,31578672,23166970,15859260,10401231,6551623,4055569,2532508,1624214,1075448,715961,476633,330477,236476,164319,99211,36977,11821,4817,2321,1150,578,306,152,80,51"
muslim,1978,"3292,9620,16545,25803,38512,55788,79442,112599,163014,250837,425633,805514,1681958,3871991,9147051,19607673,35460651,51404202,62665255,65144437,67260324,63594186,55309112,48299954,41713485,33736326,24769116,16660376,10603521,6500752,3961174,2461270,1591887,1070828,728897,496529,346555,242224,158942,75600,25277,9597,4503,2286,1183,610,325,172,90,55"
muslim,1979,"4236,10583,17736,27298,40307,57754,81192,113244,160932,242167,399635,750002,1590506,3684649,8815980,19284351,35732232,52485107,64401933,67231778,69576890,66276497,57582435,49710901,42826691,34950969,25910183,17299070,10853389,6544286,3941948,2435966,1585649,1082107,753207,522111,372081,270411,187824,106329,35809,11160,4651,2386,1255,667,366,187,106,60"
muslim,1980,"4692,11133,18450,28241,41591,59616,84142,118354,169864,258134,429814,795829,1600067,3511662,8066921,17489209,33539842,51913130,66792371,71779051,73792707,69276169,60515827,52814358,45226742,36148580,26140148,17115638,10615231,6389956,3873469,2417151,1551637,1022842,676762,461729,342149,267086,202179,137086,56594,14474,4576,2233,1173,608,341,182,102,59"
muslim,1981,"5346,11794,19428,29685,43701,62649,88477,124672,179782,274956,461459,846794,1653469,3537541,7915269,17063852,33175858,52566111,68833407,75350276,77394516,73001759,63832405,55455130,46604898,36250541,25533242,16571196,10316002,6228763,3785882,2333078,1454739,928377,612363,431642,330938,262314,199289,130652,47628,11683,3884,1916,983,526,301,180,102,62"
muslim,1982,"5506,12150,20045,30659,45230,65096,92432,130760,188904,289692,487241,881029,1684403,3533943,7732452,16693073,32786976,53033170,70649493,78183646,80005263,74394591,65201901,57223409,48385618,37700116,26711795,17511681,11041455,6716504,4080004,2491941,1533959,970820,642774,455712,344829,263449,188726,99809,28907,8281,3560,1823,934,488,289,165,81,45"
muslim,1983,"5662,12438,20462,31261,46079,66349,94291,133593,194377,300772,506233,901661,1687423,3459487,7306829,15497144,31089850,51986620,70975623,80447584,82845211,77973254,68827416,60155442,50522667,39161684,27997075,18486707,11736183,7163523,4389724,2685908,1657183,1051811,697584,490556,362102,265050,177035,74688,20813,7178,3445,1776,915,482,284,169,75,39"
muslim,1984,"6272,13707,22322,33722,49162,70310,99365,140527,204664,317831,538065,961421,1781552,3573190,7402371,15422116,30747298,51886802,71879434,83070892,85458203,81119741,71523792,61924208,51747013,40180807,29057787,19365015,12333089,7526899,4596718,2805320,1729844,1094383,723004,508091,375709,274672,181428,73776,20194,6965,3342,1720,906,484,291,162,82,37"
muslim,1985,"6396,13956,22609,33858,48860,69108,96124,133692,191123,290051,477933,844599,1558528,3140262,6774649,14646773,30316099,52910856,74078116,86611056,87779164,83474856,74044378,64159892,53567232,41709062,30117258,20070943,12775095,7829572,4767434,2905657,1787717,1125328,743702,523216,381319,269433,160015,54620,15862,6237,3037,1533,792,412,239,142,63,34"
muslim,1986,"6697,14557,23447,34867,49999,70195,97082,134472,191519,288638,470056,820584,1493225,2942241,6258736,13816138,29926477,54037374,76502426,90224511,91228854,85783660,76066565,66289719,55672940,43295382,30949189,20467177,12904783,7850487,4759042,2910783,1806018,1149607,764655,527019,359699,223252,89018,28385,11251,5442,2715,1398,740,391,230,135,66,28"
muslim,1987,"6941,15067,24207,35900,51373,72056,99678,137983,195484,292213,473789,822838,1468717,2792336,5780710,12894764,29134224,55098461,79653709,94145045,94957464,87484556,77591682,68658763,57905870,44923970,31847406,20951525,13026916,7848988,4709878,2871228,1776619,1125034,748372,519607,356254,216113,81147,25115,9887,4774,2385,1216,645,333,191,109,54,22"
muslim,1988,"6553,14323,23737,37085,54497,77704,108641,151178,214134,317006,500709,840687,1458489,2702299,5569866,12721352,28713810,54896750,82094066,97883845,98907816,89545884,79245724,70343520,59602558,46284053,32848052,21654994,13563386,8226534,4897248,2951928,1806775,1142854,759540,517905,343985,185676,62637,21376,9453,4675,2322,1165,612,326,183,104,55,22"
muslim,1989,"6621,14478,24617,38297,56163,79982,111498,154420,217642,320708,503553,841162,1453648,2667509,5506597,12760551,28760641,54031920,83223671,100600342,102858964,93554173,82900388,73234894,61553489,47469566,33268231,21497986,13321377,7980388,4822543,2956985,1846946,1182312,789824,546819,372106,218121,77219,24043,10044,5085,2597,1325,688,363,213,123,66,26"
muslim,1990,"6692,14648,25198,39129,57452,82227,115192,160560,228341,339825,538728,902801,1555934,2810102,5465336,11775905,26186290,49578811,80322510,103443501,107579445,97180121,84612887,74490573,63971884,51272571,37100368,24453468,15163301,9036710,5361400,3178034,1917827,1207668,811269,576975,411263,271019,115653,31949,10519,4859,2432,1225,641,337,195,112,61,28"
muslim,1991,"6977,15504,26849,41255,60264,85691,119693,165858,233990,345254,537758,882593,1508130,2702260,5182846,10975687,24389336,48645135,81239889,107688972,115564989,104981351,90215271,76285215,62713600,48993313,35946061,24101321,15292516,9302386,5578532,3348403,2051912,1311659,887036,625541,435886,273514,106189,30766,11703,5795,2950,1499,782,407,228,134,76,42"
muslim,1992,"5319,11928,20671,31276,45246,64559,92369,133136,196803,304108,497404,863964,1537681,2754405,5137504,10312565,22161488,45414793,78558893,107435774,118464480,112188880,97220502,81238905,65680006,50544827,36682378,24513981,15627869,9723708,5959628,3652826,2272517,1461987,985788,684302,466363,282437,104980,31207,12455,6319,3295,1713,901,490,259,160,83,46"
