un_sdg_ldc,time,income_mountain_50bracket_shape_for_log
un_not_least_developed,1831,"56415,87614,142133,241848,422327,755569,1357715,2419583,4281931,7596746,13549283,23972438,40503882,63263904,89201294,111995762,128487668,132090739,120797287,99583112,75667417,54872917,38020298,24849074,15621491,9641863,5947466,3705271,2285905,1379620,823405,493889,297203,177968,106991,63961,38010,22379,12906,7218,3883,2042,1083,546,261,138,87,40,19,10"
un_not_least_developed,1832,"56347,87361,140953,240032,418994,749878,1349087,2413159,4282333,7609151,13572480,24014776,40580711,63392821,89384703,112198525,128710305,132275081,120913445,99733292,75967782,55347636,38683084,25532899,16173725,10041551,6209157,3874234,2393665,1445033,860951,514799,309162,184741,110815,66188,39289,23104,13347,7482,4026,2117,1123,571,274,144,92,38,20,10"
un_not_least_developed,1833,"56159,86978,140142,238184,415048,742601,1336974,2400352,4271223,7600912,13563996,24009888,40577951,63437501,89520338,112445738,129096836,132796890,121487681,100250966,76450051,55762036,39040503,25824048,16377671,10193052,6323273,3953333,2444624,1476170,879769,526203,315995,188813,113286,67699,40211,23674,13679,7664,4130,2176,1153,583,283,147,91,39,20,10"
un_not_least_developed,1834,"55987,86620,139450,236929,412340,737496,1328656,2392594,4267495,7603399,13571040,24026938,40602841,63511641,89676467,112689464,129473736,133319493,122088281,100785663,76902485,56228125,39463287,26122685,16586201,10307418,6375184,3978422,2461375,1489025,888888,532032,319804,191201,114770,68609,40777,24002,13863,7764,4171,2191,1149,584,284,146,84,38,20,11"
un_not_least_developed,1835,"55708,86184,137813,234238,407887,730253,1318516,2385135,4269524,7621757,13602894,24067534,40661160,63567527,89737863,112735876,129486798,133326044,122165080,101026381,77279415,56757954,40133075,26798917,17119596,10700584,6647097,4176178,2609018,1591536,953487,569588,342368,204352,122331,73086,43431,25571,14852,8356,4500,2361,1231,626,301,158,86,44,22,13"
un_not_least_developed,1836,"55602,85990,137316,233174,405675,726273,1313076,2383050,4278008,7648401,13648507,24136488,40771757,63725270,89974978,113038946,129809369,133697258,122599905,101535746,77808056,57288399,40548248,27078036,17247033,10746149,6686142,4218354,2649944,1624914,976686,584147,351489,209948,125628,75083,44643,26298,15287,8615,4635,2433,1255,639,299,160,86,46,23,14"
un_not_least_developed,1837,"55465,85668,136964,232452,403674,721902,1305176,2374387,4272099,7646816,13648950,24139191,40758885,63736003,90034882,113128442,129957446,133986450,123040505,102088951,78472105,58059322,41259853,27573860,17548256,10899750,6760125,4250621,2661014,1627707,977624,585470,352616,210931,126508,75728,45099,26611,15481,8721,4689,2461,1274,647,305,156,85,45,22,13"
un_not_least_developed,1838,"55346,85402,136094,230826,400574,716154,1296297,2365564,4269495,7655459,13666554,24164012,40794116,63783985,90108714,113217270,130070091,134193459,123379701,102529479,78881907,58482893,41777572,28129396,18044645,11268553,6999619,4408814,2770087,1700537,1022635,611623,368207,220238,131945,79019,47095,27825,16246,9187,4962,2608,1358,681,319,165,96,46,23,15"
un_not_least_developed,1839,"55297,85266,135826,230125,398720,712421,1290641,2361328,4273234,7672844,13696685,24206230,40861953,63879875,90252241,113388305,130285608,134569467,123959185,103215627,79574048,59062572,42191513,28423442,18186206,11348040,7063980,4450276,2789338,1706274,1022933,610907,367184,219269,131285,78496,46753,27628,16115,9110,4932,2594,1359,682,328,173,98,49,23,14"
un_not_least_developed,1840,"55111,84881,134802,228287,395270,705645,1278883,2344673,4254431,7650741,13664554,24161842,40790176,63815486,90226362,113410684,130432718,134865205,124349564,103630686,79999266,59628968,42901952,29113651,18787448,11748736,7252688,4517723,2810427,1716174,1029664,615114,370622,221979,133336,80322,48152,28590,16716,9479,5139,2706,1402,704,340,176,102,50,24,15"
un_not_least_developed,1841,"54757,84258,134068,227161,392983,701211,1271937,2336815,4250510,7653221,13669892,24166616,40805729,63857952,90330476,113581086,130679890,135250134,124854262,104161001,80513344,60077998,43296900,29409717,19038466,11961494,7421409,4645477,2895629,1764291,1054071,627740,376904,225116,134938,80805,48215,28561,16682,9474,5148,2715,1420,717,352,181,100,51,23,14"
un_not_least_developed,1842,"55168,84793,134941,227997,393037,699503,1267923,2331502,4249091,7658143,13678743,24177867,40830683,63921909,90470061,113746498,130831200,135492390,125251682,104698059,81159326,60781324,43901025,29843306,19294141,12072566,7463859,4653041,2886967,1752800,1045536,623038,374191,223721,134349,80539,48103,28514,16650,9441,5128,2710,1417,707,354,180,99,49,22,14"
un_not_least_developed,1843,"56803,87179,137802,231714,397471,704031,1273205,2340301,4270492,7699267,13740147,24253933,40938543,64067670,90687998,114023492,131122618,135793148,125538489,104955588,81371126,61019229,44228251,30234660,19617285,12321063,7640404,4781237,2981910,1819171,1087545,647341,388662,232230,139155,83391,49763,29483,17213,9774,5317,2806,1470,728,370,190,104,51,24,15"
un_not_least_developed,1844,"59971,92019,144226,239425,406945,713990,1283095,2351493,4295540,7753473,13831577,24375578,41103393,64264798,90970701,114395181,131481300,136055018,125662646,105028979,81345421,61012880,44434773,30685828,20091971,12733159,7930106,4955456,3084439,1888286,1138274,681814,411228,247299,148943,90411,54649,32617,19114,10885,5927,3137,1641,825,430,219,123,66,28,19"
un_not_least_developed,1845,"62677,96496,152097,252111,426058,741258,1323105,2412532,4396704,7916055,14068526,24700004,41561482,64827835,91675601,115255410,132382879,136880982,126275380,105530654,81595844,60787614,43839665,30145411,19688630,12473121,7813224,4908287,3068983,1893620,1155766,700529,425347,256909,154950,94427,57370,34417,20256,11581,6347,3378,1776,901,463,250,136,70,30,20"
un_not_least_developed,1846,"64123,98697,155227,256525,431626,747978,1332535,2427704,4428493,7974584,14157519,24826350,41746753,65065241,92015602,115707391,132889389,137459777,126855958,105972295,81780851,60841772,43879485,30224215,19763489,12552270,7909252,5013009,3161611,1958506,1193916,721230,436478,262670,157836,95572,57680,34484,20254,11588,6371,3393,1795,906,474,250,140,72,28,19"
un_not_least_developed,1847,"63675,97596,153335,253755,426739,738751,1317278,2405037,4405147,7955671,14144393,24820642,41768181,65110089,92062460,115717451,132915393,137493486,126987580,106300857,82270005,61372547,44469890,30876115,20330776,13017037,8240623,5239816,3310891,2046806,1239766,743632,447345,267183,159366,95586,57203,34068,20024,11487,6338,3401,1799,926,477,248,136,78,26,18"
un_not_least_developed,1848,"62299,95505,149894,248454,418915,726350,1297922,2376031,4369369,7913619,14102897,24770342,41711164,65108042,92190598,116050012,133418228,138168600,127694092,106991284,82925782,61986941,44936002,31175820,20472126,13018531,8203391,5197391,3275625,2026258,1232227,742388,448169,269014,161176,97377,58686,35085,20639,11818,6523,3491,1840,952,493,250,148,83,32,20"
un_not_least_developed,1849,"60107,92054,144806,240858,407673,709442,1274017,2344415,4338430,7891783,14091967,24779713,41768825,65201742,92318764,116183237,133512394,138185605,127680428,107187166,83291582,62476156,45604995,31895311,21066293,13417254,8410379,5273855,3288875,2024159,1231503,744090,450363,271062,162772,98859,59977,36078,21304,12255,6796,3637,1932,1003,513,268,155,86,35,20"
un_not_least_developed,1850,"57981,88997,140657,235571,400583,699728,1261603,2328916,4326211,7884157,14080157,24752956,41705345,65081496,92183648,116033296,133388475,138124578,127793083,107553058,83828295,63101813,46219797,32419956,21462212,13723742,8642398,5452082,3418156,2105692,1276473,767097,462158,276955,165789,100161,60401,36197,21340,12284,6813,3660,1945,1023,523,272,156,85,36,19"
un_not_least_developed,1851,"56676,87351,138203,231816,395285,690558,1244998,2299147,4279964,7809553,13958740,24523318,41319946,64592768,91670740,115591187,133167788,138218761,128033166,107939403,84561970,64026209,47173253,33192951,22040120,14098254,8860301,5558832,3462546,2124399,1287658,774326,466283,279485,167219,101288,61385,36895,21763,12513,6938,3716,1980,1011,526,274,157,81,39,20"
un_not_least_developed,1852,"55714,85174,133672,222587,380111,665222,1204293,2236183,4196523,7709652,13832568,24350477,41060880,64264477,91327963,115304854,133017917,138215174,128111621,108130956,84967126,64579645,47850278,33922972,22687867,14594275,9161375,5706044,3522509,2137112,1280848,762016,454981,270564,160431,96214,57843,34642,20486,11867,6691,3603,1927,992,506,257,142,76,34,16"
un_not_least_developed,1853,"55104,84038,131374,216950,369424,646313,1172099,2183249,4117911,7595265,13671978,24090174,40659617,63807934,90872619,114981006,132975835,138496131,128503941,108460310,85331050,65012660,48390524,34416273,23076608,14840201,9340494,5828265,3610748,2195636,1316840,783306,466809,277243,163903,98033,58835,35178,20781,12021,6750,3639,1931,984,510,255,142,70,36,17"
un_not_least_developed,1854,"55789,85046,132775,217535,368729,643702,1167137,2174291,4106285,7577196,13623634,23975818,40425989,63459226,90462713,114584247,132656240,138280541,128390639,108480369,85476154,65284198,48866939,34984372,23640584,15354933,9754416,6145269,3851756,2363875,1420402,842184,498878,295532,173982,103336,61566,36634,21619,12538,7065,3816,2025,1029,538,273,153,77,39,20"
un_not_least_developed,1855,"53861,82112,128357,212065,361219,631472,1146154,2138495,4049513,7486767,13483068,23713529,39982646,62891261,89754045,113867197,132175281,138302597,128995647,109679693,87061044,66667064,49760289,35397972,23716985,15273898,9609986,5986544,3701380,2248026,1346693,800042,476710,283543,168043,100747,60649,36374,21539,12489,7036,3809,2030,1039,546,278,155,78,41,20"
un_not_least_developed,1856,"53591,81567,127277,208553,352825,615445,1116831,2087274,3966098,7355869,13292681,23406862,39487910,62281439,89026314,113097190,131487989,137872076,128827828,109698398,87167866,66994605,50410232,36378861,24752397,16204082,10365356,6568847,4135588,2551447,1544488,922760,551081,328029,193528,116423,70713,42710,25404,14723,8235,4391,2303,1179,615,324,187,100,52,28"
un_not_least_developed,1857,"51773,78967,123404,203753,346229,605648,1102137,2065369,3937879,7321167,13230759,23261529,39177002,61738211,88268885,112432872,131211060,138082495,129161407,109980277,87523511,67547753,50961313,36925200,25252667,16625939,10717379,6846426,4333362,2683408,1628318,973923,582583,346839,204801,123392,75042,45368,27010,15635,8733,4662,2455,1258,659,343,200,107,56,30"
un_not_least_developed,1858,"51348,78342,122043,201873,344323,601652,1092304,2043750,3896702,7251074,13125379,23081806,38871663,61414831,87942335,112206356,131236321,138378696,129610077,110494411,88230199,68370872,51599949,37404174,25540352,16726345,10697851,6760010,4228911,2586429,1549822,917987,544207,323030,190811,113663,67906,40551,24049,14012,7975,4363,2341,1206,631,312,178,86,43,23"
un_not_least_developed,1859,"51036,77931,121631,200150,339558,592713,1077097,2019284,3860730,7202253,13058518,22969132,38680475,61203350,87771076,112212815,131392682,138492018,129633698,110426212,88230338,68411231,51860598,37744946,25924956,17144207,11113438,7125783,4524903,2808565,1706666,1022226,611802,364562,215515,129957,79055,47796,28480,16489,9228,4954,2621,1352,708,371,215,111,60,32"
un_not_least_developed,1860,"50470,77186,120587,197722,335570,586114,1065898,2000985,3832848,7163027,12999147,22853841,38467540,60940363,87501619,112062217,131440400,138572698,129467579,110078818,87982768,68517114,52467154,38708190,26876071,17875812,11618250,7440729,4723634,2932335,1782151,1068389,639929,382035,225933,136221,82957,50237,30002,17420,9793,5264,2783,1457,750,389,224,112,64,32"
un_not_least_developed,1861,"50358,76995,120092,197344,334291,582292,1056922,1983791,3805216,7130124,12962182,22787563,38334249,60791733,87385914,112161757,131965156,139620161,130688631,111105451,88730551,68900897,52558252,38566270,26621151,17628437,11400480,7279197,4610381,2858387,1736770,1041799,625687,374162,221820,134047,81698,49475,29515,17121,9582,5144,2715,1416,739,383,216,107,63,32"
un_not_least_developed,1862,"51941,79360,123269,201710,341800,593572,1074112,2010803,3848885,7203640,13064421,22903838,38450905,60862319,87424287,112192446,131837052,139323668,130653004,111423705,89258420,69637831,53360177,39394109,27247193,17936038,11465385,7178621,4438543,2687186,1601991,949469,564656,335650,198729,119103,71730,43109,25674,14964,8505,4652,2501,1313,679,337,185,85,47,24"
un_not_least_developed,1863,"51509,78656,121658,195779,327305,565274,1020546,1922200,3718895,7076913,12975648,22845012,38366683,60747167,87200519,111823537,131301275,138694505,130052576,110858767,88982805,69703887,53977826,40426631,28528501,19117834,12479562,7995673,5071646,3150665,1913682,1147135,686753,409984,242232,145934,88848,53841,32149,18648,10439,5579,2943,1519,800,420,236,123,70,38"
un_not_least_developed,1864,"50107,76712,119013,191684,320943,555199,1003326,1893860,3672031,7014277,12885500,22693652,38095125,60374317,86786499,111509305,131177267,138764477,130187068,111031330,89304942,70192033,54761030,41400408,29468431,19839933,12962414,8304990,5269444,3278938,1995767,1198501,717829,429046,253292,152166,92492,55986,33437,19413,10888,5847,3077,1607,838,447,250,130,76,39"
un_not_least_developed,1865,"51331,79569,125696,208331,358640,635834,1162514,2162851,4019603,7305194,13007688,22628115,37919654,60181357,86612824,111548416,131495100,139374464,130911366,111793601,90100157,70860639,55098118,41391893,29312816,19649949,12800029,8177778,5183474,3221702,1957716,1172732,700325,418337,246910,148396,90409,54824,32773,19016,10641,5670,2961,1530,788,424,237,130,72,40"
un_not_least_developed,1866,"50685,78479,124023,204831,351981,625100,1146022,2131718,3971139,7247262,12946782,22548358,37807131,60059056,86406350,111376801,131516842,139664985,131336233,112199965,90523382,71292274,55684158,42064143,29853346,20097968,13143179,8400506,5320391,3300255,1998744,1192009,708902,421317,247716,148520,90311,54657,32596,18881,10553,5608,2932,1521,792,427,243,131,73,41"
un_not_least_developed,1867,"57337,87397,134325,213004,349335,593737,1057780,1963125,3736854,7021015,12800892,22431549,37591131,59746836,85943535,110811537,131086162,139653748,131781867,112959145,91466209,72382071,56824610,43069262,30543138,20473402,13347557,8558734,5444719,3394415,2066001,1237595,738325,440013,258517,154699,94085,56967,33984,19656,10944,5787,3001,1552,807,440,251,140,81,44"
un_not_least_developed,1868,"70662,105442,158705,244934,389885,642414,1109966,2017303,3777485,7069277,12869914,22513595,37655105,59805534,85985720,110739720,130782418,139173458,131176469,112377523,91286725,72585163,57396035,43930389,31627668,21458066,14103201,9069676,5778415,3608439,2199504,1317486,784460,466695,273097,162448,98386,59386,35390,20507,11422,6072,3149,1637,848,454,256,149,79,46"
un_not_least_developed,1869,"86214,126001,185907,281094,437995,708768,1203160,2134156,3906132,7140086,12797084,22233285,37139619,59170794,85414623,110414939,130747327,139464947,131730302,113129997,92247398,73572917,58210977,44550307,32092051,21803029,14374401,9274386,5922452,3706682,2263593,1357734,809534,482480,283048,168759,102404,61995,37045,21543,12085,6474,3388,1777,927,501,281,159,90,51"
un_not_least_developed,1870,"85965,125653,185197,280714,437961,708149,1201068,2129341,3894944,7122907,12774634,22172171,37010071,59058715,85365776,110533201,131026048,139911494,132360567,113894897,93134370,74430136,58901707,45057219,32385362,21948640,14451046,9329328,5967566,3744993,2294261,1378747,821382,490164,287562,170887,103707,62809,37546,21845,12230,6520,3390,1748,907,496,271,157,87,50"
un_not_least_developed,1871,"93821,135870,198369,297367,458442,731719,1225295,2152716,3908108,7132675,12789940,22197315,37040855,59088506,85416834,110633164,131249474,140254713,132829680,114491332,93793923,75046106,59428645,45539339,32782328,22281881,14731628,9547773,6126637,3853238,2362763,1420499,846848,505687,297110,176925,107496,65195,39047,22765,12806,6862,3595,1854,968,527,288,164,96,50"
un_not_least_developed,1872,"97632,140971,205509,306052,469525,747765,1247531,2179723,3931791,7128810,12715919,22028572,36755391,58698098,84987325,110267507,131071582,140045976,132694815,114758691,94551112,76003439,60807720,47007811,34085689,23256493,15391806,9961874,6376328,4000162,2448280,1469516,875288,521954,306426,182471,110915,67394,40515,23755,13458,7279,3870,2030,1068,580,320,182,102,57"
un_not_least_developed,1873,"95126,137561,201199,300666,463042,739077,1233707,2165639,3933894,7186219,12801475,22089707,36794722,58718875,85107913,110603216,131641377,140541390,133130121,115305913,95299953,76703310,61467057,47603041,34637414,23705777,15702498,10156666,6490005,4069870,2498597,1506274,899966,538053,316364,188291,114531,69687,41989,24713,14081,7666,4091,2156,1153,625,350,201,109,66"
un_not_least_developed,1874,"83859,123089,182824,278671,438105,713253,1209287,2148987,3938591,7230086,12854448,22121791,36809828,58709623,85150974,110767846,131926614,140661887,133130190,115344125,95581100,77442584,62420718,48599624,35672104,24631525,16438107,10614865,6766126,4223478,2579711,1547987,920863,548502,321309,190384,115366,70027,42146,24813,14143,7712,4121,2181,1159,629,347,197,109,59"
un_not_least_developed,1875,"78763,115950,172645,263645,415212,677267,1149379,2049809,3809797,7107315,12840818,22233473,37029204,58950003,85301393,110895595,132166290,140865771,133351122,115757507,96230097,78347613,63486284,49638530,36545648,25275886,16831698,10842373,6882451,4281211,2606022,1561133,928466,552626,324036,192116,116153,70315,42237,24843,14202,7793,4195,2230,1205,652,359,202,111,63"
un_not_least_developed,1876,"56355,87718,138094,223404,371410,635560,1125200,2051620,3843166,7166220,12865108,22206518,36993736,58906262,85318785,111132349,132759358,141655446,134457631,117152290,97763139,79680674,64342653,50089264,36648687,25185232,16688572,10721231,6792713,4216302,2561109,1531512,909973,540957,316668,187608,113418,68613,41169,24178,13782,7543,4043,2144,1152,624,352,195,108,63"
un_not_least_developed,1877,"50646,78866,125394,209715,357022,619233,1104786,2007697,3748013,7003926,12653829,21984271,36815364,58805894,85394489,111573255,133608827,142517449,135297126,118069389,98787870,80672620,65175206,50686131,37041253,25427584,16847390,10867408,6901250,4285426,2604761,1559103,927469,551835,323083,191304,115553,69928,42035,24748,14178,7821,4204,2254,1224,667,377,213,121,72"
un_not_least_developed,1878,"49486,76806,121803,203695,345722,598385,1068049,1950636,3655760,6877272,12519741,21868568,36717265,58760594,85422090,111754386,134037701,143021432,136043187,119097350,99959034,81754408,66099345,51399499,37628907,25842775,17107438,11009199,6973748,4322994,2626286,1572542,936446,557967,325708,191941,115736,70014,42090,24789,14177,7801,4183,2241,1218,658,378,216,125,73"
un_not_least_developed,1879,"48764,75738,120833,203372,346671,599144,1065305,1935531,3605815,6769063,12359769,21692412,36575061,58644193,85329421,111814436,134462217,143739345,137229434,120454700,101025771,82475425,66798770,52024820,38339286,26428156,17443506,11209841,7094306,4388408,2658587,1588582,947170,566344,331957,196554,118825,71945,43297,25521,14645,8107,4399,2395,1320,716,403,233,134,73"
un_not_least_developed,1880,"47136,72390,113683,190718,329575,566327,991174,1801765,3375642,6389907,11897354,21249646,36082491,58316319,85321855,112136049,135223904,144748243,138369046,121345954,101539299,82744234,67148745,52860967,39436225,27583499,18520100,12000831,7621295,4687222,2798752,1642554,962739,569342,331364,193816,115785,69357,41383,24272,13895,7667,4159,2286,1258,698,404,231,131,74"
un_not_least_developed,1881,"49182,76391,122100,210501,370018,635274,1104181,1951010,3579146,6636772,12015400,21168800,35916181,57953096,85094626,112265160,135666048,145037438,138629295,121669601,102099952,83596764,68167008,53899276,40473622,28530708,19303191,12535395,7954342,4883850,2913877,1706455,995673,587353,341673,199190,118844,71217,42542,25016,14334,7941,4306,2366,1302,727,427,240,139,77"
un_not_least_developed,1882,"46145,70075,108557,180016,312123,537763,946619,1733119,3296029,6312807,11817414,21120929,35898926,58161977,85423270,112730459,136364737,145752907,139202150,122013283,102413144,84193886,69020055,54885567,41614390,29675992,20294499,13248822,8417072,5169182,3073614,1786912,1031514,602731,348812,202154,120117,71797,42788,25075,14332,7910,4266,2328,1283,712,422,244,138,76"
un_not_least_developed,1883,"47230,71549,110860,184343,320689,553454,974417,1783744,3384446,6451552,11968033,21215317,35966343,58255109,85663909,113315151,137475877,147053635,140362385,122726831,102690266,84402664,69411953,55559305,42434557,30398825,20819400,13574660,8607622,5270158,3122904,1810124,1042899,608758,351614,203194,120465,71923,42840,25132,14381,7957,4303,2344,1306,726,429,253,139,76"
un_not_least_developed,1884,"48322,73654,115074,192960,336617,580404,1018037,1840163,3433089,6497395,11931069,21046444,35662935,57881620,85501925,113519124,138124748,147957708,141649574,124083679,103919379,85506162,70460842,56519193,43261397,31031393,21246971,13825969,8739331,5326178,3142528,1816559,1044355,608412,350803,202657,120066,71610,42623,25009,14297,7904,4285,2336,1305,722,422,250,142,75"
un_not_least_developed,1885,"47143,70867,109010,179937,309344,526811,919399,1671304,3151198,6010234,11301182,20427952,35107735,57315044,85191818,113546298,138866860,149515055,143972741,126699823,106157820,87286719,71821325,57437163,43729063,31200703,21284564,13808699,8724940,5318847,3148654,1830732,1062013,625521,363853,211717,126178,75601,45155,26557,15243,8472,4623,2537,1426,794,473,283,163,81"
un_not_least_developed,1886,"46237,69338,106018,174271,300306,513737,901214,1650560,3140791,6008558,11352919,20648019,35628096,58397991,86665043,115639994,141207399,151231078,144251473,125577703,104904218,86809692,72052424,57999318,44442042,31854802,21807810,14188375,8977492,5484151,3249629,1889331,1095025,644750,375065,218026,129672,77440,46121,27118,15596,8721,4812,2681,1511,859,496,295,173,88"
un_not_least_developed,1887,"43712,65710,100043,162879,282315,486775,859335,1578727,3000998,5744679,10878912,19868364,34448870,56659934,84661136,113403463,139464278,150497068,145264156,127966565,107469990,89451221,74390696,60356254,46707252,33897081,23396361,15318506,9708930,5948028,3530090,2050593,1184359,694510,403209,232907,137727,82018,48746,28656,16503,9251,5101,2830,1598,905,524,314,193,101"
un_not_least_developed,1888,"44119,66177,100290,161838,278506,477007,837920,1533251,2910234,5564046,10547470,19351420,33746464,55869950,84168234,113444254,140641623,152623064,147574116,130063124,109045548,90511088,75309718,61332205,47413729,34408880,23736271,15475508,9756840,5937769,3509180,2035510,1175678,689497,400525,231428,136946,81635,48628,28697,16646,9447,5271,2962,1688,955,560,332,203,109"
un_not_least_developed,1889,"44808,66796,101056,162520,280859,482046,845923,1544766,2924268,5574155,10535492,19272567,33561861,55927862,84798192,114947512,143169058,155268995,149111353,130182608,108395737,89571938,74526795,61089237,47783988,35204694,24659935,16315151,10354802,6346888,3760410,2177159,1249972,727196,420926,241135,141371,83813,49648,29154,16795,9457,5235,2912,1649,941,560,337,209,115"
un_not_least_developed,1890,"44198,65540,98514,157112,270161,460681,802858,1457337,2753148,5251160,9949438,18310052,32050006,53749494,82596007,112893986,142204001,156200018,151823999,133940756,111906595,92519855,76854280,62912563,49127568,36156398,25281002,16672552,10547895,6435030,3799655,2199475,1265443,738827,429141,246822,145155,86219,51193,30152,17476,9900,5515,3088,1754,1000,593,353,209,120"
un_not_least_developed,1891,"44256,65322,98511,158248,275830,475708,838263,1541311,2937106,5619513,10627397,19404183,33759597,56613918,86215029,117584176,146881630,158923677,150972429,130467774,108325154,89854041,75337998,62187637,48924991,36251135,25471684,16874372,10686377,6517904,3829748,2196620,1249615,723348,417589,238500,139243,82226,48600,28501,16441,9285,5152,2895,1655,961,561,346,208,118"
un_not_least_developed,1892,"42990,63024,94125,149678,255328,441351,775213,1418729,2706008,5194778,9856522,18199419,31988513,54047571,83480195,114617383,144902717,158838183,153716578,134749377,112160069,92916418,77664980,64168339,50602474,37743471,26728487,17895133,11374951,6959242,4074224,2314471,1301643,745560,427544,242379,139751,81695,47987,28086,16243,9229,5202,2939,1696,983,573,341,206,119"
un_not_least_developed,1893,"41685,61166,91418,145696,254702,438706,771280,1411083,2682315,5125335,9660035,17761373,31237651,52916239,82269090,113345160,143996312,158627886,154815387,137184724,115001341,95862405,80387414,66461450,52179300,38638573,27126697,17848181,11186651,6734096,3900255,2212232,1249268,719766,413472,235353,136492,79928,46980,27481,15855,8990,5050,2842,1649,943,562,336,203,124"
un_not_least_developed,1894,"40338,58879,87654,138937,239901,411561,728531,1348061,2591841,5004065,9419254,17279115,30410972,51717768,80929995,111924749,142677272,157742066,154853286,138375764,116900107,98742578,83390289,69270462,54501564,40322773,28223537,18467531,11506095,6890550,3995734,2283276,1303068,756840,438286,251298,147122,87116,51679,30504,17696,10069,5640,3167,1808,1023,602,360,216,134"
un_not_least_developed,1895,"41275,59970,88737,139614,240554,416005,734831,1356766,2607706,5039285,9487916,17428316,30769427,52505420,82110372,113585188,144891179,159576271,155920029,138441648,116039339,97331284,81871196,68372354,54433988,41185951,29463614,19807623,12485635,7544464,4361586,2456331,1373053,780633,445600,250308,143515,83809,49116,28660,16450,9245,5097,2832,1591,904,541,328,193,121"
un_not_least_developed,1896,"41531,60616,90355,142515,248505,429956,765641,1429323,2759396,5333689,10020569,18203141,31815613,54158233,84142128,116287249,147415876,160733976,154806764,135811695,113905480,96330288,82060499,69181483,55512937,42139135,30186751,20205700,12663607,7586526,4359176,2449812,1371003,780864,446291,250667,143785,84107,49328,28805,16502,9214,5036,2767,1545,863,514,312,191,113"
un_not_least_developed,1897,"45417,66197,97851,152684,256092,438732,765260,1387046,2614833,4904570,9069622,16652974,29720757,50681195,79765633,110882134,142813195,159851967,158735249,143696824,121093235,100888103,84719834,70972640,56873751,43390673,31296612,21211340,13405737,8091786,4653903,2598452,1437263,807379,458137,254910,144472,83939,49001,28500,16277,9043,4913,2663,1469,805,477,285,173,103"
un_not_least_developed,1898,"47579,69284,102386,157813,259876,437390,749565,1344005,2524188,4808395,8978114,16473422,29341945,50178667,79219779,110366445,142317984,159271684,158210486,143432078,121078669,102133185,86825658,73300983,59299185,45711038,33154812,22535950,14194255,8489133,4825332,2666338,1462204,814783,460242,255246,143973,83353,48541,28227,16146,8985,4873,2622,1425,772,447,266,152,99"
un_not_least_developed,1899,"50215,74151,111315,174155,287352,496638,872829,1582714,2920976,5286939,9588978,17400537,30625872,52106934,81768427,113493443,145698681,160560064,157039040,139835617,117188468,99102996,85154641,72756257,59933831,47065123,34846632,24203876,15510186,9407515,5412696,3004337,1642713,904878,509771,282676,158013,91051,52928,30707,17544,9742,5265,2833,1528,844,485,283,171,110"
un_not_least_developed,1900,"51666,75180,111361,171631,274548,457249,784227,1408298,2645616,5018309,9328268,16976106,29946431,51328542,81299498,113364735,146139440,162029355,159126051,142140633,118923439,100271496,86211925,73851456,61032865,48076655,35708260,24822440,15925807,9629709,5505815,3030819,1645972,901506,505389,279144,155522,89423,51864,30015,17085,9464,5100,2737,1471,817,467,274,171,103"
un_not_least_developed,1901,"51102,74164,109301,167973,266306,442648,760395,1369965,2589482,4949594,9257688,16929646,29910343,51252752,81186772,113358188,146258376,162412071,159908575,143324110,120182880,101743555,87459112,74863545,61786661,48831749,36545634,25712745,16801463,10320140,5989521,3324219,1798171,971969,538991,296206,162484,92129,53110,30590,17396,9624,5201,2778,1507,822,472,275,168,100"
un_not_least_developed,1902,"49481,71790,105540,162185,257636,428368,735212,1324166,2498763,4759328,8874444,16318769,29199272,50065900,79399729,111178237,143844690,161786616,161424348,147472792,124963220,105149510,89914940,76685724,63333674,50130513,37565169,26443688,17255212,10577998,6126404,3394947,1837215,993694,551100,302442,166002,94409,54433,31307,17774,9802,5288,2804,1509,819,461,275,165,100"
un_not_least_developed,1903,"52661,76680,112649,171940,270647,445943,758948,1353157,2531032,4803767,8922148,16330426,29309086,50330723,79777150,111712089,144412968,162396196,162366184,148587525,125545138,105596148,90541884,77519042,64462433,51437223,38828994,27514196,18133370,11155185,6456201,3562706,1919722,1032342,568435,311178,169705,95768,55033,31562,17856,9834,5316,2836,1533,826,474,280,167,94"
un_not_least_developed,1904,"53057,77462,114387,176383,283438,479356,830447,1493101,2765005,5021291,9061281,16438067,29549820,50658248,80199549,112323795,144923447,162245187,162066528,148642497,126047218,106517709,92210681,79493060,66307572,53034436,40111143,28389211,18636081,11415606,6567556,3602523,1937461,1044740,576804,314982,171912,97236,55881,32097,18253,10126,5527,2976,1628,880,505,299,180,101"
un_not_least_developed,1905,"54155,78451,115039,175219,274829,449561,762258,1358685,2544784,4849456,9076939,16690719,29998575,51733902,81928970,114792939,148194418,165379267,164681606,149462811,125446823,105124182,90642040,78370354,65949105,53385041,40859262,29244374,19467120,12037477,6981492,3847312,2069590,1109827,609919,333887,181545,102381,58925,33793,19151,10625,5772,3087,1703,925,525,308,185,114"
un_not_least_developed,1906,"53643,77190,112605,171384,268387,436722,739548,1316691,2467660,4727781,8946495,16576474,30002325,51846139,82081909,115034079,148208762,165373616,165170109,150666047,126568709,106324707,91871203,79242303,66679427,54392836,42043181,30571962,20828220,13193246,7782558,4322971,2328946,1243262,676863,372396,201785,112342,64513,36959,20928,11638,6329,3405,1878,1009,572,335,203,115"
