unhcr_region,time,income_mountain_50bracket_shape_for_log
unhcr_asia_pacific,1934,"18716,26983,39007,60425,99688,173589,312589,585817,1156371,2354041,4832595,10074242,21121533,42281877,74710782,112640620,152093444,166199146,160969196,143345956,107848866,72443039,47273372,31028236,19519936,12001529,7302375,4341431,2537047,1445935,775753,398186,209720,118495,69214,41075,24472,14644,8711,5134,2987,1686,954,519,283,138,70,37,2,0"
unhcr_asia_pacific,1935,"16999,25027,36207,55730,91022,157046,280626,520902,1020509,2072511,4247545,8806663,18384221,37388911,69598754,107427697,153111256,174481814,169682948,150465428,112633325,74470879,47997685,31359055,19676769,12071952,7345628,4350247,2536746,1451956,778338,394845,203197,113121,65393,38375,22715,13520,8046,4770,2796,1592,898,495,263,129,63,22,10,2"
unhcr_asia_pacific,1936,"15879,23718,34410,52650,85103,145240,256697,470105,908130,1834039,3751346,7750517,16207065,33273859,63841282,101539622,149079758,177836348,175097414,157581246,120442623,79903903,50978356,33236911,20919730,12822158,7803300,4639070,2712370,1564039,845287,428811,216728,118295,67739,39500,23316,13878,8272,4921,2905,1657,938,527,278,144,66,32,10,3"
unhcr_asia_pacific,1937,"15599,23384,33893,51935,84303,145353,260473,483297,942158,1904495,3886268,8010267,16733923,34540705,66491896,105476211,154669058,180296033,175955724,156324817,117655378,77863045,50471634,33617555,21458617,13257121,8118561,4834970,2838800,1652360,903034,458560,228445,121963,68841,39682,23318,13838,8241,4900,2888,1667,937,525,289,151,67,40,2,0"
unhcr_asia_pacific,1938,"16189,24296,35341,54240,87957,151487,271774,506489,991238,2002506,4085608,8462679,17791873,36849414,70151477,110069692,159251168,181195759,175888045,155206587,115713871,76259986,49731228,33578420,21787660,13546166,8305371,4968398,2942610,1728320,959717,489952,239857,123536,68021,38601,22462,13219,7804,4616,2689,1544,851,473,255,131,56,29,0,0"
unhcr_asia_pacific,1939,"16754,24935,36371,55822,89656,152373,271349,507082,998936,2024441,4137057,8617266,18282186,38074174,71977635,112434666,160865360,180961546,175329098,154884309,115358766,75582671,49634417,34322779,23653311,15315686,9381474,5583975,3256764,1866159,1022025,523569,253280,125769,68178,38684,22629,13433,8004,4782,2827,1643,922,520,281,147,64,30,1,0"
unhcr_asia_pacific,1940,"16414,24401,35157,53108,85060,145677,262578,496102,982691,1994878,4083839,8556847,18316878,38418903,72515103,113764864,161484410,180473699,174807677,155534008,116804779,77409697,51265813,35504413,24515851,15872504,9737694,5787685,3373147,1938753,1067804,547591,262885,128894,69689,39535,23161,13728,8165,4866,2875,1661,947,531,290,153,67,40,1,0"
unhcr_asia_pacific,1941,"16464,24360,35003,52577,84235,144872,262377,497752,988059,2008203,4122403,8701086,18822687,39598979,74086686,116298894,163032645,180209630,174424260,155346184,116642305,77481498,51488759,35837972,25013046,16265430,10062284,6063149,3554917,2067669,1168184,605457,287884,136949,72361,40465,23470,13854,8193,4848,2856,1651,930,534,289,155,68,38,4,0"
unhcr_asia_pacific,1942,"17291,25063,36013,54451,87731,150867,272354,515930,1025917,2091068,4308841,9151977,19914216,41906715,77302000,120901965,166523635,180905424,174716566,154151958,114523922,75471244,49938663,34835855,24421181,15806362,9785169,6053104,3603489,2154874,1281311,684520,325106,148470,74776,40795,23237,13646,8043,4722,2766,1586,882,504,268,149,67,24,0,0"
unhcr_asia_pacific,1943,"17533,25342,36414,55062,88840,153211,277333,526910,1050796,2157174,4518006,9824796,21759115,45542783,81191016,124216485,165373678,177042700,171166574,152521052,114812938,76647610,50840993,35351827,24442601,15615133,9612890,5991693,3586580,2165781,1305793,703288,333850,151407,75243,40641,22983,13473,7923,4661,2721,1557,875,506,266,148,66,31,1,0"
unhcr_asia_pacific,1944,"18561,26903,39136,59694,96225,164661,296775,566387,1144348,2397353,5153005,11421918,25015458,50318414,85754291,128430497,167037975,176608270,170330445,149822766,111045958,73330773,48674141,34291456,23925833,15358054,9509180,5907090,3549176,2149517,1285075,681509,320295,145603,73178,39681,22531,13203,7755,4563,2685,1545,877,507,274,154,63,34,6,0"
unhcr_asia_pacific,1945,"19741,28893,42658,66074,108016,184857,329227,620432,1252967,2668900,5856305,13024212,27805757,54174547,89605517,132752527,170700447,178387254,171951622,149373736,109102283,72144057,47680540,31745967,19818978,11978929,7640055,4776505,2973486,1882473,1119742,576313,274452,133016,69594,38419,22140,13028,7653,4479,2617,1511,856,481,269,142,54,30,6,0"
unhcr_asia_pacific,1946,"20582,30440,46118,73505,120969,202373,347849,641036,1291060,2751846,6033459,13492470,29142571,57440275,94654776,141053551,179498453,183829776,175859398,147328536,104627216,67977574,43162860,26242162,15509223,9559144,6204291,3964673,2585646,1659453,972536,503539,246575,121685,64120,35557,20652,12160,7145,4177,2432,1389,770,417,223,108,39,15,3,0"
unhcr_asia_pacific,1947,"20275,30065,45878,73592,121134,200991,340796,619951,1236636,2603545,5642338,12665611,28142905,57421033,96005263,144722320,181336255,184249762,176493654,147470015,104835726,68481680,43426427,26303039,15519938,9572275,6252820,4031094,2644040,1711606,1017598,537360,265414,130922,67984,37178,21415,12561,7345,4267,2466,1418,782,418,223,112,41,13,4,0"
unhcr_asia_pacific,1948,"19253,28356,43175,69643,116397,196223,334945,607325,1203559,2518549,5438903,12266751,27698834,57733439,97006962,147122104,181859984,183146333,175561119,146661558,105111281,69459268,45165500,27922414,16584911,10149397,6602304,4268435,2774035,1799288,1081159,564606,274006,132081,68237,37286,21333,12451,7261,4203,2420,1383,771,423,220,109,43,11,5,0"
unhcr_asia_pacific,1949,"18708,27501,41920,68039,114713,194787,333373,604400,1198578,2517876,5481169,12501408,28500727,59475646,99027731,149339909,181256617,181645426,174570947,146683052,106409066,71146716,46621674,28983603,17241949,10509146,6832406,4470142,2901819,1894890,1163891,622407,305086,145926,73774,39689,22474,13109,7645,4438,2570,1479,834,461,249,132,60,12,6,0"
unhcr_asia_pacific,1950,"19341,28758,43864,69967,115629,194417,334811,613089,1216865,2549220,5565601,12797821,29422540,61621361,102281588,153766507,183899168,182878369,175167991,145800777,104501965,69650250,46990982,30065204,18135549,11017341,7160873,4710744,3064729,2029498,1267529,692212,342727,163804,80757,42099,23316,13466,7817,4528,2625,1508,856,480,268,133,64,18,7,0"
unhcr_asia_pacific,1951,"16786,25710,38876,60574,97395,160181,269642,475463,908136,1856608,3979048,8921358,20529064,45530033,86946099,136341280,190466857,203202034,193706793,165004182,117331521,75805248,50381953,32881837,20143507,12085383,7762938,5037539,3215779,2114501,1319708,707108,340803,159053,77668,40344,22097,12637,7247,4137,2357,1351,756,415,227,106,54,10,0,0"
unhcr_asia_pacific,1952,"15016,23617,35881,55392,87856,143014,239356,417750,783857,1582397,3373456,7485655,17118878,38448240,77871473,125782051,186688437,213792004,205910992,177630345,128418409,82211102,53577391,35728604,22382695,13410799,8547202,5465567,3421263,2216413,1377597,734226,349713,163121,80055,41700,22948,13183,7596,4354,2495,1416,810,441,251,115,63,12,1,0"
unhcr_asia_pacific,1953,"12432,19858,30224,46746,75217,124490,208822,357752,652544,1297214,2746801,6044757,13743376,31131310,65574619,113319670,173980691,218661351,218171986,192820920,145590361,94222209,59887468,39644567,24918823,14844448,9301434,5917818,3665782,2348560,1463973,784577,371746,171756,83789,43654,24149,14045,8241,4828,2824,1636,945,524,296,145,76,24,10,3"
unhcr_asia_pacific,1954,"13350,20830,31182,48030,76955,127896,216847,377848,702680,1412347,3007564,6722875,15777016,36573845,76215433,124458812,186353569,217055859,210792236,188148929,140801275,91553947,59597143,40790393,26281725,15786434,9809451,6310293,3915867,2516381,1595364,880125,422023,193376,91699,46460,25131,14515,8539,4995,2945,1718,998,562,320,162,84,36,11,7"
unhcr_asia_pacific,1955,"12083,19321,29260,44950,71452,117654,198260,342901,627692,1244179,2636282,5873865,13736524,32093339,68964355,118084591,181657302,224434074,221763876,198528561,149780655,96488158,62209871,42888435,28430185,17378068,10653374,6851780,4225200,2686490,1708606,956472,458622,205961,95587,47836,25642,14810,8766,5214,3101,1839,1074,617,358,189,101,49,13,10"
unhcr_asia_pacific,1956,"10770,18033,27810,42877,67538,109477,181743,310893,561321,1099552,2319880,5186803,12169395,28557167,62208542,111222192,172292536,225803408,229535209,208528529,162661176,105823935,67222054,45904669,31139395,19433511,11846022,7575482,4634473,2902048,1832377,1034613,498859,222477,102506,50917,27058,15523,9166,5430,3239,1911,1124,637,370,200,103,53,13,9"
unhcr_asia_pacific,1957,"10414,17557,27097,41743,65679,106402,177031,303711,548640,1067315,2228728,4953545,11637457,27710971,61732601,112730269,177178537,233096719,236844290,212608781,163354750,105241030,67098622,46307273,32656281,20983386,12857820,8176689,4970573,3074331,1920857,1085768,523665,230584,105187,52000,27527,15742,9267,5495,3278,1944,1140,652,378,206,108,56,16,10"
unhcr_asia_pacific,1958,"10294,17272,26650,41006,64299,103617,171986,295469,536455,1055164,2241855,5093874,12260721,29407454,64632764,114865371,178192086,232516040,235241701,215745282,168094796,109070272,69746069,48301868,34848979,22843289,14033666,8904996,5423134,3329247,2069759,1184585,577403,252747,113180,55254,28801,16245,9476,5576,3306,1965,1146,667,388,211,108,60,18,10"
unhcr_asia_pacific,1959,"10817,17690,26938,41238,64131,102391,169442,292671,537286,1062403,2268550,5224439,12866067,31455045,69667884,120988272,187937039,235493060,233901969,215403723,166788318,108274029,69527726,48783793,36441887,24862613,15542789,9813171,6015800,3670795,2276968,1333323,664551,289948,125466,59637,30389,16880,9803,5750,3409,2014,1177,683,397,221,111,65,20,10"
unhcr_asia_pacific,1960,"10891,17808,27095,41552,64271,101370,165804,286610,534154,1072529,2317466,5447082,13792539,34332773,75517216,127188821,194065534,232024573,227972148,214172617,168478616,111205872,71225188,50462528,38553686,28148627,18376160,11483041,7011902,4198077,2532018,1469591,741636,323101,133737,61943,31094,16997,9738,5665,3329,1966,1144,670,389,216,116,61,20,10"
unhcr_asia_pacific,1961,"13325,20554,30890,47359,74074,119119,200211,361987,710669,1499065,3415782,8658776,22657945,54293632,100273273,161802908,206640170,213986058,209368777,194671021,152596906,103956177,68810708,49874079,38871027,30392014,20980440,13274813,7992460,4736259,2789274,1576905,803415,356974,145474,65151,32428,17645,10040,5802,3397,1989,1158,682,395,226,120,61,22,10"
unhcr_asia_pacific,1962,"12804,20025,30148,46226,72052,114722,189805,337619,656644,1377424,3121666,7869456,20721637,50608711,97159384,158150345,211239882,222941874,218064482,203409545,158227899,105930181,69608578,49963671,39290990,31848728,22972667,14953313,9020172,5349569,3137227,1777220,915050,414232,167059,71547,34978,18805,10670,6147,3585,2103,1234,724,421,242,134,64,30,10"
unhcr_asia_pacific,1963,"11705,18776,28225,43013,66311,104014,168600,292363,556256,1152059,2586378,6416566,16885624,42350516,88499049,144475190,210122867,234303510,228743531,216150009,171489700,115401862,74647591,52051985,40545301,33136250,24897809,16666964,10102669,5999215,3517409,2003403,1045382,485189,197531,81237,38668,20428,11497,6570,3815,2229,1302,767,446,265,144,64,38,14"
unhcr_asia_pacific,1964,"9943,16818,25677,39218,60444,94168,150309,253756,470148,960545,2133327,5174094,13542018,34657465,77241524,131169157,201878496,242841076,240310590,230038220,188454781,127451420,80753210,54594907,42029562,34430088,27517628,19255952,11888097,7034144,4113015,2336467,1222652,583459,243334,95529,42961,22061,12218,6900,3974,2299,1345,791,464,277,149,71,44,20"
unhcr_asia_pacific,1965,"9096,15891,24585,37672,58319,91019,144917,242589,443819,899383,1982608,4741097,12213519,31208207,71284827,127556695,202529469,259520389,259276350,242252866,193619708,128080585,79917981,53607438,41300987,34243090,28260227,20288177,12788529,7589529,4474048,2564370,1357103,659006,281036,109819,48060,24297,13376,7505,4296,2488,1450,862,510,309,181,103,67,36"
unhcr_asia_pacific,1966,"9103,16026,24737,37899,58612,91873,147319,248199,456997,934728,2087354,5040131,13067789,33378678,75533001,133098720,211177443,266734223,264380102,245009528,193271598,127211431,79524358,53668634,40836490,34353026,29663016,22669506,14855242,8775695,5176187,2937517,1539036,755808,335936,132682,54983,27345,15033,8456,4834,2809,1645,984,590,349,216,124,76,46"
unhcr_asia_pacific,1967,"9365,16593,25426,38668,59393,93169,150318,255716,476470,989522,2266813,5649825,14966602,38075722,83722642,141462853,219235268,265923710,260578048,244658413,195654215,130456085,81867104,55162154,41142140,34763764,30507210,24995028,17275688,10270607,6062725,3438387,1791611,874647,398351,160050,62815,29913,16355,9205,5287,3085,1822,1082,655,393,244,141,87,57"
unhcr_asia_pacific,1968,"9943,17353,26341,39626,60414,95117,155382,268574,506801,1056723,2433023,6225309,16919711,43770111,94543408,156398997,234485832,266775573,257191641,240186361,189940343,129153394,82820652,56075533,41587678,34777204,30837876,27304939,20220220,12447240,7301111,4153646,2165107,1044030,487657,205384,78159,33925,18116,10141,5750,3336,1956,1159,698,423,263,154,93,62"
unhcr_asia_pacific,1969,"9209,16383,24984,37316,56245,87496,141518,241310,447151,915847,2066707,5183170,14149326,37691338,86390214,148037172,230987749,276009952,268319949,253012024,204261932,139568629,88909906,59373904,43416856,34874329,31135559,28775795,23098334,15024044,8779988,5048878,2666892,1281493,604525,268172,103794,40591,20587,11367,6336,3597,2070,1225,739,449,279,160,99,67"
unhcr_asia_pacific,1970,"7707,14680,22977,34477,52279,80651,128810,215239,387786,773064,1696538,4108533,11057482,30121932,73512549,135737321,221135717,287655958,286318677,269745226,221707480,151955801,95298570,62404052,44976223,35308367,31553309,29392467,25453647,17515690,10333360,5957069,3181749,1524664,710639,325815,131207,47828,22269,12011,6582,3648,2062,1201,720,437,274,160,94,67"
unhcr_asia_pacific,1971,"7597,14542,22864,34190,51908,79941,127289,212299,381604,758121,1656811,4001027,10791177,29653226,73401385,138027425,226963340,299398216,298542336,278954440,226048443,151335534,94002237,62299353,45595818,36029969,32196254,30010745,26660981,18780493,11192156,6466074,3489206,1683033,783146,362303,148681,53756,24046,12723,6808,3664,1998,1133,667,407,250,151,88,66"
unhcr_asia_pacific,1972,"8081,15261,23708,35316,53029,81767,130480,218633,396215,794079,1752316,4270894,11685531,32301260,79551208,146920520,242515788,311376337,307576500,284897135,222936910,143834238,89412794,60384454,44629269,35542556,31762087,30126758,28221589,20867478,12775373,7357564,4006156,1941091,897530,424563,183568,67412,28545,14971,7943,4209,2224,1228,699,423,257,149,84,60"
unhcr_asia_pacific,1973,"7195,14214,22446,33495,49958,76250,120777,201523,364381,729649,1593068,3813564,10356637,28939451,73184330,140284324,236822202,317210240,320320253,297300373,235134312,151881380,93881178,63609386,47363956,37847577,32818806,30986268,29702924,23088818,14587623,8399695,4645531,2281331,1050947,497756,222476,83132,32650,16680,8804,4602,2391,1285,713,420,260,146,91,49"
unhcr_asia_pacific,1974,"7739,14909,23185,34406,50915,77202,121890,203778,370817,747755,1650243,4013648,11083817,31143728,78189945,147286522,248566369,325124955,324943649,298936697,234270852,152039459,94383773,64664821,49051177,39625766,34554949,32306330,30423976,23112534,14399239,8324479,4614306,2281021,1063035,505919,224005,84743,35187,18327,9620,4968,2516,1324,705,413,245,147,85,49"
unhcr_asia_pacific,1975,"7580,14837,23093,34107,50074,74902,116911,193757,350296,703835,1548547,3764676,10454976,29740356,75868809,145363489,245394825,327052887,329881738,307045862,247578887,162803462,100304591,68043142,51427855,41489936,35765433,33234100,31327842,24062515,15093712,8718833,4848290,2400042,1115080,529247,235538,89140,36229,18740,9825,5055,2548,1318,699,412,236,136,79,46"
unhcr_asia_pacific,1976,"8532,16124,24590,36117,52603,78447,122457,204313,375512,771981,1763324,4529965,13026166,36803507,89270999,159995887,262815067,326762689,325922764,304130321,240170753,158080792,98996040,68436719,52618533,43149639,37019289,34366724,32616451,25684895,16386815,9502525,5339940,2682284,1258148,601882,276408,110126,45721,24029,12768,6567,3278,1639,831,459,265,154,95,55"
unhcr_asia_pacific,1977,"8268,15967,24376,35635,51556,75947,117001,192678,350868,718867,1645971,4243142,12313766,35199541,86546208,156334685,258953349,326603696,330349193,312568141,253208653,169443034,105954398,72386506,55356287,45411207,38502503,35318747,33459457,26877169,17373581,10033408,5629964,2815764,1307884,622232,290415,116729,46697,23988,12691,6499,3230,1608,825,451,259,153,89,51"
unhcr_asia_pacific,1978,"7468,14938,23188,33851,48785,70950,107191,172322,305159,610334,1362430,3399369,9742676,28504781,74079199,143363155,245379477,333293944,346006505,328531754,272576119,185030993,114453476,76663154,57998291,47378840,39618488,35770231,33650417,27898874,18409757,10641300,5983499,3001773,1381555,647733,304163,121546,44815,21553,11216,5713,2899,1502,811,459,268,160,96,53"
unhcr_asia_pacific,1979,"7562,15002,23265,33840,48592,70345,105180,166856,290902,573987,1262300,3103195,8816110,26102072,69792342,142273843,249844576,354467563,369957751,344126018,274356396,180359370,110121084,73762751,56479615,46702140,39226018,35328088,33264007,28843824,19620867,11469826,6489011,3302819,1522598,704176,333032,135986,48167,21726,11262,5734,2945,1553,866,496,280,163,101,43"
unhcr_asia_pacific,1980,"7712,15159,23433,33891,48305,69256,102645,161175,277083,538937,1180158,2920898,8384473,25112512,67806920,139510349,245938645,353887683,374851905,354801424,288740022,192493424,117667958,78273385,59107985,47742485,39191285,34907292,32942945,29104404,20082783,11810833,6680256,3409516,1566777,716467,337889,136538,45296,19189,9870,5133,2746,1529,870,499,292,166,95,46"
unhcr_asia_pacific,1981,"8227,15470,23810,34354,48749,69423,102243,159553,273807,535011,1186516,2992626,8771885,26473088,71028948,142689961,250618142,355270705,375937071,360080130,296045766,199585392,122630035,81447253,61009132,48818574,39754024,35218196,33204427,29486939,20424644,12032045,6803575,3471813,1591351,723572,338307,133479,41776,16760,8521,4539,2500,1406,810,477,283,172,107,60"
unhcr_asia_pacific,1982,"5902,11669,18680,28016,41125,60193,90117,141416,240888,463597,1005497,2476902,7097507,21592761,58769282,128048006,229987480,353935971,400434022,387572954,318005785,212350170,128965010,84467206,62585631,50042406,40897446,35875010,33513366,30580375,21795519,12944571,7363293,3818308,1757873,787879,370534,159222,52052,18522,9026,4746,2596,1456,837,483,292,171,100,54"
unhcr_asia_pacific,1983,"3630,7765,13103,20723,32025,49133,76230,120871,204170,386213,821444,1957323,5378829,16410629,46596106,107598539,204368408,338494959,419672732,419561515,347651237,233381383,140873970,90085434,65222665,51839042,42668164,37238862,34402451,31685769,23016726,13764477,7807200,4089554,1897687,849724,402684,179645,61153,20947,9996,5179,2791,1543,871,504,305,175,93,50"
unhcr_asia_pacific,1984,"2692,5868,9849,15820,25148,40145,64450,103735,172910,318953,658722,1485095,3731682,10994381,32819106,83288987,169889598,306950533,434272351,463237704,390055348,262329490,156169438,97594197,68444041,53316010,43997570,38268856,35383247,32664072,24139159,14495220,8209421,4367551,2041783,918049,435675,193081,66184,22785,10878,5640,3017,1662,941,540,325,182,101,54"
unhcr_asia_pacific,1985,"3448,7015,11089,16904,25862,40061,62744,98855,161062,293903,611412,1393059,3541087,10294688,29664740,73974173,153339735,285108003,428427851,482315203,421074497,291516196,172055759,104833496,71354176,54342260,44715001,38755368,35625633,33467650,25378452,15503010,8787684,4722455,2182731,975003,468221,218675,78038,24036,10596,5337,2776,1492,828,472,281,157,86,48"
unhcr_asia_pacific,1986,"4866,9412,14031,19938,28677,42344,63928,97865,155849,281972,589823,1356538,3501665,10302745,29251317,70518750,144291646,272224710,423760062,494339578,444108368,314366422,185566168,111474754,74469328,55499079,45241615,39078266,35890248,33930485,26486929,16536947,9259081,5026094,2339257,1029923,487991,231178,84770,25131,10392,5179,2705,1459,814,459,265,149,79,41"
unhcr_asia_pacific,1987,"6344,11922,16958,22702,30826,43837,64716,98124,156012,281960,583883,1307212,3295658,9647334,27607326,66355068,133637927,256274337,414749449,504274832,469067971,343602469,203939574,120364251,78256611,56455283,45495842,38891070,36338482,34233240,27647582,17806523,9947683,5355897,2521784,1104874,521077,249297,92308,26639,10409,5166,2714,1474,818,454,259,140,78,42"
unhcr_asia_pacific,1988,"7004,13127,19021,26381,35748,50148,72965,109912,176956,319993,628748,1292427,2983251,8053256,22822724,57159775,119075956,232095014,395712966,510912034,498683273,382029371,231871144,133894082,84199688,59052883,46491265,39521557,36985040,34785866,29195354,19410054,10878218,5902532,2783066,1227787,567020,276459,109912,31337,11080,5491,2941,1598,878,486,261,146,77,43"
unhcr_asia_pacific,1989,"7267,14045,21638,29894,39310,52440,72856,106434,171811,317111,628276,1288000,3171841,9900343,28941809,73460900,159577104,291352492,452057916,506357045,451017929,331366715,207116616,128807051,84710095,60012116,47282548,40284184,37949308,35507209,30661175,21174966,12014036,6501426,3107375,1389952,639073,311110,127751,38921,14160,7330,4093,2315,1303,739,415,230,116,61"
unhcr_asia_pacific,1990,"7658,14903,23523,32888,43510,57516,77876,110328,173300,316248,624259,1260504,2990316,9189108,27110268,68965336,152151279,280389831,448974519,520715696,470096881,348498547,219337520,135845691,88407789,61787054,48005476,41217413,38985409,36435922,32249496,22815963,13236901,7171394,3483617,1546003,694503,343943,149954,46903,15884,8268,4741,2724,1556,875,480,261,135,63"
unhcr_asia_pacific,1991,"7719,15470,24953,35312,47365,62812,84358,117895,181687,326109,637781,1266840,2705633,7612109,24193480,66376414,147104746,276068280,448041372,521894929,485773775,365032607,232852834,143968738,92611312,64096100,49498528,42647637,40394547,37804791,33478563,23962810,13971415,7494776,3652872,1623508,733678,364551,164123,52767,17355,9020,5223,3019,1710,947,511,272,131,61"
unhcr_asia_pacific,1992,"8378,16966,27327,38494,51333,67326,89340,123121,185085,322526,622330,1259583,2922636,8341400,24051870,62382558,137710998,262965209,439990810,519452052,500437487,386831348,254071228,157028471,99249917,67175248,50750659,43296516,41088879,38618232,34543079,24879587,14632050,7851287,3843720,1732492,789356,391846,171147,54140,18258,9597,5586,3246,1823,1000,523,274,136,69"
unhcr_asia_pacific,1993,"10187,21171,32818,46251,62031,80919,105323,140956,203207,336363,624698,1229119,2838627,8312678,23439814,58761344,130076425,251424072,433363456,517417512,512638657,403665930,273825702,171439555,107082216,71037005,52503529,44169875,41851480,39479539,35286524,25583808,15069463,8008958,3922311,1768725,805152,398468,182310,60785,20092,10371,5995,3460,1942,1061,557,281,137,73"
unhcr_asia_pacific,1994,"13618,25739,39552,56066,75596,98167,124873,161039,222433,351892,633346,1182545,2374001,6477551,19302413,50539024,115372323,227283518,407085751,541760004,532373655,431114859,295484001,186919478,115490640,75220916,53813688,44646230,42078618,40294253,36444417,26558822,15867665,8452440,4148645,1883897,863366,428634,191907,63610,21860,11450,6608,3825,2157,1199,636,330,162,93"
unhcr_asia_pacific,1995,"10391,22690,35637,50525,68091,88450,112141,142586,192090,298197,539540,1043640,2322363,6517138,18419827,45769336,102732774,206817516,376924715,537388493,551841171,457200711,320460466,206128360,127753006,82300739,57274638,46271251,43052894,41620944,37836539,27958813,17008250,8985497,4456654,2013068,907334,457022,212490,73355,24929,12878,7395,4256,2414,1330,709,361,165,94"
unhcr_asia_pacific,1996,"10380,22417,35081,49875,67487,88083,111800,141104,186489,281967,502295,950503,1746642,3399304,9915597,34265877,93472724,194208012,357692203,527136762,572600639,482103241,345524656,225025718,140130250,89284155,61191423,48343419,44341494,42800304,39302516,29532466,17979857,9601613,4784577,2138164,980940,490900,233366,86524,30172,15355,8710,4912,2732,1490,779,387,177,94"
unhcr_asia_pacific,1997,"10440,22116,34704,49773,68027,89488,114177,144296,190167,283764,497298,938616,1750589,3504077,10595724,36268906,96836113,197968103,359886852,527376638,572706862,483553033,351499752,231848397,145547257,93207758,63974547,50338892,45739412,44132068,40425228,30418875,18610107,9914804,4974805,2264763,1039553,515328,246513,93903,34135,17592,9888,5470,2958,1559,806,393,178,98"
unhcr_asia_pacific,1998,"11285,23478,36885,53166,73081,96752,123851,156233,203611,295547,501810,940468,1777215,3675040,11655044,39711213,104367634,209837427,369009412,526713006,565947509,480350284,353747250,238063166,151477942,97926722,67782821,53329621,47512437,44091036,39178798,29241001,17915902,9485743,4794142,2177209,984003,481843,232747,87221,29750,14847,8295,4576,2466,1298,676,339,153,89"
unhcr_asia_pacific,1999,"8323,16982,27480,41322,59491,82336,109725,142837,189132,271022,446062,833594,1623974,3395051,10934712,38199916,98399950,191611699,349100183,525784238,580339226,497406629,369895411,254172082,163751537,104589878,70590331,54096723,48156289,45587977,41022320,30712591,18836117,10062526,5086506,2318304,1051206,513583,245961,93823,33712,17719,10421,6050,3371,1767,871,398,176,92"
unhcr_asia_pacific,2000,"6227,12472,20918,32984,49855,72375,100986,136996,185596,260339,395158,684563,1394709,3396948,10907506,35357663,90850838,182544174,337986387,518308098,584112321,507258929,381382512,270070226,179221383,114304492,76167531,56803582,49459778,47213365,42936739,32360081,19996826,10827277,5493341,2519637,1147383,558070,259289,94930,32577,15935,8715,4729,2513,1309,697,358,170,98"
unhcr_asia_pacific,2001,"6557,12892,21459,33538,50180,71852,98612,131290,174612,241427,358318,592223,1100174,2403659,8440298,31044110,85277948,175743266,330275859,512941233,586953407,515812122,392375033,282812189,193673614,125245966,82402754,59933805,50989097,48462643,44163837,33948142,21316599,11458650,5884385,2703245,1213401,583940,275768,104857,35171,16503,8940,4816,2554,1327,710,359,179,100"
unhcr_asia_pacific,2002,"2334,4655,9597,17484,27225,39599,54675,72683,95835,133961,209683,370462,714018,1619788,6496212,26551872,77186041,164116360,314347426,494888638,580248013,524535260,409119439,302247472,214004436,142682733,93272946,65947996,53987656,50798102,46512206,36146961,22784746,12372091,6322549,2910056,1316194,637944,299785,113238,38384,17774,9494,5080,2703,1417,756,404,201,117"
unhcr_asia_pacific,2003,"1779,3487,7219,14193,22878,34364,49216,68272,94086,136512,223753,417277,832472,1736407,5322181,20653171,64369045,149838911,298575648,482419891,582238452,538826549,428317463,319858820,231215346,156182807,102332163,71427325,56960746,52330863,47463876,36792937,23324488,12623032,6457410,2979063,1350549,647793,315362,127250,42900,19076,10061,5378,2850,1497,795,422,221,124"
unhcr_asia_pacific,2004,"3262,5742,9605,15403,22447,32718,47674,68484,97057,140919,224006,402900,795365,1764745,5098575,17342701,52400702,131761732,280714127,461897060,575304046,553717694,450203670,340068327,249685009,172148430,114135416,78399046,60566033,54535604,49017975,38225202,24434274,13353110,6934792,3256473,1488570,714176,343627,139237,48002,21221,11190,5993,3174,1635,841,430,217,121"
unhcr_asia_pacific,2005,"2551,4387,6789,11793,17865,27098,41512,62694,92281,135881,212418,370078,710707,1535352,4244360,14028992,41952397,109206941,250337051,438785589,565804050,566339254,473643612,363360080,271755361,191974633,128796786,87952749,66291814,57871367,51571345,40392987,26078857,14352096,7503630,3537535,1644008,791103,385856,166506,61749,26492,13407,7178,3835,1975,985,486,241,136"
unhcr_asia_pacific,2006,"1874,3264,5259,10343,16655,25970,40121,60543,88926,130671,201835,343827,659948,1412479,3417809,10533203,35532532,103845027,242272311,431971209,560101680,564975676,480001534,376622935,286147962,207180606,139871229,94245324,69910958,60115388,53442811,42650155,27615827,15387496,8133352,3847890,1786609,869424,416238,179201,72244,32574,16340,9052,5208,2978,1680,948,548,289"
unhcr_asia_pacific,2007,"1146,2026,2991,7338,13609,22423,35514,54140,79951,118182,182719,305456,571898,1218206,3003166,9237015,31118834,92865267,223185894,409273391,546456722,562808414,490459881,394777151,306650338,228259033,157072223,105418748,76344714,63982967,55765404,44447999,29002759,16564775,8778809,4183232,1926610,937733,444162,188664,82164,40384,19404,10157,5651,3020,1482,676,308,160"
unhcr_asia_pacific,2008,"390,729,1339,5497,12065,21101,34068,51772,75683,110982,170012,279318,520375,1138816,2935870,9087459,29830755,87944964,212986079,396969628,539434977,562653226,498212116,407022413,319074731,241508074,169642234,113569680,81314311,67326066,57482022,45167258,29405479,16688001,8830958,4166460,1901937,937242,445134,189703,89077,47187,22482,11598,6536,3510,1721,772,323,167"
