unicef_region,time,income_mountain_50bracket_shape_for_log
eca,1813,"23482,42052,76744,140684,258082,456483,757902,1100008,1441010,1785168,2308604,3210268,4704350,7090287,10444989,14900622,19884443,24200358,26436007,26098835,23592621,19375792,14117110,9443226,5975401,3669142,2268387,1414958,864554,511913,297793,174504,102489,60465,36239,21777,13027,7733,4430,2425,1264,664,345,181,95,50,29,13,9,0"
eca,1814,"23535,42182,77369,141649,259731,459248,762053,1104723,1444250,1783441,2297677,3188062,4669401,7036392,10399448,14890461,19955734,24393584,26731360,26445650,23918421,19637086,14312977,9578772,6072752,3738327,2311909,1436172,871638,513241,297703,174366,102169,60359,36198,21750,13025,7726,4414,2408,1256,663,343,180,95,50,29,14,9,0"
eca,1815,"23591,42269,76979,141633,260155,460391,764362,1108080,1448018,1786413,2298645,3186495,4665758,7028414,10397239,14907411,20021052,24520342,26946847,26695262,24159567,19866098,14484090,9700527,6160283,3818279,2397345,1522763,945636,565502,330158,193146,113472,66566,39694,23718,14109,8347,4769,2591,1339,693,358,188,104,58,36,23,10,10"
eca,1816,"23662,42431,78043,143151,262656,464559,771011,1117293,1459213,1798525,2311120,3199711,4681289,7049959,10438052,14991830,20183880,24799345,27311735,27100179,24529532,20118688,14606813,9729808,6148723,3793892,2372270,1493955,917478,544726,317639,186705,109648,64734,38795,23287,13930,8263,4722,2571,1339,703,367,190,101,56,31,16,10,1"
eca,1817,"23732,42566,78387,143944,264222,467458,775909,1124228,1467618,1807236,2319192,3207256,4690566,7061469,10463736,15043313,20271783,24937068,27498893,27326191,24784975,20377820,14834907,9906842,6281998,3892160,2443224,1543856,950323,564817,329406,193602,113640,67049,40161,24102,14410,8545,4887,2656,1376,720,381,199,105,57,33,17,10,2"
eca,1818,"23807,42727,78875,144870,266021,470659,781129,1131366,1475644,1814382,2323417,3206106,4681058,7035807,10425542,14996830,20226070,24925199,27535095,27464501,25021894,20707972,15226483,10277811,6592866,4120383,2587049,1627070,995797,588770,341846,200251,117094,68973,41247,24727,14775,8754,4993,2714,1407,739,384,203,107,58,34,18,10,2"
eca,1819,"24292,43579,80490,147101,269305,475591,788260,1140467,1485392,1822527,2327222,3202962,4670535,7013061,10416207,15035712,20310925,25063348,27730035,27722903,25358078,21065483,15538330,10496092,6723557,4190473,2622872,1641038,997884,587076,340182,199175,116338,68683,41113,24689,14774,8737,4970,2689,1395,735,384,200,108,59,34,18,10,2"
eca,1820,"23235,41873,77506,143440,264739,470178,781956,1132316,1473500,1804371,2300374,3165969,4627142,6966867,10394327,15060355,20362514,25131073,27845734,27899738,25657593,21427439,15895701,10770617,6897364,4304348,2713475,1724723,1068098,636520,370929,217621,127607,75050,44889,26887,16062,9513,5430,2948,1524,792,417,217,119,64,38,21,10,5"
eca,1821,"21404,38921,72901,136180,253413,453852,761761,1112708,1456326,1785969,2273604,3128630,4579641,6907577,10320841,14950513,20238306,25111660,28018687,28288095,26073285,21860511,16273050,11056164,7122031,4457909,2812338,1787481,1106050,658502,383443,224863,131851,77550,46398,27821,16629,9870,5638,3073,1587,827,428,226,123,67,38,23,10,5"
eca,1822,"20905,38022,71312,133408,248541,446575,753355,1108890,1461080,1800444,2295161,3161677,4627548,6966169,10388773,15008913,20282244,25121422,28046980,28326073,26297367,22201657,16636394,11334185,7284064,4550435,2869304,1824707,1130779,674271,393135,230700,135359,79643,47652,28565,17076,10123,5786,3151,1633,845,441,232,127,69,40,23,10,6"
eca,1823,"20637,37479,70076,131079,244003,439350,744527,1104083,1463205,1808272,2302063,3165433,4625827,6952339,10357348,14956455,20219963,25077271,28079989,28422386,26477940,22507839,17011921,11674263,7562878,4754911,3006620,1913278,1185486,706224,410958,240418,140806,82648,49367,29573,17663,10473,5978,3256,1683,870,453,244,134,76,48,31,15,10"
eca,1824,"20401,36982,68606,128621,239524,432324,735358,1098088,1462941,1813295,2305554,3163483,4613233,6919337,10292970,14852463,20088031,24925411,28001065,28445377,26650676,22867816,17490972,12129149,7924584,5004175,3169123,2026765,1265852,758796,442801,258816,151928,89072,53157,31812,18999,11269,6463,3532,1828,941,490,257,146,79,50,32,17,10"
eca,1825,"20351,36875,68222,127719,237441,429123,732299,1102009,1477629,1839217,2336130,3196072,4644862,6947154,10306740,14856588,20143732,25055037,28182186,28586324,26884884,23119664,17732948,12313818,8044473,5088308,3235923,2077856,1303218,784272,459104,268683,157944,92644,55295,33084,19767,11722,6724,3694,1912,985,508,275,146,84,51,33,17,10"
eca,1826,"20040,36254,67880,126336,234236,423731,724730,1097836,1478932,1845291,2339009,3191228,4624803,6908216,10250367,14782140,20076625,25068002,28321147,28839334,27281337,23576284,18176606,12651471,8284575,5218686,3284139,2075605,1280097,761746,443993,260427,152772,90054,53980,32461,19498,11598,6682,3680,1942,1018,538,290,154,88,42,26,10,6"
eca,1827,"19900,35877,66212,123651,229169,415482,712918,1088287,1473982,1844649,2334215,3178317,4601338,6879251,10222426,14771739,20126851,25199035,28548114,29095481,27559170,23836290,18404555,12832905,8416832,5333477,3392692,2175567,1361974,818740,479306,280689,165033,96888,57875,34684,20753,12331,7113,3928,2060,1061,562,309,166,101,57,34,18,10"
eca,1828,"19692,35463,65528,122154,225947,410029,704944,1083365,1474658,1851679,2340477,3181214,4599513,6871215,10208040,14762655,20166710,25346621,28849507,29475220,27964497,24182058,18661003,12979369,8496379,5379905,3422971,2192445,1369464,821873,480980,281962,165806,97439,58238,34901,20899,12419,7160,3952,2078,1078,577,316,171,103,61,35,17,10"
eca,1829,"19404,34941,65124,121421,223683,405562,697854,1079817,1477876,1863105,2353601,3194282,4610071,6874235,10197360,14717969,20104783,25323224,28956148,29684452,28252970,24527800,19021462,13280408,8728512,5538783,3525990,2257012,1408801,845226,494620,289910,170317,100038,59765,35796,21437,12735,7344,4068,2140,1111,592,326,174,104,61,37,18,10"
eca,1830,"19137,34430,63849,119165,219352,398163,686378,1068799,1468787,1854394,2335440,3162656,4568992,6850538,10227350,14832569,20322388,25635222,29312724,30013251,28502143,24718632,19150825,13364979,8771256,5573883,3567852,2304217,1453278,879543,517767,304195,179391,105450,62984,37727,22577,13406,7752,4292,2266,1179,626,342,180,110,65,39,19,10"
eca,1831,"18829,33814,62611,116850,214848,390538,674726,1058418,1462742,1854631,2336224,3163600,4570183,6848486,10216193,14813306,20319034,25643352,29357723,30133887,28725393,25007618,19514386,13699141,9042935,5771713,3694651,2382374,1500331,907179,533858,313609,184967,108791,65019,38967,23355,13903,8045,4473,2370,1239,666,361,192,111,70,40,19,10"
eca,1832,"18646,33405,61333,114795,211025,384050,664820,1049994,1459421,1858633,2341122,3166058,4566627,6831752,10175690,14736095,20232402,25502621,29167889,30015511,28797848,25325711,20037793,14247385,9498500,6093151,3895180,2509449,1581768,957192,562933,329927,194445,114207,68151,40827,24460,14546,8442,4717,2500,1307,704,384,206,116,75,37,20,10"
eca,1833,"18440,33013,60651,113343,207925,378496,656345,1044332,1461308,1871893,2360972,3192835,4603909,6887933,10271070,14881395,20436796,25756992,29439099,30240076,28981543,25478802,20156186,14322482,9545885,6126991,3924218,2532341,1598235,968582,570839,335409,198112,116640,69770,41890,25152,14979,8697,4851,2578,1347,724,391,212,117,74,37,20,10"
eca,1834,"18251,32644,59789,111720,204713,372807,647603,1036698,1458630,1876150,2366066,3193803,4596277,6871137,10255987,14883228,20487006,25874461,29627145,30425325,29163112,25723584,20451596,14587363,9746253,6260778,4010501,2589392,1638151,995778,588211,345812,204443,120392,72016,43240,25963,15472,8986,5016,2663,1392,739,403,216,120,68,38,20,11"
eca,1835,"17923,32096,58079,108833,199699,364291,634581,1023224,1448631,1871542,2358983,3175298,4553615,6793930,10144479,14723445,20296546,25696154,29539682,30497743,29347989,26078894,20944148,15096114,10158429,6559629,4211379,2738543,1754665,1079815,642402,377537,223678,131672,78483,47096,28250,16829,9835,5524,2941,1526,801,431,227,128,69,41,22,13"
eca,1836,"17752,31787,57434,107511,197024,359363,627079,1016934,1448753,1882324,2378075,3202221,4591184,6849038,10234436,14830603,20390812,25826578,29740119,30772636,29636863,26408972,21187476,15229111,10183224,6530708,4196646,2745456,1774103,1100870,658732,388317,230759,136170,81188,48763,29270,17444,10203,5739,3051,1581,816,440,220,129,69,42,23,14"
eca,1837,"17587,31437,56949,106483,194655,354852,620006,1011224,1449618,1893256,2393979,3215903,4593195,6828156,10185985,14712846,20186667,25625218,29654665,30879199,29980218,26955524,21779806,15702415,10488867,6707399,4301643,2803867,1802733,1113800,665101,392282,233035,137558,82171,49395,29694,17732,10379,5831,3101,1608,830,450,228,126,68,42,22,13"
eca,1838,"17418,31100,55918,104624,191217,348578,610237,1000836,1444097,1896030,2400287,3218440,4582534,6789584,10110012,14581656,20016603,25506004,29662243,31010541,30111490,27154611,22137666,16153784,10919414,7038879,4524170,2955262,1909167,1185448,709407,417981,248341,146676,87494,52614,31644,18915,11123,6285,3363,1746,912,480,243,135,79,44,23,15"
eca,1839,"17300,30856,55644,103933,189333,344667,603966,995094,1444366,1905677,2415752,3235192,4598725,6804283,10131347,14599499,20067693,25694580,30019858,31434709,30511989,27506747,22357035,16259914,10926727,7009299,4497593,2931209,1886096,1165929,695323,409236,242857,143266,85487,51350,30876,18454,10830,6106,3267,1698,892,469,243,137,81,43,23,14"
eca,1840,"17168,30557,54572,101986,185919,338473,594222,983605,1436501,1904189,2416042,3229517,4581537,6766896,10070703,14500841,19936729,25537486,29863129,31336681,30529183,27746978,22864934,16871599,11488589,7410974,4712627,3027036,1928531,1189260,709803,417655,248495,147071,88077,53439,32423,19509,11497,6520,3506,1831,948,501,262,145,85,47,24,15"
eca,1841,"16703,29774,53499,100321,182939,333148,586108,974357,1431036,1904465,2417555,3225615,4571180,6751112,10059276,14480159,19917695,25584418,30014956,31542653,30743763,27917070,23053341,17047466,11662644,7590392,4873730,3155688,2016156,1239183,735257,430682,254829,150112,89529,53792,32377,19402,11411,6473,3487,1826,951,509,268,148,83,47,23,14"
eca,1842,"16585,29527,53216,99618,181088,329172,579656,966983,1428904,1911071,2431976,3245789,4602216,6802578,10138116,14528982,19894766,25582724,30135039,31790734,31075125,28292588,23363847,17253415,11754674,7600725,4858610,3131116,1989929,1218307,721812,423411,250714,147932,88498,53282,32131,19265,11324,6410,3447,1804,946,498,267,147,82,45,22,14"
eca,1843,"16523,29340,52432,98107,178321,323869,571306,956806,1423723,1914997,2443946,3261041,4624132,6833128,10183459,14578156,19929092,25610114,30159715,31809222,31075665,28378390,23560858,17532274,11998142,7785452,4988575,3229346,2067185,1275044,758970,445412,264127,156003,93178,56114,33823,20283,11941,6774,3663,1913,1006,525,288,159,87,48,24,15"
eca,1844,"16184,28745,51038,94822,172686,313513,554100,931942,1400777,1904975,2452612,3283673,4662682,6889613,10277152,14719566,20081404,25722893,30199490,31826367,30962907,28300788,23634219,17783771,12305273,8048144,5150588,3308992,2107510,1307192,788937,468488,280446,167680,101115,62099,38118,23067,13634,7756,4192,2195,1146,605,339,182,105,59,28,19"
eca,1845,"17141,30452,54457,100355,181188,325416,571409,959167,1450887,1990839,2584950,3469219,4921254,7235520,10728634,15296112,20733839,26360869,30671362,32209283,31096576,27981825,22944627,17142153,11819468,7721824,4980816,3224062,2066895,1296874,797048,481658,291256,175331,105945,65430,40451,24629,14626,8360,4551,2397,1260,667,365,210,116,62,30,20"
eca,1846,"17194,30470,54407,100154,180153,322635,566672,953084,1450521,2001031,2608001,3502274,4969421,7300454,10824616,15447512,20929119,26653991,31005761,32454398,31129441,27932548,22907121,17141218,11819725,7741240,5028970,3293947,2136922,1348294,827429,497890,299809,179603,107995,66094,40481,24517,14530,8307,4535,2387,1264,666,371,210,120,63,28,19"
eca,1847,"16971,29816,53149,97696,175173,312769,549533,926212,1418374,1964901,2565771,3444262,4896302,7204992,10683094,15224035,20650532,26320393,30761364,32451449,31352502,28309647,23424198,17727609,12337160,8170240,5320163,3483846,2258879,1419638,863778,515241,307994,182680,108753,65712,39808,24019,14274,8206,4507,2400,1275,684,381,209,117,70,26,18"
eca,1848,"16640,29273,52064,95683,171829,306878,540457,913821,1409654,1964646,2577320,3464599,4927113,7239864,10746515,15358350,20817008,26546460,31019067,32795211,31733118,28679578,23654605,17819858,12311357,8042647,5191325,3379721,2183307,1374570,842189,506212,304457,182073,109183,66719,40861,24798,14752,8463,4647,2464,1304,698,391,210,127,73,32,20"
eca,1849,"16018,28062,49872,91600,164850,294703,520851,884614,1376385,1932319,2551032,3443010,4918161,7246677,10772107,15386135,20776886,26373387,30744582,32657667,31771436,28918941,24163768,18441746,12846568,8407289,5379875,3446905,2192756,1370153,839837,506702,305737,183351,110181,67760,41837,25555,15261,8790,4848,2570,1369,732,406,223,132,76,34,20"
eca,1850,"15993,28037,49946,91784,164454,292849,516967,877686,1371485,1929240,2543446,3413109,4853271,7143077,10625819,15189463,20583823,26223682,30745960,32887476,32147085,29351397,24568571,18769183,13083027,8600677,5539025,3582382,2298515,1439808,879468,527581,316783,189092,113263,69182,42386,25782,15382,8880,4908,2621,1400,766,419,232,134,75,36,19"
eca,1851,"15775,27732,49340,90120,161643,287519,507944,863816,1358332,1919881,2536918,3397340,4822949,7096030,10545584,15089472,20473035,26084892,30592728,32918379,32560030,29981364,25206023,19226648,13383480,8745121,5587278,3577391,2273562,1418856,868642,523516,315378,189045,113429,69686,43037,26297,15712,9064,5001,2661,1417,752,415,231,134,71,38,20"
eca,1852,"14946,25633,45078,81552,146895,262089,465904,798256,1271789,1820170,2430416,3281177,4699211,6968665,10408419,14984736,20469027,26194560,30790952,33236664,32976087,30412003,25634816,19660523,13757743,9009265,5705759,3598214,2251936,1385893,838227,499766,299101,178402,106266,64701,39691,24236,14585,8541,4817,2601,1405,752,406,219,122,67,34,16"
eca,1853,"14439,24580,43109,77779,140094,249932,445477,766316,1231633,1775535,2385857,3233306,4656212,6952767,10444451,15110956,20704313,26515094,31157502,33593550,33301564,30652014,25858477,19764868,13780482,8966982,5656121,3565343,2238947,1384401,841193,503365,301797,180674,107756,65671,40333,24645,14827,8694,4897,2648,1424,762,415,225,125,69,36,17"
eca,1854,"15033,25331,44017,77537,137986,244935,436116,750750,1212433,1754025,2360202,3189208,4586088,6859691,10339350,15025479,20648585,26450524,31094609,33564086,33258556,30674334,26091949,20130478,14195457,9383486,6007964,3846510,2459847,1541363,938820,559485,332395,197990,117235,70629,42857,25974,15598,9164,5190,2810,1509,803,441,241,136,76,39,20"
eca,1855,"13503,22886,40254,72489,131247,235040,421728,730600,1189792,1731449,2337297,3155695,4533885,6784050,10232152,14924149,20623122,26593766,31506686,34286071,34161750,31445010,26562113,20284469,14117204,9207492,5812995,3658807,2294912,1419031,862102,515963,309432,185500,110918,67788,41775,25616,15460,9086,5139,2797,1506,814,448,248,138,77,41,20"
eca,1856,"13216,22457,39566,70379,126046,225613,405986,706091,1158411,1696551,2301718,3114154,4481551,6709008,10111196,14731464,20331855,26253414,31167237,33928998,33761865,31271142,26766173,20893529,14869813,9937793,6427717,4149922,2671846,1689551,1042445,629309,379169,227852,135501,83046,51636,31837,19258,11276,6304,3358,1773,945,521,293,170,98,52,28"
eca,1857,"12559,21403,37669,67448,121161,217303,392328,685403,1133415,1672153,2280805,3089237,4439490,6635172,9995057,14624422,20286887,26263106,31158805,33904098,33800833,31475364,27011648,21217439,15221122,10264470,6729038,4399546,2855227,1814119,1121824,677944,408878,245256,145679,89290,55516,34220,20695,12089,6752,3596,1899,1011,556,311,183,105,56,30"
eca,1858,"12514,21294,37166,67004,121907,218629,393790,687336,1140007,1689831,2313840,3131842,4485138,6680174,10015958,14617495,20354573,26467229,31449506,34279641,34279775,32013663,27367860,21440117,15305470,10222300,6616138,4258830,2718674,1697492,1031886,615406,366269,218675,130013,78585,47841,29103,17564,10382,5942,3261,1770,955,524,281,161,84,43,23"
eca,1859,"12446,21126,37030,66155,118482,211593,381334,667724,1114630,1663185,2288604,3102664,4447622,6638124,9972622,14573810,20356076,26540969,31627774,34460301,34393120,32017750,27478123,21563297,15466372,10443402,6862409,4497324,2925540,1862661,1154093,699111,422649,254300,151545,93101,57973,35773,21657,12659,7080,3786,2011,1072,592,331,199,107,60,32"
eca,1860,"12359,20968,36723,65286,116862,208395,375162,657618,1102253,1653610,2283544,3094212,4426412,6596864,9899550,14423584,20122377,26208357,31317055,34275378,34346766,32166236,27944527,22286093,16186074,11006233,7235573,4723032,3063309,1947001,1205584,730519,441491,266084,158715,97524,60817,37601,22812,13377,7515,4025,2135,1150,622,346,206,110,64,32"
eca,1861,"12174,20594,35928,63821,113797,202264,363704,638725,1076943,1632912,2278291,3105564,4450388,6644705,9995908,14616573,20512243,26865952,32066347,34913246,34795055,32390132,27957726,22125689,15938457,10770755,7044943,4584868,2967635,1883540,1165509,706476,428059,258276,154410,95154,59395,36719,22251,13018,7277,3892,2054,1102,606,337,198,102,63,32"
eca,1862,"12380,20892,36135,64791,116898,207039,369701,646390,1088645,1656422,2319010,3162290,4519818,6728436,10092041,14732013,20652079,27000659,32225633,35132215,35054158,32751446,28377529,22643921,16337509,10931857,6997704,4409670,2746218,1681842,1014228,605679,363067,218123,130909,80260,49615,30527,18531,10948,6266,3448,1879,1024,562,303,169,82,47,24"
eca,1863,"12188,20347,34515,59914,104771,181808,319446,561056,962623,1532730,2231226,3122091,4485854,6679246,9982800,14512610,20276117,26462083,31696427,34651229,34799157,32594838,28573385,23140760,17162424,11804161,7809815,5095954,3298866,2092963,1293429,783289,473155,285343,170430,104894,65528,40589,24633,14430,8090,4322,2287,1223,671,379,220,118,70,38"
eca,1864,"12187,20297,34408,59272,102859,177396,309715,543510,933904,1503891,2208450,3107564,4460617,6633732,9910807,14406959,20139886,26338873,31647164,34682744,34949501,32826025,28994906,23678612,17698661,12219189,8074511,5253750,3397419,2154801,1330836,804783,484643,291860,173683,106374,66305,40994,24860,14552,8154,4344,2286,1225,673,378,221,120,70,39"
eca,1865,"13587,23535,41864,76278,139851,257062,468318,813249,1286432,1806799,2347728,3076313,4327032,6405954,9645394,14172271,19989322,26342284,31855058,35038466,35337602,33215338,29293507,23851949,17802965,12250867,8075075,5252985,3402861,2163854,1339660,811801,489277,295389,175993,107746,67227,41600,25240,14780,8271,4390,2295,1221,660,375,222,124,72,40"
eca,1866,"13521,23266,41405,74450,135718,250269,458544,794306,1261652,1790636,2349855,3096988,4350725,6405789,9582455,14046435,19851735,26279699,31905292,35176067,35503185,33428280,29717007,24385482,18208120,12571792,8299245,5386029,3480809,2209108,1363298,822514,493987,296872,176291,107735,67068,41398,25036,14624,8162,4327,2263,1204,662,379,228,125,73,41"
eca,1867,"16497,26051,42109,69549,116581,198164,345685,598397,1002613,1554800,2226435,3072618,4363657,6400268,9531194,13975844,19867349,26559444,32506313,35931700,36229167,34032678,30122219,24556854,18208617,12482856,8217743,5362668,3492654,2233558,1389188,843833,509182,307223,182366,111304,69442,42950,26009,15168,8433,4431,2296,1215,668,391,235,134,81,44"
eca,1868,"27594,40323,60435,92311,143688,227618,370476,613429,987690,1524516,2191703,3036240,4288013,6273843,9371312,13801036,19693883,26460067,32388444,35670919,36023056,33977257,30315115,25017565,18954930,13218492,8798566,5755696,3752578,2399618,1489245,900538,540117,324521,191424,115956,72034,44431,26885,15692,8734,4594,2371,1256,685,398,235,139,78,46"
eca,1869,"43183,60870,87551,128822,193468,297295,469376,740071,1135334,1638753,2218455,2961280,4138483,6051214,9098860,13541467,19522248,26449300,32601869,36100582,36611442,34572947,30706513,25198203,19023793,13266755,8870390,5829616,3811447,2441295,1516632,917729,550840,331364,195858,118875,73956,45702,27686,16183,9027,4771,2466,1308,711,412,243,142,80,46"
eca,1870,"42931,60464,86771,127917,191843,294489,465235,734243,1126960,1631419,2212952,2944069,4098145,6005500,9074358,13545933,19538255,26491273,32752807,36348126,36917422,34921569,31060246,25563088,19301715,13434816,8965099,5900169,3871055,2494698,1560063,948491,569805,344085,203783,123272,76741,47496,28828,16908,9460,5003,2585,1357,739,428,249,147,85,50"
eca,1871,"50543,70258,99240,143576,210844,315952,486650,753937,1134931,1633715,2217155,2946880,4086452,5977460,9036263,13525613,19571296,26571112,32931014,36689455,37383983,35368542,31363386,25744763,19373407,13491118,9035348,5968577,3926830,2534875,1586564,965362,580725,351076,208333,126372,78788,48845,29689,17443,9794,5195,2705,1412,770,443,258,151,87,50"
eca,1872,"54898,76032,107297,153911,225296,337602,518384,797920,1189823,1686492,2237334,2917242,3997485,5817746,8789114,13156164,19017451,25746499,32021175,36239924,37650411,35978104,32381835,26835998,20342232,14223952,9552998,6298072,4129697,2654029,1655138,1003539,601764,362292,214260,129646,80720,50081,30552,18042,10195,5460,2873,1527,832,477,277,163,92,51"
eca,1873,"51398,71203,100821,145269,214236,322815,496561,773636,1179358,1729396,2308263,2955701,3980855,5734974,8661575,13043713,18900722,25600720,31977400,36532619,38370084,36710979,32951007,27193966,20588667,14394807,9667359,6351216,4152715,2666319,1666697,1014105,609262,367472,217447,131367,81853,50886,31118,18439,10460,5626,2961,1569,869,495,289,174,95,56"
eca,1874,"40194,56834,82520,123165,188979,296468,471432,756523,1184868,1777237,2371912,3000820,3994257,5701525,8577157,12879294,18569784,25082199,31304144,35915948,38118863,37049966,33678510,28087738,21563096,15263273,10320784,6753859,4396154,2808795,1749315,1061953,636744,383504,226527,136255,84505,52384,32006,18989,10809,5850,3096,1659,913,521,299,177,99,53"
eca,1875,"35635,50572,73659,110006,168691,264081,416972,666280,1071120,1673344,2365273,3077522,4093161,5759435,8522475,12701544,18232992,24580536,30792790,35790203,38544121,37921360,34702991,28975260,22210017,15699802,10583559,6886202,4450691,2824765,1746869,1054682,629480,377292,222547,133726,82624,51000,31067,18376,10467,5682,3021,1618,902,515,296,175,97,53"
eca,1876,"13323,22597,39592,70531,126191,224671,396799,675035,1117143,1756643,2435136,3116970,4124897,5780728,8537443,12722292,18248325,24618857,31021253,36356020,39462938,38823303,35280321,29241274,22189211,15530331,10392071,6750919,4360630,2767441,1712063,1033374,616177,368610,216792,129964,80178,49416,30040,17738,10064,5440,2871,1534,856,485,287,169,94,53"
eca,1877,"14032,24175,42981,80645,145640,254857,438987,715353,1136454,1749433,2425599,3134216,4196862,5867010,8567884,12654135,18069269,24372635,30864128,36584129,40188032,39686818,35977087,29631459,22328283,15528906,10357835,6759438,4384882,2790770,1732256,1049026,627276,375919,221238,132540,81659,50339,30666,18176,10385,5674,3020,1634,921,527,306,186,106,62"
eca,1878,"13274,22835,40523,76352,137045,238516,410266,673183,1071794,1671952,2369127,3117173,4205983,5882470,8535141,12547907,17864694,24112002,30785822,36966394,41017458,40651610,36807628,30158135,22632204,15655295,10381074,6732729,4348423,2760200,1712765,1037251,620234,372213,218232,129984,80030,49391,30134,17882,10196,5540,2933,1588,892,512,303,185,108,63"
eca,1879,"12921,22329,40426,76800,137976,238922,407345,659071,1025858,1574136,2231389,2976129,4100188,5808176,8462807,12520482,17972922,24440415,31492289,37994418,42053826,41557287,37430864,30346631,22565303,15433379,10102112,6498656,4171497,2636978,1629703,983216,586797,351185,205266,122451,75450,46537,28343,16744,9486,5114,2693,1452,831,471,280,174,103,56"
eca,1880,"11315,19135,33824,64094,113486,194911,324365,530437,834150,1303238,1996551,2883989,4111824,6007367,8719595,12724392,18085347,24506746,31438532,37925374,42252784,41998734,37988678,30997002,23065246,15768173,10340080,6662017,4269037,2689900,1653804,991910,588003,350359,204651,121480,74496,45776,27797,16427,9322,5039,2665,1449,829,479,294,177,103,60"
eca,1881,"13297,23194,42431,84231,153386,263129,438061,685162,1053830,1588324,2191145,2922498,4102099,5812677,8522693,12645263,18009148,24094259,30705194,37244662,42079266,42395252,38709340,31772574,23776400,16339468,10758047,6926500,4433398,2797124,1725609,1037466,615106,367066,215051,127420,78133,48076,29249,17340,9876,5364,2844,1544,874,511,316,185,110,62"
eca,1882,"10208,16914,29010,54902,97018,166863,281630,468144,771419,1264663,1988878,2853325,4027369,5890271,8633804,12711242,18045988,24152389,30665658,37150547,42196578,42917611,39430703,32477977,24391419,16859125,11145970,7182608,4593635,2895592,1786171,1072976,634467,377957,221395,130707,79999,49242,29983,17789,10136,5508,2914,1570,894,517,317,190,113,63"
eca,1883,"10282,17067,29438,56489,101623,177255,302463,509114,845740,1380383,2095863,2877256,3990864,5785158,8525217,12727127,18301322,24567695,30952238,37153708,41992752,42758676,39519234,32891868,24969262,17348471,11464122,7344453,4669752,2927953,1799707,1079136,637080,378924,221631,130590,79747,49013,29829,17707,10108,5517,2916,1578,904,529,323,194,114,63"
eca,1884,"11575,19580,34374,66257,119529,208304,354812,584172,931587,1498038,2193860,2935382,3996406,5744627,8539907,12769042,18310007,24489544,30894685,37194654,42221948,43164214,40026659,33391327,25377162,17619461,11606801,7396649,4678612,2920743,1789139,1070480,631115,374962,219024,129091,78803,48401,29435,17473,9970,5431,2885,1560,898,526,316,191,114,62"
eca,1885,"10871,18039,30782,57352,99545,168166,280788,461266,731933,1156098,1825783,2717459,3961385,5855917,8772741,13079056,18665660,24960480,31379023,37664904,42700530,43678726,40510846,33716907,25535471,17685929,11632671,7384377,4658548,2905568,1779944,1067222,631564,376414,220405,130397,79689,48892,29718,17628,10088,5538,2984,1633,952,551,340,208,120,66"
eca,1886,"11543,19173,31757,57180,96834,160463,262969,426002,678468,1060630,1682087,2609312,3985577,6065195,9161498,13633099,19248801,25469273,31548403,37329985,42139741,43410327,40716562,34130753,25983735,18054473,11896707,7557087,4770909,2985884,1836968,1105229,655216,390819,228834,134987,82095,50070,30286,17949,10294,5689,3103,1738,1016,596,360,220,127,71"
eca,1887,"9985,17335,28890,51502,88120,148539,247955,406756,641116,992905,1556493,2326624,3455125,5266402,8059736,12212702,17815871,24173337,30765266,37340527,42813295,44811773,42249683,35851287,27589789,19410436,12876452,8207995,5180478,3243609,2000630,1205636,714449,425461,249055,146100,88440,53873,32597,19387,11177,6234,3411,1910,1115,656,391,242,148,84"
eca,1888,"11057,18677,30397,51892,87004,145048,239964,390806,616450,950946,1490129,2264651,3447613,5345637,8213014,12441750,18048047,24348213,30742509,37125068,42632549,44923185,42606629,36460082,28152276,19902597,13235355,8416066,5275607,3285726,2018354,1212419,716614,425734,249448,146056,88156,53625,32470,19376,11259,6363,3529,1999,1178,689,418,255,154,93"
eca,1889,"11904,19487,31482,53991,90464,150569,248652,404521,640339,993525,1559410,2392187,3704307,5777791,8843373,13287237,18942761,25114007,31088191,36868721,41973883,44182249,42050831,36232547,28163933,20055661,13445983,8620521,5426623,3403466,2107356,1274938,756942,450207,265222,155229,93565,57051,34590,20658,11995,6759,3734,2091,1221,713,437,268,164,100"
eca,1890,"11918,19352,31096,52601,87781,146089,241144,391888,620787,964887,1517163,2349484,3692514,5804362,8884252,13302676,18902367,25044243,31021239,36838981,42040125,44517648,42620811,36920170,28753610,20541622,13784121,8810202,5524993,3453725,2134017,1291011,767223,457077,269841,158299,95474,58193,35292,21086,12290,6953,3860,2182,1278,757,460,281,172,106"
eca,1891,"11578,18337,29270,50132,84564,141098,232758,378348,606604,957087,1529535,2450988,3982612,6323661,9649080,14265584,19878157,25865407,31320158,36538240,41478048,44166788,42654183,37060381,28882346,20536168,13688648,8684359,5420647,3378968,2084456,1259374,747489,445836,263509,154683,93200,56710,34362,20491,11914,6738,3733,2123,1246,749,447,277,170,104"
eca,1892,"10187,16314,26112,45252,76708,127880,211683,346175,559616,889324,1401500,2216058,3578373,5782072,8985881,13526787,19234712,25451484,31311710,36939425,42314146,45432946,44069817,38392560,29804279,21138130,14059130,8840961,5468271,3376043,2064092,1239969,733951,437986,258579,152105,91591,55555,33637,20089,11734,6672,3747,2145,1267,761,457,282,171,105"
