unicef_region,time,income_mountain_50bracket_shape_for_log
na,1861,"0,0,0,2670,6433,10060,14366,20268,29173,43306,65876,100626,151094,219086,307365,427922,616922,961664,1590115,2538422,3778018,4765082,5039685,4521622,3588246,2657627,1855232,1206019,747047,426700,230023,120666,62828,32070,16084,8051,4108,2145,1156,647,371,217,128,69,38,20,10,5,0,0"
na,1862,"0,0,0,1969,5186,8200,11754,16601,23919,35656,54688,84648,129498,191808,274547,388944,568377,898692,1517056,2475975,3757003,4859968,5220677,4765937,3819948,2831645,1996181,1304138,814226,469441,254672,134562,70398,36072,18032,8982,4541,2356,1260,696,395,229,134,71,38,19,10,3,0,0"
na,1863,"0,0,0,551,1854,3133,4748,7147,11076,17787,29331,48777,80197,127874,196020,294082,451778,748283,1320707,2271304,3576898,4904339,5506709,5228403,4244863,3132072,2200140,1442240,903330,529477,293412,159357,85757,45364,23317,11885,6078,3172,1686,919,511,283,159,81,43,22,10,5,0,0"
na,1864,"0,0,0,360,1403,2357,3389,4714,6616,9616,14767,24349,42601,76000,131162,217041,365987,655938,1210379,2170199,3505978,4943104,5689726,5523220,4548281,3376289,2378824,1569600,987859,586953,332675,186002,103396,56704,30370,16166,8657,4720,2624,1489,859,494,284,155,81,43,23,10,6,0"
na,1865,"0,0,0,1533,4965,8121,11760,16659,24034,35862,55178,86130,133790,202453,295425,421263,609765,941234,1548336,2510323,3809947,5089826,5614120,5248744,4233805,3126724,2199849,1436388,895287,520916,285932,153071,81029,42224,21419,10803,5472,2832,1501,815,456,259,150,78,42,23,10,6,0,0"
na,1866,"0,0,0,1671,5175,8404,12152,17215,24851,37111,57125,89137,138363,209238,305294,435551,632096,979173,1613215,2604790,3926889,5178976,5663668,5282513,4288861,3201101,2282383,1501381,938951,545157,298050,158681,83334,42920,21479,10679,5354,2749,1453,791,444,254,147,77,40,22,10,6,0,0"
na,1867,"0,0,0,560,1895,3178,4741,6987,10565,16570,26825,44164,72621,117023,182615,279329,438814,747877,1358838,2398837,3851825,5370589,6093641,5826616,4752157,3515823,2475530,1625739,1018345,596957,330531,178736,95586,50333,25793,13118,6700,3493,1863,1018,567,317,178,92,46,24,11,6,0,0"
na,1868,"0,0,0,483,1735,2907,4270,6140,9011,13727,21762,35673,59462,98492,158933,251412,408239,714314,1325201,2392391,3877072,5452718,6239884,6017247,4938386,3667759,2592364,1711131,1075201,636511,359741,200012,110157,59754,31618,16608,8760,4702,2569,1429,807,455,258,134,70,34,16,10,1,0"
na,1869,"0,0,0,53,210,420,767,1407,2611,4891,9395,18884,39139,79682,149290,253724,427782,758341,1348890,2375165,3823805,5422823,6307111,6191516,5158291,3859550,2731710,1809261,1144366,685424,392463,220914,123350,68066,36823,19847,10784,5979,3387,1956,1146,672,392,219,118,63,33,17,10,5"
na,1870,"0,0,0,518,1832,3059,4494,6461,9484,14446,22889,37478,62413,103362,166887,263874,427939,747747,1386378,2503925,4059726,5706351,6527661,6290079,5164574,3839592,2717023,1794285,1126994,666813,377084,209576,115221,62399,33000,17328,9142,4905,2680,1492,842,476,267,142,72,37,17,10,2,0"
na,1871,"0,0,0,400,1634,2749,3975,5518,7741,11218,17119,27964,48599,86673,150100,247189,411201,727823,1335019,2417194,3967235,5682672,6631616,6516577,5438331,4080697,2901556,1925051,1216416,725735,413454,231044,127667,69636,37204,19772,10571,5761,3202,1812,1042,600,342,191,98,52,25,13,9,0"
na,1872,"88,55,26,59,218,436,802,1504,2844,5335,10080,19880,40859,83212,156540,266556,447644,791028,1402479,2471408,3998931,5744641,6785504,6713653,5609762,4195522,2955093,1949628,1225117,730069,416656,233883,130511,72087,39088,21160,11549,6426,3650,2111,1238,726,425,238,130,68,36,19,10,6"
na,1873,"188,120,57,45,120,229,435,833,1642,3125,5962,12609,29828,70009,144523,256036,438003,778269,1349099,2369494,3888255,5685824,6882025,6953947,5909990,4469962,3146167,2083524,1306928,780338,450693,257320,146160,82203,45460,25088,13958,7892,4546,2668,1587,942,552,321,175,96,51,27,14,10"
na,1874,"275,175,80,80,229,445,842,1635,3205,6056,11103,21048,42434,86286,162574,276435,463331,816291,1447370,2556536,4147915,5946123,7023107,6975482,5886154,4457711,3176113,2101689,1314599,776768,440827,246284,136644,74876,40300,21729,11835,6575,3727,2156,1264,742,429,244,130,71,38,20,10,6"
na,1875,"392,249,119,82,216,420,788,1545,3088,5901,10873,20944,43838,92958,179506,305417,505714,870228,1470955,2528801,4084582,5908574,7106244,7179705,6125069,4657770,3294242,2180758,1359473,804467,459950,260607,147731,82858,45559,25079,13962,7908,4564,2684,1596,952,560,322,176,97,52,27,14,10"
na,1876,"495,312,148,96,230,452,856,1717,3467,6579,11927,22638,46841,98457,188355,319439,531921,920631,1565512,2675868,4275536,6118539,7277702,7302420,6203237,4702758,3317111,2178417,1349430,791914,447759,251140,141579,79056,43245,23761,13207,7473,4308,2533,1505,898,529,302,167,92,49,26,14,10"
na,1877,"617,390,188,105,225,440,830,1691,3485,6682,12000,22321,45766,96472,185773,315524,522189,899666,1524174,2617806,4229928,6138179,7402750,7521005,6455882,4939952,3502207,2309219,1430406,837362,471603,263294,147883,82313,44848,24553,13624,7696,4437,2606,1551,924,544,313,175,96,52,27,15,10"
na,1878,"756,485,239,101,128,237,464,1029,2296,4478,7904,14877,33349,78375,163266,289611,491528,869633,1483376,2560943,4177670,6140544,7542038,7765897,6745943,5194235,3692869,2443642,1518863,893646,506152,284983,161939,91039,49854,27381,15239,8622,4972,2916,1729,1025,603,345,190,105,57,31,17,10"
na,1879,"981,677,369,666,1988,3171,4367,5789,7793,10598,14148,19422,32847,69438,147913,268649,444559,785946,1305613,2178251,3621562,5538054,7321478,8012177,7385338,5896821,4233510,2833330,1796185,1074821,619579,355184,206855,121439,69930,40130,23282,13637,8099,4867,2953,1794,1079,635,362,200,109,59,31,17"
na,1880,"1229,900,534,2243,12784,22309,31224,40508,51028,63621,78695,96416,119066,153495,211854,301841,432780,661487,1065907,1797219,3019642,4789283,6762575,7990407,7846461,6621660,5003014,3412814,2195746,1304679,728163,397491,220402,125655,70742,38987,21600,12053,6873,4027,2416,1464,891,539,315,180,99,54,28,14"
na,1881,"1408,1037,622,2345,14200,25005,35081,45535,57347,71536,88530,108286,132908,169459,230682,324016,456386,679947,1071700,1773627,2962504,4713225,6708649,8040688,8028637,6899024,5302852,3639813,2337960,1379100,763849,412186,224360,125970,70231,38296,21008,11621,6593,3860,2317,1411,860,526,309,177,101,55,29,15"
na,1882,"1633,1230,761,1417,12876,23976,34204,44711,56487,70672,87794,107703,131530,164312,215792,293049,405079,592962,934738,1575681,2707343,4460320,6574757,8103870,8384388,7408241,5832484,4050999,2612349,1550461,854999,452867,239287,130549,71407,38171,20490,11064,6097,3468,2035,1224,744,456,270,157,90,49,25,13"
na,1883,"1822,1373,850,1466,13033,24259,34609,45258,57225,71708,89205,109461,133529,166621,218835,297360,411289,602555,950846,1603956,2756007,4542099,6696216,8261173,8567050,7594202,5997658,4176679,2694454,1596304,877273,462773,243773,132900,72572,38674,20733,11198,6170,3512,2061,1235,752,463,273,158,91,49,25,13"
na,1884,"2013,1511,930,1654,13433,24762,35223,46002,58178,73014,90998,111629,135813,169140,222303,302428,417933,611344,962504,1623932,2798935,4618809,6819396,8426081,8755491,7790685,6175658,4311368,2781738,1642044,898842,472955,248245,134759,73192,38831,20784,11219,6185,3522,2069,1240,756,464,275,158,91,49,25,13"
na,1885,"2194,1631,994,2126,14249,25638,36220,47192,59694,74975,93412,114421,139386,175156,234467,325120,455244,673891,1066582,1787794,3038455,4932186,7139245,8696454,8888232,7793732,6111080,4237003,2718917,1586936,861606,451907,238913,131772,72322,38694,20997,11551,6517,3794,2269,1383,849,522,308,178,102,55,29,15"
na,1886,"2417,1809,1108,1982,14110,25656,36366,47459,60112,75651,94448,115815,140925,176659,236031,327066,457669,676656,1071497,1791240,3041022,4948506,7178746,8771949,9056514,8042233,6376277,4457004,2871614,1682417,913699,477535,250884,137614,75242,40097,21716,11930,6717,3902,2330,1419,870,535,315,185,104,55,29,15"
na,1887,"2683,2034,1268,1488,13329,25077,35922,47093,59780,75406,94427,116043,140775,174447,228756,311446,430982,630050,993023,1672105,2877863,4757916,7050371,8820487,9341244,8485713,6831576,4840153,3133608,1851188,1007247,523910,272084,147332,79753,41864,22277,12013,6613,3760,2205,1322,804,492,291,168,96,52,27,14"
na,1888,"2862,2135,1303,2219,14626,26401,37345,48700,61758,77994,97745,119849,145176,181321,242459,336541,470514,694299,1096549,1833046,3123680,5093831,7418038,9112147,9468888,8483401,6778555,4766151,3072357,1791350,966357,502081,261945,142776,77428,40934,22106,12140,6835,3973,2374,1444,884,544,323,186,104,57,30,15"
na,1889,"3192,2437,1537,1437,14474,27729,39931,52464,66645,84167,105598,129851,156693,191251,244440,323816,438535,625717,966492,1618233,2787400,4653644,7048377,9013856,9754633,9062603,7441620,5363952,3494115,2067063,1120636,578113,295071,156089,82297,41682,21270,10972,5756,3137,1784,1051,639,396,241,145,86,49,26,13"
na,1890,"3428,2607,1637,1644,14933,28271,40576,53234,67623,85517,107489,132183,159205,194244,249183,331585,450256,644203,995044,1667355,2881288,4804014,7224969,9200733,9920543,9198324,7563977,5459792,3565025,2105313,1140269,590986,304789,163481,87433,45103,23612,12561,6819,3826,2220,1318,797,487,292,167,96,52,27,14"
na,1891,"3741,2879,1840,1403,15509,30323,43917,57820,73478,92844,116690,143794,173539,211472,269733,355773,476091,664964,1000037,1626744,2756383,4588675,7015131,9107598,10055482,9553450,7991544,5869414,3853058,2286591,1233916,629435,315677,163973,85170,42251,21087,10672,5497,2957,1670,984,600,373,233,141,86,49,27,14"
na,1892,"4187,3355,2267,1201,9954,24476,36974,49514,63360,80404,101719,126447,152865,183369,226118,288572,379537,526479,794433,1332814,2369775,4093422,6495040,8904834,10262758,10153286,8724822,6663373,4476980,2739796,1512929,776940,387044,197679,102241,49963,24117,11985,6080,3238,1808,1054,638,395,245,148,87,49,25,12"
na,1893,"4289,3312,2118,1456,15577,30593,44380,58499,74473,94390,118985,146704,176456,213657,270979,356695,478125,670209,1014188,1659990,2826372,4717078,7225998,9400523,10429340,9975381,8393504,6197669,4075522,2414347,1296456,656305,326765,169414,87861,43256,21480,10853,5584,3001,1692,995,607,380,236,144,87,50,28,14"
na,1894,"4416,3314,2037,2345,14995,27328,38815,50761,64745,82712,104940,129149,154937,190703,252341,346968,480640,702334,1103443,1860124,3212124,5335294,7958087,10032294,10741243,9917253,8129269,5823822,3771674,2186684,1159089,587978,298853,159725,84577,43261,22839,12321,6794,3867,2272,1365,829,505,304,175,98,54,28,14"
na,1895,"5008,3965,2633,1397,12578,28598,42626,56811,72648,92361,117019,145187,174763,209454,260614,337390,446857,615337,918134,1501659,2586224,4378817,6891309,9383239,10796489,10692145,9210671,7005742,4672433,2814085,1524995,770121,377927,191707,98162,47177,22626,11199,5644,2984,1665,974,593,370,231,139,82,48,25,13"
na,1896,"5192,4024,2592,1556,15459,30798,44844,59241,75632,96305,122020,150784,180903,218024,276134,364177,488908,685635,1039880,1705392,2905784,4849327,7457784,9786234,10986543,10645144,9059378,6761160,4469605,2649253,1416129,710657,350396,180732,93281,45310,22259,11205,5739,3067,1719,1007,614,386,238,146,88,52,28,15"
na,1897,"5746,4632,3153,1691,9735,24743,37649,50574,64936,83000,106107,132814,160105,190425,234314,300722,396406,548346,823490,1374649,2446785,4250710,6813771,9477102,11139708,11264699,9891149,7691563,5222916,3194243,1748960,887204,435690,220040,113212,54456,25866,12825,6512,3466,1932,1126,682,421,260,156,91,52,27,13"
na,1898,"6094,4919,3356,1802,9651,24754,37737,50730,65167,83415,106890,134031,161429,191433,235119,301949,398161,550179,825097,1375977,2451152,4264128,6854078,9582326,11322222,11510183,10158589,7932218,5400082,3303664,1806156,913872,447312,225106,115569,55359,26172,12954,6565,3487,1944,1132,681,423,262,158,93,52,27,13"
na,1899,"6653,5562,3980,2287,5118,16888,27293,37430,48528,62639,81656,104685,128051,152231,187054,244121,329396,467994,717599,1193363,2129947,3748223,6177333,9019208,11176859,11888007,10945340,8889465,6257824,3946381,2231676,1157857,571771,283049,145075,70382,32994,16282,8236,4306,2337,1316,767,464,276,167,97,55,29,14"
na,1900,"7053,5928,4269,2476,4031,12622,20393,28018,36490,47740,63655,83245,102411,121083,149355,199658,277239,405784,643329,1104896,2034290,3678232,6180462,9183428,11534220,12327159,11366450,9233063,6502968,4099952,2316699,1200057,591730,291879,149211,72140,33624,16645,8500,4481,2442,1377,800,478,287,170,101,57,31,15"
na,1901,"7652,6707,5094,3189,2319,8598,15134,21441,28241,37093,50195,67560,85505,101543,122854,163512,230417,340099,542335,930720,1708157,3119814,5380600,8351697,11116073,12527440,12136047,10281401,7581194,4935052,2882456,1532403,765737,374588,190395,94254,43813,21363,10935,5709,3068,1690,953,551,322,185,104,58,31,15"
na,1902,"8045,7019,5301,3291,2534,8910,15458,21804,28673,37716,51270,69300,87647,103377,124538,166857,237962,353580,562928,961932,1760608,3209584,5514048,8530463,11359861,12799006,12387992,10490054,7711563,5004150,2907467,1537042,765556,374500,190391,93726,43383,21174,10846,5672,3054,1683,953,548,320,183,102,57,29,15"
na,1903,"8530,7545,5794,3685,2272,6873,12035,17117,22642,30102,41867,58155,74872,88303,105493,142571,207792,314370,508236,880650,1636411,3039110,5321795,8424174,11463322,13119713,12840515,10987394,8199005,5364976,3139925,1670634,836048,408082,206254,102055,47141,22919,11817,6191,3322,1820,1022,584,338,191,108,59,31,16"
na,1904,"8910,7762,5853,3626,2742,9106,15685,22098,29086,38454,52724,71713,90688,106401,127702,171531,245288,364794,581341,995234,1823721,3324713,5709798,8833774,11770900,13307988,12942648,11005028,8111355,5262522,3045225,1599617,790670,384077,194713,95344,43718,21260,10889,5700,3066,1692,958,551,323,185,104,57,29,15"
na,1905,"9470,8454,6567,4242,2369,5245,8896,12651,16816,22824,33217,48556,64449,75763,88773,121950,188115,302524,509125,900746,1712889,3181762,5465664,8520403,11664653,13530720,13431054,11627274,8787333,5796479,3406363,1810239,901205,436344,218904,108259,49487,23790,12303,6472,3480,1905,1062,599,341,193,104,55,29,14"
na,1906,"10045,9344,7616,5264,2890,3050,5238,7627,10353,14370,22167,35542,51506,63415,72659,97309,161249,289137,517713,921199,1801132,3347576,5426599,7951036,10918924,13100794,13453581,12111917,9596292,6629330,4033942,2194119,1110247,541873,269276,137140,64268,30297,15670,8272,4423,2396,1321,739,413,233,122,67,36,17"
na,1907,"10540,9791,7968,5495,3009,3136,5297,7690,10436,14534,22593,36453,52889,64834,73763,98635,163958,294227,526401,936854,1832998,3402201,5516156,8086632,11116967,13356813,13748946,12403968,9839273,6795431,4127167,2237320,1127435,548050,271831,138192,64431,30270,15646,8259,4418,2394,1322,739,413,233,122,67,36,17"
na,1908,"10912,9666,7441,4746,2758,7112,12276,17454,23132,31074,44230,62922,81669,94686,109934,147923,218790,333707,539544,932402,1730846,3221816,5658693,8986235,12388569,14429119,14391989,12519634,9453976,6214003,3619038,1900820,935676,449835,225792,110793,49990,23931,12319,6455,3463,1897,1065,609,352,204,111,63,33,16"
na,1909,"11557,10663,8608,5871,3164,3393,5498,7911,10707,15020,23678,38417,55276,66587,74838,100379,164304,284391,500200,892694,1721392,3220359,5425783,8308716,11664373,14109939,14622539,13185116,10423874,7133468,4302548,2317242,1157525,556804,274172,137485,62853,29295,15138,8003,4294,2331,1289,721,405,226,120,64,33,17"
na,1910,"12059,11041,8835,5955,3153,3613,5691,8124,10951,15395,24420,39637,56584,67068,74148,99394,162115,275977,481351,862761,1651366,3104572,5374542,8431550,11947569,14521430,15085584,13590142,10704353,7269489,4350066,2327719,1156947,554802,273361,136019,61548,28697,14809,7804,4174,2261,1246,697,393,219,118,63,33,16"
na,1911,"12587,11577,9317,6324,3388,3561,5594,8002,10807,15204,24244,39803,57505,68563,75082,99263,163277,282912,496760,887374,1701633,3182821,5442140,8443489,11960353,14626449,15303254,13881091,11011508,7523694,4517632,2417786,1198561,573121,281836,140824,63767,29541,15229,8037,4309,2337,1289,725,408,224,123,63,33,16"
na,1912,"13126,12209,9948,6875,3775,3425,5392,7761,10549,14842,23766,39711,58820,71633,78249,101255,169491,306544,547886,971632,1888788,3511593,5737135,8469147,11764789,14451638,15220108,13992821,11263697,7829084,4743672,2544168,1259724,601811,295779,149993,68729,31586,16230,8565,4583,2483,1373,768,431,239,130,67,36,17"
na,1913,"13654,12774,10478,7306,4061,3394,5289,7624,10388,14607,23461,39632,59486,73149,79676,101619,169954,310120,557133,986838,1918260,3580196,5818189,8530206,11795366,14512659,15349325,14211866,11539939,8087205,4924876,2645232,1307634,622793,304542,154838,71095,32425,16626,8779,4696,2544,1404,787,441,244,135,68,36,18"
na,1914,"14036,12512,9703,6258,3392,5668,9110,12877,17191,23959,36810,56540,76285,86994,96214,130429,205299,331984,557407,985027,1872240,3490230,6036229,9444923,13163898,15718670,16095359,14304101,11004360,7296269,4238779,2197389,1059280,498170,246925,120090,52440,24483,12611,6636,3570,1953,1090,620,351,197,106,55,29,14"
na,1915,"14592,13057,10167,6597,3529,5632,9016,12775,17090,23850,36823,57083,77836,89318,98201,132258,210329,345034,581072,1022256,1940330,3566062,6080932,9427300,13142425,15816076,16330408,14606631,11315324,7526883,4374447,2264573,1088368,509830,251956,122518,53071,24466,12546,6586,3537,1936,1077,609,343,192,107,55,29,14"
na,1916,"15293,14376,11862,8334,4682,3521,5206,7457,10174,14369,23445,40500,61837,76343,81589,101044,168000,306803,550623,974621,1885749,3546796,5813441,8598885,11974876,14982516,16124909,15165065,12484084,8837578,5408302,2901708,1423893,670801,324297,164476,74976,33528,17059,9000,4807,2604,1437,804,452,250,140,71,38,19"
na,1917,"15837,14591,11762,8006,4305,3837,5568,7890,10710,15373,25558,43731,64760,77121,81281,103598,171604,300918,528167,940271,1800706,3366473,5724719,8836345,12549787,15715666,16856778,15614513,12594735,8679836,5194909,2741773,1329656,621822,302865,151189,67099,30333,15563,8219,4407,2398,1327,743,420,231,127,64,33,16"
na,1918,"16439,15617,13040,9316,5353,2998,2917,3793,5217,8025,15643,31594,52363,66144,68982,84137,147891,287010,533675,956249,1875321,3605998,5892217,8640468,12014568,15164691,16536773,15780450,13163014,9445563,5836629,3144697,1537353,715281,338598,170872,77489,33597,16848,8840,4659,2481,1342,741,408,223,121,60,31,16"
na,1919,"17031,16166,13486,9618,5514,3057,2911,3758,5174,8105,16147,32695,53649,66996,69953,86591,151947,291417,538825,967026,1906079,3666601,5991813,8810663,12269135,15383883,16743408,15992459,13335737,9576103,5915268,3180718,1550437,717164,337221,169438,76157,32704,16374,8590,4530,2408,1302,716,394,216,114,59,31,16"
na,1920,"17637,16532,13591,9508,5301,3791,5219,7374,10080,14663,25090,44378,67227,81168,86002,108744,181555,325246,576370,1020468,1986261,3730442,6121429,9116995,12750603,15841936,17090810,16168320,13329964,9439227,5751830,3055735,1478755,682987,325222,163561,72615,31601,16011,8451,4514,2444,1347,753,424,235,125,67,36,17"
na,1921,"18213,16704,13397,9053,4811,4065,5555,7777,10647,16047,28146,48525,69799,80578,85863,114097,186776,315451,545144,980944,1894845,3546622,6091400,9590775,13544902,16680849,17827843,16524838,13303485,9151625,5447846,2847730,1362099,622774,298438,146715,62781,27586,14101,7435,3980,2160,1191,665,373,205,111,60,31,16"
na,1922,"18887,17592,14360,9943,5463,3951,5274,7382,10084,14907,26135,46609,69964,82772,85981,108962,182885,325417,573666,1019908,1990141,3731199,6179026,9314013,13133430,16409675,17791437,16843321,13839219,9737254,5887504,3101099,1487302,680661,323554,161606,70391,30345,15364,8101,4329,2345,1293,723,405,227,120,64,33,17"
na,1923,"19474,18949,16261,12032,7386,3959,2103,1781,2207,3892,10348,25966,48115,64667,69283,83557,146947,287149,539755,978821,1870103,3667846,6025035,8861111,12181066,15497967,17343334,17179499,14813996,11058079,7042426,3851641,1879956,856662,389445,194986,89488,36750,17834,9491,5057,2710,1471,809,446,245,128,67,36,17"
na,1924,"20127,19629,16883,12528,7712,4120,2144,1773,2188,3879,10425,26397,49247,66512,71181,84783,147961,289962,547228,992969,1893388,3727756,6108710,8941940,12215777,15535702,17477639,17447140,15145720,11368273,7269189,3984063,1944018,883563,399720,199628,91604,37306,17982,9571,5106,2738,1488,818,452,248,130,67,36,17"
na,1925,"20803,20305,17483,12992,8007,4263,2195,1796,2207,3820,10281,26542,50390,68591,72425,83952,146577,289559,546789,988614,1874188,3688974,6064910,8887090,12184134,15682923,17798693,17858542,15575144,11710080,7490712,4102479,1996678,905490,409158,204434,93830,38016,18236,9699,5173,2779,1508,831,459,251,135,67,36,17"
na,1926,"21362,21239,18669,14235,9112,5501,3484,3236,3921,5580,11499,27114,52092,74548,83247,96234,159261,306058,568851,1018535,1878333,3695510,6088087,8844070,11857963,15226725,17512049,17935134,16059930,12426090,8171789,4568164,2247435,1020871,455175,225307,106761,43184,20037,10551,5533,2890,1515,801,422,219,112,51,25,12"
na,1927,"22106,21889,19149,14518,9244,5536,3497,3271,3980,5688,11798,27957,53790,76664,84366,96023,159319,306175,565318,1011414,1867896,3656462,6037155,8831325,11918372,15491886,17940351,18411996,16471629,12687041,8292515,4606307,2252630,1019106,455085,226055,106409,42909,20033,10597,5615,2984,1607,879,483,263,141,71,36,18"
na,1928,"22859,22563,19675,14854,9365,5282,2974,2559,3105,4699,10823,27232,53402,75979,81688,89594,148408,289414,539110,968959,1797694,3531509,5884691,8728892,11938465,15723337,18391763,18970838,16983650,13058602,8503036,4707675,2297512,1038292,464788,231172,108227,43673,20503,10835,5724,3038,1631,891,489,267,142,75,36,18"
na,1929,"23384,23488,20902,16173,10485,6224,3699,3177,3776,5261,10719,26148,52594,78041,87264,94654,149351,287731,535744,959238,1750448,3454185,5815358,8605784,11643251,15322694,18162971,19082375,17483850,13793046,9218320,5211011,2569842,1161013,510593,249031,119138,47424,21187,11089,5819,3042,1593,844,446,234,118,56,25,12"
na,1930,"24429,23424,19765,14308,8546,4898,4145,4990,6628,9911,19489,40839,69993,89925,91681,105302,179013,333922,595675,1048873,1990657,3799931,6242887,9250718,12948981,17030749,19556211,19600741,17013189,12547181,7825633,4167419,1969418,870894,391139,194477,84559,32832,15717,8256,4372,2342,1278,707,392,214,116,57,29,15"
na,1931,"25095,23293,18936,13042,7113,4508,5105,6914,9482,14752,28326,53774,82130,94614,91910,112484,191036,335339,580822,1029975,1999465,3767920,6382315,9852547,14248170,18340330,20508841,19870479,16553876,11685364,7010835,3624072,1689751,748589,348944,171987,71196,28975,14471,7597,4044,2183,1199,669,374,209,111,59,31,15"
na,1932,"24954,21404,15820,9528,5984,11240,17645,24493,32813,47211,73748,109673,137915,146035,158361,217163,325343,488284,778176,1345568,2511783,4604418,7861546,12132608,16852000,20334830,21115981,18862827,14218461,9101346,4971358,2384389,1057163,468507,230310,102001,38565,17228,8713,4571,2482,1392,802,474,281,167,93,52,27,14"
na,1933,"25179,21173,15259,8864,6383,11947,18265,25080,33838,49852,78631,114890,139726,145099,161932,228160,338677,505154,812455,1425167,2670833,4921629,8402908,12929062,17618507,20851226,21203777,18534119,13635970,8530273,4556763,2149633,945155,422465,207950,88751,33439,15346,7799,4115,2245,1266,738,440,265,155,90,51,27,13"
na,1934,"26394,23002,17352,10758,5918,8844,13579,18952,25558,37637,61627,96080,124368,131025,136552,185674,284476,431943,694385,1209310,2256850,4197734,7336070,11607686,16494823,20379141,21689039,19797327,15272722,9966000,5538013,2689211,1197573,524697,255455,115626,43444,18865,9549,4997,2692,1488,840,487,281,165,90,49,25,13"
na,1935,"27522,25254,20261,13700,7281,4623,4962,6640,9154,14945,30281,58154,87185,96855,91317,113950,193812,329055,559449,996964,1917614,3624953,6335187,10110694,14835357,19207078,21587433,20849383,17227700,11985460,7073350,3593943,1643889,713500,330551,159029,62245,24587,12283,6474,3467,1883,1038,582,325,185,96,52,27,13"
na,1936,"28204,26906,22572,16215,9558,5181,3906,4486,5957,9562,20868,45422,76712,94563,92275,105675,181252,330849,579684,1022198,1957124,3735157,6233748,9453742,13552095,17840127,20677708,20930574,18219954,13427761,8328778,4385089,2038964,881502,388458,191005,79451,28884,13534,7081,3741,1997,1085,599,332,184,94,50,25,13"
na,1937,"28675,28145,24386,18259,11289,5717,2458,1575,1836,3535,11332,31900,62541,84704,83799,85729,143577,280116,515287,920954,1732803,3430596,5801785,8816522,12517500,16813093,20140860,21225597,19230216,14813064,9581259,5227126,2489784,1087339,469248,229971,102541,37420,16719,8789,4649,2465,1326,724,399,215,116,58,29,15"
na,1938,"29489,28081,23510,16846,9801,4960,3338,3677,4951,8345,19607,44663,77027,94936,89348,97392,168777,314031,553916,976982,1877987,3603532,6074121,9289079,13435128,18043860,21200239,21581141,18862982,13882050,8581169,4497975,2077897,892539,392197,192177,79002,28318,13225,6919,3656,1952,1059,584,321,178,96,47,25,12"
na,1939,"30039,29348,25295,18815,11536,5751,2424,1543,1824,3624,11877,33557,65670,88312,85769,86170,145335,283717,517951,923091,1739802,3427293,5796706,8824261,12557136,17086748,20631571,21790826,19739195,15132311,9717357,5255389,2479392,1072903,461319,226034,99193,35514,15846,8328,4405,2336,1258,686,377,205,112,53,27,14"
na,1940,"30413,30602,27288,21165,13726,7662,3878,2762,3158,4641,10924,29528,61827,92021,98607,96532,144135,275389,500633,881932,1598059,3137516,5393139,8253713,11569011,15883558,19845951,21821132,20640394,16613485,11185853,6296037,3047763,1331199,560640,266406,124220,45050,18402,9466,4913,2525,1291,664,338,169,81,35,13,6"
na,1941,"30053,31737,29901,24730,17445,10499,5788,3728,3855,4978,8742,21752,50157,86051,106148,104717,128104,230975,426227,749153,1321311,2499448,4532869,7133935,10148053,13913707,18309082,21388602,21720590,18875305,13762259,8359469,4285146,1935201,813278,357628,176066,70206,25077,11983,6197,3139,1563,775,384,183,83,38,11,1"
na,1942,"29523,32396,31765,27493,20562,13015,7577,4630,4346,5384,8041,17443,41568,78850,109575,115816,127629,213139,402833,708372,1224728,2215863,4064078,6428361,9264893,12483540,16828043,20624642,22194910,20391358,15834044,10211701,5490818,2548592,1071974,445720,215722,93510,31215,13136,6708,3364,1647,804,390,189,88,38,17,0"
na,1943,"28919,32847,33222,29808,23293,15344,9068,5175,4190,4954,6924,13928,34234,70270,106204,118446,121826,182862,347707,626945,1084083,1927830,3623922,5934464,8722496,11758473,15820766,19909533,22288144,21386494,17461039,11867140,6694259,3210438,1370749,557842,259041,120436,41244,15356,7676,3881,1909,927,451,217,103,45,20,2"
na,1944,"28451,33231,34385,31672,25524,17466,10629,6175,4704,5370,7171,12946,30732,65584,105209,124090,126422,173790,322793,586535,1016204,1787937,3338634,5611159,8314000,11221022,14997960,19241963,22205127,22113491,18755349,13264709,7775927,3839362,1667452,675642,300225,144477,51845,17593,8447,4287,2112,1019,495,240,114,50,22,4"
na,1945,"29970,34472,35233,31994,25363,16968,9990,5485,4087,4691,6499,13077,32949,69716,108083,122215,122865,176732,334894,608232,1054137,1867378,3506127,5815475,8594156,11652655,15729221,20030817,22835508,22362080,18605730,12886471,7394902,3585646,1536229,618960,280538,132300,45300,15687,7669,3882,1910,925,448,217,104,45,20,3"
na,1946,"33014,36178,35428,30615,22851,14349,8018,4519,3974,4876,7549,17725,44112,84414,115932,118532,125455,209041,395275,690348,1191057,2161220,3978504,6380077,9362762,12878014,17688277,22015155,23934143,22126812,17203549,11078743,5930980,2730101,1133794,464430,222981,94391,29547,11885,6032,3020,1476,717,348,169,80,32,14,0"
na,1947,"34547,37303,35986,30578,22337,13741,7486,4254,3902,4875,8000,19723,48473,89632,118189,116828,125373,213062,394803,678210,1170965,2154424,3998971,6489361,9610283,13407491,18584314,23011809,24612193,22327484,16970814,10671508,5587827,2527899,1039541,430802,207981,83744,25786,10865,5563,2802,1382,679,333,165,76,31,14,0"
