g77_and_oecd_countries,time,income_mountain_50bracket_shape_for_log
oecd,1993,"7843,13372,18678,23225,27125,30707,34326,38942,46433,60555,87480,134128,207414,325181,506118,782640,1274466,2151724,3662908,6253430,10387330,16288686,23888857,32394312,43143869,57260872,75156723,96372205,120105964,139138381,139097088,116326176,82810419,51410605,28370213,14096943,6461471,2953653,1325767,618838,341348,241736,175044,100027,40558,10572,2374,847,517,291"
oecd,1994,"5484,9499,13598,17499,21423,25588,30414,37219,48406,69757,109861,177603,278983,424454,617031,882078,1346775,2254201,3968908,7026775,11739960,18008479,25220064,32726043,41362541,53381671,70856694,93740636,119584969,140024240,142327484,120481228,85400667,52805185,29556356,14942552,6875511,3123474,1400091,647065,356074,255569,187236,107811,43430,10995,2309,796,484,277"
oecd,1995,"4776,8852,13947,20331,28997,40342,56266,78283,111099,159922,237289,350822,513251,739523,1032836,1445690,2087044,3158582,5045286,8008227,12218519,17367956,23263896,30164129,39201940,51829733,69794432,93294772,119901387,141374609,145471254,123213810,87373104,54234867,30243337,15365920,7024675,3224406,1465526,658184,342060,241202,179878,104141,41893,10521,2172,740,452,262"
oecd,1996,"5438,9814,15163,21751,31423,45328,67172,100852,152351,226690,335054,478740,669813,920767,1250606,1745806,2500727,3796780,6044064,9614462,15029000,21719418,28031895,33368454,39038234,47665763,63139766,87234122,116364051,140515669,146244896,124885241,89364662,56403590,31913070,16010489,7372481,3337766,1490989,671778,321826,217160,193172,145126,79143,29798,8493,1760,493,267"
oecd,1997,"6587,11931,18539,26667,38394,54634,78047,110809,155058,212109,286021,377802,503275,690828,978797,1476056,2286568,3522531,5326573,7941813,11693911,16871210,23399598,31128118,40073465,51043427,66360323,88685000,117593403,142960889,149061971,127917439,92504165,58345822,32935358,16888909,7971244,3697299,1685620,772695,383229,251047,208522,151452,80885,29506,7843,1396,353,182"
oecd,1998,"9228,16866,26202,37154,51443,69198,90961,115881,142580,170846,202126,244066,319841,482619,784020,1288910,2100733,3286917,4974664,7469957,11051462,15963213,21987003,29406659,39248908,51869790,68302408,90753128,117518766,142252057,148550514,129182305,95723352,61611866,35107648,17980346,8542584,3965658,1799790,831777,440234,290270,220433,143945,69940,22753,4943,812,232,102"
oecd,1999,"6257,11119,16781,23257,31898,43382,59055,80189,107168,140877,182663,235175,311278,443389,668044,1053198,1716036,2783287,4463667,7032416,10855377,15931936,22164888,29655180,38961541,50765155,66249652,88353740,116043668,142517850,150948071,132879771,99826917,64757541,37052294,19000484,8979178,4164802,1974463,922109,468169,303748,233371,149343,68340,20800,4203,1129,429,162"
oecd,2000,"7707,14513,23285,34151,48820,67286,89832,115216,141302,166535,189843,215956,257653,348952,527859,836040,1384995,2325828,3867944,6325658,10112492,15349311,21665671,29155568,38462625,49831647,64525701,85958593,114467721,143203953,155024016,138237963,103905340,67246431,38271684,19784939,9546052,4442913,2062509,964436,479553,305925,263967,209521,126077,54650,17650,4117,783,202"
oecd,2001,"23933,39229,51423,58890,60961,59590,56012,53237,55201,67300,97842,154252,242833,380813,575452,848239,1313819,2182256,3765609,6458425,10485423,15923245,22289052,29624562,38239940,48141178,61940779,83311022,112528782,143761896,157573713,141977018,107057657,69727605,39887603,20605574,10010294,4591580,2052943,954716,505470,333472,274127,208060,122835,52410,16538,3765,743,203"
oecd,2002,"27678,46245,62417,74308,81150,84079,83380,80425,78500,81952,97287,131987,193760,301932,475213,740609,1204523,2062778,3598185,6306482,10346857,15960827,22646636,30311837,39003763,48386117,61476394,82262366,111619860,143823330,159239581,144162814,108950952,70936252,41081531,21255431,10100915,4747064,2260534,1064437,556996,350272,251016,159280,76592,25440,5587,1398,548,210"
oecd,2003,"725,1410,2447,4126,7404,13120,23298,40446,66703,104240,155179,218471,293298,391177,538746,801859,1334364,2313401,3919163,6508956,10421015,15894824,22878275,30667149,38482781,47161745,60088161,80896240,111766701,144901210,161229659,146282691,109747159,72086271,42482515,22256190,10844065,5129856,2412533,1161349,645531,406371,266064,152249,66192,19711,4278,1558,831,392"
oecd,2004,"1843,3997,7555,12951,21756,34368,52025,75215,103073,135069,169698,208035,255961,334226,474333,718525,1167317,1971231,3306552,5544163,9056853,14135319,20903391,28716828,37619615,47952407,61729594,82504855,112141144,145018922,162929572,149912693,114634464,75252957,43183168,22218525,10858482,5120342,2372402,1096252,572732,365029,263288,162578,74075,23280,5416,1981,1044,527"
oecd,2005,"2649,4574,6745,9350,13523,20313,31632,49973,77239,115151,165126,227318,302639,405353,559468,809386,1248765,2051368,3396983,5580659,8926810,13596374,20086527,28544267,38166764,48634853,62112410,82167792,111323169,145013281,163804119,152408583,115951589,76106232,44578274,23287228,11350248,5307664,2507673,1214334,669485,426982,296598,188852,96778,36078,9033,2171,862,429"
oecd,2006,"2471,4799,8149,12830,20298,31130,46492,67142,92078,120426,149856,180889,216889,270144,362939,536262,874689,1538674,2710314,4681354,7945275,12808662,19396478,27904349,37732797,48670018,62842027,83040244,111088808,144610242,165417434,154310183,119208516,79196272,46363728,24428419,11962778,5664471,2767000,1365338,718936,429807,305106,214894,121954,49718,13236,2618,550,193"
oecd,2007,"1941,3913,7012,11638,19342,30737,47195,69670,97280,128702,161007,193564,228862,279274,370927,545748,885220,1547716,2714395,4634870,7734525,12243952,18200714,25908739,35961601,47933676,61855347,80383213,107697464,141516861,167032600,159915617,125579864,83933668,49374001,26217024,13093019,6346065,3094122,1446341,724694,439085,301088,184620,88835,31889,9313,3593,1764,749"
oecd,2008,"3793,7658,13441,21468,33514,49660,70586,95342,121822,148498,173797,202703,245649,327081,478683,722944,1102588,1739524,2824828,4701154,7771323,11975300,17474384,24883615,34750887,46834636,62512811,84007379,112316832,145348995,168267977,159857830,125850087,83830491,49047933,25745549,12591182,5840770,2755023,1376034,779468,490583,310496,171410,73432,21943,4522,1292,578,271"
oecd,2009,"1720,2947,4244,5613,7364,10046,14875,24061,40183,66726,109455,171568,252421,358236,500741,706754,1062411,1714811,2858212,4775875,7837396,12325872,18429717,26009511,35187609,46063160,60139188,80497739,110416190,145697863,170791101,163057027,129003291,86654187,50623014,26439852,12911822,5978883,2799481,1353955,720135,436282,288146,168259,74245,21671,3816,840,381,198"
oecd,2010,"6724,12999,21449,32232,46835,64773,85744,107854,128866,147458,162188,177722,204221,265622,393173,611336,975115,1583337,2606865,4316685,7280774,11957403,18427898,26032382,35038769,45805006,58874518,79239693,111427728,148112557,173007673,164300816,131033185,87815552,51947844,27438885,13422110,6216532,2919096,1408081,734265,384559,178197,66852,22444,8986,4778,2474,1167,481"
oecd,2011,"3406,6885,12060,19343,30462,45674,65872,90716,118233,146034,170180,190946,214345,259245,361994,561170,909170,1501786,2507125,4212457,7184575,11663583,17790357,25751226,35327565,46104420,59882987,81899575,113490522,150200044,174507982,164594364,130282275,87683316,51890727,27545220,13574722,6378678,3031978,1460727,775281,430769,227915,98789,33106,9205,3764,2204,1244,575"
oecd,2012,"2963,5911,10276,16460,26072,39509,57815,81305,108549,137625,165579,193603,228391,288542,407317,615586,957639,1534727,2531817,4230824,7281589,11879090,18088453,25969516,35561953,47141692,61641645,83640237,114585307,150078525,175241880,165372995,130047091,87477637,51851467,27625501,13695493,6314061,2944334,1468873,809972,454188,237007,101417,32750,7951,2691,1538,902,457"
oecd,2013,"1865,3862,7037,11828,19766,31342,47761,69733,96080,125034,153559,181283,213565,269392,384950,604178,982852,1612901,2642278,4349695,7311980,11919759,18403378,26539198,36235285,47281066,61492984,83739366,114440670,149942054,176123985,167454268,131086980,88291433,52124286,27888272,13916094,6553610,3099087,1536953,850688,473900,242483,102024,32330,7711,2362,1135,608,328"
oecd,2014,"28724,48478,66315,80163,88954,93281,92528,87764,82225,81506,94241,128327,188370,282703,427007,644493,998787,1574053,2523756,4095056,6993906,11844273,18860923,27912379,37788935,47624034,60970137,82764286,113601532,150737440,178820566,169084482,130647873,86925130,52523031,28777111,14860043,7238806,3372569,1645516,896985,471217,217720,83178,25483,8461,4493,2649,1426,634"
oecd,2015,"12578,23232,36049,50612,67682,85964,103836,118125,126971,128735,126411,130572,156432,228210,366433,584390,915233,1432546,2292365,3757214,6474746,11142506,18165323,27283442,37544078,48288741,60745818,81290265,112195953,149070339,177779473,172243864,134300611,90428528,55235039,30348273,15496299,7540781,3616898,1810995,1010919,555257,270550,107806,32838,9193,4131,2344,1288,596"
oecd,2016,"8703,16382,26139,37939,53204,71336,91692,111989,129703,143512,152953,163930,186825,239653,342247,509463,771505,1203872,1911150,3138193,5351000,9462032,16203575,25092229,35890968,47955437,60998101,81565955,111280401,146973353,176570146,174039887,140295729,95733345,58707585,32850758,16807172,8015349,3882746,1911258,1003234,546094,278434,119419,40713,11316,4013,2085,1085,498"
oecd,2017,"30540,50411,66738,77292,80859,79281,73410,66838,64379,70505,91486,129260,181195,245527,328331,454286,672896,1074442,1754241,2928743,5025955,9017074,15620095,24587407,35382458,47600147,61684790,81766031,111095196,147246743,176545087,174103375,141991139,98318384,60937310,34219226,17579291,8447225,4112471,1997992,1042468,567893,284088,115978,36501,9230,3461,1829,951,439"
oecd,2018,"8131,15420,24872,36504,51836,70379,91607,113341,132469,146254,151157,150010,152491,178598,255298,404119,646101,1034968,1651619,2739610,4736584,8662320,15394115,24745748,35453568,47476101,61500387,80734275,108299710,144522992,176027533,175684674,144816537,101895281,63690387,35913552,18565340,9108281,4530110,2231204,1144074,645987,368590,188521,77644,24047,6513,2889,1550,703"
oecd,2019,"7403,14116,22928,33914,48655,66784,87955,110095,130013,144785,150469,149379,150991,175379,250931,402786,657747,1075754,1744935,2915913,5044038,9102736,15803829,24726436,34965668,46574325,60184871,78551367,105717839,141886255,175963499,178634878,148325900,104597798,65863335,37389250,19538064,9735570,4783529,2367250,1229903,685920,379331,190331,76738,22919,6192,2915,1592,719"
oecd,2020,"7721,14492,23220,34178,48903,67034,88233,110419,130440,145409,151532,151263,154531,182031,263647,425166,697893,1144098,1868037,3137078,5465834,9822567,16797746,25765680,35754726,47121981,61111664,80503742,108332615,144558753,176970688,177487424,145921418,102351133,64409146,36653297,19213639,9596323,4735585,2348115,1218073,677898,375446,188985,76397,22956,6294,2984,1610,679"
oecd,2021,"6063,13038,21464,31744,45704,63228,83843,106164,126791,143496,151621,152631,154738,176608,247956,396367,651807,1073151,1748356,2926792,5046559,9080395,15712461,24521296,34422148,45480364,58948564,77231896,103681550,139037150,173867833,179879263,152307184,109255591,70057830,40797442,21705948,10968770,5435173,2707042,1381388,762540,424003,221343,95044,30896,8395,3572,1940,898"
oecd,2022,"4395,12172,20430,30414,43957,61156,81450,103788,124749,142307,151560,153381,155128,174286,240214,381393,627423,1035359,1689331,2826684,4854902,8728484,15158926,23822333,33554003,44232500,57174743,74653202,100254300,135073437,171508231,181736711,157211909,114596927,74251434,43700637,23423931,11906704,5900293,2941341,1493358,820465,456974,241842,106819,36292,10172,4198,2298,1122"
oecd,2023,"4235,11841,20043,29950,43363,60460,80660,103027,124073,141708,151183,153158,154732,172994,236955,375199,616819,1017185,1659444,2774238,4753836,8535273,14831979,23390148,33008174,43471205,56240637,73632668,99053354,133739918,170877852,183038981,159891457,117351185,76291782,45033347,24195165,12327568,6108461,3044693,1544956,847296,472016,250572,111684,38631,11096,4595,2539,1276"
oecd,2024,"3866,11549,19681,29504,42779,59762,79888,102269,123442,141229,151004,153219,154721,172200,234287,369657,606628,998874,1628179,2719310,4649582,8347245,14537475,23036601,32595328,42904293,55492408,72788486,98024859,132594694,170285457,184045446,162155407,119764345,78121839,46269384,24925574,12731253,6311947,3146663,1595119,872813,486455,259266,116712,41089,12083,5029,2811,1451"
oecd,2025,"3731,11261,19306,29041,42157,59013,78979,101316,122555,140586,150776,153261,154624,171140,231164,363551,596267,981371,1598947,2666472,4547706,8152470,14221332,22650939,32174401,42380165,54843213,72097210,97196965,131588160,169677278,184887619,164166975,122005487,79884879,47495703,25665095,13141237,6519381,3250248,1645223,898158,501295,268566,122155,43694,13038,5383,3005,1568"
oecd,2026,"3262,10975,18933,28578,41534,58276,78096,100381,121732,140219,150960,153862,155210,170831,228748,357951,585798,962732,1566992,2608721,4441009,7954887,13912125,22284648,31794818,41917553,54226471,71368692,96334674,130540474,169024626,185665740,166113756,124256567,81678644,48744993,26416566,13556334,6729442,3354777,1695610,923861,516724,278496,128139,46694,14251,5886,3280,1723"
oecd,2027,"3132,10676,18536,28088,40868,57490,77218,99519,121011,139818,151107,154467,155937,170888,227089,353711,577748,948043,1541408,2559920,4342470,7754688,13588849,21896303,31397882,41458161,53629312,70653694,95416403,129311356,168145065,186327465,168115521,126636163,83602363,50088839,27221509,13996528,6949711,3462523,1746173,948894,531301,287753,133642,49303,15162,6181,3423,1796"
oecd,2028,"2331,10357,18108,27559,40156,56610,76229,98528,120135,139059,150771,154487,155956,170128,224341,348169,568472,932636,1516436,2512711,4250338,7557796,13257331,21470493,30942948,40931344,52932433,69795820,94365181,127961521,167126838,186959965,170193048,129166216,85686937,51565178,28131729,14499222,7204691,3589338,1806738,978076,547672,297835,139698,52268,16228,6520,3599,1897"
oecd,2029,"2013,10015,17645,26986,39386,55650,75105,97298,118994,137962,150026,153988,155305,168422,220005,340030,555180,911210,1482993,2453953,4145930,7349312,12912850,21023232,30478097,40425396,52255254,68873078,93171848,126362538,165743859,187324193,172252429,131941860,88040015,53258738,29203814,15093705,7509118,3740887,1879534,1012287,566429,309214,146749,55836,17509,6872,3763,1987"
oecd,2030,"1911,9637,17127,26350,38524,54552,73809,95871,117632,136582,148765,152781,153672,165319,213559,328754,537230,883180,1440132,2380161,4016711,7102604,12531246,20549705,29989259,39892280,51524964,67864291,91821134,124522169,163967613,187449726,174469110,135045036,90696929,55171005,30420443,15766429,7851434,3907724,1957027,1046637,584571,320119,153543,59197,18610,7108,3871,2059"
oecd,2031,"1794,9226,16559,25655,37582,53370,72404,94337,116192,135341,148012,152357,153007,163222,207897,317819,518717,852557,1391269,2294799,3873884,6844548,12137973,20067104,29506564,39391652,50812227,66744858,90225730,122373200,161815216,187382132,176741854,138395505,93641609,57314424,31795159,16528577,8241833,4097143,2042702,1082639,602369,330082,159460,61787,19118,6961,3763,2020"
oecd,2032,"600,8785,15944,24908,36568,52163,71038,92898,114918,134395,147739,152687,153419,162594,204473,310060,505243,829965,1354363,2226905,3758173,6624298,11773435,19559263,28938095,38780838,50008161,65516896,88494888,120095320,159510777,187190778,179006350,141893801,96782352,59608755,33270030,17348567,8665105,4305733,2140371,1126258,625313,343527,167644,65717,20317,7137,3817,2058"
oecd,2033,"400,8360,15338,24169,35564,50933,69701,91476,113682,133486,147547,153191,154211,162545,201628,302389,490851,805257,1314403,2155867,3635139,6380311,11368262,19010581,28353932,38182717,49232613,64357976,86798825,117762744,157008913,186671322,181063237,145371733,100029146,62036327,34899761,18283305,9161628,4555861,2265065,1183632,655315,360507,178272,71314,22454,7670,4031,2198"
oecd,2034,"365,7910,14710,23403,34521,49586,68143,89742,112045,132103,146803,153078,154276,161632,197714,293435,475038,779221,1273421,2084294,3512149,6136700,10964720,18465981,27783832,37626264,48525955,63261847,85129186,115415919,154262965,185644826,182846358,148885450,103462954,64645662,36653391,19285556,9695730,4823561,2396535,1244312,687731,379319,190127,77612,24940,8368,4326,2378"
