landlocked,time,income_mountain_50bracket_shape_for_log
landlocked,1939,"11769,15967,21142,28646,38965,55054,82301,129783,211600,344022,549182,888784,1480751,2369825,3634084,5326144,7220445,9084129,10607003,11406763,11136104,10600504,10730300,11301176,10752465,7741225,4976681,3169142,1936941,1204222,792297,481909,246745,125839,68243,37898,20665,10691,6676,5328,3400,1504,557,232,114,57,30,9,0,0"
landlocked,1940,"12226,16547,21663,28625,38366,53682,79962,126497,207619,339400,542994,883933,1482957,2374268,3647541,5383609,7342996,9284351,10891240,11655497,11351516,10929842,11085840,11437834,10653390,7601604,4848906,3049049,1864666,1174291,782776,481412,246525,125662,68310,38186,20965,10842,6735,5409,3485,1553,572,240,119,59,30,8,0,0"
landlocked,1941,"12666,17093,22242,28902,38246,53105,78822,124896,205934,337973,541527,884039,1487686,2380148,3656843,5425037,7436927,9460578,11130490,11858920,11487259,11044646,11161011,11484724,10623394,7594928,4953464,3189520,1942642,1192281,777267,455794,231690,119084,65200,36602,20029,10566,6979,5469,3291,1406,535,234,112,57,32,10,0,0"
landlocked,1942,"13036,17304,22234,28552,37366,51545,76495,122034,202995,335201,538703,883068,1491718,2385489,3661309,5452651,7505594,9596865,11326150,12030854,11612486,11135092,11233328,11720310,10959112,7829683,5022112,3126010,1871412,1146586,743214,421522,212616,110134,60589,34042,18454,9890,6896,5313,3041,1247,485,226,107,55,31,6,0,0"
landlocked,1943,"13492,17825,22809,29152,38019,52305,77578,123952,206515,341119,547682,898653,1518758,2425853,3724642,5576564,7717534,9923492,11718575,12368885,11920299,11576117,11639640,11680173,10472292,7435553,4860981,3100481,1879504,1159460,755113,429169,217106,112913,62414,35171,19170,10380,7261,5568,3187,1305,516,244,113,57,33,12,0,0"
landlocked,1944,"13896,18382,23513,30006,39011,53452,78988,125969,209850,346814,556841,912493,1541361,2457935,3770776,5666084,7878660,10167167,12021716,12699198,12333161,12156918,11998763,11516744,10040890,7155073,4758584,3106628,1914039,1187857,783206,458043,231309,119137,65535,36821,20126,10659,7197,5713,3432,1440,534,249,110,57,33,12,0,0"
landlocked,1945,"14336,18995,24526,31420,40908,56002,82531,131087,217389,358039,573337,936183,1578088,2513372,3856466,5822271,8146883,10568546,12561486,13381224,13350145,13570565,13177127,11867220,9449922,5891619,3398496,2151555,1486886,1015996,713443,424552,212943,109520,60023,33618,18157,9386,6421,5301,3222,1335,468,217,92,47,24,6,0,0"
landlocked,1946,"14648,19469,25152,32268,41962,57196,83925,132972,220397,363183,581836,949527,1600500,2546246,3904153,5909970,8296368,10769060,12815677,13686713,13739306,13757446,12903279,11353242,9108096,5673977,3151103,2053508,1492362,1127272,816746,589491,330982,164046,86165,47578,26366,13582,6987,5429,4506,2488,875,300,121,57,25,8,0,0"
landlocked,1947,"14777,19746,25489,32685,42226,56928,82516,129519,214297,355873,576329,933083,1566672,2503104,3826259,5755503,8102378,10533013,12540871,13806435,14103573,14037806,13235459,11649633,9352941,5882160,3247010,2097242,1522650,1159787,843006,615217,353725,175070,91142,50041,27674,14321,7201,5427,4635,2662,956,306,122,54,22,7,0,0"
landlocked,1948,"14829,19914,25734,32759,41998,55858,79945,124323,205308,343256,563588,915255,1522949,2435898,3711933,5546439,7760209,10099296,11850036,13158312,13637508,13605029,13510981,12933629,10650768,7033766,3964042,2421360,1674467,1245309,899498,656674,385864,191507,99148,54447,30221,15821,7850,5619,4846,2873,1054,321,116,56,29,4,0,0"
landlocked,1949,"15084,20305,26294,33343,42351,55745,78941,121881,200506,335732,555418,907786,1505560,2403060,3664237,5463051,7604976,9877193,11502351,12736116,13542029,13638127,13533369,13148200,11315815,7955305,4781316,2884473,1893088,1343081,946124,681551,393265,194773,101190,55643,30969,16244,8164,5919,5008,2882,1045,317,118,55,29,12,0,0"
landlocked,1950,"15347,20779,26978,34314,43606,57142,80351,123170,201294,335705,555889,911635,1509359,2397798,3664958,5464644,7589533,9840691,11452824,12600331,13634088,13861422,13547936,13040545,11589126,8493090,5350928,3249190,2069282,1443480,1011910,738287,455569,226868,115478,62555,34658,18486,9081,5969,5294,3388,1337,384,136,59,30,15,2,0"
landlocked,1951,"15362,20940,27287,34770,44149,57576,80358,122168,198518,330319,546593,892326,1470379,2348286,3595009,5384347,7510650,9829753,11559943,12829433,13865567,13948104,13603976,13330254,12088268,8896553,5663713,3463285,2182484,1498752,1059142,772736,510939,257588,126996,67029,36582,19546,9343,5464,5124,3750,1648,463,136,55,25,7,0,0"
landlocked,1952,"15282,20980,27437,34973,44239,57286,79185,119501,193247,320617,530921,867747,1430210,2293859,3528538,5322075,7439897,9815040,11665127,12992352,14173895,14370461,13966168,13603502,12467078,9218086,5917945,3616982,2271878,1546611,1082090,785960,516085,259040,127638,67355,36763,19624,9402,5575,5262,3801,1671,462,147,54,28,7,0,0"
landlocked,1953,"15209,21076,27703,35434,44811,57810,79259,118501,190050,313327,517068,842233,1383606,2213096,3382848,5120594,7204149,9580811,11519557,12933400,14259383,14830332,14734127,14566439,13099314,9544908,6146395,3783005,2368728,1592316,1113352,805497,540489,274383,134635,70818,38651,20756,9982,5712,5365,4044,1867,526,171,65,29,12,0,0"
landlocked,1954,"15034,21046,27806,35707,45243,58223,79335,117635,187354,307422,506782,825072,1355077,2176396,3350837,5109734,7220206,9648248,11668863,13107847,14471929,15131461,14989579,14700379,13284223,9778618,6445928,4085440,2605626,1710575,1192927,852038,594680,311692,151416,78838,42915,23252,11368,6029,5478,4461,2216,656,199,82,32,14,0,0"
landlocked,1955,"15875,22053,29022,37070,46733,59645,80416,118063,186507,303286,496007,804929,1321343,2119883,3274518,5015701,7089608,9445557,11432059,12823101,14147155,15171493,15195602,15007004,13992564,10686325,7194300,4604598,2997062,1904560,1311976,915853,659113,363634,174554,89504,48509,26461,13240,6582,5528,4899,2684,871,246,99,44,17,0,0"
landlocked,1956,"15265,21851,29251,37851,48098,61541,82458,119433,185921,298533,484555,782518,1282667,2056202,3154970,4833597,6927075,9308413,11373474,12866440,14195577,15574339,16040785,15627381,14263147,10908152,7515039,4910285,3272381,2070212,1407488,968947,707020,411714,196359,98378,52656,28596,14529,6850,5288,5078,3068,1067,276,105,38,18,1,0"
landlocked,1957,"15582,22386,30081,38998,49627,63397,84534,121616,187995,299871,484418,779331,1273107,2045343,3169568,4884564,7010937,9437220,11491272,12917313,14108060,15395721,15888037,15713327,14920291,11731515,8103070,5279439,3514385,2216962,1478588,1005872,733004,437661,208394,103250,55022,29855,15268,7062,5185,5152,3261,1171,288,108,35,18,1,0"
landlocked,1958,"16627,23624,31485,40564,51292,65115,86251,123275,189460,299829,479840,767923,1254560,2019162,3130733,4834356,7035025,9498163,11642786,13117033,14145592,15442820,16066913,15799472,15171867,12450760,8716767,5738939,3819218,2394183,1547775,1025210,731634,417038,196350,97984,52402,28383,14255,6707,5354,5141,3021,1011,252,95,41,15,0,0"
landlocked,1959,"14847,22138,30274,39639,50526,64335,84997,120618,184409,291413,468361,752433,1225221,1976281,3089198,4801962,7075294,9640905,11915423,13422651,14420018,15564844,15999001,15793870,15488529,13113804,9243267,6074361,3995931,2516558,1630364,1088366,785222,474411,224847,110266,58622,31832,16375,7501,5318,5360,3468,1272,302,106,40,24,0,0"
landlocked,1960,"13750,21057,29182,38556,49523,63417,84038,119467,183041,289745,466173,750398,1222186,1975924,3064504,4731946,6980216,9513985,11742003,13305911,14276919,15493654,16320002,16211004,15893770,13895727,9929526,6622431,4370426,2831363,1791333,1184812,844367,539175,259806,124610,65176,35189,18333,8317,5219,5461,3899,1572,370,109,47,18,8,0"
landlocked,1961,"13724,21007,29047,38394,49515,63671,84617,120504,186613,304140,502966,827297,1373264,2245500,3318671,4906614,7179625,9810020,12028239,13516072,14283701,15362721,16197468,16078390,15912800,14303568,10337424,6937422,4575494,3044521,1915030,1274344,897802,603662,299715,141371,72778,39134,20688,9483,5292,5512,4362,1950,487,128,54,19,10,4"
landlocked,1962,"13743,20851,28588,37624,48533,62562,83296,118678,183943,302082,499761,818464,1348448,2181460,3240698,4818711,7044190,9656329,11971709,13599048,14431274,15508231,16419873,16441681,16445904,15103381,11058990,7416659,4862618,3247871,2034519,1348175,939822,639900,321861,151063,77321,41544,22066,10189,5448,5619,4594,2123,541,132,56,20,10,6"
landlocked,1963,"14021,21268,29154,38316,49311,63392,84018,119073,183978,302103,500991,826060,1359623,2218941,3298473,4904204,7149885,9738279,12123917,13880997,14796012,16006311,16732949,16584802,16686755,15424536,11401613,7556268,4989251,3395954,2136973,1419372,980659,679495,348947,162418,82351,44184,23607,11009,5606,5643,4853,2349,619,142,56,21,10,7"
landlocked,1964,"11557,19141,27076,36162,47163,61316,81724,115444,176939,290702,486874,811136,1342585,2220176,3338277,4964730,7204645,9695976,11936120,13558614,14354234,15342423,16541991,16925180,17228284,16483829,12644598,8473207,5524917,3790462,2386071,1555078,1050565,737875,391007,180485,90184,48210,25903,12307,5927,5668,5163,2677,747,156,60,21,10,7"
landlocked,1965,"8265,16408,24496,33605,44583,58896,79772,114353,176837,290253,487839,819160,1365905,2257683,3350102,4919151,7224248,9923021,12348831,14069996,14944894,15760719,16856004,17085455,17164403,16585433,12930014,8735948,5688749,3936069,2505306,1629752,1095029,777269,421286,194465,96652,51637,27875,13459,6347,5816,5461,2964,867,193,79,41,26,17"
landlocked,1966,"9783,17950,26155,35419,46675,61310,82481,117185,179915,295363,495871,829837,1378591,2282110,3348000,4822174,7141632,9938632,12485514,14317928,15260730,15904087,16934994,17166454,17100016,16849945,13683545,9445983,6145126,4283295,2769821,1762011,1161452,819579,450837,208606,103274,55389,30161,14882,7044,6142,5795,3230,1003,239,102,52,30,24"
landlocked,1967,"8413,17042,25503,34923,46311,61036,81892,114793,172247,278871,471176,788630,1310968,2185118,3323782,4908588,7342360,10302245,12962419,14695279,15545423,16056878,16995505,17202134,16946573,16904649,14263805,10109939,6559219,4537095,2956527,1863797,1215185,857696,480355,222556,109563,58716,32117,16086,7571,6336,6088,3514,1145,280,118,59,37,26"
landlocked,1968,"8497,17574,26458,36343,48194,63363,84538,117209,173093,275805,465345,780412,1296346,2171676,3377131,5043313,7531389,10482892,13092387,14755951,15633577,16106942,17037413,17450798,17176097,17182412,14836515,10664361,6971178,4820689,3203430,2003291,1287275,903989,518247,241062,117681,62905,34512,17575,8221,6519,6378,3849,1329,331,135,73,43,27"
landlocked,1969,"9162,18400,27481,37550,49620,65020,86435,119498,176523,282370,477059,796552,1319179,2192059,3366915,4942062,7384239,10396741,13165955,14996574,16005101,16511103,17431803,17777938,17297107,17304157,15220318,11182889,7331798,5106810,3497628,2191518,1388922,964993,576599,270407,129319,68241,37428,19456,8955,6441,6560,4285,1582,382,138,74,44,23"
landlocked,1970,"7659,17231,26219,35938,47565,62492,83474,115669,170407,271179,460804,778369,1286116,2138759,3305241,4899664,7406476,10480212,13415922,15298960,16180685,16513919,17256084,17977303,17872236,17948085,15837562,11605544,7609330,5291615,3779897,2416774,1513912,1031737,648590,309952,144911,74594,40518,21339,9664,6083,6493,4721,1898,435,126,59,28,20"
landlocked,1971,"8328,17973,27196,37136,48997,64316,85998,119356,175323,276207,464644,788901,1304470,2172712,3353272,4949636,7390368,10481427,13523678,15454350,16381227,16774299,17460580,18162397,17826157,17834901,16425477,12441818,8192321,5598788,4060561,2635264,1628091,1087825,699208,338402,155996,78808,42547,22606,10251,5964,6420,4977,2112,484,108,52,24,19"
landlocked,1972,"6049,16643,26141,36178,47990,63221,84807,117897,171741,263224,426410,714453,1195146,2004956,3271542,5098079,7819075,11037479,14207932,16221741,17123174,17365478,17812362,18149164,17406401,17186103,16422764,12824421,8496850,5762471,4280493,2867197,1751625,1145547,742435,363135,166213,82760,44497,23814,10891,5982,6424,5206,2313,539,107,43,14,10"
landlocked,1973,"6652,17363,27145,37513,49840,65860,88711,123602,179824,275910,449378,755708,1278771,2152462,3455040,5321273,8034156,11179389,14264703,16141235,16950955,17156799,17478959,18031302,17608374,17257117,17000836,13826902,9369077,6204093,4602438,3134310,1900751,1213795,789949,391201,177877,87263,46585,25021,11565,6038,6363,5394,2508,588,103,30,12,0"
landlocked,1974,"5042,16391,26507,37026,49435,65595,88998,125299,183943,283845,461446,772064,1307083,2175231,3424056,5211563,7893486,11078008,14320172,16395018,17218545,17423389,17904133,18561589,17960899,17214030,17161812,14469949,10029403,6567176,4870453,3363276,2031431,1269776,818999,405095,183093,88756,47066,25351,11760,6023,6344,5475,2567,591,88,19,3,0"
landlocked,1975,"7115,18503,28435,38636,50251,65013,86240,119870,175653,270330,438885,742693,1265851,2165890,3563876,5517192,8347483,11546572,14877778,16951600,17561362,17627943,18096989,18659015,17949515,16940009,17006291,15022874,10684549,7017098,5076340,3453434,2007191,1239293,731039,339165,155279,76719,41133,21823,9922,6266,6740,4838,1880,371,61,17,5,0"
landlocked,1976,"5851,17889,28194,38498,49921,64015,83786,114928,166489,253488,406142,689759,1197091,2082047,3536937,5517158,8489803,11948327,15518036,17697737,18169252,18056310,18331860,18795474,18057074,16852893,16896472,15364707,11042885,7244868,5284824,3688377,2160606,1298284,738054,337255,155090,76574,40949,21747,10025,6618,6933,4779,1789,357,70,18,7,0"
landlocked,1977,"8573,20507,30896,41337,52736,66524,85516,115352,165276,250050,395933,663356,1149538,2004506,3470872,5542957,8696387,12429387,16250435,18545473,18998476,18693017,18736812,18855405,17862793,16218407,16223466,15524873,11672301,7653782,5541830,3942899,2368572,1387381,795034,364628,166216,81120,42801,22981,10717,6686,7017,5078,2008,413,78,19,8,0"
landlocked,1978,"9605,21745,32465,43289,55124,69520,89480,121056,174019,262862,412458,680833,1166847,2038574,3496648,5644534,8948246,12878357,16898683,19288984,19603795,19104367,18835554,18876338,17873527,16032499,15892195,15773848,12262023,8062535,5751844,4059065,2432280,1413322,810800,373157,169584,82304,43243,23297,10953,6792,7087,5172,2071,426,73,22,9,0"
landlocked,1979,"12155,24277,35219,46356,58592,73523,94298,126787,180747,269380,412395,673023,1169335,2058981,3610501,6040241,9693878,13738171,17839169,20131819,20292743,19422646,18835056,18652625,17596444,15650077,15484908,15656278,12361417,8182675,5892833,4308477,2697839,1532708,880052,405690,182490,87685,45013,24297,11589,6847,7118,5463,2305,495,77,21,9,0"
landlocked,1980,"12583,25129,36552,48288,61421,77850,101267,138416,199553,298414,460476,762128,1320986,2306132,3977901,6515406,10243471,14243540,18301755,20553657,20519610,19599549,18923833,18711167,17631981,15574678,15289298,15655819,12660903,8299516,5950000,4401932,2842048,1610304,952257,451553,200434,95167,48361,26244,12660,6778,6900,5823,2706,626,92,21,8,0"
landlocked,1981,"12406,25368,37286,49560,63384,80867,106057,146100,211788,317463,493977,824971,1426518,2476526,4169116,6696870,10484539,14598546,18588047,21070979,21091084,20084853,19184968,18962488,17759614,15594024,15267802,15744362,12873737,8494304,6061984,4462090,2863421,1619100,959352,456123,202302,95663,48467,26278,12693,6777,6920,5873,2743,634,95,25,17,10"
landlocked,1982,"13290,27156,39815,52696,67014,85001,111009,152820,222620,338101,532338,877180,1488820,2568678,4219988,6824386,10767592,14978898,18894658,21162644,21017474,20033374,19234042,19288587,18425182,16199961,15663976,16038529,13132758,8698611,6184661,4566400,2942532,1659995,975003,459928,203723,95560,48401,25877,12362,6705,6922,5880,2744,630,94,17,9,0"
landlocked,1983,"14045,28701,42064,55771,71316,91359,120837,168018,244857,366730,567445,922828,1552264,2669542,4363027,6981643,11051961,15397663,19421165,21639216,21412487,20274067,19319842,19284389,18741978,16579188,15842985,16209804,13306680,8706724,6166302,4648263,3121703,1762137,1002933,467903,203485,95252,46828,24900,12300,6734,6556,5641,2771,694,106,19,9,0"
landlocked,1984,"15000,30599,44678,58898,74789,95107,125186,174037,255405,388332,610639,1003687,1699329,2923088,4748578,7452038,11612751,16028453,20087757,22354120,22031412,20668681,19437380,19077062,18497006,16274045,15491007,16107657,13653150,9100263,6371709,4695549,3111173,1746328,986250,472449,204062,93894,46480,24557,12559,7330,6547,5261,2536,634,100,19,9,0"
landlocked,1985,"15490,31565,46005,60467,76388,96385,125537,172781,251276,377369,581192,945502,1602387,2768903,4663490,7511726,11809623,16622795,20968174,23482342,23279576,21720700,20097839,19324747,18504306,16159800,15286621,15942619,13652403,9012704,6343785,4735353,3141382,1797537,1004099,480108,208585,95242,45334,23328,12621,7727,6417,4989,2486,662,104,18,6,0"
landlocked,1986,"16210,32976,47903,62641,78621,98512,127545,175100,255251,384368,591044,957270,1620426,2787721,4659486,7594598,12114069,17098578,21458994,24071467,23856574,22195281,20437813,19593623,18780420,16350440,15203128,15911273,14059852,9427432,6541038,4886703,3296734,1892159,1040832,503330,219426,98884,47040,24060,13204,8273,6411,4761,2455,717,129,29,12,0"
landlocked,1987,"16763,34099,49480,64730,81422,102504,133702,184866,269971,405000,622953,1012620,1711894,2942173,4904348,7950505,12664118,17832515,22313108,25048918,24706099,22822510,20783758,19697484,18691977,16037333,14762272,15575095,14258177,9729245,6668939,4959794,3426450,1972045,1076509,521704,227875,101221,47718,23823,13082,8821,6627,4459,2173,629,119,29,14,0"
landlocked,1988,"16661,33956,49937,67240,86352,110642,146026,202369,293319,433558,651379,1034337,1723383,2937684,4927786,8039096,12818320,18297415,22910661,25723914,25387271,23298272,21175825,20373850,20026092,17621817,15573974,15144596,13428809,9171227,6440031,4867552,3414999,2037541,1103008,534787,232258,101593,48065,23752,12697,8866,6536,4045,1896,560,91,15,7,0"
landlocked,1989,"17435,35502,52699,70589,90268,115223,151591,209593,303543,448029,670336,1059300,1766201,3024847,5119290,8407026,13386085,19031209,23557628,26296185,26073295,23792669,21649494,21132820,21361593,19229886,16137631,14360179,12292635,8363626,6118947,4760460,3403919,2099136,1141335,555804,246699,107142,50382,24753,13017,9222,6633,3743,1620,520,108,23,6,0"
landlocked,1990,"18126,36930,55085,73794,94662,121542,161114,224505,326327,480963,721737,1149018,1935338,3346722,5725961,9445061,14714153,20081338,24606461,26969399,26135124,23900750,22115133,21645237,20883343,17873367,15208923,14492506,12986849,8682702,6253599,4725197,3423373,2170886,1179056,573800,252936,108353,51281,25057,12649,9215,6811,3579,1395,449,113,32,10,1"
landlocked,1991,"18867,38688,58033,77610,99693,128250,170299,236987,342637,500671,743417,1173244,1976138,3424766,5945107,10011210,15607522,21282974,25739730,28061559,27089182,24634738,22629457,21840379,20264320,17592023,16739825,16194319,11566983,7288502,5637294,4438419,3309216,2204243,1204243,577277,253874,108773,52833,26718,13260,9553,6912,3217,998,293,82,26,8,0"
landlocked,1992,"12259,25622,39674,54851,73938,101498,145111,215835,327542,498286,785885,1315725,2267600,3927810,6829835,11329629,17233812,22996306,27414632,29679479,28474647,25840981,23579041,22226575,20004047,17164298,15784607,14594982,9980939,6270859,4946463,4010847,3157838,2177586,1176742,565372,252297,108541,53137,26076,12511,9448,6884,2808,618,150,61,36,11,2"
landlocked,1993,"6232,14158,22874,34690,52601,81271,128050,203430,323382,518596,870652,1536309,2727962,4784313,8208757,13171116,19275513,24624261,28731857,30676506,29133881,26363271,24017848,22579605,19850274,16823970,15074264,12280317,8384441,5595052,4647265,3900072,3098656,2149277,1162581,565936,251059,109617,53896,26756,13223,9543,6430,2420,501,126,53,19,9,0"
landlocked,1994,"10776,20680,31927,46560,67390,99012,149493,232883,375338,624718,1074375,1903447,3375354,5890290,9942282,15335245,21320543,26340247,29728210,31242411,29881453,26825425,23862098,20880144,17422351,15028739,13605101,11953400,8657224,5920779,4951807,4009489,3132015,2189880,1206502,590470,264009,114674,55948,27973,13907,9716,6393,2383,499,135,57,30,14,2"
landlocked,1995,"7308,16754,26533,38831,56899,85849,134031,214325,349994,585671,1012128,1792420,3194951,5652696,9514848,14772822,20979243,26499162,30517644,32619577,31013963,27219500,23364991,20222613,18090222,16609453,14991633,12951938,9441262,6430996,5038333,4019266,3073199,2051148,1121983,525094,235178,101129,42786,18183,10812,9801,6649,2536,568,152,69,33,10,3"
landlocked,1996,"7766,17549,27848,41174,60748,91525,141340,222028,355971,587543,1005018,1774542,3191058,5689383,9574358,14984804,21436340,27307857,31436582,33293928,31611628,27581521,23548322,20360140,18347122,16811417,14921050,12792634,9667678,6740205,5266740,4197637,3206812,2191033,1249594,581732,252053,109225,47788,19628,10664,9779,6959,2812,654,169,65,28,10,0"
landlocked,1997,"8115,17785,27960,40999,59875,89225,137157,217979,359697,615602,1078650,1937354,3517149,6215278,10229415,15729561,22169876,28257238,32810977,34783537,33507206,29544186,24582930,20102880,16901421,14865382,13326739,11861187,9495191,6845896,5456058,4298811,3220279,2145040,1276746,602165,261684,115153,50916,20966,11239,10254,7223,2919,691,200,88,33,11,3"
landlocked,1998,"8568,18444,29199,43089,62587,91509,136633,212155,349594,610117,1095286,1987354,3605521,6325939,10278565,15615965,22186473,28599352,33586504,35441821,34513368,30740733,25548942,20756013,17454592,15332245,13495877,11557792,9201044,6621150,5314378,4288638,3231270,2161355,1295014,617956,261122,112784,48171,18651,9794,9573,7297,3185,836,274,140,69,33,12"
landlocked,1999,"7021,15040,25057,39775,62546,98419,155560,248963,408373,691922,1201383,2149196,3907179,6786387,10882963,16379662,23122980,29778969,34830823,36318598,34996644,31066784,25628432,20825373,17476195,15195869,13042310,11011110,8900665,6473004,5232963,4318856,3284342,2183904,1305727,629905,265241,112947,46005,16631,9259,9758,7615,3419,978,365,197,109,52,24"
landlocked,2000,"5730,12281,21653,36616,60816,99785,162933,268593,451560,774139,1355396,2449301,4477629,7605459,11928296,17553540,24464342,30966255,35385421,36188688,34694496,30891174,25856777,20963383,17445072,14991514,12859277,10809670,8846540,6435048,5196036,4364926,3361709,2248471,1340517,666490,283474,121457,49955,17922,9674,9904,7830,3536,955,322,168,91,44,19"
landlocked,2001,"5176,10716,18834,31824,52689,86288,141943,239774,419191,747723,1350688,2486336,4547494,7576988,11695120,16836118,23582015,31399443,36460317,37114561,34974631,31181601,26808370,22095419,18000648,15351597,13335116,11459536,9491152,6859436,5382589,4464653,3486819,2346978,1408879,716492,304988,126194,53581,22924,11095,7268,5088,2544,886,348,184,95,45,18"
landlocked,2002,"1247,2982,7614,16436,30199,53986,97048,179082,337698,639261,1208319,2288635,4247270,7108723,10951946,15668636,22007534,30527933,36639251,37329488,35397217,31981771,27909181,24221270,20680907,16973087,14590520,12384222,10131689,7380457,5632245,4583760,3584521,2418768,1467377,759606,325138,132247,58699,29299,13792,5428,2473,1453,898,566,393,285,193,95"
landlocked,2003,"1042,2640,6883,16117,30804,56191,101039,183622,338387,629297,1177583,2248531,4246103,7212542,11085439,15839259,22286695,30216395,36007114,37411890,35884126,33177746,29484113,25707930,21730090,17826486,14726226,12342404,10145462,7709497,5908980,4804507,3763551,2497041,1492595,753181,332556,140518,62973,30866,14556,6304,3072,1756,1018,569,290,142,71,27"
landlocked,2004,"797,2066,6259,14883,28373,51443,91626,165653,306591,578848,1101623,2130696,4068680,7029916,11020716,15913133,21970089,29766168,35672034,37398669,35745677,33530493,30939565,27743900,24373108,19800830,15732881,12269583,9858602,7761995,6053625,4879233,3855959,2638391,1580641,813805,370231,156067,71015,33946,16269,7981,4038,2115,1265,789,420,178,71,25"
landlocked,2005,"530,1405,4299,12186,24630,46031,83662,153184,286242,547862,1048554,2023212,3883278,6830558,10858657,15915359,21952855,29668228,35883753,38265593,37303271,34752255,31462407,27244080,23978606,20478203,16808625,13274371,10852005,8694144,6596190,5140766,3958349,2677812,1563319,797085,359228,152728,70904,34642,16510,7879,3650,1793,1117,773,443,204,82,32"
landlocked,2006,"232,732,2764,9519,20079,38372,71075,132103,250047,483778,932669,1807575,3452870,6226765,10175706,15422946,21816257,29686164,36292944,38674828,37582467,34489989,31309532,27793742,24872387,22760115,19631049,15244237,11673100,9174309,6935912,5284758,4055555,2740773,1582092,809977,381007,164086,74667,37355,18372,8764,3868,1727,1071,796,473,220,99,45"
landlocked,2007,"245,610,1493,6545,14918,28728,53146,97903,184641,362205,716780,1413917,2760364,5212744,9072997,14509681,21479895,29850256,37093852,40261747,39242915,35885745,32320131,28180898,24922117,23253163,21272608,16865796,12615725,9777155,7183438,5611743,4270250,2929606,1708810,889569,417954,177857,77992,38367,20160,10940,6268,3558,1927,1066,561,263,114,44"
landlocked,2008,"82,249,742,5025,12404,24355,45479,83293,154603,299245,594430,1181160,2324060,4462355,8049636,13345573,20409113,29324737,37927321,42055774,41578988,37823685,33551711,29396205,26015031,23432975,21225309,17811757,13862786,10620729,7647932,5666018,4427531,3035016,1731832,860552,418411,194246,89479,41807,19045,9139,4744,2731,1708,916,415,186,85,41"
landlocked,2009,"1206,1964,2731,4686,11266,21880,41116,77029,147782,296507,604813,1218466,2407736,4599392,8281017,13639049,20678336,29516517,37621635,41790458,41658076,38736177,35032239,31088339,27401293,24562259,22211980,18462877,13997579,10618030,7607139,5702892,4413181,3095308,1804440,900607,422020,186842,80859,39474,21212,11339,5672,2474,1020,497,325,222,121,49"
landlocked,2010,"33,130,411,1303,4818,11399,23976,48453,98093,204997,442423,937256,1927886,3795685,7032983,12121762,18881600,27725253,36872762,42672459,43386575,40968696,37144196,33430983,29244008,25451221,22823549,19208412,15494057,12034813,8526467,6261962,4780539,3351263,1953842,936496,445742,191638,78413,34942,17666,9901,5681,3204,1764,976,530,272,130,63"
landlocked,2011,"271,543,1027,2210,6033,12716,24928,47707,92439,184455,387768,817452,1690586,3356556,6262803,11018629,17838848,27000753,37384583,44423000,45671712,43106946,38507519,33869345,29514111,26294303,23974815,20448806,16415697,12735580,8917777,6376523,4847386,3396889,2014574,1013588,454228,188352,78311,38397,19469,8841,3856,1794,1046,656,338,156,69,37"
landlocked,2012,"324,741,1493,2943,6206,12278,23254,43240,81747,160152,334079,711365,1482272,2979241,5651037,10053657,16921741,26074984,36938733,45246910,47215002,44987553,40324704,35658710,30840343,27087217,24780913,21916232,17453214,13337342,9249535,6637113,5037494,3458372,2088245,986757,463033,201446,83339,38957,19164,8741,4063,2437,1531,829,393,187,101,50"
landlocked,2013,"181,496,1084,2327,5008,10373,20661,39729,76268,148932,306499,652122,1369655,2761160,5263367,9355692,16108347,25488056,36889150,46121597,48795964,46606563,41417078,36260432,31650914,28330188,26140313,23005770,18506633,14063759,9800789,6912389,5164808,3595341,2163555,1096531,499670,221524,105362,52948,25553,12918,7273,3725,1680,770,364,196,123,67"
landlocked,2014,"765,1658,2862,4812,8630,15577,27861,49451,88347,161680,313100,639336,1311649,2623598,5034490,9005297,15647947,25259679,37067137,47148425,50524146,48702637,43489182,37918913,32967255,28969536,25778356,23074024,19003942,14636624,9948304,7093267,5397980,3676440,2165457,1106511,519114,229219,103282,50523,27543,14448,7251,4263,2861,1851,1050,531,273,130"
landlocked,2015,"469,1019,1849,3374,6761,13246,25311,47403,88085,164276,317038,640719,1303767,2594949,4984110,8999117,15808069,25830864,38085607,48370759,51818746,49885983,44341722,38845355,34056157,30174593,27001300,23381890,18753040,14688305,10150297,7194904,5443965,3744951,2150696,1075754,489095,220989,100263,43521,20857,12274,7759,4776,2600,1302,649,313,163,87"
landlocked,2016,"1411,2719,4247,6405,10637,17950,30701,53458,95256,175112,339232,685856,1381840,2715652,5204997,9377878,16545701,26905266,39020552,49099913,52950050,51417228,45960314,40676358,35330700,30802843,27052893,22627159,17997838,14495113,10240191,7258759,5494435,3868236,2276906,1186710,543227,231002,100667,45511,23085,11740,6511,4472,2903,1514,641,295,177,92"
landlocked,2017,"1072,2147,3409,5232,9051,15851,27885,49721,90572,170225,337182,691406,1403166,2782942,5352593,9618507,16980792,27614223,39771500,49738551,53698349,52336992,46778718,41331531,36192092,31595207,27753350,23292369,18732365,15034354,10870977,7570437,5736053,3921103,2278219,1186134,540332,231977,104572,49232,25164,13966,6739,2807,1507,1043,712,463,276,137"
