STAFF_NAME;College Name;Department;TEACH_TIME;TOTAL_VALID_TIME;PU 2012;PU 2013;PU 2014
anonymous teacher 83733303;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;386;386;;;
anonymous teacher 8375487;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;1747.87;1815.87;;;
anonymous teacher 83772938;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;8.87;807.17;68.4;46.4;72
anonymous teacher 83774215;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;328.5;328.5;;;
anonymous teacher 83842409;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;25.28;25.28;;;
anonymous teacher 83850566;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";221.75;221.75;;;
anonymous teacher 83861062;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";53.62;53.62;;;
anonymous teacher 83881984;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;358.2;471.2;;144;
anonymous teacher 83884046;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;420;646;;;60
anonymous teacher 83898783;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;73.12;73.12;;;
anonymous teacher 83920691;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;312;312;;;
anonymous teacher 83937110;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 8395101;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;377.5;557.5;;24;
anonymous teacher 83954435;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;262.5;262.5;;;
anonymous teacher 83970865;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";437.5;771.5;;16;30
anonymous teacher 83975750;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;397.5;397.5;;;
anonymous teacher 8399133;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;747.87;747.87;;;
anonymous teacher 84021884;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1194;1194;;;
anonymous teacher 84061979;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;397.5;397.5;;;
anonymous teacher 84062502;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;36.65;36.65;;;
anonymous teacher 84208978;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;4;4;;19.8;
anonymous teacher 84262455;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;3337.95;3337.95;;;
anonymous teacher 84264680;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;110;155;42;16;52.8
anonymous teacher 84275940;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1219.39;1219.39;;;
anonymous teacher 84296216;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;194.39;431.39;113.4;191.4;129
anonymous teacher 8433260;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";447.62;447.62;;;
anonymous teacher 84337007;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;16;226;77.2;144;90
anonymous teacher 84379746;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;195.5;195.5;;;
anonymous teacher 84408166;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;738.87;738.87;;;
anonymous teacher 84434326;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;148.5;148.5;;;
anonymous teacher 84525803;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;90;;;8
anonymous teacher 84527034;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;362.5;362.5;;;
anonymous teacher 84555972;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1207;1267;34.4;52.8;
anonymous teacher 84673587;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1927.5;1927.5;;;
anonymous teacher 84722321;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";639.37;639.37;;;
anonymous teacher 84820512;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;18;18;;;15
anonymous teacher 84825436;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;608.99;1059.99;273.4;117.8;253.8
anonymous teacher 84865049;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;96.5;96.5;;;
anonymous teacher 84879575;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;2199.5;2229.5;25;16.5;
anonymous teacher 8493260;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;204;204;;;
anonymous teacher 84951049;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";4495.73;4495.73;;;
anonymous teacher 85015285;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;1114.9;1261.9;;;
anonymous teacher 85027948;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1527;1527;;;
anonymous teacher 85046070;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;131.5;131.5;;;
anonymous teacher 85077377;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;3012;3027;35.4;21.6;
anonymous teacher 85114587;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;140.87;140.87;;;
anonymous teacher 85250992;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;863.24;1339.24;391.2;123.6;76.2
anonymous teacher 85251813;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";214.5;214.5;;;
anonymous teacher 85298193;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";190;190;;;
anonymous teacher 85303986;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";1000.46;1030.46;;;19.8
anonymous teacher 85304392;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;524.73;524.73;;;
anonymous teacher 85346946;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;255;255;;;
anonymous teacher 85361292;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";296.36;296.36;;;
anonymous teacher 8536884;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 85370994;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;344.87;344.87;;;
anonymous teacher 85381810;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";186;186;;;
anonymous teacher 85410883;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";36;36;;;
anonymous teacher 85451485;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;1038.07;1083.07;;;
anonymous teacher 85478097;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";3085.5;3085.5;;;
anonymous teacher 85549464;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;719;719;;30;19.8
anonymous teacher 85565171;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";421.62;421.62;;;
anonymous teacher 85607273;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;369;369;;;
anonymous teacher 85653918;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;401;559;120;226;128
anonymous teacher 85659182;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;228.49;228.49;;;
anonymous teacher 85748544;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;3331.25;3346.25;;;
anonymous teacher 85786378;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";387.71;387.71;;30;
anonymous teacher 85818236;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;181;181;;;
anonymous teacher 85830791;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;81;81;;;
anonymous teacher 85863043;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;714.04;1106.74;39.8;19.8;106
anonymous teacher 85878636;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;13.5;13.5;;;
anonymous teacher 85884895;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;745.5;1465.5;30;;30
anonymous teacher 85940812;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;85.88;85.88;;;
anonymous teacher 85953190;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;1383.24;1383.24;;19.8;8.4
anonymous teacher 85955617;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;81;81;;;
anonymous teacher 85979041;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;906.26;906.26;19.8;;49.8
anonymous teacher 85987076;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;85.26;85.26;;;
anonymous teacher 86010208;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";984;984;;;
anonymous teacher 86018965;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 86026136;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";237.5;237.5;;;
anonymous teacher 86094849;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;390;390;;;
anonymous teacher 86096612;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1175;1175;;;34.8
anonymous teacher 86159712;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;70;70;;;
anonymous teacher 86211530;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;64.5;808.5;82.8;231;663.48
anonymous teacher 86213582;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;84;84;0;;
anonymous teacher 86252214;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";321.62;321.62;;;
anonymous teacher 86269466;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;40;40;;;
anonymous teacher 86322411;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;770.25;1168.25;120;98.4;223.6
anonymous teacher 86372370;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;48.6;48.6;;;
anonymous teacher 8638368;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";606;606;;;
anonymous teacher 86396603;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;928.87;928.87;;;
anonymous teacher 86397737;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";151.37;151.37;;;
anonymous teacher 86408196;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;897.19;897.19;;;
anonymous teacher 86442280;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;49.08;49.08;;;
anonymous teacher 86498638;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1338;1338;;;
anonymous teacher 86554715;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;849.09;849.09;;;
anonymous teacher 86623285;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;149.25;149.25;;;
anonymous teacher 86637396;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 86733119;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;150;150;;;
anonymous teacher 86752672;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";546;2396;295.4;188.6;336.08
anonymous teacher 86762924;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;408.1;408.1;;;
anonymous teacher 86769334;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;72;72;;;
anonymous teacher 86772136;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;25.62;25.62;;;
anonymous teacher 86801860;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;274;274;;;
anonymous teacher 86831418;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;388.5;388.5;;;
anonymous teacher 86880975;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;75;75;;;
anonymous teacher 86886322;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;512.25;512.25;;;
anonymous teacher 86888951;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";694;953;;;76
anonymous teacher 86943802;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1572;1572;;;
anonymous teacher 8697228;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;189.62;189.62;;;
anonymous teacher 86977187;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;645;713;;;
anonymous teacher 87024906;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;572.25;612.25;100;;
anonymous teacher 87026049;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;155;155;;;
anonymous teacher 87061688;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;67.5;67.5;;;
anonymous teacher 87093005;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;729.11;829.11;73.96;89.2;120.9
anonymous teacher 87107378;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;244.62;244.62;;;
anonymous teacher 87176722;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 87191783;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;362.75;362.75;;;
anonymous teacher 87212372;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;174;174;;;
anonymous teacher 87245380;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;238;238;;;
anonymous teacher 87252061;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;405;405;;;
anonymous teacher 8731545;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;207.6;207.6;;;
anonymous teacher 87389791;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;542.5;542.5;;8;
anonymous teacher 87396402;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;593.75;593.75;;69.6;8
anonymous teacher 87401189;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1004;1344;107;80;119
anonymous teacher 87453937;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;369;369;;;15
anonymous teacher 8747315;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1112.25;1188.25;;;
anonymous teacher 87490766;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;558;558;;;
anonymous teacher 87510382;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";533.62;533.62;;;
anonymous teacher 87511558;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;110;110;;;
anonymous teacher 87512620;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;378.47;378.47;;;
anonymous teacher 87556431;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";506.25;506.25;;;
anonymous teacher 87626971;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";127.5;127.5;;;
anonymous teacher 87679064;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;282.5;282.5;;;
anonymous teacher 87705333;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;917.03;1594.03;;90;150
anonymous teacher 87730189;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;549.23;649.23;;;
anonymous teacher 87765774;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;103.72;103.72;;;
anonymous teacher 87780257;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1596.92;1596.92;;;
anonymous teacher 87890277;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;180;;19.8;60
anonymous teacher 8796511;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;805.55;805.55;;;
anonymous teacher 87991763;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;248;90;68;60
anonymous teacher 8799636;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;300.12;300.12;;;
anonymous teacher 8799893;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 8800631;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;714;714;;;
anonymous teacher 88025330;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;562.33;652.33;58.6;30;29.28
anonymous teacher 88032680;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;178.5;178.5;;;
anonymous teacher 88040534;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;140;140;;;
anonymous teacher 88103846;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;900.7;1005.7;;;
anonymous teacher 88118535;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";805.5;805.5;;;
anonymous teacher 88205216;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;730.75;730.75;;;4.95
anonymous teacher 88209573;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;462;462;;;
anonymous teacher 88267;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;210.75;210.75;;;
anonymous teacher 88279906;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;64.87;64.87;;;
anonymous teacher 88292031;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;238.51;238.51;;;
anonymous teacher 8832610;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1449;2217;;1;19.8
anonymous teacher 88334882;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1599.99;1599.99;;;16
anonymous teacher 8834805;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;81;81;;;
anonymous teacher 88377427;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;589.58;1085.58;15;7.5;39.6
anonymous teacher 88418433;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;444.74;444.74;;;
anonymous teacher 88436493;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;560;1326;15;60;15
anonymous teacher 88447177;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";239.12;359.12;5.28;;
anonymous teacher 88447981;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;200.37;380.37;60;4;60
anonymous teacher 88475267;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;493.12;493.12;;;
anonymous teacher 88476779;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";465;465;;;
anonymous teacher 88516010;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";280.5;280.5;;;
anonymous teacher 88520636;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;215.25;215.25;;;
anonymous teacher 88538464;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;315;315;;;
anonymous teacher 8856994;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;341.5;341.5;;;
anonymous teacher 88573590;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;771;771;;;
anonymous teacher 8861589;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;974.92;1290.92;173.8;8;60
anonymous teacher 88681774;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;89.99;1034.99;105.15;144.75;2.64
anonymous teacher 88686161;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1;1;;;
anonymous teacher 88690889;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";817.15;817.15;;;
anonymous teacher 88737806;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";544.9;544.9;;;
anonymous teacher 88774955;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;325.83;325.83;;;
anonymous teacher 88781581;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";341;341;;59.4;8.4
anonymous teacher 88797024;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";848.5;848.5;;;
anonymous teacher 88801001;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;1192.85;1222.85;60;;
anonymous teacher 88892543;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;652.44;719.44;90;;
anonymous teacher 88895317;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;28;28;54.8;84;150.2
anonymous teacher 88985416;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 89000695;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;943.45;1347.45;31;25.08;60
anonymous teacher 89052935;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;64.87;64.87;;;
anonymous teacher 89056077;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;634.24;634.24;;;
anonymous teacher 89071484;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 89073645;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;60;60;;;
anonymous teacher 89101209;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";334.41;627.41;60;158;60
anonymous teacher 89104788;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1327.62;1327.62;;;
anonymous teacher 89105776;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;569.25;569.25;;;
anonymous teacher 89125724;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";285.5;285.5;;;
anonymous teacher 89144444;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1513.25;1513.25;;;9.6
anonymous teacher 89237714;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";388.12;388.12;;;
anonymous teacher 89253678;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 89265923;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;715.5;715.5;;;
anonymous teacher 89272061;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;166.11;659.12;68;19.8;90
anonymous teacher 89307730;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;323.63;323.63;;;
anonymous teacher 8930938;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";103.25;103.25;;;
anonymous teacher 89351076;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;30.5;30.5;;;
anonymous teacher 89361952;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;980.55;980.55;;;
anonymous teacher 89367907;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;4099.09;4099.09;;;
anonymous teacher 89368346;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";255.25;255.25;;;
anonymous teacher 89378895;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;480.74;480.74;;;
anonymous teacher 89427210;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;725.31;838.31;461.28;201.2;338
anonymous teacher 89520774;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";435;1451;518;534;354
anonymous teacher 89528610;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;23.75;23.75;;;90
anonymous teacher 89550812;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";643;643;;;
anonymous teacher 89575813;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";742;742;;;
anonymous teacher 89598397;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;517.01;596.01;212;335.4;197.4
anonymous teacher 89601724;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3268.5;3268.5;;;
