country,time,owid_education_idx
arg,2015,65.33333
arg,2016,66
arg,2017,66
arm,1950,49.06667
arm,1955,49.86667
arm,1960,50.73333
arm,1965,54
arm,1970,55.6
arm,1975,58.33333
arm,1980,61.26667
arm,1985,63.86667
arm,1990,67.2
arm,1991,68
arm,1992,68
arm,1993,68.66667
arm,1994,69.33333
arm,1995,69.33333
arm,1996,70
arm,1997,70.66667
arm,1998,71.33333
arm,1999,71.33333
arm,2000,72
arm,2001,71.33333
arm,2002,72
arm,2003,72
arm,2004,72
arm,2005,72.66667
arm,2006,72.66667
arm,2007,73.33333
arm,2008,73.33333
arm,2009,74
arm,2010,74
arm,2011,74.66667
arm,2012,75.33333
arm,2013,76
arm,2014,76.66667
arm,2015,77.33333
arm,2016,78
arm,2017,78
atg,2000,46.66667
atg,2001,59.33333
atg,2002,60
atg,2003,60
atg,2004,60.66667
atg,2005,60.66667
atg,2006,61.33333
atg,2007,61.33333
atg,2008,62
atg,2009,62
atg,2010,61.33333
atg,2011,61.33333
atg,2012,61.33333
atg,2013,61.33333
atg,2014,61.33333
atg,2015,61.33333
atg,2016,61.33333
atg,2017,61.33333
aus,1870,10.73333
aus,1875,11
aus,1880,11.8
aus,1885,13.26667
aus,1890,15.2
aus,1895,17.13333
aus,1900,18.33333
aus,1905,20.46667
aus,1910,22.33333
aus,1915,26.06667
aus,1920,29.53333
aus,1925,32.8
aus,1930,36.93333
aus,1935,41
aus,1940,44.6
aus,1945,48.06667
aus,1950,52.46667
aus,1955,53.66667
aus,1960,55.06667
aus,1965,56.86667
aus,1970,62.33333
aus,1975,66.93333
aus,1980,71.93333
aus,1985,73.46667
aus,1990,74.66667
aus,1991,78.66667
aus,1992,78.66667
aus,1993,78.66667
aus,1994,78.66667
aus,1995,78.66667
aus,1996,78.66667
aus,1997,78.66667
aus,1998,78.66667
aus,1999,79.33333
aus,2000,79.33333
aus,2001,79.33333
aus,2002,78.66667
aus,2003,78.66667
aus,2004,78.66667
aus,2005,78
aus,2006,79.33333
aus,2007,80
aus,2008,82
aus,2009,82
aus,2010,82.66667
aus,2011,83.33333
aus,2012,84
aus,2013,84
aus,2014,84.66667
aus,2015,85.33333
aus,2016,86
aus,2017,86
aut,1870,14.2
aut,1875,14.93333
aut,1880,15.73333
aut,1885,16.2
aut,1890,17.6
aut,1895,19.33333
aut,1900,21.4
aut,1905,23.8
aut,1910,26.26667
aut,1915,28.8
aut,1920,31.46667
aut,1925,34.06667
aut,1930,36.93333
aut,1935,39.66667
aut,1940,41.93333
aut,1945,43.6
aut,1950,42.8
aut,1955,41.2
aut,1960,39.6
aut,1965,46.2
aut,1970,50.86667
aut,1975,53.2
aut,1980,54.66667
aut,1985,56.06667
aut,1990,57.6
aut,1991,58
aut,1992,58
aut,1993,58.66667
aut,1994,58.66667
aut,1995,59.33333
aut,1996,59.33333
aut,1997,59.33333
aut,1998,60
aut,1999,60
aut,2000,60
aut,2001,61.33333
aut,2002,62.66667
aut,2003,64
aut,2004,65.33333
aut,2005,66
aut,2006,67.33333
aut,2007,77.33333
aut,2008,76.66667
aut,2009,78
aut,2010,78.66667
aut,2011,78.66667
aut,2012,78.66667
aut,2013,79.33333
aut,2014,80.66667
aut,2015,80.66667
aut,2016,80.66667
aut,2017,80.66667
aze,1995,68
aze,1996,68.66667
aze,1997,69.33333
aze,1998,70
aze,1999,70
aze,2000,70.66667
aze,2001,70.66667
aze,2002,70.66667
aze,2003,70.66667
aze,2004,70.66667
aze,2005,71.33333
aze,2006,71.33333
aze,2007,68
aze,2008,68
aze,2009,71.33333
aze,2010,71.33333
aze,2011,71.33333
aze,2012,71.33333
aze,2013,72
aze,2014,71.33333
aze,2015,71.33333
aze,2016,71.33333
aze,2017,71.33333
bdi,1950,1.53333
bdi,1955,1.8
bdi,1960,2.53333
bdi,1965,3.53333
bdi,1970,4.46667
bdi,1975,5.8
bdi,1980,7.26667
bdi,1985,8.8
bdi,1990,9.6
bdi,1991,10
bdi,1992,10
bdi,1993,10
bdi,1994,10.66667
bdi,1995,10.66667
bdi,1996,10.66667
bdi,1997,11.33333
bdi,1998,11.33333
bdi,1999,12
bdi,2000,12
bdi,2001,12.66667
bdi,2002,13.33333
bdi,2003,14
bdi,2004,14.66667
bdi,2005,15.33333
bdi,2006,16
bdi,2007,16
bdi,2008,16.66667
bdi,2009,17.33333
bdi,2010,17.33333
bdi,2011,17.33333
bdi,2012,18
bdi,2013,18.66667
bdi,2014,18.66667
bdi,2015,19.33333
bdi,2016,20
bdi,2017,20
bel,1870,15.13333
bel,1875,14.53333
bel,1880,15.93333
bel,1885,17.26667
bel,1890,18.33333
bel,1895,18.13333
bel,1900,17.2
bel,1905,17.4
bel,1910,19.33333
bel,1915,20.26667
bel,1920,21.6
bel,1925,23.4
bel,1930,25.86667
bel,1935,29.06667
bel,1940,32.73333
bel,1945,36.93333
bel,1950,43.46667
bel,1955,45.73333
bel,1960,46.46667
bel,1965,46.66667
bel,1970,47.93333
bel,1975,50.13333
bel,1980,53.66667
bel,1985,57.2
bel,1990,60.66667
bel,1991,63.33333
bel,1992,63.33333
bel,1993,64
bel,1994,64.66667
bel,1995,64.66667
bel,1996,65.33333
bel,1997,65.33333
bel,1998,66
bel,1999,66.66667
bel,2000,66.66667
bel,2001,68
bel,2002,68.66667
bel,2003,69.33333
bel,2004,70
bel,2005,71.33333
bel,2006,74
bel,2007,74
bel,2008,73.33333
bel,2009,74
bel,2010,74
bel,2011,74.66667
bel,2012,74.66667
bel,2013,76
bel,2014,76.66667
bel,2015,78
bel,2016,78.66667
bel,2017,78.66667
ben,1870,0.06667
ben,1875,0.06667
ben,1880,0.06667
ben,1885,0.06667
ben,1890,0.06667
ben,1895,0.06667
ben,1900,0.06667
ben,1905,0.06667
ben,1910,0.13333
ben,1915,0.13333
ben,1920,0.2
ben,1925,0.2
ben,1930,0.93333
ben,1935,1.46667
ben,1940,2
ben,1945,2.53333
ben,1950,2.2
ben,1955,2.66667
ben,1960,3.13333
ben,1965,4.06667
ben,1970,4.2
ben,1975,4.26667
ben,1980,4.33333
ben,1985,7.26667
ben,1990,10.8
ben,1991,11.33333
ben,1992,12
ben,1993,12.66667
ben,1994,13.33333
ben,1995,14
ben,1996,14.66667
ben,1997,15.33333
ben,1998,16
ben,1999,16.66667
ben,2000,17.33333
ben,2001,17.33333
ben,2002,18
ben,2003,18
ben,2004,18
ben,2005,18.66667
ben,2006,18.66667
ben,2007,18.66667
ben,2008,18.66667
ben,2009,18.66667
ben,2010,18.66667
ben,2011,18.66667
ben,2012,20
ben,2013,21.33333
ben,2014,22
ben,2015,23.33333
ben,2016,24
ben,2017,24
bfa,2000,8
bfa,2001,8.66667
bfa,2002,8.66667
bfa,2003,8.66667
bfa,2004,8.66667
bfa,2005,8.66667
bfa,2006,8.66667
bfa,2007,8.66667
bfa,2008,8.66667
bfa,2009,9.33333
bfa,2010,9.33333
bfa,2011,9.33333
bfa,2012,9.33333
bfa,2013,9.33333
bfa,2014,9.33333
bfa,2015,9.33333
bfa,2016,10
bfa,2017,10
bgd,1870,0.06667
bgd,1875,0.06667
bgd,1880,0.13333
bgd,1885,0.13333
bgd,1890,0.13333
bgd,1895,0.2
bgd,1900,0.26667
bgd,1905,0.33333
bgd,1910,1.66667
bgd,1915,2.6
bgd,1920,3.53333
bgd,1925,4.2
bgd,1930,4.86667
bgd,1935,5.33333
bgd,1940,5.73333
bgd,1945,6
bgd,1950,6
bgd,1955,6
bgd,1960,6.06667
bgd,1965,7.2
bgd,1970,7.73333
bgd,1975,7.86667
bgd,1980,13.13333
bgd,1985,16
bgd,1990,18.93333
bgd,1991,19.33333
bgd,1992,20
bgd,1993,20.66667
bgd,1994,21.33333
bgd,1995,22
bgd,1996,23.33333
bgd,1997,24
bgd,1998,25.33333
bgd,1999,26
bgd,2000,27.33333
bgd,2001,28.66667
bgd,2002,28.66667
bgd,2003,29.33333
bgd,2004,30
bgd,2005,30
bgd,2006,30.66667
bgd,2007,31.33333
bgd,2008,32
bgd,2009,32
bgd,2010,32.66667
bgd,2011,34
bgd,2012,34
bgd,2013,34
bgd,2014,34.66667
bgd,2015,34.66667
bgd,2016,34.66667
bgd,2017,38.66667
bgr,1870,6.13333
bgr,1875,6.26667
bgr,1880,6.46667
bgr,1885,6.6
bgr,1890,6.8
bgr,1895,7.86667
bgr,1900,8.86667
bgr,1905,9.66667
bgr,1910,10.53333
bgr,1915,12.93333
bgr,1920,14.8
bgr,1925,16.06667
bgr,1930,17
bgr,1935,17.4
bgr,1940,19.2
bgr,1945,20.4
bgr,1950,20.8
bgr,1955,22.8
bgr,1960,28.2
bgr,1965,28.66667
bgr,1970,36.66667
bgr,1975,41.06667
bgr,1980,48.06667
bgr,1985,54.46667
bgr,1990,56.26667
bgr,1991,59.33333
bgr,1992,60
bgr,1993,60.66667
bgr,1994,61.33333
bgr,1995,62
bgr,1996,62
bgr,1997,62.66667
bgr,1998,62.66667
bgr,1999,63.33333
bgr,2000,63.33333
bgr,2001,66
bgr,2002,66.66667
bgr,2003,67.33333
bgr,2004,67.33333
bgr,2005,68
bgr,2006,69.33333
bgr,2007,70
bgr,2008,70
bgr,2009,70.66667
bgr,2010,70.66667
bgr,2011,71.33333
bgr,2012,72
bgr,2013,72.66667
bgr,2014,72.66667
bgr,2015,78.66667
bgr,2016,78.66667
bgr,2017,78.66667
bhr,1950,6.06667
bhr,1955,6.66667
bhr,1960,7.33333
bhr,1965,8.73333
bhr,1970,12.53333
bhr,1975,18.06667
bhr,1980,27.46667
bhr,1985,35
bhr,1990,40.66667
bhr,1991,42
bhr,1992,43.33333
bhr,1993,44.66667
bhr,1994,46
bhr,1995,48
bhr,1996,49.33333
bhr,1997,50.66667
bhr,1998,52.66667
bhr,1999,54
bhr,2000,55.33333
bhr,2001,56
bhr,2002,56
bhr,2003,56
bhr,2004,56
bhr,2005,56
bhr,2006,56
bhr,2007,56
bhr,2008,56
bhr,2009,56
bhr,2010,56
bhr,2011,57.33333
bhr,2012,58.66667
bhr,2013,60
bhr,2014,60.66667
bhr,2015,62
bhr,2016,62.66667
bhr,2017,62.66667
bhs,2000,72.66667
bhs,2001,72.66667
bhs,2002,72.66667
bhs,2003,72.66667
bhs,2004,72.66667
bhs,2005,72.66667
bhs,2006,72.66667
bhs,2007,72.66667
bhs,2008,72.66667
bhs,2009,72.66667
bhs,2010,72.66667
bhs,2011,73.33333
bhs,2012,74
bhs,2013,74
bhs,2014,74
bhs,2015,74
bhs,2016,74
bhs,2017,74
bih,2000,46.66667
bih,2001,47.33333
bih,2002,48
bih,2003,48
bih,2004,48.66667
bih,2005,49.33333
bih,2006,49.33333
bih,2007,50
bih,2008,50.66667
bih,2009,51.33333
bih,2010,47.33333
bih,2011,48
bih,2012,55.33333
bih,2013,58
bih,2014,61.33333
bih,2015,60
bih,2016,64.66667
bih,2017,64.66667
blr,1995,56.66667
blr,1996,57.33333
blr,1997,58
blr,1998,58.66667
blr,1999,58.66667
blr,2000,59.33333
blr,2001,60
blr,2002,60.66667
blr,2003,60.66667
blr,2004,61.33333
blr,2005,62
blr,2006,66.66667
blr,2007,70.66667
blr,2008,75.33333
blr,2009,79.33333
blr,2010,80
blr,2011,80
blr,2012,80
blr,2013,80
blr,2014,80.66667
blr,2015,81.33333
blr,2016,82
blr,2017,82
blz,1870,1.93333
blz,1875,2.4
blz,1880,2.86667
blz,1885,3.6
blz,1890,4.46667
blz,1895,5.53333
blz,1900,6.8
blz,1905,8.2
blz,1910,13.46667
blz,1915,17.4
blz,1920,21.33333
blz,1925,24.73333
blz,1930,27.66667
blz,1935,30.53333
blz,1940,32.93333
blz,1945,35
blz,1950,44.73333
blz,1955,46.4
blz,1960,47.13333
blz,1965,49.6
blz,1970,48.13333
blz,1975,49.8
blz,1980,47.2
blz,1985,49
blz,1990,54.8
blz,1991,56
blz,1992,57.33333
blz,1993,58.66667
blz,1994,59.33333
blz,1995,60.66667
blz,1996,62
blz,1997,63.33333
blz,1998,64.66667
blz,1999,66
blz,2000,67.33333
blz,2001,67.33333
blz,2002,68
blz,2003,68
blz,2004,68.66667
blz,2005,68.66667
blz,2006,68.66667
blz,2007,69.33333
blz,2008,69.33333
blz,2009,69.33333
blz,2010,70
blz,2011,70
blz,2012,70
blz,2013,70
blz,2014,70
blz,2015,70
blz,2016,70
blz,2017,70
bol,1870,0.33333
bol,1875,0.4
bol,1880,0.46667
bol,1885,0.6
bol,1890,0.73333
bol,1895,0.93333
bol,1900,1.13333
bol,1905,1.4
bol,1910,1.73333
bol,1915,2.13333
bol,1920,2.66667
bol,1925,4.33333
bol,1930,5.73333
bol,1935,7.06667
bol,1940,9.06667
bol,1945,10.73333
bol,1950,12
bol,1955,13.86667
bol,1960,16.8
bol,1965,18.53333
bol,1970,21.8
bol,1975,24.33333
bol,1980,29.8
bol,1985,35.73333
bol,1990,42.73333
bol,1991,43.33333
bol,1992,44.66667
bol,1993,45.33333
bol,1994,46.66667
bol,1995,47.33333
bol,1996,48
bol,1997,48
bol,1998,48.66667
bol,1999,49.33333
bol,2000,49.33333
bol,2001,48.66667
bol,2002,48
bol,2003,47.33333
bol,2004,47.33333
bol,2005,46.66667
bol,2006,48.66667
bol,2007,47.33333
bol,2008,50.66667
bol,2009,52.66667
bol,2010,52
bol,2011,53.33333
bol,2012,55.33333
bol,2013,56
bol,2014,56.66667
bol,2015,58
bol,2016,59.33333
bol,2017,59.33333
bra,1870,0.66667
bra,1875,0.8
bra,1880,1.06667
bra,1885,1.33333
bra,1890,1.6
bra,1895,1.93333
bra,1900,3.13333
bra,1905,4.06667
bra,1910,5.4
bra,1915,6.33333
bra,1920,7.53333
bra,1925,8.4
bra,1930,9.4
bra,1935,10.13333
bra,1940,11.06667
bra,1945,11.66667
bra,1950,13.06667
bra,1955,14.53333
bra,1960,16.6
bra,1965,18.46667
bra,1970,20.6
bra,1975,18.8
bra,1980,19.53333
bra,1985,23.93333
bra,1990,26.93333
bra,1991,26
bra,1992,27.33333
bra,1993,28.66667
bra,1994,30
bra,1995,30.66667
bra,1996,32
bra,1997,33.33333
bra,1998,34.66667
bra,1999,36
bra,2000,37.33333
bra,2001,38.66667
bra,2002,40
bra,2003,41.33333
bra,2004,41.33333
bra,2005,42
bra,2006,42.66667
bra,2007,43.33333
bra,2008,44.66667
bra,2009,45.33333
bra,2010,46
bra,2011,47.33333
bra,2012,48.66667
bra,2013,49.33333
bra,2014,49.33333
bra,2015,50.66667
bra,2016,52
bra,2017,52
brb,1870,4.8
brb,1875,5.66667
brb,1880,6.73333
brb,1885,7.66667
brb,1890,8.6
brb,1895,9.13333
brb,1900,9.6
brb,1905,9.93333
brb,1910,10.86667
brb,1915,12.53333
brb,1920,15.46667
brb,1925,18.53333
brb,1930,21.6
brb,1935,24.26667
brb,1940,26.86667
brb,1945,29.86667
brb,1950,30.26667
brb,1955,31.53333
brb,1960,32.86667
brb,1965,41
brb,1970,52.2
brb,1975,47.4
brb,1980,41.93333
brb,1985,49
brb,1990,53.86667
brb,1991,54.66667
brb,1992,55.33333
brb,1993,56
brb,1994,56.66667
brb,1995,57.33333
brb,1996,57.33333
brb,1997,57.33333
brb,1998,57.33333
brb,1999,58
brb,2000,60
brb,2001,60
brb,2002,60.66667
brb,2003,60.66667
brb,2004,61.33333
brb,2005,61.33333
brb,2006,61.33333
brb,2007,62
brb,2008,62
brb,2009,62
brb,2010,62.66667
brb,2011,66
brb,2012,70
brb,2013,70
brb,2014,70
brb,2015,70
brb,2016,70.66667
brb,2017,70.66667
brn,1950,11.46667
brn,1955,13.26667
brn,1960,15.26667
brn,1965,17.6
brn,1970,23.06667
brn,1975,28.53333
brn,1980,40.66667
brn,1985,44.2
brn,1990,50.06667
brn,1991,50.66667
brn,1992,51.33333
brn,1993,52
brn,1994,53.33333
brn,1995,54
brn,1996,54
brn,1997,54.66667
brn,1998,54.66667
brn,1999,54.66667
brn,2000,55.33333
brn,2001,55.33333
brn,2002,56
brn,2003,56
brn,2004,56
brn,2005,56.66667
brn,2006,56.66667
brn,2007,57.33333
brn,2008,58
brn,2009,58
brn,2010,58.66667
brn,2011,58.66667
brn,2012,59.33333
brn,2013,59.33333
brn,2014,60
brn,2015,60
brn,2016,60.66667
brn,2017,60.66667
btn,2005,15.33333
btn,2006,15.33333
btn,2007,15.33333
btn,2008,15.33333
btn,2009,15.33333
btn,2010,15.33333
btn,2011,15.33333
btn,2012,16.66667
btn,2013,18.66667
btn,2014,20.66667
btn,2015,20.66667
btn,2016,20.66667
btn,2017,20.66667
bwa,1950,8.53333
bwa,1955,8.6
bwa,1960,8.66667
bwa,1965,8.8
bwa,1970,8.93333
bwa,1975,14.73333
bwa,1980,15.26667
bwa,1985,26
bwa,1990,36.8
bwa,1991,38.66667
bwa,1992,40
bwa,1993,41.33333
bwa,1994,43.33333
bwa,1995,44.66667
bwa,1996,46
bwa,1997,47.33333
bwa,1998,48.66667
bwa,1999,49.33333
bwa,2000,50.66667
bwa,2001,51.33333
bwa,2002,52.66667
bwa,2003,53.33333
bwa,2004,54
bwa,2005,55.33333
bwa,2006,56
bwa,2007,56.66667
bwa,2008,57.33333
bwa,2009,58.66667
bwa,2010,59.33333
bwa,2011,59.33333
bwa,2012,60
bwa,2013,60.66667
bwa,2014,61.33333
bwa,2015,61.33333
bwa,2016,62
bwa,2017,62
caf,1950,2.2
caf,1955,2.4
caf,1960,2.73333
caf,1965,3.13333
caf,1970,3.8
caf,1975,5
caf,1980,6.8
caf,1985,9.93333
caf,1990,13.73333
caf,1991,14
caf,1992,14.66667
caf,1993,15.33333
caf,1994,16
caf,1995,16
caf,1996,16.66667
caf,1997,17.33333
caf,1998,18
caf,1999,18.66667
caf,2000,19.33333
caf,2001,19.33333
caf,2002,20
caf,2003,20.66667
caf,2004,21.33333
caf,2005,22
caf,2006,22
caf,2007,22.66667
caf,2008,22.66667
caf,2009,23.33333
caf,2010,24
caf,2011,24.66667
caf,2012,25.33333
caf,2013,26.66667
caf,2014,27.33333
caf,2015,28
caf,2016,28.66667
caf,2017,28.66667
can,1870,16.13333
can,1875,16.93333
can,1880,17.86667
can,1885,18.73333
can,1890,19.8
can,1895,20.73333
can,1900,24.2
can,1905,27.53333
can,1910,30.6
can,1915,33.66667
can,1920,36.4
can,1925,39.26667
can,1930,41.73333
can,1935,44.6
can,1940,46.4
can,1945,48.66667
can,1950,49.26667
can,1955,51.66667
can,1960,53.73333
can,1965,55.46667
can,1970,57.73333
can,1975,61.2
can,1980,65.6
can,1985,65.53333
can,1990,68.53333
can,1991,68.66667
can,1992,69.33333
can,1993,70
can,1994,70.66667
can,1995,70.66667
can,1996,71.33333
can,1997,72
can,1998,72
can,1999,72.66667
can,2000,73.33333
can,2001,74.66667
can,2002,76.66667
can,2003,78
can,2004,80
can,2005,81.33333
can,2006,82
can,2007,82.66667
can,2008,82.66667
can,2009,83.33333
can,2010,84
can,2011,84.66667
can,2012,85.33333
can,2013,86
can,2014,86.66667
can,2015,87.33333
can,2016,87.33333
can,2017,88.66667
che,1870,25.93333
che,1875,27
che,1880,28.13333
che,1885,29.4
che,1890,30.8
che,1895,32.33333
che,1900,34
che,1905,35.4
che,1910,38.53333
che,1915,41.2
che,1920,43.73333
che,1925,46.66667
che,1930,49.2
che,1935,51.66667
che,1940,53.86667
che,1945,56.2
che,1950,57.73333
che,1955,58.66667
che,1960,59.4
che,1965,61.93333
che,1970,65.06667
che,1975,68.93333
che,1980,73.2
che,1985,69.13333
che,1990,67.93333
che,1991,64.66667
che,1992,64.66667
che,1993,64.66667
che,1994,65.33333
che,1995,65.33333
che,1996,67.33333
che,1997,69.33333
che,1998,72
che,1999,74
che,2000,76
che,2001,77.33333
che,2002,78
che,2003,78.66667
che,2004,79.33333
che,2005,80
che,2006,82
che,2007,84
che,2008,86
che,2009,88.66667
che,2010,88.66667
che,2011,88.66667
che,2012,89.33333
che,2013,89.33333
che,2014,89.33333
che,2015,89.33333
che,2016,89.33333
che,2017,89.33333
chl,1870,2.13333
chl,1875,2.6
chl,1880,3.13333
chl,1885,3.73333
chl,1890,4.2
chl,1895,4.6
chl,1900,8.66667
chl,1905,11.4
chl,1910,14.33333
chl,1915,17.66667
chl,1920,20.33333
chl,1925,23.46667
chl,1930,25.8
chl,1935,28.33333
chl,1940,29.66667
chl,1945,30.93333
chl,1950,31.26667
chl,1955,32.6
chl,1960,33.33333
chl,1965,35.33333
chl,1970,38.66667
chl,1975,40
chl,1980,42.66667
chl,1985,48.2
chl,1990,53.46667
chl,1991,54
chl,1992,54.66667
chl,1993,55.33333
chl,1994,55.33333
chl,1995,56
chl,1996,56.66667
chl,1997,57.33333
chl,1998,57.33333
chl,1999,58
chl,2000,58.66667
chl,2001,60
chl,2002,61.33333
chl,2003,62.66667
chl,2004,64
chl,2005,63.33333
chl,2006,63.33333
chl,2007,62.66667
chl,2008,66
chl,2009,66
chl,2010,65.33333
chl,2011,65.33333
chl,2012,66
chl,2013,66
chl,2014,67.33333
chl,2015,68.66667
chl,2016,68.66667
chl,2017,68.66667
chn,1870,0.06667
chn,1875,0.06667
chn,1880,0.06667
chn,1885,0.06667
chn,1890,0.06667
chn,1895,0.06667
chn,1900,0.06667
chn,1905,0.06667
chn,1910,0.13333
chn,1915,0.2
chn,1920,0.33333
chn,1925,0.46667
chn,1930,1
chn,1935,1.6
chn,1940,2.2
chn,1945,3.06667
chn,1950,4.33333
chn,1955,7.26667
chn,1960,10.33333
chn,1965,14.8
chn,1970,18.46667
chn,1975,23.2
chn,1980,27.73333
chn,1985,31.86667
chn,1990,35.6
chn,1991,33.33333
chn,1992,34.66667
chn,1993,35.33333
chn,1994,36.66667
chn,1995,38
chn,1996,38.66667
chn,1997,40
chn,1998,41.33333
chn,1999,42
chn,2000,43.33333
chn,2001,43.33333
chn,2002,44
chn,2003,44.66667
chn,2004,45.33333
chn,2005,46
chn,2006,46
chn,2007,46.66667
chn,2008,46.66667
chn,2009,47.33333
chn,2010,48.66667
chn,2011,49.33333
chn,2012,50
chn,2013,50
chn,2014,50.66667
chn,2015,51.33333
chn,2016,52
chn,2017,52
civ,1870,0.06667
civ,1875,0.06667
civ,1880,0.06667
civ,1885,0.06667
civ,1890,0.06667
civ,1895,0.06667
civ,1900,0.06667
civ,1905,0.13333
civ,1910,0.13333
civ,1915,0.66667
civ,1920,1.06667
civ,1925,1.53333
civ,1930,2
civ,1935,2.46667
civ,1940,2.53333
civ,1945,2.73333
civ,1950,2.86667
civ,1955,3.2
civ,1960,3.53333
civ,1965,4.2
civ,1970,5.06667
civ,1975,6.26667
civ,1980,8.6
civ,1985,11.26667
civ,1990,13.6
civ,1991,14
civ,1992,14.66667
civ,1993,15.33333
civ,1994,16
civ,1995,16.66667
civ,1996,17.33333
civ,1997,18.66667
civ,1998,20
civ,1999,20.66667
civ,2000,22
civ,2001,22
civ,2002,22.66667
civ,2003,23.33333
civ,2004,24
civ,2005,24.66667
civ,2006,25.33333
civ,2007,26
civ,2008,26.66667
civ,2009,27.33333
civ,2010,28
civ,2011,29.33333
civ,2012,30
civ,2013,31.33333
civ,2014,29.33333
civ,2015,33.33333
civ,2016,34
civ,2017,34.66667
cmr,1870,0.06667
cmr,1875,0.06667
cmr,1880,0.06667
