country,time,bwelfr_idea
cod,1989,25.28923
cod,1990,25.13875
cod,1991,25.13875
cod,1992,25.20416
cod,1993,25.32735
cod,1994,25.32735
cod,1995,25.32735
cod,1996,24.88306
cod,1997,24.88306
cod,1998,24.94772
cod,1999,24.94772
cod,2000,26.07267
cod,2001,28.90704
cod,2002,28.90704
cod,2003,28.96504
cod,2004,29.87712
cod,2005,29.73701
cod,2006,29.73701
cod,2007,32.19424
cod,2008,32.94123
cod,2009,33.14689
cod,2010,33.4567
cod,2011,33.4567
cod,2012,36.51899
cod,2013,36.42689
cod,2014,36.48713
cod,2015,36.48713
cod,2016,36.58878
cod,2017,36.58878
cod,2018,39.35418
cod,2019,39.54683
cog,1975,32.48219
cog,1976,33.14097
cog,1977,33.14097
cog,1978,33.3928
cog,1979,33.3928
cog,1980,33.51608
cog,1981,35.50578
cog,1982,35.86244
cog,1983,36.11486
cog,1984,36.11486
cog,1985,36.11486
cog,1986,36.11486
cog,1987,38.18953
cog,1988,38.47127
cog,1989,38.34768
cog,1990,38.12517
cog,1991,36.3528
cog,1992,36.53812
cog,1993,36.63757
cog,1994,36.63757
cog,1995,36.28696
cog,1996,36.43505
cog,1997,33.64067
cog,1998,33.88933
cog,1999,33.88933
cog,2000,34.16021
cog,2001,34.23122
cog,2002,37.15654
cog,2003,37.03836
cog,2004,37.23912
cog,2005,39.66992
cog,2006,39.76754
cog,2007,42.09188
cog,2008,42.48095
cog,2009,42.48095
cog,2010,44.95385
cog,2011,45.47584
cog,2012,45.39321
cog,2013,45.59664
cog,2014,45.59664
cog,2015,46.446
cog,2016,46.35568
cog,2017,48.6846
cog,2018,48.94449
cog,2019,49.15297
col,1975,41.36515
col,1976,41.56204
col,1977,41.66806
col,1978,44.4702
col,1979,44.4702
col,1980,44.64137
col,1981,46.91222
col,1982,47.7713
col,1983,47.7713
col,1984,50.09425
col,1985,50.09425
col,1986,50.63775
col,1987,51.0345
col,1988,53.27111
col,1989,53.27111
col,1990,53.39519
col,1991,53.39519
col,1992,53.81266
col,1993,54.53043
col,1994,54.53043
col,1995,56.8427
col,1996,57.31978
col,1997,57.6014
col,1998,57.49939
col,1999,58.04987
col,2000,58.13199
col,2001,60.32343
col,2002,60.94422
col,2003,60.94422
col,2004,60.94422
col,2005,60.98234
col,2006,61.23545
col,2007,61.45836
col,2008,63.89239
col,2009,63.79474
col,2010,63.99053
col,2011,64.07875
col,2012,64.30675
col,2013,64.40912
col,2014,66.96258
col,2015,66.96258
col,2016,67.36784
col,2017,67.76407
col,2018,67.8891
col,2019,67.7251
cpv,1975,31.55577
cpv,1976,34.73722
cpv,1977,34.73722
cpv,1978,34.94359
cpv,1979,37.86939
cpv,1980,37.76938
cpv,1981,38.20315
cpv,1982,37.99173
cpv,1983,38.40586
cpv,1984,38.40586
cpv,1985,40.92641
cpv,1986,41.12651
cpv,1987,41.52577
cpv,1988,43.66303
cpv,1989,43.47051
cpv,1990,43.37013
cpv,1991,43.4745
cpv,1992,43.87563
cpv,1993,44.44323
cpv,1994,44.44323
cpv,1995,46.62282
cpv,1996,46.62282
cpv,1997,46.76992
cpv,1998,49.29081
cpv,1999,50.02551
cpv,2000,52.45258
cpv,2001,53.29621
cpv,2002,55.51623
cpv,2003,55.64677
cpv,2004,56.43791
cpv,2005,56.37185
cpv,2006,56.47824
cpv,2007,56.57133
cpv,2008,56.47824
cpv,2009,56.47824
cpv,2010,56.60195
cpv,2011,58.74332
cpv,2012,59.4988
cpv,2013,59.4988
cpv,2014,59.41585
cpv,2015,59.41585
cpv,2016,59.98853
cpv,2017,60.17205
cpv,2018,62.27691
cpv,2019,62.25167
cri,1975,49.06078
cri,1976,52.06588
cri,1977,54.41094
cri,1978,57.36012
cri,1979,58.05288
cri,1980,60.46148
cri,1981,61.05714
cri,1982,60.99721
cri,1983,61.55818
cri,1984,61.55818
cri,1985,61.74273
cri,1986,62.27933
cri,1987,62.38283
cri,1988,64.68752
cri,1989,65.05461
cri,1990,65.05461
cri,1991,67.5318
cri,1992,67.5318
cri,1993,67.5318
cri,1994,67.5318
cri,1995,67.61948
cri,1996,67.99276
cri,1997,67.99276
cri,1998,67.99276
cri,1999,67.97499
cri,2000,68.14047
cri,2001,70.7025
cri,2002,70.83052
cri,2003,70.75439
cri,2004,70.83052
cri,2005,71.14145
cri,2006,71.24094
cri,2007,71.42152
cri,2008,71.42152
cri,2009,71.60461
cri,2010,71.60461
cri,2011,74.3874
cri,2012,74.56858
cri,2013,74.56858
cri,2014,74.56858
cri,2015,74.56858
cri,2016,74.5104
cri,2017,74.85642
cri,2018,74.85642
cri,2019,75.23638
cub,1975,59.11512
cub,1976,59.85228
cub,1977,59.72804
cub,1978,61.97925
cub,1979,62.60247
cub,1980,62.83505
cub,1981,62.83505
cub,1982,65.04413
cub,1983,65.15431
cub,1984,65.40048
cub,1985,66.2179
cub,1986,68.18613
cub,1987,68.18613
cub,1988,68.07157
cub,1989,68.21914
cub,1990,70.33359
cub,1991,70.17896
cub,1992,70.0834
cub,1993,69.82558
cub,1994,70.17163
cub,1995,73.12364
cub,1996,73.13943
cub,1997,73.16213
cub,1998,73.19404
cub,1999,73.53592
cub,2000,77.21939
cub,2001,77.68291
cub,2002,77.81791
cub,2003,78.1632
cub,2004,78.3272
cub,2005,78.1632
cub,2006,78.1632
cub,2007,79.3082
cub,2008,82.92758
cub,2009,83.09587
cub,2010,82.92758
cub,2011,83.09587
cub,2012,83.30499
cub,2013,83.24667
cub,2014,83.24667
cub,2015,83.24667
cub,2016,83.24667
cub,2017,83.49832
cub,2018,83.49832
cub,2019,84.28192
cyp,1975,56.46772
cyp,1976,56.68143
cyp,1977,59.15412
cyp,1978,59.37655
cyp,1979,62.01245
cyp,1980,62.11734
cyp,1981,62.34889
cyp,1982,64.7767
cyp,1983,64.7767
cyp,1984,67.5089
cyp,1985,67.80317
cyp,1986,67.62145
cyp,1987,70.05942
cyp,1988,70.00324
cyp,1989,70.05942
cyp,1990,70.38535
cyp,1991,70.9439
cyp,1992,71.01748
cyp,1993,71.01748
cyp,1994,73.90471
cyp,1995,73.90471
cyp,1996,73.8471
cyp,1997,73.8471
cyp,1998,76.57942
cyp,1999,76.85998
cyp,2000,77.62722
cyp,2001,78.86762
cyp,2002,82.43641
cyp,2003,82.43641
cyp,2004,82.8187
cyp,2005,82.80089
cyp,2006,82.80089
cyp,2007,82.8187
cyp,2008,86.86212
cyp,2009,86.99968
cyp,2010,87.01694
cyp,2011,87.5299
cyp,2012,87.51365
cyp,2013,87.49942
cyp,2014,87.49942
cyp,2015,89.54326
cyp,2016,89.54326
cyp,2017,90.62156
cyp,2018,92.39732
cyp,2019,93.21025
cze,1975,64.09834
cze,1976,64.09834
cze,1977,64.02614
cze,1978,64.32621
cze,1979,64.32621
cze,1980,66.85153
cze,1981,66.85153
cze,1982,67.17374
cze,1983,67.09506
cze,1984,67.17374
cze,1985,67.17374
cze,1986,67.17374
cze,1987,67.65576
cze,1988,67.71728
cze,1989,70.48404
cze,1990,70.48404
cze,1991,70.17114
cze,1992,70.03602
cze,1993,73.1503
cze,1994,73.1503
cze,1995,73.59415
cze,1996,77.42322
cze,1997,77.21808
cze,1998,77.52663
cze,1999,81.78339
cze,2000,81.78339
cze,2001,81.95366
cze,2002,82.16682
cze,2003,82.4277
cze,2004,82.7129
cze,2005,87.75752
cze,2006,87.50512
cze,2007,88.72608
cze,2008,88.72608
cze,2009,88.72608
cze,2010,88.72608
cze,2011,88.72608
cze,2012,89.91651
cze,2013,89.91651
cze,2014,89.91651
cze,2015,89.73061
cze,2016,89.91651
cze,2017,89.91651
cze,2018,89.91651
cze,2019,95.84634
deu,1975,61.7206
deu,1976,63.96569
deu,1977,63.96569
deu,1978,64.04721
deu,1979,66.99941
deu,1980,67.06603
deu,1981,67.06603
deu,1982,69.55823
deu,1983,70.059
deu,1984,70.26763
deu,1985,70.35708
deu,1986,70.26763
deu,1987,73.39189
deu,1988,73.61702
deu,1989,73.61702
deu,1990,73.49149
deu,1991,76.53313
deu,1992,77.21679
deu,1993,77.18488
deu,1994,77.34187
deu,1995,77.34187
deu,1996,81.72034
deu,1997,81.55536
deu,1998,82.094
deu,1999,82.094
deu,2000,82.29609
deu,2001,83.80299
deu,2002,84.06695
deu,2003,83.80299
deu,2004,84.61682
deu,2005,84.61682
deu,2006,84.61682
deu,2007,84.92401
deu,2008,84.61682
deu,2009,88.60255
deu,2010,88.60255
deu,2011,92.25446
deu,2012,93.48576
deu,2013,95.26857
deu,2014,93.5179
deu,2015,94.91517
deu,2016,94.91517
deu,2017,94.91517
deu,2018,95.34942
deu,2019,93.48576
dnk,1975,69.89437
dnk,1976,69.89437
dnk,1977,70.56369
dnk,1978,69.89437
dnk,1979,72.78297
dnk,1980,72.91969
dnk,1981,72.91969
dnk,1982,73.32687
dnk,1983,72.65788
dnk,1984,73.47391
dnk,1985,73.20031
dnk,1986,73.71464
dnk,1987,73.84607
dnk,1988,73.84607
dnk,1989,73.71464
dnk,1990,73.98371
dnk,1991,74.11858
dnk,1992,77.36297
dnk,1993,77.36297
dnk,1994,77.17743
dnk,1995,77.36297
dnk,1996,78.1817
dnk,1997,82.15481
dnk,1998,82.15481
dnk,1999,82.15481
dnk,2000,81.92502
dnk,2001,82.94292
dnk,2002,82.94292
dnk,2003,82.94292
dnk,2004,83.5038
dnk,2005,83.79411
dnk,2006,85.09423
dnk,2007,85.37018
dnk,2008,85.09423
dnk,2009,89.29364
dnk,2010,89.29364
dnk,2011,89.29364
dnk,2012,89.29364
dnk,2013,92.47911
dnk,2014,92.47911
dnk,2015,86.42166
dnk,2016,86.64009
dnk,2017,86.64009
dnk,2018,86.92639
dnk,2019,86.92639
dom,1975,36.20905
dom,1976,36.20905
dom,1977,36.3223
dom,1978,38.55209
dom,1979,38.64943
dom,1980,38.74872
dom,1981,39.3266
dom,1982,39.3266
dom,1983,41.54028
dom,1984,41.63253
dom,1985,41.72756
dom,1986,41.72756
dom,1987,43.7584
dom,1988,44.50589
dom,1989,44.5886
dom,1990,44.37116
dom,1991,44.4325
dom,1992,46.4686
dom,1993,47.37622
dom,1994,47.45016
dom,1995,47.45016
dom,1996,49.69816
dom,1997,49.77481
dom,1998,49.96777
dom,1999,50.61308
dom,2000,50.66304
dom,2001,50.72392
dom,2002,50.72392
dom,2003,51.27364
dom,2004,53.98305
dom,2005,54.08945
dom,2006,54.08945
dom,2007,54.62618
dom,2008,54.74424
dom,2009,54.74424
dom,2010,54.91398
dom,2011,54.91398
dom,2012,55.22242
dom,2013,55.63988
dom,2014,55.89631
dom,2015,55.83999
dom,2016,58.89672
dom,2017,59.15856
dom,2018,59.4701
dom,2019,59.73613
dza,1975,21.73622
dza,1976,25.67318
dza,1977,26.01737
dza,1978,26.83661
dza,1979,26.92985
dza,1980,30.35075
dza,1981,30.41279
dza,1982,33.58943
dza,1983,35.99302
dza,1984,38.75061
dza,1985,41.05137
dza,1986,41.12314
dza,1987,43.29073
dza,1988,44.12148
dza,1989,46.37569
dza,1990,46.37569
dza,1991,46.37569
dza,1992,47.26196
dza,1993,47.33745
dza,1994,47.26868
dza,1995,49.70021
dza,1996,49.70021
dza,1997,50.26063
dza,1998,50.48985
dza,1999,50.57364
dza,2000,50.95855
dza,2001,51.05072
dza,2002,51.4306
dza,2003,51.51355
dza,2004,54.61986
dza,2005,54.61986
dza,2006,54.85491
dza,2007,54.95195
dza,2008,57.73854
dza,2009,57.8912
dza,2010,58.03047
dza,2011,58.18829
dza,2012,58.36504
dza,2013,58.36504
dza,2014,58.41678
dza,2015,58.41678
dza,2016,58.5996
dza,2017,61.42328
dza,2018,61.39348
dza,2019,61.39348
ecu,1975,34.23393
ecu,1976,36.54388
ecu,1977,36.81725
ecu,1978,36.81725
ecu,1979,37.07336
ecu,1980,40.13054
ecu,1981,40.13054
ecu,1982,40.13054
ecu,1983,42.1386
ecu,1984,42.86216
ecu,1985,42.75877
ecu,1986,44.90443
ecu,1987,44.90443
ecu,1988,45.7644
ecu,1989,48.01002
ecu,1990,48.01002
ecu,1991,48.4648
ecu,1992,48.74118
ecu,1993,51.13358
ecu,1994,51.78837
ecu,1995,51.72009
ecu,1996,54.59099
ecu,1997,54.86583
ecu,1998,54.80772
ecu,1999,55.31532
ecu,2000,57.83257
ecu,2001,57.79758
ecu,2002,58.01009
ecu,2003,58.31063
ecu,2004,60.68268
ecu,2005,60.68268
ecu,2006,60.68268
ecu,2007,61.03906
ecu,2008,61.65204
ecu,2009,63.90749
ecu,2010,63.93399
ecu,2011,63.93399
ecu,2012,64.22721
ecu,2013,67.04744
ecu,2014,67.16839
ecu,2015,67.16839
ecu,2016,67.16839
ecu,2017,67.28988
ecu,2018,67.37212
ecu,2019,67.14193
egy,1975,23.37451
egy,1976,22.84841
egy,1977,23.26188
egy,1978,23.32415
egy,1979,26.76121
egy,1980,27.12196
egy,1981,27.1361
egy,1982,30.07133
egy,1983,30.33281
egy,1984,33.48354
egy,1985,33.48354
egy,1986,35.83435
egy,1987,36.24923
egy,1988,38.76265
egy,1989,38.74942
egy,1990,38.53646
egy,1991,38.53646
egy,1992,41.06249
egy,1993,41.60156
egy,1994,41.61405
egy,1995,43.89763
egy,1996,43.90789
egy,1997,47.10558
egy,1998,47.18244
egy,1999,47.18244
egy,2000,49.62567
egy,2001,49.93833
egy,2002,49.95175
egy,2003,50.60397
egy,2004,53.11442
egy,2005,53.14039
egy,2006,53.28154
egy,2007,53.30048
egy,2008,53.37204
egy,2009,55.68029
egy,2010,56.39787
egy,2011,56.4157
egy,2012,56.68675
egy,2013,56.69371
egy,2014,58.79231
egy,2015,59.48267
egy,2016,59.42965
egy,2017,59.64566
egy,2018,59.59937
egy,2019,59.61771
eri,1993,30.23585
eri,1994,32.91916
eri,1995,32.91916
eri,1996,35.84857
eri,1997,36.01514
eri,1998,36.15606
eri,1999,38.40948
eri,2000,38.46658
eri,2001,38.93023
eri,2002,39.06511
eri,2003,41.33539
eri,2004,41.83295
eri,2005,42.08011
eri,2006,42.08011
eri,2007,44.39502
eri,2008,45.04644
eri,2009,45.04644
eri,2010,45.04644
eri,2011,45.04644
eri,2012,48.21167
eri,2013,48.19778
eri,2014,48.19778
eri,2015,48.19778
eri,2016,48.35961
eri,2017,48.44222
eri,2018,48.85814
eri,2019,51.26448
esp,1975,60.53724
esp,1976,60.99064
esp,1977,63.81385
esp,1978,63.91882
esp,1979,66.81344
esp,1980,66.81344
esp,1981,67.19961
esp,1982,70.06283
esp,1983,70.35743
esp,1984,70.29408
esp,1985,70.41091
esp,1986,70.49315
esp,1987,74.01752
esp,1988,74.58314
esp,1989,74.58314
esp,1990,74.58314
esp,1991,74.85383
esp,1992,77.77446
esp,1993,77.66296
esp,1994,77.66296
esp,1995,77.66296
esp,1996,79.18926
esp,1997,82.79903
esp,1998,83.02019
esp,1999,83.02019
esp,2000,83.02019
esp,2001,83.02019
esp,2002,83.11082
esp,2003,82.89108
esp,2004,82.89108
esp,2005,82.89108
esp,2006,84.69253
esp,2007,84.69253
esp,2008,89.33065
esp,2009,89.15011
esp,2010,88.84211
esp,2011,89.00631
esp,2012,87.66026
esp,2013,87.51592
esp,2014,87.51592
esp,2015,87.95478
esp,2016,87.95478
esp,2017,88.1126
esp,2018,88.65362
esp,2019,88.17476
est,1991,66.33606
est,1992,66.31458
est,1993,66.38115
est,1994,66.65759
est,1995,66.88097
est,1996,67.22378
est,1997,69.83954
est,1998,69.83954
est,1999,70.21842
est,2000,70.27662
est,2001,73.24495
est,2002,73.24495
est,2003,76.61802
est,2004,76.61802
est,2005,77.24954
est,2006,77.24954
est,2007,81.6119
est,2008,81.65298
est,2009,81.99738
est,2010,82.05913
est,2011,86.7201
est,2012,87.5496
est,2013,88.73859
est,2014,88.73859
est,2015,88.73859
est,2016,88.37751
est,2017,88.73859
est,2018,88.73859
est,2019,88.09334
eth,1975,11.5108
eth,1976,11.5108
eth,1977,11.5108
eth,1978,11.5108
eth,1979,11.5108
eth,1980,11.5108
eth,1981,11.86559
eth,1982,11.86559
eth,1983,11.86559
eth,1984,11.86559
eth,1985,14.85921
eth,1986,14.85921
eth,1987,14.85921
eth,1988,21.87241
eth,1989,21.87241
eth,1990,21.87241
eth,1991,21.65155
eth,1992,21.65155
eth,1993,21.97302
eth,1994,21.97302
eth,1995,25.15817
eth,1996,26.35443
eth,1997,26.35443
eth,1998,26.68403
eth,1999,29.10036
eth,2000,29.10036
eth,2001,29.10036
eth,2002,29.93988
eth,2003,32.28179
eth,2004,32.28179
eth,2005,33.02818
eth,2006,35.03816
eth,2007,36.1243
eth,2008,36.1243
eth,2009,38.89409
eth,2010,38.99584
eth,2011,38.99584
eth,2012,41.82939
eth,2013,41.7529
eth,2014,41.85387
eth,2015,44.13424
eth,2016,44.27713
eth,2017,45.33103
eth,2018,45.41818
eth,2019,45.68904
fin,1975,68.66068
fin,1976,68.81595
fin,1977,69.23484
fin,1978,71.88395
fin,1979,71.73854
fin,1980,72.2654
fin,1981,75.01822
fin,1982,75.39567
fin,1983,75.24288
fin,1984,75.70377
fin,1985,75.24288
fin,1986,75.70377
fin,1987,75.85052
fin,1988,76.08894
fin,1989,76.41269
fin,1990,76.2434
fin,1991,76.4106
fin,1992,80.75884
fin,1993,80.60575
fin,1994,80.48549
fin,1995,80.48549
fin,1996,81.78682
fin,1997,82.02357
fin,1998,82.02357
fin,1999,82.02357
fin,2000,86.35912
fin,2001,86.35912
fin,2002,88.15646
fin,2003,88.15646
fin,2004,88.15646
fin,2005,88.15646
fin,2006,88.30385
fin,2007,88.30385
fin,2008,88.30385
fin,2009,89.15592
fin,2010,89.15592
fin,2011,92.99009
fin,2012,93.55442
fin,2013,93.1635
fin,2014,93.1635
fin,2015,93.55442
fin,2016,93.55442
fin,2017,93.1635
fin,2018,90.98514
fin,2019,90.66104
fra,1975,66.62038
fra,1976,66.62038
fra,1977,66.70073
fra,1978,69.63802
fra,1979,69.7721
fra,1980,69.7721
fra,1981,69.85848
fra,1982,70.54656
fra,1983,70.54656
fra,1984,70.54656
fra,1985,73.17683
fra,1986,73.955
fra,1987,74.05225
fra,1988,74.05225
fra,1989,74.05225
fra,1990,74.12147
fra,1991,75.11654
fra,1992,78.17969
fra,1993,78.17969
fra,1994,78.01893
fra,1995,78.17969
fra,1996,81.6116
fra,1997,83.40074
fra,1998,83.40074
fra,1999,83.40074
fra,2000,84.23023
fra,2001,84.46838
fra,2002,84.46838
fra,2003,84.46838
fra,2004,84.46838
fra,2005,84.46838
fra,2006,85.93965
fra,2007,86.28767
fra,2008,86.63462
fra,2009,86.63462
fra,2010,92.70278
fra,2011,91.56461
fra,2012,91.56461
fra,2013,92.21343
fra,2014,92.21343
fra,2015,92.21343
fra,2016,93.5065
fra,2017,93.5065
fra,2018,93.5065
fra,2019,92.93729
gab,1975,30.96694
gab,1976,30.96694
gab,1977,31.95091
gab,1978,34.37845
gab,1979,34.28287
gab,1980,34.28287
gab,1981,35.26476
gab,1982,35.3581
gab,1983,37.67356
gab,1984,38.32356
gab,1985,38.24227
gab,1986,38.24227
gab,1987,38.36254
gab,1988,39.26005
gab,1989,39.17069
gab,1990,39.16604
gab,1991,39.49842
gab,1992,41.5096
gab,1993,41.5096
gab,1994,41.58706
gab,1995,41.22949
gab,1996,41.31365
gab,1997,41.31365
gab,1998,41.31365
gab,1999,41.52292
gab,2000,41.52292
gab,2001,41.52292
gab,2002,41.16114
gab,2003,43.50019
gab,2004,44.06544
gab,2005,44.06544
gab,2006,44.06544
gab,2007,44.06544
gab,2008,43.97785
gab,2009,46.93109
gab,2010,47.06628
gab,2011,47.15317
gab,2012,47.17891
gab,2013,47.94018
gab,2014,50.2957
gab,2015,50.2957
gab,2016,50.57477
gab,2017,51.25637
gab,2018,51.17488
gab,2019,50.44237
gbr,1975,64.50642
gbr,1976,64.50642
gbr,1977,64.50642
gbr,1978,66.74005
gbr,1979,66.84584
gbr,1980,67.1439
gbr,1981,67.1439
gbr,1982,69.44054
gbr,1983,69.54676
gbr,1984,70.32619
gbr,1985,70.32619
gbr,1986,70.43585
gbr,1987,70.43585
gbr,1988,71.41137
gbr,1989,73.80979
gbr,1990,73.99513
gbr,1991,73.99513
gbr,1992,73.99513
gbr,1993,77.0379
gbr,1994,78.06481
gbr,1995,77.91179
gbr,1996,78.06481
gbr,1997,78.23059
gbr,1998,78.59198
gbr,1999,78.59198
gbr,2000,79.13252
gbr,2001,79.13252
gbr,2002,80.59292
gbr,2003,80.38801
gbr,2004,80.59292
gbr,2005,80.59292
gbr,2006,85.08391
gbr,2007,85.08391
gbr,2008,85.08391
gbr,2009,85.08391
gbr,2010,86.59463
gbr,2011,86.88167
gbr,2012,86.59463
gbr,2013,86.59368
gbr,2014,86.59368
gbr,2015,86.59368
gbr,2016,86.30539
gbr,2017,86.48444
gbr,2018,86.24317
gbr,2019,91.49258
geo,1991,51.8819
geo,1992,50.31406
geo,1993,50.31406
geo,1994,50.31406
geo,1995,50.85229
geo,1996,51.14914
geo,1997,53.46612
geo,1998,53.46612
geo,1999,53.46612
geo,2000,53.30675
geo,2001,55.75228
geo,2002,56.63724
geo,2003,56.91535
geo,2004,59.55194
geo,2005,59.82287
geo,2006,61.92203
geo,2007,61.92203
geo,2008,64.38847
geo,2009,66.86613
geo,2010,67.0732
geo,2011,66.96714
geo,2012,69.66594
geo,2013,69.90851
geo,2014,69.90851
geo,2015,69.82042
geo,2016,70.23305
geo,2017,70.26179
geo,2018,70.5221
geo,2019,72.92047
gha,1975,24.27313
gha,1976,24.01911
gha,1977,27.39708
gha,1978,27.39708
gha,1979,27.39708
gha,1980,27.39708
gha,1981,27.39708
gha,1982,28.46283
gha,1983,28.84125
gha,1984,28.73288
gha,1985,28.73288
gha,1986,31.17391
gha,1987,31.29509
gha,1988,32.14588
gha,1989,32.30246
gha,1990,34.41103
gha,1991,34.60769
gha,1992,34.71773
gha,1993,35.35269
gha,1994,35.35269
gha,1995,35.58534
gha,1996,35.58534
gha,1997,35.66602
gha,1998,37.83592
gha,1999,37.97266
gha,2000,38.10036
gha,2001,38.02793
gha,2002,38.27128
gha,2003,40.51324
gha,2004,41.08612
gha,2005,41.21086
gha,2006,41.26666
gha,2007,41.26666
gha,2008,43.69865
gha,2009,44.27799
gha,2010,44.30765
gha,2011,44.27799
gha,2012,46.78101
gha,2013,46.81445
gha,2014,46.81445
gha,2015,46.99905
gha,2016,50.08061
gha,2017,50.11555
gha,2018,50.30848
gha,2019,50.4137
gin,1975,13.94816
gin,1976,14.22804
gin,1977,14.22804
gin,1978,14.40727
gin,1979,14.52546
gin,1980,14.52546
gin,1981,14.60923
gin,1982,14.52546
gin,1983,14.52546
gin,1984,14.60923
gin,1985,13.1041
gin,1986,17.50446
gin,1987,17.50446
gin,1988,17.54297
gin,1989,17.54297
gin,1990,18.69142
gin,1991,19.27992
gin,1992,19.27992
gin,1993,19.1479
gin,1994,23.14818
gin,1995,22.80356
gin,1996,22.80356
gin,1997,23.22485
gin,1998,23.22485
gin,1999,26.32663
gin,2000,26.69272
gin,2001,26.69272
gin,2002,26.69272
gin,2003,29.32687
gin,2004,29.32687
gin,2005,30.16836
gin,2006,30.2279
gin,2007,32.52019
gin,2008,33.48483
gin,2009,33.56683
gin,2010,33.47647
gin,2011,33.56683
gin,2012,34.21856
gin,2013,34.51153
gin,2014,34.65023
gin,2015,36.81939
gin,2016,37.07422
gin,2017,37.39247
gin,2018,37.39247
gin,2019,37.27442
gmb,1975,19.94194
gmb,1976,19.94194
gmb,1977,19.94194
gmb,1978,19.94194
gmb,1979,19.94194
gmb,1980,24.93395
gmb,1981,25.90737
gmb,1982,25.90737
gmb,1983,26.40494
gmb,1984,26.54008
gmb,1985,27.62754
gmb,1986,30.3539
gmb,1987,30.3539
gmb,1988,30.29173
gmb,1989,30.29173
gmb,1990,30.29842
gmb,1991,32.7443
gmb,1992,33.3909
gmb,1993,33.31643
gmb,1994,33.3127
gmb,1995,33.44149
gmb,1996,33.5495
gmb,1997,35.79146
gmb,1998,35.68421
gmb,1999,36.47359
gmb,2000,36.5426
gmb,2001,36.47359
gmb,2002,38.40319
gmb,2003,38.40319
gmb,2004,38.57947
gmb,2005,39.1985
gmb,2006,39.1985
gmb,2007,41.3102
gmb,2008,41.41769
gmb,2009,41.41769
gmb,2010,41.50715
gmb,2011,41.50715
gmb,2012,41.59695
gmb,2013,44.48231
gmb,2014,44.55
gmb,2015,44.42911
gmb,2016,44.51871
gmb,2017,44.83458
gmb,2018,44.92697
gmb,2019,45.2897
gnb,1975,10.63849
gnb,1976,10.63849
gnb,1977,10.63849
gnb,1978,12.82996
gnb,1979,12.82996
gnb,1980,9.92084
gnb,1981,11.14532
gnb,1982,11.14532
gnb,1983,11.14532
gnb,1984,11.14532
gnb,1985,14.13589
gnb,1986,13.83923
gnb,1987,17.78874
gnb,1988,17.68561
gnb,1989,17.68561
gnb,1990,17.68561
gnb,1991,17.78874
gnb,1992,17.85863
gnb,1993,21.96569
gnb,1994,22.51272
gnb,1995,22.51272
gnb,1996,22.91537
gnb,1997,22.82186
gnb,1998,23.81625
gnb,1999,23.81625
gnb,2000,26.90799
gnb,2001,26.90799
gnb,2002,26.90799
gnb,2003,26.70063
gnb,2004,26.79869
gnb,2005,29.48887
gnb,2006,30.28825
gnb,2007,30.28825
gnb,2008,32.70982
gnb,2009,32.70982
gnb,2010,32.81101
gnb,2011,34.82101
gnb,2012,35.55932
gnb,2013,35.53676
gnb,2014,35.28023
gnb,2015,37.04057
gnb,2016,37.44344
gnb,2017,37.49649
gnb,2018,38.2404
gnb,2019,38.35617
gnq,1975,17.54009
gnq,1976,17.54009
gnq,1977,17.75887
gnq,1978,17.75887
gnq,1979,17.75887
gnq,1980,19.57833
gnq,1981,19.60689
gnq,1982,19.60689
gnq,1983,21.54166
gnq,1984,21.54166
gnq,1985,21.54166
gnq,1986,21.54166
gnq,1987,25.16489
gnq,1988,25.16489
gnq,1989,25.27555
gnq,1990,25.27555
gnq,1991,25.27555
gnq,1992,26.50172
gnq,1993,26.52821
gnq,1994,26.52821
gnq,1995,27.01379
gnq,1996,27.01379
gnq,1997,27.01379
gnq,1998,27.01379
gnq,1999,28.39429
gnq,2000,27.86833
gnq,2001,30.37077
gnq,2002,30.37077
gnq,2003,30.37077
gnq,2004,30.38898
gnq,2005,30.38898
gnq,2006,32.87304
gnq,2007,32.96383
gnq,2008,32.88752
gnq,2009,33.68891
gnq,2010,35.93973
gnq,2011,36.00844
gnq,2012,36.00844
gnq,2013,36.00844
gnq,2014,36.01755
gnq,2015,38.44344
gnq,2016,38.44344
gnq,2017,39.32401
gnq,2018,39.51968
gnq,2019,39.97843
grc,1975,58.7459
grc,1976,59.30136
grc,1977,59.48466
grc,1978,61.59047
grc,1979,61.59047
grc,1980,62.10267
grc,1981,64.50121
grc,1982,64.64418
grc,1983,65.69619
grc,1984,67.91725
grc,1985,67.86279
grc,1986,67.79188
grc,1987,68.64779
grc,1988,71.09639
grc,1989,72.02031
grc,1990,72.02031
grc,1991,72.02031
grc,1992,74.92746
grc,1993,74.92746
grc,1994,74.92746
grc,1995,74.81618
grc,1996,74.81618
grc,1997,79.18137
grc,1998,78.25082
grc,1999,78.25082
grc,2000,78.25082
grc,2001,79.66399
grc,2002,83.46587
grc,2003,83.3835
grc,2004,83.3835
grc,2005,83.3835
grc,2006,83.34539
grc,2007,87.47038
grc,2008,87.47038
grc,2009,87.47038
grc,2010,88.63053
grc,2011,88.71164
grc,2012,88.6919
grc,2013,88.50168
grc,2014,84.54228
grc,2015,84.04479
grc,2016,84.04479
grc,2017,84.50638
grc,2018,84.50638
grc,2019,88.79675
gtm,1975,28.73606
gtm,1976,29.20799
gtm,1977,29.36294
gtm,1978,31.74699
