country,time,cliberties_idea
arm,1992,62.71181
arm,1993,61.17818
arm,1994,59.03445
arm,1995,58.8914
arm,1996,57.57831
arm,1997,58.54701
arm,1998,59.23068
arm,1999,59.90829
arm,2000,58.52685
arm,2001,59.83131
arm,2002,59.53878
arm,2003,59.05247
arm,2004,56.60258
arm,2005,57.47801
arm,2006,57.20667
arm,2007,56.38714
arm,2008,51.31419
arm,2009,53.35414
arm,2010,57.17385
arm,2011,58.45478
arm,2012,58.82461
arm,2013,58.05258
arm,2014,57.52904
arm,2015,57.55879
arm,2016,58.04808
arm,2017,59.49002
arm,2018,64.79404
arm,2019,71.9308
aus,1975,84.94061
aus,1976,84.46986
aus,1977,84.39548
aus,1978,84.3471
aus,1979,82.95109
aus,1980,82.89076
aus,1981,83.75791
aus,1982,83.64163
aus,1983,83.13587
aus,1984,83.44923
aus,1985,84.78539
aus,1986,84.62434
aus,1987,84.90874
aus,1988,84.70881
aus,1989,84.97811
aus,1990,86.5008
aus,1991,86.42705
aus,1992,86.51048
aus,1993,85.44229
aus,1994,85.81916
aus,1995,86.67098
aus,1996,86.2252
aus,1997,84.41197
aus,1998,84.06548
aus,1999,83.73176
aus,2000,84.73866
aus,2001,84.79758
aus,2002,82.75999
aus,2003,83.0008
aus,2004,82.92252
aus,2005,83.16361
aus,2006,83.56881
aus,2007,83.29392
aus,2008,82.51095
aus,2009,84.01957
aus,2010,85.65753
aus,2011,86.34989
aus,2012,86.18071
aus,2013,83.38004
aus,2014,83.69893
aus,2015,84.2099
aus,2016,83.34556
aus,2017,77.74667
aus,2018,78.40043
aus,2019,76.56615
aut,1975,82.13015
aut,1976,85.50297
aut,1977,85.30831
aut,1978,85.54856
aut,1979,85.35782
aut,1980,84.94582
aut,1981,85.28862
aut,1982,83.49324
aut,1983,83.52013
aut,1984,83.92345
aut,1985,84.11959
aut,1986,83.94285
aut,1987,83.79565
aut,1988,83.87784
aut,1989,83.37605
aut,1990,84.49413
aut,1991,84.44926
aut,1992,84.54388
aut,1993,83.7566
aut,1994,83.72676
aut,1995,83.07902
aut,1996,83.39892
aut,1997,83.458
aut,1998,82.67815
aut,1999,83.04202
aut,2000,82.54542
aut,2001,83.08975
aut,2002,82.94664
aut,2003,83.04061
aut,2004,82.86024
aut,2005,83.08961
aut,2006,85.46182
aut,2007,85.15991
aut,2008,84.85885
aut,2009,84.71507
aut,2010,83.98687
aut,2011,84.53273
aut,2012,85.20624
aut,2013,82.60295
aut,2014,82.40177
aut,2015,82.18367
aut,2016,82.26888
aut,2017,80.82591
aut,2018,78.31168
aut,2019,79.90121
aze,1991,45.18373
aze,1992,51.60138
aze,1993,44.25573
aze,1994,40.45953
aze,1995,41.56314
aze,1996,41.05631
aze,1997,41.50892
aze,1998,41.96874
aze,1999,42.37436
aze,2000,42.17065
aze,2001,43.09406
aze,2002,40.99842
aze,2003,39.98325
aze,2004,38.74384
aze,2005,38.34855
aze,2006,38.06989
aze,2007,37.71993
aze,2008,36.5489
aze,2009,36.09458
aze,2010,34.74436
aze,2011,35.03028
aze,2012,35.30566
aze,2013,34.34228
aze,2014,33.90457
aze,2015,33.31564
aze,2016,33.85001
aze,2017,36.02885
aze,2018,32.6767
aze,2019,36.37947
bdi,1975,29.71499
bdi,1976,29.56866
bdi,1977,29.23475
bdi,1978,29.16578
bdi,1979,30.17363
bdi,1980,31.45508
bdi,1981,31.93149
bdi,1982,32.26088
bdi,1983,31.81576
bdi,1984,30.58953
bdi,1985,30.62012
bdi,1986,30.62332
bdi,1987,34.59989
bdi,1988,34.85002
bdi,1989,37.2226
bdi,1990,37.88761
bdi,1991,37.21341
bdi,1992,48.08065
bdi,1993,48.59569
bdi,1994,48.64699
bdi,1995,48.62985
bdi,1996,45.81902
bdi,1997,45.1049
bdi,1998,44.78488
bdi,1999,44.00133
bdi,2000,44.24334
bdi,2001,45.59316
bdi,2002,45.71518
bdi,2003,46.7692
bdi,2004,47.22716
bdi,2005,46.95428
bdi,2006,46.82159
bdi,2007,47.00562
bdi,2008,46.40394
bdi,2009,47.12364
bdi,2010,44.36092
bdi,2011,47.19685
bdi,2012,47.63286
bdi,2013,41.66439
bdi,2014,38.01618
bdi,2015,24.83683
bdi,2016,21.19851
bdi,2017,19.77662
bdi,2018,21.32769
bdi,2019,23.599
bel,1975,80.5644
bel,1976,80.77316
bel,1977,80.63913
bel,1978,80.66105
bel,1979,80.75236
bel,1980,83.49145
bel,1981,83.5292
bel,1982,83.24577
bel,1983,83.1161
bel,1984,83.60359
bel,1985,83.02871
bel,1986,83.04189
bel,1987,83.54841
bel,1988,82.94588
bel,1989,84.45007
bel,1990,86.9367
bel,1991,86.78546
bel,1992,87.08694
bel,1993,87.60036
bel,1994,86.74151
bel,1995,87.29934
bel,1996,87.60738
bel,1997,87.55986
bel,1998,87.29668
bel,1999,86.98607
bel,2000,87.15926
bel,2001,86.97293
bel,2002,87.41806
bel,2003,87.24521
bel,2004,87.18792
bel,2005,87.12435
bel,2006,85.77833
bel,2007,85.63194
bel,2008,87.32121
bel,2009,87.3805
bel,2010,86.78649
bel,2011,87.15121
bel,2012,86.79617
bel,2013,86.01767
bel,2014,85.96811
bel,2015,83.33411
bel,2016,83.36973
bel,2017,83.007
bel,2018,82.8733
bel,2019,82.72571
ben,1975,29.59783
ben,1976,29.83293
ben,1977,29.89226
ben,1978,29.96328
ben,1979,29.77802
ben,1980,30.87097
ben,1981,30.57473
ben,1982,30.8029
ben,1983,31.94308
ben,1984,31.87347
ben,1985,32.08189
ben,1986,30.99275
ben,1987,31.44891
ben,1988,31.2401
ben,1989,34.3821
ben,1990,69.61564
ben,1991,72.64599
ben,1992,78.57027
ben,1993,78.69185
ben,1994,77.74509
ben,1995,77.26449
ben,1996,78.69906
ben,1997,77.59068
ben,1998,78.10271
ben,1999,77.29517
ben,2000,76.98876
ben,2001,77.83384
ben,2002,77.27027
ben,2003,77.33773
ben,2004,77.96411
ben,2005,75.4194
ben,2006,74.89386
ben,2007,72.42228
ben,2008,70.95569
ben,2009,71.6382
ben,2010,72.349
ben,2011,71.85226
ben,2012,72.1886
ben,2013,71.41657
ben,2014,71.96948
ben,2015,73.07619
ben,2016,76.05805
ben,2017,79.05852
ben,2018,76.19972
ben,2019,66.37147
bfa,1975,46.4099
bfa,1976,47.10216
bfa,1977,48.58818
bfa,1978,49.5754
bfa,1979,49.41797
bfa,1980,46.47201
bfa,1981,43.50116
bfa,1982,42.31792
bfa,1983,44.18811
bfa,1984,42.73275
bfa,1985,41.93156
bfa,1986,42.63079
bfa,1987,43.24257
bfa,1988,42.46337
bfa,1989,43.7271
bfa,1990,44.16529
bfa,1991,49.47539
bfa,1992,54.55773
bfa,1993,57.30167
bfa,1994,58.08056
bfa,1995,57.91883
bfa,1996,58.79194
bfa,1997,58.76724
bfa,1998,58.55842
bfa,1999,60.98289
bfa,2000,64.02573
bfa,2001,64.44336
bfa,2002,64.29813
bfa,2003,65.91622
bfa,2004,63.95827
bfa,2005,64.23438
bfa,2006,63.84884
bfa,2007,66.78705
bfa,2008,66.89524
bfa,2009,65.86194
bfa,2010,68.20852
bfa,2011,67.88748
bfa,2012,69.08959
bfa,2013,66.67486
bfa,2014,69.0267
bfa,2015,70.28953
bfa,2016,68.52582
bfa,2017,69.70855
bfa,2018,65.35313
bfa,2019,58.09349
bgd,1975,39.30059
bgd,1976,41.79611
bgd,1977,46.10155
bgd,1978,47.84782
bgd,1979,49.6406
bgd,1980,50.88478
bgd,1981,51.80948
bgd,1982,41.2328
bgd,1983,40.30315
bgd,1984,41.51895
bgd,1985,41.02004
bgd,1986,45.04237
bgd,1987,43.9437
bgd,1988,44.46995
bgd,1989,44.34418
bgd,1990,41.79443
bgd,1991,53.62185
bgd,1992,53.37449
bgd,1993,53.1949
bgd,1994,52.93661
bgd,1995,54.08894
bgd,1996,53.88869
bgd,1997,54.21149
bgd,1998,53.92264
bgd,1999,54.30023
bgd,2000,52.1151
bgd,2001,52.74012
bgd,2002,50.04933
bgd,2003,49.74694
bgd,2004,49.85114
bgd,2005,50.49458
bgd,2006,49.09222
bgd,2007,43.15305
bgd,2008,44.40608
bgd,2009,47.78195
bgd,2010,48.26553
bgd,2011,49.01625
bgd,2012,47.70932
bgd,2013,46.82553
bgd,2014,46.56827
bgd,2015,43.35831
bgd,2016,43.04197
bgd,2017,40.12991
bgd,2018,40.50424
bgd,2019,40.46161
bgr,1975,22.39689
bgr,1976,22.28064
bgr,1977,22.37411
bgr,1978,22.348
bgr,1979,22.39166
bgr,1980,23.42469
bgr,1981,22.74551
bgr,1982,23.35334
bgr,1983,23.76673
bgr,1984,23.23948
bgr,1985,23.42309
bgr,1986,23.25708
bgr,1987,23.78488
bgr,1988,24.11115
bgr,1989,26.38162
bgr,1990,68.45388
bgr,1991,72.5526
bgr,1992,72.97088
bgr,1993,71.19459
bgr,1994,71.67037
bgr,1995,70.42661
bgr,1996,71.20382
bgr,1997,71.57434
bgr,1998,70.2467
bgr,1999,72.14801
bgr,2000,72.22144
bgr,2001,72.5589
bgr,2002,73.44966
bgr,2003,73.37595
bgr,2004,74.24108
bgr,2005,73.36445
bgr,2006,73.26467
bgr,2007,74.22605
bgr,2008,73.52057
bgr,2009,72.92002
bgr,2010,73.21757
bgr,2011,71.79941
bgr,2012,71.46525
bgr,2013,64.8176
bgr,2014,67.27988
bgr,2015,66.05012
bgr,2016,66.18499
bgr,2017,65.59794
bgr,2018,64.52569
bgr,2019,64.44561
bhr,1975,38.03532
bhr,1976,31.91128
bhr,1977,32.03418
bhr,1978,32.09168
bhr,1979,31.87259
bhr,1980,31.34675
bhr,1981,31.54094
bhr,1982,30.69187
bhr,1983,30.49967
bhr,1984,29.74954
bhr,1985,29.2921
bhr,1986,30.96526
bhr,1987,29.98924
bhr,1988,30.3851
bhr,1989,30.92489
bhr,1990,29.56416
bhr,1991,29.98654
bhr,1992,29.7694
bhr,1993,30.69478
bhr,1994,30.05536
bhr,1995,29.42206
bhr,1996,30.21431
bhr,1997,30.16438
bhr,1998,29.88933
bhr,1999,31.61619
bhr,2000,37.35217
bhr,2001,44.57605
bhr,2002,46.40221
bhr,2003,46.62386
bhr,2004,46.07188
bhr,2005,45.04026
bhr,2006,45.01884
bhr,2007,45.26768
bhr,2008,45.86643
bhr,2009,45.21958
bhr,2010,42.31619
bhr,2011,25.01018
bhr,2012,25.19934
bhr,2013,24.33209
bhr,2014,24.896
bhr,2015,22.20355
bhr,2016,21.34302
bhr,2017,18.70861
bhr,2018,18.49736
bhr,2019,23.44993
bih,1992,39.05331
bih,1993,39.14031
bih,1994,38.94119
bih,1995,39.89938
bih,1996,54.4056
bih,1997,56.58027
bih,1998,58.46478
bih,1999,60.25635
bih,2000,65.26489
bih,2001,65.28625
bih,2002,66.09271
bih,2003,66.90676
bih,2004,66.14024
bih,2005,66.26262
bih,2006,65.83969
bih,2007,65.09298
bih,2008,64.956
bih,2009,64.63899
bih,2010,64.65217
bih,2011,64.32747
bih,2012,65.11831
bih,2013,63.54166
bih,2014,62.88864
bih,2015,62.67695
bih,2016,62.07623
bih,2017,61.85118
bih,2018,58.27881
bih,2019,57.37302
blr,1991,59.23195
blr,1992,63.9801
blr,1993,63.49019
blr,1994,62.74459
blr,1995,57.42341
blr,1996,50.34075
blr,1997,47.98728
blr,1998,47.63139
blr,1999,43.52881
blr,2000,40.33943
blr,2001,39.51536
blr,2002,38.67417
blr,2003,38.50203
blr,2004,38.24876
blr,2005,38.02029
blr,2006,35.67128
blr,2007,35.92575
blr,2008,37.17292
blr,2009,36.73375
blr,2010,35.69298
blr,2011,35.64082
blr,2012,35.02138
blr,2013,36.81215
blr,2014,36.7741
blr,2015,37.94364
blr,2016,40.11721
blr,2017,41.62182
blr,2018,41.37324
blr,2019,40.916
bol,1975,22.61428
bol,1976,23.06244
bol,1977,22.90252
bol,1978,27.1459
bol,1979,38.21033
bol,1980,23.49772
bol,1981,26.35084
bol,1982,47.39094
bol,1983,64.88644
bol,1984,65.80722
bol,1985,64.56049
bol,1986,63.12971
bol,1987,63.93085
bol,1988,66.60207
bol,1989,66.12641
bol,1990,67.68573
bol,1991,69.98065
bol,1992,70.3267
bol,1993,68.67189
bol,1994,69.83181
bol,1995,69.66586
bol,1996,70.28497
bol,1997,70.17953
bol,1998,69.3188
bol,1999,68.30584
bol,2000,68.22504
bol,2001,67.85372
bol,2002,69.33339
bol,2003,67.14196
bol,2004,70.70433
bol,2005,69.64511
bol,2006,66.02579
bol,2007,67.18911
bol,2008,65.06371
bol,2009,67.71693
bol,2010,66.78339
bol,2011,65.64768
bol,2012,65.13547
bol,2013,65.26616
bol,2014,63.74681
bol,2015,64.58607
bol,2016,61.88613
bol,2017,63.62553
bol,2018,62.92688
bol,2019,55.16043
bra,1975,29.26186
bra,1976,32.9888
bra,1977,33.02109
bra,1978,32.77447
bra,1979,37.66329
bra,1980,39.96307
bra,1981,41.49799
bra,1982,41.22711
bra,1983,41.22916
bra,1984,41.60091
bra,1985,51.32506
bra,1986,57.99658
bra,1987,58.42422
bra,1988,69.8184
bra,1989,74.36645
bra,1990,79.91768
bra,1991,81.5835
bra,1992,81.81813
bra,1993,81.56958
bra,1994,81.9003
bra,1995,83.53791
bra,1996,84.16369
bra,1997,82.45031
bra,1998,84.20589
bra,1999,81.94614
bra,2000,82.37659
bra,2001,80.45733
bra,2002,81.27109
bra,2003,80.46825
bra,2004,82.05181
bra,2005,84.39027
bra,2006,84.76309
bra,2007,83.53552
bra,2008,83.00732
bra,2009,83.37548
bra,2010,84.17117
bra,2011,84.29573
bra,2012,81.94962
bra,2013,78.80316
bra,2014,76.24839
bra,2015,78.40997
bra,2016,68.24258
bra,2017,66.83713
bra,2018,63.09283
bra,2019,57.12997
brb,1975,71.74541
brb,1976,72.03881
brb,1977,72.13365
brb,1978,72.04698
brb,1979,72.13564
brb,1980,73.89158
brb,1981,73.79766
brb,1982,73.82225
brb,1983,73.85999
brb,1984,73.72887
brb,1985,73.65177
brb,1986,73.91022
brb,1987,73.75618
brb,1988,73.86849
brb,1989,73.88122
brb,1990,74.15091
brb,1991,73.43371
brb,1992,73.99541
brb,1993,74.22912
brb,1994,74.28886
brb,1995,74.31511
brb,1996,74.32688
brb,1997,74.17224
brb,1998,74.16102
brb,1999,74.11301
brb,2000,72.44855
brb,2001,73.60219
brb,2002,75.1764
brb,2003,75.21579
brb,2004,74.3539
brb,2005,76.36936
brb,2006,75.83742
brb,2007,76.34482
brb,2008,74.41839
brb,2009,75.78497
brb,2010,75.87671
brb,2011,75.46384
brb,2012,75.42463
brb,2013,75.38025
brb,2014,75.18458
brb,2015,74.23547
brb,2016,73.72775
brb,2017,78.37948
brb,2018,77.13331
brb,2019,76.76785
bwa,1975,68.22459
bwa,1976,69.28246
bwa,1977,69.30184
bwa,1978,68.91565
bwa,1979,69.39561
bwa,1980,69.7405
bwa,1981,72.74238
bwa,1982,71.24288
bwa,1983,71.94509
bwa,1984,71.631
bwa,1985,71.56744
bwa,1986,71.30147
bwa,1987,71.68701
bwa,1988,72.32332
bwa,1989,72.46782
bwa,1990,72.36341
bwa,1991,72.07631
bwa,1992,72.29768
bwa,1993,72.11376
bwa,1994,72.12825
bwa,1995,72.33968
bwa,1996,72.82083
bwa,1997,71.93996
bwa,1998,71.74409
bwa,1999,72.02505
bwa,2000,71.49962
bwa,2001,71.56472
bwa,2002,71.94397
bwa,2003,71.46394
bwa,2004,71.56213
bwa,2005,70.79606
bwa,2006,72.13639
bwa,2007,71.8084
bwa,2008,70.59611
bwa,2009,72.00299
bwa,2010,71.77126
bwa,2011,71.60467
bwa,2012,71.81134
bwa,2013,70.05549
bwa,2014,69.47214
bwa,2015,68.95913
bwa,2016,69.19852
bwa,2017,66.50273
bwa,2018,68.08191
bwa,2019,65.42073
caf,1975,26.44262
caf,1976,25.34381
caf,1977,25.19119
caf,1978,25.05617
caf,1979,28.1141
caf,1980,47.32179
caf,1981,46.72898
caf,1982,37.52615
caf,1983,37.95934
caf,1984,37.66183
caf,1985,38.16955
caf,1986,38.55204
caf,1987,37.99386
caf,1988,38.80229
caf,1989,37.76048
caf,1990,40.87151
caf,1991,44.52535
caf,1992,47.05411
caf,1993,47.51196
caf,1994,51.11233
caf,1995,50.31758
caf,1996,48.41752
caf,1997,48.33154
caf,1998,50.70542
caf,1999,48.75894
caf,2000,49.4593
caf,2001,48.99406
caf,2002,48.69144
caf,2003,48.20123
caf,2004,46.83551
caf,2005,46.46724
caf,2006,46.45468
caf,2007,47.42824
caf,2008,47.68185
caf,2009,47.62193
caf,2010,48.35593
caf,2011,46.80802
caf,2012,46.23894
caf,2013,38.05598
caf,2014,41.53849
caf,2015,46.13641
caf,2016,51.17521
caf,2017,51.22132
caf,2018,52.33289
caf,2019,47.84329
can,1975,77.74779
can,1976,77.75541
can,1977,77.97217
can,1978,77.85066
can,1979,77.78136
can,1980,78.2234
can,1981,78.5153
can,1982,80.00541
can,1983,79.78008
can,1984,81.29381
can,1985,80.71337
can,1986,80.91422
can,1987,80.79303
can,1988,81.16557
can,1989,80.94844
can,1990,81.11889
can,1991,80.9022
can,1992,80.81323
can,1993,81.04974
can,1994,80.79103
can,1995,81.09322
can,1996,81.32362
can,1997,83.20997
can,1998,82.05544
can,1999,82.85363
can,2000,82.79494
can,2001,81.88184
can,2002,80.91982
can,2003,80.91607
can,2004,80.93587
can,2005,80.41969
can,2006,80.58552
can,2007,80.84676
can,2008,80.4869
can,2009,80.96738
can,2010,81.09404
can,2011,81.06605
can,2012,81.7861
can,2013,83.02333
can,2014,82.80822
can,2015,81.22573
can,2016,82.977
can,2017,79.96322
can,2018,79.62313
can,2019,84.57652
che,1975,75.30432
che,1976,75.62989
che,1977,75.47544
che,1978,75.53457
che,1979,75.53865
che,1980,77.24823
che,1981,78.52425
che,1982,78.47567
che,1983,78.46425
che,1984,78.27153
che,1985,78.29791
che,1986,78.64497
che,1987,78.2546
che,1988,78.6044
che,1989,79.68856
che,1990,83.98304
che,1991,85.97994
che,1992,85.45554
che,1993,85.02523
che,1994,85.16207
che,1995,86.30043
che,1996,87.12023
che,1997,86.99564
che,1998,87.04947
che,1999,87.40609
che,2000,87.40219
che,2001,87.37332
che,2002,87.21269
che,2003,87.82732
che,2004,88.04811
che,2005,87.51409
che,2006,87.3061
che,2007,86.77149
che,2008,86.71851
che,2009,86.50802
che,2010,86.42246
che,2011,86.07409
che,2012,86.14509
che,2013,86.56251
che,2014,86.30424
che,2015,86.60276
che,2016,86.91181
che,2017,87.15103
che,2018,87.45807
che,2019,82.37736
chl,1975,17.1043
chl,1976,17.13815
chl,1977,18.4655
chl,1978,17.65109
chl,1979,18.32871
chl,1980,20.91922
chl,1981,21.86623
chl,1982,22.23566
chl,1983,24.50559
chl,1984,22.20366
chl,1985,25.4372
chl,1986,25.24431
chl,1987,26.48346
chl,1988,30.01773
chl,1989,38.19212
chl,1990,78.03617
chl,1991,81.79561
chl,1992,81.20617
chl,1993,81.40759
chl,1994,81.85413
chl,1995,83.52713
chl,1996,84.07726
chl,1997,82.76306
chl,1998,83.41222
chl,1999,84.25444
chl,2000,86.51245
chl,2001,86.19063
chl,2002,86.66278
chl,2003,86.16219
chl,2004,88.9783
chl,2005,87.9161
chl,2006,88.37179
chl,2007,88.54591
chl,2008,88.67865
chl,2009,88.69644
chl,2010,87.36326
chl,2011,86.22102
chl,2012,87.63458
chl,2013,89.62478
chl,2014,90.72182
chl,2015,88.11414
chl,2016,87.72307
chl,2017,87.7872
chl,2018,82.98676
chl,2019,72.26483
chn,1975,6.85495
chn,1976,6.70634
chn,1977,10.85428
chn,1978,17.80842
chn,1979,26.83368
chn,1980,30.6761
chn,1981,30.85248
chn,1982,30.87233
chn,1983,30.7921
chn,1984,31.0478
chn,1985,30.33884
chn,1986,31.575
chn,1987,32.14789
chn,1988,31.17968
chn,1989,27.95322
chn,1990,25.64209
chn,1991,26.20383
chn,1992,27.31802
chn,1993,29.14046
chn,1994,28.93616
chn,1995,29.72503
chn,1996,29.80275
chn,1997,29.63557
chn,1998,29.84663
chn,1999,29.44724
chn,2000,29.05318
chn,2001,29.38192
chn,2002,29.82224
chn,2003,29.14487
chn,2004,29.87007
chn,2005,30.00547
chn,2006,29.98435
chn,2007,29.46816
chn,2008,29.79243
chn,2009,29.13805
chn,2010,29.60726
chn,2011,29.29991
chn,2012,29.14326
chn,2013,27.54245
chn,2014,27.61694
chn,2015,25.68661
chn,2016,26.24234
chn,2017,25.36524
chn,2018,24.19933
chn,2019,23.30834
civ,1975,44.569
civ,1976,44.41558
civ,1977,44.75376
civ,1978,44.60306
civ,1979,44.57226
civ,1980,44.74115
civ,1981,45.23991
civ,1982,45.07642
civ,1983,45.05448
civ,1984,45.36141
civ,1985,46.02925
civ,1986,45.83
civ,1987,45.83309
civ,1988,44.97048
civ,1989,45.84759
civ,1990,51.42073
civ,1991,53.22628
civ,1992,51.88869
civ,1993,52.6183
civ,1994,55.29634
civ,1995,55.37848
civ,1996,55.44971
civ,1997,56.76489
civ,1998,55.30657
civ,1999,53.60971
civ,2000,59.23168
civ,2001,59.75624
civ,2002,59.22399
civ,2003,57.18669
civ,2004,57.45525
civ,2005,55.01889
civ,2006,55.96295
civ,2007,56.30165
civ,2008,55.64931
civ,2009,54.59962
civ,2010,53.87841
civ,2011,51.33228
civ,2012,57.16639
civ,2013,58.7013
civ,2014,58.73563
civ,2015,58.69462
civ,2016,57.81514
civ,2017,55.7338
civ,2018,58.47731
civ,2019,55.28675
cmr,1975,27.79695
cmr,1976,28.21821
cmr,1977,28.12716
cmr,1978,28.15705
cmr,1979,28.0843
cmr,1980,31.36425
cmr,1981,30.43213
cmr,1982,35.47371
cmr,1983,37.38393
cmr,1984,37.87687
cmr,1985,37.56098
cmr,1986,37.83007
cmr,1987,38.27592
cmr,1988,37.93797
cmr,1989,38.12453
cmr,1990,44.2125
cmr,1991,48.48798
cmr,1992,50.01618
cmr,1993,52.41128
cmr,1994,52.6261
cmr,1995,52.62846
cmr,1996,53.10204
cmr,1997,53.42175
cmr,1998,54.50125
cmr,1999,54.35591
cmr,2000,54.87052
cmr,2001,53.87467
cmr,2002,54.27591
cmr,2003,54.10801
cmr,2004,53.72444
cmr,2005,54.30685
cmr,2006,55.17555
cmr,2007,54.99465
cmr,2008,53.63471
cmr,2009,54.01482
cmr,2010,52.9512
cmr,2011,53.49504
cmr,2012,53.52249
cmr,2013,50.1945
cmr,2014,50.46844
cmr,2015,49.71791
cmr,2016,44.10092
cmr,2017,41.77994
cmr,2018,40.86987
cmr,2019,43.40366
cod,1975,22.8271
cod,1976,23.25457
cod,1977,23.67119
cod,1978,23.93163
cod,1979,23.90029
cod,1980,23.97436
cod,1981,24.14578
cod,1982,24.09961
cod,1983,23.68732
cod,1984,23.77704
cod,1985,24.13337
cod,1986,24.16595
cod,1987,23.94844
cod,1988,23.74114
cod,1989,23.71398
cod,1990,32.31776
cod,1991,36.16295
cod,1992,35.76658
cod,1993,35.93263
cod,1994,35.74835
cod,1995,35.86892
cod,1996,36.05949
cod,1997,34.33306
cod,1998,40.93438
cod,1999,40.90717
cod,2000,41.06571
cod,2001,40.95151
cod,2002,41.13224
cod,2003,41.20314
cod,2004,40.92357
cod,2005,40.83234
cod,2006,40.59441
cod,2007,41.23667
cod,2008,41.21052
cod,2009,40.52071
cod,2010,41.57642
cod,2011,41.31442
cod,2012,42.75835
cod,2013,42.43305
cod,2014,42.86119
cod,2015,42.03243
cod,2016,37.1277
cod,2017,37.64059
cod,2018,38.84116
cod,2019,43.12248
cog,1975,25.29716
cog,1976,25.68189
cog,1977,25.59335
cog,1978,26.49376
cog,1979,26.63429
cog,1980,27.05257
cog,1981,27.65585
cog,1982,27.89946
cog,1983,27.5069
cog,1984,27.01464
cog,1985,26.33966
cog,1986,26.89089
cog,1987,26.27636
cog,1988,26.37946
cog,1989,26.69871
cog,1990,37.55383
cog,1991,51.34575
cog,1992,51.48902
cog,1993,50.92268
cog,1994,51.75637
cog,1995,52.39112
cog,1996,51.18654
cog,1997,38.53562
cog,1998,39.27513
cog,1999,38.80514
cog,2000,40.04811
cog,2001,39.24776
cog,2002,39.13081
cog,2003,38.62789
cog,2004,38.46651
cog,2005,39.23496
cog,2006,39.36563
cog,2007,38.53455
cog,2008,38.53375
cog,2009,36.13487
cog,2010,38.23892
cog,2011,37.80585
cog,2012,37.60264
cog,2013,34.63869
cog,2014,33.91752
cog,2015,32.48319
cog,2016,30.7348
cog,2017,33.51483
cog,2018,33.73698
cog,2019,34.551
col,1975,47.39486
col,1976,47.66866
col,1977,47.61335
col,1978,41.24434
col,1979,40.6974
col,1980,40.7322
col,1981,43.15673
col,1982,46.0058
col,1983,50.74097
col,1984,51.52581
col,1985,50.37822
col,1986,50.02481
col,1987,49.62569
col,1988,49.39259
col,1989,48.47575
col,1990,47.39754
col,1991,54.50514
col,1992,56.7316
col,1993,55.04169
col,1994,55.93782
col,1995,55.43266
col,1996,55.13947
col,1997,55.82968
col,1998,55.92837
col,1999,55.32934
col,2000,56.57748
col,2001,54.864
col,2002,53.6798
col,2003,55.04183
col,2004,55.3771
col,2005,55.48651
col,2006,54.81807
col,2007,55.81262
col,2008,56.67222
col,2009,58.10717
col,2010,58.53781
col,2011,64.53161
col,2012,64.91825
col,2013,65.67139
col,2014,65.96899
col,2015,65.10863
col,2016,65.42959
col,2017,65.49183
col,2018,59.83672
col,2019,55.09153
cpv,1975,44.69088
cpv,1976,53.50415
cpv,1977,53.57159
cpv,1978,52.73754
cpv,1979,52.39843
cpv,1980,53.56012
cpv,1981,53.26124
cpv,1982,53.37336
cpv,1983,53.9367
cpv,1984,53.96136
cpv,1985,54.04086
cpv,1986,54.38725
cpv,1987,54.85337
cpv,1988,57.79207
cpv,1989,57.54331
cpv,1990,64.83505
cpv,1991,70.16704
cpv,1992,79.51575
cpv,1993,80.51444
cpv,1994,78.66734
cpv,1995,78.52047
cpv,1996,79.86219
cpv,1997,79.76657
cpv,1998,78.80966
cpv,1999,80.1264
cpv,2000,80.12212
cpv,2001,79.68609
cpv,2002,79.92776
cpv,2003,80.40627
cpv,2004,80.5191
cpv,2005,80.15396
cpv,2006,80.18492
cpv,2007,81.00032
cpv,2008,81.146
cpv,2009,80.94295
cpv,2010,81.22685
cpv,2011,81.1312
cpv,2012,81.31013
cpv,2013,79.81895
cpv,2014,79.82323
cpv,2015,80.53328
cpv,2016,80.76245
cpv,2017,80.29675
cpv,2018,79.15633
cpv,2019,78.70083
cri,1975,75.55644
cri,1976,75.74256
cri,1977,76.10815
cri,1978,77.21376
cri,1979,77.34147
cri,1980,85.64385
cri,1981,84.76176
cri,1982,85.22317
cri,1983,85.35699
cri,1984,84.62391
cri,1985,85.3252
cri,1986,86.24174
cri,1987,85.59851
cri,1988,87.25928
cri,1989,87.24347
cri,1990,86.71535
cri,1991,85.06466
cri,1992,86.31232
cri,1993,86.19344
cri,1994,85.28728
cri,1995,86.33262
cri,1996,86.29981
cri,1997,86.39787
cri,1998,86.23947
cri,1999,86.38429
cri,2000,86.2377
cri,2001,83.51534
cri,2002,85.22747
cri,2003,85.00419
cri,2004,84.88908
cri,2005,86.61742
cri,2006,86.70714
cri,2007,87.05594
cri,2008,85.45603
cri,2009,86.09625
cri,2010,88.46494
cri,2011,88.34221
cri,2012,89.29578
cri,2013,87.11589
cri,2014,88.21239
cri,2015,87.52202
cri,2016,87.39623
cri,2017,83.95736
cri,2018,80.14101
cri,2019,81.12364
cub,1975,15.98178
cub,1976,16.01663
cub,1977,15.83038
cub,1978,15.77035
cub,1979,15.74803
cub,1980,16.81988
cub,1981,17.5369
cub,1982,17.22867
cub,1983,16.82855
cub,1984,16.89341
cub,1985,16.85397
cub,1986,16.74435
cub,1987,16.70364
