country,time,mmr_ihme
mng,2005,86.929
mng,2006,77.123
mng,2007,69.774
mng,2008,64.78
mng,2009,64.177
mng,2010,60.525
mng,2011,58.576
mng,2012,56.463
mng,2013,53.425
mng,2014,50.561
mng,2015,48.631
mng,2016,48.589
mng,2017,49.199
mng,2018,49.397
mng,2019,49.519
moz,1990,275.603
moz,1991,256.933
moz,1992,241.995
moz,1993,225.334
moz,1994,212.831
moz,1995,208.378
moz,1996,204.654
moz,1997,199.521
moz,1998,188.484
moz,1999,178.647
moz,2000,169.343
moz,2001,158.796
moz,2002,156.98
moz,2003,155.107
moz,2004,156.869
moz,2005,164.405
moz,2006,170.879
moz,2007,182.242
moz,2008,192.401
moz,2009,201.937
moz,2010,211.08
moz,2011,212.044
moz,2012,210.662
moz,2013,209.384
moz,2014,208.586
moz,2015,203.59
moz,2016,198.896
moz,2017,194.212
moz,2018,188.604
moz,2019,182.588
mrt,1990,787.418
mrt,1991,777.625
mrt,1992,773.989
mrt,1993,771.501
mrt,1994,755.623
mrt,1995,723.02
mrt,1996,709.8
mrt,1997,688.456
mrt,1998,679.236
mrt,1999,658.42
mrt,2000,650.737
mrt,2001,643.277
mrt,2002,626.292
mrt,2003,605.312
mrt,2004,598.38
mrt,2005,582.653
mrt,2006,571.568
mrt,2007,545.377
mrt,2008,524.187
mrt,2009,524.377
mrt,2010,511.151
mrt,2011,507.213
mrt,2012,511.068
mrt,2013,508.288
mrt,2014,492.041
mrt,2015,488.729
mrt,2016,482.148
mrt,2017,488.983
mrt,2018,473.016
mrt,2019,453.624
mus,1990,68.33
mus,1991,68.691
mus,1992,55.607
mus,1993,42.333
mus,1994,67.913
mus,1995,62.558
mus,1996,45.578
mus,1997,50.417
mus,1998,34.53
mus,1999,39.266
mus,2000,26.475
mus,2001,31.333
mus,2002,15.536
mus,2003,31.738
mus,2004,29.564
mus,2005,35.403
mus,2006,35.222
mus,2007,45.277
mus,2008,50.069
mus,2009,62.45
mus,2010,44.392
mus,2011,47.908
mus,2012,63.184
mus,2013,61.802
mus,2014,60.358
mus,2015,48.562
mus,2016,55.968
mus,2017,65.628
mus,2018,54.219
mus,2019,51.201
mwi,1990,294.058
mwi,1991,276.004
mwi,1992,265.823
mwi,1993,262.181
mwi,1994,265.972
mwi,1995,266.292
mwi,1996,262.301
mwi,1997,260.833
mwi,1998,265.252
mwi,1999,263.933
mwi,2000,258.503
mwi,2001,251.009
mwi,2002,249.873
mwi,2003,251.684
mwi,2004,252.313
mwi,2005,246.213
mwi,2006,240.86
mwi,2007,240.626
mwi,2008,243.484
mwi,2009,245.246
mwi,2010,246.816
mwi,2011,241.539
mwi,2012,234.576
mwi,2013,228.734
mwi,2014,223.338
mwi,2015,218.621
mwi,2016,219.207
mwi,2017,216.643
mwi,2018,213.671
mwi,2019,208.474
mys,1990,97.2
mys,1991,93.288
mys,1992,90.22
mys,1993,87.389
mys,1994,81.019
mys,1995,81.7
mys,1996,76.36
mys,1997,75.486
mys,1998,72.261
mys,1999,78.199
mys,2000,66.89
mys,2001,63.476
mys,2002,61.372
mys,2003,60.891
mys,2004,58.741
mys,2005,57.7
mys,2006,55.78
mys,2007,54.245
mys,2008,54.027
mys,2009,55.842
mys,2010,53.052
mys,2011,50.119
mys,2012,50.003
mys,2013,47.471
mys,2014,49.196
mys,2015,51.743
mys,2016,50.29
mys,2017,48.568
mys,2018,47.396
mys,2019,46.959
nam,1990,203.193
nam,1991,195.437
nam,1992,187.2
nam,1993,175.675
nam,1994,175.518
nam,1995,170.984
nam,1996,166.906
nam,1997,169.494
nam,1998,173.472
nam,1999,190.697
nam,2000,203.671
nam,2001,205.698
nam,2002,214.664
nam,2003,206.283
nam,2004,191.88
nam,2005,188.594
nam,2006,179.083
nam,2007,177.046
nam,2008,168.201
nam,2009,164.434
nam,2010,158.693
nam,2011,147.889
nam,2012,139.554
nam,2013,128.778
nam,2014,129.807
nam,2015,130.332
nam,2016,129.57
nam,2017,126.648
nam,2018,125.607
nam,2019,121.588
ner,1990,368.819
ner,1991,363.859
ner,1992,372.98
ner,1993,383.661
ner,1994,379.535
ner,1995,380.91
ner,1996,365.709
ner,1997,365.188
ner,1998,364.815
ner,1999,366
ner,2000,363.05
ner,2001,369.548
ner,2002,366.592
ner,2003,370.317
ner,2004,360.912
ner,2005,360.887
ner,2006,352.089
ner,2007,348.758
ner,2008,335.333
ner,2009,336.584
ner,2010,336.095
ner,2011,337.619
ner,2012,331.659
ner,2013,327.244
ner,2014,324.971
ner,2015,319.379
ner,2016,318.362
ner,2017,315.564
ner,2018,310.817
ner,2019,301.901
nga,1990,275.007
nga,1991,278.221
nga,1992,280.973
nga,1993,282.426
nga,1994,285.392
nga,1995,278.968
nga,1996,281.571
nga,1997,286.404
nga,1998,293.599
nga,1999,299.414
nga,2000,298.012
nga,2001,302.275
nga,2002,307.576
nga,2003,309.704
nga,2004,312.766
nga,2005,312.292
nga,2006,307.734
nga,2007,303.041
nga,2008,292.787
nga,2009,290.179
nga,2010,286.698
nga,2011,287.393
nga,2012,282.478
nga,2013,273.785
nga,2014,265.184
nga,2015,254.844
nga,2016,250.22
nga,2017,244.808
nga,2018,237.324
nga,2019,229.848
nic,1990,82.981
nic,1991,91.283
nic,1992,91.19
nic,1993,98.088
nic,1994,90.973
nic,1995,84.338
nic,1996,87.479
nic,1997,81.975
nic,1998,82.27
nic,1999,75.63
nic,2000,72.73
nic,2001,74.929
nic,2002,74.447
nic,2003,68.811
nic,2004,69.534
nic,2005,69.162
nic,2006,57.984
nic,2007,60.728
nic,2008,58.805
nic,2009,57.712
nic,2010,52.762
nic,2011,53.249
nic,2012,51.185
nic,2013,49.744
nic,2014,51.306
nic,2015,45.115
nic,2016,46.668
nic,2017,43.66
nic,2018,41.196
nic,2019,40.073
nld,1990,10.309
nld,1991,9.691
nld,1992,11.265
nld,1993,11.343
nld,1994,10.018
nld,1995,10.508
nld,1996,13.161
nld,1997,10.411
nld,1998,13.016
nld,1999,10.859
nld,2000,10.781
nld,2001,9.24
nld,2002,11.023
nld,2003,6.209
nld,2004,7.145
nld,2005,8.485
nld,2006,8.534
nld,2007,5.861
nld,2008,5.191
nld,2009,5.204
nld,2010,3.476
nld,2011,3.287
nld,2012,3.767
nld,2013,3.71
nld,2014,3.562
nld,2015,3.666
nld,2016,3.939
nld,2017,3.97
nld,2018,3.823
nld,2019,3.81
nor,1990,6.107
nor,1991,8.786
nor,1992,7.927
nor,1993,4.683
nor,1994,2.104
nor,1995,5.385
nor,1996,2.685
nor,1997,3.081
nor,1998,6.222
nor,1999,7.312
nor,2000,4.269
nor,2001,5.643
nor,2002,6.01
nor,2003,8.704
nor,2004,1.846
nor,2005,4.304
nor,2006,7.068
nor,2007,6.415
nor,2008,4.982
nor,2009,2.934
nor,2010,4.587
nor,2011,4.143
nor,2012,2.584
nor,2013,3.186
nor,2014,3.122
nor,2015,2.109
nor,2016,1.111
nor,2017,0.987
nor,2018,1.522
nor,2019,1.618
npl,1990,494.411
npl,1991,481.969
npl,1992,467.534
npl,1993,455.828
npl,1994,434.406
npl,1995,426.912
npl,1996,414.506
npl,1997,386.309
npl,1998,366.231
npl,1999,349.487
npl,2000,339.233
npl,2001,328.78
npl,2002,313.749
npl,2003,298.399
npl,2004,300.137
npl,2005,301.886
npl,2006,308.167
npl,2007,320.455
npl,2008,322.551
npl,2009,327.818
npl,2010,339.584
npl,2011,350.486
npl,2012,339.95
npl,2013,330.693
npl,2014,320.25
npl,2015,316.09
npl,2016,307.434
npl,2017,297.998
npl,2018,286.779
npl,2019,274.6
nru,1990,136.48
nru,1991,139.125
nru,1992,142.524
nru,1993,141.848
nru,1994,148.308
nru,1995,154.162
nru,1996,161.552
nru,1997,169.687
nru,1998,176.242
nru,1999,179.558
nru,2000,182.577
nru,2001,187.811
nru,2002,186.975
nru,2003,187.012
nru,2004,186.676
nru,2005,185.548
nru,2006,182.871
nru,2007,180.394
nru,2008,176.349
nru,2009,173.216
nru,2010,167.486
nru,2011,161.818
nru,2012,157.201
nru,2013,150.884
nru,2014,143.613
nru,2015,137.643
nru,2016,132.194
nru,2017,128.07
nru,2018,125.16
nru,2019,122.443
nzl,1990,10.524
nzl,1991,13.685
nzl,1992,10.763
nzl,1993,16.608
nzl,1994,12.226
nzl,1995,12.177
nzl,1996,11.32
nzl,1997,7.815
nzl,1998,10.568
nzl,1999,9.858
nzl,2000,11.008
nzl,2001,7.651
nzl,2002,13.145
nzl,2003,9.741
nzl,2004,8.745
nzl,2005,9.665
nzl,2006,12.292
nzl,2007,16.383
nzl,2008,11.152
nzl,2009,15.09
nzl,2010,10.543
nzl,2011,11.399
nzl,2012,11.478
nzl,2013,12.743
nzl,2014,8.189
nzl,2015,10.586
nzl,2016,10.35
nzl,2017,10.305
nzl,2018,9.819
nzl,2019,9.705
omn,1990,58.373
omn,1991,53.522
omn,1992,54.138
omn,1993,53.082
omn,1994,56.645
omn,1995,57.167
omn,1996,55.729
omn,1997,53.168
omn,1998,50.18
omn,1999,47.083
omn,2000,43.962
omn,2001,41.237
omn,2002,38.999
omn,2003,37.195
omn,2004,35.548
omn,2005,34.847
omn,2006,35.446
omn,2007,30.66
omn,2008,28.355
omn,2009,29.042
omn,2010,29.324
omn,2011,27.603
omn,2012,25.542
omn,2013,23.608
omn,2014,22.169
omn,2015,21.319
omn,2016,20.694
omn,2017,19.832
omn,2018,18.664
omn,2019,18.123
pak,1990,244.749
pak,1991,251.787
pak,1992,262.368
pak,1993,270.191
pak,1994,280.593
pak,1995,291.27
pak,1996,291.95
pak,1997,292.292
pak,1998,288.5
pak,1999,286.939
pak,2000,289.869
pak,2001,292.988
pak,2002,294.901
pak,2003,294.941
pak,2004,292.323
pak,2005,287.248
pak,2006,284.403
pak,2007,276.843
pak,2008,276.139
pak,2009,272.721
pak,2010,270.431
pak,2011,266.99
pak,2012,262.893
pak,2013,265.119
pak,2014,264.816
pak,2015,261.045
pak,2016,259.636
pak,2017,256.126
pak,2018,247.343
pak,2019,239.968
pan,1990,61.284
pan,1991,58.134
pan,1992,59.608
pan,1993,55.968
pan,1994,54.398
pan,1995,57.924
pan,1996,60.193
pan,1997,56.199
pan,1998,62.872
pan,1999,61.962
pan,2000,60.618
pan,2001,68.535
pan,2002,68.755
pan,2003,68.887
pan,2004,57.835
pan,2005,77.043
pan,2006,73.062
pan,2007,75.012
pan,2008,73.924
pan,2009,60.142
pan,2010,71.979
pan,2011,87.156
pan,2012,80.584
pan,2013,75.756
pan,2014,76.024
pan,2015,70.598
pan,2016,68.291
pan,2017,69.926
pan,2018,70.777
pan,2019,70.04
per,1990,224.567
per,1991,211.765
per,1992,232.738
per,1993,235.206
per,1994,250.779
per,1995,249.434
per,1996,221.816
per,1997,217.248
per,1998,203.648
per,1999,181.368
per,2000,179.764
per,2001,157.429
per,2002,152.148
per,2003,150.886
per,2004,133.914
per,2005,130.606
per,2006,120.78
per,2007,101.789
per,2008,103.74
per,2009,119.724
per,2010,119.346
per,2011,116.564
per,2012,109.957
per,2013,101.703
per,2014,94.379
per,2015,75.872
per,2016,76.173
per,2017,74.941
per,2018,73.972
per,2019,73.569
phl,1990,105.013
phl,1991,99.078
phl,1992,97.41
phl,1993,95.597
phl,1994,92.184
phl,1995,89.189
phl,1996,87.354
phl,1997,84.834
phl,1998,84.794
phl,1999,82.177
phl,2000,84.239
phl,2001,85.483
phl,2002,84.618
phl,2003,83.104
phl,2004,83.561
phl,2005,83.308
phl,2006,81.464
phl,2007,79.893
phl,2008,80.068
phl,2009,79.575
phl,2010,78.007
phl,2011,76.029
phl,2012,74.962
phl,2013,74.744
phl,2014,73.582
phl,2015,74.357
phl,2016,73.455
phl,2017,73.267
phl,2018,71.49
phl,2019,69.565
plw,1990,115.374
plw,1991,115.898
plw,1992,116.459
plw,1993,117.923
plw,1994,119.022
plw,1995,119.31
plw,1996,119.242
plw,1997,120.179
plw,1998,121.248
plw,1999,122.466
plw,2000,120.4
plw,2001,120.028
plw,2002,119.715
plw,2003,118.39
plw,2004,122.446
plw,2005,125.179
plw,2006,124.013
plw,2007,122.387
plw,2008,120.951
plw,2009,120.172
plw,2010,119.714
plw,2011,120.548
plw,2012,121.371
plw,2013,122.714
plw,2014,123.22
plw,2015,123.452
plw,2016,124.327
plw,2017,125.228
plw,2018,125.537
plw,2019,125.16
png,1990,312.771
png,1991,315.235
png,1992,314.257
png,1993,305.828
png,1994,298.673
png,1995,295.951
png,1996,297.681
png,1997,297.15
png,1998,302.941
png,1999,307.634
png,2000,300.975
png,2001,298.542
png,2002,301.173
png,2003,299.624
png,2004,299.493
png,2005,300.843
png,2006,297.343
png,2007,297.645
png,2008,290.998
png,2009,283.488
png,2010,281.268
png,2011,272.855
png,2012,256.299
png,2013,248.056
png,2014,244.784
png,2015,247.026
png,2016,238.411
png,2017,235.29
png,2018,235.026
png,2019,230.447
pol,1990,18.911
pol,1991,18.603
pol,1992,16.8
pol,1993,17.553
pol,1994,17.846
pol,1995,14.875
pol,1996,10.225
pol,1997,10.845
pol,1998,9.623
pol,1999,8.267
pol,2000,9.691
pol,2001,6.475
pol,2002,6.997
pol,2003,5.652
pol,2004,5.97
pol,2005,4.601
pol,2006,4.514
pol,2007,4.561
pol,2008,5.494
pol,2009,4.065
pol,2010,3.885
pol,2011,3.605
pol,2012,3.117
pol,2013,3.448
pol,2014,3.699
pol,2015,3.119
pol,2016,3.52
pol,2017,3.768
pol,2018,3.755
pol,2019,3.727
prk,1990,128.307
prk,1991,123.418
prk,1992,119.163
prk,1993,116.462
prk,1994,114.298
prk,1995,118.046
prk,1996,113.098
prk,1997,113.369
prk,1998,113.17
prk,1999,113.344
prk,2000,117.715
prk,2001,116.386
prk,2002,113.602
prk,2003,106.664
prk,2004,103.34
prk,2005,99.787
prk,2006,96.358
prk,2007,92.196
prk,2008,88.289
prk,2009,83.923
prk,2010,79.55
prk,2011,75.504
prk,2012,71.351
prk,2013,67.236
prk,2014,63.628
prk,2015,60.327
prk,2016,57.468
prk,2017,54.966
prk,2018,52.907
prk,2019,51.168
prt,1990,13.297
prt,1991,14.803
prt,1992,12.443
prt,1993,10.369
prt,1994,12.171
prt,1995,11.112
prt,1996,9.239
prt,1997,10.474
prt,1998,12.398
prt,1999,8.097
prt,2000,6.018
prt,2001,7.5
prt,2002,9.182
prt,2003,8.394
prt,2004,7.925
prt,2005,2.849
prt,2006,3.205
prt,2007,6.649
prt,2008,6.391
prt,2009,8.191
prt,2010,9.2
prt,2011,6.97
prt,2012,6.32
prt,2013,7.169
prt,2014,7.587
prt,2015,6.626
prt,2016,7.228
prt,2017,6.02
prt,2018,6.289
prt,2019,6.204
pry,1990,126.93
pry,1991,115.565
pry,1992,119.297
pry,1993,120.597
pry,1994,115.066
pry,1995,116.704
pry,1996,118.956
pry,1997,115.88
pry,1998,116.031
pry,1999,119.04
pry,2000,126.934
pry,2001,129.133
pry,2002,133.53
pry,2003,138.608
pry,2004,147.129
pry,2005,133.156
pry,2006,124.912
pry,2007,114.514
pry,2008,114.83
pry,2009,109.91
pry,2010,100.225
pry,2011,93.548
pry,2012,88.607
pry,2013,87.256
pry,2014,80.029
pry,2015,78.833
pry,2016,87.773
pry,2017,88.393
pry,2018,89.02
pry,2019,89.939
pse,1990,34.833
pse,1991,33.144
pse,1992,31.258
pse,1993,29.33
pse,1994,27.374
pse,1995,25.713
pse,1996,24.29
pse,1997,23.085
pse,1998,21.94
pse,1999,21.112
pse,2000,20.915
pse,2001,20.657
pse,2002,21.063
pse,2003,21.559
pse,2004,22.646
pse,2005,23.621
pse,2006,24.893
pse,2007,25.738
pse,2008,26.572
pse,2009,25.85
pse,2010,23.634
pse,2011,22.057
pse,2012,21.38
pse,2013,20.125
pse,2014,17.393
pse,2015,16.613
pse,2016,17.053
pse,2017,16.943
pse,2018,16.41
pse,2019,15.852
qat,1990,76.841
qat,1991,80.26
qat,1992,76.862
qat,1993,66.129
qat,1994,74.462
qat,1995,85.835
qat,1996,72.825
qat,1997,59.958
qat,1998,51.983
qat,1999,44.772
qat,2000,42.937
qat,2001,44.452
qat,2002,42.005
qat,2003,35.456
qat,2004,34.378
qat,2005,36.217
qat,2006,38.509
qat,2007,45.161
qat,2008,40.087
qat,2009,36.588
qat,2010,34.613
qat,2011,31.18
qat,2012,29.457
qat,2013,28.724
qat,2014,27.977
qat,2015,30.073
qat,2016,24.081
qat,2017,23.571
qat,2018,22.811
qat,2019,22.701
rou,1990,70.58
rou,1991,69.054
rou,1992,68.043
rou,1993,61.373
rou,1994,64.941
rou,1995,58.078
rou,1996,53.494
rou,1997,50.947
rou,1998,48.431
rou,1999,44.335
rou,2000,36.607
rou,2001,35.967
rou,2002,27.454
rou,2003,32.273
rou,2004,25.768
rou,2005,21.426
rou,2006,19.316
rou,2007,18.564
rou,2008,16.671
rou,2009,23.164
rou,2010,24.569
rou,2011,22.455
rou,2012,16.377
rou,2013,16.533
rou,2014,15.652
rou,2015,16.617
rou,2016,12.556
rou,2017,14.407
rou,2018,15.08
rou,2019,15.101
rus,1990,50.17
rus,1991,53.776
rus,1992,55.454
rus,1993,59.458
rus,1994,62.419
rus,1995,60.015
rus,1996,53.887
rus,1997,50.849
rus,1998,47.035
rus,1999,48.777
rus,2000,43.742
rus,2001,40.306
rus,2002,36.958
rus,2003,35.127
rus,2004,29.28
rus,2005,30.744
rus,2006,26.736
rus,2007,23.951
rus,2008,23.624
rus,2009,22.741
rus,2010,19.616
rus,2011,17.524
rus,2012,14.666
rus,2013,13.909
rus,2014,13.55
rus,2015,12.524
rus,2016,12.023
rus,2017,10.693
rus,2018,11.91
rus,2019,12.321
rwa,1990,474.505
rwa,1991,474.993
rwa,1992,448.949
rwa,1993,423.928
rwa,1994,430.08
rwa,1995,444.882
rwa,1996,453.69
rwa,1997,467.094
rwa,1998,483.7
rwa,1999,483.157
rwa,2000,477.054
rwa,2001,461.639
rwa,2002,455.604
rwa,2003,449.221
rwa,2004,440.391
rwa,2005,414.71
rwa,2006,387.817
rwa,2007,366.802
rwa,2008,348.135
rwa,2009,319.896
rwa,2010,304.138
rwa,2011,281.33
rwa,2012,271.26
rwa,2013,250.81
rwa,2014,242.541
rwa,2015,243.762
rwa,2016,244.158
rwa,2017,241.927
rwa,2018,239.553
rwa,2019,234.069
sau,1990,62.433
sau,1991,61.346
sau,1992,59.282
sau,1993,57.298
sau,1994,55.687
sau,1995,54.316
sau,1996,53.007
sau,1997,51.514
sau,1998,49.695
sau,1999,48.74
sau,2000,47.848
sau,2001,46.997
sau,2002,46.672
sau,2003,48.38
sau,2004,48.685
sau,2005,52.766
sau,2006,56.009
sau,2007,58.239
sau,2008,60.011
sau,2009,60.483
sau,2010,61.351
sau,2011,60.471
sau,2012,59.45
sau,2013,58.969
sau,2014,58.473
sau,2015,57.391
sau,2016,56.681
sau,2017,55.654
sau,2018,54.61
sau,2019,53.425
sdn,1990,289.745
sdn,1991,278.113
sdn,1992,272.905
sdn,1993,266.82
sdn,1994,261.716
sdn,1995,257.152
sdn,1996,251.867
sdn,1997,247.322
sdn,1998,244.687
sdn,1999,243.371
sdn,2000,245.473
sdn,2001,246.828
sdn,2002,248.628
sdn,2003,247.548
sdn,2004,247.25
sdn,2005,245.905
sdn,2006,243.241
sdn,2007,240.056
sdn,2008,237.774
sdn,2009,235.142
sdn,2010,232.141
sdn,2011,228.512
sdn,2012,226.152
sdn,2013,222.99
sdn,2014,219.017
sdn,2015,213.62
sdn,2016,209.944
sdn,2017,206.868
sdn,2018,202.102
sdn,2019,195.663
sen,1990,377.794
sen,1991,375.578
sen,1992,374.349
sen,1993,382.379
sen,1994,385.528
sen,1995,375.521
sen,1996,361.802
sen,1997,350.827
sen,1998,347.973
sen,1999,340.495
sen,2000,321.265
sen,2001,382.782
sen,2002,379.987
sen,2003,367.266
sen,2004,385.474
sen,2005,393.454
sen,2006,382.321
sen,2007,384.74
sen,2008,389.453
sen,2009,401.32
sen,2010,370.493
sen,2011,378.243
sen,2012,379.582
sen,2013,391.146
sen,2014,405.665
sen,2015,404.584
sen,2016,408.321
sen,2017,401.967
sen,2018,385.75
sen,2019,375.17
sgp,1990,7.308
sgp,1991,5.437
sgp,1992,5.759
sgp,1993,6.933
sgp,1994,6.246
sgp,1995,5.044
sgp,1996,4.569
sgp,1997,4.941
sgp,1998,9.737
sgp,1999,7.809
sgp,2000,11.225
sgp,2001,7.527
sgp,2002,8.15
sgp,2003,7.336
sgp,2004,5.048
sgp,2005,8.061
sgp,2006,7.836
sgp,2007,6.424
sgp,2008,5.351
sgp,2009,4.515
sgp,2010,3.353
sgp,2011,4.294
sgp,2012,2.469
sgp,2013,2.275
sgp,2014,2.478
sgp,2015,3.892
sgp,2016,3.755
sgp,2017,2.195
sgp,2018,2.609
sgp,2019,2.797
slb,1990,290.567
slb,1991,291.371
slb,1992,289.625
slb,1993,287.628
slb,1994,285.938
slb,1995,283.573
slb,1996,283.006
slb,1997,284.339
slb,1998,286.532
slb,1999,289.127
slb,2000,295.741
slb,2001,303.199
slb,2002,309.452
slb,2003,315.103
slb,2004,318.934
slb,2005,319.63
slb,2006,321.593
slb,2007,319.725
slb,2008,307.475
slb,2009,311.712
slb,2010,307.673
slb,2011,310.794
slb,2012,308.274
slb,2013,305.612
slb,2014,303.519
slb,2015,299.867
slb,2016,293.71
slb,2017,286.44
slb,2018,280.086
slb,2019,276.464
sle,1990,411.422
sle,1991,410.968
sle,1992,409.388
sle,1993,401.419
sle,1994,402.629
sle,1995,407.342
sle,1996,415.033
sle,1997,439.203
sle,1998,451.243
sle,1999,462.202
sle,2000,465.898
sle,2001,476.518
sle,2002,480.885
sle,2003,492.697
sle,2004,506.867
sle,2005,520.418
sle,2006,523.924
sle,2007,541.863
sle,2008,538.465
sle,2009,549.016
sle,2010,562.287
sle,2011,552.667
sle,2012,544.121
sle,2013,533.451
sle,2014,527.188
sle,2015,511.823
sle,2016,508.656
sle,2017,506.131
sle,2018,502.021
sle,2019,489.807
slv,1990,183.936
slv,1991,165.434
slv,1992,155.337
slv,1993,144.04
slv,1994,131.915
slv,1995,105.438
slv,1996,97.942
slv,1997,87.885
slv,1998,79.715
slv,1999,66.236
slv,2000,54.261
slv,2001,39.311
slv,2002,43.924
slv,2003,46.98
slv,2004,52.26
slv,2005,57.145
slv,2006,59.346
slv,2007,57.759
slv,2008,54.952
slv,2009,62.38
slv,2010,58.821
slv,2011,59.861
slv,2012,47.786
slv,2013,45.353
slv,2014,44.439
slv,2015,43.183
slv,2016,42.554
slv,2017,40.701
slv,2018,39.931
slv,2019,39.244
smr,1990,2.507
smr,1991,2.485
smr,1992,2.465
smr,1993,2.42
smr,1994,2.373
smr,1995,2.309
smr,1996,2.24
smr,1997,2.21
smr,1998,2.199
smr,1999,2.174
smr,2000,2.204
smr,2001,2.289
smr,2002,2.335
smr,2003,2.517
smr,2004,2.623
smr,2005,2.674
smr,2006,2.682
smr,2007,2.662
smr,2008,2.638
smr,2009,2.63
smr,2010,2.617
smr,2011,2.602
smr,2012,2.615
smr,2013,2.622
smr,2014,2.629
smr,2015,2.633
smr,2016,2.644
smr,2017,2.636
smr,2018,2.619
smr,2019,2.585
som,1990,470.644
som,1991,460.942
som,1992,450.232
som,1993,437.411
som,1994,430.266
som,1995,423.945
som,1996,419.74
som,1997,417.826
som,1998,415.391
som,1999,410.043
som,2000,402.086
som,2001,394.048
som,2002,391.133
som,2003,389.857
som,2004,386.972
som,2005,381.711
som,2006,372.797
som,2007,375.766
som,2008,376.383
som,2009,376.122
som,2010,375.034
som,2011,373.254
som,2012,367.094
som,2013,364.532
som,2014,362.745
som,2015,360.059
som,2016,357.631
som,2017,354.479
som,2018,352.142
som,2019,345.646
srb,1990,19.937
srb,1991,18.253
srb,1992,18.353
srb,1993,17.599
srb,1994,17.948
srb,1995,17.786
srb,1996,17.422
srb,1997,17.929
srb,1998,14.922
srb,1999,14.548
srb,2000,13.412
srb,2001,13.117
srb,2002,13.009
srb,2003,12.985
srb,2004,12.806
srb,2005,13.476
srb,2006,12.613
srb,2007,11.345
srb,2008,10.6
srb,2009,11.436
srb,2010,11.648
srb,2011,11.17
srb,2012,9.877
srb,2013,10.316
srb,2014,10.29
srb,2015,10.177
srb,2016,9.837
srb,2017,9.464
srb,2018,9.295
srb,2019,9.139
ssd,1990,250.129
ssd,1991,243.238
ssd,1992,241.864
ssd,1993,237.3
ssd,1994,234.186
ssd,1995,239.327
ssd,1996,230.766
ssd,1997,206.827
ssd,1998,204.85
ssd,1999,200.665
ssd,2000,198.086
ssd,2001,183.17
ssd,2002,177.276
ssd,2003,183.145
ssd,2004,188.443
ssd,2005,185.318
ssd,2006,190.026
ssd,2007,189.47
ssd,2008,184.854
ssd,2009,182.863
ssd,2010,181.017
ssd,2011,177.965
ssd,2012,177.31
ssd,2013,179.367
ssd,2014,181.459
ssd,2015,184.999
ssd,2016,188.153
ssd,2017,187.275
ssd,2018,185.597
ssd,2019,181.847
stp,1990,163.821
stp,1991,174.527
stp,1992,183.907
stp,1993,193.878
stp,1994,203.704
stp,1995,192.043
stp,1996,196.857
stp,1997,207.838
stp,1998,221.738
stp,1999,250.966
stp,2000,243.93
stp,2001,229.689
stp,2002,218.521
stp,2003,173.66
stp,2004,204.221
stp,2005,141.006
stp,2006,155.201
stp,2007,162.074
stp,2008,140.586
stp,2009,136.914
stp,2010,144.506
stp,2011,125.461
stp,2012,117.601
stp,2013,124.233
stp,2014,141.216
stp,2015,138.129
stp,2016,134.712
stp,2017,131.566
stp,2018,128.886
stp,2019,125.613
sur,1990,78.573
sur,1991,83.817
sur,1992,94.266
sur,1993,109.982
sur,1994,108.72
sur,1995,94.671
sur,1996,75.741
sur,1997,71.864
sur,1998,74.085
sur,1999,80.161
sur,2000,76.155
sur,2001,72.676
sur,2002,73.441
sur,2003,79.559
sur,2004,81.944
sur,2005,92.624
sur,2006,103.188
sur,2007,108.841
sur,2008,108.994
sur,2009,103.118
sur,2010,103.974
sur,2011,107.707
sur,2012,104.554
sur,2013,107.421
sur,2014,111.369
sur,2015,115.503
sur,2016,118.834
sur,2017,118.511
sur,2018,117.364
sur,2019,116.758
svk,1990,14.239
svk,1991,13.944
svk,1992,12.275
svk,1993,12.199
svk,1994,11.244
svk,1995,10.689
svk,1996,9.428
svk,1997,9.818
svk,1998,9.985
svk,1999,9.631
svk,2000,8.626
svk,2001,9.263
svk,2002,8.686
svk,2003,8.379
svk,2004,7.585
svk,2005,7.286
svk,2006,6.906
svk,2007,6.882
svk,2008,6.272
svk,2009,6.554
svk,2010,5.867
svk,2011,5.823
svk,2012,5.573
svk,2013,5.385
svk,2014,5.407
svk,2015,5.714
svk,2016,5.714
svk,2017,5.7
svk,2018,5.36
svk,2019,5.27
svn,1990,9.847
svn,1991,6.551
svn,1992,6.354
svn,1993,7.052
svn,1994,2.811
svn,1995,5.897
svn,1996,12.091
svn,1997,9.666
svn,1998,3.009
svn,1999,16.704
svn,2000,11.347
svn,2001,13.822
svn,2002,2.823
svn,2003,2.719
svn,2004,9.843
svn,2005,7.141
svn,2006,12.287
svn,2007,11.787
svn,2008,8.825
svn,2009,6.182
svn,2010,6.252
svn,2011,6.128
svn,2012,6.122
svn,2013,5.985
svn,2014,7.715
svn,2015,9.481
svn,2016,7.018
svn,2017,6.698
svn,2018,6.501
svn,2019,6.378
swe,1990,4.749
swe,1991,5.006
swe,1992,2.503
swe,1993,5.146
swe,1994,2.553
swe,1995,4.841
swe,1996,5.297
swe,1997,3.935
swe,1998,5.903
swe,1999,2.494
swe,2000,4.473
swe,2001,4.304
swe,2002,4.069
swe,2003,2.789
swe,2004,2.18
swe,2005,4.551
swe,2006,3.697
swe,2007,1.517
swe,2008,3.923
swe,2009,4.074
swe,2010,2.372
swe,2011,1.879
