country,time,celec_idea
alb,2015,58.07147
alb,2016,58.09348
alb,2017,59.91883
alb,2018,59.31017
alb,2019,59.06483
are,1975,0.26353
are,1976,0.4069
are,1977,0.43547
are,1978,0.41295
are,1979,0.34165
are,1980,0.3687
are,1981,0.47814
are,1982,0.26946
are,1983,0.35853
are,1984,0.20829
are,1985,0.46821
are,1986,0.34992
are,1987,0.35611
are,1988,0.37189
are,1989,0.41906
are,1990,0.35117
are,1991,0.56611
are,1992,0.41123
are,1993,0.28055
are,1994,0.47563
are,1995,0.45747
are,1996,0.19933
are,1997,0.51358
are,1998,0.64333
are,1999,0.62555
are,2000,0.35021
are,2001,0.50081
are,2002,0.46435
are,2003,0.23236
are,2004,0.44832
are,2005,0.50551
are,2006,34.77413
are,2007,34.57979
are,2008,34.95525
are,2009,34.4458
are,2010,34.87655
are,2011,43.12112
are,2012,42.82032
are,2013,42.79893
are,2014,42.98841
are,2015,45.02022
are,2016,45.25832
are,2017,45.33112
are,2018,45.24676
are,2019,45.62373
arg,1975,71.14646
arg,1976,64.97888
arg,1977,0.19173
arg,1978,0.72982
arg,1979,0.72887
arg,1980,0.53442
arg,1981,0.47601
arg,1982,0.35957
arg,1983,81.17765
arg,1984,84.63193
arg,1985,84.12988
arg,1986,84.44036
arg,1987,84.12626
arg,1988,84.0604
arg,1989,84.43717
arg,1990,84.51961
arg,1991,84.49497
arg,1992,84.51618
arg,1993,84.43823
arg,1994,84.27443
arg,1995,84.45366
arg,1996,84.34745
arg,1997,84.60286
arg,1998,84.65199
arg,1999,84.7155
arg,2000,84.71797
arg,2001,83.94623
arg,2002,84.00207
arg,2003,84.51352
arg,2004,84.73258
arg,2005,81.79966
arg,2006,81.77107
arg,2007,79.40213
arg,2008,79.32592
arg,2009,77.71603
arg,2010,78.0241
arg,2011,82.03222
arg,2012,81.82084
arg,2013,85.81424
arg,2014,85.83034
arg,2015,80.55573
arg,2016,80.28436
arg,2017,86.01532
arg,2018,86.90841
arg,2019,85.36424
arm,1991,68.4605
arm,1992,68.66174
arm,1993,68.34995
arm,1994,68.61798
arm,1995,48.81923
arm,1996,47.99743
arm,1997,48.73054
arm,1998,46.81971
arm,1999,48.43151
arm,2000,48.17549
arm,2001,47.98408
arm,2002,48.31748
arm,2003,36.01955
arm,2004,35.97892
arm,2005,35.66465
arm,2006,35.98323
arm,2007,38.88753
arm,2008,31.53655
arm,2009,32.15568
arm,2010,32.23482
arm,2011,32.19442
arm,2012,38.87935
arm,2013,37.84328
arm,2014,38.38063
arm,2015,37.82234
arm,2016,38.23701
arm,2017,46.79434
arm,2018,58.15435
arm,2019,58.13868
aus,1975,86.90139
aus,1976,87.32729
aus,1977,87.39363
aus,1978,87.05518
aus,1979,87.17102
aus,1980,87.07
aus,1981,86.84892
aus,1982,87.13209
aus,1983,87.22492
aus,1984,89.16299
aus,1985,89.58819
aus,1986,89.49064
aus,1987,89.81148
aus,1988,89.49455
aus,1989,89.41885
aus,1990,90.02442
aus,1991,89.81137
aus,1992,89.78564
aus,1993,89.62269
aus,1994,89.62046
aus,1995,89.96288
aus,1996,89.70221
aus,1997,90.04133
aus,1998,89.74822
aus,1999,89.67343
aus,2000,89.56639
aus,2001,89.9205
aus,2002,90.00796
aus,2003,90.3012
aus,2004,90.25891
aus,2005,90.31749
aus,2006,90.25029
aus,2007,93.59902
aus,2008,93.25385
aus,2009,93.52584
aus,2010,95.97722
aus,2011,95.90715
aus,2012,95.98901
aus,2013,92.75377
aus,2014,92.89332
aus,2015,92.31586
aus,2016,92.64158
aus,2017,92.55942
aus,2018,92.54374
aus,2019,85.48585
aut,1975,86.65366
aut,1976,86.54583
aut,1977,86.47087
aut,1978,86.32873
aut,1979,86.62927
aut,1980,86.28046
aut,1981,86.32216
aut,1982,86.45533
aut,1983,86.59455
aut,1984,86.52902
aut,1985,86.57124
aut,1986,86.28392
aut,1987,86.33501
aut,1988,86.38538
aut,1989,86.13516
aut,1990,86.05642
aut,1991,86.16208
aut,1992,86.71672
aut,1993,86.72913
aut,1994,86.31673
aut,1995,86.4292
aut,1996,86.23673
aut,1997,86.31106
aut,1998,86.30053
aut,1999,86.16875
aut,2000,86.23813
aut,2001,86.08717
aut,2002,85.99936
aut,2003,86.12706
aut,2004,86.14749
aut,2005,86.00589
aut,2006,89.03485
aut,2007,89.01609
aut,2008,89.13194
aut,2009,88.80247
aut,2010,88.74986
aut,2011,88.96959
aut,2012,89.24312
aut,2013,88.63048
aut,2014,88.5632
aut,2015,88.55298
aut,2016,79.34565
aut,2017,82.49526
aut,2018,82.9022
aut,2019,86.37008
aze,1991,27.88695
aze,1992,46.20844
aze,1993,56.67662
aze,1994,54.69987
aze,1995,24.89237
aze,1996,24.98092
aze,1997,25.78403
aze,1998,24.60255
aze,1999,24.43362
aze,2000,21.77264
aze,2001,21.4517
aze,2002,21.15375
aze,2003,20.74383
aze,2004,20.59782
aze,2005,18.46691
aze,2006,18.43777
aze,2007,18.391
aze,2008,25.02794
aze,2009,24.8312
aze,2010,20.05875
aze,2011,20.21123
aze,2012,19.80244
aze,2013,17.48985
aze,2014,17.54325
aze,2015,18.71904
aze,2016,18.17753
aze,2017,18.40947
aze,2018,18.50782
aze,2019,18.74909
bdi,1975,0.3938
bdi,1976,0.69568
bdi,1977,0.58815
bdi,1978,0.30905
bdi,1979,0.65363
bdi,1980,0.54825
bdi,1981,46.85116
bdi,1982,46.66395
bdi,1983,47.14822
bdi,1984,46.45836
bdi,1985,46.39747
bdi,1986,46.67684
bdi,1987,46.49938
bdi,1988,0.51126
bdi,1989,0.51519
bdi,1990,0.52932
bdi,1991,0.41639
bdi,1992,0.34519
bdi,1993,55.53585
bdi,1994,0.35232
bdi,1995,0.67228
bdi,1996,0.57783
bdi,1997,0.41501
bdi,1998,0.1882
bdi,1999,0.49641
bdi,2000,0.54491
bdi,2001,0.42636
bdi,2002,0.1319
bdi,2003,0.53668
bdi,2004,0.57206
bdi,2005,59.04035
bdi,2006,56.35637
bdi,2007,56.4427
bdi,2008,56.31765
bdi,2009,56.12803
bdi,2010,33.77888
bdi,2011,33.80112
bdi,2012,33.54334
bdi,2013,32.3134
bdi,2014,31.75641
bdi,2015,7.92896
bdi,2016,7.85009
bdi,2017,6.27535
bdi,2018,6.8719
bdi,2019,7.64704
bel,1975,88.44635
bel,1976,88.4637
bel,1977,89.26008
bel,1978,89.69563
bel,1979,89.57847
bel,1980,89.05347
bel,1981,88.59823
bel,1982,88.73835
bel,1983,88.56212
bel,1984,88.40229
bel,1985,89.44624
bel,1986,89.54774
bel,1987,88.77687
bel,1988,88.92822
bel,1989,88.82435
bel,1990,88.74209
bel,1991,88.66341
bel,1992,88.52298
bel,1993,88.37876
bel,1994,88.04119
bel,1995,88.7559
bel,1996,88.70061
bel,1997,88.96214
bel,1998,88.79321
bel,1999,88.86307
bel,2000,89.38987
bel,2001,89.19975
bel,2002,89.18417
bel,2003,88.92892
bel,2004,89.03524
bel,2005,89.21166
bel,2006,89.62055
bel,2007,93.37487
bel,2008,93.22609
bel,2009,93.45464
bel,2010,93.40589
bel,2011,93.7351
bel,2012,93.55779
bel,2013,94.64421
bel,2014,93.71768
bel,2015,94.02253
bel,2016,94.004
bel,2017,93.99105
bel,2018,92.83706
bel,2019,91.77593
ben,1975,0.39803
ben,1976,0.49895
ben,1977,0.29165
ben,1978,0.39648
ben,1979,32.72559
ben,1980,32.86871
ben,1981,32.77565
ben,1982,32.74746
ben,1983,32.78573
ben,1984,27.18963
ben,1985,27.34865
ben,1986,27.35367
ben,1987,27.11947
ben,1988,27.34067
ben,1989,26.65899
ben,1990,30.44053
ben,1991,64.93635
ben,1992,65.05248
ben,1993,64.93805
ben,1994,64.87187
ben,1995,66.91103
ben,1996,65.69993
ben,1997,65.81432
ben,1998,65.70923
ben,1999,64.22798
ben,2000,64.09726
ben,2001,63.78081
ben,2002,63.85935
ben,2003,62.84561
ben,2004,62.67133
ben,2005,65.63453
ben,2006,74.14915
ben,2007,73.12861
ben,2008,73.45647
ben,2009,73.3426
ben,2010,73.50223
ben,2011,64.93449
ben,2012,64.55311
ben,2013,65.35058
ben,2014,65.65913
ben,2015,74.60037
ben,2016,78.03108
ben,2017,77.77086
ben,2018,78.5811
ben,2019,59.45205
bfa,1975,0.44501
bfa,1976,0.53068
bfa,1977,0.2877
bfa,1978,52.21715
bfa,1979,52.28961
bfa,1980,52.25778
bfa,1981,0.51961
bfa,1982,0.28908
bfa,1983,0.57167
bfa,1984,0.25856
bfa,1985,0.49257
bfa,1986,0.62351
bfa,1987,0.47688
bfa,1988,0.39892
bfa,1989,0.44888
bfa,1990,0.26699
bfa,1991,52.50204
bfa,1992,54.01309
bfa,1993,54.1613
bfa,1994,53.77589
bfa,1995,54.04701
bfa,1996,54.07946
bfa,1997,55.30864
bfa,1998,55.93639
bfa,1999,56.04905
bfa,2000,57.44514
bfa,2001,58.36627
bfa,2002,56.27446
bfa,2003,56.39978
bfa,2004,56.30241
bfa,2005,59.88329
bfa,2006,59.57922
bfa,2007,60.07708
bfa,2008,59.99768
bfa,2009,60.38771
bfa,2010,57.34666
bfa,2011,57.26356
bfa,2012,64.44698
bfa,2013,65.02687
bfa,2014,66.08756
bfa,2015,74.40096
bfa,2016,74.07562
bfa,2017,74.72089
bfa,2018,73.95891
bfa,2019,0.29907
bgd,1975,50.23909
bgd,1976,0.45857
bgd,1977,0.39993
bgd,1978,51.89856
bgd,1979,52.03754
bgd,1980,51.94506
bgd,1981,50.98227
bgd,1982,49.87098
bgd,1983,0.3483
bgd,1984,0.50312
bgd,1985,0.44763
bgd,1986,44.4944
bgd,1987,44.84693
bgd,1988,34.67913
bgd,1989,34.76083
bgd,1990,35.32726
bgd,1991,65.05873
bgd,1992,63.58261
bgd,1993,63.88005
bgd,1994,63.7231
bgd,1995,63.65108
bgd,1996,61.7769
bgd,1997,61.32527
bgd,1998,61.31648
bgd,1999,61.50634
bgd,2000,61.3273
bgd,2001,62.18426
bgd,2002,58.9618
bgd,2003,59.06183
bgd,2004,58.83208
bgd,2005,59.16318
bgd,2006,58.93008
bgd,2007,0.50278
bgd,2008,64.79715
bgd,2009,64.66705
bgd,2010,64.63083
bgd,2011,64.47621
bgd,2012,64.32283
bgd,2013,64.02573
bgd,2014,35.03242
bgd,2015,34.79023
bgd,2016,35.18724
bgd,2017,35.37856
bgd,2018,29.84402
bgd,2019,30.75754
bgr,1975,20.45574
bgr,1976,20.64051
bgr,1977,20.51735
bgr,1978,20.40317
bgr,1979,20.461
bgr,1980,20.42038
bgr,1981,20.65529
bgr,1982,20.56964
bgr,1983,20.37629
bgr,1984,20.41354
bgr,1985,20.36004
bgr,1986,20.86068
bgr,1987,20.95304
bgr,1988,21.18202
bgr,1989,20.82231
bgr,1990,63.3832
bgr,1991,65.41953
bgr,1992,77.83708
bgr,1993,78.21943
bgr,1994,78.13011
bgr,1995,78.12337
bgr,1996,84.62768
bgr,1997,84.56003
bgr,1998,84.32202
bgr,1999,84.33282
bgr,2000,84.51137
bgr,2001,84.54953
bgr,2002,84.65297
bgr,2003,84.65523
bgr,2004,84.49549
bgr,2005,79.17038
bgr,2006,80.08174
bgr,2007,80.08021
bgr,2008,79.98783
bgr,2009,73.90773
bgr,2010,73.82789
bgr,2011,72.46748
bgr,2012,72.41746
bgr,2013,76.77943
bgr,2014,77.48465
bgr,2015,77.6144
bgr,2016,84.49511
bgr,2017,76.62653
bgr,2018,76.8372
bgr,2019,76.27709
bhr,1975,62.56914
bhr,1976,0.30013
bhr,1977,0.3008
bhr,1978,0.2741
bhr,1979,0.23404
bhr,1980,0.4541
bhr,1981,0.11255
bhr,1982,0.08205
bhr,1983,0.47549
bhr,1984,0.72137
bhr,1985,0.18463
bhr,1986,0.52947
bhr,1987,0.4069
bhr,1988,0.62591
bhr,1989,0.37296
bhr,1990,0.29919
bhr,1991,0.47231
bhr,1992,0.31268
bhr,1993,0.43085
bhr,1994,0.48085
bhr,1995,0.38018
bhr,1996,0.52989
bhr,1997,0.59718
bhr,1998,0.4348
bhr,1999,0.43313
bhr,2000,0.35489
bhr,2001,0.31378
bhr,2002,45.99205
bhr,2003,46.00455
bhr,2004,46.09014
bhr,2005,47.91374
bhr,2006,48.77828
bhr,2007,48.70107
bhr,2008,48.58417
bhr,2009,48.42393
bhr,2010,45.86296
bhr,2011,45.8303
bhr,2012,45.72109
bhr,2013,45.96214
bhr,2014,36.29153
bhr,2015,36.08255
bhr,2016,35.95961
bhr,2017,35.82816
bhr,2018,32.42697
bhr,2019,32.25182
bih,1992,0.57538
bih,1993,0.50394
bih,1994,0.51984
bih,1995,0.27069
bih,1996,71.89084
bih,1997,72.00398
bih,1998,78.12146
bih,1999,78.34522
bih,2000,79.65604
bih,2001,79.43372
bih,2002,80.16455
bih,2003,80.04995
bih,2004,78.48723
bih,2005,78.42028
bih,2006,68.13492
bih,2007,68.29391
bih,2008,68.5549
bih,2009,68.09213
bih,2010,67.87356
bih,2011,67.69726
bih,2012,68.00195
bih,2013,68.29496
bih,2014,64.74911
bih,2015,64.80424
bih,2016,64.73247
bih,2017,64.98503
bih,2018,63.50394
bih,2019,64.15742
blr,1991,60.4037
blr,1992,61.21573
blr,1993,61.34906
blr,1994,68.65911
blr,1995,60.44615
blr,1996,60.74062
blr,1997,55.33048
blr,1998,55.32533
blr,1999,55.30549
blr,2000,29.31245
blr,2001,30.66729
blr,2002,30.43196
blr,2003,30.21029
blr,2004,24.78024
blr,2005,24.84338
blr,2006,22.36057
blr,2007,22.40704
blr,2008,24.32096
blr,2009,24.40342
blr,2010,23.55725
blr,2011,23.58741
blr,2012,28.16827
blr,2013,27.60405
blr,2014,27.8009
blr,2015,29.79097
blr,2016,29.94903
blr,2017,30.13944
blr,2018,30.31845
blr,2019,27.92654
bol,1975,0.58761
bol,1976,0.62172
bol,1977,0.23682
bol,1978,39.15661
bol,1979,46.97944
bol,1980,48.1647
bol,1981,0.30128
bol,1982,0.37117
bol,1983,0.47823
bol,1984,0.59376
bol,1985,74.43151
bol,1986,74.18496
bol,1987,74.35373
bol,1988,74.48016
bol,1989,72.03108
bol,1990,72.77029
bol,1991,76.82391
bol,1992,78.53783
bol,1993,87.88702
bol,1994,87.8064
bol,1995,87.56317
bol,1996,87.78062
bol,1997,90.09912
bol,1998,89.98445
bol,1999,90.29224
bol,2000,90.03561
bol,2001,90.09071
bol,2002,85.42258
bol,2003,84.34086
bol,2004,84.14654
bol,2005,83.25807
bol,2006,81.37812
bol,2007,81.20319
bol,2008,80.97011
bol,2009,77.45102
bol,2010,76.97279
bol,2011,77.10648
bol,2012,76.13553
bol,2013,75.56095
bol,2014,70.16639
bol,2015,70.3496
bol,2016,71.14634
bol,2017,70.85246
bol,2018,69.36961
bol,2019,49.71132
bra,1975,39.21448
bra,1976,39.2947
bra,1977,39.23988
bra,1978,39.40336
bra,1979,39.07439
bra,1980,39.2634
bra,1981,39.15368
bra,1982,51.1977
bra,1983,51.10752
bra,1984,51.259
bra,1985,55.49604
bra,1986,64.66853
bra,1987,64.83114
bra,1988,65.61953
bra,1989,80.56492
bra,1990,83.13359
bra,1991,82.93843
bra,1992,83.07247
bra,1993,82.90447
bra,1994,88.95573
bra,1995,88.85451
bra,1996,89.00388
bra,1997,89.25667
bra,1998,90.35993
bra,1999,90.67841
bra,2000,90.93301
bra,2001,90.97762
bra,2002,90.76376
bra,2003,90.42024
bra,2004,90.65101
bra,2005,93.13562
bra,2006,92.45933
bra,2007,92.95839
bra,2008,92.80124
bra,2009,92.98114
bra,2010,96.1444
bra,2011,96.22213
bra,2012,96.20405
bra,2013,96.18021
bra,2014,92.76469
bra,2015,92.04177
bra,2016,90.8055
bra,2017,89.71698
bra,2018,74.32728
bra,2019,74.01578
brb,1975,75.37838
brb,1976,75.52062
brb,1977,75.4431
brb,1978,75.45533
brb,1979,75.56451
brb,1980,75.17591
brb,1981,75.59777
brb,1982,75.4391
brb,1983,75.73768
brb,1984,75.48681
brb,1985,75.52637
brb,1986,75.77087
brb,1987,75.78888
brb,1988,75.88591
brb,1989,75.72915
brb,1990,75.94802
brb,1991,77.24868
brb,1992,77.30171
brb,1993,77.07774
brb,1994,77.27585
brb,1995,77.2417
brb,1996,77.35301
brb,1997,77.21964
brb,1998,76.98435
brb,1999,77.70785
brb,2000,77.57518
brb,2001,77.76231
brb,2002,77.62787
brb,2003,77.61845
brb,2004,78.01413
brb,2005,77.88423
brb,2006,77.78985
brb,2007,77.47145
brb,2008,82.1811
brb,2009,81.97043
brb,2010,82.04464
brb,2011,81.91298
brb,2012,82.24091
brb,2013,81.66127
brb,2014,81.61012
brb,2015,81.48346
brb,2016,81.86767
brb,2017,80.49964
brb,2018,83.25906
brb,2019,83.34675
bwa,1975,75.72273
bwa,1976,75.47356
bwa,1977,75.84058
bwa,1978,75.61625
bwa,1979,75.71055
bwa,1980,75.92467
bwa,1981,75.452
bwa,1982,75.71262
bwa,1983,75.63333
bwa,1984,75.24166
bwa,1985,76.15099
bwa,1986,76.00445
bwa,1987,76.47713
bwa,1988,76.24419
bwa,1989,76.4456
bwa,1990,77.62524
bwa,1991,77.22811
bwa,1992,77.39824
bwa,1993,77.69605
bwa,1994,78.19282
bwa,1995,78.30464
bwa,1996,78.23428
bwa,1997,81.74514
bwa,1998,81.51172
bwa,1999,81.33708
bwa,2000,81.12485
bwa,2001,81.39009
bwa,2002,81.23839
bwa,2003,81.28569
bwa,2004,81.51368
bwa,2005,81.84398
bwa,2006,81.43425
bwa,2007,81.7542
bwa,2008,81.51667
bwa,2009,82.82662
bwa,2010,83.12985
bwa,2011,82.86034
bwa,2012,82.73647
bwa,2013,83.21576
bwa,2014,80.0274
bwa,2015,80.24367
bwa,2016,79.3418
bwa,2017,78.95817
bwa,2018,78.39489
bwa,2019,58.86772
caf,1975,0.61886
caf,1976,0.51249
caf,1977,0.33393
caf,1978,0.4052
caf,1979,0.36731
caf,1980,0.73233
caf,1981,32.40536
caf,1982,0.52573
caf,1983,0.47817
caf,1984,0.34012
caf,1985,0.49065
caf,1986,26.7735
caf,1987,26.98165
caf,1988,27.1282
caf,1989,27.03807
caf,1990,30.10067
caf,1991,30.04375
caf,1992,40.79975
caf,1993,46.69703
caf,1994,46.7037
caf,1995,46.8175
caf,1996,46.7998
caf,1997,46.87891
caf,1998,46.06546
caf,1999,45.89082
caf,2000,45.61859
caf,2001,45.94402
caf,2002,45.78815
caf,2003,42.9578
caf,2004,0.35939
caf,2005,42.13246
caf,2006,42.4335
caf,2007,42.18078
caf,2008,42.31057
caf,2009,42.10799
caf,2010,42.18091
caf,2011,36.74038
caf,2012,36.902
caf,2013,37.45977
caf,2014,0.6752
caf,2015,49.69098
caf,2016,51.48374
caf,2017,51.15747
caf,2018,50.11205
caf,2019,49.77672
can,1975,84.04147
can,1976,84.02797
can,1977,83.98722
can,1978,84.1588
can,1979,86.08539
can,1980,85.47485
can,1981,85.51796
can,1982,85.57142
can,1983,85.54368
can,1984,86.0982
can,1985,85.94123
can,1986,85.9142
can,1987,85.8902
can,1988,85.28405
can,1989,85.36325
can,1990,85.20712
can,1991,85.62472
can,1992,85.57993
can,1993,89.34911
can,1994,89.24754
can,1995,89.52056
can,1996,89.04544
can,1997,85.89434
can,1998,86.01145
can,1999,85.90372
can,2000,89.27563
can,2001,89.5895
can,2002,89.28844
can,2003,89.43079
can,2004,86.08283
can,2005,85.98356
can,2006,90.36574
can,2007,90.34511
can,2008,90.22823
can,2009,90.3502
can,2010,90.41386
can,2011,81.80665
can,2012,81.73032
can,2013,81.67105
can,2014,81.49465
can,2015,87.51441
can,2016,88.50829
can,2017,88.74561
can,2018,88.7834
can,2019,91.06062
che,1975,85.12705
che,1976,85.34318
che,1977,85.3525
che,1978,85.31533
che,1979,85.40239
che,1980,85.38146
che,1981,85.27839
che,1982,85.23428
che,1983,85.09411
che,1984,85.18754
che,1985,85.14007
che,1986,85.32638
che,1987,85.46695
che,1988,85.53113
che,1989,85.53957
che,1990,85.51827
che,1991,85.35349
che,1992,85.23941
che,1993,85.40809
che,1994,85.26494
che,1995,85.58555
che,1996,85.3237
che,1997,85.63797
che,1998,85.38354
che,1999,85.59587
che,2000,85.14156
che,2001,85.45929
che,2002,85.15819
che,2003,85.67698
che,2004,86.00616
che,2005,85.7677
che,2006,85.93405
che,2007,88.4293
che,2008,88.57268
che,2009,88.6827
che,2010,88.60694
che,2011,89.20286
che,2012,89.18294
che,2013,89.35116
che,2014,89.27617
che,2015,87.54644
che,2016,87.39756
che,2017,88.18841
che,2018,88.05647
che,2019,87.96651
chl,1975,0.40229
chl,1976,0.33186
chl,1977,0.59907
chl,1978,0.40923
chl,1979,0.1984
chl,1980,0.26802
chl,1981,0.42192
chl,1982,0
chl,1983,0.58019
chl,1984,0.30392
chl,1985,0.32654
chl,1986,0.75013
chl,1987,0.39353
chl,1988,0.44427
chl,1989,79.31054
chl,1990,82.54362
chl,1991,82.35476
chl,1992,82.42422
chl,1993,91.8903
chl,1994,92.11389
chl,1995,92.34339
chl,1996,92.20703
chl,1997,92.24919
chl,1998,91.88918
chl,1999,92.11853
chl,2000,92.49947
chl,2001,92.33252
chl,2002,92.29402
chl,2003,92.50828
chl,2004,92.73283
chl,2005,95.66183
chl,2006,95.86181
chl,2007,95.80561
chl,2008,96.00825
chl,2009,98.21137
chl,2010,98.60607
chl,2011,98.71118
chl,2012,98.49038
chl,2013,94.45543
chl,2014,94.83928
chl,2015,94.92742
chl,2016,95.14574
chl,2017,94.08906
chl,2018,94.28194
chl,2019,94.21187
chn,1975,0.53816
chn,1976,0.25286
chn,1977,0.49418
chn,1978,0.20675
chn,1979,0.14216
chn,1980,0.45265
chn,1981,0.55222
chn,1982,0.6024
chn,1983,0.3576
chn,1984,0.43437
chn,1985,0.7184
chn,1986,0.71533
chn,1987,0.35433
chn,1988,0.46217
chn,1989,0.4277
chn,1990,0.27699
chn,1991,0.59959
chn,1992,0.39095
chn,1993,0.38502
chn,1994,0.37163
chn,1995,0.43043
chn,1996,0.54684
chn,1997,0.36754
chn,1998,0.2999
chn,1999,0.56671
chn,2000,0.322
chn,2001,0.44033
chn,2002,0.38835
chn,2003,0.70403
chn,2004,0.51165
chn,2005,0.33313
chn,2006,0.44622
chn,2007,0.53905
chn,2008,0.41538
chn,2009,0.34979
chn,2010,0.5399
chn,2011,0.32864
chn,2012,0.40788
chn,2013,0.40535
chn,2014,0.31365
chn,2015,0.61351
chn,2016,0.26997
chn,2017,0.4595
chn,2018,0.59113
chn,2019,0.22959
civ,1975,33.51725
civ,1976,33.50824
civ,1977,33.49724
civ,1978,33.63214
civ,1979,33.60607
civ,1980,33.71724
civ,1981,33.52715
civ,1982,33.32701
civ,1983,33.63953
civ,1984,33.38368
civ,1985,33.99543
civ,1986,34.07943
civ,1987,33.90456
civ,1988,34.05439
civ,1989,33.74885
civ,1990,36.66144
civ,1991,36.79055
civ,1992,36.72161
civ,1993,36.61419
civ,1994,36.65511
civ,1995,43.18421
civ,1996,45.31945
civ,1997,45.66318
civ,1998,45.3273
civ,1999,45.3825
civ,2000,46.29578
civ,2001,46.16285
civ,2002,46.8857
civ,2003,46.45024
civ,2004,46.3627
civ,2005,47.2939
civ,2006,47.22177
civ,2007,47.03148
civ,2008,47.34588
civ,2009,47.13549
civ,2010,58.72043
civ,2011,61.15333
civ,2012,61.80588
civ,2013,62.02514
civ,2014,61.75348
civ,2015,67.11437
civ,2016,67.42149
civ,2017,67.85457
civ,2018,68.14565
civ,2019,69.12971
cmr,1975,35.194
cmr,1976,35.49405
cmr,1977,35.48634
cmr,1978,33.49702
cmr,1979,33.43081
cmr,1980,33.58961
cmr,1981,33.60173
cmr,1982,34.19678
cmr,1983,34.06272
cmr,1984,34.92797
cmr,1985,36.45168
cmr,1986,36.36453
cmr,1987,36.32005
cmr,1988,35.23013
cmr,1989,35.40957
cmr,1990,36.54498
cmr,1991,36.61689
cmr,1992,21.26264
cmr,1993,21.21813
cmr,1994,21.16776
cmr,1995,21.05775
cmr,1996,21.2676
cmr,1997,21.74149
cmr,1998,22.15051
cmr,1999,22.01905
cmr,2000,23.88111
cmr,2001,23.68703
cmr,2002,30.45966
cmr,2003,30.49053
cmr,2004,30.21417
cmr,2005,30.3933
cmr,2006,30.55392
cmr,2007,33.26887
cmr,2008,33.13413
cmr,2009,33.25987
cmr,2010,33.42109
cmr,2011,37.2513
cmr,2012,37.08048
cmr,2013,42.64606
cmr,2014,42.44536
cmr,2015,42.47289
cmr,2016,44.25919
cmr,2017,42.9791
cmr,2018,29.08611
cmr,2019,29.79367
cod,1975,11.45955
cod,1976,11.72964
cod,1977,16.17995
cod,1978,16.16853
cod,1979,16.03257
cod,1980,17.00816
cod,1981,17.10263
cod,1982,19.26287
cod,1983,18.99499
cod,1984,17.03688
cod,1985,16.99652
cod,1986,17.07609
cod,1987,19.18483
cod,1988,19.45217
cod,1989,19.40404
