country,time,matfootp
bhr,2017,21464305
bhs,1990,10598972.5
bhs,1991,16360361
bhs,1992,9651312.8
bhs,1993,9932960
bhs,1994,10115135
bhs,1995,10110442.7
bhs,1996,9891197.7
bhs,1997,10765963
bhs,1998,10426210.4
bhs,1999,10792803.2
bhs,2000,11713294.6
bhs,2001,9314564.5
bhs,2002,9370427.3
bhs,2003,8308678
bhs,2004,8279462.4
bhs,2005,9612969.1
bhs,2006,9659352
bhs,2007,8330297
bhs,2008,7483138.6
bhs,2009,7360845
bhs,2010,8027763.3
bhs,2011,7344601.9
bhs,2012,7450600
bhs,2013,7759733.5
bhs,2014,8178979.2
bhs,2015,8106601.1
bhs,2016,8048923.2
bhs,2017,7991358
bih,1990,24094788
bih,1991,28127972
bih,1992,32259798
bih,1993,28076564.5
bih,1994,14880486.4
bih,1995,13394623.6
bih,1996,11747773.1
bih,1997,16249420.1
bih,1998,18139265.1
bih,1999,18030477.6
bih,2000,17670534.1
bih,2001,20937745.5
bih,2002,23628422.5
bih,2003,28864844.9
bih,2004,30253998
bih,2005,31123169
bih,2006,33417543
bih,2007,34628348
bih,2008,36583542
bih,2009,34064247
bih,2010,30863005
bih,2011,31850590
bih,2012,30629034
bih,2013,31752428
bih,2014,32140723
bih,2015,33492847
bih,2016,34579736
bih,2017,35667371
blr,1990,102148.18
blr,1991,2633795.4
blr,1992,2201753.61
blr,1993,555534.25
blr,1994,437799.55
blr,1995,1144239.92
blr,1996,1650189.9
blr,1997,2090413.47
blr,1998,336193.81
blr,1999,305721.98
blr,2000,699364.74
blr,2001,334565.73
blr,2002,779336.62
blr,2003,313266.04
blr,2004,310265.2
blr,2005,399726.57
blr,2006,462739.75
blr,2007,433848.49
blr,2008,394590.88
blr,2009,350432.69
blr,2010,1576754.09
blr,2011,677651.66
blr,2012,680702.35
blr,2013,3624394.6
blr,2014,3699975.2
blr,2015,3806733.6
blr,2016,3922305
blr,2017,4037942.6
blz,1990,1649397.71
blz,1991,6516446.9
blz,1992,2148884.9
blz,1993,2135265.8
blz,1994,2208222.1
blz,1995,1947259.1
blz,1996,2184107.1
blz,1997,2170814.9
blz,1998,2092317.4
blz,1999,2167627.3
blz,2000,2632519.2
blz,2001,3277675.7
blz,2002,2921890.5
blz,2003,3244723.9
blz,2004,2789508
blz,2005,2467071.2
blz,2006,2590755.1
blz,2007,2812650.9
blz,2008,3038778.8
blz,2009,2568595
blz,2010,2418548.4
blz,2011,2565025.2
blz,2012,2645974.8
blz,2013,2748075.7
blz,2014,2829486.2
blz,2015,2855184
blz,2016,2886255.2
blz,2017,2917614.5
bol,1990,39751936
bol,1991,47636899
bol,1992,38823586
bol,1993,41246063
bol,1994,39029177
bol,1995,38049430
bol,1996,35865121
bol,1997,35299569
bol,1998,38261391
bol,1999,39899725
bol,2000,37884514
bol,2001,36243371
bol,2002,39453337
bol,2003,38767824
bol,2004,36520801
bol,2005,36912927
bol,2006,37988101
bol,2007,39799698
bol,2008,42081874
bol,2009,47899878
bol,2010,43731600
bol,2011,45092478
bol,2012,50141377
bol,2013,54711931
bol,2014,56134366
bol,2015,57754078
bol,2016,59443718
bol,2017,61133785
bra,1990,1497409050
bra,1991,1479696490
bra,1992,1442866110
bra,1993,1434144480
bra,1994,1591355610
bra,1995,1831785500
bra,1996,1746011500
bra,1997,1773515100
bra,1998,1927986500
bra,1999,1765110200
bra,2000,1919786600
bra,2001,1877187800
bra,2002,1877260500
bra,2003,1884204700
bra,2004,1938961700
bra,2005,2074846900
bra,2006,2219200500
bra,2007,2450794800
bra,2008,2680406800
bra,2009,2806180900
bra,2010,3100610700
bra,2011,3198173500
bra,2012,3162907000
bra,2013,3291349500
bra,2014,3303723500
bra,2015,3415094700
bra,2016,3525537600
bra,2017,3636002600
brb,1990,5707146.2
brb,1991,11399196.5
brb,1992,5594305.3
brb,1993,5199746.3
brb,1994,5328910.3
brb,1995,5354733.8
brb,1996,5836185.8
brb,1997,5878862.6
brb,1998,5874116.7
brb,1999,5700336.5
brb,2000,5589303.7
brb,2001,4824132.4
brb,2002,4830463.4
brb,2003,4286545.7
brb,2004,4444108.8
brb,2005,5549946.6
brb,2006,5530796.5
brb,2007,3956200.6
brb,2008,4754688.8
brb,2009,4422386.9
brb,2010,3015387
brb,2011,3271336.9
brb,2012,3244395.8
brb,2013,3144480.6
brb,2014,3160408.4
brb,2015,3153618.5
brb,2016,3158088.2
brb,2017,3162737.3
brn,1990,5213335.5
brn,1991,11479857.9
brn,1992,5592538.2
brn,1993,5771344.8
brn,1994,5764264.2
brn,1995,6562345.9
brn,1996,6472165.8
brn,1997,6731332.6
brn,1998,5488071.5
brn,1999,4829813.6
brn,2000,4424306.2
brn,2001,4478822.7
brn,2002,4629407.4
brn,2003,4929020.9
brn,2004,5372966.2
brn,2005,5353853.5
brn,2006,5413112.1
brn,2007,6810918.3
brn,2008,6422109.2
brn,2009,7385533.3
brn,2010,7200607.7
brn,2011,8053326.5
brn,2012,8106317.5
brn,2013,8122159.1
brn,2014,8141721.5
brn,2015,8271347.2
brn,2016,8418702.3
brn,2017,8566223.1
btn,1990,3921168.08
btn,1991,10398207.2
btn,1992,4577998.85
btn,1993,3793550.89
btn,1994,3655492.18
btn,1995,3503096.68
btn,1996,3650886.66
btn,1997,3900468.77
btn,1998,3522554.13
btn,1999,3554181.15
btn,2000,2888538.75
btn,2001,3693192.69
btn,2002,4284563.2
btn,2003,4420055
btn,2004,4812333.3
btn,2005,5032077.5
btn,2006,4739572
btn,2007,5296011
btn,2008,5285637.8
btn,2009,5584689.8
btn,2010,6604046.6
btn,2011,7165622.9
btn,2012,7239680.5
btn,2013,7552037.9
btn,2014,7722793.9
btn,2015,7917818.6
btn,2016,8146800.9
btn,2017,8375954
bwa,1990,39961453
bwa,1991,47120537
bwa,1992,40218167
bwa,1993,40026636
bwa,1994,40530058
bwa,1995,43085978
bwa,1996,41519769
bwa,1997,45662757
bwa,1998,45908308
bwa,1999,49287444
bwa,2000,53326697
bwa,2001,54644772
bwa,2002,57111557
bwa,2003,63282809
bwa,2004,68931459
bwa,2005,68543105
bwa,2006,67401598
bwa,2007,67687763
bwa,2008,68135600
bwa,2009,66090874
bwa,2010,71430756
bwa,2011,67471596
bwa,2012,69202533
bwa,2013,74886672
bwa,2014,74766299
bwa,2015,75989159
bwa,2016,77081434
bwa,2017,78175015
caf,1990,8310776.5
caf,1991,14255657.7
caf,1992,9000366.9
caf,1993,8858246.1
caf,1994,7964680.9
caf,1995,8048907.4
caf,1996,7889464.14
caf,1997,6835375.4
caf,1998,7037598.8
caf,1999,6492299.33
caf,2000,6655074.3
caf,2001,7322964.48
caf,2002,7638869.14
caf,2003,7298570.26
caf,2004,8374772.91
caf,2005,9073534.3
caf,2006,9060121.5
caf,2007,9811534.8
caf,2008,10456273.6
caf,2009,11421528.2
caf,2010,11200733.6
caf,2011,11748451.3
caf,2012,11986189.9
caf,2013,11175137.3
caf,2014,11190396.5
caf,2015,11411103
caf,2016,11630278.4
caf,2017,11862002.9
can,1990,980076700
can,1991,959496100
can,1992,951167400
can,1993,927073700
can,1994,929084100
can,1995,909776500
can,1996,884603500
can,1997,924872600
can,1998,923904600
can,1999,898830200
can,2000,918345600
can,2001,881152100
can,2002,893614400
can,2003,960604600
can,2004,998391800
can,2005,1032359000
can,2006,1077261600
can,2007,1093011600
can,2008,1075811500
can,2009,1078806200
can,2010,1134027300
can,2011,1158359800
can,2012,1200850700
can,2013,1235696300
can,2014,1249262000
can,2015,1253786900
can,2016,1266664500
can,2017,1279614200
che,1990,133193619
che,1991,139133870
che,1992,136588470
che,1993,129230467
che,1994,140403260
che,1995,147206520
che,1996,140701500
che,1997,136575480
che,1998,144039260
che,1999,148200480
che,2000,168137520
che,2001,186850590
che,2002,193665390
che,2003,191011790
che,2004,205753450
che,2005,220941440
che,2006,232482250
che,2007,242401740
che,2008,237219530
che,2009,218126220
che,2010,227230870
che,2011,239620530
che,2012,246407890
che,2013,253270710
che,2014,258629340
che,2015,262821450
che,2016,267502930
che,2017,272206400
chl,1990,126891108
chl,1991,152835290
chl,1992,156415870
chl,1993,173877220
chl,1994,180274030
chl,1995,196078120
chl,1996,234572210
chl,1997,250515530
chl,1998,249583830
chl,1999,257761780
chl,2000,239294410
chl,2001,265855210
chl,2002,270415020
chl,2003,274441380
chl,2004,257192260
chl,2005,265195540
chl,2006,248765270
chl,2007,239409770
chl,2008,244255220
chl,2009,249019460
chl,2010,269548210
chl,2011,279315800
chl,2012,281304230
chl,2013,300521380
chl,2014,302351700
chl,2015,306309280
chl,2016,311528120
chl,2017,316751410
chn,1990,5352153227
chn,1991,6342495514
chn,1992,7152657372
chn,1993,7931024866
chn,1994,8137494617
chn,1995,8490267730
chn,1996,9218857386
chn,1997,9313044067
chn,1998,9796378374
chn,1999,9996256887
chn,2000,9770295378
chn,2001,10724766513
chn,2002,10930804831
chn,2003,11939412688
chn,2004,12717138114
chn,2005,13271906727
chn,2006,14374085352
chn,2007,15498435164
chn,2008,16836980360
chn,2009,19803867757
chn,2010,21825076929
chn,2011,23696904859
chn,2012,24623387221
chn,2013,26111823462
chn,2014,26685919690
chn,2015,27444098600
chn,2016,28437927393
chn,2017,29432061640
civ,1990,28306424.9
civ,1991,37125456
civ,1992,24361926.9
civ,1993,22814617.8
civ,1994,18069096.9
civ,1995,21035191.6
civ,1996,22384967.4
civ,1997,24257074.6
civ,1998,24175083
civ,1999,25044087
civ,2000,23019925
civ,2001,22214602
civ,2002,22427762
civ,2003,23687067.1
civ,2004,22240744.7
civ,2005,22539603.3
civ,2006,20665065
civ,2007,21608288.2
civ,2008,20795185
civ,2009,21124485
civ,2010,20869904
civ,2011,19480105
civ,2012,20385615
civ,2013,21505061
civ,2014,22102621
civ,2015,22287097
civ,2016,22538496
civ,2017,22791472
cmr,1990,27803724.7
cmr,1991,31908780.1
cmr,1992,27133684.7
cmr,1993,30438713
cmr,1994,25636856.9
cmr,1995,24554811.7
cmr,1996,25647559.4
cmr,1997,27033752.2
cmr,1998,27849998.1
cmr,1999,28292258.3
cmr,2000,28005225.1
cmr,2001,28448940.7
cmr,2002,28322850.7
cmr,2003,28461571.5
cmr,2004,29067895.3
cmr,2005,31358110.4
cmr,2006,30048980.4
cmr,2007,31145533.6
cmr,2008,31597755.5
cmr,2009,38296942.4
cmr,2010,38304878.7
cmr,2011,38167188.2
cmr,2012,39920917.7
cmr,2013,41608218.4
cmr,2014,42525699.4
cmr,2015,43704317.6
cmr,2016,44960402
cmr,2017,46217040.4
cod,1990,128695808
cod,1991,135676067
cod,1992,121403861
cod,1993,125366752
cod,1994,121654184
cod,1995,112404310
cod,1996,110804472
cod,1997,117324308
cod,1998,125152054
cod,1999,116517966
cod,2000,112501183
cod,2001,113054527
cod,2002,113774049
cod,2003,122126260
cod,2004,128375112
cod,2005,137548682
cod,2006,132878864
cod,2007,131275280
cod,2008,131323719
cod,2009,138835507
cod,2010,140142278
cod,2011,141117455
cod,2012,151328847
cod,2013,154072698
cod,2014,154509835
cod,2015,156548457
cod,2016,159404688
cod,2017,162261777
cog,1990,6114290.4
cog,1991,12067143.2
cog,1992,6768731.7
cog,1993,6127937.8
cog,1994,5412187
cog,1995,5797633.2
cog,1996,5550797.4
cog,1997,5462623.8
cog,1998,5485937.5
cog,1999,4851801.7
cog,2000,4661009.8
cog,2001,5017462.3
cog,2002,5748053.9
cog,2003,6128064.4
cog,2004,6617190.3
cog,2005,6906613.4
cog,2006,7247977.1
cog,2007,8550822.6
cog,2008,9187186.5
cog,2009,9634640
cog,2010,9670888.3
cog,2011,9836024.1
cog,2012,10057347.4
cog,2013,10738106.3
cog,2014,10820547.7
cog,2015,11052713
cog,2016,11304158
cog,2017,11555879.8
col,1990,207527440
col,1991,216357270
col,1992,217526270
col,1993,234595430
col,1994,253043190
col,1995,275505640
col,1996,270159560
col,1997,272595530
col,1998,272245260
col,1999,267465320
col,2000,272189310
col,2001,244573370
col,2002,253811480
col,2003,287725850
col,2004,311782630
col,2005,325053060
col,2006,355674510
col,2007,383866120
col,2008,390002260
col,2009,400824530
col,2010,409657870
col,2011,451133530
col,2012,476382270
col,2013,477854460
col,2014,491838130
col,2015,499852260
col,2016,511350010
col,2017,522853960
cpv,1990,1865474.88
cpv,1991,7149359.2
cpv,1992,2436505.9
cpv,1993,2474448.76
cpv,1994,2567864.2
cpv,1995,2679555.1
cpv,1996,2573807.65
cpv,1997,2475100.3
cpv,1998,2461300.1
cpv,1999,2776274.6
cpv,2000,2840089.4
cpv,2001,2801376.6
cpv,2002,3197208.1
cpv,2003,3421474.8
cpv,2004,3613303.7
cpv,2005,3987734.6
cpv,2006,4278797.5
cpv,2007,4581459.6
cpv,2008,4536206.1
cpv,2009,4192177.6
cpv,2010,4213296.8
cpv,2011,4206035.5
cpv,2012,4213080.4
cpv,2013,4215088.3
cpv,2014,4308803.9
cpv,2015,4425181.8
cpv,2016,4553277.9
cpv,2017,4681733.6
cri,1990,16422638
cri,1991,20226141
cri,1992,17443162
cri,1993,19611730
cri,1994,21828495
cri,1995,21867226
cri,1996,23259748
cri,1997,24052149
cri,1998,25407179
cri,1999,25793899
cri,2000,28207347
cri,2001,26428030
cri,2002,26600756
cri,2003,26435447
cri,2004,26901254
cri,2005,27090044
cri,2006,30961720
cri,2007,32189497
cri,2008,31735025
cri,2009,31001486
cri,2010,32170137
cri,2011,34356051
cri,2012,35413246
cri,2013,36787870
cri,2014,38089373
cri,2015,38850073
cri,2016,39686421
cri,2017,40523474
cub,1990,172753290
cub,1991,161914163
cub,1992,137320887
cub,1993,110505157
cub,1994,110286054
cub,1995,105883196
cub,1996,114036172
cub,1997,115880998
cub,1998,112347244
cub,1999,114924288
cub,2000,111648149
cub,2001,108733907
cub,2002,109039835
cub,2003,102198622
cub,2004,99430011
cub,2005,86364087
cub,2006,88219145
cub,2007,95072805
cub,2008,99120187
cub,2009,95885216
cub,2010,91519034
cub,2011,98590950
cub,2012,95850865
cub,2013,99532934
cub,2014,93663810
cub,2015,92108486
cub,2016,90616949
cub,2017,89128470
cyp,1990,12325252.9
cyp,1991,19182645
cyp,1992,16517655.8
cyp,1993,15738001.4
cyp,1994,14634279.1
cyp,1995,16659772.3
cyp,1996,17876561.8
cyp,1997,18170919.4
cyp,1998,24033559.3
cyp,1999,25502753.6
cyp,2000,28368284
cyp,2001,27376842
cyp,2002,28833553
cyp,2003,28509775
cyp,2004,29930752
cyp,2005,30759120
cyp,2006,31085813
cyp,2007,33426847
cyp,2008,35139581
cyp,2009,29415458
cyp,2010,30420220
cyp,2011,29246463
cyp,2012,30165083
cyp,2013,29581999
cyp,2014,30261713
cyp,2015,30971425
cyp,2016,31724740
cyp,2017,32481412
cze,1990,94901500
cze,1991,83967553
cze,1992,127483950
cze,1993,164435270
cze,1994,165019110
cze,1995,169117820
cze,1996,176639530
cze,1997,163750310
cze,1998,164445060
cze,1999,162576470
cze,2000,166349610
cze,2001,168646170
cze,2002,184297240
cze,2003,190419500
cze,2004,206093090
cze,2005,212819360
cze,2006,217621850
cze,2007,230860880
cze,2008,243934230
cze,2009,234890110
cze,2010,230872320
cze,2011,234422550
cze,2012,236567610
cze,2013,230504600
cze,2014,233993120
cze,2015,237515470
cze,2016,241046830
cze,2017,244593130
deu,1990,1520071100
deu,1991,1547071670
deu,1992,1677020300
deu,1993,1600352570
deu,1994,1653182370
deu,1995,1624353300
deu,1996,1569190500
deu,1997,1517659190
deu,1998,1613678700
deu,1999,1664884700
deu,2000,1654815000
deu,2001,1561829400
deu,2002,1540079700
deu,2003,1619095700
deu,2004,1695061600
deu,2005,1683395800
deu,2006,1705301500
deu,2007,1762508800
deu,2008,1776384900
deu,2009,1713917700
deu,2010,1681910400
deu,2011,1692826300
deu,2012,1734400900
deu,2013,1762846400
deu,2014,1792025100
deu,2015,1822466500
deu,2016,1854881700
deu,2017,1888005200
dji,1990,1865357.3
dji,1991,8508568.7
dji,1992,1929337.2
dji,1993,1801612.83
dji,1994,1760958.8
dji,1995,1599080.24
dji,1996,1549390.76
dji,1997,1619642.75
dji,1998,1737289.06
dji,1999,1799535.73
dji,2000,2041910.2
dji,2001,1908114.88
dji,2002,2144548.4
dji,2003,2031958.27
dji,2004,1895988.11
dji,2005,2114947.09
dji,2006,2104782.7
dji,2007,2181202.7
dji,2008,1888280.1
dji,2009,1955357.8
dji,2010,1869013
dji,2011,1897604.1
dji,2012,1910490.2
dji,2013,2039922.7
dji,2014,2080311.2
dji,2015,2109942
dji,2016,2158003.5
dji,2017,2206134.3
dnk,1990,77271521.17
dnk,1991,101180151.4
dnk,1992,87620977.83
dnk,1993,89678169.15
dnk,1994,94219599.2
dnk,1995,98619484.32
dnk,1996,95288964.38
dnk,1997,93636066.33
dnk,1998,114555691.4
dnk,1999,114316258.2
dnk,2000,123760082.2
dnk,2001,114955355.2
dnk,2002,121309699.5
dnk,2003,122492081.9
dnk,2004,128751726.7
dnk,2005,135648592.9
dnk,2006,142487351.6
dnk,2007,153922513.8
dnk,2008,153083841.4
dnk,2009,140531773.1
dnk,2010,133938722
dnk,2011,135347658.8
dnk,2012,135350921.9
dnk,2013,135550108
dnk,2014,136655062.5
dnk,2015,137963167.5
dnk,2016,139490542.3
dnk,2017,141027936.6
dom,1990,29572262
dom,1991,34410784
dom,1992,32463217
dom,1993,31745922
dom,1994,32330199
dom,1995,34736012
dom,1996,35330148
