country,time,fassoas_idea
arg,2004,71.77621
arg,2005,71.77621
arg,2006,71.77621
arg,2007,68.12619
arg,2008,70.65855
arg,2009,70.65855
arg,2010,69.74538
arg,2011,69.74538
arg,2012,69.74538
arg,2013,69.74538
arg,2014,69.74538
arg,2015,69.74538
arg,2016,73.03133
arg,2017,67.12049
arg,2018,69.49319
arg,2019,67.12049
arm,1991,60.05592
arm,1992,65.52684
arm,1993,63.00559
arm,1994,63.21623
arm,1995,61.46835
arm,1996,57.65144
arm,1997,58.45998
arm,1998,62.38849
arm,1999,64.31505
arm,2000,59.48712
arm,2001,63.49343
arm,2002,63.49343
arm,2003,61.34411
arm,2004,54.67722
arm,2005,56.97059
arm,2006,55.78635
arm,2007,55.78635
arm,2008,47.61787
arm,2009,48.80413
arm,2010,53.30063
arm,2011,57.77848
arm,2012,60.19958
arm,2013,59.4488
arm,2014,54.91591
arm,2015,58.47096
arm,2016,56.23557
arm,2017,60.71676
arm,2018,63.1884
arm,2019,76.66613
aus,1975,81.30724
aus,1976,81.30724
aus,1977,81.30724
aus,1978,81.30724
aus,1979,75.6081
aus,1980,75.6081
aus,1981,77.48083
aus,1982,77.48083
aus,1983,75.83795
aus,1984,75.83795
aus,1985,81.6641
aus,1986,81.6641
aus,1987,81.6641
aus,1988,81.6641
aus,1989,81.6641
aus,1990,86.16692
aus,1991,86.16692
aus,1992,86.16692
aus,1993,86.16692
aus,1994,86.16692
aus,1995,86.16692
aus,1996,84.47819
aus,1997,78.42628
aus,1998,78.42628
aus,1999,78.42628
aus,2000,79.54843
aus,2001,79.54843
aus,2002,77.4582
aus,2003,77.4582
aus,2004,77.4582
aus,2005,78.71861
aus,2006,78.71861
aus,2007,78.71861
aus,2008,78.71861
aus,2009,78.71861
aus,2010,83.93498
aus,2011,85.63474
aus,2012,85.63474
aus,2013,85.46945
aus,2014,85.46945
aus,2015,80.78072
aus,2016,78.42628
aus,2017,78.42628
aus,2018,80.78072
aus,2019,72.10005
aut,1975,83.24793
aut,1976,83.24793
aut,1977,83.24793
aut,1978,83.24793
aut,1979,83.24793
aut,1980,83.24793
aut,1981,81.38787
aut,1982,76.86644
aut,1983,76.86644
aut,1984,76.86644
aut,1985,76.86644
aut,1986,76.86644
aut,1987,76.86644
aut,1988,76.86644
aut,1989,76.86644
aut,1990,76.86644
aut,1991,76.86644
aut,1992,76.86644
aut,1993,76.86644
aut,1994,76.86644
aut,1995,76.86644
aut,1996,76.86644
aut,1997,76.86644
aut,1998,75.36445
aut,1999,76.86644
aut,2000,75.36445
aut,2001,76.86644
aut,2002,76.86644
aut,2003,76.86644
aut,2004,76.86644
aut,2005,76.86644
aut,2006,84.42433
aut,2007,84.42433
aut,2008,82.73984
aut,2009,84.42433
aut,2010,84.42433
aut,2011,81.80668
aut,2012,82.73984
aut,2013,79.31257
aut,2014,79.31257
aut,2015,79.31257
aut,2016,79.31257
aut,2017,78.22203
aut,2018,76.35589
aut,2019,82.94499
aze,1991,52.07216
aze,1992,54.12241
aze,1993,39.01069
aze,1994,38.0833
aze,1995,40.26634
aze,1996,39.03072
aze,1997,38.0833
aze,1998,39.01509
aze,1999,41.22328
aze,2000,41.22328
aze,2001,41.22328
aze,2002,37.24461
aze,2003,35.58725
aze,2004,34.56658
aze,2005,34.56658
aze,2006,34.56658
aze,2007,33.63575
aze,2008,30.25501
aze,2009,31.5428
aze,2010,25.51369
aze,2011,25.51369
aze,2012,26.33516
aze,2013,26.6926
aze,2014,26.8357
aze,2015,25.4179
aze,2016,27.38718
aze,2017,32.89909
aze,2018,26.13496
aze,2019,31.58843
bdi,1975,14.88799
bdi,1976,14.88799
bdi,1977,14.88799
bdi,1978,14.88799
bdi,1979,14.88799
bdi,1980,17.18837
bdi,1981,16.76934
bdi,1982,16.76934
bdi,1983,16.76934
bdi,1984,16.76934
bdi,1985,16.76934
bdi,1986,16.76934
bdi,1987,16.76934
bdi,1988,16.76934
bdi,1989,20.3629
bdi,1990,20.9867
bdi,1991,22.97932
bdi,1992,41.72383
bdi,1993,44.44284
bdi,1994,44.44284
bdi,1995,44.44284
bdi,1996,39.17184
bdi,1997,39.17184
bdi,1998,39.17184
bdi,1999,39.17184
bdi,2000,39.86383
bdi,2001,39.86383
bdi,2002,41.82722
bdi,2003,41.82722
bdi,2004,43.0711
bdi,2005,43.79244
bdi,2006,42.82939
bdi,2007,42.82939
bdi,2008,41.59311
bdi,2009,43.74662
bdi,2010,40.80822
bdi,2011,46.32608
bdi,2012,48.07558
bdi,2013,44.57071
bdi,2014,34.6698
bdi,2015,21.24533
bdi,2016,16.34982
bdi,2017,16.34982
bdi,2018,18.76021
bdi,2019,18.76021
bel,1975,78.40296
bel,1976,78.40296
bel,1977,78.40296
bel,1978,78.40296
bel,1979,78.40296
bel,1980,83.81451
bel,1981,82.42637
bel,1982,82.42637
bel,1983,82.42637
bel,1984,82.42637
bel,1985,82.42637
bel,1986,82.42637
bel,1987,82.42637
bel,1988,82.42637
bel,1989,82.42637
bel,1990,82.42637
bel,1991,82.42637
bel,1992,82.42637
bel,1993,82.42637
bel,1994,82.42637
bel,1995,82.42637
bel,1996,82.42637
bel,1997,82.42637
bel,1998,82.42637
bel,1999,82.42637
bel,2000,82.42637
bel,2001,82.42637
bel,2002,82.42637
bel,2003,82.42637
bel,2004,82.42637
bel,2005,82.42637
bel,2006,82.42637
bel,2007,82.42637
bel,2008,82.42637
bel,2009,82.42637
bel,2010,82.42637
bel,2011,82.42637
bel,2012,82.42637
bel,2013,82.42637
bel,2014,82.42637
bel,2015,82.1004
bel,2016,82.1004
bel,2017,82.97202
bel,2018,80.74887
bel,2019,82.42637
ben,1975,24.16111
ben,1976,24.16111
ben,1977,24.16111
ben,1978,24.16111
ben,1979,24.16111
ben,1980,26.22531
ben,1981,25.29069
ben,1982,25.29069
ben,1983,28.25915
ben,1984,28.25915
ben,1985,29.95412
ben,1986,25.29069
ben,1987,25.29069
ben,1988,25.29069
ben,1989,29.95412
ben,1990,73.91999
ben,1991,73.4509
ben,1992,79.51358
ben,1993,79.51358
ben,1994,75.60144
ben,1995,73.15637
ben,1996,79.51358
ben,1997,79.51358
ben,1998,80.94614
ben,1999,79.51358
ben,2000,76.92187
ben,2001,79.63141
ben,2002,76.52953
ben,2003,79.63141
ben,2004,78.36224
ben,2005,74.51531
ben,2006,79.63141
ben,2007,76.52953
ben,2008,74.05092
ben,2009,74.05092
ben,2010,73.15637
ben,2011,72.42823
ben,2012,72.42823
ben,2013,70.45541
ben,2014,73.07857
ben,2015,71.98678
ben,2016,74.84329
ben,2017,77.88612
ben,2018,76.57465
ben,2019,69.6451
bfa,1975,50.65851
bfa,1976,50.65851
bfa,1977,54.08942
bfa,1978,53.68382
bfa,1979,53.68382
bfa,1980,46.56641
bfa,1981,38.70347
bfa,1982,36.37114
bfa,1983,37.12097
bfa,1984,36.37114
bfa,1985,33.39429
bfa,1986,33.39429
bfa,1987,34.86628
bfa,1988,36.37114
bfa,1989,41.02334
bfa,1990,42.07942
bfa,1991,50.80582
bfa,1992,61.27146
bfa,1993,67.22577
bfa,1994,69.97353
bfa,1995,69.97353
bfa,1996,71.39543
bfa,1997,71.39543
bfa,1998,69.97353
bfa,1999,71.39543
bfa,2000,64.21883
bfa,2001,65.91773
bfa,2002,64.21883
bfa,2003,70.47132
bfa,2004,64.21883
bfa,2005,64.21883
bfa,2006,64.46536
bfa,2007,71.06902
bfa,2008,71.06902
bfa,2009,68.2898
bfa,2010,71.51631
bfa,2011,71.51631
bfa,2012,75.34175
bfa,2013,66.04298
bfa,2014,71.20261
bfa,2015,71.20261
bfa,2016,65.52528
bfa,2017,67.10681
bfa,2018,61.67685
bfa,2019,61.50058
bgd,1975,40.96203
bgd,1976,41.63905
bgd,1977,41.19521
bgd,1978,45.89658
bgd,1979,51.36702
bgd,1980,52.20213
bgd,1981,54.27658
bgd,1982,39.79665
bgd,1983,39.01631
bgd,1984,42.18868
bgd,1985,40.79412
bgd,1986,43.49257
bgd,1987,40.0857
bgd,1988,40.79412
bgd,1989,44.35545
bgd,1990,39.12117
bgd,1991,60.20154
bgd,1992,57.98612
bgd,1993,56.51111
bgd,1994,56.51111
bgd,1995,56.51111
bgd,1996,55.96482
bgd,1997,57.90246
bgd,1998,57.90246
bgd,1999,57.90246
bgd,2000,53.52502
bgd,2001,54.47745
bgd,2002,52.08897
bgd,2003,53.03874
bgd,2004,54.86015
bgd,2005,54.86015
bgd,2006,51.86694
bgd,2007,40.71953
bgd,2008,40.71953
bgd,2009,55.68326
bgd,2010,60.78891
bgd,2011,59.78574
bgd,2012,59.78574
bgd,2013,59.29076
bgd,2014,59.26804
bgd,2015,52.37496
bgd,2016,50.45973
bgd,2017,44.02182
bgd,2018,44.13106
bgd,2019,47.11733
bgr,1975,21.4693
bgr,1976,21.4693
bgr,1977,21.4693
bgr,1978,21.4693
bgr,1979,21.4693
bgr,1980,22.75726
bgr,1981,22.2145
bgr,1982,22.2145
bgr,1983,22.2145
bgr,1984,22.2145
bgr,1985,22.2145
bgr,1986,23.30056
bgr,1987,25.05702
bgr,1988,25.94183
bgr,1989,26.6926
bgr,1990,57.73938
bgr,1991,64.70072
bgr,1992,68.4171
bgr,1993,67.1776
bgr,1994,67.1776
bgr,1995,67.1776
bgr,1996,67.1776
bgr,1997,67.1776
bgr,1998,66.09899
bgr,1999,68.53365
bgr,2000,67.79847
bgr,2001,68.72906
bgr,2002,70.83163
bgr,2003,68.72906
bgr,2004,72.03613
bgr,2005,68.72906
bgr,2006,68.72906
bgr,2007,70.83163
bgr,2008,68.72906
bgr,2009,69.52653
bgr,2010,71.58641
bgr,2011,69.52653
bgr,2012,68.72906
bgr,2013,63.90498
bgr,2014,65.73387
bgr,2015,64.6221
bgr,2016,65.03593
bgr,2017,70.08206
bgr,2018,66.15119
bgr,2019,67.98279
bhr,1975,31.69399
bhr,1976,24.05091
bhr,1977,24.05091
bhr,1978,24.05091
bhr,1979,24.05091
bhr,1980,25.20058
bhr,1981,23.37597
bhr,1982,20.91497
bhr,1983,20.91497
bhr,1984,19.51272
bhr,1985,19.51272
bhr,1986,20.91497
bhr,1987,19.51272
bhr,1988,20.91497
bhr,1989,20.91497
bhr,1990,19.51272
bhr,1991,19.51272
bhr,1992,19.51272
bhr,1993,19.51272
bhr,1994,19.51272
bhr,1995,19.51272
bhr,1996,19.51272
bhr,1997,19.51272
bhr,1998,20.91497
bhr,1999,24.44805
bhr,2000,37.22311
bhr,2001,40.4795
bhr,2002,45.19093
bhr,2003,45.19093
bhr,2004,46.97823
bhr,2005,44.1109
bhr,2006,45.95347
bhr,2007,46.97823
bhr,2008,45.19093
bhr,2009,44.1109
bhr,2010,40.93311
bhr,2011,35.15418
bhr,2012,30.39721
bhr,2013,27.64357
bhr,2014,27.64357
bhr,2015,20.56575
bhr,2016,18.67314
bhr,2017,18.83409
bhr,2018,16.38975
bhr,2019,16.38975
bih,1992,45.47121
bih,1993,45.47121
bih,1994,45.47121
bih,1995,46.94208
bih,1996,62.17168
bih,1997,66.13897
bih,1998,72.10454
bih,1999,75.53691
bih,2000,76.82439
bih,2001,77.26624
bih,2002,77.26624
bih,2003,79.89131
bih,2004,74.78098
bih,2005,73.37101
bih,2006,73.37101
bih,2007,73.37101
bih,2008,70.81832
bih,2009,69.38124
bih,2010,70.18941
bih,2011,70.18941
bih,2012,71.29727
bih,2013,73.07857
bih,2014,70.45541
bih,2015,71.27885
bih,2016,72.31742
bih,2017,69.94542
bih,2018,65.54126
bih,2019,61.65182
blr,1991,57.53882
blr,1992,62.72362
blr,1993,58.16329
blr,1994,56.68928
blr,1995,48.21962
blr,1996,41.73279
blr,1997,39.59536
blr,1998,39.59536
blr,1999,39.59536
blr,2000,37.56667
blr,2001,33.90079
blr,2002,31.5134
blr,2003,31.5134
blr,2004,31.5134
blr,2005,28.04055
blr,2006,26.91491
blr,2007,26.91491
blr,2008,27.86953
blr,2009,27.86953
blr,2010,25.5004
blr,2011,25.5004
blr,2012,25.5004
blr,2013,25.5004
blr,2014,25.5004
blr,2015,29.89934
blr,2016,31.44124
blr,2017,29.82966
blr,2018,33.74975
blr,2019,32.76039
bol,1975,29.89136
bol,1976,29.89136
bol,1977,29.89136
bol,1978,39.03388
bol,1979,43.10651
bol,1980,33.46456
bol,1981,32.83782
bol,1982,51.62206
bol,1983,70.05489
bol,1984,74.8991
bol,1985,55.33339
bol,1986,53.69018
bol,1987,57.3452
bol,1988,64.10904
bol,1989,63.21623
bol,1990,68.29387
bol,1991,71.47003
bol,1992,71.47003
bol,1993,68.29387
bol,1994,68.29387
bol,1995,67.84622
bol,1996,71.47003
bol,1997,71.03837
bol,1998,68.29387
bol,1999,65.6286
bol,2000,65.6286
bol,2001,63.34114
bol,2002,66.58915
bol,2003,63.19537
bol,2004,72.14152
bol,2005,66.26036
bol,2006,65.61163
bol,2007,65.7638
bol,2008,62.75026
bol,2009,69.08121
bol,2010,66.69717
bol,2011,63.03992
bol,2012,64.98871
bol,2013,63.8216
bol,2014,58.46828
bol,2015,57.37954
bol,2016,51.74994
bol,2017,58.13735
bol,2018,58.13735
bol,2019,56.93341
bra,1975,34.77909
bra,1976,34.77909
bra,1977,34.77909
bra,1978,34.77909
bra,1979,34.77909
bra,1980,37.74561
bra,1981,40.2807
bra,1982,40.2807
bra,1983,38.77428
bra,1984,38.77428
bra,1985,48.703
bra,1986,57.73219
bra,1987,57.46249
bra,1988,66.35751
bra,1989,80.78784
bra,1990,91.7601
bra,1991,91.7601
bra,1992,91.7601
bra,1993,91.7601
bra,1994,91.7601
bra,1995,90.9136
bra,1996,91.7601
bra,1997,85.17043
bra,1998,91.7601
bra,1999,85.17043
bra,2000,85.17043
bra,2001,79.05576
bra,2002,82.34663
bra,2003,79.05576
bra,2004,87.326
bra,2005,87.326
bra,2006,87.326
bra,2007,86.56436
bra,2008,86.56436
bra,2009,86.56436
bra,2010,87.326
bra,2011,87.326
bra,2012,83.28274
bra,2013,83.28274
bra,2014,73.63092
bra,2015,85.30186
bra,2016,69.47648
bra,2017,69.23157
bra,2018,66.60319
bra,2019,61.99805
brb,1975,72.2921
brb,1976,72.2921
brb,1977,72.2921
brb,1978,72.2921
brb,1979,72.2921
brb,1980,72.2921
brb,1981,72.2921
brb,1982,72.2921
brb,1983,72.2921
brb,1984,72.2921
brb,1985,72.2921
brb,1986,72.2921
brb,1987,72.2921
brb,1988,72.2921
brb,1989,72.2921
brb,1990,72.2921
brb,1991,72.2921
brb,1992,72.2921
brb,1993,72.2921
brb,1994,72.2921
brb,1995,72.2921
brb,1996,72.2921
brb,1997,72.2921
brb,1998,72.2921
brb,1999,72.2921
brb,2000,66.07092
brb,2001,69.23014
brb,2002,74.75851
brb,2003,74.75851
brb,2004,74.75851
brb,2005,78.45563
brb,2006,78.45563
brb,2007,78.45563
brb,2008,78.45563
brb,2009,77.06481
brb,2010,77.06481
brb,2011,77.06481
brb,2012,77.06481
brb,2013,77.06481
brb,2014,77.06481
brb,2015,72.09733
brb,2016,72.99447
brb,2017,72.99447
brb,2018,69.79615
brb,2019,71.78485
bwa,1975,70.96649
bwa,1976,70.96649
bwa,1977,70.96649
bwa,1978,70.96649
bwa,1979,70.96649
bwa,1980,71.62773
bwa,1981,72.02443
bwa,1982,69.81621
bwa,1983,69.81621
bwa,1984,68.69658
bwa,1985,69.81621
bwa,1986,67.67897
bwa,1987,68.69658
bwa,1988,72.02443
bwa,1989,72.02443
bwa,1990,72.48208
bwa,1991,71.69269
bwa,1992,72.48208
bwa,1993,72.48208
bwa,1994,71.69269
bwa,1995,71.69269
bwa,1996,72.48208
bwa,1997,72.48208
bwa,1998,71.69269
bwa,1999,72.48208
bwa,2000,71.69269
bwa,2001,72.48208
bwa,2002,71.69269
bwa,2003,70.80923
bwa,2004,70.80923
bwa,2005,67.19452
bwa,2006,70.80923
bwa,2007,70.80923
bwa,2008,70.80923
bwa,2009,74.62603
bwa,2010,74.62603
bwa,2011,74.62603
bwa,2012,75.318
bwa,2013,79.5694
bwa,2014,79.5694
bwa,2015,75.8511
bwa,2016,75.65667
bwa,2017,62.90229
bwa,2018,65.05024
bwa,2019,61.89264
caf,1975,24.33953
caf,1976,23.49567
caf,1977,23.49567
caf,1978,23.49567
caf,1979,27.54432
caf,1980,57.38952
caf,1981,48.83564
caf,1982,34.72158
caf,1983,34.72158
caf,1984,34.72158
caf,1985,34.72158
caf,1986,36.15015
caf,1987,34.72158
caf,1988,36.15015
caf,1989,34.72158
caf,1990,40.96087
caf,1991,47.3733
caf,1992,45.57125
caf,1993,47.33348
caf,1994,54.29255
caf,1995,54.29255
caf,1996,49.90643
caf,1997,49.90643
caf,1998,55.61868
caf,1999,49.90643
caf,2000,50.57309
caf,2001,53.34083
caf,2002,50.57309
caf,2003,50.017
caf,2004,47.71565
caf,2005,47.71565
caf,2006,47.71565
caf,2007,52.20332
caf,2008,52.20332
caf,2009,52.20332
caf,2010,52.20332
caf,2011,47.71565
caf,2012,44.9451
caf,2013,37.61201
caf,2014,37.61201
caf,2015,39.72029
caf,2016,52.90797
caf,2017,52.08322
caf,2018,54.86391
caf,2019,48.02236
can,1975,73.44685
can,1976,73.44685
can,1977,73.44685
can,1978,73.44685
can,1979,73.44685
can,1980,74.72308
can,1981,76.24821
can,1982,75.18911
can,1983,75.18911
can,1984,79.13471
can,1985,79.13471
can,1986,79.13471
can,1987,79.13471
can,1988,79.13471
can,1989,79.13471
can,1990,79.13471
can,1991,79.13471
can,1992,79.13471
can,1993,79.13471
can,1994,79.13471
can,1995,79.13471
can,1996,79.13471
can,1997,79.13471
can,1998,79.13471
can,1999,79.13471
can,2000,79.13471
can,2001,75.18911
can,2002,71.41602
can,2003,71.41602
can,2004,71.41602
can,2005,71.41602
can,2006,70.47675
can,2007,70.47675
can,2008,69.3729
can,2009,70.47675
can,2010,71.41602
can,2011,70.35383
can,2012,70.35383
can,2013,73.75719
can,2014,73.75719
can,2015,74.90399
can,2016,77.45743
can,2017,72.51591
can,2018,72.51591
can,2019,79.13471
che,1975,76.30256
che,1976,76.30256
che,1977,76.30256
che,1978,76.30256
che,1979,76.30256
che,1980,82.31601
che,1981,83.42177
che,1982,83.42177
che,1983,83.42177
che,1984,83.42177
che,1985,83.42177
che,1986,83.42177
che,1987,83.42177
che,1988,83.42177
che,1989,83.42177
che,1990,83.42177
che,1991,83.42177
che,1992,81.91947
che,1993,83.42177
che,1994,83.42177
che,1995,81.91947
che,1996,83.42177
che,1997,83.42177
che,1998,83.42177
che,1999,83.42177
che,2000,83.42177
che,2001,83.42177
che,2002,83.42177
che,2003,83.42177
che,2004,83.42177
che,2005,83.42177
che,2006,83.42177
che,2007,81.91947
che,2008,81.91947
che,2009,81.91947
che,2010,82.52566
che,2011,81.33449
che,2012,81.33449
che,2013,81.33449
che,2014,81.33449
che,2015,85.51026
che,2016,85.51026
che,2017,85.51026
che,2018,87.26657
che,2019,83.05221
chl,1975,14.19056
chl,1976,14.19056
chl,1977,18.07765
chl,1978,14.19056
chl,1979,14.19056
chl,1980,18.07765
chl,1981,17.44045
chl,1982,17.44045
chl,1983,22.40904
chl,1984,19.35411
chl,1985,23.65266
chl,1986,25.04568
chl,1987,28.398
chl,1988,35.09509
chl,1989,37.09039
chl,1990,87.83745
chl,1991,87.83745
chl,1992,87.00039
chl,1993,87.83745
chl,1994,87.83745
chl,1995,93.25658
chl,1996,93.25658
chl,1997,93.25658
chl,1998,95.32554
chl,1999,93.25658
chl,2000,87.83745
chl,2001,87.83745
chl,2002,87.83745
chl,2003,89.05402
chl,2004,93.25658
chl,2005,93.25658
chl,2006,93.25658
chl,2007,93.25658
chl,2008,93.25658
chl,2009,93.25658
chl,2010,85.58143
chl,2011,78.53108
chl,2012,81.37838
chl,2013,78.06273
chl,2014,80.44384
chl,2015,83.28274
chl,2016,81.33449
chl,2017,81.33449
chl,2018,75.21797
chl,2019,62.70533
chn,1975,8.76333
chn,1976,8.76333
chn,1977,9.82518
chn,1978,10.41246
chn,1979,18.52779
chn,1980,23.87378
chn,1981,23.24405
chn,1982,23.24405
chn,1983,23.24405
chn,1984,23.24405
chn,1985,23.24405
chn,1986,23.24405
chn,1987,25.18415
chn,1988,23.24405
chn,1989,25.05702
chn,1990,17.2583
chn,1991,17.2583
chn,1992,19.87165
chn,1993,19.87165
chn,1994,19.87165
chn,1995,21.74132
chn,1996,23.54443
chn,1997,23.54443
chn,1998,23.54443
chn,1999,23.54443
chn,2000,23.54443
chn,2001,23.54443
chn,2002,25.05702
chn,2003,23.30056
chn,2004,23.30056
chn,2005,23.30056
chn,2006,23.30056
chn,2007,23.30056
chn,2008,25.05702
chn,2009,25.05702
chn,2010,26.32199
chn,2011,26.32199
chn,2012,26.32199
chn,2013,23.30056
chn,2014,24.53944
chn,2015,21.74132
chn,2016,21.74132
chn,2017,21.24311
chn,2018,19.51272
chn,2019,19.51272
civ,1975,47.36714
civ,1976,47.36714
civ,1977,47.36714
civ,1978,47.36714
civ,1979,47.36714
civ,1980,47.36714
civ,1981,47.04173
civ,1982,45.86245
civ,1983,45.86245
civ,1984,47.04173
civ,1985,49.30525
civ,1986,49.30525
civ,1987,49.30525
civ,1988,45.96041
civ,1989,47.9637
civ,1990,51.25564
civ,1991,53.18014
civ,1992,52.02089
civ,1993,52.3514
civ,1994,56.32295
civ,1995,56.44707
civ,1996,53.66113
civ,1997,56.38563
civ,1998,51.67907
civ,1999,49.31093
civ,2000,62.45366
civ,2001,62.8454
civ,2002,65.33951
civ,2003,56.61206
civ,2004,58.76617
civ,2005,54.97385
civ,2006,55.28224
civ,2007,57.75898
civ,2008,55.70744
civ,2009,55.70744
civ,2010,55.99862
civ,2011,49.5234
civ,2012,61.29683
civ,2013,53.26735
civ,2014,53.97385
civ,2015,55.48046
civ,2016,53.40243
civ,2017,54.00024
civ,2018,55.02828
civ,2019,51.78697
cmr,1975,24.44973
cmr,1976,24.44973
cmr,1977,24.44973
cmr,1978,24.44973
cmr,1979,24.44973
cmr,1980,26.21852
cmr,1981,25.25332
cmr,1982,28.94041
cmr,1983,28.94041
cmr,1984,28.94041
cmr,1985,28.94041
cmr,1986,28.94041
cmr,1987,29.43347
cmr,1988,29.43347
cmr,1989,29.43347
cmr,1990,38.66455
cmr,1991,43.79244
cmr,1992,43.79244
cmr,1993,45.08582
cmr,1994,43.92952
cmr,1995,44.03581
cmr,1996,44.03581
cmr,1997,46.64334
cmr,1998,50.12327
cmr,1999,48.69457
cmr,2000,50.12327
cmr,2001,46.24842
cmr,2002,48.69457
cmr,2003,48.69457
cmr,2004,46.24842
cmr,2005,48.69457
cmr,2006,48.69457
cmr,2007,47.69338
cmr,2008,46.24842
cmr,2009,46.24842
cmr,2010,46.24842
cmr,2011,46.24842
cmr,2012,46.24842
cmr,2013,45.40558
cmr,2014,44.41537
cmr,2015,44.41537
cmr,2016,40.41684
cmr,2017,41.39476
cmr,2018,41.39476
cmr,2019,41.39476
cod,1975,22.44406
cod,1976,22.44406
cod,1977,22.44406
cod,1978,22.44406
cod,1979,22.44406
cod,1980,23.49567
cod,1981,22.82819
cod,1982,22.82819
cod,1983,22.82819
cod,1984,22.82819
cod,1985,24.26727
cod,1986,24.26727
cod,1987,22.82819
cod,1988,22.82819
cod,1989,22.82819
cod,1990,31.90074
