country,time,matfootp_cap
eri,1995,1.6
eri,1996,1.51
eri,1997,1.7
eri,1998,1.97
eri,1999,1.74
eri,2000,1.44
eri,2001,1.51
eri,2002,1.51
eri,2003,1.37
eri,2004,1.4
eri,2005,1.65
eri,2006,1.44
eri,2007,1.55
eri,2008,1.11
eri,2009,1.21
eri,2010,1.2
eri,2011,1.61
eri,2012,1.48
eri,2013,1.58
eri,2014,2.63
eri,2015,3.73
eri,2016,7.55
eri,2017,9.24
esp,1990,15.41
esp,1991,16.33
esp,1992,17.98
esp,1993,15.65
esp,1994,15.97
esp,1995,17.84
esp,1996,17.46
esp,1997,18.12
esp,1998,20.9
esp,1999,22.01
esp,2000,23.52
esp,2001,23.96
esp,2002,24.81
esp,2003,26.88
esp,2004,28.34
esp,2005,30.13
esp,2006,31.21
esp,2007,31.75
esp,2008,29.34
esp,2009,24.97
esp,2010,24.84
esp,2011,23.32
esp,2012,22.8
esp,2013,22.82
esp,2014,22.8
esp,2015,23.34
esp,2016,23.53
esp,2017,23.97
est,1990,6.93
est,1991,15.11
est,1992,14.14
est,1993,14.06
est,1994,14.11
est,1995,12.52
est,1996,13.67
est,1997,13.45
est,1998,12.72
est,1999,12.16
est,2000,13.3
est,2001,13.75
est,2002,15.8
est,2003,18.89
est,2004,20.46
est,2005,22.89
est,2006,24.91
est,2007,29.86
est,2008,27.08
est,2009,23.94
est,2010,24.12
est,2011,25.01
est,2012,25.43
est,2013,28.01
est,2014,28.56
est,2015,27.99
est,2016,28.67
est,2017,29.36
eth,1990,2.06
eth,1991,2.43
eth,1992,2
eth,1993,1.64
eth,1994,0.72
eth,1995,0.7
eth,1996,0.66
eth,1997,0.56
eth,1998,0.44
eth,1999,0.47
eth,2000,0.22
eth,2001,0.48
eth,2002,0.52
eth,2003,0.51
eth,2004,0.51
eth,2005,0.57
eth,2006,0.6
eth,2007,0.65
eth,2008,0.68
eth,2009,0.74
eth,2010,0.65
eth,2011,0.64
eth,2012,0.61
eth,2013,0.63
eth,2014,0.67
eth,2015,0.7
eth,2016,0.72
eth,2017,0.74
fin,1990,19.93
fin,1991,18.68
fin,1992,27.37
fin,1993,23.36
fin,1994,24.62
fin,1995,24.39
fin,1996,24.09
fin,1997,24.11
fin,1998,25.84
fin,1999,29.49
fin,2000,29.61
fin,2001,33.59
fin,2002,34.43
fin,2003,36.53
fin,2004,37.33
fin,2005,37.82
fin,2006,38.69
fin,2007,39.93
fin,2008,39.15
fin,2009,36.34
fin,2010,34.79
fin,2011,35.34
fin,2012,35
fin,2013,35.52
fin,2014,35.07
fin,2015,35.24
fin,2016,35.79
fin,2017,36.22
fji,1990,8.54
fji,1991,15.58
fji,1992,8.83
fji,1993,8.68
fji,1994,8.62
fji,1995,8.19
fji,1996,7.43
fji,1997,7.1
fji,1998,5.28
fji,1999,6.44
fji,2000,5.76
fji,2001,5.78
fji,2002,5.82
fji,2003,6.38
fji,2004,7.82
fji,2005,7.81
fji,2006,8.28
fji,2007,7.62
fji,2008,6.79
fji,2009,6.03
fji,2010,5.96
fji,2011,6.07
fji,2012,5.85
fji,2013,7.19
fji,2014,7.21
fji,2015,7.21
fji,2016,7.44
fji,2017,7.46
fra,1990,17.03
fra,1991,17.36
fra,1992,19.9
fra,1993,18.75
fra,1994,18.86
fra,1995,21.09
fra,1996,19.07
fra,1997,17.79
fra,1998,19.2
fra,1999,19.54
fra,2000,20.07
fra,2001,19.26
fra,2002,20.01
fra,2003,20.8
fra,2004,21.62
fra,2005,21.79
fra,2006,22.07
fra,2007,22.79
fra,2008,22.81
fra,2009,21.98
fra,2010,20.93
fra,2011,20.51
fra,2012,20.57
fra,2013,20.69
fra,2014,20.92
fra,2015,21.19
fra,2016,22.2
fra,2017,22.51
gab,1990,6.32
gab,1991,11.74
gab,1992,6.47
gab,1993,6.1
gab,1994,5.11
gab,1995,5.14
gab,1996,5
gab,1997,5.08
gab,1998,6.11
gab,1999,4.88
gab,2000,4.69
gab,2001,4.27
gab,2002,4.37
gab,2003,4.45
gab,2004,4.17
gab,2005,4.12
gab,2006,4.22
gab,2007,4.37
gab,2008,4
gab,2009,3.87
gab,2010,3.67
gab,2011,4.98
gab,2012,4.79
gab,2013,5.12
gab,2014,5.11
gab,2015,5.07
gab,2016,4.43
gab,2017,4.37
gbr,1990,17.48
gbr,1991,18.39
gbr,1992,18.12
gbr,1993,17.45
gbr,1994,19.03
gbr,1995,20.1
gbr,1996,19.84
gbr,1997,21.76
gbr,1998,23.28
gbr,1999,24.48
gbr,2000,25.91
gbr,2001,24.26
gbr,2002,24.54
gbr,2003,24.39
gbr,2004,25.85
gbr,2005,27.04
gbr,2006,27.42
gbr,2007,27.34
gbr,2008,25.38
gbr,2009,21.48
gbr,2010,22.3
gbr,2011,22.12
gbr,2012,22.4
gbr,2013,22.27
gbr,2014,22.53
gbr,2015,22.71
gbr,2016,22.42
gbr,2017,22.52
geo,1990,2.46
geo,1991,6.09
geo,1992,10.65
geo,1993,6.95
geo,1994,8.56
geo,1995,2.7
geo,1996,2.94
geo,1997,3.34
geo,1998,2.9
geo,1999,2.98
geo,2000,3.07
geo,2001,3.39
geo,2002,3.67
geo,2003,4.07
geo,2004,4.6
geo,2005,5.21
geo,2006,5.65
geo,2007,6.45
geo,2008,6.65
geo,2009,6.72
geo,2010,6.62
geo,2011,7.37
geo,2012,7.68
geo,2013,8.08
geo,2014,8.21
geo,2015,8.47
geo,2016,8.66
geo,2017,8.9
gha,1990,2.44
gha,1991,3.41
gha,1992,3.03
gha,1993,3.11
gha,1994,2.76
gha,1995,2.68
gha,1996,2.54
gha,1997,2.55
gha,1998,2.75
gha,1999,2.81
gha,2000,2.02
gha,2001,2.19
gha,2002,2.3
gha,2003,2.38
gha,2004,2.66
gha,2005,3.02
gha,2006,3.21
gha,2007,3.23
gha,2008,3.2
gha,2009,2.96
gha,2010,3.24
gha,2011,3.35
gha,2012,3.29
gha,2013,3.53
gha,2014,3.56
gha,2015,3.56
gha,2016,3.52
gha,2017,3.54
gin,1990,2.95
gin,1991,4.02
gin,1992,2.74
gin,1993,2.7
gin,1994,2.64
gin,1995,2.88
gin,1996,2.77
gin,1997,2.34
gin,1998,2.22
gin,1999,2.42
gin,2000,2.39
gin,2001,2.28
gin,2002,2.35
gin,2003,2.43
gin,2004,2.44
gin,2005,2.22
gin,2006,2.09
gin,2007,2.4
gin,2008,2.46
gin,2009,2.34
gin,2010,2.18
gin,2011,2.06
gin,2012,2.17
gin,2013,2.27
gin,2014,2.22
gin,2015,2.21
gin,2016,2.42
gin,2017,2.4
gmb,1990,2.89
gmb,1991,8.73
gmb,1992,3.16
gmb,1993,3.19
gmb,1994,3.12
gmb,1995,2.97
gmb,1996,2.76
gmb,1997,2.46
gmb,1998,2.53
gmb,1999,2.41
gmb,2000,2.51
gmb,2001,2.09
gmb,2002,2.52
gmb,2003,3.09
gmb,2004,3.31
gmb,2005,3.2
gmb,2006,2.92
gmb,2007,2.64
gmb,2008,2.71
gmb,2009,2.95
gmb,2010,2.83
gmb,2011,2.43
gmb,2012,2.4
gmb,2013,2.36
gmb,2014,2.29
gmb,2015,2.29
gmb,2016,2.2
gmb,2017,2.2
grc,1990,19.57
grc,1991,21.41
grc,1992,22.72
grc,1993,23.5
grc,1994,23.59
grc,1995,25.6
grc,1996,26.31
grc,1997,27.31
grc,1998,29.38
grc,1999,30.59
grc,2000,32.13
grc,2001,32.04
grc,2002,32.81
grc,2003,34.57
grc,2004,35.96
grc,2005,36.01
grc,2006,35.72
grc,2007,37.05
grc,2008,37.31
grc,2009,34.04
grc,2010,30.24
grc,2011,28.16
grc,2012,27.92
grc,2013,26.24
grc,2014,26.21
grc,2015,26.18
grc,2016,27.06
grc,2017,27.23
gtm,1990,2.59
gtm,1991,3.14
gtm,1992,2.76
gtm,1993,2.68
gtm,1994,2.84
gtm,1995,2.96
gtm,1996,3.02
gtm,1997,3.23
gtm,1998,3.3
gtm,1999,3.43
gtm,2000,3.36
gtm,2001,3.4
gtm,2002,3.44
gtm,2003,3.64
gtm,2004,3.59
gtm,2005,3.58
gtm,2006,3.68
gtm,2007,3.9
gtm,2008,3.68
gtm,2009,3.48
gtm,2010,3.4
gtm,2011,3.5
gtm,2012,3.55
gtm,2013,3.71
gtm,2014,3.82
gtm,2015,3.82
gtm,2016,3.85
gtm,2017,3.87
guy,1990,60.93
guy,1991,68.73
guy,1992,86.9
guy,1993,104.32
guy,1994,106.16
guy,1995,106.14
guy,1996,111.69
guy,1997,109.34
guy,1998,107.95
guy,1999,102.48
guy,2000,154.86
guy,2001,108.27
guy,2002,115.27
guy,2003,97.09
guy,2004,96.23
guy,2005,107.6
guy,2006,99.39
guy,2007,110.92
guy,2008,110
guy,2009,103.89
guy,2010,120.18
guy,2011,144.24
guy,2012,115.22
guy,2013,116.66
guy,2014,115.98
guy,2015,116.73
guy,2016,117.57
guy,2017,118.48
hnd,1990,3.05
hnd,1991,3.79
hnd,1992,2.87
hnd,1993,2.92
hnd,1994,3.01
hnd,1995,2.76
hnd,1996,2.92
hnd,1997,2.94
hnd,1998,2.97
hnd,1999,3.13
hnd,2000,3.3
hnd,2001,3.3
hnd,2002,3.31
hnd,2003,3.44
hnd,2004,3.41
hnd,2005,3.46
hnd,2006,3.8
hnd,2007,4.06
hnd,2008,4.09
hnd,2009,4.28
hnd,2010,4.13
hnd,2011,4.07
hnd,2012,4.22
hnd,2013,4.32
hnd,2014,4.33
hnd,2015,4.37
hnd,2016,3.9
hnd,2017,3.92
hrv,1990,10.94
hrv,1991,12.13
hrv,1992,7.56
hrv,1993,7.83
hrv,1994,8.48
hrv,1995,10.52
hrv,1996,11.15
hrv,1997,13.09
hrv,1998,13.44
hrv,1999,12.74
hrv,2000,11.67
hrv,2001,12.84
hrv,2002,14.43
hrv,2003,16.58
hrv,2004,18.15
hrv,2005,17.79
hrv,2006,17.89
hrv,2007,17.86
hrv,2008,18.39
hrv,2009,16.37
hrv,2010,14.36
hrv,2011,14.48
hrv,2012,14.01
hrv,2013,14.57
hrv,2014,14.98
hrv,2015,15.3
hrv,2016,15.67
hrv,2017,16.02
hti,1990,1.26
hti,1991,2.39
hti,1992,1.26
hti,1993,1.14
hti,1994,1.13
hti,1995,1.09
hti,1996,1.06
hti,1997,1.06
hti,1998,1.05
hti,1999,1.04
hti,2000,0.99
hti,2001,0.99
hti,2002,0.96
hti,2003,0.93
hti,2004,1.04
hti,2005,1.11
hti,2006,1.1
hti,2007,1.18
hti,2008,1.12
hti,2009,1.21
hti,2010,1.34
hti,2011,1.27
hti,2012,1.24
hti,2013,1.33
hti,2014,1.33
hti,2015,1.34
hti,2016,1.36
hti,2017,1.37
hun,1990,10.39
hun,1991,11.54
hun,1992,10.75
hun,1993,11.05
hun,1994,11.36
hun,1995,10.49
hun,1996,10.07
hun,1997,10.13
hun,1998,9.8
hun,1999,9.94
hun,2000,9.66
hun,2001,11.02
hun,2002,11.72
hun,2003,13.06
hun,2004,15.37
hun,2005,16.88
hun,2006,15.1
hun,2007,14.93
hun,2008,16.06
hun,2009,14.5
hun,2010,13.24
hun,2011,13.17
hun,2012,12.53
hun,2013,13.12
hun,2014,14.14
hun,2015,14.34
hun,2016,14.64
hun,2017,14.83
idn,1990,3.21
idn,1991,3.71
idn,1992,3.53
idn,1993,3.66
idn,1994,3.95
idn,1995,4.01
idn,1996,4.29
idn,1997,4.24
idn,1998,3.05
idn,1999,3.43
idn,2000,3.42
idn,2001,3.66
idn,2002,4.07
idn,2003,4.44
idn,2004,4.45
idn,2005,4.65
idn,2006,4.74
idn,2007,4.9
idn,2008,5.05
idn,2009,5.1
idn,2010,5.64
idn,2011,5.89
idn,2012,6.18
idn,2013,6.35
idn,2014,5.94
idn,2015,6.02
idn,2016,6.12
idn,2017,6.23
ind,1990,2.98
ind,1991,2.91
ind,1992,2.97
ind,1993,2.79
ind,1994,2.81
ind,1995,2.86
ind,1996,2.86
ind,1997,2.89
ind,1998,2.89
ind,1999,2.98
ind,2000,2.79
ind,2001,2.9
ind,2002,2.8
ind,2003,3.13
ind,2004,3.13
ind,2005,3.26
ind,2006,3.47
ind,2007,3.87
ind,2008,3.86
ind,2009,4.01
ind,2010,4.18
ind,2011,4.44
ind,2012,4.42
ind,2013,4.33
ind,2014,4.38
ind,2015,4.45
ind,2016,4.53
ind,2017,4.6
irl,1990,13.45
irl,1991,16.3
irl,1992,14.21
irl,1993,13.28
irl,1994,14.41
irl,1995,15.91
irl,1996,16.39
irl,1997,17.56
irl,1998,19.7
irl,1999,20.89
irl,2000,22.72
irl,2001,20.97
irl,2002,22.21
irl,2003,24.22
irl,2004,25.97
irl,2005,28.23
irl,2006,28.96
irl,2007,28.22
irl,2008,27.67
irl,2009,22.4
irl,2010,21.3
irl,2011,20.47
irl,2012,20.37
irl,2013,20.64
irl,2014,20.9
irl,2015,21.15
irl,2016,21.44
irl,2017,21.5
irn,1990,10.45
irn,1991,11.07
irn,1992,10.95
irn,1993,11.28
irn,1994,11.21
irn,1995,11.48
irn,1996,11.44
irn,1997,11.4
irn,1998,11.68
irn,1999,10.94
irn,2000,10.7
irn,2001,11.25
irn,2002,11.6
irn,2003,12
irn,2004,12.73
irn,2005,13.22
irn,2006,13.94
irn,2007,14.4
irn,2008,13.46
irn,2009,14.34
irn,2010,13.95
irn,2011,14.56
irn,2012,13.99
irn,2013,13.34
irn,2014,13.62
irn,2015,13.83
irn,2016,14.04
irn,2017,14.14
irq,1990,7.7
irq,1991,3.5
irq,1992,3.75
irq,1993,2.6
irq,1994,2.05
irq,1995,1.47
irq,1996,1.53
irq,1997,1.27
irq,1998,1.68
irq,1999,1.73
irq,2000,1.75
irq,2001,2.02
irq,2002,2.1
irq,2003,1.56
irq,2004,1.84
irq,2005,2.05
irq,2006,1.91
irq,2007,1.94
irq,2008,1.97
irq,2009,2.41
irq,2010,2.43
irq,2011,2.41
irq,2012,2.52
irq,2013,2.8
irq,2014,2.74
irq,2015,2.75
irq,2016,2.8
irq,2017,2.8
isl,1990,18.82
isl,1991,39.9
isl,1992,25.55
isl,1993,23.59
isl,1994,23.62
isl,1995,23
isl,1996,25.44
isl,1997,25.7
isl,1998,36.12
isl,1999,39.04
isl,2000,42.52
isl,2001,35.76
isl,2002,35.26
isl,2003,39.24
isl,2004,44.78
isl,2005,55.29
isl,2006,59.58
isl,2007,57.57
isl,2008,43.95
isl,2009,31.48
isl,2010,31.27
isl,2011,33.02
isl,2012,33.41
isl,2013,33.64
isl,2014,33.8
isl,2015,34.08
isl,2016,34.44
isl,2017,34.86
isr,1990,16.59
isr,1991,24.39
isr,1992,21.34
isr,1993,22.63
isr,1994,23.77
isr,1995,25.8
isr,1996,26.19
isr,1997,25.16
isr,1998,28.13
isr,1999,27.13
isr,2000,26.94
isr,2001,25.73
isr,2002,25.78
isr,2003,22.94
isr,2004,19.94
isr,2005,21.69
isr,2006,22.27
isr,2007,23.24
isr,2008,22.47
isr,2009,21.89
isr,2010,22.69
isr,2011,23.77
isr,2012,23.61
isr,2013,23.91
isr,2014,23.84
isr,2015,23.83
isr,2016,24.1
isr,2017,24.11
ita,1990,15.52
ita,1991,16.5
ita,1992,19.71
ita,1993,16.5
ita,1994,16.66
ita,1995,17.09
ita,1996,16.97
ita,1997,17.48
ita,1998,18.47
ita,1999,19.24
ita,2000,19.39
ita,2001,19.26
ita,2002,20.29
ita,2003,21.94
ita,2004,22.83
ita,2005,23.18
ita,2006,24.11
ita,2007,24.74
ita,2008,24.16
ita,2009,22.75
ita,2010,22.21
ita,2011,20.42
ita,2012,20.65
ita,2013,20.27
ita,2014,20.49
ita,2015,20.87
ita,2016,21
ita,2017,21.42
jam,1990,9.95
jam,1991,10.7
jam,1992,7.78
jam,1993,8.65
jam,1994,8.61
jam,1995,8.94
jam,1996,9.49
jam,1997,9.69
jam,1998,8.88
jam,1999,8.53
jam,2000,9.32
jam,2001,9.37
jam,2002,9.6
jam,2003,9.89
jam,2004,9.38
jam,2005,9.95
jam,2006,10.59
jam,2007,10.18
jam,2008,10.4
jam,2009,7.32
jam,2010,7.46
jam,2011,8.44
jam,2012,8.27
jam,2013,8.15
jam,2014,8.35
jam,2015,8.26
jam,2016,7.9
jam,2017,7.82
jor,1990,5.3
jor,1991,5.96
jor,1992,6.54
jor,1993,6.7
jor,1994,7.59
jor,1995,7.44
jor,1996,7.6
jor,1997,7.92
jor,1998,7.66
jor,1999,7.48
jor,2000,8.31
jor,2001,8.22
jor,2002,8.56
jor,2003,8.08
jor,2004,8.52
jor,2005,8.56
jor,2006,8.43
jor,2007,8.31
jor,2008,7.97
jor,2009,7.85
jor,2010,8.4
jor,2011,8.63
jor,2012,8.34
jor,2013,8.2
jor,2014,8.18
jor,2015,8.18
jor,2016,6.67
jor,2017,6.68
jpn,1990,21.62
jpn,1991,20.98
jpn,1992,23.89
jpn,1993,24.22
jpn,1994,26.17
jpn,1995,27.52
jpn,1996,26.27
jpn,1997,25.43
jpn,1998,24.22
jpn,1999,24.76
jpn,2000,27.37
jpn,2001,25.96
jpn,2002,24.82
jpn,2003,24.98
jpn,2004,26.13
jpn,2005,26.52
jpn,2006,27.16
jpn,2007,25.61
jpn,2008,26.1
jpn,2009,23.49
jpn,2010,23.99
jpn,2011,25.69
jpn,2012,26.73
jpn,2013,25.41
jpn,2014,24.62
jpn,2015,25.02
jpn,2016,25.33
jpn,2017,25.93
kaz,1990,1.55
kaz,1991,4.87
kaz,1992,24.61
kaz,1993,17.84
kaz,1994,15.82
kaz,1995,12.86
kaz,1996,12.17
kaz,1997,12.12
kaz,1998,11.5
kaz,1999,11.8
kaz,2000,11.6
kaz,2001,13.81
kaz,2002,13.78
kaz,2003,14.17
kaz,2004,14.37
kaz,2005,14.84
kaz,2006,16.62
kaz,2007,18.76
kaz,2008,16.75
kaz,2009,17.84
kaz,2010,16.75
kaz,2011,18.11
kaz,2012,16.64
kaz,2013,18.27
kaz,2014,17.82
kaz,2015,17.78
kaz,2016,18.04
kaz,2017,18.25
ken,1990,3.01
ken,1991,3.23
ken,1992,2.77
ken,1993,2.39
ken,1994,2.41
ken,1995,2.52
ken,1996,2.33
ken,1997,2.38
ken,1998,2.5
ken,1999,2.61
ken,2000,2.82
ken,2001,2.83
ken,2002,2.8
ken,2003,2.63
ken,2004,2.65
ken,2005,2.88
ken,2006,2.9
ken,2007,2.89
ken,2008,2.87
ken,2009,2.97
ken,2010,2.95
ken,2011,2.87
ken,2012,3.08
ken,2013,3.17
ken,2014,3.08
ken,2015,3.07
ken,2016,2.96
ken,2017,2.96
kgz,1990,3.05
kgz,1991,9.31
kgz,1992,6.9
kgz,1993,6.56
kgz,1994,5.4
kgz,1995,4.94
kgz,1996,5.28
kgz,1997,5.43
kgz,1998,5.9
kgz,1999,5.6
kgz,2000,6.06
kgz,2001,5.97
kgz,2002,6.27
kgz,2003,6.8
kgz,2004,7.06
kgz,2005,7.04
kgz,2006,7.25
kgz,2007,7.85
kgz,2008,8.65
kgz,2009,7.64
kgz,2010,7.69
kgz,2011,8.28
kgz,2012,8.28
kgz,2013,8.64
kgz,2014,8.67
kgz,2015,8.52
kgz,2016,8.47
kgz,2017,8.44
khm,1990,2.05
khm,1991,2.25
khm,1992,1.94
khm,1993,2.06
khm,1994,2.05
khm,1995,2.11
khm,1996,2.21
khm,1997,2
khm,1998,1.81
khm,1999,1.8
khm,2000,1.68
khm,2001,1.57
khm,2002,1.63
khm,2003,1.71
khm,2004,1.67
khm,2005,1.87
khm,2006,2.09
khm,2007,2.24
khm,2008,2.52
khm,2009,3.07
khm,2010,4.57
khm,2011,3.16
khm,2012,3.23
khm,2013,3.23
khm,2014,3.27
khm,2015,3.38
khm,2016,3.51
khm,2017,3.61
kor,1990,14.12
kor,1991,16.22
kor,1992,17.4
kor,1993,17.81
kor,1994,20.2
kor,1995,22.35
kor,1996,23.94
kor,1997,23.44
kor,1998,17.09
kor,1999,19.53
kor,2000,21.58
kor,2001,21.87
kor,2002,22.68
kor,2003,24.3
kor,2004,24.72
kor,2005,23.23
kor,2006,23.28
kor,2007,25.39
kor,2008,25.41
kor,2009,23.41
kor,2010,24.88
kor,2011,25.53
kor,2012,26.6
kor,2013,27.06
kor,2014,27
kor,2015,27.5
kor,2016,27.85
kor,2017,28.51
kwt,1990,32.61
kwt,1991,63.62
kwt,1992,35.57
kwt,1993,50.87
kwt,1994,55.8
kwt,1995,60.7
kwt,1996,63.44
kwt,1997,57.03
kwt,1998,56.04
kwt,1999,49.38
kwt,2000,38.48
kwt,2001,43.43
kwt,2002,46.33
kwt,2003,52.44
kwt,2004,58.19
kwt,2005,58.28
kwt,2006,55.21
kwt,2007,58.4
kwt,2008,56.46
kwt,2009,50.26
kwt,2010,47.18
kwt,2011,47.45
kwt,2012,48.1
kwt,2013,48.96
kwt,2014,47.36
kwt,2015,47.06
kwt,2016,47.43
kwt,2017,47.38
lao,1990,1.4
lao,1991,2.6
lao,1992,1.32
lao,1993,1.26
lao,1994,1.29
lao,1995,1.23
lao,1996,1.25
lao,1997,1.27
lao,1998,1.1
lao,1999,1.15
lao,2000,1.32
lao,2001,1.3
lao,2002,1.54
lao,2003,1.6
lao,2004,1.68
lao,2005,2.46
lao,2006,3.24
lao,2007,3.41
lao,2008,3.9
lao,2009,5.12
lao,2010,5.22
lao,2011,5.27
lao,2012,5.54
lao,2013,6
lao,2014,6.22
lao,2015,6.6
lao,2016,7.05
lao,2017,7.43
lbn,1990,6.85
lbn,1991,10.34
lbn,1992,12.34
lbn,1993,17.14
lbn,1994,18.88
lbn,1995,18.75
lbn,1996,19.73
lbn,1997,19
lbn,1998,18.79
lbn,1999,16.53
lbn,2000,14.52
lbn,2001,15.09
lbn,2002,13.94
lbn,2003,13.45
lbn,2004,14.23
lbn,2005,13.55
lbn,2006,15.34
lbn,2007,13.99
lbn,2008,14.9
lbn,2009,16.97
lbn,2010,18.2
lbn,2011,18.05
lbn,2012,17.35
lbn,2013,16.38
lbn,2014,15.67
lbn,2015,15.35
lbn,2016,13.68
lbn,2017,13.77
lbr,1990,1.59
lbr,1991,3.9
lbr,1992,1.38
lbr,1993,1.06
lbr,1994,0.85
lbr,1995,0.58
lbr,1996,0.62
lbr,1997,0.72
lbr,1998,0.79
lbr,1999,0.81
lbr,2000,0.78
lbr,2001,0.8
lbr,2002,0.89
lbr,2003,0.63
lbr,2004,0.72
lbr,2005,0.77
lbr,2006,1.01
lbr,2007,1.04
lbr,2008,0.89
lbr,2009,1
lbr,2010,0.94
lbr,2011,0.92
lbr,2012,1.25
lbr,2013,1.74
lbr,2014,1.76
lbr,2015,1.69
lbr,2016,1.64
lbr,2017,1.59
lby,1990,3.58
lby,1991,5.53
lby,1992,4.25
lby,1993,4.58
lby,1994,4.09
lby,1995,3.62
lby,1996,3.82
lby,1997,3.86
lby,1998,4.21
lby,1999,3.74
lby,2000,3.34
lby,2001,3.03
lby,2002,3.04
lby,2003,2.64
lby,2004,2.51
lby,2005,2.64
lby,2006,3.19
lby,2007,3.17
lby,2008,3.3
lby,2009,2.94
lby,2010,3.27
lby,2011,3
lby,2012,4.08
lby,2013,3.7
lby,2014,3.74
lby,2015,3.8
lby,2016,3.75
lby,2017,3.78
lka,1990,0.91
lka,1991,1.34
lka,1992,1.19
lka,1993,1.28
lka,1994,1.51
lka,1995,1.67
lka,1996,1.68
lka,1997,1.66
lka,1998,1.66
lka,1999,1.72
lka,2000,1.97
lka,2001,1.81
lka,2002,1.74
lka,2003,1.65
lka,2004,1.66
lka,2005,1.88
lka,2006,2.21
lka,2007,2.4
lka,2008,2.68
lka,2009,2.54
lka,2010,2.83
lka,2011,3.7
lka,2012,3.74
lka,2013,3.81
lka,2014,3.84
lka,2015,3.93
lka,2016,3.98
lka,2017,4.06
lso,1990,3.78
lso,1991,23.18
lso,1992,4.44
lso,1993,3.65
lso,1994,3.15
lso,1995,2.42
lso,1996,2.51
lso,1997,2.61
lso,1998,2.27
lso,1999,2.47
lso,2000,2.42
lso,2001,2.46
lso,2002,2.32
lso,2003,2.43
lso,2004,2.52
lso,2005,3.85
lso,2006,7.5
lso,2007,12.21
lso,2008,7.66
lso,2009,4.89
lso,2010,6.1
lso,2011,8.38
lso,2012,12.7
lso,2013,11.4
lso,2014,11.41
lso,2015,11.48
lso,2016,12.03
lso,2017,12.16
ltu,1990,5.82
ltu,1991,9.04
ltu,1992,11.74
ltu,1993,15.86
ltu,1994,12.25
ltu,1995,11.24
ltu,1996,12.94
ltu,1997,13.78
ltu,1998,14.11
ltu,1999,13.76
ltu,2000,14.09
ltu,2001,14.35
ltu,2002,16.36
ltu,2003,19.19
ltu,2004,21.47
ltu,2005,23.33
ltu,2006,25.38
ltu,2007,29.89
ltu,2008,31.2
ltu,2009,25.76
ltu,2010,26.18
ltu,2011,28.99
ltu,2012,30.37
ltu,2013,32.33
ltu,2014,33.67
ltu,2015,34.87
ltu,2016,35.53
ltu,2017,36.9
lux,1990,53.09
lux,1991,67.51
lux,1992,67.03
lux,1993,64.83
lux,1994,68.44
lux,1995,68.37
lux,1996,66.14
lux,1997,69.75
lux,1998,75.93
lux,1999,82.09
lux,2000,94.8
lux,2001,86.84
lux,2002,87.98
lux,2003,90.15
lux,2004,97.77
lux,2005,101.54
lux,2006,103.19
lux,2007,107.22
lux,2008,105.47
lux,2009,96.88
lux,2010,99.59
lux,2011,109.23
lux,2012,102.85
lux,2013,105.54
lux,2014,105.04
lux,2015,104.83
lux,2016,104.47
lux,2017,104.05
lva,1990,4.58
lva,1991,11.57
lva,1992,5.48
lva,1993,6.05
lva,1994,5.65
lva,1995,5.65
lva,1996,6.37
lva,1997,6.52
lva,1998,7.26
lva,1999,7.6
lva,2000,7.77
lva,2001,7.89
lva,2002,8.78
lva,2003,10.12
lva,2004,11.97
lva,2005,13.57
lva,2006,16.04
lva,2007,19.52
lva,2008,18.74
lva,2009,15.02
lva,2010,15.18
lva,2011,17.29
lva,2012,18.5
lva,2013,18.97
lva,2014,20.94
lva,2015,21.7
lva,2016,22.26
lva,2017,23.13
mar,1990,3.25
mar,1991,3.91
mar,1992,3.13
mar,1993,2.89
mar,1994,3.44
mar,1995,3.02
mar,1996,3.37
mar,1997,3.11
mar,1998,3.21
mar,1999,3.13
mar,2000,2.87
mar,2001,2.96
mar,2002,3
mar,2003,3.18
mar,2004,3.26
mar,2005,3.21
mar,2006,3.09
mar,2007,2.94
mar,2008,3.07
mar,2009,3.53
mar,2010,3.29
mar,2011,3.63
mar,2012,3.51
mar,2013,3.75
mar,2014,3.79
mar,2015,3.83
mar,2016,3.83
mar,2017,3.88
mda,1990,0.03
mda,1991,0.2
mda,1992,0.09
mda,1993,0.05
mda,1994,0.04
mda,1995,0.04
mda,1996,0.04
mda,1997,0.08
mda,1998,0.05
mda,1999,0.04
mda,2000,0.05
mda,2001,0.04
mda,2002,0.34
mda,2003,0.05
mda,2004,0.07
mda,2005,0.48
mda,2006,0.24
mda,2007,0.2
mda,2008,0.46
mda,2009,0.51
mda,2010,0.69
mda,2011,0.92
mda,2012,0.6
mda,2013,3.17
mda,2014,3.43
mda,2015,3.54
mda,2016,3.66
mda,2017,3.78
mdg,1990,0.93
mdg,1991,1.35
mdg,1992,0.86
mdg,1993,0.9
mdg,1994,0.73
mdg,1995,0.67
mdg,1996,0.71
mdg,1997,0.64
mdg,1998,0.61
mdg,1999,0.57
mdg,2000,0.56
mdg,2001,0.58
mdg,2002,0.61
mdg,2003,0.71
mdg,2004,0.6
mdg,2005,0.63
mdg,2006,0.68
mdg,2007,0.8
mdg,2008,0.94
mdg,2009,0.97
mdg,2010,0.9
mdg,2011,0.84
mdg,2012,0.85
mdg,2013,0.83
mdg,2014,0.83
mdg,2015,0.83
mdg,2016,0.83
mdg,2017,0.84
mdv,1990,3.1
