country,time,pol3_vacc
kgz,2000,99
kgz,2001,99
kgz,2002,99
kgz,2003,98
kgz,2004,98
kgz,2005,98
kgz,2006,93
kgz,2007,94
kgz,2008,95
kgz,2009,96
kgz,2010,88
kgz,2011,94
kgz,2012,94
kgz,2013,97
kgz,2014,95
kgz,2015,97
kgz,2016,97
kgz,2017,93
kgz,2018,92
kgz,2019,96
kgz,2020,87
khm,1984,18
khm,1985,26
khm,1986,35
khm,1987,57
khm,1988,45
khm,1989,48
khm,1990,38
khm,1991,39
khm,1992,32
khm,1993,36
khm,1994,38
khm,1995,39
khm,1996,48
khm,1997,56
khm,1998,57
khm,1999,65
khm,2000,62
khm,2001,59
khm,2002,54
khm,2003,69
khm,2004,86
khm,2005,82
khm,2006,80
khm,2007,82
khm,2008,91
khm,2009,95
khm,2010,90
khm,2011,91
khm,2012,90
khm,2013,71
khm,2014,92
khm,2015,92
khm,2016,91
khm,2017,91
khm,2018,90
khm,2019,94
khm,2020,94
kir,1980,10
kir,1981,20
kir,1982,40
kir,1983,25
kir,1984,23
kir,1985,15
kir,1986,10
kir,1987,5
kir,1988,62
kir,1989,86
kir,1990,97
kir,1991,76
kir,1992,90
kir,1993,99
kir,1994,81
kir,1995,58
kir,1996,82
kir,1997,93
kir,1998,83
kir,1999,76
kir,2000,90
kir,2001,88
kir,2002,96
kir,2003,79
kir,2004,61
kir,2005,74
kir,2006,86
kir,2007,93
kir,2008,74
kir,2009,84
kir,2010,95
kir,2011,95
kir,2012,92
kir,2013,91
kir,2014,79
kir,2015,80
kir,2016,82
kir,2017,90
kir,2018,93
kir,2019,94
kir,2020,91
kna,1980,76
kna,1981,71
kna,1982,93
kna,1983,91
kna,1984,97
kna,1985,89
kna,1986,99
kna,1987,98
kna,1988,93
kna,1989,99
kna,1990,99
kna,1991,99
kna,1992,99
kna,1993,99
kna,1994,99
kna,1995,99
kna,1996,98
kna,1997,99
kna,1998,97
kna,1999,98
kna,2000,99
kna,2001,99
kna,2002,97
kna,2003,99
kna,2004,96
kna,2005,99
kna,2006,99
kna,2007,99
kna,2008,98
kna,2009,95
kna,2010,91
kna,2011,99
kna,2012,98
kna,2013,97
kna,2014,96
kna,2015,91
kna,2016,99
kna,2017,97
kna,2018,98
kna,2019,97
kna,2020,99
kor,1981,62
kor,1982,70
kor,1983,78
kor,1984,80
kor,1985,80
kor,1986,80
kor,1987,93
kor,1988,91
kor,1989,88
kor,1990,74
kor,1991,79
kor,1992,84
kor,1993,88
kor,1994,93
kor,1995,99
kor,1996,91
kor,1997,81
kor,1998,71
kor,1999,85
kor,2000,99
kor,2001,99
kor,2002,99
kor,2003,94
kor,2004,90
kor,2005,96
kor,2006,98
kor,2007,91
kor,2008,92
kor,2009,95
kor,2010,95
kor,2011,98
kor,2012,99
kor,2013,99
kor,2014,99
kor,2015,98
kor,2016,98
kor,2017,97
kor,2018,98
kor,2019,98
kwt,1980,70
kwt,1981,79
kwt,1982,84
kwt,1983,90
kwt,1984,89
kwt,1985,91
kwt,1986,91
kwt,1987,93
kwt,1988,94
kwt,1989,94
kwt,1990,71
kwt,1991,80
kwt,1992,89
kwt,1993,97
kwt,1994,99
kwt,1995,99
kwt,1996,99
kwt,1997,99
kwt,1998,94
kwt,1999,94
kwt,2000,94
kwt,2001,99
kwt,2002,99
kwt,2003,99
kwt,2004,98
kwt,2005,99
kwt,2006,99
kwt,2007,99
kwt,2008,99
kwt,2009,99
kwt,2010,98
kwt,2011,99
kwt,2012,98
kwt,2013,99
kwt,2014,94
kwt,2015,99
kwt,2016,99
kwt,2017,99
kwt,2018,99
kwt,2019,99
lao,1981,7
lao,1982,7
lao,1983,7
lao,1984,5
lao,1985,4
lao,1986,6
lao,1987,10
lao,1988,17
lao,1989,22
lao,1990,26
lao,1991,22
lao,1992,27
lao,1993,26
lao,1994,58
lao,1995,64
lao,1996,68
lao,1997,69
lao,1998,67
lao,1999,64
lao,2000,57
lao,2001,55
lao,2002,55
lao,2003,52
lao,2004,46
lao,2005,50
lao,2006,56
lao,2007,46
lao,2008,60
lao,2009,67
lao,2010,76
lao,2011,78
lao,2012,76
lao,2013,82
lao,2014,83
lao,2015,83
lao,2016,83
lao,2017,84
lao,2018,85
lao,2019,80
lao,2020,78
lbn,1981,4
lbn,1982,9
lbn,1983,6
lbn,1984,4
lbn,1985,17
lbn,1986,30
lbn,1987,46
lbn,1988,62
lbn,1989,78
lbn,1990,82
lbn,1991,86
lbn,1992,88
lbn,1993,91
lbn,1994,93
lbn,1995,93
lbn,1996,94
lbn,1997,92
lbn,1998,89
lbn,1999,86
lbn,2000,83
lbn,2001,80
lbn,2002,77
lbn,2003,74
lbn,2004,74
lbn,2005,74
lbn,2006,75
lbn,2007,75
lbn,2008,75
lbn,2009,76
lbn,2010,77
lbn,2011,79
lbn,2012,80
lbn,2013,81
lbn,2014,81
lbn,2015,81
lbn,2016,81
lbn,2017,81
lbn,2018,81
lbn,2019,81
lbn,2020,67
lbr,1999,58
lbr,2000,56
lbr,2001,54
lbr,2002,51
lbr,2003,49
lbr,2004,47
lbr,2005,66
lbr,2006,66
lbr,2007,67
lbr,2008,79
lbr,2009,84
lbr,2010,71
lbr,2011,77
lbr,2012,80
lbr,2013,80
lbr,2014,62
lbr,2015,65
lbr,2016,73
lbr,2017,79
lbr,2018,79
lbr,2019,69
lbr,2020,67
lby,1980,60
lby,1981,67
lby,1982,72
lby,1983,79
lby,1984,81
lby,1985,81
lby,1986,82
lby,1987,82
lby,1988,84
lby,1989,87
lby,1990,84
lby,1991,87
lby,1992,90
lby,1993,96
lby,1994,95
lby,1995,95
lby,1996,96
lby,1997,96
lby,1998,95
lby,1999,94
lby,2000,94
lby,2001,94
lby,2002,93
lby,2003,95
lby,2004,97
lby,2005,98
lby,2006,98
lby,2007,98
lby,2008,98
lby,2009,98
lby,2010,98
lby,2011,98
lby,2012,98
lby,2013,96
lby,2014,94
lby,2015,97
lby,2016,97
lby,2017,96
lby,2018,73
lby,2019,73
lby,2020,73
lca,1980,58
lca,1981,65
lca,1982,81
lca,1983,80
lca,1984,84
lca,1985,44
lca,1986,88
lca,1987,86
lca,1988,87
lca,1989,93
lca,1990,90
lca,1991,95
lca,1992,96
lca,1993,97
lca,1994,93
lca,1995,98
lca,1996,88
lca,1997,98
lca,1998,88
lca,1999,89
lca,2000,70
lca,2001,99
lca,2002,90
lca,2003,91
lca,2004,91
lca,2005,95
lca,2006,85
lca,2007,99
lca,2008,96
lca,2009,95
lca,2010,97
lca,2011,99
lca,2012,98
lca,2013,99
lca,2014,99
lca,2015,99
lca,2016,95
lca,2017,80
lca,2018,95
lca,2019,91
lca,2020,88
lka,1980,46
lka,1981,45
lka,1982,56
lka,1983,64
lka,1984,65
lka,1985,71
lka,1986,75
lka,1987,79
lka,1988,85
lka,1989,88
lka,1990,86
lka,1991,86
lka,1992,88
lka,1993,90
lka,1994,89
lka,1995,92
lka,1996,92
lka,1997,98
lka,1998,94
lka,1999,99
lka,2000,99
lka,2001,98
lka,2002,98
lka,2003,98
lka,2004,97
lka,2005,99
lka,2006,98
lka,2007,98
lka,2008,98
lka,2009,97
lka,2010,99
lka,2011,99
lka,2012,99
lka,2013,99
lka,2014,99
lka,2015,99
lka,2016,99
lka,2017,99
lka,2018,99
lka,2019,99
lka,2020,96
lso,1980,56
lso,1981,54
lso,1982,59
lso,1983,64
lso,1984,72
lso,1985,80
lso,1986,79
lso,1987,78
lso,1988,79
lso,1989,81
lso,1990,82
lso,1991,83
lso,1992,84
lso,1993,86
lso,1994,87
lso,1995,88
lso,1996,87
lso,1997,86
lso,1998,86
lso,1999,86
lso,2000,82
lso,2001,78
lso,2002,84
lso,2003,90
lso,2004,89
lso,2005,88
lso,2006,88
lso,2007,87
lso,2008,86
lso,2009,89
lso,2010,92
lso,2011,95
lso,2012,93
lso,2013,90
lso,2014,88
lso,2015,85
lso,2016,87
lso,2017,87
lso,2018,87
lso,2019,87
lso,2020,83
ltu,1992,88
ltu,1993,86
ltu,1994,88
ltu,1995,89
ltu,1996,93
ltu,1997,95
ltu,1998,88
ltu,1999,88
ltu,2000,92
ltu,2001,97
ltu,2002,97
ltu,2003,91
ltu,2004,90
ltu,2005,93
ltu,2006,94
ltu,2007,95
ltu,2008,96
ltu,2009,98
ltu,2010,95
ltu,2011,92
ltu,2012,93
ltu,2013,93
ltu,2014,93
ltu,2015,93
ltu,2016,94
ltu,2017,94
ltu,2018,92
ltu,2019,92
ltu,2020,91
lux,1983,90
lux,1984,90
lux,1985,90
lux,1986,90
lux,1987,90
lux,1988,90
lux,1989,90
lux,1990,90
lux,1991,90
lux,1992,90
lux,1993,92
lux,1994,94
lux,1995,96
lux,1996,98
lux,1997,98
lux,1998,98
lux,1999,99
lux,2000,99
lux,2001,99
lux,2002,99
lux,2003,99
lux,2004,99
lux,2005,99
lux,2006,99
lux,2007,96
lux,2008,96
lux,2009,96
lux,2010,96
lux,2011,96
lux,2012,99
lux,2013,99
lux,2014,99
lux,2015,99
lux,2016,99
lux,2017,99
lux,2018,99
lux,2019,99
lux,2020,99
lva,1992,95
lva,1993,83
lva,1994,98
lva,1995,98
lva,1996,93
lva,1997,92
lva,1998,94
lva,1999,95
lva,2000,96
lva,2001,97
lva,2002,98
lva,2003,98
lva,2004,99
lva,2005,99
lva,2006,96
lva,2007,94
lva,2008,94
lva,2009,94
lva,2010,92
lva,2011,92
lva,2012,91
lva,2013,94
lva,2014,92
lva,2015,94
lva,2016,98
lva,2017,98
lva,2018,96
lva,2019,99
lva,2020,99
mar,1982,32
mar,1983,41
mar,1984,45
mar,1985,51
mar,1986,63
mar,1987,82
mar,1988,82
mar,1989,80
mar,1990,81
mar,1991,82
mar,1992,87
mar,1993,86
mar,1994,87
mar,1995,90
mar,1996,95
mar,1997,95
mar,1998,93
mar,1999,91
mar,2000,95
mar,2001,93
mar,2002,94
mar,2003,91
mar,2004,97
mar,2005,98
mar,2006,97
mar,2007,95
mar,2008,99
mar,2009,99
mar,2010,99
mar,2011,98
mar,2012,99
mar,2013,99
mar,2014,99
mar,2015,99
mar,2016,99
mar,2017,99
mar,2018,99
mar,2019,99
mco,1988,99
mco,1989,99
mco,1990,99
mco,1991,98
mco,1992,98
mco,1993,99
mco,1994,99
mco,1995,99
mco,1996,99
mco,1997,99
mco,1998,99
mco,1999,99
mco,2000,99
mco,2001,99
mco,2002,99
mco,2003,99
mco,2004,99
mco,2005,99
mco,2006,99
mco,2007,99
mco,2008,99
mco,2009,99
mco,2010,99
mco,2011,99
mco,2012,99
mco,2013,99
mco,2014,99
mco,2015,99
mco,2016,99
mco,2017,99
mco,2018,99
mco,2019,99
mda,1992,93
mda,1993,92
mda,1994,94
mda,1995,97
mda,1996,99
mda,1997,98
mda,1998,98
mda,1999,98
mda,2000,97
mda,2001,98
mda,2002,98
mda,2003,98
mda,2004,98
mda,2005,99
mda,2006,98
mda,2007,93
mda,2008,96
mda,2009,87
mda,2010,97
mda,2011,96
mda,2012,92
mda,2013,92
mda,2014,92
mda,2015,88
mda,2016,91
mda,2017,90
mda,2018,94
mda,2019,94
mda,2020,87
mdg,1982,8
mdg,1983,11
mdg,1984,13
mdg,1985,21
mdg,1986,28
mdg,1987,34
mdg,1988,41
mdg,1989,42
mdg,1990,46
mdg,1991,54
mdg,1992,64
mdg,1993,64
mdg,1994,64
mdg,1995,56
mdg,1996,48
mdg,1997,48
mdg,1998,53
mdg,1999,57
mdg,2000,58
mdg,2001,60
mdg,2002,61
mdg,2003,65
mdg,2004,74
mdg,2005,80
mdg,2006,83
mdg,2007,83
mdg,2008,77
mdg,2009,76
mdg,2010,70
mdg,2011,73
mdg,2012,71
mdg,2013,72
mdg,2014,71
mdg,2015,68
mdg,2016,72
mdg,2017,69
mdg,2018,74
mdg,2019,78
mdg,2020,76
mdv,1980,4
mdv,1981,1
mdv,1982,1
mdv,1983,13
mdv,1984,24
mdv,1985,28
mdv,1986,42
mdv,1987,42
mdv,1988,86
mdv,1989,91
mdv,1990,94
mdv,1991,97
mdv,1992,98
mdv,1993,98
mdv,1994,97
mdv,1995,97
mdv,1996,96
mdv,1997,97
mdv,1998,97
mdv,1999,98
mdv,2000,98
mdv,2001,97
mdv,2002,98
mdv,2003,98
mdv,2004,96
mdv,2005,98
mdv,2006,98
mdv,2007,98
mdv,2008,98
mdv,2009,98
mdv,2010,97
mdv,2011,96
mdv,2012,99
mdv,2013,99
mdv,2014,99
mdv,2015,99
mdv,2016,99
mdv,2017,99
mdv,2018,99
mdv,2019,99
mdv,2020,99
mex,1980,91
mex,1981,99
mex,1982,99
mex,1983,88
mex,1984,99
mex,1985,67
mex,1986,96
mex,1987,97
mex,1988,95
mex,1989,96
mex,1990,66
mex,1991,87
mex,1992,91
mex,1993,83
mex,1994,92
mex,1995,92
mex,1996,95
mex,1997,95
mex,1998,96
mex,1999,96
mex,2000,97
mex,2001,97
mex,2002,98
mex,2003,98
mex,2004,98
mex,2005,98
mex,2006,98
mex,2007,98
mex,2008,96
mex,2009,95
mex,2010,95
mex,2011,97
mex,2012,99
mex,2013,83
mex,2014,87
mex,2015,87
mex,2016,96
mex,2017,85
mex,2018,88
mex,2019,82
mex,2020,74
mhl,1987,33
mhl,1988,37
mhl,1989,63
mhl,1990,89
mhl,1991,71
mhl,1992,62
mhl,1993,52
mhl,1994,62
mhl,1995,64
mhl,1996,77
mhl,1997,71
mhl,1998,86
mhl,1999,86
mhl,2000,36
mhl,2001,56
mhl,2002,80
mhl,2003,80
mhl,2004,68
mhl,2005,88
mhl,2006,95
mhl,2007,91
mhl,2008,96
mhl,2009,99
mhl,2010,95
mhl,2011,88
mhl,2012,80
mhl,2013,79
mhl,2014,77
mhl,2015,85
mhl,2016,69
mhl,2017,79
mhl,2018,80
mhl,2019,78
mkd,1993,99
mkd,1994,91
mkd,1995,95
mkd,1996,94
mkd,1997,97
mkd,1998,94
mkd,1999,95
mkd,2000,96
mkd,2001,91
mkd,2002,97
mkd,2003,96
mkd,2004,95
mkd,2005,98
mkd,2006,92
mkd,2007,96
mkd,2008,96
mkd,2009,96
mkd,2010,95
mkd,2011,97
mkd,2012,97
mkd,2013,98
mkd,2014,96
mkd,2015,92
mkd,2016,95
mkd,2017,91
mkd,2018,92
mkd,2019,92
mli,1985,8
mli,1986,6
mli,1987,8
mli,1988,18
mli,1989,26
mli,1990,42
mli,1991,34
mli,1992,38
mli,1993,46
mli,1994,39
mli,1995,49
mli,1996,53
mli,1997,52
mli,1998,52
mli,1999,53
mli,2000,53
mli,2001,56
mli,2002,65
mli,2003,67
mli,2004,70
mli,2005,78
mli,2006,79
mli,2007,76
mli,2008,74
mli,2009,77
mli,2010,77
mli,2011,72
mli,2012,65
mli,2013,57
mli,2014,62
mli,2015,67
mli,2016,72
mli,2017,72
mli,2018,72
mli,2019,72
mli,2020,65
mlt,1981,75
mlt,1982,80
mlt,1983,85
mlt,1984,90
mlt,1985,84
mlt,1986,73
mlt,1987,87
mlt,1988,79
mlt,1989,88
mlt,1990,86
mlt,1991,86
mlt,1992,81
mlt,1993,83
mlt,1994,78
mlt,1995,92
mlt,1996,92
mlt,1997,92
mlt,1998,92
mlt,1999,93
mlt,2000,94
mlt,2001,95
mlt,2002,95
mlt,2003,94
mlt,2004,89
mlt,2005,94
mlt,2006,83
mlt,2007,76
mlt,2008,72
mlt,2009,73
mlt,2010,76
mlt,2011,96
mlt,2012,99
mlt,2013,99
mlt,2014,99
mlt,2015,97
mlt,2016,97
mlt,2017,98
mlt,2018,97
mlt,2019,98
mlt,2020,98
mmr,1982,1
mmr,1983,3
mmr,1984,2
mmr,1985,3
mmr,1986,4
mmr,1987,10
mmr,1988,22
mmr,1989,45
mmr,1990,88
mmr,1991,66
mmr,1992,71
mmr,1993,73
mmr,1994,77
mmr,1995,84
mmr,1996,87
mmr,1997,90
mmr,1998,90
mmr,1999,88
mmr,2000,88
mmr,2001,77
mmr,2002,84
mmr,2003,86
mmr,2004,92
mmr,2005,86
mmr,2006,82
mmr,2007,84
mmr,2008,85
mmr,2009,90
mmr,2010,90
mmr,2011,90
mmr,2012,87
mmr,2013,76
mmr,2014,88
mmr,2015,89
mmr,2016,89
mmr,2017,89
mmr,2018,91
mmr,2019,90
mmr,2020,86
mne,2006,90
mne,2007,92
mne,2008,95
mne,2009,91
mne,2010,93
mne,2011,95
mne,2012,94
mne,2013,94
mne,2014,91
mne,2015,89
mne,2016,89
mne,2017,87
mne,2018,86
mne,2019,85
mne,2020,84
mng,1980,86
mng,1981,86
mng,1982,86
mng,1983,86
mng,1984,86
mng,1985,86
mng,1986,86
mng,1987,86
mng,1988,87
mng,1989,87
mng,1990,87
mng,1991,78
mng,1992,54
mng,1993,79
mng,1994,77
mng,1995,86
mng,1996,90
mng,1997,92
mng,1998,94
mng,1999,94
mng,2000,94
mng,2001,95
mng,2002,98
mng,2003,98
mng,2004,99
mng,2005,99
mng,2006,98
mng,2007,99
mng,2008,95
mng,2009,96
mng,2010,96
mng,2011,99
mng,2012,99
mng,2013,98
mng,2014,99
mng,2015,99
mng,2016,99
mng,2017,99
mng,2018,99
mng,2019,98
mng,2020,97
moz,1981,32
moz,1982,43
moz,1983,38
moz,1984,32
moz,1985,25
moz,1986,32
moz,1987,38
moz,1988,38
moz,1989,47
moz,1990,46
moz,1991,46
moz,1992,50
moz,1993,49
moz,1994,55
moz,1995,57
moz,1996,55
moz,1997,58
moz,1998,62
moz,1999,65
moz,2000,69
moz,2001,72
moz,2002,76
moz,2003,67
moz,2004,69
moz,2005,71
moz,2006,73
moz,2007,75
moz,2008,74
moz,2009,74
moz,2010,73
moz,2011,77
moz,2012,81
moz,2013,84
moz,2014,88
moz,2015,88
moz,2016,88
moz,2017,88
moz,2018,88
moz,2019,88
moz,2020,73
mrt,1981,18
mrt,1982,19
mrt,1983,20
mrt,1984,21
mrt,1985,16
mrt,1986,11
mrt,1987,10
mrt,1988,29
mrt,1989,28
mrt,1990,33
mrt,1991,28
mrt,1992,39
mrt,1993,44
mrt,1994,50
mrt,1995,56
mrt,1996,50
mrt,1997,28
mrt,1998,16
mrt,1999,61
mrt,2000,58
mrt,2001,75
mrt,2002,91
mrt,2003,75
mrt,2004,68
mrt,2005,71
mrt,2006,68
mrt,2007,75
mrt,2008,73
mrt,2009,63
mrt,2010,52
mrt,2011,73
mrt,2012,80
mrt,2013,80
mrt,2014,81
mrt,2015,67
mrt,2016,73
mrt,2017,81
mrt,2018,81
mrt,2019,81
mrt,2020,76
mus,1980,90
mus,1981,83
mus,1982,96
mus,1983,91
mus,1984,87
mus,1985,91
mus,1986,97
mus,1987,96
mus,1988,87
mus,1989,86
mus,1990,86
mus,1991,91
mus,1992,88
mus,1993,89
mus,1994,89
mus,1995,93
mus,1996,90
mus,1997,90
mus,1998,90
mus,1999,85
mus,2000,88
mus,2001,93
mus,2002,88
mus,2003,99
mus,2004,98
mus,2005,97
mus,2006,98
mus,2007,96
mus,2008,99
mus,2009,99
mus,2010,99
mus,2011,98
mus,2012,98
mus,2013,98
mus,2014,98
mus,2015,98
mus,2016,96
mus,2017,95
mus,2018,98
mus,2019,97
mus,2020,94
mwi,1980,28
mwi,1981,57
mwi,1982,58
mwi,1983,58
mwi,1984,56
mwi,1985,55
mwi,1986,53
mwi,1987,78
mwi,1988,72
mwi,1989,90
mwi,1990,93
mwi,1991,96
mwi,1992,98
mwi,1993,91
mwi,1994,84
mwi,1995,90
mwi,1996,82
mwi,1997,94
mwi,1998,93
mwi,1999,77
mwi,2000,73
mwi,2001,86
mwi,2002,79
mwi,2003,85
mwi,2004,94
mwi,2005,94
mwi,2006,99
mwi,2007,88
mwi,2008,92
mwi,2009,93
mwi,2010,86
mwi,2011,97
mwi,2012,95
mwi,2013,89
mwi,2014,87
mwi,2015,88
mwi,2016,83
mwi,2017,87
mwi,2018,91
mwi,2019,94
mwi,2020,93
mys,1980,67
mys,1981,69
mys,1982,66
mys,1983,55
mys,1984,55
mys,1985,56
mys,1986,62
mys,1987,68
mys,1988,67
mys,1989,84
mys,1990,90
mys,1991,91
mys,1992,91
mys,1993,91
mys,1994,94
mys,1995,98
mys,1996,97
mys,1997,98
mys,1998,97
mys,1999,97
mys,2000,98
mys,2001,95
mys,2002,94
mys,2003,96
mys,2004,95
mys,2005,96
mys,2006,95
mys,2007,97
mys,2008,97
mys,2009,97
mys,2010,96
mys,2011,96
mys,2012,97
mys,2013,97
mys,2014,97
mys,2015,99
mys,2016,98
mys,2017,99
mys,2018,99
mys,2019,98
mys,2020,98
nam,1991,70
nam,1992,70
nam,1993,79
nam,1994,80
nam,1995,73
nam,1996,71
nam,1997,69
nam,1998,74
nam,1999,72
nam,2000,80
nam,2001,79
nam,2002,78
nam,2003,82
nam,2004,81
nam,2005,86
nam,2006,74
nam,2007,81
nam,2008,83
nam,2009,83
nam,2010,83
nam,2011,85
nam,2012,84
nam,2013,89
nam,2014,88
nam,2015,92
nam,2016,84
nam,2017,83
nam,2018,84
nam,2019,84
ner,1981,6
ner,1982,6
ner,1983,5
ner,1984,5
ner,1985,4
ner,1986,5
ner,1987,7
ner,1988,9
ner,1989,13
ner,1990,22
ner,1991,19
ner,1992,20
ner,1993,20
ner,1994,20
ner,1995,23
ner,1996,23
ner,1997,25
ner,1998,33
ner,1999,40
ner,2000,41
ner,2001,42
ner,2002,43
ner,2003,44
ner,2004,45
ner,2005,46
ner,2006,52
ner,2007,57
ner,2008,68
ner,2009,71
ner,2010,75
ner,2011,40
ner,2012,71
ner,2013,62
ner,2014,79
ner,2015,83
ner,2016,82
ner,2017,85
ner,2018,79
ner,2019,81
ner,2020,81
nga,1984,8
nga,1985,16
nga,1986,21
nga,1987,28
nga,1988,36
nga,1989,47
nga,1990,55
nga,1991,42
nga,1992,38
nga,1993,28
nga,1994,45
nga,1995,31
nga,1996,26
nga,1997,25
nga,1998,22
nga,1999,27
nga,2000,31
nga,2001,36
nga,2002,40
nga,2003,42
nga,2004,43
nga,2005,45
nga,2006,46
nga,2007,54
nga,2008,60
nga,2009,66
nga,2010,54
nga,2011,48
nga,2012,42
nga,2013,41
nga,2014,40
nga,2015,42
nga,2016,53
nga,2017,55
nga,2018,56
nga,2019,57
nga,2020,57
nic,1980,21
nic,1981,24
nic,1982,71
nic,1983,83
nic,1984,81
nic,1985,88
nic,1986,94
nic,1987,99
nic,1988,91
nic,1989,87
nic,1990,90
nic,1991,85
nic,1992,84
nic,1993,84
nic,1994,84
nic,1995,83
nic,1996,83
nic,1997,83
nic,1998,83
nic,1999,85
nic,2000,85
nic,2001,89
nic,2002,85
nic,2003,86
nic,2004,80
nic,2005,87
nic,2006,88
nic,2007,93
nic,2008,97
nic,2009,99
nic,2010,99
nic,2011,99
nic,2012,99
nic,2013,99
nic,2014,99
nic,2015,99
nic,2016,99
nic,2017,99
nic,2018,99
nic,2019,99
nic,2020,93
nld,1980,96
nld,1981,96
nld,1982,97
nld,1983,97
nld,1984,97
nld,1985,97
nld,1986,97
nld,1987,97
nld,1988,97
nld,1989,97
nld,1990,97
nld,1991,97
nld,1992,98
nld,1993,97
nld,1994,97
nld,1995,97
nld,1996,97
nld,1997,97
nld,1998,97
nld,1999,97
nld,2000,97
nld,2001,97
nld,2002,97
nld,2003,98
nld,2004,98
nld,2005,96
nld,2006,96
nld,2007,97
nld,2008,97
nld,2009,97
nld,2010,97
nld,2011,97
nld,2012,97
nld,2013,97
nld,2014,96
nld,2015,95
nld,2016,95
nld,2017,94
nld,2018,93
nld,2019,94
nor,1983,90
nor,1984,90
nor,1985,90
nor,1986,84
nor,1987,80
nor,1988,84
nor,1989,84
nor,1990,84
nor,1991,93
nor,1992,98
nor,1993,92
nor,1994,93
nor,1995,92
nor,1996,92
nor,1997,91
nor,1998,91
nor,1999,91
nor,2000,91
nor,2001,91
nor,2002,93
nor,2003,92
nor,2004,92
nor,2005,91
nor,2006,94
nor,2007,93
nor,2008,94
nor,2009,94
nor,2010,93
nor,2011,94
nor,2012,95
nor,2013,94
nor,2014,93
nor,2015,95
nor,2016,96
nor,2017,96
nor,2018,96
nor,2019,97
nor,2020,97
npl,1981,1
npl,1982,3
npl,1983,4
npl,1984,6
npl,1985,20
npl,1986,34
npl,1987,43
npl,1988,43
npl,1989,42
npl,1990,42
npl,1991,45
npl,1992,48
npl,1993,51
npl,1994,54
npl,1995,50
npl,1996,60
npl,1997,70
npl,1998,66
npl,1999,76
npl,2000,74
npl,2001,73
npl,2002,72
npl,2003,76
npl,2004,80
npl,2005,78
npl,2006,91
npl,2007,82
npl,2008,82
npl,2009,93
npl,2010,83
npl,2011,92
npl,2012,90
npl,2013,92
npl,2014,92
npl,2015,90
npl,2016,85
npl,2017,90
npl,2018,91
npl,2019,92
npl,2020,84
nru,1984,52
nru,1985,73
nru,1986,59
nru,1987,55
nru,1988,67
nru,1989,70
nru,1990,74
nru,1991,70
nru,1992,67
nru,1993,63
nru,1994,60
nru,1995,56
nru,1996,46
nru,1997,36
nru,1998,72
nru,1999,64
nru,2000,27
nru,2001,99
nru,2002,59
nru,2003,66
nru,2004,73
nru,2005,80
nru,2006,90
nru,2007,99
nru,2008,99
nru,2009,99
nru,2010,99
nru,2011,99
nru,2012,79
nru,2013,87
nru,2014,95
nru,2015,91
nru,2016,97
nru,2017,87
nru,2018,90
nru,2019,96
nru,2020,95
nzl,1983,72
nzl,1984,84
nzl,1985,84
nzl,1986,84
nzl,1987,74
nzl,1988,75
nzl,1989,83
nzl,1990,90
nzl,1991,68
nzl,1992,68
nzl,1993,76
nzl,1994,84
nzl,1995,87
nzl,1996,94
nzl,1997,99
nzl,1998,82
nzl,1999,85
nzl,2000,82
nzl,2001,82
nzl,2002,84
nzl,2003,86
nzl,2004,87
nzl,2005,89
nzl,2006,89
nzl,2007,88
nzl,2008,89
nzl,2009,92
nzl,2010,93
nzl,2011,95
nzl,2012,93
nzl,2013,92
nzl,2014,93
nzl,2015,92
nzl,2016,92
nzl,2017,94
nzl,2018,93
nzl,2019,92
nzl,2020,92
omn,1980,18
omn,1981,19
omn,1982,24
omn,1983,31
omn,1984,45
omn,1985,60
omn,1986,82
omn,1987,89
omn,1988,90
omn,1989,98
omn,1990,98
omn,1991,95
omn,1992,99
omn,1993,97
omn,1994,97
omn,1995,99
omn,1996,99
omn,1997,99
omn,1998,99
omn,1999,99
omn,2000,99
omn,2001,99
omn,2002,99
omn,2003,99
omn,2004,99
omn,2005,99
omn,2006,98
omn,2007,97
omn,2008,97
omn,2009,96
omn,2010,99
omn,2011,99
omn,2012,99
omn,2013,99
omn,2014,99
omn,2015,99
omn,2016,99
omn,2017,99
omn,2018,99
omn,2019,99
pak,1980,2
pak,1981,3
pak,1982,5
pak,1983,15
pak,1984,23
pak,1985,30
pak,1986,34
pak,1987,36
pak,1988,38
pak,1989,40
pak,1990,54
pak,1991,50
pak,1992,42
pak,1993,37
pak,1994,39
pak,1995,58
pak,1996,46
pak,1997,52
pak,1998,58
pak,1999,60
pak,2000,61
pak,2001,63
pak,2002,64
pak,2003,66
pak,2004,67
pak,2005,63
pak,2006,58
pak,2007,54
pak,2008,53
pak,2009,52
pak,2010,52
pak,2011,63
pak,2012,64
pak,2013,65
pak,2014,69
pak,2015,72
pak,2016,75
pak,2017,75
pak,2018,75
pak,2019,84
pak,2020,83
pan,1980,70
pan,1981,74
pan,1982,60
pan,1983,84
pan,1984,65
pan,1985,71
pan,1986,72
pan,1987,74
pan,1988,70
pan,1989,72
pan,1990,86
pan,1991,82
pan,1992,77
pan,1993,83
pan,1994,83
pan,1995,86
pan,1996,92
pan,1997,99
pan,1998,97
pan,1999,94
pan,2000,99
pan,2001,95
pan,2002,99
pan,2003,95
pan,2004,92
pan,2005,88
pan,2006,98
pan,2007,84
pan,2008,86
pan,2009,85
pan,2010,95
