country,time,rgov_idea
cog,2018,33.58815
cog,2019,33.11997
col,1975,66.75958
col,1976,66.74909
col,1977,67.2364
col,1978,68.03708
col,1979,67.97878
col,1980,68.45404
col,1981,68.51826
col,1982,67.19017
col,1983,67.61307
col,1984,66.87245
col,1985,66.9333
col,1986,66.25795
col,1987,66.01554
col,1988,66.26798
col,1989,66.28502
col,1990,68.54048
col,1991,70.89889
col,1992,71.08208
col,1993,71.06422
col,1994,72.22739
col,1995,71.22809
col,1996,71.00405
col,1997,71.029
col,1998,69.9175
col,1999,69.37225
col,2000,69.69651
col,2001,69.65858
col,2002,72.69617
col,2003,71.59014
col,2004,71.79712
col,2005,71.90081
col,2006,71.85455
col,2007,71.60328
col,2008,71.47142
col,2009,71.60774
col,2010,74.7148
col,2011,74.84234
col,2012,74.68299
col,2013,73.49192
col,2014,75.32929
col,2015,75.52417
col,2016,76.48171
col,2017,75.90929
col,2018,79.60987
col,2019,79.03262
cpv,1975,30.83713
cpv,1976,0
cpv,1977,0
cpv,1978,0
cpv,1979,0
cpv,1980,33.61841
cpv,1981,33.05349
cpv,1982,32.99111
cpv,1983,33.50068
cpv,1984,33.45508
cpv,1985,35.93024
cpv,1986,35.76829
cpv,1987,35.95891
cpv,1988,35.80356
cpv,1989,36.07816
cpv,1990,36.31774
cpv,1991,68.13906
cpv,1992,76.41885
cpv,1993,76.6748
cpv,1994,76.52896
cpv,1995,78.72108
cpv,1996,80.30261
cpv,1997,80.86223
cpv,1998,80.75103
cpv,1999,81.08815
cpv,2000,80.64695
cpv,2001,82.87381
cpv,2002,82.6111
cpv,2003,82.70343
cpv,2004,82.49843
cpv,2005,82.48756
cpv,2006,84.04596
cpv,2007,84.3228
cpv,2008,84.51417
cpv,2009,84.75444
cpv,2010,84.38896
cpv,2011,86.48898
cpv,2012,86.47667
cpv,2013,86.63717
cpv,2014,86.87951
cpv,2015,86.23239
cpv,2016,87.80027
cpv,2017,83.27388
cpv,2018,81.48326
cpv,2019,82.31146
cri,1975,82.89077
cri,1976,83.71229
cri,1977,84.58512
cri,1978,86.35691
cri,1979,86.05321
cri,1980,87.52456
cri,1981,87.90739
cri,1982,90.90855
cri,1983,91.03959
cri,1984,91.16046
cri,1985,91.05782
cri,1986,91.39361
cri,1987,91.52681
cri,1988,91.24032
cri,1989,91.04286
cri,1990,92.76082
cri,1991,92.68759
cri,1992,92.82445
cri,1993,92.75461
cri,1994,92.63955
cri,1995,92.78011
cri,1996,92.72396
cri,1997,92.94335
cri,1998,92.6852
cri,1999,92.79852
cri,2000,92.87154
cri,2001,92.9017
cri,2002,92.77995
cri,2003,92.89467
cri,2004,92.86907
cri,2005,92.95929
cri,2006,93.21471
cri,2007,93.2426
cri,2008,93.07753
cri,2009,93.1755
cri,2010,93.55309
cri,2011,93.48784
cri,2012,93.17352
cri,2013,91.07624
cri,2014,94.5749
cri,2015,91.85671
cri,2016,91.6518
cri,2017,91.66353
cri,2018,93.96965
cri,2019,88.43687
cub,1975,0
cub,1976,0
cub,1977,0
cub,1978,0
cub,1979,0
cub,1980,0
cub,1981,0
cub,1982,0
cub,1983,0
cub,1984,0
cub,1985,0
cub,1986,0
cub,1987,0
cub,1988,0
cub,1989,0
cub,1990,0
cub,1991,0
cub,1992,0
cub,1993,13.24335
cub,1994,18.38604
cub,1995,18.29771
cub,1996,18.47433
cub,1997,18.50901
cub,1998,19.4726
cub,1999,19.48443
cub,2000,19.8053
cub,2001,19.72134
cub,2002,19.52722
cub,2003,19.53974
cub,2004,19.54327
cub,2005,19.69805
cub,2006,21.52839
cub,2007,21.66453
cub,2008,20.5229
cub,2009,20.17448
cub,2010,20.14909
cub,2011,20.02167
cub,2012,20.24763
cub,2013,20.85718
cub,2014,21.09786
cub,2015,21.3348
cub,2016,21.66689
cub,2017,21.348
cub,2018,21.74349
cub,2019,21.88126
cyp,1975,58.14257
cyp,1976,62.23971
cyp,1977,62.68242
cyp,1978,62.75862
cyp,1979,62.75121
cyp,1980,63.48357
cyp,1981,68.88826
cyp,1982,68.73198
cyp,1983,75.69328
cyp,1984,75.04251
cyp,1985,75.15128
cyp,1986,75.30367
cyp,1987,75.24814
cyp,1988,75.32588
cyp,1989,76.71043
cyp,1990,76.60572
cyp,1991,77.61569
cyp,1992,78.44787
cyp,1993,77.678
cyp,1994,77.73689
cyp,1995,77.59462
cyp,1996,78.17343
cyp,1997,78.05326
cyp,1998,77.83151
cyp,1999,78.22847
cyp,2000,79.09292
cyp,2001,80.01279
cyp,2002,80.05281
cyp,2003,80.04409
cyp,2004,79.62306
cyp,2005,79.42684
cyp,2006,83.32459
cyp,2007,83.32794
cyp,2008,83.4816
cyp,2009,83.04811
cyp,2010,83.63338
cyp,2011,83.69248
cyp,2012,83.21845
cyp,2013,82.38063
cyp,2014,81.54232
cyp,2015,81.96863
cyp,2016,82.23233
cyp,2017,82.40211
cyp,2018,81.79758
cyp,2019,81.82563
cze,1975,22.94931
cze,1976,24.43627
cze,1977,24.90435
cze,1978,24.72107
cze,1979,25.16529
cze,1980,24.88008
cze,1981,24.76815
cze,1982,24.60027
cze,1983,24.93781
cze,1984,24.89891
cze,1985,24.74094
cze,1986,24.77244
cze,1987,23.1282
cze,1988,23.30028
cze,1989,34.51199
cze,1990,78.18641
cze,1991,78.42215
cze,1992,78.61086
cze,1993,87.16363
cze,1994,87.27832
cze,1995,86.92365
cze,1996,86.88125
cze,1997,86.91747
cze,1998,84.91822
cze,1999,85.15797
cze,2000,84.86968
cze,2001,84.49737
cze,2002,87.10334
cze,2003,87.23036
cze,2004,87.1926
cze,2005,87.05
cze,2006,87.54634
cze,2007,88.17747
cze,2008,87.9157
cze,2009,87.48855
cze,2010,87.28485
cze,2011,87.21056
cze,2012,87.46655
cze,2013,85.62802
cze,2014,85.49482
cze,2015,85.53567
cze,2016,85.48725
cze,2017,80.72437
cze,2018,79.55505
cze,2019,77.94576
deu,1975,88.23912
deu,1976,88.17945
deu,1977,88.11693
deu,1978,88.38053
deu,1979,88.50618
deu,1980,89.87868
deu,1981,90.18258
deu,1982,89.42137
deu,1983,89.98408
deu,1984,90.02687
deu,1985,89.99503
deu,1986,89.96414
deu,1987,89.94475
deu,1988,89.75696
deu,1989,89.70768
deu,1990,93.38859
deu,1991,93.34697
deu,1992,93.75708
deu,1993,93.41212
deu,1994,93.95709
deu,1995,93.8924
deu,1996,94.28358
deu,1997,93.86295
deu,1998,93.60971
deu,1999,93.72049
deu,2000,93.42923
deu,2001,93.60113
deu,2002,93.25614
deu,2003,93.25422
deu,2004,93.30857
deu,2005,94.39538
deu,2006,94.16392
deu,2007,94.05773
deu,2008,94.70613
deu,2009,94.11312
deu,2010,93.37107
deu,2011,93.45408
deu,2012,93.58256
deu,2013,85.65829
deu,2014,85.81688
deu,2015,84.6536
deu,2016,85.68214
deu,2017,85.07512
deu,2018,85.15866
deu,2019,84.54156
dnk,1975,86.11052
dnk,1976,86.15013
dnk,1977,86.24428
dnk,1978,86.44489
dnk,1979,86.50779
dnk,1980,86.13882
dnk,1981,85.76701
dnk,1982,85.83968
dnk,1983,86.04548
dnk,1984,85.98836
dnk,1985,86.27698
dnk,1986,86.32766
dnk,1987,85.80502
dnk,1988,86.28996
dnk,1989,86.15616
dnk,1990,86.25768
dnk,1991,86.26343
dnk,1992,86.0895
dnk,1993,86.05615
dnk,1994,86.43194
dnk,1995,85.92537
dnk,1996,85.87697
dnk,1997,86.48191
dnk,1998,86.26198
dnk,1999,86.04389
dnk,2000,86.28575
dnk,2001,86.42841
dnk,2002,86.45556
dnk,2003,85.67377
dnk,2004,86.11291
dnk,2005,89.36136
dnk,2006,89.82646
dnk,2007,89.92174
dnk,2008,89.25628
dnk,2009,89.42541
dnk,2010,89.45391
dnk,2011,89.33157
dnk,2012,89.31314
dnk,2013,88.44401
dnk,2014,88.28701
dnk,2015,87.4109
dnk,2016,87.37222
dnk,2017,87.2074
dnk,2018,87.43545
dnk,2019,86.23855
dom,1975,42.68976
dom,1976,42.85388
dom,1977,42.71201
dom,1978,51.21189
dom,1979,54.27022
dom,1980,54.56638
dom,1981,54.4888
dom,1982,56.99465
dom,1983,56.68108
dom,1984,56.58452
dom,1985,56.84403
dom,1986,56.82245
dom,1987,56.44691
dom,1988,56.31913
dom,1989,56.3661
dom,1990,48.81236
dom,1991,48.64803
dom,1992,48.80209
dom,1993,48.69307
dom,1994,50.45489
dom,1995,50.4341
dom,1996,70.07333
dom,1997,70.92145
dom,1998,71.49969
dom,1999,71.20926
dom,2000,76.05254
dom,2001,76.01389
dom,2002,75.51497
dom,2003,75.62908
dom,2004,73.29523
dom,2005,73.81991
dom,2006,71.92531
dom,2007,71.85247
dom,2008,72.11783
dom,2009,71.87785
dom,2010,71.00422
dom,2011,70.51053
dom,2012,70.25772
dom,2013,69.26867
dom,2014,69.2889
dom,2015,68.82423
dom,2016,63.70762
dom,2017,62.62184
dom,2018,63.12051
dom,2019,64.8965
dza,1975,0
dza,1976,21.89604
dza,1977,23.21877
dza,1978,22.96301
dza,1979,23.27927
dza,1980,23.33706
dza,1981,23.17465
dza,1982,25.4033
dza,1983,25.24286
dza,1984,25.29968
dza,1985,25.56375
dza,1986,25.3815
dza,1987,25.24861
dza,1988,25.61448
dza,1989,28.59225
dza,1990,36.46529
dza,1991,40.66772
dza,1992,30.2188
dza,1993,0
dza,1994,0
dza,1995,34.39956
dza,1996,34.49121
dza,1997,39.48574
dza,1998,39.60298
dza,1999,39.44885
dza,2000,38.39234
dza,2001,38.24749
dza,2002,40.81454
dza,2003,40.53098
dza,2004,39.46191
dza,2005,39.20237
dza,2006,39.21984
dza,2007,38.10412
dza,2008,37.24216
dza,2009,37.23232
dza,2010,37.29694
dza,2011,37.4156
dza,2012,38.00555
dza,2013,37.67773
dza,2014,36.45345
dza,2015,36.49137
dza,2016,36.98355
dza,2017,36.92748
dza,2018,36.64923
dza,2019,37.19192
ecu,1975,0
ecu,1976,0
ecu,1977,0
ecu,1978,34.0435
ecu,1979,70.43697
ecu,1980,72.97234
ecu,1981,73.16229
ecu,1982,73.2739
ecu,1983,73.41563
ecu,1984,78.70272
ecu,1985,78.59631
ecu,1986,78.1397
ecu,1987,78.24562
ecu,1988,78.81333
ecu,1989,78.67084
ecu,1990,78.67828
ecu,1991,78.6152
ecu,1992,79.43267
ecu,1993,79.34781
ecu,1994,79.22929
ecu,1995,78.95081
ecu,1996,78.79784
ecu,1997,79.21788
ecu,1998,79.31165
ecu,1999,79.60601
ecu,2000,69.24779
ecu,2001,69.69971
ecu,2002,73.22779
ecu,2003,73.25552
ecu,2004,73.08983
ecu,2005,73.52792
ecu,2006,80.63998
ecu,2007,75.36068
ecu,2008,72.52197
ecu,2009,69.03607
ecu,2010,68.87926
ecu,2011,68.58061
ecu,2012,68.40971
ecu,2013,70.37298
ecu,2014,70.0348
ecu,2015,70.30002
ecu,2016,70.10039
ecu,2017,69.03671
ecu,2018,70.98312
ecu,2019,71.7784
egy,1975,27.25637
egy,1976,28.24824
egy,1977,28.6329
egy,1978,28.69164
egy,1979,30.96715
egy,1980,0
egy,1981,30.96438
egy,1982,32.60926
egy,1983,32.89246
egy,1984,32.2374
egy,1985,32.01294
egy,1986,31.98437
egy,1987,32.00314
egy,1988,32.59673
egy,1989,32.26771
egy,1990,30.28204
egy,1991,30.18859
egy,1992,30.23406
egy,1993,31.24697
egy,1994,30.92717
egy,1995,31.11405
egy,1996,31.08304
egy,1997,31.23057
egy,1998,31.10267
egy,1999,30.96417
egy,2000,30.91719
egy,2001,31.0272
egy,2002,30.96322
egy,2003,30.62497
egy,2004,31.03599
egy,2005,30.82198
egy,2006,30.66235
egy,2007,30.59129
egy,2008,30.79517
egy,2009,30.41164
egy,2010,30.66833
egy,2011,29.04108
egy,2012,45.22085
egy,2013,39.68301
egy,2014,20.16804
egy,2015,20.14383
egy,2016,28.65532
egy,2017,28.79876
egy,2018,25.97586
egy,2019,26.56741
eri,1993,0
eri,1994,0
eri,1995,0
eri,1996,0
eri,1997,0
eri,1998,0
eri,1999,0
eri,2000,0
eri,2001,0
eri,2002,0
eri,2003,0
eri,2004,0
eri,2005,0
eri,2006,0
eri,2007,0
eri,2008,0
eri,2009,0
eri,2010,0
eri,2011,0
eri,2012,0
eri,2013,0
eri,2014,0
eri,2015,0
eri,2016,0
eri,2017,0
eri,2018,0
eri,2019,0
esp,1975,18.08194
esp,1976,18.25343
esp,1977,61.85749
esp,1978,75.53826
esp,1979,87.59816
esp,1980,87.62756
esp,1981,87.5749
esp,1982,90.13826
esp,1983,89.99068
esp,1984,90.2864
esp,1985,89.46965
esp,1986,89.80294
esp,1987,90.05489
esp,1988,89.59863
esp,1989,90.54821
esp,1990,90.1281
esp,1991,90.43314
esp,1992,90.43759
esp,1993,89.59009
esp,1994,89.89881
esp,1995,89.66203
esp,1996,90.14012
esp,1997,89.88828
esp,1998,90.10899
esp,1999,90.3578
esp,2000,89.73206
esp,2001,89.74567
esp,2002,89.98871
esp,2003,89.8311
esp,2004,89.79804
esp,2005,89.19336
esp,2006,89.5515
esp,2007,89.36521
esp,2008,92.96276
esp,2009,93.19299
esp,2010,93.39169
esp,2011,90.74841
esp,2012,91.1858
esp,2013,91.57812
esp,2014,91.1728
esp,2015,87.02546
esp,2016,87.14819
esp,2017,85.51466
esp,2018,87.02846
esp,2019,89.3354
est,1991,70.32827
est,1992,78.79198
est,1993,78.93232
est,1994,76.80644
est,1995,76.37517
est,1996,76.22026
est,1997,76.45102
est,1998,76.25403
est,1999,82.18479
est,2000,83.33364
est,2001,83.26018
est,2002,83.28465
est,2003,83.36106
est,2004,83.57874
est,2005,83.4975
est,2006,83.27288
est,2007,83.88495
est,2008,83.80388
est,2009,84.3088
est,2010,83.85553
est,2011,85.75604
est,2012,85.55069
est,2013,84.26989
est,2014,85.26195
est,2015,85.96815
est,2016,86.38936
est,2017,86.72102
est,2018,86.25367
est,2019,83.87892
eth,1975,0
eth,1976,0
eth,1977,0
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,15.09365
eth,1988,15.4768
eth,1989,15.33187
eth,1990,16.76741
eth,1991,21.53659
eth,1992,23.19978
eth,1993,23.39161
eth,1994,29.36959
eth,1995,35.31073
eth,1996,35.36235
eth,1997,35.22718
eth,1998,35.68057
eth,1999,35.36364
eth,2000,34.69895
eth,2001,34.91059
eth,2002,35.12874
eth,2003,35.1308
eth,2004,35.06255
eth,2005,40.04858
eth,2006,40.40003
eth,2007,40.40217
eth,2008,40.37722
eth,2009,40.11956
eth,2010,34.65551
eth,2011,34.62954
eth,2012,34.74186
eth,2013,34.88722
eth,2014,34.79071
eth,2015,36.33636
eth,2016,35.86489
eth,2017,36.2664
eth,2018,38.25654
eth,2019,38.35365
fin,1975,79.18111
fin,1976,79.4622
fin,1977,79.53999
fin,1978,79.40226
fin,1979,79.21958
fin,1980,79.19265
fin,1981,79.54432
fin,1982,82.36534
fin,1983,82.13154
fin,1984,82.16507
fin,1985,82.03031
fin,1986,81.9388
fin,1987,82.06002
fin,1988,82.4386
fin,1989,82.25434
fin,1990,82.16994
fin,1991,82.41734
fin,1992,82.13733
fin,1993,83.27939
fin,1994,83.66154
fin,1995,83.28478
fin,1996,83.41065
fin,1997,83.34529
fin,1998,83.47737
fin,1999,83.30664
fin,2000,83.69997
fin,2001,83.02256
fin,2002,83.32732
fin,2003,82.93153
fin,2004,83.45496
fin,2005,82.94246
fin,2006,84.93665
fin,2007,85.02658
fin,2008,85.32689
fin,2009,84.86028
fin,2010,85.16506
fin,2011,85.89112
fin,2012,85.58562
fin,2013,86.63634
fin,2014,86.70527
fin,2015,85.90751
fin,2016,86.03938
fin,2017,85.7123
fin,2018,86.35565
fin,2019,85.64338
fra,1975,83.65276
fra,1976,83.43776
fra,1977,83.66623
fra,1978,84.19327
fra,1979,84.16747
fra,1980,84.1679
fra,1981,84.3613
fra,1982,84.57012
fra,1983,84.46109
fra,1984,84.58754
fra,1985,84.25491
fra,1986,84.36986
fra,1987,84.05697
fra,1988,84.28677
fra,1989,84.25236
fra,1990,84.12295
fra,1991,84.21326
fra,1992,84.3347
fra,1993,84.52988
fra,1994,84.59276
fra,1995,84.42153
fra,1996,84.40522
fra,1997,84.2468
fra,1998,84.69247
fra,1999,84.31264
fra,2000,84.37384
fra,2001,84.49675
fra,2002,84.5056
fra,2003,84.74725
fra,2004,84.70743
fra,2005,85.0272
fra,2006,85.03114
fra,2007,85.8648
fra,2008,85.56215
fra,2009,85.73327
fra,2010,85.74758
fra,2011,85.92167
fra,2012,86.16151
fra,2013,86.38142
fra,2014,85.83813
fra,2015,86.03637
fra,2016,86.12509
fra,2017,84.7888
fra,2018,84.47288
fra,2019,84.17941
gab,1975,22.19385
gab,1976,22.42545
gab,1977,22.04904
gab,1978,22.2785
gab,1979,22.04195
gab,1980,22.21987
gab,1981,20.34066
gab,1982,20.02119
gab,1983,20.66363
gab,1984,20.33895
gab,1985,20.27464
gab,1986,20.33581
gab,1987,20.56086
gab,1988,20.56507
gab,1989,20.23231
gab,1990,26.28713
gab,1991,33.03743
gab,1992,34.40396
gab,1993,37.79501
gab,1994,38.09817
gab,1995,37.82859
gab,1996,39.1239
gab,1997,39.08228
gab,1998,38.89188
gab,1999,39.12984
gab,2000,39.10072
gab,2001,38.81001
gab,2002,39.42147
gab,2003,38.95928
gab,2004,39.09831
gab,2005,38.92582
gab,2006,38.82326
gab,2007,38.80024
gab,2008,38.97591
gab,2009,41.61467
gab,2010,42.71058
gab,2011,42.08808
gab,2012,42.02625
gab,2013,41.81123
gab,2014,41.92296
gab,2015,42.25019
gab,2016,43.11273
gab,2017,43.99923
gab,2018,42.81881
gab,2019,41.97391
gbr,1975,80.71663
gbr,1976,80.95582
gbr,1977,80.87828
gbr,1978,81.02563
gbr,1979,80.80527
gbr,1980,81.25501
gbr,1981,81.11504
gbr,1982,81.16792
gbr,1983,80.29582
gbr,1984,79.91358
gbr,1985,79.79754
gbr,1986,80.10941
gbr,1987,80.37592
gbr,1988,80.25094
gbr,1989,80.22709
gbr,1990,80.09548
gbr,1991,80.48308
gbr,1992,77.61274
gbr,1993,77.493
gbr,1994,77.84572
gbr,1995,77.74463
gbr,1996,77.32647
gbr,1997,79.73045
gbr,1998,79.85882
gbr,1999,81.65018
gbr,2000,82.38128
gbr,2001,83.02222
gbr,2002,82.85772
gbr,2003,83.18157
gbr,2004,82.99114
gbr,2005,85.99955
gbr,2006,85.59159
gbr,2007,86.01202
gbr,2008,85.46474
gbr,2009,86.19839
gbr,2010,85.89962
gbr,2011,85.86464
gbr,2012,85.62999
gbr,2013,84.7456
gbr,2014,85.15953
gbr,2015,80.2613
gbr,2016,78.75704
gbr,2017,80.96466
gbr,2018,81.0459
gbr,2019,79.49652
geo,1991,43.24272
geo,1992,43.79647
geo,1993,44.44553
geo,1994,44.1014
geo,1995,44.14919
geo,1996,43.14258
geo,1997,43.11087
geo,1998,43.20762
geo,1999,41.35735
geo,2000,41.97562
geo,2001,42.0115
geo,2002,41.95803
geo,2003,42.95367
geo,2004,58.11433
geo,2005,63.50756
geo,2006,63.52601
geo,2007,63.07812
geo,2008,59.66286
geo,2009,59.35315
geo,2010,59.61518
geo,2011,60.0478
geo,2012,65.06431
geo,2013,69.92877
geo,2014,70.37078
geo,2015,67.50058
geo,2016,73.39899
geo,2017,77.04291
geo,2018,66.8981
geo,2019,66.5967
gha,1975,0
gha,1976,0
gha,1977,0
gha,1978,0
gha,1979,57.97271
gha,1980,58.18648
gha,1981,0
gha,1982,0
gha,1983,0
gha,1984,0
gha,1985,0
gha,1986,0
gha,1987,0
gha,1988,0
gha,1989,0
gha,1990,0
gha,1991,0
gha,1992,34.07704
gha,1993,50.21347
gha,1994,49.71597
gha,1995,50.01757
gha,1996,58.50342
gha,1997,59.08262
gha,1998,59.10897
gha,1999,59.10447
gha,2000,66.16778
gha,2001,67.40856
gha,2002,67.34541
gha,2003,67.16443
gha,2004,72.26928
gha,2005,73.04401
gha,2006,72.99055
gha,2007,73.20355
gha,2008,73.125
gha,2009,73.078
gha,2010,72.92671
gha,2011,72.95302
gha,2012,71.14895
gha,2013,71.86313
gha,2014,71.98792
gha,2015,71.37864
gha,2016,73.50452
gha,2017,73.80587
gha,2018,74.0669
gha,2019,74.21419
gin,1975,16.93364
gin,1976,17.05946
gin,1977,17.04585
gin,1978,16.99327
gin,1979,17.27526
gin,1980,17.36516
gin,1981,17.43117
gin,1982,16.92927
gin,1983,16.88123
gin,1984,15.86012
gin,1985,0
gin,1986,0
gin,1987,0
gin,1988,0
gin,1989,0
gin,1990,0
gin,1991,0
gin,1992,0
gin,1993,25.62214
gin,1994,27.70526
gin,1995,33.30886
gin,1996,33.43278
gin,1997,33.22401
gin,1998,32.92599
gin,1999,33.09433
gin,2000,25.18235
gin,2001,25.23884
gin,2002,32.47047
gin,2003,32.42234
gin,2004,32.30755
gin,2005,32.0537
gin,2006,31.92685
gin,2007,32.01012
gin,2008,29.59159
gin,2009,0
gin,2010,34.42584
gin,2011,47.27138
gin,2012,47.14384
gin,2013,51.33999
gin,2014,52.30696
gin,2015,52.03504
gin,2016,52.25916
gin,2017,53.28575
gin,2018,53.25227
gin,2019,50.7187
gmb,1975,61.21544
gmb,1976,61.06995
gmb,1977,61.20185
gmb,1978,61.39076
gmb,1979,60.87783
gmb,1980,61.01598
gmb,1981,59.50898
gmb,1982,59.76084
gmb,1983,59.85179
gmb,1984,59.4235
gmb,1985,59.57542
gmb,1986,59.57238
gmb,1987,61.50001
gmb,1988,61.42507
gmb,1989,61.01175
gmb,1990,62.43719
gmb,1991,62.44311
gmb,1992,61.91817
gmb,1993,60.83687
gmb,1994,39.29129
gmb,1995,0
gmb,1996,28.60841
gmb,1997,37.68347
gmb,1998,38.85154
gmb,1999,38.63899
gmb,2000,38.811
gmb,2001,37.65318
gmb,2002,39.20293
gmb,2003,39.41946
gmb,2004,39.43236
gmb,2005,39.34865
gmb,2006,36.59486
gmb,2007,37.36843
gmb,2008,37.11874
gmb,2009,37.02378
gmb,2010,37.12489
gmb,2011,37.85421
gmb,2012,37.75979
gmb,2013,38.14135
gmb,2014,37.80349
gmb,2015,37.63203
gmb,2016,40.37086
gmb,2017,55.6098
gmb,2018,55.82024
gmb,2019,55.64033
gnb,1975,0
gnb,1976,0
gnb,1977,0
gnb,1978,0
gnb,1979,0
gnb,1980,0
gnb,1981,0
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,1994,36.65603
gnb,1995,43.46895
gnb,1996,44.17239
gnb,1997,43.66232
gnb,1998,44.7302
gnb,1999,48.44259
gnb,2000,54.4104
gnb,2001,54.44184
gnb,2002,52.66261
gnb,2003,44.46363
gnb,2004,53.28764
gnb,2005,55.31044
gnb,2006,55.04126
gnb,2007,55.27023
gnb,2008,56.13023
gnb,2009,53.51944
gnb,2010,52.44789
gnb,2011,52.53246
gnb,2012,36.47395
gnb,2013,0
gnb,2014,59.86177
gnb,2015,59.59663
gnb,2016,59.80472
gnb,2017,59.48224
gnb,2018,59.51894
gnb,2019,59.65534
gnq,1975,0
gnq,1976,0
gnq,1977,0
gnq,1978,0
gnq,1979,0
gnq,1980,0
gnq,1981,0
gnq,1982,8.91842
gnq,1983,8.78993
gnq,1984,13.3415
gnq,1985,13.23268
gnq,1986,13.28123
gnq,1987,13.4451
gnq,1988,14.80185
gnq,1989,15.13425
gnq,1990,15.27982
gnq,1991,15.39183
gnq,1992,15.26031
gnq,1993,20.5854
gnq,1994,24.54274
gnq,1995,24.73073
gnq,1996,26.67282
gnq,1997,26.73628
gnq,1998,26.82434
gnq,1999,26.37242
gnq,2000,27.35113
gnq,2001,27.2469
gnq,2002,27.24416
gnq,2003,27.13057
gnq,2004,23.13524
gnq,2005,23.04192
gnq,2006,23.28358
gnq,2007,23.15576
gnq,2008,20.59097
gnq,2009,20.79582
gnq,2010,21.4052
gnq,2011,21.6993
gnq,2012,21.33301
gnq,2013,21.88845
gnq,2014,21.92312
gnq,2015,21.88899
gnq,2016,21.23037
gnq,2017,21.40828
gnq,2018,21.34802
gnq,2019,21.08144
grc,1975,82.02467
grc,1976,82.5706
grc,1977,82.30367
grc,1978,82.8571
grc,1979,82.4668
grc,1980,82.52431
grc,1981,82.40825
grc,1982,83.00014
grc,1983,82.78713
grc,1984,82.49742
grc,1985,84.80843
grc,1986,84.70783
grc,1987,85.14359
grc,1988,85.09703
grc,1989,85.97096
grc,1990,86.15366
grc,1991,85.70899
grc,1992,86.40211
grc,1993,85.83579
grc,1994,85.95553
grc,1995,85.98354
grc,1996,86.232
grc,1997,86.76582
grc,1998,86.33443
grc,1999,86.63227
grc,2000,86.03017
grc,2001,87.31481
grc,2002,87.08404
grc,2003,86.76521
grc,2004,86.98648
grc,2005,87.05947
grc,2006,87.27127
grc,2007,87.98485
grc,2008,87.44631
grc,2009,88.25912
grc,2010,88.31708
grc,2011,88.21816
grc,2012,87.89207
grc,2013,88.66546
grc,2014,88.54955
grc,2015,87.26569
grc,2016,87.14903
grc,2017,87.53346
grc,2018,87.44466
grc,2019,87.59706
gtm,1975,29.8581
gtm,1976,29.76925
gtm,1977,30.13801
gtm,1978,29.2826
gtm,1979,29.32682
gtm,1980,29.05733
gtm,1981,29.22354
gtm,1982,13.67292
gtm,1983,0
gtm,1984,22.7335
gtm,1985,26.96595
gtm,1986,49.34745
gtm,1987,49.7331
gtm,1988,49.56911
gtm,1989,49.55504
gtm,1990,58.14128
gtm,1991,58.00939
gtm,1992,58.26203
gtm,1993,58.2197
gtm,1994,57.80768
gtm,1995,60.06935
gtm,1996,60.67155
gtm,1997,61.23863
gtm,1998,61.5469
gtm,1999,61.36403
gtm,2000,62.76496
gtm,2001,63.1047
gtm,2002,63.21094
gtm,2003,63.13815
gtm,2004,63.70447
gtm,2005,63.39992
gtm,2006,64.06971
gtm,2007,65.73583
gtm,2008,66.00351
gtm,2009,65.70896
gtm,2010,65.47159
gtm,2011,65.72483
gtm,2012,65.47147
gtm,2013,68.05795
gtm,2014,68.85146
gtm,2015,75.59172
gtm,2016,75.03863
gtm,2017,73.83806
gtm,2018,71.00074
gtm,2019,66.91364
hnd,1975,0
hnd,1976,0
hnd,1977,0
hnd,1978,0
hnd,1979,0
hnd,1980,45.46964
hnd,1981,51.57263
hnd,1982,58.67958
hnd,1983,58.52496
hnd,1984,58.38588
hnd,1985,58.08129
hnd,1986,58.26459
hnd,1987,58.2023
hnd,1988,58.01521
hnd,1989,64.08658
hnd,1990,64.13651
hnd,1991,63.82728
hnd,1992,63.7831
hnd,1993,63.79932
hnd,1994,67.13542
hnd,1995,67.14137
hnd,1996,67.14659
hnd,1997,67.20634
hnd,1998,66.6509
hnd,1999,72.69134
hnd,2000,73.3099
hnd,2001,72.65579
hnd,2002,72.58384
hnd,2003,72.77742
hnd,2004,72.78021
hnd,2005,61.93537
hnd,2006,61.98542
hnd,2007,62.24872
hnd,2008,62.48978
hnd,2009,55.4158
hnd,2010,56.87856
hnd,2011,56.92933
hnd,2012,56.71007
hnd,2013,60.26283
hnd,2014,59.94537
hnd,2015,60.08221
hnd,2016,60.05955
hnd,2017,55.8859
hnd,2018,51.60493
hnd,2019,50.77811
hrv,1991,0
hrv,1992,51.81544
hrv,1993,51.52987
hrv,1994,51.9063
hrv,1995,51.86788
hrv,1996,52.5764
hrv,1997,53.66281
hrv,1998,53.96984
hrv,1999,59.1769
hrv,2000,68.35284
hrv,2001,68.0348
hrv,2002,68.14692
hrv,2003,68.3404
hrv,2004,68.48307
