country,time,rgov_idea
alb,1993,53.43358
alb,1994,53.69828
alb,1995,53.57018
alb,1996,43.3538
alb,1997,46.63874
alb,1998,48.11572
alb,1999,47.70905
alb,2000,48.45832
alb,2001,53.89115
alb,2002,55.16568
alb,2003,56.49641
alb,2004,54.73072
alb,2005,64.81657
alb,2006,64.47268
alb,2007,64.75686
alb,2008,64.15839
alb,2009,65.90737
alb,2010,65.72359
alb,2011,65.77183
alb,2012,65.8587
alb,2013,64.84202
alb,2014,65.11069
alb,2015,65.14528
alb,2016,65.22633
alb,2017,66.92423
alb,2018,66.7753
alb,2019,65.67232
are,1975,0
are,1976,0
are,1977,0
are,1978,0
are,1979,0
are,1980,0
are,1981,0
are,1982,0
are,1983,0
are,1984,0
are,1985,0
are,1986,0
are,1987,0
are,1988,0
are,1989,0
are,1990,0
are,1991,0
are,1992,0
are,1993,0
are,1994,0
are,1995,0
are,1996,0
are,1997,0
are,1998,0
are,1999,0
are,2000,0
are,2001,0
are,2002,0
are,2003,0
are,2004,0
are,2005,0
are,2006,1.93704
are,2007,2.21727
are,2008,2.19785
are,2009,2.17642
are,2010,2.21173
are,2011,3.7031
are,2012,5.07402
are,2013,5.01011
are,2014,5.069
are,2015,5.7915
are,2016,6.9132
are,2017,6.98773
are,2018,6.77003
are,2019,7.32023
arg,1975,67.6595
arg,1976,35.54217
arg,1977,0
arg,1978,0
arg,1979,0
arg,1980,0
arg,1981,0
arg,1982,0
arg,1983,74.93198
arg,1984,85.60087
arg,1985,86.41327
arg,1986,86.59848
arg,1987,86.43682
arg,1988,86.61887
arg,1989,86.52071
arg,1990,86.77199
arg,1991,87.09123
arg,1992,87.16958
arg,1993,87.24722
arg,1994,86.98974
arg,1995,86.92695
arg,1996,87.04063
arg,1997,87.28128
arg,1998,87.3351
arg,1999,86.69518
arg,2000,86.62701
arg,2001,87.24144
arg,2002,86.87876
arg,2003,86.89024
arg,2004,85.11916
arg,2005,84.25991
arg,2006,84.16913
arg,2007,83.39131
arg,2008,83.03424
arg,2009,80.76788
arg,2010,80.6519
arg,2011,81.19091
arg,2012,80.84533
arg,2013,82.67505
arg,2014,82.59352
arg,2015,83.3017
arg,2016,81.64166
arg,2017,84.96166
arg,2018,84.00046
arg,2019,81.9618
arm,1991,65.01781
arm,1992,65.61343
arm,1993,64.22968
arm,1994,62.84535
arm,1995,49.69142
arm,1996,49.59666
arm,1997,47.892
arm,1998,49.34996
arm,1999,51.18493
arm,2000,51.00256
arm,2001,50.71198
arm,2002,54.22202
arm,2003,45.33234
arm,2004,45.26325
arm,2005,45.2548
arm,2006,45.25264
arm,2007,44.60492
arm,2008,42.2552
arm,2009,42.09062
arm,2010,42.72341
arm,2011,42.80545
arm,2012,45.33946
arm,2013,43.84278
arm,2014,43.08538
arm,2015,42.99405
arm,2016,43.78484
arm,2017,50.72671
arm,2018,56.97625
arm,2019,56.62482
aus,1975,84.3604
aus,1976,84.14304
aus,1977,83.56389
aus,1978,83.73021
aus,1979,83.73869
aus,1980,83.59363
aus,1981,83.52482
aus,1982,83.80389
aus,1983,83.93946
aus,1984,84.62955
aus,1985,84.67538
aus,1986,84.39814
aus,1987,86.411
aus,1988,86.38295
aus,1989,86.48984
aus,1990,86.51144
aus,1991,86.31127
aus,1992,86.23678
aus,1993,86.47333
aus,1994,86.58321
aus,1995,86.49952
aus,1996,86.38652
aus,1997,86.681
aus,1998,86.62506
aus,1999,86.84548
aus,2000,86.39664
aus,2001,82.33935
aus,2002,82.20279
aus,2003,82.02617
aus,2004,82.40428
aus,2005,82.74758
aus,2006,82.50912
aus,2007,85.95498
aus,2008,85.86261
aus,2009,85.49701
aus,2010,90.7773
aus,2011,90.81154
aus,2012,90.90307
aus,2013,86.53213
aus,2014,86.26154
aus,2015,87.18707
aus,2016,86.7332
aus,2017,85.85164
aus,2018,86.09215
aus,2019,83.07995
aut,1975,84.43282
aut,1976,84.23897
aut,1977,84.22677
aut,1978,83.89924
aut,1979,84.27515
aut,1980,84.0223
aut,1981,84.3175
aut,1982,84.38215
aut,1983,84.08302
aut,1984,84.15705
aut,1985,83.86721
aut,1986,84.0027
aut,1987,84.15164
aut,1988,84.13108
aut,1989,83.83274
aut,1990,83.86698
aut,1991,83.84775
aut,1992,84.39991
aut,1993,84.34282
aut,1994,83.946
aut,1995,84.16135
aut,1996,83.41061
aut,1997,83.92571
aut,1998,84.25636
aut,1999,84.22768
aut,2000,84.02098
aut,2001,84.12986
aut,2002,84.08736
aut,2003,83.78352
aut,2004,83.64371
aut,2005,84.04328
aut,2006,86.99144
aut,2007,86.9703
aut,2008,87.11135
aut,2009,86.98063
aut,2010,87.58494
aut,2011,87.46313
aut,2012,87.84387
aut,2013,86.27214
aut,2014,86.65913
aut,2015,86.67668
aut,2016,83.09143
aut,2017,83.28319
aut,2018,82.56722
aut,2019,81.97237
aze,1991,39.39512
aze,1992,50.47002
aze,1993,50.56223
aze,1994,47.27303
aze,1995,35.59153
aze,1996,35.33468
aze,1997,35.89416
aze,1998,35.42921
aze,1999,35.37858
aze,2000,35.27558
aze,2001,34.94968
aze,2002,34.89605
aze,2003,34.34022
aze,2004,33.97952
aze,2005,31.74502
aze,2006,31.59725
aze,2007,31.46964
aze,2008,33.65773
aze,2009,33.60113
aze,2010,32.1445
aze,2011,32.10422
aze,2012,32.11334
aze,2013,29.16508
aze,2014,29.32862
aze,2015,29.70148
aze,2016,29.67137
aze,2017,29.55177
aze,2018,29.09799
aze,2019,29.25503
bdi,1975,0
bdi,1976,0
bdi,1977,0
bdi,1978,0
bdi,1979,0
bdi,1980,0
bdi,1981,20.33806
bdi,1982,19.53124
bdi,1983,24.5362
bdi,1984,23.33087
bdi,1985,23.23015
bdi,1986,23.35183
bdi,1987,23.4799
bdi,1988,0
bdi,1989,0
bdi,1990,0
bdi,1991,0
bdi,1992,0
bdi,1993,56.72412
bdi,1994,0
bdi,1995,0
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2000,0
bdi,2001,0
bdi,2002,0
bdi,2003,0
bdi,2004,0
bdi,2005,54.57448
bdi,2006,53.64451
bdi,2007,53.51056
bdi,2008,52.81608
bdi,2009,52.56169
bdi,2010,40.51727
bdi,2011,40.75677
bdi,2012,40.79025
bdi,2013,40.17841
bdi,2014,39.78712
bdi,2015,25.16328
bdi,2016,23.73024
bdi,2017,23.01476
bdi,2018,23.43161
bdi,2019,23.17082
bel,1975,82.52939
bel,1976,82.17047
bel,1977,82.8946
bel,1978,82.8565
bel,1979,82.92479
bel,1980,82.95004
bel,1981,82.54308
bel,1982,82.86427
bel,1983,82.61194
bel,1984,82.76255
bel,1985,83.10621
bel,1986,82.98797
bel,1987,82.88984
bel,1988,82.99931
bel,1989,83.75213
bel,1990,84.15773
bel,1991,83.68651
bel,1992,84.14739
bel,1993,83.52372
bel,1994,83.52125
bel,1995,83.76952
bel,1996,83.75243
bel,1997,84.11014
bel,1998,83.72669
bel,1999,83.7152
bel,2000,84.30464
bel,2001,83.66662
bel,2002,84.01106
bel,2003,83.60074
bel,2004,83.11556
bel,2005,83.29757
bel,2006,83.41226
bel,2007,86.22092
bel,2008,86.01322
bel,2009,86.27261
bel,2010,86.24288
bel,2011,85.85612
bel,2012,86.18435
bel,2013,87.59587
bel,2014,87.16727
bel,2015,86.46078
bel,2016,86.37896
bel,2017,86.63522
bel,2018,84.82225
bel,2019,83.60951
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1979,13.65896
ben,1980,18.76795
ben,1981,18.74288
ben,1982,18.5673
ben,1983,18.81857
ben,1984,15.74536
ben,1985,15.74608
ben,1986,15.49694
ben,1987,15.63964
ben,1988,15.86308
ben,1989,16.11842
ben,1990,25.19025
ben,1991,56.58215
ben,1992,62.92635
ben,1993,62.61838
ben,1994,62.85977
ben,1995,64.40041
ben,1996,63.98335
ben,1997,63.91149
ben,1998,63.79799
ben,1999,62.90978
ben,2000,62.41199
ben,2001,62.60353
ben,2002,62.61839
ben,2003,61.78537
ben,2004,62.09918
ben,2005,62.84019
ben,2006,74.39485
ben,2007,73.79257
ben,2008,73.05294
ben,2009,72.11777
ben,2010,73.33497
ben,2011,68.47492
ben,2012,68.14952
ben,2013,67.06958
ben,2014,67.02433
ben,2015,73.28745
ben,2016,76.09285
ben,2017,76.22113
ben,2018,72.82634
ben,2019,66.20957
bfa,1975,0
bfa,1976,0
bfa,1977,0
bfa,1978,47.72922
bfa,1979,49.93035
bfa,1980,38.78494
bfa,1981,0
bfa,1982,0
bfa,1983,0
bfa,1984,0
bfa,1985,0
bfa,1986,0
bfa,1987,0
bfa,1988,0
bfa,1989,0
bfa,1990,0
bfa,1991,29.21644
bfa,1992,44.0013
bfa,1993,43.6674
bfa,1994,43.55448
bfa,1995,43.44899
bfa,1996,43.68705
bfa,1997,44.80215
bfa,1998,46.97569
bfa,1999,46.95381
bfa,2000,47.53769
bfa,2001,49.6441
bfa,2002,48.63107
bfa,2003,48.71973
bfa,2004,49.07965
bfa,2005,54.0218
bfa,2006,54.04266
bfa,2007,50.5652
bfa,2008,50.60729
bfa,2009,50.79012
bfa,2010,51.25204
bfa,2011,51.02678
bfa,2012,56.35791
bfa,2013,56.62681
bfa,2014,55.33771
bfa,2015,63.04868
bfa,2016,63.2424
bfa,2017,63.38322
bfa,2018,64.25254
bfa,2019,0
bgd,1975,30.63939
bgd,1976,0
bgd,1977,0
bgd,1978,33.6189
bgd,1979,43.48214
bgd,1980,43.66319
bgd,1981,35.26648
bgd,1982,33.35604
bgd,1983,0
bgd,1984,0
bgd,1985,0
bgd,1986,45.44388
bgd,1987,45.73523
bgd,1988,42.37542
bgd,1989,42.34901
bgd,1990,42.88069
bgd,1991,61.1782
bgd,1992,60.65295
bgd,1993,60.58494
bgd,1994,60.68299
bgd,1995,61.13951
bgd,1996,60.22131
bgd,1997,60.308
bgd,1998,60.09688
bgd,1999,60.17021
bgd,2000,60.69727
bgd,2001,61.412
bgd,2002,60.84733
bgd,2003,60.7048
bgd,2004,60.78079
bgd,2005,60.70596
bgd,2006,60.55974
bgd,2007,0
bgd,2008,50.68461
bgd,2009,52.90959
bgd,2010,53.57674
bgd,2011,52.82351
bgd,2012,53.0317
bgd,2013,51.15419
bgd,2014,39.77035
bgd,2015,39.85706
bgd,2016,39.77222
bgd,2017,40.00715
bgd,2018,35.28276
bgd,2019,35.51325
bgr,1975,24.85522
bgr,1976,24.49338
bgr,1977,24.50464
bgr,1978,24.74508
bgr,1979,24.96348
bgr,1980,24.61713
bgr,1981,24.81391
bgr,1982,24.75597
bgr,1983,24.79043
bgr,1984,24.86474
bgr,1985,24.67272
bgr,1986,24.70116
bgr,1987,24.82741
bgr,1988,25.14399
bgr,1989,24.71225
bgr,1990,63.12126
bgr,1991,63.91144
bgr,1992,74.5365
bgr,1993,74.77097
bgr,1994,74.86565
bgr,1995,75.27565
bgr,1996,76.61651
bgr,1997,76.63371
bgr,1998,77.01088
bgr,1999,76.90895
bgr,2000,76.55593
bgr,2001,74.65371
bgr,2002,77.56289
bgr,2003,77.73925
bgr,2004,77.61195
bgr,2005,73.92535
bgr,2006,74.20893
bgr,2007,73.98829
bgr,2008,74.17916
bgr,2009,73.3104
bgr,2010,73.25013
bgr,2011,73.74669
bgr,2012,73.4678
bgr,2013,74.10476
bgr,2014,75.6578
bgr,2015,72.43495
bgr,2016,74.53863
bgr,2017,72.09179
bgr,2018,72.49339
bgr,2019,71.57619
bhr,1975,18.77005
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,27.27436
bhr,2003,36.43111
bhr,2004,36.55391
bhr,2005,37.63206
bhr,2006,38.01395
bhr,2007,37.75193
bhr,2008,37.8351
bhr,2009,37.80649
bhr,2010,37.38824
bhr,2011,35.23787
bhr,2012,34.40369
bhr,2013,34.80204
bhr,2014,31.61688
bhr,2015,30.30858
bhr,2016,28.80811
bhr,2017,28.87446
bhr,2018,26.41226
bhr,2019,27.12176
bih,1992,0
bih,1993,0
bih,1994,0
bih,1995,0
bih,1996,45.42322
bih,1997,57.52043
bih,1998,60.65054
bih,1999,61.0717
bih,2000,63.26254
bih,2001,63.45928
bih,2002,66.07875
bih,2003,65.95458
bih,2004,65.33538
bih,2005,65.22367
bih,2006,60.14301
bih,2007,60.048
bih,2008,59.76116
bih,2009,59.79568
bih,2010,61.0796
bih,2011,61.47682
bih,2012,61.90449
bih,2013,59.55166
bih,2014,56.8899
bih,2015,56.99162
bih,2016,55.23004
bih,2017,55.15634
bih,2018,53.05623
bih,2019,55.96962
blr,1991,46.77554
blr,1992,50.22661
blr,1993,50.16337
blr,1994,55.0904
blr,1995,51.6107
blr,1996,46.81133
blr,1997,44.34798
blr,1998,44.84053
blr,1999,44.47501
blr,2000,34.54688
blr,2001,34.49563
blr,2002,34.60857
blr,2003,34.36995
blr,2004,32.90558
blr,2005,32.29812
blr,2006,31.78509
blr,2007,31.8602
blr,2008,32.16689
blr,2009,32.27435
blr,2010,32.70323
blr,2011,32.51446
blr,2012,33.6539
blr,2013,33.07618
blr,2014,33.16835
blr,2015,34.11975
blr,2016,34.19585
blr,2017,34.47611
blr,2018,33.77686
blr,2019,34.44806
bol,1975,0
bol,1976,0
bol,1977,0
bol,1978,20.89681
bol,1979,39.44561
bol,1980,31.78219
bol,1981,0
bol,1982,0
bol,1983,0
bol,1984,0
bol,1985,69.33854
bol,1986,69.81258
bol,1987,69.72806
bol,1988,69.47359
bol,1989,70.42872
bol,1990,70.27712
bol,1991,71.52698
bol,1992,72.31435
bol,1993,79.14753
bol,1994,79.09761
bol,1995,79.34082
bol,1996,79.28404
bol,1997,80.26483
bol,1998,80.37891
bol,1999,80.67081
bol,2000,80.57773
bol,2001,80.87868
bol,2002,79.025
bol,2003,77.80634
bol,2004,77.90618
bol,2005,76.73611
bol,2006,76.07548
bol,2007,75.9819
bol,2008,75.99689
bol,2009,73.86585
bol,2010,73.81684
bol,2011,73.51725
bol,2012,73.44142
bol,2013,74.76585
bol,2014,69.87064
bol,2015,70.01675
bol,2016,69.68625
bol,2017,68.39807
bol,2018,66.97612
bol,2019,51.31793
bra,1975,28.31191
bra,1976,28.50414
bra,1977,28.56218
bra,1978,28.88691
bra,1979,29.42471
bra,1980,33.82312
bra,1981,33.88305
bra,1982,37.03784
bra,1983,36.95288
bra,1984,37.35207
bra,1985,51.3754
bra,1986,59.62225
bra,1987,59.87191
bra,1988,77.08771
bra,1989,89.47837
bra,1990,90.57194
bra,1991,90.65468
bra,1992,90.73341
bra,1993,90.4025
bra,1994,92.29678
bra,1995,91.63918
bra,1996,92.13545
bra,1997,92.44818
bra,1998,92.82932
bra,1999,92.97283
bra,2000,92.79635
bra,2001,93.23039
bra,2002,93.51045
bra,2003,93.12768
bra,2004,93.38123
bra,2005,94.22089
bra,2006,94.41568
bra,2007,94.57305
bra,2008,95.02978
bra,2009,94.62382
bra,2010,96.15592
bra,2011,96.20671
bra,2012,96.09122
bra,2013,90.9646
bra,2014,89.20926
bra,2015,89.54686
bra,2016,87.21065
bra,2017,86.14799
bra,2018,75.31153
bra,2019,74.84887
brb,1975,68.96745
brb,1976,69.0778
brb,1977,68.96402
brb,1978,69.06971
brb,1979,69.02661
brb,1980,68.91804
brb,1981,69.29591
brb,1982,69.05689
brb,1983,69.20945
brb,1984,69.13989
brb,1985,68.85503
brb,1986,69.42498
brb,1987,69.33894
brb,1988,69.21378
brb,1989,69.11084
brb,1990,69.23002
brb,1991,69.43677
brb,1992,69.62319
brb,1993,69.69968
brb,1994,72.23462
brb,1995,72.74307
brb,1996,72.59783
brb,1997,72.54697
brb,1998,72.64259
brb,1999,72.57308
brb,2000,73.03915
brb,2001,72.82031
brb,2002,72.89925
brb,2003,72.64258
brb,2004,72.84494
brb,2005,72.38349
brb,2006,72.37575
brb,2007,72.23436
brb,2008,75.66531
brb,2009,75.8055
brb,2010,75.85951
brb,2011,75.92247
brb,2012,75.78805
brb,2013,75.72434
brb,2014,75.45785
brb,2015,75.67853
brb,2016,76.07741
brb,2017,75.7372
brb,2018,76.27786
brb,2019,76.86911
bwa,1975,68.45887
bwa,1976,67.63671
bwa,1977,68.05829
bwa,1978,68.23307
bwa,1979,67.87407
bwa,1980,68.46226
bwa,1981,68.07689
bwa,1982,68.82861
bwa,1983,68.39492
bwa,1984,67.63767
bwa,1985,68.32544
bwa,1986,68.59291
bwa,1987,68.01423
bwa,1988,68.41579
bwa,1989,68.52459
bwa,1990,70.01446
bwa,1991,69.70192
bwa,1992,70.0121
bwa,1993,69.7681
bwa,1994,70.28133
bwa,1995,70.37932
bwa,1996,70.36049
bwa,1997,71.33203
bwa,1998,71.71335
bwa,1999,71.62875
bwa,2000,71.88005
bwa,2001,71.69233
bwa,2002,71.66115
bwa,2003,71.51154
bwa,2004,71.3892
bwa,2005,71.64836
bwa,2006,71.57824
bwa,2007,71.79756
bwa,2008,71.3101
bwa,2009,71.25451
bwa,2010,72.04109
bwa,2011,72.4257
bwa,2012,72.1835
bwa,2013,71.89593
bwa,2014,70.89009
bwa,2015,70.77496
bwa,2016,70.94761
bwa,2017,71.07219
bwa,2018,70.67635
bwa,2019,58.85138
caf,1975,0
caf,1976,0
caf,1977,0
caf,1978,0
caf,1979,0
caf,1980,0
caf,1981,22.09719
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1986,17.29383
caf,1987,19.50078
caf,1988,23.09023
caf,1989,23.08576
caf,1990,25.22494
caf,1991,29.13632
caf,1992,34.00307
caf,1993,45.13801
caf,1994,48.53801
caf,1995,48.66795
caf,1996,48.32464
caf,1997,48.34176
caf,1998,47.74021
caf,1999,47.3401
caf,2000,47.26134
caf,2001,47.75354
caf,2002,47.31508
caf,2003,29.44141
caf,2004,0
caf,2005,40.01096
caf,2006,40.40011
caf,2007,39.98098
caf,2008,40.16118
caf,2009,40.2405
caf,2010,40.0505
caf,2011,37.66106
caf,2012,37.8228
caf,2013,40.24629
caf,2014,0
caf,2015,45.55384
caf,2016,47.27289
caf,2017,47.90811
caf,2018,47.93913
caf,2019,46.85014
can,1975,78.66558
can,1976,78.43277
can,1977,78.47964
can,1978,78.24053
can,1979,79.19425
can,1980,78.81866
can,1981,78.5473
can,1982,78.94895
can,1983,78.78691
can,1984,78.037
can,1985,78.37055
can,1986,78.44986
can,1987,78.0928
can,1988,77.77124
can,1989,77.22757
can,1990,77.37954
can,1991,78.0894
can,1992,77.91045
can,1993,79.29365
can,1994,79.54911
can,1995,79.53678
can,1996,79.50583
can,1997,79.52548
can,1998,79.8865
can,1999,79.58513
can,2000,81.29815
can,2001,81.52938
can,2002,81.41544
can,2003,81.79168
can,2004,80.40772
can,2005,80.57313
can,2006,83.98596
can,2007,83.67449
can,2008,83.5711
can,2009,83.49034
can,2010,83.12901
can,2011,80.64615
can,2012,80.70682
can,2013,82.66838
can,2014,82.67599
can,2015,84.06046
can,2016,84.53672
can,2017,83.36974
can,2018,83.09412
can,2019,82.94838
che,1975,80.52823
che,1976,80.70272
che,1977,83.19382
che,1978,83.11557
che,1979,83.95151
che,1980,83.56503
che,1981,83.29676
che,1982,83.58756
che,1983,83.56184
che,1984,83.21595
che,1985,83.21385
che,1986,83.22272
che,1987,83.13736
che,1988,83.27566
che,1989,83.2317
che,1990,83.54947
che,1991,83.29217
che,1992,83.33397
che,1993,83.64007
che,1994,83.34695
che,1995,83.28869
che,1996,83.24443
che,1997,83.6757
che,1998,83.46847
che,1999,83.81048
che,2000,83.2615
che,2001,83.6808
che,2002,83.08488
che,2003,83.26879
che,2004,84.04833
che,2005,84.07886
che,2006,84.11016
che,2007,86.75805
che,2008,87.02956
che,2009,86.80903
che,2010,87.0137
che,2011,87.1764
che,2012,87.06388
che,2013,86.36522
che,2014,86.48504
che,2015,85.95151
che,2016,84.18815
che,2017,85.22142
che,2018,84.72551
che,2019,82.51351
chl,1975,0
chl,1976,0
chl,1977,0
chl,1978,0
chl,1979,0
chl,1980,0
chl,1981,0
chl,1982,0
chl,1983,0
chl,1984,0
chl,1985,0
chl,1986,0
chl,1987,0
chl,1988,0
chl,1989,51.77097
chl,1990,77.00504
chl,1991,76.92857
chl,1992,76.92438
chl,1993,79.79051
chl,1994,79.87962
chl,1995,79.83946
chl,1996,79.76048
chl,1997,80.38106
chl,1998,80.224
chl,1999,80.49408
chl,2000,86.46703
chl,2001,86.62682
chl,2002,86.1932
chl,2003,86.39653
chl,2004,86.33485
chl,2005,91.98603
chl,2006,94.09395
chl,2007,94.11283
chl,2008,94.25605
chl,2009,90.09862
chl,2010,96.07213
chl,2011,96.01242
chl,2012,95.50965
chl,2013,92.10691
chl,2014,92.36504
chl,2015,91.54118
chl,2016,91.3948
chl,2017,91.88698
chl,2018,91.65554
chl,2019,90.68918
chn,1975,0
chn,1976,0
chn,1977,0
chn,1978,0
chn,1979,0
chn,1980,0
chn,1981,0
chn,1982,0
chn,1983,0
chn,1984,0
chn,1985,0
chn,1986,0
chn,1987,0
chn,1988,0
chn,1989,0
chn,1990,0
chn,1991,0
chn,1992,0
chn,1993,0
chn,1994,0
chn,1995,0
chn,1996,0
chn,1997,0
chn,1998,0
chn,1999,0
chn,2000,0
chn,2001,0
chn,2002,0
chn,2003,0
chn,2004,0
chn,2005,0
chn,2006,0
chn,2007,0
chn,2008,0
chn,2009,0
chn,2010,0
chn,2011,0
chn,2012,0
chn,2013,0
chn,2014,0
chn,2015,0
chn,2016,0
chn,2017,0
chn,2018,0
chn,2019,0
civ,1975,20.5106
civ,1976,20.57289
civ,1977,20.41824
civ,1978,20.35924
civ,1979,20.54654
civ,1980,20.86971
civ,1981,21.08177
civ,1982,20.77578
civ,1983,20.73315
civ,1984,20.8631
civ,1985,21.2613
civ,1986,21.4618
civ,1987,20.861
civ,1988,21.79873
civ,1989,21.61185
civ,1990,30.84021
civ,1991,35.10173
civ,1992,35.03109
civ,1993,37.13108
civ,1994,35.47841
civ,1995,41.24363
civ,1996,41.80709
civ,1997,41.88035
civ,1998,41.7504
civ,1999,37.48642
civ,2000,45.26298
civ,2001,46.35589
civ,2002,47.24927
civ,2003,38.00854
civ,2004,37.59485
civ,2005,38.22641
civ,2006,37.8615
civ,2007,37.98655
civ,2008,36.43227
civ,2009,36.70086
civ,2010,40.73729
civ,2011,41.84655
civ,2012,50.44679
civ,2013,51.04081
civ,2014,51.02597
civ,2015,55.69207
civ,2016,55.94976
civ,2017,58.97973
civ,2018,57.32402
civ,2019,58.06729
cmr,1975,22.69055
cmr,1976,22.71872
cmr,1977,22.58747
cmr,1978,22.06682
cmr,1979,22.00087
cmr,1980,22.1812
cmr,1981,22.25149
cmr,1982,22.36355
cmr,1983,22.23528
cmr,1984,23.0723
cmr,1985,23.08364
cmr,1986,22.83375
cmr,1987,22.99334
cmr,1988,23.8831
cmr,1989,23.93262
cmr,1990,31.52318
cmr,1991,32.05672
cmr,1992,32.26508
cmr,1993,32.33364
cmr,1994,32.41559
cmr,1995,32.43554
cmr,1996,32.78228
cmr,1997,33.19291
cmr,1998,33.25181
cmr,1999,33.27663
cmr,2000,33.97095
cmr,2001,33.81612
cmr,2002,34.85368
cmr,2003,34.92715
cmr,2004,34.63883
cmr,2005,37.64526
cmr,2006,37.83007
cmr,2007,38.21345
cmr,2008,38.0526
cmr,2009,37.97824
cmr,2010,37.8595
cmr,2011,40.5496
cmr,2012,39.0658
cmr,2013,41.40864
cmr,2014,41.13362
cmr,2015,41.19323
cmr,2016,40.96889
cmr,2017,40.93202
cmr,2018,36.05759
cmr,2019,37.00217
cod,1975,13.52265
cod,1976,13.4655
cod,1977,14.3909
cod,1978,14.70568
cod,1979,14.4043
cod,1980,15.02009
cod,1981,14.6975
cod,1982,15.81537
cod,1983,15.89885
cod,1984,15.13849
cod,1985,14.80552
cod,1986,15.13445
cod,1987,17.03459
cod,1988,17.07474
cod,1989,16.95564
cod,1990,21.96629
cod,1991,20.39611
cod,1992,16.75432
cod,1993,0
cod,1994,0
cod,1995,0
cod,1996,0
cod,1997,0
cod,1998,0
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,0
cod,2004,0
cod,2005,0
cod,2006,37.23944
cod,2007,45.09262
cod,2008,44.42676
cod,2009,45.28136
cod,2010,43.69915
cod,2011,40.65057
cod,2012,40.89161
cod,2013,40.56755
cod,2014,40.4359
cod,2015,39.75055
cod,2016,39.70914
cod,2017,39.30006
cod,2018,38.91336
cod,2019,40.71824
cog,1975,19.58596
cog,1976,19.53119
cog,1977,0
cog,1978,0
cog,1979,16.11567
cog,1980,19.61955
cog,1981,19.49183
cog,1982,19.46412
cog,1983,19.63769
cog,1984,19.38841
cog,1985,19.77001
cog,1986,19.59203
cog,1987,19.40436
cog,1988,19.75101
cog,1989,19.47868
cog,1990,26.03916
cog,1991,30.42525
cog,1992,64.14614
cog,1993,62.16563
cog,1994,61.89069
cog,1995,62.16869
cog,1996,61.88876
cog,1997,0
cog,1998,0
cog,1999,0
cog,2000,0
cog,2001,0
cog,2002,34.92291
cog,2003,36.09456
cog,2004,36.13082
cog,2005,35.96847
cog,2006,36.37138
cog,2007,34.75435
cog,2008,34.92879
cog,2009,37.17444
cog,2010,35.77952
cog,2011,36.11564
cog,2012,34.82431
cog,2013,34.91411
cog,2014,34.43683
cog,2015,34.55066
cog,2016,33.09175
cog,2017,33.29831
