country,time,vacc_rate
ken,2018,95
ken,2019,93
ken,2020,93
kgz,1992,97
kgz,1993,95
kgz,1994,97
kgz,1995,97
kgz,1996,99
kgz,1997,99
kgz,1998,98
kgz,1999,99
kgz,2000,99
kgz,2001,99
kgz,2002,99
kgz,2003,99
kgz,2004,99
kgz,2005,99
kgz,2006,99
kgz,2007,99
kgz,2008,99
kgz,2009,99
kgz,2010,99
kgz,2011,98
kgz,2012,98
kgz,2013,99
kgz,2014,97
kgz,2015,99
kgz,2016,98
kgz,2017,97
kgz,2018,97
kgz,2019,98
kgz,2020,96
khm,1984,27
khm,1985,33
khm,1986,54
khm,1987,61
khm,1988,58
khm,1989,55
khm,1990,52
khm,1991,56
khm,1992,50
khm,1993,57
khm,1994,63
khm,1995,69
khm,1996,68
khm,1997,67
khm,1998,69
khm,1999,78
khm,2000,81
khm,2001,64
khm,2002,63
khm,2003,76
khm,2004,95
khm,2005,87
khm,2006,87
khm,2007,90
khm,2008,98
khm,2009,96
khm,2010,95
khm,2011,98
khm,2012,99
khm,2013,96
khm,2014,98
khm,2015,99
khm,2016,99
khm,2017,99
khm,2018,93
khm,2019,98
khm,2020,98
kir,1980,66
kir,1981,68
kir,1982,91
kir,1983,72
kir,1984,54
kir,1985,62
kir,1986,65
kir,1987,68
kir,1988,98
kir,1989,99
kir,1990,97
kir,1991,94
kir,1992,90
kir,1993,99
kir,1994,81
kir,1995,60
kir,1996,99
kir,1997,99
kir,1998,97
kir,1999,82
kir,2000,90
kir,2001,88
kir,2002,96
kir,2003,91
kir,2004,94
kir,2005,93
kir,2006,91
kir,2007,96
kir,2008,83
kir,2009,86
kir,2010,95
kir,2011,99
kir,2012,95
kir,2013,95
kir,2014,88
kir,2015,84
kir,2016,82
kir,2017,91
kir,2018,97
kir,2019,99
kir,2020,93
kna,1980,76
kna,1981,71
kna,1982,93
kna,1983,91
kna,1984,97
kna,1985,92
kna,1986,99
kna,1987,98
kna,1988,94
kna,1989,99
kna,1990,99
kna,1991,99
kna,1992,99
kna,1993,99
kna,1994,99
kna,1995,99
kna,1996,99
kna,1997,99
kna,1998,99
kna,1999,99
kna,2000,99
kna,2001,99
kna,2002,99
kna,2003,99
kna,2004,98
kna,2005,99
kna,2006,99
kna,2007,99
kna,2008,99
kna,2009,99
kna,2010,99
kna,2011,99
kna,2012,98
kna,2013,99
kna,2014,99
kna,2015,95
kna,2016,99
kna,2017,98
kna,2018,98
kna,2019,99
kna,2020,99
kor,1980,4
kor,1981,62
kor,1982,70
kor,1983,78
kor,1984,80
kor,1985,89
kor,1986,89
kor,1987,93
kor,1988,91
kor,1989,95
kor,1990,93
kor,1991,93
kor,1992,93
kor,1993,92
kor,1994,93
kor,1995,99
kor,1996,93
kor,1997,91
kor,1998,85
kor,1999,90
kor,2000,99
kor,2001,99
kor,2002,99
kor,2003,97
kor,2004,99
kor,2005,99
kor,2006,99
kor,2007,99
kor,2008,99
kor,2009,99
kor,2010,98
kor,2011,99
kor,2012,99
kor,2013,99
kor,2014,99
kor,2015,98
kor,2016,98
kor,2017,98
kor,2018,98
kor,2019,98
kwt,1980,70
kwt,1981,79
kwt,1982,84
kwt,1983,90
kwt,1984,89
kwt,1985,91
kwt,1986,93
kwt,1987,95
kwt,1988,97
kwt,1989,98
kwt,1990,71
kwt,1991,80
kwt,1992,89
kwt,1993,97
kwt,1994,99
kwt,1995,99
kwt,1996,99
kwt,1997,99
kwt,1998,99
kwt,1999,96
kwt,2000,99
kwt,2001,99
kwt,2002,99
kwt,2003,99
kwt,2004,98
kwt,2005,99
kwt,2006,99
kwt,2007,99
kwt,2008,99
kwt,2009,99
kwt,2010,99
kwt,2011,99
kwt,2012,99
kwt,2013,99
kwt,2014,99
kwt,2015,99
kwt,2016,99
kwt,2017,99
kwt,2018,99
kwt,2019,99
lao,1981,7
lao,1982,7
lao,1983,7
lao,1984,7
lao,1985,8
lao,1986,10
lao,1987,15
lao,1988,27
lao,1989,29
lao,1990,32
lao,1991,47
lao,1992,46
lao,1993,46
lao,1994,73
lao,1995,68
lao,1996,73
lao,1997,69
lao,1998,71
lao,1999,71
lao,2000,69
lao,2001,60
lao,2002,65
lao,2003,65
lao,2004,60
lao,2005,65
lao,2006,61
lao,2007,56
lao,2008,68
lao,2009,67
lao,2010,76
lao,2011,78
lao,2012,85
lao,2013,87
lao,2014,89
lao,2015,89
lao,2016,89
lao,2017,91
lao,2018,92
lao,2019,85
lao,2020,90
lbn,1981,4
lbn,1982,9
lbn,1983,8
lbn,1984,16
lbn,1985,23
lbn,1986,30
lbn,1987,46
lbn,1988,63
lbn,1989,79
lbn,1990,82
lbn,1991,86
lbn,1992,90
lbn,1993,91
lbn,1994,93
lbn,1995,93
lbn,1996,94
lbn,1997,92
lbn,1998,89
lbn,1999,86
lbn,2000,83
lbn,2001,80
lbn,2002,77
lbn,2003,74
lbn,2004,75
lbn,2005,77
lbn,2006,78
lbn,2007,80
lbn,2008,81
lbn,2009,82
lbn,2010,83
lbn,2011,83
lbn,2012,84
lbn,2013,85
lbn,2014,85
lbn,2015,85
lbn,2016,85
lbn,2017,85
lbn,2018,85
lbn,2019,85
lbn,2020,74
lbr,1999,82
lbr,2000,78
lbr,2001,73
lbr,2002,69
lbr,2003,64
lbr,2004,60
lbr,2005,76
lbr,2006,77
lbr,2007,77
lbr,2008,85
lbr,2009,87
lbr,2010,73
lbr,2011,85
lbr,2012,85
lbr,2013,87
lbr,2014,73
lbr,2015,74
lbr,2016,81
lbr,2017,87
lbr,2018,92
lbr,2019,84
lbr,2020,85
lby,1980,88
lby,1981,78
lby,1982,89
lby,1983,84
lby,1984,85
lby,1985,87
lby,1986,92
lby,1987,95
lby,1988,92
lby,1989,90
lby,1990,90
lby,1991,95
lby,1992,99
lby,1993,99
lby,1994,99
lby,1995,99
lby,1996,97
lby,1997,97
lby,1998,97
lby,1999,97
lby,2000,98
lby,2001,99
lby,2002,99
lby,2003,99
lby,2004,99
lby,2005,99
lby,2006,99
lby,2007,99
lby,2008,99
lby,2009,99
lby,2010,99
lby,2011,99
lby,2012,99
lby,2013,99
lby,2014,99
lby,2015,99
lby,2016,99
lby,2017,99
lby,2018,74
lby,2019,74
lby,2020,74
lca,1980,58
lca,1981,65
lca,1982,81
lca,1983,81
lca,1984,84
lca,1985,99
lca,1986,91
lca,1987,89
lca,1988,87
lca,1989,99
lca,1990,94
lca,1991,97
lca,1992,99
lca,1993,97
lca,1994,99
lca,1995,98
lca,1996,95
lca,1997,99
lca,1998,90
lca,1999,99
lca,2000,91
lca,2001,99
lca,2002,98
lca,2003,95
lca,2004,99
lca,2005,97
lca,2006,94
lca,2007,99
lca,2008,99
lca,2009,99
lca,2010,97
lca,2011,99
lca,2012,99
lca,2013,99
lca,2014,99
lca,2015,99
lca,2016,99
lca,2017,88
lca,2018,99
lca,2019,96
lca,2020,89
lka,1980,61
lka,1981,58
lka,1982,65
lka,1983,64
lka,1984,67
lka,1985,71
lka,1986,79
lka,1987,79
lka,1988,85
lka,1989,90
lka,1990,86
lka,1991,88
lka,1992,88
lka,1993,90
lka,1994,89
lka,1995,93
lka,1996,92
lka,1997,98
lka,1998,94
lka,1999,99
lka,2000,99
lka,2001,99
lka,2002,99
lka,2003,99
lka,2004,99
lka,2005,99
lka,2006,99
lka,2007,99
lka,2008,99
lka,2009,99
lka,2010,99
lka,2011,99
lka,2012,99
lka,2013,99
lka,2014,99
lka,2015,99
lka,2016,99
lka,2017,99
lka,2018,99
lka,2019,99
lka,2020,99
lso,1980,81
lso,1981,81
lso,1982,84
lso,1983,87
lso,1984,89
lso,1985,91
lso,1986,88
lso,1987,84
lso,1988,86
lso,1989,87
lso,1990,89
lso,1991,90
lso,1992,92
lso,1993,93
lso,1994,95
lso,1995,96
lso,1996,95
lso,1997,94
lso,1998,93
lso,1999,92
lso,2000,88
lso,2001,83
lso,2002,90
lso,2003,96
lso,2004,96
lso,2005,96
lso,2006,95
lso,2007,95
lso,2008,95
lso,2009,92
lso,2010,94
lso,2011,96
lso,2012,95
lso,2013,98
lso,2014,97
lso,2015,95
lso,2016,96
lso,2017,96
lso,2018,96
lso,2019,96
lso,2020,87
ltu,1992,94
ltu,1993,98
ltu,1994,96
ltu,1995,97
ltu,1996,98
ltu,1997,98
ltu,1998,99
ltu,1999,99
ltu,2000,99
ltu,2001,99
ltu,2002,99
ltu,2003,99
ltu,2004,99
ltu,2005,99
ltu,2006,99
ltu,2007,99
ltu,2008,99
ltu,2009,99
ltu,2010,99
ltu,2011,98
ltu,2012,98
ltu,2013,98
ltu,2014,98
ltu,2015,97
ltu,2016,98
ltu,2017,97
ltu,2018,96
ltu,2019,97
ltu,2020,96
lux,1983,90
lux,1984,90
lux,1985,90
lux,1986,90
lux,1987,95
lux,1988,90
lux,1989,90
lux,1990,90
lux,1991,91
lux,1992,93
lux,1993,94
lux,1994,95
lux,1995,97
lux,1996,98
lux,1997,98
lux,1998,98
lux,1999,99
lux,2000,99
lux,2001,99
lux,2002,99
lux,2003,99
lux,2004,99
lux,2005,99
lux,2006,99
lux,2007,99
lux,2008,99
lux,2009,99
lux,2010,99
lux,2011,99
lux,2012,99
lux,2013,99
lux,2014,99
lux,2015,99
lux,2016,99
lux,2017,99
lux,2018,99
lux,2019,99
lux,2020,99
lva,1992,95
lva,1993,91
lva,1994,99
lva,1995,99
lva,1996,99
lva,1997,99
lva,1998,99
lva,1999,99
lva,2000,99
lva,2001,99
lva,2002,99
lva,2003,98
lva,2004,99
lva,2005,99
lva,2006,99
lva,2007,98
lva,2008,96
lva,2009,96
lva,2010,95
lva,2011,93
lva,2012,94
lva,2013,96
lva,2014,95
lva,2015,96
lva,2016,98
lva,2017,98
lva,2018,98
lva,2019,99
lva,2020,99
mar,1982,50
mar,1983,62
mar,1984,70
mar,1985,77
mar,1986,83
mar,1987,92
mar,1988,92
mar,1989,91
mar,1990,96
mar,1991,96
mar,1992,97
mar,1993,99
mar,1994,97
mar,1995,96
mar,1996,96
mar,1997,95
mar,1998,93
mar,1999,93
mar,2000,97
mar,2001,96
mar,2002,94
mar,2003,92
mar,2004,97
mar,2005,98
mar,2006,97
mar,2007,96
mar,2008,99
mar,2009,99
mar,2010,99
mar,2011,99
mar,2012,99
mar,2013,99
mar,2014,99
mar,2015,99
mar,2016,99
mar,2017,99
mar,2018,99
mar,2019,99
mco,1988,99
mco,1989,99
mco,1990,99
mco,1991,99
mco,1992,98
mco,1993,99
mco,1994,99
mco,1995,99
mco,1996,99
mco,1997,99
mco,1998,99
mco,1999,99
mco,2000,99
mco,2001,99
mco,2002,99
mco,2003,99
mco,2004,99
mco,2005,99
mco,2006,99
mco,2007,99
mco,2008,99
mco,2009,99
mco,2010,99
mco,2011,99
mco,2012,99
mco,2013,99
mco,2014,99
mco,2015,99
mco,2016,99
mco,2017,99
mco,2018,99
mco,2019,99
mda,1992,93
mda,1993,92
mda,1994,94
mda,1995,97
mda,1996,99
mda,1997,98
mda,1998,98
mda,1999,99
mda,2000,99
mda,2001,99
mda,2002,99
mda,2003,99
mda,2004,99
mda,2005,99
mda,2006,99
mda,2007,98
mda,2008,98
mda,2009,98
mda,2010,98
mda,2011,98
mda,2012,99
mda,2013,96
mda,2014,97
mda,2015,97
mda,2016,97
mda,2017,96
mda,2018,96
mda,2019,97
mda,2020,95
mdg,1980,21
mdg,1981,26
mdg,1982,22
mdg,1983,31
mdg,1984,28
mdg,1985,31
mdg,1986,49
mdg,1987,54
mdg,1988,70
mdg,1989,72
mdg,1990,67
mdg,1991,75
mdg,1992,77
mdg,1993,77
mdg,1994,77
mdg,1995,72
mdg,1996,67
mdg,1997,67
mdg,1998,70
mdg,1999,72
mdg,2000,72
mdg,2001,73
mdg,2002,73
mdg,2003,77
mdg,2004,85
mdg,2005,92
mdg,2006,95
mdg,2007,94
mdg,2008,83
mdg,2009,78
mdg,2010,76
mdg,2011,82
mdg,2012,74
mdg,2013,76
mdg,2014,71
mdg,2015,68
mdg,2016,74
mdg,2017,74
mdg,2018,74
mdg,2019,78
mdg,2020,76
mdv,1980,7
mdv,1981,39
mdv,1982,34
mdv,1983,37
mdv,1984,40
mdv,1985,47
mdv,1986,54
mdv,1987,62
mdv,1988,98
mdv,1989,98
mdv,1990,99
mdv,1991,99
mdv,1992,99
mdv,1993,98
mdv,1994,98
mdv,1995,99
mdv,1996,99
mdv,1997,99
mdv,1998,99
mdv,1999,98
mdv,2000,99
mdv,2001,98
mdv,2002,99
mdv,2003,98
mdv,2004,98
mdv,2005,98
mdv,2006,99
mdv,2007,98
mdv,2008,98
mdv,2009,99
mdv,2010,97
mdv,2011,98
mdv,2012,99
mdv,2013,99
mdv,2014,99
mdv,2015,99
mdv,2016,99
mdv,2017,99
mdv,2018,99
mdv,2019,99
mdv,2020,99
mex,1980,91
mex,1981,99
mex,1982,99
mex,1983,88
mex,1984,99
mex,1985,67
mex,1986,96
mex,1987,97
mex,1988,95
mex,1989,96
mex,1990,75
mex,1991,89
mex,1992,94
mex,1993,93
mex,1994,97
mex,1995,98
mex,1996,99
mex,1997,99
mex,1998,99
mex,1999,99
mex,2000,99
mex,2001,99
mex,2002,99
mex,2003,99
mex,2004,99
mex,2005,99
mex,2006,99
mex,2007,99
mex,2008,99
mex,2009,99
mex,2010,98
mex,2011,99
mex,2012,99
mex,2013,91
mex,2014,97
mex,2015,98
mex,2016,99
mex,2017,94
mex,2018,99
mex,2019,86
mex,2020,89
mhl,1987,33
mhl,1988,92
mhl,1989,92
mhl,1990,92
mhl,1991,74
mhl,1992,86
mhl,1993,88
mhl,1994,96
mhl,1995,71
mhl,1996,98
mhl,1997,94
mhl,1998,93
mhl,1999,93
mhl,2000,94
mhl,2001,99
mhl,2002,90
mhl,2003,93
mhl,2004,92
mhl,2005,93
mhl,2006,97
mhl,2007,94
mhl,2008,97
mhl,2009,99
mhl,2010,99
mhl,2011,89
mhl,2012,97
mhl,2013,93
mhl,2014,89
mhl,2015,99
mhl,2016,94
mhl,2017,92
mhl,2018,98
mhl,2019,89
mkd,1993,99
mkd,1994,91
mkd,1995,97
mkd,1996,98
mkd,1997,98
mkd,1998,96
mkd,1999,98
mkd,2000,97
mkd,2001,97
mkd,2002,98
mkd,2003,97
mkd,2004,96
mkd,2005,99
mkd,2006,96
mkd,2007,96
mkd,2008,98
mkd,2009,98
mkd,2010,99
mkd,2011,98
mkd,2012,98
mkd,2013,98
mkd,2014,99
mkd,2015,94
mkd,2016,99
mkd,2017,97
mkd,2018,94
mkd,2019,94
mli,1981,19
mli,1982,23
mli,1983,26
mli,1984,30
mli,1985,33
mli,1986,37
mli,1987,51
mli,1988,64
mli,1989,85
mli,1990,82
mli,1991,68
mli,1992,70
mli,1993,74
mli,1994,75
mli,1995,76
mli,1996,80
mli,1997,84
mli,1998,79
mli,1999,78
mli,2000,69
mli,2001,75
mli,2002,82
mli,2003,79
mli,2004,76
mli,2005,83
mli,2006,90
mli,2007,86
mli,2008,86
mli,2009,84
mli,2010,82
mli,2011,84
mli,2012,77
mli,2013,70
mli,2014,73
mli,2015,78
mli,2016,82
mli,2017,83
mli,2018,83
mli,2019,83
mli,2020,78
mlt,1981,75
mlt,1982,80
mlt,1983,85
mlt,1984,90
mlt,1985,84
mlt,1986,86
mlt,1987,87
mlt,1988,87
mlt,1989,88
mlt,1990,86
mlt,1991,90
mlt,1992,92
mlt,1993,90
mlt,1994,88
mlt,1995,92
mlt,1996,96
mlt,1997,92
mlt,1998,92
mlt,1999,93
mlt,2000,94
mlt,2001,95
mlt,2002,95
mlt,2003,94
mlt,2004,94
mlt,2005,94
mlt,2006,94
mlt,2007,82
mlt,2008,86
mlt,2009,86
mlt,2010,85
mlt,2011,96
mlt,2012,99
mlt,2013,99
mlt,2014,99
mlt,2015,97
mlt,2016,97
mlt,2017,98
mlt,2018,98
mlt,2019,98
mlt,2020,99
mmr,1980,9
mmr,1981,15
mmr,1982,20
mmr,1983,28
mmr,1984,36
mmr,1985,45
mmr,1986,28
mmr,1987,54
mmr,1988,60
mmr,1989,66
mmr,1990,95
mmr,1991,69
mmr,1992,77
mmr,1993,80
mmr,1994,83
mmr,1995,90
mmr,1996,92
mmr,1997,94
mmr,1998,95
mmr,1999,90
mmr,2000,88
mmr,2001,77
mmr,2002,84
mmr,2003,86
mmr,2004,92
mmr,2005,86
mmr,2006,85
mmr,2007,89
mmr,2008,88
mmr,2009,93
mmr,2010,93
mmr,2011,93
mmr,2012,87
mmr,2013,86
mmr,2014,92
mmr,2015,94
mmr,2016,91
mmr,2017,91
mmr,2018,93
mmr,2019,91
mmr,2020,91
mne,2006,98
mne,2007,98
mne,2008,98
mne,2009,96
mne,2010,97
mne,2011,97
mne,2012,97
mne,2013,94
mne,2014,95
mne,2015,94
mne,2016,89
mne,2017,87
mne,2018,93
mne,2019,85
mne,2020,84
mng,1980,86
mng,1981,86
mng,1982,86
mng,1983,86
mng,1984,86
mng,1985,86
mng,1986,86
mng,1987,86
mng,1988,87
mng,1989,92
mng,1990,92
mng,1991,85
mng,1992,84
mng,1993,84
mng,1994,90
mng,1995,94
mng,1996,93
mng,1997,96
mng,1998,95
mng,1999,97
mng,2000,97
mng,2001,98
mng,2002,98
mng,2003,98
mng,2004,99
mng,2005,99
mng,2006,99
mng,2007,99
mng,2008,98
mng,2009,98
mng,2010,99
mng,2011,99
mng,2012,99
mng,2013,99
mng,2014,99
mng,2015,99
mng,2016,99
mng,2017,99
mng,2018,99
mng,2019,99
mng,2020,99
moz,1981,56
moz,1982,58
moz,1983,59
moz,1984,50
moz,1985,47
moz,1986,45
moz,1987,52
moz,1988,49
moz,1989,53
moz,1990,59
moz,1991,63
moz,1992,64
moz,1993,66
moz,1994,78
moz,1995,78
moz,1996,78
moz,1997,80
moz,1998,81
moz,1999,83
moz,2000,84
moz,2001,86
moz,2002,87
moz,2003,90
moz,2004,90
moz,2005,90
moz,2006,90
moz,2007,90
moz,2008,90
moz,2009,90
moz,2010,90
moz,2011,91
moz,2012,92
moz,2013,93
moz,2014,94
moz,2015,94
moz,2016,94
moz,2017,94
moz,2018,93
moz,2019,93
moz,2020,91
mrt,1981,57
mrt,1982,61
mrt,1983,66
mrt,1984,70
mrt,1985,74
mrt,1986,73
mrt,1987,77
mrt,1988,79
mrt,1989,79
mrt,1990,79
mrt,1991,80
mrt,1992,81
mrt,1993,84
mrt,1994,82
mrt,1995,80
mrt,1996,79
mrt,1997,78
mrt,1998,77
mrt,1999,75
mrt,2000,78
mrt,2001,95
mrt,2002,99
mrt,2003,96
mrt,2004,94
mrt,2005,91
mrt,2006,86
mrt,2007,92
mrt,2008,89
mrt,2009,81
mrt,2010,85
mrt,2011,86
mrt,2012,95
mrt,2013,95
mrt,2014,93
mrt,2015,85
mrt,2016,86
mrt,2017,90
mrt,2018,90
mrt,2019,90
mrt,2020,80
mus,1980,90
mus,1981,87
mus,1982,96
mus,1983,91
mus,1984,88
mus,1985,91
mus,1986,97
mus,1987,96
mus,1988,88
mus,1989,88
mus,1990,87
mus,1991,91
mus,1992,88
mus,1993,89
mus,1994,89
mus,1995,93
mus,1996,90
mus,1997,90
mus,1998,90
mus,1999,86
mus,2000,88
mus,2001,93
mus,2002,88
mus,2003,99
mus,2004,99
mus,2005,99
mus,2006,99
mus,2007,98
mus,2008,99
mus,2009,99
mus,2010,99
mus,2011,99
mus,2012,99
mus,2013,99
mus,2014,98
mus,2015,99
mus,2016,98
mus,2017,99
mus,2018,99
mus,2019,99
mus,2020,96
mwi,1980,58
mwi,1981,86
mwi,1982,87
mwi,1983,81
mwi,1984,74
mwi,1985,87
mwi,1986,87
mwi,1987,92
mwi,1988,90
mwi,1989,96
mwi,1990,97
mwi,1991,96
mwi,1992,98
mwi,1993,96
mwi,1994,94
mwi,1995,97
mwi,1996,95
mwi,1997,99
mwi,1998,99
mwi,1999,87
mwi,2000,83
mwi,2001,93
mwi,2002,79
mwi,2003,91
mwi,2004,97
mwi,2005,99
mwi,2006,99
mwi,2007,95
mwi,2008,97
mwi,2009,95
mwi,2010,97
mwi,2011,99
mwi,2012,99
mwi,2013,96
mwi,2014,97
mwi,2015,90
mwi,2016,86
mwi,2017,89
mwi,2018,92
mwi,2019,95
mwi,2020,94
mys,1980,94
mys,1981,91
mys,1982,95
mys,1983,94
mys,1984,95
mys,1985,95
mys,1986,96
mys,1987,98
mys,1988,99
mys,1989,99
mys,1990,99
mys,1991,99
mys,1992,99
mys,1993,98
mys,1994,97
mys,1995,98
mys,1996,98
mys,1997,98
mys,1998,98
mys,1999,99
mys,2000,99
mys,2001,98
mys,2002,98
mys,2003,99
mys,2004,99
mys,2005,98
mys,2006,98
mys,2007,99
mys,2008,99
mys,2009,99
mys,2010,99
mys,2011,99
mys,2012,99
mys,2013,99
mys,2014,99
mys,2015,99
mys,2016,99
mys,2017,99
mys,2018,99
mys,2019,99
mys,2020,99
nam,1991,91
nam,1992,92
nam,1993,92
nam,1994,99
nam,1995,92
nam,1996,79
nam,1997,69
nam,1998,85
nam,1999,80
nam,2000,80
nam,2001,79
nam,2002,81
nam,2003,92
nam,2004,94
nam,2005,95
nam,2006,88
nam,2007,95
nam,2008,88
nam,2009,85
nam,2010,88
nam,2011,89
nam,2012,90
nam,2013,94
nam,2014,97
nam,2015,94
nam,2016,89
nam,2017,94
nam,2018,94
nam,2019,94
ner,1981,28
ner,1982,28
ner,1983,28
ner,1984,28
ner,1985,28
ner,1986,28
ner,1987,28
ner,1988,27
ner,1989,32
ner,1990,50
ner,1991,38
ner,1992,38
ner,1993,34
ner,1994,32
ner,1995,53
ner,1996,53
ner,1997,48
ner,1998,48
ner,1999,47
ner,2000,50
ner,2001,53
ner,2002,56
ner,2003,58
ner,2004,61
ner,2005,64
ner,2006,69
ner,2007,73
ner,2008,78
ner,2009,86
ner,2010,81
ner,2011,75
ner,2012,85
ner,2013,80
ner,2014,87
ner,2015,94
ner,2016,91
ner,2017,92
ner,2018,87
ner,2019,81
ner,2020,94
nga,1981,23
nga,1982,21
nga,1983,19
nga,1984,16
nga,1985,28
nga,1986,40
nga,1987,47
nga,1988,54
nga,1989,61
nga,1990,80
nga,1991,60
nga,1992,57
nga,1993,52
nga,1994,55
nga,1995,44
nga,1996,43
nga,1997,38
nga,1998,49
nga,1999,46
nga,2000,44
nga,2001,41
nga,2002,40
nga,2003,42
nga,2004,45
nga,2005,49
nga,2006,52
nga,2007,54
nga,2008,65
nga,2009,76
nga,2010,62
nga,2011,57
nga,2012,51
nga,2013,51
nga,2014,51
nga,2015,53
nga,2016,64
nga,2017,67
nga,2018,67
nga,2019,67
nga,2020,67
nic,1980,34
nic,1981,66
nic,1982,83
nic,1983,89
nic,1984,98
nic,1985,99
nic,1986,99
nic,1987,99
nic,1988,91
nic,1989,94
nic,1990,90
nic,1991,85
nic,1992,91
nic,1993,91
nic,1994,92
nic,1995,93
nic,1996,94
nic,1997,95
nic,1998,92
nic,1999,99
nic,2000,96
nic,2001,99
nic,2002,98
nic,2003,94
nic,2004,88
nic,2005,96
nic,2006,99
nic,2007,99
nic,2008,99
nic,2009,99
nic,2010,99
nic,2011,99
nic,2012,99
nic,2013,99
nic,2014,99
nic,2015,99
nic,2016,99
nic,2017,99
nic,2018,99
nic,2019,99
nic,2020,98
nld,1980,96
nld,1981,96
nld,1982,97
nld,1983,97
nld,1984,97
nld,1985,97
nld,1986,97
nld,1987,97
nld,1988,97
nld,1989,97
nld,1990,97
nld,1991,97
nld,1992,98
nld,1993,97
nld,1994,97
nld,1995,97
nld,1996,97
nld,1997,97
nld,1998,97
nld,1999,97
nld,2000,97
nld,2001,97
nld,2002,97
nld,2003,98
nld,2004,98
nld,2005,96
nld,2006,96
nld,2007,97
nld,2008,97
nld,2009,97
nld,2010,97
nld,2011,97
nld,2012,97
nld,2013,97
nld,2014,96
nld,2015,96
nld,2016,95
nld,2017,94
nld,2018,93
nld,2019,94
nor,1983,90
nor,1984,90
nor,1985,90
nor,1986,87
nor,1987,87
nor,1988,87
nor,1989,84
nor,1990,87
nor,1991,96
nor,1992,98
nor,1993,94
nor,1994,94
nor,1995,97
nor,1996,97
nor,1997,96
nor,1998,95
nor,1999,94
nor,2000,93
nor,2001,93
nor,2002,95
nor,2003,94
nor,2004,94
nor,2005,93
nor,2006,95
nor,2007,95
nor,2008,95
nor,2009,96
nor,2010,97
nor,2011,95
nor,2012,95
nor,2013,95
nor,2014,94
nor,2015,95
nor,2016,96
nor,2017,96
nor,2018,96
nor,2019,97
nor,2020,97
npl,1980,22
npl,1981,32
npl,1982,59
npl,1983,53
npl,1984,58
npl,1985,67
npl,1986,67
npl,1987,62
npl,1988,66
npl,1989,70
npl,1990,74
npl,1991,74
npl,1992,75
npl,1993,75
npl,1994,76
npl,1995,76
npl,1996,81
npl,1997,86
npl,1998,81
npl,1999,93
npl,2000,84
npl,2001,84
npl,2002,85
npl,2003,91
npl,2004,85
npl,2005,87
npl,2006,93
npl,2007,89
npl,2008,87
npl,2009,94
npl,2010,94
npl,2011,97
npl,2012,96
npl,2013,97
npl,2014,99
npl,2015,94
npl,2016,93
npl,2017,95
npl,2018,96
npl,2019,96
npl,2020,92
nru,1984,81
nru,1985,81
nru,1986,87
nru,1987,93
nru,1988,95
nru,1989,96
nru,1990,93
nru,1991,90
nru,1992,90
nru,1993,99
nru,1994,81
nru,1995,78
nru,1996,78
nru,1997,99
nru,1998,90
nru,1999,95
nru,2000,93
nru,2001,99
nru,2002,99
nru,2003,97
nru,2004,93
nru,2005,90
nru,2006,99
nru,2007,99
nru,2008,99
nru,2009,99
nru,2010,99
nru,2011,99
nru,2012,99
nru,2013,99
nru,2014,99
nru,2015,99
nru,2016,99
nru,2017,99
nru,2018,99
nru,2019,99
nru,2020,99
nzl,1980,80
nzl,1981,77
nzl,1982,74
nzl,1983,73
nzl,1984,84
nzl,1985,84
nzl,1986,84
nzl,1987,74
nzl,1988,75
nzl,1989,83
nzl,1990,90
nzl,1991,82
nzl,1992,82
nzl,1993,85
nzl,1994,87
nzl,1995,89
nzl,1996,94
nzl,1997,99
nzl,1998,87
nzl,1999,89
nzl,2000,90
nzl,2001,90
nzl,2002,90
nzl,2003,90
nzl,2004,89
nzl,2005,89
nzl,2006,89
nzl,2007,88
nzl,2008,90
nzl,2009,98
nzl,2010,93
nzl,2011,95
nzl,2012,93
nzl,2013,93
nzl,2014,93
nzl,2015,93
nzl,2016,93
nzl,2017,94
nzl,2018,96
nzl,2019,92
nzl,2020,92
omn,1980,51
omn,1981,54
omn,1982,77
omn,1983,77
omn,1984,79
omn,1985,93
omn,1986,95
omn,1987,97
omn,1988,96
omn,1989,98
omn,1990,98
omn,1991,96
omn,1992,99
omn,1993,97
omn,1994,99
omn,1995,99
omn,1996,99
omn,1997,99
omn,1998,99
omn,1999,99
omn,2000,99
omn,2001,99
omn,2002,99
omn,2003,99
omn,2004,99
omn,2005,99
omn,2006,99
omn,2007,99
omn,2008,99
omn,2009,99
omn,2010,99
omn,2011,99
omn,2012,99
omn,2013,99
omn,2014,99
omn,2015,99
omn,2016,99
omn,2017,99
omn,2018,99
omn,2019,99
pak,1980,6
pak,1981,11
pak,1982,12
pak,1983,35
pak,1984,55
pak,1985,62
pak,1986,69
pak,1987,72
pak,1988,77
pak,1989,80
pak,1990,80
pak,1991,80
pak,1992,80
pak,1993,77
pak,1994,75
pak,1995,73
pak,1996,59
pak,1997,62
pak,1998,66
pak,1999,70
pak,2000,74
pak,2001,78
pak,2002,82
pak,2003,80
pak,2004,78
pak,2005,78
pak,2006,77
pak,2007,77
pak,2008,75
pak,2009,74
pak,2010,74
pak,2011,83
pak,2012,84
pak,2013,84
pak,2014,85
pak,2015,86
pak,2016,86
pak,2017,86
pak,2018,90
pak,2019,93
pak,2020,91
pan,1980,99
pan,1981,98
