country,time,gini
brb,2001,45.08
brb,2002,44.94
brb,2003,44.8
brb,2004,44.67
brb,2005,44.54
brb,2006,44.42
brb,2007,44.32
brb,2008,44.23
brb,2009,44.15
brb,2010,44.08
brb,2011,44.03
brb,2012,43.99
brb,2013,43.96
brb,2014,43.94
brb,2015,43.94
brb,2016,43.94
brb,2017,43.94
brb,2018,43.94
brb,2019,43.94
brb,2020,43.94
brb,2021,43.94
brb,2022,43.94
brb,2023,43.94
brb,2024,43.94
brb,2025,43.94
brb,2026,43.94
brb,2027,43.94
brb,2028,43.94
brb,2029,43.94
brb,2030,43.94
brb,2031,43.94
brb,2032,43.94
brb,2033,43.94
brb,2034,43.94
brb,2035,43.94
brb,2036,43.94
brb,2037,43.94
brb,2038,43.94
brb,2039,43.94
brb,2040,43.94
brb,2041,43.94
brb,2042,43.94
brb,2043,43.94
brb,2044,43.94
brb,2045,43.94
brb,2046,43.94
brb,2047,43.94
brb,2048,43.94
brb,2049,43.94
brb,2050,43.94
brn,1800,42.05
brn,1801,42.05
brn,1802,42.05
brn,1803,42.05
brn,1804,42.05
brn,1805,42.05
brn,1806,42.05
brn,1807,42.05
brn,1808,42.05
brn,1809,42.05
brn,1810,42.05
brn,1811,42.05
brn,1812,42.05
brn,1813,42.05
brn,1814,42.05
brn,1815,42.05
brn,1816,42.05
brn,1817,42.05
brn,1818,42.05
brn,1819,42.05
brn,1820,42.05
brn,1821,42.04
brn,1822,42.03
brn,1823,42.03
brn,1824,42.02
brn,1825,42.01
brn,1826,42.01
brn,1827,42
brn,1828,41.99
brn,1829,41.99
brn,1830,41.98
brn,1831,41.97
brn,1832,41.97
brn,1833,41.96
brn,1834,41.95
brn,1835,41.95
brn,1836,41.94
brn,1837,41.93
brn,1838,41.93
brn,1839,41.92
brn,1840,41.91
brn,1841,41.91
brn,1842,41.9
brn,1843,41.89
brn,1844,41.89
brn,1845,41.88
brn,1846,41.87
brn,1847,41.87
brn,1848,41.86
brn,1849,41.85
brn,1850,41.85
brn,1851,41.84
brn,1852,41.83
brn,1853,41.83
brn,1854,41.82
brn,1855,41.81
brn,1856,41.81
brn,1857,41.8
brn,1858,41.79
brn,1859,41.79
brn,1860,41.78
brn,1861,41.77
brn,1862,41.77
brn,1863,41.76
brn,1864,41.75
brn,1865,41.75
brn,1866,41.74
brn,1867,41.73
brn,1868,41.73
brn,1869,41.72
brn,1870,41.71
brn,1871,41.71
brn,1872,41.7
brn,1873,41.69
brn,1874,41.69
brn,1875,41.68
brn,1876,41.67
brn,1877,41.67
brn,1878,41.66
brn,1879,41.65
brn,1880,41.65
brn,1881,41.64
brn,1882,41.63
brn,1883,41.63
brn,1884,41.62
brn,1885,41.61
brn,1886,41.61
brn,1887,41.6
brn,1888,41.59
brn,1889,41.59
brn,1890,41.58
brn,1891,41.57
brn,1892,41.57
brn,1893,41.56
brn,1894,41.55
brn,1895,41.55
brn,1896,41.54
brn,1897,41.53
brn,1898,41.53
brn,1899,41.52
brn,1900,41.51
brn,1901,41.51
brn,1902,41.5
brn,1903,41.49
brn,1904,41.49
brn,1905,41.48
brn,1906,41.47
brn,1907,41.47
brn,1908,41.46
brn,1909,41.45
brn,1910,41.45
brn,1911,41.44
brn,1912,41.43
brn,1913,41.43
brn,1914,41.42
brn,1915,41.41
brn,1916,41.41
brn,1917,41.4
brn,1918,41.39
brn,1919,41.39
brn,1920,41.38
brn,1921,41.37
brn,1922,41.36
brn,1923,41.35
brn,1924,41.34
brn,1925,41.33
brn,1926,41.32
brn,1927,41.31
brn,1928,41.3
brn,1929,41.29
brn,1930,40.99
brn,1931,40.69
brn,1932,40.38
brn,1933,40.08
brn,1934,39.78
brn,1935,39.47
brn,1936,39.17
brn,1937,38.87
brn,1938,38.56
brn,1939,38.26
brn,1940,37.96
brn,1941,37.66
brn,1942,37.35
brn,1943,37.05
brn,1944,36.75
brn,1945,36.45
brn,1946,36.15
brn,1947,35.85
brn,1948,35.55
brn,1949,35.25
brn,1950,34.96
brn,1951,34.93
brn,1952,34.9
brn,1953,34.87
brn,1954,34.84
brn,1955,34.81
brn,1956,34.78
brn,1957,34.75
brn,1958,34.73
brn,1959,34.7
brn,1960,34.67
brn,1961,34.65
brn,1962,34.62
brn,1963,34.6
brn,1964,34.58
brn,1965,34.55
brn,1966,34.53
brn,1967,34.51
brn,1968,34.49
brn,1969,34.47
brn,1970,34.44
brn,1971,34.35
brn,1972,34.25
brn,1973,34.17
brn,1974,34.04
brn,1975,34.12
brn,1976,33.84
brn,1977,33.71
brn,1978,33.66
brn,1979,33.33
brn,1980,33.54
brn,1981,34.04
brn,1982,34.03
brn,1983,34.08
brn,1984,34.13
brn,1985,34.21
brn,1986,34.51
brn,1987,34.57
brn,1988,34.63
brn,1989,34.65
brn,1990,34.69
brn,1991,34.68
brn,1992,34.65
brn,1993,34.7
brn,1994,34.69
brn,1995,34.66
brn,1996,34.65
brn,1997,34.72
brn,1998,34.78
brn,1999,34.76
brn,2000,34.75
brn,2001,34.74
brn,2002,34.7
brn,2003,34.68
brn,2004,34.71
brn,2005,34.73
brn,2006,34.67
brn,2007,34.69
brn,2008,34.76
brn,2009,34.81
brn,2010,34.79
brn,2011,34.74
brn,2012,34.75
brn,2013,34.82
brn,2014,34.89
brn,2015,34.93
brn,2016,35
brn,2017,34.99
brn,2018,35.01
brn,2019,34.96
brn,2020,34.96
brn,2021,34.96
brn,2022,34.96
brn,2023,34.96
brn,2024,34.96
brn,2025,34.96
brn,2026,34.96
brn,2027,34.96
brn,2028,34.96
brn,2029,34.96
brn,2030,34.96
brn,2031,34.96
brn,2032,34.96
brn,2033,34.96
brn,2034,34.96
brn,2035,34.96
brn,2036,34.96
brn,2037,34.96
brn,2038,34.96
brn,2039,34.96
brn,2040,34.96
brn,2041,34.96
brn,2042,34.96
brn,2043,34.96
brn,2044,34.96
brn,2045,34.96
brn,2046,34.96
brn,2047,34.96
brn,2048,34.96
brn,2049,34.96
brn,2050,34.96
btn,1800,41.3
btn,1801,41.3
btn,1802,41.3
btn,1803,41.3
btn,1804,41.3
btn,1805,41.3
btn,1806,41.3
btn,1807,41.3
btn,1808,41.3
btn,1809,41.3
btn,1810,41.3
btn,1811,41.3
btn,1812,41.3
btn,1813,41.3
btn,1814,41.3
btn,1815,41.3
btn,1816,41.3
btn,1817,41.3
btn,1818,41.3
btn,1819,41.3
btn,1820,41.3
btn,1821,41.3
btn,1822,41.3
btn,1823,41.3
btn,1824,41.3
btn,1825,41.3
btn,1826,41.3
btn,1827,41.3
btn,1828,41.3
btn,1829,41.3
btn,1830,41.3
btn,1831,41.3
btn,1832,41.3
btn,1833,41.3
btn,1834,41.3
btn,1835,41.3
btn,1836,41.3
btn,1837,41.3
btn,1838,41.3
btn,1839,41.3
btn,1840,41.3
btn,1841,41.3
btn,1842,41.3
btn,1843,41.3
btn,1844,41.3
btn,1845,41.3
btn,1846,41.3
btn,1847,41.3
btn,1848,41.3
btn,1849,41.3
btn,1850,41.3
btn,1851,41.3
btn,1852,41.3
btn,1853,41.3
btn,1854,41.3
btn,1855,41.3
btn,1856,41.3
btn,1857,41.3
btn,1858,41.3
btn,1859,41.3
btn,1860,41.3
btn,1861,41.3
btn,1862,41.3
btn,1863,41.3
btn,1864,41.3
btn,1865,41.3
btn,1866,41.3
btn,1867,41.3
btn,1868,41.3
btn,1869,41.3
btn,1870,41.3
btn,1871,41.3
btn,1872,41.3
btn,1873,41.3
btn,1874,41.3
btn,1875,41.3
btn,1876,41.3
btn,1877,41.3
btn,1878,41.3
btn,1879,41.3
btn,1880,41.3
btn,1881,41.3
btn,1882,41.3
btn,1883,41.3
btn,1884,41.3
btn,1885,41.3
btn,1886,41.3
btn,1887,41.3
btn,1888,41.3
btn,1889,41.3
btn,1890,41.3
btn,1891,41.3
btn,1892,41.3
btn,1893,41.3
btn,1894,41.3
btn,1895,41.3
btn,1896,41.3
btn,1897,41.3
btn,1898,41.3
btn,1899,41.3
btn,1900,41.3
btn,1901,41.3
btn,1902,41.3
btn,1903,41.3
btn,1904,41.3
btn,1905,41.3
btn,1906,41.3
btn,1907,41.3
btn,1908,41.3
btn,1909,41.3
btn,1910,41.3
btn,1911,41.3
btn,1912,41.3
btn,1913,41.3
btn,1914,41.3
btn,1915,41.3
btn,1916,41.3
btn,1917,41.3
btn,1918,41.3
btn,1919,41.3
btn,1920,41.3
btn,1921,41.3
btn,1922,41.3
btn,1923,41.3
btn,1924,41.3
btn,1925,41.3
btn,1926,41.3
btn,1927,41.3
btn,1928,41.3
btn,1929,41.3
btn,1930,41.3
btn,1931,41.3
btn,1932,41.3
btn,1933,41.3
btn,1934,41.3
btn,1935,41.3
btn,1936,41.3
btn,1937,41.3
btn,1938,41.3
btn,1939,41.3
btn,1940,41.3
btn,1941,41.3
btn,1942,41.3
btn,1943,41.3
btn,1944,41.3
btn,1945,41.3
btn,1946,41.3
btn,1947,41.3
btn,1948,41.3
btn,1949,41.3
btn,1950,41.3
btn,1951,41.3
btn,1952,41.3
btn,1953,41.3
btn,1954,41.3
btn,1955,41.3
btn,1956,41.3
btn,1957,41.3
btn,1958,41.3
btn,1959,41.3
btn,1960,41.3
btn,1961,41.3
btn,1962,41.3
btn,1963,41.3
btn,1964,41.3
btn,1965,41.3
btn,1966,41.3
btn,1967,41.3
btn,1968,41.3
btn,1969,41.3
btn,1970,41.3
btn,1971,41.3
btn,1972,41.3
btn,1973,41.3
btn,1974,41.3
btn,1975,41.3
btn,1976,41.3
btn,1977,41.3
btn,1978,41.3
btn,1979,41.3
btn,1980,41.3
btn,1981,41.3
btn,1982,41.3
btn,1983,41.3
btn,1984,41.3
btn,1985,41.3
btn,1986,41.3
btn,1987,41.3
btn,1988,41.3
btn,1989,41.3
btn,1990,41.3
btn,1991,41.3
btn,1992,41.3
btn,1993,41.3
btn,1994,41.3
btn,1995,41.3
btn,1996,41.3
btn,1997,41.3
btn,1998,41.3
btn,1999,41.3
btn,2000,41.3
btn,2001,41.3
btn,2002,41.2
btn,2003,40.9
btn,2004,40.18
btn,2005,39.47
btn,2006,38.77
btn,2007,38.09
btn,2008,38.23
btn,2009,38.38
btn,2010,38.52
btn,2011,38.66
btn,2012,38.81
btn,2013,38.53
btn,2014,38.26
btn,2015,37.98
btn,2016,37.71
btn,2017,37.44
btn,2018,37.34
btn,2019,37.34
btn,2020,37.34
btn,2021,37.34
btn,2022,37.34
btn,2023,37.34
btn,2024,37.34
btn,2025,37.34
btn,2026,37.34
btn,2027,37.34
btn,2028,37.34
btn,2029,37.34
btn,2030,37.34
btn,2031,37.34
btn,2032,37.34
btn,2033,37.34
btn,2034,37.34
btn,2035,37.34
btn,2036,37.34
btn,2037,37.34
btn,2038,37.34
btn,2039,37.34
btn,2040,37.34
btn,2041,37.34
btn,2042,37.34
btn,2043,37.34
btn,2044,37.34
btn,2045,37.34
btn,2046,37.34
btn,2047,37.34
btn,2048,37.34
btn,2049,37.34
btn,2050,37.34
bwa,1800,46.53
bwa,1801,46.53
bwa,1802,46.53
bwa,1803,46.53
bwa,1804,46.53
bwa,1805,46.53
bwa,1806,46.53
bwa,1807,46.53
bwa,1808,46.53
bwa,1809,46.53
bwa,1810,46.53
bwa,1811,46.53
bwa,1812,46.53
bwa,1813,46.53
bwa,1814,46.53
bwa,1815,46.53
bwa,1816,46.53
bwa,1817,46.53
bwa,1818,46.53
bwa,1819,46.53
bwa,1820,46.53
bwa,1821,46.53
bwa,1822,46.53
bwa,1823,46.53
bwa,1824,46.53
bwa,1825,46.53
bwa,1826,46.53
bwa,1827,46.53
bwa,1828,46.53
bwa,1829,46.53
bwa,1830,46.53
bwa,1831,46.53
bwa,1832,46.53
bwa,1833,46.53
bwa,1834,46.53
bwa,1835,46.53
bwa,1836,46.53
bwa,1837,46.53
bwa,1838,46.53
bwa,1839,46.53
bwa,1840,46.53
bwa,1841,46.53
bwa,1842,46.53
bwa,1843,46.53
bwa,1844,46.53
bwa,1845,46.53
bwa,1846,46.53
bwa,1847,46.53
bwa,1848,46.53
bwa,1849,46.53
bwa,1850,46.53
bwa,1851,46.53
bwa,1852,46.53
bwa,1853,46.53
bwa,1854,46.53
bwa,1855,46.53
bwa,1856,46.53
bwa,1857,46.53
bwa,1858,46.53
bwa,1859,46.53
bwa,1860,46.53
bwa,1861,46.53
bwa,1862,46.53
bwa,1863,46.53
bwa,1864,46.53
bwa,1865,46.53
bwa,1866,46.53
bwa,1867,46.53
bwa,1868,46.53
bwa,1869,46.53
bwa,1870,46.53
bwa,1871,46.53
bwa,1872,46.53
bwa,1873,46.53
bwa,1874,46.53
bwa,1875,46.53
bwa,1876,46.53
bwa,1877,46.53
bwa,1878,46.53
bwa,1879,46.53
bwa,1880,46.53
bwa,1881,46.53
bwa,1882,46.53
bwa,1883,46.53
bwa,1884,46.53
bwa,1885,46.53
bwa,1886,46.53
bwa,1887,46.53
bwa,1888,46.53
bwa,1889,46.53
bwa,1890,46.53
bwa,1891,46.53
bwa,1892,46.53
bwa,1893,46.53
bwa,1894,46.53
bwa,1895,46.53
bwa,1896,46.53
bwa,1897,46.53
bwa,1898,46.53
bwa,1899,46.53
bwa,1900,46.53
bwa,1901,46.53
bwa,1902,46.53
bwa,1903,46.53
bwa,1904,46.53
bwa,1905,46.53
bwa,1906,46.63
bwa,1907,46.63
bwa,1908,46.73
bwa,1909,46.83
bwa,1910,47.03
bwa,1911,47.31
bwa,1912,47.6
bwa,1913,47.9
bwa,1914,48.19
bwa,1915,48.49
bwa,1916,48.79
bwa,1917,49.09
bwa,1918,49.39
bwa,1919,49.69
bwa,1920,49.99
bwa,1921,50.3
bwa,1922,50.61
bwa,1923,50.92
bwa,1924,51.23
bwa,1925,51.52
bwa,1926,51.78
bwa,1927,52.01
bwa,1928,52.22
bwa,1929,52.41
bwa,1930,52.56
bwa,1931,52.69
bwa,1932,52.8
bwa,1933,52.88
bwa,1934,52.93
bwa,1935,52.95
bwa,1936,52.98
bwa,1937,53
bwa,1938,53.03
bwa,1939,53.05
bwa,1940,53.08
bwa,1941,53.1
bwa,1942,53.13
bwa,1943,53.15
bwa,1944,53.18
bwa,1945,53.2
bwa,1946,53.23
bwa,1947,53.25
bwa,1948,53.28
bwa,1949,53.3
bwa,1950,53.33
bwa,1951,53.35
bwa,1952,53.38
bwa,1953,53.4
bwa,1954,53.43
bwa,1955,53.45
bwa,1956,53.48
bwa,1957,53.5
bwa,1958,53.53
bwa,1959,53.55
bwa,1960,53.58
bwa,1961,53.6
bwa,1962,53.63
bwa,1963,53.65
bwa,1964,53.68
bwa,1965,53.7
bwa,1966,53.73
bwa,1967,53.75
bwa,1968,53.78
bwa,1969,53.81
bwa,1970,53.83
bwa,1971,53.86
bwa,1972,53.88
bwa,1973,53.91
bwa,1974,53.93
bwa,1975,53.96
bwa,1976,53.98
bwa,1977,54.01
bwa,1978,54.03
bwa,1979,54.06
bwa,1980,54.08
bwa,1981,54.11
bwa,1982,54.13
bwa,1983,54.16
bwa,1984,54.18
bwa,1985,54.21
bwa,1986,54.99
bwa,1987,55.79
bwa,1988,56.59
bwa,1989,57.41
bwa,1990,58.23
bwa,1991,59.07
bwa,1992,59.93
bwa,1993,60.79
bwa,1994,61.22
bwa,1995,61.64
bwa,1996,62.08
bwa,1997,62.51
bwa,1998,62.95
bwa,1999,63.39
bwa,2000,63.83
bwa,2001,64.28
bwa,2002,64.73
bwa,2003,64.1
bwa,2004,63.48
bwa,2005,62.86
bwa,2006,62.25
bwa,2007,61.65
bwa,2008,61.05
bwa,2009,60.46
bwa,2010,59.21
bwa,2011,57.98
bwa,2012,56.78
bwa,2013,55.61
bwa,2014,54.46
bwa,2015,53.33
bwa,2016,53.33
bwa,2017,53.33
bwa,2018,53.33
bwa,2019,53.33
bwa,2020,53.33
bwa,2021,54.05
bwa,2022,54.59
bwa,2023,55
bwa,2024,55.3
bwa,2025,55.07
bwa,2026,54.84
bwa,2027,54.62
bwa,2028,54.39
bwa,2029,54.16
bwa,2030,53.93
bwa,2031,53.7
bwa,2032,53.48
bwa,2033,53.25
bwa,2034,53.25
bwa,2035,53.25
bwa,2036,53.25
bwa,2037,53.25
bwa,2038,53.25
bwa,2039,53.25
bwa,2040,53.25
bwa,2041,53.25
bwa,2042,53.25
bwa,2043,53.25
bwa,2044,53.25
bwa,2045,53.25
bwa,2046,53.25
bwa,2047,53.25
bwa,2048,53.25
bwa,2049,53.25
bwa,2050,53.25
caf,1800,57.79
caf,1801,57.79
caf,1802,57.79
caf,1803,57.79
caf,1804,57.79
caf,1805,57.79
caf,1806,57.79
caf,1807,57.79
caf,1808,57.79
caf,1809,57.79
caf,1810,57.79
caf,1811,57.79
caf,1812,57.79
caf,1813,57.79
caf,1814,57.79
caf,1815,57.79
caf,1816,57.79
caf,1817,57.79
caf,1818,57.79
caf,1819,57.79
caf,1820,57.79
caf,1821,57.79
caf,1822,57.79
caf,1823,57.79
caf,1824,57.79
caf,1825,57.79
caf,1826,57.79
caf,1827,57.79
caf,1828,57.79
caf,1829,57.79
caf,1830,57.79
caf,1831,57.79
caf,1832,57.79
caf,1833,57.79
caf,1834,57.79
caf,1835,57.79
caf,1836,57.79
caf,1837,57.79
caf,1838,57.79
caf,1839,57.79
caf,1840,57.79
caf,1841,57.79
caf,1842,57.79
caf,1843,57.79
caf,1844,57.79
caf,1845,57.79
caf,1846,57.79
caf,1847,57.79
caf,1848,57.79
caf,1849,57.79
caf,1850,57.79
caf,1851,57.79
caf,1852,57.79
caf,1853,57.79
caf,1854,57.79
caf,1855,57.79
caf,1856,57.79
caf,1857,57.79
caf,1858,57.79
caf,1859,57.79
caf,1860,57.79
caf,1861,57.79
caf,1862,57.79
caf,1863,57.79
caf,1864,57.79
caf,1865,57.79
caf,1866,57.79
caf,1867,57.79
caf,1868,57.79
caf,1869,57.79
caf,1870,57.79
caf,1871,57.79
caf,1872,57.79
caf,1873,57.79
caf,1874,57.79
caf,1875,57.79
caf,1876,57.79
caf,1877,57.79
caf,1878,57.79
caf,1879,57.79
caf,1880,57.79
caf,1881,57.79
caf,1882,57.79
caf,1883,57.79
caf,1884,57.79
caf,1885,57.79
caf,1886,57.79
caf,1887,57.79
caf,1888,57.79
caf,1889,57.79
caf,1890,57.79
caf,1891,57.79
caf,1892,57.79
caf,1893,57.79
caf,1894,57.79
caf,1895,57.79
caf,1896,57.79
caf,1897,57.79
caf,1898,57.79
caf,1899,57.79
caf,1900,57.79
caf,1901,57.79
caf,1902,57.79
caf,1903,57.79
caf,1904,57.79
caf,1905,57.79
caf,1906,57.79
caf,1907,57.79
caf,1908,57.79
caf,1909,57.79
caf,1910,57.79
caf,1911,57.79
caf,1912,57.79
caf,1913,57.79
caf,1914,57.79
caf,1915,57.79
caf,1916,57.79
caf,1917,57.79
caf,1918,57.79
caf,1919,57.79
caf,1920,57.79
caf,1921,57.79
caf,1922,57.79
caf,1923,57.79
caf,1924,57.79
caf,1925,57.79
caf,1926,57.79
caf,1927,57.79
caf,1928,57.79
caf,1929,57.79
caf,1930,57.79
caf,1931,57.79
caf,1932,57.79
caf,1933,57.79
caf,1934,57.79
caf,1935,57.79
caf,1936,57.79
caf,1937,57.79
caf,1938,57.79
caf,1939,57.79
caf,1940,57.79
caf,1941,57.79
caf,1942,57.79
caf,1943,57.79
caf,1944,57.79
caf,1945,57.79
caf,1946,57.79
caf,1947,57.89
caf,1948,58.09
caf,1949,58.29
caf,1950,58.39
caf,1951,59.22
caf,1952,60.07
caf,1953,60.93
caf,1954,61.8
caf,1955,62.75
caf,1956,63.6
caf,1957,64.43
caf,1958,65.22
caf,1959,65.97
caf,1960,66.7
caf,1961,67.39
caf,1962,68.04
caf,1963,68.66
caf,1964,69.23
caf,1965,69.78
caf,1966,70.18
caf,1967,70.49
caf,1968,70.7
caf,1969,70.82
caf,1970,70.85
caf,1971,70.78
caf,1972,70.61
caf,1973,70.35
caf,1974,70
caf,1975,69.55
caf,1976,69.01
caf,1977,68.47
caf,1978,67.94
caf,1979,67.41
caf,1980,66.88
caf,1981,66.36
caf,1982,65.85
caf,1983,65.33
caf,1984,64.82
caf,1985,64.32
caf,1986,63.8
caf,1987,63.3
caf,1988,62.81
caf,1989,62.32
caf,1990,61.83
caf,1991,61.73
caf,1992,61.33
caf,1993,61
caf,1994,60.67
caf,1995,60.34
caf,1996,60.02
caf,1997,59.69
caf,1998,59.37
caf,1999,59.05
caf,2000,58.73
caf,2001,58.41
caf,2002,58.1
caf,2003,57.78
caf,2004,57.47
caf,2005,57.16
caf,2006,56.85
caf,2007,56.55
caf,2008,56.24
caf,2009,56.74
caf,2010,56.74
caf,2011,56.74
caf,2012,56.74
caf,2013,56.74
caf,2014,56.74
caf,2015,56.74
caf,2016,56.74
caf,2017,56.74
caf,2018,56.74
caf,2019,56.74
caf,2020,57.94
caf,2021,59.38
caf,2022,60.46
caf,2023,61.27
caf,2024,61.88
caf,2025,61.43
caf,2026,60.97
caf,2027,60.52
caf,2028,60.06
caf,2029,59.6
caf,2030,59.15
caf,2031,58.69
caf,2032,58.24
caf,2033,57.78
caf,2034,57.78
caf,2035,57.78
caf,2036,57.78
caf,2037,57.78
caf,2038,57.78
caf,2039,57.78
caf,2040,57.78
caf,2041,57.78
caf,2042,57.78
caf,2043,57.78
caf,2044,57.78
caf,2045,57.78
caf,2046,57.78
caf,2047,57.78
caf,2048,57.78
caf,2049,57.78
caf,2050,57.78
can,1800,44.8
can,1801,44.8
can,1802,44.8
can,1803,44.8
can,1804,44.8
can,1805,44.8
can,1806,44.8
can,1807,44.8
can,1808,44.8
can,1809,44.8
can,1810,44.8
can,1811,44.8
can,1812,44.8
can,1813,44.8
can,1814,44.8
can,1815,44.8
can,1816,44.8
can,1817,44.8
can,1818,44.6
can,1819,44.3
can,1820,44
can,1821,43.7
can,1822,43.3
can,1823,42.8
can,1824,42.3
can,1825,42
can,1826,41.4
can,1827,40.9
can,1828,40.3
can,1829,39.7
can,1830,39
can,1831,38.4
can,1832,37.8
can,1833,37.2
can,1834,36.6
can,1835,36
can,1836,35.4
can,1837,34.8
can,1838,34.2
can,1839,33.6
can,1840,33
can,1841,32.3
can,1842,31.7
can,1843,31.1
can,1844,30.5
can,1845,30
can,1846,29.6
can,1847,29.3
can,1848,29.1
can,1849,29
can,1850,29
can,1851,29.2
can,1852,29.4
can,1853,29.7
can,1854,30.1
can,1855,30.7
can,1856,31.3
can,1857,32.1
can,1858,32.9
can,1859,33.8
can,1860,34.6
can,1861,35.5
can,1862,36.3
can,1863,37.1
can,1864,38
can,1865,38.8
can,1866,39.5
can,1867,40.1
can,1868,40.7
can,1869,41.2
can,1870,41.6
can,1871,42
can,1872,42.3
can,1873,42.5
can,1874,42.6
can,1875,42.7
can,1876,42.7
can,1877,42.7
can,1878,42.5
can,1879,42.4
can,1880,42.3
can,1881,42.2
can,1882,42
can,1883,41.9
can,1884,41.8
can,1885,41.7
can,1886,41.5
can,1887,41.4
can,1888,41.3
can,1889,41.2
can,1890,41.2
can,1891,41.1
can,1892,41
can,1893,41
can,1894,40.9
can,1895,40.8
can,1896,40.8
can,1897,40.8
can,1898,40.7
can,1899,40.7
can,1900,40.7
can,1901,40.7
can,1902,40.6
can,1903,40.6
can,1904,40.6
can,1905,40.6
can,1906,40.5
can,1907,40.5
can,1908,40.5
can,1909,40.5
can,1910,40.6
can,1911,40.6
can,1912,40.6
can,1913,40.6
can,1914,40.7
can,1915,41.1
can,1916,41.2
can,1917,41.3
can,1918,41.3
can,1919,41.2
can,1920,41.2
can,1921,41.3
can,1922,41.4
can,1923,41.6
can,1924,41.8
can,1925,42.1
can,1926,42.5
can,1927,43
can,1928,43.3
can,1929,43.3
can,1930,43.6
can,1931,43.8
can,1932,44.2
can,1933,44.7
can,1934,44.8
can,1935,45.8
can,1936,45.6
can,1937,45
can,1938,43.9
can,1939,42.7
can,1940,41.4
can,1941,40.2
can,1942,39.1
can,1943,38.2
can,1944,36.8
can,1945,35.8
can,1946,35.1
can,1947,34.6
can,1948,34.3
can,1949,34.2
can,1950,34.3
can,1951,34.2
can,1952,34
can,1953,33.9
can,1954,33.7
can,1955,33.5
can,1956,33.4
can,1957,33.3
can,1958,33.3
can,1959,33.1
can,1960,33
can,1961,33
can,1962,33
can,1963,33
can,1964,33
can,1965,33.2
can,1966,33.3
can,1967,33.5
can,1968,33.9
can,1969,35.54
can,1970,36.57
can,1971,37.3
can,1972,36.26
can,1973,35.24
can,1974,34.26
can,1975,33.3
can,1976,33.15
can,1977,33
can,1978,32.85
can,1979,32.7
can,1980,32.55
can,1981,32.44
can,1982,32.28
can,1983,32.11
can,1984,31.95
can,1985,31.79
can,1986,31.63
can,1987,31.47
can,1988,31.36
can,1989,31.24
can,1990,31.13
can,1991,31.02
can,1992,31.1
can,1993,31.18
can,1994,31.26
can,1995,31.38
can,1996,31.51
can,1997,31.63
can,1998,33.16
can,1999,33.25
can,2000,33.34
can,2001,33.44
can,2002,33.54
can,2003,33.64
can,2004,33.74
can,2005,33.77
can,2006,33.81
can,2007,33.84
can,2008,33.76
can,2009,33.67
can,2010,33.59
can,2011,33.56
can,2012,33.54
can,2013,33.8
can,2014,33.16
can,2015,33.75
can,2016,32.7
can,2017,33.31
can,2018,33.31
can,2019,33.31
can,2020,34.01
can,2021,34.85
can,2022,35.48
can,2023,35.95
can,2024,36.31
can,2025,36.04
can,2026,35.78
can,2027,35.51
can,2028,35.24
can,2029,34.98
can,2030,34.71
can,2031,34.45
can,2032,34.18
can,2033,33.91
can,2034,33.91
can,2035,33.91
can,2036,33.91
can,2037,33.91
can,2038,33.91
can,2039,33.91
can,2040,33.91
can,2041,33.91
can,2042,33.91
can,2043,33.91
can,2044,33.91
can,2045,33.91
can,2046,33.91
can,2047,33.91
can,2048,33.91
can,2049,33.91
can,2050,33.91
che,1800,39.61
che,1801,39.61
che,1802,39.61
che,1803,39.61
che,1804,39.61
che,1805,39.61
che,1806,39.61
che,1807,39.61
che,1808,39.61
che,1809,39.61
che,1810,39.61
che,1811,39.61
che,1812,39.61
che,1813,39.61
che,1814,39.61
che,1815,39.61
che,1816,39.63
che,1817,39.67
che,1818,39.73
che,1819,39.81
che,1820,39.92
che,1821,40.04
che,1822,40.19
che,1823,40.36
che,1824,40.55
che,1825,40.76
che,1826,41
che,1827,41.23
che,1828,41.47
che,1829,41.71
che,1830,41.95
che,1831,42.19
che,1832,42.43
che,1833,42.67
che,1834,42.92
che,1835,43.16
che,1836,43.41
che,1837,43.66
che,1838,43.91
che,1839,44.16
che,1840,44.41
che,1841,44.67
che,1842,44.93
che,1843,45.18
che,1844,45.44
che,1845,45.7
che,1846,45.95
che,1847,46.17
che,1848,46.38
che,1849,46.56
che,1850,46.73
che,1851,46.88
che,1852,47.02
che,1853,47.13
che,1854,47.22
che,1855,47.3
che,1856,47.36
che,1857,47.41
che,1858,47.47
che,1859,47.52
che,1860,47.58
che,1861,47.64
che,1862,47.69
che,1863,47.75
che,1864,47.8
che,1865,47.86
che,1866,47.83
che,1867,47.72
che,1868,47.52
che,1869,47.24
che,1870,46.87
che,1871,46.43
che,1872,45.91
che,1873,45.32
che,1874,44.65
che,1875,43.9
che,1876,43.08
che,1877,42.28
che,1878,41.49
che,1879,40.72
che,1880,39.96
che,1881,39.22
che,1882,38.49
che,1883,37.77
che,1884,37.07
che,1885,36.38
che,1886,35.77
che,1887,35.23
che,1888,34.78
che,1889,34.4
che,1890,34.1
che,1891,33.87
che,1892,33.72
che,1893,33.63
che,1894,33.62
che,1895,33.67
che,1896,33.8
che,1897,33.93
che,1898,34.05
che,1899,34.18
che,1900,34.31
che,1901,34.43
che,1902,34.56
che,1903,34.69
che,1904,34.82
che,1905,34.95
che,1906,35.07
che,1907,35.19
che,1908,35.31
che,1909,35.43
che,1910,35.53
