country,time,gini
afg,1800,30.5
afg,1801,30.5
afg,1802,30.5
afg,1803,30.5
afg,1804,30.5
afg,1805,30.5
afg,1806,30.5
afg,1807,30.5
afg,1808,30.5
afg,1809,30.5
afg,1810,30.5
afg,1811,30.5
afg,1812,30.5
afg,1813,30.5
afg,1814,30.5
afg,1815,30.5
afg,1816,30.5
afg,1817,30.5
afg,1818,30.5
afg,1819,30.5
afg,1820,30.5
afg,1821,30.5
afg,1822,30.5
afg,1823,30.5
afg,1824,30.5
afg,1825,30.5
afg,1826,30.5
afg,1827,30.5
afg,1828,30.5
afg,1829,30.5
afg,1830,30.5
afg,1831,30.5
afg,1832,30.5
afg,1833,30.5
afg,1834,30.5
afg,1835,30.5
afg,1836,30.5
afg,1837,30.5
afg,1838,30.5
afg,1839,30.5
afg,1840,30.5
afg,1841,30.5
afg,1842,30.5
afg,1843,30.6
afg,1844,30.7
afg,1845,30.9
afg,1846,31.2
afg,1847,31.5
afg,1848,31.9
afg,1849,32.4
afg,1850,33
afg,1851,33.6
afg,1852,34.3
afg,1853,35
afg,1854,35.8
afg,1855,36.7
afg,1856,37.7
afg,1857,38.6
afg,1858,39.6
afg,1859,40.5
afg,1860,41.5
afg,1861,42.4
afg,1862,43.4
afg,1863,44.3
afg,1864,45
afg,1865,45.7
afg,1866,46.2
afg,1867,46.7
afg,1868,47
afg,1869,47.2
afg,1870,49.58
afg,1871,48.83
afg,1872,48.09
afg,1873,47.36
afg,1874,46.64
afg,1875,45.99
afg,1876,45.29
afg,1877,44.6
afg,1878,43.93
afg,1879,43.26
afg,1880,42.61
afg,1881,41.96
afg,1882,41.32
afg,1883,40.7
afg,1884,40.08
afg,1885,39.47
afg,1886,38.95
afg,1887,38.51
afg,1888,38.16
afg,1889,37.88
afg,1890,37.69
afg,1891,37.58
afg,1892,37.55
afg,1893,37.6
afg,1894,37.73
afg,1895,37.94
afg,1896,38.23
afg,1897,38.52
afg,1898,38.81
afg,1899,39.11
afg,1900,39.4
afg,1901,39.7
afg,1902,40
afg,1903,40.3
afg,1904,40.61
afg,1905,40.92
afg,1906,41.22
afg,1907,41.53
afg,1908,41.84
afg,1909,42.16
afg,1910,42.48
afg,1911,42.48
afg,1912,42.48
afg,1913,42.38
afg,1914,42.27
afg,1915,42.07
afg,1916,41.86
afg,1917,41.56
afg,1918,41.35
afg,1919,41.15
afg,1920,40.84
afg,1921,40.64
afg,1922,40.33
afg,1923,40.12
afg,1924,39.92
afg,1925,39.61
afg,1926,39.41
afg,1927,39.2
afg,1928,38.9
afg,1929,38.69
afg,1930,38.49
afg,1931,38.28
afg,1932,37.98
afg,1933,37.77
afg,1934,37.57
afg,1935,37.36
afg,1936,37.16
afg,1937,36.95
afg,1938,36.75
afg,1939,36.54
afg,1940,36.34
afg,1941,36.03
afg,1942,35.83
afg,1943,35.62
afg,1944,35.42
afg,1945,35.21
afg,1946,35.11
afg,1947,35.01
afg,1948,34.9
afg,1949,34.8
afg,1950,34.8
afg,1951,34.8
afg,1952,34.9
afg,1953,35.11
afg,1954,35.21
afg,1955,35.31
afg,1956,35.42
afg,1957,35.42
afg,1958,35.31
afg,1959,35.21
afg,1960,34.9
afg,1961,34.5
afg,1962,33.98
afg,1963,33.47
afg,1964,32.96
afg,1965,32.45
afg,1966,31.94
afg,1967,31.53
afg,1968,31.22
afg,1969,31.22
afg,1970,31.53
afg,1971,31.94
afg,1972,32.35
afg,1973,32.65
afg,1974,32.86
afg,1975,32.96
afg,1976,32.96
afg,1977,32.96
afg,1978,32.96
afg,1979,32.96
afg,1980,32.86
afg,1981,32.75
afg,1982,32.86
afg,1983,33.27
afg,1984,33.78
afg,1985,34.5
afg,1986,35.52
afg,1987,36.24
afg,1988,36.85
afg,1989,37.26
afg,1990,37.57
afg,1991,37.57
afg,1992,37.67
afg,1993,37.67
afg,1994,37.67
afg,1995,37.67
afg,1996,37.67
afg,1997,37.67
afg,1998,37.67
afg,1999,37.67
afg,2000,37.67
afg,2001,37.67
afg,2002,37.67
afg,2003,37.67
afg,2004,37.67
afg,2005,37.67
afg,2006,37.67
afg,2007,37.67
afg,2008,37.67
afg,2009,37.67
afg,2010,37.67
afg,2011,37.67
afg,2012,37.67
afg,2013,37.67
afg,2014,37.67
afg,2015,37.67
afg,2016,37.67
afg,2017,37.67
afg,2018,37.67
afg,2019,37.67
afg,2020,38.27
afg,2021,38.99
afg,2022,39.53
afg,2023,39.93
afg,2024,40.24
afg,2025,40.01
afg,2026,39.78
afg,2027,39.55
afg,2028,39.33
afg,2029,39.1
afg,2030,38.87
afg,2031,38.64
afg,2032,38.41
afg,2033,38.19
afg,2034,38.19
afg,2035,38.19
afg,2036,38.19
afg,2037,38.19
afg,2038,38.19
afg,2039,38.19
afg,2040,38.19
afg,2041,38.19
afg,2042,38.19
afg,2043,38.19
afg,2044,38.19
afg,2045,38.19
afg,2046,38.19
afg,2047,38.19
afg,2048,38.19
afg,2049,38.19
afg,2050,38.19
ago,1800,57.7
ago,1801,57.7
ago,1802,57.7
ago,1803,57.7
ago,1804,57.7
ago,1805,57.7
ago,1806,57.7
ago,1807,57.7
ago,1808,57.7
ago,1809,57.7
ago,1810,57.7
ago,1811,57.7
ago,1812,57.7
ago,1813,57.7
ago,1814,57.7
ago,1815,57.7
ago,1816,57.66
ago,1817,57.58
ago,1818,57.47
ago,1819,57.31
ago,1820,57.12
ago,1821,56.89
ago,1822,56.62
ago,1823,56.32
ago,1824,55.98
ago,1825,55.6
ago,1826,55.18
ago,1827,54.77
ago,1828,54.36
ago,1829,53.96
ago,1830,53.55
ago,1831,53.16
ago,1832,52.76
ago,1833,52.37
ago,1834,51.97
ago,1835,51.59
ago,1836,51.2
ago,1837,50.82
ago,1838,50.44
ago,1839,50.07
ago,1840,49.69
ago,1841,49.32
ago,1842,48.95
ago,1843,48.59
ago,1844,48.23
ago,1845,47.87
ago,1846,47.51
ago,1847,47.16
ago,1848,46.8
ago,1849,46.45
ago,1850,46.11
ago,1851,45.76
ago,1852,45.42
ago,1853,45.08
ago,1854,44.75
ago,1855,44.41
ago,1856,44.08
ago,1857,43.75
ago,1858,43.43
ago,1859,43.1
ago,1860,42.78
ago,1861,42.46
ago,1862,42.15
ago,1863,41.83
ago,1864,41.52
ago,1865,41.21
ago,1866,40.9
ago,1867,40.6
ago,1868,40.3
ago,1869,40
ago,1870,39.7
ago,1871,39.4
ago,1872,39.11
ago,1873,38.82
ago,1874,38.53
ago,1875,38.24
ago,1876,37.95
ago,1877,37.67
ago,1878,37.39
ago,1879,37.11
ago,1880,36.83
ago,1881,36.56
ago,1882,36.29
ago,1883,36.02
ago,1884,35.75
ago,1885,35.48
ago,1886,35.29
ago,1887,35.19
ago,1888,35.16
ago,1889,35.21
ago,1890,35.35
ago,1891,35.57
ago,1892,35.87
ago,1893,36.26
ago,1894,36.73
ago,1895,37.29
ago,1896,37.94
ago,1897,38.6
ago,1898,39.26
ago,1899,39.95
ago,1900,40.64
ago,1901,41.34
ago,1902,42.06
ago,1903,42.79
ago,1904,43.53
ago,1905,44.29
ago,1906,45.04
ago,1907,45.79
ago,1908,46.54
ago,1909,47.28
ago,1910,48.02
ago,1911,48.76
ago,1912,49.49
ago,1913,50.22
ago,1914,50.95
ago,1915,51.67
ago,1916,52.38
ago,1917,53.11
ago,1918,53.84
ago,1919,54.59
ago,1920,55.34
ago,1921,56.11
ago,1922,56.89
ago,1923,57.67
ago,1924,58.47
ago,1925,59.18
ago,1926,59.79
ago,1927,60.31
ago,1928,60.73
ago,1929,61.06
ago,1930,61.3
ago,1931,61.43
ago,1932,61.47
ago,1933,61.41
ago,1934,61.25
ago,1935,60.98
ago,1936,60.72
ago,1937,60.46
ago,1938,60.2
ago,1939,59.95
ago,1940,59.69
ago,1941,59.43
ago,1942,59.18
ago,1943,58.93
ago,1944,58.67
ago,1945,58.42
ago,1946,58.17
ago,1947,57.92
ago,1948,57.67
ago,1949,57.42
ago,1950,57.18
ago,1951,56.98
ago,1952,56.77
ago,1953,56.67
ago,1954,56.57
ago,1955,56.47
ago,1956,56.37
ago,1957,56.27
ago,1958,56.17
ago,1959,56.07
ago,1960,55.97
ago,1961,55.87
ago,1962,55.77
ago,1963,55.67
ago,1964,55.57
ago,1965,55.47
ago,1966,55.37
ago,1967,55.37
ago,1968,55.27
ago,1969,55.07
ago,1970,54.97
ago,1971,54.87
ago,1972,54.77
ago,1973,54.67
ago,1974,54.57
ago,1975,54.57
ago,1976,54.47
ago,1977,54.37
ago,1978,54.27
ago,1979,54.17
ago,1980,54.07
ago,1981,53.97
ago,1982,53.87
ago,1983,53.77
ago,1984,53.67
ago,1985,53.56
ago,1986,53.46
ago,1987,53.36
ago,1988,53.26
ago,1989,53.16
ago,1990,53.06
ago,1991,52.96
ago,1992,52.96
ago,1993,52.86
ago,1994,52.76
ago,1995,52.66
ago,1996,52.56
ago,1997,52.46
ago,1998,52.36
ago,1999,52.26
ago,2000,51.96
ago,2001,50.7
ago,2002,49.48
ago,2003,48.28
ago,2004,47.11
ago,2005,45.97
ago,2006,44.86
ago,2007,43.78
ago,2008,42.72
ago,2009,43.51
ago,2010,44.31
ago,2011,45.12
ago,2012,45.95
ago,2013,46.8
ago,2014,47.66
ago,2015,48.54
ago,2016,49.43
ago,2017,50.34
ago,2018,51.27
ago,2019,51.27
ago,2020,52.07
ago,2021,53.03
ago,2022,53.75
ago,2023,54.29
ago,2024,54.7
ago,2025,54.39
ago,2026,54.09
ago,2027,53.78
ago,2028,53.48
ago,2029,53.18
ago,2030,52.87
ago,2031,52.57
ago,2032,52.27
ago,2033,51.96
ago,2034,51.96
ago,2035,51.96
ago,2036,51.96
ago,2037,51.96
ago,2038,51.96
ago,2039,51.96
ago,2040,51.96
ago,2041,51.96
ago,2042,51.96
ago,2043,51.96
ago,2044,51.96
ago,2045,51.96
ago,2046,51.96
ago,2047,51.96
ago,2048,51.96
ago,2049,51.96
ago,2050,51.96
alb,1800,39.86
alb,1801,39.86
alb,1802,39.86
alb,1803,39.86
alb,1804,39.86
alb,1805,39.86
alb,1806,39.86
alb,1807,39.86
alb,1808,39.86
alb,1809,39.86
alb,1810,39.86
alb,1811,39.86
alb,1812,39.86
alb,1813,39.86
alb,1814,39.86
alb,1815,39.86
alb,1816,39.86
alb,1817,39.86
alb,1818,39.86
alb,1819,39.86
alb,1820,39.86
alb,1821,39.86
alb,1822,39.86
alb,1823,39.86
alb,1824,39.86
alb,1825,39.86
alb,1826,39.86
alb,1827,39.86
alb,1828,39.86
alb,1829,39.86
alb,1830,39.86
alb,1831,39.86
alb,1832,39.86
alb,1833,39.86
alb,1834,39.86
alb,1835,39.86
alb,1836,39.86
alb,1837,39.86
alb,1838,39.86
alb,1839,39.86
alb,1840,39.86
alb,1841,39.86
alb,1842,39.86
alb,1843,39.86
alb,1844,39.86
alb,1845,39.86
alb,1846,39.86
alb,1847,39.86
alb,1848,39.86
alb,1849,39.86
alb,1850,39.86
alb,1851,39.86
alb,1852,39.86
alb,1853,39.86
alb,1854,39.86
alb,1855,39.86
alb,1856,39.86
alb,1857,39.86
alb,1858,39.86
alb,1859,39.86
alb,1860,39.86
alb,1861,39.86
alb,1862,39.86
alb,1863,39.86
alb,1864,39.86
alb,1865,39.86
alb,1866,39.76
alb,1867,39.66
alb,1868,39.45
alb,1869,39.25
alb,1870,38.94
alb,1871,38.22
alb,1872,37.51
alb,1873,36.81
alb,1874,36.13
alb,1875,35.52
alb,1876,34.87
alb,1877,34.22
alb,1878,33.59
alb,1879,32.96
alb,1880,32.35
alb,1881,31.75
alb,1882,31.16
alb,1883,30.59
alb,1884,30.02
alb,1885,29.46
alb,1886,28.96
alb,1887,28.51
alb,1888,28.1
alb,1889,27.75
alb,1890,27.45
alb,1891,27.19
alb,1892,26.98
alb,1893,26.82
alb,1894,26.7
alb,1895,26.63
alb,1896,26.6
alb,1897,26.56
alb,1898,26.53
alb,1899,26.5
alb,1900,26.47
alb,1901,26.44
alb,1902,26.41
alb,1903,26.38
alb,1904,26.35
alb,1905,26.32
alb,1906,26.29
alb,1907,26.27
alb,1908,26.25
alb,1909,26.23
alb,1910,26.22
alb,1911,26.21
alb,1912,26.2
alb,1913,26.2
alb,1914,26.21
alb,1915,26.21
alb,1916,26.22
alb,1917,26.23
alb,1918,26.24
alb,1919,26.25
alb,1920,26.26
alb,1921,26.27
alb,1922,26.28
alb,1923,26.29
alb,1924,26.3
alb,1925,26.31
alb,1926,26.32
alb,1927,26.33
alb,1928,26.34
alb,1929,26.35
alb,1930,26.36
alb,1931,26.37
alb,1932,26.38
alb,1933,26.39
alb,1934,26.4
alb,1935,26.41
alb,1936,26.42
alb,1937,26.43
alb,1938,26.44
alb,1939,26.45
alb,1940,26.46
alb,1941,26.47
alb,1942,26.48
alb,1943,26.48
alb,1944,26.49
alb,1945,26.5
alb,1946,26.51
alb,1947,26.52
alb,1948,26.53
alb,1949,26.54
alb,1950,26.55
alb,1951,26.56
alb,1952,26.57
alb,1953,26.58
alb,1954,26.59
alb,1955,26.6
alb,1956,26.61
alb,1957,26.62
alb,1958,26.63
alb,1959,26.64
alb,1960,26.65
alb,1961,26.66
alb,1962,26.67
alb,1963,26.68
alb,1964,26.69
alb,1965,26.7
alb,1966,26.71
alb,1967,26.72
alb,1968,26.73
alb,1969,26.74
alb,1970,26.75
alb,1971,26.76
alb,1972,26.77
alb,1973,26.78
alb,1974,26.79
alb,1975,26.8
alb,1976,26.81
alb,1977,26.82
alb,1978,26.83
alb,1979,26.84
alb,1980,26.85
alb,1981,26.86
alb,1982,26.87
alb,1983,26.88
alb,1984,26.89
alb,1985,26.9
alb,1986,26.91
alb,1987,26.92
alb,1988,26.93
alb,1989,26.94
alb,1990,26.95
alb,1991,26.96
alb,1992,26.97
alb,1993,26.98
alb,1994,26.99
alb,1995,27
alb,1996,27.01
alb,1997,27.75
alb,1998,28.5
alb,1999,29.28
alb,2000,30.08
alb,2001,30.9
alb,2002,31.74
alb,2003,31.36
alb,2004,30.98
alb,2005,30.6
alb,2006,30.39
alb,2007,30.19
alb,2008,29.98
alb,2009,29.72
alb,2010,29.47
alb,2011,29.21
alb,2012,28.96
alb,2013,31.65
alb,2014,34.6
alb,2015,32.91
alb,2016,33.71
alb,2017,33.17
alb,2018,33.17
alb,2019,33.17
alb,2020,33.77
alb,2021,34.49
alb,2022,35.03
alb,2023,35.44
alb,2024,35.74
alb,2025,35.51
alb,2026,35.28
alb,2027,35.06
alb,2028,34.83
alb,2029,34.6
alb,2030,34.37
alb,2031,34.14
alb,2032,33.92
alb,2033,33.69
alb,2034,33.69
alb,2035,33.69
alb,2036,33.69
alb,2037,33.69
alb,2038,33.69
alb,2039,33.69
alb,2040,33.69
alb,2041,33.69
alb,2042,33.69
alb,2043,33.69
alb,2044,33.69
alb,2045,33.69
alb,2046,33.69
alb,2047,33.69
alb,2048,33.69
alb,2049,33.69
alb,2050,33.69
and,1800,42.51
and,1801,42.51
and,1802,42.51
and,1803,42.5
and,1804,42.5
and,1805,42.49
and,1806,42.49
and,1807,42.49
and,1808,42.48
and,1809,42.48
and,1810,42.48
and,1811,42.47
and,1812,42.47
and,1813,42.47
and,1814,42.46
and,1815,42.46
and,1816,42.45
and,1817,42.45
and,1818,42.45
and,1819,42.44
and,1820,42.44
and,1821,42.42
and,1822,42.39
and,1823,42.37
and,1824,42.35
and,1825,42.32
and,1826,42.3
and,1827,42.28
and,1828,42.25
and,1829,42.23
and,1830,42.21
and,1831,42.18
and,1832,42.16
and,1833,42.14
and,1834,42.11
and,1835,42.09
and,1836,42.07
and,1837,42.04
and,1838,42.02
and,1839,42
and,1840,41.97
and,1841,41.95
and,1842,41.93
and,1843,41.91
and,1844,41.88
and,1845,41.86
and,1846,41.84
and,1847,41.81
and,1848,41.79
and,1849,41.77
and,1850,41.74
and,1851,41.72
and,1852,41.7
and,1853,41.67
and,1854,41.65
and,1855,41.63
and,1856,41.6
and,1857,41.58
and,1858,41.56
and,1859,41.53
and,1860,41.51
and,1861,41.49
and,1862,41.46
and,1863,41.44
and,1864,41.42
and,1865,41.39
and,1866,41.37
and,1867,41.35
and,1868,41.32
and,1869,41.3
and,1870,41.28
and,1871,41.25
and,1872,41.23
and,1873,41.21
and,1874,41.18
and,1875,41.16
and,1876,41.14
and,1877,41.11
and,1878,41.09
and,1879,41.07
and,1880,41.04
and,1881,41.02
and,1882,41
and,1883,40.97
and,1884,40.95
and,1885,40.93
and,1886,40.91
and,1887,40.88
and,1888,40.86
and,1889,40.84
and,1890,40.81
and,1891,40.79
and,1892,40.77
and,1893,40.74
and,1894,40.72
and,1895,40.7
and,1896,40.67
and,1897,40.65
and,1898,40.63
and,1899,40.6
and,1900,40.58
and,1901,40.56
and,1902,40.53
and,1903,40.51
and,1904,40.49
and,1905,40.46
and,1906,40.44
and,1907,40.42
and,1908,40.39
and,1909,40.37
and,1910,40.35
and,1911,40.32
and,1912,40.3
and,1913,40.28
and,1914,40.24
and,1915,40.21
and,1916,40.18
and,1917,40.15
and,1918,40.11
and,1919,40.08
and,1920,40.05
and,1921,40.01
and,1922,39.98
and,1923,39.95
and,1924,39.91
and,1925,39.88
and,1926,39.85
and,1927,39.81
and,1928,39.78
and,1929,39.74
and,1930,39.71
and,1931,39.68
and,1932,39.64
and,1933,39.61
and,1934,39.58
and,1935,39.54
and,1936,39.51
and,1937,39.48
and,1938,39.44
and,1939,39.41
and,1940,39.38
and,1941,39.34
and,1942,39.31
and,1943,39.27
and,1944,39.24
and,1945,39.21
and,1946,39.17
and,1947,39.14
and,1948,39.11
and,1949,39.07
and,1950,39.04
and,1951,38.89
and,1952,38.73
and,1953,38.58
and,1954,38.43
and,1955,38.27
and,1956,38.12
and,1957,37.97
and,1958,37.81
and,1959,37.66
and,1960,37.51
and,1961,37.35
and,1962,37.2
and,1963,37.04
and,1964,36.89
and,1965,36.74
and,1966,36.58
and,1967,36.43
and,1968,36.28
and,1969,36.12
and,1970,35.97
and,1971,35.98
and,1972,35.93
and,1973,35.87
and,1974,35.85
and,1975,35.92
and,1976,35.92
and,1977,35.93
and,1978,35.96
and,1979,36.02
and,1980,36.04
and,1981,36.12
and,1982,36.18
and,1983,36.23
and,1984,36.28
and,1985,36.32
and,1986,36.34
and,1987,36.31
and,1988,36.29
and,1989,36.28
and,1990,36.28
and,1991,36.31
and,1992,36.36
and,1993,36.45
and,1994,36.46
and,1995,36.44
and,1996,36.37
and,1997,36.19
and,1998,36.12
and,1999,36.05
and,2000,36.07
and,2001,36.06
and,2002,36.05
and,2003,35.9
and,2004,35.79
and,2005,35.62
and,2006,35.47
and,2007,35.44
and,2008,35.54
and,2009,35.52
and,2010,35.66
and,2011,35.51
and,2012,35.51
and,2013,35.43
and,2014,35.38
and,2015,35.31
and,2016,35.24
and,2017,35.17
and,2018,35.11
and,2019,35.04
and,2020,35.04
and,2021,35.04
and,2022,35.04
and,2023,35.04
and,2024,35.04
and,2025,35.04
and,2026,35.04
and,2027,35.04
and,2028,35.04
and,2029,35.04
and,2030,35.04
and,2031,35.04
and,2032,35.04
and,2033,35.04
and,2034,35.04
and,2035,35.04
and,2036,35.04
and,2037,35.04
and,2038,35.04
and,2039,35.04
and,2040,35.04
and,2041,35.04
and,2042,35.04
and,2043,35.04
and,2044,35.04
and,2045,35.04
and,2046,35.04
and,2047,35.04
and,2048,35.04
and,2049,35.04
and,2050,35.04
are,1800,39.79
are,1801,39.78
are,1802,39.77
are,1803,39.77
are,1804,39.76
are,1805,39.75
are,1806,39.75
are,1807,39.74
are,1808,39.73
are,1809,39.73
are,1810,39.72
are,1811,39.71
are,1812,39.71
are,1813,39.7
are,1814,39.69
are,1815,39.69
are,1816,39.68
are,1817,39.67
are,1818,39.67
are,1819,39.66
are,1820,39.65
are,1821,39.64
are,1822,39.64
are,1823,39.63
are,1824,39.62
are,1825,39.62
are,1826,39.61
are,1827,39.6
are,1828,39.6
are,1829,39.59
are,1830,39.58
are,1831,39.58
are,1832,39.57
are,1833,39.56
are,1834,39.56
are,1835,39.55
are,1836,39.54
are,1837,39.53
are,1838,39.53
are,1839,39.52
are,1840,39.52
are,1841,39.51
are,1842,39.5
are,1843,39.49
are,1844,39.49
are,1845,39.48
are,1846,39.47
are,1847,39.47
are,1848,39.46
are,1849,39.45
are,1850,39.45
are,1851,39.44
are,1852,39.43
are,1853,39.43
are,1854,39.42
are,1855,39.41
are,1856,39.41
are,1857,39.4
are,1858,39.39
are,1859,39.38
are,1860,39.38
are,1861,39.37
are,1862,39.36
are,1863,39.36
are,1864,39.35
are,1865,39.34
are,1866,39.34
are,1867,39.33
are,1868,39.32
are,1869,39.32
are,1870,39.31
are,1871,39.28
are,1872,39.26
are,1873,39.23
are,1874,39.2
are,1875,39.18
are,1876,39.15
are,1877,39.12
are,1878,39.1
are,1879,39.07
are,1880,39.05
are,1881,39.02
are,1882,38.99
are,1883,38.96
are,1884,38.93
are,1885,38.9
are,1886,38.86
are,1887,38.82
are,1888,38.78
are,1889,38.73
are,1890,38.68
are,1891,38.62
are,1892,38.55
are,1893,38.48
are,1894,38.41
are,1895,38.32
are,1896,38.23
are,1897,38.14
are,1898,38.04
are,1899,37.93
are,1900,37.82
are,1901,37.71
are,1902,37.59
are,1903,37.46
are,1904,37.34
are,1905,37.21
are,1906,37.08
are,1907,36.94
are,1908,36.81
are,1909,36.67
are,1910,36.53
are,1911,36.39
are,1912,36.26
are,1913,36.12
are,1914,36.1
are,1915,36.07
are,1916,36.05
are,1917,36.03
are,1918,36.01
are,1919,35.81
are,1920,35.6
are,1921,35.4
are,1922,35.2
are,1923,35.11
are,1924,35.02
are,1925,34.93
are,1926,34.87
are,1927,34.81
are,1928,34.75
are,1929,34.79
are,1930,34.83
are,1931,34.87
are,1932,34.91
are,1933,34.96
are,1934,35
are,1935,34.94
are,1936,34.88
are,1937,34.82
are,1938,34.76
are,1939,34.7
are,1940,34.64
are,1941,34.59
are,1942,34.53
are,1943,34.48
are,1944,34.43
are,1945,34.33
are,1946,34.24
are,1947,34.15
are,1948,34.06
are,1949,33.97
are,1950,33.89
are,1951,33.74
are,1952,33.68
are,1953,33.56
are,1954,33.42
are,1955,33.44
are,1956,33.37
are,1957,33.38
are,1958,33.37
are,1959,33.28
are,1960,33.2
are,1961,32.94
are,1962,32.69
are,1963,32.47
are,1964,32.28
are,1965,32.11
are,1966,31.96
are,1967,31.83
are,1968,31.73
are,1969,31.69
are,1970,31.66
are,1971,31.55
are,1972,31.7
are,1973,31.74
are,1974,31.7
are,1975,31.89
are,1976,31.9
are,1977,31.86
are,1978,32.13
are,1979,31.94
are,1980,31.7
are,1981,31.78
are,1982,32.04
are,1983,32.24
are,1984,32.26
are,1985,32.41
are,1986,32.92
are,1987,32.93
are,1988,33.07
are,1989,32.96
are,1990,32.8
are,1991,32.83
are,1992,32.83
are,1993,32.85
are,1994,32.74
are,1995,32.64
are,1996,32.56
are,1997,32.43
are,1998,32.43
are,1999,32.38
are,2000,32.19
are,2001,32.18
are,2002,32.15
are,2003,32.03
are,2004,31.94
are,2005,31.98
are,2006,31.84
are,2007,32.06
are,2008,32.26
are,2009,32.56
are,2010,32.67
are,2011,32.63
are,2012,32.59
are,2013,32.51
are,2014,31.08
are,2015,29.72
are,2016,28.41
are,2017,27.16
are,2018,25.97
are,2019,25.97
are,2020,25.97
are,2021,26.69
are,2022,27.23
