country,time,freligion_idea
bdi,1999,63.14931
bdi,2000,63.14931
bdi,2001,67.91875
bdi,2002,67.91875
bdi,2003,67.91875
bdi,2004,67.91875
bdi,2005,63.14931
bdi,2006,63.14931
bdi,2007,63.14931
bdi,2008,63.14931
bdi,2009,61.73098
bdi,2010,61.38865
bdi,2011,61.38865
bdi,2012,61.38865
bdi,2013,40.40208
bdi,2014,43.8275
bdi,2015,37.04065
bdi,2016,49.15
bdi,2017,49.94968
bdi,2018,49.6881
bdi,2019,49.35931
bel,1975,73.36332
bel,1976,73.36332
bel,1977,73.36332
bel,1978,73.36332
bel,1979,73.36332
bel,1980,73.36332
bel,1981,74.12712
bel,1982,74.12712
bel,1983,74.12712
bel,1984,74.12712
bel,1985,74.12712
bel,1986,74.12712
bel,1987,74.12712
bel,1988,74.12712
bel,1989,74.12712
bel,1990,74.12712
bel,1991,74.12712
bel,1992,69.84327
bel,1993,74.12712
bel,1994,74.12712
bel,1995,74.12712
bel,1996,74.12712
bel,1997,74.12712
bel,1998,74.12712
bel,1999,69.84327
bel,2000,69.84327
bel,2001,69.84327
bel,2002,74.12712
bel,2003,74.12712
bel,2004,74.12712
bel,2005,69.84327
bel,2006,69.84327
bel,2007,69.84327
bel,2008,74.12712
bel,2009,74.12712
bel,2010,67.7193
bel,2011,69.84327
bel,2012,63.21118
bel,2013,70.40384
bel,2014,70.40384
bel,2015,61.03828
bel,2016,61.03828
bel,2017,61.03828
bel,2018,61.03828
bel,2019,60.33991
ben,1975,32.12248
ben,1976,32.12248
ben,1977,32.12248
ben,1978,32.12248
ben,1979,32.12248
ben,1980,37.62346
ben,1981,35.71908
ben,1982,38.99998
ben,1983,38.99998
ben,1984,38.99998
ben,1985,38.99998
ben,1986,38.99998
ben,1987,48.4694
ben,1988,48.4694
ben,1989,48.4694
ben,1990,68.39392
ben,1991,68.85496
ben,1992,72.54546
ben,1993,72.54546
ben,1994,72.54546
ben,1995,72.54546
ben,1996,72.54546
ben,1997,72.54546
ben,1998,72.54546
ben,1999,72.54546
ben,2000,72.54546
ben,2001,72.54546
ben,2002,72.54546
ben,2003,72.54546
ben,2004,72.54546
ben,2005,72.54546
ben,2006,72.54546
ben,2007,72.54546
ben,2008,66.44067
ben,2009,72.54546
ben,2010,73.82413
ben,2011,73.82413
ben,2012,73.82413
ben,2013,83.18779
ben,2014,83.18779
ben,2015,86.92827
ben,2016,80.44813
ben,2017,80.44813
ben,2018,78.96518
ben,2019,76.17118
bfa,1975,64.81806
bfa,1976,64.81806
bfa,1977,64.81806
bfa,1978,64.81806
bfa,1979,64.81806
bfa,1980,64.81806
bfa,1981,66.15721
bfa,1982,62.42119
bfa,1983,55.43548
bfa,1984,55.43548
bfa,1985,49.82049
bfa,1986,55.43548
bfa,1987,66.15721
bfa,1988,66.15721
bfa,1989,66.15721
bfa,1990,65.0349
bfa,1991,65.0349
bfa,1992,65.0349
bfa,1993,65.0349
bfa,1994,65.0349
bfa,1995,65.0349
bfa,1996,65.0349
bfa,1997,65.0349
bfa,1998,65.0349
bfa,1999,65.0349
bfa,2000,62.83813
bfa,2001,62.83813
bfa,2002,62.83813
bfa,2003,62.83813
bfa,2004,62.83813
bfa,2005,62.83813
bfa,2006,62.83813
bfa,2007,62.83813
bfa,2008,57.67115
bfa,2009,66.44937
bfa,2010,65.55283
bfa,2011,65.55283
bfa,2012,65.55283
bfa,2013,67.72146
bfa,2014,67.72146
bfa,2015,69.30833
bfa,2016,69.29193
bfa,2017,67.72146
bfa,2018,62.86164
bfa,2019,58.69982
bgd,1975,56.99561
bgd,1976,58.93874
bgd,1977,58.93874
bgd,1978,58.93874
bgd,1979,58.93874
bgd,1980,58.93874
bgd,1981,60.75718
bgd,1982,57.38281
bgd,1983,55.07894
bgd,1984,55.07894
bgd,1985,55.07894
bgd,1986,60.75718
bgd,1987,60.75718
bgd,1988,57.38281
bgd,1989,57.38281
bgd,1990,55.07894
bgd,1991,60.75718
bgd,1992,57.38281
bgd,1993,55.07894
bgd,1994,57.38281
bgd,1995,57.38281
bgd,1996,63.25839
bgd,1997,60.39718
bgd,1998,60.39718
bgd,1999,65.4981
bgd,2000,63.0681
bgd,2001,57.38281
bgd,2002,54.00303
bgd,2003,50.69137
bgd,2004,45.65035
bgd,2005,45.65035
bgd,2006,45.65035
bgd,2007,55.73873
bgd,2008,60.70911
bgd,2009,51.94862
bgd,2010,51.94862
bgd,2011,57.37444
bgd,2012,57.37444
bgd,2013,48.49121
bgd,2014,48.49121
bgd,2015,45.0139
bgd,2016,45.0139
bgd,2017,39.42998
bgd,2018,43.26745
bgd,2019,41.41622
bgr,1975,19.96395
bgr,1976,19.96395
bgr,1977,19.96395
bgr,1978,19.96395
bgr,1979,19.96395
bgr,1980,19.96395
bgr,1981,19.11174
bgr,1982,19.11174
bgr,1983,24.67336
bgr,1984,19.11174
bgr,1985,19.11174
bgr,1986,19.11174
bgr,1987,19.11174
bgr,1988,19.11174
bgr,1989,19.11174
bgr,1990,56.7043
bgr,1991,67.28848
bgr,1992,61.57243
bgr,1993,52.33637
bgr,1994,54.80081
bgr,1995,52.33637
bgr,1996,52.33637
bgr,1997,56.62537
bgr,1998,56.62537
bgr,1999,56.62537
bgr,2000,56.62537
bgr,2001,59.0023
bgr,2002,59.0023
bgr,2003,59.0023
bgr,2004,59.0023
bgr,2005,59.0023
bgr,2006,59.0023
bgr,2007,59.0023
bgr,2008,64.34446
bgr,2009,59.0023
bgr,2010,58.56292
bgr,2011,58.56292
bgr,2012,58.56292
bgr,2013,54.78551
bgr,2014,54.78551
bgr,2015,54.78551
bgr,2016,51.25091
bgr,2017,50.01039
bgr,2018,54.78551
bgr,2019,53.3803
bhr,1975,45.27567
bhr,1976,45.27567
bhr,1977,45.27567
bhr,1978,45.27567
bhr,1979,45.27567
bhr,1980,37.2442
bhr,1981,41.32156
bhr,1982,35.26323
bhr,1983,33.52705
bhr,1984,33.52705
bhr,1985,30.04605
bhr,1986,38.75756
bhr,1987,38.75756
bhr,1988,38.75756
bhr,1989,38.75756
bhr,1990,38.75756
bhr,1991,41.32156
bhr,1992,38.75756
bhr,1993,41.32156
bhr,1994,38.75756
bhr,1995,35.26323
bhr,1996,38.75756
bhr,1997,38.75756
bhr,1998,38.75756
bhr,1999,38.75756
bhr,2000,38.23429
bhr,2001,42.73599
bhr,2002,41.5208
bhr,2003,41.5208
bhr,2004,41.5208
bhr,2005,38.23429
bhr,2006,33.07263
bhr,2007,33.07263
bhr,2008,44.23668
bhr,2009,41.5208
bhr,2010,41.5208
bhr,2011,18.10636
bhr,2012,14.96935
bhr,2013,14.96935
bhr,2014,14.96935
bhr,2015,14.96935
bhr,2016,14.96935
bhr,2017,14.96935
bhr,2018,14.96935
bhr,2019,21.50341
bih,1992,40.65509
bih,1993,40.65509
bih,1994,40.65509
bih,1995,40.65509
bih,1996,52.78763
bih,1997,52.78763
bih,1998,52.78763
bih,1999,54.41693
bih,2000,62.45795
bih,2001,60.31683
bih,2002,60.31683
bih,2003,58.15145
bih,2004,58.15145
bih,2005,58.15145
bih,2006,60.31683
bih,2007,60.31683
bih,2008,64.0257
bih,2009,60.31683
bih,2010,60.31683
bih,2011,60.31683
bih,2012,60.31683
bih,2013,56.7043
bih,2014,56.7043
bih,2015,56.7043
bih,2016,56.12176
bih,2017,53.6939
bih,2018,56.7043
bih,2019,58.50339
blr,1991,45.27567
blr,1992,46.65202
blr,1993,46.65202
blr,1994,46.65202
blr,1995,46.65202
blr,1996,44.48384
blr,1997,33.59658
blr,1998,33.59658
blr,1999,37.17257
blr,2000,37.17257
blr,2001,33.59658
blr,2002,32.35489
blr,2003,29.25899
blr,2004,29.25899
blr,2005,30.80618
blr,2006,30.80618
blr,2007,30.80618
blr,2008,36.24562
blr,2009,30.80618
blr,2010,30.80618
blr,2011,30.80618
blr,2012,30.80618
blr,2013,32.35489
blr,2014,32.35489
blr,2015,32.35489
blr,2016,35.05575
blr,2017,35.05575
blr,2018,38.48549
blr,2019,39.72196
bol,1975,49.78774
bol,1976,49.78774
bol,1977,49.78774
bol,1978,49.78774
bol,1979,49.78774
bol,1980,45.27567
bol,1981,42.63494
bol,1982,50.57307
bol,1983,62.42119
bol,1984,62.42119
bol,1985,63.14975
bol,1986,50.54264
bol,1987,50.54264
bol,1988,53.38925
bol,1989,50.54264
bol,1990,53.38925
bol,1991,63.14975
bol,1992,63.14975
bol,1993,50.54264
bol,1994,63.14975
bol,1995,63.14975
bol,1996,63.14975
bol,1997,63.14975
bol,1998,63.14975
bol,1999,53.38925
bol,2000,53.38925
bol,2001,53.38925
bol,2002,63.14975
bol,2003,63.14975
bol,2004,63.14975
bol,2005,60.76378
bol,2006,61.74513
bol,2007,61.74513
bol,2008,58.31018
bol,2009,70.89135
bol,2010,72.52244
bol,2011,72.52244
bol,2012,72.52244
bol,2013,66.53864
bol,2014,66.53864
bol,2015,67.56085
bol,2016,67.56085
bol,2017,66.13342
bol,2018,66.13342
bol,2019,54.56041
bra,1975,49.54869
bra,1976,49.54869
bra,1977,49.54869
bra,1978,49.54869
bra,1979,54.07809
bra,1980,54.82859
bra,1981,57.34785
bra,1982,53.75491
bra,1983,57.34785
bra,1984,57.34785
bra,1985,62.86164
bra,1986,59.86018
bra,1987,59.86018
bra,1988,71.47559
bra,1989,71.47559
bra,1990,86.68928
bra,1991,86.68928
bra,1992,86.68928
bra,1993,100
bra,1994,100
bra,1995,100
bra,1996,100
bra,1997,100
bra,1998,100
bra,1999,100
bra,2000,100
bra,2001,100
bra,2002,100
bra,2003,100
bra,2004,100
bra,2005,100
bra,2006,100
bra,2007,100
bra,2008,90.71973
bra,2009,100
bra,2010,100
bra,2011,100
bra,2012,100
bra,2013,90.80873
bra,2014,90.80873
bra,2015,90.80873
bra,2016,70.15501
bra,2017,64.94885
bra,2018,62.21657
bra,2019,48.51184
brb,1975,74.47458
brb,1976,74.47458
brb,1977,74.47458
brb,1978,74.47458
brb,1979,74.47458
brb,1980,74.47458
brb,1981,75.17274
brb,1982,75.17274
brb,1983,75.17274
brb,1984,75.17274
brb,1985,75.17274
brb,1986,75.17274
brb,1987,75.17274
brb,1988,75.17274
brb,1989,75.17274
brb,1990,78.64899
brb,1991,78.64899
brb,1992,78.64899
brb,1993,78.64899
brb,1994,78.64899
brb,1995,78.64899
brb,1996,78.64899
brb,1997,78.64899
brb,1998,78.64899
brb,1999,78.64899
brb,2000,78.64899
brb,2001,78.64899
brb,2002,78.64899
brb,2003,78.64899
brb,2004,78.64899
brb,2005,78.64899
brb,2006,78.64899
brb,2007,78.64899
brb,2008,72.22125
brb,2009,78.64899
brb,2010,78.64899
brb,2011,78.64899
brb,2012,78.64899
brb,2013,78.64899
brb,2014,78.64899
brb,2015,76.89875
brb,2016,71.35184
brb,2017,77.86373
brb,2018,77.86373
brb,2019,77.86373
bwa,1975,68.28101
bwa,1976,68.28101
bwa,1977,68.28101
bwa,1978,68.28101
bwa,1979,68.28101
bwa,1980,68.28101
bwa,1981,75.16832
bwa,1982,75.16832
bwa,1983,75.16832
bwa,1984,75.16832
bwa,1985,75.16832
bwa,1986,75.16832
bwa,1987,75.16832
bwa,1988,75.16832
bwa,1989,75.16832
bwa,1990,75.16832
bwa,1991,75.16832
bwa,1992,75.16832
bwa,1993,75.16832
bwa,1994,75.16832
bwa,1995,75.16832
bwa,1996,75.16832
bwa,1997,75.16832
bwa,1998,75.16832
bwa,1999,68.12767
bwa,2000,68.12767
bwa,2001,68.12767
bwa,2002,75.16832
bwa,2003,75.16832
bwa,2004,75.16832
bwa,2005,75.16832
bwa,2006,75.16832
bwa,2007,75.16832
bwa,2008,72.26916
bwa,2009,72.26916
bwa,2010,72.26916
bwa,2011,72.26916
bwa,2012,72.26916
bwa,2013,67.43946
bwa,2014,58.5944
bwa,2015,60.85897
bwa,2016,71.84216
bwa,2017,58.6298
bwa,2018,64.76146
bwa,2019,55.52903
caf,1975,54.63595
caf,1976,54.63595
caf,1977,54.63595
caf,1978,54.63595
caf,1979,60.13056
caf,1980,61.1836
caf,1981,63.14975
caf,1982,52.07155
caf,1983,55.24066
caf,1984,55.24066
caf,1985,60.76378
caf,1986,52.07155
caf,1987,55.24066
caf,1988,52.07155
caf,1989,49.34996
caf,1990,52.78643
caf,1991,52.78643
caf,1992,52.78643
caf,1993,56.13705
caf,1994,61.93852
caf,1995,61.93852
caf,1996,56.13705
caf,1997,52.78643
caf,1998,56.13705
caf,1999,56.13705
caf,2000,56.13705
caf,2001,52.78643
caf,2002,56.13705
caf,2003,52.78643
caf,2004,52.78643
caf,2005,52.78643
caf,2006,52.78643
caf,2007,52.78643
caf,2008,52.78643
caf,2009,52.78643
caf,2010,52.78643
caf,2011,50.01039
caf,2012,52.78643
caf,2013,25.13448
caf,2014,32.67019
caf,2015,38.91913
caf,2016,44.56506
caf,2017,49.26738
caf,2018,45.32795
caf,2019,48.98391
can,1975,69.84384
can,1976,69.84384
can,1977,69.84384
can,1978,69.84384
can,1979,69.84384
can,1980,69.84384
can,1981,70.83722
can,1982,70.83722
can,1983,67.85411
can,1984,67.85411
can,1985,67.85411
can,1986,67.85411
can,1987,67.85411
can,1988,67.85411
can,1989,67.85411
can,1990,67.85411
can,1991,67.85411
can,1992,67.85411
can,1993,67.85411
can,1994,67.85411
can,1995,67.85411
can,1996,67.85411
can,1997,67.85411
can,1998,67.85411
can,1999,67.85411
can,2000,67.85411
can,2001,67.85411
can,2002,67.85411
can,2003,67.85411
can,2004,67.85411
can,2005,64.03219
can,2006,67.85411
can,2007,72.26916
can,2008,72.26916
can,2009,72.26916
can,2010,72.26916
can,2011,72.26916
can,2012,77.52716
can,2013,74.12712
can,2014,74.12712
can,2015,74.12712
can,2016,70.28313
can,2017,71.36873
can,2018,68.51849
can,2019,68.51849
che,1975,72.80257
che,1976,72.80257
che,1977,72.80257
che,1978,72.80257
che,1979,72.80257
che,1980,72.80257
che,1981,73.80349
che,1982,73.80349
che,1983,73.80349
che,1984,68.58622
che,1985,68.58622
che,1986,73.80349
che,1987,73.80349
che,1988,73.80349
che,1989,73.80349
che,1990,73.80349
che,1991,73.80349
che,1992,73.80349
che,1993,68.58622
che,1994,73.80349
che,1995,73.80349
che,1996,73.80349
che,1997,73.80349
che,1998,73.80349
che,1999,79.79354
che,2000,79.79354
che,2001,79.79354
che,2002,70.82751
che,2003,79.79354
che,2004,79.79354
che,2005,70.82751
che,2006,70.82751
che,2007,70.82751
che,2008,70.82751
che,2009,61.61709
che,2010,60.42599
che,2011,60.42599
che,2012,60.42599
che,2013,66.23744
che,2014,66.23744
che,2015,67.38189
che,2016,67.38189
che,2017,66.1508
che,2018,69.91418
che,2019,68.83413
chl,1975,53.84806
chl,1976,53.84806
chl,1977,53.84806
chl,1978,53.84806
chl,1979,53.84806
chl,1980,53.84806
chl,1981,56.45859
chl,1982,56.45859
chl,1983,56.45859
chl,1984,48.05065
chl,1985,56.45859
chl,1986,52.94282
chl,1987,50.30437
chl,1988,56.45859
chl,1989,57.59253
chl,1990,72.64077
chl,1991,72.64077
chl,1992,72.64077
chl,1993,72.64077
chl,1994,72.64077
chl,1995,72.64077
chl,1996,72.64077
chl,1997,58.15318
chl,1998,58.15318
chl,1999,80.72709
chl,2000,90.80873
chl,2001,84.16016
chl,2002,90.80873
chl,2003,84.16016
chl,2004,90.80873
chl,2005,71.62008
chl,2006,80.72709
chl,2007,80.72709
chl,2008,90.80873
chl,2009,90.80873
chl,2010,83.07997
chl,2011,83.07997
chl,2012,83.07997
chl,2013,86.12808
chl,2014,86.12808
chl,2015,86.12808
chl,2016,86.12808
chl,2017,86.12808
chl,2018,83.18779
chl,2019,83.18779
chn,1975,0.16117
chn,1976,0.16117
chn,1977,0.16117
chn,1978,9.52305
chn,1979,18.66101
chn,1980,21.21694
chn,1981,20.52977
chn,1982,20.52977
chn,1983,20.52977
chn,1984,20.52977
chn,1985,20.52977
chn,1986,24.71443
chn,1987,20.52977
chn,1988,20.52977
chn,1989,14.77734
chn,1990,20.52977
chn,1991,20.52977
chn,1992,20.52977
chn,1993,20.52977
chn,1994,20.52977
chn,1995,20.52977
chn,1996,14.77734
chn,1997,14.77734
chn,1998,14.77734
chn,1999,9.27383
chn,2000,9.27383
chn,2001,9.27383
chn,2002,9.27383
chn,2003,9.27383
chn,2004,14.77734
chn,2005,14.77734
chn,2006,14.77734
chn,2007,9.27383
chn,2008,9.27383
chn,2009,9.27383
chn,2010,9.27383
chn,2011,9.27383
chn,2012,9.27383
chn,2013,12.29817
chn,2014,12.29817
chn,2015,6.75883
chn,2016,6.75883
chn,2017,6.75883
chn,2018,6.75883
chn,2019,0
civ,1975,65.16126
civ,1976,65.16126
civ,1977,65.16126
civ,1978,65.16126
civ,1979,65.16126
civ,1980,65.16126
civ,1981,66.44937
civ,1982,66.44937
civ,1983,66.44937
civ,1984,66.44937
civ,1985,66.44937
civ,1986,64.77723
civ,1987,65.55283
civ,1988,65.55283
civ,1989,65.55283
civ,1990,68.51849
civ,1991,68.51849
civ,1992,64.02599
civ,1993,64.02599
civ,1994,58.21041
civ,1995,60.18161
civ,1996,64.02599
civ,1997,60.18161
civ,1998,64.02599
civ,1999,60.18161
civ,2000,61.35669
civ,2001,65.44363
civ,2002,55.19925
civ,2003,55.19925
civ,2004,61.9249
civ,2005,57.85947
civ,2006,68.44658
civ,2007,57.26318
civ,2008,57.85947
civ,2009,57.85947
civ,2010,59.02757
civ,2011,63.4823
civ,2012,63.4823
civ,2013,70.00423
civ,2014,70.00423
civ,2015,70.00423
civ,2016,60.11174
civ,2017,61.83381
civ,2018,60.16964
civ,2019,64.11613
cmr,1975,39.06831
cmr,1976,39.06831
cmr,1977,39.06831
cmr,1978,39.06831
cmr,1979,39.06831
cmr,1980,39.06831
cmr,1981,40.25281
cmr,1982,42.73599
cmr,1983,39.33019
cmr,1984,39.33019
cmr,1985,39.33019
cmr,1986,42.73599
cmr,1987,42.73599
cmr,1988,39.33019
cmr,1989,39.33019
cmr,1990,46.5293
cmr,1991,63.92379
cmr,1992,59.60348
cmr,1993,63.92379
cmr,1994,63.92379
cmr,1995,70.8615
cmr,1996,70.8615
cmr,1997,66.18854
cmr,1998,70.8615
cmr,1999,70.8615
cmr,2000,64.573
cmr,2001,66.18854
cmr,2002,66.18854
cmr,2003,66.18854
cmr,2004,70.8615
cmr,2005,66.18854
cmr,2006,70.8615
cmr,2007,70.8615
cmr,2008,70.8615
cmr,2009,70.8615
cmr,2010,70.8615
cmr,2011,70.8615
cmr,2012,70.8615
cmr,2013,56.98506
cmr,2014,62.21251
cmr,2015,53.8048
cmr,2016,51.74367
cmr,2017,51.66975
cmr,2018,50.6825
cmr,2019,50.6825
cod,1975,31.35823
cod,1976,31.35823
cod,1977,31.35823
cod,1978,31.35823
cod,1979,31.35823
cod,1980,31.35823
cod,1981,34.68401
cod,1982,34.68401
cod,1983,31.35823
cod,1984,34.68401
cod,1985,29.11968
cod,1986,29.11968
cod,1987,29.11968
cod,1988,29.11968
cod,1989,31.35823
cod,1990,41.80704
cod,1991,40.48137
cod,1992,40.48137
cod,1993,40.48137
cod,1994,40.48137
cod,1995,40.48137
cod,1996,40.48137
