country,time,mediaint_idea
are,2002,19.32962
are,2003,19.31811
are,2004,11.41843
are,2005,11.18885
are,2006,11.33559
are,2007,11.29889
are,2008,11.48282
are,2009,11.46222
are,2010,12.11781
are,2011,13.19573
are,2012,13.09543
are,2013,13.21801
are,2014,10.52857
are,2015,10.2426
are,2016,8.99357
are,2017,6.37904
are,2018,6.51242
are,2019,6.18638
arg,1975,71.63591
arg,1976,30.24597
arg,1977,11.81954
arg,1978,11.76308
arg,1979,11.58989
arg,1980,13.72356
arg,1981,11.72457
arg,1982,11.68507
arg,1983,44.59289
arg,1984,84.35746
arg,1985,84.23531
arg,1986,84.00922
arg,1987,84.20287
arg,1988,84.21449
arg,1989,83.99961
arg,1990,78.99124
arg,1991,79.21735
arg,1992,82.6425
arg,1993,82.66553
arg,1994,82.37854
arg,1995,82.45064
arg,1996,82.52353
arg,1997,82.67436
arg,1998,82.77928
arg,1999,82.53
arg,2000,88.61053
arg,2001,88.7432
arg,2002,83.4096
arg,2003,82.0774
arg,2004,80.03733
arg,2005,80.35169
arg,2006,79.88577
arg,2007,80.17717
arg,2008,82.02798
arg,2009,80.04868
arg,2010,80.04579
arg,2011,80.30113
arg,2012,80.26546
arg,2013,80.95898
arg,2014,81.18065
arg,2015,81.06306
arg,2016,70.95052
arg,2017,71.62265
arg,2018,75.56426
arg,2019,80.96296
arm,1991,65.79215
arm,1992,65.50601
arm,1993,65.92723
arm,1994,65.36605
arm,1995,62.69907
arm,1996,61.63311
arm,1997,58.16951
arm,1998,57.55767
arm,1999,57.48503
arm,2000,57.66977
arm,2001,58.14889
arm,2002,51.2037
arm,2003,51.43622
arm,2004,51.66664
arm,2005,51.59513
arm,2006,51.67566
arm,2007,50.97076
arm,2008,50.95254
arm,2009,50.23448
arm,2010,55.35262
arm,2011,57.07856
arm,2012,56.84702
arm,2013,55.83718
arm,2014,57.77849
arm,2015,56.01537
arm,2016,57.96191
arm,2017,55.54611
arm,2018,64.35792
arm,2019,76.24706
aus,1975,84.1347
aus,1976,84.20429
aus,1977,84.10259
aus,1978,84.0375
aus,1979,84.30469
aus,1980,87.79683
aus,1981,87.70074
aus,1982,87.54104
aus,1983,87.67533
aus,1984,87.78388
aus,1985,87.53426
aus,1986,87.49835
aus,1987,87.7032
aus,1988,87.70916
aus,1989,87.97855
aus,1990,87.74463
aus,1991,87.64287
aus,1992,87.75614
aus,1993,87.74111
aus,1994,87.46715
aus,1995,87.79445
aus,1996,88.01151
aus,1997,87.8442
aus,1998,87.52681
aus,1999,87.40346
aus,2000,87.68866
aus,2001,87.76895
aus,2002,87.44323
aus,2003,87.84929
aus,2004,87.56138
aus,2005,87.65146
aus,2006,88.01943
aus,2007,87.64832
aus,2008,87.32664
aus,2009,87.68334
aus,2010,88.60639
aus,2011,88.72015
aus,2012,88.66677
aus,2013,90.25507
aus,2014,90.28598
aus,2015,89.09279
aus,2016,88.76834
aus,2017,89.45367
aus,2018,84.22656
aus,2019,73.71296
aut,1975,89.75074
aut,1976,89.9622
aut,1977,89.6971
aut,1978,90.02474
aut,1979,89.76362
aut,1980,89.7055
aut,1981,89.85603
aut,1982,89.80281
aut,1983,89.8369
aut,1984,89.60081
aut,1985,91.36368
aut,1986,91.1254
aut,1987,90.9255
aut,1988,91.27966
aut,1989,91.16164
aut,1990,91.16098
aut,1991,91.09926
aut,1992,91.22888
aut,1993,91.29588
aut,1994,91.2563
aut,1995,91.35336
aut,1996,90.99899
aut,1997,91.55577
aut,1998,91.32382
aut,1999,91.14108
aut,2000,91.3192
aut,2001,91.26482
aut,2002,91.18088
aut,2003,91.46822
aut,2004,91.11528
aut,2005,91.26441
aut,2006,91.78523
aut,2007,91.37329
aut,2008,91.34729
aut,2009,91.03377
aut,2010,91.32846
aut,2011,91.09483
aut,2012,90.88875
aut,2013,89.01215
aut,2014,88.73674
aut,2015,88.78059
aut,2016,88.13775
aut,2017,86.99179
aut,2018,82.93612
aut,2019,85.92212
aze,1991,33.11721
aze,1992,40.33349
aze,1993,37.55928
aze,1994,39.62902
aze,1995,39.76936
aze,1996,39.81708
aze,1997,39.80832
aze,1998,39.76125
aze,1999,39.44347
aze,2000,41.11057
aze,2001,39.76822
aze,2002,39.66328
aze,2003,34.92623
aze,2004,30.76026
aze,2005,31.30549
aze,2006,31.39499
aze,2007,31.40434
aze,2008,31.34499
aze,2009,30.42056
aze,2010,32.9568
aze,2011,28.88878
aze,2012,26.31152
aze,2013,27.7159
aze,2014,26.56572
aze,2015,25.15796
aze,2016,33.11746
aze,2017,33.24554
aze,2018,30.2542
aze,2019,30.97803
bdi,1975,14.48976
bdi,1976,14.62124
bdi,1977,18.0384
bdi,1978,17.94599
bdi,1979,18.07911
bdi,1980,17.90223
bdi,1981,18.24295
bdi,1982,18.27699
bdi,1983,18.08328
bdi,1984,18.21107
bdi,1985,21.13319
bdi,1986,20.8773
bdi,1987,21.05358
bdi,1988,20.63112
bdi,1989,20.79878
bdi,1990,22.71493
bdi,1991,22.46039
bdi,1992,40.32823
bdi,1993,50.03973
bdi,1994,54.63675
bdi,1995,54.6125
bdi,1996,57.77512
bdi,1997,58.06892
bdi,1998,57.8577
bdi,1999,60.41435
bdi,2000,60.60364
bdi,2001,60.31307
bdi,2002,68.50924
bdi,2003,71.66308
bdi,2004,71.68667
bdi,2005,71.97936
bdi,2006,68.5553
bdi,2007,68.1521
bdi,2008,68.32487
bdi,2009,68.36188
bdi,2010,64.60079
bdi,2011,68.03033
bdi,2012,67.88186
bdi,2013,70.85334
bdi,2014,70.97714
bdi,2015,45.52577
bdi,2016,42.12527
bdi,2017,31.53354
bdi,2018,31.28115
bdi,2019,28.04388
bel,1975,82.54134
bel,1976,85.42573
bel,1977,85.24261
bel,1978,85.27352
bel,1979,85.39864
bel,1980,85.16938
bel,1981,85.23734
bel,1982,85.36302
bel,1983,85.18726
bel,1984,85.3809
bel,1985,85.21097
bel,1986,85.22799
bel,1987,84.42682
bel,1988,84.11731
bel,1989,84.61661
bel,1990,89.53958
bel,1991,89.56895
bel,1992,91.22987
bel,1993,91.42034
bel,1994,91.11319
bel,1995,91.11652
bel,1996,91.537
bel,1997,91.46874
bel,1998,91.32227
bel,1999,91.39929
bel,2000,91.97487
bel,2001,91.92286
bel,2002,91.9227
bel,2003,91.68749
bel,2004,91.81074
bel,2005,91.92692
bel,2006,91.92332
bel,2007,92.2888
bel,2008,92.41458
bel,2009,92.49526
bel,2010,92.29095
bel,2011,92.388
bel,2012,92.61495
bel,2013,94.31832
bel,2014,94.24791
bel,2015,94.38052
bel,2016,94.45609
bel,2017,94.03246
bel,2018,93.73405
bel,2019,93.79382
ben,1975,16.83083
ben,1976,16.87615
ben,1977,16.95549
ben,1978,17.05325
ben,1979,16.80032
ben,1980,16.98411
ben,1981,16.84972
ben,1982,16.76852
ben,1983,17.01803
ben,1984,16.92426
ben,1985,16.91174
ben,1986,16.85413
ben,1987,20.22796
ben,1988,20.22928
ben,1989,20.46654
ben,1990,61.60286
ben,1991,68.59512
ben,1992,72.71109
ben,1993,72.64009
ben,1994,72.4849
ben,1995,74.20216
ben,1996,75.80433
ben,1997,79.18078
ben,1998,79.04881
ben,1999,78.96168
ben,2000,79.08357
ben,2001,79.27022
ben,2002,80.49338
ben,2003,80.36797
ben,2004,80.74066
ben,2005,78.72167
ben,2006,75.33318
ben,2007,75.08245
ben,2008,75.22045
ben,2009,75.23166
ben,2010,73.35025
ben,2011,73.55886
ben,2012,75.19979
ben,2013,73.16152
ben,2014,73.25475
ben,2015,72.11739
ben,2016,68.52072
ben,2017,64.08645
ben,2018,63.16481
ben,2019,56.11408
bfa,1975,51.69909
bfa,1976,51.72275
bfa,1977,51.82447
bfa,1978,55.53857
bfa,1979,54.51984
bfa,1980,53.19198
bfa,1981,53.21254
bfa,1982,51.34769
bfa,1983,49.04741
bfa,1984,49.33081
bfa,1985,49.4639
bfa,1986,49.50263
bfa,1987,52.38089
bfa,1988,51.25763
bfa,1989,51.47672
bfa,1990,56.10029
bfa,1991,61.19759
bfa,1992,63.23997
bfa,1993,71.15769
bfa,1994,71.26829
bfa,1995,71.03762
bfa,1996,72.1929
bfa,1997,73.22234
bfa,1998,73.24153
bfa,1999,73.64063
bfa,2000,73.35836
bfa,2001,73.41009
bfa,2002,73.69718
bfa,2003,73.67855
bfa,2004,73.64393
bfa,2005,73.40121
bfa,2006,73.56318
bfa,2007,73.32669
bfa,2008,75.13307
bfa,2009,75.01851
bfa,2010,77.54904
bfa,2011,77.37537
bfa,2012,77.40717
bfa,2013,79.10809
bfa,2014,79.36373
bfa,2015,83.31211
bfa,2016,84.31506
bfa,2017,82.95407
bfa,2018,76.95086
bfa,2019,79.5601
bgd,1975,41.35719
bgd,1976,44.71977
bgd,1977,57.22436
bgd,1978,61.58539
bgd,1979,61.46144
bgd,1980,61.00755
bgd,1981,60.95427
bgd,1982,56.56651
bgd,1983,56.53733
bgd,1984,60.79826
bgd,1985,60.72258
bgd,1986,61.60781
bgd,1987,61.58911
bgd,1988,61.21462
bgd,1989,60.87968
bgd,1990,62.22647
bgd,1991,73.72248
bgd,1992,77.83201
bgd,1993,77.79581
bgd,1994,77.53736
bgd,1995,77.72134
bgd,1996,77.38499
bgd,1997,77.75488
bgd,1998,77.49303
bgd,1999,77.92178
bgd,2000,77.73116
bgd,2001,79.08887
bgd,2002,79.51734
bgd,2003,82.51779
bgd,2004,82.23748
bgd,2005,82.36389
bgd,2006,85.03084
bgd,2007,75.88728
bgd,2008,74.26443
bgd,2009,76.77638
bgd,2010,78.71494
bgd,2011,77.75751
bgd,2012,77.84854
bgd,2013,71.94108
bgd,2014,71.68275
bgd,2015,67.11516
bgd,2016,64.79192
bgd,2017,65.75704
bgd,2018,70.215
bgd,2019,67.6267
bgr,1975,2.09707
bgr,1976,2.05184
bgr,1977,2.06085
bgr,1978,2.02511
bgr,1979,1.96688
bgr,1980,2.25602
bgr,1981,2.14896
bgr,1982,2.07941
bgr,1983,2.11835
bgr,1984,2.35535
bgr,1985,1.98406
bgr,1986,1.9879
bgr,1987,2.04002
bgr,1988,2.00675
bgr,1989,1.77636
bgr,1990,77.51725
bgr,1991,72.66709
bgr,1992,77.49416
bgr,1993,77.68624
bgr,1994,75.02272
bgr,1995,76.68959
bgr,1996,76.91572
bgr,1997,74.556
bgr,1998,75.78874
bgr,1999,76.01704
bgr,2000,77.03092
bgr,2001,75.37405
bgr,2002,78.17626
bgr,2003,76.82005
bgr,2004,74.59828
bgr,2005,71.79234
bgr,2006,74.50747
bgr,2007,73.60197
bgr,2008,75.67652
bgr,2009,69.62616
bgr,2010,69.09012
bgr,2011,67.73185
bgr,2012,67.87164
bgr,2013,71.55827
bgr,2014,72.26264
bgr,2015,70.27794
bgr,2016,71.22812
bgr,2017,63.47554
bgr,2018,64.14504
bgr,2019,63.87552
bhr,1975,34.41215
bhr,1976,19.69792
bhr,1977,19.86381
bhr,1978,19.94176
bhr,1979,19.64332
bhr,1980,17.15307
bhr,1981,17.56553
bhr,1982,17.45134
bhr,1983,17.35545
bhr,1984,19.28191
bhr,1985,19.07921
bhr,1986,19.09397
bhr,1987,19.04816
bhr,1988,19.0122
bhr,1989,19.19944
bhr,1990,18.96634
bhr,1991,19.13776
bhr,1992,18.85629
bhr,1993,19.29337
bhr,1994,19.218
bhr,1995,18.95163
bhr,1996,19.0999
bhr,1997,19.05198
bhr,1998,19.07602
bhr,1999,19.15184
bhr,2000,31.16264
bhr,2001,36.37816
bhr,2002,50.60964
bhr,2003,50.74615
bhr,2004,50.60011
bhr,2005,50.25281
bhr,2006,52.30295
bhr,2007,52.33845
bhr,2008,52.44567
bhr,2009,52.54786
bhr,2010,52.44315
bhr,2011,42.93521
bhr,2012,38.8057
bhr,2013,38.72196
bhr,2014,38.989
bhr,2015,38.58204
bhr,2016,38.92057
bhr,2017,29.76183
bhr,2018,29.1855
bhr,2019,28.12452
bih,1992,52.13439
bih,1993,52.2507
bih,1994,51.98103
bih,1995,49.28291
bih,1996,71.05292
bih,1997,71.97737
bih,1998,73.65735
bih,1999,74.30288
bih,2000,74.31377
bih,2001,74.14917
bih,2002,74.30582
bih,2003,73.22597
bih,2004,73.36544
bih,2005,72.33041
bih,2006,72.54663
bih,2007,72.33783
bih,2008,72.13759
bih,2009,72.33507
bih,2010,71.94272
bih,2011,72.1986
bih,2012,72.34128
bih,2013,74.00154
bih,2014,73.70088
bih,2015,73.56948
bih,2016,75.43604
bih,2017,74.69324
bih,2018,71.89849
bih,2019,70.11102
blr,1991,53.06606
blr,1992,58.80375
blr,1993,59.93714
blr,1994,60.01212
blr,1995,52.67436
blr,1996,47.70913
blr,1997,40.23943
blr,1998,30.87777
blr,1999,27.74565
blr,2000,27.28076
blr,2001,24.37196
blr,2002,24.28486
blr,2003,24.38234
blr,2004,24.2731
blr,2005,24.39354
blr,2006,26.20584
blr,2007,23.13297
blr,2008,25.60031
blr,2009,24.26279
blr,2010,27.56333
blr,2011,24.01868
blr,2012,25.37474
blr,2013,31.41621
blr,2014,31.36362
blr,2015,35.03059
blr,2016,30.99008
blr,2017,30.88068
blr,2018,35.45265
blr,2019,34.02848
bol,1975,39.31026
bol,1976,39.62033
bol,1977,39.47394
bol,1978,45.44301
bol,1979,46.60951
bol,1980,36.43095
bol,1981,35.44491
bol,1982,63.9761
bol,1983,77.2923
bol,1984,76.98732
bol,1985,71.02449
bol,1986,71.20427
bol,1987,70.80987
bol,1988,71.1946
bol,1989,70.90683
bol,1990,70.99278
bol,1991,70.86789
bol,1992,71.45842
bol,1993,71.0466
bol,1994,71.25762
bol,1995,71.29452
bol,1996,71.12545
bol,1997,71.084
bol,1998,71.27016
bol,1999,71.21237
bol,2000,71.2387
bol,2001,71.21312
bol,2002,72.76488
bol,2003,70.99559
bol,2004,80.45686
bol,2005,78.28769
bol,2006,76.88675
bol,2007,77.2235
bol,2008,76.93973
bol,2009,76.83136
bol,2010,72.48187
bol,2011,72.32615
bol,2012,72.14952
bol,2013,70.34724
bol,2014,70.35136
bol,2015,67.43135
bol,2016,67.87928
bol,2017,69.11536
bol,2018,69.08647
bol,2019,61.55383
bra,1975,34.18235
bra,1976,34.67783
bra,1977,34.79054
bra,1978,36.98769
bra,1979,41.57584
bra,1980,49.20098
bra,1981,49.35027
bra,1982,49.65204
bra,1983,49.81715
bra,1984,49.77762
bra,1985,66.23028
bra,1986,71.63683
bra,1987,71.60731
bra,1988,71.65461
bra,1989,77.9162
bra,1990,79.6494
bra,1991,79.78765
bra,1992,81.40031
bra,1993,82.34273
bra,1994,84.66455
bra,1995,84.55952
bra,1996,84.43737
bra,1997,84.46906
bra,1998,84.45551
bra,1999,84.38847
bra,2000,84.47059
bra,2001,84.29394
bra,2002,85.8541
bra,2003,85.95991
bra,2004,85.52138
bra,2005,86.40025
bra,2006,86.51758
bra,2007,83.99355
bra,2008,84.15103
bra,2009,83.83986
bra,2010,83.78095
bra,2011,83.95896
bra,2012,83.51162
bra,2013,83.48941
bra,2014,86.57155
bra,2015,86.12723
bra,2016,69.82865
bra,2017,72.24729
bra,2018,70.93382
bra,2019,68.67323
brb,1975,85.929
brb,1976,85.47151
brb,1977,85.90906
brb,1978,85.66662
brb,1979,85.78946
brb,1980,85.88204
brb,1981,85.26874
brb,1982,85.66722
brb,1983,85.71767
brb,1984,85.53948
brb,1985,85.43448
brb,1986,85.18812
brb,1987,85.72921
brb,1988,85.88046
brb,1989,85.89739
brb,1990,86.81791
brb,1991,86.93111
brb,1992,86.607
brb,1993,86.9264
brb,1994,87.00575
brb,1995,87.0418
brb,1996,87.05666
brb,1997,86.84658
brb,1998,86.83292
brb,1999,86.76657
brb,2000,86.86667
brb,2001,86.75884
brb,2002,86.79798
brb,2003,86.85183
brb,2004,86.92341
brb,2005,87.18801
brb,2006,86.91004
brb,2007,87.15427
brb,2008,86.89519
brb,2009,86.92223
brb,2010,87.04632
brb,2011,87.05153
brb,2012,86.82567
brb,2013,86.76343
brb,2014,86.88747
brb,2015,86.93544
brb,2016,86.99489
brb,2017,89.51307
brb,2018,89.45457
brb,2019,88.78063
bwa,1975,61.32987
bwa,1976,61.19365
bwa,1977,61.22076
bwa,1978,61.30526
bwa,1979,61.35223
bwa,1980,60.85264
bwa,1981,60.91443
bwa,1982,65.59882
bwa,1983,66.13227
bwa,1984,68.47987
bwa,1985,68.47675
bwa,1986,68.30447
bwa,1987,68.53549
bwa,1988,70.14948
bwa,1989,70.34398
bwa,1990,70.49876
bwa,1991,70.75929
bwa,1992,70.41022
bwa,1993,68.7694
bwa,1994,68.92731
bwa,1995,68.81379
bwa,1996,69.06078
bwa,1997,68.81716
bwa,1998,68.95928
bwa,1999,69.06513
bwa,2000,68.6478
bwa,2001,70.43903
bwa,2002,70.46869
bwa,2003,70.20813
bwa,2004,70.0928
bwa,2005,68.92963
bwa,2006,68.85408
bwa,2007,69.57243
bwa,2008,69.74202
bwa,2009,69.88413
bwa,2010,69.51292
bwa,2011,69.35593
bwa,2012,69.27314
bwa,2013,72.91617
bwa,2014,72.90798
bwa,2015,72.56198
bwa,2016,72.53405
bwa,2017,73.47437
bwa,2018,73.04608
bwa,2019,68.80185
caf,1975,24.44004
caf,1976,22.67142
caf,1977,22.07112
caf,1978,21.88783
caf,1979,22.84361
caf,1980,54.26897
caf,1981,54.15611
caf,1982,37.83924
caf,1983,37.53047
caf,1984,37.37158
caf,1985,37.33578
caf,1986,37.49427
caf,1987,37.59572
caf,1988,37.56291
caf,1989,37.58587
caf,1990,45.6025
caf,1991,53.54748
caf,1992,66.92314
caf,1993,75.22741
caf,1994,75.41203
caf,1995,75.41802
caf,1996,74.00871
caf,1997,75.34002
caf,1998,75.19897
caf,1999,75.50603
caf,2000,75.79913
caf,2001,73.84778
caf,2002,73.84998
caf,2003,72.44922
caf,2004,72.65747
caf,2005,72.60509
caf,2006,74.13869
caf,2007,72.3511
caf,2008,72.64162
caf,2009,72.6237
caf,2010,73.09221
caf,2011,72.83116
caf,2012,72.68263
caf,2013,69.37912
caf,2014,74.64532
caf,2015,75.27138
caf,2016,75.10686
caf,2017,71.69485
caf,2018,70.45142
caf,2019,81.07925
can,1975,90.1194
can,1976,89.95627
can,1977,90.25137
can,1978,90.08556
can,1979,89.99026
can,1980,88.29005
can,1981,88.4145
can,1982,88.32391
can,1983,88.29766
can,1984,88.37627
can,1985,87.94968
can,1986,88.22163
can,1987,88.05556
can,1988,88.49074
can,1989,88.13703
can,1990,88.92092
can,1991,88.62648
can,1992,86.99744
can,1993,85.52186
can,1994,85.30779
can,1995,85.58248
can,1996,85.29512
can,1997,85.79522
can,1998,85.37825
can,1999,85.44057
can,2000,85.48442
can,2001,85.35837
can,2002,85.59625
can,2003,86.48928
can,2004,86.56356
can,2005,86.33405
can,2006,87.00497
can,2007,87.03373
can,2008,86.97623
can,2009,86.37956
can,2010,86.48764
can,2011,86.74482
can,2012,88.26127
can,2013,87.43648
can,2014,87.31881
can,2015,85.69667
can,2016,85.39648
can,2017,84.76027
can,2018,84.38178
can,2019,84.30511
che,1975,89.56474
che,1976,89.94698
che,1977,89.73729
che,1978,89.81775
che,1979,89.82272
che,1980,90.50303
che,1981,90.9734
che,1982,90.90731
che,1983,90.89089
che,1984,91.01071
che,1985,91.04856
che,1986,91.02748
che,1987,90.60674
che,1988,91.08365
che,1989,90.98888
che,1990,91.1594
che,1991,93.57625
che,1992,93.43442
che,1993,92.93905
che,1994,93.26702
che,1995,93.11366
che,1996,93.48642
che,1997,93.48977
che,1998,93.38989
che,1999,93.30959
che,2000,93.47842
che,2001,93.26578
che,2002,93.43013
che,2003,93.2253
che,2004,93.5262
che,2005,93.47022
che,2006,93.3638
che,2007,93.20512
che,2008,93.13295
che,2009,93.54216
che,2010,93.30707
che,2011,93.28441
che,2012,93.38807
che,2013,92.18204
che,2014,92.64374
che,2015,91.18726
che,2016,91.13158
che,2017,91.26714
che,2018,91.06366
che,2019,90.99668
chl,1975,11.10445
chl,1976,10.92937
chl,1977,11.25938
chl,1978,11.12191
chl,1979,13.58808
chl,1980,13.54254
chl,1981,13.46377
chl,1982,13.35692
chl,1983,13.61492
chl,1984,13.5162
chl,1985,15.00691
chl,1986,15.09455
chl,1987,20.06072
chl,1988,21.37247
chl,1989,27.57649
chl,1990,77.90555
chl,1991,80.07092
chl,1992,80.25638
chl,1993,77.66164
chl,1994,79.86606
chl,1995,80.04162
chl,1996,80.04727
chl,1997,79.67833
chl,1998,79.92175
chl,1999,77.77662
chl,2000,84.37777
chl,2001,84.44716
chl,2002,85.72852
chl,2003,85.92744
chl,2004,85.89499
chl,2005,84.74228
chl,2006,85.82584
chl,2007,85.58427
chl,2008,85.74462
chl,2009,84.55639
chl,2010,83.67173
chl,2011,84.49684
chl,2012,84.72051
chl,2013,86.35004
chl,2014,88.8637
chl,2015,84.51523
chl,2016,84.64805
chl,2017,84.8442
chl,2018,78.5521
chl,2019,70.92154
chn,1975,7.72776
chn,1976,7.551
chn,1977,7.5935
chn,1978,12.59241
chn,1979,26.07617
chn,1980,25.85957
chn,1981,25.80446
chn,1982,26.03168
chn,1983,25.99364
chn,1984,26.25213
chn,1985,26.01013
chn,1986,27.61307
chn,1987,27.53832
chn,1988,27.53886
chn,1989,28.56428
chn,1990,26.00805
chn,1991,26.47288
chn,1992,26.03013
chn,1993,29.21581
chn,1994,29.1238
chn,1995,29.74262
chn,1996,29.35416
chn,1997,29.35006
chn,1998,29.63707
chn,1999,29.45066
chn,2000,26.75287
chn,2001,25.22554
chn,2002,25.27554
chn,2003,24.93805
chn,2004,25.04002
chn,2005,25.25566
chn,2006,25.17747
chn,2007,25.1286
chn,2008,25.11455
chn,2009,24.91304
chn,2010,25.10552
chn,2011,25.29051
chn,2012,25.02278
chn,2013,21.92583
chn,2014,21.10717
chn,2015,18.19165
chn,2016,18.6119
chn,2017,21.45169
chn,2018,14.8873
chn,2019,12.14896
civ,1975,12.93632
civ,1976,12.72669
civ,1977,13.06129
civ,1978,12.77699
civ,1979,12.81584
civ,1980,12.96113
civ,1981,12.85785
civ,1982,12.97751
civ,1983,12.97734
civ,1984,13.10136
civ,1985,13.15151
civ,1986,13.0365
civ,1987,12.99884
civ,1988,12.92104
civ,1989,12.95462
civ,1990,50.35129
civ,1991,50.50185
civ,1992,50.43942
civ,1993,52.91291
civ,1994,62.95443
civ,1995,62.01062
civ,1996,61.7746
civ,1997,61.58808
civ,1998,61.64277
civ,1999,61.65274
civ,2000,63.4831
civ,2001,64.30556
civ,2002,63.17905
civ,2003,62.72287
civ,2004,62.83879
civ,2005,63.53578
civ,2006,63.68794
civ,2007,63.60815
civ,2008,63.531
civ,2009,64.08158
civ,2010,63.35674
civ,2011,62.66953
civ,2012,65.22572
civ,2013,64.79653
civ,2014,64.82603
civ,2015,64.63026
civ,2016,64.81074
civ,2017,65.41594
civ,2018,67.42882
civ,2019,59.22073
cmr,1975,9.76369
cmr,1976,10.09604
cmr,1977,9.94998
cmr,1978,10.01058
cmr,1979,10.00605
cmr,1980,18.46548
cmr,1981,18.91082
cmr,1982,21.44706
cmr,1983,27.04164
cmr,1984,27.11287
cmr,1985,27.09499
cmr,1986,26.93216
cmr,1987,26.84334
cmr,1988,27.28218
cmr,1989,27.07561
cmr,1990,46.54791
cmr,1991,47.70717
cmr,1992,53.48188
cmr,1993,55.31402
cmr,1994,55.55538
cmr,1995,55.1845
cmr,1996,55.33636
cmr,1997,53.79796
cmr,1998,53.74291
cmr,1999,53.53699
cmr,2000,63.13847
cmr,2001,62.9385
cmr,2002,62.79652
cmr,2003,63.06866
cmr,2004,63.05398
cmr,2005,63.24732
cmr,2006,63.30141
cmr,2007,64.51389
cmr,2008,65.82171
cmr,2009,65.72144
cmr,2010,65.6399
cmr,2011,65.0529
cmr,2012,67.11925
cmr,2013,67.5126
cmr,2014,67.43195
cmr,2015,67.40873
cmr,2016,61.23426
cmr,2017,60.14238
cmr,2018,61.38424
cmr,2019,61.1724
cod,1975,20.54482
cod,1976,20.94578
cod,1977,20.73571
cod,1978,20.80073
cod,1979,20.75733
cod,1980,20.75659
cod,1981,20.85694
cod,1982,20.78597
cod,1983,20.51103
cod,1984,20.83436
cod,1985,20.78656
cod,1986,20.74148
cod,1987,20.78807
cod,1988,20.94416
cod,1989,20.62972
