country,time,wn_bothhouses_c
fji,1993,4.02
fji,1994,4.29
fji,1995,6.01
fji,1996,7.45
fji,1997,8.69
fji,1998,9.75
fji,1999,10.68
fji,2000,9.71
fji,2001,8.74
fji,2002,9.65
fji,2003,10.48
fji,2004,11.24
fji,2005,11.95
fji,2006,12.6
fji,2007,12.78
fji,2008,12.99
fji,2009,13.25
fji,2010,13.56
fji,2011,13.95
fji,2012,14.44
fji,2013,15.09
fji,2014,16
fji,2015,16.92
fji,2016,17.82
fji,2017,18.72
fji,2018,19.61
fji,2019,19.61
fji,2020,21.57
fji,2021,19.61
fra,1945,5.63
fra,1946,6.19
fra,1947,5.77
fra,1948,3.75
fra,1949,3.53
fra,1950,3.44
fra,1951,3.38
fra,1952,3.33
fra,1953,3.24
fra,1954,3.1
fra,1955,2.82
fra,1956,3.19
fra,1957,2.27
fra,1958,1.67
fra,1959,1.63
fra,1960,1.75
fra,1961,1.81
fra,1962,1.85
fra,1963,1.84
fra,1964,1.82
fra,1965,2.03
fra,1966,2.16
fra,1967,2.26
fra,1968,1.95
fra,1969,1.87
fra,1970,1.72
fra,1971,1.41
fra,1972,2.2
fra,1973,2.65
fra,1974,2.47
fra,1975,2.21
fra,1976,1.95
fra,1977,1.69
fra,1978,4.28
fra,1979,3.52
fra,1980,2.3
fra,1981,7.13
fra,1982,5.45
fra,1983,2.84
fra,1984,4.25
fra,1985,4.88
fra,1986,5.25
fra,1987,5.91
fra,1988,6.93
fra,1989,3.12
fra,1990,3.74
fra,1991,4.36
fra,1992,4.98
fra,1993,6.41
fra,1994,6.12
fra,1995,5.61
fra,1996,9.02
fra,1997,10.92
fra,1998,5.92
fra,1999,7.59
fra,2000,9.26
fra,2001,10.94
fra,2002,12.22
fra,2003,12.85
fra,2004,13.96
fra,2005,15.26
fra,2006,16.67
fra,2007,18.2
fra,2008,21.87
fra,2009,20.73
fra,2010,20.2
fra,2011,19.89
fra,2012,26.86
fra,2013,26.16
fra,2014,25
fra,2015,30.85
fra,2016,33.62
fra,2017,35.24
fra,2018,36.05
fra,2019,36.86
fra,2020,37.73
fra,2021,37.84
fsm,1993,0
fsm,1994,0
fsm,1995,0
fsm,1996,0
fsm,1997,0
fsm,1998,0
fsm,1999,0
fsm,2000,0
fsm,2001,0
fsm,2002,0
fsm,2003,0
fsm,2004,0
fsm,2005,0
fsm,2006,0
fsm,2007,0
fsm,2008,0
fsm,2009,0
fsm,2010,0
fsm,2011,0
fsm,2012,0
fsm,2013,0
fsm,2014,0
fsm,2015,0
fsm,2016,0
fsm,2017,0
fsm,2018,0
fsm,2019,0
fsm,2020,0
fsm,2021,7.14
gab,1961,1.49
gab,1962,1.1
gab,1963,0.62
gab,1964,0
gab,1965,0
gab,1966,0
gab,1967,0
gab,1968,0.74
gab,1969,1.47
gab,1970,2.19
gab,1971,2.9
gab,1972,3.6
gab,1973,4.29
gab,1974,6.04
gab,1975,7.65
gab,1976,9.12
gab,1977,10.48
gab,1978,11.74
gab,1979,12.9
gab,1980,13.98
gab,1981,13.82
gab,1982,13.68
gab,1983,13.55
gab,1984,13.44
gab,1985,13.33
gab,1986,11.85
gab,1987,10.37
gab,1988,8.88
gab,1989,7.38
gab,1990,5.88
gab,1991,6.29
gab,1992,6.7
gab,1993,7.11
gab,1994,7.52
gab,1995,7.93
gab,1996,8.33
gab,1997,10.99
gab,1998,10.46
gab,1999,10
gab,2000,9.6
gab,2001,9.24
gab,2002,10.95
gab,2003,13.19
gab,2004,12.91
gab,2005,12.69
gab,2006,12.5
gab,2007,13.2
gab,2008,13.92
gab,2009,14.66
gab,2010,13.97
gab,2011,13.27
gab,2012,15.03
gab,2013,16.93
gab,2014,19
gab,2015,18.66
gab,2016,18.38
gab,2017,18.13
gab,2018,17.91
gab,2019,17.95
gab,2020,16.67
gab,2021,18.1
gbr,1945,3.75
gbr,1946,3.67
gbr,1947,3.6
gbr,1948,3.52
gbr,1949,3.44
gbr,1950,3.36
gbr,1951,2.72
gbr,1952,2.99
gbr,1953,3.27
gbr,1954,3.54
gbr,1955,3.81
gbr,1956,3.85
gbr,1957,3.89
gbr,1958,3.93
gbr,1959,3.97
gbr,1960,4.1
gbr,1961,4.22
gbr,1962,4.35
gbr,1963,4.48
gbr,1964,4.6
gbr,1965,4.37
gbr,1966,4.13
gbr,1967,4.13
gbr,1968,4.13
gbr,1969,4.13
gbr,1970,4.13
gbr,1971,4.05
gbr,1972,4
gbr,1973,3.96
gbr,1974,3.94
gbr,1975,3.83
gbr,1976,3.7
gbr,1977,3.53
gbr,1978,3.31
gbr,1979,2.99
gbr,1980,3.13
gbr,1981,3.27
gbr,1982,3.4
gbr,1983,3.54
gbr,1984,4.23
gbr,1985,4.92
gbr,1986,5.62
gbr,1987,6.31
gbr,1988,6.89
gbr,1989,7.47
gbr,1990,8.05
gbr,1991,8.64
gbr,1992,9.22
gbr,1993,8.07
gbr,1994,7.34
gbr,1995,6.83
gbr,1996,6.83
gbr,1997,11.5
gbr,1998,14.59
gbr,1999,8.84
gbr,2000,15.69
gbr,2001,17.48
gbr,2002,14.59
gbr,2003,16.69
gbr,2004,17.82
gbr,2005,18.51
gbr,2006,18.91
gbr,2007,19.73
gbr,2008,19.71
gbr,2009,20
gbr,2010,22.34
gbr,2011,22.63
gbr,2012,22.63
gbr,2013,22.63
gbr,2014,23.39
gbr,2015,26.75
gbr,2016,24.85
gbr,2017,28.52
gbr,2018,28.71
gbr,2019,28.91
gbr,2020,30.58
gbr,2021,31.23
geo,1990,7.2
geo,1991,6.78
geo,1992,6.31
geo,1993,6.52
geo,1994,6.73
geo,1995,6.93
geo,1996,7
geo,1997,7.08
geo,1998,7.16
geo,1999,7.23
geo,2000,7.59
geo,2001,7.84
geo,2002,8.03
geo,2003,8.18
geo,2004,8.3
geo,2005,8.08
geo,2006,7.74
geo,2007,7.17
geo,2008,6
geo,2009,7.5
geo,2010,9
geo,2011,10.5
geo,2012,12
geo,2013,10.56
geo,2014,9.83
geo,2015,9.4
geo,2016,9.11
geo,2017,9.91
geo,2018,11.36
geo,2019,14.77
geo,2020,20.67
geo,2021,19.05
gha,1960,9.62
gha,1961,9.62
gha,1962,9.62
gha,1963,9.62
gha,1964,9.62
gha,1965,9.62
gha,1966,7.08
gha,1967,4.92
gha,1968,3.05
gha,1969,1.43
gha,1970,1.64
gha,1971,1.86
gha,1972,2.07
gha,1973,2.29
gha,1974,2.5
gha,1975,2.71
gha,1976,2.93
gha,1977,3.14
gha,1978,3.36
gha,1979,3.57
gha,1980,4.04
gha,1981,4.48
gha,1982,4.9
gha,1983,5.29
gha,1984,5.66
gha,1985,6.01
gha,1986,6.34
gha,1987,6.65
gha,1988,6.95
gha,1989,7.23
gha,1990,7.5
gha,1991,7.76
gha,1992,8
gha,1993,8.25
gha,1994,8.5
gha,1995,8.75
gha,1996,9
gha,1997,9
gha,1998,9
gha,1999,9
gha,2000,9
gha,2001,9.52
gha,2002,10
gha,2003,10.45
gha,2004,10.87
gha,2005,10.13
gha,2006,9.39
gha,2007,8.64
gha,2008,7.89
gha,2009,8.34
gha,2010,8.76
gha,2011,9.16
gha,2012,9.54
gha,2013,9.91
gha,2014,10.26
gha,2015,10.59
gha,2016,10.91
gha,2017,11.64
gha,2018,12.36
gha,2019,13.09
gha,2020,14.55
gha,2021,14.55
gin,1963,18.67
gin,1964,19.2
gin,1965,19.73
gin,1966,20.27
gin,1967,20.8
gin,1968,21.33
gin,1969,20
gin,1970,19
gin,1971,18.22
gin,1972,17.6
gin,1973,17.09
gin,1974,16.67
gin,1975,16.31
gin,1976,15.95
gin,1977,15.58
gin,1978,15.2
gin,1979,14.81
gin,1980,14.42
gin,1981,14.01
gin,1982,13.59
gin,1983,13.16
gin,1984,12.72
gin,1985,12.27
gin,1986,11.81
gin,1987,11.33
gin,1988,10.85
gin,1989,10.34
gin,1990,9.83
gin,1991,9.3
gin,1992,8.75
gin,1993,8.19
gin,1994,7.61
gin,1995,7.02
gin,1996,8.77
gin,1997,10.53
gin,1998,12.28
gin,1999,14.04
gin,2000,15.79
gin,2001,17.54
gin,2002,19.3
gin,2003,19.54
gin,2004,19.78
gin,2005,20.02
gin,2006,20.26
gin,2007,20.49
gin,2008,20.73
gin,2009,20.97
gin,2010,21.21
gin,2011,21.45
gin,2012,21.69
gin,2013,21.93
gin,2014,22.08
gin,2015,22.22
gin,2016,22.37
gin,2017,22.51
gin,2018,22.66
gin,2019,22.81
gin,2020,16.67
gin,2021,16.67
gmb,1966,0
gmb,1967,0
gmb,1968,0
gmb,1969,0
gmb,1970,0
gmb,1971,0
gmb,1972,0
gmb,1973,0.72
gmb,1974,1.41
gmb,1975,2.07
gmb,1976,2.71
gmb,1977,3.33
gmb,1978,3.93
gmb,1979,4.51
gmb,1980,5.06
gmb,1981,5.6
gmb,1982,6.12
gmb,1983,6.48
gmb,1984,6.83
gmb,1985,7.17
gmb,1986,7.51
gmb,1987,7.84
gmb,1988,7.84
gmb,1989,7.84
gmb,1990,7.84
gmb,1991,7.84
gmb,1992,7.84
gmb,1993,6.72
gmb,1994,5.58
gmb,1995,4.42
gmb,1996,3.24
gmb,1997,2.04
gmb,1998,4.42
gmb,1999,6.72
gmb,2000,8.95
gmb,2001,11.11
gmb,2002,13.21
gmb,2003,12.45
gmb,2004,11.7
gmb,2005,10.94
gmb,2006,10.19
gmb,2007,9.43
gmb,2008,9.06
gmb,2009,8.68
gmb,2010,8.3
gmb,2011,7.92
gmb,2012,7.55
gmb,2013,8.15
gmb,2014,8.73
gmb,2015,9.29
gmb,2016,9.82
gmb,2017,10.34
gmb,2018,10.34
gmb,2019,10.34
gmb,2020,8.62
gmb,2021,10.34
gnb,1972,8.33
gnb,1973,9.61
gnb,1974,10.74
gnb,1975,11.75
gnb,1976,12.67
gnb,1977,12.92
gnb,1978,13.17
gnb,1979,13.42
gnb,1980,13.67
gnb,1981,13.92
gnb,1982,14.17
gnb,1983,14.42
gnb,1984,14.67
gnb,1985,15.73
gnb,1986,16.8
gnb,1987,17.87
gnb,1988,18.93
gnb,1989,20
gnb,1990,18.57
gnb,1991,16.92
gnb,1992,15
gnb,1993,12.73
gnb,1994,10
gnb,1995,9.56
gnb,1996,9.13
gnb,1997,8.7
gnb,1998,8.27
gnb,1999,7.84
gnb,2000,9.06
gnb,2001,10.28
gnb,2002,11.51
gnb,2003,12.75
gnb,2004,14
gnb,2005,13
gnb,2006,12
gnb,2007,11
gnb,2008,10
gnb,2009,10.63
gnb,2010,11.26
gnb,2011,11.88
gnb,2012,12.5
gnb,2013,13.11
gnb,2014,13.73
gnb,2015,13.73
gnb,2016,13.73
gnb,2017,13.73
gnb,2018,13.73
gnb,2019,13.73
gnb,2020,13.73
gnb,2021,13.73
gnq,1968,5.71
gnq,1969,5.45
gnq,1970,5.22
gnq,1971,5
gnq,1972,4.8
gnq,1973,4.62
gnq,1974,4.44
gnq,1975,4.29
gnq,1976,4.14
gnq,1977,4
gnq,1978,3.87
gnq,1979,3.75
gnq,1980,3.64
gnq,1981,3.53
gnq,1982,3.43
gnq,1983,3.33
gnq,1984,5.33
gnq,1985,7.33
gnq,1986,9.33
gnq,1987,11.33
gnq,1988,13.33
gnq,1989,11.88
gnq,1990,10.59
gnq,1991,9.44
gnq,1992,8.42
gnq,1993,7.5
gnq,1994,7.08
gnq,1995,6.67
gnq,1996,6.25
gnq,1997,5.83
gnq,1998,5.42
gnq,1999,5
gnq,2000,11.11
gnq,2001,13.46
gnq,2002,14.71
gnq,2003,15.48
gnq,2004,16
gnq,2005,15.23
gnq,2006,14
gnq,2007,11.71
gnq,2008,6
gnq,2009,9.82
gnq,2010,12.81
gnq,2011,15.21
gnq,2012,17.18
gnq,2013,18.82
gnq,2014,18.74
gnq,2015,18.66
gnq,2016,18.58
gnq,2017,18.5
gnq,2018,18.84
gnq,2019,19.19
gnq,2020,20.35
gnq,2021,19.77
grc,1946,0
grc,1947,0
grc,1948,0
grc,1949,0
grc,1950,0
grc,1951,0
grc,1952,0.33
grc,1953,0.42
grc,1954,0.5
grc,1955,0.58
grc,1956,0.67
grc,1957,1
grc,1958,1.33
grc,1959,1.11
grc,1960,0.89
grc,1961,0.67
grc,1962,0.5
grc,1963,0.33
grc,1964,0.67
grc,1965,0.8
grc,1966,0.93
grc,1967,1.07
grc,1968,1.2
grc,1969,1.33
grc,1970,1.47
grc,1971,1.6
grc,1972,1.73
grc,1973,1.87
grc,1974,2
grc,1975,2.44
grc,1976,2.89
grc,1977,3.33
grc,1978,3.58
grc,1979,3.83
grc,1980,4.08
grc,1981,4.33
grc,1982,4.33
grc,1983,4.33
grc,1984,4.33
grc,1985,4.33
grc,1986,4.73
grc,1987,5
grc,1988,5.19
grc,1989,5.33
grc,1990,4.67
grc,1991,5.11
grc,1992,5.56
grc,1993,6
grc,1994,6.11
grc,1995,6.22
grc,1996,6.33
grc,1997,6.92
grc,1998,7.5
grc,1999,8.08
grc,2000,8.67
grc,2001,10
grc,2002,11.33
grc,2003,12.67
grc,2004,14
grc,2005,14.67
grc,2006,15.07
grc,2007,15.33
grc,2008,16
grc,2009,17.33
grc,2010,18.56
grc,2011,19.78
grc,2012,21
grc,2013,21.67
grc,2014,22.33
grc,2015,23
grc,2016,22.42
grc,2017,21.83
grc,2018,21.25
grc,2019,20.67
grc,2020,21.67
grc,2021,21
grd,1972,14.29
grd,1973,14.29
grd,1974,14.29
grd,1975,14.29
grd,1976,14.29
grd,1977,13.78
grd,1978,13.27
grd,1979,12.78
grd,1980,12.28
grd,1981,11.79
grd,1982,11.3
grd,1983,10.82
grd,1984,10.34
grd,1985,10.98
grd,1986,11.63
grd,1987,12.28
grd,1988,12.94
grd,1989,13.61
grd,1990,14.29
grd,1991,13.57
grd,1992,12.86
grd,1993,12.14
grd,1994,11.43
grd,1995,10.71
grd,1996,12.5
grd,1997,14.29
grd,1998,16.07
grd,1999,17.86
grd,2000,20.54
grd,2001,23.21
grd,2002,25.89
grd,2003,28.57
grd,2004,27.14
grd,2005,25.71
grd,2006,24.29
grd,2007,22.86
grd,2008,21.43
grd,2009,23.21
grd,2010,25
grd,2011,26.79
grd,2012,28.57
grd,2013,30.36
grd,2014,32.14
grd,2015,33.93
grd,2016,35.71
grd,2017,37.5
grd,2018,39.29
grd,2019,39.29
grd,2020,32.14
grd,2021,32.14
gtm,1954,1.52
gtm,1955,0
gtm,1956,0
gtm,1957,0
gtm,1958,0
gtm,1959,0
gtm,1960,0
gtm,1961,0
gtm,1962,0
gtm,1963,0
gtm,1964,0
gtm,1965,0.67
gtm,1966,1.82
gtm,1967,1.87
gtm,1968,1.92
gtm,1969,1.98
gtm,1970,2.04
gtm,1971,2.54
gtm,1972,3.03
gtm,1973,3.52
gtm,1974,4
gtm,1975,3.77
gtm,1976,3.57
gtm,1977,3.39
gtm,1978,3.23
gtm,1979,3.27
gtm,1980,3.3
gtm,1981,3.33
gtm,1982,3.36
gtm,1983,3.39
gtm,1984,3.41
gtm,1985,7
gtm,1986,6.59
gtm,1987,6.2
gtm,1988,5.84
gtm,1989,5.5
gtm,1990,5.17
gtm,1991,5.61
gtm,1992,6.12
gtm,1993,6.74
gtm,1994,7.5
gtm,1995,12.5
gtm,1996,10.76
gtm,1997,9.33
gtm,1998,8.11
gtm,1999,7.08
gtm,2000,7.44
gtm,2001,7.75
gtm,2002,8.01
gtm,2003,8.23
gtm,2004,9.18
gtm,2005,10.13
gtm,2006,11.08
gtm,2007,12.03
gtm,2008,12.34
gtm,2009,12.66
gtm,2010,12.97
gtm,2011,13.29
gtm,2012,13.45
gtm,2013,13.61
gtm,2014,13.77
gtm,2015,13.92
gtm,2016,15.3
gtm,2017,16.67
gtm,2018,18.03
gtm,2019,19.38
gtm,2020,19.38
gtm,2021,19.38
guy,1964,9.43
guy,1965,9.85
guy,1966,10.27
guy,1967,10.69
guy,1968,11.11
guy,1969,11.53
guy,1970,11.95
guy,1971,12.37
guy,1972,12.79
guy,1973,13.21
guy,1974,13.64
guy,1975,14.06
guy,1976,14.48
guy,1977,14.88
guy,1978,15.28
guy,1979,15.66
guy,1980,16.04
guy,1981,16.41
guy,1982,16.77
guy,1983,17.13
guy,1984,17.47
guy,1985,17.81
guy,1986,18.14
guy,1987,18.47
guy,1988,18.79
guy,1989,19.1
guy,1990,19.41
guy,1991,19.71
guy,1992,20
guy,1993,20
guy,1994,20
guy,1995,20
guy,1996,20
guy,1997,20
guy,1998,20
guy,1999,20
guy,2000,20
guy,2001,20
guy,2002,21.88
guy,2003,23.72
guy,2004,25.52
guy,2005,27.27
guy,2006,28.99
guy,2007,29.45
guy,2008,29.91
guy,2009,30.38
guy,2010,30.86
guy,2011,31.34
guy,2012,31.11
guy,2013,30.88
guy,2014,30.66
guy,2015,30.43
guy,2016,30.8
guy,2017,31.16
guy,2018,31.52
guy,2019,31.88
guy,2020,35.71
guy,2021,35.71
hnd,1949,0
hnd,1950,0
hnd,1951,0
hnd,1952,0
hnd,1953,0
hnd,1954,0
hnd,1955,1.7
hnd,1956,3.43
hnd,1957,5.17
hnd,1958,4.89
hnd,1959,4.62
hnd,1960,4.36
hnd,1961,4.1
hnd,1962,3.85
hnd,1963,3.6
hnd,1964,3.36
hnd,1965,3.13
hnd,1966,4.19
hnd,1967,5.26
hnd,1968,6.35
hnd,1969,7.45
hnd,1970,8.56
hnd,1971,9.68
hnd,1972,9.17
hnd,1973,8.68
hnd,1974,8.21
hnd,1975,7.74
hnd,1976,7.3
hnd,1977,6.86
hnd,1978,6.44
hnd,1979,6.03
hnd,1980,5.63
hnd,1981,8.54
hnd,1982,8.18
hnd,1983,7.91
hnd,1984,7.69
hnd,1985,7.52
hnd,1986,8.16
hnd,1987,8.81
hnd,1988,9.48
hnd,1989,10.16
hnd,1990,9.38
hnd,1991,8.59
hnd,1992,7.81
hnd,1993,7.03
hnd,1994,7.23
hnd,1995,7.42
hnd,1996,7.62
hnd,1997,7.81
hnd,1998,7.23
hnd,1999,6.64
hnd,2000,6.05
hnd,2001,5.47
hnd,2002,9.96
hnd,2003,14.45
hnd,2004,18.95
hnd,2005,23.44
hnd,2006,22.07
hnd,2007,20.7
hnd,2008,19.34
hnd,2009,17.97
hnd,2010,19.92
hnd,2011,21.88
hnd,2012,23.83
hnd,2013,25.78
hnd,2014,24.61
hnd,2015,23.44
hnd,2016,22.27
hnd,2017,21.09
hnd,2018,21.09
hnd,2019,21.09
hnd,2020,21.09
hnd,2021,27.34
hrv,1992,5.8
hrv,1993,4.41
hrv,1994,6.67
hrv,1995,7.87
hrv,1996,6.46
hrv,1997,5.15
hrv,1998,10.64
hrv,1999,15.75
hrv,2000,20.53
hrv,2001,19.6
hrv,2002,18.68
hrv,2003,17.76
hrv,2004,18.56
hrv,2005,19.34
hrv,2006,20.13
hrv,2007,20.92
hrv,2008,21.64
hrv,2009,22.37
hrv,2010,23.1
hrv,2011,23.84
hrv,2012,21.36
hrv,2013,18.87
hrv,2014,16.39
hrv,2015,13.91
hrv,2016,13.91
hrv,2017,15.23
hrv,2018,17.22
hrv,2019,20.53
hrv,2020,31.13
hrv,2021,31.79
hti,1946,0
hti,1947,0
hti,1948,0
hti,1949,0
hti,1950,0
hti,1951,0
hti,1952,0
hti,1953,0
hti,1954,0
hti,1955,0
hti,1956,0
hti,1957,0
hti,1958,1.29
hti,1959,2.59
hti,1960,3.88
hti,1961,5.17
hti,1962,5.75
hti,1963,6.32
hti,1964,6.9
hti,1965,7.47
hti,1966,8.05
hti,1967,8.62
hti,1968,7.76
hti,1969,6.9
hti,1970,6.03
hti,1971,5.17
hti,1972,4.31
hti,1973,3.45
hti,1974,3.74
hti,1975,4.02
hti,1976,4.31
hti,1977,4.6
hti,1978,4.89
hti,1979,5.17
hti,1980,5.84
hti,1981,6.51
hti,1982,7.17
hti,1983,7.82
hti,1984,8.47
hti,1985,6.05
hti,1986,4.29
hti,1987,2.96
hti,1988,1.92
hti,1989,2.34
hti,1990,2.73
hti,1991,2.74
hti,1992,2.76
hti,1993,2.77
hti,1994,2.79
hti,1995,2.8
hti,1996,1.86
hti,1997,0
hti,1998,4.59
hti,1999,7.3
hti,2000,9.09
hti,2001,9.52
hti,2002,10.04
hti,2003,10.65
hti,2004,11.4
hti,2005,12.35
hti,2006,13.56
hti,2007,4.08
hti,2008,4.72
hti,2009,6.9
hti,2010,4
hti,2011,3.59
hti,2012,3.21
hti,2013,2.84
hti,2014,2.48
hti,2015,2.14
hti,2016,2.33
hti,2017,2.59
hti,2018,2.69
hti,2019,2.74
hti,2020,0
hti,2021,0
hun,1945,2.85
hun,1946,4.09
hun,1947,5.35
hun,1948,11.44
hun,1949,17.66
hun,1950,17.62
hun,1951,17.57
hun,1952,17.52
hun,1953,17.45
hun,1954,17.65
hun,1955,17.83
hun,1956,18.01
hun,1957,18.18
hun,1958,18.34
hun,1959,18.32
hun,1960,18.3
hun,1961,18.28
hun,1962,18.26
hun,1963,18.24
hun,1964,18.63
hun,1965,19.01
hun,1966,19.39
hun,1967,19.77
hun,1968,20.8
hun,1969,21.83
hun,1970,22.85
hun,1971,23.86
hun,1972,25.07
hun,1973,26.28
hun,1974,27.49
hun,1975,28.69
hun,1976,28.98
hun,1977,29.26
hun,1978,29.55
hun,1979,29.83
hun,1980,30.11
hun,1981,28.09
hun,1982,26.15
hun,1983,24.27
hun,1984,22.47
hun,1985,20.73
hun,1986,18.03
hun,1987,15.34
hun,1988,12.64
hun,1989,9.95
hun,1990,7.25
hun,1991,8.29
hun,1992,9.33
hun,1993,10.36
hun,1994,11.4
hun,1995,10.62
hun,1996,9.84
hun,1997,9.07
hun,1998,8.29
hun,1999,8.49
hun,2000,8.63
hun,2001,8.72
hun,2002,8.8
hun,2003,9.02
hun,2004,9.32
hun,2005,9.74
hun,2006,10.36
hun,2007,10.04
hun,2008,9.72
hun,2009,9.39
hun,2010,9.07
hun,2011,9.14
hun,2012,9.23
hun,2013,9.36
hun,2014,9.55
hun,2015,10.3
hun,2016,11.06
hun,2017,11.81
hun,2018,12.56
hun,2019,12.56
hun,2020,12.56
hun,2021,13.07
idn,1950,3.1
idn,1951,3.57
idn,1952,4.11
idn,1953,4.72
idn,1954,5.42
idn,1955,6.25
idn,1956,6.23
idn,1957,6.21
idn,1958,6.2
idn,1959,6.18
idn,1960,9.21
idn,1961,9.04
idn,1962,8.87
idn,1963,8.72
idn,1964,8.57
idn,1965,8.42
idn,1966,8.29
idn,1967,7.85
idn,1968,7.49
idn,1969,7.38
idn,1970,7.27
idn,1971,7.17
idn,1972,7.21
idn,1973,7.25
idn,1974,7.28
idn,1975,7.32
idn,1976,7.36
idn,1977,7.39
idn,1978,7.74
idn,1979,8.09
idn,1980,8.43
idn,1981,8.78
idn,1982,9.13
idn,1983,9.83
idn,1984,10.5
idn,1985,11.16
idn,1986,11.79
idn,1987,12.4
idn,1988,12.36
idn,1989,12.32
idn,1990,12.28
idn,1991,12.24
idn,1992,12.2
idn,1993,12.28
idn,1994,12.36
idn,1995,12.44
idn,1996,12.52
idn,1997,12.6
idn,1998,10.3
idn,1999,8
idn,2000,8.71
idn,2001,9.38
idn,2002,10.04
idn,2003,10.67
idn,2004,11.27
idn,2005,13.28
idn,2006,14.7
idn,2007,15.76
idn,2008,16.58
idn,2009,17.23
idn,2010,17.18
idn,2011,17.12
idn,2012,17.04
idn,2013,16.93
idn,2014,16.79
idn,2015,16.91
idn,2016,17.03
idn,2017,17.15
idn,2018,17.27
idn,2019,17.39
idn,2020,21.04
idn,2021,21.91
ind,1951,3.82
ind,1952,6.94
ind,1953,7.36
ind,1954,7.76
ind,1955,8.2
ind,1956,8.62
ind,1957,5.48
ind,1958,9.48
ind,1959,9.83
ind,1960,10.17
ind,1961,7.79
ind,1962,7.04
ind,1963,7.47
ind,1964,8.82
ind,1965,9.24
ind,1966,9.66
ind,1967,5.93
ind,1968,9.17
ind,1969,7.5
ind,1970,5.83
ind,1971,4.05
ind,1972,7.41
ind,1973,7.2
ind,1974,7
ind,1975,8.42
ind,1976,9.84
ind,1977,3.33
ind,1978,10.25
ind,1979,7.9
ind,1980,7.17
ind,1981,7.8
ind,1982,9.84
ind,1983,9.15
ind,1984,8.94
ind,1985,9.25
ind,1986,10.25
ind,1987,10.22
ind,1988,10.2
ind,1989,4.99
ind,1990,9.8
ind,1991,7.23
ind,1992,6.94
ind,1993,7.55
ind,1994,8.16
ind,1995,7.54
ind,1996,7.34
ind,1997,7.79
ind,1998,8.26
ind,1999,8.44
ind,2000,8.98
ind,2001,9.59
ind,2002,10.2
ind,2003,9.51
ind,2004,9.3
ind,2005,9.64
ind,2006,10.74
ind,2007,10.79
ind,2008,10.81
ind,2009,10.83
ind,2010,10.33
ind,2011,10.06
ind,2012,9.8
ind,2013,11.15
ind,2014,11.58
ind,2015,11.93
ind,2016,11.91
ind,2017,11.74
ind,2018,11.39
ind,2019,13.49
ind,2020,13.44
ind,2021,14.12
irl,1948,3.86
irl,1949,3.86
irl,1950,3.86
irl,1951,3.86
irl,1952,3.86
irl,1953,3.86
irl,1954,3.86
irl,1955,4.03
irl,1956,4.19
irl,1957,4.35
irl,1958,4
irl,1959,3.65
irl,1960,3.3
irl,1961,2.94
irl,1962,3.31
irl,1963,3.68
irl,1964,4.04
irl,1965,4.41
irl,1966,4.29
irl,1967,4.18
irl,1968,4.06
irl,1969,3.94
irl,1970,3.94
irl,1971,3.94
irl,1972,3.94
irl,1973,3.94
irl,1974,4.41
irl,1975,4.87
irl,1976,5.32
irl,1977,5.77
irl,1978,6.47
irl,1979,7.14
irl,1980,7.79
irl,1981,8.41
irl,1982,9.73
irl,1983,10
irl,1984,9.11
irl,1985,8.74
irl,1986,8.54
irl,1987,8.41
irl,1988,8.41
irl,1989,8.41
irl,1990,9.39
irl,1991,10.57
irl,1992,12.05
irl,1993,13.33
irl,1994,13.61
irl,1995,13.67
irl,1996,13.7
irl,1997,13.72
irl,1998,13.76
irl,1999,13.81
irl,2000,13.85
irl,2001,13.89
irl,2002,13.94
irl,2003,14.11
irl,2004,14.33
irl,2005,14.6
irl,2006,14.97
irl,2007,15.49
irl,2008,16.07
irl,2009,16.5
irl,2010,16.83
irl,2011,17.09
irl,2012,18.13
irl,2013,19.23
irl,2014,20.4
irl,2015,21.65
irl,2016,22.99
irl,2017,23.31
irl,2018,23.74
irl,2019,24.31
irl,2020,27.27
irl,2021,27.4
irn,1947,0
irn,1948,0
irn,1949,0
irn,1950,0
irn,1951,0
irn,1952,0
irn,1953,0
irn,1954,0
irn,1955,0.44
irn,1956,0.85
irn,1957,1.23
irn,1958,1.59
irn,1959,1.93
irn,1960,2.25
irn,1961,2.55
irn,1962,2.83
irn,1963,3.1
irn,1964,3.13
irn,1965,3.17
irn,1966,3.2
irn,1967,3.23
irn,1968,4.12
irn,1969,4.94
irn,1970,5.7
irn,1971,6.4
irn,1972,6.48
irn,1973,6.55
irn,1974,6.63
irn,1975,6.71
irn,1976,5.82
irn,1977,4.86
irn,1978,3.82
irn,1979,2.7
irn,1980,1.48
irn,1981,1.48
irn,1982,1.48
irn,1983,1.48
irn,1984,1.48
irn,1985,1.48
irn,1986,1.48
irn,1987,1.48
irn,1988,1.48
irn,1989,1.96
irn,1990,2.45
irn,1991,2.94
irn,1992,3.45
irn,1993,3.59
irn,1994,3.73
irn,1995,3.88
irn,1996,4.03
irn,1997,3.87
irn,1998,3.72
irn,1999,3.58
irn,2000,3.45
irn,2001,3.62
irn,2002,3.79
irn,2003,3.97
irn,2004,4.14
irn,2005,3.79
irn,2006,3.45
irn,2007,3.1
irn,2008,2.76
irn,2009,2.84
irn,2010,2.93
irn,2011,3.02
irn,2012,3.1
irn,2013,3.66
irn,2014,4.03
irn,2015,4.29
irn,2016,4.49
irn,2017,4.77
irn,2018,5.19
