country,time,as_from
rus,1984,0
rus,1985,0
rus,1986,0
rus,1987,0
rus,1988,0
rus,1989,0
rus,1990,0
rus,1991,0
rus,1992,0
rus,1993,0
rus,1994,0
rus,1995,0
rus,1996,0
rus,1997,0
rus,1998,0
rus,1999,0
rus,2000,10597
rus,2001,14668
rus,2002,19615
rus,2003,21031
rus,2004,13000
rus,2005,14303
rus,2006,19057
rus,2007,17581
rus,2008,15697
rus,2009,13286
rus,2010,10468
rus,2011,11840
rus,2012,15254
rus,2013,25961
rus,2014,24189
rus,2015,27508
rus,2016,35366
rus,2017,38663
rus,2018,43268
rus,2019,48317
rus,2020,44392
rwa,1961,0
rwa,1962,0
rwa,1963,0
rwa,1964,0
rwa,1965,0
rwa,1966,0
rwa,1967,0
rwa,1968,0
rwa,1969,0
rwa,1970,0
rwa,1971,0
rwa,1972,0
rwa,1973,0
rwa,1974,0
rwa,1975,0
rwa,1976,0
rwa,1977,0
rwa,1978,0
rwa,1979,0
rwa,1980,0
rwa,1981,0
rwa,1982,0
rwa,1983,0
rwa,1984,0
rwa,1985,0
rwa,1986,0
rwa,1987,0
rwa,1988,0
rwa,1989,0
rwa,1990,0
rwa,1991,0
rwa,1992,0
rwa,1993,0
rwa,1994,0
rwa,1995,0
rwa,1996,0
rwa,1997,0
rwa,1998,0
rwa,1999,0
rwa,2000,24806
rwa,2001,25910
rwa,2002,11037
rwa,2003,10143
rwa,2004,5354
rwa,2005,15857
rwa,2006,8614
rwa,2007,8233
rwa,2008,6083
rwa,2009,4792
rwa,2010,10302
rwa,2011,9255
rwa,2012,10283
rwa,2013,8483
rwa,2014,10000
rwa,2015,10948
rwa,2016,11690
rwa,2017,12801
rwa,2018,13772
rwa,2019,15773
rwa,2020,16648
sau,1974,0
sau,1975,0
sau,1976,0
sau,1977,0
sau,1978,0
sau,1979,0
sau,1980,0
sau,1981,0
sau,1982,0
sau,1983,0
sau,1984,0
sau,1985,0
sau,1986,0
sau,1987,0
sau,1988,0
sau,1989,0
sau,1990,0
sau,1991,0
sau,1992,0
sau,1993,0
sau,1994,0
sau,1995,0
sau,1996,0
sau,1997,0
sau,1998,0
sau,1999,0
sau,2000,41
sau,2001,147
sau,2002,105
sau,2003,99
sau,2004,83
sau,2005,65
sau,2006,42
sau,2007,30
sau,2008,33
sau,2009,43
sau,2010,75
sau,2011,103
sau,2012,141
sau,2013,192
sau,2014,380
sau,2015,561
sau,2016,987
sau,2017,1247
sau,2018,1436
sau,2019,1418
sau,2020,1237
sdn,1963,0
sdn,1964,0
sdn,1965,0
sdn,1966,0
sdn,1967,0
sdn,1968,0
sdn,1969,0
sdn,1970,0
sdn,1971,0
sdn,1972,0
sdn,1973,0
sdn,1974,0
sdn,1975,0
sdn,1976,0
sdn,1977,0
sdn,1978,0
sdn,1979,0
sdn,1980,0
sdn,1981,0
sdn,1982,0
sdn,1983,0
sdn,1984,0
sdn,1985,0
sdn,1986,0
sdn,1987,0
sdn,1988,0
sdn,1989,0
sdn,1990,0
sdn,1991,0
sdn,1992,0
sdn,1993,0
sdn,1994,0
sdn,1995,0
sdn,1996,0
sdn,1997,0
sdn,1998,0
sdn,1999,0
sdn,2000,19094
sdn,2001,19824
sdn,2002,13999
sdn,2003,6675
sdn,2004,11950
sdn,2005,13461
sdn,2006,16629
sdn,2007,19406
sdn,2008,18073
sdn,2009,16901
sdn,2010,23699
sdn,2011,31447
sdn,2012,21521
sdn,2013,28378
sdn,2014,36027
sdn,2015,42909
sdn,2016,50469
sdn,2017,52191
sdn,2018,67433
sdn,2019,74065
sdn,2020,69671
sen,1963,0
sen,1964,0
sen,1965,0
sen,1966,0
sen,1967,0
sen,1968,0
sen,1969,0
sen,1970,0
sen,1971,0
sen,1972,0
sen,1973,0
sen,1974,0
sen,1975,0
sen,1976,0
sen,1977,0
sen,1978,0
sen,1979,0
sen,1980,0
sen,1981,0
sen,1982,0
sen,1983,0
sen,1984,0
sen,1985,0
sen,1986,0
sen,1987,0
sen,1988,0
sen,1989,0
sen,1990,0
sen,1991,0
sen,1992,0
sen,1993,0
sen,1994,0
sen,1995,0
sen,1996,0
sen,1997,0
sen,1998,0
sen,1999,0
sen,2000,914
sen,2001,1232
sen,2002,781
sen,2003,831
sen,2004,1544
sen,2005,1833
sen,2006,1229
sen,2007,888
sen,2008,805
sen,2009,616
sen,2010,1522
sen,2011,926
sen,2012,2648
sen,2013,4680
sen,2014,8717
sen,2015,14301
sen,2016,16301
sen,2017,25181
sen,2018,17409
sen,2019,15338
sen,2020,15854
sgp,1978,0
sgp,1979,0
sgp,1980,0
sgp,1981,0
sgp,1982,0
sgp,1983,0
sgp,1984,0
sgp,1985,0
sgp,1986,0
sgp,1987,0
sgp,1988,0
sgp,1989,0
sgp,1990,0
sgp,1991,0
sgp,1992,0
sgp,1993,0
sgp,1994,0
sgp,1995,0
sgp,1996,0
sgp,1997,0
sgp,1998,0
sgp,1999,0
sgp,2000,17
sgp,2001,19
sgp,2002,20
sgp,2003,20
sgp,2004,15
sgp,2005,22
sgp,2006,11
sgp,2007,14
sgp,2008,13
sgp,2009,12
sgp,2010,10
sgp,2011,18
sgp,2012,25
sgp,2013,30
sgp,2014,31
sgp,2015,45
sgp,2016,47
sgp,2017,55
sgp,2018,70
sgp,2019,88
sgp,2020,74
slb,1995,0
slb,1996,0
slb,1997,0
slb,1998,0
slb,1999,0
slb,2000,23
slb,2001,14
slb,2002,5
slb,2003,15
slb,2004,10
slb,2005,10
slb,2006,26
slb,2007,22
slb,2008,0
slb,2009,0
slb,2010,0
slb,2011,5
slb,2012,5
slb,2013,10
slb,2014,20
slb,2015,37
slb,2016,79
slb,2017,106
slb,2018,145
slb,2019,227
slb,2020,267
sle,1969,0
sle,1970,0
sle,1971,0
sle,1972,0
sle,1973,0
sle,1974,0
sle,1975,0
sle,1976,0
sle,1977,0
sle,1978,0
sle,1979,0
sle,1980,0
sle,1981,0
sle,1982,0
sle,1983,0
sle,1984,0
sle,1985,0
sle,1986,0
sle,1987,0
sle,1988,0
sle,1989,0
sle,1990,0
sle,1991,0
sle,1992,0
sle,1993,0
sle,1994,0
sle,1995,0
sle,1996,0
sle,1997,0
sle,1998,0
sle,1999,0
sle,2000,6862
sle,2001,9065
sle,2002,7465
sle,2003,6907
sle,2004,8119
sle,2005,5925
sle,2006,5624
sle,2007,4654
sle,2008,2615
sle,2009,2949
sle,2010,1407
sle,2011,1204
sle,2012,2306
sle,2013,2394
sle,2014,3151
sle,2015,3486
sle,2016,4674
sle,2017,6236
sle,2018,7422
sle,2019,7297
sle,2020,8381
slv,1972,0
slv,1973,0
slv,1974,0
slv,1975,0
slv,1976,0
slv,1977,0
slv,1978,0
slv,1979,0
slv,1980,0
slv,1981,0
slv,1982,0
slv,1983,0
slv,1984,0
slv,1985,0
slv,1986,0
slv,1987,0
slv,1988,0
slv,1989,0
slv,1990,0
slv,1991,0
slv,1992,0
slv,1993,0
slv,1994,0
slv,1995,0
slv,1996,0
slv,1997,0
slv,1998,0
slv,1999,0
slv,2000,176478
slv,2001,164987
slv,2002,151584
slv,2003,128655
slv,2004,91767
slv,2005,45203
slv,2006,28779
slv,2007,18609
slv,2008,11152
slv,2009,9744
slv,2010,1543
slv,2011,1633
slv,2012,1646
slv,2013,11260
slv,2014,18035
slv,2015,31450
slv,2016,62163
slv,2017,104901
slv,2018,119271
slv,2019,136430
slv,2020,149537
smr,1998,0
smr,1999,0
smr,2000,0
smr,2001,0
smr,2002,0
smr,2003,0
smr,2004,0
smr,2005,5
som,1975,0
som,1976,0
som,1977,0
som,1978,0
som,1979,0
som,1980,0
som,1981,0
som,1982,0
som,1983,0
som,1984,0
som,1985,0
som,1986,0
som,1987,0
som,1988,0
som,1989,0
som,1990,0
som,1991,0
som,1992,0
som,1993,0
som,1994,0
som,1995,0
som,1996,0
som,1997,0
som,1998,0
som,1999,0
som,2000,11971
som,2001,16195
som,2002,13945
som,2003,14772
som,2004,20517
som,2005,30466
som,2006,22010
som,2007,16424
som,2008,20519
som,2009,21059
som,2010,22811
som,2011,31240
som,2012,33680
som,2013,35665
som,2014,49063
som,2015,56664
som,2016,60491
som,2017,58320
som,2018,55852
som,2019,54905
som,2020,53814
ssd,2011,5
ssd,2012,18676
ssd,2013,30675
ssd,2014,3766
ssd,2015,4104
ssd,2016,5792
ssd,2017,6452
ssd,2018,12701
ssd,2019,5885
ssd,2020,4537
stp,1985,0
stp,1986,0
stp,1987,0
stp,1988,0
stp,1989,0
stp,1990,0
stp,1991,0
stp,1992,0
stp,1993,0
stp,1994,0
stp,1995,0
stp,1996,0
stp,1997,0
stp,1998,0
stp,1999,0
stp,2000,6
stp,2001,14
stp,2002,0
stp,2003,0
stp,2004,0
stp,2005,0
stp,2006,0
stp,2007,0
stp,2008,0
stp,2009,0
stp,2010,0
stp,2011,0
stp,2012,0
stp,2013,0
stp,2014,5
stp,2015,10
stp,2016,8
stp,2017,23
stp,2018,25
stp,2019,29
stp,2020,22
sur,1989,0
sur,1990,0
sur,1991,0
sur,1992,0
sur,1993,0
sur,1994,0
sur,1995,0
sur,1996,0
sur,1997,0
sur,1998,0
sur,1999,0
sur,2000,48
sur,2001,54
sur,2002,44
sur,2003,33
sur,2004,28
sur,2005,21
sur,2006,20
sur,2007,9
sur,2008,11
sur,2009,12
sur,2010,10
sur,2011,5
sur,2012,18
sur,2013,17
sur,2014,46
sur,2015,49
sur,2016,25
sur,2017,44
sur,2018,57
sur,2019,72
sur,2020,141
svk,1993,0
svk,1994,0
svk,1995,0
svk,1996,0
svk,1997,0
svk,1998,0
svk,1999,0
svk,2000,796
svk,2001,674
svk,2002,706
svk,2003,402
svk,2004,212
svk,2005,201
svk,2006,282
svk,2007,97
svk,2008,129
svk,2009,348
svk,2010,424
svk,2011,538
svk,2012,624
svk,2013,399
svk,2014,327
svk,2015,541
svk,2016,580
svk,2017,699
svk,2018,390
svk,2019,233
svk,2020,209
svn,1992,0
svn,1993,0
svn,1994,0
svn,1995,0
svn,1996,0
svn,1997,0
svn,1998,0
svn,1999,0
svn,2000,19
svn,2001,22
svn,2002,28
svn,2003,25
svn,2004,11
svn,2005,19
svn,2006,11
svn,2007,9
svn,2008,12
svn,2009,16
svn,2010,15
svn,2011,7
svn,2012,12
svn,2013,11
svn,2014,5
svn,2015,10
svn,2016,12
svn,2017,14
svn,2018,10
svn,2019,15
svn,2020,5
swe,1951,0
swe,1952,0
swe,1953,0
swe,1954,0
swe,1955,0
swe,1956,0
swe,1957,0
swe,1958,0
swe,1959,0
swe,1960,0
swe,1961,0
swe,1962,0
swe,1963,0
swe,1964,0
swe,1965,0
swe,1966,0
swe,1967,0
swe,1968,0
swe,1969,0
swe,1970,0
swe,1971,0
swe,1972,0
swe,1973,0
swe,1974,0
swe,1975,0
swe,1976,0
swe,1977,0
swe,1978,0
swe,1979,0
swe,1980,0
swe,1981,0
swe,1982,0
swe,1983,0
swe,1984,0
swe,1985,0
swe,1986,0
swe,1987,0
swe,1988,0
swe,1989,0
swe,1990,0
swe,1991,0
swe,1992,0
swe,1993,0
swe,1994,0
swe,1995,0
swe,1996,0
swe,1997,0
swe,1998,0
swe,1999,0
swe,2000,5
swe,2001,8
swe,2002,15
swe,2003,24
swe,2004,7
swe,2005,10
swe,2006,17
swe,2007,5
swe,2008,14
swe,2009,12
swe,2010,28
swe,2011,18
swe,2012,41
swe,2013,10
swe,2014,10
swe,2015,15
swe,2016,17
swe,2017,18
swe,2018,29
swe,2019,41
swe,2020,34
swz,1970,0
swz,1971,0
swz,1972,0
swz,1973,0
swz,1974,0
swz,1975,0
swz,1976,0
swz,1977,0
swz,1978,0
swz,1979,0
swz,1980,0
swz,1981,0
swz,1982,0
swz,1983,0
swz,1984,0
swz,1985,0
swz,1986,0
swz,1987,0
swz,1988,0
swz,1989,0
swz,1990,0
swz,1991,0
swz,1992,0
swz,1993,0
swz,1994,0
swz,1995,0
swz,1996,0
swz,1997,0
swz,1998,0
swz,1999,0
swz,2000,0
swz,2001,5
swz,2002,5
swz,2003,10
swz,2004,10
swz,2005,5
swz,2006,5
swz,2007,64
swz,2008,95
swz,2009,53
swz,2010,50
swz,2011,131
swz,2012,166
swz,2013,146
swz,2014,140
swz,2015,159
swz,2016,137
swz,2017,40
swz,2018,48
swz,2019,97
swz,2020,81
syc,1988,0
syc,1989,0
syc,1990,0
syc,1991,0
syc,1992,0
syc,1993,0
syc,1994,0
syc,1995,0
syc,1996,0
syc,1997,0
syc,1998,0
syc,1999,0
syc,2000,12
syc,2001,26
syc,2002,28
syc,2003,13
syc,2004,10
syc,2005,8
syc,2006,5
syc,2007,8
syc,2008,14
syc,2009,7
syc,2010,0
syc,2011,0
syc,2012,0
syc,2013,0
syc,2014,12
syc,2015,20
syc,2016,5
syc,2017,5
syc,2018,0
syc,2019,6
syc,2020,5
syr,1968,0
syr,1969,0
syr,1970,0
syr,1971,0
syr,1972,0
syr,1973,0
syr,1974,0
syr,1975,0
syr,1976,0
syr,1977,0
syr,1978,0
syr,1979,0
syr,1980,0
syr,1981,0
syr,1982,0
syr,1983,0
syr,1984,0
syr,1985,0
syr,1986,0
syr,1987,0
syr,1988,0
syr,1989,0
syr,1990,0
syr,1991,0
syr,1992,0
syr,1993,0
syr,1994,0
syr,1995,0
syr,1996,0
syr,1997,0
syr,1998,0
syr,1999,0
syr,2000,3730
syr,2001,3853
syr,2002,4264
syr,2003,3548
syr,2004,3781
syr,2005,6992
syr,2006,7493
syr,2007,6849
syr,2008,5978
syr,2009,5559
syr,2010,9739
syr,2011,14441
syr,2012,26016
syr,2013,41019
syr,2014,79648
syr,2015,245857
syr,2016,184337
syr,2017,147179
syr,2018,139576
syr,2019,119001
syr,2020,107138
tcd,1970,0
tcd,1971,0
tcd,1972,0
tcd,1973,0
tcd,1974,0
tcd,1975,0
tcd,1976,0
tcd,1977,0
tcd,1978,0
tcd,1979,0
tcd,1980,0
tcd,1981,0
tcd,1982,0
tcd,1983,0
tcd,1984,0
tcd,1985,0
tcd,1986,0
tcd,1987,0
tcd,1988,0
tcd,1989,0
tcd,1990,0
tcd,1991,0
tcd,1992,0
tcd,1993,0
tcd,1994,0
tcd,1995,0
tcd,1996,0
tcd,1997,0
tcd,1998,0
tcd,1999,0
tcd,2000,2422
tcd,2001,2992
tcd,2002,2436
tcd,2003,2319
tcd,2004,2540
tcd,2005,3109
tcd,2006,3430
tcd,2007,2668
tcd,2008,3340
tcd,2009,2311
tcd,2010,2664
tcd,2011,3122
tcd,2012,3758
tcd,2013,3844
tcd,2014,3296
tcd,2015,3267
tcd,2016,3178
tcd,2017,3105
tcd,2018,4401
tcd,2019,5357
tcd,2020,6216
tgo,1961,0
tgo,1962,0
tgo,1963,0
tgo,1964,0
tgo,1965,0
tgo,1966,0
tgo,1967,0
tgo,1968,0
tgo,1969,0
tgo,1970,0
tgo,1971,0
tgo,1972,0
tgo,1973,0
tgo,1974,0
tgo,1975,0
tgo,1976,0
tgo,1977,0
tgo,1978,0
tgo,1979,0
tgo,1980,0
tgo,1981,0
tgo,1982,0
tgo,1983,0
tgo,1984,0
tgo,1985,0
tgo,1986,0
tgo,1987,0
tgo,1988,0
tgo,1989,0
tgo,1990,0
tgo,1991,0
tgo,1992,0
tgo,1993,0
tgo,1994,0
tgo,1995,0
tgo,1996,0
tgo,1997,0
tgo,1998,0
tgo,1999,0
tgo,2000,1277
tgo,2001,1965
tgo,2002,2778
tgo,2003,5721
tgo,2004,5456
tgo,2005,7466
tgo,2006,6588
tgo,2007,1301
tgo,2008,1119
tgo,2009,959
tgo,2010,1023
tgo,2011,2974
tgo,2012,3018
tgo,2013,1508
tgo,2014,1691
tgo,2015,2128
tgo,2016,2645
tgo,2017,3762
tgo,2018,3546
tgo,2019,3381
tgo,2020,3302
tha,1975,0
tha,1976,0
tha,1977,0
tha,1978,0
tha,1979,0
tha,1980,0
tha,1981,0
tha,1982,0
tha,1983,0
tha,1984,0
tha,1985,0
tha,1986,0
tha,1987,0
tha,1988,0
tha,1989,0
tha,1990,0
tha,1991,0
tha,1992,0
tha,1993,0
tha,1994,0
tha,1995,0
tha,1996,0
tha,1997,0
tha,1998,0
tha,1999,0
tha,2000,139
tha,2001,156
tha,2002,250
tha,2003,155
tha,2004,90
tha,2005,214
tha,2006,201
tha,2007,363
tha,2008,406
tha,2009,392
tha,2010,217
tha,2011,175
tha,2012,172
tha,2013,173
tha,2014,410
tha,2015,833
tha,2016,950
tha,2017,1333
tha,2018,2792
tha,2019,3531
tha,2020,3754
tjk,1992,0
tjk,1993,0
tjk,1994,0
tjk,1995,0
tjk,1996,0
tjk,1997,0
tjk,1998,0
tjk,1999,0
tjk,2000,635
tjk,2001,394
tjk,2002,217
tjk,2003,200
tjk,2004,157
tjk,2005,152
tjk,2006,119
tjk,2007,93
tjk,2008,140
tjk,2009,260
tjk,2010,324
tjk,2011,371
tjk,2012,445
tjk,2013,604
tjk,2014,838
tjk,2015,1451
tjk,2016,3198
tjk,2017,3617
tjk,2018,3192
tjk,2019,2667
tjk,2020,2459
tkm,1993,0
tkm,1994,0
tkm,1995,0
tkm,1996,0
tkm,1997,0
tkm,1998,0
tkm,1999,0
tkm,2000,15
tkm,2001,36
tkm,2002,124
tkm,2003,159
tkm,2004,180
tkm,2005,170
tkm,2006,146
tkm,2007,134
tkm,2008,110
tkm,2009,77
tkm,2010,47
tkm,2011,70
tkm,2012,125
tkm,2013,317
tkm,2014,743
tkm,2015,1205
tkm,2016,1069
tkm,2017,1115
tkm,2018,1264
tkm,2019,576
tkm,2020,585
tls,1999,0
tls,2000,19
tls,2001,20
tls,2002,513
tls,2003,5
tls,2004,0
tls,2005,0
tls,2006,8
tls,2007,0
tls,2008,0
tls,2009,0
tls,2010,0
tls,2011,0
tls,2012,6
tls,2013,10
tls,2014,7
tls,2015,5
tls,2016,0
tls,2017,5
tls,2018,10
tls,2019,41
tls,2020,324
ton,1996,0
ton,1997,0
ton,1998,0
ton,1999,0
ton,2000,22
ton,2001,47
ton,2002,65
ton,2003,38
ton,2004,13
ton,2005,6
ton,2006,14
ton,2007,14
ton,2008,21
ton,2009,21
ton,2010,10
ton,2011,21
ton,2012,39
ton,2013,61
ton,2014,82
ton,2015,62
ton,2016,77
ton,2017,106
ton,2018,170
ton,2019,419
ton,2020,731
tto,1994,0
tto,1995,0
tto,1996,0
tto,1997,0
tto,1998,0
tto,1999,0
tto,2000,117
tto,2001,179
tto,2002,321
tto,2003,288
tto,2004,172
tto,2005,209
tto,2006,158
tto,2007,175
tto,2008,241
tto,2009,271
tto,2010,146
tto,2011,103
tto,2012,90
tto,2013,127
tto,2014,173
tto,2015,195
tto,2016,241
tto,2017,303
tto,2018,305
tto,2019,408
tto,2020,414
tun,1951,0
tun,1952,0
tun,1953,0
tun,1954,0
tun,1955,0
tun,1956,0
tun,1957,0
tun,1958,0
tun,1959,0
tun,1960,0
tun,1961,0
tun,1962,0
tun,1963,0
tun,1964,0
tun,1965,0
tun,1966,0
tun,1967,0
tun,1968,0
tun,1969,0
tun,1970,0
tun,1971,0
tun,1972,0
tun,1973,0
tun,1974,0
tun,1975,0
tun,1976,0
tun,1977,0
tun,1978,0
tun,1979,0
tun,1980,0
tun,1981,0
tun,1982,0
tun,1983,0
tun,1984,0
tun,1985,0
tun,1986,0
tun,1987,0
tun,1988,0
tun,1989,0
tun,1990,0
tun,1991,0
tun,1992,0
tun,1993,0
tun,1994,0
tun,1995,0
tun,1996,0
tun,1997,0
tun,1998,0
tun,1999,0
tun,2000,366
tun,2001,396
tun,2002,432
tun,2003,370
tun,2004,343
tun,2005,357
tun,2006,358
tun,2007,334
tun,2008,352
tun,2009,488
tun,2010,537
tun,2011,1598
tun,2012,2279
tun,2013,1785
tun,2014,1782
tun,2015,2329
tun,2016,2062
tun,2017,2330
tun,2018,2749
tun,2019,2680
tun,2020,2814
tur,1951,0
tur,1952,0
tur,1953,0
tur,1954,0
tur,1955,0
tur,1956,0
tur,1957,0
tur,1958,0
tur,1959,0
tur,1960,0
tur,1961,0
tur,1962,0
tur,1963,0
tur,1964,0
tur,1965,0
tur,1966,0
tur,1967,0
tur,1968,0
tur,1969,0
tur,1970,0
tur,1971,0
tur,1972,0
tur,1973,0
tur,1974,0
tur,1975,0
tur,1976,0
tur,1977,0
tur,1978,0
tur,1979,0
tur,1980,0
tur,1981,0
tur,1982,0
tur,1983,0
tur,1984,0
tur,1985,0
tur,1986,0
tur,1987,0
tur,1988,0
tur,1989,0
tur,1990,0
tur,1991,0
tur,1992,0
tur,1993,0
tur,1994,0
tur,1995,0
tur,1996,0
tur,1997,0
tur,1998,0
tur,1999,0
tur,2000,10231
tur,2001,13326
tur,2002,12516
tur,2003,8527
tur,2004,5282
tur,2005,11310
tur,2006,12187
tur,2007,9172
tur,2008,8531
tur,2009,9273
tur,2010,7493
tur,2011,6885
tur,2012,8857
tur,2013,10552
tur,2014,11189
tur,2015,12073
tur,2016,23236
tur,2017,33801
tur,2018,42915
tur,2019,46990
tur,2020,44492
tuv,1995,0
tuv,1996,0
tuv,1997,0
tuv,1998,0
tuv,1999,0
tuv,2000,0
tuv,2001,0
tuv,2002,0
tuv,2003,0
tuv,2004,0
tuv,2005,0
tuv,2006,0
tuv,2007,0
tuv,2008,0
tuv,2009,0
tuv,2010,0
tuv,2011,0
tuv,2012,5
tza,1961,0
tza,1962,0
tza,1963,0
tza,1964,0
tza,1965,0
tza,1966,0
tza,1967,0
tza,1968,0
tza,1969,0
tza,1970,0
tza,1971,0
tza,1972,0
tza,1973,0
tza,1974,0
tza,1975,0
tza,1976,0
tza,1977,0
tza,1978,0
tza,1979,0
tza,1980,0
tza,1981,0
tza,1982,0
tza,1983,0
tza,1984,0
tza,1985,0
tza,1986,0
tza,1987,0
tza,1988,0
tza,1989,0
tza,1990,0
tza,1991,0
tza,1992,0
tza,1993,0
tza,1994,0
tza,1995,0
tza,1996,0
tza,1997,0
tza,1998,0
tza,1999,0
tza,2000,801
tza,2001,807
tza,2002,2485
tza,2003,3562
tza,2004,4339
tza,2005,5236
tza,2006,205
tza,2007,2906
tza,2008,2898
tza,2009,204
tza,2010,194
tza,2011,553
tza,2012,807
tza,2013,1017
tza,2014,1056
tza,2015,1577
tza,2016,1215
tza,2017,1455
tza,2018,1659
tza,2019,1964
tza,2020,1895
uga,1961,0
uga,1962,0
uga,1963,0
uga,1964,0
uga,1965,0
uga,1966,0
uga,1967,0
uga,1968,0
uga,1969,0
uga,1970,0
uga,1971,0
uga,1972,0
uga,1973,0
uga,1974,0
uga,1975,0
uga,1976,0
uga,1977,0
uga,1978,0
uga,1979,0
uga,1980,0
uga,1981,0
uga,1982,0
uga,1983,0
uga,1984,0
uga,1985,0
uga,1986,0
uga,1987,0
uga,1988,0
uga,1989,0
uga,1990,0
uga,1991,0
uga,1992,0
uga,1993,0
uga,1994,0
uga,1995,0
uga,1996,0
uga,1997,0
uga,1998,0
uga,1999,0
uga,2000,1050
uga,2001,943
uga,2002,2030
uga,2003,2818
uga,2004,3202
uga,2005,4297
uga,2006,1344
uga,2007,3130
uga,2008,3127
uga,2009,898
uga,2010,929
uga,2011,1970
uga,2012,3076
uga,2013,3754
uga,2014,4748
uga,2015,6426
uga,2016,5328
uga,2017,10156
uga,2018,10956
uga,2019,11499
uga,2020,11740
ukr,1992,0
ukr,1993,0
ukr,1994,0
ukr,1995,0
ukr,1996,0
ukr,1997,0
ukr,1998,0
ukr,1999,0
ukr,2000,3038
ukr,2001,5896
ukr,2002,4872
ukr,2003,2850
ukr,2004,2642
ukr,2005,2664
ukr,2006,3478
ukr,2007,2418
ukr,2008,1900
ukr,2009,1530
ukr,2010,1250
ukr,2011,1039
ukr,2012,1209
ukr,2013,1631
ukr,2014,15085
ukr,2015,22350
ukr,2016,34638
ukr,2017,37670
ukr,2018,31965
ukr,2019,27996
ukr,2020,21422
ury,1970,0
ury,1971,0
ury,1972,0
ury,1973,0
ury,1974,0
ury,1975,0
ury,1976,0
ury,1977,0
ury,1978,0
ury,1979,0
ury,1980,0
ury,1981,0
ury,1982,0
ury,1983,0
ury,1984,0
ury,1985,0
ury,1986,0
ury,1987,0
ury,1988,0
ury,1989,0
ury,1990,0
ury,1991,0
ury,1992,0
ury,1993,0
ury,1994,0
ury,1995,0
ury,1996,0
ury,1997,0
ury,1998,0
ury,1999,0
ury,2000,162
ury,2001,311
ury,2002,510
ury,2003,541
ury,2004,129
ury,2005,63
ury,2006,54
ury,2007,31
ury,2008,52
ury,2009,60
ury,2010,49
ury,2011,41
ury,2012,33
ury,2013,22
ury,2014,42
ury,2015,62
ury,2016,103
ury,2017,174
ury,2018,203
ury,2019,311
ury,2020,430
usa,1951,0
usa,1952,0
usa,1953,0
usa,1954,0
usa,1955,0
usa,1956,0
usa,1957,0
usa,1958,0
usa,1959,0
usa,1960,0
usa,1961,0
usa,1962,0
usa,1963,0
usa,1964,0
usa,1965,0
usa,1966,0
usa,1967,0
usa,1968,0
usa,1969,0
usa,1970,0
usa,1971,0
usa,1972,0
usa,1973,0
usa,1974,0
usa,1975,0
usa,1976,0
usa,1977,0
usa,1978,0
usa,1979,0
usa,1980,0
usa,1981,0
usa,1982,0
usa,1983,0
usa,1984,0
usa,1985,0
usa,1986,0
usa,1987,0
usa,1988,0
usa,1989,0
usa,1990,0
usa,1991,0
usa,1992,0
usa,1993,0
usa,1994,0
usa,1995,0
usa,1996,0
usa,1997,0
usa,1998,0
usa,1999,0
usa,2000,86
usa,2001,110
usa,2002,233
usa,2003,345
usa,2004,266
usa,2005,255
usa,2006,390
usa,2007,1100
usa,2008,1740
usa,2009,1443
usa,2010,866
usa,2011,591
usa,2012,417
usa,2013,283
usa,2014,164
usa,2015,245
usa,2016,286
usa,2017,2196
usa,2018,2834
usa,2019,3124
usa,2020,2488
uzb,1993,0
uzb,1994,0
uzb,1995,0
uzb,1996,0
uzb,1997,0
uzb,1998,0
uzb,1999,0
uzb,2000,372
uzb,2001,662
uzb,2002,1532
uzb,2003,1524
uzb,2004,1332
uzb,2005,1465
uzb,2006,2151
uzb,2007,1835
uzb,2008,1838
uzb,2009,1576
uzb,2010,1612
uzb,2011,1503
uzb,2012,1429
uzb,2013,1776
uzb,2014,1975
uzb,2015,2659
uzb,2016,3087
uzb,2017,3541
uzb,2018,4606
uzb,2019,5003
uzb,2020,5171
vct,1994,0
vct,1995,0
vct,1996,0
vct,1997,0
vct,1998,0
vct,1999,0
vct,2000,78
vct,2001,174
vct,2002,510
vct,2003,419
vct,2004,213
vct,2005,353
vct,2006,318
vct,2007,504
vct,2008,744
vct,2009,1072
vct,2010,1047
vct,2011,905
vct,2012,486
vct,2013,223
vct,2014,45
vct,2015,43
vct,2016,131
vct,2017,136
vct,2018,56
vct,2019,78
vct,2020,38
ven,1969,0
ven,1970,0
ven,1971,0
ven,1972,0
ven,1973,0
ven,1974,0
ven,1975,0
ven,1976,0
ven,1977,0
ven,1978,0
ven,1979,0
ven,1980,0
ven,1981,0
ven,1982,0
ven,1983,0
ven,1984,0
ven,1985,0
ven,1986,0
ven,1987,0
ven,1988,0
ven,1989,0
ven,1990,0
ven,1991,0
ven,1992,0
ven,1993,0
ven,1994,0
ven,1995,0
ven,1996,0
ven,1997,0
ven,1998,0
ven,1999,0
ven,2000,172
ven,2001,334
ven,2002,779
ven,2003,2016
ven,2004,2682
ven,2005,2816
ven,2006,2367
ven,2007,1751
ven,2008,1518
ven,2009,1571
ven,2010,626
ven,2011,570
ven,2012,496
ven,2013,1154
ven,2014,4822
ven,2015,15087
ven,2016,45074
ven,2017,148096
ven,2018,464223
ven,2019,794569
ven,2020,851119
vnm,1964,0
vnm,1965,0
vnm,1966,0
vnm,1967,0
vnm,1968,0
vnm,1969,0
vnm,1970,0
vnm,1971,0
