country,time,prenforct_idea
cod,1990,9.93911
cod,1991,9.93911
cod,1992,9.93911
cod,1993,9.93911
cod,1994,9.93911
cod,1995,9.93911
cod,1996,9.93911
cod,1997,0
cod,1998,6.44232
cod,1999,12.16451
cod,2000,20.6216
cod,2001,20.6216
cod,2002,20.6216
cod,2003,21.23254
cod,2004,17.67876
cod,2005,17.67876
cod,2006,16.89635
cod,2007,18.14567
cod,2008,18.14567
cod,2009,18.14567
cod,2010,18.83436
cod,2011,18.83436
cod,2012,18.83436
cod,2013,18.28368
cod,2014,18.28368
cod,2015,17.52125
cod,2016,17.52125
cod,2017,16.68949
cod,2018,22.01986
cod,2019,28.10564
cog,1975,27.72735
cog,1976,27.72735
cog,1977,26.7552
cog,1978,28.52706
cog,1979,28.34142
cog,1980,26.52278
cog,1981,26.52278
cog,1982,26.52278
cog,1983,26.52278
cog,1984,26.52278
cog,1985,26.74648
cog,1986,26.74648
cog,1987,26.74648
cog,1988,26.74648
cog,1989,26.74648
cog,1990,31.75226
cog,1991,49.68384
cog,1992,49.69253
cog,1993,49.69253
cog,1994,49.69253
cog,1995,49.69253
cog,1996,49.69253
cog,1997,27.09929
cog,1998,29.63623
cog,1999,29.63623
cog,2000,29.63623
cog,2001,29.63623
cog,2002,29.63623
cog,2003,29.63623
cog,2004,29.63623
cog,2005,29.63623
cog,2006,29.63623
cog,2007,29.63623
cog,2008,29.63623
cog,2009,29.63623
cog,2010,28.60388
cog,2011,28.60388
cog,2012,28.60388
cog,2013,25.73827
cog,2014,25.73827
cog,2015,25.73827
cog,2016,25.73827
cog,2017,26.42831
cog,2018,30.10388
cog,2019,29.48089
col,1975,46.28891
col,1976,46.28891
col,1977,46.28891
col,1978,44.52717
col,1979,44.52717
col,1980,44.52717
col,1981,44.52717
col,1982,46.28891
col,1983,47.31006
col,1984,48.80467
col,1985,48.80467
col,1986,47.54789
col,1987,47.54789
col,1988,45.32797
col,1989,45.32797
col,1990,44.85196
col,1991,50.28032
col,1992,51.85635
col,1993,51.85635
col,1994,51.85635
col,1995,51.85635
col,1996,51.85635
col,1997,50.15891
col,1998,50.15891
col,1999,50.15891
col,2000,50.52648
col,2001,50.52648
col,2002,50.87231
col,2003,50.87231
col,2004,50.87231
col,2005,50.87231
col,2006,50.87231
col,2007,50.87231
col,2008,50.87231
col,2009,51.32132
col,2010,54.77266
col,2011,56.21715
col,2012,56.21715
col,2013,55.25036
col,2014,55.25036
col,2015,55.25036
col,2016,55.25036
col,2017,55.25036
col,2018,52.86908
col,2019,49.94928
cpv,1975,47.89979
cpv,1976,60.85369
cpv,1977,60.85369
cpv,1978,60.85369
cpv,1979,60.85369
cpv,1980,60.85369
cpv,1981,60.85369
cpv,1982,60.85369
cpv,1983,60.85369
cpv,1984,60.85369
cpv,1985,60.85369
cpv,1986,60.85369
cpv,1987,60.85369
cpv,1988,60.85369
cpv,1989,60.85369
cpv,1990,62.49512
cpv,1991,62.49512
cpv,1992,63.8565
cpv,1993,63.8565
cpv,1994,63.8565
cpv,1995,63.8565
cpv,1996,63.8565
cpv,1997,63.8565
cpv,1998,63.8565
cpv,1999,63.8565
cpv,2000,63.8565
cpv,2001,63.8565
cpv,2002,63.8565
cpv,2003,63.8565
cpv,2004,63.8565
cpv,2005,63.8565
cpv,2006,63.8565
cpv,2007,63.8565
cpv,2008,63.8565
cpv,2009,63.8565
cpv,2010,63.53947
cpv,2011,63.53947
cpv,2012,63.53947
cpv,2013,63.30423
cpv,2014,63.30423
cpv,2015,60.05173
cpv,2016,60.05173
cpv,2017,60.25192
cpv,2018,58.70312
cpv,2019,58.70312
cri,1975,68.1296
cri,1976,68.1296
cri,1977,68.1296
cri,1978,68.1296
cri,1979,68.1296
cri,1980,71.66659
cri,1981,71.66659
cri,1982,71.66659
cri,1983,71.66659
cri,1984,70.33318
cri,1985,70.33318
cri,1986,70.33318
cri,1987,70.33318
cri,1988,70.33318
cri,1989,70.33318
cri,1990,74.05031
cri,1991,84.30046
cri,1992,84.30046
cri,1993,84.30046
cri,1994,84.30046
cri,1995,84.30046
cri,1996,84.30046
cri,1997,84.30046
cri,1998,84.30046
cri,1999,84.30046
cri,2000,84.30046
cri,2001,84.30046
cri,2002,84.30046
cri,2003,84.30046
cri,2004,84.30046
cri,2005,74.05031
cri,2006,74.05031
cri,2007,74.05031
cri,2008,74.05031
cri,2009,74.05031
cri,2010,74.05031
cri,2011,74.05031
cri,2012,76.4948
cri,2013,71.89288
cri,2014,76.4948
cri,2015,76.4948
cri,2016,72.36734
cri,2017,71.26212
cri,2018,72.3611
cri,2019,71.26212
cub,1975,26.81534
cub,1976,29.37442
cub,1977,29.37442
cub,1978,29.37442
cub,1979,32.2539
cub,1980,32.2539
cub,1981,32.2539
cub,1982,32.2539
cub,1983,32.2539
cub,1984,32.2539
cub,1985,33.63868
cub,1986,33.63868
cub,1987,33.63868
cub,1988,33.63868
cub,1989,33.63868
cub,1990,33.63868
cub,1991,33.63868
cub,1992,33.63868
cub,1993,32.68925
cub,1994,32.68925
cub,1995,32.68925
cub,1996,31.19109
cub,1997,31.19109
cub,1998,32.68925
cub,1999,32.68925
cub,2000,32.68925
cub,2001,32.68925
cub,2002,32.68925
cub,2003,32.68925
cub,2004,32.68925
cub,2005,32.68925
cub,2006,32.68925
cub,2007,32.68925
cub,2008,32.68925
cub,2009,32.68925
cub,2010,32.68925
cub,2011,32.68925
cub,2012,32.68925
cub,2013,30.57387
cub,2014,30.57387
cub,2015,30.57387
cub,2016,30.34669
cub,2017,29.11646
cub,2018,29.11646
cub,2019,40.24624
cyp,1975,53.31227
cyp,1976,54.81332
cyp,1977,54.81332
cyp,1978,54.81332
cyp,1979,54.81332
cyp,1980,54.81332
cyp,1981,54.81332
cyp,1982,54.81332
cyp,1983,54.81332
cyp,1984,54.81332
cyp,1985,56.21205
cyp,1986,57.59491
cyp,1987,57.59491
cyp,1988,57.59491
cyp,1989,57.59491
cyp,1990,57.99031
cyp,1991,57.99031
cyp,1992,57.99031
cyp,1993,57.99031
cyp,1994,57.99031
cyp,1995,57.99031
cyp,1996,57.99031
cyp,1997,57.99031
cyp,1998,58.76628
cyp,1999,58.76628
cyp,2000,66.17822
cyp,2001,67.01703
cyp,2002,67.01703
cyp,2003,67.68049
cyp,2004,73.43998
cyp,2005,73.43998
cyp,2006,73.43998
cyp,2007,74.02198
cyp,2008,74.49536
cyp,2009,76.25713
cyp,2010,76.25713
cyp,2011,76.0024
cyp,2012,76.25713
cyp,2013,69.56752
cyp,2014,69.56752
cyp,2015,69.56752
cyp,2016,69.56752
cyp,2017,75.33684
cyp,2018,73.70492
cyp,2019,69.38916
cze,1975,32.74529
cze,1976,32.74529
cze,1977,32.74529
cze,1978,32.74529
cze,1979,32.74529
cze,1980,33.34354
cze,1981,33.34354
cze,1982,33.34354
cze,1983,33.34354
cze,1984,34.4546
cze,1985,34.4546
cze,1986,34.4546
cze,1987,34.4546
cze,1988,34.4546
cze,1989,36.28635
cze,1990,65.73508
cze,1991,67.05594
cze,1992,67.05594
cze,1993,67.05594
cze,1994,67.05594
cze,1995,67.05594
cze,1996,67.05594
cze,1997,67.05594
cze,1998,67.05594
cze,1999,67.05594
cze,2000,67.05594
cze,2001,67.05594
cze,2002,67.05594
cze,2003,67.61186
cze,2004,67.61186
cze,2005,70.3746
cze,2006,70.3746
cze,2007,70.3746
cze,2008,70.3746
cze,2009,70.3746
cze,2010,70.3746
cze,2011,69.82208
cze,2012,70.96788
cze,2013,71.04613
cze,2014,72.18199
cze,2015,72.18199
cze,2016,70.3746
cze,2017,69.44018
cze,2018,69.82208
cze,2019,64.38934
deu,1975,89.72494
deu,1976,89.72494
deu,1977,89.72494
deu,1978,89.72494
deu,1979,89.72494
deu,1980,89.72494
deu,1981,89.72494
deu,1982,89.72494
deu,1983,89.72494
deu,1984,90.41742
deu,1985,88.07998
deu,1986,90.41742
deu,1987,90.41742
deu,1988,88.07998
deu,1989,90.41742
deu,1990,94.90515
deu,1991,94.90515
deu,1992,94.90515
deu,1993,94.90515
deu,1994,94.90515
deu,1995,94.90515
deu,1996,94.90515
deu,1997,94.90515
deu,1998,94.90515
deu,1999,94.90515
deu,2000,94.90515
deu,2001,94.90515
deu,2002,94.90515
deu,2003,94.90515
deu,2004,94.90515
deu,2005,94.90515
deu,2006,94.90515
deu,2007,94.90515
deu,2008,94.90515
deu,2009,94.90515
deu,2010,94.90515
deu,2011,94.90515
deu,2012,94.90515
deu,2013,94.90515
deu,2014,94.90515
deu,2015,94.90515
deu,2016,94.90515
deu,2017,87.18356
deu,2018,87.18356
deu,2019,87.18356
dnk,1975,99.55563
dnk,1976,99.55563
dnk,1977,99.55563
dnk,1978,99.55563
dnk,1979,99.55563
dnk,1980,99.55563
dnk,1981,99.55563
dnk,1982,99.55563
dnk,1983,99.55563
dnk,1984,100
dnk,1985,100
dnk,1986,100
dnk,1987,100
dnk,1988,100
dnk,1989,100
dnk,1990,100
dnk,1991,100
dnk,1992,100
dnk,1993,100
dnk,1994,100
dnk,1995,100
dnk,1996,100
dnk,1997,100
dnk,1998,100
dnk,1999,100
dnk,2000,100
dnk,2001,100
dnk,2002,100
dnk,2003,100
dnk,2004,100
dnk,2005,100
dnk,2006,100
dnk,2007,100
dnk,2008,100
dnk,2009,100
dnk,2010,100
dnk,2011,100
dnk,2012,100
dnk,2013,100
dnk,2014,100
dnk,2015,93.07271
dnk,2016,93.07271
dnk,2017,93.07271
dnk,2018,93.07271
dnk,2019,93.07271
dom,1975,33.04028
dom,1976,33.04028
dom,1977,34.12781
dom,1978,35.22736
dom,1979,42.83708
dom,1980,42.83708
dom,1981,42.83708
dom,1982,42.83708
dom,1983,42.83708
dom,1984,43.4249
dom,1985,43.4249
dom,1986,42.57688
dom,1987,39.41027
dom,1988,37.03888
dom,1989,37.03888
dom,1990,36.63281
dom,1991,36.63281
dom,1992,36.63281
dom,1993,33.68361
dom,1994,33.68361
dom,1995,33.68361
dom,1996,41.14235
dom,1997,38.63887
dom,1998,39.28068
dom,1999,39.28068
dom,2000,39.28068
dom,2001,39.28068
dom,2002,39.28068
dom,2003,36.94243
dom,2004,36.94243
dom,2005,36.94243
dom,2006,36.94243
dom,2007,36.94243
dom,2008,36.94243
dom,2009,36.94243
dom,2010,37.69393
dom,2011,37.69393
dom,2012,37.69393
dom,2013,36.48573
dom,2014,36.48573
dom,2015,36.92696
dom,2016,36.92696
dom,2017,35.28852
dom,2018,30.33695
dom,2019,36.45556
dza,1975,34.66385
dza,1976,34.66385
dza,1977,34.66385
dza,1978,34.66385
dza,1979,36.86124
dza,1980,36.86124
dza,1981,36.86124
dza,1982,36.86124
dza,1983,36.86124
dza,1984,36.30908
dza,1985,36.30908
dza,1986,36.30908
dza,1987,36.30908
dza,1988,39.56792
dza,1989,42.89119
dza,1990,41.97583
dza,1991,35.66266
dza,1992,33.87897
dza,1993,33.87897
dza,1994,33.87897
dza,1995,33.87897
dza,1996,33.87897
dza,1997,33.87897
dza,1998,35.66266
dza,1999,41.85215
dza,2000,38.15382
dza,2001,38.15382
dza,2002,38.15382
dza,2003,38.15382
dza,2004,38.15382
dza,2005,38.15382
dza,2006,38.15382
dza,2007,38.15382
dza,2008,38.15382
dza,2009,38.15382
dza,2010,38.15382
dza,2011,38.15382
dza,2012,39.08227
dza,2013,39.08227
dza,2014,39.08227
dza,2015,38.65023
dza,2016,41.97462
dza,2017,37.73372
dza,2018,39.53179
dza,2019,33.72666
ecu,1975,31.03311
ecu,1976,31.03311
ecu,1977,35.29093
ecu,1978,36.31841
ecu,1979,45.28861
ecu,1980,47.38333
ecu,1981,48.23578
ecu,1982,48.77962
ecu,1983,48.77962
ecu,1984,47.34214
ecu,1985,46.38009
ecu,1986,46.38009
ecu,1987,46.38009
ecu,1988,47.15256
ecu,1989,48.93048
ecu,1990,48.93048
ecu,1991,48.93048
ecu,1992,48.93048
ecu,1993,50.28413
ecu,1994,50.28413
ecu,1995,50.28413
ecu,1996,47.72312
ecu,1997,46.44616
ecu,1998,50.03253
ecu,1999,49.64795
ecu,2000,50.03253
ecu,2001,50.03253
ecu,2002,50.03253
ecu,2003,49.64795
ecu,2004,49.64795
ecu,2005,49.64795
ecu,2006,49.64795
ecu,2007,54.43346
ecu,2008,54.1005
ecu,2009,54.1005
ecu,2010,53.73306
ecu,2011,53.73306
ecu,2012,53.73306
ecu,2013,53.73306
ecu,2014,53.73306
ecu,2015,53.73306
ecu,2016,53.73306
ecu,2017,52.40705
ecu,2018,51.48595
ecu,2019,52.82397
egy,1975,36.17026
egy,1976,36.17026
egy,1977,36.17026
egy,1978,35.10878
egy,1979,35.10878
egy,1980,35.10878
egy,1981,35.10878
egy,1982,35.10878
egy,1983,35.10878
egy,1984,34.61142
egy,1985,36.31717
egy,1986,43.40623
egy,1987,37.51862
egy,1988,37.51862
egy,1989,37.51862
egy,1990,39.9477
egy,1991,39.9477
egy,1992,39.9477
egy,1993,39.9477
egy,1994,32.43656
egy,1995,36.577
egy,1996,36.577
egy,1997,36.577
egy,1998,36.577
egy,1999,36.577
egy,2000,36.33067
egy,2001,35.71123
egy,2002,35.71123
egy,2003,35.71123
egy,2004,35.71123
egy,2005,35.71123
egy,2006,35.71123
egy,2007,35.71123
egy,2008,35.71123
egy,2009,35.71123
egy,2010,35.71123
egy,2011,29.46411
egy,2012,29.46411
egy,2013,32.57503
egy,2014,33.51877
egy,2015,38.20014
egy,2016,37.43207
egy,2017,28.15214
egy,2018,30.05807
egy,2019,30.15771
eri,1993,26.66969
eri,1994,26.66969
eri,1995,26.66969
eri,1996,26.66969
eri,1997,26.66969
eri,1998,23.74214
eri,1999,23.74214
eri,2000,16.54903
eri,2001,7.28971
eri,2002,0.8938
eri,2003,0.8938
eri,2004,0.8938
eri,2005,0.8938
eri,2006,0.8938
eri,2007,0.8938
eri,2008,0.8938
eri,2009,0.8938
eri,2010,0.8938
eri,2011,0.8938
eri,2012,0.8938
eri,2013,0.8938
eri,2014,0.8938
eri,2015,0.8938
eri,2016,0.8938
eri,2017,0.8938
eri,2018,13.12146
eri,2019,16.54298
esp,1975,51.39595
esp,1976,52.61972
esp,1977,60.55755
esp,1978,76.57648
esp,1979,85.10661
esp,1980,89.09446
esp,1981,89.09446
esp,1982,89.09446
esp,1983,89.09446
esp,1984,88.3438
esp,1985,88.3438
esp,1986,88.3438
esp,1987,88.3438
esp,1988,88.3438
esp,1989,88.3438
esp,1990,88.3438
esp,1991,88.3438
esp,1992,88.3438
esp,1993,88.3438
esp,1994,88.3438
esp,1995,88.3438
esp,1996,88.3438
esp,1997,88.3438
esp,1998,88.3438
esp,1999,88.3438
esp,2000,88.3438
esp,2001,90.33218
esp,2002,90.33218
esp,2003,90.33218
esp,2004,88.3438
esp,2005,88.3438
esp,2006,88.3438
esp,2007,88.3438
esp,2008,88.3438
esp,2009,88.3438
esp,2010,88.3438
esp,2011,88.3438
esp,2012,88.3438
esp,2013,85.57426
esp,2014,85.57426
esp,2015,85.44308
esp,2016,85.44308
esp,2017,85.44308
esp,2018,88.3438
esp,2019,86.42996
est,1991,57.97171
est,1992,57.97171
est,1993,57.97171
est,1994,61.69964
est,1995,63.74219
est,1996,65.18704
est,1997,67.29827
est,1998,67.29827
est,1999,71.75288
est,2000,72.36339
est,2001,72.5586
est,2002,75.01015
est,2003,75.01015
est,2004,75.01015
est,2005,76.08497
est,2006,78.79537
est,2007,81.28682
est,2008,84.09358
est,2009,86.99097
est,2010,86.99097
est,2011,86.99097
est,2012,86.99097
est,2013,90.05911
est,2014,90.05911
est,2015,90.05911
est,2016,94.09902
est,2017,94.09902
est,2018,94.09902
est,2019,83.73151
eth,1975,16.08812
eth,1976,16.08812
eth,1977,16.08812
eth,1978,16.08812
eth,1979,16.08812
eth,1980,20.06631
eth,1981,21.55508
eth,1982,21.55508
eth,1983,21.55508
eth,1984,21.55508
eth,1985,19.45692
eth,1986,19.45692
eth,1987,19.45692
eth,1988,19.45692
eth,1989,19.45692
eth,1990,27.23827
eth,1991,40.88
eth,1992,39.53013
eth,1993,39.53013
eth,1994,39.53013
eth,1995,39.53013
eth,1996,40.59782
eth,1997,40.59782
eth,1998,40.59782
eth,1999,40.59782
eth,2000,40.2136
eth,2001,40.2136
eth,2002,40.2136
eth,2003,40.2136
eth,2004,40.2136
eth,2005,40.2136
eth,2006,40.2136
eth,2007,40.76235
eth,2008,40.76235
eth,2009,40.76235
eth,2010,41.5253
eth,2011,41.5253
eth,2012,41.5253
eth,2013,40.50854
eth,2014,40.50854
eth,2015,38.86808
eth,2016,36.96836
eth,2017,36.96836
eth,2018,45.46203
eth,2019,44.62112
fin,1975,90.73855
fin,1976,90.73855
fin,1977,90.73855
fin,1978,90.73855
fin,1979,90.73855
fin,1980,90.73855
fin,1981,90.73855
fin,1982,90.81346
fin,1983,94.70259
fin,1984,95.18434
fin,1985,95.18434
fin,1986,95.18434
fin,1987,95.18434
fin,1988,95.18434
fin,1989,95.18434
fin,1990,95.18434
fin,1991,95.18434
fin,1992,95.18434
fin,1993,95.18434
fin,1994,95.18434
fin,1995,95.18434
fin,1996,92.73479
fin,1997,92.73479
fin,1998,95.18434
fin,1999,95.18434
fin,2000,95.18434
fin,2001,95.18434
fin,2002,95.18434
fin,2003,95.18434
fin,2004,95.18434
fin,2005,95.18434
fin,2006,95.18434
fin,2007,95.18434
fin,2008,95.18434
fin,2009,95.18434
fin,2010,97.34267
fin,2011,97.34267
fin,2012,97.34267
fin,2013,88.13185
fin,2014,90.22484
fin,2015,88.29304
fin,2016,88.29304
fin,2017,84.88143
fin,2018,90.6285
fin,2019,83.86941
fra,1975,81.40724
fra,1976,81.40724
fra,1977,81.40724
fra,1978,81.40724
fra,1979,81.40724
fra,1980,81.40724
fra,1981,81.40724
fra,1982,81.40724
fra,1983,81.40724
fra,1984,82.7695
fra,1985,82.7695
fra,1986,82.7695
fra,1987,82.7695
fra,1988,82.7695
fra,1989,82.7695
fra,1990,82.7695
fra,1991,82.7695
fra,1992,82.7695
fra,1993,82.7695
fra,1994,82.7695
fra,1995,82.7695
fra,1996,80.36579
fra,1997,80.36579
fra,1998,82.7695
fra,1999,82.7695
fra,2000,82.7695
fra,2001,80.36579
fra,2002,80.36579
fra,2003,80.36579
fra,2004,80.36579
fra,2005,80.36579
fra,2006,80.36579
fra,2007,80.36579
fra,2008,80.36579
fra,2009,80.36579
fra,2010,80.36579
fra,2011,80.36579
fra,2012,80.36579
fra,2013,76.2493
fra,2014,76.2493
fra,2015,76.2493
fra,2016,76.2493
fra,2017,70.67299
fra,2018,69.92613
fra,2019,69.92613
gab,1975,41.15022
gab,1976,41.15022
gab,1977,41.15022
gab,1978,41.15022
gab,1979,41.15022
gab,1980,41.15022
gab,1981,41.15022
gab,1982,41.15022
gab,1983,41.15022
gab,1984,40.35639
gab,1985,42.7095
gab,1986,42.7095
gab,1987,42.7095
gab,1988,42.7095
gab,1989,42.7095
gab,1990,50.44034
gab,1991,50.93228
gab,1992,50.93228
gab,1993,50.93228
gab,1994,50.93228
gab,1995,50.93228
gab,1996,50.93228
gab,1997,48.97515
gab,1998,48.97515
gab,1999,48.97515
gab,2000,48.97515
gab,2001,48.97515
gab,2002,48.97515
gab,2003,48.97515
gab,2004,46.91149
gab,2005,46.91149
gab,2006,46.91149
gab,2007,46.91149
gab,2008,46.91149
gab,2009,46.91149
gab,2010,51.26948
gab,2011,51.26948
gab,2012,52.51053
gab,2013,53.86577
gab,2014,53.86577
gab,2015,53.86577
gab,2016,53.86577
gab,2017,53.30353
gab,2018,52.83
gab,2019,50.09419
gbr,1975,84.79376
gbr,1976,84.79376
gbr,1977,84.79376
gbr,1978,84.79376
gbr,1979,84.79376
gbr,1980,84.79376
gbr,1981,84.79376
gbr,1982,84.79376
gbr,1983,84.79376
gbr,1984,85.89677
gbr,1985,85.89677
gbr,1986,85.89677
gbr,1987,85.89677
gbr,1988,85.89677
gbr,1989,85.89677
gbr,1990,85.89677
gbr,1991,85.89677
gbr,1992,85.89677
gbr,1993,85.89677
gbr,1994,93.2987
gbr,1995,93.2987
gbr,1996,93.2987
gbr,1997,93.2987
gbr,1998,93.2987
gbr,1999,93.2987
gbr,2000,93.2987
gbr,2001,93.2987
gbr,2002,93.2987
gbr,2003,93.2987
gbr,2004,93.2987
gbr,2005,93.2987
gbr,2006,93.2987
gbr,2007,93.2987
gbr,2008,93.2987
gbr,2009,93.2987
gbr,2010,93.2987
gbr,2011,93.2987
gbr,2012,93.2987
gbr,2013,85.7522
gbr,2014,85.7522
gbr,2015,85.7522
gbr,2016,85.7522
gbr,2017,93.55373
gbr,2018,93.55373
gbr,2019,79.06243
geo,1991,29.62238
geo,1992,24.19176
geo,1993,29.11608
geo,1994,29.11608
geo,1995,31.82669
geo,1996,31.82669
geo,1997,31.82669
geo,1998,31.82669
geo,1999,31.82669
geo,2000,31.82669
geo,2001,31.82669
geo,2002,31.82669
geo,2003,31.82669
geo,2004,53.97115
geo,2005,54.16995
geo,2006,54.16995
geo,2007,54.16995
geo,2008,53.38906
geo,2009,54.62934
geo,2010,55.23919
geo,2011,55.23919
geo,2012,55.8969
geo,2013,55.74148
geo,2014,55.85868
geo,2015,55.29933
geo,2016,59.03819
geo,2017,58.87612
geo,2018,59.63959
geo,2019,59.54045
gha,1975,34.35686
gha,1976,33.48374
gha,1977,33.48374
gha,1978,33.48374
gha,1979,44.14398
gha,1980,46.4069
gha,1981,45.02881
gha,1982,39.22662
gha,1983,39.22662
gha,1984,37.09935
gha,1985,38.17423
gha,1986,39.44512
gha,1987,39.44512
gha,1988,39.44512
gha,1989,41.49049
gha,1990,38.33671
gha,1991,39.40862
gha,1992,40.2051
gha,1993,52.25032
gha,1994,52.4468
gha,1995,52.4468
gha,1996,52.4468
gha,1997,45.45265
gha,1998,45.45265
gha,1999,45.45265
gha,2000,47.86371
gha,2001,47.86371
gha,2002,48.22158
gha,2003,48.22158
gha,2004,48.22158
gha,2005,48.22158
gha,2006,48.22158
gha,2007,48.22158
gha,2008,48.22158
gha,2009,48.40365
gha,2010,48.77625
gha,2011,48.59205
gha,2012,48.59205
gha,2013,47.86371
gha,2014,47.86371
gha,2015,47.60859
gha,2016,48.40365
gha,2017,48.25796
gha,2018,47.84203
gha,2019,50.95234
gin,1975,29.945
gin,1976,29.945
gin,1977,29.945
gin,1978,29.945
gin,1979,29.945
gin,1980,29.945
gin,1981,29.945
gin,1982,29.945
gin,1983,29.945
gin,1984,28.45615
gin,1985,22.06818
gin,1986,23.76784
gin,1987,23.76784
gin,1988,23.76784
gin,1989,23.76784
gin,1990,26.53195
gin,1991,34.32069
gin,1992,34.77646
gin,1993,34.77646
gin,1994,34.77646
gin,1995,34.12897
gin,1996,33.05476
gin,1997,33.05476
gin,1998,34.69521
gin,1999,34.69521
gin,2000,35.38028
gin,2001,35.38028
gin,2002,35.38028
gin,2003,35.38028
gin,2004,35.38028
gin,2005,35.38028
gin,2006,35.38028
gin,2007,35.38028
gin,2008,29.44319
gin,2009,30.21299
gin,2010,41.0544
gin,2011,43.42453
gin,2012,43.42453
gin,2013,43.23669
gin,2014,43.23669
gin,2015,43.23669
gin,2016,43.23669
gin,2017,38.45428
gin,2018,37.20848
gin,2019,30.69398
gmb,1975,58.51088
gmb,1976,58.51088
gmb,1977,57.89752
gmb,1978,57.89752
gmb,1979,57.89752
gmb,1980,56.5142
gmb,1981,53.43291
gmb,1982,53.43291
gmb,1983,53.43291
gmb,1984,53.43291
gmb,1985,56.23699
gmb,1986,54.0561
gmb,1987,54.0561
gmb,1988,54.0561
gmb,1989,54.0561
gmb,1990,53.6532
gmb,1991,53.6532
gmb,1992,55.4557
gmb,1993,55.4557
gmb,1994,44.60405
gmb,1995,34.01555
gmb,1996,34.01555
gmb,1997,35.82322
gmb,1998,35.82322
gmb,1999,35.82322
gmb,2000,34.96086
gmb,2001,34.96086
gmb,2002,34.96086
gmb,2003,34.96086
gmb,2004,34.96086
gmb,2005,34.96086
gmb,2006,34.96086
gmb,2007,34.96086
gmb,2008,34.96086
gmb,2009,34.96086
gmb,2010,34.96086
gmb,2011,34.96086
gmb,2012,34.96086
gmb,2013,32.15194
gmb,2014,31.04577
gmb,2015,31.09511
gmb,2016,31.60842
gmb,2017,54.09852
gmb,2018,55.11268
gmb,2019,55.4687
gnb,1975,35.77261
gnb,1976,35.77261
gnb,1977,35.77261
gnb,1978,35.77261
gnb,1979,35.77261
gnb,1980,35.12612
gnb,1981,34.41674
gnb,1982,34.41674
gnb,1983,34.41674
gnb,1984,34.41674
gnb,1985,34.41674
gnb,1986,33.9482
gnb,1987,33.9482
gnb,1988,33.9482
gnb,1989,33.9482
gnb,1990,33.9482
gnb,1991,33.9482
gnb,1992,33.9482
gnb,1993,37.09789
gnb,1994,37.73522
gnb,1995,40.65495
gnb,1996,40.65495
gnb,1997,37.10644
gnb,1998,37.10644
gnb,1999,36.86165
gnb,2000,38.13372
gnb,2001,38.13372
gnb,2002,34.08507
gnb,2003,34.08507
gnb,2004,35.06656
gnb,2005,35.06656
gnb,2006,35.06656
gnb,2007,35.06656
gnb,2008,35.06656
gnb,2009,35.06656
gnb,2010,36.33142
gnb,2011,36.33142
gnb,2012,33.39814
gnb,2013,36.91586
gnb,2014,37.29442
gnb,2015,37.29442
gnb,2016,37.29442
gnb,2017,29.74244
gnb,2018,32.28025
gnb,2019,29.01901
gnq,1975,0.8938
gnq,1976,0.8938
gnq,1977,0.8938
gnq,1978,0.8938
gnq,1979,0.8938
gnq,1980,20.23764
gnq,1981,20.23764
gnq,1982,20.23764
gnq,1983,20.23764
gnq,1984,20.23764
gnq,1985,20.23764
gnq,1986,20.23764
gnq,1987,20.23764
gnq,1988,20.23764
gnq,1989,20.23764
gnq,1990,19.30491
gnq,1991,19.30491
gnq,1992,19.30491
gnq,1993,19.30491
gnq,1994,19.30491
gnq,1995,19.30491
gnq,1996,19.30491
gnq,1997,19.30491
gnq,1998,19.30491
gnq,1999,19.30491
gnq,2000,16.22005
gnq,2001,16.22005
gnq,2002,16.22005
gnq,2003,16.22005
gnq,2004,16.22005
gnq,2005,16.22005
gnq,2006,16.22005
gnq,2007,16.22005
gnq,2008,16.22005
gnq,2009,16.22005
gnq,2010,15.03341
gnq,2011,9.37528
gnq,2012,9.37528
gnq,2013,9.37528
gnq,2014,9.37528
gnq,2015,9.37528
gnq,2016,17.46827
gnq,2017,15.03341
gnq,2018,17.46827
gnq,2019,17.46827
grc,1975,52.47185
grc,1976,59.02285
grc,1977,59.02285
grc,1978,59.02285
grc,1979,59.02285
grc,1980,59.95073
grc,1981,59.95073
grc,1982,64.90967
grc,1983,64.90967
grc,1984,63.74193
grc,1985,63.74193
grc,1986,63.74193
grc,1987,63.74193
grc,1988,63.74193
grc,1989,63.74193
grc,1990,63.74193
grc,1991,65.57503
grc,1992,65.57503
grc,1993,65.57503
grc,1994,65.57503
grc,1995,65.57503
grc,1996,65.57503
grc,1997,65.57503
grc,1998,65.57503
grc,1999,65.57503
grc,2000,65.57503
grc,2001,65.57503
grc,2002,65.57503
grc,2003,65.57503
grc,2004,65.57503
grc,2005,65.57503
grc,2006,65.57503
grc,2007,65.57503
grc,2008,65.57503
grc,2009,68.06564
grc,2010,69.61789
grc,2011,69.61789
grc,2012,69.61789
grc,2013,64.73039
grc,2014,64.73039
grc,2015,60.82287
grc,2016,60.82287
grc,2017,60.82287
grc,2018,58.8253
grc,2019,61.02124
gtm,1975,20.56422
gtm,1976,20.56422
gtm,1977,20.56422
gtm,1978,17.01003
gtm,1979,17.01003
gtm,1980,17.01003
gtm,1981,17.01003
gtm,1982,14.52169
gtm,1983,17.01003
gtm,1984,15.79963
gtm,1985,15.29402
gtm,1986,26.42773
gtm,1987,36.32062
gtm,1988,36.32062
