country,time,fexpression_idea
cod,1991,36.27778
cod,1992,35.36145
cod,1993,35.87169
cod,1994,35.87169
cod,1995,35.87169
cod,1996,35.87169
cod,1997,33.68939
cod,1998,40.42648
cod,1999,41.50143
cod,2000,41.50143
cod,2001,40.95501
cod,2002,40.95501
cod,2003,40.95501
cod,2004,39.90009
cod,2005,39.90009
cod,2006,39.90009
cod,2007,39.90009
cod,2008,40.01985
cod,2009,40.65071
cod,2010,41.95349
cod,2011,41.95349
cod,2012,41.95349
cod,2013,40.40714
cod,2014,41.05126
cod,2015,41.53268
cod,2016,38.65368
cod,2017,39.63093
cod,2018,40.64854
cod,2019,42.83089
cog,1975,25.52528
cog,1976,25.52528
cog,1977,25.52528
cog,1978,24.96699
cog,1979,24.55258
cog,1980,25.81532
cog,1981,25.64554
cog,1982,26.29706
cog,1983,26.29706
cog,1984,25.64554
cog,1985,25.64554
cog,1986,24.44705
cog,1987,24.44705
cog,1988,24.44705
cog,1989,24.44705
cog,1990,31.09142
cog,1991,48.39304
cog,1992,46.92674
cog,1993,47.24673
cog,1994,48.66377
cog,1995,48.66377
cog,1996,47.9304
cog,1997,36.14447
cog,1998,36.1094
cog,1999,36.1094
cog,2000,36.1094
cog,2001,35.42499
cog,2002,35.42499
cog,2003,35.42499
cog,2004,34.67377
cog,2005,35.42499
cog,2006,35.42499
cog,2007,34.67377
cog,2008,34.21353
cog,2009,33.50958
cog,2010,33.39257
cog,2011,34.68185
cog,2012,34.68185
cog,2013,30.97219
cog,2014,30.97219
cog,2015,28.7416
cog,2016,27.68516
cog,2017,32.85276
cog,2018,31.03874
cog,2019,31.30314
col,1975,50.41639
col,1976,50.41639
col,1977,50.41639
col,1978,42.06303
col,1979,38.6642
col,1980,38.6642
col,1981,39.04093
col,1982,40.50159
col,1983,47.999
col,1984,48.34184
col,1985,46.86095
col,1986,46.58668
col,1987,46.58668
col,1988,46.08023
col,1989,45.29166
col,1990,44.25263
col,1991,54.3992
col,1992,53.5367
col,1993,52.44866
col,1994,53.13222
col,1995,53.13222
col,1996,53.13222
col,1997,53.13222
col,1998,53.13222
col,1999,53.13222
col,2000,54.6022
col,2001,53.38809
col,2002,50.9547
col,2003,51.06042
col,2004,50.97498
col,2005,52.22351
col,2006,52.22351
col,2007,52.22351
col,2008,52.01475
col,2009,52.51925
col,2010,56.11461
col,2011,62.28013
col,2012,62.28013
col,2013,59.06954
col,2014,59.06954
col,2015,58.4902
col,2016,58.73004
col,2017,57.86129
col,2018,53.50878
col,2019,48.41598
cpv,1975,41.99178
cpv,1976,47.98442
cpv,1977,47.98442
cpv,1978,46.5433
cpv,1979,46.5433
cpv,1980,47.98442
cpv,1981,47.98442
cpv,1982,47.98442
cpv,1983,47.98442
cpv,1984,47.98442
cpv,1985,47.98442
cpv,1986,48.8415
cpv,1987,49.50495
cpv,1988,54.76328
cpv,1989,54.76328
cpv,1990,61.03326
cpv,1991,63.13893
cpv,1992,65.92388
cpv,1993,67.32321
cpv,1994,65.92388
cpv,1995,65.92388
cpv,1996,65.92388
cpv,1997,65.92388
cpv,1998,64.04537
cpv,1999,66.55339
cpv,2000,66.52342
cpv,2001,66.36053
cpv,2002,67.49324
cpv,2003,67.49324
cpv,2004,68.13459
cpv,2005,67.49324
cpv,2006,67.49324
cpv,2007,69.40033
cpv,2008,69.40033
cpv,2009,69.40033
cpv,2010,69.40033
cpv,2011,69.40033
cpv,2012,69.40033
cpv,2013,71.23892
cpv,2014,71.23892
cpv,2015,72.66458
cpv,2016,72.07255
cpv,2017,70.89686
cpv,2018,68.83582
cpv,2019,68.34171
cri,1975,73.80945
cri,1976,73.80945
cri,1977,74.45464
cri,1978,74.45464
cri,1979,74.45464
cri,1980,88.41242
cri,1981,88.74033
cri,1982,88.74033
cri,1983,88.74033
cri,1984,88.74033
cri,1985,88.74033
cri,1986,88.74033
cri,1987,88.74033
cri,1988,88.74033
cri,1989,88.74033
cri,1990,88.41488
cri,1991,84.73127
cri,1992,88.41488
cri,1993,87.11051
cri,1994,84.73127
cri,1995,85.93523
cri,1996,85.93523
cri,1997,85.93523
cri,1998,85.93523
cri,1999,86.58189
cri,2000,84.42254
cri,2001,84.42254
cri,2002,84.42254
cri,2003,83.48709
cri,2004,83.5376
cri,2005,85.38974
cri,2006,85.38974
cri,2007,86.44351
cri,2008,85.38974
cri,2009,86.44351
cri,2010,88.92217
cri,2011,88.92217
cri,2012,88.41488
cri,2013,86.75907
cri,2014,86.49531
cri,2015,86.49531
cri,2016,86.75907
cri,2017,77.97991
cri,2018,77.97991
cri,2019,77.97991
cub,1975,12.10965
cub,1976,12.10965
cub,1977,12.10965
cub,1978,12.10965
cub,1979,12.10965
cub,1980,14.28498
cub,1981,14.18304
cub,1982,14.18304
cub,1983,14.18304
cub,1984,14.18304
cub,1985,14.18304
cub,1986,14.18304
cub,1987,14.18304
cub,1988,14.18304
cub,1989,14.18304
cub,1990,14.18304
cub,1991,14.18304
cub,1992,14.18304
cub,1993,15.40535
cub,1994,15.40535
cub,1995,15.40535
cub,1996,15.40535
cub,1997,15.40535
cub,1998,15.40535
cub,1999,15.40535
cub,2000,16.54396
cub,2001,16.54396
cub,2002,16.54396
cub,2003,16.54396
cub,2004,16.54396
cub,2005,18.31326
cub,2006,18.31326
cub,2007,18.31326
cub,2008,18.31326
cub,2009,18.31326
cub,2010,18.31326
cub,2011,18.31326
cub,2012,18.31326
cub,2013,19.89144
cub,2014,19.89144
cub,2015,20.8645
cub,2016,21.49548
cub,2017,21.92968
cub,2018,26.48375
cub,2019,26.3087
cyp,1975,56.10652
cyp,1976,57.29412
cyp,1977,57.29412
cyp,1978,57.29412
cyp,1979,57.29412
cyp,1980,59.31758
cyp,1981,59.25692
cyp,1982,60.07786
cyp,1983,60.07786
cyp,1984,58.04398
cyp,1985,60.07786
cyp,1986,60.75361
cyp,1987,59.98212
cyp,1988,59.49743
cyp,1989,59.49743
cyp,1990,60.87041
cyp,1991,63.80911
cyp,1992,63.80911
cyp,1993,63.80911
cyp,1994,63.80911
cyp,1995,63.80911
cyp,1996,62.56258
cyp,1997,62.56258
cyp,1998,62.56258
cyp,1999,62.56258
cyp,2000,64.27095
cyp,2001,63.73946
cyp,2002,63.73946
cyp,2003,63.10621
cyp,2004,70.33069
cyp,2005,71.27825
cyp,2006,71.27825
cyp,2007,71.27825
cyp,2008,71.27825
cyp,2009,71.27825
cyp,2010,73.45266
cyp,2011,73.45266
cyp,2012,73.07298
cyp,2013,73.22827
cyp,2014,72.49011
cyp,2015,73.63866
cyp,2016,72.09525
cyp,2017,70.5955
cyp,2018,72.23819
cyp,2019,71.39958
cze,1975,21.08927
cze,1976,21.08927
cze,1977,21.08927
cze,1978,21.08927
cze,1979,21.08927
cze,1980,21.08927
cze,1981,20.94528
cze,1982,20.94528
cze,1983,20.94528
cze,1984,20.94528
cze,1985,20.94528
cze,1986,21.92968
cze,1987,24.76172
cze,1988,24.76172
cze,1989,28.02993
cze,1990,87.57048
cze,1991,88.73417
cze,1992,85.43699
cze,1993,88.73417
cze,1994,87.57048
cze,1995,85.43699
cze,1996,85.43699
cze,1997,87.57048
cze,1998,85.43699
cze,1999,87.57048
cze,2000,87.57048
cze,2001,85.43699
cze,2002,87.57048
cze,2003,87.57048
cze,2004,85.595
cze,2005,85.595
cze,2006,85.595
cze,2007,85.595
cze,2008,85.595
cze,2009,85.595
cze,2010,88.43832
cze,2011,85.77531
cze,2012,89.78034
cze,2013,77.76209
cze,2014,75.82555
cze,2015,75.82555
cze,2016,77.71073
cze,2017,76.19951
cze,2018,75.41455
cze,2019,73.68002
deu,1975,71.87363
deu,1976,71.92311
deu,1977,71.50008
deu,1978,74.86159
deu,1979,76.4704
deu,1980,78.80091
deu,1981,79.21787
deu,1982,79.21787
deu,1983,79.21787
deu,1984,79.21787
deu,1985,77.42147
deu,1986,78.27733
deu,1987,78.27733
deu,1988,79.21787
deu,1989,79.21787
deu,1990,84.32705
deu,1991,84.32705
deu,1992,83.46913
deu,1993,83.46913
deu,1994,83.46913
deu,1995,83.46913
deu,1996,83.46913
deu,1997,83.46913
deu,1998,83.46913
deu,1999,83.46913
deu,2000,83.46913
deu,2001,83.46913
deu,2002,83.46913
deu,2003,83.46913
deu,2004,85.42445
deu,2005,85.42445
deu,2006,85.42445
deu,2007,85.42445
deu,2008,85.42445
deu,2009,85.42445
deu,2010,85.42445
deu,2011,85.42445
deu,2012,83.07449
deu,2013,87.72434
deu,2014,86.33492
deu,2015,86.33492
deu,2016,86.33492
deu,2017,85.74947
deu,2018,83.32783
deu,2019,82.72628
dnk,1975,99.55007
dnk,1976,99.55007
dnk,1977,99.55007
dnk,1978,99.55007
dnk,1979,99.55007
dnk,1980,99.55007
dnk,1981,100
dnk,1982,100
dnk,1983,100
dnk,1984,100
dnk,1985,100
dnk,1986,100
dnk,1987,100
dnk,1988,100
dnk,1989,100
dnk,1990,96.54056
dnk,1991,100
dnk,1992,100
dnk,1993,100
dnk,1994,100
dnk,1995,100
dnk,1996,100
dnk,1997,100
dnk,1998,100
dnk,1999,100
dnk,2000,100
dnk,2001,100
dnk,2002,100
dnk,2003,100
dnk,2004,100
dnk,2005,100
dnk,2006,100
dnk,2007,96.54056
dnk,2008,96.54056
dnk,2009,96.54056
dnk,2010,96.54056
dnk,2011,91.41898
dnk,2012,100
dnk,2013,100
dnk,2014,96.54056
dnk,2015,89.05043
dnk,2016,86.41759
dnk,2017,87.31382
dnk,2018,87.31382
dnk,2019,82.74678
dom,1975,36.85956
dom,1976,36.85956
dom,1977,36.85956
dom,1978,40.2443
dom,1979,62.50331
dom,1980,62.50331
dom,1981,63.02305
dom,1982,63.02305
dom,1983,63.02305
dom,1984,62.52006
dom,1985,62.52006
dom,1986,62.41441
dom,1987,62.32661
dom,1988,60.32075
dom,1989,61.65038
dom,1990,59.63819
dom,1991,61.69031
dom,1992,59.63819
dom,1993,60.36981
dom,1994,56.54342
dom,1995,60.46293
dom,1996,60.32075
dom,1997,66.91244
dom,1998,69.04214
dom,1999,67.20495
dom,2000,67.83361
dom,2001,67.83361
dom,2002,67.83361
dom,2003,67.20495
dom,2004,67.20495
dom,2005,67.20495
dom,2006,67.83361
dom,2007,66.76056
dom,2008,66.09584
dom,2009,66.09584
dom,2010,65.58726
dom,2011,65.58726
dom,2012,65.58726
dom,2013,64.48206
dom,2014,64.48206
dom,2015,60.1032
dom,2016,60.1032
dom,2017,61.5003
dom,2018,65.00883
dom,2019,63.26613
dza,1975,29.0325
dza,1976,29.0325
dza,1977,29.0325
dza,1978,29.0325
dza,1979,31.6487
dza,1980,32.28098
dza,1981,32.99309
dza,1982,31.81573
dza,1983,31.81573
dza,1984,31.81573
dza,1985,31.81573
dza,1986,31.81573
dza,1987,31.81573
dza,1988,31.81573
dza,1989,36.93903
dza,1990,46.55714
dza,1991,46.42559
dza,1992,45.2727
dza,1993,44.08777
dza,1994,44.08777
dza,1995,44.08777
dza,1996,44.77449
dza,1997,44.77449
dza,1998,44.08777
dza,1999,48.42986
dza,2000,48.96868
dza,2001,48.96868
dza,2002,48.96868
dza,2003,48.22683
dza,2004,48.22683
dza,2005,49.59888
dza,2006,50.12497
dza,2007,50.12497
dza,2008,50.12497
dza,2009,49.59888
dza,2010,49.59888
dza,2011,49.59888
dza,2012,50.45892
dza,2013,49.25015
dza,2014,48.75178
dza,2015,48.75178
dza,2016,44.84177
dza,2017,47.07484
dza,2018,47.98781
dza,2019,44.88233
ecu,1975,38.42574
ecu,1976,38.42574
ecu,1977,40.28334
ecu,1978,44.60438
ecu,1979,58.61984
ecu,1980,66.03441
ecu,1981,65.86512
ecu,1982,65.86512
ecu,1983,67.92147
ecu,1984,58.94603
ecu,1985,56.68396
ecu,1986,56.68396
ecu,1987,55.84386
ecu,1988,64.33948
ecu,1989,66.66694
ecu,1990,65.8465
ecu,1991,65.8465
ecu,1992,65.8465
ecu,1993,65.15936
ecu,1994,64.73143
ecu,1995,64.33006
ecu,1996,64.33006
ecu,1997,64.33006
ecu,1998,66.17475
ecu,1999,65.27793
ecu,2000,65.27793
ecu,2001,65.27793
ecu,2002,65.27793
ecu,2003,66.17475
ecu,2004,65.27793
ecu,2005,63.45341
ecu,2006,65.10179
ecu,2007,68.75104
ecu,2008,64.19363
ecu,2009,64.71235
ecu,2010,61.59121
ecu,2011,60.09112
ecu,2012,60.09112
ecu,2013,54.17244
ecu,2014,55.0463
ecu,2015,54.17244
ecu,2016,54.17244
ecu,2017,61.26076
ecu,2018,70.3891
ecu,2019,69.26775
egy,1975,33.29699
egy,1976,33.87265
egy,1977,32.25096
egy,1978,31.6471
egy,1979,31.6471
egy,1980,31.6471
egy,1981,34.21852
egy,1982,34.21852
egy,1983,34.21852
egy,1984,33.47387
egy,1985,34.21852
egy,1986,35.51238
egy,1987,34.21852
egy,1988,34.21852
egy,1989,34.89393
egy,1990,34.89393
egy,1991,34.89393
egy,1992,34.89393
egy,1993,34.89393
egy,1994,34.89393
egy,1995,34.89393
egy,1996,36.05649
egy,1997,36.05649
egy,1998,36.05649
egy,1999,36.05649
egy,2000,36.56484
egy,2001,36.56484
egy,2002,36.56484
egy,2003,36.56484
egy,2004,35.73346
egy,2005,36.56484
egy,2006,36.56484
egy,2007,36.56484
egy,2008,35.73346
egy,2009,35.73346
egy,2010,38.73616
egy,2011,49.81961
egy,2012,49.21553
egy,2013,31.59926
egy,2014,24.62721
egy,2015,22.96079
egy,2016,23.35027
egy,2017,25.30152
egy,2018,24.90732
egy,2019,23.51443
eri,1993,36.49769
eri,1994,36.32629
eri,1995,36.32629
eri,1996,35.58664
eri,1997,36.03928
eri,1998,36.30961
eri,1999,35.52352
eri,2000,35.53588
eri,2001,20.72349
eri,2002,8.92168
eri,2003,8.92168
eri,2004,8.92168
eri,2005,8.92168
eri,2006,8.92168
eri,2007,4.93907
eri,2008,4.93907
eri,2009,4.93907
eri,2010,4.93907
eri,2011,4.93907
eri,2012,4.93907
eri,2013,5.65858
eri,2014,5.65858
eri,2015,5.65858
eri,2016,8.78289
eri,2017,5.88607
eri,2018,0
eri,2019,9.84798
esp,1975,23.48379
esp,1976,39.20447
esp,1977,46.27713
esp,1978,64.55887
esp,1979,73.08766
esp,1980,73.08766
esp,1981,75.51825
esp,1982,78.45998
esp,1983,78.45998
esp,1984,77.71509
esp,1985,78.45998
esp,1986,79.05965
esp,1987,79.05965
esp,1988,77.70498
esp,1989,79.05965
esp,1990,79.23474
esp,1991,79.91346
esp,1992,79.91346
esp,1993,79.91346
esp,1994,79.91346
esp,1995,79.91346
esp,1996,79.91346
esp,1997,79.91346
esp,1998,79.91346
esp,1999,79.91346
esp,2000,78.59229
esp,2001,78.59229
esp,2002,79.91346
esp,2003,78.59229
esp,2004,78.59229
esp,2005,77.92343
esp,2006,77.92343
esp,2007,77.92343
esp,2008,79.23474
esp,2009,79.23474
esp,2010,82.04927
esp,2011,82.04927
esp,2012,82.04927
esp,2013,80.36248
esp,2014,80.36248
esp,2015,73.76421
esp,2016,74.81585
esp,2017,72.06994
esp,2018,72.66599
esp,2019,70.3874
est,1991,67.92858
est,1992,73.45114
est,1993,72.13979
est,1994,74.76159
est,1995,77.66665
est,1996,76.18028
est,1997,77.66665
est,1998,77.66665
est,1999,77.66665
est,2000,77.66665
est,2001,77.66665
est,2002,77.66665
est,2003,77.66665
est,2004,77.66665
est,2005,77.66665
est,2006,77.66665
est,2007,77.66665
est,2008,79.66286
est,2009,80.76065
est,2010,80.76065
est,2011,80.76065
est,2012,80.76065
est,2013,81.55686
est,2014,80.14172
est,2015,80.14172
est,2016,83.37082
est,2017,82.36266
est,2018,81.27799
est,2019,78.86792
eth,1975,19.2718
eth,1976,14.42866
eth,1977,14.42866
eth,1978,14.42866
eth,1979,14.42866
eth,1980,14.42866
eth,1981,14.32245
eth,1982,14.32245
eth,1983,14.32245
eth,1984,14.32245
eth,1985,14.32245
eth,1986,14.32245
eth,1987,14.32245
eth,1988,16.39075
eth,1989,16.39075
eth,1990,16.39075
eth,1991,39.2538
eth,1992,40.61457
eth,1993,40.61457
eth,1994,39.94043
eth,1995,40.71484
eth,1996,41.3772
eth,1997,41.3772
eth,1998,41.3772
eth,1999,41.3772
eth,2000,41.3772
eth,2001,41.3772
eth,2002,41.3772
eth,2003,41.3772
eth,2004,39.92803
eth,2005,39.62947
eth,2006,35.41053
eth,2007,35.41053
eth,2008,35.41053
eth,2009,35.41053
eth,2010,35.41053
eth,2011,35.41053
eth,2012,35.41053
eth,2013,34.84446
eth,2014,34.84446
eth,2015,33.60338
eth,2016,32.81364
eth,2017,34.05999
eth,2018,44.99127
eth,2019,46.92356
fin,1975,64.8362
fin,1976,65.04135
fin,1977,65.04135
fin,1978,65.04135
fin,1979,65.04135
fin,1980,66.15247
fin,1981,68.26054
fin,1982,68.26054
fin,1983,68.98299
fin,1984,68.98299
fin,1985,68.98299
fin,1986,68.98299
fin,1987,70.06214
fin,1988,70.06214
fin,1989,71.59206
fin,1990,82.94966
fin,1991,87.25069
fin,1992,87.25069
fin,1993,87.25069
fin,1994,87.25069
fin,1995,87.25069
fin,1996,87.25069
fin,1997,87.25069
fin,1998,87.25069
fin,1999,87.25069
fin,2000,87.25069
fin,2001,87.25069
fin,2002,87.25069
fin,2003,89.24022
fin,2004,89.24022
fin,2005,89.24022
fin,2006,89.24022
fin,2007,88.07421
fin,2008,88.07421
fin,2009,88.07421
fin,2010,88.07421
fin,2011,88.07421
fin,2012,89.24022
fin,2013,86.19684
fin,2014,85.17584
fin,2015,76.85363
fin,2016,77.57579
fin,2017,79.56866
fin,2018,82.23691
fin,2019,80.58144
fra,1975,76.98998
fra,1976,76.98998
fra,1977,76.98998
fra,1978,76.98998
fra,1979,76.98998
fra,1980,76.98998
fra,1981,79.71832
fra,1982,82.33814
fra,1983,82.33814
fra,1984,81.48419
fra,1985,82.33814
fra,1986,82.33814
fra,1987,82.33814
fra,1988,84.2265
fra,1989,84.2265
fra,1990,83.39359
fra,1991,84.2265
fra,1992,84.2265
fra,1993,84.2265
fra,1994,82.62258
fra,1995,84.2265
fra,1996,84.2265
fra,1997,84.2265
fra,1998,84.2265
fra,1999,84.2265
fra,2000,84.2265
fra,2001,84.2265
fra,2002,84.2265
fra,2003,84.2265
fra,2004,83.39359
fra,2005,83.39359
fra,2006,81.83123
fra,2007,81.83123
fra,2008,81.83123
fra,2009,81.83123
fra,2010,81.83123
fra,2011,81.83123
fra,2012,81.67021
fra,2013,80.05291
fra,2014,79.38344
fra,2015,79.38344
fra,2016,79.38344
fra,2017,77.41356
fra,2018,78.13102
fra,2019,76.78652
gab,1975,35.34175
gab,1976,35.34175
gab,1977,35.34175
gab,1978,35.34175
gab,1979,36.84876
gab,1980,36.84876
gab,1981,36.46008
gab,1982,37.23364
gab,1983,37.23364
gab,1984,36.46008
gab,1985,37.23364
gab,1986,36.46008
gab,1987,36.46008
gab,1988,36.46008
gab,1989,36.46008
gab,1990,47.42971
gab,1991,53.75385
gab,1992,53.75385
gab,1993,51.64609
gab,1994,52.26982
gab,1995,53.75385
gab,1996,53.75385
gab,1997,52.76917
gab,1998,52.76917
gab,1999,52.17005
gab,2000,52.17005
gab,2001,52.17005
gab,2002,53.30136
gab,2003,53.30136
gab,2004,53.30136
gab,2005,53.30136
gab,2006,53.30136
gab,2007,53.30136
gab,2008,52.64325
gab,2009,52.44922
gab,2010,61.27003
gab,2011,61.27003
gab,2012,57.92243
gab,2013,63.81631
gab,2014,66.04547
gab,2015,63.81631
gab,2016,62.72512
gab,2017,64.48975
gab,2018,61.95092
gab,2019,59.92215
gbr,1975,64.4497
gbr,1976,64.4497
gbr,1977,64.4497
gbr,1978,64.4497
gbr,1979,64.4497
gbr,1980,63.08399
gbr,1981,62.8326
gbr,1982,64.31315
gbr,1983,64.31315
gbr,1984,62.8326
gbr,1985,64.31315
gbr,1986,64.31315
gbr,1987,62.8326
gbr,1988,64.31315
gbr,1989,64.31315
gbr,1990,64.09234
gbr,1991,65.85395
gbr,1992,65.85395
gbr,1993,65.85395
gbr,1994,65.85395
gbr,1995,65.85395
gbr,1996,65.85395
gbr,1997,65.85395
gbr,1998,65.85395
gbr,1999,77.77649
gbr,2000,79.80241
gbr,2001,81.87127
gbr,2002,81.25197
gbr,2003,81.25197
gbr,2004,81.25197
gbr,2005,81.25197
gbr,2006,81.87127
gbr,2007,81.87127
gbr,2008,81.13405
gbr,2009,81.87127
gbr,2010,80.76671
gbr,2011,80.76671
gbr,2012,82.3641
gbr,2013,76.68801
gbr,2014,74.30333
gbr,2015,75.09352
gbr,2016,74.30333
gbr,2017,83.28919
gbr,2018,83.28919
gbr,2019,82.08577
geo,1991,43.86979
geo,1992,48.82194
geo,1993,49.44908
geo,1994,53.73141
geo,1995,53.73141
geo,1996,54.52011
geo,1997,53.26108
geo,1998,53.54128
geo,1999,55.57674
geo,2000,55.43084
geo,2001,54.54856
geo,2002,54.29429
geo,2003,53.63374
geo,2004,56.52544
geo,2005,57.59665
geo,2006,56.86255
geo,2007,53.54024
geo,2008,54.83348
geo,2009,55.00312
geo,2010,54.02488
geo,2011,54.02488
geo,2012,55.60665
geo,2013,71.00611
geo,2014,74.33535
geo,2015,72.66591
geo,2016,71.6277
geo,2017,70.50924
geo,2018,70.58223
geo,2019,71.145
gha,1975,33.39604
gha,1976,33.39604
gha,1977,33.39604
gha,1978,35.7149
gha,1979,45.05995
gha,1980,51.64721
gha,1981,50.43342
gha,1982,31.31725
gha,1983,26.90891
gha,1984,28.25078
gha,1985,28.25078
gha,1986,28.25078
gha,1987,28.96401
gha,1988,28.25078
gha,1989,28.25078
gha,1990,33.59162
gha,1991,34.42924
gha,1992,39.24236
gha,1993,49.96837
gha,1994,52.68588
gha,1995,57.11974
gha,1996,57.73803
gha,1997,58.9807
gha,1998,58.9807
gha,1999,59.44451
gha,2000,69.30606
gha,2001,69.30606
gha,2002,69.30606
gha,2003,69.52435
gha,2004,69.52435
gha,2005,68.86777
gha,2006,68.86777
gha,2007,69.52435
gha,2008,68.86777
gha,2009,70.12295
gha,2010,73.93277
gha,2011,73.93277
gha,2012,73.93277
gha,2013,70.12249
gha,2014,66.06887
gha,2015,63.77844
gha,2016,68.37279
gha,2017,70.2467
gha,2018,65.85585
gha,2019,60.95563
gin,1975,12.19722
gin,1976,12.19722
gin,1977,12.19722
gin,1978,12.19722
gin,1979,12.19722
gin,1980,12.19722
gin,1981,12.07521
gin,1982,12.07521
gin,1983,12.07521
gin,1984,12.07521
gin,1985,31.56569
gin,1986,31.26594
gin,1987,30.57419
gin,1988,32.84472
gin,1989,34.05474
gin,1990,35.65254
gin,1991,41.82773
gin,1992,43.66873
gin,1993,44.68593
gin,1994,43.38178
gin,1995,43.38178
gin,1996,43.38178
gin,1997,43.38178
gin,1998,43.38178
gin,1999,44.68593
gin,2000,44.8117
gin,2001,44.8117
gin,2002,44.8117
gin,2003,46.93142
gin,2004,44.07966
gin,2005,44.8117
gin,2006,44.8117
gin,2007,44.07966
gin,2008,43.69421
gin,2009,37.80391
gin,2010,50.81334
gin,2011,51.88197
gin,2012,52.12648
gin,2013,55.87722
gin,2014,55.87722
gin,2015,55.50394
gin,2016,55.08606
gin,2017,54.45503
gin,2018,50.00229
gin,2019,50.37182
gmb,1975,47.56376
gmb,1976,47.56376
gmb,1977,47.56376
gmb,1978,47.56376
gmb,1979,47.56376
gmb,1980,47.56376
gmb,1981,46.98565
gmb,1982,47.73579
gmb,1983,47.73579
gmb,1984,47.73579
gmb,1985,48.34136
gmb,1986,48.34136
gmb,1987,47.73579
gmb,1988,47.73579
gmb,1989,48.34136
gmb,1990,47.73579
gmb,1991,48.34136
gmb,1992,48.34136
gmb,1993,48.34136
gmb,1994,31.46085
gmb,1995,27.13999
gmb,1996,28.96489
gmb,1997,30.44048
gmb,1998,31.20177
gmb,1999,30.44048
gmb,2000,30.4061
gmb,2001,29.69428
gmb,2002,29.69428
gmb,2003,30.4061
gmb,2004,29.69428
gmb,2005,29.69428
gmb,2006,29.53719
gmb,2007,28.7563
gmb,2008,28.7563
gmb,2009,28.7563
gmb,2010,28.7563
gmb,2011,29.53719
gmb,2012,27.71027
gmb,2013,24.73804
gmb,2014,24.73804
gmb,2015,24.73804
gmb,2016,24.04715
gmb,2017,58.2394
gmb,2018,60.90926
gmb,2019,59.89292
gnb,1975,31.61049
gnb,1976,31.61049
gnb,1977,31.61049
gnb,1978,31.61049
gnb,1979,31.61049
gnb,1980,32.01858
gnb,1981,31.17191
gnb,1982,29.68035
gnb,1983,29.68035
gnb,1984,29.68035
gnb,1985,29.68035
gnb,1986,29.68035
gnb,1987,30.45542
gnb,1988,29.68035
gnb,1989,29.68035
gnb,1990,32.90447
gnb,1991,33.2211
gnb,1992,33.70349
gnb,1993,37.07436
gnb,1994,39.73838
gnb,1995,40.87119
gnb,1996,40.87119
gnb,1997,40.87119
gnb,1998,40.60523
gnb,1999,41.42106
gnb,2000,42.97698
gnb,2001,42.97698
gnb,2002,45.6843
gnb,2003,46.15379
gnb,2004,48.32167
gnb,2005,49.0794
gnb,2006,47.3855
gnb,2007,46.79114
gnb,2008,49.40443
gnb,2009,46.79114
gnb,2010,47.6475
gnb,2011,49.40443
gnb,2012,46.15379
gnb,2013,50.53611
gnb,2014,50.53611
gnb,2015,50.53611
gnb,2016,51.75295
gnb,2017,48.71774
gnb,2018,49.82852
gnb,2019,49.2107
gnq,1975,0.14222
gnq,1976,0.14222
gnq,1977,0.14222
gnq,1978,0.14222
gnq,1979,11.55364
gnq,1980,27.37258
gnq,1981,27.37258
gnq,1982,27.37258
gnq,1983,27.37258
gnq,1984,27.37258
gnq,1985,27.37258
gnq,1986,27.37258
gnq,1987,27.37258
gnq,1988,27.37258
gnq,1989,27.37258
gnq,1990,27.72406
gnq,1991,27.72406
gnq,1992,27.72406
gnq,1993,27.72406
gnq,1994,27.72406
gnq,1995,24.04924
gnq,1996,24.04924
gnq,1997,24.04924
gnq,1998,24.04924
gnq,1999,24.04924
gnq,2000,25.91096
gnq,2001,25.65933
gnq,2002,25.65933
gnq,2003,25.65933
gnq,2004,23.83281
gnq,2005,23.83281
gnq,2006,23.83281
gnq,2007,25.65933
gnq,2008,26.61907
gnq,2009,27.43768
gnq,2010,26.89623
gnq,2011,25.15629
gnq,2012,25.15629
gnq,2013,23.43268
gnq,2014,23.43268
gnq,2015,23.43268
gnq,2016,23.43268
gnq,2017,22.10787
gnq,2018,24.65913
gnq,2019,26.90537
grc,1975,72.23139
grc,1976,74.75751
grc,1977,75.30341
grc,1978,75.30341
grc,1979,75.30341
grc,1980,75.30341
grc,1981,79.99714
grc,1982,83.58627
grc,1983,83.58627
grc,1984,83.58627
grc,1985,84.43752
grc,1986,84.43752
grc,1987,84.46316
grc,1988,85.29909
grc,1989,84.46316
grc,1990,84.46316
grc,1991,84.46316
grc,1992,84.46316
grc,1993,84.46316
grc,1994,84.46316
grc,1995,84.46316
grc,1996,84.46316
grc,1997,84.46316
grc,1998,85.29909
grc,1999,84.46316
grc,2000,85.29909
grc,2001,84.46316
grc,2002,84.46316
grc,2003,84.46316
grc,2004,85.29909
grc,2005,84.46316
grc,2006,84.46316
grc,2007,84.46316
grc,2008,85.40678
grc,2009,85.40678
grc,2010,87.28532
grc,2011,86.41832
grc,2012,87.28532
grc,2013,81.3448
grc,2014,80.54441
grc,2015,79.25741
grc,2016,78.38334
grc,2017,75.15222
grc,2018,71.81953
grc,2019,74.54269
gtm,1975,20.29379
gtm,1976,19.75471
gtm,1977,16.71426
gtm,1978,15.07518
gtm,1979,15.07518
gtm,1980,15.07518
gtm,1981,16.04372
gtm,1982,14.94741
gtm,1983,16.04372
gtm,1984,16.94021
gtm,1985,28.37488
gtm,1986,35.40039
gtm,1987,37.32994
