country,time,c_fundright_idea
cod,1980,0.50189
cod,1981,0.01361
cod,1982,0.04459
cod,1983,0.20662
cod,1984,-0.01941
cod,1985,-0.09394
cod,1986,0.61008
cod,1987,-0.80995
cod,1988,0.28185
cod,1989,-0.05505
cod,1990,2.21592
cod,1991,0.99721
cod,1992,-0.15486
cod,1993,0.47409
cod,1994,-0.09503
cod,1995,-0.04731
cod,1996,0.36708
cod,1997,-0.74314
cod,1998,1.27005
cod,1999,0.58122
cod,2000,-2.34867
cod,2001,-0.24898
cod,2002,-0.00906
cod,2003,0.09797
cod,2004,0.21123
cod,2005,-0.25706
cod,2006,0.41609
cod,2007,0.64748
cod,2008,0.07388
cod,2009,-0.47664
cod,2010,0.42632
cod,2011,-0.00795
cod,2012,0.04591
cod,2013,0.79993
cod,2014,-0.01139
cod,2015,-0.42585
cod,2016,-0.86523
cod,2017,0.67727
cod,2018,0.41989
cod,2019,2.64617
cog,1976,0.44747
cog,1977,0.10617
cog,1978,-5.7185
cog,1979,0.01724
cog,1980,0.03179
cog,1981,0.07831
cog,1982,0.04819
cog,1983,-0.02748
cog,1984,-0.24737
cog,1985,-0.02635
cog,1986,0.04582
cog,1987,-0.2851
cog,1988,0.00314
cog,1989,0.06159
cog,1990,5.55828
cog,1991,15.18808
cog,1992,0.12989
cog,1993,-0.93024
cog,1994,0.22972
cog,1995,-0.11211
cog,1996,0.3326
cog,1997,-14.65945
cog,1998,-0.85123
cog,1999,0.14171
cog,2000,0.80229
cog,2001,-0.19704
cog,2002,-0.17204
cog,2003,0.70977
cog,2004,0.0443
cog,2005,0.30365
cog,2006,-1.0218
cog,2007,-0.06639
cog,2008,-0.69952
cog,2009,-0.35933
cog,2010,0.85597
cog,2011,-0.43966
cog,2012,0.13503
cog,2013,-1.81475
cog,2014,-0.13467
cog,2015,-0.07934
cog,2016,-0.82212
cog,2017,0.65791
cog,2018,2.73487
cog,2019,-1.90851
col,1976,0.37608
col,1977,0.16773
col,1978,-1.31249
col,1979,-0.08244
col,1980,0.33692
col,1981,0.30215
col,1982,-0.52264
col,1983,0.05457
col,1984,0.31787
col,1985,-0.10825
col,1986,-0.29118
col,1987,0.18163
col,1988,-1.74638
col,1989,-0.47628
col,1990,0.56502
col,1991,8.87116
col,1992,1.71175
col,1993,-0.16352
col,1994,0.20413
col,1995,-0.02702
col,1996,0.15409
col,1997,1.87032
col,1998,-0.30224
col,1999,0.33261
col,2000,-0.08124
col,2001,0.22502
col,2002,-0.34769
col,2003,0.05839
col,2004,0.46877
col,2005,-0.33516
col,2006,0.01026
col,2007,0.00871
col,2008,0.18449
col,2009,0.36428
col,2010,1.13544
col,2011,1.83593
col,2012,0.99737
col,2013,1.00526
col,2014,0.21957
col,2015,-0.21509
col,2016,-0.01937
col,2017,-1.02878
col,2018,-2.51186
col,2019,0.24483
cpv,1976,13.95805
cpv,1977,-0.08837
cpv,1978,-0.21112
cpv,1979,-0.19916
cpv,1980,0.31317
cpv,1981,0.01831
cpv,1982,0.06444
cpv,1983,0.22599
cpv,1984,0.0046
cpv,1985,0.08511
cpv,1986,-0.05976
cpv,1987,0.06726
cpv,1988,5.64536
cpv,1989,-0.06625
cpv,1990,1.48892
cpv,1991,4.84737
cpv,1992,2.22728
cpv,1993,0.62017
cpv,1994,-0.56226
cpv,1995,0.1739
cpv,1996,0.53922
cpv,1997,-0.15701
cpv,1998,-0.17599
cpv,1999,0.23857
cpv,2000,-0.03405
cpv,2001,0.16515
cpv,2002,0.72131
cpv,2003,-0.02538
cpv,2004,-0.18503
cpv,2005,3.99799
cpv,2006,0.43862
cpv,2007,0.03307
cpv,2008,0.27782
cpv,2009,-0.22799
cpv,2010,0.35664
cpv,2011,-0.09257
cpv,2012,-0.05563
cpv,2013,-0.62446
cpv,2014,-0.1973
cpv,2015,-1.22128
cpv,2016,-0.44209
cpv,2017,0.12907
cpv,2018,-3.25131
cpv,2019,-0.19935
cri,1976,-0.04259
cri,1977,0.30453
cri,1978,0.39246
cri,1979,0.45998
cri,1980,2.17947
cri,1981,-0.20694
cri,1982,0.25539
cri,1983,-0.27538
cri,1984,0.2311
cri,1985,0.18002
cri,1986,0.67385
cri,1987,-0.22434
cri,1988,1.0127
cri,1989,7.73607
cri,1990,3.74445
cri,1991,-0.16239
cri,1992,0.1715
cri,1993,-0.07088
cri,1994,-0.35362
cri,1995,0.68207
cri,1996,-0.17062
cri,1997,1.13471
cri,1998,0.09167
cri,1999,0.2127
cri,2000,0.64119
cri,2001,-0.39849
cri,2002,1.21838
cri,2003,-0.30697
cri,2004,-0.18037
cri,2005,-2.44177
cri,2006,-0.10553
cri,2007,0.35266
cri,2008,-0.45496
cri,2009,0.22391
cri,2010,1.38236
cri,2011,-0.27081
cri,2012,1.63081
cri,2013,-1.51206
cri,2014,-0.13795
cri,2015,-0.0426
cri,2016,-0.69246
cri,2017,-1.5634
cri,2018,-1.97111
cri,2019,0.5928
cub,1976,0.18748
cub,1977,0.05011
cub,1978,-0.26389
cub,1979,0.28829
cub,1980,0.72293
cub,1981,-0.33255
cub,1982,0.09851
cub,1983,-0.27995
cub,1984,0.46761
cub,1985,-0.18603
cub,1986,0.06918
cub,1987,0.24212
cub,1988,0.23417
cub,1989,0.13912
cub,1990,0.47037
cub,1991,-0.50475
cub,1992,-0.13461
cub,1993,0.84113
cub,1994,-0.32089
cub,1995,0.42931
cub,1996,0.16063
cub,1997,-0.41213
cub,1998,-0.10584
cub,1999,0.0884
cub,2000,0.30615
cub,2001,-0.1031
cub,2002,0.10821
cub,2003,-0.2472
cub,2004,-0.13232
cub,2005,0.50498
cub,2006,0.36876
cub,2007,-0.1511
cub,2008,-0.33228
cub,2009,0.49554
cub,2010,-0.09865
cub,2011,0.36724
cub,2012,-0.22107
cub,2013,2.91158
cub,2014,-0.00979
cub,2015,0.02216
cub,2016,0.37987
cub,2017,-0.05245
cub,2018,0.75435
cub,2019,4.1584
cyp,1976,2.50123
cyp,1977,-0.45701
cyp,1978,-0.15126
cyp,1979,0.25409
cyp,1980,0.77314
cyp,1981,0.1753
cyp,1982,0.29212
cyp,1983,-0.27863
cyp,1984,0.16094
cyp,1985,0.08158
cyp,1986,0.21307
cyp,1987,0.49722
cyp,1988,-0.73411
cyp,1989,0.58311
cyp,1990,4.30913
cyp,1991,0.2623
cyp,1992,0.12087
cyp,1993,-0.4911
cyp,1994,0.39386
cyp,1995,-0.45116
cyp,1996,0.58989
cyp,1997,-0.28356
cyp,1998,-0.03034
cyp,1999,1.15046
cyp,2000,0.57859
cyp,2001,0.44134
cyp,2002,-0.13559
cyp,2003,-0.54169
cyp,2004,7.1113
cyp,2005,0.29706
cyp,2006,-0.31415
cyp,2007,3.37303
cyp,2008,0.21396
cyp,2009,0.25246
cyp,2010,1.4304
cyp,2011,-0.14109
cyp,2012,-0.32638
cyp,2013,-0.64697
cyp,2014,0.23877
cyp,2015,0.26759
cyp,2016,0.07581
cyp,2017,-0.34729
cyp,2018,0.23029
cyp,2019,-1.32712
cze,1976,-0.16636
cze,1977,0.49036
cze,1978,0.14882
cze,1979,-0.25666
cze,1980,-0.09632
cze,1981,0.21439
cze,1982,-0.16311
cze,1983,0.55345
cze,1984,-0.81025
cze,1985,0.54093
cze,1986,0.28928
cze,1987,0.28969
cze,1988,-0.02016
cze,1989,4.54099
cze,1990,41.13955
cze,1991,0.88019
cze,1992,-0.78174
cze,1993,0.54829
cze,1994,-0.43811
cze,1995,0.11611
cze,1996,-0.08004
cze,1997,0.11013
cze,1998,-0.18502
cze,1999,0.53068
cze,2000,0.19323
cze,2001,-1.5699
cze,2002,1.12995
cze,2003,0.11383
cze,2004,-0.26266
cze,2005,0.00153
cze,2006,2.51904
cze,2007,0.17266
cze,2008,-0.26978
cze,2009,0.58078
cze,2010,0.48467
cze,2011,-0.41553
cze,2012,1.24548
cze,2013,-0.18144
cze,2014,-0.98244
cze,2015,-0.65117
cze,2016,-2.99672
cze,2017,0.89913
cze,2018,0.07629
cze,2019,-0.61615
deu,1976,0.23818
deu,1977,-0.24669
deu,1978,1.35241
deu,1979,0.32823
deu,1980,4.24774
deu,1981,-0.31636
deu,1982,-0.00669
deu,1983,-0.00661
deu,1984,0.27818
deu,1985,-0.15174
deu,1986,0.02108
deu,1987,-0.06363
deu,1988,0.73384
deu,1989,-0.42855
deu,1990,2.13938
deu,1991,0.39487
deu,1992,-0.26416
deu,1993,0.01198
deu,1994,0.33694
deu,1995,-0.25028
deu,1996,0.56573
deu,1997,0.03152
deu,1998,0.15454
deu,1999,-0.15358
deu,2000,1.72167
deu,2001,-0.60378
deu,2002,-0.26885
deu,2003,-0.21448
deu,2004,0.31911
deu,2005,0.93014
deu,2006,-0.08229
deu,2007,0.10364
deu,2008,-0.47291
deu,2009,0.62065
deu,2010,-0.36449
deu,2011,0.2369
deu,2012,-0.12818
deu,2013,-1.57796
deu,2014,0.07427
deu,2015,-1.44221
deu,2016,-0.23255
deu,2017,-0.1634
deu,2018,0.37862
deu,2019,-0.29064
dnk,1976,-0.21219
dnk,1977,-0.60551
dnk,1978,-0.00213
dnk,1979,0.18469
dnk,1980,0.04021
dnk,1981,0.4104
dnk,1982,0.15417
dnk,1983,-0.30487
dnk,1984,0.01243
dnk,1985,0.03543
dnk,1986,0.54337
dnk,1987,-0.32552
dnk,1988,0.16217
dnk,1989,-0.3583
dnk,1990,0.23967
dnk,1991,0.6039
dnk,1992,0.08326
dnk,1993,-0.34682
dnk,1994,-0.10813
dnk,1995,0.45392
dnk,1996,-0.37798
dnk,1997,0.12857
dnk,1998,0.46796
dnk,1999,-0.14526
dnk,2000,-0.49454
dnk,2001,0.07328
dnk,2002,0.0648
dnk,2003,-0.12585
dnk,2004,0.34172
dnk,2005,-0.37613
dnk,2006,-0.05257
dnk,2007,-0.09986
dnk,2008,0.29122
dnk,2009,-0.50219
dnk,2010,0.41429
dnk,2011,-0.40108
dnk,2012,0.87754
dnk,2013,-2.11846
dnk,2014,-0.71854
dnk,2015,-1.20819
dnk,2016,-0.24725
dnk,2017,-0.29416
dnk,2018,0.06628
dnk,2019,-1.01449
dom,1976,0.45794
dom,1977,-0.35593
dom,1978,1.94662
dom,1979,14.1225
dom,1980,0.056
dom,1981,0.51495
dom,1982,0.02569
dom,1983,0.08446
dom,1984,-0.08339
dom,1985,-0.02723
dom,1986,0.19212
dom,1987,0.04434
dom,1988,-0.23379
dom,1989,0.08944
dom,1990,0.30137
dom,1991,0.44283
dom,1992,-0.36624
dom,1993,0.64104
dom,1994,-1.38492
dom,1995,0.83695
dom,1996,2.47436
dom,1997,2.34315
dom,1998,0.19778
dom,1999,-0.17798
dom,2000,-0.01226
dom,2001,0.17581
dom,2002,-0.06276
dom,2003,0.15226
dom,2004,0.05205
dom,2005,-0.49291
dom,2006,0.28625
dom,2007,-0.0181
dom,2008,-0.50952
dom,2009,0.5465
dom,2010,0.37679
dom,2011,-0.2689
dom,2012,0.39816
dom,2013,-0.35214
dom,2014,-0.03851
dom,2015,-3.77285
dom,2016,0.33454
dom,2017,-6.10454
dom,2018,7.28188
dom,2019,-11.36263
dza,1976,0.51705
dza,1977,-0.10655
dza,1978,0.02924
dza,1979,0.16826
dza,1980,0.27201
dza,1981,0.14256
dza,1982,-0.03599
dza,1983,-0.08558
dza,1984,0.4924
dza,1985,-0.48515
dza,1986,-0.0401
dza,1987,0.6542
dza,1988,-0.01969
dza,1989,-0.51287
dza,1990,1.45299
dza,1991,-1.01828
dza,1992,-0.3107
dza,1993,0.04397
dza,1994,0.0981
dza,1995,0.63318
dza,1996,0.11516
dza,1997,0.61198
dza,1998,-0.85751
dza,1999,0.67287
dza,2000,0.63047
dza,2001,0.00055
dza,2002,-0.30058
dza,2003,-0.0984
dza,2004,0.14317
dza,2005,0.86187
dza,2006,0.16614
dza,2007,0.10347
dza,2008,0.0757
dza,2009,-0.14677
dza,2010,-0.10351
dza,2011,-0.03883
dza,2012,0.47764
dza,2013,-0.05216
dza,2014,0.27445
dza,2015,0.04668
dza,2016,0.11071
dza,2017,-0.43938
dza,2018,1.2214
dza,2019,-4.63
ecu,1976,-0.09508
ecu,1977,0.29955
ecu,1978,0.57683
ecu,1979,5.41327
ecu,1980,6.43213
ecu,1981,-0.02603
ecu,1982,0.28647
ecu,1983,0.96842
ecu,1984,-2.26174
ecu,1985,-0.11922
ecu,1986,-0.31332
ecu,1987,0.06418
ecu,1988,1.46201
ecu,1989,1.30592
ecu,1990,-0.19437
ecu,1991,0.1888
ecu,1992,0.17247
ecu,1993,-0.32983
ecu,1994,-0.21827
ecu,1995,0.063
ecu,1996,0.45926
ecu,1997,-0.17214
ecu,1998,6.11856
ecu,1999,-0.53783
ecu,2000,0.54875
ecu,2001,0.05174
ecu,2002,-0.25402
ecu,2003,0.17024
ecu,2004,0.33506
ecu,2005,-0.41154
ecu,2006,0.08302
ecu,2007,1.92881
ecu,2008,0.19598
ecu,2009,2.56526
ecu,2010,-0.81634
ecu,2011,-0.1057
ecu,2012,-0.49826
ecu,2013,-0.99445
ecu,2014,0.28666
ecu,2015,-0.63497
ecu,2016,0.6449
ecu,2017,1.98742
ecu,2018,0.16032
ecu,2019,-0.1284
egy,1976,0.11336
egy,1977,-0.07542
egy,1978,-0.47962
egy,1979,0.45237
egy,1980,1.44213
egy,1981,1.00137
egy,1982,0.23531
egy,1983,0.06466
egy,1984,-0.32856
egy,1985,0.33952
egy,1986,0.44777
egy,1987,-0.23231
egy,1988,-0.46777
egy,1989,0.35011
egy,1990,-0.42165
egy,1991,-0.30014
egy,1992,0.13503
egy,1993,0.21943
egy,1994,-0.23727
egy,1995,-0.00814
egy,1996,0.60483
egy,1997,-0.43396
egy,1998,0.4488
egy,1999,0.05815
egy,2000,-1.55815
egy,2001,-4.91571
egy,2002,0.03969
egy,2003,0.02588
egy,2004,0.11851
egy,2005,-0.09529
egy,2006,-0.17525
egy,2007,0.35293
egy,2008,-0.53619
egy,2009,0.10649
egy,2010,0.46396
egy,2011,1.60542
egy,2012,0.20265
egy,2013,-4.91116
egy,2014,-0.61618
egy,2015,-0.60919
egy,2016,0.17645
egy,2017,4.75592
egy,2018,0.54142
egy,2019,-0.27385
eri,1994,0.24981
eri,1995,-0.45084
eri,1996,0.27708
eri,1997,-0.1959
eri,1998,-0.25939
eri,1999,-1.01215
eri,2000,-0.79598
eri,2001,-6.77716
eri,2002,-10.02394
eri,2003,-0.24113
eri,2004,0.58685
eri,2005,-0.57715
eri,2006,-0.14851
eri,2007,-0.28017
eri,2008,-0.01979
eri,2009,-0.17001
eri,2010,-0.07815
eri,2011,-0.1537
eri,2012,-0.32182
eri,2013,1.72415
eri,2014,0.13499
eri,2015,-0.03074
eri,2016,0.97252
eri,2017,0.4502
eri,2018,0.60654
eri,2019,3.17779
esp,1976,3.03425
esp,1977,5.75132
esp,1978,14.09585
esp,1979,9.44256
esp,1980,1.87333
esp,1981,0.75582
esp,1982,0.31438
esp,1983,1.66555
esp,1984,-0.02145
esp,1985,0.27299
esp,1986,-0.05384
esp,1987,0.48925
esp,1988,-0.12951
esp,1989,0.4141
esp,1990,0.20725
esp,1991,0.09457
esp,1992,0.06339
esp,1993,-0.2573
esp,1994,0.28671
esp,1995,-0.33154
esp,1996,0.66761
esp,1997,-0.03904
esp,1998,-0.08372
esp,1999,0.09153
esp,2000,0.19351
esp,2001,0.3444
esp,2002,0.04614
esp,2003,-0.38523
esp,2004,0.95203
esp,2005,-0.2511
esp,2006,1.273
esp,2007,1.04818
esp,2008,0.39335
esp,2009,-0.17755
esp,2010,0.88339
esp,2011,-0.50305
esp,2012,-0.32148
esp,2013,-3.40305
esp,2014,-0.03377
esp,2015,3.15285
esp,2016,0.06412
esp,2017,-2.05867
esp,2018,0.70977
esp,2019,-0.04137
est,1992,1.6621
est,1993,2.42966
est,1994,-2.2986
est,1995,0.9334
est,1996,0.0943
est,1997,0.17241
est,1998,0.68164
est,1999,0.09024
est,2000,0.16481
est,2001,-0.28831
est,2002,0.79355
est,2003,0.3127
est,2004,0.57558
est,2005,0.48376
est,2006,-0.42816
est,2007,-0.43607
est,2008,0.81504
est,2009,0.28513
est,2010,-0.01458
est,2011,0.15107
est,2012,-0.14012
est,2013,1.97984
est,2014,-0.15783
est,2015,0.53988
est,2016,1.00932
est,2017,0.56691
est,2018,-0.35318
est,2019,-0.40066
eth,1976,0.75081
eth,1977,0.16586
eth,1978,0.16346
eth,1979,-0.00782
eth,1980,-0.33541
eth,1981,0.20409
eth,1982,-0.92031
eth,1983,-0.51152
eth,1984,-0.12718
eth,1985,0.29413
eth,1986,-0.09079
eth,1987,0.40613
eth,1988,-0.14381
eth,1989,0.59772
eth,1990,0.82782
eth,1991,15.81739
eth,1992,2.55961
eth,1993,0.501
eth,1994,-0.00605
eth,1995,1.67716
eth,1996,-1.0375
eth,1997,0.1422
eth,1998,-0.11702
eth,1999,0.30543
eth,2000,0.30412
eth,2001,-0.20012
eth,2002,-0.69298
eth,2003,0.55705
eth,2004,-0.455
eth,2005,0.94358
eth,2006,-0.244
eth,2007,-0.33821
eth,2008,0.11539
eth,2009,-0.58202
eth,2010,-0.79004
eth,2011,1.55128
eth,2012,-0.7636
eth,2013,-1.40885
eth,2014,-0.41514
eth,2015,-0.18981
eth,2016,1.96083
eth,2017,4.10074
eth,2018,2.58037
eth,2019,3.67613
fin,1976,-0.02039
fin,1977,0.05268
fin,1978,0.53436
fin,1979,-0.39387
fin,1980,0.94116
fin,1981,0.54695
fin,1982,-0.19476
fin,1983,0.06841
fin,1984,0.30162
fin,1985,0.13111
fin,1986,-0.05603
fin,1987,-0.64935
fin,1988,0.11318
fin,1989,0.26948
fin,1990,1.1058
fin,1991,1.25402
fin,1992,-0.07985
fin,1993,-0.29886
fin,1994,0.16743
fin,1995,0.16547
fin,1996,0.19483
fin,1997,0.20928
fin,1998,0.26756
fin,1999,0.06582
fin,2000,-0.24623
fin,2001,0.2815
fin,2002,-0.25996
fin,2003,0.38658
fin,2004,-0.11542
fin,2005,-0.02239
fin,2006,0.10886
fin,2007,-0.02767
fin,2008,-0.24953
fin,2009,0.20487
fin,2010,0.40191
fin,2011,0.07351
fin,2012,0.47581
fin,2013,-1.39207
fin,2014,-0.36646
fin,2015,-2.27098
fin,2016,-0.31487
fin,2017,0.03599
fin,2018,0.56866
fin,2019,-0.12105
fra,1976,0.45022
fra,1977,-0.30258
fra,1978,-0.01292
fra,1979,0.34115
fra,1980,0.58545
fra,1981,0.52509
fra,1982,0.39799
fra,1983,0.10684
fra,1984,-0.00775
fra,1985,-0.39158
fra,1986,0.53107
fra,1987,-0.19702
fra,1988,0.10359
fra,1989,0.3488
fra,1990,0.10833
fra,1991,1.05013
fra,1992,2.49851
fra,1993,0.48249
fra,1994,-0.4106
fra,1995,0.66619
fra,1996,-0.55984
fra,1997,-0.22748
fra,1998,0.77624
fra,1999,-0.11077
fra,2000,0.38616
fra,2001,0.20994
fra,2002,-0.82217
fra,2003,-0.37947
fra,2004,0.23462
fra,2005,-0.02665
fra,2006,-0.3731
fra,2007,0.67451
fra,2008,0.71613
fra,2009,0.17407
fra,2010,-0.31228
fra,2011,0.04273
fra,2012,0.01014
fra,2013,0.12036
fra,2014,-0.67377
fra,2015,0.33525
fra,2016,-0.51601
fra,2017,-0.81374
fra,2018,-0.14149
fra,2019,-1.71317
gab,1976,-0.00233
gab,1977,0.08748
gab,1978,0.21649
gab,1979,0.31256
gab,1980,-0.22274
gab,1981,0.47915
gab,1982,0.36294
gab,1983,0.39215
gab,1984,-0.7347
gab,1985,0.19601
gab,1986,-0.21283
gab,1987,0.05397
gab,1988,0.12145
gab,1989,0.45676
gab,1990,8.65119
gab,1991,1.87114
gab,1992,0.65906
gab,1993,-0.89624
gab,1994,-0.31862
gab,1995,0.82682
gab,1996,0.14688
gab,1997,0.04079
gab,1998,-0.34563
gab,1999,0.05366
gab,2000,0.2531
gab,2001,0.25531
gab,2002,-0.00131
gab,2003,0.02261
gab,2004,-0.49822
gab,2005,0.05853
gab,2006,0.55916
gab,2007,0.14433
gab,2008,-0.15061
gab,2009,-0.34101
gab,2010,2.11596
gab,2011,-0.09481
gab,2012,0.02584
gab,2013,3.30578
gab,2014,0.38044
gab,2015,-0.34734
gab,2016,-0.03183
gab,2017,1.66132
gab,2018,0.70511
gab,2019,-5.38697
gbr,1976,0.2858
gbr,1977,0.16317
gbr,1978,0.22505
gbr,1979,0.08573
gbr,1980,4.57801
gbr,1981,0.28047
gbr,1982,0.01605
gbr,1983,0.39064
gbr,1984,-0.31162
gbr,1985,-0.23783
gbr,1986,-0.37065
gbr,1987,0.47753
gbr,1988,0.28115
gbr,1989,0.29723
gbr,1990,0.03218
gbr,1991,-0.2852
gbr,1992,0.10923
gbr,1993,0.33222
gbr,1994,-0.15904
gbr,1995,0.21261
gbr,1996,-0.00659
gbr,1997,0.07858
gbr,1998,0.25571
gbr,1999,1.81325
gbr,2000,0.4085
gbr,2001,-4.86907
gbr,2002,-0.10296
gbr,2003,0.03659
gbr,2004,0.01851
gbr,2005,0.26551
gbr,2006,0.24159
gbr,2007,-0.11661
gbr,2008,-0.22077
gbr,2009,0.14047
gbr,2010,-4.13524
gbr,2011,0.4538
gbr,2012,-1.49831
gbr,2013,-1.04601
gbr,2014,-0.33137
gbr,2015,0.36141
gbr,2016,-0.0968
gbr,2017,3.35226
gbr,2018,-2.32969
gbr,2019,-1.17395
geo,1992,2.20805
geo,1993,-0.26049
geo,1994,2.08164
geo,1995,0.7989
geo,1996,-0.69806
geo,1997,0.97808
geo,1998,0.00863
geo,1999,-1.01542
geo,2000,0.46713
geo,2001,0.38789
geo,2002,-0.2984
geo,2003,0.04585
geo,2004,1.36842
geo,2005,1.22313
geo,2006,0.24943
geo,2007,-1.88454
geo,2008,0.41593
geo,2009,-0.95212
geo,2010,1.6774
geo,2011,-0.14714
geo,2012,1.26386
geo,2013,2.22788
geo,2014,0.19519
geo,2015,0.93948
geo,2016,1.31049
geo,2017,0.02192
geo,2018,2.49814
geo,2019,-3.62379
gha,1976,0.34003
gha,1977,0.19245
gha,1978,0.00508
gha,1979,12.80816
gha,1980,2.60159
gha,1981,-5.69851
gha,1982,-14.27285
gha,1983,-0.31697
gha,1984,0.16051
gha,1985,-0.1057
gha,1986,0.29199
gha,1987,0.40943
gha,1988,-0.16773
gha,1989,-0.04346
gha,1990,5.91572
gha,1991,-0.02464
gha,1992,1.49905
gha,1993,11.38843
gha,1994,9.77628
gha,1995,0.52047
gha,1996,0.54254
gha,1997,0.8581
gha,1998,0.03921
gha,1999,0.553
gha,2000,2.38629
gha,2001,-0.14048
gha,2002,-0.3872
gha,2003,6.65559
gha,2004,-0.18245
gha,2005,0.08713
gha,2006,1.0969
gha,2007,0.2871
gha,2008,0.05877
gha,2009,0.20175
gha,2010,0.96823
gha,2011,-0.10457
gha,2012,-2.59013
gha,2013,1.4248
gha,2014,-1.25126
gha,2015,-10.02783
gha,2016,5.1341
gha,2017,3.79621
gha,2018,-1.07619
gha,2019,-1.12459
gin,1976,-0.04489
gin,1977,0.05765
gin,1978,0.11567
gin,1979,0.34794
gin,1980,0.01776
gin,1981,0.28936
gin,1982,0.49542
gin,1983,-0.20031
gin,1984,2.68034
gin,1985,6.2108
gin,1986,0.68157
gin,1987,-0.2747
gin,1988,-0.15944
gin,1989,0.12526
gin,1990,1.66896
gin,1991,0.95777
gin,1992,2.75269
gin,1993,0.10892
gin,1994,-1.7503
gin,1995,-0.08324
gin,1996,0.06018
gin,1997,-0.16068
gin,1998,-0.01011
gin,1999,-0.0232
gin,2000,0.33003
gin,2001,-0.06063
gin,2002,0.1471
gin,2003,0.13507
gin,2004,-0.0727
gin,2005,0.43248
gin,2006,-0.41365
gin,2007,1.2225
gin,2008,-0.43255
gin,2009,-1.58161
gin,2010,5.49088
gin,2011,0.00475
gin,2012,0.46829
gin,2013,-1.20932
gin,2014,-0.21693
gin,2015,0.35511
gin,2016,0.12353
gin,2017,1.60439
gin,2018,-0.15134
gin,2019,-3.6545
gmb,1976,-0.02199
gmb,1977,0.0112
gmb,1978,0.02653
gmb,1979,-0.29165
gmb,1980,0.30402
gmb,1981,-0.40609
gmb,1982,0.48534
gmb,1983,-0.19491
gmb,1984,0.21881
gmb,1985,0.58904
gmb,1986,0.30602
gmb,1987,-0.37164
gmb,1988,0.2757
gmb,1989,0.0008
gmb,1990,-0.04091
gmb,1991,0.31025
gmb,1992,0.27285
gmb,1993,-0.33177
gmb,1994,-6.4732
gmb,1995,-3.12296
gmb,1996,1.59627
gmb,1997,0.24948
gmb,1998,0.4471
gmb,1999,-0.06222
gmb,2000,0.74867
gmb,2001,0.32473
gmb,2002,-0.52886
gmb,2003,0.89583
gmb,2004,-0.20162
gmb,2005,0.12668
gmb,2006,-0.2195
gmb,2007,0.01838
gmb,2008,-0.21822
gmb,2009,-0.84505
gmb,2010,-0.18389
gmb,2011,0.44532
gmb,2012,-0.64967
gmb,2013,-1.89333
gmb,2014,0.3946
gmb,2015,-0.24879
gmb,2016,0.17549
gmb,2017,15.99826
gmb,2018,1.56076
gmb,2019,-0.56994
gnb,1976,-0.05669
gnb,1977,0.45791
gnb,1978,-0.31544
gnb,1979,-0.08809
gnb,1980,0.02748
gnb,1981,-0.16794
gnb,1982,-0.07552
gnb,1983,0.39214
gnb,1984,-0.36652
gnb,1985,0.10332
gnb,1986,0.54391
gnb,1987,-0.14196
gnb,1988,0.1492
gnb,1989,-0.18351
gnb,1990,1.08276
gnb,1991,0.52673
gnb,1992,-0.36551
gnb,1993,4.54475
gnb,1994,1.65439
gnb,1995,2.72606
gnb,1996,0.03057
gnb,1997,0.20764
gnb,1998,-0.65523
gnb,1999,0.77324
gnb,2000,0.99072
gnb,2001,1.17363
gnb,2002,-0.61385
gnb,2003,1.68474
gnb,2004,0.24477
gnb,2005,-0.11625
gnb,2006,0.05041
gnb,2007,-0.17459
gnb,2008,0.07923
gnb,2009,0.0841
gnb,2010,-0.08112
gnb,2011,0.75823
gnb,2012,-1.25655
gnb,2013,0.66412
gnb,2014,0.03221
gnb,2015,-0.18495
gnb,2016,0.12826
gnb,2017,-1.48287
gnb,2018,0.01153
gnb,2019,1.00438
gnq,1976,-0.38341
gnq,1977,0.10249
gnq,1978,0.01184
gnq,1979,7.63958
gnq,1980,22.57627
gnq,1981,-0.02347
gnq,1982,-0.11079
gnq,1983,0.08792
gnq,1984,-0.19432
gnq,1985,0.16184
gnq,1986,-0.47053
gnq,1987,0.67408
gnq,1988,-0.26364
gnq,1989,0.31602
gnq,1990,-1.37167
gnq,1991,-0.03718
gnq,1992,0.54405
gnq,1993,0.01426
gnq,1994,0.07
gnq,1995,-0.841
gnq,1996,-0.37294
gnq,1997,-0.13566
gnq,1998,0.28653
gnq,1999,0.16224
gnq,2000,-0.37471
gnq,2001,0.05808
gnq,2002,0.20203
gnq,2003,-0.08104
gnq,2004,-0.08189
gnq,2005,0.4559
gnq,2006,0.32324
gnq,2007,0.19967
gnq,2008,-0.3326
gnq,2009,0.08361
gnq,2010,-1.08079
gnq,2011,-0.12236
gnq,2012,0.02445
gnq,2013,-0.25306
gnq,2014,0.29598
gnq,2015,-0.09876
gnq,2016,0.03619
gnq,2017,-1.28126
gnq,2018,4.94084
gnq,2019,0.11343
grc,1976,9.53407
grc,1977,1.72646
grc,1978,-0.38421
grc,1979,0.06439
grc,1980,0.55393
grc,1981,0.79498
grc,1982,0.72982
grc,1983,0.48966
grc,1984,0.54408
grc,1985,0.20246
grc,1986,-0.33636
grc,1987,-0.3767
grc,1988,0.40468
grc,1989,0.30251
grc,1990,2.2267
grc,1991,-0.17091
grc,1992,0.59248
grc,1993,-0.05406
grc,1994,-0.26253
grc,1995,0.51575
grc,1996,0.11691
grc,1997,0.28103
grc,1998,0.32609
