country,time,c_fundright_idea
afg,1976,-0.38783
afg,1977,0.31228
afg,1978,-3.39504
afg,1979,-2.96381
afg,1980,0.58506
afg,1981,-0.06299
afg,1982,-0.0504
afg,1983,0.17329
afg,1984,-0.19454
afg,1985,-0.04191
afg,1986,-0.03343
afg,1987,0.25332
afg,1988,-0.03303
afg,1989,0.53756
afg,1990,-5.63742
afg,1991,-0.43815
afg,1992,-2.39281
afg,1993,-0.06318
afg,1994,-0.24706
afg,1995,0.15777
afg,1996,-5.90943
afg,1997,-1.13746
afg,1998,-0.29271
afg,1999,0.20609
afg,2000,-0.2981
afg,2001,7.67311
afg,2002,15.38963
afg,2003,1.56029
afg,2004,0.10855
afg,2005,0.40057
afg,2006,0.15287
afg,2007,-0.0417
afg,2008,-0.0985
afg,2009,-0.11884
afg,2010,0.1405
afg,2011,0.11388
afg,2012,0.73559
afg,2013,-1.10185
afg,2014,0.43617
afg,2015,-0.54657
afg,2016,-1.9071
afg,2017,0.53042
afg,2018,-1.06263
afg,2019,0.00235
ago,1976,4.45805
ago,1977,-0.44557
ago,1978,0.15394
ago,1979,-0.13011
ago,1980,0.53943
ago,1981,0.0057
ago,1982,-0.09947
ago,1983,0.03427
ago,1984,0.10264
ago,1985,-0.07358
ago,1986,0.22865
ago,1987,-0.13869
ago,1988,0.31947
ago,1989,-0.06783
ago,1990,2.72507
ago,1991,2.93461
ago,1992,5.27174
ago,1993,-0.21276
ago,1994,-0.78759
ago,1995,-0.64687
ago,1996,0.42471
ago,1997,1.21308
ago,1998,0.29656
ago,1999,-0.14441
ago,2000,0.55548
ago,2001,-0.10134
ago,2002,10.36221
ago,2003,-4.18672
ago,2004,-0.23404
ago,2005,0.71037
ago,2006,0.53495
ago,2007,-0.35623
ago,2008,-0.36427
ago,2009,0.50581
ago,2010,1.57293
ago,2011,-0.15302
ago,2012,-0.13913
ago,2013,-0.8878
ago,2014,0.13806
ago,2015,-0.21538
ago,2016,0.47631
ago,2017,0.36311
ago,2018,2.0397
ago,2019,0.82534
alb,1976,-0.13456
alb,1977,0.64512
alb,1978,-0.36196
alb,1979,0.15863
alb,1980,0.04597
alb,1981,-0.11343
alb,1982,0.07325
alb,1983,-0.0654
alb,1984,0.31189
alb,1985,-0.01446
alb,1986,0.425
alb,1987,0.33781
alb,1988,-0.40527
alb,1989,0.01864
alb,1990,9.76072
alb,1991,24.14505
alb,1992,3.68733
alb,1993,3.52312
alb,1994,0.53181
alb,1995,0.35646
alb,1996,-0.15358
alb,1997,-0.38951
alb,1998,1.12071
alb,1999,0.74697
alb,2000,5.11159
alb,2001,0.199
alb,2002,0.57033
alb,2003,-0.6583
alb,2004,0.26989
alb,2005,0.57367
alb,2006,0.28877
alb,2007,0.49215
alb,2008,-0.0781
alb,2009,2.60519
alb,2010,-0.02096
alb,2011,0.078
alb,2012,0.17404
alb,2013,-2.19942
alb,2014,0.0618
alb,2015,0.18033
alb,2016,-0.11413
alb,2017,-0.44737
alb,2018,0.05559
alb,2019,4.56774
are,1976,0.17957
are,1977,0.7424
are,1978,-0.32976
are,1979,-0.05513
are,1980,0.03742
are,1981,-0.02986
are,1982,0.22577
are,1983,-0.19626
are,1984,0.68633
are,1985,0.37193
are,1986,-0.06261
are,1987,0.61131
are,1988,0.58227
are,1989,3.32579
are,1990,1.17225
are,1991,0.36306
are,1992,0.30722
are,1993,-0.35903
are,1994,1.82211
are,1995,-0.01126
are,1996,2.26419
are,1997,-0.02073
are,1998,-0.07132
are,1999,0.31009
are,2000,0.58611
are,2001,-0.47735
are,2002,-0.66981
are,2003,-0.16932
are,2004,-6.85604
are,2005,0.66043
are,2006,-0.28809
are,2007,0.83477
are,2008,0.73222
are,2009,-0.38089
are,2010,0.89861
are,2011,0.06768
are,2012,1.02176
are,2013,-0.03121
are,2014,0.26232
are,2015,0.38661
are,2016,-0.48678
are,2017,-0.27291
are,2018,0.19631
are,2019,-1.59893
arg,1976,-27.09557
arg,1977,-2.04515
arg,1978,0.48821
arg,1979,-0.09993
arg,1980,0.40305
arg,1981,0.1968
arg,1982,0.82328
arg,1983,24.51337
arg,1984,20.90836
arg,1985,0.39513
arg,1986,0.35092
arg,1987,-0.01383
arg,1988,0.45546
arg,1989,-0.40872
arg,1990,0.12554
arg,1991,-1.13222
arg,1992,0.36326
arg,1993,-0.22709
arg,1994,0.10772
arg,1995,0.49575
arg,1996,0.08111
arg,1997,0.53088
arg,1998,-0.24504
arg,1999,-0.44954
arg,2000,0.53384
arg,2001,-1.54665
arg,2002,0.01657
arg,2003,0.25786
arg,2004,0.64716
arg,2005,-0.25403
arg,2006,-0.23382
arg,2007,-0.1933
arg,2008,0.6314
arg,2009,-0.02558
arg,2010,0.1662
arg,2011,-0.15402
arg,2012,-0.1528
arg,2013,-1.54202
arg,2014,-0.4533
arg,2015,0.50579
arg,2016,2.89134
arg,2017,-1.011
arg,2018,2.36993
arg,2019,-4.60877
arm,1992,-0.14819
arm,1993,-0.46377
arm,1994,0.11867
arm,1995,-0.87002
arm,1996,-0.10708
arm,1997,0.2597
arm,1998,-0.21386
arm,1999,0.11006
arm,2000,-0.79414
arm,2001,0.74377
arm,2002,0.21109
arm,2003,-0.1853
arm,2004,-0.71894
arm,2005,0.22738
arm,2006,0.25391
arm,2007,0.20126
arm,2008,-1.72746
arm,2009,1.31822
arm,2010,0.83566
arm,2011,0.26861
arm,2012,-0.3873
arm,2013,0.68569
arm,2014,-0.16601
arm,2015,-0.07199
arm,2016,0.6301
arm,2017,1.04688
arm,2018,3.99866
arm,2019,5.91533
aus,1976,-0.00764
aus,1977,-0.0541
aus,1978,0.68268
aus,1979,-0.55319
aus,1980,-0.00233
aus,1981,0.30363
aus,1982,0.00749
aus,1983,0.03232
aus,1984,0.29587
aus,1985,0.2281
aus,1986,0.12302
aus,1987,1.08582
aus,1988,-0.36939
aus,1989,-0.01519
aus,1990,-0.00089
aus,1991,0.27467
aus,1992,0.00895
aus,1993,-0.02264
aus,1994,-0.17438
aus,1995,0.41417
aus,1996,-0.00962
aus,1997,-0.37517
aus,1998,-0.42588
aus,1999,-0.03216
aus,2000,0.51548
aus,2001,0.47833
aus,2002,-0.85075
aus,2003,0.37102
aus,2004,0.29024
aus,2005,0.00362
aus,2006,-0.11492
aus,2007,0.00887
aus,2008,0.09906
aus,2009,0.40159
aus,2010,0.45551
aus,2011,0.25062
aus,2012,-0.68588
aus,2013,-0.56093
aus,2014,0.16552
aus,2015,-0.40866
aus,2016,-0.20641
aus,2017,-2.06123
aus,2018,0.15293
aus,2019,-1.63154
aut,1976,2.19111
aut,1977,0.10193
aut,1978,0.20171
aut,1979,-0.2191
aut,1980,0.63994
aut,1981,0.4328
aut,1982,-0.85122
aut,1983,0.23185
aut,1984,0.01901
aut,1985,0.32003
aut,1986,0.61696
aut,1987,-0.27279
aut,1988,0.40678
aut,1989,-0.02545
aut,1990,0.04037
aut,1991,-0.08395
aut,1992,0.08033
aut,1993,-0.20412
aut,1994,0.25915
aut,1995,-0.26458
aut,1996,0.03373
aut,1997,0.01319
aut,1998,0.04592
aut,1999,0.01432
aut,2000,0.20775
aut,2001,-0.07647
aut,2002,0.34653
aut,2003,-0.30415
aut,2004,0.61335
aut,2005,-0.39227
aut,2006,0.5739
aut,2007,-0.18181
aut,2008,-0.05063
aut,2009,-0.17363
aut,2010,0.18793
aut,2011,0.35291
aut,2012,0.11517
aut,2013,-0.77934
aut,2014,-0.38874
aut,2015,-0.34383
aut,2016,0.43748
aut,2017,-0.37295
aut,2018,-5.39804
aut,2019,1.87662
aze,1992,4.23888
aze,1993,-2.10153
aze,1994,-7.48905
aze,1995,0.51691
aze,1996,-0.16221
aze,1997,-0.26247
aze,1998,-2.27192
aze,1999,-0.11146
aze,2000,-0.28698
aze,2001,0.13855
aze,2002,-0.63412
aze,2003,0.04992
aze,2004,-0.22271
aze,2005,-0.0486
aze,2006,-0.04979
aze,2007,-0.61703
aze,2008,0.30737
aze,2009,0.03846
aze,2010,-0.19234
aze,2011,-0.02873
aze,2012,-0.29884
aze,2013,-1.6253
aze,2014,-0.95138
aze,2015,0.02287
aze,2016,-0.08523
aze,2017,3.10143
aze,2018,-1.02752
aze,2019,1.64902
bdi,1976,3.82252
bdi,1977,0.59845
bdi,1978,-0.21958
bdi,1979,0.24203
bdi,1980,0.53348
bdi,1981,0.0524
bdi,1982,0.83928
bdi,1983,2.40137
bdi,1984,-0.54151
bdi,1985,0.70738
bdi,1986,0.23485
bdi,1987,-2.05621
bdi,1988,-0.18495
bdi,1989,0.2944
bdi,1990,0.04226
bdi,1991,0.28098
bdi,1992,6.56592
bdi,1993,-0.19405
bdi,1994,0.47848
bdi,1995,-0.07065
bdi,1996,-0.79103
bdi,1997,-0.37355
bdi,1998,-0.02628
bdi,1999,0.02496
bdi,2000,2.48552
bdi,2001,0.13573
bdi,2002,0.06692
bdi,2003,0.43363
bdi,2004,0.19476
bdi,2005,1.04357
bdi,2006,0.13991
bdi,2007,-0.29439
bdi,2008,0.13044
bdi,2009,-0.87594
bdi,2010,-1.14289
bdi,2011,0.88025
bdi,2012,-0.87084
bdi,2013,-5.43805
bdi,2014,-0.7171
bdi,2015,-9.96738
bdi,2016,-1.22904
bdi,2017,4.21742
bdi,2018,-6.26424
bdi,2019,3.93937
bel,1976,-0.28038
bel,1977,0.6005
bel,1978,-0.27098
bel,1979,0.02346
bel,1980,0.70459
bel,1981,0.45555
bel,1982,-0.28313
bel,1983,-0.127
bel,1984,0.32288
bel,1985,-0.23847
bel,1986,0.07131
bel,1987,-0.03922
bel,1988,0.39693
bel,1989,0.21177
bel,1990,1.74218
bel,1991,0.55146
bel,1992,0.15114
bel,1993,0.25886
bel,1994,0.1093
bel,1995,-0.13082
bel,1996,0.03027
bel,1997,0.14032
bel,1998,0.08967
bel,1999,-0.14533
bel,2000,0.27365
bel,2001,-0.30365
bel,2002,0.32999
bel,2003,0.52277
bel,2004,-0.35618
bel,2005,0.15901
bel,2006,-0.14506
bel,2007,-0.71386
bel,2008,0.62795
bel,2009,0.20649
bel,2010,-0.13377
bel,2011,0.16709
bel,2012,0.0688
bel,2013,-1.30329
bel,2014,-0.29677
bel,2015,-0.34597
bel,2016,0.39405
bel,2017,-1.31288
bel,2018,-0.45274
bel,2019,0.14961
ben,1976,0.29204
ben,1977,-0.28097
ben,1978,0.47029
ben,1979,-0.11823
ben,1980,0.2106
ben,1981,0.334
ben,1982,-0.31404
ben,1983,0.47344
ben,1984,-0.2333
ben,1985,0.30265
ben,1986,-0.1504
ben,1987,0.10076
ben,1988,-0.17712
ben,1989,0.57145
ben,1990,25.95857
ben,1991,0.40825
ben,1992,3.80012
ben,1993,0.12701
ben,1994,-0.35878
ben,1995,0.13994
ben,1996,0.27917
ben,1997,-0.31905
ben,1998,-0.12901
ben,1999,-0.14212
ben,2000,0.099
ben,2001,0.77356
ben,2002,-0.41001
ben,2003,-0.05453
ben,2004,0.87115
ben,2005,-1.00818
ben,2006,0.21246
ben,2007,-0.42753
ben,2008,-0.7687
ben,2009,0.26497
ben,2010,0.33206
ben,2011,-0.19674
ben,2012,0.45036
ben,2013,1.65336
ben,2014,1.10334
ben,2015,0.55547
ben,2016,0.44676
ben,2017,1.57839
ben,2018,-0.75781
ben,2019,-10.8516
bfa,1976,0.32091
bfa,1977,0.55837
bfa,1978,0.06822
bfa,1979,0.22207
bfa,1980,1.13735
bfa,1981,-0.41901
bfa,1982,-1.69605
bfa,1983,2.62464
bfa,1984,-0.0397
bfa,1985,-2.11446
bfa,1986,0.39183
bfa,1987,-0.22759
bfa,1988,-1.26737
bfa,1989,0.72343
bfa,1990,0.64532
bfa,1991,6.53871
bfa,1992,2.9263
bfa,1993,0.80689
bfa,1994,-0.09815
bfa,1995,0.17766
bfa,1996,0.16053
bfa,1997,-0.03963
bfa,1998,-0.01618
bfa,1999,4.36703
bfa,2000,1.20464
bfa,2001,0.04058
bfa,2002,-0.00381
bfa,2003,0.63377
bfa,2004,-0.41096
bfa,2005,-0.45558
bfa,2006,0.16958
bfa,2007,0.81757
bfa,2008,-0.03426
bfa,2009,-0.01692
bfa,2010,1.69878
bfa,2011,-0.32541
bfa,2012,0.04582
bfa,2013,-0.1632
bfa,2014,1.43723
bfa,2015,0.41224
bfa,2016,-2.59414
bfa,2017,0.41426
bfa,2018,-3.95629
bfa,2019,-8.94424
bgd,1976,0.79171
bgd,1977,1.62793
bgd,1978,0.29582
bgd,1979,3.4026
bgd,1980,0.51363
bgd,1981,0.23897
bgd,1982,-2.80965
bgd,1983,0.49382
bgd,1984,-0.04404
bgd,1985,-0.59619
bgd,1986,1.33477
bgd,1987,-0.22612
bgd,1988,0.42348
bgd,1989,0.10961
bgd,1990,-0.48815
bgd,1991,3.12585
bgd,1992,0.01218
bgd,1993,-0.37814
bgd,1994,0.03963
bgd,1995,0.25507
bgd,1996,0.27524
bgd,1997,-0.33113
bgd,1998,0.01535
bgd,1999,0.33748
bgd,2000,2.90208
bgd,2001,-1.03474
bgd,2002,-6.48915
bgd,2003,-0.02607
bgd,2004,0.5768
bgd,2005,0.47191
bgd,2006,-0.06787
bgd,2007,-2.95148
bgd,2008,0.26413
bgd,2009,2.78071
bgd,2010,0.23561
bgd,2011,0.28205
bgd,2012,-0.61613
bgd,2013,-1.84879
bgd,2014,-0.21566
bgd,2015,0.05487
bgd,2016,-0.35203
bgd,2017,-1.66511
bgd,2018,0.02713
bgd,2019,-1.38737
bgr,1976,0.04721
bgr,1977,-0.09928
bgr,1978,-0.00028
bgr,1979,0.18526
bgr,1980,0.08588
bgr,1981,-0.3509
bgr,1982,0.4383
bgr,1983,0.17272
bgr,1984,-0.37525
bgr,1985,-0.02065
bgr,1986,0.12869
bgr,1987,0.10304
bgr,1988,0.12919
bgr,1989,0.61422
bgr,1990,32.99782
bgr,1991,0.7593
bgr,1992,-0.19287
bgr,1993,-0.41843
bgr,1994,0.52975
bgr,1995,-0.36412
bgr,1996,0.08306
bgr,1997,0.37635
bgr,1998,-0.56992
bgr,1999,0.72933
bgr,2000,-0.70938
bgr,2001,0.25038
bgr,2002,0.50923
bgr,2003,-0.35433
bgr,2004,0.47081
bgr,2005,-0.4201
bgr,2006,2.16076
bgr,2007,-0.31302
bgr,2008,0.31786
bgr,2009,-3.84649
bgr,2010,0.24676
bgr,2011,-0.51782
bgr,2012,0.96396
bgr,2013,-4.85446
bgr,2014,0.27895
bgr,2015,-0.19216
bgr,2016,-0.16695
bgr,2017,0.19387
bgr,2018,0.3262
bgr,2019,-0.30391
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,44.99461
bhr,2006,0.35158
bhr,2007,-0.2003
bhr,2008,0.35069
bhr,2009,-0.19508
bhr,2010,-2.02502
bhr,2011,-12.82005
bhr,2012,0.13608
bhr,2013,-0.09913
bhr,2014,-0.12821
bhr,2015,-0.55483
bhr,2016,-0.19377
bhr,2017,-0.48891
bhr,2018,0.08888
bhr,2019,5.03551
bih,1993,0.20003
bih,1994,-0.10635
bih,1995,1.14112
bih,1996,11.24655
bih,1997,-0.22206
bih,1998,0.98852
bih,1999,0.83876
bih,2000,5.36515
bih,2001,4.16525
bih,2002,0.33955
bih,2003,0.21679
bih,2004,-0.59266
bih,2005,0.76583
bih,2006,-0.10878
bih,2007,0.20117
bih,2008,-0.03317
bih,2009,-0.31079
bih,2010,-0.0067
bih,2011,0.12813
bih,2012,0.21679
bih,2013,-0.5521
bih,2014,0.08667
bih,2015,-0.47886
bih,2016,-0.67234
bih,2017,-1.05438
bih,2018,-4.71589
bih,2019,-1.01697
blr,1992,4.79602
blr,1993,0.58088
blr,1994,-0.21454
blr,1995,-0.97263
blr,1996,-7.69013
blr,1997,-2.37006
blr,1998,0.06737
blr,1999,-0.42911
blr,2000,-0.74539
blr,2001,-0.16595
blr,2002,-2.6619
blr,2003,-0.35548
blr,2004,0.17557
blr,2005,-0.05201
blr,2006,-0.02002
blr,2007,-0.23371
blr,2008,0.32285
blr,2009,-0.04751
blr,2010,-0.33026
blr,2011,0.12596
blr,2012,0.17494
blr,2013,0.32078
blr,2014,0.02485
blr,2015,-0.03287
blr,2016,0.79757
blr,2017,1.59757
blr,2018,-0.64232
blr,2019,-1.0459
bol,1976,0.59395
bol,1977,1.01974
bol,1978,0.74051
bol,1979,2.28642
bol,1980,-5.67923
bol,1981,3.86788
bol,1982,8.98386
bol,1983,8.56226
bol,1984,0.16651
bol,1985,2.40972
bol,1986,0.05351
bol,1987,0.35474
bol,1988,0.26519
bol,1989,0.44057
bol,1990,0.32943
bol,1991,0.49286
bol,1992,0.00796
bol,1993,-0.39859
bol,1994,0.69531
bol,1995,0.20054
bol,1996,0.07994
bol,1997,1.99581
bol,1998,-0.29566
bol,1999,-0.56837
bol,2000,0.70605
bol,2001,-0.0384
bol,2002,0.45778
bol,2003,-0.46914
bol,2004,0.12414
bol,2005,-0.33745
bol,2006,-1.717
bol,2007,0.7142
bol,2008,-0.91112
bol,2009,1.00154
bol,2010,-0.07576
bol,2011,-0.24482
bol,2012,-0.71793
bol,2013,-0.54153
bol,2014,-0.15762
bol,2015,-0.03267
bol,2016,-0.33242
bol,2017,0.50454
bol,2018,-0.22318
bol,2019,-2.48887
bra,1976,0.52036
bra,1977,1.23124
bra,1978,-0.03834
bra,1979,5.72972
bra,1980,0.33249
bra,1981,0.47581
bra,1982,-0.40627
bra,1983,0.61607
bra,1984,-0.03137
bra,1985,7.73232
bra,1986,2.60035
bra,1987,0.11338
bra,1988,7.05433
bra,1989,5.39046
bra,1990,1.38566
bra,1991,2.93689
bra,1992,-0.18209
bra,1993,0.34245
bra,1994,0.36018
bra,1995,0.46777
bra,1996,0.02474
bra,1997,-0.20169
bra,1998,0.46637
bra,1999,-0.50698
bra,2000,0.06493
bra,2001,-0.28314
bra,2002,1.35334
bra,2003,-0.13352
bra,2004,0.50761
bra,2005,0.82123
bra,2006,0.0425
bra,2007,-0.1219
bra,2008,-0.23153
bra,2009,0.12529
bra,2010,0.2124
bra,2011,0.34917
bra,2012,-0.82629
bra,2013,-2.4042
bra,2014,-0.4379
bra,2015,0.33212
bra,2016,-3.83848
bra,2017,-1.66735
bra,2018,-0.85433
bra,2019,0.34615
brb,1976,-0.00808
brb,1977,0.10291
brb,1978,0.09441
brb,1979,-0.00814
brb,1980,2.45059
brb,1981,-0.36657
brb,1982,0.35342
brb,1983,0.23419
brb,1984,-0.52506
brb,1985,0.18166
brb,1986,0.10061
brb,1987,-0.17227
brb,1988,-0.10854
brb,1989,0.21047
brb,1990,0.48037
brb,1991,-0.06906
brb,1992,0.25545
brb,1993,-0.07038
brb,1994,0.07505
brb,1995,0.24105
brb,1996,-0.14195
brb,1997,0.16183
brb,1998,0.15548
brb,1999,-0.32033
brb,2000,-0.14575
brb,2001,-0.07746
brb,2002,0.49029
brb,2003,0.04267
brb,2004,-0.04763
brb,2005,0.1913
brb,2006,0.46426
brb,2007,-0.07719
brb,2008,-0.79304
brb,2009,0.61203
brb,2010,-0.06229
brb,2011,-0.09701
brb,2012,-0.01741
brb,2013,0.11798
brb,2014,-0.16708
brb,2015,-0.01447
brb,2016,-0.46034
brb,2017,-0.78826
brb,2018,0.48852
brb,2019,-1.15656
bwa,1976,0.9379
bwa,1977,-0.36716
bwa,1978,0.37766
bwa,1979,-0.22564
bwa,1980,0.25663
bwa,1981,0.44677
bwa,1982,0.04526
bwa,1983,0.42819
bwa,1984,-0.14669
bwa,1985,0.08332
bwa,1986,-0.05406
bwa,1987,0.00083
bwa,1988,0.1241
bwa,1989,-0.08261
bwa,1990,0.34679
bwa,1991,-0.01128
bwa,1992,-0.08555
bwa,1993,-0.04894
bwa,1994,0.01907
bwa,1995,2.05433
bwa,1996,0.24893
bwa,1997,0.14103
bwa,1998,1.33755
bwa,1999,0.48632
bwa,2000,-0.23705
bwa,2001,0.29988
bwa,2002,-0.1221
bwa,2003,0.13276
bwa,2004,0.15797
bwa,2005,-0.58527
bwa,2006,0.45581
bwa,2007,-0.2271
bwa,2008,-0.10138
bwa,2009,0.09231
bwa,2010,1.31591
bwa,2011,0.00924
bwa,2012,0.43372
bwa,2013,-0.30201
bwa,2014,-0.02468
bwa,2015,1.26186
bwa,2016,-0.05453
bwa,2017,-4.69421
bwa,2018,2.6475
bwa,2019,0.74377
caf,1976,-0.44501
caf,1977,-2.44692
caf,1978,0.18767
caf,1979,1.13617
caf,1980,6.76379
caf,1981,-0.45661
caf,1982,-1.87716
caf,1983,1.25308
caf,1984,-0.75999
caf,1985,0.44544
caf,1986,-0.09692
caf,1987,0.10068
caf,1988,0.23442
caf,1989,-0.02043
caf,1990,0.8028
caf,1991,0.96525
caf,1992,0.41705
caf,1993,0.17574
caf,1994,1.2002
caf,1995,0.10351
caf,1996,-0.22039
caf,1997,-0.1775
caf,1998,1.66073
caf,1999,-0.77277
caf,2000,-0.02371
caf,2001,-0.7378
caf,2002,-0.4885
caf,2003,-2.72921
caf,2004,0.40507
caf,2005,-0.32217
caf,2006,0.38987
caf,2007,-0.29144
caf,2008,0.0351
caf,2009,-0.09129
caf,2010,0.36704
caf,2011,-0.58609
caf,2012,-0.41533
caf,2013,-8.48704
caf,2014,1.28771
caf,2015,3.05702
caf,2016,5.08842
caf,2017,-1.40055
caf,2018,1.45664
caf,2019,-1.56138
can,1976,1.32035
can,1977,0.65077
can,1978,-0.45769
can,1979,0.63788
