country,time,legs_sexhw
chn,2003,No
chn,2004,No
chn,2005,No
chn,2006,No
chn,2007,No
chn,2008,No
chn,2009,No
chn,2010,No
chn,2011,No
chn,2012,Yes
chn,2013,Yes
chn,2014,Yes
chn,2015,Yes
chn,2016,Yes
chn,2017,Yes
chn,2018,Yes
chn,2019,Yes
chn,2020,Yes
civ,1970,No
civ,1971,No
civ,1972,No
civ,1973,No
civ,1974,No
civ,1975,No
civ,1976,No
civ,1977,No
civ,1978,No
civ,1979,No
civ,1980,No
civ,1981,No
civ,1982,No
civ,1983,No
civ,1984,No
civ,1985,No
civ,1986,No
civ,1987,No
civ,1988,No
civ,1989,No
civ,1990,No
civ,1991,No
civ,1992,No
civ,1993,No
civ,1994,No
civ,1995,No
civ,1996,No
civ,1997,No
civ,1998,No
civ,1999,Yes
civ,2000,Yes
civ,2001,Yes
civ,2002,Yes
civ,2003,Yes
civ,2004,Yes
civ,2005,Yes
civ,2006,Yes
civ,2007,Yes
civ,2008,Yes
civ,2009,Yes
civ,2010,Yes
civ,2011,Yes
civ,2012,Yes
civ,2013,Yes
civ,2014,Yes
civ,2015,Yes
civ,2016,Yes
civ,2017,Yes
civ,2018,Yes
civ,2019,Yes
civ,2020,Yes
cmr,1970,No
cmr,1971,No
cmr,1972,No
cmr,1973,No
cmr,1974,No
cmr,1975,No
cmr,1976,No
cmr,1977,No
cmr,1978,No
cmr,1979,No
cmr,1980,No
cmr,1981,No
cmr,1982,No
cmr,1983,No
cmr,1984,No
cmr,1985,No
cmr,1986,No
cmr,1987,No
cmr,1988,No
cmr,1989,No
cmr,1990,No
cmr,1991,No
cmr,1992,No
cmr,1993,No
cmr,1994,No
cmr,1995,No
cmr,1996,No
cmr,1997,No
cmr,1998,No
cmr,1999,No
cmr,2000,No
cmr,2001,No
cmr,2002,No
cmr,2003,No
cmr,2004,No
cmr,2005,No
cmr,2006,No
cmr,2007,No
cmr,2008,No
cmr,2009,No
cmr,2010,No
cmr,2011,No
cmr,2012,No
cmr,2013,No
cmr,2014,No
cmr,2015,No
cmr,2016,No
cmr,2017,Yes
cmr,2018,Yes
cmr,2019,Yes
cmr,2020,Yes
cod,1970,No
cod,1971,No
cod,1972,No
cod,1973,No
cod,1974,No
cod,1975,No
cod,1976,No
cod,1977,No
cod,1978,No
cod,1979,No
cod,1980,No
cod,1981,No
cod,1982,No
cod,1983,No
cod,1984,No
cod,1985,No
cod,1986,No
cod,1987,No
cod,1988,No
cod,1989,No
cod,1990,No
cod,1991,No
cod,1992,No
cod,1993,No
cod,1994,No
cod,1995,No
cod,1996,No
cod,1997,No
cod,1998,No
cod,1999,No
cod,2000,No
cod,2001,No
cod,2002,No
cod,2003,Yes
cod,2004,Yes
cod,2005,Yes
cod,2006,Yes
cod,2007,Yes
cod,2008,Yes
cod,2009,Yes
cod,2010,Yes
cod,2011,Yes
cod,2012,Yes
cod,2013,Yes
cod,2014,Yes
cod,2015,Yes
cod,2016,Yes
cod,2017,Yes
cod,2018,Yes
cod,2019,Yes
cod,2020,Yes
cog,1970,No
cog,1971,No
cog,1972,No
cog,1973,No
cog,1974,No
cog,1975,No
cog,1976,No
cog,1977,No
cog,1978,No
cog,1979,No
cog,1980,No
cog,1981,No
cog,1982,No
cog,1983,No
cog,1984,No
cog,1985,No
cog,1986,No
cog,1987,No
cog,1988,No
cog,1989,No
cog,1990,No
cog,1991,No
cog,1992,No
cog,1993,No
cog,1994,No
cog,1995,No
cog,1996,No
cog,1997,No
cog,1998,No
cog,1999,No
cog,2000,No
cog,2001,No
cog,2002,No
cog,2003,No
cog,2004,No
cog,2005,No
cog,2006,No
cog,2007,No
cog,2008,No
cog,2009,No
cog,2010,No
cog,2011,No
cog,2012,No
cog,2013,No
cog,2014,No
cog,2015,No
cog,2016,No
cog,2017,No
cog,2018,No
cog,2019,No
cog,2020,No
col,1970,No
col,1971,No
col,1972,No
col,1973,No
col,1974,No
col,1975,No
col,1976,No
col,1977,No
col,1978,No
col,1979,No
col,1980,No
col,1981,No
col,1982,No
col,1983,No
col,1984,No
col,1985,No
col,1986,No
col,1987,No
col,1988,No
col,1989,No
col,1990,No
col,1991,No
col,1992,No
col,1993,No
col,1994,No
col,1995,No
col,1996,No
col,1997,No
col,1998,No
col,1999,No
col,2000,No
col,2001,No
col,2002,No
col,2003,No
col,2004,No
col,2005,No
col,2006,Yes
col,2007,Yes
col,2008,Yes
col,2009,Yes
col,2010,Yes
col,2011,Yes
col,2012,Yes
col,2013,Yes
col,2014,Yes
col,2015,Yes
col,2016,Yes
col,2017,Yes
col,2018,Yes
col,2019,Yes
col,2020,Yes
com,1970,No
com,1971,No
com,1972,No
com,1973,No
com,1974,No
com,1975,No
com,1976,No
com,1977,No
com,1978,No
com,1979,No
com,1980,No
com,1981,No
com,1982,No
com,1983,No
com,1984,No
com,1985,No
com,1986,No
com,1987,No
com,1988,No
com,1989,No
com,1990,No
com,1991,No
com,1992,No
com,1993,No
com,1994,No
com,1995,No
com,1996,No
com,1997,No
com,1998,No
com,1999,No
com,2000,No
com,2001,No
com,2002,No
com,2003,No
com,2004,No
com,2005,No
com,2006,No
com,2007,No
com,2008,No
com,2009,No
com,2010,No
com,2011,No
com,2012,No
com,2013,Yes
com,2014,Yes
com,2015,Yes
com,2016,Yes
com,2017,Yes
com,2018,Yes
com,2019,Yes
com,2020,Yes
cpv,1970,No
cpv,1971,No
cpv,1972,No
cpv,1973,No
cpv,1974,No
cpv,1975,No
cpv,1976,No
cpv,1977,No
cpv,1978,No
cpv,1979,No
cpv,1980,No
cpv,1981,No
cpv,1982,No
cpv,1983,No
cpv,1984,No
cpv,1985,No
cpv,1986,No
cpv,1987,No
cpv,1988,No
cpv,1989,No
cpv,1990,No
cpv,1991,No
cpv,1992,No
cpv,1993,No
cpv,1994,No
cpv,1995,No
cpv,1996,No
cpv,1997,No
cpv,1998,No
cpv,1999,No
cpv,2000,No
cpv,2001,No
cpv,2002,No
cpv,2003,No
cpv,2004,Yes
cpv,2005,Yes
cpv,2006,Yes
cpv,2007,Yes
cpv,2008,Yes
cpv,2009,Yes
cpv,2010,Yes
cpv,2011,Yes
cpv,2012,Yes
cpv,2013,Yes
cpv,2014,Yes
cpv,2015,Yes
cpv,2016,Yes
cpv,2017,Yes
cpv,2018,Yes
cpv,2019,Yes
cpv,2020,Yes
cri,1970,No
cri,1971,No
cri,1972,No
cri,1973,No
cri,1974,No
cri,1975,No
cri,1976,No
cri,1977,No
cri,1978,No
cri,1979,No
cri,1980,No
cri,1981,No
cri,1982,No
cri,1983,No
cri,1984,No
cri,1985,No
cri,1986,No
cri,1987,No
cri,1988,No
cri,1989,No
cri,1990,No
cri,1991,No
cri,1992,No
cri,1993,No
cri,1994,No
cri,1995,Yes
cri,1996,Yes
cri,1997,Yes
cri,1998,Yes
cri,1999,Yes
cri,2000,Yes
cri,2001,Yes
cri,2002,Yes
cri,2003,Yes
cri,2004,Yes
cri,2005,Yes
cri,2006,Yes
cri,2007,Yes
cri,2008,Yes
cri,2009,Yes
cri,2010,Yes
cri,2011,Yes
cri,2012,Yes
cri,2013,Yes
cri,2014,Yes
cri,2015,Yes
cri,2016,Yes
cri,2017,Yes
cri,2018,Yes
cri,2019,Yes
cri,2020,Yes
cyp,1970,No
cyp,1971,No
cyp,1972,No
cyp,1973,No
cyp,1974,No
cyp,1975,No
cyp,1976,No
cyp,1977,No
cyp,1978,No
cyp,1979,No
cyp,1980,No
cyp,1981,No
cyp,1982,No
cyp,1983,No
cyp,1984,No
cyp,1985,No
cyp,1986,No
cyp,1987,No
cyp,1988,No
cyp,1989,No
cyp,1990,No
cyp,1991,No
cyp,1992,No
cyp,1993,No
cyp,1994,No
cyp,1995,No
cyp,1996,No
cyp,1997,No
cyp,1998,No
cyp,1999,No
cyp,2000,No
cyp,2001,No
cyp,2002,No
cyp,2003,Yes
cyp,2004,Yes
cyp,2005,Yes
cyp,2006,Yes
cyp,2007,Yes
cyp,2008,Yes
cyp,2009,Yes
cyp,2010,Yes
cyp,2011,Yes
cyp,2012,Yes
cyp,2013,Yes
cyp,2014,Yes
cyp,2015,Yes
cyp,2016,Yes
cyp,2017,Yes
cyp,2018,Yes
cyp,2019,Yes
cyp,2020,Yes
cze,1970,No
cze,1971,No
cze,1972,No
cze,1973,No
cze,1974,No
cze,1975,No
cze,1976,No
cze,1977,No
cze,1978,No
cze,1979,No
cze,1980,No
cze,1981,No
cze,1982,No
cze,1983,No
cze,1984,No
cze,1985,No
cze,1986,No
cze,1987,No
cze,1988,No
cze,1989,No
cze,1990,No
cze,1991,No
cze,1992,No
cze,1993,No
cze,1994,No
cze,1995,No
cze,1996,No
cze,1997,No
cze,1998,No
cze,1999,No
cze,2000,No
cze,2001,No
cze,2002,No
cze,2003,No
cze,2004,No
cze,2005,No
cze,2006,Yes
cze,2007,Yes
cze,2008,Yes
cze,2009,Yes
cze,2010,Yes
cze,2011,Yes
cze,2012,Yes
cze,2013,Yes
cze,2014,Yes
cze,2015,Yes
cze,2016,Yes
cze,2017,Yes
cze,2018,Yes
cze,2019,Yes
cze,2020,Yes
deu,1970,No
deu,1971,No
deu,1972,No
deu,1973,No
deu,1974,No
deu,1975,No
deu,1976,No
deu,1977,No
deu,1978,No
deu,1979,No
deu,1980,No
deu,1981,No
deu,1982,No
deu,1983,No
deu,1984,No
deu,1985,No
deu,1986,No
deu,1987,No
deu,1988,No
deu,1989,No
deu,1990,No
deu,1991,No
deu,1992,No
deu,1993,No
deu,1994,No
deu,1995,No
deu,1996,No
deu,1997,No
deu,1998,No
deu,1999,No
deu,2000,No
deu,2001,No
deu,2002,No
deu,2003,No
deu,2004,No
deu,2005,No
deu,2006,No
deu,2007,Yes
deu,2008,Yes
deu,2009,Yes
deu,2010,Yes
deu,2011,Yes
deu,2012,Yes
deu,2013,Yes
deu,2014,Yes
deu,2015,Yes
deu,2016,Yes
deu,2017,Yes
deu,2018,Yes
deu,2019,Yes
deu,2020,Yes
dji,1970,No
dji,1971,No
dji,1972,No
dji,1973,No
dji,1974,No
dji,1975,No
dji,1976,No
dji,1977,No
dji,1978,No
dji,1979,No
dji,1980,No
dji,1981,No
dji,1982,No
dji,1983,No
dji,1984,No
dji,1985,No
dji,1986,No
dji,1987,No
dji,1988,No
dji,1989,No
dji,1990,No
dji,1991,No
dji,1992,No
dji,1993,No
dji,1994,No
dji,1995,No
dji,1996,No
dji,1997,No
dji,1998,No
dji,1999,No
dji,2000,No
dji,2001,No
dji,2002,No
dji,2003,No
dji,2004,No
dji,2005,No
dji,2006,No
dji,2007,No
dji,2008,No
dji,2009,No
dji,2010,No
dji,2011,No
dji,2012,No
dji,2013,No
dji,2014,No
dji,2015,No
dji,2016,No
dji,2017,No
dji,2018,No
dji,2019,Yes
dji,2020,Yes
dma,1970,No
dma,1971,No
dma,1972,No
dma,1973,No
dma,1974,No
dma,1975,No
dma,1976,No
dma,1977,No
dma,1978,No
dma,1979,No
dma,1980,No
dma,1981,No
dma,1982,No
dma,1983,No
dma,1984,No
dma,1985,No
dma,1986,No
dma,1987,No
dma,1988,No
dma,1989,No
dma,1990,No
dma,1991,No
dma,1992,No
dma,1993,No
dma,1994,No
dma,1995,No
dma,1996,No
dma,1997,No
dma,1998,No
dma,1999,No
dma,2000,No
dma,2001,No
dma,2002,No
dma,2003,No
dma,2004,No
dma,2005,No
dma,2006,No
dma,2007,No
dma,2008,No
dma,2009,No
dma,2010,No
dma,2011,No
dma,2012,No
dma,2013,No
dma,2014,No
dma,2015,No
dma,2016,No
dma,2017,No
dma,2018,No
dma,2019,No
dma,2020,No
dnk,1970,No
dnk,1971,No
dnk,1972,No
dnk,1973,No
dnk,1974,No
dnk,1975,No
dnk,1976,No
dnk,1977,No
dnk,1978,No
dnk,1979,No
dnk,1980,No
dnk,1981,No
dnk,1982,No
dnk,1983,No
dnk,1984,No
dnk,1985,No
dnk,1986,No
dnk,1987,No
dnk,1988,No
dnk,1989,No
dnk,1990,No
dnk,1991,No
dnk,1992,No
dnk,1993,No
dnk,1994,No
dnk,1995,No
dnk,1996,No
dnk,1997,No
dnk,1998,No
dnk,1999,No
dnk,2000,Yes
dnk,2001,Yes
dnk,2002,Yes
dnk,2003,Yes
dnk,2004,Yes
dnk,2005,Yes
dnk,2006,Yes
dnk,2007,Yes
dnk,2008,Yes
dnk,2009,Yes
dnk,2010,Yes
dnk,2011,Yes
dnk,2012,Yes
dnk,2013,Yes
dnk,2014,Yes
dnk,2015,Yes
dnk,2016,Yes
dnk,2017,Yes
dnk,2018,Yes
dnk,2019,Yes
dnk,2020,Yes
dom,1970,No
dom,1971,No
dom,1972,No
dom,1973,No
dom,1974,No
dom,1975,No
dom,1976,No
dom,1977,No
dom,1978,No
dom,1979,No
dom,1980,No
dom,1981,No
dom,1982,No
dom,1983,No
dom,1984,No
dom,1985,No
dom,1986,No
dom,1987,No
dom,1988,No
dom,1989,No
dom,1990,No
dom,1991,No
dom,1992,Yes
dom,1993,Yes
dom,1994,Yes
dom,1995,Yes
dom,1996,Yes
dom,1997,Yes
dom,1998,Yes
dom,1999,Yes
dom,2000,Yes
dom,2001,Yes
dom,2002,Yes
dom,2003,Yes
dom,2004,Yes
dom,2005,Yes
dom,2006,Yes
dom,2007,Yes
dom,2008,Yes
dom,2009,Yes
dom,2010,Yes
dom,2011,Yes
dom,2012,Yes
dom,2013,Yes
dom,2014,Yes
dom,2015,Yes
dom,2016,Yes
dom,2017,Yes
dom,2018,Yes
dom,2019,Yes
dom,2020,Yes
dza,1970,No
dza,1971,No
dza,1972,No
dza,1973,No
dza,1974,No
dza,1975,No
dza,1976,No
dza,1977,No
dza,1978,No
dza,1979,No
dza,1980,No
dza,1981,No
dza,1982,No
dza,1983,No
dza,1984,No
dza,1985,No
dza,1986,No
dza,1987,No
dza,1988,No
dza,1989,No
dza,1990,No
dza,1991,No
dza,1992,No
dza,1993,No
dza,1994,No
dza,1995,No
dza,1996,No
dza,1997,No
dza,1998,No
dza,1999,No
dza,2000,No
dza,2001,No
dza,2002,No
dza,2003,No
dza,2004,No
dza,2005,Yes
dza,2006,Yes
dza,2007,Yes
dza,2008,Yes
dza,2009,Yes
dza,2010,Yes
dza,2011,Yes
dza,2012,Yes
dza,2013,Yes
dza,2014,Yes
dza,2015,Yes
dza,2016,Yes
dza,2017,Yes
dza,2018,Yes
dza,2019,Yes
dza,2020,Yes
ecu,1970,No
ecu,1971,No
ecu,1972,No
ecu,1973,No
ecu,1974,No
ecu,1975,No
ecu,1976,No
ecu,1977,No
ecu,1978,No
ecu,1979,No
ecu,1980,No
ecu,1981,No
ecu,1982,No
ecu,1983,No
ecu,1984,No
ecu,1985,No
ecu,1986,No
ecu,1987,No
ecu,1988,No
ecu,1989,No
ecu,1990,No
ecu,1991,No
ecu,1992,No
ecu,1993,No
ecu,1994,No
ecu,1995,No
ecu,1996,No
ecu,1997,No
ecu,1998,No
ecu,1999,Yes
ecu,2000,Yes
ecu,2001,Yes
ecu,2002,Yes
ecu,2003,Yes
ecu,2004,Yes
ecu,2005,Yes
ecu,2006,Yes
ecu,2007,Yes
ecu,2008,Yes
ecu,2009,Yes
ecu,2010,Yes
ecu,2011,Yes
ecu,2012,Yes
ecu,2013,Yes
ecu,2014,Yes
ecu,2015,Yes
ecu,2016,Yes
ecu,2017,Yes
ecu,2018,Yes
ecu,2019,Yes
ecu,2020,Yes
egy,1970,No
egy,1971,No
egy,1972,No
egy,1973,No
egy,1974,No
egy,1975,No
egy,1976,No
egy,1977,No
egy,1978,No
egy,1979,No
egy,1980,No
egy,1981,No
egy,1982,No
egy,1983,No
egy,1984,No
egy,1985,No
egy,1986,No
egy,1987,No
egy,1988,No
egy,1989,No
egy,1990,No
egy,1991,No
egy,1992,No
egy,1993,No
egy,1994,No
egy,1995,No
egy,1996,No
egy,1997,No
egy,1998,No
egy,1999,No
egy,2000,No
egy,2001,No
egy,2002,No
egy,2003,No
egy,2004,No
egy,2005,No
egy,2006,No
egy,2007,No
egy,2008,No
egy,2009,No
egy,2010,No
egy,2011,No
egy,2012,No
egy,2013,No
egy,2014,No
egy,2015,Yes
egy,2016,Yes
egy,2017,Yes
egy,2018,Yes
egy,2019,Yes
egy,2020,Yes
eri,1970,Yes
eri,1971,Yes
eri,1972,Yes
eri,1973,Yes
eri,1974,Yes
eri,1975,Yes
eri,1976,Yes
eri,1977,Yes
eri,1978,Yes
eri,1979,Yes
eri,1980,Yes
eri,1981,Yes
eri,1982,Yes
eri,1983,Yes
eri,1984,Yes
eri,1985,Yes
eri,1986,Yes
eri,1987,Yes
eri,1988,Yes
eri,1989,Yes
eri,1990,Yes
eri,1991,Yes
eri,1992,Yes
eri,1993,Yes
eri,1994,Yes
eri,1995,Yes
eri,1996,Yes
eri,1997,Yes
eri,1998,Yes
eri,1999,Yes
eri,2000,Yes
eri,2001,Yes
eri,2002,Yes
eri,2003,Yes
eri,2004,Yes
eri,2005,Yes
eri,2006,Yes
eri,2007,Yes
eri,2008,Yes
eri,2009,Yes
eri,2010,Yes
eri,2011,Yes
eri,2012,Yes
eri,2013,Yes
eri,2014,Yes
eri,2015,Yes
eri,2016,Yes
eri,2017,Yes
eri,2018,Yes
eri,2019,Yes
eri,2020,Yes
esp,1970,No
esp,1971,No
esp,1972,No
esp,1973,No
esp,1974,No
esp,1975,No
esp,1976,No
esp,1977,No
esp,1978,No
esp,1979,No
esp,1980,No
esp,1981,No
esp,1982,No
esp,1983,No
esp,1984,No
esp,1985,No
esp,1986,No
esp,1987,No
esp,1988,No
esp,1989,No
esp,1990,No
esp,1991,No
esp,1992,No
esp,1993,No
esp,1994,No
esp,1995,No
esp,1996,Yes
esp,1997,Yes
esp,1998,Yes
esp,1999,Yes
esp,2000,Yes
esp,2001,Yes
esp,2002,Yes
esp,2003,Yes
esp,2004,Yes
esp,2005,Yes
esp,2006,Yes
esp,2007,Yes
esp,2008,Yes
esp,2009,Yes
esp,2010,Yes
esp,2011,Yes
esp,2012,Yes
esp,2013,Yes
esp,2014,Yes
esp,2015,Yes
esp,2016,Yes
esp,2017,Yes
esp,2018,Yes
esp,2019,Yes
esp,2020,Yes
est,1970,No
est,1971,No
est,1972,No
est,1973,No
est,1974,No
est,1975,No
est,1976,No
est,1977,No
est,1978,No
est,1979,No
est,1980,No
est,1981,No
est,1982,No
est,1983,No
est,1984,No
est,1985,No
est,1986,No
est,1987,No
est,1988,No
est,1989,No
est,1990,No
est,1991,No
est,1992,No
est,1993,No
est,1994,No
est,1995,No
est,1996,No
est,1997,No
est,1998,No
est,1999,No
est,2000,No
est,2001,No
est,2002,No
est,2003,No
est,2004,Yes
est,2005,Yes
est,2006,Yes
est,2007,Yes
est,2008,Yes
est,2009,Yes
est,2010,Yes
est,2011,Yes
est,2012,Yes
est,2013,Yes
est,2014,Yes
est,2015,Yes
est,2016,Yes
est,2017,Yes
est,2018,Yes
est,2019,Yes
est,2020,Yes
eth,1970,Yes
eth,1971,Yes
eth,1972,Yes
eth,1973,Yes
eth,1974,Yes
eth,1975,Yes
eth,1976,Yes
eth,1977,Yes
eth,1978,Yes
eth,1979,Yes
eth,1980,Yes
eth,1981,Yes
eth,1982,Yes
eth,1983,Yes
eth,1984,Yes
eth,1985,Yes
eth,1986,Yes
eth,1987,Yes
eth,1988,Yes
eth,1989,Yes
eth,1990,Yes
eth,1991,Yes
eth,1992,Yes
eth,1993,Yes
eth,1994,Yes
eth,1995,Yes
eth,1996,Yes
eth,1997,Yes
eth,1998,Yes
eth,1999,Yes
eth,2000,Yes
eth,2001,Yes
eth,2002,Yes
eth,2003,Yes
eth,2004,Yes
eth,2005,Yes
eth,2006,Yes
eth,2007,Yes
eth,2008,Yes
eth,2009,Yes
eth,2010,Yes
eth,2011,Yes
eth,2012,Yes
eth,2013,Yes
eth,2014,Yes
eth,2015,Yes
eth,2016,Yes
eth,2017,Yes
eth,2018,Yes
eth,2019,Yes
eth,2020,Yes
fin,1970,No
fin,1971,No
fin,1972,No
fin,1973,No
fin,1974,No
fin,1975,No
fin,1976,No
fin,1977,No
fin,1978,No
fin,1979,No
fin,1980,No
fin,1981,No
fin,1982,No
fin,1983,No
fin,1984,No
fin,1985,No
fin,1986,No
fin,1987,No
fin,1988,No
fin,1989,No
fin,1990,No
fin,1991,No
fin,1992,No
fin,1993,No
fin,1994,No
fin,1995,No
fin,1996,No
fin,1997,No
fin,1998,No
fin,1999,No
fin,2000,No
fin,2001,No
fin,2002,No
fin,2003,No
fin,2004,No
fin,2005,Yes
fin,2006,Yes
fin,2007,Yes
fin,2008,Yes
fin,2009,Yes
fin,2010,Yes
fin,2011,Yes
fin,2012,Yes
fin,2013,Yes
fin,2014,Yes
fin,2015,Yes
fin,2016,Yes
fin,2017,Yes
fin,2018,Yes
fin,2019,Yes
fin,2020,Yes
fji,1970,No
fji,1971,No
fji,1972,No
fji,1973,No
fji,1974,No
fji,1975,No
fji,1976,No
fji,1977,No
fji,1978,No
fji,1979,No
fji,1980,No
fji,1981,No
fji,1982,No
fji,1983,No
fji,1984,No
fji,1985,No
fji,1986,No
fji,1987,No
fji,1988,No
fji,1989,No
fji,1990,No
fji,1991,No
fji,1992,No
fji,1993,No
fji,1994,No
fji,1995,No
fji,1996,No
fji,1997,No
fji,1998,No
fji,1999,Yes
fji,2000,Yes
fji,2001,Yes
fji,2002,Yes
fji,2003,Yes
fji,2004,Yes
fji,2005,Yes
fji,2006,Yes
fji,2007,Yes
fji,2008,Yes
fji,2009,Yes
fji,2010,Yes
fji,2011,Yes
fji,2012,Yes
fji,2013,Yes
fji,2014,Yes
fji,2015,Yes
fji,2016,Yes
fji,2017,Yes
fji,2018,Yes
fji,2019,Yes
fji,2020,Yes
fra,1970,No
fra,1971,No
fra,1972,No
fra,1973,No
fra,1974,No
fra,1975,No
fra,1976,No
fra,1977,No
fra,1978,No
fra,1979,No
fra,1980,No
fra,1981,No
fra,1982,No
fra,1983,No
fra,1984,No
fra,1985,No
fra,1986,No
fra,1987,No
fra,1988,No
fra,1989,No
fra,1990,No
fra,1991,No
fra,1992,No
fra,1993,Yes
fra,1994,Yes
fra,1995,Yes
fra,1996,Yes
fra,1997,Yes
fra,1998,Yes
fra,1999,Yes
fra,2000,Yes
fra,2001,Yes
fra,2002,Yes
fra,2003,Yes
fra,2004,Yes
fra,2005,Yes
fra,2006,Yes
fra,2007,Yes
fra,2008,Yes
fra,2009,Yes
fra,2010,Yes
fra,2011,Yes
fra,2012,Yes
fra,2013,Yes
fra,2014,Yes
fra,2015,Yes
fra,2016,Yes
fra,2017,Yes
fra,2018,Yes
fra,2019,Yes
fra,2020,Yes
fsm,1970,No
fsm,1971,No
fsm,1972,No
fsm,1973,No
fsm,1974,No
fsm,1975,No
fsm,1976,No
fsm,1977,No
fsm,1978,No
fsm,1979,No
fsm,1980,No
fsm,1981,No
fsm,1982,No
fsm,1983,No
fsm,1984,No
fsm,1985,No
fsm,1986,No
fsm,1987,No
fsm,1988,No
fsm,1989,No
fsm,1990,No
fsm,1991,No
fsm,1992,No
fsm,1993,No
fsm,1994,No
fsm,1995,No
fsm,1996,No
fsm,1997,No
fsm,1998,No
fsm,1999,No
fsm,2000,No
fsm,2001,No
fsm,2002,No
fsm,2003,No
fsm,2004,No
fsm,2005,No
fsm,2006,No
fsm,2007,No
fsm,2008,No
fsm,2009,No
fsm,2010,No
fsm,2011,No
fsm,2012,No
fsm,2013,No
fsm,2014,No
fsm,2015,No
fsm,2016,No
fsm,2017,No
fsm,2018,No
fsm,2019,No
fsm,2020,No
gab,1970,No
gab,1971,No
gab,1972,No
gab,1973,No
gab,1974,No
gab,1975,No
gab,1976,No
gab,1977,No
gab,1978,No
gab,1979,No
gab,1980,No
gab,1981,No
gab,1982,No
gab,1983,No
gab,1984,No
gab,1985,No
gab,1986,No
gab,1987,No
gab,1988,No
gab,1989,No
gab,1990,No
gab,1991,No
gab,1992,No
gab,1993,No
gab,1994,No
gab,1995,No
gab,1996,No
gab,1997,No
gab,1998,No
gab,1999,No
gab,2000,No
gab,2001,No
gab,2002,No
gab,2003,No
gab,2004,No
gab,2005,No
gab,2006,No
gab,2007,No
gab,2008,No
gab,2009,No
gab,2010,No
gab,2011,No
gab,2012,No
gab,2013,No
gab,2014,No
gab,2015,No
gab,2016,No
gab,2017,Yes
gab,2018,Yes
gab,2019,Yes
gab,2020,Yes
gbr,1970,No
gbr,1971,No
gbr,1972,No
gbr,1973,No
gbr,1974,No
gbr,1975,No
gbr,1976,No
gbr,1977,No
gbr,1978,No
gbr,1979,No
gbr,1980,No
gbr,1981,No
gbr,1982,No
gbr,1983,No
gbr,1984,No
gbr,1985,No
gbr,1986,No
gbr,1987,No
gbr,1988,No
gbr,1989,No
gbr,1990,No
gbr,1991,No
gbr,1992,No
gbr,1993,No
gbr,1994,No
gbr,1995,No
gbr,1996,No
gbr,1997,No
gbr,1998,No
gbr,1999,No
gbr,2000,No
gbr,2001,No
gbr,2002,No
gbr,2003,No
gbr,2004,No
gbr,2005,No
gbr,2006,Yes
gbr,2007,Yes
gbr,2008,Yes
gbr,2009,Yes
gbr,2010,Yes
gbr,2011,Yes
gbr,2012,Yes
gbr,2013,Yes
gbr,2014,Yes
gbr,2015,Yes
gbr,2016,Yes
gbr,2017,Yes
gbr,2018,Yes
gbr,2019,Yes
gbr,2020,Yes
geo,1970,No
geo,1971,No
geo,1972,No
geo,1973,No
geo,1974,No
geo,1975,No
geo,1976,No
geo,1977,No
geo,1978,No
geo,1979,No
geo,1980,No
geo,1981,No
geo,1982,No
geo,1983,No
geo,1984,No
geo,1985,No
geo,1986,No
geo,1987,No
geo,1988,No
geo,1989,No
geo,1990,No
geo,1991,No
geo,1992,No
geo,1993,No
geo,1994,No
geo,1995,No
geo,1996,No
geo,1997,No
geo,1998,No
geo,1999,No
geo,2000,No
geo,2001,No
geo,2002,No
geo,2003,No
geo,2004,No
geo,2005,No
geo,2006,No
geo,2007,No
geo,2008,No
geo,2009,No
geo,2010,Yes
geo,2011,Yes
geo,2012,Yes
geo,2013,Yes
geo,2014,Yes
geo,2015,Yes
geo,2016,Yes
geo,2017,Yes
geo,2018,Yes
geo,2019,Yes
geo,2020,Yes
gha,1970,No
gha,1971,No
gha,1972,No
gha,1973,No
gha,1974,No
gha,1975,No
gha,1976,No
gha,1977,No
gha,1978,No
gha,1979,No
gha,1980,No
gha,1981,No
gha,1982,No
gha,1983,No
gha,1984,No
gha,1985,No
gha,1986,No
gha,1987,No
gha,1988,No
gha,1989,No
gha,1990,No
gha,1991,No
gha,1992,No
gha,1993,No
gha,1994,No
gha,1995,No
gha,1996,No
gha,1997,No
gha,1998,No
gha,1999,No
gha,2000,No
gha,2001,No
gha,2002,No
gha,2003,No
gha,2004,Yes
gha,2005,Yes
gha,2006,Yes
gha,2007,Yes
gha,2008,Yes
gha,2009,Yes
gha,2010,Yes
gha,2011,Yes
gha,2012,Yes
gha,2013,Yes
gha,2014,Yes
gha,2015,Yes
gha,2016,Yes
gha,2017,Yes
gha,2018,Yes
gha,2019,Yes
gha,2020,Yes
gin,1970,No
gin,1971,No
gin,1972,No
gin,1973,No
gin,1974,No
gin,1975,No
gin,1976,No
gin,1977,No
gin,1978,No
gin,1979,No
gin,1980,No
gin,1981,No
gin,1982,No
gin,1983,No
gin,1984,No
gin,1985,No
gin,1986,No
gin,1987,No
gin,1988,No
gin,1989,No
gin,1990,No
gin,1991,No
gin,1992,No
gin,1993,No
gin,1994,No
gin,1995,No
gin,1996,No
gin,1997,No
gin,1998,No
gin,1999,No
gin,2000,No
gin,2001,No
gin,2002,No
gin,2003,No
gin,2004,No
gin,2005,No
gin,2006,No
gin,2007,No
gin,2008,No
gin,2009,No
gin,2010,No
gin,2011,No
gin,2012,No
gin,2013,No
gin,2014,Yes
