country,time,civsocpart_idea
ben,1987,46.85912
ben,1988,46.85912
ben,1989,46.85912
ben,1990,69.52122
ben,1991,69.52122
ben,1992,69.52122
ben,1993,69.52122
ben,1994,69.52122
ben,1995,69.52122
ben,1996,69.52122
ben,1997,68.65602
ben,1998,68.65602
ben,1999,68.65602
ben,2000,68.65602
ben,2001,68.65602
ben,2002,68.65602
ben,2003,68.65602
ben,2004,68.65602
ben,2005,66.48928
ben,2006,66.84685
ben,2007,65.70441
ben,2008,66.84685
ben,2009,66.84685
ben,2010,66.84685
ben,2011,66.84685
ben,2012,66.84685
ben,2013,68.25778
ben,2014,68.25778
ben,2015,74.75022
ben,2016,74.30174
ben,2017,72.1893
ben,2018,70.70419
ben,2019,66.10117
bfa,1975,50.12599
bfa,1976,50.12599
bfa,1977,50.12599
bfa,1978,43.69834
bfa,1979,43.69834
bfa,1980,47.76143
bfa,1981,46.72843
bfa,1982,46.72843
bfa,1983,46.1578
bfa,1984,46.1578
bfa,1985,46.1578
bfa,1986,46.1578
bfa,1987,46.72843
bfa,1988,47.26605
bfa,1989,47.26605
bfa,1990,48.05759
bfa,1991,59.03731
bfa,1992,59.54612
bfa,1993,59.54612
bfa,1994,59.54612
bfa,1995,59.54612
bfa,1996,59.54612
bfa,1997,59.54612
bfa,1998,59.54612
bfa,1999,59.54612
bfa,2000,63.04201
bfa,2001,63.04201
bfa,2002,63.04201
bfa,2003,63.04201
bfa,2004,63.04201
bfa,2005,63.04201
bfa,2006,63.04201
bfa,2007,63.04201
bfa,2008,63.04201
bfa,2009,63.04201
bfa,2010,64.93577
bfa,2011,65.95319
bfa,2012,66.82614
bfa,2013,69.56502
bfa,2014,69.56502
bfa,2015,71.56303
bfa,2016,73.95191
bfa,2017,74.86536
bfa,2018,77.48757
bfa,2019,73.09978
bgd,1975,33.79513
bgd,1976,34.06713
bgd,1977,37.11141
bgd,1978,38.36326
bgd,1979,44.79633
bgd,1980,45.98054
bgd,1981,42.54783
bgd,1982,37.13325
bgd,1983,37.13325
bgd,1984,40.36317
bgd,1985,42.54783
bgd,1986,44.94712
bgd,1987,44.94712
bgd,1988,44.94712
bgd,1989,44.94712
bgd,1990,45.01234
bgd,1991,51.23252
bgd,1992,51.23252
bgd,1993,51.23252
bgd,1994,51.23252
bgd,1995,53.47628
bgd,1996,53.47628
bgd,1997,56.95661
bgd,1998,56.95661
bgd,1999,56.95661
bgd,2000,56.95661
bgd,2001,56.95661
bgd,2002,53.47628
bgd,2003,53.47628
bgd,2004,53.47628
bgd,2005,53.47628
bgd,2006,53.47628
bgd,2007,50.14042
bgd,2008,50.14042
bgd,2009,55.43819
bgd,2010,55.03226
bgd,2011,57.16746
bgd,2012,55.18075
bgd,2013,53.67881
bgd,2014,52.00764
bgd,2015,52.00764
bgd,2016,51.26421
bgd,2017,52.00764
bgd,2018,50.05833
bgd,2019,46.37948
bgr,1975,15.96418
bgr,1976,15.96418
bgr,1977,15.96418
bgr,1978,15.96418
bgr,1979,15.96418
bgr,1980,15.96418
bgr,1981,15.96418
bgr,1982,15.96418
bgr,1983,15.96418
bgr,1984,15.96418
bgr,1985,15.96418
bgr,1986,16.357
bgr,1987,16.357
bgr,1988,16.357
bgr,1989,17.21795
bgr,1990,58.46246
bgr,1991,58.46246
bgr,1992,58.46246
bgr,1993,57.21735
bgr,1994,57.21735
bgr,1995,57.21735
bgr,1996,57.21735
bgr,1997,58.11947
bgr,1998,56.84667
bgr,1999,56.66767
bgr,2000,56.38032
bgr,2001,56.49787
bgr,2002,56.49787
bgr,2003,56.49787
bgr,2004,56.49787
bgr,2005,56.49787
bgr,2006,56.49787
bgr,2007,56.8936
bgr,2008,56.8936
bgr,2009,58.07895
bgr,2010,58.88022
bgr,2011,59.70236
bgr,2012,61.64838
bgr,2013,58.50157
bgr,2014,59.28988
bgr,2015,56.32662
bgr,2016,59.18789
bgr,2017,56.02417
bgr,2018,58.72289
bgr,2019,60.31272
bhr,1975,31.12254
bhr,1976,29.35761
bhr,1977,29.35761
bhr,1978,29.35761
bhr,1979,29.35761
bhr,1980,30.09322
bhr,1981,30.09322
bhr,1982,30.09322
bhr,1983,30.09322
bhr,1984,30.09322
bhr,1985,30.09322
bhr,1986,30.09322
bhr,1987,30.09322
bhr,1988,30.09322
bhr,1989,30.09322
bhr,1990,30.09322
bhr,1991,30.09322
bhr,1992,30.09322
bhr,1993,30.09322
bhr,1994,30.09322
bhr,1995,30.09322
bhr,1996,30.09322
bhr,1997,30.09322
bhr,1998,30.09322
bhr,1999,32.05203
bhr,2000,36.05486
bhr,2001,56.68622
bhr,2002,60.61811
bhr,2003,61.72329
bhr,2004,59.09632
bhr,2005,59.09632
bhr,2006,59.09632
bhr,2007,59.09632
bhr,2008,59.09632
bhr,2009,59.09632
bhr,2010,60.33756
bhr,2011,42.40674
bhr,2012,36.17675
bhr,2013,34.40548
bhr,2014,34.31882
bhr,2015,34.31882
bhr,2016,33.53468
bhr,2017,33.53468
bhr,2018,36.52438
bhr,2019,37.32844
bih,1992,38.39661
bih,1993,38.39661
bih,1994,38.39661
bih,1995,38.39661
bih,1996,46.0149
bih,1997,47.08168
bih,1998,47.08168
bih,1999,47.08168
bih,2000,50.24543
bih,2001,50.24543
bih,2002,50.70724
bih,2003,50.70724
bih,2004,50.70724
bih,2005,49.72129
bih,2006,49.72129
bih,2007,49.84423
bih,2008,52.10407
bih,2009,52.10407
bih,2010,52.10407
bih,2011,52.10407
bih,2012,52.10407
bih,2013,50.67868
bih,2014,50.67868
bih,2015,50.20199
bih,2016,52.08269
bih,2017,51.96454
bih,2018,50.47036
bih,2019,49.04442
blr,1991,40.20557
blr,1992,43.73608
blr,1993,43.05688
blr,1994,43.05688
blr,1995,40.26167
blr,1996,36.37431
blr,1997,34.76671
blr,1998,36.92898
blr,1999,32.14726
blr,2000,28.38995
blr,2001,27.02352
blr,2002,28.38995
blr,2003,28.38995
blr,2004,28.38995
blr,2005,28.03279
blr,2006,27.41503
blr,2007,26.75899
blr,2008,26.75899
blr,2009,26.75899
blr,2010,26.75899
blr,2011,26.92337
blr,2012,26.92337
blr,2013,28.1492
blr,2014,29.15523
blr,2015,29.15523
blr,2016,32.35317
blr,2017,33.295
blr,2018,33.295
blr,2019,36.49243
bol,1975,38.0237
bol,1976,38.0237
bol,1977,38.0237
bol,1978,38.0237
bol,1979,40.1917
bol,1980,40.1917
bol,1981,40.1917
bol,1982,49.76551
bol,1983,59.21644
bol,1984,59.21644
bol,1985,56.49042
bol,1986,51.91104
bol,1987,51.91104
bol,1988,51.91104
bol,1989,51.91104
bol,1990,52.48648
bol,1991,53.11489
bol,1992,53.11489
bol,1993,54.71469
bol,1994,61.21582
bol,1995,61.21582
bol,1996,61.21582
bol,1997,61.21582
bol,1998,60.5353
bol,1999,60.5353
bol,2000,64.70934
bol,2001,64.70934
bol,2002,64.70934
bol,2003,66.85938
bol,2004,66.85938
bol,2005,69.47823
bol,2006,75.78188
bol,2007,80.2157
bol,2008,80.2157
bol,2009,80.2157
bol,2010,77.29801
bol,2011,77.29801
bol,2012,75.17657
bol,2013,75.17657
bol,2014,75.17657
bol,2015,67.99545
bol,2016,66.63577
bol,2017,69.50629
bol,2018,71.5616
bol,2019,60.49031
bra,1975,32.83224
bra,1976,32.83224
bra,1977,32.83224
bra,1978,34.42657
bra,1979,34.42657
bra,1980,37.53937
bra,1981,37.53937
bra,1982,37.53937
bra,1983,39.90146
bra,1984,41.63052
bra,1985,51.33467
bra,1986,54.08866
bra,1987,54.83634
bra,1988,60.33601
bra,1989,60.33601
bra,1990,61.46491
bra,1991,61.46491
bra,1992,62.40484
bra,1993,62.40484
bra,1994,62.40484
bra,1995,62.40484
bra,1996,64.91019
bra,1997,64.91019
bra,1998,67.78843
bra,1999,67.78843
bra,2000,71.8849
bra,2001,71.8849
bra,2002,76.15536
bra,2003,81.33574
bra,2004,81.33574
bra,2005,81.33574
bra,2006,81.33574
bra,2007,81.33574
bra,2008,78.75358
bra,2009,78.75358
bra,2010,78.75358
bra,2011,78.00209
bra,2012,80.73251
bra,2013,77.81259
bra,2014,75.93265
bra,2015,75.93265
bra,2016,67.48302
bra,2017,62.98033
bra,2018,61.62197
bra,2019,62.35131
brb,1975,42.65032
brb,1976,42.65032
brb,1977,42.65032
brb,1978,42.65032
brb,1979,42.65032
brb,1980,42.65032
brb,1981,42.65032
brb,1982,42.65032
brb,1983,43.53192
brb,1984,43.53192
brb,1985,43.53192
brb,1986,43.53192
brb,1987,43.53192
brb,1988,43.53192
brb,1989,43.53192
brb,1990,57.9713
brb,1991,57.9713
brb,1992,57.9713
brb,1993,57.9713
brb,1994,58.3612
brb,1995,59.39464
brb,1996,59.39464
brb,1997,59.39464
brb,1998,59.39464
brb,1999,59.39464
brb,2000,60.19789
brb,2001,60.19789
brb,2002,60.19789
brb,2003,60.19789
brb,2004,60.19789
brb,2005,66.74988
brb,2006,66.74988
brb,2007,66.74988
brb,2008,66.74988
brb,2009,66.74988
brb,2010,66.74988
brb,2011,66.74988
brb,2012,66.74988
brb,2013,66.74988
brb,2014,66.74988
brb,2015,67.46117
brb,2016,66.74988
brb,2017,67.9905
brb,2018,67.9905
brb,2019,63.67601
bwa,1975,55.53366
bwa,1976,55.53366
bwa,1977,55.53366
bwa,1978,55.53366
bwa,1979,55.53366
bwa,1980,55.53366
bwa,1981,55.53366
bwa,1982,55.53366
bwa,1983,55.53366
bwa,1984,55.53366
bwa,1985,55.53366
bwa,1986,55.53366
bwa,1987,55.53366
bwa,1988,56.15377
bwa,1989,56.15377
bwa,1990,58.02192
bwa,1991,58.02192
bwa,1992,58.02192
bwa,1993,58.02192
bwa,1994,58.02192
bwa,1995,58.02192
bwa,1996,58.02192
bwa,1997,58.02192
bwa,1998,58.02192
bwa,1999,58.02192
bwa,2000,58.61474
bwa,2001,58.61474
bwa,2002,58.61474
bwa,2003,58.61474
bwa,2004,58.61474
bwa,2005,58.61474
bwa,2006,58.61474
bwa,2007,59.2334
bwa,2008,58.52976
bwa,2009,58.70457
bwa,2010,58.87407
bwa,2011,58.87407
bwa,2012,58.87407
bwa,2013,58.87407
bwa,2014,58.14782
bwa,2015,58.40041
bwa,2016,58.40041
bwa,2017,56.96754
bwa,2018,65.23042
bwa,2019,61.33668
caf,1975,25.00943
caf,1976,23.35582
caf,1977,16.92089
caf,1978,16.92089
caf,1979,16.92089
caf,1980,44.04742
caf,1981,44.75728
caf,1982,38.07885
caf,1983,38.07885
caf,1984,38.07885
caf,1985,38.07885
caf,1986,38.07885
caf,1987,38.07885
caf,1988,38.07885
caf,1989,38.40003
caf,1990,44.18802
caf,1991,44.18802
caf,1992,49.36767
caf,1993,47.94683
caf,1994,48.13226
caf,1995,48.13226
caf,1996,48.13226
caf,1997,49.56981
caf,1998,49.56981
caf,1999,48.13226
caf,2000,49.38686
caf,2001,49.38686
caf,2002,49.38686
caf,2003,50.90429
caf,2004,47.6574
caf,2005,50.61948
caf,2006,50.61948
caf,2007,50.61948
caf,2008,51.81083
caf,2009,50.18168
caf,2010,50.18168
caf,2011,50.18168
caf,2012,50.18168
caf,2013,47.80332
caf,2014,48.16539
caf,2015,49.23463
caf,2016,51.14196
caf,2017,48.32769
caf,2018,47.01016
caf,2019,48.95672
can,1975,68.37275
can,1976,67.90822
can,1977,68.96191
can,1978,68.96191
can,1979,69.63461
can,1980,71.60722
can,1981,71.60722
can,1982,71.05665
can,1983,71.05665
can,1984,71.05665
can,1985,71.05665
can,1986,71.05665
can,1987,70.89355
can,1988,70.4951
can,1989,70.4951
can,1990,70.8658
can,1991,70.8658
can,1992,70.8658
can,1993,70.8658
can,1994,70.8658
can,1995,70.8658
can,1996,70.8658
can,1997,69.83112
can,1998,69.83112
can,1999,69.83112
can,2000,70.8658
can,2001,70.66146
can,2002,70.66146
can,2003,70.66146
can,2004,69.64891
can,2005,69.64891
can,2006,67.64556
can,2007,66.88819
can,2008,66.88819
can,2009,66.88819
can,2010,66.88819
can,2011,66.88819
can,2012,66.88819
can,2013,67.43632
can,2014,67.43632
can,2015,69.47595
can,2016,71.30791
can,2017,72.74454
can,2018,72.74454
can,2019,73.7128
che,1975,81.9492
che,1976,81.9492
che,1977,81.9492
che,1978,81.9492
che,1979,81.9492
che,1980,81.9492
che,1981,81.9492
che,1982,81.9492
che,1983,81.9492
che,1984,81.9492
che,1985,81.9492
che,1986,81.9492
che,1987,81.9492
che,1988,81.9492
che,1989,81.9492
che,1990,81.9492
che,1991,81.9492
che,1992,81.9492
che,1993,81.9492
che,1994,81.9492
che,1995,81.9492
che,1996,81.9492
che,1997,81.9492
che,1998,81.9492
che,1999,81.9492
che,2000,81.9492
che,2001,81.9492
che,2002,81.9492
che,2003,81.9492
che,2004,81.9492
che,2005,81.9492
che,2006,81.9492
che,2007,81.9492
che,2008,81.9492
che,2009,81.9492
che,2010,78.94766
che,2011,78.94766
che,2012,78.94766
che,2013,78.94766
che,2014,78.94766
che,2015,78.94766
che,2016,78.94766
che,2017,78.94766
che,2018,78.94766
che,2019,78.94766
chl,1975,21.31149
chl,1976,21.31149
chl,1977,21.31149
chl,1978,21.31149
chl,1979,21.31149
chl,1980,23.25773
chl,1981,23.25773
chl,1982,23.16387
chl,1983,23.16387
chl,1984,23.16387
chl,1985,23.16387
chl,1986,23.16387
chl,1987,23.16387
chl,1988,24.58164
chl,1989,25.85219
chl,1990,47.0072
chl,1991,47.4851
chl,1992,47.4851
chl,1993,47.77197
chl,1994,48.18521
chl,1995,48.18521
chl,1996,53.77463
chl,1997,53.77463
chl,1998,53.77463
chl,1999,53.77463
chl,2000,57.74999
chl,2001,57.74999
chl,2002,57.74999
chl,2003,57.74999
chl,2004,57.74999
chl,2005,56.16124
chl,2006,58.48397
chl,2007,58.48397
chl,2008,58.48397
chl,2009,58.48397
chl,2010,55.39211
chl,2011,56.20144
chl,2012,55.91371
chl,2013,56.93562
chl,2014,60.62233
chl,2015,61.9235
chl,2016,62.20469
chl,2017,62.20469
chl,2018,59.54151
chl,2019,64.10676
chn,1975,8.89063
chn,1976,8.89063
chn,1977,6.95093
chn,1978,14.92665
chn,1979,22.76057
chn,1980,25.00257
chn,1981,25.00257
chn,1982,25.00257
chn,1983,25.00257
chn,1984,25.00257
chn,1985,25.00257
chn,1986,25.1863
chn,1987,27.97081
chn,1988,27.97081
chn,1989,25.1863
chn,1990,27.50432
chn,1991,27.50432
chn,1992,28.97333
chn,1993,28.32262
chn,1994,28.32262
chn,1995,29.29428
chn,1996,31.33986
chn,1997,31.33986
chn,1998,31.33986
chn,1999,31.33986
chn,2000,33.06419
chn,2001,33.06419
chn,2002,35.43206
chn,2003,35.43206
chn,2004,35.69098
chn,2005,36.84284
chn,2006,36.84284
chn,2007,37.00978
chn,2008,37.00978
chn,2009,36.84284
chn,2010,37.00978
chn,2011,37.00978
chn,2012,36.01406
chn,2013,30.65675
chn,2014,30.65675
chn,2015,30.554
chn,2016,30.554
chn,2017,31.6306
chn,2018,30.65675
chn,2019,30.554
civ,1975,31.83267
civ,1976,33.03521
civ,1977,33.03521
civ,1978,33.03521
civ,1979,31.95433
civ,1980,32.32674
civ,1981,33.25423
civ,1982,33.25423
civ,1983,33.25423
civ,1984,32.87185
civ,1985,36.34229
civ,1986,37.55081
civ,1987,37.55081
civ,1988,38.43203
civ,1989,35.86226
civ,1990,44.15921
civ,1991,45.36427
civ,1992,45.36427
civ,1993,45.51819
civ,1994,47.17734
civ,1995,49.31362
civ,1996,50.31229
civ,1997,50.31229
civ,1998,50.31229
civ,1999,51.0051
civ,2000,56.50029
civ,2001,56.7803
civ,2002,53.79132
civ,2003,53.79132
civ,2004,54.48002
civ,2005,54.48002
civ,2006,54.48002
civ,2007,53.79132
civ,2008,53.79132
civ,2009,53.79132
civ,2010,53.79132
civ,2011,54.88352
civ,2012,54.14013
civ,2013,58.99252
civ,2014,58.3119
civ,2015,58.53124
civ,2016,58.53124
civ,2017,64.86392
civ,2018,65.65871
civ,2019,64.68371
cmr,1975,25.65979
cmr,1976,25.65979
cmr,1977,25.65979
cmr,1978,25.65979
cmr,1979,25.65979
cmr,1980,25.65979
cmr,1981,25.65979
cmr,1982,31.07542
cmr,1983,31.20234
cmr,1984,36.30371
cmr,1985,36.30371
cmr,1986,36.30371
cmr,1987,36.30371
cmr,1988,36.47729
cmr,1989,36.47729
cmr,1990,46.48286
cmr,1991,46.48286
cmr,1992,47.09164
cmr,1993,49.43851
cmr,1994,49.43851
cmr,1995,49.43851
cmr,1996,49.43851
cmr,1997,48.88797
cmr,1998,48.88797
cmr,1999,52.92952
cmr,2000,53.16978
cmr,2001,53.16978
cmr,2002,53.16978
cmr,2003,53.16978
cmr,2004,53.16978
cmr,2005,53.16978
cmr,2006,53.16978
cmr,2007,53.16978
cmr,2008,53.16978
cmr,2009,53.88862
cmr,2010,53.16978
cmr,2011,54.68852
cmr,2012,53.90355
cmr,2013,53.90355
cmr,2014,54.85386
cmr,2015,54.85386
cmr,2016,54.85386
cmr,2017,51.38921
cmr,2018,54.85386
cmr,2019,55.00073
cod,1975,39.609
cod,1976,39.609
cod,1977,39.609
cod,1978,39.609
cod,1979,39.609
cod,1980,39.609
cod,1981,40.04899
cod,1982,40.04899
cod,1983,40.04899
cod,1984,40.04899
cod,1985,40.04899
cod,1986,40.04899
cod,1987,40.04899
cod,1988,40.04899
cod,1989,40.04899
