country,time,female_hos
kgz,1958,Never had a female head of state
kgz,1959,Never had a female head of state
kgz,1960,Never had a female head of state
kgz,1961,Never had a female head of state
kgz,1962,Never had a female head of state
kgz,1963,Never had a female head of state
kgz,1964,Never had a female head of state
kgz,1965,Never had a female head of state
kgz,1966,Never had a female head of state
kgz,1967,Never had a female head of state
kgz,1968,Never had a female head of state
kgz,1969,Never had a female head of state
kgz,1970,Never had a female head of state
kgz,1971,Never had a female head of state
kgz,1972,Never had a female head of state
kgz,1973,Never had a female head of state
kgz,1974,Never had a female head of state
kgz,1975,Never had a female head of state
kgz,1976,Never had a female head of state
kgz,1977,Never had a female head of state
kgz,1978,Never had a female head of state
kgz,1979,Never had a female head of state
kgz,1980,Never had a female head of state
kgz,1981,Never had a female head of state
kgz,1982,Never had a female head of state
kgz,1983,Never had a female head of state
kgz,1984,Never had a female head of state
kgz,1985,Never had a female head of state
kgz,1986,Never had a female head of state
kgz,1987,Never had a female head of state
kgz,1988,Never had a female head of state
kgz,1989,Never had a female head of state
kgz,1990,Never had a female head of state
kgz,1991,Never had a female head of state
kgz,1992,Never had a female head of state
kgz,1993,Never had a female head of state
kgz,1994,Never had a female head of state
kgz,1995,Never had a female head of state
kgz,1996,Never had a female head of state
kgz,1997,Never had a female head of state
kgz,1998,Never had a female head of state
kgz,1999,Never had a female head of state
kgz,2000,Never had a female head of state
kgz,2001,Never had a female head of state
kgz,2002,Never had a female head of state
kgz,2003,Never had a female head of state
kgz,2004,Never had a female head of state
kgz,2005,Never had a female head of state
kgz,2006,Never had a female head of state
kgz,2007,Never had a female head of state
kgz,2008,Never had a female head of state
kgz,2009,Never had a female head of state
kgz,2010,Had a female head of state
kgz,2011,Had a female head of state
kgz,2012,Had a female head of state
kgz,2013,Had a female head of state
kgz,2014,Had a female head of state
kgz,2015,Had a female head of state
kgz,2016,Had a female head of state
kgz,2017,Had a female head of state
kgz,2018,Had a female head of state
kgz,2019,Had a female head of state
khm,1953,Never had a female head of state
khm,1954,Never had a female head of state
khm,1955,Never had a female head of state
khm,1956,Never had a female head of state
khm,1957,Never had a female head of state
khm,1958,Never had a female head of state
khm,1959,Never had a female head of state
khm,1960,Never had a female head of state
khm,1961,Never had a female head of state
khm,1962,Never had a female head of state
khm,1963,Never had a female head of state
khm,1964,Never had a female head of state
khm,1965,Never had a female head of state
khm,1966,Never had a female head of state
khm,1967,Never had a female head of state
khm,1968,Never had a female head of state
khm,1969,Never had a female head of state
khm,1970,Never had a female head of state
khm,1971,Never had a female head of state
khm,1972,Never had a female head of state
khm,1973,Never had a female head of state
khm,1974,Never had a female head of state
khm,1975,Never had a female head of state
khm,1976,Never had a female head of state
khm,1977,Never had a female head of state
khm,1978,Never had a female head of state
khm,1979,Never had a female head of state
khm,1980,Never had a female head of state
khm,1981,Never had a female head of state
khm,1982,Never had a female head of state
khm,1983,Never had a female head of state
khm,1984,Never had a female head of state
khm,1985,Never had a female head of state
khm,1986,Never had a female head of state
khm,1987,Never had a female head of state
khm,1988,Never had a female head of state
khm,1989,Never had a female head of state
khm,1990,Never had a female head of state
khm,1991,Never had a female head of state
khm,1992,Never had a female head of state
khm,1993,Never had a female head of state
khm,1994,Never had a female head of state
khm,1995,Never had a female head of state
khm,1996,Never had a female head of state
khm,1997,Never had a female head of state
khm,1998,Never had a female head of state
khm,1999,Never had a female head of state
khm,2000,Never had a female head of state
khm,2001,Never had a female head of state
khm,2002,Never had a female head of state
khm,2003,Never had a female head of state
khm,2004,Never had a female head of state
khm,2005,Never had a female head of state
khm,2006,Never had a female head of state
khm,2007,Never had a female head of state
khm,2008,Never had a female head of state
khm,2009,Never had a female head of state
khm,2010,Never had a female head of state
khm,2011,Never had a female head of state
khm,2012,Never had a female head of state
khm,2013,Never had a female head of state
khm,2014,Never had a female head of state
khm,2015,Never had a female head of state
khm,2016,Never had a female head of state
khm,2017,Never had a female head of state
khm,2018,Never had a female head of state
khm,2019,Never had a female head of state
khm,2020,Never had a female head of state
khm,2021,Never had a female head of state
kir,1953,Never had a female head of state
kir,1954,Never had a female head of state
kir,1955,Never had a female head of state
kir,1956,Never had a female head of state
kir,1957,Never had a female head of state
kir,1958,Never had a female head of state
kir,1959,Never had a female head of state
kir,1960,Never had a female head of state
kir,1961,Never had a female head of state
kir,1962,Never had a female head of state
kir,1963,Never had a female head of state
kir,1964,Never had a female head of state
kir,1965,Never had a female head of state
kir,1966,Never had a female head of state
kir,1967,Never had a female head of state
kir,1968,Never had a female head of state
kir,1969,Never had a female head of state
kir,1970,Never had a female head of state
kir,1971,Never had a female head of state
kir,1972,Never had a female head of state
kir,1973,Never had a female head of state
kir,1974,Never had a female head of state
kir,1975,Never had a female head of state
kir,1976,Never had a female head of state
kir,1977,Never had a female head of state
kir,1978,Never had a female head of state
kir,1979,Never had a female head of state
kir,1980,Never had a female head of state
kir,1981,Never had a female head of state
kir,1982,Never had a female head of state
kir,1983,Never had a female head of state
kir,1984,Never had a female head of state
kir,1985,Never had a female head of state
kir,1986,Never had a female head of state
kir,1987,Never had a female head of state
kir,1988,Never had a female head of state
kir,1989,Never had a female head of state
kir,1990,Never had a female head of state
kir,1991,Never had a female head of state
kir,1992,Never had a female head of state
kir,1993,Never had a female head of state
kir,1994,Never had a female head of state
kir,1995,Never had a female head of state
kir,1996,Never had a female head of state
kir,1997,Never had a female head of state
kir,1998,Never had a female head of state
kir,1999,Never had a female head of state
kir,2000,Never had a female head of state
kir,2001,Never had a female head of state
kir,2002,Never had a female head of state
kir,2003,Never had a female head of state
kir,2004,Never had a female head of state
kir,2005,Never had a female head of state
kir,2006,Never had a female head of state
kir,2007,Never had a female head of state
kir,2008,Never had a female head of state
kir,2009,Never had a female head of state
kir,2010,Never had a female head of state
kir,2011,Never had a female head of state
kir,2012,Never had a female head of state
kir,2013,Never had a female head of state
kir,2014,Never had a female head of state
kir,2015,Never had a female head of state
kir,2016,Never had a female head of state
kir,2017,Never had a female head of state
kir,2018,Never had a female head of state
kir,2019,Never had a female head of state
kir,2020,Never had a female head of state
kir,2021,Never had a female head of state
kna,1953,Never had a female head of state
kna,1954,Never had a female head of state
kna,1955,Never had a female head of state
kna,1956,Never had a female head of state
kna,1957,Never had a female head of state
kna,1958,Never had a female head of state
kna,1959,Never had a female head of state
kna,1960,Never had a female head of state
kna,1961,Never had a female head of state
kna,1962,Never had a female head of state
kna,1963,Never had a female head of state
kna,1964,Never had a female head of state
kna,1965,Never had a female head of state
kna,1966,Never had a female head of state
kna,1967,Never had a female head of state
kna,1968,Never had a female head of state
kna,1969,Never had a female head of state
kna,1970,Never had a female head of state
kna,1971,Never had a female head of state
kna,1972,Never had a female head of state
kna,1973,Never had a female head of state
kna,1974,Never had a female head of state
kna,1975,Never had a female head of state
kna,1976,Never had a female head of state
kna,1977,Never had a female head of state
kna,1978,Never had a female head of state
kna,1979,Never had a female head of state
kna,1980,Never had a female head of state
kna,1981,Never had a female head of state
kna,1982,Never had a female head of state
kna,1983,Never had a female head of state
kna,1984,Never had a female head of state
kna,1985,Never had a female head of state
kna,1986,Never had a female head of state
kna,1987,Never had a female head of state
kna,1988,Never had a female head of state
kna,1989,Never had a female head of state
kna,1990,Never had a female head of state
kna,1991,Never had a female head of state
kna,1992,Never had a female head of state
kna,1993,Never had a female head of state
kna,1994,Never had a female head of state
kna,1995,Never had a female head of state
kna,1996,Never had a female head of state
kna,1997,Never had a female head of state
kna,1998,Never had a female head of state
kna,1999,Never had a female head of state
kna,2000,Never had a female head of state
kna,2001,Never had a female head of state
kna,2002,Never had a female head of state
kna,2003,Never had a female head of state
kna,2004,Never had a female head of state
kna,2005,Never had a female head of state
kna,2006,Never had a female head of state
kna,2007,Never had a female head of state
kna,2008,Never had a female head of state
kna,2009,Never had a female head of state
kna,2010,Never had a female head of state
kna,2011,Never had a female head of state
kna,2012,Never had a female head of state
kna,2013,Never had a female head of state
kna,2014,Never had a female head of state
kna,2015,Never had a female head of state
kna,2016,Never had a female head of state
kna,2017,Never had a female head of state
kna,2018,Never had a female head of state
kna,2019,Never had a female head of state
kna,2020,Never had a female head of state
kna,2021,Never had a female head of state
kor,1953,Never had a female head of state
kor,1954,Never had a female head of state
kor,1955,Never had a female head of state
kor,1956,Never had a female head of state
kor,1957,Never had a female head of state
kor,1958,Never had a female head of state
kor,1959,Never had a female head of state
kor,1960,Never had a female head of state
kor,1961,Never had a female head of state
kor,1962,Never had a female head of state
kor,1963,Never had a female head of state
kor,1964,Never had a female head of state
kor,1965,Never had a female head of state
kor,1966,Never had a female head of state
kor,1967,Never had a female head of state
kor,1968,Never had a female head of state
kor,1969,Never had a female head of state
kor,1970,Never had a female head of state
kor,1971,Never had a female head of state
kor,1972,Never had a female head of state
kor,1973,Never had a female head of state
kor,1974,Never had a female head of state
kor,1975,Never had a female head of state
kor,1976,Never had a female head of state
kor,1977,Never had a female head of state
kor,1978,Never had a female head of state
kor,1979,Never had a female head of state
kor,1980,Never had a female head of state
kor,1981,Never had a female head of state
kor,1982,Never had a female head of state
kor,1983,Never had a female head of state
kor,1984,Never had a female head of state
kor,1985,Never had a female head of state
kor,1986,Never had a female head of state
kor,1987,Never had a female head of state
kor,1988,Never had a female head of state
kor,1989,Never had a female head of state
kor,1990,Never had a female head of state
kor,1991,Never had a female head of state
kor,1992,Never had a female head of state
kor,1993,Never had a female head of state
kor,1994,Never had a female head of state
kor,1995,Never had a female head of state
kor,1996,Never had a female head of state
kor,1997,Never had a female head of state
kor,1998,Never had a female head of state
kor,1999,Never had a female head of state
kor,2000,Never had a female head of state
kor,2001,Never had a female head of state
kor,2002,Never had a female head of state
kor,2003,Never had a female head of state
kor,2004,Never had a female head of state
kor,2005,Never had a female head of state
kor,2006,Never had a female head of state
kor,2007,Never had a female head of state
kor,2008,Never had a female head of state
kor,2009,Never had a female head of state
kor,2010,Never had a female head of state
kor,2011,Never had a female head of state
kor,2012,Never had a female head of state
kor,2013,Had a female head of state
kor,2014,Had a female head of state
kor,2015,Had a female head of state
kor,2016,Had a female head of state
kor,2017,Had a female head of state
kor,2018,Had a female head of state
kor,2019,Had a female head of state
kwt,1953,Never had a female head of state
kwt,1954,Never had a female head of state
kwt,1955,Never had a female head of state
kwt,1956,Never had a female head of state
kwt,1957,Never had a female head of state
kwt,1958,Never had a female head of state
kwt,1959,Never had a female head of state
kwt,1960,Never had a female head of state
kwt,1961,Never had a female head of state
kwt,1962,Never had a female head of state
kwt,1963,Never had a female head of state
kwt,1964,Never had a female head of state
kwt,1965,Never had a female head of state
kwt,1966,Never had a female head of state
kwt,1967,Never had a female head of state
kwt,1968,Never had a female head of state
kwt,1969,Never had a female head of state
kwt,1970,Never had a female head of state
kwt,1971,Never had a female head of state
kwt,1972,Never had a female head of state
kwt,1973,Never had a female head of state
kwt,1974,Never had a female head of state
kwt,1975,Never had a female head of state
kwt,1976,Never had a female head of state
kwt,1977,Never had a female head of state
kwt,1978,Never had a female head of state
kwt,1979,Never had a female head of state
kwt,1980,Never had a female head of state
kwt,1981,Never had a female head of state
kwt,1982,Never had a female head of state
kwt,1983,Never had a female head of state
kwt,1984,Never had a female head of state
kwt,1985,Never had a female head of state
kwt,1986,Never had a female head of state
kwt,1987,Never had a female head of state
kwt,1988,Never had a female head of state
kwt,1989,Never had a female head of state
kwt,1990,Never had a female head of state
kwt,1991,Never had a female head of state
kwt,1992,Never had a female head of state
kwt,1993,Never had a female head of state
kwt,1994,Never had a female head of state
kwt,1995,Never had a female head of state
kwt,1996,Never had a female head of state
kwt,1997,Never had a female head of state
kwt,1998,Never had a female head of state
kwt,1999,Never had a female head of state
kwt,2000,Never had a female head of state
kwt,2001,Never had a female head of state
kwt,2002,Never had a female head of state
kwt,2003,Never had a female head of state
kwt,2004,Never had a female head of state
kwt,2005,Never had a female head of state
kwt,2006,Never had a female head of state
kwt,2007,Never had a female head of state
kwt,2008,Never had a female head of state
kwt,2009,Never had a female head of state
kwt,2010,Never had a female head of state
kwt,2011,Never had a female head of state
kwt,2012,Never had a female head of state
kwt,2013,Never had a female head of state
kwt,2014,Never had a female head of state
kwt,2015,Never had a female head of state
kwt,2016,Never had a female head of state
kwt,2017,Never had a female head of state
kwt,2018,Never had a female head of state
kwt,2019,Never had a female head of state
kwt,2020,Never had a female head of state
kwt,2021,Never had a female head of state
lao,1953,Never had a female head of state
lao,1954,Never had a female head of state
lao,1955,Never had a female head of state
lao,1956,Never had a female head of state
lao,1957,Never had a female head of state
lao,1958,Never had a female head of state
lao,1959,Never had a female head of state
lao,1960,Never had a female head of state
lao,1961,Never had a female head of state
lao,1962,Never had a female head of state
lao,1963,Never had a female head of state
lao,1964,Never had a female head of state
lao,1965,Never had a female head of state
lao,1966,Never had a female head of state
lao,1967,Never had a female head of state
lao,1968,Never had a female head of state
lao,1969,Never had a female head of state
lao,1970,Never had a female head of state
lao,1971,Never had a female head of state
lao,1972,Never had a female head of state
lao,1973,Never had a female head of state
lao,1974,Never had a female head of state
lao,1975,Never had a female head of state
lao,1976,Never had a female head of state
lao,1977,Never had a female head of state
lao,1978,Never had a female head of state
lao,1979,Never had a female head of state
lao,1980,Never had a female head of state
lao,1981,Never had a female head of state
lao,1982,Never had a female head of state
lao,1983,Never had a female head of state
lao,1984,Never had a female head of state
lao,1985,Never had a female head of state
lao,1986,Never had a female head of state
lao,1987,Never had a female head of state
lao,1988,Never had a female head of state
lao,1989,Never had a female head of state
lao,1990,Never had a female head of state
lao,1991,Never had a female head of state
lao,1992,Never had a female head of state
lao,1993,Never had a female head of state
lao,1994,Never had a female head of state
lao,1995,Never had a female head of state
lao,1996,Never had a female head of state
lao,1997,Never had a female head of state
lao,1998,Never had a female head of state
lao,1999,Never had a female head of state
lao,2000,Never had a female head of state
lao,2001,Never had a female head of state
lao,2002,Never had a female head of state
lao,2003,Never had a female head of state
lao,2004,Never had a female head of state
lao,2005,Never had a female head of state
lao,2006,Never had a female head of state
lao,2007,Never had a female head of state
lao,2008,Never had a female head of state
lao,2009,Never had a female head of state
lao,2010,Never had a female head of state
lao,2011,Never had a female head of state
lao,2012,Never had a female head of state
lao,2013,Never had a female head of state
lao,2014,Never had a female head of state
lao,2015,Never had a female head of state
lao,2016,Never had a female head of state
lao,2017,Never had a female head of state
lao,2018,Never had a female head of state
lao,2019,Never had a female head of state
lao,2020,Never had a female head of state
lao,2021,Never had a female head of state
lbn,1953,Never had a female head of state
lbn,1954,Never had a female head of state
lbn,1955,Never had a female head of state
lbn,1956,Never had a female head of state
lbn,1957,Never had a female head of state
lbn,1958,Never had a female head of state
lbn,1959,Never had a female head of state
lbn,1960,Never had a female head of state
lbn,1961,Never had a female head of state
lbn,1962,Never had a female head of state
lbn,1963,Never had a female head of state
lbn,1964,Never had a female head of state
lbn,1965,Never had a female head of state
lbn,1966,Never had a female head of state
lbn,1967,Never had a female head of state
lbn,1968,Never had a female head of state
lbn,1969,Never had a female head of state
lbn,1970,Never had a female head of state
lbn,1971,Never had a female head of state
lbn,1972,Never had a female head of state
lbn,1973,Never had a female head of state
lbn,1974,Never had a female head of state
lbn,1975,Never had a female head of state
lbn,1976,Never had a female head of state
lbn,1977,Never had a female head of state
lbn,1978,Never had a female head of state
lbn,1979,Never had a female head of state
lbn,1980,Never had a female head of state
lbn,1981,Never had a female head of state
lbn,1982,Never had a female head of state
lbn,1983,Never had a female head of state
lbn,1984,Never had a female head of state
lbn,1985,Never had a female head of state
lbn,1986,Never had a female head of state
lbn,1987,Never had a female head of state
lbn,1988,Never had a female head of state
lbn,1989,Never had a female head of state
lbn,1990,Never had a female head of state
lbn,1991,Never had a female head of state
lbn,1992,Never had a female head of state
lbn,1993,Never had a female head of state
lbn,1994,Never had a female head of state
lbn,1995,Never had a female head of state
lbn,1996,Never had a female head of state
lbn,1997,Never had a female head of state
lbn,1998,Never had a female head of state
lbn,1999,Never had a female head of state
lbn,2000,Never had a female head of state
lbn,2001,Never had a female head of state
lbn,2002,Never had a female head of state
lbn,2003,Never had a female head of state
lbn,2004,Never had a female head of state
lbn,2005,Never had a female head of state
lbn,2006,Never had a female head of state
lbn,2007,Never had a female head of state
lbn,2008,Never had a female head of state
lbn,2009,Never had a female head of state
lbn,2010,Never had a female head of state
lbn,2011,Never had a female head of state
lbn,2012,Never had a female head of state
lbn,2013,Never had a female head of state
lbn,2014,Never had a female head of state
lbn,2015,Never had a female head of state
lbn,2016,Never had a female head of state
lbn,2017,Never had a female head of state
lbn,2018,Never had a female head of state
lbn,2019,Never had a female head of state
lbn,2020,Never had a female head of state
lbn,2021,Never had a female head of state
lbr,1953,Never had a female head of state
lbr,1954,Never had a female head of state
lbr,1955,Never had a female head of state
lbr,1956,Never had a female head of state
lbr,1957,Never had a female head of state
lbr,1958,Never had a female head of state
lbr,1959,Never had a female head of state
lbr,1960,Never had a female head of state
lbr,1961,Never had a female head of state
lbr,1962,Never had a female head of state
lbr,1963,Never had a female head of state
lbr,1964,Never had a female head of state
lbr,1965,Never had a female head of state
lbr,1966,Never had a female head of state
lbr,1967,Never had a female head of state
lbr,1968,Never had a female head of state
lbr,1969,Never had a female head of state
lbr,1970,Never had a female head of state
lbr,1971,Never had a female head of state
lbr,1972,Never had a female head of state
lbr,1973,Never had a female head of state
lbr,1974,Never had a female head of state
lbr,1975,Never had a female head of state
lbr,1976,Never had a female head of state
lbr,1977,Never had a female head of state
lbr,1978,Never had a female head of state
lbr,1979,Never had a female head of state
lbr,1980,Never had a female head of state
lbr,1981,Never had a female head of state
lbr,1982,Never had a female head of state
lbr,1983,Never had a female head of state
lbr,1984,Never had a female head of state
lbr,1985,Never had a female head of state
lbr,1986,Never had a female head of state
lbr,1987,Never had a female head of state
lbr,1988,Never had a female head of state
lbr,1989,Never had a female head of state
lbr,1990,Never had a female head of state
lbr,1991,Never had a female head of state
lbr,1992,Never had a female head of state
lbr,1993,Never had a female head of state
lbr,1994,Never had a female head of state
lbr,1995,Never had a female head of state
lbr,1996,Had a female head of state
lbr,1997,Had a female head of state
lbr,1998,Had a female head of state
lbr,1999,Had a female head of state
lbr,2000,Had a female head of state
lbr,2001,Had a female head of state
lbr,2002,Had a female head of state
lbr,2003,Had a female head of state
lbr,2004,Had a female head of state
lbr,2005,Had a female head of state
lbr,2006,Had a female head of state
lbr,2007,Had a female head of state
lbr,2008,Had a female head of state
lbr,2009,Had a female head of state
lbr,2010,Had a female head of state
lbr,2011,Had a female head of state
lbr,2012,Had a female head of state
lbr,2013,Had a female head of state
lbr,2014,Had a female head of state
lbr,2015,Had a female head of state
lbr,2016,Had a female head of state
lbr,2017,Had a female head of state
lbr,2018,Had a female head of state
lbr,2019,Had a female head of state
lby,1953,Never had a female head of state
lby,1954,Never had a female head of state
lby,1955,Never had a female head of state
lby,1956,Never had a female head of state
lby,1957,Never had a female head of state
lby,1958,Never had a female head of state
lby,1959,Never had a female head of state
lby,1960,Never had a female head of state
lby,1961,Never had a female head of state
lby,1962,Never had a female head of state
lby,1963,Never had a female head of state
lby,1964,Never had a female head of state
lby,1965,Never had a female head of state
lby,1966,Never had a female head of state
lby,1967,Never had a female head of state
lby,1968,Never had a female head of state
lby,1969,Never had a female head of state
lby,1970,Never had a female head of state
lby,1971,Never had a female head of state
lby,1972,Never had a female head of state
lby,1973,Never had a female head of state
lby,1974,Never had a female head of state
lby,1975,Never had a female head of state
lby,1976,Never had a female head of state
lby,1977,Never had a female head of state
lby,1978,Never had a female head of state
lby,1979,Never had a female head of state
lby,1980,Never had a female head of state
lby,1981,Never had a female head of state
lby,1982,Never had a female head of state
lby,1983,Never had a female head of state
lby,1984,Never had a female head of state
lby,1985,Never had a female head of state
lby,1986,Never had a female head of state
lby,1987,Never had a female head of state
lby,1988,Never had a female head of state
lby,1989,Never had a female head of state
lby,1990,Never had a female head of state
lby,1991,Never had a female head of state
lby,1992,Never had a female head of state
lby,1993,Never had a female head of state
lby,1994,Never had a female head of state
lby,1995,Never had a female head of state
lby,1996,Never had a female head of state
lby,1997,Never had a female head of state
lby,1998,Never had a female head of state
lby,1999,Never had a female head of state
lby,2000,Never had a female head of state
lby,2001,Never had a female head of state
lby,2002,Never had a female head of state
lby,2003,Never had a female head of state
lby,2004,Never had a female head of state
lby,2005,Never had a female head of state
lby,2006,Never had a female head of state
lby,2007,Never had a female head of state
lby,2008,Never had a female head of state
lby,2009,Never had a female head of state
lby,2010,Never had a female head of state
lby,2011,Never had a female head of state
lby,2012,Never had a female head of state
lby,2013,Never had a female head of state
lby,2014,Never had a female head of state
lby,2015,Never had a female head of state
lby,2016,Never had a female head of state
lby,2017,Never had a female head of state
lby,2018,Never had a female head of state
lby,2019,Never had a female head of state
lby,2020,Never had a female head of state
lby,2021,Never had a female head of state
lca,1953,Never had a female head of state
lca,1954,Never had a female head of state
lca,1955,Never had a female head of state
lca,1956,Never had a female head of state
lca,1957,Never had a female head of state
lca,1958,Never had a female head of state
lca,1959,Never had a female head of state
lca,1960,Never had a female head of state
lca,1961,Never had a female head of state
lca,1962,Never had a female head of state
lca,1963,Never had a female head of state
lca,1964,Never had a female head of state
lca,1965,Never had a female head of state
lca,1966,Never had a female head of state
lca,1967,Never had a female head of state
lca,1968,Never had a female head of state
lca,1969,Never had a female head of state
lca,1970,Never had a female head of state
lca,1971,Never had a female head of state
lca,1972,Never had a female head of state
lca,1973,Never had a female head of state
lca,1974,Never had a female head of state
lca,1975,Never had a female head of state
lca,1976,Never had a female head of state
lca,1977,Never had a female head of state
lca,1978,Never had a female head of state
lca,1979,Never had a female head of state
lca,1980,Never had a female head of state
lca,1981,Never had a female head of state
lca,1982,Never had a female head of state
lca,1983,Never had a female head of state
lca,1984,Never had a female head of state
lca,1985,Never had a female head of state
lca,1986,Never had a female head of state
lca,1987,Never had a female head of state
lca,1988,Never had a female head of state
lca,1989,Never had a female head of state
lca,1990,Never had a female head of state
lca,1991,Never had a female head of state
lca,1992,Never had a female head of state
lca,1993,Never had a female head of state
lca,1994,Never had a female head of state
lca,1995,Never had a female head of state
lca,1996,Never had a female head of state
lca,1997,Never had a female head of state
lca,1998,Never had a female head of state
lca,1999,Never had a female head of state
lca,2000,Never had a female head of state
lca,2001,Never had a female head of state
lca,2002,Never had a female head of state
lca,2003,Never had a female head of state
lca,2004,Never had a female head of state
lca,2005,Never had a female head of state
lca,2006,Never had a female head of state
lca,2007,Never had a female head of state
lca,2008,Never had a female head of state
lca,2009,Never had a female head of state
lca,2010,Never had a female head of state
lca,2011,Never had a female head of state
lca,2012,Never had a female head of state
lca,2013,Never had a female head of state
lca,2014,Never had a female head of state
lca,2015,Never had a female head of state
lca,2016,Never had a female head of state
lca,2017,Never had a female head of state
lca,2018,Never had a female head of state
lca,2019,Never had a female head of state
lca,2020,Never had a female head of state
lca,2021,Never had a female head of state
lie,1953,Never had a female head of state
lie,1954,Never had a female head of state
lie,1955,Never had a female head of state
lie,1956,Never had a female head of state
lie,1957,Never had a female head of state
lie,1958,Never had a female head of state
lie,1959,Never had a female head of state
lie,1960,Never had a female head of state
lie,1961,Never had a female head of state
lie,1962,Never had a female head of state
lie,1963,Never had a female head of state
lie,1964,Never had a female head of state
lie,1965,Never had a female head of state
lie,1966,Never had a female head of state
lie,1967,Never had a female head of state
lie,1968,Never had a female head of state
lie,1969,Never had a female head of state
lie,1970,Never had a female head of state
lie,1971,Never had a female head of state
lie,1972,Never had a female head of state
lie,1973,Never had a female head of state
lie,1974,Never had a female head of state
lie,1975,Never had a female head of state
lie,1976,Never had a female head of state
lie,1977,Never had a female head of state
lie,1978,Never had a female head of state
lie,1979,Never had a female head of state
lie,1980,Never had a female head of state
lie,1981,Never had a female head of state
lie,1982,Never had a female head of state
lie,1983,Never had a female head of state
lie,1984,Never had a female head of state
lie,1985,Never had a female head of state
lie,1986,Never had a female head of state
lie,1987,Never had a female head of state
lie,1988,Never had a female head of state
lie,1989,Never had a female head of state
lie,1990,Never had a female head of state
lie,1991,Never had a female head of state
lie,1992,Never had a female head of state
lie,1993,Never had a female head of state
lie,1994,Never had a female head of state
lie,1995,Never had a female head of state
lie,1996,Never had a female head of state
lie,1997,Never had a female head of state
lie,1998,Never had a female head of state
lie,1999,Never had a female head of state
lie,2000,Never had a female head of state
lie,2001,Never had a female head of state
lie,2002,Never had a female head of state
lie,2003,Never had a female head of state
lie,2004,Never had a female head of state
lie,2005,Never had a female head of state
lie,2006,Never had a female head of state
lie,2007,Never had a female head of state
lie,2008,Never had a female head of state
lie,2009,Never had a female head of state
lie,2010,Never had a female head of state
lie,2011,Never had a female head of state
lie,2012,Never had a female head of state
lie,2013,Never had a female head of state
lie,2014,Never had a female head of state
lie,2015,Never had a female head of state
lie,2016,Never had a female head of state
lie,2017,Never had a female head of state
lie,2018,Never had a female head of state
lie,2019,Never had a female head of state
lie,2020,Never had a female head of state
lie,2021,Never had a female head of state
lka,1953,Never had a female head of state
lka,1954,Never had a female head of state
lka,1955,Never had a female head of state
lka,1956,Never had a female head of state
lka,1957,Never had a female head of state
lka,1958,Never had a female head of state
lka,1959,Never had a female head of state
lka,1960,Had a female head of state
lka,1961,Had a female head of state
lka,1962,Had a female head of state
lka,1963,Had a female head of state
lka,1964,Had a female head of state
lka,1965,Had a female head of state
lka,1966,Had a female head of state
lka,1967,Had a female head of state
lka,1968,Had a female head of state
lka,1969,Had a female head of state
lka,1970,Had a female head of state
lka,1971,Had a female head of state
lka,1972,Had a female head of state
lka,1973,Had a female head of state
lka,1974,Had a female head of state
lka,1975,Had a female head of state
lka,1976,Had a female head of state
lka,1977,Had a female head of state
lka,1978,Had a female head of state
lka,1979,Had a female head of state
lka,1980,Had a female head of state
lka,1981,Had a female head of state
lka,1982,Had a female head of state
lka,1983,Had a female head of state
lka,1984,Had a female head of state
lka,1985,Had a female head of state
lka,1986,Had a female head of state
lka,1987,Had a female head of state
lka,1988,Had a female head of state
lka,1989,Had a female head of state
lka,1990,Had a female head of state
lka,1991,Had a female head of state
lka,1992,Had a female head of state
lka,1993,Had a female head of state
lka,1994,Had a female head of state
lka,1995,Had a female head of state
lka,1996,Had a female head of state
lka,1997,Had a female head of state
lka,1998,Had a female head of state
lka,1999,Had a female head of state
lka,2000,Had a female head of state
lka,2001,Had a female head of state
lka,2002,Had a female head of state
lka,2003,Had a female head of state
lka,2004,Had a female head of state
lka,2005,Had a female head of state
lka,2006,Had a female head of state
lka,2007,Had a female head of state
lka,2008,Had a female head of state
lka,2009,Had a female head of state
lka,2010,Had a female head of state
lka,2011,Had a female head of state
lka,2012,Had a female head of state
lka,2013,Had a female head of state
lka,2014,Had a female head of state
lka,2015,Had a female head of state
lka,2016,Had a female head of state
lka,2017,Had a female head of state
lka,2018,Had a female head of state
lka,2019,Had a female head of state
lso,1953,Never had a female head of state
lso,1954,Never had a female head of state
lso,1955,Never had a female head of state
lso,1956,Never had a female head of state
lso,1957,Never had a female head of state
lso,1958,Never had a female head of state
lso,1959,Never had a female head of state
lso,1960,Never had a female head of state
lso,1961,Never had a female head of state
lso,1962,Never had a female head of state
lso,1963,Never had a female head of state
lso,1964,Never had a female head of state
lso,1965,Never had a female head of state
lso,1966,Never had a female head of state
lso,1967,Never had a female head of state
lso,1968,Never had a female head of state
lso,1969,Never had a female head of state
lso,1970,Never had a female head of state
lso,1971,Never had a female head of state
lso,1972,Never had a female head of state
lso,1973,Never had a female head of state
lso,1974,Never had a female head of state
lso,1975,Never had a female head of state
lso,1976,Never had a female head of state
lso,1977,Never had a female head of state
lso,1978,Never had a female head of state
lso,1979,Never had a female head of state
lso,1980,Never had a female head of state
lso,1981,Never had a female head of state
lso,1982,Never had a female head of state
lso,1983,Never had a female head of state
lso,1984,Never had a female head of state
lso,1985,Never had a female head of state
lso,1986,Never had a female head of state
lso,1987,Never had a female head of state
lso,1988,Never had a female head of state
lso,1989,Never had a female head of state
