country,time,locdemo_idea
aze,1995,0
aze,1996,0
aze,1997,0
aze,1998,0
aze,1999,4.61311
aze,2000,2.10349
aze,2001,2.10349
aze,2002,2.10349
aze,2003,2.10349
aze,2004,3.49554
aze,2005,3.49554
aze,2006,2.08108
aze,2007,2.08108
aze,2008,2.08108
aze,2009,2.08108
aze,2010,2.08108
aze,2011,2.08108
aze,2012,2.08108
aze,2013,3.54316
aze,2014,3.54316
aze,2015,3.54316
aze,2016,0.72006
aze,2017,0.76419
aze,2018,0.82951
aze,2019,0.85485
bdi,1975,0
bdi,1976,0
bdi,1977,0
bdi,1978,0
bdi,1979,0
bdi,1980,0
bdi,1981,0
bdi,1982,0
bdi,1983,0
bdi,1984,0
bdi,1985,0
bdi,1986,0
bdi,1987,0
bdi,1988,0
bdi,1989,0
bdi,1990,0
bdi,1991,0
bdi,1992,0
bdi,1993,7.88544
bdi,1994,0
bdi,1995,0
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2000,0
bdi,2001,0
bdi,2002,0
bdi,2003,0
bdi,2004,0
bdi,2005,46.24024
bdi,2006,31.97254
bdi,2007,31.97254
bdi,2008,31.97254
bdi,2009,31.97254
bdi,2010,20.66854
bdi,2011,15.16427
bdi,2012,15.32022
bdi,2013,10.03195
bdi,2014,10.03195
bdi,2015,7.37785
bdi,2016,2.19219
bdi,2017,1.56124
bdi,2018,4.74242
bdi,2019,19.33359
bel,1975,90.39391
bel,1976,90.39391
bel,1977,90.39391
bel,1978,90.39391
bel,1979,90.39391
bel,1980,90.39391
bel,1981,90.39391
bel,1982,90.39391
bel,1983,90.39391
bel,1984,90.39391
bel,1985,90.39391
bel,1986,90.39391
bel,1987,90.39391
bel,1988,90.39391
bel,1989,90.39391
bel,1990,90.39391
bel,1991,90.39391
bel,1992,90.39391
bel,1993,90.39391
bel,1994,90.39391
bel,1995,90.39391
bel,1996,90.39391
bel,1997,90.39391
bel,1998,90.39391
bel,1999,90.39391
bel,2000,90.39391
bel,2001,90.39391
bel,2002,90.39391
bel,2003,90.39391
bel,2004,90.39391
bel,2005,90.39391
bel,2006,90.39391
bel,2007,90.39391
bel,2008,90.39391
bel,2009,90.39391
bel,2010,90.39391
bel,2011,90.39391
bel,2012,90.39391
bel,2013,89.24562
bel,2014,89.24562
bel,2015,89.24562
bel,2016,89.24562
bel,2017,89.24562
bel,2018,87.97484
bel,2019,87.32719
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1979,0
ben,1980,0
ben,1981,0
ben,1982,0
ben,1983,0
ben,1984,0
ben,1985,0
ben,1986,0
ben,1987,0
ben,1988,0
ben,1989,0
ben,1990,0
ben,1991,0
ben,1992,0
ben,1993,0
ben,1994,0
ben,1995,0
ben,1996,0
ben,1997,0
ben,1998,0
ben,1999,19.04709
ben,2000,19.04709
ben,2001,19.04709
ben,2002,20.35479
ben,2003,59.60049
ben,2004,59.60049
ben,2005,59.60049
ben,2006,59.60049
ben,2007,59.60049
ben,2008,59.60049
ben,2009,59.60049
ben,2010,59.73991
ben,2011,59.94903
ben,2012,59.94903
ben,2013,64.76573
ben,2014,64.5322
ben,2015,69.72675
ben,2016,72.33306
ben,2017,75.57997
ben,2018,67.6518
ben,2019,53.9625
bfa,1975,0
bfa,1976,0
bfa,1977,0
bfa,1978,0
bfa,1979,0
bfa,1980,0
bfa,1981,0
bfa,1982,0
bfa,1983,0
bfa,1984,0
bfa,1985,0
bfa,1986,0
bfa,1987,0
bfa,1988,0
bfa,1989,0
bfa,1990,0
bfa,1991,22.42904
bfa,1992,22.42904
bfa,1993,22.42904
bfa,1994,22.42904
bfa,1995,25.25076
bfa,1996,25.25076
bfa,1997,25.25076
bfa,1998,25.25076
bfa,1999,25.25076
bfa,2000,25.25076
bfa,2001,25.25076
bfa,2002,25.25076
bfa,2003,25.25076
bfa,2004,25.25076
bfa,2005,25.25076
bfa,2006,47.60744
bfa,2007,45.71267
bfa,2008,45.71267
bfa,2009,45.71267
bfa,2010,45.50426
bfa,2011,45.50426
bfa,2012,45.50426
bfa,2013,52.1418
bfa,2014,52.1418
bfa,2015,46.01215
bfa,2016,54.22259
bfa,2017,52.93818
bfa,2018,55.5324
bfa,2019,55.5324
bgd,1975,42.89053
bgd,1976,42.89053
bgd,1977,42.89053
bgd,1978,42.89053
bgd,1979,42.89053
bgd,1980,42.89053
bgd,1981,42.89053
bgd,1982,42.89053
bgd,1983,42.89053
bgd,1984,42.89053
bgd,1985,40.99055
bgd,1986,40.99055
bgd,1987,40.99055
bgd,1988,40.99055
bgd,1989,42.95182
bgd,1990,42.95182
bgd,1991,42.95182
bgd,1992,42.95182
bgd,1993,42.95182
bgd,1994,42.95182
bgd,1995,42.95182
bgd,1996,42.95182
bgd,1997,42.95182
bgd,1998,42.95182
bgd,1999,42.95182
bgd,2000,46.28598
bgd,2001,46.28598
bgd,2002,46.28598
bgd,2003,46.28598
bgd,2004,35.98931
bgd,2005,44.49632
bgd,2006,44.49632
bgd,2007,44.49632
bgd,2008,44.49632
bgd,2009,42.9273
bgd,2010,41.99792
bgd,2011,41.99792
bgd,2012,41.99792
bgd,2013,41.45172
bgd,2014,33.54081
bgd,2015,33.63601
bgd,2016,29.64659
bgd,2017,36.00124
bgd,2018,27.30325
bgd,2019,26.17522
bgr,1975,2.82295
bgr,1976,2.82295
bgr,1977,2.82295
bgr,1978,2.82295
bgr,1979,2.82295
bgr,1980,2.82295
bgr,1981,2.82295
bgr,1982,2.82295
bgr,1983,2.82295
bgr,1984,2.82295
bgr,1985,2.82295
bgr,1986,2.82295
bgr,1987,2.82295
bgr,1988,2.82295
bgr,1989,2.82295
bgr,1990,61.68721
bgr,1991,61.68721
bgr,1992,61.68721
bgr,1993,61.68721
bgr,1994,61.68721
bgr,1995,61.68721
bgr,1996,61.68721
bgr,1997,61.68721
bgr,1998,61.68721
bgr,1999,61.68721
bgr,2000,61.68721
bgr,2001,66.03539
bgr,2002,66.03539
bgr,2003,66.03539
bgr,2004,66.03539
bgr,2005,66.03539
bgr,2006,66.5456
bgr,2007,59.47558
bgr,2008,59.47558
bgr,2009,56.68927
bgr,2010,67.68483
bgr,2011,65.7987
bgr,2012,67.97279
bgr,2013,83.24274
bgr,2014,75.80221
bgr,2015,81.76458
bgr,2016,82.02062
bgr,2017,79.43546
bgr,2018,78.88612
bgr,2019,61.35204
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,0.93648
bhr,2003,0.93648
bhr,2004,0.93648
bhr,2005,0.93648
bhr,2006,0.93648
bhr,2007,0.93648
bhr,2008,0.93648
bhr,2009,0.93648
bhr,2010,0.93648
bhr,2011,0.93648
bhr,2012,0.93648
bhr,2013,0.93648
bhr,2014,0.93648
bhr,2015,0.85321
bhr,2016,0.85321
bhr,2017,0.85321
bhr,2018,0.84396
bhr,2019,0
bih,1992,0
bih,1993,0
bih,1994,0
bih,1995,0
bih,1996,57.96767
bih,1997,58.66344
bih,1998,62.38489
bih,1999,62.38489
bih,2000,62.38489
bih,2001,62.38489
bih,2002,62.38489
bih,2003,62.38489
bih,2004,62.38489
bih,2005,62.38489
bih,2006,62.66054
bih,2007,62.66054
bih,2008,64.44504
bih,2009,63.00445
bih,2010,62.97541
bih,2011,62.81818
bih,2012,64.48118
bih,2013,63.70638
bih,2014,63.70638
bih,2015,63.70638
bih,2016,68.25992
bih,2017,61.19371
bih,2018,53.20005
bih,2019,54.56158
blr,1991,35.63929
blr,1992,37.96657
blr,1993,37.96657
blr,1994,30.76601
blr,1995,22.58356
blr,1996,10.94831
blr,1997,0.74083
blr,1998,0.74083
blr,1999,0.74083
blr,2000,0.7446
blr,2001,0.7446
blr,2002,0.7446
blr,2003,0.7446
blr,2004,0.62785
blr,2005,0.4151
blr,2006,0.4151
blr,2007,0.4151
blr,2008,0.4151
blr,2009,0.4151
blr,2010,0.4151
blr,2011,0.37293
blr,2012,0.3186
blr,2013,0.3186
blr,2014,0.3186
blr,2015,0.3186
blr,2016,0.33465
blr,2017,0.32903
blr,2018,1.05927
blr,2019,1.09179
bol,1975,0
bol,1976,0
bol,1977,0
bol,1978,0
bol,1979,0
bol,1980,0
bol,1981,0
bol,1982,0
bol,1983,0
bol,1984,0
bol,1985,28.54408
bol,1986,28.54408
bol,1987,45.60005
bol,1988,45.60005
bol,1989,44.84667
bol,1990,46.79121
bol,1991,46.79121
bol,1992,46.79121
bol,1993,46.79121
bol,1994,52.7938
bol,1995,61.40784
bol,1996,61.72519
bol,1997,61.72519
bol,1998,61.72519
bol,1999,59.12984
bol,2000,73.39201
bol,2001,73.39201
bol,2002,73.39201
bol,2003,73.39201
bol,2004,80.56141
bol,2005,80.56141
bol,2006,80.56141
bol,2007,80.56141
bol,2008,80.56141
bol,2009,77.44377
bol,2010,85.96803
bol,2011,85.96803
bol,2012,85.96803
bol,2013,82.52215
bol,2014,82.52215
bol,2015,72.88627
bol,2016,81.73443
bol,2017,81.7495
bol,2018,80.87518
bol,2019,80.36865
bra,1975,53.48465
bra,1976,53.48465
bra,1977,53.48465
bra,1978,53.48465
bra,1979,53.48465
bra,1980,53.48465
bra,1981,53.48465
bra,1982,63.28313
bra,1983,63.28313
bra,1984,63.28313
bra,1985,71.34803
bra,1986,71.34803
bra,1987,78.38787
bra,1988,78.38787
bra,1989,84.11546
bra,1990,84.14652
bra,1991,93.63591
bra,1992,93.63591
bra,1993,93.63591
bra,1994,93.63591
bra,1995,93.63591
bra,1996,93.63591
bra,1997,93.63591
bra,1998,93.63591
bra,1999,93.63591
bra,2000,93.63591
bra,2001,93.63591
bra,2002,93.63591
bra,2003,93.63591
bra,2004,93.63591
bra,2005,94.11026
bra,2006,94.11026
bra,2007,94.11026
bra,2008,94.11026
bra,2009,94.11026
bra,2010,94.11026
bra,2011,94.11026
bra,2012,94.11026
bra,2013,94.11026
bra,2014,94.11026
bra,2015,94.11026
bra,2016,86.08183
bra,2017,84.34815
bra,2018,83.86751
bra,2019,77.1011
brb,1975,0
brb,1976,0
brb,1977,0
brb,1978,0
brb,1979,0
brb,1980,0
brb,1981,0
brb,1982,0
brb,1983,0
brb,1984,0
brb,1985,0
brb,1986,0
brb,1987,0
brb,1988,0
brb,1989,0
brb,1990,0
brb,1991,0
brb,1992,0
brb,1993,0
brb,1994,0
brb,1995,0
brb,1996,0
brb,1997,0
brb,1998,0
brb,1999,0
brb,2000,0
brb,2001,0
brb,2002,0
brb,2003,0
brb,2004,0
brb,2005,0
brb,2006,0
brb,2007,0
brb,2008,0
brb,2009,0
brb,2010,0
brb,2011,0
brb,2012,0
brb,2013,0
brb,2014,0
brb,2015,0
brb,2016,0
brb,2017,0
brb,2018,0
brb,2019,0
bwa,1975,66.4306
bwa,1976,66.4306
bwa,1977,66.4306
bwa,1978,66.4306
bwa,1979,66.4306
bwa,1980,66.4306
bwa,1981,66.4306
bwa,1982,75.5907
bwa,1983,75.5907
bwa,1984,75.5459
bwa,1985,75.5459
bwa,1986,75.5459
bwa,1987,75.5459
bwa,1988,75.5459
bwa,1989,75.5459
bwa,1990,75.5459
bwa,1991,75.5459
bwa,1992,75.5459
bwa,1993,75.5459
bwa,1994,75.5459
bwa,1995,75.5459
bwa,1996,75.5459
bwa,1997,75.5459
bwa,1998,75.5459
bwa,1999,88.35839
bwa,2000,88.35839
bwa,2001,88.35839
bwa,2002,88.35839
bwa,2003,88.35839
bwa,2004,88.35839
bwa,2005,88.35839
bwa,2006,87.78075
bwa,2007,87.75111
bwa,2008,87.75111
bwa,2009,87.75111
bwa,2010,87.98827
bwa,2011,87.98827
bwa,2012,87.24103
bwa,2013,81.079
bwa,2014,78.25083
bwa,2015,77.39616
bwa,2016,77.39616
bwa,2017,70.934
bwa,2018,66.09959
bwa,2019,33.35764
caf,1975,0
caf,1976,0
caf,1977,0
caf,1978,0
caf,1979,0
caf,1980,0
caf,1981,0
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1986,0
caf,1987,0
caf,1988,0.0647
caf,1989,0
caf,1990,0
caf,1991,0
caf,1992,0
caf,1993,0
caf,1994,0
caf,1995,0
caf,1996,0
caf,1997,0
caf,1998,0
caf,1999,0
caf,2000,0
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,0
caf,2009,0
caf,2010,0
caf,2011,0
caf,2012,0
caf,2018,0
can,1975,83.41
can,1976,83.41
can,1977,83.41
can,1978,83.41
can,1979,83.41
can,1980,83.41
can,1981,83.41
can,1982,83.41
can,1983,83.41
can,1984,83.41
can,1985,83.41
can,1986,83.41
can,1987,83.41
can,1988,83.41
can,1989,83.41
can,1990,83.41
can,1991,83.41
can,1992,83.41
can,1993,83.41
can,1994,83.41
can,1995,83.41
can,1996,83.41
can,1997,83.41
can,1998,83.41
can,1999,83.41
can,2000,83.41
can,2001,83.41
can,2002,83.41
can,2003,83.41
can,2004,83.41
can,2005,83.41
can,2006,83.41
can,2007,83.41
can,2008,83.41
can,2009,83.41
can,2010,83.41
can,2011,83.41
can,2012,83.41
can,2013,87.31061
can,2014,87.31061
can,2015,87.23453
can,2016,87.23453
can,2017,84.96684
can,2018,84.53413
can,2019,84.76121
che,1975,85.3452
che,1976,85.3452
che,1977,85.3452
che,1978,85.3452
che,1979,85.3452
che,1980,90.53796
che,1981,90.53796
che,1982,90.53796
che,1983,90.53796
che,1984,90.53796
che,1985,90.53796
che,1986,90.53796
che,1987,90.53796
che,1988,90.53796
che,1989,90.53796
che,1990,90.53796
che,1991,90.53796
che,1992,90.53796
che,1993,90.53796
che,1994,90.53796
che,1995,90.53796
che,1996,90.53796
che,1997,90.53796
che,1998,90.53796
che,1999,90.53796
che,2000,90.53796
che,2001,90.53796
che,2002,90.53796
che,2003,90.53796
che,2004,90.53796
che,2005,90.53796
che,2006,90.53796
che,2007,90.53796
che,2008,90.53796
che,2009,90.53796
che,2010,90.53796
che,2011,90.53796
che,2012,90.53796
che,2013,90.53796
che,2014,90.53796
che,2015,88.56684
che,2016,88.56684
che,2017,79.81854
che,2018,79.16109
che,2019,87.26823
chl,1990,41.2798
chl,1991,41.2798
chl,1992,82.5596
chl,1993,82.5596
chl,1994,82.5596
chl,1995,82.5596
chl,1996,82.5596
chl,1997,82.5596
chl,1998,82.5596
chl,1999,82.5596
chl,2000,82.5596
chl,2001,82.5596
chl,2002,82.5596
chl,2003,82.5596
chl,2004,82.5596
chl,2005,82.5596
chl,2006,82.5596
chl,2007,82.5596
chl,2008,82.5596
chl,2009,82.5596
chl,2010,82.5596
chl,2011,82.5596
chl,2012,82.5596
chl,2013,82.5596
chl,2014,82.5596
chl,2015,84.07527
chl,2016,84.07527
chl,2017,84.32793
chl,2018,81.79926
chl,2019,81.20886
chn,1975,0.67751
chn,1976,0.67751
chn,1977,0.67751
chn,1978,0.67751
chn,1979,1.23286
chn,1980,1.23286
chn,1981,1.23286
chn,1982,1.23286
chn,1983,1.23286
chn,1984,1.23286
chn,1985,1.23286
chn,1986,1.23286
chn,1987,1.23286
chn,1988,1.23286
chn,1989,1.23286
chn,1990,1.25909
chn,1991,1.25909
chn,1992,1.25909
chn,1993,1.25909
chn,1994,1.25909
chn,1995,1.25909
chn,1996,1.25909
chn,1997,0.91266
chn,1998,0.91266
chn,1999,0.91266
chn,2000,0.81824
chn,2001,0.81824
chn,2002,0.81824
chn,2003,0.81824
chn,2004,0.81824
chn,2005,0.81579
chn,2006,0.81579
chn,2007,0.81579
chn,2008,0.81579
chn,2009,1.27599
chn,2010,1.28661
chn,2011,1.25594
chn,2012,1.14303
chn,2013,0.98315
chn,2014,0.98315
chn,2015,0.90301
chn,2016,0.93911
chn,2017,3.38904
chn,2018,5.60246
chn,2019,5.1421
civ,1975,0
civ,1976,0
civ,1977,0
civ,1978,0
civ,1979,0
civ,1980,58.47292
civ,1981,58.83131
civ,1982,58.83131
civ,1983,58.83131
civ,1984,58.83131
civ,1985,58.83131
civ,1986,58.83131
civ,1987,58.83131
civ,1988,58.83131
civ,1989,58.83131
civ,1990,56.48458
civ,1991,53.69752
civ,1992,53.69752
civ,1993,56.18048
civ,1994,56.18048
civ,1995,56.18048
civ,1996,56.18048
civ,1997,56.18048
civ,1998,56.18048
civ,1999,51.12618
civ,2000,68.54312
civ,2001,63.35411
civ,2002,55.94427
civ,2003,55.94427
civ,2004,55.94427
civ,2005,62.98362
civ,2006,59.72329
civ,2007,59.72329
civ,2008,59.72329
civ,2009,59.94559
civ,2010,63.79132
civ,2011,77.25751
civ,2012,74.34684
civ,2013,64.71515
civ,2014,64.71515
civ,2015,76.12463
civ,2016,68.77563
civ,2017,0
civ,2018,63.11438
civ,2019,65.26622
cmr,1975,2.62845
cmr,1976,2.62845
cmr,1977,2.62845
cmr,1978,2.62845
cmr,1979,2.62845
cmr,1980,2.62845
cmr,1981,2.62845
cmr,1982,2.62845
cmr,1983,2.62845
cmr,1984,2.62845
cmr,1985,2.62845
cmr,1986,2.62845
cmr,1987,2.62845
cmr,1988,2.62845
cmr,1989,2.62845
cmr,1990,2.23192
cmr,1991,2.23192
cmr,1992,3.93673
cmr,1993,3.51888
cmr,1994,3.51888
cmr,1995,3.51888
cmr,1996,3.51888
cmr,1997,3.51888
cmr,1998,3.51888
cmr,1999,3.51888
cmr,2000,3.51888
cmr,2001,3.51888
cmr,2002,3.51888
cmr,2003,3.51888
cmr,2004,3.51888
cmr,2005,3.58116
cmr,2006,3.58116
cmr,2007,3.58116
cmr,2008,3.58116
cmr,2009,3.58116
cmr,2010,3.58116
cmr,2011,3.58116
cmr,2012,3.58116
cmr,2013,4.12222
cmr,2014,4.12222
cmr,2015,4.12222
cmr,2016,5.52301
cmr,2017,1.51759
cmr,2018,2.18169
cmr,2019,4.03407
cod,1975,7.57198
cod,1976,7.57198
cod,1977,7.57198
cod,1978,7.57198
cod,1979,7.57198
cod,1980,7.57198
cod,1981,7.57198
cod,1982,7.57198
cod,1983,7.57198
cod,1984,7.57198
cod,1985,7.57198
cod,1986,7.57198
cod,1987,7.57198
cod,1988,7.57198
cod,1989,7.57198
cod,1990,7.45686
cod,1991,7.45686
cod,1992,7.45686
cod,1993,7.45686
cod,1994,7.45686
cod,1995,7.45686
cod,1996,7.45686
cod,1997,7.45686
cod,1998,6.66712
cod,1999,6.66712
cod,2000,7.06775
cod,2001,7.06775
cod,2002,7.06775
cod,2003,7.06775
cod,2004,7.06775
cod,2005,7.06775
cod,2006,9.96452
cod,2007,9.96452
cod,2008,9.96452
cod,2009,9.96452
cod,2010,9.3813
cod,2011,9.02924
cod,2012,9.02924
cod,2013,8.86565
cod,2014,8.86565
cod,2015,8.86565
cod,2016,8.86565
cod,2017,8.78918
cod,2018,11.3692
cod,2019,14.34368
cog,1975,7.15467
cog,1976,7.15467
cog,1977,7.15467
cog,1978,7.15467
cog,1979,14.00703
cog,1980,14.00703
cog,1981,14.00703
cog,1982,14.00703
cog,1983,14.00703
cog,1984,14.00703
cog,1985,14.00703
cog,1986,14.00703
cog,1987,14.00703
cog,1988,14.00703
cog,1989,14.00703
cog,1990,14.00703
cog,1991,22.69472
cog,1992,52.13571
cog,1993,30.90197
cog,1994,30.90197
cog,1995,30.90197
cog,1996,30.90197
cog,1997,0
cog,1998,0
cog,1999,0
cog,2000,0
cog,2001,0
cog,2002,4.7839
cog,2003,4.7839
cog,2004,4.7839
cog,2005,4.7839
cog,2006,4.7839
cog,2007,4.7839
cog,2008,4.7839
cog,2009,4.7839
cog,2010,4.7839
cog,2011,4.7839
cog,2012,4.7839
cog,2013,9.66155
cog,2014,9.66155
cog,2015,9.66155
cog,2016,9.66155
cog,2017,19.30219
cog,2018,19.30219
cog,2019,19.30219
col,1975,19.94623
col,1976,19.94623
col,1977,19.94623
col,1978,19.94623
col,1979,19.94623
col,1980,19.57533
col,1981,19.57533
col,1982,19.57533
col,1983,19.57533
col,1984,19.57533
col,1985,19.57533
col,1986,20.98798
col,1987,20.98798
col,1988,54.92872
col,1989,54.92872
col,1990,55.30005
col,1991,57.09331
col,1992,69.67864
col,1993,69.67864
col,1994,69.67864
col,1995,54.35271
col,1996,54.35271
col,1997,54.35271
col,1998,54.35271
col,1999,51.55087
col,2000,54.90389
col,2001,54.26085
col,2002,54.26085
col,2003,54.26085
col,2004,58.91527
