country,time,popcit_1_5m
tza,1980,0
tza,1985,1136733
tza,1990,1473870
tza,1995,1830067
tza,2000,2272483
tza,2005,2926695
tza,2010,3869675
tza,2015,0
tza,2020,1120430
tza,2025,1447344
tza,2030,2922906
tza,2035,4736278
uga,1950,0
uga,1955,0
uga,1960,0
uga,1965,0
uga,1970,0
uga,1975,0
uga,1980,0
uga,1985,0
uga,1990,0
uga,1995,0
uga,2000,1233086
uga,2005,1576448
uga,2010,2015559
uga,2015,2576982
uga,2020,3298364
uga,2025,4265162
uga,2030,0
uga,2035,0
ukr,1950,0
ukr,1955,0
ukr,1960,1163046
ukr,1965,2483133
ukr,1970,2888167
ukr,1975,3278272
ukr,1980,6835700
ukr,1985,7246414
ukr,1990,7511135
ukr,1995,7367668
ukr,2000,7229510
ukr,2005,6195763
ukr,2010,6266345
ukr,2015,5347523
ukr,2020,5426469
ukr,2025,5440679
ukr,2030,5413447
ukr,2035,5388545
ury,1950,1211990
ury,1955,1247936
ury,1960,1284958
ury,1965,1323057
ury,1970,1362296
ury,1975,1402912
ury,1980,1454297
ury,1985,1507535
ury,1990,1548510
ury,1995,1589631
ury,2000,1600392
ury,2005,1612740
ury,2010,1659407
ury,2015,1707475
ury,2020,1752388
ury,2025,1788172
ury,2030,1819095
ury,2035,1843494
usa,1950,26152184
usa,1955,21264942
usa,1960,30733552
usa,1965,35478314
usa,1970,42003150
usa,1975,47179433
usa,1980,52183405
usa,1985,56544715
usa,1990,62706932
usa,1995,71369041
usa,2000,74066317
usa,2005,74916263
usa,2010,78598966
usa,2015,78174854
usa,2020,79121577
usa,2025,89460649
usa,2030,91776882
usa,2035,96764492
uzb,1950,0
uzb,1955,0
uzb,1960,0
uzb,1965,1165478
uzb,1970,1402740
uzb,1975,1612058
uzb,1980,1817916
uzb,1985,1957824
uzb,1990,2100363
uzb,1995,2116446
uzb,2000,2134602
uzb,2005,2168742
uzb,2010,2244402
uzb,2015,2379149
uzb,2020,2517381
uzb,2025,2665076
uzb,2030,2835213
uzb,2035,3032372
vct,1950,0
vct,1955,0
vct,1960,0
vct,1965,0
vct,1970,0
vct,1975,0
vct,1980,0
vct,1985,0
vct,1990,0
vct,1995,0
vct,2000,0
vct,2005,0
vct,2010,0
vct,2015,0
vct,2020,0
vct,2025,0
vct,2030,0
vct,2035,0
ven,1950,0
ven,1955,0
ven,1960,1315531
ven,1965,1657327
ven,1970,2060234
ven,1975,2341509
ven,1980,2575358
ven,1985,3787779
ven,1990,5123736
ven,1995,5442582
ven,2000,5780455
ven,2005,8106867
ven,2010,8542078
ven,2015,9027201
ven,2020,9524768
ven,2025,10030395
ven,2030,11622308
ven,2035,12192375
vnm,1950,1213224
vnm,1955,1303257
vnm,1960,1400000
vnm,1965,1660497
vnm,1970,1969558
vnm,1975,2336143
vnm,1980,2716087
vnm,1985,3823147
vnm,1990,4177051
vnm,1995,5018134
vnm,2000,6049110
vnm,2005,2159992
vnm,2010,2811020
vnm,2015,5924577
vnm,2020,9734268
vnm,2025,5972160
vnm,2030,6766346
vnm,2035,7491584
vut,1950,0
vut,1955,0
vut,1960,0
vut,1965,0
vut,1970,0
vut,1975,0
vut,1980,0
vut,1985,0
vut,1990,0
vut,1995,0
vut,2000,0
vut,2005,0
vut,2010,0
vut,2015,0
vut,2020,0
vut,2025,0
vut,2030,0
vut,2035,0
wsm,1950,0
wsm,1955,0
wsm,1960,0
wsm,1965,0
wsm,1970,0
wsm,1975,0
wsm,1980,0
wsm,1985,0
wsm,1990,0
wsm,1995,0
wsm,2000,0
wsm,2005,0
wsm,2010,0
wsm,2015,0
wsm,2020,0
wsm,2025,0
wsm,2030,0
wsm,2035,0
yem,1950,0
yem,1955,0
yem,1960,0
yem,1965,0
yem,1970,0
yem,1975,0
yem,1980,0
yem,1985,0
yem,1990,0
yem,1995,1032832
yem,2000,1347303
yem,2005,1741060
yem,2010,2084194
yem,2015,2494957
yem,2020,2972988
yem,2025,5691299
yem,2030,7753076
yem,2035,10119144
zaf,1950,0
zaf,1955,1022266
zaf,1960,1147725
zaf,1965,1288499
zaf,1970,2557075
zaf,1975,3855897
zaf,1980,5484943
zaf,1985,6225119
zaf,1990,7116431
zaf,1995,8858350
zaf,2000,11878694
zaf,2005,14701493
zaf,2010,16636669
zaf,2015,18882420
zaf,2020,15489537
zaf,2025,11849138
zaf,2030,13817088
zaf,2035,15829094
zmb,1950,0
zmb,1955,0
zmb,1960,0
zmb,1965,0
zmb,1970,0
zmb,1975,0
zmb,1980,0
zmb,1985,0
zmb,1990,0
zmb,1995,0
zmb,2000,1073299
zmb,2005,1357143
zmb,2010,1722879
zmb,2015,2187180
zmb,2020,2774133
zmb,2025,3470866
zmb,2030,5271760
zmb,2035,1220761
zwe,1950,0
zwe,1955,0
zwe,1960,0
zwe,1965,0
zwe,1970,0
zwe,1975,0
zwe,1980,0
zwe,1985,0
zwe,1990,1047467
zwe,1995,1255156
zwe,2000,1379266
zwe,2005,1449799
zwe,2010,1474557
zwe,2015,1499723
zwe,2020,1529920
zwe,2025,1633019
zwe,2030,1844741
zwe,2035,2141738
