country,time,hapiscore_whr
tur,2019,51.318
twn,2006,61.8905
twn,2008,55.47682
twn,2010,62.28531
twn,2011,63.08915
twn,2012,61.25917
twn,2013,63.40344
twn,2014,63.63497
twn,2015,64.50088
twn,2016,65.12851
twn,2017,63.59451
twn,2018,64.67005
twn,2019,64.554
tza,2006,39.22484
tza,2007,43.1795
tza,2008,43.84742
tza,2009,34.07508
tza,2010,32.29129
tza,2011,40.73562
tza,2012,40.06897
tza,2013,38.52395
tza,2014,34.83279
tza,2015,36.60597
tza,2016,29.02734
tza,2017,33.47121
tza,2018,34.45023
tza,2019,34.762
uga,2006,37.33584
uga,2007,44.55839
uga,2008,45.68619
uga,2009,46.11986
uga,2010,41.92882
uga,2011,48.26001
uga,2012,43.09238
uga,2013,37.09579
uga,2014,37.69919
uga,2015,42.37687
uga,2016,42.33261
uga,2017,40.00517
uga,2018,43.21715
uga,2019,44.32
ukr,2006,48.03954
ukr,2007,52.52182
ukr,2008,51.7238
ukr,2009,51.65639
ukr,2010,50.57561
ukr,2011,50.83133
ukr,2012,50.30342
ukr,2013,47.10803
ukr,2014,42.9733
ukr,2015,39.64543
ukr,2016,40.2869
ukr,2017,43.11067
ukr,2018,46.61909
ukr,2019,45.607
ury,2006,57.85868
ury,2007,56.93946
ury,2008,56.6387
ury,2009,62.96223
ury,2010,60.62011
ury,2011,65.54047
ury,2012,64.49728
ury,2013,64.44465
ury,2014,65.61444
ury,2015,66.2808
ury,2016,61.71485
ury,2017,63.3601
ury,2018,63.71715
ury,2019,64.401
usa,2006,71.81794
usa,2007,75.12688
usa,2008,72.80386
usa,2009,71.58032
usa,2010,71.63616
usa,2011,71.15139
usa,2012,70.26227
usa,2013,72.49285
usa,2014,71.51114
usa,2015,68.63947
usa,2016,68.036
usa,2017,69.91759
usa,2018,68.82685
usa,2019,69.396
uzb,2006,52.32322
uzb,2008,53.11368
uzb,2009,52.60721
uzb,2010,50.95342
uzb,2011,57.38744
uzb,2012,60.19332
uzb,2013,59.39986
uzb,2014,60.49212
uzb,2015,59.72364
uzb,2016,58.92539
uzb,2017,64.21448
uzb,2018,62.0546
uzb,2019,62.576
ven,2005,71.69621
ven,2006,65.25146
ven,2008,62.57771
ven,2009,71.88803
ven,2010,74.78455
ven,2011,65.79789
ven,2012,70.66577
ven,2013,65.52796
ven,2014,61.36096
ven,2015,55.688
ven,2016,40.41115
ven,2017,50.70751
ven,2018,50.05663
ven,2019,50.532
vnm,2006,52.9366
vnm,2007,54.21688
vnm,2008,54.80425
vnm,2009,53.04265
vnm,2010,52.95781
vnm,2011,57.67344
vnm,2012,55.3457
vnm,2013,50.22699
vnm,2014,50.84923
vnm,2015,50.76315
vnm,2016,50.62267
vnm,2017,51.75279
vnm,2018,52.95547
vnm,2019,53.535
yem,2007,44.77133
yem,2009,48.09259
yem,2010,43.50313
yem,2011,37.46256
yem,2012,40.60601
yem,2013,42.17679
yem,2014,39.67958
yem,2015,29.82674
yem,2016,38.25631
yem,2017,32.5356
yem,2018,30.57514
yem,2019,35.274
zaf,2006,50.83987
zaf,2007,52.04454
zaf,2008,53.46307
zaf,2009,52.18431
zaf,2010,46.52429
zaf,2011,49.30511
zaf,2012,51.33888
zaf,2013,36.60727
zaf,2014,48.28456
zaf,2015,48.87326
zaf,2016,47.6974
zaf,2017,45.13655
zaf,2018,48.83922
zaf,2019,48.141
zmb,2006,48.24455
zmb,2007,39.98293
zmb,2008,47.30263
zmb,2009,52.60361
zmb,2011,49.99114
zmb,2012,50.13375
zmb,2013,52.43996
zmb,2014,43.45837
zmb,2015,48.43164
zmb,2016,43.47544
zmb,2017,39.32777
zmb,2018,40.41488
zmb,2019,37.594
zwe,2006,38.26268
zwe,2007,32.80247
zwe,2008,31.74264
zwe,2009,40.55914
zwe,2010,46.8157
zwe,2011,48.45642
zwe,2012,49.55101
zwe,2013,46.90188
zwe,2014,41.84451
zwe,2015,37.03191
zwe,2016,37.354
zwe,2017,36.383
zwe,2018,36.1648
zwe,2019,32.992
