country,time,legslav_status
alb,1916,Legal
alb,1917,Legal
alb,1918,Legal
alb,1919,Legal
alb,1920,Legal
alb,1921,Legal
alb,1922,Legal
alb,1923,Legal
alb,1924,Legal
alb,1925,Legal
alb,1926,Legal
alb,1927,Legal
alb,1928,Legal
alb,1929,Legal
alb,1930,Legal
alb,1931,Legal
alb,1932,Legal
alb,1933,Legal
alb,1934,Legal
alb,1935,Legal
alb,1936,Legal
alb,1937,Legal
alb,1938,Legal
alb,1939,Legal
alb,1940,Legal
alb,1941,Legal
alb,1942,Legal
alb,1943,Legal
alb,1944,Legal
alb,1945,Legal
alb,1946,Legal
alb,1947,Legal
alb,1948,Legal
alb,1949,Legal
alb,1950,Legal
alb,1951,Legal
alb,1952,Legal
alb,1953,Legal
alb,1954,Legal
alb,1955,Legal
alb,1956,Legal
alb,1957,Legal
alb,1958,Legal
alb,1959,Legal
alb,1960,Legal
alb,1961,Legal
alb,1962,Legal
alb,1963,Legal
alb,1964,Legal
alb,1965,Legal
alb,1966,Legal
alb,1967,Legal
alb,1968,Legal
alb,1969,Legal
alb,1970,Legal
alb,1971,Legal
alb,1972,Legal
alb,1973,Legal
alb,1974,Legal
alb,1975,Legal
alb,1976,Legal
alb,1977,Legal
alb,1978,Legal
alb,1979,Legal
alb,1980,Legal
alb,1981,Legal
alb,1982,Legal
alb,1983,Legal
alb,1984,Legal
alb,1985,Legal
alb,1986,Legal
alb,1987,Legal
alb,1988,Legal
alb,1989,Legal
alb,1990,Legal
alb,1991,Illegal
alb,1992,Illegal
alb,1993,Illegal
alb,1994,Illegal
alb,1995,Illegal
alb,1996,Illegal
alb,1997,Illegal
alb,1998,Illegal
alb,1999,Illegal
alb,2000,Illegal
alb,2001,Illegal
alb,2002,Illegal
alb,2003,Illegal
alb,2004,Illegal
alb,2005,Illegal
alb,2006,Illegal
alb,2007,Illegal
alb,2008,Illegal
alb,2009,Illegal
alb,2010,Illegal
alb,2011,Illegal
alb,2012,Illegal
alb,2013,Illegal
alb,2014,Illegal
alb,2015,Illegal
alb,2016,Illegal
alb,2017,Illegal
alb,2018,Illegal
alb,2019,Illegal
alb,2020,Illegal
and,1800,Legal
and,1801,Legal
and,1802,Legal
and,1803,Legal
and,1804,Legal
and,1805,Legal
and,1806,Legal
and,1807,Legal
and,1808,Legal
and,1809,Legal
and,1810,Legal
and,1811,Legal
and,1812,Legal
and,1813,Legal
and,1814,Legal
and,1815,Legal
and,1816,Legal
and,1817,Legal
and,1818,Legal
and,1819,Legal
and,1820,Legal
and,1821,Legal
and,1822,Legal
and,1823,Legal
and,1824,Legal
and,1825,Legal
and,1826,Legal
and,1827,Legal
and,1828,Legal
and,1829,Legal
and,1830,Legal
and,1831,Legal
and,1832,Legal
and,1833,Legal
and,1834,Legal
and,1835,Legal
and,1836,Legal
and,1837,Legal
and,1838,Legal
and,1839,Legal
and,1840,Legal
and,1841,Legal
and,1842,Legal
and,1843,Legal
and,1844,Legal
and,1845,Legal
and,1846,Legal
and,1847,Legal
and,1848,Legal
and,1849,Legal
and,1850,Legal
and,1851,Legal
and,1852,Legal
and,1853,Legal
and,1854,Legal
and,1855,Legal
and,1856,Legal
and,1857,Legal
and,1858,Legal
and,1859,Legal
and,1860,Legal
and,1861,Legal
and,1862,Legal
and,1863,Legal
and,1864,Legal
and,1865,Legal
and,1866,Legal
and,1867,Legal
and,1868,Legal
and,1869,Legal
and,1870,Legal
and,1871,Legal
and,1872,Legal
and,1873,Legal
and,1874,Legal
and,1875,Legal
and,1876,Legal
and,1877,Legal
and,1878,Legal
and,1879,Legal
and,1880,Legal
and,1881,Legal
and,1882,Legal
and,1883,Legal
and,1884,Legal
and,1885,Legal
and,1886,Legal
and,1887,Legal
and,1888,Legal
and,1889,Legal
and,1890,Legal
and,1891,Legal
and,1892,Legal
and,1893,Legal
and,1894,Legal
and,1895,Legal
and,1896,Legal
and,1897,Legal
and,1898,Legal
and,1899,Legal
and,1900,Legal
and,1901,Legal
and,1902,Legal
and,1903,Legal
and,1904,Legal
and,1905,Legal
and,1906,Legal
and,1907,Legal
and,1908,Legal
and,1909,Legal
and,1910,Legal
and,1911,Legal
and,1912,Legal
and,1913,Legal
and,1914,Legal
and,1915,Legal
and,1916,Legal
and,1917,Legal
and,1918,Legal
and,1919,Legal
and,1920,Legal
and,1921,Legal
and,1922,Legal
and,1923,Legal
and,1924,Legal
and,1925,Legal
and,1926,Legal
and,1927,Legal
and,1928,Legal
and,1929,Legal
and,1930,Legal
and,1931,Legal
and,1932,Legal
and,1933,Legal
and,1934,Legal
and,1935,Legal
and,1936,Legal
and,1937,Legal
and,1938,Legal
and,1939,Legal
and,1940,Legal
and,1941,Legal
and,1942,Legal
and,1943,Legal
and,1944,Legal
and,1945,Legal
and,1946,Legal
and,1947,Legal
and,1948,Legal
and,1949,Legal
and,1950,Legal
and,1951,Legal
and,1952,Legal
and,1953,Legal
and,1954,Legal
and,1955,Legal
and,1956,Legal
and,1957,Legal
and,1958,Legal
and,1959,Legal
and,1960,Legal
and,1961,Legal
and,1962,Legal
and,1963,Legal
and,1964,Legal
and,1965,Legal
and,1966,Legal
and,1967,Legal
and,1968,Legal
and,1969,Legal
and,1970,Legal
and,1971,Legal
and,1972,Legal
and,1973,Legal
and,1974,Legal
and,1975,Legal
and,1976,Legal
and,1977,Legal
and,1978,Legal
and,1979,Legal
and,1980,Legal
and,1981,Legal
and,1982,Legal
and,1983,Legal
and,1984,Legal
and,1985,Legal
and,1986,Legal
and,1987,Legal
and,1988,Legal
and,1989,Legal
and,1990,Legal
and,1991,Legal
and,1992,Legal
and,1993,Illegal
and,1994,Illegal
and,1995,Illegal
and,1996,Illegal
and,1997,Illegal
and,1998,Illegal
and,1999,Illegal
and,2000,Illegal
and,2001,Illegal
and,2002,Illegal
and,2003,Illegal
and,2004,Illegal
and,2005,Illegal
and,2006,Illegal
and,2007,Illegal
and,2008,Illegal
and,2009,Illegal
and,2010,Illegal
and,2011,Illegal
and,2012,Illegal
and,2013,Illegal
and,2014,Illegal
and,2015,Illegal
and,2016,Illegal
and,2017,Illegal
and,2018,Illegal
and,2019,Illegal
and,2020,Illegal
are,1800,Legal
are,1801,Legal
are,1802,Legal
are,1803,Legal
are,1804,Legal
are,1805,Legal
are,1806,Legal
are,1807,Legal
are,1808,Legal
are,1809,Legal
are,1810,Legal
are,1811,Legal
are,1812,Legal
are,1813,Legal
are,1814,Legal
are,1815,Legal
are,1816,Legal
are,1817,Legal
are,1818,Legal
are,1819,Legal
are,1820,Legal
are,1821,Legal
are,1822,Legal
are,1823,Legal
are,1824,Legal
are,1825,Legal
are,1826,Legal
are,1827,Legal
are,1828,Legal
are,1829,Legal
are,1830,Legal
are,1831,Legal
are,1832,Legal
are,1833,Legal
are,1834,Legal
are,1835,Legal
are,1836,Legal
are,1837,Legal
are,1838,Legal
are,1839,Legal
are,1840,Legal
are,1841,Legal
are,1842,Legal
are,1843,Legal
are,1844,Legal
are,1845,Legal
are,1846,Legal
are,1847,Legal
are,1848,Legal
are,1849,Legal
are,1850,Legal
are,1851,Legal
are,1852,Legal
are,1853,Legal
are,1854,Legal
are,1855,Legal
are,1856,Legal
are,1857,Legal
are,1858,Legal
are,1859,Legal
are,1860,Legal
are,1861,Legal
are,1862,Legal
are,1863,Legal
are,1864,Legal
are,1865,Legal
are,1866,Legal
are,1867,Legal
are,1868,Legal
are,1869,Legal
are,1870,Legal
are,1871,Legal
are,1872,Legal
are,1873,Legal
are,1874,Legal
are,1875,Legal
are,1876,Legal
are,1877,Legal
are,1878,Legal
are,1879,Legal
are,1880,Legal
are,1881,Legal
are,1882,Legal
are,1883,Legal
are,1884,Legal
are,1885,Legal
are,1886,Legal
are,1887,Legal
are,1888,Legal
are,1889,Legal
are,1890,Legal
are,1891,Legal
are,1892,Legal
are,1893,Legal
are,1894,Legal
are,1895,Legal
are,1896,Legal
are,1897,Legal
are,1898,Legal
are,1899,Legal
are,1900,Legal
are,1901,Legal
are,1902,Legal
are,1903,Legal
are,1904,Legal
are,1905,Legal
are,1906,Legal
are,1907,Legal
are,1908,Legal
are,1909,Legal
are,1910,Legal
are,1911,Legal
are,1912,Legal
are,1913,Legal
are,1914,Legal
are,1915,Legal
are,1916,Legal
are,1917,Legal
are,1918,Legal
are,1919,Legal
are,1920,Legal
are,1921,Legal
are,1922,Legal
are,1923,Legal
are,1924,Legal
are,1925,Legal
are,1926,Legal
are,1927,Legal
are,1928,Legal
are,1929,Legal
are,1930,Legal
are,1931,Legal
are,1932,Legal
are,1933,Legal
are,1934,Legal
are,1935,Legal
are,1936,Legal
are,1937,Legal
are,1938,Legal
are,1939,Legal
are,1940,Legal
are,1941,Legal
are,1942,Legal
are,1943,Legal
are,1944,Legal
are,1945,Legal
are,1946,Legal
are,1947,Legal
are,1948,Legal
are,1949,Legal
are,1950,Legal
are,1951,Legal
are,1952,Legal
are,1953,Legal
are,1954,Legal
are,1955,Legal
are,1956,Legal
are,1957,Legal
are,1958,Legal
are,1959,Legal
are,1960,Legal
are,1961,Legal
are,1962,Legal
are,1963,Illegal
are,1964,Illegal
are,1965,Illegal
are,1966,Illegal
are,1967,Illegal
are,1968,Illegal
are,1969,Illegal
are,1970,Illegal
are,1971,Illegal
are,1972,Illegal
are,1973,Illegal
are,1974,Illegal
are,1975,Illegal
are,1976,Illegal
are,1977,Illegal
are,1978,Illegal
are,1979,Illegal
are,1980,Illegal
are,1981,Illegal
are,1982,Illegal
are,1983,Illegal
are,1984,Illegal
are,1985,Illegal
are,1986,Illegal
are,1987,Illegal
are,1988,Illegal
are,1989,Illegal
are,1990,Illegal
are,1991,Illegal
are,1992,Illegal
are,1993,Illegal
are,1994,Illegal
are,1995,Illegal
are,1996,Illegal
are,1997,Illegal
are,1998,Illegal
are,1999,Illegal
are,2000,Illegal
are,2001,Illegal
are,2002,Illegal
are,2003,Illegal
are,2004,Illegal
are,2005,Illegal
are,2006,Illegal
are,2007,Illegal
are,2008,Illegal
are,2009,Illegal
are,2010,Illegal
are,2011,Illegal
are,2012,Illegal
are,2013,Illegal
are,2014,Illegal
are,2015,Illegal
are,2016,Illegal
are,2017,Illegal
are,2018,Illegal
are,2019,Illegal
are,2020,Illegal
arg,1800,Legal
arg,1801,Legal
arg,1802,Legal
arg,1803,Legal
arg,1804,Legal
arg,1805,Legal
arg,1806,Legal
arg,1807,Legal
arg,1808,Legal
arg,1809,Legal
arg,1810,Legal
arg,1811,Legal
arg,1812,Legal
arg,1813,Illegal
arg,1814,Illegal
arg,1815,Illegal
arg,1816,Illegal
arg,1817,Illegal
arg,1818,Illegal
arg,1819,Illegal
arg,1820,Illegal
arg,1821,Illegal
arg,1822,Illegal
arg,1823,Illegal
arg,1824,Illegal
arg,1825,Illegal
arg,1826,Illegal
arg,1827,Illegal
arg,1828,Illegal
arg,1829,Illegal
arg,1830,Illegal
arg,1831,Illegal
arg,1832,Illegal
arg,1833,Illegal
arg,1834,Illegal
arg,1835,Illegal
arg,1836,Illegal
arg,1837,Illegal
arg,1838,Illegal
arg,1839,Illegal
arg,1840,Illegal
arg,1841,Illegal
arg,1842,Illegal
arg,1843,Illegal
arg,1844,Illegal
arg,1845,Illegal
arg,1846,Illegal
arg,1847,Illegal
arg,1848,Illegal
arg,1849,Illegal
arg,1850,Illegal
arg,1851,Illegal
arg,1852,Illegal
arg,1853,Illegal
arg,1854,Illegal
arg,1855,Illegal
arg,1856,Illegal
arg,1857,Illegal
arg,1858,Illegal
arg,1859,Illegal
arg,1860,Illegal
arg,1861,Illegal
arg,1862,Illegal
arg,1863,Illegal
arg,1864,Illegal
arg,1865,Illegal
arg,1866,Illegal
arg,1867,Illegal
arg,1868,Illegal
arg,1869,Illegal
arg,1870,Illegal
arg,1871,Illegal
arg,1872,Illegal
arg,1873,Illegal
arg,1874,Illegal
arg,1875,Illegal
arg,1876,Illegal
arg,1877,Illegal
arg,1878,Illegal
arg,1879,Illegal
arg,1880,Illegal
arg,1881,Illegal
arg,1882,Illegal
arg,1883,Illegal
arg,1884,Illegal
arg,1885,Illegal
arg,1886,Illegal
arg,1887,Illegal
arg,1888,Illegal
arg,1889,Illegal
arg,1890,Illegal
arg,1891,Illegal
arg,1892,Illegal
arg,1893,Illegal
arg,1894,Illegal
arg,1895,Illegal
arg,1896,Illegal
arg,1897,Illegal
arg,1898,Illegal
arg,1899,Illegal
arg,1900,Illegal
arg,1901,Illegal
arg,1902,Illegal
arg,1903,Illegal
arg,1904,Illegal
arg,1905,Illegal
arg,1906,Illegal
arg,1907,Illegal
arg,1908,Illegal
arg,1909,Illegal
arg,1910,Illegal
arg,1911,Illegal
arg,1912,Illegal
arg,1913,Illegal
arg,1914,Illegal
arg,1915,Illegal
arg,1916,Illegal
arg,1917,Illegal
arg,1918,Illegal
arg,1919,Illegal
arg,1920,Illegal
arg,1921,Illegal
arg,1922,Illegal
arg,1923,Illegal
arg,1924,Illegal
arg,1925,Illegal
arg,1926,Illegal
arg,1927,Illegal
arg,1928,Illegal
arg,1929,Illegal
arg,1930,Illegal
arg,1931,Illegal
arg,1932,Illegal
arg,1933,Illegal
arg,1934,Illegal
arg,1935,Illegal
arg,1936,Illegal
arg,1937,Illegal
arg,1938,Illegal
arg,1939,Illegal
arg,1940,Illegal
arg,1941,Illegal
arg,1942,Illegal
arg,1943,Illegal
arg,1944,Illegal
arg,1945,Illegal
arg,1946,Illegal
arg,1947,Illegal
arg,1948,Illegal
arg,1949,Illegal
arg,1950,Illegal
arg,1951,Illegal
arg,1952,Illegal
arg,1953,Illegal
arg,1954,Illegal
arg,1955,Illegal
arg,1956,Illegal
arg,1957,Illegal
arg,1958,Illegal
arg,1959,Illegal
arg,1960,Illegal
arg,1961,Illegal
arg,1962,Illegal
arg,1963,Illegal
arg,1964,Illegal
arg,1965,Illegal
arg,1966,Illegal
arg,1967,Illegal
arg,1968,Illegal
arg,1969,Illegal
arg,1970,Illegal
arg,1971,Illegal
arg,1972,Illegal
arg,1973,Illegal
arg,1974,Illegal
arg,1975,Illegal
arg,1976,Illegal
arg,1977,Illegal
arg,1978,Illegal
arg,1979,Illegal
arg,1980,Illegal
arg,1981,Illegal
arg,1982,Illegal
arg,1983,Illegal
arg,1984,Illegal
arg,1985,Illegal
arg,1986,Illegal
arg,1987,Illegal
arg,1988,Illegal
arg,1989,Illegal
arg,1990,Illegal
arg,1991,Illegal
arg,1992,Illegal
arg,1993,Illegal
arg,1994,Illegal
arg,1995,Illegal
arg,1996,Illegal
arg,1997,Illegal
arg,1998,Illegal
arg,1999,Illegal
arg,2000,Illegal
arg,2001,Illegal
arg,2002,Illegal
arg,2003,Illegal
arg,2004,Illegal
arg,2005,Illegal
arg,2006,Illegal
arg,2007,Illegal
arg,2008,Illegal
arg,2009,Illegal
arg,2010,Illegal
arg,2011,Illegal
arg,2012,Illegal
arg,2013,Illegal
arg,2014,Illegal
arg,2015,Illegal
arg,2016,Illegal
arg,2017,Illegal
arg,2018,Illegal
arg,2019,Illegal
arg,2020,Illegal
arm,1800,Legal
arm,1801,Legal
arm,1802,Legal
arm,1803,Legal
arm,1804,Legal
arm,1805,Legal
arm,1806,Legal
arm,1807,Legal
arm,1808,Legal
arm,1809,Legal
arm,1810,Legal
arm,1811,Legal
arm,1812,Legal
arm,1813,Legal
arm,1814,Legal
arm,1815,Legal
arm,1816,Legal
arm,1817,Legal
arm,1818,Legal
arm,1819,Legal
arm,1820,Legal
arm,1821,Legal
arm,1822,Legal
arm,1823,Legal
arm,1824,Legal
arm,1825,Legal
arm,1826,Legal
arm,1827,Legal
arm,1828,Legal
arm,1829,Legal
arm,1830,Legal
arm,1831,Legal
arm,1832,Legal
arm,1833,Legal
arm,1834,Legal
arm,1835,Legal
arm,1836,Legal
arm,1837,Legal
arm,1838,Legal
arm,1839,Legal
arm,1840,Legal
arm,1841,Legal
arm,1842,Legal
arm,1843,Legal
arm,1844,Legal
arm,1845,Legal
arm,1846,Legal
arm,1847,Legal
arm,1848,Legal
arm,1849,Legal
arm,1850,Legal
arm,1851,Legal
arm,1852,Legal
arm,1853,Legal
arm,1854,Legal
arm,1855,Legal
arm,1856,Legal
arm,1857,Legal
arm,1858,Legal
arm,1859,Legal
arm,1860,Legal
arm,1861,Legal
arm,1862,Legal
arm,1863,Legal
arm,1864,Legal
arm,1865,Legal
arm,1866,Legal
arm,1867,Legal
arm,1868,Legal
