country,time,gendereq_idea
alb,1997,48.25032
alb,1998,49.96159
alb,1999,49.38748
alb,2000,51.91119
alb,2001,51.44368
alb,2002,53.4451
alb,2003,55.30406
alb,2004,53.72535
alb,2005,55.80493
alb,2006,55.80493
alb,2007,57.33879
alb,2008,54.60963
alb,2009,57.08608
alb,2010,57.08608
alb,2011,57.08608
alb,2012,57.08608
alb,2013,58.25677
alb,2014,58.62188
alb,2015,58.89175
alb,2016,60.56546
alb,2017,59.24212
alb,2018,61.67459
alb,2019,63.74215
are,1975,8.69537
are,1976,8.69537
are,1977,8.69537
are,1978,8.69537
are,1979,8.89038
are,1980,8.89038
are,1981,4.89999
are,1982,8.75268
are,1983,8.75268
are,1984,10.45874
are,1985,13.18233
are,1986,13.18233
are,1987,10.45874
are,1988,18.46307
are,1989,13.18233
are,1990,21.64742
are,1991,23.76208
are,1992,23.76208
are,1993,23.76208
are,1994,23.9873
are,1995,23.9873
are,1996,25.50704
are,1997,25.50704
are,1998,27.4674
are,1999,27.4674
are,2000,29.07524
are,2001,30.81496
are,2002,29.07524
are,2003,29.07524
are,2004,28.85607
are,2005,33.20289
are,2006,32.08915
are,2007,36.46637
are,2008,39.20556
are,2009,39.44928
are,2010,40.91745
are,2011,41.98574
are,2012,42.83037
are,2013,42.53244
are,2014,42.53244
are,2015,45.03109
are,2016,37.63825
are,2017,40.30899
are,2018,40.30899
are,2019,40.79909
arg,1975,50.83841
arg,1976,45.06061
arg,1977,45.06061
arg,1978,45.31886
arg,1979,45.31886
arg,1980,45.31886
arg,1981,45.31886
arg,1982,42.892
arg,1983,51.31778
arg,1984,54.1418
arg,1985,57.2546
arg,1986,57.55535
arg,1987,61.67034
arg,1988,61.67034
arg,1989,61.82228
arg,1990,59.47248
arg,1991,60.60883
arg,1992,65.64496
arg,1993,68.2125
arg,1994,66.65952
arg,1995,67.62964
arg,1996,67.62964
arg,1997,68.1487
arg,1998,68.1487
arg,1999,68.1487
arg,2000,68.1487
arg,2001,70.41748
arg,2002,70.74346
arg,2003,73.25216
arg,2004,74.80876
arg,2005,74.80876
arg,2006,73.25216
arg,2007,78.32689
arg,2008,80.03657
arg,2009,81.55834
arg,2010,81.55834
arg,2011,81.55834
arg,2012,81.55834
arg,2013,75.07653
arg,2014,74.71015
arg,2015,74.71015
arg,2016,74.07835
arg,2017,74.32883
arg,2018,70.5825
arg,2019,72.12601
arm,1991,49.59129
arm,1992,49.11127
arm,1993,51.24072
arm,1994,51.24072
arm,1995,51.65209
arm,1996,51.65209
arm,1997,51.90276
arm,1998,51.90276
arm,1999,51.31185
arm,2000,48.47763
arm,2001,51.31185
arm,2002,51.31185
arm,2003,49.19884
arm,2004,49.19884
arm,2005,49.19884
arm,2006,51.90389
arm,2007,54.61583
arm,2008,51.1196
arm,2009,51.33574
arm,2010,51.33574
arm,2011,51.33574
arm,2012,51.54834
arm,2013,51.3609
arm,2014,51.47548
arm,2015,51.47548
arm,2016,51.6299
arm,2017,54.56305
arm,2018,55.51006
arm,2019,60.27734
aus,1975,63.98289
aus,1976,62.89768
aus,1977,62.89768
aus,1978,64.35672
aus,1979,64.35672
aus,1980,63.57287
aus,1981,63.31396
aus,1982,63.31396
aus,1983,66.24685
aus,1984,68.03107
aus,1985,68.03107
aus,1986,72.00627
aus,1987,77.62192
aus,1988,74.74933
aus,1989,74.74933
aus,1990,77.26214
aus,1991,77.26214
aus,1992,77.26214
aus,1993,77.32354
aus,1994,77.32354
aus,1995,77.32354
aus,1996,77.84122
aus,1997,77.84122
aus,1998,78.82058
aus,1999,78.82058
aus,2000,82.63672
aus,2001,82.63672
aus,2002,82.63672
aus,2003,84.49658
aus,2004,84.49658
aus,2005,85.08359
aus,2006,85.08359
aus,2007,85.55498
aus,2008,86.31801
aus,2009,88.4208
aus,2010,87.90862
aus,2011,85.08359
aus,2012,85.08359
aus,2013,87.15888
aus,2014,88.67139
aus,2015,86.41668
aus,2016,84.4475
aus,2017,86.41668
aus,2018,85.0237
aus,2019,80.16219
aut,1975,53.75377
aut,1976,56.734
aut,1977,56.734
aut,1978,56.734
aut,1979,57.16432
aut,1980,61.06058
aut,1981,62.31225
aut,1982,60.31281
aut,1983,60.31281
aut,1984,60.31281
aut,1985,60.31281
aut,1986,64.81344
aut,1987,64.81344
aut,1988,64.81344
aut,1989,67.50278
aut,1990,68.53753
aut,1991,68.53753
aut,1992,68.53753
aut,1993,68.53753
aut,1994,68.85907
aut,1995,70.0304
aut,1996,70.28138
aut,1997,70.28138
aut,1998,70.28138
aut,1999,70.59991
aut,2000,75.658
aut,2001,75.92889
aut,2002,76.3752
aut,2003,76.3752
aut,2004,76.3752
aut,2005,76.3752
aut,2006,76.3752
aut,2007,78.25214
aut,2008,76.25588
aut,2009,73.70489
aut,2010,77.78987
aut,2011,77.78987
aut,2012,78.15967
aut,2013,77.69289
aut,2014,74.71945
aut,2015,74.71945
aut,2016,75.7166
aut,2017,77.98035
aut,2018,78.2408
aut,2019,77.38081
aze,1991,42.20389
aze,1992,39.68797
aze,1993,45.04568
aze,1994,42.84791
aze,1995,46.51125
aze,1996,46.87227
aze,1997,45.61003
aze,1998,45.61003
aze,1999,46.87227
aze,2000,45.3869
aze,2001,45.3869
aze,2002,45.3869
aze,2003,46.955
aze,2004,45.67662
aze,2005,45.90014
aze,2006,44.37082
aze,2007,44.37082
aze,2008,44.37082
aze,2009,44.59686
aze,2010,46.56651
aze,2011,46.56651
aze,2012,46.56651
aze,2013,46.56651
aze,2014,46.56651
aze,2015,44.32836
aze,2016,44.72706
aze,2017,46.3016
aze,2018,48.96277
aze,2019,49.81885
bdi,1975,22.08599
bdi,1976,23.36302
bdi,1977,24.31617
bdi,1978,24.31617
bdi,1979,24.31617
bdi,1980,24.31617
bdi,1981,27.94378
bdi,1982,33.34113
bdi,1983,32.07565
bdi,1984,33.73413
bdi,1985,35.18527
bdi,1986,35.18527
bdi,1987,33.05313
bdi,1988,33.05313
bdi,1989,34.52693
bdi,1990,34.95078
bdi,1991,34.95078
bdi,1992,38.83694
bdi,1993,42.72695
bdi,1994,40.80544
bdi,1995,43.52606
bdi,1996,43.80859
bdi,1997,43.80859
bdi,1998,44.37719
bdi,1999,44.37719
bdi,2000,46.27601
bdi,2001,45.59838
bdi,2002,45.72878
bdi,2003,45.72878
bdi,2004,45.92363
bdi,2005,51.76028
bdi,2006,51.76028
bdi,2007,52.7391
bdi,2008,53.90963
bdi,2009,54.02693
bdi,2010,52.31121
bdi,2011,52.31121
bdi,2012,52.31121
bdi,2013,50.99052
bdi,2014,52.07799
bdi,2015,51.81151
bdi,2016,46.38945
bdi,2017,54.74434
bdi,2018,54.18939
bdi,2019,57.54396
bel,1975,63.18767
bel,1976,63.18767
bel,1977,66.104
bel,1978,66.104
bel,1979,66.104
bel,1980,67.13194
bel,1981,67.46166
bel,1982,67.76603
bel,1983,68.13599
bel,1984,68.13599
bel,1985,68.23099
bel,1986,68.23099
bel,1987,68.3395
bel,1988,68.3395
bel,1989,68.72553
bel,1990,78.28066
bel,1991,86.31981
bel,1992,84.35575
bel,1993,84.35575
bel,1994,84.35575
bel,1995,84.62444
bel,1996,84.62444
bel,1997,84.62444
bel,1998,85.05634
bel,1999,86.13619
bel,2000,86.13619
bel,2001,86.13619
bel,2002,86.13619
bel,2003,92.21777
bel,2004,92.21777
bel,2005,92.82998
bel,2006,90.4724
bel,2007,85.24032
bel,2008,89.85537
bel,2009,91.52296
bel,2010,91.52296
bel,2011,91.52296
bel,2012,91.52296
bel,2013,84.73254
bel,2014,83.34936
bel,2015,85.30791
bel,2016,85.30791
bel,2017,90.28986
bel,2018,87.07659
bel,2019,93.75664
ben,1975,50.94501
ben,1976,50.94501
ben,1977,50.94501
ben,1978,50.94501
ben,1979,52.1553
ben,1980,52.1553
ben,1981,51.89986
ben,1982,53.55648
ben,1983,53.55648
ben,1984,50.75675
ben,1985,52.8993
ben,1986,52.8993
ben,1987,52.97277
ben,1988,52.97277
ben,1989,52.83594
ben,1990,58.25893
ben,1991,55.69413
ben,1992,57.00775
ben,1993,57.00775
ben,1994,57.00775
ben,1995,57.00775
ben,1996,57.16127
ben,1997,57.16127
ben,1998,57.16127
ben,1999,57.00775
ben,2000,58.76692
ben,2001,58.76692
ben,2002,60.61505
ben,2003,62.67213
ben,2004,62.67213
ben,2005,62.67213
ben,2006,62.7179
ben,2007,62.85298
ben,2008,61.78105
ben,2009,62.85298
ben,2010,63.16648
ben,2011,63.0043
ben,2012,63.0043
ben,2013,60.16472
ben,2014,61.85305
ben,2015,61.70564
ben,2016,56.29052
ben,2017,62.48651
ben,2018,61.70728
ben,2019,63.288
bfa,1975,41.6235
bfa,1976,41.6235
bfa,1977,41.6235
bfa,1978,38.28988
bfa,1979,38.28988
bfa,1980,42.92002
bfa,1981,40.5644
bfa,1982,40.06175
bfa,1983,43.91133
bfa,1984,45.42838
bfa,1985,43.56301
bfa,1986,45.42838
bfa,1987,43.56301
bfa,1988,43.56301
bfa,1989,47.04618
bfa,1990,47.97864
bfa,1991,49.71053
bfa,1992,52.08557
bfa,1993,50.59798
bfa,1994,50.59798
bfa,1995,50.42716
bfa,1996,50.42716
bfa,1997,50.94046
bfa,1998,51.24641
bfa,1999,50.69972
bfa,2000,52.05255
bfa,2001,52.05255
bfa,2002,52.99194
bfa,2003,55.73992
bfa,2004,54.20263
bfa,2005,54.20263
bfa,2006,54.20263
bfa,2007,54.31014
bfa,2008,54.66467
bfa,2009,54.66467
bfa,2010,54.94255
bfa,2011,54.94255
bfa,2012,54.94255
bfa,2013,50.34674
bfa,2014,50.17401
bfa,2015,49.61885
bfa,2016,51.69241
bfa,2017,52.90712
bfa,2018,54.55947
bfa,2019,44.27252
bgd,1975,39.88785
bgd,1976,39.88785
bgd,1977,39.88785
bgd,1978,39.88785
bgd,1979,40.43814
bgd,1980,40.43814
bgd,1981,39.42602
bgd,1982,35.44393
bgd,1983,35.44393
bgd,1984,35.58438
bgd,1985,35.58438
bgd,1986,41.46937
bgd,1987,41.46937
bgd,1988,41.69442
bgd,1989,41.69442
bgd,1990,43.69456
bgd,1991,43.69456
bgd,1992,43.69456
bgd,1993,43.95975
bgd,1994,43.95975
bgd,1995,43.95975
bgd,1996,43.70385
bgd,1997,43.70385
bgd,1998,43.70385
bgd,1999,43.70385
bgd,2000,43.70385
bgd,2001,42.03545
bgd,2002,42.03545
bgd,2003,39.62035
bgd,2004,39.62035
bgd,2005,44.95896
bgd,2006,43.75094
bgd,2007,51.04401
bgd,2008,45.11058
bgd,2009,51.19152
bgd,2010,50.40734
bgd,2011,50.40734
bgd,2012,50.40734
bgd,2013,48.94717
bgd,2014,48.94717
bgd,2015,48.42844
bgd,2016,46.77427
bgd,2017,42.33933
bgd,2018,41.96233
bgd,2019,41.96233
bgr,1975,69.22674
bgr,1976,69.48576
bgr,1977,69.48576
bgr,1978,69.48576
bgr,1979,69.48576
bgr,1980,69.7879
bgr,1981,68.57122
bgr,1982,70.18218
bgr,1983,70.18218
bgr,1984,68.57122
bgr,1985,70.49389
bgr,1986,70.49389
bgr,1987,68.90101
bgr,1988,70.49389
bgr,1989,70.8382
bgr,1990,73.89042
bgr,1991,75.77421
bgr,1992,74.322
bgr,1993,74.322
bgr,1994,74.69911
bgr,1995,74.69911
bgr,1996,74.69911
bgr,1997,74.45878
bgr,1998,74.45878
bgr,1999,74.87712
bgr,2000,74.87712
bgr,2001,76.46807
bgr,2002,76.46807
bgr,2003,76.46807
bgr,2004,79.81483
bgr,2005,77.72056
bgr,2006,77.72056
bgr,2007,76.31863
bgr,2008,79.17013
bgr,2009,76.31863
bgr,2010,81.09618
bgr,2011,79.50016
bgr,2012,77.9013
bgr,2013,76.60128
bgr,2014,76.07789
bgr,2015,74.97632
bgr,2016,76.36747
bgr,2017,77.08174
bgr,2018,75.48574
bgr,2019,75.48574
bhr,1975,20.68864
bhr,1976,21.60294
bhr,1977,21.60294
bhr,1978,21.60294
bhr,1979,21.60294
bhr,1980,21.60294
bhr,1981,20.59615
bhr,1982,21.77468
bhr,1983,21.77468
bhr,1984,20.59615
bhr,1985,20.59615
bhr,1986,21.77468
bhr,1987,20.59615
bhr,1988,20.59615
bhr,1989,20.75573
bhr,1990,21.37652
bhr,1991,21.37652
bhr,1992,19.95786
bhr,1993,19.95786
bhr,1994,19.95786
bhr,1995,19.95786
bhr,1996,19.95786
bhr,1997,20.08326
bhr,1998,20.08326
bhr,1999,23.53383
bhr,2000,29.05447
bhr,2001,30.55336
bhr,2002,35.61015
bhr,2003,35.61015
bhr,2004,37.58161
bhr,2005,35.61015
bhr,2006,36.15618
bhr,2007,36.15618
bhr,2008,38.06117
bhr,2009,38.27561
bhr,2010,37.68224
bhr,2011,37.41917
bhr,2012,37.41917
bhr,2013,35.95273
bhr,2014,37.02153
bhr,2015,37.02153
bhr,2016,37.02153
bhr,2017,37.02153
bhr,2018,37.99473
bhr,2019,38.07741
bih,1992,54.45194
bih,1993,54.45194
bih,1994,55.72574
bih,1995,55.72574
bih,1996,53.39014
bih,1997,52.53313
bih,1998,54.72261
bih,1999,54.3827
bih,2000,56.30214
bih,2001,57.3369
bih,2002,58.4754
bih,2003,58.4754
bih,2004,56.99536
bih,2005,56.99536
bih,2006,57.06889
bih,2007,58.19567
bih,2008,57.06889
bih,2009,57.42348
bih,2010,57.60027
bih,2011,57.60027
bih,2012,57.60027
bih,2013,57.50666
bih,2014,57.86293
bih,2015,57.86293
bih,2016,58.62865
bih,2017,57.70238
bih,2018,57.07611
bih,2019,57.9615
blr,1991,65.31386
blr,1992,57.22416
blr,1993,61.80126
blr,1994,64.85322
blr,1995,64.85322
blr,1996,64.85322
blr,1997,65.14643
blr,1998,65.14643
blr,1999,65.25373
blr,2000,66.02665
blr,2001,66.02665
blr,2002,66.41428
blr,2003,66.41428
blr,2004,71.23812
blr,2005,68.62866
blr,2006,68.62866
blr,2007,70.61063
blr,2008,71.63476
blr,2009,71.63476
blr,2010,68.98172
blr,2011,68.98172
blr,2012,68.62866
blr,2013,68.62866
blr,2014,68.89571
blr,2015,68.89571
blr,2016,71.61316
blr,2017,78.19097
blr,2018,72.41654
blr,2019,75.40593
bol,1975,21.25556
bol,1976,25.78524
bol,1977,25.78524
bol,1978,25.78524
bol,1979,20.30534
bol,1980,26.42609
bol,1981,22.10674
bol,1982,25.1613
bol,1983,28.79793
bol,1984,27.29399
bol,1985,31.5346
bol,1986,31.5346
bol,1987,31.5346
bol,1988,31.5346
bol,1989,34.91528
bol,1990,34.91528
bol,1991,34.91528
bol,1992,34.0494
bol,1993,34.69942
bol,1994,38.50827
bol,1995,38.94716
bol,1996,39.18748
bol,1997,39.32694
bol,1998,39.32694
bol,1999,41.1818
bol,2000,41.63207
bol,2001,41.63207
bol,2002,42.12447
bol,2003,42.12447
bol,2004,43.38673
bol,2005,43.28096
bol,2006,48.93473
bol,2007,50.33038
bol,2008,48.93473
bol,2009,49.80298
bol,2010,52.8164
bol,2011,52.9088
bol,2012,52.9088
bol,2013,52.9088
bol,2014,52.92881
bol,2015,52.60023
bol,2016,50.80004
bol,2017,52.96255
bol,2018,51.9914
bol,2019,62.67138
bra,1975,43.63549
bra,1976,43.89325
bra,1977,42.55535
bra,1978,44.08328
bra,1979,44.08328
bra,1980,44.08328
bra,1981,43.32651
bra,1982,43.32651
bra,1983,43.32651
bra,1984,43.32651
bra,1985,48.43077
bra,1986,50.60122
bra,1987,50.60122
bra,1988,55.65343
bra,1989,62.51752
bra,1990,60.18993
bra,1991,57.17062
bra,1992,57.55215
bra,1993,57.55215
bra,1994,60.76036
bra,1995,62.31014
bra,1996,62.31014
bra,1997,62.31014
bra,1998,63.28964
bra,1999,63.28964
bra,2000,63.28964
bra,2001,63.28964
bra,2002,71.13064
bra,2003,71.58603
bra,2004,73.52407
bra,2005,73.52407
bra,2006,73.52407
bra,2007,75.10218
bra,2008,73.62855
bra,2009,73.52407
bra,2010,75.07584
bra,2011,77.63943
bra,2012,77.63943
bra,2013,74.78017
bra,2014,74.8752
bra,2015,75.16625
bra,2016,74.06088
bra,2017,64.45792
bra,2018,64.45792
bra,2019,65.63163
brb,1975,66.69815
brb,1976,66.41341
brb,1977,66.41341
brb,1978,66.41341
brb,1979,66.41341
brb,1980,69.5994
brb,1981,69.5994
brb,1982,69.5994
brb,1983,69.5994
brb,1984,69.5994
brb,1985,69.87357
brb,1986,69.87357
brb,1987,69.87357
brb,1988,69.87357
brb,1989,69.87357
brb,1990,69.87357
brb,1991,70.19248
brb,1992,70.19248
brb,1993,70.19248
brb,1994,70.85431
brb,1995,70.85431
brb,1996,70.85431
brb,1997,71.19082
brb,1998,71.19082
brb,1999,71.19082
brb,2000,71.19082
brb,2001,71.21887
brb,2002,71.5639
brb,2003,73.77049
brb,2004,71.86252
brb,2005,73.96761
brb,2006,75.87284
brb,2007,74.28345
brb,2008,73.96085
brb,2009,73.96085
brb,2010,73.96085
brb,2011,73.96085
brb,2012,74.3208
brb,2013,74.93994
brb,2014,74.93994
brb,2015,74.34955
brb,2016,74.36852
brb,2017,72.90383
brb,2018,73.50716
brb,2019,73.50716
bwa,1975,41.25252
bwa,1976,46.98221
bwa,1977,42.56197
bwa,1978,42.56197
bwa,1979,43.96097
bwa,1980,44.22091
bwa,1981,41.52346
bwa,1982,44.81114
bwa,1983,46.95718
bwa,1984,44.62855
bwa,1985,46.95718
bwa,1986,49.0384
bwa,1987,47.11738
bwa,1988,47.11738
bwa,1989,44.39861
bwa,1990,47.58271
bwa,1991,47.58271
bwa,1992,47.58271
bwa,1993,50.54866
bwa,1994,51.25483
bwa,1995,49.76286
bwa,1996,48.0497
bwa,1997,51.42662
bwa,1998,51.42662
bwa,1999,55.11001
bwa,2000,55.11001
bwa,2001,55.11001
bwa,2002,55.11001
bwa,2003,55.27416
bwa,2004,54.38106
bwa,2005,54.38106
bwa,2006,54.38106
bwa,2007,52.82272
bwa,2008,56.42081
bwa,2009,55.628
bwa,2010,55.628
bwa,2011,57.83289
bwa,2012,57.83289
bwa,2013,57.93256
bwa,2014,58.12515
bwa,2015,58.64587
bwa,2016,56.66775
bwa,2017,56.88325
bwa,2018,56.17933
bwa,2019,59.36423
caf,1975,26.45688
caf,1976,26.45688
caf,1977,26.45688
caf,1978,26.45688
caf,1979,26.45688
caf,1980,28.54227
caf,1981,25.54978
caf,1982,28.66102
caf,1983,28.66102
caf,1984,26.22511
caf,1985,28.66102
caf,1986,28.66102
caf,1987,26.29762
caf,1988,28.6489
caf,1989,28.6489
caf,1990,31.15687
caf,1991,31.15687
caf,1992,31.15687
caf,1993,35.1645
caf,1994,34.80067
caf,1995,34.80067
caf,1996,37.45361
caf,1997,37.45361
caf,1998,38.56879
caf,1999,38.89633
caf,2000,38.89633
caf,2001,38.89633
caf,2002,38.89633
caf,2003,32.55537
caf,2004,38.89633
caf,2005,37.75261
caf,2006,37.75261
caf,2007,37.75261
caf,2008,40.11712
caf,2009,37.51844
caf,2010,39.84586
caf,2011,40.36951
caf,2012,40.36951
caf,2013,41.30945
caf,2014,42.66765
caf,2015,42.90259
caf,2016,39.44107
caf,2017,42.13531
caf,2018,42.91847
caf,2019,39.8224
can,1975,59.92283
can,1976,59.92283
can,1977,61.58415
can,1978,61.58415
can,1979,61.58415
can,1980,63.54129
can,1981,62.51941
can,1982,67.8129
can,1983,67.8129
can,1984,68.07113
can,1985,71.4522
can,1986,71.85567
can,1987,70.69037
can,1988,72.24653
can,1989,71.08554
can,1990,73.57423
can,1991,73.57423
can,1992,73.57423
can,1993,74.73738
can,1994,79.15552
can,1995,79.15552
can,1996,79.15552
can,1997,81.56976
can,1998,81.56976
can,1999,81.56976
can,2000,81.56976
can,2001,81.56976
can,2002,81.56976
can,2003,83.09723
can,2004,83.33836
can,2005,81.81148
can,2006,79.62212
can,2007,79.63109
can,2008,81.61584
can,2009,79.63109
can,2010,79.63109
can,2011,78.60668
can,2012,78.60668
can,2013,78.60668
can,2014,78.60668
can,2015,81.82578
can,2016,84.29252
can,2017,91.57453
can,2018,85.13444
can,2019,90.83214
che,1975,57.39879
che,1976,57.39879
che,1977,57.39879
che,1978,57.39879
che,1979,57.87983
che,1980,57.87983
che,1981,60.25498
che,1982,60.25498
che,1983,60.46112
che,1984,60.46112
che,1985,62.03085
che,1986,62.03085
che,1987,62.34164
che,1988,62.34164
che,1989,62.34164
che,1990,68.54644
che,1991,69.05226
che,1992,69.05226
che,1993,69.05226
che,1994,69.05226
che,1995,69.46147
che,1996,69.46147
che,1997,69.46147
che,1998,70.73209
che,1999,70.73209
che,2000,75.43445
che,2001,75.43445
che,2002,75.43445
che,2003,75.73801
che,2004,75.96764
che,2005,75.96764
che,2006,74.40047
che,2007,76.31002
che,2008,76.93557
che,2009,76.31002
che,2010,77.96786
che,2011,77.96786
che,2012,77.96786
che,2013,77.96786
che,2014,77.96786
che,2015,81.61812
che,2016,80.12979
che,2017,78.15031
che,2018,82.69923
che,2019,82.69923
chl,1975,26.19852
chl,1976,26.2767
chl,1977,29.15392
chl,1978,29.15392
chl,1979,29.15392
chl,1980,29.15392
chl,1981,29.15392
chl,1982,32.58574
chl,1983,32.58574
chl,1984,32.58574
chl,1985,32.58574
chl,1986,32.58574
chl,1987,32.58574
chl,1988,32.65996
chl,1989,33.35354
chl,1990,47.37347
chl,1991,47.37347
chl,1992,47.65197
chl,1993,45.80842
chl,1994,47.89853
chl,1995,47.89853
chl,1996,47.77401
chl,1997,48.48715
chl,1998,49.13154
chl,1999,49.13154
chl,2000,60.29519
chl,2001,60.47645
chl,2002,60.72496
chl,2003,60.72496
chl,2004,60.72496
chl,2005,62.90494
chl,2006,61.94085
chl,2007,63.64745
chl,2008,63.64745
chl,2009,62.95341
chl,2010,62.46491
chl,2011,62.46491
chl,2012,62.46491
chl,2013,63.16104
chl,2014,65.38605
chl,2015,63.38683
chl,2016,59.46595
chl,2017,61.17935
chl,2018,58.45095
chl,2019,60.85272
chn,1975,45.07041
chn,1976,45.07041
chn,1977,45.07041
chn,1978,45.13812
chn,1979,45.13812
chn,1980,53.45944
chn,1981,53.17198
chn,1982,53.17198
chn,1983,53.17198
chn,1984,53.31646
chn,1985,53.31646
chn,1986,50.76139
chn,1987,50.76139
chn,1988,50.76139
chn,1989,50.76139
chn,1990,51.991
chn,1991,50.76139
chn,1992,51.991
chn,1993,51.991
chn,1994,51.991
chn,1995,52.16919
chn,1996,52.16919
chn,1997,52.16919
chn,1998,52.16919
chn,1999,52.16919
chn,2000,52.16919
chn,2001,52.16919
chn,2002,50.94526
chn,2003,50.94526
chn,2004,50.8159
chn,2005,51.01944
chn,2006,51.01944
chn,2007,49.30767
chn,2008,51.14935
chn,2009,49.42948
chn,2010,52.36884
chn,2011,52.36884
chn,2012,52.36884
chn,2013,52.27203
chn,2014,52.27203
chn,2015,52.27203
chn,2016,52.27203
chn,2017,50.88249
chn,2018,52.09921
chn,2019,50.3816
civ,1975,29.54356
civ,1976,29.54356
civ,1977,29.54356
civ,1978,29.54356
civ,1979,29.93611
civ,1980,29.15231
civ,1981,31.41103
civ,1982,31.41103
civ,1983,31.41103
civ,1984,31.41103
civ,1985,31.66757
civ,1986,31.66757
civ,1987,31.66757
civ,1988,31.66757
civ,1989,31.66757
civ,1990,38.36323
civ,1991,38.36323
civ,1992,38.36323
civ,1993,38.36323
civ,1994,41.19018
civ,1995,42.05575
civ,1996,43.59596
civ,1997,45.61884
civ,1998,45.61884
civ,1999,45.74525
civ,2000,52.51096
civ,2001,51.95722
civ,2002,51.95722
civ,2003,50.04368
civ,2004,50.04368
civ,2005,50.04368
civ,2006,50.54686
civ,2007,50.54686
civ,2008,52.158
civ,2009,52.158
civ,2010,50.54686
civ,2011,52.37375
civ,2012,50.7648
civ,2013,51.59136
civ,2014,52.80955
civ,2015,51.59136
civ,2016,51.93208
civ,2017,52.03366
civ,2018,52.31273
civ,2019,50.43503
cmr,1975,24.02801
cmr,1976,24.02801
cmr,1977,24.02801
cmr,1978,24.4916
cmr,1979,24.4916
cmr,1980,24.4916
cmr,1981,27.51236
cmr,1982,26.70334
cmr,1983,29.24673
cmr,1984,30.59299
cmr,1985,29.24673
cmr,1986,29.24673
cmr,1987,29.24673
cmr,1988,29.32389
cmr,1989,29.67365
cmr,1990,38.24586
cmr,1991,38.16804
cmr,1992,37.95069
cmr,1993,39.23909
cmr,1994,40.66496
cmr,1995,40.90641
cmr,1996,40.90627
cmr,1997,39.83441
cmr,1998,40.93746
cmr,1999,40.9363
cmr,2000,45.85934
cmr,2001,47.26347
cmr,2002,47.79976
cmr,2003,46.49726
cmr,2004,46.49726
cmr,2005,46.49726
cmr,2006,46.49726
cmr,2007,47.1942
cmr,2008,47.1942
cmr,2009,47.41723
cmr,2010,49.56905
cmr,2011,49.56905
cmr,2012,49.56905
cmr,2013,50.50263
cmr,2014,50.50263
cmr,2015,50.50263
cmr,2016,50.87606
cmr,2017,51.27763
cmr,2018,49.23364
cmr,2019,51.55971
cod,1975,22.31784
cod,1976,22.31784
cod,1977,19.94017
cod,1978,19.94017
cod,1979,20.65164
cod,1980,24.26706
cod,1981,26.25664
cod,1982,26.97016
cod,1983,26.64674
cod,1984,26.64674
cod,1985,26.64674
cod,1986,26.64674
cod,1987,25.88928
cod,1988,30.14927
cod,1989,28.96061
cod,1990,28.71629
cod,1991,28.52302
