country,time,non_net_users_num
kor,2006,10704818
kor,2007,10395380
kor,2008,9344667
kor,2009,9079931
kor,2010,8075939
kor,2011,8085719
kor,2012,7974660
kor,2013,7667653
kor,2014,6297243
kor,2015,5133132
kor,2016,3648885
kor,2017,2519359
kor,2018,2098910
kor,2019,1968282
kwt,1990,2095350
kwt,1991,2031297
kwt,1992,1912425
kwt,1993,1770992
kwt,1994,1656862
kwt,1995,1602649
kwt,1996,1612938
kwt,1997,1673067
kwt,1998,1775228
kwt,1999,1858818
kwt,2000,1907458
kwt,2001,1923406
kwt,2002,1917971
kwt,2003,1677359
kwt,2004,1695988
kwt,2005,1681623
kwt,2006,1690256
kwt,2007,1632625
kwt,2008,1540486
kwt,2009,1387952
kwt,2010,1154867
kwt,2011,1084453
kwt,2012,989586
kwt,2013,865374
kwt,2014,786170
kwt,2015,1073965
kwt,2016,855972
kwt,2017,0
kwt,2018,16549
kwt,2019,19239
lao,1990,4258471
lao,1991,4379234
lao,1992,4500346
lao,1993,4619946
lao,1994,4735837
lao,1995,4846477
lao,1998,5144104
lao,1999,5233361
lao,2000,5317789
lao,2001,5399757
lao,2002,5478531
lao,2003,5558019
lao,2004,5641734
lao,2005,5702765
lao,2006,5777682
lao,2007,5847453
lao,2008,5831975
lao,2009,5779704
lao,2010,5811726
lao,2011,5776283
lao,2012,5751889
lao,2013,5723639
lao,2014,5692933
lao,2015,5514269
lao,2016,5348661
lao,2017,5179285
lao,2018,5260082
lao,2019,5340499
lbn,1990,2803032
lbn,1991,2921700
lbn,1992,3076133
lbn,1993,3246129
lbn,1994,3403359
lbn,1995,3525852
lbn,1996,3605602
lbn,1997,3613021
lbn,1998,3592964
lbn,1999,3546252
lbn,2000,3537168
lbn,2001,3720281
lbn,2002,3889451
lbn,2003,4037308
lbn,2004,4158133
lbn,2005,4222307
lbn,2006,4045796
lbn,2007,3873946
lbn,2008,3691248
lbn,2009,3362380
lbn,2010,2789566
lbn,2011,2496971
lbn,2012,2145839
lbn,2013,1744340
lbn,2014,1690482
lbn,2015,1698497
lbn,2016,1604042
lbn,2017,1487933
lbn,2018,1496668
lbn,2019,1495861
lbr,1990,2075917
lbr,1991,2040141
lbr,1992,2001612
lbr,1993,1976701
lbr,1994,1986491
lbr,1995,2044657
lbr,1997,2326106
lbr,1998,2517369
lbr,1999,2699402
lbr,2000,2847943
lbr,2001,2952929
lbr,2002,3023738
lbr,2003,3076074
lbr,2004,3134682
lbr,2005,3217116
lbr,2006,3328179
lbr,2007,3442823
lbr,2008,3588741
lbr,2009,3679046
lbr,2010,3801856
lbr,2011,3917010
lbr,2012,4028135
lbr,2013,4112390
lbr,2014,4123659
lbr,2015,2996393
lbr,2016,4251076
lbr,2017,4326776
lbr,2018,4434206
lbr,2019,4543150
lby,1990,4436663
lby,1991,4544245
lby,1992,4650896
lby,1993,4755134
lby,1994,4854871
lby,1995,4948796
lby,1999,5268871
lby,2000,5347871
lby,2001,5423298
lby,2002,5406956
lby,2003,5462354
lby,2004,5508432
lby,2005,5571437
lby,2006,5633677
lby,2007,5692657
lby,2008,5513453
lby,2009,5471516
lby,2010,5329994
lby,2011,5372797
lby,2012,5405746
lby,2013,5277492
lby,2014,5232141
lby,2015,5197802
lby,2016,5176056
lby,2017,5148830
lby,2018,5225383
lby,2019,5302754
lca,1990,138019
lca,1991,140001
lca,1992,141758
lca,1993,143402
lca,1994,145080
lca,1995,146422
lca,1996,147839
lca,1997,149423
lca,1998,151026
lca,1999,151993
lca,2000,148758
lca,2001,145242
lca,2002,136054
lca,2003,126847
lca,2004,127199
lca,2005,128165
lca,2006,124860
lca,2007,120871
lca,2008,119008
lca,2009,118834
lca,2010,117512
lca,2011,115855
lca,2012,115143
lca,2013,113603
lca,2014,107519
lca,2015,102945
lca,2016,95903
lca,2017,89002
lca,2018,89462
lca,2019,89907
lie,1990,28790
lie,1991,29166
lie,1992,29552
lie,1993,29987
lie,1994,30415
lie,1995,30884
lie,2000,21067
lie,2001,18409
lie,2002,13733
lie,2003,14076
lie,2004,12397
lie,2005,12717
lie,2006,12516
lie,2007,12298
lie,2008,10641
lie,2009,8931
lie,2010,7199
lie,2011,5445
lie,2012,3878
lie,2013,2290
lie,2014,1783
lie,2015,1258
lie,2016,718
lie,2017,718
lie,2018,720
lie,2019,722
lka,1990,17325769
lka,1991,17535732
lka,1992,17736827
lka,1993,17924827
lka,1994,18093974
lka,1995,18241916
lka,1996,18357286
lka,1997,18440888
lka,1998,18509579
lka,1999,18598267
lka,2000,18656038
lka,2001,18761602
lka,2002,18862240
lka,2003,18943638
lka,2004,19106784
lka,2005,19194732
lka,2006,19196178
lka,2007,19072173
lka,2008,18824913
lka,2009,18356664
lka,2010,17830329
lka,2011,17338722
lka,2012,16778131
lka,2013,16137844
lka,2014,15425076
lka,2015,18378153
lka,2016,17573704
lka,2017,13920560
lka,2018,13986929
lka,2019,14049505
lso,1990,1703757
lso,1991,1742534
lso,1992,1782284
lso,1993,1822237
lso,1994,1861323
lso,1995,1898598
lso,1996,1934239
lso,1997,1967944
lso,1998,1997305
lso,1999,2018645
lso,2000,2028499
lso,2001,2030422
lso,2002,2007830
lso,2003,1987424
lso,2004,1962313
lso,2005,1944610
lso,2006,1930639
lso,2007,1918468
lso,2008,1915991
lso,2009,1916102
lso,2010,1918546
lso,2011,1863527
lso,2012,1813489
lso,2013,1724249
lso,2014,1593889
lso,2015,1544258
lso,2016,1507310
lso,2017,1484988
lso,2018,1496912
lso,2019,1508940
ltu,1990,3696035
ltu,1991,3697451
ltu,1992,3688103
ltu,1993,3670653
ltu,1994,3649142
ltu,1995,3626609
ltu,1996,3593758
ltu,1997,3544884
ltu,1998,3485031
ltu,1999,3426029
ltu,2000,3276776
ltu,2001,3224239
ltu,2002,2835396
ltu,2003,2529705
ltu,2004,2325206
ltu,2005,2132968
ltu,2006,1853168
ltu,2007,1632751
ltu,2008,1438722
ltu,2009,1274509
ltu,2010,1183305
ltu,2011,1121125
ltu,2012,998030
ltu,2013,949233
ltu,2014,828156
ltu,2015,839160
ltu,2016,740402
ltu,2017,636939
ltu,2018,568025
ltu,2019,508272
lux,1990,381780
lux,1991,386356
lux,1992,390797
lux,1993,395613
lux,1994,400437
lux,1995,401652
lux,1996,391015
lux,1997,389981
lux,1998,375812
lux,1999,356275
lux,2000,336293
lux,2001,281007
lux,2002,266946
lux,2003,203306
lux,2004,154162
lux,2005,137354
lux,2006,127996
lux,2007,100113
lux,2008,86256
lux,2009,63010
lux,2010,47640
lux,2011,51776
lux,2012,42734
lux,2013,33766
lux,2014,29555
lux,2015,20516
lux,2016,10793
lux,2017,15609
lux,2018,17757
lux,2019,18094
lva,1990,2664447
lva,1991,2649161
lva,1992,2620254
lva,1993,2582658
lva,1994,2543632
lva,1995,2508476
lva,1996,2458686
lva,1997,2402933
lva,1998,2349967
lva,1999,2302435
lva,2000,2233494
lva,2001,2188407
lva,2002,1820771
lva,2003,1683728
lva,2004,1399714
lva,2005,1216078
lva,2006,1031762
lva,2007,897480
lva,2008,794460
lva,2009,711210
lva,2010,669134
lva,2011,633316
lva,2012,556154
lva,2013,506444
lva,2014,488529
lva,2015,415504
lva,2016,397970
lva,2017,387993
lva,2018,316707
lva,2019,264360
mar,1990,24807461
mar,1991,25260407
mar,1992,25711410
mar,1993,26155204
mar,1994,26584473
mar,1995,26993253
mar,1996,27381918
mar,1997,27748568
mar,1998,28070446
mar,1999,28405538
mar,2000,28593904
mar,2001,28726873
mar,2002,28755730
mar,2003,28784154
mar,2004,26619454
mar,2005,25861524
mar,2006,24714232
mar,2007,24463481
mar,2008,21098124
mar,2009,18742374
mar,2010,15524824
mar,2011,17666964
mar,2012,14820535
mar,2013,14834910
mar,2014,14771099
mar,2015,14877621
mar,2016,14657773
mar,2017,13605490
mar,2018,12680834
mar,2019,9345416
mco,1990,29433
mco,1991,29629
mco,1992,29859
mco,1993,30145
mco,1994,30436
mco,1995,30731
mco,2000,18586
mco,2001,17326
mco,2002,17043
mco,2003,16741
mco,2004,15915
mco,2005,15072
mco,2006,13171
mco,2007,12298
mco,2008,11417
mco,2009,10532
mco,2010,8902
mco,2011,7097
mco,2012,4740
mco,2013,3432
mco,2014,2836
mco,2015,2504
mco,2016,1824
mco,2017,1131
mco,2018,1140
mco,2019,1148
mda,1990,4365562
mda,1991,4375053
mda,1992,4376804
mda,1993,4371155
mda,1994,4358754
mda,1995,4340452
mda,1996,4316025
mda,1997,4285271
mda,1998,4243738
mda,1999,4200451
mda,2000,4148745
mda,2001,4124801
mda,2002,4019988
mda,2003,3864139
mda,2004,3724933
mda,2005,3550779
mda,2006,3332742
mda,2007,3285518
mda,2008,3150882
mda,2009,2970698
mda,2010,2766283
mda,2011,2529084
mda,2012,2308128
mda,2013,1629834
mda,2014,1344224
mda,2015,1261919
mda,2016,1179144
mda,2017,969271
mda,2018,967423
mda,2019,965348
mdg,1990,11598647
mdg,1991,11942809
mdg,1992,12301338
mdg,1993,12675469
mdg,1994,13066544
mdg,1995,13475403
mdg,1996,13902183
mdg,1997,14345803
mdg,1998,14799526
mdg,1999,15256756
mdg,2000,15735841
mdg,2001,16224750
mdg,2002,16708168
mdg,2003,17206005
mdg,2004,17709463
mdg,2005,18232620
mdg,2006,18765558
mdg,2007,19307202
mdg,2008,19666534
mdg,2009,20233838
mdg,2010,20792062
mdg,2011,21330835
mdg,2012,21832668
mdg,2013,22272421
mdg,2014,22717071
mdg,2015,23222557
mdg,2016,23720934
mdg,2017,23064601
mdg,2018,23688606
mdg,2019,24326314
mdv,1990,223159
mdv,1991,229743
mdv,1992,236271
mdv,1993,242596
mdv,1994,248582
mdv,1995,254144
mdv,1996,258590
mdv,1997,263020
mdv,1998,266916
mdv,1999,270459
mdv,2000,273238
mdv,2001,275952
mdv,2002,278453
mdv,2003,284591
mdv,2004,290758
mdv,2005,297648
mdv,2006,291346
mdv,2007,280539
mdv,2008,263768
mdv,2009,265750
mdv,2010,268702
mdv,2011,251125
mdv,2012,242589
mdv,2013,232316
mdv,2014,220641
mdv,2015,207159
mdv,2016,194517
mdv,2017,182745
mdv,2018,189853
mdv,2019,195468
mex,1990,83943135
mex,1991,85507592
mex,1992,87060065
mex,1993,88600355
mex,1994,90117323
mex,1995,91569276
mex,1996,92960373
mex,1997,94017502
mex,1998,94840451
mex,1999,95674101
mex,2000,93874368
mex,2001,93239148
mex,2002,89584277
mex,2003,89783568
mex,2004,89778328
mex,2005,87761704
mex,2006,86564413
mex,2007,86452121
mex,2008,86757276
mex,2009,82840898
mex,2010,78667097
mex,2011,72684174
mex,2012,70657679
mex,2013,67184875
mex,2014,66929492
mex,2015,51873839
mex,2016,49900192
mex,2017,45104258
mex,2018,43191824
mex,2019,38183483
mhl,1990,47265
mhl,1991,48403
mhl,1992,49242
mhl,1993,49828
mhl,1994,50214
mhl,1995,50454
mhl,1996,50504
mhl,1997,50434
mhl,1998,50337
mhl,1999,49931
mhl,2000,49975
mhl,2001,50534
mhl,2002,51145
mhl,2003,52091
mhl,2004,52515
mhl,2005,53114
mhl,2006,53648
mhl,2007,53832
mhl,2008,53582
mhl,2009,53105
mhl,2010,52416
mhl,2011,50872
mhl,2012,49623
mhl,2013,48962
mhl,2014,47576
mhl,2015,46367
mhl,2016,40529
mhl,2017,35586
mhl,2018,35806
mhl,2019,36038
mkd,1990,1996218
mkd,1991,1993304
mkd,1992,1988659
mkd,1993,1984024
mkd,1994,1981713
mkd,1995,1982451
mkd,1996,1987929
mkd,1997,1989510
mkd,1998,1991874
mkd,1999,1994081
mkd,2000,1984246
mkd,2001,1971994
mkd,2002,1693850
mkd,2003,1661838
mkd,2004,1554302
mkd,2005,1515336
mkd,2006,1472664
mkd,2007,1315665
mkd,2008,1115520
mkd,2009,997893
mkd,2010,996024
mkd,2011,897386
mkd,2012,882606
mkd,2013,721640
mkd,2014,663643
mkd,2015,615895
mkd,2016,579346
mkd,2017,530559
mkd,2018,433926
mkd,2019,434030
mli,1990,8449915
mli,1991,8635528
mli,1992,8850334
mli,1993,9087173
mli,1994,9334893
mli,1995,9585660
mli,1996,9837373
mli,1997,10093345
mli,1998,10358513
mli,1999,10636454
mli,2000,10930844
mli,2001,11250649
mli,2002,11590514
mli,2003,11945502
mli,2004,12315542
mli,2005,12710729
mli,2006,13107043
mli,2007,13540878
mli,2008,13891995
mli,2009,14318961
mli,2010,14748365
mli,2011,15173272
mli,2012,15532066
mli,2013,15874109
mli,2014,15748818
mli,2015,15637347
mli,2016,15969091
mli,2017,16105813
mli,2018,16597647
mli,2019,17102480
mlt,1990,362017
mlt,1991,364991
mlt,1992,367890
mlt,1993,370774
mlt,1994,373754
mlt,1995,376045
mlt,1996,376260
mlt,1997,368710
mlt,1998,362106
mlt,1999,360314
mlt,2000,342027
mlt,2001,325470
mlt,2002,283410
mlt,2003,274027
mlt,2004,263364
mlt,2005,237778
mlt,2006,242132
mlt,2007,216570
mlt,2008,204419
mlt,2009,169315
mlt,2010,153275
mlt,2011,133588
mlt,2012,134136
mlt,2013,132472
mlt,2014,115420
mlt,2015,104228
mlt,2016,95614
mlt,2017,83156
mlt,2018,81688
mlt,2019,62628
mmr,1990,41335188
mmr,1991,41890192
mmr,1992,42401686
mmr,1993,42889992
mmr,1994,43383421
mmr,1995,43901598
mmr,1999,46181005
mmr,2000,46719627
mmr,2001,47224982
mmr,2002,47701960
mmr,2003,48137320
mmr,2004,48552670
mmr,2005,48917997
mmr,2006,49211297
mmr,2007,49513737
mmr,2008,49819797
mmr,2009,50139815
mmr,2010,50474325
mmr,2011,50490904
mmr,2012,49357155
mmr,2013,47704267
mmr,2014,46258066
mmr,2015,41235415
mmr,2016,39745017
mmr,2017,37005724
mmr,2018,37231573
mmr,2019,37465259
mne,2004,459199
mne,2005,449347
mne,2006,439301
mne,2007,428731
mne,2008,416900
mne,2009,404284
mne,2010,390174
mne,2011,402603
mne,2012,270159
mne,2013,248595
mne,2014,244394
mne,2015,199876
mne,2016,188924
mne,2017,180284
mne,2018,178815
mne,2019,166563
mng,1990,2184139
mng,1991,2217918
mng,1992,2243495
mng,1993,2263196
mng,1994,2280475
mng,1995,2297815
mng,1996,2316150
mng,1997,2333111
mng,1998,2352232
mng,1999,2364146
mng,2000,2367314
mng,2001,2379592
mng,2002,2393429
mng,2003,2418413
mng,2004,2445478
mng,2005,2474901
mng,2006,2506664
mng,2007,2360375
mng,2008,2373973
mng,2009,2406415
mng,2010,2442472
mng,2011,2424062
mng,2012,2361448
mng,2013,2371707
mng,2014,2353782
mng,2015,2323786
mng,2016,2375835
mng,2017,2375375
mng,2018,2418420
mng,2019,1577751
moz,1990,12987292
moz,1991,13328029
moz,1992,13805999
moz,1993,14370950
moz,1994,14948050
moz,1995,15483277
moz,1996,15959959
moz,1997,16395233
moz,1998,16810550
moz,1999,17234476
moz,2000,17692514
moz,2001,18192723
moz,2002,18715433
moz,2003,19249996
moz,2004,19775267
moz,2005,20318836
moz,2006,20902412
moz,2007,21476092
moz,2008,21929081
moz,2009,22281140
moz,2010,22550301
moz,2011,23147438
moz,2012,23370913
moz,2013,23696366
moz,2014,23858318
moz,2015,22462844
moz,2016,22953792
moz,2017,25784106
moz,2018,26546408
moz,2019,27329439
mrt,1990,2034347
mrt,1991,2087914
mrt,1992,2142645
mrt,1993,2198538
mrt,1994,2255520
mrt,1995,2313630
mrt,1997,2433465
mrt,1998,2495204
mrt,1999,2558549
mrt,2000,2625166
mrt,2001,2695340
mrt,2002,2768006
mrt,2003,2845036
mrt,2004,2925094
mrt,2005,3003937
mrt,2006,3081422
mrt,2007,3156600
mrt,2008,3234597
mrt,2009,3316038
mrt,2010,3354432
mrt,2011,3436707
mrt,2012,3521227
mrt,2013,3580812
mrt,2014,3510288
mrt,2015,3431302
mrt,2016,3414096
mrt,2017,3391762
mrt,2018,3487379
mrt,2019,3584308
mus,1990,1055869
mus,1991,1068433
mus,1992,1082948
mus,1993,1098604
mus,1994,1114146
mus,1995,1128676
mus,1996,1139853
mus,1997,1148652
mus,1998,1135399
mus,1999,1120881
mus,2000,1098850
mus,2001,1089075
mus,2002,1078589
mus,2003,1061651
mus,2004,1049254
mus,2005,1036604
mus,2006,1022998
mus,2007,984397
mus,2008,968979
mus,2009,963973
mus,2010,894408
mus,2011,813824
mus,2012,809503
mus,2013,751808
mus,2014,694016
mus,2015,627974
mus,2016,603284
mus,2017,563925
mus,2018,524662
mus,2019,457082
mwi,1990,9404499
mwi,1991,9600361
mwi,1992,9685974
mwi,1993,9710335
mwi,1994,9745695
mwi,1995,9844418
mwi,1997,10264427
mwi,1998,10550440
mwi,1999,10844851
mwi,2000,11134617
mwi,2001,11413250
mwi,2002,11688467
mwi,2003,11966725
mwi,2004,12259088
mwi,2005,12577405
mwi,2006,12918537
mwi,2007,13212944
mwi,2008,13631804
mwi,2009,13976990
mwi,2010,14211014
mwi,2011,14463879
mwi,2012,14726191
mwi,2013,15039403
mwi,2014,15339869
mwi,2015,15857804
mwi,2016,15231810
mwi,2017,15234852
mwi,2018,15642681
mwi,2019,16061298
mys,1990,18029824
mys,1991,18519941
mys,1992,19002461
mys,1993,19479925
mys,1994,19957609
mys,1995,20457759
mys,1996,20838540
mys,1997,21065252
mys,1998,20621517
mys,1999,19872708
mys,2000,18234231
mys,2001,17379730
mys,2002,16379833
mys,2003,16061347
mys,2004,14547019
mys,2005,13197474
mys,2006,12671789
mys,2007,11837123
mys,2008,12038313
mys,2009,12231152
mys,2010,12326908
mys,2011,11173875
mys,2012,9941321
mys,2013,12654692
mys,2014,10851912
mys,2015,8759176
mys,2016,6508736
mys,2017,6177229
mys,2018,5926734
mys,2019,5043849
nam,1990,1432899
nam,1991,1476399
nam,1992,1516951
nam,1993,1555098
nam,1994,1591826
nam,1995,1627766
nam,1996,1663228
nam,1997,1697031
nam,1998,1726670
nam,1999,1757931
nam,2000,1765067
nam,2001,1779589
nam,2002,1802756
nam,2003,1815978
nam,2004,1835153
nam,2005,1860589
nam,2006,1884602
nam,2007,1909489
nam,2008,1934490
nam,2009,1945771
nam,2010,1873087
nam,2011,1897894
nam,2012,1910742
nam,2013,1923049
nam,2014,1936050
nam,2015,1720252
nam,2016,1626265
nam,2017,1177285
nam,2018,1199667
nam,2019,1222317
ner,1990,8026592
ner,1991,8288739
ner,1992,8566773
ner,1993,8860297
ner,1994,9168316
ner,1995,9490289
ner,1996,9826498
ner,1997,10177992
ner,1998,10545413
ner,1999,10926847
ner,2000,11327452
ner,2001,11739003
ner,2002,12174488
ner,2003,12628290
ner,2004,13100983
ner,2005,13594317
ner,2006,14102381
ner,2007,14628074
ner,2008,15144157
ner,2009,15722723
ner,2010,16327374
ner,2011,16960737
ner,2012,17608359
ner,2013,18291488
ner,2014,18999934
ner,2015,19506378
ner,2016,19890140
ner,2017,19393695
ner,2018,21264472
ner,2019,22086792
nga,1990,95212454
nga,1991,97667632
nga,1992,100161708
nga,1993,102700751
nga,1994,105293701
nga,1995,107948339
nga,1996,110659009
nga,1997,113438104
nga,1998,116290414
nga,1999,119211112
nga,2000,122205493
nga,2001,125281315
nga,2002,128183977
nga,2003,131163869
nga,2004,133580010
nga,2005,133936472
nga,2006,134634499
nga,2007,136432755
nga,2008,138248052
nga,2009,139972720
nga,2010,140275335
nga,2011,140337979
nga,2012,140304966
nga,2013,138958548
nga,2014,139359895
nga,2015,115927971
nga,2016,138224249
nga,2017,110706483
nga,2018,113607317
nga,2019,116558890
nic,1990,4173435
nic,1991,4267570
nic,1992,4364514
nic,1993,4462496
nic,1994,4558410
nic,1995,4650787
nic,1996,4737584
nic,1997,4817703
nic,1998,4895723
nic,1999,4966191
nic,2000,5019620
nic,2001,5070821
nic,2002,5129827
nic,2003,5192602
nic,2004,5240428
nic,2005,5299116
nic,2006,5359065
nic,2007,5372053
nic,2008,5367062
nic,2009,5326114
nic,2010,5241652
nic,2011,5277313
nic,2012,5174888
nic,2013,5122780
nic,2014,5061613
nic,2015,4996989
nic,2016,4754971
nic,2017,4605834
nic,2018,4664019
nic,2019,4721729
nld,1990,14915400
nld,1991,14984455
nld,1992,14965665
nld,1993,14967670
nld,1994,14868501
nld,1995,14466593
nld,1996,14061543
nld,1997,13453460
nld,1998,12243219
nld,1999,9631800
nld,2000,8921150
nld,2001,8109474
nld,2002,6236318
nld,2003,5775638
nld,2004,5127205
nld,2005,3109759
nld,2006,2679735
nld,2007,2340643
nld,2008,2084268
nld,2009,1724156
nld,2010,1548176
nld,2011,1436137
nld,2012,1198938
nld,2013,1017954
nld,2014,1407704
nld,2015,1401813
nld,2016,1628335
nld,2017,1157911
nld,2018,902092
nld,2019,1147456
nor,1990,4217245
nor,1991,4209377
nor,1992,4197543
nor,1993,4196611
nor,1994,4161333
nor,1995,4086494
nor,1996,3591442
nor,1997,3517741
nor,1998,3444128
nor,1999,2684405
nor,2000,2159700
nor,2001,1628330
nor,2002,1234698
nor,2003,999480
nor,2004,1025861
nor,2005,834288
nor,2006,815436
nor,2007,616826
nor,2008,449907
nor,2009,382286
nor,2010,322957
nor,2011,322137
nor,2012,268234
nor,2013,251261
nor,2014,190264
nor,2015,165859
nor,2016,141870
nor,2017,192913
nor,2018,187272
nor,2019,107577
npl,1990,18905480
npl,1991,19405506
npl,1992,19938322
npl,1993,20489973
npl,1994,21040899
npl,1995,21575874
npl,1996,22089356
npl,1997,22579804
npl,1998,23043027
npl,1999,23475489
npl,2000,23892103
npl,2001,24288676
npl,2002,24648245
npl,2003,24984868
npl,2004,25304990
npl,2005,25531709
npl,2006,25769164
npl,2007,26010592
npl,2008,26205249
npl,2009,26353925
npl,2010,24871060
npl,2011,24607510
npl,2012,23980058
npl,2013,23336861
npl,2014,22751698
npl,2015,22265358
npl,2016,21895588
npl,2017,18237570
npl,2018,18543170
npl,2019,18881752
nru,1990,9506
nru,1991,9766
nru,1992,10030
nru,1993,10287
nru,1994,10496
nru,1995,10626
nru,2001,9914
nru,2002,9800
nru,2003,9692
nru,2004,9610
nru,2005,9554
nru,2006,9533
nru,2011,4632
nru,2012,4663
nru,2013,4696
nru,2014,4733
nru,2015,4772
nru,2016,4818
nru,2017,4548
nru,2018,4592
nru,2019,4629
nzl,1990,3398175
nzl,1991,3446171
nzl,1992,3493177
nzl,1993,3541974
nzl,1994,3508461
nzl,1995,3495447
nzl,1996,3418406
nzl,1997,3204455
nzl,1998,2586866
nzl,1999,2233815
nzl,2000,2030617
nzl,2001,1827314
nzl,2002,1621711
nzl,2003,1570117
nzl,2004,1556779
nzl,2005,1541651
nzl,2006,1297623
nzl,2007,1280073
nzl,2008,1196600
nzl,2009,877638
nzl,2010,853910
nzl,2011,829385
nzl,2012,820209
nzl,2013,778089
nzl,2014,662291
nzl,2015,543457
nzl,2016,537204
nzl,2017,432065
nzl,2018,435842
nzl,2019,439511
omn,1990,1812158
omn,1991,1893761
omn,1992,1983272
omn,1993,2072106
omn,1994,2148416
omn,1995,2204267
omn,1996,2236652
omn,1997,2239865
omn,1998,2232432
omn,1999,2198172
omn,2000,2188131
omn,2001,2159698
omn,2002,2174376
omn,2003,2213030
omn,2004,2280235
omn,2005,2343412
omn,2006,2366558
omn,2007,2213947
omn,2008,2200765
omn,2009,2105368
omn,2010,1951756
omn,2011,1690573
omn,2012,1399212
omn,2013,1263092
omn,2014,1199317
omn,2015,1129565
omn,2016,1037145
omn,2017,924525
omn,2018,956932
omn,2019,377681
pak,1990,107647918
pak,1991,110778655
pak,1992,113911126
pak,1993,117086680
pak,1994,120362764
pak,1995,123776683
pak,1996,127345483
pak,1997,131021327
pak,1998,134783973
pak,1999,138547886
pak,2000,142264786
pak,2001,144053610
pak,2002,145695156
pak,2003,145375689
pak,2004,147007385
pak,2005,150153028
pak,2006,153361155
pak,2007,156397155
pak,2008,159633555
pak,2009,162361189
pak,2010,165070672
pak,2011,166839553
pak,2012,168627025
pak,2013,170413372
pak,2014,171868411
pak,2015,171507180
pak,2016,178410798
pak,2017,175659957
pak,2018,179311681
pak,2019,179595668
pan,1990,2470946
pan,1991,2523115
pan,1992,2575949
pan,1993,2629584
pan,1994,2683912
pan,1995,2738129
pan,1996,2790139
pan,1997,2838523
pan,1998,2832210
pan,1999,2857196
pan,2000,2831701
pan,2001,2865074
pan,2002,2880944
pan,2003,2888554
pan,2004,2905120
pan,2005,2947779
pan,2006,2803231
pan,2007,2683848
pan,2008,2327024
pan,2009,2180458
pan,2010,2181972
pan,2011,2123812
pan,2012,2250997
pan,2013,2146700
pan,2014,2148842
pan,2015,1936409
pan,2016,1857054
pan,2017,1730381
pan,2018,1759919
pan,2019,1544498
per,1990,22071433
per,1991,22522383
per,1992,22966822
per,1993,23408135
per,1994,23849377
per,1995,24291049
per,1996,24692873
per,1997,25109248
per,1998,25352641
per,1999,25569116
per,2000,25645922
per,2001,24768235
per,2002,24670834
per,2003,24197040
per,2004,23729210
per,2005,23101030
per,2006,22284930
per,2007,21193121
per,2008,19830819
per,2009,19751767
per,2010,18934756
per,2011,18726235
per,2012,18235196
per,2013,18102583
per,2014,17994042
per,2015,18022650
per,2016,16866534
per,2017,16122247
per,2018,15182009
per,2019,13020277
phl,1990,61895169
phl,1991,63454785
phl,1992,65020124
phl,1993,66593904
phl,1994,68176861
phl,1995,69764139
phl,1996,71361797
phl,1997,72930890
phl,1998,73848071
phl,1999,75233237
phl,2000,76445765
phl,2001,77661918
phl,2002,77840289
phl,2003,79017579
phl,2004,80268637
phl,2005,81666671
phl,2006,82843347
phl,2007,84067975
phl,2008,85247865
phl,2009,84096887
phl,2010,70475088
phl,2011,67854735
phl,2012,61987542
phl,2013,51315327
phl,2014,50658621
phl,2015,65352452
phl,2016,46130396
phl,2017,42011534
phl,2018,42602113
phl,2019,61597716
plw,1990,15063
plw,1991,15442
plw,1992,15859
plw,1993,16285
plw,1994,16735
plw,1995,17158
plw,2002,15666
plw,2003,15532
plw,2004,14504
plw,2005,14448
plw,2006,14274
plw,2007,13992
plw,2008,13662
plw,2009,13357
png,1990,4615843
png,1991,4725543
png,1992,4836216
png,1993,4949053
png,1994,5065664
png,1995,5187063
png,1996,5314148
png,1997,5441154
png,1998,5568652
png,1999,5678033
png,2000,5798748
png,2001,5920610
png,2002,6018018
png,2003,6137844
png,2004,6258431
png,2005,6383437
png,2006,6530272
png,2007,6686593
png,2008,6895974
png,2009,7029743
png,2010,7216937
png,2011,7322752
png,2012,7363918
png,2013,7391180
png,2014,7430195
png,2015,7467258
png,2016,7477549
png,2017,7492201
png,2018,7641624
png,2019,7792386
pol,1990,37960193
pol,1991,38080948
pol,1992,38177677
pol,1993,38251572
pol,1994,38240096
pol,1995,38209525
pol,1996,38010895
pol,1997,37745622
pol,1998,36982184
pol,1999,36463435
pol,2000,35747678
pol,2001,34714898
pol,2002,30348293
pol,2003,28881340
pol,2004,25908178
pol,2005,23477965
pol,2006,21256035
pol,2007,19713616
pol,2008,17977826
pol,2009,15735794
pol,2010,14442663
pol,2011,14568137
pol,2012,14407769
pol,2013,14176018
pol,2014,12722426
pol,2015,12172045
pol,2016,10142855
pol,2017,9114303
pol,2018,8516543
pol,2019,5866353
prk,1990,20293057
prk,1991,20609151
prk,1992,20937407
prk,1993,21265832
prk,1994,21577979
prk,1995,21862300
prk,1997,22335263
prk,1998,22536754
prk,1999,22731470
prk,2000,22929078
prk,2001,23132982
prk,2002,23339453
prk,2003,23542434
prk,2004,23732740
prk,2005,23904167
prk,2006,24054866
prk,2007,24188330
prk,2008,24310143
prk,2009,24428340
prk,2010,24548840
prk,2011,24673392
prk,2012,24800638
prk,2013,24929500
prk,2014,25057793
prk,2015,25183832
prk,2016,25307665
prk,2017,25429816
prk,2019,25666158
prt,1990,9895358
prt,1991,9906113
prt,1992,9926384
prt,1993,9951641
prt,1994,9972818
prt,1995,9940524
