country,time,pisec_idea
cod,1990,20.87654
cod,1991,21.39015
cod,1992,20.73201
cod,1993,19.85953
cod,1994,20.06588
cod,1995,21.31573
cod,1996,22.42679
cod,1997,22.42679
cod,1998,25.06754
cod,1999,25.46917
cod,2000,27.15285
cod,2001,25.97796
cod,2002,26.78777
cod,2003,26.57348
cod,2004,27.84174
cod,2005,27.68456
cod,2006,27.17583
cod,2007,26.81421
cod,2008,26.81421
cod,2009,28.4518
cod,2010,29.38389
cod,2011,29.58662
cod,2012,28.99185
cod,2013,26.81965
cod,2014,27.26855
cod,2015,27.26855
cod,2016,26.49112
cod,2017,24.41006
cod,2018,24.94612
cod,2019,34.00957
cog,1975,23.66548
cog,1976,25.65322
cog,1977,25.65322
cog,1978,25.90877
cog,1979,25.65322
cog,1980,25.65322
cog,1981,27.87565
cog,1982,27.45961
cog,1983,27.45961
cog,1984,27.74569
cog,1985,27.5735
cog,1986,28.11231
cog,1987,27.1017
cog,1988,28.11231
cog,1989,28.11231
cog,1990,33.74129
cog,1991,38.89243
cog,1992,37.33825
cog,1993,34.1527
cog,1994,36.47643
cog,1995,38.07961
cog,1996,38.07961
cog,1997,24.60808
cog,1998,24.77134
cog,1999,22.23715
cog,2000,27.47291
cog,2001,28.04476
cog,2002,25.34767
cog,2003,27.68887
cog,2004,30.04286
cog,2005,28.388
cog,2006,28.04476
cog,2007,27.61654
cog,2008,28.04476
cog,2009,29.76
cog,2010,29.36793
cog,2011,28.43327
cog,2012,28.04166
cog,2013,25.68399
cog,2014,25.14952
cog,2015,22.10429
cog,2016,21.92958
cog,2017,20.244
cog,2018,21.35359
cog,2019,23.11432
col,1975,33.35877
col,1976,34.40637
col,1977,34.40637
col,1978,26.01388
col,1979,25.15535
col,1980,25.15535
col,1981,24.31513
col,1982,27.09613
col,1983,34.52832
col,1984,35.08098
col,1985,35.08098
col,1986,31.82623
col,1987,30.7155
col,1988,30.42308
col,1989,30.84137
col,1990,29.21246
col,1991,33.08799
col,1992,33.34442
col,1993,32.1115
col,1994,33.17971
col,1995,31.95768
col,1996,31.95768
col,1997,31.21262
col,1998,30.87399
col,1999,31.40379
col,2000,31.21262
col,2001,31.40379
col,2002,29.58448
col,2003,34.66967
col,2004,34.76593
col,2005,35.40421
col,2006,35.40421
col,2007,35.40421
col,2008,35.40421
col,2009,36.71486
col,2010,38.68629
col,2011,42.8853
col,2012,42.71753
col,2013,41.94291
col,2014,43.17609
col,2015,43.17609
col,2016,44.70638
col,2017,44.7111
col,2018,42.699
col,2019,39.15962
cpv,1975,43.0864
cpv,1976,53.82936
cpv,1977,54.04909
cpv,1978,54.04909
cpv,1979,55.46528
cpv,1980,55.46528
cpv,1981,54.04909
cpv,1982,54.04909
cpv,1983,55.46528
cpv,1984,55.46528
cpv,1985,55.46528
cpv,1986,55.46528
cpv,1987,57.49119
cpv,1988,59.00574
cpv,1989,57.85541
cpv,1990,68.53568
cpv,1991,73.47441
cpv,1992,73.47441
cpv,1993,73.47441
cpv,1994,73.47441
cpv,1995,73.47441
cpv,1996,73.47441
cpv,1997,73.47441
cpv,1998,73.47441
cpv,1999,73.47441
cpv,2000,73.47441
cpv,2001,73.31862
cpv,2002,71.72438
cpv,2003,73.31862
cpv,2004,73.31862
cpv,2005,71.72438
cpv,2006,73.31862
cpv,2007,71.72438
cpv,2008,71.72438
cpv,2009,71.72438
cpv,2010,71.72438
cpv,2011,71.72438
cpv,2012,73.31862
cpv,2013,70.22093
cpv,2014,70.93881
cpv,2015,69.57328
cpv,2016,69.57328
cpv,2017,70.22151
cpv,2018,71.80071
cpv,2019,70.93895
cri,1975,69.87403
cri,1976,71.01042
cri,1977,71.01042
cri,1978,71.01042
cri,1979,71.01042
cri,1980,74.03732
cri,1981,60.72108
cri,1982,60.72108
cri,1983,60.72108
cri,1984,59.51024
cri,1985,60.32603
cri,1986,71.08049
cri,1987,71.08049
cri,1988,71.08049
cri,1989,71.08049
cri,1990,71.78133
cri,1991,74.2654
cri,1992,71.71688
cri,1993,74.2654
cri,1994,73.0278
cri,1995,73.55019
cri,1996,73.55019
cri,1997,73.55019
cri,1998,73.55019
cri,1999,73.55019
cri,2000,72.12301
cri,2001,73.55019
cri,2002,73.55019
cri,2003,73.55019
cri,2004,72.15309
cri,2005,76.08119
cri,2006,76.08119
cri,2007,75.38133
cri,2008,74.45839
cri,2009,74.45839
cri,2010,79.46526
cri,2011,74.62041
cri,2012,81.81003
cri,2013,77.7393
cri,2014,78.4221
cri,2015,80.35486
cri,2016,78.4025
cri,2017,78.20638
cri,2018,59.0888
cri,2019,75.26813
cub,1975,54.52307
cub,1976,53.59747
cub,1977,53.13286
cub,1978,53.13286
cub,1979,53.59747
cub,1980,53.59747
cub,1981,52.67636
cub,1982,52.17428
cub,1983,52.08652
cub,1984,52.17428
cub,1985,51.90646
cub,1986,50.70631
cub,1987,51.39548
cub,1988,52.24974
cub,1989,51.90646
cub,1990,51.57443
cub,1991,52.24974
cub,1992,51.90646
cub,1993,51.50296
cub,1994,51.9327
cub,1995,51.9327
cub,1996,51.9327
cub,1997,52.12214
cub,1998,51.03955
cub,1999,51.37465
cub,2000,50.93675
cub,2001,52.36124
cub,2002,51.82678
cub,2003,51.37465
cub,2004,51.37465
cub,2005,51.37465
cub,2006,51.82678
cub,2007,51.50296
cub,2008,50.69671
cub,2009,51.82678
cub,2010,53.01711
cub,2011,52.53065
cub,2012,53.55239
cub,2013,54.50361
cub,2014,54.50361
cub,2015,54.50361
cub,2016,56.56264
cub,2017,58.86928
cub,2018,55.93661
cub,2019,53.76639
cyp,1975,51.36613
cyp,1976,51.70059
cyp,1977,52.75919
cyp,1978,51.36613
cyp,1979,52.75919
cyp,1980,57.22031
cyp,1981,58.13008
cyp,1982,58.70705
cyp,1983,58.70705
cyp,1984,57.31816
cyp,1985,57.61562
cyp,1986,57.58334
cyp,1987,57.0455
cyp,1988,57.67634
cyp,1989,58.06168
cyp,1990,57.52339
cyp,1991,56.46364
cyp,1992,58.50609
cyp,1993,56.66923
cyp,1994,58.12281
cyp,1995,56.34678
cyp,1996,58.50609
cyp,1997,56.88943
cyp,1998,57.26549
cyp,1999,57.45313
cyp,2000,60.75604
cyp,2001,59.95404
cyp,2002,59.50463
cyp,2003,59.95404
cyp,2004,60.546
cyp,2005,61.02578
cyp,2006,61.02578
cyp,2007,61.19296
cyp,2008,62.88789
cyp,2009,64.66884
cyp,2010,64.66884
cyp,2011,64.11603
cyp,2012,64.11603
cyp,2013,75.63596
cyp,2014,72.43456
cyp,2015,72.43456
cyp,2016,75.63596
cyp,2017,74.03933
cyp,2018,75.97836
cyp,2019,73.13514
cze,1975,38.89118
cze,1976,38.72486
cze,1977,38.72486
cze,1978,38.72486
cze,1979,38.72486
cze,1980,38.72486
cze,1981,38.17863
cze,1982,39.36989
cze,1983,40.36535
cze,1984,40.35232
cze,1985,40.83322
cze,1986,40.35232
cze,1987,40.83322
cze,1988,40.35232
cze,1989,41.16151
cze,1990,83.54806
cze,1991,82.6798
cze,1992,82.6798
cze,1993,82.6798
cze,1994,80.98462
cze,1995,80.73122
cze,1996,83.54806
cze,1997,83.54806
cze,1998,80.98423
cze,1999,82.6798
cze,2000,80.98423
cze,2001,80.8793
cze,2002,82.6798
cze,2003,80.24411
cze,2004,77.39979
cze,2005,78.41142
cze,2006,85.23225
cze,2007,84.40304
cze,2008,84.40304
cze,2009,84.40304
cze,2010,86.58366
cze,2011,86.58366
cze,2012,86.58366
cze,2013,82.99189
cze,2014,81.24467
cze,2015,81.24467
cze,2016,76.835
cze,2017,76.26557
cze,2018,76.70954
cze,2019,75.19608
deu,1975,76.15676
deu,1976,76.96118
deu,1977,76.96118
deu,1978,76.96118
deu,1979,76.96118
deu,1980,78.02298
deu,1981,79.24995
deu,1982,77.41188
deu,1983,79.24995
deu,1984,77.7762
deu,1985,76.99033
deu,1986,78.70485
deu,1987,78.70485
deu,1988,75.97157
deu,1989,77.7762
deu,1990,91.22766
deu,1991,95.67157
deu,1992,91.28785
deu,1993,91.22766
deu,1994,100
deu,1995,93.63327
deu,1996,100
deu,1997,100
deu,1998,100
deu,1999,89.04959
deu,2000,100
deu,2001,87.37724
deu,2002,91.22766
deu,2003,88.29172
deu,2004,87.37724
deu,2005,95.67157
deu,2006,94.12811
deu,2007,95.67157
deu,2008,91.22766
deu,2009,95.67157
deu,2010,90.12775
deu,2011,90.12775
deu,2012,94.12811
deu,2013,77.27838
deu,2014,77.27838
deu,2015,77.27838
deu,2016,76.80754
deu,2017,76.2889
deu,2018,76.2889
deu,2019,76.69918
dnk,1975,96.13376
dnk,1976,96.54649
dnk,1977,96.54649
dnk,1978,96.54649
dnk,1979,96.54649
dnk,1980,96.54649
dnk,1981,97.64777
dnk,1982,97.64777
dnk,1983,97.64777
dnk,1984,100
dnk,1985,100
dnk,1986,100
dnk,1987,100
dnk,1988,100
dnk,1989,100
dnk,1990,100
dnk,1991,100
dnk,1992,100
dnk,1993,100
dnk,1994,100
dnk,1995,100
dnk,1996,100
dnk,1997,100
dnk,1998,100
dnk,1999,100
dnk,2000,93.50993
dnk,2001,95.67157
dnk,2002,95.67157
dnk,2003,94.12811
dnk,2004,93.40505
dnk,2005,93.40505
dnk,2006,93.40505
dnk,2007,88.78002
dnk,2008,93.40505
dnk,2009,89.56087
dnk,2010,93.40505
dnk,2011,93.40505
dnk,2012,93.40505
dnk,2013,76.39047
dnk,2014,76.39047
dnk,2015,82.13965
dnk,2016,82.13965
dnk,2017,82.13965
dnk,2018,82.13965
dnk,2019,77.15317
dom,1975,23.11834
dom,1976,24.67617
dom,1977,24.67617
dom,1978,25.07985
dom,1979,52.65302
dom,1980,52.65302
dom,1981,54.35857
dom,1982,53.29418
dom,1983,56.02346
dom,1984,47.61041
dom,1985,48.88701
dom,1986,47.82949
dom,1987,45.90725
dom,1988,45.80207
dom,1989,45.57852
dom,1990,44.45105
dom,1991,44.45105
dom,1992,43.71537
dom,1993,44.8686
dom,1994,42.21141
dom,1995,46.36849
dom,1996,46.76227
dom,1997,56.29867
dom,1998,57.10441
dom,1999,56.98626
dom,2000,56.98626
dom,2001,57.4867
dom,2002,58.00023
dom,2003,57.4867
dom,2004,57.4867
dom,2005,58.10808
dom,2006,58.34477
dom,2007,58.58827
dom,2008,58.22597
dom,2009,57.96642
dom,2010,59.2653
dom,2011,58.66863
dom,2012,59.62243
dom,2013,59.07351
dom,2014,59.07351
dom,2015,58.10808
dom,2016,58.58827
dom,2017,56.34066
dom,2018,58.59039
dom,2019,59.3841
dza,1975,40.77089
dza,1976,41.70671
dza,1977,41.70671
dza,1978,40.77089
dza,1979,44.5014
dza,1980,45.55254
dza,1981,47.46724
dza,1982,47.81135
dza,1983,47.46724
dza,1984,45.33101
dza,1985,48.16172
dza,1986,47.53674
dza,1987,46.70748
dza,1988,44.4253
dza,1989,45.24587
dza,1990,40.34377
dza,1991,38.22514
dza,1992,35.50262
dza,1993,35.12971
dza,1994,34.99849
dza,1995,34.30087
dza,1996,35.40872
dza,1997,34.25349
dza,1998,35.96785
dza,1999,45.77734
dza,2000,47.16
dza,2001,47.16
dza,2002,46.32132
dza,2003,46.1422
dza,2004,48.28172
dza,2005,48.64644
dza,2006,47.07345
dza,2007,48.5824
dza,2008,49.22567
dza,2009,50.96391
dza,2010,49.22567
dza,2011,49.35531
dza,2012,50.3992
dza,2013,48.91309
dza,2014,47.52112
dza,2015,48.91309
dza,2016,45.81893
dza,2017,46.29726
dza,2018,45.61794
dza,2019,44.28977
ecu,1975,37.25852
ecu,1976,38.17487
ecu,1977,38.17487
ecu,1978,40.18454
ecu,1979,44.99484
ecu,1980,49.30507
ecu,1981,49.25343
ecu,1982,50.42688
ecu,1983,50.55609
ecu,1984,40.18665
ecu,1985,37.92607
ecu,1986,38.62786
ecu,1987,38.62786
ecu,1988,45.1789
ecu,1989,52.84041
ecu,1990,50.33434
ecu,1991,51.87733
ecu,1992,49.52075
ecu,1993,49.44692
ecu,1994,52.07694
ecu,1995,51.43382
ecu,1996,50.88388
ecu,1997,50.33434
ecu,1998,52.07894
ecu,1999,49.69872
ecu,2000,51.1806
ecu,2001,50.07995
ecu,2002,50.67355
ecu,2003,49.69872
ecu,2004,52.13114
ecu,2005,51.51651
ecu,2006,54.46413
ecu,2007,63.3961
ecu,2008,63.3961
ecu,2009,63.3961
ecu,2010,61.76197
ecu,2011,60.2162
ecu,2012,60.70662
ecu,2013,59.13137
ecu,2014,59.13137
ecu,2015,59.2706
ecu,2016,59.47549
ecu,2017,65.83498
ecu,2018,68.99441
ecu,2019,67.03529
egy,1975,31.5724
egy,1976,33.03679
egy,1977,31.34736
egy,1978,31.34736
egy,1979,31.34736
egy,1980,31.65016
egy,1981,31.54024
egy,1982,31.0419
egy,1983,31.0419
egy,1984,31.83377
egy,1985,32.69528
egy,1986,31.0947
egy,1987,31.47016
egy,1988,30.38496
egy,1989,30.38496
egy,1990,29.98125
egy,1991,30.24799
egy,1992,30.56241
egy,1993,29.46471
egy,1994,29.7749
egy,1995,30.31842
egy,1996,30.40772
egy,1997,29.99417
egy,1998,31.12418
egy,1999,30.38145
egy,2000,30.75929
egy,2001,30.08311
egy,2002,29.82118
egy,2003,30.06046
egy,2004,30.06046
egy,2005,28.90519
egy,2006,28.90519
egy,2007,30.08311
egy,2008,29.4302
egy,2009,29.4302
egy,2010,28.44232
egy,2011,30.68945
egy,2012,34.7329
egy,2013,22.84225
egy,2014,21.71937
egy,2015,17.47136
egy,2016,17.47136
egy,2017,18.34846
egy,2018,19.40168
egy,2019,23.15243
eri,1993,33.5609
eri,1994,33.7093
eri,1995,33.48767
eri,1996,31.14931
eri,1997,31.40558
eri,1998,29.56032
eri,1999,28.70283
eri,2000,27.00648
eri,2001,17.11447
eri,2002,17.14408
eri,2003,15.95279
eri,2004,16.3375
eri,2005,15.36119
eri,2006,14.18654
eri,2007,14.18654
eri,2008,11.8391
eri,2009,14.18654
eri,2010,11.8391
eri,2011,11.8391
eri,2012,13.33788
eri,2013,16.96554
eri,2014,16.05811
eri,2015,14.85739
eri,2016,17.75384
eri,2017,20.56291
eri,2018,23.47418
eri,2019,24.66291
esp,1975,30.341
esp,1976,35.83035
esp,1977,45.63809
esp,1978,51.18844
esp,1979,51.18844
esp,1980,50.11304
esp,1981,50.223
esp,1982,49.31265
esp,1983,52.18928
esp,1984,51.82278
esp,1985,51.22418
esp,1986,51.86893
esp,1987,66.49087
esp,1988,68.10019
esp,1989,67.28088
esp,1990,67.56476
esp,1991,68.47815
esp,1992,68.79075
esp,1993,66.81335
esp,1994,66.37852
esp,1995,66.37852
esp,1996,73.0384
esp,1997,73.0384
esp,1998,73.15219
esp,1999,72.79022
esp,2000,74.17968
esp,2001,72.91713
esp,2002,72.5829
esp,2003,72.97432
esp,2004,73.20244
esp,2005,73.0384
esp,2006,73.55152
esp,2007,72.97432
esp,2008,73.0384
esp,2009,74.59457
esp,2010,74.47888
esp,2011,74.37024
esp,2012,75.57495
esp,2013,83.50427
esp,2014,82.88112
esp,2015,73.19215
esp,2016,71.90529
esp,2017,69.33657
esp,2018,71.90529
esp,2019,73.47489
est,1991,64.15331
est,1992,65.6249
est,1993,64.30347
est,1994,64.30347
est,1995,66.34395
est,1996,75.946
est,1997,75.946
est,1998,77.55087
est,1999,77.84053
est,2000,80.93084
est,2001,79.59177
est,2002,78.16233
est,2003,79.59177
est,2004,79.59177
est,2005,79.59177
est,2006,79.59177
est,2007,78.16233
est,2008,79.59177
est,2009,79.59177
est,2010,81.15767
est,2011,81.15767
est,2012,80.54644
est,2013,81.15767
est,2014,81.15767
est,2015,81.15767
est,2016,77.58092
est,2017,74.76296
est,2018,79.54683
est,2019,79.54683
eth,1975,16.3841
eth,1976,16.42377
eth,1977,16.42377
eth,1978,15.06806
eth,1979,16.42377
eth,1980,15.06806
eth,1981,15.18349
eth,1982,15.18349
eth,1983,15.18349
eth,1984,16.99105
eth,1985,16.6602
eth,1986,14.12647
eth,1987,14.12647
eth,1988,14.12647
eth,1989,15.22359
eth,1990,13.85543
eth,1991,27.67426
eth,1992,33.34636
eth,1993,34.203
eth,1994,32.87786
eth,1995,33.60023
eth,1996,35.66883
eth,1997,35.84177
eth,1998,35.14418
eth,1999,34.08083
eth,2000,34.85451
eth,2001,34.93999
eth,2002,33.21915
eth,2003,32.84032
eth,2004,33.24792
eth,2005,32.5654
eth,2006,32.84032
eth,2007,32.84032
eth,2008,33.21915
eth,2009,33.69615
eth,2010,32.89657
eth,2011,33.81054
eth,2012,33.81054
eth,2013,32.78753
eth,2014,32.94272
eth,2015,31.72076
eth,2016,29.43673
eth,2017,27.76985
eth,2018,39.07222
eth,2019,39.70461
fin,1975,83.90102
fin,1976,84.22332
fin,1977,84.22332
fin,1978,84.22332
fin,1979,84.22332
fin,1980,84.22332
fin,1981,84.9796
fin,1982,84.9796
fin,1983,84.9796
fin,1984,85.89494
fin,1985,85.89494
fin,1986,85.89494
fin,1987,84.10643
fin,1988,84.05709
fin,1989,85.89494
fin,1990,85.89494
fin,1991,85.89494
fin,1992,85.89494
fin,1993,85.89494
fin,1994,85.89494
fin,1995,85.89494
fin,1996,85.89494
fin,1997,85.89494
fin,1998,85.89494
fin,1999,85.89494
fin,2000,85.89494
fin,2001,85.89494
fin,2002,84.96609
fin,2003,83.27352
fin,2004,84.96609
fin,2005,83.27352
fin,2006,83.27352
fin,2007,83.27352
fin,2008,83.27352
fin,2009,83.27352
fin,2010,83.27352
fin,2011,84.96609
fin,2012,89.74918
fin,2013,81.64677
fin,2014,80.69735
fin,2015,74.44154
fin,2016,74.44154
fin,2017,74.44154
fin,2018,72.14136
fin,2019,72.647
fra,1975,66.14261
fra,1976,67.56227
fra,1977,67.56227
fra,1978,67.56227
fra,1979,67.56227
fra,1980,67.56227
fra,1981,69.53567
fra,1982,73.51181
fra,1983,73.51181
fra,1984,73.88622
fra,1985,72.06504
fra,1986,72.88637
fra,1987,70.72881
fra,1988,71.68621
fra,1989,72.19775
fra,1990,72.7689
fra,1991,73.88622
fra,1992,74.96168
fra,1993,73.10702
fra,1994,74.96168
fra,1995,73.68264
fra,1996,73.68264
fra,1997,74.96168
fra,1998,72.55354
fra,1999,71.25276
fra,2000,72.06504
fra,2001,71.60675
fra,2002,71.60675
fra,2003,70.84525
fra,2004,70.72881
fra,2005,71.60675
fra,2006,71.34722
fra,2007,71.60675
fra,2008,72.06504
fra,2009,72.88637
fra,2010,72.88637
fra,2011,73.34803
fra,2012,72.88637
fra,2013,69.53691
fra,2014,69.53691
fra,2015,69.21913
fra,2016,67.78241
fra,2017,67.65205
fra,2018,67.28621
fra,2019,67.71218
gab,1975,38.70482
gab,1976,40.11979
gab,1977,40.11979
gab,1978,40.11979
gab,1979,40.11979
gab,1980,40.11979
gab,1981,41.55273
gab,1982,40.69854
gab,1983,40.69854
gab,1984,41.48942
gab,1985,41.80185
gab,1986,42.55826
gab,1987,42.4016
gab,1988,40.4506
gab,1989,42.4016
gab,1990,47.39067
gab,1991,51.30932
gab,1992,51.68531
gab,1993,50.92335
gab,1994,48.33001
gab,1995,52.86244
gab,1996,52.43908
gab,1997,51.72286
gab,1998,51.85488
gab,1999,50.64692
gab,2000,51.68531
gab,2001,51.17242
gab,2002,51.30932
gab,2003,51.85488
gab,2004,51.72286
gab,2005,49.72194
gab,2006,48.68206
gab,2007,50.06038
gab,2008,49.44245
gab,2009,49.44245
gab,2010,55.93822
gab,2011,55.93822
gab,2012,53.67148
gab,2013,60.96219
gab,2014,60.13551
gab,2015,60.96219
gab,2016,58.46694
gab,2017,54.94131
gab,2018,54.39115
gab,2019,56.65707
gbr,1975,50.66954
gbr,1976,52.62979
gbr,1977,52.62979
gbr,1978,52.62979
gbr,1979,52.62979
gbr,1980,52.62979
gbr,1981,54.19894
gbr,1982,54.80038
gbr,1983,54.80038
gbr,1984,54.88229
gbr,1985,53.4263
gbr,1986,56.03273
gbr,1987,54.42005
gbr,1988,55.48414
gbr,1989,55.48414
gbr,1990,62.15674
gbr,1991,56.09624
gbr,1992,60.12023
gbr,1993,61.89535
gbr,1994,63.86177
gbr,1995,63.58534
gbr,1996,65.05177
gbr,1997,61.68211
gbr,1998,68.29884
gbr,1999,82.10274
gbr,2000,81.28402
gbr,2001,69.74025
gbr,2002,70.46911
gbr,2003,69.74025
gbr,2004,70.46911
gbr,2005,66.69041
gbr,2006,69.74025
gbr,2007,69.74025
gbr,2008,69.74025
gbr,2009,68.47771
gbr,2010,71.61767
gbr,2011,71.23113
gbr,2012,68.0003
gbr,2013,63.98153
gbr,2014,63.98153
gbr,2015,65.38187
gbr,2016,64.52866
gbr,2017,66.081
gbr,2018,66.081
gbr,2019,62.98593
geo,1991,28.62434
geo,1992,33.22689
geo,1993,31.68358
geo,1994,32.93232
geo,1995,36.45532
geo,1996,37.98985
geo,1997,37.66107
geo,1998,37.66107
geo,1999,37.98985
geo,2000,41.09588
geo,2001,39.13393
geo,2002,38.87466
geo,2003,39.13393
geo,2004,45.28013
geo,2005,48.73848
geo,2006,46.65988
geo,2007,47.09453
geo,2008,46.48002
geo,2009,50.68742
geo,2010,45.53447
geo,2011,46.44878
geo,2012,47.09453
geo,2013,51.69177
geo,2014,50.57828
geo,2015,58.45274
geo,2016,58.84769
geo,2017,56.13701
geo,2018,61.29717
geo,2019,62.11852
gha,1975,41.79658
gha,1976,43.14957
gha,1977,41.4743
gha,1978,42.55132
gha,1979,40.88514
gha,1980,52.85744
gha,1981,42.95469
gha,1982,30.11083
gha,1983,32.73567
gha,1984,35.83271
gha,1985,35.83271
gha,1986,35.83271
gha,1987,38.85564
gha,1988,39.06467
gha,1989,39.06467
gha,1990,42.61182
gha,1991,43.23933
gha,1992,43.77034
gha,1993,47.61224
gha,1994,65.60739
gha,1995,64.99123
gha,1996,66.09517
gha,1997,68.34987
gha,1998,69.45627
gha,1999,66.80216
gha,2000,66.27026
gha,2001,65.66834
gha,2002,66.44534
gha,2003,66.44534
gha,2004,65.9692
gha,2005,66.44534
gha,2006,65.66834
gha,2007,65.66834
gha,2008,65.66834
gha,2009,65.66834
gha,2010,66.08301
gha,2011,66.08301
gha,2012,65.56529
gha,2013,65.08473
gha,2014,64.09732
gha,2015,61.31792
gha,2016,59.74967
gha,2017,57.90883
gha,2018,59.87676
gha,2019,59.58617
gin,1975,13.6006
gin,1976,13.9363
gin,1977,15.43283
gin,1978,15.43283
gin,1979,16.09311
gin,1980,15.43283
gin,1981,18.27866
gin,1982,18.87658
gin,1983,22.31966
gin,1984,24.23059
gin,1985,30.90559
gin,1986,32.97593
gin,1987,27.87665
gin,1988,28.54327
gin,1989,29.94358
gin,1990,31.5263
gin,1991,32.4257
gin,1992,32.93969
gin,1993,34.43592
gin,1994,34.94061
gin,1995,34.43592
gin,1996,33.14096
gin,1997,30.76449
gin,1998,33.00758
gin,1999,31.966
gin,2000,31.56813
gin,2001,32.06341
gin,2002,33.20445
gin,2003,34.77565
gin,2004,35.519
gin,2005,35.12748
gin,2006,34.61919
gin,2007,32.75447
gin,2008,32.45529
gin,2009,30.42291
gin,2010,40.88315
gin,2011,39.86659
gin,2012,39.34253
gin,2013,39.76593
gin,2014,40.33068
gin,2015,40.33068
gin,2016,41.97036
gin,2017,38.57743
gin,2018,38.57743
gin,2019,36.48865
gmb,1975,56.05235
gmb,1976,56.05235
gmb,1977,57.31282
gmb,1978,57.31282
gmb,1979,57.31282
gmb,1980,57.31282
gmb,1981,54.45183
gmb,1982,53.03149
gmb,1983,57.26674
gmb,1984,56.28544
gmb,1985,58.28772
gmb,1986,59.33766
gmb,1987,56.18004
gmb,1988,58.0929
gmb,1989,58.69857
gmb,1990,58.69857
gmb,1991,58.69857
gmb,1992,58.69857
gmb,1993,59.17352
gmb,1994,39.4877
gmb,1995,32.7737
gmb,1996,35.63497
gmb,1997,36.77111
gmb,1998,37.14762
gmb,1999,36.06323
gmb,2000,33.40427
gmb,2001,33.50517
gmb,2002,35.14392
gmb,2003,35.54791
gmb,2004,36.06323
gmb,2005,36.06323
gmb,2006,30.74067
gmb,2007,33.86835
gmb,2008,34.37999
gmb,2009,33.09824
gmb,2010,33.09824
gmb,2011,31.99918
gmb,2012,31.64613
gmb,2013,29.10903
gmb,2014,29.3213
gmb,2015,29.80204
gmb,2016,29.80204
gmb,2017,55.66793
gmb,2018,61.48899
gmb,2019,67.33283
gnb,1975,28.45132
gnb,1976,28.45132
gnb,1977,29.65923
gnb,1978,29.65923
gnb,1979,29.65923
gnb,1980,28.45132
gnb,1981,26.65333
gnb,1982,26.54568
gnb,1983,26.69361
gnb,1984,25.05055
gnb,1985,26.30789
gnb,1986,25.98157
gnb,1987,26.1961
gnb,1988,25.98157
gnb,1989,26.1961
gnb,1990,27.75309
gnb,1991,27.75309
gnb,1992,27.75309
gnb,1993,32.75992
gnb,1994,35.79697
gnb,1995,37.08053
gnb,1996,36.85095
gnb,1997,35.78809
gnb,1998,33.30828
gnb,1999,34.78342
gnb,2000,40.47042
gnb,2001,39.48913
gnb,2002,39.7549
gnb,2003,38.54678
gnb,2004,40.84996
gnb,2005,39.10484
gnb,2006,40.62378
gnb,2007,40.67669
gnb,2008,39.53875
gnb,2009,37.20243
gnb,2010,39.84857
gnb,2011,39.84857
gnb,2012,37.4189
gnb,2013,41.64938
gnb,2014,42.41827
gnb,2015,42.60668
gnb,2016,44.8672
gnb,2017,44.63172
gnb,2018,46.30781
gnb,2019,52.84852
gnq,1975,11.92359
gnq,1976,13.86263
gnq,1977,10.22817
gnq,1978,13.86263
gnq,1979,16.06455
gnq,1980,27.95717
gnq,1981,30.71064
gnq,1982,30.71064
gnq,1983,30.71064
gnq,1984,29.44607
gnq,1985,30.71064
gnq,1986,30.71064
gnq,1987,29.3347
gnq,1988,29.3347
gnq,1989,29.3347
gnq,1990,30.71064
gnq,1991,29.80759
gnq,1992,28.42554
gnq,1993,29.80759
gnq,1994,28.74663
gnq,1995,28.24845
gnq,1996,29.54182
gnq,1997,27.80071
gnq,1998,27.80071
gnq,1999,27.80071
gnq,2000,27.80071
gnq,2001,28.07627
gnq,2002,28.07627
gnq,2003,28.77612
gnq,2004,28.07627
gnq,2005,27.38754
gnq,2006,28.07627
gnq,2007,29.07953
gnq,2008,27.38754
gnq,2009,26.57008
gnq,2010,23.15162
gnq,2011,25.25078
gnq,2012,24.52861
gnq,2013,27.33171
gnq,2014,26.58292
gnq,2015,27.33171
gnq,2016,29.37354
gnq,2017,28.5683
gnq,2018,28.91717
gnq,2019,28.77314
grc,1975,68.33052
grc,1976,68.28923
grc,1977,79.64368
grc,1978,79.64368
grc,1979,79.64368
grc,1980,79.64368
grc,1981,78.22382
grc,1982,77.80266
grc,1983,77.05004
grc,1984,76.62996
grc,1985,75.29566
grc,1986,75.29566
grc,1987,73.39699
grc,1988,72.80569
grc,1989,72.62116
grc,1990,75.68805
grc,1991,80.00144
grc,1992,74.80552
grc,1993,73.22498
grc,1994,74.07196
grc,1995,79.11743
grc,1996,80.35486
grc,1997,78.24831
grc,1998,81.21325
grc,1999,77.53659
grc,2000,87.98011
grc,2001,85.02563
grc,2002,85.79475
grc,2003,85.35829
grc,2004,85.02563
grc,2005,85.02563
grc,2006,84.45151
grc,2007,84.60939
grc,2008,84.53222
grc,2009,84.52864
grc,2010,77.29609
grc,2011,76.65181
grc,2012,78.42131
grc,2013,74.48256
grc,2014,71.89354
grc,2015,72.16753
grc,2016,73.38586
grc,2017,72.9779
grc,2018,68.40557
grc,2019,67.67321
gtm,1975,19.26749
gtm,1976,16.51882
gtm,1977,16.59779
gtm,1978,16.59779
gtm,1979,11.7077
gtm,1980,10.20178
gtm,1981,8.66155
gtm,1982,9.27998
gtm,1983,9.27998
gtm,1984,12.05135
gtm,1985,15.68391
gtm,1986,23.37951
