country,time,sdi
est,2014,21.6
est,2015,21.1
est,2016,20.5
est,2017,20
est,2018,20.1
est,2019,20.1
eth,2000,31.4
eth,2001,33
eth,2002,33.9
eth,2003,34.4
eth,2004,36
eth,2005,38.2
eth,2006,40
eth,2007,41.6
eth,2008,43.4
eth,2009,44.2
eth,2010,45.3
eth,2011,46.5
eth,2012,47.2
eth,2013,48.2
eth,2014,48.9
eth,2015,49.7
eth,2016,50.3
eth,2017,51
eth,2018,51.5
eth,2019,52.3
fin,1990,64.6
fin,1991,60.9
fin,1992,40
fin,1993,49.2
fin,1994,42.2
fin,1995,41.6
fin,1996,40.1
fin,1997,41.9
fin,1998,36.2
fin,1999,32.2
fin,2000,32.5
fin,2001,28.3
fin,2002,26.5
fin,2003,23.1
fin,2004,23.4
fin,2005,24.5
fin,2006,22.4
fin,2007,21.6
fin,2008,22.6
fin,2009,23.6
fin,2010,23.4
fin,2011,23.6
fin,2012,23.6
fin,2013,22.8
fin,2014,23
fin,2015,23
fin,2016,22.5
fin,2017,22.2
fin,2018,22.2
fin,2019,22.3
fji,1990,71.4
fji,1991,70.8
fji,1992,72.4
fji,1993,72.7
fji,1994,73.3
fji,1995,73.9
fji,1996,74.2
fji,1997,74
fji,1998,74.1
fji,1999,74.6
fji,2000,74.8
fji,2001,75.3
fji,2002,75.4
fji,2003,75.6
fji,2004,76.4
fji,2005,75.9
fji,2006,76.1
fji,2007,76.5
fji,2008,76.7
fji,2009,77
fji,2010,77.1
fji,2011,77.4
fji,2012,77.7
fji,2013,77.7
fji,2014,77.9
fji,2015,78.3
fji,2016,78.3
fji,2017,78.5
fji,2018,78.7
fji,2019,78.8
fra,1990,72.8
fra,1991,72.1
fra,1992,68.6
fra,1993,70.6
fra,1994,71
fra,1995,67.6
fra,1996,69.2
fra,1997,73
fra,1998,67.5
fra,1999,67
fra,2000,65.4
fra,2001,66.3
fra,2002,64.3
fra,2003,61.2
fra,2004,58.6
fra,2005,57.4
fra,2006,56.7
fra,2007,54.3
fra,2008,53.6
fra,2009,56.1
fra,2010,57.3
fra,2011,59.1
fra,2012,58.4
fra,2013,56.5
fra,2014,56.8
fra,2015,54.5
fra,2016,53
fra,2017,52
fra,2018,52
fra,2019,52.2
gab,1990,66.1
gab,1991,66
gab,1992,66.4
gab,1993,66.7
gab,1994,67
gab,1995,67.3
gab,1996,67.4
gab,1997,67.6
gab,1998,67.9
gab,1999,67.3
gab,2000,66.9
gab,2001,67.2
gab,2002,67.4
gab,2003,67.5
gab,2004,67.5
gab,2005,68.1
gab,2006,68
gab,2007,68.6
gab,2008,68.8
gab,2009,69.6
gab,2010,70.2
gab,2011,70.8
gab,2012,71.7
gab,2013,72.4
gab,2014,73.5
gab,2015,73.8
gab,2016,74.3
gab,2017,74.7
gab,2018,75
gab,2019,75.7
gbr,1990,67.6
gbr,1991,66.8
gbr,1992,67.2
gbr,1993,69
gbr,1994,66.6
gbr,1995,64.8
gbr,1996,63.1
gbr,1997,58.9
gbr,1998,53.3
gbr,1999,50
gbr,2000,45.6
gbr,2001,47.4
gbr,2002,46.1
gbr,2003,43.8
gbr,2004,39.1
gbr,2005,36.1
gbr,2006,33.6
gbr,2007,32.8
gbr,2008,35.6
gbr,2009,46.3
gbr,2010,41.8
gbr,2011,42.7
gbr,2012,40.2
gbr,2013,40.1
gbr,2014,40.5
gbr,2015,40.1
gbr,2016,39.3
gbr,2017,38.8
gbr,2018,38.9
gbr,2019,39.1
geo,2000,74.3
geo,2001,74.7
geo,2002,75.3
geo,2003,76.2
geo,2004,77.1
geo,2005,78.1
geo,2006,78.5
geo,2007,79.5
geo,2008,79.2
geo,2009,79.7
geo,2010,80.3
geo,2011,79.9
geo,2012,80.5
geo,2013,81.1
geo,2014,81.7
geo,2015,82.1
geo,2016,82.1
geo,2017,82.6
geo,2018,83.2
geo,2019,83.9
gha,1990,50.1
gha,1991,50.7
gha,1992,51.1
gha,1993,51.5
gha,1994,51.7
gha,1995,52
gha,1996,52.2
gha,1997,52.3
gha,1998,52.4
gha,1999,52.7
gha,2000,53.2
gha,2001,53.2
gha,2002,53.7
gha,2003,53.9
gha,2004,54.8
gha,2005,56
gha,2006,57
gha,2007,58.2
gha,2008,59.6
gha,2009,60.1
gha,2010,60.9
gha,2011,61.9
gha,2012,62.1
gha,2013,63.1
gha,2014,63.5
gha,2015,63.5
gha,2016,64.4
gha,2017,64.8
gha,2018,65.3
gha,2019,65.9
gin,1990,30.3
gin,1991,30.8
gin,1992,31.4
gin,1993,31.9
gin,1994,32.4
gin,1995,32.9
gin,1996,33.4
gin,1997,34.3
gin,1998,35.1
gin,1999,35.9
gin,2000,36.6
gin,2001,37.4
gin,2002,38.4
gin,2003,37.3
gin,2004,40.1
gin,2005,41.3
gin,2006,42.2
gin,2007,43.1
gin,2008,44
gin,2009,44
gin,2010,44.8
gin,2011,46.2
gin,2012,47.3
gin,2013,47.9
gin,2014,48.7
gin,2015,49.2
gin,2016,50.1
gin,2017,50.8
gin,2018,50.9
gin,2019,51.4
gmb,1990,37.6
gmb,1991,38.1
gmb,1992,38.6
gmb,1993,39
gmb,1994,39.4
gmb,1995,39.8
gmb,1996,40.6
gmb,1997,41.1
gmb,1998,41.8
gmb,1999,42.6
gmb,2000,43.4
gmb,2001,44.2
gmb,2002,44.8
gmb,2003,45.5
gmb,2004,46.5
gmb,2005,46.8
gmb,2006,47.4
gmb,2007,48
gmb,2008,48.8
gmb,2009,49.2
gmb,2010,49.4
gmb,2011,49
gmb,2012,49.7
gmb,2013,50.3
gmb,2014,50.4
gmb,2015,50.8
gmb,2016,51.1
gmb,2017,51.7
gmb,2018,52.4
gmb,2019,53.4
grc,1990,67.9
grc,1991,64.3
grc,1992,59.6
grc,1993,57.3
grc,1994,56
grc,1995,50.3
grc,1996,46
grc,1997,52.3
grc,1998,38.6
grc,1999,35.5
grc,2000,31.8
grc,2001,31.6
grc,2002,30.2
grc,2003,26.6
grc,2004,25.4
grc,2005,25.1
grc,2006,24.9
grc,2007,22.7
grc,2008,22.6
grc,2009,25.1
grc,2010,28.5
grc,2011,31.2
grc,2012,31.8
grc,2013,34.4
grc,2014,34.2
grc,2015,33.5
grc,2016,32.8
grc,2017,32.5
grc,2018,32.6
grc,2019,32.8
gtm,1990,51.8
gtm,1991,52.4
gtm,1992,53.1
gtm,1993,53.7
gtm,1994,54.3
gtm,1995,55
gtm,1996,55.8
gtm,1997,56.7
gtm,1998,57.6
gtm,1999,58.4
gtm,2000,59.1
gtm,2001,59.9
gtm,2002,60.7
gtm,2003,61
gtm,2004,61.4
gtm,2005,61.8
gtm,2006,62.8
gtm,2007,63.8
gtm,2008,64.4
gtm,2009,64.8
gtm,2010,65.3
gtm,2011,65.9
gtm,2012,66.5
gtm,2013,66.9
gtm,2014,69.8
gtm,2015,70.2
gtm,2016,70.3
gtm,2017,70.6
gtm,2018,70.8
gtm,2019,71.4
hnd,1990,55.9
hnd,1991,55.8
hnd,1992,56.4
hnd,1993,57.1
hnd,1994,57.5
hnd,1995,58.2
hnd,1996,58.7
hnd,1997,59.4
hnd,1998,59.9
hnd,1999,60.3
hnd,2000,61
hnd,2001,61.5
hnd,2002,62
hnd,2003,62.5
hnd,2004,63.2
hnd,2005,63.8
hnd,2006,64.5
hnd,2007,65.3
hnd,2008,65
hnd,2009,65.2
hnd,2010,65.6
hnd,2011,66
hnd,2012,65.9
hnd,2013,66
hnd,2014,66.3
hnd,2015,66.6
hnd,2016,67.4
hnd,2017,67.9
hnd,2018,68.1
hnd,2019,68.3
hrv,1990,71.5
hrv,1991,71.4
hrv,1992,71.8
hrv,1993,71.8
hrv,1994,73.3
hrv,1995,73.8
hrv,1996,74.5
hrv,1997,74.4
hrv,1998,75.1
hrv,1999,76.3
hrv,2000,78
hrv,2001,77.2
hrv,2002,75.7
hrv,2003,72.5
hrv,2004,70.6
hrv,2005,70.6
hrv,2006,69.3
hrv,2007,67.9
hrv,2008,67
hrv,2009,70.9
hrv,2010,74.2
hrv,2011,74.3
hrv,2012,74.8
hrv,2013,73.6
hrv,2014,72.7
hrv,2015,70.8
hrv,2016,69.8
hrv,2017,68.8
hrv,2018,68.9
hrv,2019,69
hti,1990,44.5
hti,1991,45
hti,1992,45
hti,1993,45
hti,1994,44.7
hti,1995,45.5
hti,1996,46.1
hti,1997,46.5
hti,1998,46.9
hti,1999,47.3
hti,2000,47.6
hti,2001,47.9
hti,2002,48.1
hti,2003,48.4
hti,2004,48.5
hti,2005,48.8
hti,2006,49.3
hti,2007,49.8
hti,2008,50.2
hti,2009,50.6
hti,2010,50.7
hti,2011,51.5
hti,2012,51.9
hti,2013,52.5
hti,2014,53
hti,2015,53.4
hti,2016,53.9
hti,2017,54.4
hti,2018,54.8
hti,2019,54.9
hun,1990,74.3
hun,1991,73.3
hun,1992,74.3
hun,1993,74.4
hun,1994,75.5
hun,1995,77
hun,1996,77.6
hun,1997,77.6
hun,1998,78
hun,1999,78.4
hun,2000,79.5
hun,2001,78.8
hun,2002,78.2
hun,2003,76.2
hun,2004,73.2
hun,2005,71.2
hun,2006,73.8
hun,2007,73.5
hun,2008,72.2
hun,2009,76.1
hun,2010,77.4
hun,2011,76.9
hun,2012,77.9
hun,2013,77.7
hun,2014,75.6
hun,2015,74.3
hun,2016,73.6
hun,2017,73.1
hun,2018,73.3
hun,2019,73.4
idn,1990,56.3
idn,1991,56.9
idn,1992,57.5
idn,1993,58.2
idn,1994,59.2
idn,1995,60.3
idn,1996,61.7
idn,1997,63.2
idn,1998,63.2
idn,1999,64
idn,2000,64.9
idn,2001,65.6
idn,2002,66.3
idn,2003,67
idn,2004,67.6
idn,2005,68
idn,2006,69.1
idn,2007,69.2
idn,2008,69.7
idn,2009,70.9
idn,2010,71.6
idn,2011,72.5
idn,2012,73.3
idn,2013,74
idn,2014,74.2
idn,2015,74.8
idn,2016,75.5
idn,2017,76
idn,2018,76.5
idn,2019,77.1
ind,1990,46.2
ind,1991,46.6
ind,1992,47.4
ind,1993,48
ind,1994,48.8
ind,1995,49.6
ind,1996,50.5
ind,1997,51.1
ind,1998,51.8
ind,1999,52.7
ind,2000,53.3
ind,2001,53.8
ind,2002,54.4
ind,2003,55.8
ind,2004,56.8
ind,2005,57.7
ind,2006,58.8
ind,2007,59.8
ind,2008,60.6
ind,2009,61.2
ind,2010,62.3
ind,2011,63.3
ind,2012,64.3
ind,2013,65.1
ind,2014,66.3
ind,2015,67.2
ind,2016,67.9
ind,2017,69
ind,2018,69.1
ind,2019,69.6
irl,1990,74.7
irl,1991,71.8
irl,1992,73.3
irl,1993,74.5
irl,1994,72.4
irl,1995,69.2
irl,1996,67
irl,1997,65.1
irl,1998,60.7
irl,1999,57.1
irl,2000,52.1
irl,2001,52.4
irl,2002,49.1
irl,2003,41.9
irl,2004,37.2
irl,2005,33.3
irl,2006,30.9
irl,2007,31
irl,2008,31.8
irl,2009,41.5
irl,2010,43.1
irl,2011,47.5
irl,2012,47.1
irl,2013,45.6
irl,2014,44.9
irl,2015,43.5
irl,2016,42.8
irl,2017,42.3
irl,2018,42.3
irl,2019,42.4
irn,1990,60.2
irn,1991,61.7
irn,1992,62.9
irn,1993,64.1
irn,1994,64.8
irn,1995,65.8
irn,1996,66.3
irn,1997,66.7
irn,1998,67.1
irn,1999,67.5
irn,2000,68.1
irn,2001,68.1
irn,2002,67.9
irn,2003,67.8
irn,2004,66.5
irn,2005,65.8
irn,2006,67.1
irn,2007,65.6
irn,2008,66.2
irn,2009,64
irn,2010,64.6
irn,2011,63.2
irn,2012,64
irn,2013,65
irn,2014,63.2
irn,2015,61.7
irn,2016,61.7
irn,2017,61.5
irn,2018,61.3
irn,2019,61.2
irq,1990,60.1
irq,1991,55
irq,1992,56.4
irq,1993,58.2
irq,1994,58
irq,1995,57.4
irq,1996,60.1
irq,1997,61.3
irq,1998,62.8
irq,1999,63.6
irq,2000,64.1
irq,2001,64.8
irq,2002,64.9
irq,2003,63.4
irq,2004,66.2
irq,2005,66.5
irq,2006,66.9
irq,2007,67.1
irq,2008,67.6
irq,2009,67.1
irq,2010,67.3
irq,2011,67.8
irq,2012,68
irq,2013,67.6
irq,2014,67.5
irq,2015,67.8
irq,2016,68.5
irq,2017,69.7
irq,2018,70.1
irq,2019,70.4
isl,1990,66.4
isl,1991,37
isl,1992,52.2
isl,1993,56.1
isl,1994,54.9
isl,1995,54.7
isl,1996,45.6
isl,1997,47.3
isl,1998,31.3
isl,1999,28.7
isl,2000,26.4
isl,2001,31.3
isl,2002,30.6
isl,2003,25.5
isl,2004,21
isl,2005,16.8
isl,2006,15.1
isl,2007,15.2
isl,2008,20.3
isl,2009,29.5
isl,2010,28.8
isl,2011,26.3
isl,2012,25.4
isl,2013,24.2
isl,2014,23.9
isl,2015,23.4
isl,2016,23.1
isl,2017,23
isl,2018,23.1
isl,2019,23.2
isr,1990,75.5
isr,1991,67.9
isr,1992,69.1
isr,1993,65.4
isr,1994,61.9
isr,1995,56.7
isr,1996,54.3
isr,1997,56.5
isr,1998,51.7
isr,1999,52.5
isr,2000,49.4
isr,2001,50.9
isr,2002,49.6
isr,2003,55.2
isr,2004,62.8
isr,2005,60.3
isr,2006,57
isr,2007,52.6
isr,2008,51.8
isr,2009,53.4
isr,2010,48.1
isr,2011,44.5
isr,2012,43.4
isr,2013,43.6
isr,2014,44.1
isr,2015,42.6
isr,2016,42.1
isr,2017,41.8
isr,2018,41.8
isr,2019,41.9
ita,1990,72.1
ita,1991,70.5
ita,1992,66.2
ita,1993,70.8
ita,1994,70.9
ita,1995,69.6
ita,1996,69.3
ita,1997,68.6
ita,1998,65.7
ita,1999,63.9
ita,2000,63
ita,2001,63
ita,2002,59.7
ita,2003,54
ita,2004,50.7
ita,2005,48.9
ita,2006,46.2
ita,2007,44.3
ita,2008,45.6
ita,2009,51.2
ita,2010,51
ita,2011,56.1
ita,2012,55.8
ita,2013,58.1
ita,2014,58.6
ita,2015,55.2
ita,2016,53.5
ita,2017,52.2
ita,2018,52.4
ita,2019,52.5
jam,1990,69.1
jam,1991,69.1
jam,1992,70.1
jam,1993,71.4
jam,1994,71.5
jam,1995,71.6
jam,1996,71.6
jam,1997,71.7
jam,1998,71.8
jam,1999,72
jam,2000,71.2
jam,2001,72.2
jam,2002,72.3
jam,2003,71.5
jam,2004,73.4
jam,2005,73.1
jam,2006,72.3
jam,2007,73.2
jam,2008,74.7
jam,2009,77.4
jam,2010,77.2
jam,2011,76.4
jam,2012,76.2
jam,2013,75.7
jam,2014,75.3
jam,2015,75.3
jam,2016,75.3
jam,2017,75.7
jam,2018,75.7
jam,2019,75.6
jor,1990,67.4
jor,1991,68.2
jor,1992,70.4
jor,1993,71.6
jor,1994,72.7
jor,1995,74.2
jor,1996,74.3
jor,1997,74.7
jor,1998,75
jor,1999,75.5
jor,2000,75.8
jor,2001,76.4
jor,2002,76
jor,2003,76.6
jor,2004,76.9
jor,2005,77.8
jor,2006,78
jor,2007,78.2
jor,2008,78.6
jor,2009,78.4
jor,2010,77.7
jor,2011,77.3
jor,2012,77.5
jor,2013,77
jor,2014,77.1
jor,2015,77.2
jor,2016,77.1
jor,2017,76.8
jor,2018,76.9
jor,2019,77.1
jpn,1990,67.6
jpn,1991,67.1
jpn,1992,62
jpn,1993,59.8
jpn,1994,53.4
jpn,1995,49.5
jpn,1996,49.9
jpn,1997,52.2
jpn,1998,53.5
jpn,1999,49.8
jpn,2000,41.8
jpn,2001,44.4
jpn,2002,44.7
jpn,2003,43.3
jpn,2004,39.9
jpn,2005,39.4
jpn,2006,37
jpn,2007,39.3
jpn,2008,38.6
jpn,2009,43.9
jpn,2010,40.4
jpn,2011,35.4
jpn,2012,32.6
jpn,2013,33.8
jpn,2014,33.7
jpn,2015,32.1
jpn,2016,31.2
jpn,2017,30.4
jpn,2018,30.5
jpn,2019,30.5
kaz,1991,70.9
kaz,1992,43
kaz,1993,56.3
kaz,1994,58.5
kaz,1995,62.9
kaz,1996,64.6
kaz,1997,66.1
kaz,1998,66.1
kaz,1999,67.1
kaz,2000,68
kaz,2001,67
kaz,2002,67.1
kaz,2003,66.4
kaz,2004,65.2
kaz,2005,63.5
kaz,2006,56.4
kaz,2007,49.5
kaz,2008,51.1
kaz,2009,49.6
kaz,2010,49.8
kaz,2011,45.2
kaz,2012,48.9
kaz,2013,41.2
kaz,2014,40.6
kaz,2015,40.5
kaz,2016,39.6
kaz,2017,39
kaz,2018,39.3
kaz,2019,39.5
ken,1990,51.9
ken,1991,51.6
ken,1992,51.3
ken,1993,50.8
ken,1994,50.6
ken,1995,50.4
ken,1996,50.3
ken,1997,50
ken,1998,49.8
ken,1999,49.7
ken,2000,49.6
ken,2001,50.1
ken,2002,50.1
ken,2003,51.4
ken,2004,52.8
ken,2005,53.8
ken,2006,55.5
ken,2007,56.4
ken,2008,57.3
ken,2009,58.2
ken,2010,59.3
ken,2011,60.2
ken,2012,61
ken,2013,61.7
ken,2014,62.4
ken,2015,63.2
ken,2016,63.7
ken,2017,64.1
ken,2018,64.5
ken,2019,64.7
kgz,1991,68.3
kgz,1992,67.3
kgz,1993,66
kgz,1994,64
kgz,1995,63.4
kgz,1996,64
kgz,1997,64.8
kgz,1998,65.3
kgz,1999,66.1
kgz,2000,66.7
kgz,2001,67.7
kgz,2002,67.9
kgz,2003,68.6
kgz,2004,69
kgz,2005,69.1
kgz,2006,69.7
kgz,2007,70.3
kgz,2008,70.4
kgz,2009,71
kgz,2010,71.1
kgz,2011,71.2
kgz,2012,72.3
kgz,2013,72.7
kgz,2014,73.4
kgz,2015,73.8
kgz,2016,73.9
kgz,2017,74.2
kgz,2018,74.4
kgz,2019,74.6
khm,1990,39.6
khm,1991,40.1
khm,1992,40.6
khm,1993,41
khm,1994,41.4
khm,1995,42.1
khm,1996,42.6
khm,1997,43.1
khm,1998,43.7
khm,1999,44.3
khm,2000,45.6
khm,2001,47.2
khm,2002,49.2
khm,2003,50.6
khm,2004,51.9
khm,2005,53.2
khm,2006,54.5
khm,2007,56
khm,2008,56.6
khm,2009,56.9
khm,2010,58.1
khm,2011,58.7
khm,2012,59.5
khm,2013,60.3
khm,2014,60.9
khm,2015,61.4
khm,2016,62
khm,2017,62.6
khm,2018,63.1
khm,2019,64
kor,1990,73.9
kor,1991,72.6
kor,1992,71.3
kor,1993,70.5
kor,1994,66.1
kor,1995,61.3
kor,1996,62.9
kor,1997,65.1
kor,1998,72.9
kor,1999,66.8
kor,2000,59.3
kor,2001,57.1
kor,2002,54.1
kor,2003,54.3
kor,2004,50
kor,2005,49.7
kor,2006,44.8
kor,2007,39.5
kor,2008,39.3
kor,2009,42.1
kor,2010,36.2
kor,2011,34.4
kor,2012,32.2
kor,2013,30.6
kor,2014,30.2
kor,2015,28.9
kor,2016,28
kor,2017,27.3
kor,2018,27.3
kor,2019,27.4
kwt,1990,29.7
kwt,1991,16.5
kwt,1992,14.3
kwt,1993,13.5
kwt,1994,12.9
kwt,1995,12.4
kwt,1996,12.2
kwt,1997,14
kwt,1998,13.4
kwt,1999,14.8
kwt,2000,19.2
kwt,2001,15.2
kwt,2002,13.6
kwt,2003,11.9
kwt,2004,10.5
kwt,2005,9.5
kwt,2006,9.8
kwt,2007,9.2
kwt,2008,9.3
kwt,2009,9.7
kwt,2010,10.3
kwt,2011,10.3
kwt,2012,10.1
kwt,2013,9.8
kwt,2014,10.1
kwt,2015,10
kwt,2016,9.9
kwt,2017,9.9
kwt,2018,9.9
kwt,2019,9.9
lao,1990,43.6
lao,1991,44.1
lao,1992,44.7
lao,1993,45.4
lao,1994,46.4
lao,1995,46.6
lao,1996,47.9
lao,1997,48.7
lao,1998,49.5
lao,1999,50.3
lao,2000,50.8
lao,2001,51.3
lao,2002,52.3
lao,2003,53.2
lao,2004,54.2
lao,2005,55.1
lao,2006,55.3
lao,2007,56.8
lao,2008,57.7
lao,2009,58.7
lao,2010,59.5
lao,2011,60.8
lao,2012,62
lao,2013,62.7
lao,2014,63.5
lao,2015,64.4
lao,2016,65.1
lao,2017,65.3
lao,2018,65.5
lao,2019,65.8
lbn,2005,75.2
lbn,2006,74.1
lbn,2007,76.4
lbn,2008,74.6
lbn,2009,71.2
lbn,2010,69.9
lbn,2011,69.7
lbn,2012,69.5
lbn,2013,70.6
lbn,2014,70.3
lbn,2015,70.3
lbn,2016,69.8
lbn,2017,70.3
lbn,2018,70.2
lbn,2019,69.9
lbr,1999,42.9
lbr,2000,46.8
lbr,2001,46.8
lbr,2002,47
lbr,2003,44.9
lbr,2004,46
lbr,2005,46.5
lbr,2006,47.2
lbr,2007,48
lbr,2008,48.5
lbr,2009,48.7
lbr,2010,49
lbr,2011,50.8
lbr,2012,50.6
lbr,2013,51.4
lbr,2014,51.5
lbr,2015,51.4
lbr,2016,51.4
lbr,2017,51.8
lbr,2018,51.7
lbr,2019,51.7
lby,1990,72.2
lby,1991,72.6
lby,1992,73.1
lby,1993,73.3
lby,1994,73.5
lby,1995,74.2
lby,1996,74.5
lby,1997,75.4
lby,1998,75.2
lby,1999,75.9
lby,2000,76.7
lby,2001,77.3
lby,2002,78
lby,2003,79.1
lby,2004,79.3
lby,2005,79.3
lby,2006,78.9
lby,2007,79.1
lby,2008,78.7
lby,2009,78.2
lby,2010,77.8
lby,2011,78.7
lby,2012,76.9
lby,2013,76.8
lby,2014,76.5
lby,2015,72.9
lby,2016,71.8
lby,2017,74.7
lby,2018,75.5
lby,2019,75.7
lka,1990,67.7
lka,1991,68.3
lka,1992,68.8
lka,1993,69.1
lka,1994,70
lka,1995,70.4
lka,1996,70.9
lka,1997,71.7
lka,1998,72.5
lka,1999,73.4
lka,2000,74.4
lka,2001,75
lka,2002,75.8
lka,2003,76.7
lka,2004,77.4
lka,2005,78.1
lka,2006,78.8
lka,2007,79.5
lka,2008,80.4
lka,2009,80.7
lka,2010,81.2
lka,2011,81.9
lka,2012,82.5
lka,2013,82.8
lka,2014,83.2
lka,2015,83.6
lka,2016,83.2
lka,2017,83.5
lka,2018,83.9
lka,2019,84.3
lso,1990,53.6
lso,1991,51.5
lso,1992,53.1
lso,1993,52.4
lso,1994,52.3
lso,1995,52
lso,1996,51.4
lso,1997,50.8
lso,1998,50.6
lso,1999,49.6
lso,2000,49.4
lso,2001,48.6
lso,2002,48
lso,2003,47.8
lso,2004,47.4
lso,2005,47
lso,2006,47
lso,2007,46.7
lso,2008,48
lso,2009,48.9
lso,2010,49.6
lso,2011,50.3
lso,2012,50.5
lso,2013,51.7
lso,2014,52.6
lso,2015,53.1
lso,2016,54.1
lso,2017,54.5
lso,2018,55
lso,2019,55.5
ltu,1990,74.9
ltu,1991,75.9
ltu,1992,74.7
ltu,1993,70.7
ltu,1994,72.5
ltu,1995,73.5
ltu,1996,72.7
ltu,1997,73.1
ltu,1998,72.7
ltu,1999,74.5
ltu,2000,75.8
ltu,2001,76.1
ltu,2002,74.4
ltu,2003,70.7
ltu,2004,66.7
ltu,2005,62.8
ltu,2006,56.5
ltu,2007,44.2
ltu,2008,40.7
ltu,2009,53.2
ltu,2010,49.2
ltu,2011,40.4
ltu,2012,37.4
ltu,2013,34.3
ltu,2014,32.9
ltu,2015,31.3
ltu,2016,30
ltu,2017,29
ltu,2018,29
ltu,2019,29.1
lva,1990,73
lva,1991,72.7
lva,1992,72.6
lva,1993,71.5
lva,1994,71.6
lva,1995,72.1
lva,1996,72.5
lva,1997,73.8
lva,1998,75
lva,1999,76.3
lva,2000,77.7
lva,2001,79.3
lva,2002,80.2
lva,2003,80.4
lva,2004,79.8
lva,2005,79.3
lva,2006,74.8
lva,2007,67.8
lva,2008,69.2
lva,2009,76.4
lva,2010,74.2
lva,2011,69.8
lva,2012,66.3
lva,2013,64.1
lva,2014,59.7
lva,2015,57
lva,2016,55.1
lva,2017,53.3
lva,2018,53.5
lva,2019,53.5
mar,1990,49.2
mar,1991,49.8
mar,1992,50.3
mar,1993,50.9
mar,1994,52.2
mar,1995,52.5
mar,1996,53.7
mar,1997,54.1
mar,1998,54.9
mar,1999,55.9
mar,2000,57
mar,2001,58.2
mar,2002,59.4
mar,2003,60.6
mar,2004,61.6
mar,2005,62.4
mar,2006,63.1
mar,2007,64
mar,2008,64.8
mar,2009,65.5
mar,2010,66.4
mar,2011,67.4
mar,2012,68.4
mar,2013,69.4
mar,2014,70.3
mar,2015,70.9
mar,2016,71.9
mar,2017,72.5
mar,2018,73.3
mar,2019,73.9
mda,1991,73.2
mda,1992,71.2
mda,1993,71.1
mda,1994,68.9
mda,1995,68.8
mda,1996,68.4
mda,1997,68.5
mda,1998,68.7
mda,1999,69
mda,2000,69.2
mda,2001,70.2
mda,2002,71.4
mda,2003,72.5
mda,2004,73.6
mda,2005,74.5
mda,2006,75.3
mda,2007,75.9
mda,2008,76.4
mda,2009,76.1
mda,2010,76.8
mda,2011,77.5
mda,2012,78.2
mda,2013,79.1
mda,2014,79.4
mda,2015,79.3
mda,2016,79.5
mda,2017,80
mda,2018,80.3
mda,2019,80.8
mdg,2000,49.8
mdg,2001,50.4
mdg,2002,50
mdg,2003,51
mdg,2004,51.6
mdg,2005,52.3
mdg,2006,52.8
mdg,2007,53.7
mdg,2008,54.5
mdg,2009,54.9
mdg,2010,55
mdg,2011,55.1
mdg,2012,55.4
mdg,2013,55.6
mdg,2014,56
mdg,2015,56.2
mdg,2016,56.3
mdg,2017,56.6
mdg,2018,56.7
mdg,2019,56.8
mdv,1995,59.7
mdv,1996,61.3
mdv,1997,62.8
mdv,1998,64.3
mdv,1999,65.8
mdv,2000,67
mdv,2001,67.4
mdv,2002,67.8
mdv,2003,69.4
mdv,2004,69.3
mdv,2005,68.1
mdv,2006,67.3
mdv,2007,66.8
mdv,2008,66.3
mdv,2009,67.2
mdv,2010,67.6
mdv,2011,68.8
mdv,2012,70.3
mdv,2013,69.3
mdv,2014,70
mdv,2015,70.8
mdv,2016,71.1
mdv,2017,71.4
mdv,2018,71.6
mdv,2019,72.2
mex,1990,70.3
mex,1991,70.5
mex,1992,70.9
mex,1993,71.2
mex,1994,71.6
mex,1995,72.5
mex,1996,72.9
mex,1997,73.4
mex,1998,73.7
mex,1999,74.1
mex,2000,74.3
mex,2001,74.8
mex,2002,75.4
mex,2003,75.4
mex,2004,76.2
mex,2005,76.5
mex,2006,77.1
mex,2007,76.9
mex,2008,77.2
mex,2009,77.6
mex,2010,77.1
mex,2011,77.4
mex,2012,77.5
mex,2013,76.5
mex,2014,76.7
mex,2015,77
mex,2016,77.1
mex,2017,77.1
mex,2018,77.7
mex,2019,78
mkd,2000,71.2
mkd,2001,72.1
mkd,2002,72.5
mkd,2003,72.5
mkd,2004,72.7
mkd,2005,73.5
mkd,2006,73.4
mkd,2007,72.3
mkd,2008,72.8
mkd,2009,74.2
mkd,2010,74.6
mkd,2011,72.2
mkd,2012,72.5
mkd,2013,72.2
mkd,2014,72.1
mkd,2015,71.8
mkd,2016,71.6
mkd,2017,71.3
mkd,2018,71.7
mkd,2019,71.9
mli,1990,25.2
mli,1991,26
mli,1992,26.5
mli,1993,27.2
mli,1994,28
mli,1995,28.6
mli,1996,29.6
mli,1997,30.7
mli,1998,31.7
mli,1999,32.9
mli,2000,33.7
mli,2001,35
mli,2002,36
mli,2003,37.4
mli,2004,38.4
mli,2005,39.6
mli,2006,40.5
mli,2007,40
mli,2008,42.5
mli,2009,43.3
mli,2010,44
mli,2011,44.5
mli,2012,44.5
mli,2013,44.4
mli,2014,45.1
mli,2015,44.9
mli,2016,45.5
mli,2017,46
mli,2018,46.4
mli,2019,46.7
mlt,1990,69.4
mlt,1991,41.7
mlt,1992,64
mlt,1993,61.8
mlt,1994,62.3
mlt,1995,60.6
mlt,1996,61
mlt,1997,62
mlt,1998,59
mlt,1999,57.6
mlt,2000,54
mlt,2001,56.4
