country,time,percit_300_500k
tza,2025,5.01
tza,2030,4.93
tza,2035,4.2
uga,1950,0
uga,1955,0
uga,1960,0
uga,1965,0
uga,1970,3.61
uga,1975,3.7
uga,1980,3.77
uga,1985,0
uga,1990,0
uga,1995,0
uga,2000,0
uga,2005,0
uga,2010,0
uga,2015,0
uga,2020,0.7
uga,2025,3.17
uga,2030,1.32
uga,2035,1.66
ukr,1950,2.75
ukr,1955,3.66
ukr,1960,4.59
ukr,1965,5.27
ukr,1970,4.09
ukr,1975,4.86
ukr,1980,5.93
ukr,1985,6.67
ukr,1990,5.8
ukr,1995,5.73
ukr,2000,6.87
ukr,2005,6.99
ukr,2010,6.42
ukr,2015,6.24
ukr,2020,6.35
ukr,2025,6.45
ukr,2030,6.56
ukr,2035,6.69
ury,1950,0
ury,1955,0
ury,1960,0
ury,1965,0
ury,1970,0
ury,1975,0
ury,1980,0
ury,1985,0
ury,1990,0
ury,1995,0
ury,2000,0
ury,2005,0
ury,2010,0
ury,2015,0
ury,2020,0
ury,2025,0
ury,2030,0
ury,2035,0
usa,1950,4.08
usa,1955,4.36
usa,1960,4.11
usa,1965,3.98
usa,1970,3.39
usa,1975,3.5
usa,1980,4.17
usa,1985,3.77
usa,1990,4.29
usa,1995,4.17
usa,2000,4.52
usa,2005,5.21
usa,2010,5.36
usa,2015,6.7
usa,2020,5.56
usa,2025,5.64
usa,2030,5.81
usa,2035,5.93
uzb,1950,0
uzb,1955,0
uzb,1960,0
uzb,1965,0
uzb,1970,0
uzb,1975,2.74
uzb,1980,2.9
uzb,1985,2.27
uzb,1990,3.38
uzb,1995,4.51
uzb,2000,4.36
uzb,2005,4.44
uzb,2010,4.52
uzb,2015,2.92
uzb,2020,3.24
uzb,2025,5
uzb,2030,3.74
uzb,2035,5.43
vct,1950,0
vct,1955,0
vct,1960,0
vct,1965,0
vct,1970,0
vct,1975,0
vct,1980,0
vct,1985,0
vct,1990,0
vct,1995,0
vct,2000,0
vct,2005,0
vct,2010,0
vct,2015,0
vct,2020,0
vct,2025,0
vct,2030,0
vct,2035,0
ven,1950,0
ven,1955,5.44
ven,1960,5.88
ven,1965,3.12
ven,1970,6.99
ven,1975,6.19
ven,1980,3.01
ven,1985,4.12
ven,1990,4.32
ven,1995,4.98
ven,2000,4.39
ven,2005,7.03
ven,2010,9.4
ven,2015,8.44
ven,2020,10.87
ven,2025,13.5
ven,2030,10.24
ven,2035,11.24
vnm,1950,0
vnm,1955,1.17
vnm,1960,1.28
vnm,1965,0
vnm,1970,0
vnm,1975,0.67
vnm,1980,1.31
vnm,1985,1.27
vnm,1990,1.25
vnm,1995,1.54
vnm,2000,1.12
vnm,2005,0
vnm,2010,0.36
vnm,2015,1.11
vnm,2020,2.24
vnm,2025,3.27
vnm,2030,4.74
vnm,2035,5.75
vut,1950,0
vut,1955,0
vut,1960,0
vut,1965,0
vut,1970,0
vut,1975,0
vut,1980,0
vut,1985,0
vut,1990,0
vut,1995,0
vut,2000,0
vut,2005,0
vut,2010,0
vut,2015,0
vut,2020,0
vut,2025,0
vut,2030,0
vut,2035,0
wsm,1950,0
wsm,1955,0
wsm,1960,0
wsm,1965,0
wsm,1970,0
wsm,1975,0
wsm,1980,0
wsm,1985,0
wsm,1990,0
wsm,1995,0
wsm,2000,0
wsm,2005,0
wsm,2010,0
wsm,2015,0
wsm,2020,0
wsm,2025,0
wsm,2030,0
wsm,2035,0
yem,1950,0
yem,1955,0
yem,1960,0
yem,1965,0
yem,1970,0
yem,1975,0
yem,1980,0
yem,1985,4.2
yem,1990,2.78
yem,1995,6.94
yem,2000,7.15
yem,2005,4.45
yem,2010,3.48
yem,2015,3.11
yem,2020,2.23
yem,2025,2.62
yem,2030,0
yem,2035,0
zaf,1950,3.55
zaf,1955,2.23
zaf,1960,4.25
zaf,1965,6.29
zaf,1970,5.46
zaf,1975,3.15
zaf,1980,3.05
zaf,1985,1.29
zaf,1990,3.08
zaf,1995,3.9
zaf,2000,1.68
zaf,2005,1.73
zaf,2010,1.78
zaf,2015,2.84
zaf,2020,1.48
zaf,2025,0.53
zaf,2030,1.96
zaf,2035,2.01
zmb,1950,0
zmb,1955,0
zmb,1960,0
zmb,1965,0
zmb,1970,0
zmb,1975,7.78
zmb,1980,0
zmb,1985,8.89
zmb,1990,8.35
zmb,1995,7.73
zmb,2000,7.07
zmb,2005,7.02
zmb,2010,6.95
zmb,2015,3.1
zmb,2020,0
zmb,2025,0
zmb,2030,4.17
zmb,2035,8.02
zwe,1950,0
zwe,1955,0
zwe,1960,0
zwe,1965,7.13
zwe,1970,7.88
zwe,1975,5.21
zwe,1980,5.21
zwe,1985,5.24
zwe,1990,0
zwe,1995,0
zwe,2000,2.63
zwe,2005,2.75
zwe,2010,2.75
zwe,2015,2.66
zwe,2020,2.6
zwe,2025,2.6
zwe,2030,4.43
zwe,2035,1.84
