country,time,sorigeq_idea
bdi,1996,32.50478
bdi,1997,32.39113
bdi,1998,32.26779
bdi,1999,32.69746
bdi,2000,33.97564
bdi,2001,33.70508
bdi,2002,34.1432
bdi,2003,34.04218
bdi,2004,34.3112
bdi,2005,35.28391
bdi,2006,36.07332
bdi,2007,36.27874
bdi,2008,38.29076
bdi,2009,38.47265
bdi,2010,37.1952
bdi,2011,37.64759
bdi,2012,37.78369
bdi,2013,35.69009
bdi,2014,36.88284
bdi,2015,35.87771
bdi,2016,33.98148
bdi,2017,36.84159
bdi,2018,36.2635
bdi,2019,38.60438
bel,1975,66.72909
bel,1976,66.66445
bel,1977,67.64161
bel,1978,67.77595
bel,1979,68.17145
bel,1980,69.15162
bel,1981,69.53024
bel,1982,69.75727
bel,1983,70.18582
bel,1984,69.91636
bel,1985,70.13913
bel,1986,70.36144
bel,1987,70.1639
bel,1988,71.3185
bel,1989,71.54998
bel,1990,79.20127
bel,1991,81.96224
bel,1992,81.3422
bel,1993,81.39437
bel,1994,81.92491
bel,1995,82.43054
bel,1996,82.21244
bel,1997,82.0698
bel,1998,82.24254
bel,1999,82.80401
bel,2000,83.04436
bel,2001,82.91115
bel,2002,83.35491
bel,2003,85.68953
bel,2004,85.43937
bel,2005,85.84534
bel,2006,85.27535
bel,2007,83.20819
bel,2008,85.11397
bel,2009,85.39406
bel,2010,85.50435
bel,2011,86.42422
bel,2012,86.67495
bel,2013,82.83542
bel,2014,82.34093
bel,2015,84.03475
bel,2016,83.77699
bel,2017,86.04322
bel,2018,83.32103
bel,2019,84.99423
ben,1975,36.90406
ben,1976,36.43194
ben,1977,36.6643
ben,1978,37.23509
ben,1979,37.77144
ben,1980,37.74125
ben,1981,38.36795
ben,1982,38.78449
ben,1983,38.88392
ben,1984,37.42611
ben,1985,38.7514
ben,1986,39.03672
ben,1987,39.17409
ben,1988,38.97688
ben,1989,39.12149
ben,1990,48.11524
ben,1991,47.67799
ben,1992,47.91647
ben,1993,48.08119
ben,1994,47.66068
ben,1995,47.96502
ben,1996,48.089
ben,1997,47.21287
ben,1998,47.23572
ben,1999,47.06004
ben,2000,49.18428
ben,2001,49.21943
ben,2002,49.58062
ben,2003,50.71351
ben,2004,51.15705
ben,2005,51.03277
ben,2006,50.95713
ben,2007,51.23083
ben,2008,50.68237
ben,2009,51.19871
ben,2010,51.15923
ben,2011,50.96152
ben,2012,51.05767
ben,2013,49.54133
ben,2014,50.07795
ben,2015,50.91488
ben,2016,50.70666
ben,2017,52.12151
ben,2018,51.69769
ben,2019,51.57469
bfa,1975,35.27083
bfa,1976,35.22321
bfa,1977,36.76051
bfa,1978,35.68835
bfa,1979,35.4333
bfa,1980,39.15041
bfa,1981,38.78325
bfa,1982,38.51204
bfa,1983,39.9084
bfa,1984,41.12029
bfa,1985,40.71122
bfa,1986,41.67065
bfa,1987,41.0338
bfa,1988,40.14518
bfa,1989,41.4286
bfa,1990,44.83433
bfa,1991,45.40607
bfa,1992,46.32996
bfa,1993,45.56597
bfa,1994,45.22569
bfa,1995,45.475
bfa,1996,45.74962
bfa,1997,45.70828
bfa,1998,45.79539
bfa,1999,46.0799
bfa,2000,47.92233
bfa,2001,48.15323
bfa,2002,48.57268
bfa,2003,49.80751
bfa,2004,49.05408
bfa,2005,49.1188
bfa,2006,49.40584
bfa,2007,49.5752
bfa,2008,49.80783
bfa,2009,50.75805
bfa,2010,51.76232
bfa,2011,50.27665
bfa,2012,50.04903
bfa,2013,48.41756
bfa,2014,48.87924
bfa,2015,49.04606
bfa,2016,48.07425
bfa,2017,49.1655
bfa,2018,50.48275
bfa,2019,45.38869
bgd,1975,22.06064
bgd,1976,21.91678
bgd,1977,22.46299
bgd,1978,22.42988
bgd,1979,22.23846
bgd,1980,22.13627
bgd,1981,21.71301
bgd,1982,20.56808
bgd,1983,21.39385
bgd,1984,21.22722
bgd,1985,21.28856
bgd,1986,23.73979
bgd,1987,23.49494
bgd,1988,23.39264
bgd,1989,23.70972
bgd,1990,24.65587
bgd,1991,27.47457
bgd,1992,27.57803
bgd,1993,27.69661
bgd,1994,27.74816
bgd,1995,28.19258
bgd,1996,28.49548
bgd,1997,27.76343
bgd,1998,27.71808
bgd,1999,28.15924
bgd,2000,28.19588
bgd,2001,27.82404
bgd,2002,28.61762
bgd,2003,28.06074
bgd,2004,27.97029
bgd,2005,30.1507
bgd,2006,29.60535
bgd,2007,32.03479
bgd,2008,30.21947
bgd,2009,32.56017
bgd,2010,32.07159
bgd,2011,32.77158
bgd,2012,32.31662
bgd,2013,31.20776
bgd,2014,30.68197
bgd,2015,30.54762
bgd,2016,30.39737
bgd,2017,28.41767
bgd,2018,26.07761
bgd,2019,27.05397
bgr,1975,54.6798
bgr,1976,54.93478
bgr,1977,54.70633
bgr,1978,54.62914
bgr,1979,54.98171
bgr,1980,55.09798
bgr,1981,54.70686
bgr,1982,55.30297
bgr,1983,55.57868
bgr,1984,55.37618
bgr,1985,54.92277
bgr,1986,54.69031
bgr,1987,54.58977
bgr,1988,55.20876
bgr,1989,55.44636
bgr,1990,68.22482
bgr,1991,68.63481
bgr,1992,68.08307
bgr,1993,68.12426
bgr,1994,68.2854
bgr,1995,68.3976
bgr,1996,68.40414
bgr,1997,68.21719
bgr,1998,68.15261
bgr,1999,68.64571
bgr,2000,67.15625
bgr,2001,67.78959
bgr,2002,67.60729
bgr,2003,67.53538
bgr,2004,68.96082
bgr,2005,68.40649
bgr,2006,69.64348
bgr,2007,67.65919
bgr,2008,70.51775
bgr,2009,67.71653
bgr,2010,68.92531
bgr,2011,69.01224
bgr,2012,68.40532
bgr,2013,68.12643
bgr,2014,67.94309
bgr,2015,67.61683
bgr,2016,68.23921
bgr,2017,68.35779
bgr,2018,67.71119
bgr,2019,67.33375
bhr,1975,21.94254
bhr,1976,21.34915
bhr,1977,21.558
bhr,1978,21.47002
bhr,1979,21.77879
bhr,1980,21.55345
bhr,1981,21.93462
bhr,1982,22.42026
bhr,1983,22.35978
bhr,1984,22.15853
bhr,1985,21.57775
bhr,1986,22.44819
bhr,1987,22.12887
bhr,1988,22.30518
bhr,1989,22.27904
bhr,1990,22.27026
bhr,1991,22.4507
bhr,1992,22.30264
bhr,1993,21.96319
bhr,1994,22.31656
bhr,1995,22.45493
bhr,1996,22.52219
bhr,1997,22.96535
bhr,1998,22.96929
bhr,1999,24.27428
bhr,2000,30.29872
bhr,2001,30.94102
bhr,2002,33.32584
bhr,2003,33.10971
bhr,2004,34.07027
bhr,2005,33.33817
bhr,2006,34.09788
bhr,2007,33.92538
bhr,2008,34.96609
bhr,2009,34.52997
bhr,2010,32.46398
bhr,2011,27.47553
bhr,2012,27.04833
bhr,2013,26.91151
bhr,2014,27.43758
bhr,2015,27.53185
bhr,2016,27.61912
bhr,2017,27.39865
bhr,2018,27.80339
bhr,2019,27.68035
bih,1992,38.87442
bih,1993,39.453
bih,1994,39.92823
bih,1995,40.28137
bih,1996,43.27906
bih,1997,42.73201
bih,1998,44.22288
bih,1999,44.45353
bih,2000,46.24743
bih,2001,47.82029
bih,2002,47.83141
bih,2003,48.70964
bih,2004,48.04565
bih,2005,48.04828
bih,2006,48.34418
bih,2007,48.89836
bih,2008,48.78408
bih,2009,49.41577
bih,2010,49.13138
bih,2011,49.07386
bih,2012,49.18181
bih,2013,49.3741
bih,2014,49.96297
bih,2015,49.30676
bih,2016,49.59673
bih,2017,48.97138
bih,2018,49.3507
bih,2019,48.42938
blr,1991,68.19354
blr,1992,65.05157
blr,1993,66.79621
blr,1994,68.1555
blr,1995,67.94837
blr,1996,67.68248
blr,1997,64.507
blr,1998,64.96836
blr,1999,65.49618
blr,2000,66.04421
blr,2001,65.93395
blr,2002,68.40966
blr,2003,68.15668
blr,2004,69.88729
blr,2005,69.30084
blr,2006,69.95511
blr,2007,70.45062
blr,2008,71.52688
blr,2009,71.53113
blr,2010,70.39309
blr,2011,70.86766
blr,2012,70.81813
blr,2013,71.63463
blr,2014,71.61376
blr,2015,69.60333
blr,2016,70.84606
blr,2017,75.7806
blr,2018,71.06073
blr,2019,72.05377
bol,1975,12.77761
bol,1976,15.02636
bol,1977,15.08015
bol,1978,14.85922
bol,1979,15.07699
bol,1980,17.74838
bol,1981,16.45573
bol,1982,20.11728
bol,1983,25.7997
bol,1984,25.15973
bol,1985,27.95233
bol,1986,27.99387
bol,1987,28.22992
bol,1988,28.90936
bol,1989,30.29247
bol,1990,29.79185
bol,1991,30.15473
bol,1992,30.25886
bol,1993,30.25552
bol,1994,32.92946
bol,1995,33.16448
bol,1996,33.69692
bol,1997,33.71434
bol,1998,33.79312
bol,1999,34.45895
bol,2000,36.0185
bol,2001,36.35794
bol,2002,37.31208
bol,2003,37.38001
bol,2004,37.78006
bol,2005,37.66839
bol,2006,45.17251
bol,2007,44.99229
bol,2008,44.74035
bol,2009,45.58806
bol,2010,46.34968
bol,2011,47.23332
bol,2012,46.59985
bol,2013,47.1536
bol,2014,46.76019
bol,2015,47.03211
bol,2016,47.24005
bol,2017,47.95615
bol,2018,48.24998
bol,2019,50.40649
bra,1975,32.85999
bra,1976,32.9857
bra,1977,32.34229
bra,1978,34.10626
bra,1979,33.7087
bra,1980,33.8349
bra,1981,33.49981
bra,1982,32.45993
bra,1983,33.93962
bra,1984,34.3825
bra,1985,38.3407
bra,1986,42.06199
bra,1987,42.1458
bra,1988,45.24671
bra,1989,51.41424
bra,1990,50.42865
bra,1991,49.69339
bra,1992,49.30456
bra,1993,50.00651
bra,1994,51.06399
bra,1995,52.21554
bra,1996,52.57029
bra,1997,52.70058
bra,1998,53.13894
bra,1999,53.10041
bra,2000,53.72992
bra,2001,53.09551
bra,2002,58.40623
bra,2003,59.40442
bra,2004,60.45361
bra,2005,60.75378
bra,2006,60.46254
bra,2007,62.47588
bra,2008,62.24256
bra,2009,61.82775
bra,2010,61.91579
bra,2011,63.10245
bra,2012,62.72534
bra,2013,62.93468
bra,2014,62.47115
bra,2015,62.71689
bra,2016,59.24932
bra,2017,54.89958
bra,2018,55.00331
bra,2019,55.34666
brb,1975,62.03496
brb,1976,62.74464
brb,1977,62.75602
brb,1978,62.80294
brb,1979,63.41776
brb,1980,63.98402
brb,1981,64.12325
brb,1982,64.07681
brb,1983,64.26919
brb,1984,64.45299
brb,1985,64.34146
brb,1986,64.72299
brb,1987,64.12
brb,1988,64.25469
brb,1989,64.91616
brb,1990,64.71451
brb,1991,65.33985
brb,1992,65.12274
brb,1993,65.26313
brb,1994,65.16842
brb,1995,65.87614
brb,1996,65.92145
brb,1997,65.88616
brb,1998,65.91196
brb,1999,65.85321
brb,2000,66.01573
brb,2001,65.91903
brb,2002,65.95621
brb,2003,66.5649
brb,2004,65.72013
brb,2005,66.7091
brb,2006,67.42175
brb,2007,66.76942
brb,2008,67.1829
brb,2009,66.87007
brb,2010,67.34206
brb,2011,67.04983
brb,2012,67.40192
brb,2013,67.31315
brb,2014,67.52835
brb,2015,66.70114
brb,2016,66.57759
brb,2017,65.87889
brb,2018,66.29359
brb,2019,66.58294
bwa,1975,40.48065
bwa,1976,42.78955
bwa,1977,41.00247
bwa,1978,41.61533
bwa,1979,41.87929
bwa,1980,42.02169
bwa,1981,40.4382
bwa,1982,42.22274
bwa,1983,43.37336
bwa,1984,42.98393
bwa,1985,43.67784
bwa,1986,44.54597
bwa,1987,44.19434
bwa,1988,44.07917
bwa,1989,42.74792
bwa,1990,43.87898
bwa,1991,44.18601
bwa,1992,44.31737
bwa,1993,45.18358
bwa,1994,45.4045
bwa,1995,45.58555
bwa,1996,44.67641
bwa,1997,46.36701
bwa,1998,46.12699
bwa,1999,49.25877
bwa,2000,49.11016
bwa,2001,49.28325
bwa,2002,49.19038
bwa,2003,49.19326
bwa,2004,48.76945
bwa,2005,49.71886
bwa,2006,49.38392
bwa,2007,48.90025
bwa,2008,49.87804
bwa,2009,49.71704
bwa,2010,50.8503
bwa,2011,51.38253
bwa,2012,51.70849
bwa,2013,50.87406
bwa,2014,50.53868
bwa,2015,50.95538
bwa,2016,50.53888
bwa,2017,51.55111
bwa,2018,50.80759
bwa,2019,55.4372
caf,1975,17.46672
caf,1976,17.64506
caf,1977,17.70159
caf,1978,18.27887
caf,1979,17.90539
caf,1980,20.23298
caf,1981,19.23721
caf,1982,19.15767
caf,1983,19.28514
caf,1984,18.13659
caf,1985,19.09141
caf,1986,18.99443
caf,1987,18.2951
caf,1988,18.99928
caf,1989,19.04431
caf,1990,22.08366
caf,1991,21.74008
caf,1992,21.55516
caf,1993,22.36775
caf,1994,24.06064
caf,1995,24.09487
caf,1996,24.69739
caf,1997,25.13072
caf,1998,25.1952
caf,1999,25.37725
caf,2000,25.02251
caf,2001,25.02158
caf,2002,24.71888
caf,2003,23.01917
caf,2004,25.36008
caf,2005,25.17823
caf,2006,22.95481
caf,2007,23.41465
caf,2008,24.01984
caf,2009,23.23871
caf,2010,22.92743
caf,2011,23.13761
caf,2012,23.17536
caf,2013,23.73221
caf,2014,25.40811
caf,2015,26.50643
caf,2016,25.13043
caf,2017,26.14139
caf,2018,26.36846
caf,2019,23.31446
can,1975,58.10754
can,1976,57.58501
can,1977,58.9382
can,1978,58.97167
can,1979,59.41581
can,1980,60.66464
can,1981,60.73832
can,1982,64.84366
can,1983,65.28918
can,1984,65.15018
can,1985,66.00387
can,1986,67.45772
can,1987,66.67587
can,1988,67.10254
can,1989,67.37661
can,1990,69.18056
can,1991,69.48931
can,1992,69.06078
can,1993,69.6582
can,1994,72.31906
can,1995,72.77104
can,1996,72.75619
can,1997,73.07618
can,1998,73.53035
can,1999,73.6298
can,2000,74.70879
can,2001,74.89305
can,2002,74.81942
can,2003,75.36475
can,2004,75.40054
can,2005,74.59825
can,2006,74.42176
can,2007,74.13934
can,2008,75.69469
can,2009,74.78427
can,2010,73.69095
can,2011,73.54536
can,2012,73.47632
can,2013,74.05005
can,2014,74.16177
can,2015,74.12922
can,2016,75.69144
can,2017,79.45007
can,2018,77.57491
can,2019,81.03572
che,1975,64.46887
che,1976,65.11485
che,1977,64.82427
che,1978,64.99708
che,1979,67.21332
che,1980,67.02539
che,1981,66.98186
che,1982,67.15816
che,1983,67.31569
che,1984,67.72622
che,1985,68.61754
che,1986,68.21992
che,1987,68.33675
che,1988,68.25279
che,1989,69.29119
che,1990,72.36403
che,1991,72.35925
che,1992,72.71673
che,1993,72.51774
che,1994,72.53092
che,1995,72.81105
che,1996,73.4017
che,1997,73.29427
che,1998,73.79063
che,1999,73.75699
che,2000,77.82926
che,2001,77.9052
che,2002,78.14114
che,2003,78.10289
che,2004,78.17255
che,2005,78.13687
che,2006,77.61641
che,2007,78.45313
che,2008,78.81494
che,2009,78.63228
che,2010,79.14534
che,2011,79.16456
che,2012,79.01202
che,2013,79.41759
che,2014,79.30993
che,2015,80.76368
che,2016,80.16415
che,2017,79.43557
che,2018,81.27533
che,2019,80.82286
chl,1975,20.34004
chl,1976,20.68654
chl,1977,22.26677
chl,1978,22.59387
chl,1979,22.95618
chl,1980,23.99545
chl,1981,23.9132
chl,1982,25.17037
chl,1983,25.49303
chl,1984,25.92294
chl,1985,25.90897
chl,1986,25.78009
chl,1987,26.00103
chl,1988,26.84585
chl,1989,28.87089
chl,1990,47.36896
chl,1991,47.93581
chl,1992,47.90262
chl,1993,46.91652
chl,1994,48.81626
chl,1995,48.96158
chl,1996,49.08091
chl,1997,49.24981
chl,1998,49.59659
chl,1999,49.61622
chl,2000,55.46348
chl,2001,55.33218
chl,2002,56.12632
chl,2003,55.72464
chl,2004,56.4865
chl,2005,57.43213
chl,2006,56.83966
chl,2007,57.68182
chl,2008,57.49786
chl,2009,57.16669
chl,2010,57.36993
chl,2011,57.49954
chl,2012,57.57574
chl,2013,58.62053
chl,2014,59.4356
chl,2015,59.89789
chl,2016,58.31502
chl,2017,58.28591
chl,2018,56.45345
chl,2019,55.36472
chn,1975,30.20793
chn,1976,30.43695
chn,1977,31.84518
chn,1978,33.99307
chn,1979,33.22578
chn,1980,42.23008
chn,1981,42.85187
chn,1982,43.69448
chn,1983,43.89133
chn,1984,44.0768
chn,1985,44.18083
chn,1986,43.05583
chn,1987,42.9759
chn,1988,43.04855
chn,1989,42.60399
chn,1990,43.58379
chn,1991,42.90342
chn,1992,43.61731
chn,1993,43.59169
chn,1994,43.06391
chn,1995,42.90469
chn,1996,43.52713
chn,1997,43.03489
chn,1998,42.19249
chn,1999,43.2487
chn,2000,42.53553
chn,2001,42.59068
chn,2002,42.02372
chn,2003,42.42327
chn,2004,42.69231
chn,2005,43.217
chn,2006,43.26054
chn,2007,42.58196
chn,2008,43.41691
chn,2009,42.86873
chn,2010,44.29749
chn,2011,43.89173
chn,2012,44.1154
chn,2013,43.84176
chn,2014,44.22842
chn,2015,44.15461
chn,2016,43.76989
chn,2017,43.96471
chn,2018,45.15879
chn,2019,43.44679
civ,1975,26.43046
civ,1976,26.04854
civ,1977,26.10495
civ,1978,26.97092
civ,1979,26.88166
civ,1980,27.03172
civ,1981,27.73803
civ,1982,27.72423
civ,1983,28.11768
civ,1984,27.9592
civ,1985,28.37628
civ,1986,27.7896
civ,1987,27.97135
civ,1988,28.19818
civ,1989,28.04373
civ,1990,33.45092
civ,1991,33.21328
civ,1992,33.67301
civ,1993,33.06008
civ,1994,33.55523
civ,1995,34.45265
civ,1996,34.7299
civ,1997,35.50127
civ,1998,35.33841
civ,1999,36.31484
civ,2000,40.36583
civ,2001,40.29706
civ,2002,40.54277
civ,2003,40.81132
civ,2004,40.56258
civ,2005,40.73937
civ,2006,39.85771
civ,2007,41.55093
civ,2008,42.69838
civ,2009,42.64562
civ,2010,41.83448
civ,2011,41.60504
civ,2012,40.75113
civ,2013,41.00342
civ,2014,42.26988
civ,2015,41.96597
civ,2016,42.32579
civ,2017,42.88771
civ,2018,42.70692
civ,2019,40.10319
cmr,1975,22.21581
cmr,1976,22.28922
cmr,1977,21.26785
cmr,1978,22.46057
cmr,1979,22.18755
cmr,1980,23.90584
cmr,1981,24.87639
cmr,1982,25.49276
cmr,1983,24.44854
cmr,1984,24.85292
cmr,1985,24.42234
cmr,1986,25.06519
cmr,1987,24.63185
cmr,1988,24.73275
cmr,1989,25.08943
cmr,1990,28.3324
cmr,1991,28.24225
cmr,1992,29.33215
cmr,1993,28.50014
cmr,1994,28.44599
cmr,1995,29.9788
cmr,1996,28.93522
cmr,1997,28.87397
cmr,1998,28.3361
cmr,1999,28.7573
cmr,2000,31.97143
cmr,2001,32.4471
cmr,2002,33.02079
cmr,2003,32.74141
cmr,2004,32.03312
cmr,2005,32.40822
cmr,2006,33.03764
cmr,2007,33.25926
cmr,2008,33.14661
cmr,2009,33.20209
cmr,2010,34.3237
cmr,2011,35.52149
cmr,2012,34.99371
cmr,2013,35.23476
cmr,2014,35.23806
cmr,2015,35.6856
cmr,2016,36.19258
cmr,2017,36.45989
cmr,2018,34.35997
cmr,2019,38.79305
cod,1975,15.27734
cod,1976,15.36949
cod,1977,14.49977
cod,1978,14.88428
cod,1979,15.26238
cod,1980,16.18151
cod,1981,16.97673
cod,1982,16.98454
cod,1983,17.30828
cod,1984,16.50819
cod,1985,16.85271
cod,1986,17.18703
cod,1987,16.82091
cod,1988,19.33905
