country,time,manuf_employ
ecu,2009,10.84
ecu,2010,11.15
ecu,2011,10.67
ecu,2012,10.44
ecu,2013,10.79
ecu,2014,10.81
ecu,2015,11
ecu,2016,10.77
ecu,2017,10.81
ecu,2018,10.93
ecu,2019,10.26
egy,1991,14.09
egy,1992,14
egy,1993,13.91
egy,1994,13.48
egy,1995,14.23
egy,1996,13.9
egy,1997,13.52
egy,1998,12.62
egy,1999,13.18
egy,2000,11.91
egy,2001,12.05
egy,2002,11.6
egy,2003,10.91
egy,2004,11.14
egy,2005,11.55
egy,2006,11.68
egy,2007,11.12
egy,2008,11.32
egy,2009,11.58
egy,2010,12.11
egy,2011,9.84
egy,2012,11.1
egy,2013,10.72
egy,2014,11.14
egy,2015,11.22
egy,2016,11.45
egy,2017,12.02
egy,2018,12.52
egy,2019,12.77
eri,1991,5.28
eri,1992,5.29
eri,1993,5.31
eri,1994,5.32
eri,1995,5.35
eri,1996,5.38
eri,1997,5.41
eri,1998,5.38
eri,1999,5.37
eri,2000,5.38
eri,2001,5.34
eri,2002,5.31
eri,2003,5.22
eri,2004,5.15
eri,2005,5.05
eri,2006,4.97
eri,2007,4.91
eri,2008,4.89
eri,2009,4.8
eri,2010,4.75
eri,2011,4.7
eri,2012,4.65
eri,2013,4.61
eri,2014,4.56
eri,2015,4.52
eri,2016,4.48
eri,2017,4.44
eri,2018,4.4
eri,2019,4.37
esp,1991,21.41
esp,1992,20.97
esp,1993,20.46
esp,1994,19.84
esp,1995,19.33
esp,1996,18.66
esp,1997,18.82
esp,1998,19.53
esp,1999,19.02
esp,2000,18.74
esp,2001,18.77
esp,2002,18.21
esp,2003,17.58
esp,2004,16.88
esp,2005,16.36
esp,2006,15.71
esp,2007,15.13
esp,2008,14.59
esp,2009,13.34
esp,2010,12.85
esp,2011,12.76
esp,2012,12.61
esp,2013,12.36
esp,2014,12.35
esp,2015,12.45
esp,2016,12.45
esp,2017,12.71
esp,2018,12.65
esp,2019,12.61
est,1991,25.08
est,1992,24.05
est,1993,21.62
est,1994,20.8
est,1995,24.9
est,1996,23.96
est,1997,24.36
est,1998,21.8
est,1999,20.89
est,2000,24
est,2001,24.11
est,2002,21.25
est,2003,21.52
est,2004,23.66
est,2005,22.93
est,2006,21.01
est,2007,20.46
est,2008,20.45
est,2009,18.93
est,2010,18.8
est,2011,19.76
est,2012,18.79
est,2013,18.75
est,2014,18.27
est,2015,18.86
est,2016,18.77
est,2017,19.04
est,2018,18.63
est,2019,18.05
eth,1991,5.45
eth,1992,5.41
eth,1993,5.37
eth,1994,5.33
eth,1995,5.29
eth,1996,5.26
eth,1997,5.22
eth,1998,5.18
eth,1999,5.17
eth,2000,5.18
eth,2001,5.2
eth,2002,5.23
eth,2003,5.27
eth,2004,5.3
eth,2005,5.33
eth,2006,5.28
eth,2007,5.25
eth,2008,5.22
eth,2009,5.2
eth,2010,5.19
eth,2011,5.17
eth,2012,5.15
eth,2013,5.12
eth,2014,5.13
eth,2015,5.15
eth,2016,5.18
eth,2017,5.19
eth,2018,5.18
eth,2019,5.16
fin,1991,21.13
fin,1992,20.8
fin,1993,20.6
fin,1994,20.54
fin,1995,20.47
fin,1996,20.49
fin,1997,20.03
fin,1998,20.66
fin,1999,20.21
fin,2000,20.35
fin,2001,19.91
fin,2002,19.73
fin,2003,18.99
fin,2004,18.75
fin,2005,18.21
fin,2006,18.14
fin,2007,17.9
fin,2008,16.57
fin,2009,15.49
fin,2010,14.86
fin,2011,14.6
fin,2012,14.43
fin,2013,14.32
fin,2014,13.61
fin,2015,13.52
fin,2016,13.41
fin,2017,13.21
fin,2018,13.31
fin,2019,12.85
fji,1991,16.65
fji,1992,16.66
fji,1993,16.62
fji,1994,16.6
fji,1995,16.53
fji,1996,16.48
fji,1997,16.31
fji,1998,16.16
fji,1999,16.1
fji,2000,15.79
fji,2001,15.55
fji,2002,15.18
fji,2003,14.68
fji,2004,14.29
fji,2005,13.66
fji,2006,12.73
fji,2007,11.77
fji,2008,10.92
fji,2009,10.06
fji,2010,9.32
fji,2011,8.62
fji,2012,7.91
fji,2013,7.28
fji,2014,6.71
fji,2015,6.16
fji,2016,5.64
fji,2017,5.39
fji,2018,5.17
fji,2019,4.97
fra,1991,20.04
fra,1992,19.75
fra,1993,19.3
fra,1994,18.76
fra,1995,18.85
fra,1996,18.47
fra,1997,18.72
fra,1998,18.86
fra,1999,18.84
fra,2000,18.76
fra,2001,18.54
fra,2002,17.82
fra,2003,16.56
fra,2004,16.46
fra,2005,16.13
fra,2006,15.89
fra,2007,15.54
fra,2008,14.45
fra,2009,13.75
fra,2010,13.17
fra,2011,13.23
fra,2012,12.86
fra,2013,12.58
fra,2014,12.27
fra,2015,12.33
fra,2016,12.29
fra,2017,12.35
fra,2018,11.85
fra,2019,11.93
gab,1991,2.59
gab,1992,2.58
gab,1993,2.58
gab,1994,2.54
gab,1995,2.52
gab,1996,2.49
gab,1997,2.47
gab,1998,2.45
gab,1999,2.39
gab,2000,2.34
gab,2001,2.31
gab,2002,2.28
gab,2003,2.24
gab,2004,2.2
gab,2005,2.16
gab,2006,2.12
gab,2007,2.09
gab,2008,2.05
gab,2009,2.03
gab,2010,2
gab,2011,1.98
gab,2012,1.97
gab,2013,1.95
gab,2014,1.93
gab,2015,1.91
gab,2016,1.89
gab,2017,1.85
gab,2018,1.82
gab,2019,1.79
gbr,1991,21.68
gbr,1992,21.24
gbr,1993,20.8
gbr,1994,19.1
gbr,1995,19.02
gbr,1996,19.31
gbr,1997,18.77
gbr,1998,18.56
gbr,1999,17.78
gbr,2000,16.99
gbr,2001,16.31
gbr,2002,15.54
gbr,2003,14.79
gbr,2004,13.57
gbr,2005,13.23
gbr,2006,12.93
gbr,2007,12.79
gbr,2008,11.37
gbr,2009,9.72
gbr,2010,9.91
gbr,2011,9.83
gbr,2012,9.9
gbr,2013,9.84
gbr,2014,9.89
gbr,2015,9.66
gbr,2016,9.52
gbr,2017,9.21
gbr,2018,8.99
gbr,2019,9.18
geo,1991,9.78
geo,1992,9.37
geo,1993,8.97
geo,1994,8.57
geo,1995,8.17
geo,1996,7.84
geo,1997,7.46
geo,1998,7.01
geo,1999,6.45
geo,2000,5.95
geo,2001,5.45
geo,2002,4.64
geo,2003,4.89
geo,2004,5.09
geo,2005,5.15
geo,2006,4.66
geo,2007,4.85
geo,2008,4.88
geo,2009,4.92
geo,2010,5.28
geo,2011,5.19
geo,2012,5.21
geo,2013,5.28
geo,2014,5.26
geo,2015,5.05
geo,2016,5.37
geo,2017,5.91
geo,2018,6.21
geo,2019,5.8
gha,1991,11.86
gha,1992,11.84
gha,1993,11.89
gha,1994,11.85
gha,1995,11.81
gha,1996,11.75
gha,1997,11.74
gha,1998,11.71
gha,1999,11.69
gha,2000,11.65
gha,2001,11.6
gha,2002,11.56
gha,2003,11.51
gha,2004,11.46
gha,2005,11.44
gha,2006,11.4
gha,2007,11
gha,2008,10.59
gha,2009,10.21
gha,2010,9.91
gha,2011,9.62
gha,2012,9.25
gha,2013,8.91
gha,2014,11.28
gha,2015,14.01
gha,2016,14.42
gha,2017,14.89
gha,2018,15.72
gha,2019,16.27
gin,1991,3.19
gin,1992,3.17
gin,1993,3.16
gin,1994,3.13
gin,1995,3.11
gin,1996,3.08
gin,1997,3.05
gin,1998,3.03
gin,1999,3.01
gin,2000,2.95
gin,2001,2.91
gin,2002,2.88
gin,2003,2.93
gin,2004,2.88
gin,2005,2.85
gin,2006,2.83
gin,2007,2.79
gin,2008,2.78
gin,2009,2.74
gin,2010,2.69
gin,2011,2.66
gin,2012,2.63
gin,2013,2.62
gin,2014,2.6
gin,2015,2.6
gin,2016,2.57
gin,2017,2.54
gin,2018,2.53
gin,2019,2.52
gmb,1991,10.78
gmb,1992,10.76
gmb,1993,10.74
gmb,1994,10.7
gmb,1995,10.68
gmb,1996,10.64
gmb,1997,10.61
gmb,1998,10.56
gmb,1999,10.5
gmb,2000,10.45
gmb,2001,10.4
gmb,2002,10.4
gmb,2003,10.3
gmb,2004,10.22
gmb,2005,10.21
gmb,2006,10.17
gmb,2007,10.09
gmb,2008,9.96
gmb,2009,9.83
gmb,2010,9.73
gmb,2011,9.73
gmb,2012,9.65
gmb,2013,9.57
gmb,2014,9.55
gmb,2015,9.47
gmb,2016,9.37
gmb,2017,9.25
gmb,2018,9.18
gmb,2019,9.11
gnb,1991,7.74
gnb,1992,7.69
gnb,1993,7.67
gnb,1994,7.67
gnb,1995,7.62
gnb,1996,7.53
gnb,1997,7.56
gnb,1998,7.52
gnb,1999,7.39
gnb,2000,7.19
gnb,2001,7.04
gnb,2002,6.92
gnb,2003,6.82
gnb,2004,6.72
gnb,2005,6.61
gnb,2006,6.52
gnb,2007,6.41
gnb,2008,6.38
gnb,2009,6.3
gnb,2010,6.22
gnb,2011,6.16
gnb,2012,6.14
gnb,2013,6.09
gnb,2014,6.04
gnb,2015,5.95
gnb,2016,5.92
gnb,2017,5.86
gnb,2018,5.81
gnb,2019,5.76
gnq,1991,7.69
gnq,1992,7.78
gnq,1993,7.91
gnq,1994,8.1
gnq,1995,8.37
gnq,1996,8.93
gnq,1997,9.22
gnq,1998,9.74
gnq,1999,10.27
gnq,2000,10.88
gnq,2001,11.4
gnq,2002,11.89
gnq,2003,12.35
gnq,2004,12.68
gnq,2005,12.94
gnq,2006,13.17
gnq,2007,13.72
gnq,2008,14.18
gnq,2009,14.13
gnq,2010,14.24
gnq,2011,14.31
gnq,2012,14.04
gnq,2013,13.88
gnq,2014,13.65
gnq,2015,13.21
gnq,2016,12.89
gnq,2017,12.83
gnq,2018,12.58
gnq,2019,12.03
grc,1991,16.23
grc,1992,16.02
grc,1993,15.58
grc,1994,15.24
grc,1995,15.11
grc,1996,14.87
grc,1997,14.5
grc,1998,14.56
grc,1999,14.28
grc,2000,13.95
grc,2001,14.2
grc,2002,13.85
grc,2003,13.2
grc,2004,13.13
grc,2005,12.83
grc,2006,12.59
grc,2007,12.41
grc,2008,11.82
grc,2009,11.39
grc,2010,10.67
grc,2011,10.11
grc,2012,9.51
grc,2013,9.24
grc,2014,8.95
grc,2015,9.26
grc,2016,9.46
grc,2017,9.55
grc,2018,9.35
grc,2019,9.64
gtm,1991,17.62
gtm,1992,17.57
gtm,1993,17.5
gtm,1994,17.44
gtm,1995,17.38
gtm,1996,17.24
gtm,1997,17.22
gtm,1998,17.22
gtm,1999,16.97
gtm,2000,16.69
gtm,2001,16.93
gtm,2002,17.09
gtm,2003,17.23
gtm,2004,13.95
gtm,2005,14.86
gtm,2006,15.86
gtm,2007,16
gtm,2008,16
gtm,2009,15.82
gtm,2010,15.8
gtm,2011,14.59
gtm,2012,13.4
gtm,2013,11.74
gtm,2014,13.97
gtm,2015,12.82
gtm,2016,13.49
gtm,2017,12.73
gtm,2018,12.64
gtm,2019,12.54
guy,1991,11.14
guy,1992,11.22
guy,1993,11.22
guy,1994,11.34
guy,1995,11.44
guy,1996,11.6
guy,1997,11.8
guy,1998,12.01
guy,1999,12.44
guy,2000,12.66
guy,2001,12.98
guy,2002,13.26
guy,2003,13.05
guy,2004,12.86
guy,2005,12.51
guy,2006,12.27
guy,2007,12.23
guy,2008,12.09
guy,2009,11.96
guy,2010,11.82
guy,2011,11.77
guy,2012,11.65
guy,2013,11.61
guy,2014,11.48
guy,2015,11.35
guy,2016,11.16
guy,2017,11
guy,2018,10.86
guy,2019,10.78
hkg,1991,26.04
hkg,1992,23.76
hkg,1993,21.21
hkg,1994,19.58
hkg,1995,18.4
hkg,1996,15.94
hkg,1997,14
hkg,1998,12.16
hkg,1999,11.37
hkg,2000,10.4
hkg,2001,9.99
hkg,2002,8.94
hkg,2003,8.42
hkg,2004,7.09
hkg,2005,6.72
hkg,2006,6.38
hkg,2007,5.81
hkg,2008,5.43
hkg,2009,5.13
hkg,2010,4.81
hkg,2011,4.51
hkg,2012,4.27
hkg,2013,4.03
hkg,2014,3.81
hkg,2015,3.6
hkg,2016,3.39
hkg,2017,3.19
hkg,2018,3.01
hkg,2019,2.86
hnd,1991,14.9
hnd,1992,14.97
hnd,1993,16.69
hnd,1994,18.2
hnd,1995,18.03
hnd,1996,17.76
hnd,1997,17.32
hnd,1998,17.25
hnd,1999,16.39
hnd,2000,16.32
hnd,2001,16.05
hnd,2002,15.95
hnd,2003,15.71
hnd,2004,15.82
hnd,2005,16.62
hnd,2006,15.21
hnd,2007,15.11
hnd,2008,14.68
hnd,2009,13.34
hnd,2010,12.95
hnd,2011,13.65
hnd,2012,13.6
hnd,2013,12.81
hnd,2014,15.79
hnd,2015,14.96
hnd,2016,15.04
hnd,2017,13.78
hnd,2018,13.63
hnd,2019,13.72
hrv,1991,21.82
hrv,1992,21.25
hrv,1993,20.79
hrv,1994,20.94
hrv,1995,20.75
hrv,1996,20.7
hrv,1997,21.54
hrv,1998,21.27
hrv,1999,20.93
hrv,2000,20.77
hrv,2001,20.66
hrv,2002,20.45
hrv,2003,19.73
hrv,2004,19.22
hrv,2005,18.06
hrv,2006,19.05
hrv,2007,19.16
hrv,2008,18.63
hrv,2009,17.38
hrv,2010,16.63
hrv,2011,17.27
hrv,2012,17.52
hrv,2013,17.17
hrv,2014,17.18
hrv,2015,16.66
hrv,2016,17.06
hrv,2017,17.03
hrv,2018,17.32
hrv,2019,17.85
hti,1991,1.91
hti,1992,1.89
hti,1993,1.87
hti,1994,1.85
hti,1995,1.83
hti,1996,1.8
hti,1997,1.76
hti,1998,1.74
hti,1999,1.71
hti,2000,1.68
hti,2001,1.65
hti,2002,1.62
hti,2003,1.6
hti,2004,1.57
hti,2005,1.57
hti,2006,1.53
hti,2007,1.51
hti,2008,1.49
hti,2009,1.47
hti,2010,1.43
hti,2011,1.41
hti,2012,1.38
hti,2013,1.37
hti,2014,1.35
hti,2015,1.34
hti,2016,1.33
hti,2017,1.32
hti,2018,1.31
hti,2019,1.31
hun,1991,26.45
hun,1992,25.8
hun,1993,24.5
hun,1994,23.72
hun,1995,23.31
hun,1996,23.8
hun,1997,23.9
hun,1998,25.16
hun,1999,24.64
hun,2000,24.22
hun,2001,24.82
hun,2002,24.91
hun,2003,23.59
hun,2004,22.99
hun,2005,22.37
hun,2006,22.03
hun,2007,22.17
hun,2008,21.92
hun,2009,20.93
hun,2010,20.8
hun,2011,21.26
hun,2012,20.65
hun,2013,20.97
hun,2014,21.68
hun,2015,21.45
hun,2016,21.7
hun,2017,22.41
hun,2018,22.5
hun,2019,22.12
idn,1991,10.81
idn,1992,10.99
idn,1993,11.58
idn,1994,13.86
idn,1995,12.64
idn,1996,13.03
idn,1997,13.31
idn,1998,12.88
idn,1999,12.89
idn,2000,12.96
idn,2001,13.31
idn,2002,13.21
idn,2003,12.39
idn,2004,11.81
idn,2005,12.73
idn,2006,12.46
idn,2007,12.39
idn,2008,12.22
idn,2009,12.17
idn,2010,12.47
idn,2011,13
idn,2012,13.58
idn,2013,13.51
idn,2014,13.47
idn,2015,13.71
idn,2016,13.53
idn,2017,14.11
idn,2018,14.41
idn,2019,14.44
ind,1991,10.73
ind,1992,10.71
ind,1993,10.67
ind,1994,10.71
ind,1995,10.76
ind,1996,10.8
ind,1997,10.69
ind,1998,10.67
ind,1999,10.75
ind,2000,10.73
ind,2001,10.89
ind,2002,11
ind,2003,11.29
ind,2004,11.55
ind,2005,11.77
ind,2006,11.7
ind,2007,11.58
ind,2008,11.32
ind,2009,11.23
ind,2010,11.09
ind,2011,11.76
ind,2012,12.48
ind,2013,12.39
ind,2014,12.34
ind,2015,12.32
ind,2016,12.29
ind,2017,12.22
ind,2018,12.16
ind,2019,12.11
irl,1991,18.89
irl,1992,18.64
irl,1993,18.49
irl,1994,18.73
irl,1995,18.74
irl,1996,18.23
irl,1997,19.13
irl,1998,19.09
irl,1999,18.25
irl,2000,17.45
irl,2001,17.35
irl,2002,16.16
irl,2003,15.99
irl,2004,15.25
irl,2005,13.89
irl,2006,13.29
irl,2007,13.12
irl,2008,12.1
irl,2009,11.63
irl,2010,11.28
irl,2011,11.32
irl,2012,11.22
irl,2013,11.35
irl,2014,11.18
irl,2015,11.43
irl,2016,11.69
irl,2017,11.52
irl,2018,11.08
irl,2019,10.98
irn,1991,18.51
irn,1992,18.38
irn,1993,18.27
irn,1994,18.15
irn,1995,18.03
irn,1996,17.87
irn,1997,18
irn,1998,18.11
irn,1999,18.08
irn,2000,18.19
irn,2001,18.16
irn,2002,18.12
irn,2003,18.2
irn,2004,18.33
irn,2005,18.4
irn,2006,18.76
irn,2007,18.19
irn,2008,17.15
irn,2009,17.35
irn,2010,17.05
irn,2011,16.94
irn,2012,16.85
irn,2013,16.87
irn,2014,16.83
irn,2015,16.82
irn,2016,16.9
irn,2017,16.85
irn,2018,17.33
irn,2019,17.26
irq,1991,10.26
irq,1992,10.17
irq,1993,10.1
irq,1994,10.03
irq,1995,9.98
irq,1996,10.01
irq,1997,10.12
irq,1998,10.31
irq,1999,10.28
irq,2000,10.18
irq,2001,10.14
irq,2002,9.95
irq,2003,9.79
irq,2004,9.84
irq,2005,9.68
irq,2006,9.64
irq,2007,9.57
irq,2008,9.53
irq,2009,9.54
irq,2010,9.42
irq,2011,9.39
irq,2012,9.37
irq,2013,9.36
irq,2014,9.22
irq,2015,9.24
irq,2016,9.26
irq,2017,9.14
irq,2018,9.04
irq,2019,8.98
isl,1991,17.24
isl,1992,16.26
isl,1993,16.85
isl,1994,17.52
isl,1995,17.03
isl,1996,16.27
isl,1997,17.08
isl,1998,17.91
isl,1999,15.5
isl,2000,15.03
isl,2001,14.83
isl,2002,14.11
isl,2003,13.55
isl,2004,14.22
isl,2005,13.04
isl,2006,11.89
isl,2007,10.89
isl,2008,10.55
isl,2009,11.07
isl,2010,10.71
isl,2011,11.26
isl,2012,11.57
isl,2013,11.42
isl,2014,11.1
isl,2015,10.27
isl,2016,10.08
isl,2017,9.7
isl,2018,9.1
isl,2019,9.36
isr,1991,21.46
isr,1992,21.14
isr,1993,21.21
isr,1994,21.18
isr,1995,20.53
isr,1996,19.93
isr,1997,19.32
isr,1998,18.72
isr,1999,18.13
isr,2000,17.58
isr,2001,16.95
isr,2002,16.4
isr,2003,15.85
isr,2004,15.32
isr,2005,14.86
isr,2006,14.42
isr,2007,13.97
isr,2008,13.5
isr,2009,13.01
isr,2010,12.61
isr,2011,12.2
isr,2012,11.8
isr,2013,11.83
isr,2014,11.8
isr,2015,11.58
isr,2016,11.4
isr,2017,11.17
isr,2018,11
isr,2019,10.83
ita,1991,25.16
ita,1992,24.85
ita,1993,24.41
ita,1994,24.49
ita,1995,24.67
ita,1996,24.4
ita,1997,23.68
ita,1998,23.95
ita,1999,23.62
ita,2000,23.05
ita,2001,22.77
ita,2002,22.68
ita,2003,22.44
ita,2004,21.83
ita,2005,21.35
ita,2006,20.98
ita,2007,21
ita,2008,19.91
ita,2009,19.29
ita,2010,18.63
ita,2011,18.7
ita,2012,18.31
ita,2013,18.31
ita,2014,18.56
ita,2015,18.35
ita,2016,18.23
ita,2017,18.19
ita,2018,18.39
ita,2019,18.5
jam,1991,11.5
jam,1992,11.32
jam,1993,10.91
jam,1994,10.44
jam,1995,10.88
jam,1996,10.47
jam,1997,9.16
jam,1998,8.9
jam,1999,8.7
jam,2000,7.05
jam,2001,7.35
jam,2002,6.78
jam,2003,7
jam,2004,6.83
jam,2005,6.73
jam,2006,6.53
jam,2007,6.1
jam,2008,6.26
jam,2009,6.45
jam,2010,6.64
jam,2011,6.84
jam,2012,6.97
jam,2013,6.48
jam,2014,6.46
jam,2015,6.41
jam,2016,6.59
jam,2017,6.63
jam,2018,6.55
jam,2019,6.35
jor,1991,13.88
jor,1992,13.81
jor,1993,13.69
jor,1994,13.62
jor,1995,13.52
jor,1996,13.39
jor,1997,13.29
jor,1998,13.2
jor,1999,13.06
jor,2000,12.93
jor,2001,12.78
jor,2002,12.68
jor,2003,13.5
jor,2004,14.33
jor,2005,14.06
jor,2006,13.91
jor,2007,13.75
jor,2008,13.56
jor,2009,13.25
jor,2010,12.96
jor,2011,12.77
jor,2012,12.52
jor,2013,12.32
jor,2014,12.11
jor,2015,11.94
jor,2016,11.77
jor,2017,11.61
jor,2018,11.45
jor,2019,11.26
jpn,1991,24.46
jpn,1992,24.49
jpn,1993,23.83
jpn,1994,23.29
jpn,1995,22.64
jpn,1996,22.39
jpn,1997,22.1
jpn,1998,21.34
jpn,1999,20.94
jpn,2000,20.61
jpn,2001,20.16
jpn,2002,19.47
jpn,2003,18.9
jpn,2004,18.35
jpn,2005,18.15
jpn,2006,18.12
jpn,2007,18.18
jpn,2008,18.13
jpn,2009,17.25
jpn,2010,16.93
jpn,2011,16.7
jpn,2012,16.62
jpn,2013,16.71
jpn,2014,16.56
jpn,2015,16.49
jpn,2016,16.42
jpn,2017,16.38
jpn,2018,16.25
jpn,2019,16.17
kaz,1991,10.09
kaz,1992,9.83
kaz,1993,9.58
kaz,1994,9.32
kaz,1995,9.03
kaz,1996,8.78
kaz,1997,8.53
kaz,1998,8.29
kaz,1999,8.04
kaz,2000,7.83
kaz,2001,7.67
kaz,2002,7.51
kaz,2003,7.25
kaz,2004,7.24
kaz,2005,7.44
kaz,2006,7.49
kaz,2007,7.47
kaz,2008,7.29
kaz,2009,6.87
kaz,2010,6.97
kaz,2011,6.53
kaz,2012,6.39
kaz,2013,6.39
kaz,2014,6.41
kaz,2015,6.41
kaz,2016,6.45
kaz,2017,6.53
kaz,2018,6.65
kaz,2019,6.77
ken,1991,14.2
ken,1992,14.03
ken,1993,13.81
ken,1994,13.59
ken,1995,13.22
ken,1996,12.81
ken,1997,12.22
ken,1998,11.53
ken,1999,10.67
ken,2000,9.01
ken,2001,7.52
ken,2002,6.27
ken,2003,5.2
ken,2004,4.32
ken,2005,3.56
ken,2006,3.25
ken,2007,3.01
ken,2008,2.8
ken,2009,2.65
ken,2010,2.54
ken,2011,2.48
ken,2012,2.41
ken,2013,2.36
ken,2014,2.31
ken,2015,2.27
ken,2016,2.25
ken,2017,2.21
ken,2018,2.19
ken,2019,2.17
kgz,1991,16.31
kgz,1992,14.31
kgz,1993,13.86
kgz,1994,12.48
kgz,1995,10.67
kgz,1996,9.31
kgz,1997,8.51
kgz,1998,8.41
kgz,1999,7.2
kgz,2000,6.39
kgz,2001,6.24
kgz,2002,6.74
kgz,2003,7.26
kgz,2004,7.7
kgz,2005,7.89
kgz,2006,8.49
kgz,2007,8.35
kgz,2008,8.15
kgz,2009,7.96
kgz,2010,7.81
kgz,2011,7.69
kgz,2012,7.59
kgz,2013,6.93
kgz,2014,6.95
kgz,2015,7.39
kgz,2016,7.64
kgz,2017,10.07
kgz,2018,11.82
kgz,2019,12.63
khm,1991,5.14
khm,1992,5.27
khm,1993,5.35
khm,1994,4.87
khm,1995,5.11
khm,1996,5.33
khm,1997,5.56
khm,1998,5.82
khm,1999,6.37
khm,2000,7.06
khm,2001,9.12
khm,2002,9.2
khm,2003,9.31
khm,2004,9.58
khm,2005,9.86
khm,2006,10.06
khm,2007,10.18
khm,2008,10.58
khm,2009,10.78
khm,2010,11.16
khm,2011,11.57
khm,2012,12.11
khm,2013,12.63
khm,2014,16.26
khm,2015,16.51
khm,2016,16.87
khm,2017,16.69
khm,2018,17.25
khm,2019,17.59
kor,1991,27.65
kor,1992,26.2
kor,1993,24.54
kor,1994,23.97
kor,1995,23.6
kor,1996,22.66
kor,1997,21.39
kor,1998,19.65
kor,1999,19.84
kor,2000,20.29
kor,2001,19.78
kor,2002,19.13
kor,2003,18.99
kor,2004,18.48
kor,2005,18.08
kor,2006,17.55
kor,2007,17.18
kor,2008,16.86
kor,2009,16.36
kor,2010,16.97
kor,2011,16.95
kor,2012,16.71
kor,2013,19.23
kor,2014,17.22
kor,2015,17.57
kor,2016,17.34
kor,2017,17.06
kor,2018,16.81
kor,2019,16.33
kwt,1991,6.16
kwt,1992,5.98
kwt,1993,5.7
kwt,1994,5.56
kwt,1995,5.42
kwt,1996,5.27
kwt,1997,5.21
kwt,1998,5.16
kwt,1999,5.06
kwt,2000,4.89
kwt,2001,4.79
kwt,2002,4.74
kwt,2003,4.64
kwt,2004,4.55
kwt,2005,4.46
kwt,2006,4.42
kwt,2007,4.41
kwt,2008,4.36
kwt,2009,4.41
kwt,2010,4.4
kwt,2011,4.38
kwt,2012,4.36
kwt,2013,4.33
kwt,2014,4.3
kwt,2015,4.31
kwt,2016,4.28
kwt,2017,4.21
kwt,2018,4.15
kwt,2019,4.08
lao,1991,1.8
lao,1992,1.86
lao,1993,1.93
lao,1994,2.04
lao,1995,2.16
lao,1996,2.31
lao,1997,2.48
lao,1998,2.61
lao,1999,2.78
lao,2000,2.94
lao,2001,3.1
lao,2002,3.26
lao,2003,3.43
lao,2004,3.62
lao,2005,3.83
lao,2006,4.1
lao,2007,4.33
lao,2008,4.59
lao,2009,4.83
lao,2010,5.08
lao,2011,5.32
lao,2012,5.56
lao,2013,5.75
lao,2014,5.94
lao,2015,6.09
lao,2016,6.27
lao,2017,6.46
lao,2018,6.59
lao,2019,6.7
lbn,1991,14.56
lbn,1992,14.52
lbn,1993,14.44
lbn,1994,14.38
lbn,1995,14.31
lbn,1996,14.32
lbn,1997,14.24
lbn,1998,14.08
lbn,1999,13.94
lbn,2000,13.81
lbn,2001,13.68
lbn,2002,13.54
lbn,2003,13.42
lbn,2004,13.3
lbn,2005,13.16
lbn,2006,12.99
lbn,2007,12.86
lbn,2008,12.76
lbn,2009,12.63
lbn,2010,12.55
lbn,2011,12.41
lbn,2012,12.3
lbn,2013,12.19
lbn,2014,12.11
lbn,2015,12.03
lbn,2016,11.94
lbn,2017,11.84
lbn,2018,11.71
lbn,2019,11.52
lbr,1991,8.56
lbr,1992,8.18
lbr,1993,7.82
lbr,1994,7.49
lbr,1995,7.1
lbr,1996,6.81
lbr,1997,6.77
lbr,1998,6.8
lbr,1999,6.83
lbr,2000,6.86
lbr,2001,7.01
lbr,2002,6.97
lbr,2003,6.92
lbr,2004,6.87
lbr,2005,6.8
lbr,2006,6.75
lbr,2007,6.67
lbr,2008,6.59
lbr,2009,6.53
lbr,2010,6.48
lbr,2011,6.42
lbr,2012,6.35
lbr,2013,6.28
lbr,2014,6.22
lbr,2015,6.12
lbr,2016,6
lbr,2017,5.94
lbr,2018,5.88
lbr,2019,5.8
lby,1991,14.15
lby,1992,14.1
lby,1993,13.96
lby,1994,13.9
lby,1995,13.8
lby,1996,13.69
lby,1997,13.6
lby,1998,13.52
lby,1999,13.27
lby,2000,13.11
lby,2001,12.95
lby,2002,12.72
lby,2003,12.64
lby,2004,12.53
lby,2005,12.41
lby,2006,12.28
lby,2007,12.17
lby,2008,11.96
lby,2009,11.86
lby,2010,11.78
lby,2011,11.61
lby,2012,11.51
lby,2013,11.39
lby,2014,11.08
lby,2015,10.85
lby,2016,10.7
lby,2017,10.69
lby,2018,10.67
lby,2019,10.56
lca,1991,12.76
lca,1992,12.53
lca,1993,12.49
lca,1994,12.51
lca,1995,9.66
lca,1996,12.31
lca,1997,11.11
lca,1998,9.68
lca,1999,9.32
lca,2000,9.9
lca,2001,8.83
lca,2002,7.88
lca,2003,7.54
lca,2004,7.84
lca,2005,7.42
lca,2006,6.03
lca,2007,6.02
lca,2008,5.97
lca,2009,5.94
lca,2010,5.91
lca,2011,5.88
lca,2012,5.86
lca,2013,5.85
lca,2014,5.81
lca,2015,5.8
lca,2016,5.8
lca,2017,5.8
lca,2018,5.6
lca,2019,5.27
lka,1991,19.1
lka,1992,13.91
lka,1993,13.37
lka,1994,15.67
lka,1995,17.22
lka,1996,15.58
lka,1997,15.73
lka,1998,15.78
lka,1999,15.98
lka,2000,16.27
lka,2001,16.22
lka,2002,16.41
lka,2003,16.67
lka,2004,16.92
lka,2005,17.18
lka,2006,17.5
lka,2007,17.77
lka,2008,18.02
