country,time,elecparti_idea
deu,1978,83.84
deu,1979,83.84
deu,1980,81.84
deu,1981,81.84
deu,1982,81.84
deu,1983,80.95
deu,1984,80.95
deu,1985,80.95
deu,1986,80.95
deu,1987,75.02
deu,1988,75.02
deu,1989,75.02
deu,1990,73.1
deu,1991,73.1
deu,1992,73.1
deu,1993,73.1
deu,1994,72.39
deu,1995,72.39
deu,1996,72.39
deu,1997,72.39
deu,1998,75.32
deu,1999,75.32
deu,2000,75.32
deu,2001,75.32
deu,2002,73.46
deu,2003,73.46
deu,2004,73.46
deu,2005,71.99
deu,2006,71.99
deu,2007,71.99
deu,2008,71.99
deu,2009,64.61
deu,2010,64.61
deu,2011,64.61
deu,2012,64.61
deu,2013,66.04
deu,2014,66.04
deu,2015,66.04
deu,2016,66.04
deu,2017,69.11
deu,2018,69.11
deu,2019,69.11
dnk,1975,88.23
dnk,1976,88.23
dnk,1977,87.74
dnk,1978,87.74
dnk,1979,83.23
dnk,1980,83.23
dnk,1981,86.28
dnk,1982,86.28
dnk,1983,86.28
dnk,1984,86.04
dnk,1985,86.04
dnk,1986,86.04
dnk,1987,85.85
dnk,1988,82.73
dnk,1989,82.73
dnk,1990,80.42
dnk,1991,80.42
dnk,1992,80.42
dnk,1993,80.42
dnk,1994,81.73
dnk,1995,81.73
dnk,1996,81.73
dnk,1997,81.73
dnk,1998,83.13
dnk,1999,83.13
dnk,2000,83.13
dnk,2001,84.34
dnk,2002,84.34
dnk,2003,84.34
dnk,2004,84.34
dnk,2005,81.34
dnk,2006,81.34
dnk,2007,83.2
dnk,2008,83.2
dnk,2009,83.2
dnk,2010,83.2
dnk,2011,81.83
dnk,2012,81.83
dnk,2013,81.83
dnk,2014,81.83
dnk,2015,80.34
dnk,2016,80.34
dnk,2017,80.34
dnk,2018,80.34
dnk,2019,76.38
dom,1975,69.37
dom,1976,69.37
dom,1977,69.37
dom,1978,62.85
dom,1979,62.85
dom,1980,62.85
dom,1981,62.85
dom,1982,65.62
dom,1983,65.62
dom,1984,65.62
dom,1985,65.62
dom,1986,60.7
dom,1987,60.7
dom,1988,60.7
dom,1989,60.7
dom,1990,48.78
dom,1991,48.78
dom,1992,48.78
dom,1993,48.78
dom,1994,30.56
dom,1995,30.56
dom,1996,60.54
dom,1997,60.54
dom,1998,45.62
dom,1999,45.62
dom,2000,65.33
dom,2001,65.33
dom,2002,47.03
dom,2003,47.03
dom,2004,69.45
dom,2005,69.45
dom,2006,56.4
dom,2007,56.4
dom,2008,71.63
dom,2009,71.63
dom,2010,58.57
dom,2011,58.57
dom,2012,70.21
dom,2013,70.21
dom,2014,70.21
dom,2015,70.21
dom,2016,65.99
dom,2017,65.99
dom,2018,65.99
dom,2019,65.99
dza,1975,0
dza,1991,60.07
dza,1992,60.07
dza,1993,0
dza,1994,0
dza,1995,80.1
dza,1996,80.1
dza,1997,74.13
dza,1998,74.13
dza,1999,63.77
dza,2000,63.77
dza,2001,63.77
dza,2002,45.08
dza,2003,45.08
dza,2004,53.6
dza,2005,53.6
dza,2006,53.6
dza,2007,32.02
dza,2008,32.02
dza,2009,65.86
dza,2010,65.86
dza,2011,65.86
dza,2012,38.7
dza,2013,38.7
dza,2014,43.57
dza,2015,43.57
dza,2016,43.57
dza,2017,31.65
dza,2018,31.65
dza,2019,34.86
ecu,1975,0
ecu,1976,0
ecu,1977,0
ecu,1978,39.67
ecu,1979,42.6
ecu,1980,42.6
ecu,1981,42.6
ecu,1982,42.6
ecu,1983,42.6
ecu,1984,62.54
ecu,1985,62.54
ecu,1986,64.93
ecu,1987,64.93
ecu,1988,67.07
ecu,1989,67.07
ecu,1990,64.68
ecu,1991,64.68
ecu,1992,70.66
ecu,1993,70.66
ecu,1994,66.3
ecu,1995,66.3
ecu,1996,71.67
ecu,1997,71.67
ecu,1998,71.97
ecu,1999,71.97
ecu,2000,71.97
ecu,2001,71.97
ecu,2002,70.26
ecu,2003,70.26
ecu,2004,70.26
ecu,2005,70.26
ecu,2006,84.12
ecu,2007,84.12
ecu,2008,84.12
ecu,2009,90.47
ecu,2010,90.47
ecu,2011,90.47
ecu,2012,90.47
ecu,2013,94.29
ecu,2014,94.29
ecu,2015,94.29
ecu,2016,94.29
ecu,2017,90.47
ecu,2018,90.47
ecu,2019,90.47
egy,1976,18.95
egy,1977,18.95
egy,1978,18.95
egy,1979,18.95
egy,1980,0
egy,1981,18.95
egy,1982,18.95
egy,1983,18.95
egy,1984,21.59
egy,1985,21.59
egy,1986,21.59
egy,1987,27.21
egy,1988,27.21
egy,1989,27.21
egy,1990,25.03
egy,1991,25.03
egy,1992,25.03
egy,1993,25.03
egy,1994,25.03
egy,1995,30.41
egy,1996,30.41
egy,1997,30.41
egy,1998,30.41
egy,1999,30.41
egy,2000,30.41
egy,2001,30.41
egy,2002,30.41
egy,2003,30.41
egy,2004,30.41
egy,2005,19.75
egy,2006,19.75
egy,2007,19.75
egy,2008,19.75
egy,2009,19.75
egy,2010,16.16
egy,2011,54.99
egy,2012,49.62
egy,2013,49.62
egy,2014,47.14
egy,2015,27.46
egy,2016,27.46
egy,2017,27.46
egy,2018,39.9
egy,2019,39.9
eri,1993,0
eri,1994,0
eri,1995,0
eri,1996,0
eri,1997,0
eri,1998,0
eri,1999,0
eri,2000,0
eri,2001,0
eri,2002,0
eri,2003,0
eri,2004,0
eri,2005,0
eri,2006,0
eri,2007,0
eri,2008,0
eri,2009,0
eri,2010,0
eri,2011,0
eri,2012,0
eri,2013,0
eri,2014,0
eri,2015,0
eri,2016,0
eri,2017,0
eri,2018,0
eri,2019,0
esp,1977,79.36
esp,1978,79.36
esp,1979,72.32
esp,1980,72.32
esp,1981,72.32
esp,1982,83.11
esp,1983,83.11
esp,1984,83.11
esp,1985,83.11
esp,1986,73.72
esp,1987,73.72
esp,1988,73.72
esp,1989,71.28
esp,1990,71.28
esp,1991,71.28
esp,1992,71.28
esp,1993,77.43
esp,1994,77.43
esp,1995,77.43
esp,1996,80.56
esp,1997,80.56
esp,1998,80.56
esp,1999,80.56
esp,2000,73.79
esp,2001,73.79
esp,2002,73.79
esp,2003,73.79
esp,2004,76.25
esp,2005,76.25
esp,2006,76.25
esp,2007,76.25
esp,2008,69.94
esp,2009,69.94
esp,2010,69.94
esp,2011,63.26
esp,2012,63.26
esp,2013,63.26
esp,2014,63.26
esp,2015,64.39
esp,2016,60.87
esp,2017,60.87
esp,2018,60.87
esp,2019,65.14
est,1991,78.28
est,1992,40.93
est,1993,40.93
est,1994,40.93
est,1995,48.84
est,1996,48.84
est,1997,48.84
est,1998,48.84
est,1999,45.95
est,2000,45.95
est,2001,45.95
est,2002,45.95
est,2003,48.12
est,2004,48.12
est,2005,48.12
est,2006,48.12
est,2007,53.44
est,2008,53.44
est,2009,53.44
est,2010,53.44
est,2011,55.45
est,2012,55.45
est,2013,55.45
est,2014,55.45
est,2015,56.82
est,2016,56.82
est,2017,56.82
est,2018,56.82
est,2019,56.45
eth,1975,0
eth,1976,0
eth,1977,0
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1995,76.02
eth,1996,76.02
eth,1997,76.02
eth,1998,76.02
eth,1999,76.02
eth,2000,59.98
eth,2001,59.98
eth,2002,59.98
eth,2003,59.98
eth,2004,59.98
eth,2005,66.19
eth,2006,66.19
eth,2007,66.19
eth,2008,66.19
eth,2009,66.19
eth,2010,71.17
eth,2011,71.17
eth,2012,71.17
eth,2013,71.17
eth,2014,71.17
eth,2015,70.09
eth,2016,70.09
eth,2017,70.09
eth,2018,70.09
eth,2019,70.09
fin,1975,80.29
fin,1976,80.29
fin,1977,80.29
fin,1978,69.3
fin,1979,81.32
fin,1980,81.32
fin,1981,81.32
fin,1982,88.06
fin,1983,81.1
fin,1984,81.1
fin,1985,81.1
fin,1986,81.1
fin,1987,77.25
fin,1988,82.48
fin,1989,82.48
fin,1990,82.48
fin,1991,71.93
fin,1992,71.93
fin,1993,71.93
fin,1994,81.41
fin,1995,71.13
fin,1996,71.13
fin,1997,71.13
fin,1998,71.13
fin,1999,65.21
fin,2000,76.81
fin,2001,76.81
fin,2002,76.81
fin,2003,69.96
fin,2004,69.96
fin,2005,69.96
fin,2006,77.56
fin,2007,68.18
fin,2008,68.18
fin,2009,68.18
fin,2010,68.18
fin,2011,72.77
fin,2012,67.52
fin,2013,67.52
fin,2014,67.52
fin,2015,73.14
fin,2016,73.14
fin,2017,73.14
fin,2018,67.47
fin,2019,69.43
fra,1975,72.42
fra,1976,72.42
fra,1977,72.42
fra,1978,63.4
fra,1979,63.4
fra,1980,63.4
fra,1981,77.04
fra,1982,77.04
fra,1983,77.04
fra,1984,77.04
fra,1985,77.04
fra,1986,69.91
fra,1987,69.91
fra,1988,76.42
fra,1989,76.42
fra,1990,76.42
fra,1991,76.42
fra,1992,76.42
fra,1993,61.29
fra,1994,61.29
fra,1995,72.26
fra,1996,72.26
fra,1997,59.86
fra,1998,59.86
fra,1999,59.86
fra,2000,59.86
fra,2001,59.86
fra,2002,69.92
fra,2003,69.92
fra,2004,69.92
fra,2005,69.92
fra,2006,69.92
fra,2007,76.75
fra,2008,76.75
fra,2009,76.75
fra,2010,76.75
fra,2011,76.75
fra,2012,71.18
fra,2013,71.18
fra,2014,71.18
fra,2015,71.18
fra,2016,71.18
fra,2017,70.87
fra,2018,70.87
fra,2019,70.87
gab,1993,57.94
gab,1994,57.94
gab,1995,57.94
gab,1996,57.94
gab,1997,57.94
gab,1998,49.3
gab,1999,49.3
gab,2000,49.3
gab,2001,49.3
gab,2002,49.3
gab,2003,49.3
gab,2004,49.3
gab,2005,42.98
gab,2006,42.98
gab,2007,42.98
gab,2008,42.98
gab,2009,40.01
gab,2010,40.01
gab,2011,28.24
gab,2012,28.24
gab,2013,28.24
gab,2014,28.24
gab,2015,28.24
gab,2016,41.89
gab,2017,41.89
gab,2018,33.87
gab,2019,33.87
gbr,1975,77.88
gbr,1976,77.88
gbr,1977,77.88
gbr,1978,77.88
gbr,1979,75.06
gbr,1980,75.06
gbr,1981,75.06
gbr,1982,75.06
gbr,1983,71.7
gbr,1984,71.7
gbr,1985,71.7
gbr,1986,71.7
gbr,1987,75.17
gbr,1988,75.17
gbr,1989,75.17
gbr,1990,75.17
gbr,1991,75.17
gbr,1992,75.36
gbr,1993,75.36
gbr,1994,75.36
gbr,1995,75.36
gbr,1996,75.36
gbr,1997,69.39
gbr,1998,69.39
gbr,1999,69.39
gbr,2000,69.39
gbr,2001,57.56
gbr,2002,57.56
gbr,2003,57.56
gbr,2004,57.56
gbr,2005,58.32
gbr,2006,58.32
gbr,2007,58.32
gbr,2008,58.32
gbr,2009,58.32
gbr,2010,61.06
gbr,2011,61.06
gbr,2012,61.06
gbr,2013,61.06
gbr,2014,61.06
gbr,2015,60.45
gbr,2016,60.45
gbr,2017,62.88
gbr,2018,62.88
gbr,2019,61.83
geo,1992,67.09
geo,1993,67.09
geo,1994,67.09
geo,1995,54.44
geo,1996,54.44
geo,1997,54.44
geo,1998,54.44
geo,1999,58.76
geo,2000,65.25
geo,2001,65.25
geo,2002,65.25
geo,2003,54.78
geo,2004,56.07
geo,2005,56.07
geo,2006,56.07
geo,2007,56.07
geo,2008,55.38
geo,2009,55.38
geo,2010,55.38
geo,2011,55.38
geo,2012,59
geo,2013,47.34
geo,2014,47.34
geo,2015,47.34
geo,2016,46.98
geo,2017,46.98
geo,2018,50.95
geo,2019,50.95
gha,1975,0
gha,1976,0
gha,1977,0
gha,1978,0
gha,1979,37.11
gha,1980,37.11
gha,1981,0
gha,1982,0
gha,1983,0
gha,1984,0
gha,1985,0
gha,1986,0
gha,1987,0
gha,1988,0
gha,1989,0
gha,1990,0
gha,1991,0
gha,1992,60.15
gha,1993,60.15
gha,1994,60.15
gha,1995,60.15
gha,1996,82.48
gha,1997,82.48
gha,1998,82.48
gha,1999,82.48
gha,2000,65.13
gha,2001,65.13
gha,2002,65.13
gha,2003,65.13
gha,2004,79.98
gha,2005,79.98
gha,2006,79.98
gha,2007,79.98
gha,2008,69.84
gha,2009,69.84
gha,2010,69.84
gha,2011,69.84
gha,2012,82.2
gha,2013,82.2
gha,2014,82.2
gha,2015,82.2
gha,2016,70.88
gha,2017,70.88
gha,2018,70.88
gha,2019,70.88
gin,1985,0
gin,1986,0
gin,1987,0
gin,1988,0
gin,1989,0
gin,1990,0
gin,1991,0
gin,1992,0
gin,1993,75.46
gin,1994,75.46
gin,1995,59.91
gin,1996,59.91
gin,1997,59.91
gin,1998,75.38
gin,1999,75.38
gin,2000,75.38
gin,2001,75.38
gin,2002,77.47
gin,2003,97.38
gin,2004,97.38
gin,2005,97.38
gin,2006,97.38
gin,2007,97.38
gin,2008,97.38
gin,2009,0
gin,2010,54.94
gin,2011,54.94
gin,2012,54.94
gin,2013,62.99
gin,2014,62.99
gin,2015,68.03
gin,2016,68.03
gin,2017,68.03
gin,2018,68.03
gin,2019,68.03
gmb,1975,44.15
gmb,1976,44.15
gmb,1977,68.17
gmb,1978,68.17
gmb,1979,68.17
gmb,1980,68.17
gmb,1981,68.17
gmb,1982,56.86
gmb,1983,56.86
gmb,1984,56.86
gmb,1985,56.86
gmb,1986,56.86
gmb,1987,53.74
gmb,1988,53.74
gmb,1989,53.74
gmb,1990,53.74
gmb,1991,53.74
gmb,1992,55.26
gmb,1993,55.26
gmb,1994,55.26
gmb,1995,0
gmb,1996,72.68
gmb,1997,56.71
gmb,1998,56.71
gmb,1999,56.71
gmb,2000,56.71
gmb,2001,61.32
gmb,2002,13.88
gmb,2003,13.88
gmb,2004,13.88
gmb,2005,13.88
gmb,2006,50.66
gmb,2007,32.75
gmb,2008,32.75
gmb,2009,32.75
gmb,2010,32.75
gmb,2011,73.53
gmb,2012,16.83
gmb,2013,16.83
gmb,2014,16.83
gmb,2015,16.83
gmb,2016,47.04
gmb,2017,32.33
gmb,2018,32.33
gmb,2019,32.33
gnb,1975,0
gnb,1976,0
gnb,1977,0
gnb,1978,0
gnb,1979,0
gnb,1980,0
gnb,1981,0
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,1994,56.94
gnb,1995,56.94
gnb,1996,56.94
gnb,1997,56.94
gnb,1998,56.94
gnb,1999,56.85
gnb,2000,56.85
gnb,2001,56.85
gnb,2002,56.85
gnb,2003,56.85
gnb,2004,65.21
gnb,2005,66.84
gnb,2006,66.84
gnb,2007,66.84
gnb,2008,64.25
gnb,2009,44.83
gnb,2010,44.83
gnb,2011,44.83
gnb,2012,44.83
gnb,2013,0
gnb,2014,79.71
gnb,2015,79.71
gnb,2016,79.71
gnb,2017,79.71
gnb,2018,79.71
gnb,2019,68.93
gnq,1975,0
gnq,1976,0
gnq,1977,0
gnq,1978,0
gnq,1979,0
gnq,1980,0
gnq,1981,0
gnq,1999,24.51
gnq,2000,24.51
gnq,2001,24.51
gnq,2002,78.94
gnq,2003,78.94
gnq,2004,74.58
gnq,2005,74.58
gnq,2006,74.58
gnq,2007,74.58
gnq,2008,74.58
gnq,2009,83.03
gnq,2010,83.03
gnq,2011,83.03
gnq,2012,83.03
gnq,2013,83.03
gnq,2014,83.03
gnq,2015,83.03
gnq,2016,74.6
gnq,2017,74.6
gnq,2018,74.6
gnq,2019,74.6
grc,1975,82.73
grc,1976,82.73
grc,1977,82.41
grc,1978,82.41
grc,1979,82.41
grc,1980,82.41
grc,1981,84.48
grc,1982,84.48
grc,1983,84.48
grc,1984,84.48
grc,1985,87.35
grc,1986,87.35
grc,1987,87.35
grc,1988,87.35
grc,1989,85.84
grc,1990,85.84
grc,1991,85.84
grc,1992,85.84
grc,1993,85.61
grc,1994,85.61
grc,1995,85.61
grc,1996,83.88
grc,1997,83.88
grc,1998,83.88
grc,1999,83.88
grc,2000,89.02
grc,2001,89.02
grc,2002,89.02
grc,2003,89.02
grc,2004,87.66
grc,2005,87.66
grc,2006,87.66
grc,2007,79.59
grc,2008,79.59
grc,2009,79.24
grc,2010,79.24
grc,2011,79.24
grc,2012,69.36
grc,2013,69.36
grc,2014,69.36
grc,2015,70.62
grc,2016,70.62
grc,2017,70.62
grc,2018,70.62
grc,2019,63.52
gtm,1975,25.63
gtm,1976,25.63
gtm,1977,25.63
gtm,1978,20.76
gtm,1979,20.76
gtm,1980,20.76
gtm,1981,20.76
gtm,1982,30.74
gtm,1983,0
gtm,1984,30.74
gtm,1985,49.82
gtm,1986,49.82
gtm,1987,49.82
gtm,1988,49.82
gtm,1989,49.82
gtm,1990,49.82
gtm,1991,31.92
gtm,1992,31.92
gtm,1993,31.92
gtm,1994,14.46
gtm,1995,26.33
gtm,1996,26.33
gtm,1997,26.33
gtm,1998,26.33
gtm,1999,31.13
gtm,2000,31.13
gtm,2001,31.13
gtm,2002,31.13
gtm,2003,49.28
gtm,2004,49.28
gtm,2005,49.28
gtm,2006,49.28
gtm,2007,57.19
gtm,2008,57.19
gtm,2009,57.19
gtm,2010,57.19
gtm,2011,69.99
gtm,2012,69.99
gtm,2013,69.99
gtm,2014,69.99
gtm,2015,62.6
gtm,2016,62.6
gtm,2017,62.6
gtm,2018,62.6
gtm,2019,50.28
hnd,1975,0
hnd,1976,0
hnd,1977,0
hnd,1978,0
hnd,1979,0
hnd,1980,59.11
hnd,1981,69.14
hnd,1982,69.14
hnd,1983,69.14
hnd,1984,69.14
hnd,1985,77.79
hnd,1986,77.79
hnd,1987,77.79
hnd,1988,77.79
hnd,1989,75.71
hnd,1990,75.71
hnd,1991,75.71
hnd,1992,75.71
hnd,1993,63.49
hnd,1994,63.49
hnd,1995,63.49
hnd,1996,63.49
hnd,1997,68.22
hnd,1998,68.22
hnd,1999,68.22
hnd,2000,68.22
hnd,2001,72.37
hnd,2002,72.37
hnd,2003,72.37
hnd,2004,72.37
hnd,2005,60.55
hnd,2006,60.55
hnd,2007,60.55
hnd,2008,60.55
hnd,2009,53.17
hnd,2010,53.17
hnd,2011,53.17
hnd,2012,53.17
hnd,2013,66.31
hnd,2014,66.31
hnd,2015,66.31
hnd,2016,66.31
hnd,2017,65.29
hnd,2018,65.29
hnd,2019,65.29
hrv,1991,0
hrv,1992,74.55
hrv,1993,74.55
hrv,1994,74.55
hrv,1995,72.17
hrv,1996,72.17
hrv,1997,64.3
hrv,1998,64.3
hrv,1999,64.3
hrv,2000,80.95
hrv,2001,80.95
hrv,2002,80.95
hrv,2003,71.96
hrv,2004,71.96
hrv,2005,64.86
hrv,2006,64.86
hrv,2007,70.84
hrv,2008,70.84
hrv,2009,65.24
hrv,2010,65.24
hrv,2011,66.09
hrv,2012,66.09
hrv,2013,66.09
hrv,2014,66.09
hrv,2015,63.96
hrv,2016,55.5
hrv,2017,55.5
hrv,2018,55.5
hrv,2019,54.02
hti,1988,36.28
hti,1989,0
hti,1990,53.82
hti,1991,52.69
hti,1992,0
hti,1993,0
hti,1994,0
hti,1995,33.07
hti,1996,33.07
hti,1997,33.07
hti,1998,33.07
hti,1999,33.07
hti,2000,68.25
hti,2001,68.25
hti,2002,68.25
hti,2003,68.25
hti,2004,68.25
hti,2005,0
hti,2006,47.77
hti,2007,47.77
hti,2008,47.77
hti,2009,47.77
hti,2010,18.99
hti,2011,18.93
hti,2012,18.93
hti,2013,18.93
hti,2014,18.93
hti,2015,27.8
hti,2016,17.82
hti,2017,17.82
hti,2018,17.82
hti,2019,17.82
hun,1990,65.52
hun,1991,65.52
hun,1992,65.52
hun,1993,65.52
hun,1994,69.43
hun,1995,69.43
hun,1996,69.43
hun,1997,69.43
hun,1998,59.03
hun,1999,59.03
hun,2000,59.03
hun,2001,59.03
hun,2002,71.78
hun,2003,71.78
hun,2004,71.78
hun,2005,71.78
hun,2006,68.54
hun,2007,68.54
hun,2008,68.54
hun,2009,68.54
hun,2010,63.67
hun,2011,63.67
hun,2012,63.67
hun,2013,63.67
hun,2014,63.36
hun,2015,63.36
hun,2016,63.36
hun,2017,63.36
hun,2018,71.64
hun,2019,71.64
idn,1975,85.92
idn,1976,85.92
idn,1977,86.74
idn,1978,86.74
idn,1979,86.74
idn,1980,86.74
idn,1981,86.74
idn,1982,89
idn,1983,89
idn,1984,89
idn,1985,89
idn,1986,89
idn,1987,87.53
idn,1988,87.53
idn,1989,87.53
idn,1990,87.53
idn,1991,87.53
idn,1992,87.6
idn,1993,87.6
idn,1994,87.6
idn,1995,87.6
idn,1996,87.6
idn,1997,92.81
idn,1998,92.81
idn,1999,85.69
idn,2000,85.69
idn,2001,85.69
idn,2002,85.69
idn,2003,85.69
idn,2004,87.6
idn,2005,87.6
idn,2006,87.6
idn,2007,87.6
idn,2008,87.6
idn,2009,74.04
idn,2010,74.04
idn,2011,74.04
idn,2012,74.04
idn,2013,74.04
idn,2014,82.93
idn,2015,82.93
idn,2016,82.93
idn,2017,82.93
idn,2018,82.93
idn,2019,82.44
ind,1975,57.22
ind,1976,57.22
ind,1977,64.67
ind,1978,64.67
ind,1979,64.67
ind,1980,62.35
ind,1981,62.35
ind,1982,62.35
ind,1983,62.35
ind,1984,64.61
ind,1985,64.61
ind,1986,64.61
ind,1987,64.61
ind,1988,64.61
ind,1989,65.18
ind,1990,65.18
ind,1991,57.23
ind,1992,57.23
ind,1993,57.23
ind,1994,57.23
ind,1995,57.23
ind,1996,61.08
ind,1997,61.08
ind,1998,67.45
ind,1999,65.69
ind,2000,65.69
ind,2001,65.69
ind,2002,65.69
ind,2003,65.69
ind,2004,60.91
ind,2005,60.91
ind,2006,60.91
ind,2007,60.91
ind,2008,60.91
ind,2009,56.48
ind,2010,56.48
ind,2011,56.48
ind,2012,56.48
ind,2013,56.48
ind,2014,70.29
ind,2015,70.29
ind,2016,70.29
ind,2017,70.29
ind,2018,70.29
ind,2019,68.74
irl,1975,77.76
irl,1976,77.76
irl,1977,85.17
irl,1978,85.17
irl,1979,85.17
irl,1980,85.17
irl,1981,78.78
irl,1982,76.33
irl,1983,76.33
irl,1984,76.33
irl,1985,76.33
irl,1986,76.33
irl,1987,77.87
irl,1988,77.87
irl,1989,71.23
irl,1990,71.23
irl,1991,71.23
irl,1992,73.65
irl,1993,73.65
irl,1994,73.65
irl,1995,73.65
irl,1996,73.65
irl,1997,67.38
irl,1998,67.38
irl,1999,67.38
irl,2000,67.38
irl,2001,67.38
irl,2002,66.98
irl,2003,66.98
irl,2004,66.98
irl,2005,66.98
irl,2006,66.98
irl,2007,68.89
irl,2008,68.89
irl,2009,68.89
irl,2010,68.89
irl,2011,63.78
irl,2012,63.78
irl,2013,63.78
irl,2014,63.78
irl,2015,63.78
irl,2016,58.04
irl,2017,58.04
irl,2018,39.33
irl,2019,39.33
irn,1992,24.71
irn,1993,53.19
irn,1994,53.19
irn,1995,53.19
irn,1996,73.08
irn,1997,73.08
irn,1998,73.08
irn,1999,73.08
irn,2000,73.08
irn,2001,86.42
irn,2002,86.42
irn,2003,86.42
irn,2004,52.77
irn,2005,67.62
irn,2006,67.62
irn,2007,67.62
irn,2008,54.08
irn,2009,75.52
irn,2010,75.52
irn,2011,75.52
irn,2012,61.81
irn,2013,62.27
irn,2014,62.27
irn,2015,62.27
irn,2016,55.29
irn,2017,68.43
irn,2018,68.43
irn,2019,68.43
irq,1975,0
irq,1976,0
irq,1977,0
irq,1978,0
irq,1979,0
irq,2004,0
irq,2005,89.22
irq,2006,89.22
irq,2007,89.22
irq,2008,89.22
irq,2009,89.22
irq,2010,70.12
irq,2011,70.12
irq,2012,70.12
irq,2013,70.12
irq,2014,76.81
irq,2015,76.81
irq,2016,76.81
irq,2017,76.81
irq,2018,47.38
irq,2019,47.38
isl,1975,87.56
isl,1976,87.56
isl,1977,87.56
isl,1978,89.56
isl,1979,90.59
isl,1980,91.68
isl,1981,91.68
isl,1982,91.68
isl,1983,88.19
isl,1984,88.19
isl,1985,88.19
isl,1986,88.19
isl,1987,92.32
isl,1988,72.31
isl,1989,72.31
isl,1990,72.31
isl,1991,88.67
isl,1992,88.67
isl,1993,88.67
isl,1994,88.67
isl,1995,87.83
isl,1996,86.96
isl,1997,86.96
isl,1998,86.96
isl,1999,86.18
isl,2000,86.18
isl,2001,86.18
isl,2002,86.18
isl,2003,89.12
isl,2004,63.72
isl,2005,63.72
isl,2006,63.72
isl,2007,84.65
isl,2008,84.65
isl,2009,84.74
isl,2010,84.74
isl,2011,84.74
isl,2012,68.91
isl,2013,80.01
isl,2014,80.01
isl,2015,80.01
isl,2016,75.68
isl,2017,79.38
isl,2018,79.38
isl,2019,79.38
isr,1975,81.77
isr,1976,81.77
isr,1977,80.39
isr,1978,80.39
isr,1979,80.39
isr,1980,80.39
isr,1981,79.85
isr,1982,79.85
isr,1983,79.85
isr,1984,80.43
isr,1985,80.43
isr,1986,80.43
isr,1987,80.43
isr,1988,82.39
isr,1989,82.39
isr,1990,82.39
isr,1991,82.39
isr,1992,81.73
isr,1993,81.73
isr,1994,81.73
isr,1995,81.73
isr,1996,84.67
isr,1997,84.67
isr,1998,84.67
isr,1999,84.45
isr,2000,84.45
isr,2001,69.57
isr,2002,69.57
isr,2003,76.11
isr,2004,76.11
isr,2005,76.11
isr,2006,71.16
isr,2007,71.16
isr,2008,71.16
isr,2009,70.24
isr,2010,70.24
isr,2011,70.24
isr,2012,70.24
isr,2013,73.19
isr,2014,73.19
isr,2015,76.1
isr,2016,76.1
isr,2017,76.1
isr,2018,76.1
isr,2019,78.73
ita,1975,94.7
ita,1976,95.43
ita,1977,95.43
ita,1978,95.43
ita,1979,92.75
ita,1980,92.75
ita,1981,92.75
ita,1982,92.75
ita,1983,91.76
ita,1984,91.76
ita,1985,91.76
ita,1986,91.76
ita,1987,94.4
ita,1988,94.4
ita,1989,94.4
ita,1990,94.4
ita,1991,94.4
ita,1992,92.34
ita,1993,92.34
ita,1994,90.84
ita,1995,90.84
ita,1996,87.35
ita,1997,87.35
ita,1998,87.35
ita,1999,87.35
ita,2000,87.35
ita,2001,84.92
ita,2002,84.92
ita,2003,84.92
ita,2004,84.92
ita,2005,84.92
ita,2006,82.13
ita,2007,82.13
ita,2008,79.13
ita,2009,79.13
ita,2010,79.13
ita,2011,79.13
ita,2012,79.13
ita,2013,68.33
ita,2014,68.33
ita,2015,68.33
ita,2016,68.33
ita,2017,68.33
ita,2018,65.18
ita,2019,65.18
jam,1975,57.27
jam,1976,84.83
jam,1977,84.83
jam,1978,84.83
jam,1979,84.83
jam,1980,74.74
jam,1981,74.74
jam,1982,74.74
jam,1983,2.14
jam,1984,2.14
jam,1985,2.14
jam,1986,2.14
jam,1987,2.14
jam,1988,2.14
jam,1989,58.96
jam,1990,58.96
jam,1991,58.96
jam,1992,58.96
jam,1993,44.67
jam,1994,44.67
jam,1995,44.67
jam,1996,44.67
jam,1997,48.77
jam,1998,48.77
jam,1999,48.77
jam,2000,48.77
jam,2001,48.77
jam,2002,50.89
jam,2003,50.89
jam,2004,50.89
jam,2005,50.89
jam,2006,50.89
jam,2007,49.56
jam,2008,49.56
jam,2009,49.56
jam,2010,49.56
jam,2011,46.18
jam,2012,46.18
jam,2013,46.18
jam,2014,46.18
jam,2015,46.18
jam,2016,44.19
jam,2017,44.19
jam,2018,44.19
jam,2019,44.19
jor,1975,0
jor,1976,0
jor,1977,0
jor,1978,0
jor,1979,0
jor,1980,0
jor,1981,0
jor,1982,0
jor,1983,0
jor,1984,0
jor,1985,0
jor,1986,0
jor,1987,0
jor,1988,0
jor,1989,28.47
jor,1990,28.47
jor,1991,28.47
jor,1992,28.47
jor,1993,34.71
jor,1994,34.71
jor,1995,34.71
jor,1996,34.71
jor,1997,26.56
jor,1998,26.56
jor,1999,26.56
jor,2000,0
jor,2001,0
