country,time,elecparti_idea
alb,2019,68.5
are,1975,0
are,1976,0
are,1977,0
are,1978,0
are,1979,0
are,1980,0
are,1981,0
are,1982,0
are,1983,0
are,1984,0
are,1985,0
are,1986,0
are,1987,0
are,1988,0
are,1989,0
are,1990,0
are,1991,0
are,1992,0
are,1993,0
are,1994,0
are,1995,0
are,1996,0
are,1997,0
are,1998,0
are,1999,0
are,2000,0
are,2001,0
are,2002,0
are,2003,0
are,2004,0
are,2005,0
arg,1975,74.99
arg,1976,74.99
arg,1977,0
arg,1978,0
arg,1979,0
arg,1980,0
arg,1981,0
arg,1982,0
arg,1983,77.52
arg,1984,77.52
arg,1985,77.76
arg,1986,77.76
arg,1987,80.14
arg,1988,80.14
arg,1989,82.82
arg,1990,82.82
arg,1991,89.41
arg,1992,89.41
arg,1993,78.09
arg,1994,78.09
arg,1995,79.77
arg,1996,79.77
arg,1997,78.07
arg,1998,78.07
arg,1999,79.38
arg,2000,79.38
arg,2001,72.99
arg,2002,72.99
arg,2003,76.93
arg,2004,76.93
arg,2005,70.73
arg,2006,70.73
arg,2007,72.24
arg,2008,72.24
arg,2009,70.89
arg,2010,70.89
arg,2011,77.35
arg,2012,77.35
arg,2013,78.08
arg,2014,78.08
arg,2015,81.41
arg,2016,81.41
arg,2017,77.69
arg,2018,77.69
arg,2019,79.49
arm,1995,50.61
arm,1996,56.35
arm,1997,56.35
arm,1998,61.24
arm,1999,45.47
arm,2000,45.47
arm,2001,45.47
arm,2002,45.47
arm,2003,78.5
arm,2004,78.5
arm,2005,78.5
arm,2006,78.5
arm,2007,65.15
arm,2008,77.19
arm,2009,77.19
arm,2010,77.19
arm,2011,77.19
arm,2012,69.67
arm,2013,74.21
arm,2014,74.21
arm,2015,74.21
arm,2016,74.21
arm,2017,66.73
arm,2018,53.38
arm,2019,53.38
aus,1975,84.68
aus,1976,84.68
aus,1977,84.48
aus,1978,84.48
aus,1979,84.48
aus,1980,83.97
aus,1981,83.97
aus,1982,83.97
aus,1983,81.24
aus,1984,84.2
aus,1985,84.2
aus,1986,84.2
aus,1987,84.14
aus,1988,84.14
aus,1989,84.14
aus,1990,82.09
aus,1991,82.09
aus,1992,82.09
aus,1993,83.43
aus,1994,83.43
aus,1995,83.43
aus,1996,82.99
aus,1997,82.99
aus,1998,82.24
aus,1999,82.24
aus,2000,82.24
aus,2001,84.2
aus,2002,84.2
aus,2003,84.2
aus,2004,82.37
aus,2005,82.37
aus,2006,82.37
aus,2007,82.38
aus,2008,82.38
aus,2009,82.38
aus,2010,81.02
aus,2011,81.02
aus,2012,81.02
aus,2013,78.86
aus,2014,78.86
aus,2015,78.86
aus,2016,78.96
aus,2017,78.96
aus,2018,78.96
aus,2019,80.79
aut,1975,86.65
aut,1976,86.65
aut,1977,86.65
aut,1978,86.65
aut,1979,86.81
aut,1980,86.72
aut,1981,86.72
aut,1982,86.72
aut,1983,86.91
aut,1984,86.91
aut,1985,86.91
aut,1986,87.07
aut,1987,87.07
aut,1988,87.07
aut,1989,87.07
aut,1990,80.47
aut,1991,80.47
aut,1992,75.66
aut,1993,75.66
aut,1994,76.02
aut,1995,78.64
aut,1996,78.64
aut,1997,78.64
aut,1998,68.59
aut,1999,72.64
aut,2000,72.64
aut,2001,72.64
aut,2002,77.45
aut,2003,77.45
aut,2004,66.5
aut,2005,66.5
aut,2006,73.21
aut,2007,73.21
aut,2008,75.61
aut,2009,75.61
aut,2010,47.84
aut,2011,47.84
aut,2012,47.84
aut,2013,69.31
aut,2014,69.31
aut,2015,69.31
aut,2016,62.7
aut,2017,68.79
aut,2018,68.79
aut,2019,64.4
aze,1993,94.14
aze,1994,94.14
aze,1995,82.51
aze,1996,82.51
aze,1997,82.51
aze,1998,71.98
aze,1999,71.98
aze,2000,61.23
aze,2001,61.23
aze,2002,61.23
aze,2003,63.4
aze,2004,63.4
aze,2005,36.67
aze,2006,36.67
aze,2007,36.67
aze,2008,66.97
aze,2009,66.97
aze,2010,46.55
aze,2011,46.55
aze,2012,46.55
aze,2013,58.56
aze,2014,58.56
aze,2015,40.48
aze,2016,40.48
aze,2017,40.48
aze,2018,53.76
aze,2019,53.76
bdi,1975,0
bdi,1976,0
bdi,1977,0
bdi,1978,0
bdi,1979,0
bdi,1980,0
bdi,1988,0
bdi,1989,0
bdi,1990,0
bdi,1991,0
bdi,1992,0
bdi,1993,80.14
bdi,1994,0
bdi,1995,0
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2000,0
bdi,2001,0
bdi,2002,0
bdi,2003,0
bdi,2004,0
bdi,2005,70.39
bdi,2006,70.39
bdi,2007,70.39
bdi,2008,70.39
bdi,2009,70.39
bdi,2010,58.69
bdi,2011,58.69
bdi,2012,58.69
bdi,2013,58.69
bdi,2014,58.69
bdi,2015,55.53
bdi,2016,55.53
bdi,2017,55.53
bdi,2018,55.53
bdi,2019,55.53
bel,1975,85.71
bel,1976,85.71
bel,1977,89.91
bel,1978,87.78
bel,1979,87.78
bel,1980,87.78
bel,1981,94.31
bel,1982,94.31
bel,1983,94.31
bel,1984,94.31
bel,1985,86.32
bel,1986,86.32
bel,1987,86.49
bel,1988,86.49
bel,1989,86.49
bel,1990,86.49
bel,1991,85.1
bel,1992,85.1
bel,1993,85.1
bel,1994,85.1
bel,1995,83.2
bel,1996,83.2
bel,1997,83.2
bel,1998,83.2
bel,1999,83.14
bel,2000,83.14
bel,2001,83.14
bel,2002,83.14
bel,2003,85.95
bel,2004,85.95
bel,2005,85.95
bel,2006,85.95
bel,2007,86
bel,2008,86
bel,2009,86
bel,2010,93.26
bel,2011,93.26
bel,2012,93.26
bel,2013,93.26
bel,2014,87.21
bel,2015,87.21
bel,2016,87.21
bel,2017,87.21
bel,2018,87.21
bel,2019,77.94
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1991,57.23
ben,1992,57.23
ben,1993,57.23
ben,1994,57.23
ben,1995,73.65
ben,1996,72.9
ben,1997,72.9
ben,1998,72.9
ben,1999,65.85
ben,2000,65.85
ben,2001,86.3
ben,2002,86.3
ben,2003,52.2
ben,2004,52.2
ben,2005,52.2
ben,2006,74.23
ben,2007,61.83
ben,2008,61.83
ben,2009,61.83
ben,2010,61.83
ben,2011,68.39
ben,2012,68.39
ben,2013,68.39
ben,2014,68.39
ben,2015,56.69
ben,2016,58.35
ben,2017,58.35
ben,2018,58.35
ben,2019,19.23
bfa,1975,0
bfa,1976,0
bfa,1977,0
bfa,1978,39.13
bfa,1979,39.13
bfa,1980,39.13
bfa,1981,0
bfa,1982,0
bfa,1983,0
bfa,1984,0
bfa,1985,0
bfa,1986,0
bfa,1987,0
bfa,1988,0
bfa,1989,0
bfa,1990,0
bfa,1991,27.34
bfa,1992,26.72
bfa,1993,26.72
bfa,1994,26.72
bfa,1995,26.72
bfa,1996,26.72
bfa,1997,41.29
bfa,1998,46.92
bfa,1999,46.92
bfa,2000,46.92
bfa,2001,46.92
bfa,2002,33.47
bfa,2003,33.47
bfa,2004,33.47
bfa,2005,36.4
bfa,2006,36.4
bfa,2007,37.93
bfa,2008,37.93
bfa,2009,37.93
bfa,2010,23
bfa,2011,23
bfa,2012,39.67
bfa,2013,39.67
bfa,2014,39.67
bfa,2015,36.4
bfa,2016,36.4
bfa,2017,36.4
bfa,2018,36.4
bfa,2019,0
bgd,1975,55.01
bgd,1976,0
bgd,1977,0
bgd,1978,55.01
bgd,1979,47.31
bgd,1980,47.31
bgd,1981,49.93
bgd,1982,49.93
bgd,1983,0
bgd,1984,0
bgd,1985,0
bgd,1986,59.16
bgd,1987,59.16
bgd,1988,48.46
bgd,1989,48.46
bgd,1990,48.46
bgd,1991,61.52
bgd,1992,61.52
bgd,1993,61.52
bgd,1994,61.52
bgd,1995,61.52
bgd,1996,64.57
bgd,1997,64.57
bgd,1998,64.57
bgd,1999,64.57
bgd,2000,64.57
bgd,2001,76.5
bgd,2002,76.5
bgd,2003,76.5
bgd,2004,76.5
bgd,2005,76.5
bgd,2006,76.5
bgd,2007,0
bgd,2008,78.93
bgd,2009,78.93
bgd,2010,78.93
bgd,2011,78.93
bgd,2012,78.93
bgd,2013,78.93
bgd,2014,48.54
bgd,2015,48.54
bgd,2016,48.54
bgd,2017,48.54
bgd,2018,78.06
bgd,2019,78.06
bgr,1991,84.54
bgr,1992,80.48
bgr,1993,80.48
bgr,1994,80.98
bgr,1995,80.98
bgr,1996,52.16
bgr,1997,66.9
bgr,1998,66.9
bgr,1999,66.9
bgr,2000,66.9
bgr,2001,72.1
bgr,2002,72.1
bgr,2003,72.1
bgr,2004,72.1
bgr,2005,62.41
bgr,2006,46.14
bgr,2007,46.14
bgr,2008,46.14
bgr,2009,72.43
bgr,2010,72.43
bgr,2011,56.14
bgr,2012,56.14
bgr,2013,59.69
bgr,2014,60.88
bgr,2015,60.88
bgr,2016,60.88
bgr,2017,62.79
bgr,2018,62.79
bgr,2019,62.79
bhr,1975,32.62
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,74.48
bhr,2003,74.48
bhr,2004,74.48
bhr,2005,74.48
bhr,2006,37.22
bhr,2007,37.22
bhr,2008,37.22
bhr,2009,37.22
bhr,2010,13.48
bhr,2011,13.48
bhr,2012,13.48
bhr,2013,13.48
bhr,2014,18.45
bhr,2015,18.45
bhr,2016,18.45
bhr,2017,18.45
bhr,2018,22.3
bhr,2019,22.3
bih,1992,0
bih,1993,0
bih,1994,0
bih,1995,0
bih,1996,56.35
bih,1997,56.35
bih,1998,57.72
bih,1999,57.72
bih,2000,52.33
bih,2001,52.33
bih,2002,40.86
bih,2003,40.86
bih,2004,40.86
bih,2005,40.86
bih,2006,39.32
bih,2007,39.32
bih,2008,39.32
bih,2009,39.32
bih,2010,58.75
bih,2011,58.75
bih,2012,58.75
bih,2013,58.75
bih,2014,59.32
bih,2015,59.32
bih,2016,59.32
bih,2017,59.32
bih,2018,56.14
bih,2019,56.14
blr,1994,65.68
blr,1995,54.88
blr,1996,54.88
blr,1997,54.88
blr,1998,54.88
blr,1999,54.88
blr,2000,58.24
blr,2001,81.34
blr,2002,81.34
blr,2003,81.34
blr,2004,82.43
blr,2005,82.43
blr,2006,86.18
blr,2007,86.18
blr,2008,69.56
blr,2009,69.56
blr,2010,81.66
blr,2011,81.66
blr,2012,65.92
blr,2013,65.92
blr,2014,65.92
blr,2015,78.08
blr,2016,66.8
blr,2017,66.8
blr,2018,66.8
blr,2019,68.94
bol,1975,0
bol,1976,0
bol,1977,0
bol,1978,82.62
bol,1979,69.05
bol,1980,59.11
bol,1981,0
bol,1982,0
bol,1983,0
bol,1984,0
bol,1985,65.15
bol,1986,65.15
bol,1987,65.15
bol,1988,65.15
bol,1989,50.64
bol,1990,50.64
bol,1991,50.64
bol,1992,50.64
bol,1993,50.01
bol,1994,50.01
bol,1995,50.01
bol,1996,50.01
bol,1997,64.54
bol,1998,64.54
bol,1999,64.54
bol,2000,64.54
bol,2001,64.54
bol,2002,66.82
bol,2003,66.82
bol,2004,66.82
bol,2005,63.44
bol,2006,63.44
bol,2007,63.44
bol,2008,63.44
bol,2009,85.55
bol,2010,85.55
bol,2011,85.55
bol,2012,85.55
bol,2013,85.55
bol,2014,88.365
bol,2015,88.365
bol,2016,88.365
bol,2017,88.365
bol,2018,88.365
bol,2019,86.53
bra,1975,42.93
bra,1976,42.93
bra,1977,42.93
bra,1978,55.53
bra,1979,55.53
bra,1980,55.53
bra,1981,55.53
bra,1982,63.7
bra,1983,63.7
bra,1984,63.7
bra,1985,63.7
bra,1986,70.42
bra,1987,70.42
bra,1988,70.42
bra,1989,79.36
bra,1990,76.57
bra,1991,76.57
bra,1992,76.57
bra,1993,76.57
bra,1994,76.85
bra,1995,76.85
bra,1996,76.85
bra,1997,76.85
bra,1998,81.03
bra,1999,81.03
bra,2000,81.03
bra,2001,81.03
bra,2002,79.12
bra,2003,79.12
bra,2004,79.12
bra,2005,79.12
bra,2006,83.57
bra,2007,83.57
bra,2008,83.57
bra,2009,83.57
bra,2010,80.62
bra,2011,80.62
bra,2012,80.62
bra,2013,80.62
bra,2014,74.72
bra,2015,74.72
bra,2016,74.72
bra,2017,74.72
bra,2018,76.83
bra,2019,76.83
brb,1975,69.95
brb,1976,66.28
brb,1977,66.28
brb,1978,66.28
brb,1979,66.28
brb,1980,66.28
brb,1981,74.73
brb,1982,74.73
brb,1983,74.73
brb,1984,74.73
brb,1985,74.73
brb,1986,79.97
brb,1987,79.97
brb,1988,79.97
brb,1989,79.97
brb,1990,79.97
brb,1991,67.38
brb,1992,67.38
brb,1993,67.38
brb,1994,66.05
brb,1995,66.05
brb,1996,66.05
brb,1997,66.05
brb,1998,66.05
brb,1999,68.64
brb,2000,68.64
brb,2001,68.64
brb,2002,68.64
brb,2003,68.13
brb,2004,68.13
brb,2005,68.13
brb,2006,68.13
brb,2007,68.13
brb,2008,69.41
brb,2009,69.41
brb,2010,69.41
brb,2011,69.41
brb,2012,69.41
brb,2013,69.78
brb,2014,69.78
brb,2015,69.78
brb,2016,69.78
brb,2017,69.78
brb,2018,67.06
brb,2019,67.06
bwa,1975,26.21
bwa,1976,26.21
bwa,1977,26.21
bwa,1978,26.21
bwa,1979,46.37
bwa,1980,46.37
bwa,1981,46.37
bwa,1982,46.37
bwa,1983,46.37
bwa,1984,54.18
bwa,1985,54.18
bwa,1986,54.18
bwa,1987,54.18
bwa,1988,54.18
bwa,1989,47.9
bwa,1990,47.9
bwa,1991,47.9
bwa,1992,47.9
bwa,1993,47.9
bwa,1994,44.63
bwa,1995,44.63
bwa,1996,44.63
bwa,1997,44.63
bwa,1998,44.63
bwa,1999,41.98
bwa,2000,41.98
bwa,2001,41.98
bwa,2002,41.98
bwa,2003,41.98
bwa,2004,44
bwa,2005,44
bwa,2006,44
bwa,2007,44
bwa,2008,44
bwa,2009,62.2
bwa,2010,62.2
bwa,2011,62.2
bwa,2012,62.2
bwa,2013,62.2
bwa,2014,55.09
bwa,2015,55.09
bwa,2016,55.09
bwa,2017,55.09
bwa,2018,55.09
bwa,2019,53.24
caf,1975,0
caf,1976,0
caf,1977,0
caf,1978,0
caf,1979,0
caf,1980,0
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1993,50.28
caf,1994,50.28
caf,1995,50.28
caf,1996,50.28
caf,1997,50.28
caf,1998,53.6
caf,1999,63.71
caf,2000,63.71
caf,2001,63.71
caf,2002,63.71
caf,2003,63.71
caf,2004,0
caf,2005,45.14
caf,2006,45.14
caf,2007,45.14
caf,2008,45.14
caf,2009,45.14
caf,2010,45.14
caf,2011,55.71
caf,2012,55.71
caf,2013,55.71
caf,2014,0
caf,2015,48.22
caf,2016,57.49
caf,2017,57.49
caf,2018,57.49
caf,2019,57.49
can,1975,64.21
can,1976,64.21
can,1977,64.21
can,1978,64.21
can,1979,68.39
can,1980,64.53
can,1981,64.53
can,1982,64.53
can,1983,64.53
can,1984,67.91
can,1985,67.91
can,1986,67.91
can,1987,67.91
can,1988,68.34
can,1989,68.34
can,1990,68.34
can,1991,68.34
can,1992,68.34
can,1993,63.87
can,1994,63.87
can,1995,63.87
can,1996,63.87
can,1997,57.06
can,1998,57.06
can,1999,57.06
can,2000,54.64
can,2001,54.64
can,2002,54.64
can,2003,54.64
can,2004,55.28
can,2005,55.28
can,2006,58.75
can,2007,58.75
can,2008,53.59
can,2009,53.59
can,2010,53.59
can,2011,54.16
can,2012,54.16
can,2013,54.16
can,2014,54.16
can,2015,62.12
can,2016,62.12
can,2017,62.12
can,2018,62.12
can,2019,62.42
che,1975,43.62
che,1976,43.62
che,1977,43.62
che,1978,43.62
che,1979,40.6
che,1980,40.6
che,1981,40.6
che,1982,40.6
che,1983,40.79
che,1984,40.79
che,1985,40.79
che,1986,40.79
che,1987,39.9
che,1988,39.9
che,1989,39.9
che,1990,39.9
che,1991,39.67
che,1992,39.67
che,1993,39.67
che,1994,39.67
che,1995,35.66
che,1996,35.66
che,1997,35.66
che,1998,35.66
che,1999,34.94
che,2000,34.94
che,2001,34.94
che,2002,34.94
che,2003,37.27
che,2004,37.27
che,2005,37.27
che,2006,37.27
che,2007,39.79
che,2008,39.79
che,2009,39.79
che,2010,39.79
che,2011,40.04
che,2012,40.04
che,2013,40.04
che,2014,40.04
che,2015,38.63
che,2016,38.63
che,2017,38.63
che,2018,38.63
che,2019,36.06
chl,1975,0
chl,1976,0
chl,1977,0
chl,1978,0
chl,1979,0
chl,1980,0
chl,1981,0
chl,1982,0
chl,1983,0
chl,1984,0
chl,1985,0
chl,1986,0
chl,1987,0
chl,1988,0
chl,1989,86.29
chl,1990,86.29
chl,1991,86.29
chl,1992,86.29
chl,1993,81.47
chl,1994,81.47
chl,1995,81.47
chl,1996,81.47
chl,1997,73.14
chl,1998,73.14
chl,1999,72.79
chl,2000,72.36
chl,2001,66.95
chl,2002,66.95
chl,2003,66.95
chl,2004,66.95
chl,2005,63.65
chl,2006,63.26
chl,2007,63.26
chl,2008,63.26
chl,2009,59.63
chl,2010,59.14
chl,2011,59.14
chl,2012,59.14
chl,2013,53.66
chl,2014,53.66
chl,2015,53.66
chl,2016,53.66
chl,2017,49.74
chl,2018,49.74
chl,2019,49.74
chn,1975,0
chn,1976,0
chn,1977,0
chn,1978,0
chn,1979,0
chn,1980,0
chn,1981,0
chn,1982,0
chn,1983,0
chn,1984,0
chn,1985,0
chn,1986,0
chn,1987,0
chn,1988,0
chn,1989,0
chn,1990,0
chn,1991,0
chn,1992,0
chn,1993,0
chn,1994,0
chn,1995,0
chn,1996,0
chn,1997,0
chn,1998,0
chn,1999,0
chn,2000,0
chn,2001,0
chn,2002,0
chn,2003,0
chn,2004,0
chn,2005,0
chn,2006,0
chn,2007,0
chn,2008,0
chn,2009,0
chn,2010,0
chn,2011,0
chn,2012,0
chn,2013,0
chn,2014,0
chn,2015,0
chn,2016,0
chn,2017,0
chn,2018,0
chn,2019,0
civ,1990,65.85
civ,1991,65.85
civ,1992,65.85
civ,1993,65.85
civ,1994,65.85
civ,1995,31.16
civ,1996,31.16
civ,1997,31.16
civ,1998,31.16
civ,1999,31.16
civ,2000,28.06
civ,2001,23.83
civ,2002,23.83
civ,2003,23.83
civ,2004,23.83
civ,2005,23.83
civ,2006,23.83
civ,2007,23.83
civ,2008,23.83
civ,2009,23.83
civ,2010,53.9
civ,2011,18.16
civ,2012,18.16
civ,2013,18.16
civ,2014,18.16
civ,2015,25.88
civ,2016,16.15
civ,2017,16.15
civ,2018,16.15
civ,2019,16.15
cmr,1988,67.83
cmr,1989,67.83
cmr,1990,67.83
cmr,1991,67.83
cmr,1992,55
cmr,1993,55
cmr,1994,55
cmr,1995,55
cmr,1996,55
cmr,1997,53.67
cmr,1998,53.67
cmr,1999,53.67
cmr,2000,53.67
cmr,2001,53.67
cmr,2002,36.89
cmr,2003,36.89
cmr,2004,45.28
cmr,2005,45.28
cmr,2006,45.28
cmr,2007,34.51
cmr,2008,34.51
cmr,2009,34.51
cmr,2010,34.51
cmr,2011,50.25
cmr,2012,50.25
cmr,2013,37.55
cmr,2014,37.55
cmr,2015,37.55
cmr,2016,37.55
cmr,2017,37.55
cmr,2018,29.06
cmr,2019,29.06
cod,1977,86.14
cod,1978,86.14
cod,1979,86.14
cod,1980,86.14
cod,1981,86.14
cod,1982,86.14
cod,1983,86.14
cod,1984,86.14
cod,1985,86.14
cod,1986,86.14
cod,1987,86.14
cod,1988,86.14
cod,1989,86.14
cod,1990,86.14
cod,1991,86.14
cod,1992,86.14
cod,1993,0
cod,1994,0
cod,1995,0
cod,1996,0
cod,1997,0
cod,1998,0
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,0
cod,2004,0
cod,2005,0
cod,2006,61.36
cod,2007,61.36
cod,2008,61.36
cod,2009,61.36
cod,2010,61.36
cod,2011,55.56
cod,2012,55.56
cod,2013,55.56
cod,2014,55.56
cod,2015,55.56
cod,2016,55.56
cod,2017,55.56
cod,2018,41.53
cod,2019,41.53
cog,1977,0
cog,1978,0
cog,1997,0
cog,1998,0
cog,1999,0
cog,2000,0
cog,2001,0
cog,2002,86.59
cog,2003,86.59
cog,2004,86.59
cog,2005,86.59
cog,2006,86.59
cog,2007,86.59
cog,2008,86.59
cog,2009,72.56
cog,2010,72.56
cog,2011,72.56
cog,2012,72.56
cog,2013,72.56
cog,2014,72.56
cog,2015,72.56
cog,2016,55.84
cog,2017,35.83
cog,2018,35.83
cog,2019,35.83
col,1975,48.4
col,1976,48.4
col,1977,48.4
col,1978,30.75
col,1979,30.75
col,1980,30.75
col,1981,30.75
col,1982,38.75
col,1983,38.75
col,1984,38.75
col,1985,38.75
col,1986,41.1
col,1987,41.1
col,1988,41.1
col,1989,41.1
col,1990,40.05
col,1991,25.61
col,1992,25.61
col,1993,25.61
col,1994,29.18
col,1995,29.18
col,1996,29.18
col,1997,29.18
col,1998,40.47
col,1999,40.47
col,2000,40.47
col,2001,40.47
col,2002,44.83
col,2003,44.83
col,2004,44.83
col,2005,44.83
col,2006,44.15
col,2007,44.15
col,2008,44.15
col,2009,44.15
col,2010,49.3
col,2011,49.3
col,2012,49.3
col,2013,49.3
col,2014,52.42
col,2015,52.42
col,2016,52.42
col,2017,52.42
col,2018,57.28
col,2019,57.28
cpv,1976,0
cpv,1977,0
cpv,1978,0
cpv,1979,0
cpv,1991,71.75
cpv,1992,71.75
cpv,1993,71.75
cpv,1994,71.75
cpv,1995,79.48
cpv,1996,79.48
cpv,1997,79.48
cpv,1998,79.48
cpv,1999,79.48
cpv,2000,79.48
cpv,2001,71.69
cpv,2002,71.69
cpv,2003,71.69
cpv,2004,71.69
cpv,2005,71.69
cpv,2006,79.98
cpv,2007,79.98
cpv,2008,79.98
cpv,2009,79.98
cpv,2010,79.98
cpv,2011,86.18
cpv,2012,86.18
cpv,2013,86.18
cpv,2014,86.18
cpv,2015,86.18
cpv,2016,64.47
cpv,2017,64.47
cpv,2018,64.47
cpv,2019,64.47
cri,1975,71.42
cri,1976,71.42
cri,1977,71.42
cri,1978,75.32
cri,1979,75.32
cri,1980,75.32
cri,1981,75.32
cri,1982,79.02
cri,1983,79.02
cri,1984,79.02
cri,1985,79.02
cri,1986,81.47
cri,1987,81.47
cri,1988,81.47
cri,1989,81.47
cri,1990,85.09
cri,1991,85.09
cri,1992,85.09
cri,1993,85.09
cri,1994,84.22
cri,1995,84.22
cri,1996,84.22
cri,1997,84.22
cri,1998,73.72
cri,1999,73.72
cri,2000,73.72
cri,2001,73.72
cri,2002,67.04
cri,2003,67.04
cri,2004,67.04
cri,2005,67.04
cri,2006,63.96
cri,2007,63.96
cri,2008,63.96
cri,2009,63.96
cri,2010,62.27
cri,2011,62.27
cri,2012,62.27
cri,2013,62.27
cri,2014,64.35
cri,2015,64.35
cri,2016,64.35
cri,2017,64.35
cri,2018,60.6
cri,2019,60.6
cub,1975,0
cub,1976,0
cub,1977,0
cub,1978,0
cub,1979,0
cub,1980,0
cub,1981,0
cub,1982,0
cub,1983,0
cub,1984,0
cub,1985,0
cub,1986,0
cub,1987,0
cub,1988,0
cub,1989,0
cub,1990,0
cub,1991,0
cub,1992,0
cub,1993,90.69
cub,1994,90.69
cub,1995,90.69
cub,1996,90.69
cub,1997,90.69
cub,1998,89.86
cub,1999,89.86
cub,2000,89.86
cub,2001,89.86
cub,2002,89.86
cub,2003,90.99
cub,2004,90.99
cub,2005,90.99
cub,2006,90.99
cub,2007,90.99
cub,2008,92.24
cub,2009,92.24
cub,2010,92.24
cub,2011,92.24
cub,2012,92.24
cub,2013,88.75
cub,2014,88.75
cub,2015,88.75
cub,2016,88.75
cub,2017,88.75
cub,2018,80.82
cub,2019,80.82
cyp,1975,54.77
cyp,1976,62.25
cyp,1977,62.25
cyp,1978,62.25
cyp,1979,62.25
cyp,1980,62.25
cyp,1981,72.85
cyp,1982,72.85
cyp,1983,72.85
cyp,1984,72.85
cyp,1985,77.95
cyp,1986,77.95
cyp,1987,77.95
cyp,1988,77.95
cyp,1989,77.95
cyp,1990,77.95
cyp,1991,78.63
cyp,1992,78.63
cyp,1993,78.74
cyp,1994,78.74
cyp,1995,78.74
cyp,1996,75.9
cyp,1997,75.9
cyp,1998,85.59
cyp,1999,85.59
cyp,2000,85.59
cyp,2001,67.68
cyp,2002,67.68
cyp,2003,78.31
cyp,2004,78.31
cyp,2005,78.31
cyp,2006,60.35
cyp,2007,60.35
cyp,2008,78.84
cyp,2009,78.84
cyp,2010,78.84
cyp,2011,47.21
cyp,2012,47.21
cyp,2013,49.57
cyp,2014,49.57
cyp,2015,49.57
cyp,2016,39.13
cyp,2017,39.13
cyp,2018,40.54
cyp,2019,40.54
cze,1990,93.06
cze,1991,93.06
cze,1992,83.76
cze,1993,83.76
cze,1994,83.76
cze,1995,83.76
cze,1996,77.57
cze,1997,77.57
cze,1998,76.73
cze,1999,76.73
cze,2000,76.73
cze,2001,76.73
cze,2002,59.03
cze,2003,59.03
cze,2004,59.03
cze,2005,59.03
cze,2006,65.12
cze,2007,65.12
cze,2008,65.12
cze,2009,65.12
cze,2010,62.22
cze,2011,62.22
cze,2012,62.22
cze,2013,60.03
cze,2014,60.03
cze,2015,60.03
cze,2016,60.03
cze,2017,58.06
cze,2018,63.44
cze,2019,63.44
deu,1975,88.74
deu,1976,83.84
deu,1977,83.84
