country,time,mincpcap_cppp
ago,1942,5.1822
ago,1943,5.3134
ago,1944,5.4477
ago,1945,5.5854
ago,1946,5.7264
ago,1947,5.8706
ago,1948,6.0181
ago,1949,6.1656
ago,1950,6.3229
ago,1951,6.4671
ago,1952,6.6179
ago,1953,6.7687
ago,1954,6.4835
ago,1955,6.8998
ago,1956,6.6704
ago,1957,7.1915
ago,1958,7.4571
ago,1959,7.362
ago,1960,7.5292
ago,1961,8.388
ago,1962,8.0241
ago,1963,8.2929
ago,1964,9.073
ago,1965,9.5909
ago,1966,9.9744
ago,1967,10.3776
ago,1968,10.0465
ago,1969,10.1613
ago,1970,10.6234
ago,1971,10.3841
ago,1972,10.2891
ago,1973,10.7513
ago,1974,10.2793
ago,1975,6.4475
ago,1976,5.7329
ago,1977,5.6542
ago,1978,5.769
ago,1979,5.7559
ago,1980,5.7755
ago,1981,5.5461
ago,1982,5.3525
ago,1983,5.3818
ago,1984,5.505
ago,1985,5.4991
ago,1986,5.4622
ago,1987,5.4889
ago,1988,5.6259
ago,1989,5.4382
ago,1990,5.0762
ago,1991,4.9589
ago,1992,4.5187
ago,1993,3.3252
ago,1994,3.2628
ago,1995,3.6334
ago,1996,3.995
ago,1997,4.15
ago,1998,4.2066
ago,1999,4.1609
ago,2000,4.1498
ago,2001,4.0003
ago,2002,4.1427
ago,2003,3.8704
ago,2004,3.876
ago,2005,4.0008
ago,2006,3.9785
ago,2007,4.0141
ago,2008,3.9164
ago,2009,3.598
ago,2010,3.631
ago,2011,3.6196
ago,2012,3.7333
ago,2013,3.7603
ago,2014,3.7848
ago,2015,3.6705
ago,2016,3.5478
ago,2017,3.374
ago,2018,3.1197
ago,2019,2.9916
ago,2020,2.7893
ago,2021,2.718
ago,2022,2.7018
ago,2023,2.7135
ago,2024,2.7332
ago,2025,2.757
ago,2026,2.7763
ago,2027,2.7983
ago,2028,2.8247
ago,2029,2.8575
ago,2030,2.8974
ago,2031,2.944
ago,2032,2.997
ago,2033,3.0548
ago,2034,3.1167
ago,2035,3.1813
ago,2036,3.2481
ago,2037,3.3172
ago,2038,3.3876
ago,2039,3.4594
ago,2040,3.5329
ago,2041,3.6078
ago,2042,3.6845
ago,2043,3.7626
ago,2044,3.8424
ago,2045,3.924
ago,2046,4.0075
ago,2047,4.0922
ago,2048,4.1792
ago,2049,4.2681
ago,2050,4.3587
alb,1800,1.22
alb,1801,1.22
alb,1802,1.22
alb,1803,1.22
alb,1804,1.22
alb,1805,1.2216
alb,1806,1.2216
alb,1807,1.2216
alb,1808,1.2216
alb,1809,1.2216
alb,1810,1.2216
alb,1811,1.2216
alb,1812,1.2216
alb,1813,1.2216
alb,1814,1.2216
alb,1815,1.2232
alb,1816,1.2232
alb,1817,1.2232
alb,1818,1.2232
alb,1819,1.2232
alb,1820,1.2232
alb,1821,1.2265
alb,1822,1.2282
alb,1823,1.2331
alb,1824,1.2347
alb,1825,1.238
alb,1826,1.2396
alb,1827,1.2429
alb,1828,1.2445
alb,1829,1.2494
alb,1830,1.251
alb,1831,1.2543
alb,1832,1.2576
alb,1833,1.2592
alb,1834,1.2641
alb,1835,1.2658
alb,1836,1.269
alb,1837,1.2707
alb,1838,1.2739
alb,1839,1.2788
alb,1840,1.2805
alb,1841,1.2838
alb,1842,1.2854
alb,1843,1.2887
alb,1844,1.2919
alb,1845,1.2952
alb,1846,1.2985
alb,1847,1.3001
alb,1848,1.3034
alb,1849,1.3066
alb,1850,1.3099
alb,1851,1.3132
alb,1852,1.3165
alb,1853,1.3181
alb,1854,1.3214
alb,1855,1.323
alb,1856,1.3279
alb,1857,1.3312
alb,1858,1.3328
alb,1859,1.3361
alb,1860,1.341
alb,1861,1.3394
alb,1862,1.3394
alb,1863,1.341
alb,1864,1.3394
alb,1865,1.3394
alb,1866,1.3394
alb,1867,1.3394
alb,1868,1.3377
alb,1869,1.3377
alb,1870,1.3377
alb,1871,1.3573
alb,1872,1.377
alb,1873,1.3966
alb,1874,1.4179
alb,1875,1.4391
alb,1876,1.4604
alb,1877,1.4816
alb,1878,1.5029
alb,1879,1.5258
alb,1880,1.5487
alb,1881,1.5716
alb,1882,1.5945
alb,1883,1.6174
alb,1884,1.6419
alb,1885,1.6664
alb,1886,1.691
alb,1887,1.7155
alb,1888,1.74
alb,1889,1.7662
alb,1890,1.7923
alb,1891,1.8169
alb,1892,1.8414
alb,1893,1.8676
alb,1894,1.8921
alb,1895,1.9183
alb,1896,1.9444
alb,1897,1.9722
alb,1898,1.9984
alb,1899,2.0262
alb,1900,2.054
alb,1901,2.0802
alb,1902,2.108
alb,1903,2.1358
alb,1904,2.1636
alb,1905,2.1914
alb,1906,2.2192
alb,1907,2.2486
alb,1908,2.278
alb,1909,2.3075
alb,1910,2.3386
alb,1911,2.3696
alb,1912,2.4007
alb,1913,2.4318
alb,1914,2.453
alb,1915,2.4727
alb,1916,2.4939
alb,1917,2.5135
alb,1918,2.5348
alb,1919,2.5561
alb,1920,2.5773
alb,1921,2.5986
alb,1922,2.6198
alb,1923,2.6411
alb,1924,2.664
alb,1925,2.6853
alb,1926,2.7081
alb,1927,2.731
alb,1928,2.7539
alb,1929,2.7768
alb,1930,2.7866
alb,1931,2.7965
alb,1932,2.8079
alb,1933,2.8177
alb,1934,2.8292
alb,1935,2.839
alb,1936,2.8488
alb,1937,2.8602
alb,1938,2.87
alb,1939,2.8815
alb,1940,2.8929
alb,1941,2.9028
alb,1942,2.9142
alb,1943,2.924
alb,1944,2.9355
alb,1945,2.9469
alb,1946,2.9584
alb,1947,2.9682
alb,1948,2.9796
alb,1949,2.9911
alb,1950,3.0025
alb,1951,3.1333
alb,1952,3.135
alb,1953,3.2658
alb,1954,3.3574
alb,1955,3.5405
alb,1956,3.5782
alb,1957,3.8055
alb,1958,3.9755
alb,1959,4.1391
alb,1960,4.35
alb,1961,4.3942
alb,1962,4.5479
alb,1963,4.7115
alb,1964,4.8815
alb,1965,5.0696
alb,1966,5.2691
alb,1967,5.4817
alb,1968,5.6894
alb,1969,5.8922
alb,1970,6.1228
alb,1971,6.3795
alb,1972,6.6395
alb,1973,6.983
alb,1974,7.0238
alb,1975,7.0598
alb,1976,7.104
alb,1977,7.1481
alb,1978,7.1907
alb,1979,7.243
alb,1980,7.3051
alb,1981,7.3591
alb,1982,7.4177
alb,1983,7.3422
alb,1984,7.0994
alb,1985,7.0788
alb,1986,7.3346
alb,1987,7.133
alb,1988,6.9003
alb,1989,7.378
alb,1990,6.5526
alb,1991,4.7462
alb,1992,4.4319
alb,1993,4.8853
alb,1994,5.3235
alb,1995,6.0701
alb,1996,6.6637
alb,1997,5.5371
alb,1998,5.3087
alb,1999,5.539
alb,2000,5.9584
alb,2001,6.2957
alb,2002,6.8108
alb,2003,7.2212
alb,2004,7.395
alb,2005,7.6993
alb,2006,7.8542
alb,2007,8.1527
alb,2008,8.4266
alb,2009,8.3189
alb,2010,8.2697
alb,2011,8.2039
alb,2012,7.9924
alb,2013,8.1997
alb,2014,8.5164
alb,2015,8.6158
alb,2016,8.7864
alb,2017,8.7272
alb,2018,9.0409
alb,2019,9.3487
alb,2020,9.036
alb,2021,9.5026
alb,2022,9.8991
alb,2023,10.3112
alb,2024,10.6893
alb,2025,11.081
alb,2026,11.4869
alb,2027,11.8977
alb,2028,12.3016
alb,2029,12.692
alb,2030,13.0619
alb,2031,13.412
alb,2032,13.7444
alb,2033,14.0646
alb,2034,14.3786
alb,2035,14.6906
alb,2036,15.0053
alb,2037,15.3255
alb,2038,15.6511
alb,2039,15.9828
alb,2040,16.3227
alb,2041,16.6688
alb,2042,17.023
alb,2043,17.384
alb,2044,17.7532
alb,2045,18.1299
alb,2046,18.5155
alb,2047,18.9085
alb,2048,19.3098
alb,2049,19.7198
alb,2050,20.1381
and,1800,1.4829
and,1801,1.4862
and,1802,1.4884
and,1803,1.4918
and,1804,1.494
and,1805,1.4973
and,1806,1.4995
and,1807,1.5017
and,1808,1.5051
and,1809,1.5084
and,1810,1.5106
and,1811,1.5128
and,1812,1.5161
and,1813,1.5195
and,1814,1.5217
and,1815,1.5239
and,1816,1.5283
and,1817,1.5306
and,1818,1.5328
and,1819,1.535
and,1820,1.5394
and,1821,1.556
and,1822,1.5749
and,1823,1.5937
and,1824,1.6137
and,1825,1.6314
and,1826,1.6514
and,1827,1.6713
and,1828,1.6913
and,1829,1.7112
and,1830,1.7312
and,1831,1.7522
and,1832,1.7733
and,1833,1.7943
and,1834,1.8154
and,1835,1.8364
and,1836,1.8586
and,1837,1.8808
and,1838,1.9029
and,1839,1.9251
and,1840,1.9495
and,1841,1.9717
and,1842,1.9949
and,1843,2.0182
and,1844,2.0437
and,1845,2.067
and,1846,2.0914
and,1847,2.1168
and,1848,2.1412
and,1849,2.1667
and,1850,2.1933
and,1851,2.2188
and,1852,2.2454
and,1853,2.272
and,1854,2.2986
and,1855,2.3263
and,1856,2.354
and,1857,2.3817
and,1858,2.4105
and,1859,2.4382
and,1860,2.4682
and,1861,2.497
and,1862,2.5269
and,1863,2.5579
and,1864,2.5868
and,1865,2.6178
and,1866,2.6488
and,1867,2.681
and,1868,2.712
and,1869,2.7441
and,1870,2.7785
and,1871,2.8106
and,1872,2.8439
and,1873,2.8771
and,1874,2.9115
and,1875,2.947
and,1876,2.9813
and,1877,3.0168
and,1878,3.0533
and,1879,3.0888
and,1880,3.1265
and,1881,3.1631
and,1882,3.2008
and,1883,3.2395
and,1884,3.2772
and,1885,3.316
and,1886,3.3559
and,1887,3.3947
and,1888,3.4357
and,1889,3.4767
and,1890,3.5177
and,1891,3.5598
and,1892,3.602
and,1893,3.6452
and,1894,3.6884
and,1895,3.7327
and,1896,3.7771
and,1897,3.8214
and,1898,3.8668
and,1899,3.9134
and,1900,3.9588
and,1901,4.0065
and,1902,4.0541
and,1903,4.1018
and,1904,4.1506
and,1905,4.2004
and,1906,4.2503
and,1907,4.3013
and,1908,4.3523
and,1909,4.4033
and,1910,4.4553
and,1911,4.5096
and,1912,4.5628
and,1913,4.6172
and,1914,4.6936
and,1915,4.7734
and,1916,4.8521
and,1917,4.9341
and,1918,5.0172
and,1919,5.1015
and,1920,5.1868
and,1921,5.2766
and,1922,5.3675
and,1923,5.4606
and,1924,5.5548
and,1925,5.6501
and,1926,5.7487
and,1927,5.8474
and,1928,5.9482
and,1929,6.0502
and,1930,6.1544
and,1931,6.2596
and,1932,6.3683
and,1933,6.478
and,1934,6.5899
and,1935,6.7041
and,1936,6.8193
and,1937,6.9357
and,1938,7.0543
and,1939,7.1762
and,1940,7.2992
and,1941,7.4245
and,1942,7.5519
and,1943,7.6827
and,1944,7.8135
and,1945,7.9476
and,1946,8.0839
and,1947,8.2224
and,1948,8.3643
and,1949,8.5073
and,1950,8.6536
and,1951,9.3551
and,1952,10.1154
and,1953,10.9355
and,1954,11.8222
and,1955,12.782
and,1956,13.8182
and,1957,14.9387
and,1958,16.1501
and,1959,17.4601
and,1960,18.8765
and,1961,20.407
and,1962,22.0628
and,1963,23.8505
and,1964,25.7845
and,1965,27.8747
and,1966,30.1356
and,1967,32.5772
and,1968,35.2183
and,1969,38.0732
and,1970,41.1587
and,1971,40.9304
and,1972,42.0919
and,1973,43.2345
and,1974,43.6956
and,1975,42.2437
and,1976,42.1806
and,1977,42.0852
and,1978,41.4801
and,1979,40.2355
and,1980,39.7201
and,1981,38.1586
and,1982,37.058
and,1983,36.1115
and,1984,35.1828
and,1985,34.4835
and,1986,34.1499
and,1987,34.6109
and,1988,34.9622
and,1989,35.2515
and,1990,35.2116
and,1991,34.7306
and,1992,33.7265
and,1993,32.2303
and,1994,32.1017
and,1995,32.3943
and,1996,33.6788
and,1997,36.8375
and,1998,38.1885
and,1999,39.5772
and,2000,39.2325
and,2001,39.3965
and,2002,39.4852
and,2003,42.7491
and,2004,45.0167
and,2005,49.3002
and,2006,52.9576
and,2007,53.8298
and,2008,51.3317
and,2009,51.7141
and,2010,48.3028
and,2011,51.9912
and,2012,51.9513
and,2013,54.1922
and,2014,55.6729
and,2015,57.7155
and,2016,59.7082
and,2017,61.6677
and,2018,63.8067
and,2019,66.02
and,2020,68.2764
and,2021,70.6039
and,2022,73.0332
and,2023,75.5413
and,2024,78.1281
and,2025,80.8057
and,2026,83.5798
and,2027,86.3815
and,2028,89.1512
and,2029,91.8354
and,2030,94.4045
and,2031,96.8549
and,2032,99.2034
and,2033,101.4842
and,2034,103.7308
and,2035,105.9762
and,2036,108.2437
and,2037,110.5479
and,2038,112.8975
and,2039,115.2947
and,2040,117.7418
and,2041,120.2421
and,2042,122.7945
and,2043,125.4012
and,2044,128.0645
and,2045,130.7831
and,2046,133.5594
and,2047,136.3944
and,2048,139.2904
and,2049,142.2473
and,2050,145.2674
are,1800,2.8993
are,1801,2.9071
are,1802,2.9201
are,1803,2.9305
are,1804,2.9435
are,1805,2.9513
are,1806,2.9616
are,1807,2.9746
are,1808,2.985
are,1809,2.998
are,1810,3.0084
are,1811,3.0188
are,1812,3.0292
are,1813,3.0422
are,1814,3.0526
are,1815,3.0656
are,1816,3.076
are,1817,3.0863
are,1818,3.0993
are,1819,3.1097
are,1820,3.1227
are,1821,3.1331
are,1822,3.1461
are,1823,3.1565
are,1824,3.1695
are,1825,3.1799
are,1826,3.1929
are,1827,3.2033
are,1828,3.2188
are,1829,3.2292
are,1830,3.2422
are,1831,3.2526
are,1832,3.2656
are,1833,3.2786
are,1834,3.2916
are,1835,3.302
are,1836,3.315
are,1837,3.328
are,1838,3.3409
are,1839,3.3513
are,1840,3.3643
are,1841,3.3773
are,1842,3.3903
are,1843,3.4033
are,1844,3.4163
are,1845,3.4267
are,1846,3.4423
are,1847,3.4527
are,1848,3.4682
are,1849,3.4786
are,1850,3.4942
are,1851,3.5046
are,1852,3.5202
are,1853,3.5332
are,1854,3.5462
are,1855,3.5592
are,1856,3.5722
are,1857,3.5852
are,1858,3.5981
are,1859,3.6137
are,1860,3.6241
are,1861,3.6397
are,1862,3.6527
are,1863,3.6657
are,1864,3.6813
are,1865,3.6943
are,1866,3.7099
are,1867,3.7202
are,1868,3.7358
are,1869,3.7488
are,1870,3.7644
are,1871,3.819
are,1872,3.8735
are,1873,3.9307
are,1874,3.9878
are,1875,4.045
are,1876,4.1073
are,1877,4.1645
are,1878,4.2268
are,1879,4.2866
are,1880,4.3515
are,1881,4.4165
are,1882,4.4814
are,1883,4.549
are,1884,4.6269
are,1885,4.7101
are,1886,4.8062
are,1887,4.9127
are,1888,5.0296
are,1889,5.1647
are,1890,5.318
are,1891,5.4946
are,1892,5.6947
are,1893,5.9207
are,1894,6.1727
are,1895,6.4637
are,1896,6.7858
are,1897,7.1495
are,1898,7.5548
are,1899,8.0042
are,1900,8.5056
are,1901,9.059
are,1902,9.6747
are,1903,10.3502
are,1904,11.0906
are,1905,11.9037
are,1906,12.7922
are,1907,13.7639
are,1908,14.8264
are,1909,15.9747
are,1910,17.2269
are,1911,18.5752
are,1912,20.0379
are,1913,21.62
are,1914,21.8746
are,1915,22.1318
are,1916,22.3942
are,1917,22.641
are,1918,22.8826
are,1919,25.5949
are,1920,28.6085
are,1921,31.965
are,1922,35.68
are,1923,37.535
are,1924,39.4626
are,1925,41.4604
are,1926,42.8711
are,1927,44.3208
are,1928,45.786
are,1929,44.7936
are,1930,43.8116
are,1931,42.8114
are,1932,41.8164
are,1933,40.8188
are,1934,39.8134
are,1935,41.1955
are,1936,42.6191
are,1937,44.0532
are,1938,45.4976
are,1939,46.9473
are,1940,48.4411
are,1941,49.9401
are,1942,51.4859
are,1943,52.9927
are,1944,54.5436
are,1945,57.3728
are,1946,60.3137
are,1947,63.3662
are,1948,66.5383
are,1949,69.8273
are,1950,73.2384
are,1951,79.5825
are,1952,82.1415
are,1953,87.7219
are,1954,94.7051
are,1955,93.7465
are,1956,97.0537
are,1957,96.599
are,1958,97.0303
are,1959,102.0495
are,1960,106.8453
are,1961,122.7498
are,1962,141.3277
are,1963,159.1703
are,1964,176.9869
are,1965,194.284
are,1966,210.7549
are,1967,225.9398
are,1968,237.9838
are,1969,243.6292
are,1970,247.6897
are,1971,263.4618
are,1972,243.1459
are,1973,236.8823
are,1974,242.9199
are,1975,219.0475
are,1976,217.92
are,1977,222.7054
are,1978,191.234
are,1979,212.7423
are,1980,242.7926
are,1981,232.5879
are,1982,204.2573
are,1983,184.4822
are,1984,182.1775
are,1985,166.3483
are,1986,133.62
are,1987,130.2881
are,1988,119.5827
are,1989,126.6599
are,1990,141.4518
are,1991,134.6612
are,1992,131.3197
are,1993,125.6178
are,1994,127.1846
are,1995,128.9088
are,1996,129.7212
are,1997,133.3985
are,1998,127.042
are,1999,123.9934
are,2000,130.0809
are,2001,209.5767
are,2002,211.3152
are,2003,201.9942
are,2004,205.3372
are,2005,186.9394
are,2006,186.5003
are,2007,179.9495
are,2008,175.2325
are,2009,112.9551
are,2010,76.096
are,2011,80.6498
are,2012,70.3979
are,2013,73.6113
are,2014,83.7476
are,2015,69.0978
are,2016,71.1838
are,2017,78.6511
are,2018,84.1124
are,2019,94.0092
are,2020,85.8183
are,2021,85.8477
are,2022,85.4569
are,2023,85.0563
are,2024,84.6614
are,2025,84.272
are,2026,83.8868
are,2027,83.6333
are,2028,83.6235
are,2029,83.9358
are,2030,84.6011
are,2031,85.6096
are,2032,86.9178
are,2033,88.4627
are,2034,90.1813
are,2035,92.0217
are,2036,93.9448
are,2037,95.9281
are,2038,97.9618
are,2039,100.0417
are,2040,102.1651
are,2041,104.3347
are,2042,106.5491
are,2043,108.8111
are,2044,111.1208
are,2045,113.4808
are,2046,115.8899
are,2047,118.3494
are,2048,120.8622
are,2049,123.4281
are,2050,126.0487
arg,1800,2.4047
arg,1801,2.4132
arg,1802,2.4216
arg,1803,2.4301
arg,1804,2.4385
arg,1805,2.447
arg,1806,2.4554
arg,1807,2.4639
arg,1808,2.4723
arg,1809,2.4808
arg,1810,2.4893
arg,1811,2.4977
arg,1812,2.5076
arg,1813,2.516
arg,1814,2.5245
arg,1815,2.5329
arg,1816,2.5428
arg,1817,2.5512
arg,1818,2.5597
arg,1819,2.5696
arg,1820,2.578
arg,1821,2.5977
arg,1822,2.6174
arg,1823,2.6372
arg,1824,2.6569
arg,1825,2.6766
arg,1826,2.6963
arg,1827,2.7175
arg,1828,2.7372
arg,1829,2.7583
arg,1830,2.7795
arg,1831,2.8006
arg,1832,2.8217
arg,1833,2.8428
arg,1834,2.864
arg,1835,2.8865
arg,1836,2.9077
arg,1837,2.9302
arg,1838,2.9513
arg,1839,2.9739
arg,1840,2.9964
arg,1841,3.0189
arg,1842,3.0415
arg,1843,3.0654
arg,1844,3.088
arg,1845,3.1119
arg,1846,3.1345
arg,1847,3.1584
arg,1848,3.1824
arg,1849,3.2063
arg,1850,3.2303
arg,1851,3.257
arg,1852,3.2824
arg,1853,3.3091
arg,1854,3.3359
arg,1855,3.3627
arg,1856,3.3894
arg,1857,3.4162
arg,1858,3.4444
arg,1859,3.4726
arg,1860,3.4993
arg,1861,3.5275
arg,1862,3.5557
arg,1863,3.5853
arg,1864,3.6134
arg,1865,3.643
arg,1866,3.6726
arg,1867,3.7022
arg,1868,3.7318
arg,1869,3.7614
arg,1870,3.7909
arg,1871,3.8741
arg,1872,3.9586
arg,1873,4.0445
