country,time,c_checkgvt_idea
cmr,2013,-0.37395
cmr,2014,0.04245
cmr,2015,0.17677
cmr,2016,-1.87493
cmr,2017,0.20324
cmr,2018,-1.05962
cmr,2019,1.91786
cod,1976,-0.26647
cod,1977,0.49982
cod,1978,0.71927
cod,1979,-0.68986
cod,1980,1.22191
cod,1981,-0.24687
cod,1982,-0.34238
cod,1983,0.09195
cod,1984,-1.01328
cod,1985,0.49291
cod,1986,-0.03257
cod,1987,-0.55332
cod,1988,0.0336
cod,1989,0.25935
cod,1990,8.05327
cod,1991,3.97731
cod,1992,-31.89029
cod,1993,25.21595
cod,1994,0.50069
cod,1995,-0.30234
cod,1996,0.33416
cod,1997,-2.31571
cod,1998,8.73828
cod,1999,-0.11904
cod,2000,1.83121
cod,2001,-0.09712
cod,2002,-0.35461
cod,2003,0.61109
cod,2004,0.17525
cod,2005,1.98058
cod,2006,14.22842
cod,2007,0.47811
cod,2008,0.01543
cod,2009,-0.00866
cod,2010,-0.35767
cod,2011,-0.43055
cod,2012,0.27021
cod,2013,-2.42088
cod,2014,1.32318
cod,2015,-0.57002
cod,2016,-0.30239
cod,2017,-0.5341
cod,2018,0.69398
cod,2019,-4.5721
cog,1976,1.30515
cog,1977,-7.6712
cog,1978,0.68193
cog,1979,5.62663
cog,1980,0.69549
cog,1981,-0.09356
cog,1982,0.67208
cog,1983,-0.47984
cog,1984,-0.35907
cog,1985,0.33827
cog,1986,0.27968
cog,1987,-0.04023
cog,1988,0.28105
cog,1989,-0.3391
cog,1990,9.40618
cog,1991,20.92061
cog,1992,0.70674
cog,1993,-0.07263
cog,1994,1.17047
cog,1995,-0.05321
cog,1996,1.04073
cog,1997,-34.61639
cog,1998,-0.12722
cog,1999,0.18171
cog,2000,0.22775
cog,2001,0.74744
cog,2002,12.95593
cog,2003,-0.32047
cog,2004,0.46842
cog,2005,0.26475
cog,2006,-0.26841
cog,2007,-0.34216
cog,2008,0.0699
cog,2009,-0.62117
cog,2010,0.53561
cog,2011,0.42293
cog,2012,-0.25576
cog,2013,3.64851
cog,2014,-0.36986
cog,2015,-0.53396
cog,2016,-0.19955
cog,2017,-0.57918
cog,2018,0.99777
cog,2019,1.00659
col,1976,-0.17024
col,1977,0.07869
col,1978,0.50137
col,1979,1.18168
col,1980,0.20019
col,1981,0.27267
col,1982,-0.22292
col,1983,0.75211
col,1984,-0.5335
col,1985,0.03703
col,1986,0.62007
col,1987,0.70416
col,1988,-0.32247
col,1989,0.466
col,1990,-0.05415
col,1991,4.26649
col,1992,3.36568
col,1993,-0.1894
col,1994,0.83008
col,1995,-0.06399
col,1996,-0.35069
col,1997,-0.63072
col,1998,-0.35622
col,1999,-0.39105
col,2000,0.23585
col,2001,-0.32954
col,2002,-1.75887
col,2003,0.96428
col,2004,-0.29208
col,2005,0.87866
col,2006,0.11594
col,2007,1.07213
col,2008,0.51819
col,2009,-0.31249
col,2010,2.25659
col,2011,1.8181
col,2012,0.58631
col,2013,-1.72685
col,2014,0.61927
col,2015,0.60989
col,2016,-1.4826
col,2017,-0.32671
col,2018,-2.81225
col,2019,0.39387
cpv,1976,-9.81682
cpv,1977,-0.0225
cpv,1978,-0.2007
cpv,1979,0.0441
cpv,1980,15.96172
cpv,1981,0.09281
cpv,1982,0.13251
cpv,1983,-0.26321
cpv,1984,-0.02393
cpv,1985,-0.21529
cpv,1986,-0.06893
cpv,1987,-0.03103
cpv,1988,0.34857
cpv,1989,0.14018
cpv,1990,0.57867
cpv,1991,20.04648
cpv,1992,3.62486
cpv,1993,-0.26077
cpv,1994,0.0579
cpv,1995,0.36069
cpv,1996,-0.15775
cpv,1997,-0.06798
cpv,1998,-0.17234
cpv,1999,-0.54826
cpv,2000,0.59879
cpv,2001,1.50561
cpv,2002,-0.03347
cpv,2003,-0.21238
cpv,2004,-0.5692
cpv,2005,0.87507
cpv,2006,-0.03846
cpv,2007,0.68702
cpv,2008,0.68929
cpv,2009,-0.64287
cpv,2010,-1.1872
cpv,2011,0.32803
cpv,2012,-0.29043
cpv,2013,0.3859
cpv,2014,-0.05424
cpv,2015,1.02319
cpv,2016,-1.87459
cpv,2017,-0.19664
cpv,2018,0.09575
cpv,2019,-0.80092
cri,1976,0.04506
cri,1977,-0.02498
cri,1978,-0.0611
cri,1979,1.63225
cri,1980,2.90014
cri,1981,0.05919
cri,1982,-0.24242
cri,1983,0.40952
cri,1984,-0.14828
cri,1985,-0.09527
cri,1986,0.22346
cri,1987,0.88818
cri,1988,0.26074
cri,1989,-0.07844
cri,1990,1.82458
cri,1991,-0.32524
cri,1992,0.27515
cri,1993,-0.31448
cri,1994,0.36443
cri,1995,0.91216
cri,1996,-0.70482
cri,1997,-0.53884
cri,1998,1.54649
cri,1999,-0.21539
cri,2000,1.39898
cri,2001,-0.35184
cri,2002,0.14537
cri,2003,0.04043
cri,2004,-0.14464
cri,2005,0.16142
cri,2006,-0.30449
cri,2007,1.36783
cri,2008,-0.63413
cri,2009,0.57899
cri,2010,-0.49329
cri,2011,-1.06512
cri,2012,0.7883
cri,2013,0.30041
cri,2014,1.57281
cri,2015,-1.3869
cri,2016,-1.6998
cri,2017,1.67457
cri,2018,-0.68249
cri,2019,-2.42753
cub,1976,-0.05833
cub,1977,-0.46157
cub,1978,0.58256
cub,1979,-0.21528
cub,1980,1.07763
cub,1981,0.24364
cub,1982,0.38973
cub,1983,-0.25428
cub,1984,-0.03928
cub,1985,0.50458
cub,1986,-0.57685
cub,1987,0.32557
cub,1988,-0.20192
cub,1989,0.67982
cub,1990,-0.3027
cub,1991,0.30677
cub,1992,-0.48448
cub,1993,9.89309
cub,1994,-0.29468
cub,1995,-0.35511
cub,1996,0.0993
cub,1997,0.07473
cub,1998,-0.10227
cub,1999,-0.2576
cub,2000,0.95847
cub,2001,-0.46038
cub,2002,0.16561
cub,2003,-0.31104
cub,2004,-0.05128
cub,2005,-0.24791
cub,2006,0.97069
cub,2007,0.34154
cub,2008,-0.6941
cub,2009,-0.15695
cub,2010,-0.00386
cub,2011,0.12043
cub,2012,0.02185
cub,2013,-2.17276
cub,2014,0.77544
cub,2015,-0.10742
cub,2016,1.33947
cub,2017,-0.3859
cub,2018,3.87247
cub,2019,2.06833
cyp,1976,1.66705
cyp,1977,0.16928
cyp,1978,0.47041
cyp,1979,0.2106
cyp,1980,1.35574
cyp,1981,0.67323
cyp,1982,0.49354
cyp,1983,0.1798
cyp,1984,-0.25026
cyp,1985,-0.12886
cyp,1986,0.21711
cyp,1987,0.0681
cyp,1988,-0.21665
cyp,1989,0.10687
cyp,1990,1.38301
cyp,1991,0.45519
cyp,1992,-0.09198
cyp,1993,0.30659
cyp,1994,-0.13609
cyp,1995,-0.07173
cyp,1996,0.3558
cyp,1997,-0.1992
cyp,1998,1.04216
cyp,1999,0.3306
cyp,2000,2.32202
cyp,2001,-0.11647
cyp,2002,-0.38331
cyp,2003,-2.20121
cyp,2004,5.35743
cyp,2005,0.71812
cyp,2006,-0.99535
cyp,2007,0.89837
cyp,2008,-0.42463
cyp,2009,0.53981
cyp,2010,0.18729
cyp,2011,0.49118
cyp,2012,0.26396
cyp,2013,-0.61391
cyp,2014,0.56135
cyp,2015,0.27298
cyp,2016,0.29604
cyp,2017,1.75792
cyp,2018,-2.96791
cyp,2019,-4.2388
cze,1976,0.15059
cze,1977,0.26567
cze,1978,-0.36234
cze,1979,-0.20192
cze,1980,0.43688
cze,1981,0.71649
cze,1982,-0.26279
cze,1983,0.12007
cze,1984,0.35692
cze,1985,0.1226
cze,1986,-0.25614
cze,1987,-0.3593
cze,1988,0.32665
cze,1989,0.40707
cze,1990,59.5604
cze,1991,-0.12992
cze,1992,1.38792
cze,1993,0.47898
cze,1994,-0.51947
cze,1995,0.13397
cze,1996,-0.21626
cze,1997,-0.56096
cze,1998,-0.03602
cze,1999,0.47824
cze,2000,-0.10761
cze,2001,-0.51345
cze,2002,0.81036
cze,2003,0.03064
cze,2004,-0.58139
cze,2005,0.25949
cze,2006,-0.47458
cze,2007,0.24225
cze,2008,-0.4051
cze,2009,0.49006
cze,2010,-0.4871
cze,2011,-1.82892
cze,2012,1.93615
cze,2013,-6.36831
cze,2014,-2.30207
cze,2015,0.48547
cze,2016,0.30072
cze,2017,-2.89258
cze,2018,0.02085
cze,2019,-0.62693
deu,1976,-0.17796
deu,1977,0.18867
deu,1978,0.07194
deu,1979,-0.34853
deu,1980,0.20499
deu,1981,0.12681
deu,1982,0.43051
deu,1983,0.09101
deu,1984,-0.3602
deu,1985,-0.23383
deu,1986,0.12482
deu,1987,-0.6205
deu,1988,0.46513
deu,1989,0.21074
deu,1990,1.03216
deu,1991,0.21523
deu,1992,-0.03544
deu,1993,0.30949
deu,1994,-0.1297
deu,1995,0.27603
deu,1996,0.41701
deu,1997,-0.61833
deu,1998,0.17863
deu,1999,0.62762
deu,2000,-0.41604
deu,2001,0.23651
deu,2002,-0.12674
deu,2003,-0.14394
deu,2004,-0.07666
deu,2005,-1.58837
deu,2006,0.56271
deu,2007,-0.47897
deu,2008,0.15217
deu,2009,0.11686
deu,2010,1.0927
deu,2011,-0.07067
deu,2012,0.13022
deu,2013,-3.06179
deu,2014,-0.03472
deu,2015,-3.14054
deu,2016,0.19694
deu,2017,-2.13845
deu,2018,-3.53206
deu,2019,3.99631
dnk,1976,0.20754
dnk,1977,-0.20871
dnk,1978,-0.32795
dnk,1979,0.57533
dnk,1980,-0.09199
dnk,1981,-0.04396
dnk,1982,-0.06295
dnk,1983,0.22238
dnk,1984,0.58785
dnk,1985,-0.54332
dnk,1986,0.63841
dnk,1987,-0.31221
dnk,1988,-0.26464
dnk,1989,-0.06371
dnk,1990,1.17656
dnk,1991,-0.48105
dnk,1992,0.2618
dnk,1993,-0.37988
dnk,1994,0.37868
dnk,1995,0.07786
dnk,1996,0.00919
dnk,1997,-0.00714
dnk,1998,-0.12626
dnk,1999,0.47151
dnk,2000,-0.34902
dnk,2001,-0.41738
dnk,2002,0.40893
dnk,2003,-0.40104
dnk,2004,0.39568
dnk,2005,0.35797
dnk,2006,-0.6731
dnk,2007,0.30174
dnk,2008,0.41338
dnk,2009,-0.11091
dnk,2010,-0.29016
dnk,2011,-0.14956
dnk,2012,0.07413
dnk,2013,-0.75242
dnk,2014,-0.23047
dnk,2015,-0.44038
dnk,2016,0.02431
dnk,2017,-2.06956
dnk,2018,-0.56828
dnk,2019,-0.53748
dom,1976,-0.02938
dom,1977,0.82242
dom,1978,11.56107
dom,1979,0.73327
dom,1980,1.00965
dom,1981,-0.05619
dom,1982,-0.18175
dom,1983,-1.60701
dom,1984,-0.27426
dom,1985,1.00897
dom,1986,-0.99685
dom,1987,-0.74438
dom,1988,-0.07376
dom,1989,-0.26165
dom,1990,0.50207
dom,1991,-0.15793
dom,1992,0.49885
dom,1993,-1.12859
dom,1994,-2.54
dom,1995,-0.18058
dom,1996,0.23692
dom,1997,1.75025
dom,1998,0.65661
dom,1999,-0.0618
dom,2000,1.56873
dom,2001,-1.3398
dom,2002,-0.86324
dom,2003,0.67353
dom,2004,-0.43573
dom,2005,0.87405
dom,2006,-0.18781
dom,2007,0.51613
dom,2008,-0.71325
dom,2009,0.35972
dom,2010,-0.40254
dom,2011,-1.05064
dom,2012,0.42027
dom,2013,-2.43515
dom,2014,-0.9851
dom,2015,-2.77101
dom,2016,0.30745
dom,2017,0.42749
dom,2018,-0.40816
dom,2019,6.42885
dza,1976,5.10771
dza,1977,3.63082
dza,1978,0.31114
dza,1979,-0.19559
dza,1980,-0.73671
dza,1981,0.717
dza,1982,0.26105
dza,1983,0.2949
dza,1984,1.1575
dza,1985,0.13102
dza,1986,0.03999
dza,1987,-0.62882
dza,1988,1.01281
dza,1989,2.54433
dza,1990,11.29881
dza,1991,-0.33754
dza,1992,-4.30456
dza,1993,-4.08534
dza,1994,1.85255
dza,1995,11.93767
dza,1996,-0.46403
dza,1997,0.18859
dza,1998,-0.07362
dza,1999,-1.1805
dza,2000,1.26368
dza,2001,-0.06477
dza,2002,0.15902
dza,2003,0.36201
dza,2004,0.11117
dza,2005,-0.2238
dza,2006,0.44264
dza,2007,-0.4387
dza,2008,0.30397
dza,2009,0.16622
dza,2010,-0.26699
dza,2011,-0.06763
dza,2012,0.40119
dza,2013,0.81298
dza,2014,-0.05759
dza,2015,-0.48024
dza,2016,-1.09013
dza,2017,0.32486
dza,2018,-0.87582
dza,2019,-4.49567
ecu,1976,-0.18973
ecu,1977,0.1094
ecu,1978,4.64697
ecu,1979,23.98336
ecu,1980,0.98107
ecu,1981,0.71279
ecu,1982,0.75638
ecu,1983,-1.25681
ecu,1984,0.08542
ecu,1985,-1.0459
ecu,1986,-0.39045
ecu,1987,0.68801
ecu,1988,-0.06766
ecu,1989,2.28267
ecu,1990,0.03993
ecu,1991,-0.35979
ecu,1992,-0.28812
ecu,1993,-0.94691
ecu,1994,-0.54986
ecu,1995,-0.3413
ecu,1996,0.08217
ecu,1997,0.72808
ecu,1998,0.48547
ecu,1999,-1.09584
ecu,2000,-0.59389
ecu,2001,-0.46201
ecu,2002,-0.00224
ecu,2003,-0.09071
ecu,2004,-0.06359
ecu,2005,0.16066
ecu,2006,0.19525
ecu,2007,-1.2551
ecu,2008,-6.87713
ecu,2009,-1.00999
ecu,2010,-1.75166
ecu,2011,-0.27146
ecu,2012,-0.63227
ecu,2013,-2.22217
ecu,2014,0.51243
ecu,2015,0.35939
ecu,2016,1.13462
ecu,2017,1.69622
ecu,2018,8.3528
ecu,2019,-2.83803
egy,1976,1.05757
egy,1977,-0.56506
egy,1978,0.93801
egy,1979,-0.60539
egy,1980,-11.67188
egy,1981,12.91708
egy,1982,1.57159
egy,1983,-0.32179
egy,1984,-1.06794
egy,1985,1.09007
egy,1986,1.37446
egy,1987,0.15558
egy,1988,-0.1394
egy,1989,0.02525
egy,1990,-0.19364
egy,1991,-0.15144
egy,1992,0.03527
egy,1993,-0.06986
egy,1994,0.45881
egy,1995,0.8374
egy,1996,-0.33564
egy,1997,-0.35453
egy,1998,-0.16295
egy,1999,0.0875
egy,2000,0.93012
egy,2001,0.44201
egy,2002,-0.42491
egy,2003,0.26577
egy,2004,0.77808
egy,2005,-0.10362
egy,2006,0.13906
egy,2007,0.4797
egy,2008,0.01351
egy,2009,0.20393
egy,2010,-0.1295
egy,2011,0.91406
egy,2012,-47.94982
egy,2013,46.47288
egy,2014,-6.89459
egy,2015,0.07343
egy,2016,0.83703
egy,2017,-0.47387
egy,2018,0.85886
egy,2019,0.57473
eri,1994,0.62106
eri,1995,-0.36574
eri,1996,0.50921
eri,1997,4.14309
eri,1998,-0.6298
eri,1999,0.29027
eri,2000,0.40177
eri,2001,-3.497
eri,2002,-10.75758
eri,2003,-3.36819
eri,2004,0.06761
eri,2005,-1.38984
eri,2006,-0.17123
eri,2007,0.37741
eri,2008,-0.02011
eri,2009,-0.05024
eri,2010,-0.39653
eri,2011,0.19326
eri,2012,0.32351
eri,2013,1.91715
eri,2014,0.03024
eri,2015,-0.33858
eri,2016,-3.1437
eri,2017,2.34897
eri,2018,-0.717
eri,2019,5.22624
esp,1976,4.72927
esp,1977,16.33688
esp,1978,24.64496
esp,1979,5.81517
esp,1980,0.7358
esp,1981,0.2244
esp,1982,-0.96221
esp,1983,-0.18044
esp,1984,-0.0516
esp,1985,0.0134
esp,1986,0.33677
esp,1987,-0.2474
esp,1988,-0.06542
esp,1989,0.0614
esp,1990,-0.15442
esp,1991,0.36631
esp,1992,-0.04228
esp,1993,0.37509
esp,1994,-0.08207
esp,1995,0.35297
esp,1996,0.08201
esp,1997,-0.12482
esp,1998,-0.43479
esp,1999,0.13421
esp,2000,-0.48344
esp,2001,-0.17167
esp,2002,-0.13024
esp,2003,0.3304
esp,2004,1.01646
esp,2005,-0.13166
esp,2006,0.01189
esp,2007,0.57002
esp,2008,-0.34408
esp,2009,0.9642
esp,2010,-0.47175
esp,2011,-0.66783
esp,2012,-3.93447
esp,2013,-1.73871
esp,2014,-0.4409
esp,2015,-2.0482
esp,2016,2.25111
esp,2017,-0.43021
esp,2018,4.24121
esp,2019,0.56701
est,1992,2.42853
est,1993,0.82466
est,1994,0.59636
est,1995,1.1549
est,1996,-0.75729
est,1997,0.23163
est,1998,-0.07345
est,1999,-0.02154
est,2000,0.16756
est,2001,-0.34042
est,2002,-0.06987
est,2003,0.67788
est,2004,0.46945
est,2005,-0.04958
est,2006,-0.04293
est,2007,-0.65372
est,2008,-0.09593
est,2009,-1.10508
est,2010,2.08798
est,2011,-0.4432
est,2012,0.1738
est,2013,-2.73699
est,2014,-0.119
est,2015,0.08813
est,2016,1.69672
est,2017,2.02099
est,2018,0.54234
est,2019,-1.07837
eth,1976,-3.69587
eth,1977,0.5169
eth,1978,0.15808
eth,1979,-0.40694
eth,1980,0.44079
eth,1981,-0.55448
eth,1982,0.13608
eth,1983,0.1769
eth,1984,-0.5501
eth,1985,-0.03856
eth,1986,0.0857
eth,1987,6.74839
eth,1988,-0.24678
eth,1989,0.26948
eth,1990,-0.19705
eth,1991,14.08904
eth,1992,4.43792
eth,1993,-0.04894
eth,1994,-36.61377
eth,1995,39.1552
eth,1996,-0.03017
eth,1997,0.15813
eth,1998,-0.26996
eth,1999,0.37006
eth,2000,-0.74305
eth,2001,0.39335
eth,2002,0.02342
eth,2003,-0.36065
eth,2004,0.42835
eth,2005,-0.19716
eth,2006,-1.22803
eth,2007,-0.36128
eth,2008,-0.26936
eth,2009,-0.24707
eth,2010,-0.53223
eth,2011,0.28985
eth,2012,0.07481
eth,2013,0.85649
eth,2014,-0.1119
eth,2015,-0.45936
eth,2016,-1.93533
eth,2017,0.32979
eth,2018,8.22945
eth,2019,2.79264
fin,1976,0.18641
fin,1977,-0.34106
fin,1978,0.11964
fin,1979,0.43092
fin,1980,0.45972
fin,1981,0.13434
fin,1982,0.30514
fin,1983,-0.38748
fin,1984,0.4041
fin,1985,0.08274
fin,1986,0.58299
fin,1987,1.68152
fin,1988,0.27484
fin,1989,-0.66127
fin,1990,1.29915
fin,1991,0.28228
fin,1992,-0.3965
fin,1993,0.0729
fin,1994,0.53044
fin,1995,0.22763
fin,1996,-0.07156
fin,1997,-0.01317
fin,1998,0.34892
fin,1999,-0.57649
fin,2000,0.41055
fin,2001,0.34332
fin,2002,-0.69187
fin,2003,0.06044
fin,2004,0.38224
fin,2005,-0.82763
fin,2006,0.07801
fin,2007,0.43732
fin,2008,0.27093
fin,2009,0.36481
fin,2010,-1.11059
fin,2011,-0.9117
fin,2012,0.0724
fin,2013,2.31377
fin,2014,-0.25219
fin,2015,-5.31941
fin,2016,0.74842
fin,2017,2.25328
fin,2018,-1.42186
fin,2019,-0.93023
fra,1976,0.29647
fra,1977,0.14681
fra,1978,-0.19852
fra,1979,-0.1433
fra,1980,0.22657
fra,1981,1.98341
fra,1982,0.22603
fra,1983,0.02682
fra,1984,0.0129
fra,1985,-0.08381
fra,1986,0.2938
fra,1987,0.16584
fra,1988,0.1107
fra,1989,-0.59969
fra,1990,0.69562
fra,1991,-0.41056
fra,1992,-0.55048
fra,1993,-1.73965
fra,1994,1.48075
fra,1995,-1.5503
fra,1996,0.78788
fra,1997,-0.06314
fra,1998,-0.165
fra,1999,0.25202
fra,2000,0.13669
fra,2001,-0.10925
fra,2002,0.09847
fra,2003,0.04684
fra,2004,0.18185
fra,2005,-0.71597
fra,2006,0.05438
fra,2007,0.4177
fra,2008,2.52765
fra,2009,0.29049
fra,2010,-0.4789
fra,2011,1.07342
fra,2012,0.29228
fra,2013,-1.13511
fra,2014,-0.02442
fra,2015,0.54755
fra,2016,-1.26157
fra,2017,0.56471
fra,2018,-2.76232
fra,2019,2.31867
gab,1976,-0.284
gab,1977,0.55148
gab,1978,-0.55411
gab,1979,-0.32514
gab,1980,0.5288
gab,1981,0.64161
gab,1982,0.15541
gab,1983,-0.47359
gab,1984,-0.3228
gab,1985,0.58261
gab,1986,-0.39109
gab,1987,0.20703
gab,1988,-0.3835
gab,1989,0.44142
gab,1990,5.19436
gab,1991,8.57031
gab,1992,1.1588
gab,1993,0.27209
gab,1994,-0.30234
gab,1995,-0.3984
gab,1996,-0.19981
gab,1997,1.93381
gab,1998,-0.45673
gab,1999,0.04238
gab,2000,-0.53457
gab,2001,2.84063
gab,2002,0.14976
gab,2003,-0.83349
gab,2004,0.24096
gab,2005,0.32266
gab,2006,-0.30161
gab,2007,-0.16254
gab,2008,0.21771
gab,2009,0.70055
gab,2010,0.30592
gab,2011,0.12341
gab,2012,1.78636
gab,2013,0.83314
gab,2014,0.00721
gab,2015,-0.16188
gab,2016,0.35216
gab,2017,-1.84523
gab,2018,-2.47273
gab,2019,-2.89163
gbr,1976,-1.07603
gbr,1977,0.0715
gbr,1978,0.4747
gbr,1979,-2.22371
gbr,1980,-0.19971
gbr,1981,2.44814
gbr,1982,-0.19651
gbr,1983,0.37063
gbr,1984,-0.38085
gbr,1985,-0.08609
gbr,1986,0.30378
gbr,1987,-0.32203
gbr,1988,0.10463
gbr,1989,0.12748
gbr,1990,1.96311
gbr,1991,-0.14953
gbr,1992,0.59406
gbr,1993,0.1973
gbr,1994,-0.00472
gbr,1995,0.26347
gbr,1996,0.06663
gbr,1997,1.12397
gbr,1998,0.00795
gbr,1999,-0.05973
gbr,2000,-0.24686
gbr,2001,1.21333
gbr,2002,0.014
gbr,2003,0.43857
gbr,2004,-0.49641
gbr,2005,-0.10481
gbr,2006,0.71978
gbr,2007,-0.31352
gbr,2008,0.09883
gbr,2009,-0.3913
gbr,2010,0.46127
gbr,2011,-0.0074
gbr,2012,1.49697
gbr,2013,-1.97642
gbr,2014,-0.74771
gbr,2015,-0.29008
gbr,2016,0.51921
gbr,2017,-0.33268
gbr,2018,-2.16282
gbr,2019,2.58685
geo,1992,-41.559
geo,1993,42.8678
geo,1994,-0.5211
geo,1995,1.73638
geo,1996,5.22754
geo,1997,-0.4715
geo,1998,1.04273
geo,1999,-0.0109
geo,2000,0.14647
geo,2001,1.97756
geo,2002,-0.26713
geo,2003,1.13393
geo,2004,2.21959
geo,2005,1.47194
geo,2006,0.80275
geo,2007,0.87075
geo,2008,-1.04101
geo,2009,-0.20281
geo,2010,-1.24835
geo,2011,0.28116
geo,2012,1.11428
geo,2013,7.60139
geo,2014,0.57997
geo,2015,1.97838
geo,2016,-2.75045
geo,2017,-1.283
geo,2018,1.43417
geo,2019,-0.01476
gha,1976,0.12908
gha,1977,-0.40624
gha,1978,0.44743
gha,1979,30.43893
gha,1980,4.10866
gha,1981,-17.2906
gha,1982,-16.62432
gha,1983,-0.75346
gha,1984,-0.76638
gha,1985,-0.45217
gha,1986,0.25139
gha,1987,-0.19031
gha,1988,0.37603
gha,1989,-0.05466
gha,1990,-0.0489
gha,1991,1.89155
gha,1992,12.21421
gha,1993,20.26872
gha,1994,2.7145
gha,1995,0.29562
gha,1996,2.35111
gha,1997,2.37024
gha,1998,-0.35001
gha,1999,-0.03131
gha,2000,2.52302
gha,2001,0.52084
gha,2002,1.65746
gha,2003,-0.58854
gha,2004,0.46885
gha,2005,0.09768
gha,2006,-0.36047
gha,2007,-0.37833
gha,2008,-0.43748
gha,2009,0.99149
gha,2010,0.82184
gha,2011,-0.15503
gha,2012,-1.25843
gha,2013,-1.22114
gha,2014,-0.27925
gha,2015,0.19044
gha,2016,-3.56698
gha,2017,0.49193
gha,2018,1.13855
gha,2019,-2.71992
gin,1976,0.08646
gin,1977,0.20726
gin,1978,0.09185
gin,1979,0.16523
gin,1980,-0.32024
gin,1981,0.28218
gin,1982,0.18749
gin,1983,-0.04024
gin,1984,-2.69838
gin,1985,3.18887
gin,1986,1.37309
gin,1987,-0.19038
gin,1988,0.23416
gin,1989,0.16303
gin,1990,4.7932
gin,1991,7.28808
gin,1992,1.28139
gin,1993,10.33689
gin,1994,0.18948
gin,1995,0.71829
gin,1996,0.7176
gin,1997,-0.08412
gin,1998,-0.1644
gin,1999,0.59011
gin,2000,0.78052
gin,2001,1.03501
gin,2002,-0.52977
gin,2003,1.15152
gin,2004,-0.68099
gin,2005,0.52372
gin,2006,1.18329
gin,2007,0.47428
gin,2008,-2.34696
gin,2009,-7.54134
gin,2010,13.31721
gin,2011,-0.98347
gin,2012,0.42415
gin,2013,-0.58719
gin,2014,-1.60468
gin,2015,-0.08294
gin,2016,0.6171
gin,2017,0.2649
gin,2018,0.24317
gin,2019,0.66488
gmb,1976,0.31825
gmb,1977,-0.58256
gmb,1978,0.17533
gmb,1979,0.27493
gmb,1980,-0.17809
gmb,1981,-0.18579
gmb,1982,0.39915
gmb,1983,0.0557
gmb,1984,-0.70485
gmb,1985,0.54471
gmb,1986,-0.12242
gmb,1987,-0.5966
gmb,1988,0.68419
gmb,1989,-0.23316
gmb,1990,0.24623
gmb,1991,-0.18859
gmb,1992,-0.22208
gmb,1993,0.24233
gmb,1994,-16.52562
gmb,1995,-9.09079
gmb,1996,4.20097
gmb,1997,6.38653
gmb,1998,0.64938
gmb,1999,-0.42269
gmb,2000,0.66917
gmb,2001,-0.5672
gmb,2002,-0.1167
gmb,2003,-0.84276
gmb,2004,-0.25674
gmb,2005,-0.21341
gmb,2006,0.35432
gmb,2007,-0.08479
gmb,2008,-0.78022
gmb,2009,0.11518
gmb,2010,-0.01548
gmb,2011,0.41986
gmb,2012,0.07571
gmb,2013,-0.82961
gmb,2014,-0.35988
gmb,2015,0.80782
gmb,2016,0.13991
gmb,2017,31.33423
gmb,2018,2.40923
gmb,2019,-2.58278
gnb,1976,0.12738
gnb,1977,0.00264
gnb,1978,-0.0544
gnb,1979,-0.01545
gnb,1980,-2.71834
gnb,1981,-0.2544
gnb,1982,0.08097
gnb,1983,0.40629
gnb,1984,1.12016
gnb,1985,0.06789
gnb,1986,0.12258
gnb,1987,-0.08222
gnb,1988,-0.15143
gnb,1989,-0.01312
gnb,1990,2.7782
gnb,1991,1.38395
gnb,1992,3.65863
gnb,1993,2.51442
gnb,1994,17.79304
gnb,1995,4.25141
gnb,1996,0.49712
gnb,1997,0.29421
gnb,1998,0.21332
gnb,1999,-0.35418
gnb,2000,0.76532
gnb,2001,1.03331
gnb,2002,0.25917
gnb,2003,-7.0632
gnb,2004,7.72789
gnb,2005,0.98074
gnb,2006,-1.06763
gnb,2007,0.58319
gnb,2008,-1.78285
gnb,2009,1.52124
gnb,2010,0.20993
gnb,2011,-0.03829
gnb,2012,-4.59426
gnb,2013,-7.06439
gnb,2014,13.38523
gnb,2015,-0.03431
gnb,2016,-0.21053
gnb,2017,-3.87297
gnb,2018,2.82769
gnb,2019,1.52293
gnq,1976,0.20046
gnq,1977,-0.4587
gnq,1978,0.67982
gnq,1979,3.86067
gnq,1980,10.86148
gnq,1981,0.95819
gnq,1982,4.31417
gnq,1983,6.00707
gnq,1984,-0.12702
gnq,1985,-0.30945
gnq,1986,-0.21714
gnq,1987,0.22383
gnq,1988,0.05794
gnq,1989,-0.39693
gnq,1990,-0.44916
gnq,1991,0.11042
gnq,1992,0.28727
gnq,1993,-0.60381
gnq,1994,0.29023
gnq,1995,1.68405
gnq,1996,0.20584
gnq,1997,-0.9819
gnq,1998,0.31562
gnq,1999,-0.25314
gnq,2000,-0.59132
gnq,2001,0.32061
gnq,2002,-0.06818
gnq,2003,-0.20073
gnq,2004,2.06756
gnq,2005,-2.36899
gnq,2006,0.4348
gnq,2007,-0.3154
gnq,2008,0.49916
gnq,2009,-0.21691
gnq,2010,-2.20795
gnq,2011,-0.18866
gnq,2012,0.55746
gnq,2013,1.05736
gnq,2014,-0.13553
gnq,2015,-1.60402
gnq,2016,0.68649
gnq,2017,-1.26351
gnq,2018,-1.77758
gnq,2019,3.24241
grc,1976,14.71898
grc,1977,4.48104
grc,1978,0.23656
grc,1979,-0.42508
grc,1980,0.11417
grc,1981,0.17928
grc,1982,0.06813
