country,time,popcit_300_500k
uzb,1970,0
uzb,1975,379118
uzb,1980,460346
uzb,1985,410514
uzb,1990,688537
uzb,1995,1028459
uzb,2000,1078779
uzb,2005,1174711
uzb,2010,1289076
uzb,2015,902636
uzb,2020,1085846
uzb,2025,1782046
uzb,2030,1398973
uzb,2035,2120426
vct,1950,0
vct,1955,0
vct,1960,0
vct,1965,0
vct,1970,0
vct,1975,0
vct,1980,0
vct,1985,0
vct,1990,0
vct,1995,0
vct,2000,0
vct,2005,0
vct,2010,0
vct,2015,0
vct,2020,0
vct,2025,0
vct,2030,0
vct,2035,0
ven,1950,0
ven,1955,367238
ven,1960,478522
ven,1965,302642
ven,1970,796215
ven,1975,816785
ven,1980,456400
ven,1985,713972
ven,1990,848443
ven,1995,1092385
ven,2000,1063061
ven,2005,1858317
ven,2010,2672728
ven,2015,2540354
ven,2020,3091660
ven,2025,4249295
ven,2030,3442514
ven,2035,3919713
vnm,1950,0
vnm,1955,329611
vnm,1960,416600
vnm,1965,0
vnm,1970,0
vnm,1975,325753
vnm,1980,712359
vnm,1985,771715
vnm,1990,851212
vnm,1995,1151198
vnm,2000,896563
vnm,2005,0
vnm,2010,312949
vnm,2015,1024446
vnm,2020,2183173
vnm,2025,3304871
vnm,2030,4935562
vnm,2035,6111257
vut,1950,0
vut,1955,0
vut,1960,0
vut,1965,0
vut,1970,0
vut,1975,0
vut,1980,0
vut,1985,0
vut,1990,0
vut,1995,0
vut,2000,0
vut,2005,0
vut,2010,0
vut,2015,0
vut,2020,0
vut,2025,0
vut,2030,0
vut,2035,0
wsm,1950,0
wsm,1955,0
wsm,1960,0
wsm,1965,0
wsm,1970,0
wsm,1975,0
wsm,1980,0
wsm,1985,0
wsm,1990,0
wsm,1995,0
wsm,2000,0
wsm,2005,0
wsm,2010,0
wsm,2015,0
wsm,2020,0
wsm,2025,0
wsm,2030,0
wsm,2035,0
yem,1950,0
yem,1955,0
yem,1960,0
yem,1965,0
yem,1970,0
yem,1975,0
yem,1980,0
yem,1985,401848
yem,1990,326061
yem,1995,1034928
yem,2000,1243916
yem,2005,893849
yem,2010,806840
yem,2015,823532
yem,2020,664815
yem,2025,869897
yem,2030,0
yem,2035,0
zaf,1950,483990
zaf,1955,339784
zaf,1960,726679
zaf,1965,1220171
zaf,1970,1204625
zaf,1975,792579
zaf,1980,871918
zaf,1985,422751
zaf,1990,1134131
zaf,1995,1617179
zaf,2000,756669
zaf,2005,827189
zaf,2010,910179
zaf,2015,1574017
zaf,2020,879914
zaf,2025,333664
zaf,2030,1291260
zaf,2035,1380572
zmb,1950,0
zmb,1955,0
zmb,1960,0
zmb,1965,0
zmb,1970,0
zmb,1975,384542
zmb,1980,0
zmb,1985,615591
zmb,1990,671386
zmb,1995,703522
zmb,2000,736443
zmb,2005,831905
zmb,2010,945453
zmb,2015,492519
zmb,2020,0
zmb,2025,0
zmb,2030,1014961
zmb,2035,2222501
zwe,1950,0
zwe,1955,0
zwe,1960,0
zwe,1965,318576
zwe,1970,416547
zwe,1975,327770
zwe,1980,385982
zwe,1985,465068
zwe,1990,0
zwe,1995,0
zwe,2000,312294
zwe,2005,332557
zwe,2010,349406
zwe,2015,367101
zwe,2020,386452
zwe,2025,419611
zwe,2030,778937
zwe,2035,352598
