country,time,checkgvt_idea
afg,1975,19.2734
afg,1976,18.7627
afg,1977,18.54407
afg,1978,19.50633
afg,1979,19.57871
afg,1980,19.64763
afg,1981,19.26868
afg,1982,19.47903
afg,1983,19.50207
afg,1984,19.78311
afg,1985,19.9407
afg,1986,19.74173
afg,1987,19.22571
afg,1988,32.51315
afg,1989,32.45841
afg,1990,33.49992
afg,1991,32.41047
afg,1993,18.89851
afg,1994,18.90713
afg,1995,18.16494
afg,1996,14.79343
afg,1997,16.54841
afg,1998,16.5676
afg,1999,16.28241
afg,2000,16.44852
afg,2001,20.37175
afg,2002,32.12517
afg,2003,32.63653
afg,2005,53.80125
afg,2006,55.41043
afg,2007,55.50156
afg,2008,56.58812
afg,2009,57.47993
afg,2010,57.32447
afg,2011,57.50449
afg,2012,57.65934
afg,2013,60.04943
afg,2014,58.21164
afg,2015,58.48461
afg,2016,55.50314
afg,2017,57.48034
afg,2018,56.78248
afg,2019,54.28247
ago,1975,18.7797
ago,1976,16.5286
ago,1977,16.05361
ago,1978,16.10014
ago,1979,16.3031
ago,1980,16.08373
ago,1981,16.1235
ago,1982,16.44079
ago,1983,16.2446
ago,1984,16.00523
ago,1985,16.08239
ago,1986,15.81039
ago,1987,15.91017
ago,1988,16.19436
ago,1989,16.48145
ago,1990,15.77754
ago,1991,15.35697
ago,1992,35.45599
ago,1993,27.54234
ago,1994,27.40272
ago,1995,27.28521
ago,1996,27.81473
ago,1997,28.95989
ago,1998,29.69577
ago,1999,29.37697
ago,2000,29.52413
ago,2001,28.99016
ago,2002,28.76215
ago,2003,29.72421
ago,2004,29.84347
ago,2005,29.7371
ago,2006,29.79701
ago,2007,29.89096
ago,2008,40.73017
ago,2009,40.30375
ago,2010,39.87654
ago,2011,39.56342
ago,2012,39.55323
ago,2013,39.26808
ago,2014,39.42381
ago,2015,38.93602
ago,2016,39.42655
ago,2017,41.19666
ago,2018,48.33813
ago,2019,54.75714
alb,1975,21.21965
alb,1976,20.88808
alb,1977,21.48957
alb,1978,20.96023
alb,1979,20.8896
alb,1980,21.19808
alb,1981,19.24583
alb,1982,19.97186
alb,1983,19.42823
alb,1984,19.92571
alb,1985,19.69003
alb,1986,19.62094
alb,1987,19.98265
alb,1988,20.20097
alb,1989,19.91482
alb,1990,28.19823
alb,1991,56.77117
alb,1992,62.08793
alb,1993,57.50616
alb,1994,62.88699
alb,1995,62.44772
alb,1996,62.60664
alb,1997,63.01699
alb,1998,64.71323
alb,1999,64.45131
alb,2000,66.15242
alb,2001,65.417
alb,2002,65.62307
alb,2003,65.52333
alb,2004,65.37165
alb,2005,65.86083
alb,2006,65.82565
alb,2007,66.13091
alb,2008,65.84466
alb,2009,65.96509
alb,2010,66.17427
alb,2011,65.95302
alb,2012,66.17153
alb,2013,60.21888
alb,2014,61.52334
alb,2015,60.98407
alb,2016,61.35634
alb,2017,61.19809
alb,2018,61.07432
alb,2019,62.23791
are,1975,9.12367
are,1976,9.17517
are,1977,9.17895
are,1978,8.57227
are,1979,9.3315
are,1980,8.17479
are,1981,8.76969
are,1982,8.48189
are,1983,9.17547
are,1984,11.02598
are,1985,10.74701
are,1986,10.94833
are,1987,11.30122
are,1988,11.19737
are,1989,11.3082
are,1990,10.83796
are,1991,11.3285
are,1992,11.02548
are,1993,11.40111
are,1994,14.95517
are,1995,14.94358
are,1996,14.92725
are,1997,14.9437
are,1998,14.94158
are,1999,14.67155
are,2000,14.71846
are,2001,14.80769
are,2002,15.15711
are,2003,14.88553
are,2004,11.48565
are,2005,11.62739
are,2006,22.42002
are,2007,22.99737
are,2008,22.74207
are,2009,22.42261
are,2010,22.75274
are,2011,23.81339
are,2012,23.54862
are,2013,23.83139
are,2014,23.14427
are,2015,22.71615
are,2016,22.37789
are,2017,21.17786
are,2018,22.04564
are,2019,21.81469
arg,1975,57.79334
arg,1976,26.44983
arg,1977,15.63428
arg,1978,15.08133
arg,1979,15.60447
arg,1980,16.85964
arg,1981,15.15953
arg,1982,15.85044
arg,1983,47.68502
arg,1984,66.29149
arg,1985,65.89714
arg,1986,66.67463
arg,1987,66.13122
arg,1988,66.56181
arg,1989,66.6572
arg,1990,60.79546
arg,1991,61.69997
arg,1992,62.73306
arg,1993,63.33608
arg,1994,62.84621
arg,1995,64.24152
arg,1996,63.47059
arg,1997,63.83708
arg,1998,63.93494
arg,1999,63.96455
arg,2000,69.77083
arg,2001,69.87161
arg,2002,67.82425
arg,2003,66.79777
arg,2004,66.48869
arg,2005,65.33402
arg,2006,65.19384
arg,2007,64.84884
arg,2008,64.90954
arg,2009,63.64341
arg,2010,63.7129
arg,2011,64.39268
arg,2012,64.37716
arg,2013,64.70767
arg,2014,64.69857
arg,2015,64.50178
arg,2016,65.81059
arg,2017,65.5931
arg,2018,65.47559
arg,2019,66.5513
arm,1991,50.66736
arm,1992,50.0352
arm,1993,49.49401
arm,1994,49.70205
arm,1995,48.37413
arm,1996,47.43439
arm,1997,46.6002
arm,1998,46.14653
arm,1999,44.75755
arm,2000,44.52415
arm,2001,44.22969
arm,2002,41.06101
arm,2003,42.38563
arm,2004,42.1546
arm,2005,41.96394
arm,2006,41.59877
arm,2007,41.66764
arm,2008,42.18551
arm,2009,41.95466
arm,2010,43.74419
arm,2011,44.64641
arm,2012,44.61148
arm,2013,44.98921
arm,2014,45.89449
arm,2015,44.86256
arm,2016,46.12255
arm,2017,45.82674
arm,2018,60.56823
arm,2019,64.40075
aus,1975,86.958
aus,1976,87.85549
aus,1977,87.67975
aus,1978,87.85343
aus,1979,88.0351
aus,1980,90.41464
aus,1981,90.42762
aus,1982,90.32983
aus,1983,90.82781
aus,1984,90.56064
aus,1985,91.02165
aus,1986,91.19768
aus,1987,90.51214
aus,1988,91.04434
aus,1989,91.04375
aus,1990,91.15171
aus,1991,90.87096
aus,1992,90.87876
aus,1993,91.01073
aus,1994,90.54533
aus,1995,91.22714
aus,1996,91.20324
aus,1997,91.05474
aus,1998,90.91024
aus,1999,91.00075
aus,2000,91.03564
aus,2001,91.08134
aus,2002,90.77729
aus,2003,90.98107
aus,2004,91.04804
aus,2005,90.38266
aus,2006,90.51831
aus,2007,90.25691
aus,2008,90.13488
aus,2009,90.19121
aus,2010,90.83208
aus,2011,90.88147
aus,2012,90.73796
aus,2013,91.40273
aus,2014,91.14848
aus,2015,89.81712
aus,2016,90.5986
aus,2017,90.92998
aus,2018,89.09895
aus,2019,84.10876
aut,1975,76.22804
aut,1976,77.06727
aut,1977,76.33623
aut,1978,76.822
aut,1979,76.72275
aut,1980,77.07048
aut,1981,77.43107
aut,1982,77.96874
aut,1983,77.53366
aut,1984,77.80104
aut,1985,78.56484
aut,1986,78.48381
aut,1987,80.45896
aut,1988,80.5167
aut,1989,80.0001
aut,1990,79.21975
aut,1991,79.76107
aut,1992,79.78456
aut,1993,79.80073
aut,1994,80.06255
aut,1995,79.86397
aut,1996,79.73838
aut,1997,79.66688
aut,1998,79.65237
aut,1999,79.80443
aut,2000,80.73589
aut,2001,80.46236
aut,2002,80.72312
aut,2003,80.74402
aut,2004,80.31127
aut,2005,80.35125
aut,2006,80.35443
aut,2007,81.67907
aut,2008,81.3963
aut,2009,81.11275
aut,2010,81.28743
aut,2011,81.39385
aut,2012,81.38049
aut,2013,79.95273
aut,2014,80.35039
aut,2015,80.10548
aut,2016,80.0081
aut,2017,80.22489
aut,2018,77.68394
aut,2019,79.35318
aze,1991,34.70032
aze,1992,41.56046
aze,1993,34.50396
aze,1994,31.46425
aze,1995,30.21809
aze,1996,30.47873
aze,1997,30.14945
aze,1998,28.797
aze,1999,29.36954
aze,2000,29.65512
aze,2001,29.01732
aze,2002,29.12622
aze,2003,27.16159
aze,2004,25.92474
aze,2005,24.23919
aze,2006,24.29265
aze,2007,24.42923
aze,2008,24.12813
aze,2009,23.74596
aze,2010,24.99193
aze,2011,22.88998
aze,2012,22.10628
aze,2013,19.29722
aze,2014,18.23413
aze,2015,18.03657
aze,2016,21.46924
aze,2017,21.3441
aze,2018,20.19148
aze,2019,20.70634
bdi,1975,18.04775
bdi,1976,18.07988
bdi,1977,19.88523
bdi,1978,20.03347
bdi,1979,19.72536
bdi,1980,19.78667
bdi,1981,24.36403
bdi,1982,34.69444
bdi,1983,33.90775
bdi,1984,34.5034
bdi,1985,35.5854
bdi,1986,35.26916
bdi,1987,30.07323
bdi,1988,22.52553
bdi,1989,23.20669
bdi,1990,23.74439
bdi,1991,23.16074
bdi,1992,29.22879
bdi,1993,48.82557
bdi,1994,35.15712
bdi,1995,35.34121
bdi,1996,37.23051
bdi,1997,37.85207
bdi,1998,37.8641
bdi,1999,38.64457
bdi,2000,38.67849
bdi,2001,36.9762
bdi,2002,40.2782
bdi,2003,41.47988
bdi,2004,41.59441
bdi,2005,54.66953
bdi,2006,53.81585
bdi,2007,53.26405
bdi,2008,53.5827
bdi,2009,53.81669
bdi,2010,51.40886
bdi,2011,52.70497
bdi,2012,52.78938
bdi,2013,48.9027
bdi,2014,49.46739
bdi,2015,36.09831
bdi,2016,34.68127
bdi,2017,27.89556
bdi,2018,27.67836
bdi,2019,27.62744
bel,1975,76.02383
bel,1976,77.09692
bel,1977,76.7941
bel,1978,76.69772
bel,1979,76.85542
bel,1980,76.84293
bel,1981,76.95435
bel,1982,77.56968
bel,1983,77.43182
bel,1984,77.45065
bel,1985,77.29948
bel,1986,77.75624
bel,1987,77.22796
bel,1988,76.84419
bel,1989,77.27827
bel,1990,80.07013
bel,1991,80.512
bel,1992,81.22228
bel,1993,81.46213
bel,1994,80.93674
bel,1995,81.71824
bel,1996,81.83983
bel,1997,81.78716
bel,1998,82.13287
bel,1999,82.30806
bel,2000,82.27602
bel,2001,82.15318
bel,2002,82.73229
bel,2003,82.34787
bel,2004,82.52599
bel,2005,82.76237
bel,2006,82.89765
bel,2007,83.52114
bel,2008,82.41383
bel,2009,83.2863
bel,2010,82.71497
bel,2011,83.01643
bel,2012,82.72353
bel,2013,84.00709
bel,2014,84.37295
bel,2015,84.5396
bel,2016,83.88631
bel,2017,83.08555
bel,2018,82.99886
bel,2019,85.61911
ben,1975,15.17673
ben,1976,15.32292
ben,1977,15.3814
ben,1978,15.72613
ben,1979,27.3633
ben,1980,27.14623
ben,1981,27.19704
ben,1982,27.30287
ben,1983,27.63833
ben,1984,27.32533
ben,1985,27.68946
ben,1986,27.35647
ben,1987,28.97605
ben,1988,28.1113
ben,1989,28.24321
ben,1991,61.1781
ben,1992,67.32467
ben,1993,66.61994
ben,1994,66.81501
ben,1995,67.38699
ben,1996,68.14066
ben,1997,66.10869
ben,1998,66.04679
ben,1999,65.69059
ben,2000,69.32585
ben,2001,68.9097
ben,2002,70.02591
ben,2003,69.54149
ben,2004,69.88512
ben,2005,69.9842
ben,2006,68.72461
ben,2007,68.47803
ben,2008,68.25659
ben,2009,68.22688
ben,2010,68.13816
ben,2011,67.84173
ben,2012,68.48601
ben,2013,66.78509
ben,2014,66.14641
ben,2015,66.55921
ben,2016,66.02081
ben,2017,63.02917
ben,2018,61.32406
ben,2019,54.13186
bfa,1975,35.76227
bfa,1976,35.5979
bfa,1977,33.90355
bfa,1978,50.48001
bfa,1979,50.1362
bfa,1980,38.56244
bfa,1981,33.92204
bfa,1982,33.67199
bfa,1983,31.95372
bfa,1984,32.49206
bfa,1985,32.4967
bfa,1986,32.0913
bfa,1987,33.81484
bfa,1988,32.54039
bfa,1989,31.87511
bfa,1990,31.72889
bfa,1991,43.09753
bfa,1992,44.85098
bfa,1993,53.36224
bfa,1994,53.44404
bfa,1995,53.7666
bfa,1996,53.79142
bfa,1997,54.04927
bfa,1998,54.33997
bfa,1999,56.9008
bfa,2000,57.433
bfa,2001,57.55001
bfa,2002,58.09689
bfa,2003,57.79894
bfa,2004,57.76312
bfa,2005,57.71746
bfa,2006,57.87566
bfa,2007,58.07845
bfa,2008,58.55695
bfa,2009,58.12715
bfa,2010,60.68979
bfa,2011,60.66379
bfa,2012,61.38764
bfa,2013,62.66915
bfa,2014,65.75346
bfa,2015,68.33389
bfa,2016,68.75553
bfa,2017,67.66779
bfa,2018,63.24647
bfa,2019,45.49461
bgd,1975,31.53036
bgd,1976,28.21564
bgd,1977,33.37099
bgd,1978,44.64346
bgd,1979,45.80686
bgd,1980,46.51677
bgd,1981,46.06665
bgd,1982,37.78866
bgd,1983,33.61819
bgd,1984,34.79236
bgd,1985,34.42733
bgd,1986,47.75696
bgd,1987,46.4197
bgd,1988,45.89613
bgd,1989,45.89265
bgd,1990,47.43694
bgd,1991,53.31273
bgd,1992,54.04584
bgd,1993,54.84581
bgd,1994,54.98774
bgd,1995,54.58635
bgd,1996,54.59537
bgd,1997,54.25869
bgd,1998,54.21486
bgd,1999,54.32052
bgd,2000,54.47515
bgd,2001,54.63859
bgd,2002,54.33115
bgd,2003,55.20544
bgd,2004,55.55315
bgd,2005,55.59489
bgd,2006,60.83004
bgd,2007,41.37821
bgd,2008,47.88333
bgd,2009,50.84355
bgd,2010,51.19874
bgd,2011,51.09292
bgd,2012,51.18576
bgd,2013,48.2133
bgd,2014,46.20117
bgd,2015,45.30991
bgd,2016,44.17709
bgd,2017,45.39758
bgd,2018,46.27929
bgd,2019,44.33263
bgr,1975,18.35302
bgr,1976,18.1835
bgr,1977,17.76573
bgr,1978,18.09798
bgr,1979,18.24372
bgr,1980,18.1754
bgr,1981,18.75469
bgr,1982,18.67344
bgr,1983,18.43747
bgr,1984,18.36387
bgr,1985,18.63241
bgr,1986,18.4199
bgr,1987,18.57183
bgr,1988,18.56262
bgr,1989,18.58632
bgr,1990,68.49317
bgr,1991,68.18381
bgr,1992,74.12867
bgr,1993,74.18745
bgr,1994,73.4931
bgr,1995,73.72202
bgr,1996,73.77902
bgr,1997,73.20304
bgr,1998,73.57895
bgr,1999,73.43769
bgr,2000,73.31692
bgr,2001,72.67352
bgr,2002,72.27908
bgr,2003,71.51476
bgr,2004,71.81464
bgr,2005,71.00068
bgr,2006,71.46083
bgr,2007,70.71438
bgr,2008,72.23791
bgr,2009,68.19836
bgr,2010,67.07685
bgr,2011,66.58531
bgr,2012,67.30901
bgr,2013,67.14165
bgr,2014,68.23548
bgr,2015,69.35793
bgr,2016,68.98359
bgr,2017,66.00082
bgr,2018,65.37702
bgr,2019,66.15833
bhr,1975,21.85663
bhr,1976,10.85105
bhr,1977,11.3691
bhr,1978,11.04618
bhr,1979,11.10507
bhr,1980,9.98537
bhr,1981,12.20175
bhr,1982,12.32316
bhr,1983,11.99198
bhr,1984,13.08768
bhr,1985,13.80886
bhr,1986,13.76586
bhr,1987,13.32632
bhr,1988,12.8498
bhr,1989,13.01866
bhr,1990,12.72391
bhr,1991,11.67409
bhr,1992,11.11365
bhr,1993,15.22964
bhr,1994,14.98693
bhr,1995,14.96334
bhr,1996,15.47567
bhr,1997,15.12687
bhr,1998,14.94158
bhr,1999,15.30003
bhr,2000,20.37839
bhr,2001,19.66531
bhr,2002,31.66937
bhr,2003,31.54258
bhr,2004,31.22876
bhr,2005,32.88383
bhr,2006,35.09803
bhr,2007,35.42894
bhr,2008,35.69147
bhr,2009,35.96963
bhr,2010,36.08274
bhr,2011,30.46284
bhr,2012,27.5274
bhr,2013,27.64303
bhr,2014,27.66478
bhr,2015,27.59665
bhr,2016,28.31689
bhr,2017,24.66346
bhr,2018,25.00607
bhr,2019,24.46133
bih,1992,27.41891
bih,1993,27.16556
bih,1994,27.36316
bih,1995,26.28107
bih,1997,54.83607
bih,1998,55.603
bih,1999,55.9692
bih,2000,55.98634
bih,2001,56.88726
bih,2002,56.22289
bih,2003,56.79785
bih,2004,56.72198
bih,2005,57.25539
bih,2006,57.4153
bih,2007,57.10914
bih,2008,56.93831
bih,2009,57.40182
bih,2010,56.97898
bih,2011,57.55715
bih,2012,57.26917
bih,2013,58.26895
bih,2014,58.00437
bih,2015,57.70238
bih,2016,57.39908
bih,2017,57.09397
bih,2018,57.01441
bih,2019,57.07279
blr,1991,56.71087
blr,1992,59.26116
blr,1993,60.32024
blr,1994,56.41583
blr,1995,51.46004
blr,1996,40.49591
blr,1997,24.63907
blr,1998,20.72802
blr,1999,19.76273
blr,2000,19.62975
blr,2001,18.66618
blr,2002,18.5174
blr,2003,18.65426
blr,2004,18.88891
blr,2005,18.9081
blr,2006,19.33061
blr,2007,18.10691
blr,2008,19.02619
blr,2009,18.68632
blr,2010,20.0585
blr,2011,18.18107
blr,2012,19.09711
blr,2013,22.00753
blr,2014,21.30229
blr,2015,22.98713
blr,2016,22.16055
blr,2017,22.03298
blr,2018,25.64987
blr,2019,23.45574
bol,1975,18.675
bol,1976,19.22758
bol,1977,18.87789
bol,1978,31.10969
bol,1979,32.31881
bol,1980,22.67468
bol,1981,17.95866
bol,1982,35.73141
bol,1983,43.74376
bol,1984,43.73665
bol,1985,57.27566
bol,1986,56.88036
bol,1987,56.42687
bol,1988,56.90127
bol,1989,56.69645
bol,1990,56.60569
bol,1991,56.75313
bol,1992,56.73317
bol,1993,57.0258
bol,1994,56.93859
bol,1995,56.52663
bol,1996,56.69698
bol,1997,59.59848
bol,1998,59.69897
bol,1999,59.91725
bol,2000,60.07882
bol,2001,59.65598
bol,2002,60.41457
bol,2003,60.44905
bol,2004,63.81151
bol,2005,62.54387
bol,2006,56.843
bol,2007,57.41451
bol,2008,56.82685
bol,2009,56.10341
bol,2010,53.34506
bol,2011,53.41491
bol,2012,53.20708
bol,2013,53.75348
bol,2014,53.72458
bol,2015,52.15355
bol,2016,52.14188
bol,2017,52.46552
bol,2018,51.72554
bol,2019,46.66553
bra,1975,33.85117
bra,1976,34.40451
bra,1977,34.81301
bra,1978,35.75518
bra,1979,39.11447
bra,1980,44.11098
bra,1981,44.36568
bra,1982,46.01877
bra,1983,47.12012
bra,1984,47.24156
bra,1985,55.4574
bra,1986,60.66263
bra,1987,61.07878
bra,1988,65.45666
bra,1989,68.37308
bra,1990,72.13987
bra,1991,72.05773
bra,1992,72.54714
bra,1993,72.39055
bra,1994,72.40686
bra,1995,72.53766
bra,1996,72.2968
bra,1997,72.72647
bra,1998,72.31375
bra,1999,72.11727
bra,2000,72.37132
bra,2001,72.67972
bra,2002,73.0387
bra,2003,73.29193
bra,2004,72.89714
bra,2005,77.7855
bra,2006,77.61244
bra,2007,76.0632
bra,2008,76.18532
bra,2009,75.89708
bra,2010,76.21317
bra,2011,77.1353
bra,2012,76.88746
bra,2013,78.21601
bra,2014,79.16754
bra,2015,78.90265
bra,2016,68.2165
bra,2017,66.97796
bra,2018,64.62199
bra,2019,64.79813
brb,1975,76.24933
brb,1976,76.47317
brb,1977,76.53475
brb,1978,76.25089
brb,1979,76.78468
brb,1980,76.16522
brb,1981,76.45367
brb,1982,73.78416
brb,1983,73.79246
brb,1984,74.22836
brb,1985,74.08982
brb,1986,74.13445
brb,1987,74.34481
brb,1988,74.82184
brb,1989,75.31861
brb,1990,75.78464
brb,1991,75.85201
brb,1992,75.76355
brb,1993,75.64037
brb,1994,75.56604
brb,1995,75.98152
brb,1996,75.86521
brb,1997,76.18697
brb,1998,75.45966
brb,1999,75.33936
brb,2000,75.78993
brb,2001,75.70076
brb,2002,75.81866
brb,2003,75.95688
brb,2004,75.57793
brb,2005,75.9569
brb,2006,75.87775
brb,2007,76.52932
brb,2008,75.60976
brb,2009,75.75684
brb,2010,75.73451
brb,2011,75.90336
brb,2012,75.74949
brb,2013,75.47047
brb,2014,75.63959
brb,2015,75.32537
brb,2016,75.68304
brb,2017,78.39644
brb,2018,78.71298
brb,2019,79.97861
bwa,1975,63.67472
bwa,1976,63.75531
bwa,1977,63.6523
bwa,1978,63.67357
bwa,1979,63.91104
bwa,1980,63.31811
bwa,1981,63.06039
bwa,1982,65.14953
